blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
varer	プロダクト	vare	プロダクト	N;INDF;MASC+FEM;PL	N
varer	商品	vare	商品	N;INDF;MASC+FEM;PL	N
varer	製品	vare	製品	N;INDF;MASC+FEM;PL	N
politiet	警察官	politi	警察官	N;DEF;NEUT;SG	N
politiet	警察	politi	警察	N;DEF;NEUT;SG	N
skabelonen	テンプレート	skabelon	テンプレート	N;DEF;MASC+FEM;SG	N
undersøgelser	アンケート	undersøgelse	アンケート	N;INDF;MASC+FEM;PL	N
forbund	アライアンス	forbund	アライアンス	N;INDF;NEUT;SG	N
forbund	連邦	forbund	連邦	N;INDF;NEUT;SG	N
forbund	連盟	forbund	連盟	N;INDF;NEUT;SG	N
starter	開始	starte	開始	V;IND;PRS;FIN;ACT	V
starter	始める	starte	始める	V;IND;PRS;FIN;ACT	V
starter	スタート	starte	スタート	V;IND;PRS;FIN;ACT	V
masse	ミサ	masse	ミサ	N;INDF;MASC+FEM;SG	N
masse	質量	masse	質量	N;INDF;MASC+FEM;SG	N
masse	ロット	masse	ロット	N;INDF;MASC+FEM;SG	N
revolution	革命	revolution	革命	N;INDF;MASC+FEM;SG	N
revolution	レボリューション	revolution	レボリューション	N;INDF;MASC+FEM;SG	N
kongeriget	王国	kongerig	王国	N;DEF;NEUT;SG	N
aktiviteter	アクティビティ	aktivitet	アクティビティ	N;INDF;MASC+FEM;PL	N
kanoner	大砲	kanon	大砲	N;INDF;MASC+FEM;PL	N
episode	エピソード	episode	エピソード	N;INDF;MASC+FEM;SG	N
titler	役職	titel	役職	N;INDF;MASC+FEM;PL	N
titler	称号	titel	称号	N;INDF;MASC+FEM;PL	N
titler	タイトル	titel	タイトル	N;INDF;MASC+FEM;PL	N
populær	ポピュラー	populær	ポピュラー	ADJ;INDF;MASC+FEM;SG	ADJ
tekster	テキスト	tekster	テキスト	N;INDF;MASC+FEM;PL	N
tekster	歌詞	tekster	歌詞	N;INDF;MASC+FEM;PL	N
tekster	作詞	tekster	作詞	N;INDF;MASC+FEM;PL	N
kloster	修道	kloste	修道	N;INDF;NEUT;SG	N
kloster	僧院	kloste	僧院	N;INDF;NEUT;SG	N
kloster	修道	kloste	修道	N;INDF;NEUT;SG	N
kloster	修道	kloste	修道	N;INDF;NEUT;SG	N
etablerede	設立	etablere	設立	V;PL;PST;V.PTCP	V
filosofi	哲学	filosofi	哲学	N;INDF;MASC+FEM;SG	N
pop	ポップ	pop	ポップ	N;INDF;MASC+FEM;SG	N
størstedelen	バルク	størstedel	バルク	N;DEF;MASC+FEM;SG	N
pige	ガール	pige	ガール	N;INDF;MASC+FEM;SG	N
pige	少女	pige	少女	N;INDF;MASC+FEM;SG	N
pige	女	pige	女	N;INDF;MASC+FEM;SG	N
ramt	ヒット	ramme	ヒット	V;INDF;SG;PST;V.PTCP	V
århundreder	世紀	århundrede	世紀	N;INDF;NEUT;PL	N
veje	道路	vej	道路	N;INDF;MASC+FEM;PL	N
efterfølger	続編	efterfølge	続編	N;INDF;MASC+FEM;SG	N
ønske	欲望	ønske	欲望	N;INDF;NEUT;SG	N
oprette	作成	oprette	作成	V;NFIN;ACT	V
oprettede	作成	oprette	作成	V;IND;PST;FIN;ACT	V
ophold	住居	ophold	住居	N;INDF;NEUT;SG	N
ophold	居所	ophold	居所	N;INDF;NEUT;SG	N
ophold	ステイ	ophold	ステイ	N;INDF;NEUT;SG	N
bro	ブリッジ	bro	ブリッジ	N;INDF;MASC+FEM;SG	N
champions	チャンピオン	champions	チャンピオン	N;INDF;MASC+FEM;SG	N
tidlig	早い	tidlig	早い	ADJ;INDF;MASC+FEM;SG	ADJ
egenskaber	特性	egenskab	特性	N;INDF;MASC+FEM;PL	N
egenskaber	特色	egenskab	特色	N;INDF;MASC+FEM;PL	N
egenskaber	特徴	egenskab	特徴	N;INDF;MASC+FEM;PL	N
egenskaber	機能	egenskab	機能	N;INDF;MASC+FEM;PL	N
egenskaber	特徴	egenskab	特徴	N;INDF;MASC+FEM;PL	N
egenskaber	プロパティ	egenskab	プロパティ	N;INDF;MASC+FEM;PL	N
egenskaber	属性	egenskab	属性	N;INDF;MASC+FEM;PL	N
egenskaber	属性	egenskab	属性	N;INDF;MASC+FEM;PL	N
teori	セオリー	teori	セオリー	N;INDF;MASC+FEM;SG	N
teori	理論	teori	理論	N;INDF;MASC+FEM;SG	N
drift	作戦	drift	作戦	N;INDF;MASC+FEM;SG	N
drift	オペレーション	drift	オペレーション	N;INDF;MASC+FEM;SG	N
mesterskabet	チャンピオンシップ	mesterskab	チャンピオンシップ	N;DEF;NEUT;SG	N
mesterskabet	選手権	mesterskab	選手権	N;DEF;NEUT;SG	N
vokser	栽培	vokse	栽培	V;IND;PRS;FIN;ACT	V
vokser	成長	vokse	成長	V;IND;PRS;FIN;ACT	V
vokser	育つ	vokse	育つ	V;IND;PRS;FIN;ACT	V
mad	食べ物	mad	食べ物	N;INDF;MASC+FEM;SG	N
mad	食品	mad	食品	N;INDF;MASC+FEM;SG	N
medier	メディア	medie	メディア	N;INDF;NEUT;PL	N
industri	業界	industri	業界	N;INDF;MASC+FEM;SG	N
industri	産業	industri	産業	N;INDF;MASC+FEM;SG	N
skoler	学校	skole	学校	N;INDF;MASC+FEM;PL	N
skoler	流派	skole	流派	N;INDF;MASC+FEM;PL	N
flytte	引越	flytte	引越	V;NFIN;ACT	V
flytte	移動	flytte	移動	V;NFIN;ACT	V
deltager	出席	deltage	出席	V;IND;PRS;FIN;ACT	V
sæsoner	季節	sæson	季節	N;INDF;MASC+FEM;PL	N
sæsoner	シーズン	sæson	シーズン	N;INDF;MASC+FEM;PL	N
overflade	表面	overflad	表面	N;INDF;MASC+FEM;SG	N
overflade	曲面	overflad	曲面	N;INDF;MASC+FEM;SG	N
sygdom	病気	sygdom	病気	N;INDF;MASC+FEM;SG	N
sygdom	疾患	sygdom	疾患	N;INDF;MASC+FEM;SG	N
sygdom	病気	sygdom	病気	N;INDF;MASC+FEM;SG	N
sygdom	疾病	sygdom	疾病	N;INDF;MASC+FEM;SG	N
sygdom	病気	sygdom	病気	N;INDF;MASC+FEM;SG	N
brigade	旅団	brigade	旅団	N;INDF;MASC+FEM;SG	N
procent	割合	procent	割合	N;INDF;MASC+FEM;PL	N
procent	パーセンテージ	procent	パーセンテージ	N;INDF;MASC+FEM;PL	N
procent	パーセント	procent	パーセント	N;INDF;MASC+FEM;PL	N
procent	割合	procent	割合	N;INDF;MASC+FEM;PL	N
procent	パーセント	procent	パーセント	N;INDF;MASC+FEM;PL	N
base	塩基	base	塩基	N;INDF;MASC+FEM;SG	N
base	ベース	base	ベース	N;INDF;MASC+FEM;SG	N
læse	読み	læse	読む	V;NFIN;ACT	V
læse	読み込み	læse	読み込み	V;NFIN;ACT	V
læse	読み取り	læse	読み取る	V;NFIN;ACT	V
læse	読む	læse	読む	V;NFIN;ACT	V
læse	読書	læse	読書	V;NFIN;ACT	V
lag	ラグ	lag	ラグ	N;INDF;NEUT;SG	N
fjerne	削除	fjerne	削除	V;NFIN;ACT	V
fjerne	取り除く	fjerne	取り除く	V;NFIN;ACT	V
klassisk	クラシカル	klassisk	クラシカル	ADJ;INDF;SG	ADJ
ligaen	リーグ	liga	リーグ	N;DEF;MASC+FEM;SG	N
serier	シリーズ	serie	シリーズ	N;INDF;MASC+FEM;PL	N
pave	教皇	pave	教皇	N;INDF;MASC+FEM;SG	N
afstand	距離	afstand	距離	N;INDF;MASC+FEM;SG	N
afstand	範囲	afstand	範囲	N;INDF;MASC+FEM;SG	N
afstand	レンジ	afstand	レンジ	N;INDF;MASC+FEM;SG	N
instrument	計器	instrument	計器	N;INDF;NEUT;SG	N
instrument	道具	instrument	道具	N;INDF;NEUT;SG	N
instrument	楽器	instrument	楽器	N;INDF;NEUT;SG	N
fort	要塞	fort	要塞	N;INDF;MASC+FEM;SG	N
fort	要塞	fort	要塞	N;INDF;MASC+FEM;SG	N
tilsyneladende	どうやら	tilsyneladende	どうやら	ADV	ADV
windows	windows	windows	windows	N;INDF;MASC+FEM;SG	N
udgivelse	パブリッシング	udgivelse	パブリッシング	N;INDF;MASC+FEM;SG	N
udgivelse	出版物	udgivelse	出版物	N;INDF;MASC+FEM;SG	N
organisationen	団体	organisation	団体	N;DEF;MASC+FEM;SG	N
organisationen	組織	organisation	組織	N;DEF;MASC+FEM;SG	N
organisationen	組織	organisation	組織	N;DEF;MASC+FEM;SG	N
bil	自動車	bil	自動車	N;INDF;MASC+FEM;SG	N
bil	クルマ	bil	クルマ	N;INDF;MASC+FEM;SG	N
bil	自動車	bil	自動車	N;INDF;MASC+FEM;SG	N
forholdet	リレーション	forhold	リレーション	N;DEF;NEUT;SG	N
rettigheder	権利	rettighed	権利	N;INDF;MASC+FEM;PL	N
ordre	オーダー	ordre	オーダー	N;INDF;MASC+FEM;SG	N
ordre	オーダー	ordre	オーダー	N;INDF;MASC+FEM;SG	N
republikken	共和制	republik	共和制	N;DEF;MASC+FEM;SG	N
republikken	共和国	republik	共和国	N;DEF;MASC+FEM;SG	N
transport	交通	transport	交通	N;INDF;MASC+FEM;SG	N
transport	交通	transport	交通	N;INDF;MASC+FEM;SG	N
gade	ストリート	gade	ストリート	N;INDF;MASC+FEM;SG	N
gade	通り	gade	通り	N;INDF;MASC+FEM;SG	N
vælge	選択	vælge	選択	V;NFIN;ACT	V
vælge	選択	vælge	選択	V;NFIN;ACT	V
køre	運転	køre	運転	V;NFIN;ACT	V
musikken	ミュージック	musik	ミュージック	N;DEF;MASC+FEM;SG	N
musikken	音楽	musik	音楽	N;DEF;MASC+FEM;SG	N
gaden	ストリート	gade	ストリート	N;DEF;MASC+FEM;SG	N
gaden	通り	gade	通り	N;DEF;MASC+FEM;SG	N
gymnasium	体育館	gymnasium	体育館	N;INDF;NEUT;SG	N
premiere	初演	premiere	初演	N;INDF;MASC+FEM;SG	N
premiere	プレミア	premiere	プレミア	N;INDF;MASC+FEM;SG	N
forskel	差分	forskel	差分	N;INDF;MASC+FEM;SG	N
koncert	ギグ	koncert	ギグ	N;INDF;MASC+FEM;SG	N
koncert	協奏曲	koncert	協奏曲	N;INDF;MASC+FEM;SG	N
koncert	コンサート	koncert	コンサート	N;INDF;MASC+FEM;SG	N
parlamentet	議会	parlament	議会	N;DEF;NEUT;SG	N
parlamentet	国会	parlament	国会	N;DEF;NEUT;SG	N
ændrede	変更	ændre	変更	V;PL;PST;V.PTCP	V
svar	返信	svar	返信	N;INDF;NEUT;SG	N
svar	返信	svar	返信	N;INDF;NEUT;SG	N
svar	レスポンス	svar	レスポンス	N;INDF;NEUT;SG	N
naturlige	自然	naturlig	自然	ADJ;PL	ADJ
ejet	所有	eje	所有	V;INDF;SG;PST;V.PTCP	V
gård	農場	gård	農場	N;INDF;MASC+FEM;SG	N
gård	ファーム	gård	ファーム	N;INDF;MASC+FEM;SG	N
publikum	観客	publikum	観客	N;INDF;NEUT;SG	N
publikum	オーディエンス	publikum	オーディエンス	N;INDF;NEUT;SG	N
publikum	群衆	publikum	群衆	N;INDF;NEUT;SG	N
publikum	群集	publikum	群集	N;INDF;NEUT;SG	N
publikum	人	publikum	人	N;INDF;NEUT;SG	N
effekt	効能	effekt	効能	N;INDF;MASC+FEM;SG	N
effekt	エフェクト	effekt	エフェクト	N;INDF;MASC+FEM;SG	N
effekt	効果	effekt	効果	N;INDF;MASC+FEM;SG	N
effekt	権力	effekt	権力	N;INDF;MASC+FEM;SG	N
effekt	パワー	effekt	パワー	N;INDF;MASC+FEM;SG	N
kanalen	運河	kanal	運河	N;DEF;MASC+FEM;SG	N
kanalen	チャネル	kanal	チャネル	N;DEF;MASC+FEM;SG	N
kanalen	チャンネル	kanal	チャンネル	N;DEF;MASC+FEM;SG	N
kanalen	海峡	kanal	海峡	N;DEF;MASC+FEM;SG	N
kæmpe	巨大	kæmpe	巨大	ADJ	ADJ
kæmpe	巨大	kæmpe	巨大	ADJ	ADJ
lejlighed	フラット	lejlighed	フラット	N;INDF;MASC+FEM;SG	N
lejlighed	アパート	lejlighed	アパート	N;INDF;MASC+FEM;SG	N
avisen	新聞紙	avis	新聞紙	N;DEF;MASC+FEM;SG	N
avisen	新聞	avis	新聞	N;DEF;MASC+FEM;SG	N
jernbane	鉄道	jernbane	鉄道	N;INDF;MASC+FEM;SG	N
retten	法廷	ret	法廷	N;DEF;MASC+FEM;SG	N
retten	コート	ret	コート	N;DEF;MASC+FEM;SG	N
retten	裁判所	ret	裁判所	N;DEF;MASC+FEM;SG	N
originale	オリジナル	original	オリジナル	ADJ;PL	ADJ
originale	オリジナル	original	オリジナル	ADJ;PL	ADJ
stoffer	薬物	stof	薬物	N;INDF;NEUT;PL	N
menneske	ヒト	menneske	ヒト	N;INDF;NEUT;SG	N
menneske	ヒューマン	menneske	ヒューマン	N;INDF;NEUT;SG	N
menneske	人間	menneske	人間	N;INDF;NEUT;SG	N
blomster	お	blomst	お	N;INDF;NEUT;PL	N
digter	詩人	digte	詩人	N;INDF;MASC+FEM;SG	N
digter	歌人	digte	歌人	N;INDF;MASC+FEM;SG	N
bronze	青	bronze	青	N;INDF;MASC+FEM;SG	N
bronze	ブロンズ	bronze	ブロンズ	N;INDF;MASC+FEM;SG	N
statistik	統計	statistik	統計	N;INDF;MASC+FEM;SG	N
kategorier	カテゴリー	kategori	カテゴリー	N;INDF;MASC+FEM;PL	N
kategorier	カテゴリ	kategori	カテゴリ	N;INDF;MASC+FEM;PL	N
bladet	マガジン	blad	マガジン	N;DEF;NEUT;SG	N
bladet	雑誌	blad	雑誌	N;DEF;NEUT;SG	N
tradition	伝統	tradition	伝統	N;INDF;MASC+FEM;SG	N
opnået	達成	opnå	達成	V;INDF;SG;PST;V.PTCP	V
ring	通話	ring	通話	V;IMP	V
modeller	モデル	model	モデル	N;INDF;MASC+FEM;PL	N
dør	死ぬ	dø	死ぬ	V;IND;PRS;FIN;ACT	V
dør	瀕死	dø	瀕死	V;IND;PRS;FIN;ACT	V
omfang	範囲	omfang	範囲	N;INDF;NEUT;SG	N
omfang	スコープ	omfang	スコープ	N;INDF;NEUT;SG	N
forfatteren	作家	forfatter	作家	N;DEF;MASC+FEM;SG	N
forfatteren	著者	forfatter	著者	N;DEF;MASC+FEM;SG	N
forfatteren	作者	forfatter	作者	N;DEF;MASC+FEM;SG	N
opdaget	検知	opdage	検知	V;INDF;SG;PST;V.PTCP	V
brand	火事	brand	火事	N;INDF;MASC+FEM;SG	N
brand	ファイア	brand	ファイア	N;INDF;MASC+FEM;SG	N
brand	火災	brand	火災	N;INDF;MASC+FEM;SG	N
brand	ブランド	brand	ブランド	N;INDF;MASC+FEM;SG	N
brand	銘柄	brand	銘柄	N;INDF;MASC+FEM;SG	N
interview	面接	interview	面接	N;INDF;NEUT;SG	N
interview	インタビュー	interview	インタビュー	N;INDF;NEUT;SG	N
interview	インタビュー	interview	インタビュー	N;INDF;NEUT;SG	N
preussen	プロイセン	preuss	プロイセン	N;INDF;MASC+FEM;SG	N
begivenheder	イベント	begivenhed	イベント	N;INDF;MASC+FEM;PL	N
begivenheder	行事	begivenhed	行事	N;INDF;MASC+FEM;PL	N
mængder	数量	mængde	数量	N;INDF;MASC+FEM;PL	N
mængder	ボリューム	mængde	ボリューム	N;INDF;MASC+FEM;PL	N
mængder	体積	mængde	体積	N;INDF;MASC+FEM;PL	N
bjørn	クマ	bjørn	クマ	N;INDF;MASC+FEM;SG	N
front	フロント	front	フロント	N;INDF;MASC+FEM;SG	N
front	表側	front	表側	N;INDF;MASC+FEM;SG	N
front	前面	front	前面	N;INDF;MASC+FEM;SG	N
undervisning	教育	undervisning	教育	N;INDF;MASC+FEM;SG	N
undervisning	学歴	undervisning	学歴	N;INDF;MASC+FEM;SG	N
mission	ミッション	mission	ミッション	N;INDF;MASC+FEM;SG	N
skade	外傷	skade	外傷	N;INDF;MASC+FEM;SG	N
skade	被害	skade	被害	N;INDF;MASC+FEM;SG	N
skade	ダメージ	skade	ダメージ	N;INDF;MASC+FEM;SG	N
skade	損害	skade	損害	N;INDF;MASC+FEM;SG	N
numre	数字	nummer	数字	N;INDF;NEUT;PL	N
numre	数値	nummer	数値	N;INDF;NEUT;PL	N
bord	テーブル	bord	テーブル	N;INDF;NEUT;SG	N
bord	ボード	bord	ボード	N;INDF;NEUT;SG	N
konkurrence	競技	konkurrence	競技	N;INDF;MASC+FEM;SG	N
konkurrence	コンペ	konkurrence	コンペ	N;INDF;MASC+FEM;SG	N
konkurrence	競争	konkurrence	競争	N;INDF;MASC+FEM;SG	N
konkurrence	コンペティション	konkurrence	コンペティション	N;INDF;MASC+FEM;SG	N
konkurrence	コンテスト	konkurrence	コンテスト	N;INDF;MASC+FEM;SG	N
konkurrence	コンテスト	konkurrence	コンテスト	N;INDF;MASC+FEM;SG	N
udsat	露出	udsætte	露出	V;INDF;SG;PST;V.PTCP	V
udsat	延期	udsætte	延期	V;INDF;SG;PST;V.PTCP	V
muligheder	可能性	mulighed	可能性	N;INDF;MASC+FEM;PL	N
muligheder	機会	mulighed	機会	N;INDF;MASC+FEM;PL	N
muligheder	オプション	mulighed	オプション	N;INDF;MASC+FEM;PL	N
produkter	プロダクト	produkt	プロダクト	N;INDF;NEUT;PL	N
produkter	商品	produkt	商品	N;INDF;NEUT;PL	N
produkter	製品	produkt	製品	N;INDF;NEUT;PL	N
association	社団	association	社団	N;INDF;MASC+FEM;SG	N
association	協会	association	協会	N;INDF;MASC+FEM;SG	N
association	アソシエーション	association	アソシエーション	N;INDF;MASC+FEM;SG	N
tilladelse	許可	tilladelse	許可	N;INDF;MASC+FEM;SG	N
forfattere	作家	forfatter	作家	N;INDF;MASC+FEM;PL	N
forfattere	作家	forfatter	作家	N;INDF;MASC+FEM;PL	N
forfattere	著者	forfatter	著者	N;INDF;MASC+FEM;PL	N
forfattere	作者	forfatter	作者	N;INDF;MASC+FEM;PL	N
ungdom	青年	ungdom	青年	N;INDF;MASC+FEM;SG	N
ungdom	若者	ungdom	若者	N;INDF;MASC+FEM;SG	N
ungdom	ユース	ungdom	ユース	N;INDF;MASC+FEM;SG	N
ungdom	青春	ungdom	青春	N;INDF;MASC+FEM;SG	N
sikkerhed	セキュリティ	sikkerhed	セキュリティ	N;INDF;MASC+FEM;SG	N
sikkerhed	セキュリティー	sikkerhed	セキュリティー	N;INDF;MASC+FEM;SG	N
sikkerhed	セーフティ	sikkerhed	セーフティ	N;INDF;MASC+FEM;SG	N
solen	太陽	sol	太陽	N;DEF;MASC+FEM;SG	N
perioder	ピリオド	periode	ピリオド	N;INDF;MASC+FEM;PL	N
virkeligheden	リアリティ	virkelighed	リアリティ	N;DEF;MASC+FEM;SG	N
virkeligheden	現実	virkelighed	現実	N;DEF;MASC+FEM;SG	N
situation	状況	situation	状況	N;INDF;MASC+FEM;SG	N
situation	シチュエーション	situation	シチュエーション	N;INDF;MASC+FEM;SG	N
varme	ヒート	varme	ヒート	N;INDF;MASC+FEM;SG	N
varme	ホット	varme	ホット	N;INDF;MASC+FEM;SG	N
biler	カーズ	bil	カーズ	N;INDF;MASC+FEM;PL	N
oversigt	概観	oversigt	概観	V;IMP	V
oversigt	概説	oversigt	概説	V;IMP	V
oversigt	まとめ	oversigt	まとめる	V;IMP	V
oversigt	要約	oversigt	要約	V;IMP	V
hårdt	乱暴	hård	乱暴	ADJ;INDF;NEUT;SG	ADJ
hårdt	難しい	hård	難しい	ADJ;INDF;NEUT;SG	ADJ
hårdt	タフ	hård	タフ	ADJ;INDF;NEUT;SG	ADJ
hårdt	厳しい	hård	厳しい	ADJ;INDF;NEUT;SG	ADJ
oprør	内乱	oprør	内乱	N;INDF;NEUT;SG	N
oprør	反乱	oprør	反乱	N;INDF;NEUT;SG	N
oprør	暴動	oprør	暴動	N;INDF;NEUT;SG	N
oprør	反乱	oprør	反乱	N;INDF;NEUT;SG	N
træer	樹木	træ	樹木	N;INDF;NEUT;PL	N
fange	キャッチ	fange	キャッチ	V;NFIN;ACT	V
fange	キャッチボール	fange	キャッチボール	V;NFIN;ACT	V
fange	キャプチャー	fange	キャプチャー	V;NFIN;ACT	V
fange	キャプチャ	fange	キャプチャ	V;NFIN;ACT	V
fange	攻略	fange	攻略	V;NFIN;ACT	V
undersøgelse	捜査	undersøgelse	捜査	N;INDF;MASC+FEM;SG	N
undersøgelse	審査	undersøgelse	審査	N;INDF;MASC+FEM;SG	N
undersøgelse	試験	undersøgelse	試験	N;INDF;MASC+FEM;SG	N
undersøgelse	検査	undersøgelse	検査	N;INDF;MASC+FEM;SG	N
undersøgelse	取調	undersøgelse	取調	N;INDF;MASC+FEM;SG	N
undersøgelse	アンケート	undersøgelse	アンケート	N;INDF;MASC+FEM;SG	N
stof	物質	stof	物質	N;INDF;NEUT;SG	N
stof	布地	stof	布地	N;INDF;NEUT;SG	N
stof	生地	stof	生地	N;INDF;NEUT;SG	N
stof	織物	stof	織物	N;INDF;NEUT;SG	N
stof	生地	stof	生地	N;INDF;NEUT;SG	N
leve	生きる	leve	生きる	V;NFIN;ACT	V
jordens	地球	jord	地球	N;GEN;DEF;MASC+FEM;SG	N
jordens	アース	jord	アース	N;GEN;DEF;MASC+FEM;SG	N
mine	鉱山	mine	鉱山	N;INDF;MASC+FEM;SG	N
fyr	火事	fyr	火事	N;INDF;MASC+FEM;SG	N
fyr	ファイア	fyr	ファイア	N;INDF;MASC+FEM;SG	N
fyr	火災	fyr	火災	N;INDF;MASC+FEM;SG	N
fyr	灯台	fyr	灯台	N;INDF;MASC+FEM;SG	N
metode	方法論	metode	方法論	N;INDF;MASC+FEM;SG	N
metode	方法	metode	方法	N;INDF;MASC+FEM;SG	N
anlæg	植物	anlæg	植物	N;INDF;NEUT;SG	N
anlæg	プラント	anlæg	プラント	N;INDF;NEUT;SG	N
anlæg	植物	anlæg	植物	N;INDF;NEUT;SG	N
anlæg	インストール	anlæg	インストール	N;INDF;NEUT;SG	N
anlæg	インストール	anlæg	インストール	N;INDF;NEUT;SG	N
fugle	鳥類	fugl	鳥類	N;INDF;MASC+FEM;PL	N
udvalgte	注目	udvælge	注目	V;PL;PST;V.PTCP	V
hospital	病院	hospital	病院	N;INDF;NEUT;SG	N
alliance	アライアンス	alliance	アライアンス	N;INDF;MASC+FEM;SG	N
omtalt	言及	omtale	言及	V;INDF;SG;PST;V.PTCP	V
last	ロード	last	ロード	N;INDF;MASC+FEM;SG	N
last	貨物	last	貨物	N;INDF;MASC+FEM;SG	N
tilstand	都道府県	tilstand	都道府県	N;INDF;MASC+FEM;SG	N
tilstand	状態	tilstand	状態	N;INDF;MASC+FEM;SG	N
tilstand	モード	tilstand	モード	N;INDF;MASC+FEM;SG	N
tilstand	状態	tilstand	状態	N;INDF;MASC+FEM;SG	N
tilstand	条件	tilstand	条件	N;INDF;MASC+FEM;SG	N
sende	送信	sende	送信	V;NFIN;ACT	V
sende	送信	sende	送信	V;NFIN;ACT	V
sende	送る	sende	送る	V;NFIN;ACT	V
luften	空気	luft	空気	N;DEF;MASC+FEM;SG	N
luften	航空	luft	航空	N;DEF;MASC+FEM;SG	N
lyd	サウンド	lyd	サウンド	N;INDF;MASC+FEM;SG	N
lyd	音声	lyd	音声	N;INDF;MASC+FEM;SG	N
lyd	オーディオ	lyd	オーディオ	N;INDF;MASC+FEM;SG	N
passagerer	乗客	passager	乗客	N;INDF;MASC+FEM;PL	N
passagerer	乗客	passager	乗客	N;INDF;MASC+FEM;PL	N
passagerer	旅客	passager	旅客	N;INDF;MASC+FEM;PL	N
regiment	連隊	regiment	連隊	N;INDF;NEUT;SG	N
kraftig	重い	kraftig	重い	ADJ;INDF;MASC+FEM;SG	ADJ
kraftig	強い	kraftig	強い	ADJ;INDF;MASC+FEM;SG	ADJ
kraftig	濃い	kraftig	濃い	ADJ;INDF;MASC+FEM;SG	ADJ
fortsætte	続行	fortsætte	続行	V;NFIN;ACT	V
fortsætte	続ける	fortsætte	続ける	V;NFIN;ACT	V
forbindelser	リレーション	forbindelse	リレーション	N;INDF;MASC+FEM;PL	N
forbindelser	関係	forbindelse	関係	N;INDF;MASC+FEM;PL	N
forbindelser	化合物	forbindelse	化合物	N;INDF;MASC+FEM;PL	N
orkester	バンド	orkester	バンド	N;INDF;NEUT;SG	N
orkester	オーケストラ	orkester	オーケストラ	N;INDF;NEUT;SG	N
tønder	ドラム	tønde	ドラム	N;INDF;MASC+FEM;PL	N
tønder	太鼓	tønde	太鼓	N;INDF;MASC+FEM;PL	N
fortsætter	継続	fortsætte	継続	V;IND;PRS;FIN;ACT	V
søge	検索	søge	検索	V;NFIN;ACT	V
forlade	離れる	forlade	離れる	V;NFIN;ACT	V
rekord	レコード	rekord	レコード	N;INDF;MASC+FEM;SG	N
modtager	受け取る	modtage	受け取る	V;IND;PRS;FIN;ACT	V
modtager	受信	modtage	受信	V;IND;PRS;FIN;ACT	V
modtager	受信	modtage	受信	V;IND;PRS;FIN;ACT	V
organisationer	団体	organisation	団体	N;INDF;MASC+FEM;PL	N
vedtaget	採択	vedtage	採択	V;INDF;SG;PST;V.PTCP	V
elev	生徒	elev	生徒	N;INDF;MASC+FEM;SG	N
elev	生徒	elev	生徒	N;INDF;MASC+FEM;SG	N
elev	学生	elev	学生	N;INDF;MASC+FEM;SG	N
medicin	医学	medicin	医学	N;INDF;MASC+FEM;SG	N
opdelt	分ける	opdele	分ける	V;INDF;SG;PST;V.PTCP	V
opdelt	分割	opdele	分割	V;INDF;SG;PST;V.PTCP	V
army	軍隊	army	軍隊	N;INDF;MASC+FEM;SG	N
army	陸軍	army	陸軍	N;INDF;MASC+FEM;SG	N
minder	思い出	minde	思い出	V;IND;PRS;FIN;ACT	V
miljø	環境	miljø	環境	N;INDF;NEUT;SG	N
broen	ブリッジ	bro	ブリッジ	N;DEF;MASC+FEM;SG	N
bjerg	マウンテン	bjerg	マウンテン	N;INDF;NEUT;SG	N
halvdelen	半分	halvdel	半分	N;DEF;MASC+FEM;SG	N
halvdelen	ハーフ	halvdel	ハーフ	N;DEF;MASC+FEM;SG	N
avis	新聞紙	avis	新聞紙	N;INDF;MASC+FEM;SG	N
avis	新聞	avis	新聞	N;INDF;MASC+FEM;SG	N
skive	ディスク	skive	ディスク	N;INDF;MASC+FEM;SG	N
skive	円盤	skive	円盤	N;INDF;MASC+FEM;SG	N
skive	スライス	skive	スライス	N;INDF;MASC+FEM;SG	N
kunstner	芸術家	kunstner	芸術家	N;INDF;MASC+FEM;SG	N
kunstner	アーティスト	kunstner	アーティスト	N;INDF;MASC+FEM;SG	N
flod	河川	flod	河川	N;INDF;MASC+FEM;SG	N
sangskriver	ソングライター	sangskriver	ソングライター	N;INDF;MASC+FEM;SG	N
betale	支払う	betale	支払う	V;NFIN;ACT	V
betale	支払い	betale	支払う	V;NFIN;ACT	V
landkort	マップ	landkort	マップ	N;INDF;NEUT;SG	N
landkort	マップ	landkort	マップ	N;INDF;NEUT;SG	N
emne	話題	emne	話題	N;INDF;NEUT;SG	N
emne	トピック	emne	トピック	N;INDF;NEUT;SG	N
emne	テーマ	emne	テーマ	N;INDF;NEUT;SG	N
emne	主体	emne	主体	N;INDF;NEUT;SG	N
emne	件名	emne	件名	N;INDF;NEUT;SG	N
landsbyer	村落	landsby	村落	N;INDF;MASC+FEM;PL	N
net	ネット	ne	ネット	N;INDF;NEUT;SG	N
net	ネット	ne	ネット	N;INDF;NEUT;SG	N
net	ネットワーク	ne	ネットワーク	N;INDF;NEUT;SG	N
net	ネットワーク	ne	ネットワーク	N;INDF;NEUT;SG	N
anvendte	応用	anvende	応用	V;PL;PST;V.PTCP	V
teatret	劇場	teater	劇場	N;DEF;NEUT;SG	N
teatret	シアター	teater	シアター	N;DEF;NEUT;SG	N
teatret	演劇	teater	演劇	N;DEF;NEUT;SG	N
