del	de	del	de	ADP;MASC;SG	ADP
bastante	ben	bastante	ben	ADV	ADV
love	amor	love	amor	N	N
señora	señora	señora	señor	N;FEM;SG	N
señora	señora	señora	señor	N;FEM;SG	N
señora	patroa	señora	patroa	N;FEM;SG	N
señora	señora	señora	señor	N;FEM;SG	N
señora	dama	señora	dama	N;FEM;SG	N
señora	muller	señora	muller	N;FEM;SG	N
señora	nai	señora	nai	N;FEM;SG	N
señora	señora	señora	señor	N;FEM;SG	N
señora	madame	señora	madame	N;FEM;SG	N
deben	debo	deber	deber	V;IND;PL;3;PRS;FIN	V
deben	debe	deber	deber	V;IND;PL;3;PRS;FIN	V
deben	debemos	deber	deber	V;IND;PL;3;PRS;FIN	V
deben	deben	deber	deber	V;IND;PL;3;PRS;FIN	V
deben	hai	deber	haber	V;IND;PL;3;PRS;FIN	V
naturales	natural	natural	natural	ADJ;PL	ADJ
naturales	normal	natural	normal	ADJ;PL	ADJ
naturales	naturais	natural	natural	ADJ;PL	ADJ
publicación	posto	publicación	posto	N;FEM;SG	N
publicación	poste	publicación	postar	N;FEM;SG	N
publicación	correos	publicación	correo	N;FEM;SG	N
publicación	correo	publicación	correo	N;FEM;SG	N
blanca	branco	blanco	branco	ADJ;FEM;SG	ADJ
blanca	branca	blanco	branco	ADJ;FEM;SG	ADJ
blanca	brancas	blanco	branco	ADJ;FEM;SG	ADJ
aves	aves	ave	ave	N;FEM;PL	N
aves	paxaros	ave	paxar	N;FEM;PL	N
aves	paxaro	ave	paxaro	N;FEM;PL	N
aves	aves	ave	ave	N;FEM;PL	N
aves	ave	ave	ave	N;FEM;PL	N
peter	pedro	peter	pedro	N;MASC;SG	N
pie	pé	pie	pé	N;MASC;SG	N
pie	infantaría	pie	infantar	N;MASC;SG	N
hora	hora	hora	hora	N;FEM;SG	N
hora	momento	hora	momento	N;FEM;SG	N
hora	tempo	hora	tempo	N;FEM;SG	N
hora	vez	hora	vez	N;FEM;SG	N
hora	hora	hora	hora	N;FEM;SG	N
amigos	amigos	amigo	amigo	N;MASC;PL	N
particular	particular	particular	particular	N	N
crítica	críticas	crítica	crítica	N;FEM;SG	N
crítica	crítica	crítica	crítica	N;FEM;SG	N
crítica	crítica	crítica	crítica	N;FEM;SG	N
maestro	mestre	maestro	mestre	N;MASC;SG	N
maestro	máster	maestro	máster	N;MASC;SG	N
maestro	dono	maestro	dono	N;MASC;SG	N
maestro	propietario	maestro	propietario	N;MASC;SG	N
maestro	patrón	maestro	patrón	N;MASC;SG	N
maestro	señor	maestro	señor	N;MASC;SG	N
maestro	profesor	maestro	profesor	N;MASC;SG	N
maestro	mestra	maestro	mestra	N;MASC;SG	N
maestro	mestre	maestro	mestre	N;MASC;SG	N
casas	casas	casa	casa	N;FEM;PL	N
casas	vivendas	casa	vivenda	N;FEM;PL	N
casas	casa	casa	casa	N;FEM;PL	N
casas	fogares	casa	fogar	N;FEM;PL	N
casas	atención	casa	atención	N;FEM;PL	N
casas	casas	casa	casa	N;FEM;PL	N
casas	fogares	casa	fogar	N;FEM;PL	N
motor	máquina	motor	máquina	N;MASC;SG	N
motor	motor	motor	motor	N;MASC;SG	N
motor	motoras	motor	motora	N;MASC;SG	N
motor	motor	motor	motor	N;MASC;SG	N
efecto	efecto	efecto	efecto	N;MASC;SG	N
efecto	efectos	efecto	efecto	N;MASC;SG	N
completo	completo	completo	completo	ADJ;MASC;SG	ADJ
completo	completo	completo	completo	ADJ;MASC;SG	ADJ
trabajó	traballamos	trabajar	traballar	V;IND;SG;3;PST;FIN	V
trabajó	funcionou	trabajar	funcionar	V;IND;SG;3;PST;FIN	V
trabajó	traballei	trabajar	traballar	V;IND;SG;3;PST;FIN	V
trabajó	traballaba	trabajar	traballar	V;IND;SG;3;PST;FIN	V
trabajó	traballou	trabajar	traballar	V;IND;SG;3;PST;FIN	V
crecimiento	crecemento	crecimiento	crecemento	N;MASC;SG	N
doctor	médico	doctor	médico	N;MASC;SG	N
doctor	doutor	doctor	doutor	N;MASC;SG	N
pequeños	pequeno	pequeño	pequeno	ADJ;MASC;PL	ADJ
pequeños	pequenos	pequeño	pequeno	ADJ;MASC;PL	ADJ
pequeños	pequenas	pequeño	pequeno	ADJ;MASC;PL	ADJ
pequeños	pequena	pequeño	pequeno	ADJ;MASC;PL	ADJ
junta	xunta	junta	xunta	N;FEM;SG	N
junta	reunión	junta	reunión	N;FEM;SG	N
junta	bordo	junta	bordo	N;FEM;SG	N
junta	comida	junta	comida	N;FEM;SG	N
europeo	europea	europeo	europeo	ADJ;MASC;SG	ADJ
europeo	europeas	europeo	europeo	ADJ;MASC;SG	ADJ
nuevamente	máis	nuevamente	máis	ADV	ADV
grado	grao	grado	grao	N;MASC;SG	N
tradicional	tradicional	tradicional	tradicional	ADJ;SG	ADJ
tradicional	tradicionais	tradicional	tradicional	ADJ;SG	ADJ
niño	neno	niño	neno	N;MASC;SG	N
niño	rapaz	niño	rapaz	N;MASC;SG	N
niño	mozo	niño	mozo	N;MASC;SG	N
niño	fillo	niño	fillo	N;MASC;SG	N
niño	neno	niño	neno	N;MASC;SG	N
niño	rapaz	niño	rapaz	N;MASC;SG	N
niño	nena	niño	nena	N;MASC;SG	N
niño	mozo	niño	mozo	N;MASC;SG	N
niño	nena	niño	nena	N;MASC;SG	N
niño	neno	niño	neno	N;MASC;SG	N
niño	fillo	niño	fillo	N;MASC;SG	N
votos	votos	voto	voto	N;MASC;PL	N
banco	banco	banco	banco	N;MASC;SG	N
banco	ribeira	banco	ribeira	N;MASC;SG	N
banco	penedo	banco	pener	N;MASC;SG	N
banco	citybank	banco	citybank	N;MASC;SG	N
consiguió	teño	conseguir	ter	V;IND;SG;3;PST;FIN	V
consiguió	tes	conseguir	tes	V;IND;SG;3;PST;FIN	V
consiguió	ten	conseguir	ter	V;IND;SG;3;PST;FIN	V
consiguió	temos	conseguir	ter	V;IND;SG;3;PST;FIN	V
contrato	contrato	contrato	contrato	N;MASC;SG	N
pintura	cadro	pintura	cadro	N;FEM;SG	N
pintura	pintura	pintura	pintura	N;FEM;SG	N
ruso	rusa	ruso	rusa	ADJ;MASC;SG	ADJ
batería	tambores	batería	tambor	N;FEM;SG	N
diputados	membros	diputado	membro	N;MASC;PL	N
pasa	acontece	pasar	acontecer	V;IND;SG;3;PRS;FIN	V
pasa	ocorre	pasar	ocorrer	V;IND;SG;3;PRS;FIN	V
pasa	pasa	pasar	pasar	V;IND;SG;3;PRS;FIN	V
pasa	pasar	pasar	pasar	V;IND;SG;3;PRS;FIN	V
pasa	pase	pasar	pase	V;IND;SG;3;PRS;FIN	V
deportes	deporte	deporte	deporte	N;MASC;PL	N
deportes	deportes	deporte	deporte	N;MASC;PL	N
deportes	deporte	deporte	deporte	N;MASC;PL	N
representa	representa	representar	representar	V;IND;SG;3;PRS;FIN	V
representa	representa	representar	representar	V;IND;SG;3;PRS;FIN	V
representa	representan	representar	representar	V;IND;SG;3;PRS;FIN	V
recursos	recurso	recurso	recurso	N;MASC;PL	N
recursos	recursos	recurso	recurso	N;MASC;PL	N
misión	misión	misión	misión	N;FEM;SG	N
futuro	futuro	futuro	futuro	N;MASC;SG	N
ángeles	anxos	ángel	anxo	N;MASC;PL	N
ángeles	inferno	ángel	inferno	N;MASC;PL	N
terminó	rematamos	terminar	rematar	V;IND;SG;3;PST;FIN	V
terminó	rematou	terminar	rematar	V;IND;SG;3;PST;FIN	V
terminó	acabou	terminar	acabar	V;IND;SG;3;PST;FIN	V
tecnología	tecnoloxías	tecnología	tecnoloxía	N;FEM;SG	N
tecnología	tecnoloxía	tecnología	tecnoloxía	N;FEM;SG	N
trabajar	traballar	trabajar	traballar	V;NFIN	V
trabajar	traballando	trabajar	traballar	V;NFIN	V
trabajar	traballar	trabajar	traballar	V;NFIN	V
tiempos	veces	tiempo	vez	N;MASC;PL	N
tiempos	tempos	tiempo	tempo	N;MASC;PL	N
fiesta	festa	fiesta	festa	N;FEM;SG	N
fiesta	partido	fiesta	partido	N;FEM;SG	N
jardín	xardín	jardín	xardír	N;MASC;SG	N
jardín	horta	jardín	horta	N;MASC;SG	N
madera	madeira	madera	madeira	N;FEM;SG	N
madera	madeira	madera	madeira	N;FEM;SG	N
inferior	inferior	inferior	inferior	ADJ;SG	ADJ
inferior	inferior	inferior	inferior	ADJ;SG	ADJ
frontera	fronteira	frontera	fronteira	N;FEM;SG	N
frontera	fronteira	frontera	fronteira	N;FEM;SG	N
atención	atención	atención	atención	N;FEM;SG	N
digital	dixital	digital	dixital	ADJ;SG	ADJ
referirse	referirse	referir	referir	V;SBJV;SG;3;IPFV;FIN	V
referirse	refería	referir	referir	V;SBJV;SG;3;IPFV;FIN	V
comandante	comandante	comandante	comandante	N;SG	N
comandante	comandante	comandante	comandante	N;SG	N
corazón	corazón	corazón	corazón	N;MASC;SG	N
corazón	cardíacas	corazón	cardíaco	N;MASC;SG	N
corazón	cardíaca	corazón	cardíaco	N;MASC;SG	N
secretario	secretaria	secretario	secretaria	N;MASC;SG	N
secretario	secretario	secretario	secretario	N;MASC;SG	N
secretario	estado	secretario	estado	N;MASC;SG	N
letras	cartas	letra	carta	N;FEM;PL	N
letras	letras	letra	letra	N;FEM;PL	N
lenguas	idiomas	lengua	idioma	N;FEM;PL	N
lenguas	linguaxes	lengua	linguaxe	N;FEM;PL	N
lenguas	linguas	lengua	lingua	N;FEM;PL	N
vivo	vivos	vivo	vivo	ADJ;MASC;SG	ADJ
vivo	viva	vivo	vivo	ADJ;MASC;SG	ADJ
vivo	vivo	vivo	vivo	ADJ;MASC;SG	ADJ
encuentro	xunta	encuentro	xunta	N;MASC;SG	N
encuentro	reunión	encuentro	reunión	N;MASC;SG	N
encuentro	encontro	encuentro	encontro	N;MASC;SG	N
encuentro	cita	encuentro	cita	N;MASC;SG	N
encuentro	encontro	encuentro	encontro	N;MASC;SG	N
obtener	obter	obtener	obter	V;NFIN	V
originalmente	orixinalmente	originalmente	orixinal	ADV	ADV
naturaleza	natureza	naturaleza	natureza	N;FEM;SG	N
claro	si	claro	si	ADV	ADV
existencia	existencia	existencia	existencia	N;FEM;SG	N
existencia	vida	existencia	vida	N;FEM;SG	N
man	home	man	home	N	N
juega	tocar	jugar	tocar	V;IND;SG;3;PRS;FIN	V
juega	xogar	jugar	xogar	V;IND;SG;3;PRS;FIN	V
juega	xogan	jugar	xogar	V;IND;SG;3;PRS;FIN	V
juega	xoga	jugar	xogar	V;IND;SG;3;PRS;FIN	V
rico	rico	rico	rico	ADJ;MASC;SG	ADJ
rico	ricos	rico	rico	ADJ;MASC;SG	ADJ
rico	rica	rico	rico	ADJ;MASC;SG	ADJ
rico	rico	rico	rico	ADJ;MASC;SG	ADJ
usar	usamos	usar	usar	V;NFIN	V
usar	usar	usar	usar	V;NFIN	V
usar	usan	usar	usar	V;NFIN	V
mensajes	mensaxes	mensaje	mensaxe	N;MASC;PL	N
mensajes	mensaxe	mensaje	mensaxe	N;MASC;PL	N
firme	asinar	firmar	asinar	V;SBJV;SG;3;PRS;FIN	V
mesa	mesa	mesa	mesa	N;FEM;SG	N
antiguos	antiga	antiguo	antigo	ADJ;MASC;PL	ADJ
antiguos	antigas	antiguo	antigo	ADJ;MASC;PL	ADJ
pasar	pasar	pasar	pasar	V;NFIN	V
pasar	pase	pasar	pase	V;NFIN	V
objeto	obxecto	objeto	obxecto	N;MASC;SG	N
generales	xeneral	general	xeneral	N;MASC;PL	N
apertura	apertura	apertura	apertura	N;FEM;SG	N
análisis	análise	análisis	análise	N;MASC	N
protección	protección	protección	protección	N;FEM;SG	N
naciones	nacións	nación	nación	N;FEM;PL	N
familias	familias	familia	familia	N;FEM;PL	N
ferrocarril	tren	ferrocarril	tren	N;MASC;SG	N
notas	notas	nota	nota	N;FEM;PL	N
american	americanos	americar	americano	N;FEM;SG	N
proyectos	proxectos	proyecto	proxecto	N;MASC;PL	N
white	brancos	white	branco	N	N
funciones	funcións	función	función	N;FEM;PL	N
funciones	características	función	característica	N;FEM;PL	N
corona	coroa	corona	coroa	N;FEM;SG	N
apareció	apareceu	aparecer	aparecer	V;IND;SG;3;PST;FIN	V
clima	mudanza	clima	mudanza	N;MASC;SG	N
clima	clima	clima	clima	N;MASC;SG	N
clima	cambio	clima	cambio	N;MASC;SG	N
clima	tempo	clima	tempo	N;MASC;SG	N
prensa	prensa	prensa	prensa	N;FEM;SG	N
prensa	xornais	prensa	xornal	N;FEM;SG	N
prensa	prensa	prensa	prensa	N;FEM;SG	N
escena	escena	escena	escenar	N;FEM;SG	N
escena	escea	escena	escear	N;FEM;SG	N
puerta	porta	puerta	porta	N;FEM;SG	N
griego	grego	griego	grego	N;MASC;SG	N
habla	falar	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	di	hablar	dicir	V;IND;SG;3;PRS;FIN	V
habla	fala	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	falar	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	falar	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	falamos	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	fala	hablar	falar	V;IND;SG;3;PRS;FIN	V
habla	fale	hablar	fale	V;IND;SG;3;PRS;FIN	V
crisis	crise	crisis	crise	N;FEM	N
efectos	efectos	efecto	efecto	N;MASC;PL	N
memoria	memoria	memoria	memoria	N;FEM;SG	N
orquesta	orquestra	orquesta	orquestra	N;FEM;SG	N
creó	creamos	crear	crear	V;IND;SG;3;PST;FIN	V
creó	creou	crear	crear	V;IND;SG;3;PST;FIN	V
creó	creado	crear	crear	V;IND;SG;3;PST;FIN	V
creó	creei	crear	crear	V;IND;SG;3;PST;FIN	V
creó	creados	crear	crear	V;IND;SG;3;PST;FIN	V
siglos	séculos	siglo	século	N;MASC;PL	N
montaña	montaña	montaña	montaña	N;FEM;SG	N
montaña	montañas	montaña	montaña	N;FEM;SG	N
montaña	das	montaña	das	N;FEM;SG	N
montaña	andes	montaña	ande	N;FEM;SG	N
montaña	montes	montaña	monte	N;FEM;SG	N
montaña	montaña	montaña	montaña	N;FEM;SG	N
montaña	monte	montaña	monte	N;FEM;SG	N
mantener	manter	mantener	manter	V;NFIN	V
mantener	mantén	mantener	manter	V;NFIN	V
mantener	coa	mantener	coar	V;NFIN	V
mantener	manter	mantener	manter	V;NFIN	V
mantener	manter	mantener	manter	V;NFIN	V
llegada	chegada	llegada	chegada	N;FEM;SG	N
llama	chamada	llamar	chamar	V;IND;SG;3;PRS;FIN	V
llama	chamamos	llamar	chamar	V;IND;SG;3;PRS;FIN	V
llama	chamar	llamar	chamar	V;IND;SG;3;PRS;FIN	V
directamente	directamente	directamente	directamente	ADV	ADV
lanzamiento	liberación	lanzamiento	liberación	N;MASC;SG	N
lanzamiento	lanzamento	lanzamiento	lanzamento	N;MASC;SG	N
lanzamiento	liberdade	lanzamiento	liberdade	N;MASC;SG	N
comité	comité	comité	comité	N;MASC;SG	N
probablemente	probablemente	probablemente	probable	ADV	ADV
probablemente	probablemente	probablemente	probable	ADV	ADV
larga	longo	largo	longo	ADJ;FEM;SG	ADJ
larga	longa	largo	longo	ADJ;FEM;SG	ADJ
poeta	poeta	poeta	poeta	N;MASC;SG	N
poeta	poetas	poeta	poeta	N;MASC;SG	N
tradición	tradición	tradición	tradición	N;FEM;SG	N
tradición	tradicións	tradición	tradición	N;FEM;SG	N
podía	podía	poder	podía	V;IND;SG;3;IPFV;FIN	V
podía	podería	poder	poder	V;IND;SG;3;IPFV;FIN	V
produce	produce	producir	producir	V;IND;SG;3;PRS;FIN	V
hojas	marcha	hoja	marcha	N;FEM;PL	N
hojas	follas	hoja	folla	N;FEM;PL	N
hojas	sabas	hoja	saber	N;FEM;PL	N
soviética	soviética	soviético	soviético	ADJ;FEM;SG	ADJ
necesario	necesario	necesario	necesario	ADJ;MASC;SG	ADJ
necesario	necesaria	necesario	necesario	ADJ;MASC;SG	ADJ
necesario	necesarios	necesario	necesario	ADJ;MASC;SG	ADJ
necesario	necesarias	necesario	necesario	ADJ;MASC;SG	ADJ
necesario	preciso	necesario	preciso	ADJ;MASC;SG	ADJ
filosofía	filosofía	filosofía	filosofía	N;FEM;SG	N
periodista	xornalista	periodista	xornalista	N;SG	N
periodista	xornalista	periodista	xornalista	N;SG	N
periodista	reporteiro	periodista	reporteiro	N;SG	N
jugar	tocar	jugar	tocar	V;NFIN	V
jugar	xogar	jugar	xogar	V;NFIN	V
jugar	xogan	jugar	xogar	V;NFIN	V
jugar	xogando	jugar	xogar	V;NFIN	V
jugar	xogar	jugar	xogar	V;NFIN	V
jugar	tocando	jugar	tocar	V;NFIN	V
jugar	tocar	jugar	tocar	V;NFIN	V
operación	operación	operación	operación	N;FEM;SG	N
papa	pai	papa	pai	N;MASC;SG	N
papa	papa	papa	papa	N;MASC;SG	N
firma	sinal	firma	sinal	N;FEM;SG	N
patrimonio	herdanza	patrimonio	herdanza	N;MASC;SG	N
regiones	rexións	región	rexión	N;FEM;PL	N
poesía	poesía	poesía	poesía	N;FEM;SG	N
hermana	irmá	hermana	irmán	N;FEM;SG	N
decide	deciden	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decide	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decidir	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decidimos	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	deciden	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decido	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decidirá	decidir	decidir	V;IND;SG;3;PRS;FIN	V
decide	decide	decidir	decidir	V;IND;SG;3;PRS;FIN	V
respuesta	resposta	respuesta	resposta	N;FEM;SG	N
respuesta	resposta	respuesta	resposta	N;FEM;SG	N
respuesta	á	respuesta	á	N;FEM;SG	N
respuesta	resposta	respuesta	resposta	N;FEM;SG	N
respuesta	reacción	respuesta	reacción	N;FEM;SG	N
pruebas	exames	prueba	exame	N;FEM;PL	N
pruebas	probas	prueba	proba	N;FEM;PL	N
pruebas	tests	prueba	test	N;FEM;PL	N
pruebas	probas	prueba	proba	N;FEM;PL	N
pruebas	proba	prueba	proba	N;FEM;PL	N
pruebas	probas	prueba	proba	N;FEM;PL	N
pruebas	probas	prueba	proba	N;FEM;PL	N
pruebas	evidencia	prueba	evidencia	N;FEM;PL	N
pruebas	evidencias	prueba	evidencia	N;FEM;PL	N
médico	médico	médico	médico	N;MASC;SG	N
médico	médico	médico	médico	N;MASC;SG	N
médico	doutor	médico	doutor	N;MASC;SG	N
médico	medicina	médico	medicina	N;MASC;SG	N
médico	médico	médico	médico	N;MASC;SG	N
médico	médicos	médico	médico	N;MASC;SG	N
médico	médica	médico	médica	N;MASC;SG	N
metro	metro	metro	metro	N;MASC;SG	N
metro	pantalóns	metro	pantalón	N;MASC;SG	N
marina	marines	marina	marine	N;FEM;SG	N
eventos	eventos	evento	evento	N;MASC;PL	N
eventos	sucesos	evento	suceso	N;MASC;PL	N
eventos	feitos	evento	feito	N;MASC;PL	N
eventos	adversos	evento	adverso	N;MASC;PL	N
eventos	xuntanzas	evento	xuntanza	N;MASC;PL	N
eventos	acontecementos	evento	acontecemento	N;MASC;PL	N
músicos	músicos	músico	músico	N;MASC;PL	N
británica	británico	británico	británico	ADJ;FEM;SG	ADJ
británica	británica	británico	británico	ADJ;FEM;SG	ADJ
británica	británicos	británico	británico	ADJ;FEM;SG	ADJ
británica	británicas	británico	británico	ADJ;FEM;SG	ADJ
británica	inglesa	británico	inglesa	ADJ;FEM;SG	ADJ
coronel	coronel	coronel	coronel	N;MASC;SG	N
física	física	físico	físico	ADJ;FEM;SG	ADJ
física	física	físico	físico	ADJ;FEM;SG	ADJ
física	físicos	físico	físico	ADJ;FEM;SG	ADJ
física	físicas	físico	físico	ADJ;FEM;SG	ADJ
física	físico	físico	físico	ADJ;FEM;SG	ADJ
anteriormente	antes	anteriormente	antes	ADV	ADV
anteriormente	máis	anteriormente	máis	ADV	ADV
anteriormente	cedo	anteriormente	cedo	ADV	ADV
práctica	práctica	práctica	práctica	N;FEM;SG	N
práctica	práctica	práctica	práctica	N;FEM;SG	N
grecia	grecia	grecia	grecio	N;FEM;SG	N
exposición	exposición	exposición	exposición	N;FEM;SG	N
asiáticos	asiática	asiático	asiático	ADJ;MASC;PL	ADJ
asiáticos	asiático	asiático	asiático	ADJ;MASC;PL	ADJ
asiáticos	asiáticos	asiático	asiático	ADJ;MASC;PL	ADJ
cuadro	mesa	cuadro	mesa	N;MASC;SG	N
cuadro	cadro	cuadro	cadro	N;MASC;SG	N
cuadro	pintura	cuadro	pintura	N;MASC;SG	N
enfermedad	enfermidade	enfermedad	enfermidade	N;FEM;SG	N
enfermedad	doenza	enfermedad	doenza	N;FEM;SG	N
enfermedad	enfermidades	enfermedad	enfermidade	N;FEM;SG	N
enfermedad	enfermidade	enfermedad	enfermidade	N;FEM;SG	N
enfermedad	cardíacas	enfermedad	cardíaco	N;FEM;SG	N
colonia	perfume	colonia	perfumir	N;FEM;SG	N
colonia	colonia	colonia	colonia	N;FEM;SG	N
colonia	colonia	colonia	colonia	N;FEM;SG	N
pequeñas	pequeno	pequeño	pequeno	ADJ;FEM;PL	ADJ
pequeñas	pequenos	pequeño	pequeno	ADJ;FEM;PL	ADJ
pequeñas	pequenas	pequeño	pequeno	ADJ;FEM;PL	ADJ
pequeñas	pequena	pequeño	pequeno	ADJ;FEM;PL	ADJ
nación	nación	nación	nación	N;FEM;SG	N
nación	país	nación	país	N;FEM;SG	N
show	espectáculo	show	espectáculo	N;MASC;SG	N
national	nacional	national	nacional	ADJ;SG	ADJ
national	nacionais	national	nacional	ADJ;SG	ADJ
national	national	national	national	ADJ;SG	ADJ
extensión	extensión	extensión	extensión	N;FEM;SG	N
extensión	estensión	extensión	estensión	N;FEM;SG	N
régimen	réxime	régimen	réxime	N;MASC;SG	N
dinero	cartos	dinero	carto	N;MASC;SG	N
dinero	diñeiro	dinero	diñeiro	N;MASC;SG	N
dinero	xiro	dinero	xiro	N;MASC;SG	N
dinero	diñeiro	dinero	diñeiro	N;MASC;SG	N
dinero	cartos	dinero	carto	N;MASC;SG	N
dinero	cobro	dinero	cobro	N;MASC;SG	N
ahí	alí	ahí	alí	ADV	ADV
ahí	aí	ahí	aí	ADV	ADV
suelo	chan	suelo	chan	N;MASC;SG	N
suelo	piso	suelo	piso	N;MASC;SG	N
suelo	chan	suelo	chan	N;MASC;SG	N
suelo	terra	suelo	terra	N;MASC;SG	N
operaciones	operacións	operación	operación	N;FEM;PL	N
concepto	concepto	concepto	concepto	N;MASC;SG	N
calles	rúas	calle	rúa	N;FEM;PL	N
calles	polas	calle	pola	N;FEM;PL	N
calles	rúa	calle	rúa	N;FEM;PL	N
calles	rúa	calle	rúa	N;FEM;PL	N
hechos	feitos	hecho	feito	N;MASC;PL	N
hechos	probas	hecho	proba	N;MASC;PL	N
ambiente	atmosfera	ambiente	atmosfera	N;MASC;SG	N
ambiente	ambiente	ambiente	ambiente	N;MASC;SG	N
ambiente	entorno	ambiente	entornar	N;MASC;SG	N
ambiente	ambiente	ambiente	ambiente	N;MASC;SG	N
ambiente	medio	ambiente	medio	N;MASC;SG	N
pronto	axiña	pronto	axiña	ADV	ADV
pronto	pronto	pronto	pronto	ADV	ADV
gestión	xestión	gestión	xestión	N;FEM;SG	N
gestión	dirección	gestión	dirección	N;FEM;SG	N
hall	corredor	hall	corredor	N;MASC;SG	N
hall	concello	hall	concello	N;MASC;SG	N
hall	sede	hall	sede	N;MASC;SG	N
recibe	recibir	recibir	recibir	V;IND;SG;3;PRS;FIN	V
salida	saída	salida	saída	N;FEM;SG	N
capítulo	capítulo	capítulo	capítulo	N;MASC;SG	N
italiana	italiano	italiano	italiano	ADJ;FEM;SG	ADJ
italiana	italiana	italiano	italiana	ADJ;FEM;SG	ADJ
italiana	italianos	italiano	italiano	ADJ;FEM;SG	ADJ
acciones	accións	acción	acción	N;FEM;PL	N
acciones	depósito	acción	depósito	N;FEM;PL	N
pertenece	pertence	pertenecer	pertencer	V;IND;SG;3;PRS;FIN	V
cristo	xesucristo	cristo	xesucristo	N;MASC;SG	N
cristo	cristo	cristo	cristo	N;MASC;SG	N
cristo	cristo	cristo	cristo	N;MASC;SG	N
medicina	medicinas	medicina	medicina	N;FEM;SG	N
medicina	medicina	medicina	medicina	N;FEM;SG	N
medicina	na	medicina	na	N;FEM;SG	N
medicina	médicos	medicina	médico	N;FEM;SG	N
medicina	menciña	medicina	menciña	N;FEM;SG	N
medicina	medicina	medicina	medicina	N;FEM;SG	N
medicina	médico	medicina	médico	N;FEM;SG	N
medicina	médicos	medicina	médico	N;FEM;SG	N
medicina	médica	medicina	médica	N;FEM;SG	N
evolución	evolución	evolución	evolución	N;FEM;SG	N
modelos	modelos	modelo	modelo	N;MASC;PL	N
modelos	modelo	modelo	modelo	N;MASC;PL	N
venta	á	venta	á	N;FEM;SG	N
venta	venda	venta	venda	N;FEM;SG	N
piano	piano	piano	piano	N;MASC;SG	N
procedencia	orixe	procedencia	orixe	N;FEM;SG	N
procedencia	fonte	procedencia	fonte	N;FEM;SG	N
procedencia	orixe	procedencia	orixe	N;FEM;SG	N
ganar	gañar	ganar	gañar	V;NFIN	V
ganar	gañar	ganar	gañar	V;NFIN	V
pintor	pintor	pintor	pintor	N;MASC;SG	N
evento	acontecemento	evento	acontecemento	N;MASC;SG	N
evento	eventos	evento	evento	N;MASC;SG	N
evento	evento	evento	evento	N;MASC;SG	N
evento	suceso	evento	suceso	N;MASC;SG	N
alemana	alemán	alemán	alemán	ADJ;FEM;SG	ADJ
alemana	alemana	alemán	alemanar	ADJ;FEM;SG	ADJ
solamente	só	solamente	só	ADV	ADV
conocimiento	coñecemento	conocimiento	coñecemento	N;MASC;SG	N
conocimiento	coñecementos	conocimiento	coñecemento	N;MASC;SG	N
términos	termos	término	ter	N;MASC;PL	N
términos	funcionamento	término	funcionamento	N;MASC;PL	N
debajo	debaixo	debajo	debaixo	ADV	ADV
debajo	debaixo	debajo	debaixo	ADV	ADV
debajo	abaixo	debajo	abaixo	ADV	ADV
debajo	debaixo	debajo	debaixo	ADV	ADV
generación	xeración	generación	xeración	N;FEM;SG	N
generación	xeracións	generación	xeración	N;FEM;SG	N
tabla	mesa	tabla	mesa	N;FEM;SG	N
tabla	xunta	tabla	xunta	N;FEM;SG	N
tabla	reunión	tabla	reunión	N;FEM;SG	N
tabla	bordo	tabla	bordo	N;FEM;SG	N
tabla	comida	tabla	comida	N;FEM;SG	N
vio	vin	ver	ver	V;IND;SG;3;PST;FIN	V
vio	viu	ver	ver	V;IND;SG;3;PST;FIN	V
vio	vimos	ver	ver	V;IND;SG;3;PST;FIN	V
pareja	par	pareja	par	N;FEM;SG	N
pareja	dous	pareja	dous	N;FEM;SG	N
pareja	parella	pareja	parella	N;FEM;SG	N
pareja	par	pareja	par	N;FEM;SG	N
pareja	socio	pareja	socio	N;FEM;SG	N
producto	produto	producto	produto	N;MASC;SG	N
gol	obxectivo	gol	obxectivo	N;MASC;SG	N
institución	institución	institución	institución	N;FEM;SG	N
luna	lúa	luna	lúa	N;FEM;SG	N
reconocimiento	recoñecemento	reconocimiento	recoñecemento	N;MASC;SG	N
organizaciones	organizacións	organización	organización	N;FEM;PL	N
llevar	levar	llevar	levar	V;NFIN	V
bahía	baía	bahía	baía	N;FEM;SG	N
adelante	adiante	adelante	adiante	ADV	ADV
cerro	outeiro	cerro	outeiro	N;MASC;SG	N
cerro	outeiros	cerro	outeiro	N;MASC;SG	N
enlace	enlace	enlace	enlace	N;MASC;SG	N
traducción	tradución	traducción	tradución	N;FEM;SG	N
alguien	alguén	alguien	alguén	PRO;SG	PRO
alguien	alguén	alguien	alguén	PRO;SG	PRO
