neueren	новіші	neu	новіший	ADJ	ADJ;NOM;RL;PL
standorte	місцезнаходження	standort	місцезнаходження	N;NOM	N;INAN;NOM;NEUT;SG
standorte	локація	standort	локація	N;NOM	N;INAN;NOM;FEM;SG
standorte	місце	standort	місце	N;NOM	N;INAN;NOM;NEUT;SG
standorte	розташування	standort	розташування	N;NOM	N;INAN;NOM;NEUT;SG
standorte	розташування	standort	розташування	N;NOM	N;INAN;NOM;NEUT;SG
standorte	адреси	standort	адреса	N;NOM	N;INAN;NOM;FEM;PL
standorte	місця	standort	місце	N;NOM	N;INAN;NOM;NEUT;PL
standorte	сайти	standort	сайт	N;NOM	N;INAN;NOM;MASC;PL
erwachsene	дорослі	erwachsen	дорослий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
erwachsene	дорослі	erwachsen	дорослий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
werfen	кидати	werfen	кидати	V;NFIN	V;IPFV;NFIN
werfen	зіграла	werfen	зіграти	V;NFIN	V;PFV;FEM;IND;SG;PST;FIN
werfen	викидати	werfen	викидати	V;NFIN	V;IPFV;NFIN
werfen	кинути	werfen	кинути	V;NFIN	V;PFV;NFIN
erfunden	вигадав	erfinden	вигадати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erfunden	винайшов	erfinden	винайти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
ehrenmitglied	почесний	ehrenmitglied	почесний	ADJ	ADJ;NOM;MASC;SG
ländlichen	сільське	ländlich	сільський	ADJ	ADJ;NOM;NEUT;SG
ländlichen	сільська	ländlich	сільський	ADJ	ADJ;NOM;FEM;SG
vielfalt	численність	vielfalt	численність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
vielfalt	різноманітність	vielfalt	різноманітність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
vielfalt	різноманіття	vielfalt	різноманіття	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
vielfalt	різноманітність	vielfalt	різноманітність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wettbewerbe	змагання	wettbewerb	змагання	N;NOM;PL	N;INAN;NOM;NEUT;PL
wettbewerbe	конкурси	wettbewerb	конкурс	N;NOM;PL	N;INAN;NOM;MASC;PL
heiraten	одружуватися	heiraten	одружуватися	V;NFIN	V;IPFV;NFIN
heiraten	одружитися	heiraten	одружитися	V;NFIN	V;PFV;NFIN
stellungnahme	думка	stellungnahme	думка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
hierher	тут	hierher	тут	ADV	ADV
ausgelöst	спричинили	auslösen	спричинити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
grundlegende	фундаментальні	grundlegend	фундаментальний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
grundlegende	базові	grundlegend	базовий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
grundlegende	основні	grundlegend	основний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
angemeldet	ввійшли	anmelden	ввійти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
angemeldet	подав	anmelden	подати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
angemeldet	зареєстрували	anmelden	зареєструвати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
beratung	порада	beratung	порада	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
beratung	попередження	beratung	попередження	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
beratung	консультант	beratung	консультант	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
beratung	консалтинг	beratung	консалтинг	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
beratung	консультування	beratung	консультування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
beschäftigung	працевлаштування	Beschäftigung	працевлаштування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
orientierung	орієнтація	orientierung	орієнтація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
portrait	книжкова	portrait	книжковий	ADJ	ADJ;NOM;FEM;SG
elektronischen	електронне	elektronisch	електронний	ADJ	ADJ;NOM;NEUT;SG
elektronischen	електронні	elektronisch	електронний	ADJ	ADJ;NOM;PL
elektronischen	електронна	elektronisch	електронний	ADJ	ADJ;NOM;FEM;SG
elektronischen	електронний	elektronisch	електронний	ADJ	ADJ;NOM;MASC;SG
untergang	тягарем	untergehen	тягар	N	N;INAN;INS;MASC;SG
untergang	лихо	untergehen	лихо	N	N;INAN;NOM;NEUT;SG
untergang	горе	untergehen	горе	N	N;INAN;NOM;NEUT;SG
untergang	дум	untergehen	дум	N	N;INAN;GEN;FEM;PL
untergang	горою	untergehen	горай	N	N;INAN;INS;FEM;SG
untergang	смерть	untergehen	смерть	N	N;INAN;NOM;FEM;SG
untergang	занепад	untergehen	занепад	N	N;INAN;NOM;MASC;SG
untergang	загибель	untergehen	загибель	N	N;INAN;NOM;FEM;SG
rache	розплата	rachen	розплата	N;NOM;SG	N;INAN;NOM;FEM;SG
rache	помста	rachen	помстий	N;NOM;SG	N;INAN;NOM;FEM;SG
rache	помста	rachen	помстий	N;NOM;SG	N;INAN;NOM;FEM;SG
finanziell	фінансові	finanziell	фінансовий	ADJ	ADJ;NOM;PL
finanziell	фінансова	finanziell	фінансовий	ADJ	ADJ;NOM;FEM;SG
beamter	офіційні	beamt	офіційний	ADJ	ADJ;NOM;PL
beamter	офіційна	beamt	офіційний	ADJ	ADJ;NOM;FEM;SG
beamter	офіційний	beamt	офіційний	ADJ	ADJ;NOM;MASC;SG
beamter	офіційне	beamt	офіційний	ADJ	ADJ;NOM;NEUT;SG
allgemeines	загальний	allgemein	загальний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
allgemeines	загальне	allgemein	загальний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
identifiziert	визначено	identifizieren	визначити	V;V.PTCP	V;PFV;IND;0;FIN
behauptungen	заявляє	behauptehen	заявляти	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
behauptungen	стверджує	behauptehen	стверджувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
gerecht	справедлива	rechen	справедливий	ADJ	ADJ;NOM;FEM;SG
gerecht	справедливий	rechen	справедливий	ADJ	ADJ;NOM;MASC;SG
schaut	подивитися	schauen	подивитися	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
vermitteln	передати	vermitteln	передати	V;NFIN	V;PFV;NFIN
argentinischer	аргентинське	argentinisch	аргентинський	ADJ	ADJ;NOM;NEUT;SG
positiven	позитивне	positiv	позитивний	ADJ	ADJ;NOM;NEUT;SG
positiven	позитивні	positiv	позитивний	ADJ	ADJ;NOM;PL
positiven	позитивний	positiv	позитивний	ADJ	ADJ;NOM;MASC;SG
dunkle	темні	dunkel	темний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
floh	втік	fliehen	втекти	V;IND;SG;3;FIN	V;PFV;MASC;IND;SG;PST;FIN
floh	утік	fliehen	утік	V;IND;SG;3;FIN	V;PFV;MASC;IND;SG;PST;FIN
floh	втекла	fliehen	втекти	V;IND;SG;3;FIN	V;PFV;FEM;IND;SG;PST;FIN
margarete	маргарита	margaret	маргарит	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
religionen	релігії	religion	релігія	N;NOM;PL	N;INAN;NOM;FEM;PL
religionen	релігії	religion	релігія	N;NOM;PL	N;INAN;NOM;FEM;PL
freigegeben	випустили	freigeben	випустити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
freigegeben	випущено	freigeben	випустити	V;V.PTCP	V;PFV;IND;0;FIN
freigegeben	розчистили	freigeben	розчистити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
freigegeben	відрізали	freigeben	відрізати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
entscheidenden	рішучий	entscheidend	рішучий	ADJ	ADJ;NOM;MASC;SG
weißer	кавказька	weiß	кавказька	ADJ	ADJ;NOM;FEM;SG
externen	зовнішнє	extern	зовнішній	ADJ	ADJ;NOM;NEUT;SG
externen	зовнішні	extern	зовнішній	ADJ	ADJ;NOM;PL
externen	зовнішній	extern	зовнішній	ADJ	ADJ;NOM;MASC;SG
externen	зовнішня	extern	зовнішній	ADJ	ADJ;NOM;FEM;SG
auswertung	інтерпретація	auswertung	інтерпретація	N;FEM;SG	N;INAN;NOM;FEM;SG
auswertung	тлумачення	auswertung	тлумачення	N;FEM;SG	N;INAN;NOM;NEUT;SG
auswertung	оцінювання	auswertung	оцінювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
auswertung	аналіз	auswertung	аналіз	N;FEM;SG	N;INAN;NOM;MASC;SG
rumänischer	румунська	rumänisch	румунський	ADJ	ADJ;NOM;FEM;SG
messung	вимірювання	messung	вимірювання	N;SG	N;INAN;NOM;NEUT;SG
messung	вимірювання	messung	вимірювання	N;SG	N;INAN;NOM;NEUT;SG
schlagen	били	schlagen	бити	V;NFIN	V;IPFV;IND;PL;PST;FIN
schlagen	побили	schlagen	побити	V;NFIN	V;PFV;IND;PL;PST;FIN
schlagen	бити	schlagen	бити	V;NFIN	V;IPFV;NFIN
schlagen	бити	schlagen	бити	V;NFIN	V;IPFV;NFIN
erkrankungen	хвороби	erkrankung	хвороба	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
erkrankungen	розлади	erkrankung	розлад	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
blüte	цвітіння	blüt	цвітіння	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
blüte	квітка	blüt	квітка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ausländische	іноземні	ausländisch	іноземний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
überprüft	сплачено	überprüfen	сплакати	V;V.PTCP	V;PFV;IND;0;FIN
überprüft	перевірив	überprüfen	перевірити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
überprüft	перевірено	überprüfen	перевірити	V;V.PTCP	V;PFV;IND;0;FIN
überprüft	позначено	überprüfen	позначити	V;V.PTCP	V;PFV;IND;0;FIN
überprüft	перевірено	überprüfen	перевірити	V;V.PTCP	V;PFV;IND;0;FIN
überprüft	переглянули	überprüfen	переглянути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
überprüft	розглянули	überprüfen	розглянути	V;V.PTCP	V;PFV;IND;PL;PST;FIN
einladung	запрошення	einladung	запрошення	N;FEM;SG	N;INAN;NOM;NEUT;SG
einladung	запрошення	einladung	запрошення	N;FEM;SG	N;INAN;NOM;NEUT;SG
disziplinen	дисципліни	disziplin	дисципліна	N;NOM;PL	N;INAN;NOM;FEM;PL
finnischer	фінська	finnisch	фінський	ADJ	ADJ;NOM;FEM;SG
ausländischen	іноземних	ausländisch	іноземний	ADJ	ADJ;ACC;PL
ausländischen	іноземні	ausländisch	іноземний	ADJ	ADJ;NOM;PL
ausländischen	іноземний	ausländisch	іноземний	ADJ	ADJ;NOM;MASC;SG
gesungen	співав	singen	співати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesungen	співали	singen	співати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesungen	заспівав	singen	заспівати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesungen	співала	singen	співати	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
gesungen	заспівали	singen	заспівати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesungen	співати	singen	співати	V;V.PTCP	V;IPFV;NFIN
gesungen	співає	singen	співати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
türken	турки	türken	турок	N;PL	N;ANIM;NOM;MASC;PL
zeitweilig	тимчасове	zeitweilig	тимчасовий	ADJ	ADJ;NOM;NEUT;SG
zeitweilig	тимчасові	zeitweilig	тимчасовий	ADJ	ADJ;NOM;PL
zeitweilig	тимчасова	zeitweilig	тимчасовий	ADJ	ADJ;NOM;FEM;SG
zeitweilig	тимчасовий	zeitweilig	тимчасовий	ADJ	ADJ;NOM;MASC;SG
jährlichen	річну	jährlich	річний	ADJ	ADJ;ACC;FEM;SG
jährlichen	річна	jährlich	річний	ADJ	ADJ;NOM;FEM;SG
jährlichen	річні	jährlich	річний	ADJ	ADJ;NOM;PL
jährlichen	річний	jährlich	річний	ADJ	ADJ;NOM;MASC;SG
gelehrten	вчених	gelehrt	вчений	ADJ;PL	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
überleben	пережити	überleben	пережити	V;NFIN	V;PFV;NFIN
überleben	виживають	überleben	виживати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
überleben	вижити	überleben	вижити	V;NFIN	V;PFV;NFIN
überleben	пережити	überleben	пережити	V;NFIN	V;PFV;NFIN
stimmung	настрій	stimmung	настрій	N	N;INAN;NOM;MASC;SG
stimmung	стрій	stimmung	стрій	N	N;INAN;NOM;MASC;SG
stimmung	налагодження	stimmung	налагодження	N	N;INAN;NOM;NEUT;SG
anpassung	корекція	anpassung	корекція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
anpassung	коригування	anpassung	коригування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
anpassung	коригування	anpassung	коригування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
anpassung	адаптація	anpassung	адаптація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
anpassung	пристосування	anpassung	пристосування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
flach	мілка	flach	мілка	ADJ	ADJ;NOM;FEM;SG
schwedisch	шведська	schwedisch	шведський	ADJ	ADJ;NOM;FEM;SG
kostenlos	вільна	kostenlos	вільний	ADJ	ADJ;NOM;FEM;SG
kostenlos	безкоштовне	kostenlos	безкоштовний	ADJ	ADJ;NOM;NEUT;SG
kostenlos	вільний	kostenlos	вільний	ADJ	ADJ;NOM;MASC;SG
tausende	тисячі	tausende	тисяча	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
prototyp	прототип	prototyp	прототип	N	N;INAN;NOM;MASC;SG
unterzeichnete	підписав	unterzeichnen	підписати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
effekte	ефекти	effekt	ефект	N;NOM;PL	N;INAN;NOM;MASC;PL
bekämpfung	бійця	bekämpfung	бійце	N;SG	N;ANIM;ACC;MASC;SG
bekämpfung	комбат	bekämpfung	комбат	N;SG	N;INAN;NOM;MASC;SG
stetig	стабільний	stetig	стабільний	ADJ	ADJ;NOM;MASC;SG
gleise	платформи	gleis	платформа	N	N;INAN;NOM;FEM;PL
gleise	доріжок	gleis	доріжка	N	N;INAN;GEN;FEM;PL
gleise	композиції	gleis	композиція	N	N;INAN;NOM;FEM;PL
gleise	доріжки	gleis	доріжка	N	N;INAN;NOM;FEM;PL
gleise	сліди	gleis	слід	N	N;INAN;NOM;MASC;PL
erobert	підкорили	erobern	підкорити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
erobert	підкорити	erobern	підкорити	V;V.PTCP	V;PFV;NFIN
anfänge	початки	anfangen	початок	N;NOM	N;INAN;NOM;MASC;PL
malte	намалювала	malen	намалювати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
übergab	передав	übergeben	передати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
geographischen	географічні	geographisch	географічний	ADJ;NOM;PL	ADJ;NOM;PL
lateinisch	латинська	lateinisch	латинський	ADJ	ADJ;NOM;FEM;SG
lateinisch	латинської	lateinisch	латинський	ADJ	ADJ;GEN;FEM;SG
lateinisch	латинські	lateinisch	латинський	ADJ	ADJ;NOM;PL
geschlossene	взяті	geschlossen	взятий	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
geschlossene	вкладені	geschlossen	вкладений	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
geschlossene	закриті	geschlossen	закритий	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
betreuung	підтримка	betreuung	підтримка	N;SG	N;INAN;NOM;FEM;SG
betreuung	нагляду	betreuung	нагляд	N;SG	N;INAN;GEN;MASC;SG
betreuung	нагляд	betreuung	нагляд	N;SG	N;INAN;NOM;MASC;SG
betreuung	піклування	betreuung	піклування	N;SG	N;INAN;NOM;NEUT;SG
betreuung	догляд	betreuung	догляд	N;SG	N;INAN;NOM;MASC;SG
studiert	вчився	studieren	вчитися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
studiert	вивчав	studieren	вивчати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
studiert	вивчила	studieren	вивчити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
studiert	навчався	studieren	навчатися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
illustrationen	ілюстрації	illustrationen	ілюстрація	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
richtungen	напрямки	richtung	напрямок	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
schmalen	вузький	schmal	вузький	ADJ	ADJ;NOM;MASC;SG
schmalen	вузькі	schmal	вузький	ADJ	ADJ;NOM;PL
schmalen	струнка	schmal	стрункий	ADJ	ADJ;NOM;FEM;SG
stausee	гребля	stausen	гребль	N;SG	N;INAN;NOM;FEM;SG
stausee	озеро	stausen	озеро	N;SG	N;INAN;NOM;NEUT;SG
stausee	водосховище	stausen	водосховище	N;SG	N;INAN;NOM;NEUT;SG
begangen	вчинив	begehen	вчинити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
begangen	скоїв	begehen	скоїти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
wirft	піднімає	werfen	піднімати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	підносить	werfen	підносити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	виховує	werfen	виховувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	кидає	werfen	кидати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
fühlt	почувається	fühlen	почуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
fühlt	відчувається	fühlen	відчуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
gerettet	збережено	retten	збережити	V;V.PTCP	V;PFV;IND;0;FIN
ignoriert	ігнорувати	ignorieren	ігнорувати	V;V.PTCP	V;IPFV;NFIN
ignoriert	ігнорується	ignorieren	ігноруватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
ignoriert	ігнорує	ignorieren	ігнорувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
überwachung	спостереження	überwachung	спостереження	N;SG	N;INAN;NOM;NEUT;SG
überwachung	моніторинг	überwachung	моніторинг	N;SG	N;INAN;NOM;MASC;SG
überwachung	спостереження	überwachung	спостереження	N;SG	N;INAN;NOM;NEUT;SG
überwachung	варан	überwachung	варан	N;SG	N;ANIM;NOM;MASC;SG
überwachung	монітор	überwachung	монітор	N;SG	N;INAN;NOM;MASC;SG
überwachung	нагляду	überwachung	нагляд	N;SG	N;INAN;GEN;MASC;SG
überwachung	нагляд	überwachung	нагляд	N;SG	N;INAN;NOM;MASC;SG
achter	восьмий	acht	восьмий	ADJ	ADJ;NOM;MASC;SG
chinesisch	китайською	chinesisch	китайський	ADJ	ADJ;INS;FEM;SG
chinesisch	китайські	chinesisch	китайський	ADJ	ADJ;NOM;PL
chinesisch	китайська	chinesisch	китайський	ADJ	ADJ;NOM;FEM;SG
chinesisch	китайський	chinesisch	китайський	ADJ	ADJ;NOM;MASC;SG
verlangen	вимагати	verlangen	вимагати	V;NFIN	V;IPFV;NFIN
schreibe	записати	schreibe	записати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
schreibe	виписати	schreibe	виписати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
schreibe	написати	schreibe	написати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
schreibe	писати	schreibe	писати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
angemessen	відповідний	angemessen	відповідний	ADJ	ADJ;NOM;MASC;SG
angemessen	відповідні	angemessen	відповідний	ADJ	ADJ;NOM;PL
angemessen	відповідну	angemessen	відповідний	ADJ	ADJ;ACC;FEM;SG
angemessen	адекватна	angemessen	адекватний	ADJ	ADJ;NOM;FEM;SG
angemessen	оснащені	angemessen	оснащений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
drehen	обертати	drehen	обертати	V;NFIN	V;IPFV;NFIN
drehen	обернути	drehen	обернути	V;NFIN	V;PFV;NFIN
drehen	повернути	drehen	повернути	V;NFIN	V;PFV;NFIN
drehen	повернули	drehen	повернути	V;NFIN	V;PFV;IND;PL;PST;FIN
drehen	здавати	drehen	здавати	V;NFIN	V;IPFV;NFIN
drehen	повернути	drehen	повернути	V;NFIN	V;PFV;NFIN
angeben	вказують	angeben	вказувати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
angeben	позначають	angeben	позначати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
angeben	вказати	angeben	вказати	V;V.PTCP	V;PFV;NFIN
angeben	вкажіть	angeben	вказати	V;V.PTCP	V;PFV;IMP;PL;2;FIN
industriellen	промислові	industriell	промисловий	ADJ;PL	ADJ;NOM;PL
gerichtet	звернувся	richten	звернутися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gerichtet	засудили	richten	засудити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
umwandlung	перетворення	umwandlung	перетворення	N;SG	N;INAN;NOM;NEUT;SG
umwandlung	конверсія	umwandlung	конверсія	N;SG	N;INAN;NOM;FEM;SG
umwandlung	перетворення	umwandlung	перетворення	N;SG	N;INAN;NOM;NEUT;SG
umwandlung	трансформація	umwandlung	трансформація	N;SG	N;INAN;NOM;FEM;SG
umwandlung	перетворення	umwandlung	перетворення	N;SG	N;INAN;NOM;NEUT;SG
umwandlung	перетворення	umwandlung	перетворення	N;SG	N;INAN;NOM;NEUT;SG
ansiedlung	поселення	ansiedlung	поселення	N;SG	N;INAN;NOM;NEUT;SG
bezahlt	платить	bezahlen	платити	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
bezahlt	сплачено	bezahlen	сплакати	V;V.PTCP	V;PFV;IND;0;FIN
interne	внутрішні	intern	внутрішній	ADJ;NOM;FEM;PL	ADJ;NOM;PL
hinterlassen	залиште	hinterlassen	залиштий	V;V.PTCP	V;PFV;IND;PL;2;FUT;FIN
hinterlassen	залишити	hinterlassen	залишити	V;V.PTCP	V;PFV;NFIN
reguläre	формальні	regulär	формальний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
ausgeliefert	доставили	ausliefern	доставити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
ausgeliefert	доставлено	ausliefern	доставити	V;V.PTCP	V;PFV;IND;0;FIN
ausgeliefert	постачається	ausliefern	постачатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
konzepte	концепції	konzepn	концепція	N;NOM;PL	N;INAN;NOM;FEM;PL
konzepte	принципи	konzepn	принцип	N;NOM;PL	N;INAN;NOM;MASC;PL
ganzes	цілий	ganz	цілий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ganzes	ціла	ganz	цілий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
heiliger	святі	heilig	святий	ADJ	ADJ;NOM;PL
heiliger	святі	heilig	святий	ADJ	ADJ;NOM;PL
heiliger	святе	heilig	святий	ADJ	ADJ;NOM;NEUT;SG
heiliger	священні	heilig	священня	ADJ	ADJ;NOM;PL
heiliger	святий	heilig	святий	ADJ	ADJ;NOM;MASC;SG
heiliger	святий	heilig	святий	ADJ	ADJ;NOM;MASC;SG
heiliger	святе	heilig	святий	ADJ	ADJ;NOM;NEUT;SG
heiliger	священна	heilig	священний	ADJ	ADJ;NOM;FEM;SG
heiliger	священні	heilig	священня	ADJ	ADJ;NOM;PL
beibehalten	збереглося	beibehalten	зберегтися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
beibehalten	тримай	beibehalten	тримай	V;V.PTCP	V;IPFV;IMP;SG;2;FIN
beibehalten	утримати	beibehalten	утримати	V;V.PTCP	V;PFV;NFIN
beibehalten	зберігати	beibehalten	зберігати	V;V.PTCP	V;IPFV;NFIN
beibehalten	підтримувати	beibehalten	підтримувати	V;V.PTCP	V;IPFV;NFIN
österreicher	австрійська	österreicher	австрійський	ADJ	ADJ;NOM;FEM;SG
österreicher	австрійський	österreicher	австрійський	ADJ	ADJ;NOM;MASC;SG
vorbereitet	підготувала	vorbereiten	підготувати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
vorbereitet	підготовлено	vorbereiten	підготовити	V;V.PTCP	V;PFV;IND;0;FIN
vorbereitet	підготував	vorbereiten	підготувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
stürzte	розбився	stürzen	розбитися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
einheitliche	уніфіковані	einheitlich	уніфікований	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
landschaften	ландшафтний	landschaft	ландшафтний	ADJ	ADJ;NOM;MASC;SG
kannte	знала	kennen	знати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
kannte	знало	kennen	знати	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
kannte	знав	kennen	знати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
einverstanden	домовилися	einverstanden	домовитися	V;NFIN	V;PFV;IND;PL;PST;FIN
einverstanden	домовились	einverstanden	домовитися	V;NFIN	V;PFV;IND;PL;PST;FIN
einverstanden	погодився	einverstanden	погодитися	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN
einverstanden	згоден	einverstanden	згодений	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
einverstanden	погоджуюсь	einverstanden	погоджуватися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
einverstanden	погоджуюся	einverstanden	погоджуватися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
einverstanden	погодьтеся	einverstanden	погодитися	V;NFIN	V;PFV;IMP;PL;2;FIN
soziales	соціальне	sozial	соціальний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	соціальна	sozial	соціальний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	соціальний	sozial	соціальний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
sklaven	рабів	sklaven	раб	N;PL	N;ANIM;ACC;MASC;PL
sklaven	раби	sklaven	раба	N;PL	N;ANIM;NOM;MASC;PL
individuelle	індивідуальні	individuell	індивідуальний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
individuelle	окремі	individuell	окремий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
fair	справедлива	fair	справедливий	ADJ	ADJ;NOM;FEM;SG
fair	справедливий	fair	справедливий	ADJ	ADJ;NOM;MASC;SG
aussieht	виглядає	aussehen	виглядати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
reagieren	реагувати	reagieren	реагувати	V;NFIN	V;IPFV;NFIN
reagieren	виводять	reagieren	виводити	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
reagieren	відповісти	reagieren	відповісти	V;NFIN	V;PFV;NFIN
reagieren	реагує	reagieren	реагувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
