kiinnostuneita	interesați	kiinnostua	interesat	V;PRT;PL;V.PTCP;ACT	V;IND;PL;2;IPFV;FIN
saavutuksia	realizări	saavutus	realizare	N;PRT;PL	N;INDF;FEM;PL
reinin	rin	reini	rin	N;GEN;SG	N;INDF;MASC;SG
puut	copaci	puu	copac	N;NOM;PL	N;INDF;MASC;PL
puut	pomi	puu	pom	N;NOM;PL	N;INDF;MASC;PL
puut	arbori	puu	arbor	N;NOM;PL	N;INDF;MASC;PL
hevosia	cai	hevonen	cal	N;PRT;PL	N;INDF;MASC;PL
maailmanlaajuinen	global	maailman#laajuinen	global	ADJ;NOM;SG	ADJ;INDF;MASC;SG
tuho	dezastru	tuho	dezastru	N;NOM;SG	N;INDF;MASC;SG
lukuja	cifre	luku	cifră	N;PRT;PL	N;INDF;FEM;PL
lukuja	figuri	luku	figură	N;PRT;PL	N;INDF;FEM;PL
poikia	băieți	poika	băiat	N;PRT;PL	N;INDF;MASC;PL
rangaistus	penalty	rangaistus	penalty	N;NOM;SG	N;INDF;MASC;SG
hinnan	preț	hinta	preț	N;GEN;SG	N;INDF;MASC;SG
mitsubishi	mitsubishi	mitsubishi	mitsubish	N;NOM;SG	N;INDF;MASC;SG
syys	septembrie	syys	septembrie	N;NOM;SG	N;INDF;MASC;SG
ehdot	condiții	ehto	condiție	N;NOM;PL	N;INDF;FEM;PL
ehdot	conditii	ehto	conditie	N;NOM;PL	N;INDF;FEM;PL
ehdot	termeni	ehto	termen	N;NOM;PL	N;INDF;MASC;PL
aloitetaan	începând	aloittaa	începe	V;IND;PRS;FIN;PASS	V;V.MSDR
varastaa	furi	varastaa	furi	V;IND;SG;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
varastaa	fur	varastaa	fur	V;IND;SG;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
varastaa	fur	varastaa	fur	V;IND;SG;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
kongressi	congres	kongressi	congres	N;NOM;SG	N;INDF;MASC;SG
klaanin	clan	klaani	clan	N;GEN;SG	N;INDF;MASC;SG
putken	tub	putki	tub	N;GEN;SG	N;INDF;MASC;SG
mukaisia	conforme	mukainen	conform	ADJ;PRT;PL	ADJ;INDF;FEM;PL
luotain	sonar	luotain	sonar	N;NOM;SG	N;INDF;MASC;SG
maasto	teren	maasto	teren	N;NOM;SG	N;INDF;MASC;SG
esitykset	spectacole	esitys	spectacol	N;NOM;PL	N;INDF;FEM;PL
esitykset	prezentări	esitys	prezentare	N;NOM;PL	N;INDF;FEM;PL
ytimen	nucleu	ydin	nucleu	N;GEN;SG	N;INDF;MASC;SG
ytimen	core	ydin	core	N;GEN;SG	N;INDF;MASC;SG
ytimen	miez	ydin	miez	N;GEN;SG	N;INDF;MASC;SG
ytimen	nucleu	ydin	nucleu	N;GEN;SG	N;INDF;MASC;SG
jääkiekkoa	hockey	jää#kiekko	hockey	N;PRT;SG	N;INDF;MASC;SG
jääkiekkoa	hochei	jää#kiekko	hochei	N;PRT;SG	N;INDF;MASC;SG
uskontojen	religii	uskonto	religie	N;GEN;PL	N;INDF;FEM;PL
ajoneuvon	vehicul	ajo#neuvo	vehicul	N;GEN;SG	N;INDF;MASC;SG
huhtikuu	aprilie	huhtikuu	aprilie	N;NOM;SG	N;INDF;MASC;SG
metsästäjä	vanator	metsästäjä	vanator	N;NOM;SG	N;INDF;MASC;SG
metsästäjä	vânător	metsästäjä	vânător	N;NOM;SG	N;INDF;MASC;SG
metsästäjä	hunter	metsästäjä	hunter	N;NOM;SG	N;INDF;MASC;SG
alhainen	scăzut	alhainen	scăzut	ADJ;NOM;SG	ADJ;INDF;MASC;SG
rautaa	fier	rauta	fier	N;PRT;SG	N;INDF;MASC;SG
lähetetty	trimise	lähettää	trimite	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kielitieteilijä	lingvist	kieli#tieteilijä	lingvist	N;NOM;SG	N;INDF;MASC;SG
toimet	activitati	toimi	activitati	N;NOM;PL	N;INDF;FEM;PL
toimet	activități	toimi	activitate	N;NOM;PL	N;INDF;FEM;PL
toimet	acțiuni	toimi	acțiune	N;NOM;PL	N;INDF;FEM;PL
uskollinen	loial	uskollinen	loial	ADJ;NOM;SG	ADJ;INDF;MASC;SG
eng	eng	eng	eng	N;NOM;SG	N;INDF;MASC
shakespeare	shakespeare	shakespearet#	shakespere	N;NOM;SG	N;INDF;MASC;SG
serbien	sârbi	serbi	sârb	N;GEN;PL	N;INDF;MASC;PL
valvoa	monitoriza	valvoa	monitoriza	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
valvoa	monitorizează	valvoa	monitoriza	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
valvoa	supraveghea	valvoa	supraveghea	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
hun	hun	hun	hun	N;NOM;SG	N;INDF;MASC;SG
kriittinen	critic	kriittinen	critic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
linnaan	castle	linnaan	castle	N;IN+ALL;SG	N;INDF;MASC;SG
linnaan	castel	linnaan	castel	N;IN+ALL;SG	N;INDF;MASC;SG
intialaiset	indieni	intialainen	indian	N;NOM;PL	N;INDF;MASC;PL
heimot	triburi	heimo	trib	N;NOM;PL	N;INDF;FEM;PL
aikuinen	crescut	aikuinen	crescut	ADJ;NOM;SG	ADJ;INDF;MASC;SG
keskusteluja	dezbateri	keskustelu	dezbatere	N;PRT;PL	N;INDF;FEM;PL
keskusteluja	conversații	keskustelu	conversație	N;PRT;PL	N;INDF;FEM;PL
keskusteluja	discuții	keskustelu	discuție	N;PRT;PL	N;INDF;FEM;PL
keskusteluja	discutii	keskustelu	discut	N;PRT;PL	N;INDF;FEM;PL
hampaat	dinți	hammas	dinte	N;NOM;PL	N;INDF;MASC;PL
tulevia	viitoare	tuleva	viitor	ADJ;PRT;PL	ADJ;INDF;FEM
fantasia	fantezii	fantanen	fantezie	N;PRT;PL	N;INDF;FEM;PL
applen	măr	appli	măr	N;GEN;SG	N;INDF;MASC;SG
applen	apple	appli	appla	N;GEN;SG	N;INDF
iloinen	vesel	iloinen	vesel	ADJ;NOM;SG	ADJ;INDF;MASC;SG
iloinen	voios	iloinen	voios	ADJ;NOM;SG	ADJ;INDF;MASC;SG
iloinen	fericit	iloinen	fericit	ADJ;NOM;SG	ADJ;INDF;MASC;SG
konsensus	consens	konsensus	consens	N;NOM;SG	N;INDF;MASC;SG
rikas	bogat	rikas	bogat	ADJ;NOM;SG	ADJ;INDF;MASC;SG
mittakaavassa	cântar	mitta#kaava	cântar	N;IN+ESS;SG	N;INDF;MASC;SG
läpimitta	diametru	läpi#mitta	diametru	N;NOM;SG	N;INDF;MASC;SG
valvonta	control	valvonta	control	N;NOM;SG	N;INDF;MASC;SG
tuhoutunut	distruse	tuhoutua	distruge	V;NOM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
eesti	eesti	eesti	eest	N;NOM;SG	N;INDF;MASC;SG
nero	geniu	nero	geniu	N;NOM;SG	N;INDF;MASC;SG
nero	nero	nero	nero	N;NOM;SG	N;INDF;MASC;SG
gustafsson	gustafsson	gustafsson	gustafsson	N;NOM;SG	N;INDF;MASC;SG
tintti	tintin	tintti	tintin	N;NOM;SG	N;INDF;MASC;SG
perhonen	butterfly	perhonen	butterfly	N;NOM;SG	N;INDF;MASC;SG
perhonen	fluture	perhonen	fluture	N;NOM;SG	N;INDF;MASC;SG
vankeja	prizonieri	vanki	prizonier	N;PRT;PL	N;INDF;MASC;PL
yhdisteet	compuși	yhdiste	compus	N;NOM;PL	N;INDF;MASC;PL
vieraita	vizitatori	vieras	vizitator	N;PRT;PL	N;INDF;MASC;PL
vieraita	oaspeti	vieras	oaspeti	N;PRT;PL	N;INDF;MASC;PL
vieraita	musafiri	vieras	musafir	N;PRT;PL	N;INDF;MASC;PL
tietoinen	constient	tietoinen	constient	ADJ;NOM;SG	ADJ;INDF;MASC;SG
tietoinen	conștient	tietoinen	conștient	ADJ;NOM;SG	ADJ;INDF;MASC;SG
tietoinen	conștient	tietoinen	conștient	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kulttuurien	culturi	kulttuuri	cultură	N;GEN;PL	N;INDF;FEM;PL
debyytti	debut	debyyttää	debut	N;NOM;SG	N;INDF;MASC;SG
vika	defect	vika	defect	N;NOM;SG	N;INDF;MASC;SG
vika	bug	vika	bug	N;NOM;SG	N;INDF;MASC;SG
vika	gândac	vika	gândac	N;NOM;SG	N;INDF;MASC;SG
ilmiötä	fenomen	ilmiö	fenomen	N;PRT;SG	N;INDF;MASC;SG
ilmiötä	fenomen	ilmiö	fenomen	N;PRT;SG	N;INDF;MASC;SG
etniset	etnice	etninen	etnic	ADJ;NOM;PL	ADJ;INDF;FEM;PL
kaasun	gaz	kaasu	gaz	N;GEN;SG	N;INDF;MASC;SG
journalisti	jurnalist	journalisti	jurnalist	N;NOM;SG	N;INDF;MASC;SG
journalisti	ziarist	journalisti	ziarist	N;NOM;SG	N;INDF;MASC;SG
marin	marin	mari	marin	N;NOM;SG	N;INDF;MASC;SG
aktivisti	activist	aktivisti	activist	N;NOM;SG	N;INDF;MASC;SG
myrskyn	storm	myrsky	storm	N;GEN;SG	N;INDF;MASC;SG
pimeä	întunecat	pimeä	întuneca	ADJ;NOM;SG	ADJ;INDF;MASC;SG
käännöksiä	traduceri	käännös	traducere	N;PRT;PL	N;INDF;FEM;PL
dell	dell	dell	dell	N;NOM;SG	N;INDF;MASC;SG
iskujen	atacuri	isku	atac	N;GEN;PL	N;INDF;FEM;PL
ram	berbec	ram	berbec	N;NOM;SG	N;INDF;MASC;SG
ram	ram	ram	ram	N;NOM;SG	N;INDF;MASC;SG
fyysisesti	fizic	fyysisesti	fizic	ADV	ADV
tuomarina	judge	tuomari	judge	N;FRML;SG	N;INDF;MASC;SG
tuomarina	judecator	tuomari	judecator	N;FRML;SG	N;INDF;MASC;SG
tuomarina	judecător	tuomari	judecător	N;FRML;SG	N;INDF;MASC;SG
veljet	frați	veli	frate	N;NOM;PL	N;INDF;MASC;PL
piirtää	desenează	piirtää	desena	V;IND;SG;FIN;ACT	V;IND;3;PRS;FIN
piirtää	atrage	piirtää	atrage	V;IND;SG;FIN;ACT	V;IND;SG;3;PRS;FIN
piirtää	desenez	piirtää	deseni	V;IND;SG;FIN;ACT	V;IND;SG;1;PRS;FIN
studion	studio	studio	studio	N;GEN;SG	N;INDF;MASC;SG
aito	real	aito	real	ADJ;NOM;SG	ADJ;INDF;MASC;SG
aito	veritabil	aito	veritabil	ADJ;NOM;SG	ADJ;INDF;MASC;SG
aito	legitim	aito	legitim	ADJ;NOM;SG	ADJ;INDF;MASC;SG
muuri	zid	muuri	zid	N;NOM;SG	N;INDF;MASC;SG
muuri	perete	muuri	perete	N;NOM;SG	N;INDF;MASC;SG
munat	ouă	muna	ou	N;NOM;PL	N;INDF;FEM;PL
munat	bile	muna	bilă	N;NOM;PL	N;INDF;FEM;PL
munat	mingi	muna	minge	N;NOM;PL	N;INDF;FEM;PL
tallinnassa	tallinn	tallinta	tallinn	N;IN+ESS;SG	N;INDF;MASC;SG
elli	elli	elli	ell	N;NOM;SG	N;INDF;MASC;SG
tuomioistuin	tribunal	tuomio#istuin	tribunal	N;NOM;SG	N;INDF;MASC;SG
tuomioistuin	court	tuomio#istuin	court	N;NOM;SG	N;INDF;MASC;SG
teot	acte	teko	act	N;NOM;PL	N;INDF;FEM;PL
nestettä	fluid	neste	fluid	N;PRT;SG	N;INDF;MASC;SG
nestettä	lichid	neste	lichid	N;PRT;SG	N;INDF;MASC;SG
nestettä	lichid	neste	lichid	N;PRT;SG	N;INDF;MASC;SG
päätökset	decizii	päätös	decizie	N;NOM;PL	N;INDF;FEM;PL
koiria	caini	koira	cain	N;PRT;PL	N;INDF;MASC;PL
koiria	câini	koira	câine	N;PRT;PL	N;INDF;MASC;PL
alueelliset	teritoriale	alueellinen	teritorial	ADJ;NOM;PL	ADJ;INDF;FEM;PL
alueelliset	regionale	alueellinen	regional	ADJ;NOM;PL	ADJ;INDF;FEM;PL
avenue	avenue	avetua	avenue	N;NOM;SG	N;INDF;MASC;SG
suunnitelmia	planuri	suunnitelma	plan	N;PRT;PL	N;INDF;FEM;PL
polttaa	arde	polttaa	arde	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
polttaa	arde	polttaa	arde	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
polttaa	arzând	polttaa	arde	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
taitoja	aptitudini	taito	aptitudine	N;PRT;PL	N;INDF;FEM;PL
taitoja	competențe	taito	competență	N;PRT;PL	N;INDF;FEM;PL
nesteen	fluid	neste	fluid	N;GEN;SG	N;INDF;MASC;SG
nesteen	lichid	neste	lichid	N;GEN;SG	N;INDF;MASC;SG
nesteen	lichid	neste	lichid	N;GEN;SG	N;INDF;MASC;SG
kieltäytyy	refuzând	kieltäytyä	refuza	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
älykäs	inteligent	älykäs	inteligent	ADJ;NOM;SG	ADJ;INDF;MASC;SG
älykäs	inteligent	älykäs	inteligent	ADJ;NOM;SG	ADJ;INDF;MASC;SG
älykäs	inteligent	älykäs	inteligent	ADJ;NOM;SG	ADJ;INDF;MASC;SG
tumman	întunecat	tumma	întuneca	ADJ;GEN;SG	ADJ;INDF;MASC;SG
falun	falun	falu	falun	N;NOM;SG	N;INDF;MASC;SG
etninen	etnic	etninen	etnic	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hypännyt	sarit	hypätä	sari	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
hypännyt	sărit	hypätä	sări	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
tanssia	danseaza	tanssia	dansează	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
tanssia	dansează	tanssia	dansa	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
tanssia	dansând	tanssia	dansa	V;SG;NFIN;ACT	V;V.MSDR
diesel	diesel	diesel	diesel	N;NOM;SG	N;INDF;MASC;SG
lehdistö	press	lehdistö	press	N;NOM;SG	N;INDF;MASC;SG
vanki	prizonier	vanki	prizonier	N;NOM;SG	N;INDF;MASC;SG
työttömyys	șomaj	työttömyys	șomaj	N;NOM;SG	N;INDF;MASC;SG
koulut	scoli	koulu	scoli	N;NOM;PL	N;INDF;FEM;PL
koulut	școli	koulu	școală	N;NOM;PL	N;INDF;FEM;PL
matkoja	excursii	matka	excursie	N;PRT;PL	N;INDF;FEM;PL
iskuja	lovituri	isku	lovitură	N;PRT;PL	N;INDF;FEM;PL
iskuja	pumni	isku	pumn	N;PRT;PL	N;INDF;MASC;PL
linkkien	linkuri	linkki	link	N;GEN;PL	N;INDF;FEM;PL
linkkien	legaturi	linkki	legatură	N;GEN;PL	N;INDF;FEM;PL
linkkien	legături	linkki	legătură	N;GEN;PL	N;INDF;FEM;PL
marianne	marianne	marianne	mariann	N;NOM;SG	N;INDF;MASC;SG
rengas	ring	rengas	ring	N;NOM;SG	N;INDF;MASC;SG
rengas	inel	rengas	inel	N;NOM;SG	N;INDF;MASC;SG
rengas	pneu	rengas	pneu	N;NOM;SG	N;INDF;MASC;SG
vaihtoehtoisia	alternative	vaihto#ehtoinen	alternativ	ADJ;PRT;PL	ADJ;INDF;FEM;PL
luokitus	rating	luokitus	ratinge	N;NOM;SG	N;INDF;MASC;SG
reuna	edge	reuna	edge	N;NOM;SG	N;INDF;MASC;SG
maakunnat	provincii	maa#kunta	provincie	N;NOM;PL	N;INDF;FEM;PL
maakunnat	comitate	maa#kunta	comitate	N;NOM;PL	N;INDF;FEM;PL
hedelmät	fructe	hedelmä	fruct	N;NOM;PL	N;INDF;FEM;PL
hedelmät	fructe	hedelmä	fruct	N;NOM;PL	N;INDF;FEM;PL
ikuinen	etern	ikuinen	etern	ADJ;NOM;SG	ADJ;INDF;MASC;SG
ideoita	idei	idea	idee	N;PRT;PL	N;INDF;FEM;PL
juhli	sărbătorind	juhlia	sărbători	V;IND;SG;2;PST;FIN;ACT	V;V.MSDR
juhli	sarbatorit	juhlia	sarbatori	V;IND;SG;2;PST;FIN;ACT	V;MASC;SG;V.PTCP
karsinnat	calificări	karsinta	calificare	N;NOM;PL	N;INDF;FEM;PL
litran	litru	litra	litru	N;GEN;SG	N;INDF;MASC;SG
litran	litru	litra	litru	N;GEN;SG	N;INDF;MASC;SG
askel	pas	askel	pas	N;NOM;SG	N;INDF;MASC;SG
heikentää	slăbi	heikentää	slăbi	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
valmistajan	producator	valmistaja	producator	N;GEN;SG	N;INDF;MASC;SG
valmistajan	producător	valmistaja	producător	N;GEN;SG	N;INDF;MASC;SG
pascal	pascal	pascal	pascal	N;NOM;SG	N;INDF;MASC;SG
työkalu	instrument	työ#kalu	instrument	N;NOM;SG	N;INDF;MASC;SG
psykologi	psiholog	psykologi	psiholog	N;NOM;SG	N;INDF;MASC;SG
kiinnitetään	atrage	kiinnittää	atrage	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
maaperän	sol	maa#perä	sol	N;GEN;SG	N;INDF;MASC;SG
sielu	suflet	sielu	suflet	N;NOM;SG	N;INDF;MASC;SG
sielu	soul	sielu	sou	N;NOM;SG	N;INDF;MASC;SG
kuvailee	descriind	kuvailla	descrie	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
välttämätöntä	indispensabil	välttämätön	indispensabil	ADJ;PRT;SG	ADJ;INDF;MASC;SG
välttämätöntä	esential	välttämätön	esential	ADJ;PRT;SG	ADJ;INDF;MASC;SG
asiakas	client	asiakas	client	N;NOM;SG	N;INDF;MASC;SG
asiakas	client	asiakas	client	N;NOM;SG	N;INDF;MASC;SG
kalusto	echipament	kalusto	echipament	N;NOM;SG	N;INDF;MASC;SG
kalusto	stoc	kalusto	stoc	N;NOM;SG	N;INDF;MASC;SG
kannattaja	suporter	kannattaja	suporter	N;NOM;SG	N;INDF;MASC;SG
vaatteet	haine	vaate	haină	N;NOM;PL	N;INDF;FEM;PL
oppilaiden	elevi	oppilas	elev	N;GEN;PL	N;INDF;MASC;PL
disco	disco	disco	disco	N;NOM;SG	N;INDF;MASC;SG
sekoitus	amestec	sekoitus	amestec	N;NOM;SG	N;INDF;MASC;SG
sekoitus	mix	sekoitus	mix	N;NOM;SG	N;INDF;MASC;SG
sekoitus	amestec	sekoitus	amestec	N;NOM;SG	N;INDF;MASC;SG
sekoitus	amestec	sekoitus	amestec	N;NOM;SG	N;INDF;MASC;SG
uci	uci	uci	uci	N;NOM;SG	N;INDF;MASC
alkuperäisiä	originale	alku#peräinen	original	ADJ;PRT;PL	ADJ;INDF;FEM;PL
alkuperäisiä	originali	alku#peräinen	original	ADJ;PRT;PL	ADJ;INDF;MASC;PL
rajoituksia	limitări	rajoitus	limitare	N;PRT;PL	N;INDF;FEM;PL
rajoituksia	restricții	rajoitus	restricție	N;PRT;PL	N;INDF;FEM;PL
taloudelliset	economice	taloudellinen	economic	ADJ;NOM;PL	ADJ;INDF;FEM;PL
jong	jong	jong	jong	N;NOM;SG	N;INDF;MASC;SG
lääketieteellinen	medical	lääke#tieteellinen	medical	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kivet	pietre	kivi	piatră	N;NOM;PL	N;INDF;FEM;PL
kivet	pietre	kivi	piatră	N;NOM;PL	N;INDF;FEM;PL
kivet	roci	kivi	rocă	N;NOM;PL	N;INDF;FEM;PL
kivet	stânci	kivi	stâncă	N;NOM;PL	N;INDF;FEM;PL
valot	lumini	valo	lumină	N;NOM;PL	N;INDF;FEM;PL
henkilökohtaisia	personale	henkilö#kohtainen	personal	ADJ;PRT;PL	ADJ;INDF;FEM;PL
konserni	grup	konserni	grup	N;NOM;SG	N;INDF;MASC;SG
arviot	estimări	arvio	estimare	N;NOM;PL	N;INDF;FEM;PL
arviot	recenzii	arvio	recenzie	N;NOM;PL	N;INDF;FEM;PL
gay	homo	gay	homo	N;NOM;SG	N;INDF;MASC;SG
gay	gay	gay	gay	N;NOM;SG	N;INDF;MASC;SG
maanpaossa	exil	maan#pako	exil	N;IN+ESS;SG	N;INDF;MASC;SG
ovet	uși	ovi	ușă	N;NOM;PL	N;INDF;FEM;PL
ovet	uşi	ovi	unul	N;NOM;PL	N;INDF;FEM;PL
ovet	usi	ovi	us	N;NOM;PL	N;INDF;FEM;PL
puhelimen	telefon	puhelin	telefon	N;GEN;SG	N;INDF;MASC;SG
kirjoitukset	scrieri	kirjoitus	scriere	N;NOM;PL	N;INDF;FEM;PL
kanavaa	canal	kanava	canal	N;PRT;SG	N;INDF;MASC;SG
kanavaa	channel	kanava	channel	N;PRT;SG	N;INDF;MASC;SG
rom	rom	rom	rom	N;NOM;SG	N;INDF;MASC;SG
arvoitus	mister	arvoitus	mister	N;NOM;SG	N;INDF;MASC;SG
kysymykset	probleme	kysymys	problemă	N;NOM;PL	N;INDF;FEM;PL
kysymykset	aspecte	kysymys	aspect	N;NOM;PL	N;INDF;FEM;PL
kysymykset	chestiuni	kysymys	chestiune	N;NOM;PL	N;INDF;FEM;PL
kysymykset	intrebari	kysymys	intrebare	N;NOM;PL	N;INDF;FEM;PL
kysymykset	întrebări	kysymys	întrebare	N;NOM;PL	N;INDF;FEM;PL
kaupassa	magazin	kauppa	magazin	N;IN+ESS;SG	N;INDF;MASC;SG
pianoa	pian	piano	pian	N;PRT;SG	N;INDF;MASC;SG
keskustelut	discuții	keskustelu	discuție	N;NOM;PL	N;INDF;FEM;PL
keskustelut	discutii	keskustelu	discut	N;NOM;PL	N;INDF;FEM;PL
keskustelut	conversații	keskustelu	conversație	N;NOM;PL	N;INDF;FEM;PL
keskustelut	dezbateri	keskustelu	dezbatere	N;NOM;PL	N;INDF;FEM;PL
toimittajat	furnizori	toimittaja	furnizor	N;NOM;PL	N;INDF;MASC;PL
toimittajat	editori	toimittaja	editor	N;NOM;PL	N;INDF;MASC;PL
toimittajat	reporteri	toimittaja	reporter	N;NOM;PL	N;INDF;MASC;PL
viestejä	mesaje	viesti	mesaj	N;PRT;PL	N;INDF;FEM;PL
ehkäpä	poate	ehkäpä	poate	ADV	ADV
ankara	sever	ankara	sever	ADJ;NOM;SG	ADJ;INDF;MASC;SG
nopeutta	speed	nopeus	speed	N;PRT;SG	N;INDF;MASC;SG
yang	yang	yang	yang	N;NOM;SG	N;INDF;MASC;SG
todistajien	martori	todistaja	martor	N;GEN;PL	N;INDF;MASC;PL
teräs	steel	teräs	steel	N;NOM;SG	N;INDF;MASC;SG
teräs	otel	teräs	otel	N;NOM;SG	N;INDF;MASC;SG
teräs	oțel	teräs	oțel	N;NOM;SG	N;INDF;MASC;SG
kohtauksia	crize	kohtaus	criză	N;PRT;PL	N;INDF;FEM;PL
kohtauksia	convulsii	kohtaus	convulsie	N;PRT;PL	N;INDF;FEM;PL
kohtauksia	scene	kohtaus	scenă	N;PRT;PL	N;INDF;FEM;PL
vandalismia	vandalism	vandalismi	vandalism	N;PRT;SG	N;INDF;MASC;SG
onnellinen	fericit	onnellinen	fericit	ADJ;NOM;SG	ADJ;INDF;MASC;SG
testamentti	testament	testamentti	testament	N;NOM;SG	N;INDF;MASC;SG
perustelu	argument	perustelu	argument	N;NOM;SG	N;INDF;MASC;SG
perustelu	raționament	perustelu	raționament	N;NOM;SG	N;INDF;MASC;SG
maaliskuu	martie	maaliskuu	martie	N;NOM;SG	N;INDF;MASC;SG
trooppinen	tropical	trooppinen	tropical	ADJ;NOM;SG	ADJ;INDF;MASC;SG
vastustajat	adversari	vastustaja	adversar	N;NOM;PL	N;INDF;MASC;PL
väitteet	pretenții	väite	pretent	N;NOM;PL	N;INDF;FEM;PL
väitteet	creanțe	väite	creanță	N;NOM;PL	N;INDF;FEM;PL
väitteet	certuri	väite	cert	N;NOM;PL	N;INDF;FEM;PL
väitteet	argumente	väite	argument	N;NOM;PL	N;INDF;FEM;PL
parametri	parametru	parametri	parametru	N;NOM;SG	N;INDF;MASC;SG
testi	test	testi	test	N;NOM;SG	N;INDF;MASC;SG
painajainen	coșmar	painajainen	coșmar	N;NOM;SG	N;INDF;MASC;SG
painajainen	cosmar	painajainen	cosmar	N;NOM;SG	N;INDF;MASC;SG
havainnot	observații	havainto	observație	N;NOM;PL	N;INDF;FEM;PL
havainnot	constatări	havainto	constatare	N;NOM;PL	N;INDF;FEM;PL
karttoja	harti	kartta	harti	N;PRT;PL	N;INDF;FEM;PL
karttoja	hărți	kartta	hartă	N;PRT;PL	N;INDF;FEM;PL
esine	obiect	esine	obiect	N;NOM;SG	N;INDF;MASC;SG
esine	artefact	esine	artefact	N;NOM;SG	N;INDF;MASC;SG
tutka	radar	tutka	radar	N;NOM;SG	N;INDF;MASC;SG
verrattain	comparativ	verrattain	comparativ	ADV	ADV
bang	bang	bang	bang	N;NOM;SG	N;INDF;MASC;SG
mantereella	continent	manner	continent	N;AT+ESS
;SG	N;INDF;MASC;SG
postinumero	fermoar	posti#numero	fermoar	N;NOM;SG	N;INDF;MASC;SG
postinumero	zip	posti#numero	zip	N;NOM;SG	N;INDF;MASC;SG
asiakkaan	client	asiakas	client	N;GEN;SG	N;INDF;MASC;SG
asiakkaan	client	asiakas	client	N;GEN;SG	N;INDF;MASC;SG
edvin	edvin	edvin	edvin	N;NOM;SG	N;INDF;MASC;SG
oikeudenkäynnin	proces	oikeuden#käynti	proces	N;GEN;SG	N;INDF;MASC;SG
hiilen	carbon	hiili	carbon	N;GEN;SG	N;INDF;MASC;SG
blu	blu	blu	blu	N;NOM;SG	N;INDF;MASC;SG
tiedoston	fişier	tiedosto	fişier	N;GEN;SG	N;INDF;MASC;SG
tiedoston	fișier	tiedosto	fișier	N;GEN;SG	N;INDF;MASC;SG
tiedoston	dosar	tiedosto	dosar	N;GEN;SG	N;INDF;MASC;SG
taistelija	warrior	taistelija	warrior	N;NOM;SG	N;INDF;MASC;SG
taistelija	combatant	taistelija	combatant	N;NOM;SG	N;INDF;MASC;SG
taistelija	luptator	taistelija	luptator	N;NOM;SG	N;INDF;MASC;SG
taistelija	luptător	taistelija	luptător	N;NOM;SG	N;INDF;MASC;SG
kerroksen	strat	kerros	strat	N;GEN;SG	N;INDF;MASC;SG
projektia	project	projekti	project	N;PRT;SG	N;INDF;MASC;SG
projektia	proiect	projekti	proiect	N;PRT;SG	N;INDF;MASC;SG
taustaa	fundal	tausta	fundal	N;PRT;SG	N;INDF;MASC;SG
varoittaa	avertizează	varoittaa	avertiza	V;IND;SG;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
varoittaa	avertizează	varoittaa	avertiza	V;IND;SG;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
myöntänyt	admise	myöntää	admite	V;NOM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
juoma	băut	juoma	băut	N;NOM;SG	N;INDF;MASC;SG
kaari	arc	kaari	arc	N;NOM;SG	N;INDF;MASC;SG
kaari	arch	kaari	arch	N;NOM;SG	N;INDF;MASC;SG
viikingit	vikingi	viikinki	vikingă	N;NOM;PL	N;INDF;MASC;PL
fanit	fani	fani	fan	N;NOM;PL	N;INDF;MASC;PL
fanit	suporteri	fani	suporter	N;NOM;PL	N;INDF;MASC;PL
alueellinen	regional	alueellinen	regional	ADJ;NOM;SG	ADJ;INDF;MASC;SG
mielipiteet	opinii	mieli#pide	opinie	N;NOM;PL	N;INDF;FEM;PL
mielipiteet	avize	mieli#pide	aviz	N;NOM;PL	N;INDF;FEM;PL
mielipiteet	păreri	mieli#pide	părere	N;NOM;PL	N;INDF;FEM;PL
