van	سے	van	سے	ADP	ADP
hulp	مدد	hulp	مدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hulp	علاج	hulp	علاج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hulp	مدد	hulp	مدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hulp	علاج	hulp	علاج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gehele	غیرمشروط	geheel	غیرمشروط	ADJ	ADJ
gehele	غیرمشروط	geheel	غیرمشروط	ADJ	ADJ
samenwerking	تعاون	samenwerking	تعاون	N;MASC+FEM;SG	N;NOM;MASC;SG;3
besluit	ارادہ	besluit	ارادہ	N;NEUT;SG	N;NOM;MASC;SG;3
lied	گیت	lied	گیت	N;NEUT;SG	N;NOM;MASC;SG;3
lied	شاعری	lied	شاعری	N;NEUT;SG	N;NOM;MASC;SG;3
opleiding	تربیت	opleiding	تربیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opleiding	مشق	opleiding	مشق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	تحقیق	studie	تحقیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	مطالعہ	studie	مطالعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	تحقیق	studie	تحقیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
studie	مطالعہ	studie	مطالعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vroeg	مقررہ	vroeg	مقررہ	ADJ	ADJ
situatie	کوائف	situatie	کوائف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
situatie	ماحول	situatie	ماحول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
situatie	عہدہ	situatie	عہدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	عمل	betekenis	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	معنویت	betekenis	معنویت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	مفہوم	betekenis	مفہوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	معنی	betekenis	معنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	مطلب	betekenis	مطلب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	عمل	betekenis	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	معنویت	betekenis	معنویت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
betekenis	مفہوم	betekenis	مفہوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
onafhankelijke	مستقل.	onafhankelijk	مستقل.	ADJ	ADJ
speciale	مطلوبہ	speciaal	مطلوبہ	ADJ	ADJ
speciale	امتیازی	speciaal	امتیازی	ADJ	ADJ
speciale	اعلیٰ	speciaal	اعلیٰ	ADJ	ADJ
speciale	مقررہ	speciaal	مقررہ	ADJ	ADJ
economische	معاشی	economisch	معاشی	ADJ	ADJ
economische	عملی	economisch	عملی	ADJ	ADJ
economische	کاروباری	economisch	کاروباری	ADJ	ADJ
ontwerp	مشین	ontwerp	مشین	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	ترکیب	ontwerp	ترکیب	N;NEUT;SG	N;NOM;FEM;SG;3
ontwerp	تصویر	ontwerp	تصویر	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	منصوبہ	ontwerp	منصوبہ	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	مشین	ontwerp	مشین	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	ترکیب	ontwerp	ترکیب	N;NEUT;SG	N;NOM;FEM;SG;3
ontwerp	تصویر	ontwerp	تصویر	N;NEUT;SG	N;NOM;MASC;SG;3
ontwerp	مقصد	ontwerp	مقصد	N;NEUT;SG	N;NOM;MASC;SG;3
bouwen	جوڑنا	bouwen	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
bouwen	بڑھانا	bouwen	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
bouwen	جوڑنا	bouwen	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
bouwen	بڑھانا	bouwen	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
bouwen	بنانا	bouwen	بنا	V;NFIN	V;MASC;SG;NFIN;ACT
zaak	حادثہ	zaak	حادثہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zaak	واقعہ	zaak	واقعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zaak	معاملہ	zaak	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gegevens	خبریں	gegeven	خبر	N;PL	N;NOM;MASC;PL;3
vol	روشن	vol	روشن	ADJ	ADJ
vol	کافی	vol	کافی	ADJ	ADJ
vol	لبریز	vol	لبریز	ADJ	ADJ
vol	روشن	vol	روشن	ADJ	ADJ
vol	کافی	vol	کافی	ADJ	ADJ
vol	لبریز	vol	لبریز	ADJ	ADJ
hoop	اعتبار.	hoop	اعتبار.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoop	اعتبار.	hoop	اعتبار.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
premier	زمانے	premier	زمانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aangepast	چلن	aanpassen	چلن	V;V.PTCP	V;ACT
jeugd	جوش	jeugd	جوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jeugd	توانائی	jeugd	توانائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
jeugd	بچپن	jeugd	بچپن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
indien	اگرچہ.	indien	اگرچہ.	CONJ	CONJ
indien	اگرچہ	indien	اگرچہ	CONJ	CONJ
beweging	حرکت	beweging	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beweging	حرکت	beweging	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overwinning	جیت	overwinning	جیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overwinning	جیت	overwinning	جیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
goud	زر	goud	زر	N;NEUT;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NEUT;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NEUT;SG	N;NOM;MASC;SG;3
vertaling	تقریر	vertaling	تقریر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
ster	ستارہ	ster	ستارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ster	ستارہ	ster	ستارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overheid	حکومت	overheid	حکومت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
overheid	حکمرانی.	overheid	حکمرانی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	تنسیخ	tegenstelling	تنسیخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	انکار	tegenstelling	انکار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	تنسیخ	tegenstelling	تنسیخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	تردید	tegenstelling	تردید	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	انکار	tegenstelling	انکار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	تضاد	tegenstelling	تضاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	موازنہ	tegenstelling	موازنہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
relatief	اضافی	relatief	اضافی	ADJ	ADJ
relatief	متعلقہ	relatief	متعلقہ	ADJ	ADJ
relatief	اضافی	relatief	اضافی	ADJ	ADJ
relatief	متعلقہ	relatief	متعلقہ	ADJ	ADJ
overige	دوسرا	overig	دوسرا	ADJ	ADJ;NOM;MASC;SG
motor	انجن	motor	انجن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
motor	مشین	motor	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	زور	kracht	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	اہمیت	kracht	اہمیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	اثر	kracht	اثر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	قوت	kracht	قوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	اہمیت	kracht	اہمیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	اثر	kracht	اثر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	قوت	kracht	قوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	زبردستی	kracht	زبردستی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	زور	kracht	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	صلاحیت	kracht	صلاحیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	صلاحیت	kracht	صلاحیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	بل	kracht	بل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verschil	جھگڑا	verschil	جھگڑا	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	تنازع	verschil	تنازع	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	تکرار	verschil	تکرار	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	اختلاف	verschil	اختلاف	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	فصل	verschil	فصل	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	جھگڑا	verschil	جھگڑا	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	تنازع	verschil	تنازع	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	تکرار	verschil	تکرار	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	اختلاف	verschil	اختلاف	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	فصل	verschil	فصل	N;NEUT;SG	N;NOM;MASC;SG;3
verschil	فرق	verschil	فرق	N;NEUT;SG	N;ACC;MASC;SG;3
volgen	سمجھنا	volgen	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
zwart	افسردہ	zwart	افسردہ	ADJ	ADJ
zwart	بیزار	zwart	بیزار	ADJ	ADJ
zwart	سیاہ	zwart	سیاہ	ADJ	ADJ
zwart	افسردہ	zwart	افسردہ	ADJ	ADJ
zwart	بیزار	zwart	بیزار	ADJ	ADJ
zwart	کالا	zwart	کالا	ADJ	ADJ;NOM;MASC;SG
zwart	سیاہ	zwart	سیاہ	ADJ	ADJ
halen	بہانا	halen	بہا	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
halen	ٹکانا	halen	ٹکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
halen	چوٹ	halen	چوٹ	V;NFIN	V;ACT
halen	بھڑکانا	halen	بھڑکانا	V;NFIN	V;MASC;SG;NFIN;ACT
halen	لانے	halen	لا	V;NFIN	V;NFIN
contact	ربط	contact	ربط	N;NEUT;SG	N;NOM;MASC;SG;3
aanval	زور	aanval	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanval	زور	aanval	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanval	حملہ	aanval	حملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resultaat	حاصل	resultaat	حاصل	N;NEUT;SG	N;NOM;MASC;SG;3
resultaat	حاصل	resultaat	حاصل	N;NEUT;SG	N;NOM;MASC;SG;3
resultaat	نتیجہ	resultaat	نتیجہ	N;NEUT;SG	N;NOM;MASC;SG;3
verspreiding	نفوذ	verspreiding	نفوذ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arts	استاد	arts	استاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
commissie	گروہ	commissie	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kruis	دھوکا	kruis	دھوکا	N;NEUT;SG	N;NOM;MASC;SG;3
moeilijk	مضبوط	moeilijk	مضبوط	ADJ	ADJ
moeilijk	ثابت	moeilijk	ثابت	ADJ	ADJ
moeilijk	مضبوط	moeilijk	مضبوط	ADJ	ADJ
moeilijk	ثابت	moeilijk	ثابت	ADJ	ADJ
moeilijk	سخت	moeilijk	سخت	ADJ	ADJ
moeilijk	سنگین	moeilijk	سنگین	ADJ	ADJ
jij	تم	jij	تو	PRO;NOM;2	PRO;NOM;PL;2
jij	تم	jij	تو	PRO;NOM;2	PRO;NOM;PL;2
zware	پتھریلی	zwaar	پتھریلی	ADJ	ADJ
zware	باوقار	zwaar	باوقار	ADJ	ADJ
zware	سنجیدہ	zwaar	سنجیدہ	ADJ	ADJ
zware	سخت	zwaar	سخت	ADJ	ADJ
zware	پتھریلی	zwaar	پتھریلی	ADJ	ADJ
zware	شدید	zwaar	شدید	ADJ	ADJ
zware	باوقار	zwaar	باوقار	ADJ	ADJ
zware	وزنی	zwaar	وزنی	ADJ	ADJ
zware	سنجیدہ	zwaar	سنجیدہ	ADJ	ADJ
zware	سخت	zwaar	سخت	ADJ	ADJ
bank	گھاٹ	bank	گھاٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	بادل	bank	بادل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	ڈھلان	bank	ڈھلان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	صوفہ	bank	صوفہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sterke	حاوی	sterk	حاوی	ADJ	ADJ
sterke	واضح	sterk	واضح	ADJ	ADJ
sterke	متحد	sterk	متحد	ADJ	ADJ
sterke	حاوی	sterk	حاوی	ADJ	ADJ
sterke	واضح	sterk	واضح	ADJ	ADJ
sterke	مضبوط	sterk	مضبوط	ADJ	ADJ
sterke	متحد	sterk	متحد	ADJ	ADJ
volledige	روشن	volledig	روشن	ADJ	ADJ
volledige	کافی	volledig	کافی	ADJ	ADJ
volledige	لبریز	volledig	لبریز	ADJ	ADJ
volledige	روشن	volledig	روشن	ADJ	ADJ
volledige	کافی	volledig	کافی	ADJ	ADJ
volledige	لبریز	volledig	لبریز	ADJ	ADJ
begraafplaats	قبرستان	begraafplaats	قبرستان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zoeken	پرکھ	zoeken	پرکھ	V;NFIN	V;ACT
zoeken	پرکھ	zoeken	پرکھ	V;NFIN	V;ACT
combinatie	ترکیب	combinatie	ترکیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
combinatie	اتحاد	combinatie	اتحاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
combinatie	میل	combinatie	میل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
combinatie	مرکب	combinatie	مرکب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gemiddelde	عام	gemiddeld	عام	ADJ	ADJ
gemiddelde	مناسب	gemiddeld	مناسب	ADJ	ADJ
gemiddelde	معتدل	gemiddeld	معتدل	ADJ	ADJ
gemiddelde	معقول	gemiddeld	معقول	ADJ	ADJ
gemiddelde	شرمندہ	gemiddeld	شرمندہ	ADJ	ADJ
gemiddelde	پست	gemiddeld	پست	ADJ	ADJ
gemiddelde	مناسب	gemiddeld	مناسب	ADJ	ADJ
gemiddelde	معتدل	gemiddeld	معتدل	ADJ	ADJ
gemiddelde	درمیانی	gemiddeld	درمیانی	ADJ	ADJ
gemiddelde	معقول	gemiddeld	معقول	ADJ	ADJ
gemiddelde	گھٹیا	gemiddeld	گھٹیا	ADJ	ADJ
gemiddelde	شرمندہ	gemiddeld	شرمندہ	ADJ	ADJ
beschikbaar	موجود	beschikbaar	موجود	ADJ	ADJ
lezen	جانچنا	lezen	جانچ	V;NFIN	V;MASC;SG;NFIN;ACT
lezen	بھانپنا	lezen	بھانپنا	V;NFIN	V;SG;NFIN;ACT
haven	جہاز	haven	جہاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
haven	بھاپ	haven	بھاپ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behouden	گلنے	behouden	گل	V;V.PTCP	V;ACC;NFIN
jaarlijks	سالانہ	jaarlijks	سالانہ	ADJ	ADJ
rock	دولت	rock	دولت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vroege	مقررہ	vroeg	مقررہ	ADJ	ADJ
klassieke	متوازن	klassiek	متوازن	ADJ	ADJ
tijdschrift	کیمرے	tijdschrift	کیمرا	N;NEUT;SG	N;NOM;MASC;SG;3
tijdschrift	جریدہ	tijdschrift	جریدہ	N;NEUT;SG	N;NOM;MASC;SG;3
tijdschrift	راستہ	tijdschrift	راستہ	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	کپڑا	materiaal	کپڑا	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	مادّہ	materiaal	مادّہ	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	کپڑا	materiaal	کپڑا	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	مادّی	materiaal	مادّی	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	مادّہ	materiaal	مادّہ	N;NEUT;SG	N;NOM;MASC;SG;3
standaard	رائج	standaard	رائج	ADJ	ADJ
standaard	عام	standaard	عام	ADJ	ADJ
steun	مدد	steun	مدد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
steun	توثیق	steun	توثیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
steun	نظریے	steun	نظریہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verlaten	بچنا.	verlaten	بچنا.	V;V.PTCP	V;MASC;SG;ACT
verlaten	سدھارنا	verlaten	سدھار	V;V.PTCP	V;MASC;SG;NFIN;ACT
verlaten	رخصت.	verlaten	رخصت.	V;V.PTCP	V;SG;V.PTCP;ACT
verlaten	چھوڑنا	verlaten	چھوڑ	V;V.PTCP	V;NFIN
verlaten	بچنا.	verlaten	بچنا.	V;V.PTCP	V;MASC;SG;ACT
verlaten	سدھارنا	verlaten	سدھار	V;V.PTCP	V;MASC;SG;NFIN;ACT
verlaten	رخصت.	verlaten	رخصت.	V;V.PTCP	V;SG;V.PTCP;ACT
precies	صحیح	precies	صحیح	ADJ	ADJ
precies	صاف	precies	صاف	ADJ	ADJ
luik	سرکار.	luik	سرکار.	N;NEUT;SG	N;NOM;MASC;SG;3
zang	گیت	zang	گیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zang	شاعری	zang	شاعری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
genre	طنز	genre	طنز	N;NEUT;SG	N;NOM;MASC;SG;3
verbinding	نقطہ	verbinding	نقطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	سرا	verbinding	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	ساتھی	verbinding	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	اتصال	verbinding	اتصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	موضوع	verbinding	موضوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	معاملہ	verbinding	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	نقطہ	verbinding	نقطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	سرا	verbinding	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	واسطہ	verbinding	واسطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	ساتھی	verbinding	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	اتصال	verbinding	اتصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	موضوع	verbinding	موضوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	میل	verbinding	میل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verbinding	معاملہ	verbinding	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dragen	اوڑھنا	dragen	اوڑھنا	V;NFIN	V;MASC;SG;NFIN;ACT
dragen	پہناوا	dragen	پہناوا	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
dragen	اوڑھنا	dragen	اوڑھنا	V;NFIN	V;MASC;SG;NFIN;ACT
dragen	پہناوا	dragen	پہناوا	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
dragen	پہننا	dragen	پہن	V;NFIN	V;MASC;SG;NFIN;ACT
kritiek	نقاد	kritiek	نقاد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kritiek	تنقیدی.	kritiek	تنقیدی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
divisie	جنس	divisie	جنس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
divisie	اختلاف	divisie	اختلاف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zwaar	پتھریلی	zwaar	پتھریلی	ADJ	ADJ
zwaar	باوقار	zwaar	باوقار	ADJ	ADJ
zwaar	سنجیدہ	zwaar	سنجیدہ	ADJ	ADJ
zwaar	سخت	zwaar	سخت	ADJ	ADJ
zwaar	پتھریلی	zwaar	پتھریلی	ADJ	ADJ
zwaar	شدید	zwaar	شدید	ADJ	ADJ
zwaar	باوقار	zwaar	باوقار	ADJ	ADJ
zwaar	وزنی	zwaar	وزنی	ADJ	ADJ
zwaar	سنجیدہ	zwaar	سنجیدہ	ADJ	ADJ
zwaar	سخت	zwaar	سخت	ADJ	ADJ
lage	پست	laag	پست	ADJ	ADJ
lage	ناموافق	laag	ناموافق	ADJ	ADJ
lage	افسردہ	laag	افسردہ	ADJ	ADJ
lage	مبتذل	laag	مبتذل	ADJ	ADJ
lage	تھوڑے	laag	تھوڑا	ADJ	ADJ;ACC;MASC;SG
lage	پست	laag	پست	ADJ	ADJ
lage	ناموافق	laag	ناموافق	ADJ	ADJ
lage	افسردہ	laag	افسردہ	ADJ	ADJ
lage	مبتذل	laag	مبتذل	ADJ	ADJ
lage	گھٹیا	laag	گھٹیا	ADJ	ADJ
lage	تھوڑے	laag	تھوڑا	ADJ	ADJ;ACC;MASC;SG
originele	تخلیقی	origineel	تخلیقی	ADJ	ADJ
originele	نیا	origineel	نیا	ADJ	ADJ;NOM;MASC;SG
originele	انوکھا	origineel	انوکھا	ADJ	ADJ;NOM;MASC;SG
rechts	درست	rechts	درست	ADJ	ADJ
rechts	ٹھیک	rechts	ٹھیک	ADJ	ADJ
rechts	عین-	rechts	عین-	ADJ	ADJ
rechts	درست	rechts	درست	ADJ	ADJ
rechts	ٹھیک	rechts	ٹھیک	ADJ	ADJ
rechts	صحیح	rechts	صحیح	ADJ	ADJ
rechts	عین-	rechts	عین-	ADJ	ADJ
politie	سپاہی	politie	سپاہی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
show	کاروبار	show	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
show	تصویر	show	تصویر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
show	کاروبار	show	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
show	کھیل	show	کھیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
show	تصویر	show	تصویر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
begrip	مفاہمت	begrip	مفاہمت	N;NEUT;SG	N;NOM;MASC;SG;3
begrip	معاہدہ	begrip	معاہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
dirigent	استقبال	dirigent	استقبال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorkeur	برتری	voorkeur	برتری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorkeur	برتری	voorkeur	برتری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorkeur	ترجیح	voorkeur	ترجیح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
historisch	تاریخی	historisch	تاریخی	ADJ	ADJ
lee	پناہ	lee	پناہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	فرد	head	فرد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	اسم	head	اسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	سربراہ	head	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	فرد	head	فرد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	اسم	head	اسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rood	اشتراکی	rood	اشتراکی	ADJ	ADJ
rood	سرخ	rood	سرخ	ADJ	ADJ
rood	روسی	rood	روسی	ADJ	ADJ
slecht	زخمی	slecht	زخمی	ADJ	ADJ
slecht	شدید	slecht	شدید	ADJ	ADJ
slecht	ناکارہ	slecht	ناکارہ	ADJ	ADJ
slecht	نامساعد	slecht	نامساعد	ADJ	ADJ
slecht	گھٹیا	slecht	گھٹیا	ADJ	ADJ
slecht	ناکافی	slecht	ناکافی	ADJ	ADJ
slecht	ناسازگار	slecht	ناسازگار	ADJ	ADJ
slecht	نادم	slecht	نادم	ADJ	ADJ
slecht	بدتمیز	slecht	بدتمیز	ADJ	ADJ
slecht	عمدہ	slecht	عمدہ	ADJ	ADJ
slecht	شرمندہ	slecht	شرمندہ	ADJ	ADJ
slecht	بیمار	slecht	بیمار	ADJ	ADJ
maatschappij	معاشرہ	maatschappij	معاشرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatschappij	معاشرہ	maatschappij	معاشرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatschappij	سماج	maatschappij	سماج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gewicht	وزن	gewicht	وزن	N;NEUT;SG	N;NOM;MASC;SG;3
collega	ساتھی	collega	ساتھی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
star	ستارہ	star	ستارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
star	ستارہ	star	ستارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschrijving	نوع	beschrijving	نوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschrijving	قسم	beschrijving	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschrijving	نقل	beschrijving	نقل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	جنگ	actie	جنگ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	کارنامہ	actie	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	مقدمہ	actie	مقدمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	کہانی	actie	کہانی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	لڑائی	actie	لڑائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	طریقہ	actie	طریقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	جنگ	actie	جنگ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	کارنامہ	actie	کارنامہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	مقدمہ	actie	مقدمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	کارروائی	actie	کارروائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	کہانی	actie	کہانی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	عمل	actie	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	لڑائی	actie	لڑائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	طریقہ	actie	طریقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trekken	پٹانا	trekken	پٹانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
trekken	روکنے	trekken	روک	V;NFIN	V;ACC;NFIN
trekken	چلنا	trekken	چل	V;NFIN	V;MASC;SG;NFIN;ACT
trekken	پہنچنا	trekken	پہنچ	V;NFIN	V;MASC;SG;NFIN;ACT
trekken	بڑھنا	trekken	بڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
trekken	چلنا	trekken	چل	V;NFIN	V;MASC;SG;NFIN;ACT
