için	za	için	za		
karar	verdikt	karar	verdikt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karar	rozhodnutie	karar	rozhodnutie	N;NOM;SG;3	N;NOM;NEUT;SG
tarih	dátum	tarih	dátum	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tarih	história	tarih	história	N;NOM;SG;3	N;NOM;FEM;SG
temel	základný	temel	základný	ADJ	ADJ;INAN;NOM;MASC;SG
temel	základné	temel	základný	ADJ	ADJ;NOM;NEUT;SG
temel	základného	temel	základný	ADJ	ADJ;GEN;NEUT;SG
temel	základná	temel	základný	ADJ	ADJ;NOM;FEM;SG
ünlü	slávny	ünlü	slávny	ADJ	ADJ;ANIM;NOM;MASC;SG
ünlü	slávna	ünlü	slávny	ADJ	ADJ;NOM;FEM;SG
sosyal	spoločenské	sosyal	spoločenský	ADJ	ADJ;NOM;NEUT;SG
sosyal	spoločenský	sosyal	spoločenský	ADJ	ADJ;ANIM;NOM;MASC;SG
sosyal	sociálne	sosyal	sociálny	ADJ	ADJ;NOM;NEUT;SG
sosyal	spoločenské	sosyal	spoločenský	ADJ	ADJ;NOM;NEUT;SG
sosyal	sociálny	sosyal	sociálny	ADJ	ADJ;ANIM;NOM;MASC;SG
sosyal	sociálna	sosyal	sociálny	ADJ	ADJ;NOM;FEM;SG
sosyal	spoločenský	sosyal	spoločenský	ADJ	ADJ;ANIM;NOM;MASC;SG
geldi	došiel	gel	dojsť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geldi	prišiel	gel	prísť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geldi	dorazil	gel	doraziť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geldi	prišla	gel	prísť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
oy	hlasovanie	oy	hlasovanie	N;NOM;SG;3	N;NOM;NEUT;SG
oy	hlasovanie	oy	hlasovanie	N;NOM;SG;3	N;NOM;NEUT;SG
geniş	širokého	geniş	široký	ADJ	ADJ;GEN;MASC;SG
geniş	široký	geniş	široký	ADJ	ADJ;INAN;NOM;MASC;SG
geniş	široké	geniş	široký	ADJ	ADJ;NOM;NEUT;SG
geniş	široká	geniş	široký	ADJ	ADJ;NOM;FEM;SG
geniş	širokého	geniş	široký	ADJ	ADJ;GEN;MASC;SG
geniş	široké	geniş	široký	ADJ	ADJ;NOM;NEUT;SG
geniş	široký	geniş	široký	ADJ	ADJ;INAN;NOM;MASC;SG
geniş	široká	geniş	široký	ADJ	ADJ;NOM;FEM;SG
geniş	veľkých	geniş	veľký	ADJ	ADJ;ANIM;GEN;MASC;PL
geniş	veľké	geniş	veľký	ADJ	ADJ;NOM;NEUT;SG
geniş	veľkí	geniş	veľký	ADJ	ADJ;ANIM;NOM;MASC;PL
geniş	veľká	geniş	veľký	ADJ	ADJ;NOM;FEM;SG
geniş	veľký	geniş	veľký	ADJ	ADJ;ANIM;NOM;MASC;SG
geniş	priestranný	geniş	priestranný	ADJ	ADJ;INAN;NOM;MASC;SG
ev	house	ev	hous	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ev	domček	ev	domček	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ev	dom	ev	dom	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	návrh	hareket	návrh	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	pohyb	hareket	pohyb	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	ťah	hareket	ťah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	pohyb	hareket	pohyb	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	presun	hareket	presun	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	presun	hareket	presun	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	premiestňovanie	hareket	premiestňovanie	N;NOM;SG;3	N;NOM;NEUT;SG
hareket	pohyb	hareket	pohyb	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hareket	hnutie	hareket	hnutie	N;NOM;SG;3	N;NOM;NEUT;SG
bölgesi	kraj	bölge	kraj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bölgesi	oblasť	bölge	oblasť	N;NOM;SG;3	N;NOM;FEM;SG
bölgesi	región	bölge	región	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bölgesi	územie	bölge	územie	N;NOM;SG;3	N;NOM;NEUT;SG
bölgesi	teritórium	bölge	teritórium	N;NOM;SG;3	N;NOM;NEUT;SG
sahibi	majiteľ	sahip	majiteľ	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sahibi	majiteľka	sahip	majiteľka	N;NOM;SG;3	N;NOM;FEM;SG
sahibi	vlastník	sahip	vlastník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bilim	veda	bilim	veda	N;NOM;SG;3	N;NOM;FEM;SG
hiç	nikdy	hiç	nikdy	ADV	ADV
ifade	prehlásenie	ifade	prehlásenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	výkaz	ifade	výkaz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ifade	vyhlásenie	ifade	vyhlásenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	vyjadrenie	ifade	vyjadrenie	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	svedectvo	ifade	svedectvo	N;NOM;SG;3	N;NOM;NEUT;SG
ifade	výpoveď	ifade	výpoveď	N;NOM;SG;3	N;NOM;FEM;SG
ifade	výraz	ifade	výraz	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ifade	vyjadrenie	ifade	vyjadrenie	N;NOM;SG;3	N;NOM;NEUT;SG
şey	vec	şey	vec	N;NOM;SG;3	N;NOM;FEM;SG
rapor	správa	rapor	správa	N;NOM;SG;3	N;NOM;FEM;SG
rapor	hlásenie	rapor	hlásenie	N;NOM;SG;3	N;NOM;NEUT;SG
altı	šesť	altı	šesť	NUM	NUM;NOM;NEUT;SG
altı	šiestich	altı	šesť	NUM	NUM;GEN;MASC;PL
altı	šiesti	altı	šiesť	NUM	NUM;ANIM;NOM;MASC;PL
dizi	séria	dizi	séria	N;NOM;SG;3	N;NOM;FEM;SG
dizi	rad	dizi	rad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dizi	postupnosť	dizi	postupnosť	N;NOM;SG;3	N;NOM;FEM;SG
dizi	sekvencia	dizi	sekvencia	N;NOM;SG;3	N;NOM;FEM;SG
ayrı	oddelený	ayrı	oddelený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ayrı	oddelená	ayrı	oddelený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ayrı	oddelené	ayrı	oddelený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ayrı	oddelený	ayrı	oddelený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ayrı	samostatné	ayrı	samostatný	ADJ	ADJ;NOM;NEUT;SG
ayrı	oddelené	ayrı	oddelený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ayrı	samostatný	ayrı	samostatný	ADJ	ADJ;ANIM;NOM;MASC;SG
ayrı	samostatná	ayrı	samostatný	ADJ	ADJ;NOM;FEM;SG
göz	prehliadanie	göz	prehliadanie	N;NOM;SG;3	N;NOM;NEUT;SG
göz	oko	göz	oko	N;NOM;SG;3	N;NOM;NEUT;SG
televizyon	televízia	televizyon	televízia	N;NOM;SG;3	N;NOM;FEM;SG
televizyon	televízor	televizyon	televízor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
galatasaray	galatasaray	galatasarayay	galatasar	N;NOM;SG;3	N;INAN;NOM;MASC;SG
galatasaray	liverpool	galatasarayay	liverpnúť	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sezonu	sezónu	sezon	sezón	N;ACC;SG;3	N;ACC;FEM;SG
fenerbahçe	fenerbahce	fenerbahç	fenerbahec	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fenerbahçe	fenerbahçe	fenerbahç	fenerbahka	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karasal	pozemné	karasal	pozemný	ADJ	ADJ;NOM;NEUT;SG
karasal	pozemná	karasal	pozemný	ADJ	ADJ;NOM;FEM;SG
karasal	suchozemských	karasal	suchozemský	ADJ	ADJ;GEN;MASC;PL
karasal	suchozemské	karasal	suchozemský	ADJ	ADJ;NOM;NEUT;SG
karasal	pozemný	karasal	pozemný	ADJ	ADJ;ANIM;NOM;MASC;SG
karasal	pozemské	karasal	pozemský	ADJ	ADJ;NOM;NEUT;SG
durum	stav	durum	stav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durum	status	durum	status	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durum	štatút	durum	štatút	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durum	postavenie	durum	postavenie	N;NOM;SG;3	N;NOM;NEUT;SG
durum	situácia	durum	situácia	N;NOM;SG;3	N;NOM;FEM;SG
durum	stav	durum	stav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durum	podmienka	durum	podmienka	N;NOM;SG;3	N;NOM;FEM;SG
gelenek	tradícia	gelenek	tradícia	N;NOM;SG;3	N;NOM;FEM;SG
yanlış	nesprávna	yanlış	správny	ADJ	ADJ;NOM;FEM;SG
yanlış	nesprávny	yanlış	nesprávny	ADJ	ADJ;INAN;NOM;MASC;SG
yanlış	nesprávna	yanlış	správny	ADJ	ADJ;NOM;FEM;SG
yanlış	nesprávny	yanlış	nesprávny	ADJ	ADJ;INAN;NOM;MASC;SG
yanlış	falošné	yanlış	falošný	ADJ	ADJ;NOM;NEUT;SG
yanlış	falošný	yanlış	falošný	ADJ	ADJ;ANIM;NOM;MASC;SG
yanlış	nepravdivé	yanlış	nepravdivý	ADJ	ADJ;NOM;NEUT;SG
al	vziať	al	vziať	V;PFV;IMP;SG;2;POS;PRS	V;PFV;POS;NFIN
al	zober	al	zober	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;POS;FIN
al	získať	al	získať	V;PFV;IMP;SG;2;POS;PRS	V;PFV;POS;NFIN
al	dostať	al	dostať	V;PFV;IMP;SG;2;POS;PRS	V;PFV;POS;NFIN
ses	zvuk	ses	zvuk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	hlas	ses	hlas	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	zvuk	ses	zvuk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	audio	ses	audio	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	šum	ses	šum	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	hluk	ses	hluk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	objem	ses	objem	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	zväzok	ses	zväzok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	hlasitosť	ses	hlasitosť	N;NOM;SG;3	N;NOM;FEM;SG
milli	národný	milli	národný	ADJ	ADJ;INAN;NOM;MASC;SG
milli	vnútroštátnych	milli	vnútroštátny	ADJ	ADJ;GEN;MASC;PL
milli	národná	milli	národný	ADJ	ADJ;NOM;FEM;SG
milli	vnútroštátna	milli	vnútroštátny	ADJ	ADJ;NOM;FEM;SG
milli	národné	milli	národný	ADJ	ADJ;NOM;NEUT;SG
kitap	kniha	kitap	kniha	N;NOM;SG;3	N;NOM;FEM;SG
ödülleri	odmeny	ödül	odmena	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	ocenenia	ödül	ocenenie	N;NOM;PL;3	N;NOM;NEUT;PL
ödülleri	ceny	ödül	cena	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	ocenenia	ödül	ocenenie	N;NOM;PL;3	N;NOM;NEUT;PL
kaldı	ostal	kal	ostať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kaldı	zostal	kal	zostať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kaldı	zostala	kal	zostať	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
bakanı	minister	bakan	minister	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bakanı	ministerka	bakan	ministerka	N;NOM;SG;3	N;NOM;FEM;SG
geçti	prešiel	geç	prejsť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geçti	prešlo	geç	prejsť	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;POS;PST;V.PTCP
krallık	kráľovstvo	krallık	kráľovstvo	N;NOM;SG;3	N;NOM;NEUT;SG
ortak	partnerské	ortak	partnerský	ADJ	ADJ;NOM;NEUT;SG
başkanlığı	predsedníctvo	başkanlık	predsedníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
başkanlığı	predsedníctvo	başkanlık	predsedníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
bakanlığı	ministerstvo	bakanlık	ministerstvo	N;NOM;SG;3	N;NOM;NEUT;SG
durumu	stav	durum	stav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durumu	status	durum	status	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durumu	štatút	durum	štatút	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durumu	postavenie	durum	postavenie	N;NOM;SG;3	N;NOM;NEUT;SG
durumu	stav	durum	stav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durumu	podmienka	durum	podmienka	N;NOM;SG;3	N;NOM;FEM;SG
kırmızı	červené	kırmızı	červený	ADJ	ADJ;NOM;NEUT;SG
kırmızı	červená	kırmızı	červený	ADJ	ADJ;NOM;FEM;SG
kırmızı	červenej	kırmızı	červený	ADJ	ADJ;GEN;FEM;SG
kırmızı	červený	kırmızı	červený	ADJ	ADJ;ANIM;NOM;MASC;SG
tamamen	plne	tamamen	plný		
atatürk	atatürk	atatürk	atatürk	N;NOM;SG;3	N;INAN;NOM;MASC;SG
oranı	miera	oran	miera	N;NOM;SG;3	N;NOM;FEM;SG
oranı	rýchlosť	oran	rýchlosť	N;NOM;SG;3	N;NOM;FEM;SG
oranı	sadzba	oran	sadzba	N;NOM;SG;3	N;NOM;FEM;SG
oranı	pomer	oran	pomer	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şarkıcı	spevák	şarkıcı	spevák	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
şarkıcı	speváčka	şarkıcı	speváčka	N;NOM;SG;3	N;NOM;FEM;SG
katıldı	zúčastnil	kat	zúčastniť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
katıldı	zúčastnila	kat	zúčastniť	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
katıldı	pripojil	kat	pripojiť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bugün	dnešok	bugün	dnešok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekonomik	hospodárska	ekonomik	hospodársky	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomické	ekonomik	ekonomický	ADJ	ADJ;NOM;NEUT;SG
ekonomik	hospodárske	ekonomik	hospodársky	ADJ	ADJ;NOM;NEUT;SG
ekonomik	ekonomická	ekonomik	ekonomický	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomický	ekonomik	ekonomický	ADJ	ADJ;ANIM;NOM;MASC;SG
ekonomik	hospodársky	ekonomik	hospodársky	ADJ	ADJ;INAN;NOM;MASC;SG
ekonomik	ekonomické	ekonomik	ekonomický	ADJ	ADJ;NOM;NEUT;SG
adam	chlap	adam	chlap	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	chalan	adam	chalan	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	chlapík	adam	chlapík	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	muž	adam	muž	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	človek	adam	človek	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hizmet	obsluha	hizmet	obsluha	N;NOM;SG;3	N;NOM;FEM;SG
hizmet	služba	hizmet	služba	N;NOM;SG;3	N;NOM;FEM;SG
hizmet	servis	hizmet	servis	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hizmet	doručovanie	hizmet	doručovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yolu	cestu	yol	cesta	N;ACC;SG;3	N;ACC;FEM;SG
girdi	vstúpil	gir	vstúpiť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
yıllar	roky	yıl	rok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ilan	inzerát	ilan	inzerát	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilan	reklama	ilan	reklama	N;NOM;SG;3	N;NOM;FEM;SG
sürekli	neprestajne	sürekli	neprestajne	ADV	ADV
sürekli	neustále	sürekli	ustále	ADV	ADV
basketbol	basketbal	basketbol	basketbať	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	využívanie	kullanım	využívanie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	využitie	kullanım	využitie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	používanie	kullanım	používanie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	použitie	kullanım	použitie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	používanie	kullanım	používanie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	používanie	kullanım	používanie	N;NOM;SG;3	N;NOM;NEUT;SG
kullanımı	použitie	kullanım	použitie	N;NOM;SG;3	N;NOM;NEUT;SG
belli	určitých	belli	určitý	ADJ	ADJ;GEN;MASC;PL
belli	určité	belli	určitý	ADJ	ADJ;NOM;NEUT;SG
belli	očividné	belli	očividný	ADJ	ADJ;NOM;NEUT;SG
belli	samozrejmé	belli	samozrejmý	ADJ	ADJ;NOM;NEUT;SG
belli	zjavné	belli	zjavný	ADJ	ADJ;NOM;NEUT;SG
belli	zrejmé	belli	zrejmý	ADJ	ADJ;NOM;NEUT;SG
öldü	umrel	öl	umrieť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
öldü	zomrel	öl	zomrieť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
öldü	zomrela	öl	zomrieť	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
hızlı	rýchlejší	hızlı	rýchly	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
hızlı	rýchlejšia	hızlı	rýchly	ADJ	ADJ;NOM;CMPR;FEM;SG
hızlı	rýchle	hızlı	rýchly	ADJ	ADJ;NOM;NEUT;SG
hızlı	rýchly	hızlı	rýchly	ADJ	ADJ;ANIM;NOM;MASC;SG
hızlı	rýchla	hızlı	rýchly	ADJ	ADJ;NOM;FEM;SG
hızlı	rýchle	hızlı	rýchly	ADJ	ADJ;NOM;NEUT;SG
hızlı	rýchly	hızlı	rýchly	ADJ	ADJ;ANIM;NOM;MASC;SG
hızlı	rýchla	hızlı	rýchly	ADJ	ADJ;NOM;FEM;SG
kiralık	prenájom	kiralık	prenáj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kiralık	prenájom	kiralık	prenáj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kiralık	nájom	kiralık	náj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
madalya	medaila	madalya	medail	N;NOM;SG;3	N;NOM;FEM;SG
madalya	medaila	madalya	medail	N;NOM;SG;3	N;NOM;FEM;SG
azerbaycan	azerbajdžan	azerbaycan	azerbajdžan	N;NOM;SG;3	N;INAN;NOM;MASC;SG
milletvekili	kongresman	milletvekili	kongresman	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sayfası	strana	sayfa	strana	N;NOM;SG;3	N;NOM;FEM;SG
sayfası	stránka	sayfa	stránka	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	úprava	değişiklik	úprava	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	zmena	değişiklik	zmena	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	modifikácia	değişiklik	modifikácia	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	zmena	değişiklik	zmena	N;NOM;SG;3	N;NOM;FEM;SG
beşiktaş	beşiktaş	beşiktaş	bejikta	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
maddeler	látky	madde	látka	N;NOM;PL;3	N;NOM;FEM;PL
kulübü	klub	kulüb	klub	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanımlar	vymedzenia	tanım	vymedzenie	N;NOM;PL;3	N;NOM;NEUT;PL
tanımlar	definície	tanım	definícia	N;NOM;PL;3	N;NOM;FEM;PL
fark	oznam	fark	oznam	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fark	oznámenie	fark	oznámenie	N;NOM;SG;3	N;NOM;NEUT;SG
fark	uvedomenie	fark	uvedomenie	N;NOM;SG;3	N;NOM;NEUT;SG
fark	realizácia	fark	realizácia	N;NOM;SG;3	N;NOM;FEM;SG
fark	rozdiel	fark	rozdiel	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilçesi	obvod	ilçe	obvod	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilçesi	okrsok	ilçe	okrsok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yalnızca	jedine	yalnızca	jedine	ADV	ADV
kendini	seba	kendi	seba	PRO;ACC;SG;3;REFL	PRO;ACC;SG;REFL
baş	hlavička	baş	hlavička	N;NOM;SG;3	N;NOM;FEM;SG
baş	hlava	baş	hlava	N;NOM;SG;3	N;NOM;FEM;SG
yaşam	život	yaşam	život	N;NOM;SG;3	N;INAN;NOM;MASC;SG
isim	názov	isim	názov	N;NOM;SG;3	N;INAN;NOM;MASC;SG
isim	meno	isim	meno	N;NOM;SG;3	N;NOM;NEUT;SG
gece	noc	gece	noc	N;NOM;SG;3	N;NOM;FEM;SG
emin	presvedčený	emin	presvedčený	ADJ	ADJ;ANIM;NOM;MASC;SG
bilgiler	informácie	bilgi	informácia	N;NOM;PL;3	N;NOM;FEM;PL
bilgiler	informácie	bilgi	informácia	N;NOM;PL;3	N;NOM;FEM;PL
site	web	sit	web	N;NOM;SG;3	N;INAN;NOM;MASC;SG
site	webe	sit	wiaba	N;NOM;SG;3	N;INAN;NOM;MASC;SG
site	stránka	sit	stránka	N;NOM;SG;3	N;NOM;FEM;SG
site	lokalita	sit	lokalita	N;NOM;SG;3	N;NOM;FEM;SG
site	mieste	sit	miesto	N;NOM;SG;3	N;NOM;NEUT;SG
site	miesto	sit	miesto	N;NOM;SG;3	N;NOM;NEUT;SG
site	plocha	sit	plocha	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	trieda	sınıf	trieda	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	postupnosť	dizi	postupnosť	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	sekvencia	dizi	sekvencia	N;NOM;SG;3	N;NOM;FEM;SG
yapıldı	urobil	yap	urobiť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
park	park	park	park	N;NOM;SG;3	N;INAN;NOM;MASC;SG
park	parkovisko	park	parkovisko	N;NOM;SG;3	N;NOM;NEUT;SG
park	parkovanie	park	parkovanie	N;NOM;SG;3	N;NOM;NEUT;SG
siyasetçi	politik	siyasetçi	politik	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
edebiyat	literatúra	edebiyat	literatúra	N;NOM;SG;3	N;NOM;FEM;SG
haber	spravodajstvo	haber	spravodajstvo	N;NOM;SG;3	N;NOM;NEUT;SG
haber	novinka	haber	novinka	N;NOM;SG;3	N;NOM;FEM;SG
annesi	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
annesi	matka	anne	matka	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	hospodárenie	yönetim	hospodárenie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	riadenie	yönetim	riadenie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	vedenie	yönetim	vedenie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	manažment	yönetim	manažment	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yönetimi	spravovanie	yönetim	spravovanie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	podanie	yönetim	podanie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	podaní	yönetim	podanie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	administratíva	yönetim	administratív	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	podávanie	yönetim	podávanie	N;NOM;SG;3	N;NOM;NEUT;SG
yönetimi	správa	yönetim	správa	N;NOM;SG;3	N;NOM;FEM;SG
bulundu	našiel	bulun	nájsť	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bulundu	našlo	bulun	nájsť	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;POS;PST;V.PTCP
sağ	sprava	sağ	sprava		
bazen	niekedy	bazen	niekedy	ADV	ADV
bazen	občas	bazen	občas	ADV	ADV
doğum	narodenie	doğum	narodenie	N;NOM;SG;3	N;NOM;NEUT;SG
doğum	pôrod	doğum	pôrod	N;NOM;SG;3	N;INAN;NOM;MASC;SG
doğum	materstvo	doğum	materstvo	N;NOM;SG;3	N;NOM;NEUT;SG
doğum	pôrodníctvo	doğum	pôrodníctvo	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	ochranka	güvenlik	ochranka	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	bezpečnosť	güvenlik	bezpečnosť	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	zabezpečenie	güvenlik	zabezpečenie	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	bezpečie	güvenlik	bezpečie	N;NOM;SG;3	N;NOM;NEUT;SG
güvenlik	bezpečnosť	güvenlik	bezpečnosť	N;NOM;SG;3	N;NOM;FEM;SG
başkenti	kapitál	başkent	kapitál	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hala	stále	hala	stále	ADV	ADV
derneği	asociácia	dernek	asociácia	N;NOM;SG;3	N;NOM;FEM;SG
derneği	združenie	dernek	združenie	N;NOM;SG;3	N;NOM;NEUT;SG
enstitüsü	inštitút	enstitü	inštitút	N;NOM;SG;3	N;INAN;NOM;MASC;SG
enstitüsü	ústav	enstitü	ústav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğretim	pokyn	öğretim	pokyn	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğretim	vyučovanie	öğretim	vyučovanie	N;NOM;SG;3	N;NOM;NEUT;SG
öğretim	fakulta	öğretim	fakult	N;NOM;SG;3	N;NOM;FEM;SG
öğretim	výučba	öğretim	výučba	N;NOM;SG;3	N;NOM;FEM;SG
öğretim	učenie	öğretim	učenie	N;NOM;SG;3	N;NOM;NEUT;SG
öğretim	vyučovanie	öğretim	vyučovanie	N;NOM;SG;3	N;NOM;NEUT;SG
dikkat	pozornosť	dikkat	pozornosť	N;NOM;SG;3	N;NOM;FEM;SG
bilimsel	vedecký	bilimsel	vedecký	ADJ	ADJ;INAN;NOM;MASC;SG
