visaugstākā	最高	augsta	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
radošā	創作	radīt	創作	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS	V
radošā	創造	radīt	創造	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS	V
pacelt	提升	pacelt	提升	V;POS;NFIN	V
pacelt	加註	pacelt	加註	V;POS;NFIN	V
deviņiem	九	deviņi	九	NUM;DAT;MASC;PL	NUM
bmx	越野賽	bmx	越野賽	N	N
noteikšanas	檢測	noteikšana	檢測	N;NOM;FEM;PL	N
aizstāts	取代	aizstāt	取代	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pazūd	消失	pazust	消失	V;FH;IND;3;POS;PRS;FIN;ACT	V
katastrofa	災害	katastrofa	災害	N;NOM;FEM;SG	N
katastrofa	災難	katastrofa	災難	N;NOM;FEM;SG	N
katastrofa	災難	katastrofa	災難	N;NOM;FEM;SG	N
prātu	頭腦	prāts	頭腦	N;ACC;MASC;SG	N
prātu	心靈	prāts	心靈	N;ACC;MASC;SG	N
mēģināt	嘗試	mēģināt	嘗試	V;POS;NFIN	V
mēģināt	試試	mēģināt	試試	V;POS;NFIN	V
nano	納米	nano	納米	N	N
skatās	觀看	skatīties	觀看	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
aparāti	儀器	aparāts	儀器	N;NOM;MASC;PL	N
aparāti	器械	aparāts	器械	N;NOM;MASC;PL	N
pacēluma	海拔	pacēlums	海拔	N;GEN;MASC;SG	N
zemāko	最低	zema	最低	ADJ;ACC;CMPR;MASC;SG	ADJ
radara	雷達	radarīt	雷達	N;GEN;MASC;SG	N
pasažieriem	乘客	pasažieris	乘客	N;DAT;MASC;PL	N
pasažieriem	旅客	pasažieris	旅客	N;DAT;MASC;PL	N
egles	雲杉	egle	雲杉	N;NOM;FEM;PL	N
budisms	佛教	budisms	佛教	N;NOM;MASC;SG	N
garnizons	駐軍	garnizons	駐軍	N;NOM;MASC;SG	N
urāns	鈾	urāns	鈾	N;NOM;MASC;SG	N
urāns	天王	urāns	天王	N;NOM;MASC;SG	N
fani	粉絲	fans	粉絲	N;NOM;MASC;PL	N
uzstādītas	安裝	uzstādīt	安裝	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
miesas	血肉	miesa	血肉	N;NOM;FEM;PL	N
miesas	肉體	miesa	肉體	N;NOM;FEM;PL	N
cietums	監獄	cietums	監獄	N;NOM;MASC;SG	N
automobiļi	車	automobilis	車	N;NOM;MASC;PL	N
automobiļi	汽車	automobilis	汽車	N;NOM;MASC;PL	N
gredzeni	環	gredzene	環	N;NOM;MASC;PL	N
gredzeni	戒指	gredzene	戒指	N;NOM;MASC;PL	N
sēdvietas	席位	sēdvieta	席位	N;NOM;FEM;PL	N
sēdvietas	座位	sēdvieta	座位	N;NOM;FEM;PL	N
tumsa	黑暗	tumsa	黑暗	N;NOM;FEM;SG	N
žurnāli	雜誌	žurnāls	雜誌	N;NOM;MASC;PL	N
žurnāli	期刊	žurnāls	期刊	N;NOM;MASC;PL	N
žurnāli	原木	žurnāls	原木	N;NOM;MASC;PL	N
nostiprināt	加強	nostiprināt	加強	V;POS;NFIN	V
audos	組織	auds	組織	N;ESS;MASC;PL	N
audos	紙巾	auds	紙巾	N;ESS;MASC;PL	N
džudo	柔道	džudo	柔道	N	N
maksā	付費	maksāt	付費	V;FH;IND;3;POS;PRS;FIN;ACT	V
maksā	付款	maksāt	付款	V;FH;IND;3;POS;PRS;FIN;ACT	V
maksā	支付	maksāt	支付	V;FH;IND;3;POS;PRS;FIN;ACT	V
maksā	付費	maksāt	付費	V;FH;IND;3;POS;PRS;FIN;ACT	V
virtuve	料理	virtuve	料理	N;NOM;FEM;SG	N
virtuve	美食	virtuve	美食	N;NOM;FEM;SG	N
virtuve	菜	virtuve	菜	N;NOM;FEM;SG	N
virtuve	廚房	virtuve	廚房	N;NOM;FEM;SG	N
pleciem	肩	plecs	肩	N;DAT;MASC;PL	N
pleciem	肩膀	plecs	肩膀	N;DAT;MASC;PL	N
mīklas	麵團	mīkla	麵團	N;NOM;FEM;PL	N
mīklas	糕點	mīkla	糕點	N;NOM;FEM;PL	N
rokasgrāmata	手冊	rokasgrāmata	手冊	N;NOM;FEM;SG	N
rokasgrāmata	手冊	rokasgrāmata	手冊	N;NOM;FEM;SG	N
rokasgrāmata	指南	rokasgrāmata	指南	N;NOM;FEM;SG	N
rokasgrāmata	指引	rokasgrāmata	指引	N;NOM;FEM;SG	N
rokasgrāmata	嚮導	rokasgrāmata	嚮導	N;NOM;FEM;SG	N
aprīkojums	裝備	aprīkojums	裝備	N;NOM;MASC;SG	N
patēriņš	消費	patēriņš	消費	N;NOM;MASC;SG	N
šķīdums	溶液	šķīdums	溶液	N;NOM;MASC;SG	N
laukus	田間	lauks	田間	N;ACC;MASC;PL	N
laukus	田地	lauks	田地	N;ACC;MASC;PL	N
laukus	欄位	lauks	欄位	N;ACC;MASC;PL	N
laukus	田野	lauks	田野	N;ACC;MASC;PL	N
sastāvi	編隊	sastāve	編隊	N;NOM;MASC;PL	N
izšķirtspēja	決議	izšķirtīpēja	決議	N;NOM;FEM;SG	N
minimālais	最少	minimāls	最少	ADJ;NOM;MASC;SG	ADJ
minimālais	最小	minimāls	最小	ADJ;NOM;MASC;SG	ADJ
šaurs	狹窄	šaurs	狹窄	ADJ;NOM;MASC;SG	ADJ
patiesību	真理	patiesība	真理	N;ACC;FEM;SG	N
patiesību	事實	patiesība	事實	N;ACC;FEM;SG	N
patiesību	真相	patiesība	真相	N;ACC;FEM;SG	N
strēlnieks	人	strēlnieks	人	N;NOM;MASC;SG	N
apmeklētāju	訪客	apmeklētājs	訪客	N;ACC;MASC;SG	N
kausi	水桶	kausis	水桶	N;NOM;MASC;PL	N
kausi	獎	kausis	獎	N;NOM;MASC;PL	N
kausi	獎杯	kausis	獎杯	N;NOM;MASC;PL	N
mednieks	獵人	mednieks	獵人	N;NOM;MASC;SG	N
priekšlikumu	動議	priekšlikums	動議	N;ACC;MASC;SG	N
priekšlikumu	運動	priekšlikums	運動	N;ACC;MASC;SG	N
loga	窗戶	logs	窗戶	N;GEN;MASC;SG	N
loga	窗	logs	窗	N;GEN;MASC;SG	N
nodarbības	類別	nodarbība	類別	N;NOM;FEM;PL	N
nodarbības	班級	nodarbība	班級	N;NOM;FEM;PL	N
palielināta	增加	palielināt	增加	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
palielināta	擴充	palielināt	擴充	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
mēris	鼠疫	mēris	鼠疫	N;NOM;MASC;SG	N
mēris	瘟疫	mēris	瘟疫	N;NOM;MASC;SG	N
smaguma	地心	smagums	地心	N;GEN;MASC;SG	N
smaguma	引力	smagums	引力	N;GEN;MASC;SG	N
smaguma	重力	smagums	重力	N;GEN;MASC;SG	N
statūti	章程	statūti	章程	N;NOM;MASC;PL	N
statūti	法規	statūti	法規	N;NOM;MASC;PL	N
statūti	規約	statūti	規約	N;NOM;MASC;PL	N
aita	羊	aita	羊	N;NOM;FEM;SG	N
aita	綿羊	aita	綿羊	N;NOM;FEM;SG	N
joma	網域	joma	網域	N;NOM;FEM;SG	N
joma	域	joma	域	N;NOM;FEM;SG	N
faili	文件	faile	文件	N;NOM;MASC;PL	N
faili	檔案	faile	檔案	N;NOM;MASC;PL	N
atjaunotas	翻修	atjaunot	翻修	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
simbolus	符號	simbols	符號	N;ACC;MASC;PL	N
nodarbināti	受雇	nodarbināt	受雇	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
tonis	色調	tonis	色調	N;NOM;MASC;SG	N
tonis	音調	tonis	音調	N;NOM;MASC;SG	N
tonis	色調	tonis	色調	N;NOM;MASC;SG	N
tonis	音	tonis	音	N;NOM;MASC;SG	N
tonis	基調	tonis	基調	N;NOM;MASC;SG	N
tonis	語氣	tonis	語氣	N;NOM;MASC;SG	N
šaušana	射擊	šaušana	射擊	N;NOM;FEM;SG	N
šaušana	槍擊	šaušana	槍擊	N;NOM;FEM;SG	N
ticībā	信仰	ticība	信仰	N;ESS;FEM;SG	N
ticībā	信心	ticība	信心	N;ESS;FEM;SG	N
ticībā	信念	ticība	信念	N;ESS;FEM;SG	N
sinagoga	會堂	sinagogs	會堂	N;NOM;FEM;SG	N
strīdus	爭端	strīds	爭端	N;ACC;MASC;PL	N
strīdus	糾紛	strīds	糾紛	N;ACC;MASC;PL	N
strīdus	爭議	strīds	爭議	N;ACC;MASC;PL	N
braucējiem	騎手	braucējs	騎手	N;DAT;MASC;PL	N
apstrādāt	處理	apstrādāt	處理	V;POS;NFIN	V
diagramma	圖表	diagramma	圖表	N;NOM;FEM;SG	N
diagramma	圖	diagramma	圖	N;NOM;FEM;SG	N
diagramma	圖表	diagramma	圖表	N;NOM;FEM;SG	N
diagramma	圖	diagramma	圖	N;NOM;FEM;SG	N
jūdzes	英里	jūdze	英里	N;NOM;FEM;PL	N
istaba	房間	istaba	房間	N;NOM;FEM;SG	N
istaba	房	istaba	房	N;NOM;FEM;SG	N
pogu	按鍵	pogs	按鍵	N;ACC;FEM;SG	N
prāts	頭腦	prāts	頭腦	N;NOM;MASC;SG	N
prāts	心靈	prāts	心靈	N;NOM;MASC;SG	N
aizsargi	衛兵	aizsargs	衛兵	N;NOM;MASC;PL	N
lāčiem	熊	lāčiem	熊	N;DAT;MASC;PL	N
dalījums	分裂	dalījums	分裂	N;NOM;MASC;SG	N
šauras	狹窄	šaura	狹窄	ADJ;NOM;FEM;PL	ADJ
motociklu	摩托	motocikls	摩托	N;ACC;MASC;SG	N
motociklu	摩托	motocikls	摩托	N;ACC;MASC;SG	N
motociklu	摩托	motocikls	摩托	N;ACC;MASC;SG	N
motociklu	機車	motocikls	機車	N;ACC;MASC;SG	N
dzimteni	故鄉	dzimtene	故鄉	N;ACC;FEM;SG	N
dzimteni	家園	dzimtene	家園	N;ACC;FEM;SG	N
dzimteni	祖國	dzimtene	祖國	N;ACC;FEM;SG	N
dzimteni	國土	dzimtene	國土	N;ACC;FEM;SG	N
sola	允諾	solīt	允諾	V;FH;IND;3;POS;PRS;FIN;ACT	V
sola	許諾	solīt	許諾	V;FH;IND;3;POS;PRS;FIN;ACT	V
sniegu	下雪	sniegs	下雪	N;ACC;MASC;SG	N
plātne	板	plātne	板	N;NOM;FEM;SG	N
lekciju	講課	lekcija	講課	N;ACC;FEM;SG	N
lekciju	演講	lekcija	演講	N;ACC;FEM;SG	N
reiss	航程	reiss	航程	N;NOM;MASC;SG	N
aids	愛滋	aids	愛滋	N	N
biezas	厚厚	bieza	厚厚	ADJ;NOM;FEM;PL	ADJ
kārtis	紙牌	kārts	紙牌	N;NOM;FEM;PL	N
kārtis	卡片	kārts	卡片	N;NOM;FEM;PL	N
kārtis	牌	kārts	牌	N;NOM;FEM;PL	N
spogulis	鏡	spogulis	鏡	N;NOM;MASC;SG	N
spogulis	鏡子	spogulis	鏡子	N;NOM;MASC;SG	N
plate	板	plate	板	N;NOM;FEM;SG	N
taisnības	義	taisnība	義	N;NOM;FEM;PL	N
taisnības	正義	taisnība	正義	N;NOM;FEM;PL	N
peugeot	標緻	peugeot	標緻	N	N
advokāta	律師	advokāta	律師	N;NOM;MASC;SG	N
skābēm	酸	skābe	酸	N;DAT;FEM;PL	N
kastes	方	kaste	方	N;NOM;FEM;PL	N
dzērve	吊車	dzērve	吊車	N;NOM;FEM;SG	N
būvēti	建	būvēt	建	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
maize	麵	maize	麵	N;NOM;FEM;SG	N
atraitne	遺孀	atraitne	遺孀	N;NOM;FEM;SG	N
atraitne	寡婦	atraitne	寡婦	N;NOM;FEM;SG	N
portretus	肖像	portresis	肖像	N;ACC;MASC;PL	N
portretus	畫像	portresis	畫像	N;ACC;MASC;PL	N
portretus	肖像	portresis	肖像	N;ACC;MASC;PL	N
demokrāti	民主	demokrāts	民主	N;NOM;MASC;PL	N
pārcelti	感動	pārcelt	感動	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
atļauja	授權	atļauja	授權	N;NOM;FEM;SG	N
atļauja	授權	atļauja	授權	N;NOM;FEM;SG	N
apkopojums	彙總	apkopojums	彙總	N;NOM;MASC;SG	N
stafetes	警棍	stafete	警棍	N;NOM;FEM;PL	N
klienti	客戶	klients	客戶	N;NOM;MASC;PL	N
klienti	顧客	klients	顧客	N;NOM;MASC;PL	N
klienti	客戶	klients	客戶	N;NOM;MASC;PL	N
klienti	客戶	klients	客戶	N;NOM;MASC;PL	N
politiķiem	政界	politiķis	政界	N;DAT;MASC;PL	N
politiķiem	政客	politiķis	政客	N;DAT;MASC;PL	N
politiķiem	政治	politiķis	政治	N;DAT;MASC;PL	N
cipariem	位	cipars	位	N;DAT;MASC;PL	N
cipariem	數值	cipars	數值	N;DAT;MASC;PL	N
tvertnes	容器	tvertne	容器	N;NOM;FEM;PL	N
tvertnes	貨櫃	tvertne	貨櫃	N;NOM;FEM;PL	N
tvertnes	坦克	tvertne	坦克	N;NOM;FEM;PL	N
šķērsot	跨	šķērsot	跨	V;POS;NFIN	V
šķērsot	穿越	šķērsot	穿越	V;POS;NFIN	V
priekšpusē	前面	priekšpuse	前面	N;ESS;FEM;SG	N
priekšpusē	陣線	priekšpuse	陣線	N;ESS;FEM;SG	N
jūrniecības	海事	jūrniecība	海事	N;NOM;FEM;PL	N
uzlabota	改進	uzlabot	改進	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
uzlabota	改善	uzlabot	改善	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
uzlabota	改良	uzlabot	改良	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
vēstniecība	大使	vēstniecība	大使	N;NOM;FEM;SG	N
vēstniecība	使館	vēstniecība	使館	N;NOM;FEM;SG	N
komplekts	集	komplekts	集	N;NOM;MASC;SG	N
kolektīvs	集體	kolektīvs	集體	N;NOM;MASC;SG	N
centieni	努力	centieni	努力	N;NOM;MASC;PL	N
sajaukt	洗牌	sajaukt	洗牌	V;POS;NFIN	V
sajaukt	困惑	sajaukt	困惑	V;POS;NFIN	V
eksperti	專家	eksperts	專家	N;NOM;MASC;PL	N
pakļauties	服從	pakļauties	服從	V;POS;REFL;NFIN	V
autonoma	自主	autonoms	自主	N;NOM;FEM;SG	N
pieauguma	增量	pieaugums	增量	N;GEN;MASC;SG	N
aviācija	航空	aviācija	航空	N;NOM;FEM;SG	N
slodzes	負載	slodze	負載	N;NOM;FEM;PL	N
slodzes	負載	slodze	負載	N;NOM;FEM;PL	N
sāļums	鹽度	sāļums	鹽度	N;NOM;MASC;SG	N
summas	金額	summa	金額	N;NOM;FEM;PL	N
summas	款額	summa	款額	N;NOM;FEM;PL	N
summas	數額	summa	數額	N;NOM;FEM;PL	N
summas	金額	summa	金額	N;NOM;FEM;PL	N
saskarne	介面	saskarne	介面	N;NOM;FEM;SG	N
fermas	農場	ferma	農場	N;NOM;FEM;PL	N
fermas	農莊	ferma	農莊	N;NOM;FEM;PL	N
privāta	私人	privāts	私人	ADJ;NOM;FEM;SG	ADJ
viesnīcā	飯店	viesnīca	飯店	N;ESS;FEM;SG	N
viesnīcā	酒店	viesnīca	酒店	N;ESS;FEM;SG	N
viesnīcā	賓館	viesnīca	賓館	N;ESS;FEM;SG	N
viesnīcā	旅館	viesnīca	旅館	N;ESS;FEM;SG	N
vēstniecības	大使	vēstniecība	大使	N;NOM;FEM;PL	N
vēstniecības	使館	vēstniecība	使館	N;NOM;FEM;PL	N
vēstniecības	大使	vēstniecība	大使	N;NOM;FEM;PL	N
vēstniecības	使館	vēstniecība	使館	N;NOM;FEM;PL	N
lūpas	嘴	lūpa	嘴	N;NOM;FEM;PL	N
lūpas	唇	lūpa	唇	N;NOM;FEM;PL	N
lūpas	嘴	lūpa	嘴	N;NOM;FEM;PL	N
lūpas	唇	lūpa	唇	N;NOM;FEM;PL	N
vektoru	載體	vektors	載體	N;ACC;MASC;SG	N
vektoru	向量	vektors	向量	N;ACC;MASC;SG	N
nāsis	鼻孔	nāst	鼻孔	N;NOM;FEM;PL	N
tīģeri	虎	tīģeris	虎	N;ACC;MASC;SG	N
prezidijs	主席	prezidijs	主席	N;NOM;MASC;SG	N
pasažierus	乘客	pasažieris	乘客	N;ACC;MASC;PL	N
pasažierus	旅客	pasažieris	旅客	N;ACC;MASC;PL	N
noņemt	刪除	noņemt	刪除	V;POS;NFIN	V
noņemt	移除	noņemt	移除	V;POS;NFIN	V
taktiku	戰術	taktika	戰術	N;ACC;FEM;SG	N
taktiku	策略	taktika	策略	N;ACC;FEM;SG	N
plaukstas	棕櫚	plauksta	棕櫚	N;NOM;FEM;PL	N
plaukstas	手心	plauksta	手心	N;NOM;FEM;PL	N
plaukstas	棕櫚	plauksta	棕櫚	N;NOM;FEM;PL	N
plaukstas	手掌	plauksta	手掌	N;NOM;FEM;PL	N
zemnieks	農民	zemnieks	農民	N;NOM;MASC;SG	N
zemnieks	農夫	zemnieks	農夫	N;NOM;MASC;SG	N
portretu	畫像	portrets	畫像	N;ACC;MASC;SG	N
portretu	肖像	portrets	肖像	N;ACC;MASC;SG	N
direktori	董事	direktors	董事	N;NOM;MASC;PL	N
vērtēts	評分	vērtēt	評分	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
produkcija	產量	produkcija	產量	N;NOM;FEM;SG	N
produkcija	輸出	produkcija	輸出	N;NOM;FEM;SG	N
simfonijas	交響	simfonija	交響	N;NOM;FEM;PL	N
simfonijas	交響	simfonija	交響	N;NOM;FEM;PL	N
neitralitāti	中性	neitralitāte	中性	N;ACC;FEM;SG	N
neitralitāti	中立	neitralitāte	中立	N;ACC;FEM;SG	N
bagāti	豐富	bagāts	豐富	ADJ;NOM;MASC;PL	ADJ
stafete	中	stafete	中	N;NOM;FEM;SG	N
stafete	接力	stafete	接力	N;NOM;FEM;SG	N
kolonnu	柱	kolonna	柱	N;ACC;FEM;SG	N
kolonnu	專欄	kolonna	專欄	N;ACC;FEM;SG	N
kolonnu	欄	kolonna	欄	N;ACC;FEM;SG	N
koncepcijas	概念	koncepcija	概念	N;NOM;FEM;PL	N
koncepcijas	理念	koncepcija	理念	N;NOM;FEM;PL	N
raganu	女巫	ragana	女巫	N;ACC;FEM;SG	N
raganu	魔女	ragana	魔女	N;ACC;FEM;SG	N
raganu	巫	ragana	巫	N;ACC;FEM;SG	N
atkarība	毒癮	atkarība	毒癮	N;NOM;FEM;SG	N
govis	奶牛	govs	奶牛	N;NOM;FEM;PL	N
izlaisti	省略	izlaist	省略	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
sveces	蠟燭	svece	蠟燭	N;NOM;FEM;PL	N
sveces	燭光	svece	燭光	N;NOM;FEM;PL	N
zemākais	最低	zems	最低	ADJ;NOM;CMPR;MASC;SG	ADJ
godā	榮譽	gods	榮譽	N;ESS;MASC;SG	N
komūnas	公社	komūna	公社	N;NOM;FEM;PL	N
komūnas	市鎮	komūna	市鎮	N;NOM;FEM;PL	N
lampa	燈	lampa	燈	N;ESS;FEM;SG	N
lampa	電燈	lampa	電燈	N;ESS;FEM;SG	N
noklusējuma	違約	noklusējums	違約	N;GEN;MASC;SG	N
ēnu	影	ēna	影	N;ACC;FEM;SG	N
ēnu	影子	ēna	影子	N;ACC;FEM;SG	N
ēnu	陰影	ēna	陰影	N;ACC;FEM;SG	N
ēnu	暗影	ēna	暗影	N;ACC;FEM;SG	N
pazemē	地下	pazeme	地下	N;ESS;FEM;SG	N
pazemē	地底	pazeme	地底	N;ESS;FEM;SG	N
sastādīts	草擬	sastādīt	草擬	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
betmens	蝙	betmens	蝙	N;NOM;MASC;SG	N
atļaut	允許	atļaut	允許	V;POS;NFIN	V
atļaut	許可	atļaut	許可	V;POS;NFIN	V
dzīvniekam	動物	dzīvnieks	動物	N;DAT;MASC;SG	N
logs	窗戶	logs	窗戶	N;NOM;MASC;SG	N
logs	窗	logs	窗	N;NOM;MASC;SG	N
kombinācija	組合	kombinācija	組合	N;NOM;FEM;SG	N
analogs	模擬	analogs	模擬	N;NOM;MASC;SG	N
analogs	類比	analogs	類比	N;NOM;MASC;SG	N
analogs	模擬	analogs	模擬	N;NOM;MASC;SG	N
viesnīcu	酒店	viesnīca	酒店	N;ACC;FEM;SG	N
viesnīcu	旅館	viesnīca	旅館	N;ACC;FEM;SG	N
sadalīšana	分裂	sadalīšana	分裂	N;NOM;FEM;SG	N
biļešu	售票	biļete	售票	N;GEN;FEM;PL	N
leader	領袖	leader	領袖	N;NOM;FEM;SG	N
vīruss	病毒	vīruss	病毒	N;NOM;MASC;SG	N
rietumi	西邊	rietumi	西邊	N;NOM;MASC;PL	N
rietumi	西	rietumi	西	N;NOM;MASC;PL	N
rietumi	西部	rietumi	西部	N;NOM;MASC;PL	N
apavu	鞋	apava	鞋	N;ACC;MASC;SG	N
apavu	鞋子	apava	鞋子	N;ACC;MASC;SG	N
bārija	鋇	bārija	鋇	N;NOM;FEM;SG	N
sargi	衛兵	sargs	衛兵	N;NOM;MASC;PL	N
skrien	跑步	skriet	跑步	V;FH;IND;3;POS;PRS;FIN;ACT	V
skrien	運行	skriet	運行	V;FH;IND;3;POS;PRS;FIN;ACT	V
kolektīvi	集體	kolektīvi	集體	N;NOM;MASC;PL	N
avārija	意外	avārija	意外	N;NOM;FEM;SG	N
avārija	事故	avārija	事故	N;NOM;FEM;SG	N
jūtu	感受	just	感受	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V
līdzenumi	平原	līdzenumi	平原	N;NOM;MASC;PL	N
krāteri	彈坑	krāteris	彈坑	N;NOM;MASC;PL	N
mierīgi	容易	mierīgi	容易	ADV	ADV
arestēti	被	arestēt	被	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PASS
pienākumi	義務	pienākums	義務	N;NOM;MASC;PL	N
pienākumi	責任	pienākums	責任	N;NOM;MASC;PL	N
pienākumi	職責	pienākums	職責	N;NOM;MASC;PL	N
astronomi	天文	astronoms	天文	N;NOM;MASC;PL	N
pārvaldīt	管理	pārvaldīt	管理	V;POS;NFIN	V
automašīnām	車	automašīna	車	N;DAT;FEM;PL	N
automašīnām	汽車	automašīna	汽車	N;DAT;FEM;PL	N
finanses	財務	finanses	財務	N;NOM;FEM;PL	N
finanses	財務	finanses	財務	N;NOM;FEM;PL	N
ēnas	影	ēna	影	N;NOM;FEM;PL	N
ēnas	影子	ēna	影子	N;NOM;FEM;PL	N
ēnas	陰影	ēna	陰影	N;NOM;FEM;PL	N
ēnas	影	ēna	影	N;NOM;FEM;PL	N
ēnas	影子	ēna	影子	N;NOM;FEM;PL	N
ēnas	陰影	ēna	陰影	N;NOM;FEM;PL	N
ēnas	暗影	ēna	暗影	N;NOM;FEM;PL	N
draudzība	友情	draudzība	友情	N;NOM;FEM;SG	N
draudzība	友誼	draudzība	友誼	N;NOM;FEM;SG	N
cietumu	監獄	cietums	監獄	N;ACC;MASC;SG	N
saskarnes	介面	saskarne	介面	N;NOM;FEM;PL	N
reālisms	現實	reālisms	現實	N;NOM;MASC;SG	N
peļņa	盈利	peļņa	盈利	N;NOM;FEM;SG	N
peļņa	營利	peļņa	營利	N;NOM;FEM;SG	N
peļņa	收益	peļņa	收益	N;NOM;FEM;SG	N
peļņa	收入	peļņa	收入	N;NOM;FEM;SG	N
karbonātu	碳酸	karbonāts	碳酸	N;ACC;MASC;SG	N
novērtējums	評比	novērtējums	評比	N;NOM;MASC;SG	N
novērtējums	估價	novērtējums	估價	N;NOM;MASC;SG	N
verdzība	奴隸	verdzība	奴隸	N;NOM;FEM;SG	N
verdzība	奴役	verdzība	奴役	N;NOM;FEM;SG	N
reisus	航程	reiss	航程	N;ACC;MASC;PL	N
pārraide	廣播	pārraide	廣播	N;NOM;FEM;SG	N
pārraide	傳輸	pārraide	傳輸	N;NOM;FEM;SG	N
litija	鋰	litija	鋰	N;NOM;FEM;SG	N
ģeologs	地質	ģeologs	地質	N;NOM;MASC;SG	N
vadošie	領先	vadošs	領先	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS	V
vadošie	領導	vadošs	領導	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS	V
posmus	階段	posms	階段	N;ACC;MASC;PL	N
uzlabots	升級	uzlabot	升級	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	改進	uzlabot	改進	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	改善	uzlabot	改善	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	改良	uzlabot	改良	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	強化	uzlabot	強化	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	加強	uzlabot	加強	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
uzlabots	增強	uzlabot	增強	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
istabā	房間	istaba	房間	N;ESS;FEM;SG	N
istabā	房	istaba	房	N;ESS;FEM;SG	N
ūdeņradis	氫氣	ūdeņradis	氫氣	N;NOM;MASC;SG	N
ūdeņradis	氫	ūdeņradis	氫	N;NOM;MASC;SG	N
atlase	甄選	atlase	甄選	N;NOM;FEM;SG	N
izpētīt	探索	izpētīt	探索	V;POS;NFIN	V
izpētīt	探索	izpētīt	探索	V;POS;NFIN	V
apstiprināti	確認	apstiprināt	確認	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
apstiprināti	核定	apstiprināt	核定	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
apstiprināti	核准	apstiprināt	核准	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
apstiprināti	批准	apstiprināt	批准	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
nocietinājumi	工事	nocietinājums	工事	N;NOM;MASC;PL	N
smaržas	芳香	smarža	芳香	N;NOM;FEM;PL	N
smaržas	香氣	smarža	香氣	N;NOM;FEM;PL	N
smaržas	芬芳	smarža	芬芳	N;NOM;FEM;PL	N
smaržas	香味	smarža	香味	N;NOM;FEM;PL	N
smaržas	香水	smarža	香水	N;NOM;FEM;PL	N
smaržas	香水	smarža	香水	N;NOM;FEM;PL	N
atbildība	責任	atbildība	責任	N;NOM;FEM;SG	N
atbildība	負債	atbildība	負債	N;NOM;FEM;SG	N
atbildība	責任	atbildība	責任	N;NOM;FEM;SG	N
atbildība	責任	atbildība	責任	N;NOM;FEM;SG	N
atbildība	問責	atbildība	問責	N;NOM;FEM;SG	N
skala	比例尺	skala	比例尺	N;NOM;FEM;SG	N
skala	規模	skala	規模	N;NOM;FEM;SG	N
riekstu	堅果	rieksta	堅果	N;ACC;MASC;SG	N
mugurkaula	脊椎	mugurkauls	脊椎	N;GEN;MASC;SG	N
mugurkaula	脊柱	mugurkauls	脊柱	N;GEN;MASC;SG	N
pagānu	異教	pagāns	異教	N;ACC;MASC;SG	N
pagānu	異教	pagāns	異教	N;ACC;MASC;SG	N
noslēpums	秘密	noslēpums	秘密	N;NOM;MASC;SG	N
pārzinis	館長	pārzinis	館長	N;NOM;MASC;SG	N
mušas	蒼蠅	muša	蒼蠅	N;NOM;FEM;PL	N
modelēšana	模特	modelēšana	模特	N;NOM;FEM;SG	N
konservatīvo	保守	konservatīva	保守	ADJ;ACC;MASC;SG	ADJ
konservatīvo	保守	konservatīva	保守	ADJ;ACC;MASC;SG	ADJ
