que	että	que	että	CONJ	CONJ
mètode	menetelmän	mètode	menetelmä	N;MASC;SG	N;GEN;SG
lletres	sanat	lletra	sana	N;FEM;PL	N;NOM;PL
actes	säädökset	acte	säädös	N;MASC;PL	N;NOM;PL
actes	tekoja	acte	teko	N;MASC;PL	N;PRT;PL
actes	teot	acte	teko	N;MASC;PL	N;NOM;PL
jugadors	toimijoiden	jugador	toimija	N;MASC;PL	N;GEN;PL
jugadors	pelaajien	jugador	pelaaja	N;MASC;PL	N;GEN;PL
jugadors	pelaajia	jugador	pelaaja	N;MASC;PL	N;PRT;PL
jugadors	pelaajat	jugador	pelaaja	N;MASC;PL	N;NOM;PL
quilòmetres	kilometrejä	quilòmetre	kilo#metri	N;MASC;PL	N;PRT;PL
missió	mission	missió	missio	N;FEM;SG	N;NOM;SG
missió	tehtävä	missió	tehtävä	N;FEM;SG	N;NOM;SG
missió	tehtävän	missió	tehtävä	N;FEM;SG	N;GEN;SG
concepte	käsite	concepte	käsite	N;MASC;SG	N;NOM;SG
concepte	konsepti	concepte	konsepti	N;MASC;SG	N;NOM;SG
rock	kallio	rock	kallio	N;MASC;SG	N;NOM;SG
rock	kivi	rock	kivi	N;MASC;SG	N;NOM;SG
setmana	viikon	setmana	viikko	N;FEM;SG	N;GEN;SG
setmana	viikolla	setmana	viikko	N;FEM;SG	N;AT+ESS
;SG
setmana	viikkoa	setmana	viikko	N;FEM;SG	N;PRT;SG
setmana	viikko	setmana	viikko	N;FEM;SG	N;NOM;SG
participació	osallistumista	participació	osallistuminen	N;FEM;SG	N;PRT;SG
participació	osallistumisen	participació	osallistuminen	N;FEM;SG	N;GEN;SG
participació	osallistuminen	participació	osallistuminen	N;FEM;SG	N;NOM;SG
segueix	seurata	seguir	seurata	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
futur	tuleva	futur	tulla	ADJ;MASC;SG	ADJ;NOM;SG
individual	yksilöllinen	individual	yksilöllinen	ADJ;SG	ADJ;NOM;SG
individual	yksittäinen	individual	yksittäinen	ADJ;SG	ADJ;NOM;SG
britànica	brittiläinen	britànic	brittiläinen	ADJ;FEM;SG	ADJ;NOM;SG
ciència	tieteen	ciència	tiede	N;FEM;SG	N;GEN;SG
ciència	tiede	ciència	tiede	N;FEM;SG	N;NOM;SG
ciència	tiedettä	ciència	tiede	N;FEM;SG	N;PRT;SG
filosofia	filosofiaa	filosofia	filosofia	N;FEM;SG	N;PRT;SG
filosofia	filosofian	filosofia	filosofia	N;FEM;SG	N;GEN;SG
filosofia	filosofia	filosofia	filosofi	N;FEM;SG	N;PRT;SG
bosc	metsää	bosc	metsä	N;MASC;SG	N;PRT;SG
bosc	metsään	bosc	metsä	N;MASC;SG	N;IN+ALL;SG
bosc	metsä	bosc	metsä	N;MASC;SG	N;NOM;SG
bosc	metsän	bosc	metsä	N;MASC;SG	N;GEN;SG
bosc	metsää	bosc	metsä	N;MASC;SG	N;PRT;SG
bosc	metsä	bosc	metsä	N;MASC;SG	N;NOM;SG
escena	kohtaus	escena	kohtaus	N;FEM;SG	N;NOM;SG
pressió	paine	pressió	paine	N;FEM;SG	N;NOM;SG
pressió	painetta	pressió	paine	N;FEM;SG	N;PRT;SG
pressió	paineen	pressió	paine	N;FEM;SG	N;GEN;SG
inicialment	aluksi	inicialment	aluksi	ADV	ADV
inicialment	alunperin	inicialment	alunperin	ADV	ADV
concentració	keskittyminen	concentració	keskittyminen	N;FEM;SG	N;NOM;SG
concentració	keskittymä	concentració	keskittymä	N;FEM;SG	N;NOM;SG
concentració	pitoisuus	concentració	pitoisuus	N;FEM;SG	N;NOM;SG
concentració	keskittäminen	concentració	keskittäminen	N;FEM;SG	N;NOM;SG
classes	kurssit	classe	kurssi	N;FEM;PL	N;NOM;PL
classes	tunnit	classe	tunti	N;FEM;PL	N;NOM;PL
classes	luokat	classe	luokka	N;FEM;PL	N;NOM;PL
sortida	tuotos	sortida	tuotos	N;FEM;SG	N;NOM;SG
sortida	poistuminen	sortida	poistuminen	N;FEM;SG	N;NOM;SG
sortida	uloskäynti	sortida	uloskäynti	N;FEM;SG	N;NOM;SG
colònia	kölnin	colònia	kölmä	N;FEM;SG	N;GEN;SG
colònia	kölnissä	colònia	köllä	N;FEM;SG	N;IN+ESS;SG
colònia	siirtokunta	colònia	siirto#kunta	N;FEM;SG	N;NOM;SG
por	pelko	por	pelko	N;FEM;SG	N;NOM;SG
ciclista	pyöräilijä	ciclista	pyöräilijä	N;SG	N;NOM;SG
fulles	lehtiä	fulla	lehti	N;FEM;PL	N;PRT;PL
fulles	lehdet	fulla	lehti	N;FEM;PL	N;NOM;PL
arquitecte	arkkitehti	arquitecte	arkkitehti	N;MASC;SG	N;NOM;SG
medieval	keskiaikainen	medieval	keski#aikainen	ADJ;SG	ADJ;NOM;SG
portal	portaalin	portal	portaali	N;MASC;SG	N;GEN;SG
portal	portaali	portal	portaali	N;MASC;SG	N;NOM;SG
portal	portti	portal	portti	N;MASC;SG	N;NOM;SG
recursos	varat	recurs	vara	N;MASC;PL	N;NOM;PL
recursos	voimavarat	recurs	voima#vara	N;MASC;PL	N;NOM;PL
recursos	resursseja	recurs	resurssi	N;MASC;PL	N;PRT;PL
recursos	resurssit	recurs	resurssi	N;MASC;PL	N;NOM;PL
creixement	kasvu	creixement	kasvu	N;MASC;SG	N;NOM;SG
creixement	kasvuun	creixement	kasvu	N;MASC;SG	N;IN+ALL;SG
creixement	kasvua	creixement	kasvu	N;MASC;SG	N;PRT;SG
establiment	toimipaikka	establiment	toimi#paikka	N;MASC;SG	N;NOM;SG
establiment	perustamista	establiment	perustaminen	N;MASC;SG	N;PRT;SG
establiment	perustaminen	establiment	perustaminen	N;MASC;SG	N;NOM;SG
conflicte	konflikti	conflicte	konflikti	N;MASC;SG	N;NOM;SG
conflicte	selkkaus	conflicte	selkkaus	N;MASC;SG	N;NOM;SG
conflicte	konfliktin	conflicte	konflikti	N;MASC;SG	N;GEN;SG
conflicte	ristiriita	conflicte	risti#riita	N;MASC;SG	N;NOM;SG
assemblea	edustajakokouksen	assemblea	edustaja#kokous	N;FEM;SG	N;GEN;SG
assemblea	kokoonpano	assemblea	kokoonpano	N;FEM;SG	N;NOM;SG
assemblea	kokoontuminen	assemblea	kokoontuminen	N;FEM;SG	N;NOM;SG
tribus	heimot	tribus	heimo	N;FEM;PL	N;NOM;PL
polítics	poliitikkoja	polític	poliitikko	N;MASC;PL	N;PRT;PL
polítics	poliitikot	polític	poliitikko	N;MASC;PL	N;NOM;PL
poesia	runoutta	poesia	runous	N;FEM;SG	N;PRT;SG
alfons	alfonso	alfó	alfonso	N;MASC;SG	N;NOM;SG
ràpidament	nopeasti	ràpidament	nopeasti	ADV	ADV
mil	tuhansia	mil	tuhat	NUM;PL	NUM;PRT;PL
conseqüència	seuraus	conseqüència	seuraus	N;FEM;SG	N;NOM;SG
regnat	valtakausi	regnar	valta#kausi	N;MASC;SG	N;NOM;SG
catòlica	katolinen	catòlic	kato#linen	ADJ;FEM;SG	ADJ;NOM;SG
àrees	alueilla	àrea	alue	N;FEM;PL	N;AT+ESS
;PL
àrees	alueet	àrea	alue	N;FEM;PL	N;NOM;PL
pares	vanhemmat	pare	vanhempi	N;MASC;PL	N;NOM;PL
pares	isät	pare	isä	N;MASC;PL	N;NOM;PL
naturals	luonnolliset	natural	luonnollinen	ADJ;PL	ADJ;NOM;PL
amic	ystävä	amic	ystävä	N;MASC;SG	N;NOM;SG
amic	kaveri	amic	kaveri	N;MASC;SG	N;NOM;SG
amic	kaverin	amic	kaveri	N;MASC;SG	N;GEN;SG
minuts	pöytäkirjat	minut	pöytä#kirja	N;MASC;PL	N;NOM;PL
minuts	minuutteja	minut	minuutti	N;MASC;PL	N;PRT;PL
cert	totta	cert	tosi	ADJ;MASC;SG	ADJ;PRT;SG
actiu	aktiivinen	actiu	aktiivinen	ADJ;MASC;SG	ADJ;NOM;SG
actiu	aktiivisena	actiu	aktiivinen	ADJ;MASC;SG	ADJ;FRML;SG
revolta	mellakka	revoltar	mellakka	N;FEM;SG	N;NOM;SG
medicina	lääkettä	medicina	lääke	N;FEM;SG	N;PRT;SG
medicina	lääketiede	medicina	lääke#tiede	N;FEM;SG	N;NOM;SG
medicina	lääke	medicina	lääke	N;FEM;SG	N;NOM;SG
taller	työpaja	taller	työ#paja	N;MASC;SG	N;NOM;SG
curs	kurssi	curs	kurssi	N;MASC;SG	N;NOM;SG
modern	moderni	modern	moderni	ADJ;MASC;SG	ADJ;NOM;SG
modern	modernia	modern	moderni	ADJ;MASC;SG	ADJ;PRT;SG
modern	nykyaikainen	modern	nykyaikainen	ADJ;MASC;SG	ADJ;NOM;SG
líder	leader	líder	leader	N;SG	N;NOM;SG
líder	johtaja	líder	johtaja	N;SG	N;NOM;SG
fundador	perustaja	fundador	perustaja	N;MASC;SG	N;NOM;SG
princesa	prinsessa	princesa	prinsessa	N;FEM;SG	N;NOM;SG
títols	osastot	títol	osasto	N;MASC;PL	N;NOM;PL
títols	otsikot	títol	otsikko	N;MASC;PL	N;NOM;PL
vermell	punainen	vermell	punainen	ADJ;MASC;SG	ADJ;NOM;SG
vermell	punaista	vermell	punainen	ADJ;MASC;SG	ADJ;PRT;SG
film	elokuva	film	elo#kuva	N;MASC;SG	N;NOM;SG
film	kalvo	film	kalvo	N;MASC;SG	N;NOM;SG
film	filmi	film	filmi	N;MASC;SG	N;NOM;SG
humà	inhimillinen	humà	inhimillinen	ADJ;MASC;SG	ADJ;NOM;SG
vaixells	veneet	vaixell	vene	N;MASC;PL	N;NOM;PL
vaixells	veneitä	vaixell	vene	N;MASC;PL	N;PRT;PL
vaixells	laivat	vaixell	laiva	N;MASC;PL	N;NOM;PL
vaixells	alukset	vaixell	alus	N;MASC;PL	N;NOM;PL
vaixells	aluksia	vaixell	alus	N;MASC;PL	N;PRT;PL
vaixells	laivat	vaixell	laiva	N;MASC;PL	N;NOM;PL
vaixells	laivoja	vaixell	laiva	N;MASC;PL	N;PRT;PL
coneguts	tutut	conegut	tuttu	ADJ;MASC;PL;V.PTCP	ADJ;NOM;PL
coneguts	tuttavat	conegut	tuttaa	ADJ;MASC;PL;V.PTCP	ADJ;NOM;PL
límit	raja	límit	raja	N;MASC;SG	N;NOM;SG
límit	rajoitus	límit	rajoitus	N;MASC;SG	N;NOM;SG
límit	rajaa	límit	raja	N;MASC;SG	N;PRT;SG
galeria	galleriassa	galeria	galleria	N;FEM;SG	N;IN+ESS;SG
galeria	gallerian	galeria	galleria	N;FEM;SG	N;GEN;SG
galeria	galleria	galeria	galleri	N;FEM;SG	N;PRT;SG
flors	kukat	flor	kuka	N;FEM;PL	N;NOM;PL
flors	kukkia	flor	kukka	N;FEM;PL	N;PRT;PL
acte	näytös	acte	näytös	N;MASC;SG	N;NOM;SG
acte	säädös	acte	säädös	N;MASC;SG	N;NOM;SG
acte	act	acte	act	N;MASC;SG	N;NOM;SG
producte	tuote	producte	tuote	N;MASC;SG	N;NOM;SG
producte	tuotteen	producte	tuote	N;MASC;SG	N;GEN;SG
producte	tuotetta	producte	tuote	N;MASC;SG	N;PRT;SG
coses	asioita	cosa	asia	N;FEM;PL	N;PRT;PL
coses	asiat	cosa	asia	N;FEM;PL	N;NOM;PL
coses	juttuja	cosa	juttu	N;FEM;PL	N;PRT;PL
coneixement	osaaminen	coneixement	osaaminen	N;MASC;SG	N;NOM;SG
coneixement	tieto	coneixement	tieto	N;MASC;SG	N;NOM;SG
coneixement	tietämys	coneixement	tietämys	N;MASC;SG	N;NOM;SG
coneixement	tietoa	coneixement	tieto	N;MASC;SG	N;PRT;SG
totalment	täysin	totalment	täysin	ADV	ADV
totalment	täysin	totalment	täysin	ADV	ADV
raó	järki	raó	järki	N;FEM;SG	N;NOM;SG
raó	syy	raó	syy	N;FEM;SG	N;NOM;SG
raó	syyn	raó	syy	N;FEM;SG	N;GEN;SG
estrella	tähti	estrella	tähti	N;FEM;SG	N;NOM;SG
estrella	tähteä	estrella	tähteä	N;FEM;SG	N;PRT;SG
estrella	tähden	estrella	tähti	N;FEM;SG	N;GEN;SG
germana	siskon	germana	sisko	N;FEM;SG	N;GEN;SG
germana	sisko	germana	sisko	N;FEM;SG	N;NOM;SG
moviments	liikkeet	moviment	liike	N;MASC;PL	N;NOM;PL
moviments	liikkeiden	moviment	liike	N;MASC;PL	N;GEN;PL
moviments	liikkeet	moviment	liike	N;MASC;PL	N;NOM;PL
boscos	metsät	bosc	metsä	N;MASC;PL	N;NOM;PL
boscos	metsien	bosc	metsä	N;MASC;PL	N;GEN;PL
comitè	komitea	comitè	komitea	N;MASC;SG	N;NOM;SG
comitè	valiokunta	comitè	valio#kunta	N;MASC;SG	N;NOM;SG
províncies	maakunnat	província	maa#kunta	N;FEM;PL	N;NOM;PL
finestres	ikkunat	finestra	ikkuna	N;FEM;PL	N;NOM;PL
pista	radan	pista	rata	N;FEM;SG	N;GEN;SG
pista	rataa	pista	rata	N;FEM;SG	N;PRT;SG
pista	raita	pista	raita	N;FEM;SG	N;NOM;SG
pista	rata	pista	rata	N;FEM;SG	N;NOM;SG
usuaris	käyttäjät	usuari	käyttäjä	N;MASC;PL	N;NOM;PL
usuaris	käyttäjien	usuari	käyttäjä	N;MASC;PL	N;GEN;PL
usuaris	käyttäjiä	usuari	käyttäjä	N;MASC;PL	N;PRT;PL
monument	monumentti	monument	monumentti	N;MASC;SG	N;NOM;SG
monument	muistomerkki	monument	muisto#merkki	N;MASC;SG	N;NOM;SG
futbolista	jalkapalloilija	futbolista	jalka#palloilija	N;SG	N;NOM;SG
reconeixement	arvostusta	reconeixement	arvostus	N;MASC;SG	N;PRT;SG
reconeixement	arvostus	reconeixement	arvostus	N;MASC;SG	N;NOM;SG
reconeixement	arvostuksen	reconeixement	arvostus	N;MASC;SG	N;GEN;SG
reconeixement	tunnustus	reconeixement	tunnustus	N;MASC;SG	N;NOM;SG
reconeixement	tunnustamista	reconeixement	tunnustaa	N;MASC;SG	N;PRT;SG
reconeixement	tunnustaminen	reconeixement	tunnustaminen	N;MASC;SG	N;NOM;SG
reconeixement	tunnustusta	reconeixement	tunnustus	N;MASC;SG	N;PRT;SG
tractament	hoito	tractament	hoito	N;MASC;SG	N;NOM;SG
tractament	hoitoa	tractament	hoito	N;MASC;SG	N;PRT;SG
tractament	hoidon	tractament	hoito	N;MASC;SG	N;GEN;SG
tractament	käsittely	tractament	käsittely	N;MASC;SG	N;NOM;SG
tractament	kohtelu	tractament	kohtelu	N;MASC;SG	N;NOM;SG
figures	lukuja	figura	luku	N;FEM;PL	N;PRT;PL
figures	luvut	figura	luku	N;FEM;PL	N;NOM;PL
smithsonian	smithsonian	smithsoniar	smithsonia	N;SG	N;GEN;SG
feina	työpaikka	feina	työ#paikka	N;FEM;SG	N;NOM;SG
feina	työ	feina	työ	N;FEM;SG	N;NOM;SG
feina	työtä	feina	työ	N;FEM;SG	N;PRT;SG
feina	työn	feina	työ	N;FEM;SG	N;GEN;SG
valors	arvot	valor	arvo	N;MASC;PL	N;NOM;PL
valors	arvoja	valor	arvo	N;MASC;PL	N;PRT;PL
religió	uskontoa	religió	uskonto	N;FEM;SG	N;PRT;SG
religió	uskonto	religió	uskonto	N;FEM;SG	N;NOM;SG
religió	uskonnon	religió	uskonto	N;FEM;SG	N;GEN;SG
continuació	jatkoa	continuació	jatko	N;FEM;SG	N;PRT;SG
continuació	jatkaminen	continuació	jatkaminen	N;FEM;SG	N;NOM;SG
continuació	jatko	continuació	jatko	N;FEM;SG	N;NOM;SG
enllaç	yhteys	enllaç	yhteys	N;MASC;SG	N;NOM;SG
enllaç	linkistä	enllaç	linki	N;MASC;SG	N;IN+ABL;SG
enllaç	linkkiä	enllaç	linkki	N;MASC;SG	N;PRT;SG
enllaç	linkin	enllaç	linkki	N;MASC;SG	N;GEN;SG
enllaç	linkki	enllaç	linkki	N;MASC;SG	N;NOM;SG
tasca	tehtävän	tasca	tehtävä	N;FEM;SG	N;GEN;SG
tasca	tehtävä	tasca	tehtävä	N;FEM;SG	N;NOM;SG
nacions	kansakuntien	nació	kansa#kunta	N;FEM;PL	N;GEN;PL
nacions	kansat	nació	kansa	N;FEM;PL	N;NOM;PL
nacions	kansakunnat	nació	kansa#kunta	N;FEM;PL	N;NOM;PL
nacions	kansakuntia	nació	kansa#kunta	N;FEM;PL	N;PRT;PL
documents	asiakirjojen	document	asia#kirja	N;MASC;PL	N;GEN;PL
documents	asiakirjoja	document	asia#kirja	N;MASC;PL	N;PRT;PL
documents	asiakirjat	document	asia#kirja	N;MASC;PL	N;NOM;PL
documents	dokumentit	document	dokumentti	N;MASC;PL	N;NOM;PL
policia	poliisi	policia	poliisi	N;SG	N;NOM;SG
oposició	vastustus	oposició	vastustus	N;FEM;SG	N;NOM;SG
oposició	opposition	oposició	oppositio	N;FEM;SG	N;GEN;SG
oposició	oppositio	oposició	oppositio	N;FEM;SG	N;NOM;SG
digital	digitaalisen	digital	digitaalinen	ADJ;SG	ADJ;GEN;SG
digital	digitaalinen	digital	digitaalinen	ADJ;SG	ADJ;NOM;SG
residència	kotipaikka	residència	koti#paikka	N;FEM;SG	N;NOM;SG
residència	residence	residència	residence	N;FEM;SG	N;NOM;SG
residència	asuinpaikka	residència	asuin#paikka	N;FEM;SG	N;NOM;SG
residència	oleskelu	residència	oleskelu	N;FEM;SG	N;NOM;SG
arquebisbe	arkkipiispa	arquebisbe	arkki#piispa	N;MASC;SG	N;NOM;SG
setge	piiritys	setge	piiritys	N;MASC;SG	N;NOM;SG
conquesta	valloitus	conquesta	valloitus	N;FEM;SG	N;NOM;SG
completament	kokonaan	completament	kokonaan	ADV	ADV
completament	täysin	completament	täysin	ADV	ADV
autònoma	autonominen	autònom	autonominen	ADJ;FEM;SG	ADJ;NOM;SG
autònoma	itsenäinen	autònom	itsenäinen	ADJ;FEM;SG	ADJ;NOM;SG
stadium	stadion	stadium	stadion	N;MASC;SG	N;NOM;SG
stadium	stadium	stadium	stadium	N;MASC;SG	N;NOM;SG
peça	radan	peça	rata	N;SG	N;GEN;SG
peça	rataa	peça	rata	N;SG	N;PRT;SG
peça	raita	peça	raita	N;SG	N;NOM;SG
peça	rata	peça	rata	N;SG	N;NOM;SG
llenguatge	kieli	llenguatge	kieli	N;MASC;SG	N;NOM;SG
tecnologia	teknologia	tecnologia	teknologi	N;FEM;SG	N;NOM;SG
tecnologia	teknologian	tecnologia	teknologia	N;FEM;SG	N;GEN;SG
tecnologia	tekniikka	tecnologia	tekniikka	N;FEM;SG	N;NOM;SG
propietats	kiinteistöt	propietat	kiinteistö	N;FEM;PL	N;NOM;PL
propietats	ominaisuudet	propietat	ominaisuus	N;FEM;PL	N;NOM;PL
entrenador	valmentaja	entrenador	valmentaja	N;MASC;SG	N;NOM;SG
projectes	projektit	projecte	projekti	N;MASC;PL	N;NOM;PL
projectes	hankkeet	projecte	hanke	N;MASC;PL	N;NOM;PL
projectes	hankkeiden	projecte	hanke	N;MASC;PL	N;GEN;PL
projectes	hankkeita	projecte	hanke	N;MASC;PL	N;PRT;PL
proposta	ehdotus	proposta	ehdotus	N;FEM;SG	N;NOM;SG
agricultura	maatalouden	agricultura	maa#talous	N;FEM;SG	N;GEN;SG
agricultura	maatalous	agricultura	maa#talous	N;FEM;SG	N;NOM;SG
pèrdua	tappio	pèrdua	tappio	N;FEM;SG	N;NOM;SG
pèrdua	menetys	pèrdua	menetys	N;FEM;SG	N;NOM;SG
extensió	laajentaminen	extensió	laajentaminen	N;FEM;SG	N;NOM;SG
extensió	pidentäminen	extensió	pidentäminen	N;FEM;SG	N;NOM;SG
extensió	laajennus	extensió	laajennus	N;FEM;SG	N;NOM;SG
extensió	laajentamisesta	extensió	laajentaminen	N;FEM;SG	N;IN+ABL;SG
varietat	lajikkeen	varietat	lajike	N;FEM;SG	N;GEN;SG
sang	veri	sang	veri	N;FEM;SG	N;NOM;SG
sang	verta	sang	veri	N;FEM;SG	N;PRT;SG
internet	internet	internet	internet	N;SG	N;NOM;SG
circuit	piiri	circuit	piiri	N;MASC;SG	N;NOM;SG
circuit	circuit	circuit	circuit	N;MASC;SG	N;NOM;SG
anàlisi	analyysi	anàlisi	analyysi	N;FEM;SG	N;NOM;SG
anàlisi	analysointi	anàlisi	analysointi	N;FEM;SG	N;NOM;SG
anàlisi	analyysin	anàlisi	analyysi	N;FEM;SG	N;GEN;SG
aspecte	näkökohta	aspecte	näkö#kohta	N;MASC;SG	N;NOM;SG
resposta	vastaus	resposta	vastaus	N;FEM;SG	N;NOM;SG
hàbitat	elinympäristön	hàbitat	elin#ympäristö	N;MASC;SG	N;GEN;SG
oficialment	virallisesti	oficialment	virallisesti	ADV	ADV
periodista	lehtimies	periodista	lehti#mies	N;SG	N;NOM;SG
periodista	toimittaja	periodista	toimittaja	N;SG	N;NOM;SG
periodista	journalisti	periodista	journalisti	N;SG	N;NOM;SG
festes	lomat	festa	loma	N;FEM;PL	N;NOM;PL
operació	toiminta	operació	toiminta	N;FEM;SG	N;NOM;SG
operació	toimenpide	operació	toimen#pide	N;FEM;SG	N;NOM;SG
operació	toiminto	operació	toiminto	N;FEM;SG	N;NOM;SG
operació	operaatio	operació	operaatio	N;FEM;SG	N;NOM;SG
fortalesa	linnake	fortalesa	linnake	N;FEM;SG	N;NOM;SG
fortalesa	linnoitus	fortalesa	linnoitus	N;FEM;SG	N;NOM;SG
internacionals	kansainväliset	internacional	kansain#välinen	ADJ;PL	ADJ;NOM;PL
roig	punainen	roig	punainen	ADJ;MASC;SG	ADJ;NOM;SG
roig	punaista	roig	punainen	ADJ;MASC;SG	ADJ;PRT;SG
millorar	parannetaan	millorar	parantaa	V;NFIN	V;IND;PRS;FIN;PASS
millorar	parannettava	millorar	parantaa	V;NFIN	V;NOM;SG;V.PTCP;PASS
millorar	paranna	millorar	parantaa	V;NFIN	V;IMP;SG;2;FIN;ACT
millorar	parantaa	millorar	parantaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
senyal	signaalin	senyal	signaali	N;MASC;SG	N;GEN;SG
senyal	signaali	senyal	signaali	N;MASC;SG	N;NOM;SG
difícil	vaikeaa	difícil	vaikea	ADJ;SG	ADJ;PRT;SG
difícil	vaikea	difícil	vaikea	ADJ;SG	ADJ;NOM;SG
difícil	hankala	difícil	hankala	ADJ;SG	ADJ;NOM;SG
difícil	hankalaa	difícil	hankala	ADJ;SG	ADJ;PRT;SG
versions	versiot	versió	versiot	N;FEM;PL	N;NOM;PL
versions	versioita	versió	versio	N;FEM;PL	N;PRT;PL
històrica	historiallista	històric	historiallinen	ADJ;FEM;SG	ADJ;PRT;SG
històrica	historiallinen	històric	historiallinen	ADJ;FEM;SG	ADJ;NOM;SG
metge	lääkärin	metge	lääkäri	N;MASC;SG	N;GEN;SG
metge	lääkäri	metge	lääkäri	N;MASC;SG	N;NOM;SG
metge	tohtori	metge	tohtori	N;MASC;SG	N;NOM;SG
metge	lääkäri	metge	lääkäri	N;MASC;SG	N;NOM;SG
cadena	naru	cadena	naru	N;FEM;SG	N;NOM;SG
cadena	narua	cadena	naru	N;FEM;SG	N;PRT;SG
cadena	string	cadena	string	N;FEM;SG	N;NOM;SG
cadena	ketjun	cadena	ketju	N;FEM;SG	N;GEN;SG
cadena	ketjussa	cadena	ketju	N;FEM;SG	N;IN+ESS;SG
cadena	ketju	cadena	ketju	N;FEM;SG	N;NOM;SG
aliança	liitto	aliança	liitto	N;FEM;SG	N;NOM;SG
aliança	allianssi	aliança	allianssi	N;FEM;SG	N;NOM;SG
models	malleja	model	malli	N;MASC;PL	N;PRT;PL
models	mallit	model	malli	N;MASC;PL	N;NOM;PL
vaixell	vene	vaixell	vene	N;MASC;SG	N;NOM;SG
vaixell	laiva	vaixell	laiva	N;MASC;SG	N;NOM;SG
vaixell	veneen	vaixell	vene	N;MASC;SG	N;GEN;SG
vaixell	venettä	vaixell	vene	N;MASC;SG	N;PRT;SG
historiador	historioitsija	historiador	historioitsija	N;MASC;SG	N;NOM;SG
junta	lauta	junta	lauta	N;FEM;SG	N;NOM;SG
junta	johtokunta	junta	johto#kunta	N;FEM;SG	N;NOM;SG
junta	laudan	junta	lauta	N;FEM;SG	N;GEN;SG
junta	johtokunnan	junta	johto#kunta	N;FEM;SG	N;GEN;SG
junta	juntta	junta	juntta	N;FEM;SG	N;NOM;SG
presó	vankila	presó	vankila	N;FEM;SG	N;NOM;SG
presó	vankilassa	presó	vankila	N;FEM;SG	N;IN+ESS;SG
operacions	operaatiot	operació	operaatio	N;FEM;PL	N;NOM;PL
operacions	toimien	operació	toimi	N;FEM;PL	N;GEN;PL
operacions	toiminnot	operació	toiminto	N;FEM;PL	N;NOM;PL
localitat	paikkakunnalla	localitat	paikka#kunta	N;FEM;SG	N;AT+ESS
;SG
celebrar	juhli	celebrar	juhlia	V;NFIN	V;IND;SG;2;PST;FIN;ACT
celebrar	juhlimaan	celebrar	juhlia	V;NFIN	V;IN+ALL;SG;NFIN;ACT
celebrar	juhlia	celebrar	juhlia	V;NFIN	V;SG;NFIN;ACT
aplicació	sovellus	aplicació	sovellus	N;FEM;SG	N;NOM;SG
aplicació	hakemuksen	aplicació	hakemus	N;FEM;SG	N;GEN;SG
aplicació	sovelluksen	aplicació	sovellus	N;FEM;SG	N;GEN;SG
aplicació	hakemus	aplicació	hakemus	N;FEM;SG	N;NOM;SG
aplicació	soveltaminen	aplicació	soveltaminen	N;FEM;SG	N;NOM;SG
obertura	aukko	obertura	aukko	N;FEM;SG	N;NOM;SG
obertura	aukon	obertura	aukko	N;FEM;SG	N;GEN;SG
obertura	avaus	obertura	avaus	N;FEM;SG	N;NOM;SG
obertura	avaaminen	obertura	avaaminen	N;FEM;SG	N;NOM;SG
esdeveniments	tapahtumat	esdeveniment	tapahtuma	N;MASC;PL	N;NOM;PL
esdeveniments	tapahtumien	esdeveniment	tapahtuma	N;MASC;PL	N;GEN;PL
esdeveniments	tapahtumia	esdeveniment	tapahtuma	N;MASC;PL	N;PRT;PL
categories	luokat	categoria	luokka	N;FEM;PL	N;NOM;PL
amics	ystävät	amic	ystävä	N;MASC;PL	N;NOM;PL
amics	ystäviä	amic	ystävä	N;MASC;PL	N;PRT;PL
amics	kavereita	amic	kaveri	N;MASC;PL	N;PRT;PL
amics	kaverit	amic	kaveri	N;MASC;PL	N;NOM;PL
premsa	lehdistö	premsa	lehdistö	N;FEM;SG	N;NOM;SG
turó	kukkulalle	turó	kukkula	N;MASC;SG	N;AT+ALL;SG
turó	mäki	turó	mäki	N;MASC;SG	N;NOM;SG
parella	pariskunta	parella	pariskunta	N;FEM;SG	N;NOM;SG
parella	pariskunnan	parella	paris#kunta	N;FEM;SG	N;GEN;SG
concert	konserttiin	concert	konsertti	N;MASC;SG	N;IN+ALL;SG
concert	konserttia	concert	konsertti	N;MASC;SG	N;PRT;SG
concert	konsertti	concert	konsertti	N;MASC;SG	N;NOM;SG
concert	konsertissa	concert	konsertti	N;MASC;SG	N;IN+ESS;SG
reforma	uudistaminen	reforma	uudistaminen	N;FEM;SG	N;NOM;SG
reforma	uudistus	reforma	uudistus	N;FEM;SG	N;NOM;SG
reforma	uudistuksen	reforma	uudistus	N;FEM;SG	N;GEN;SG
simple	yksinkertaista	simple	yksinkertainen	ADJ;SG	ADJ;PRT;SG
simple	yksinkertainen	simple	yksin#kertainen	ADJ;SG	ADJ;NOM;SG
portes	ovet	porta	ovi	N;FEM;PL	N;NOM;PL
portes	ovia	porta	ovi	N;FEM;PL	N;PRT;PL
idees	ideat	idea	idea	N;FEM;PL	N;NOM;PL
idees	ajatuksia	idea	ajatus	N;FEM;PL	N;PRT;PL
idees	ideoita	idea	idea	N;FEM;PL	N;PRT;PL
