interior	интерьер	interior	интерьер	N;SG	N;INAN;NOM;MASC;SG
inspektur	суперинтендант	inspektur	суперинтендант	N	N;ANIM;NOM;MASC;SG
globalisasi	глобализация	globalisasi	глобализация	N	N;INAN;NOM;FEM;SG
sedan	седан	sedan	седать	N;SG	N;INAN;NOM;MASC;SG
dec	дек	dec	дек		
identifikasi	идентификация	identifikasi	идентификация	N;SG	N;INAN;NOM;FEM;SG
identifikasi	выявление	identifikasi	выявление	N;SG	N;INAN;NOM;NEUT;SG
kebahagiaan	блаженство	kebahagiaan	блаженство	N;SG	N;INAN;NOM;NEUT;SG
kebahagiaan	счастья	kebahagiaan	счастье	N;SG	N;INAN;GEN;NEUT;SG
kebahagiaan	счастье	kebahagiaan	счастье	N;SG	N;INAN;NOM;NEUT;SG
script	сценарии	script	сценарий	N	N;INAN;NOM;MASC;PL
script	сценарий	script	сценарий	N	N;INAN;NOM;MASC;SG
komitmen	обязательство	komitmen	обязательство	N;SG	N;INAN;NOM;NEUT;SG
komitmen	приверженность	komitmen	приверженность	N;SG	N;INAN;NOM;FEM;SG
kentang	картошка	kentang	картошка	N;SG	N;INAN;NOM;FEM;SG
kentang	картофель	kentang	картофель	N;SG	N;INAN;NOM;MASC;SG
kentang	картошка	kentang	картошка	N;SG	N;INAN;NOM;FEM;SG
kentang	картофеля	kentang	картофель	N;SG	N;INAN;GEN;MASC;SG
kentang	картофель	kentang	картофель	N;SG	N;INAN;NOM;MASC;SG
nutrisi	питания	nutrisi	питание	N;SG	N;INAN;GEN;NEUT;SG
nutrisi	питание	nutrisi	питание	N;SG	N;INAN;NOM;NEUT;SG
meletus	вспыхивает	menletus	вспыхивать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
icao	икао	icao	икао	N	N;INAN;NOM;MASC;SG
jual	продажа	jual	продажа	N;SG;ACT	N;INAN;NOM;FEM;SG
jual	продажа	jual	продажа	N;SG;ACT	N;INAN;NOM;FEM;SG
fantasi	фантазия	fantasi	фантазия	N	N;INAN;NOM;FEM;SG
fantasi	фантазии	fantasi	фантазия	N	N;INAN;NOM;FEM;PL
fantasi	фантазии	fantasi	фантазия	N	N;INAN;NOM;FEM;PL
mengutip	цитирую	menutip	цитировать	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
haiti	гаити	haiti	гаить	N	N;INAN;NOM;FEM;SG
manuskrip	рукописи	manuskrip	рукопись	N	N;INAN;NOM;FEM;PL
manuskrip	рукопись	manuskrip	рукопись	N	N;INAN;NOM;FEM;SG
negosiasi	переговоры	negosiasi	переговоры	N	N;INAN;NOM;MASC;PL
negosiasi	переговоров	negosiasi	переговоры	N	N;INAN;GEN;MASC;PL
negosiasi	переговоры	negosiasi	переговоры	N	N;INAN;NOM;MASC;PL
negosiasi	переговоры	negosiasi	переговоры	N	N;INAN;NOM;MASC;PL
traktat	договор	traktat	договор	N	N;INAN;NOM;MASC;SG
traktat	договора	traktat	договор	N	N;INAN;GEN;MASC;SG
ragu	сомнительной	ragu	сомнительный	ADJ;SG	ADJ;INS;FEM;SG
ragu	сомнительно	ragu	сомнительный	ADJ;SG	ADJ;NEUT;SG
syukur	благодарность	syukur	благодарность	N;SG	N;INAN;NOM;FEM;SG
menghargai	ценю	menhargai	цена	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
orkestra	оркестр	orkestra	оркестр	N;SG	N;INAN;NOM;MASC;SG
suriname	суринама	suriname	суринам	N	N;INAN;NOM;FEM;PL
suriname	суринам	suriname	сурина	N	N;INAN;DAT;FEM;PL
kapel	часовне	kapel	часовня	N	N;INAN;DAT;FEM;SG
hara	хара	hara	хара	N	N;INAN;NOM;FEM;SG
penyuntingan	правки	penyuntingan	правка	N	N;INAN;NOM;FEM;PL
penyuntingan	монтаж	penyuntingan	монтаж	N	N;INAN;NOM;MASC;SG
penyuntingan	редактирование	penyuntingan	редактирование	N	N;INAN;NOM;NEUT;SG
penyuntingan	редактирования	penyuntingan	редактирование	N	N;INAN;NOM;NEUT;PL
kotor	валового	kotor	валовой	ADJ;SG	ADJ;GEN;MASC;SG
kotor	грязно	kotor	грязный	ADJ;SG	ADJ;NEUT;SG
kotor	грязный	kotor	грязный	ADJ;SG	ADJ;NOM;MASC;SG
kotor	грязная	kotor	грязный	ADJ;SG	ADJ;NOM;FEM;SG
komet	комета	komet	комет	N	N;INAN;NOM;FEM;SG
komet	кометы	komet	комета	N	N;INAN;NOM;FEM;PL
komet	комет	komet	комета	N	N;INAN;GEN;FEM;PL
komet	кометы	komet	комета	N	N;INAN;NOM;FEM;PL
impian	сон	impian	сон	N;SG	N;INAN;NOM;MASC;SG
impian	мечта	impian	мечта	N;SG	N;INAN;NOM;FEM;SG
semester	семестр	semester	семестр	N	N;INAN;NOM;MASC;SG
terorisme	терроризм	terorisme	терроризм	N;SG	N;INAN;NOM;MASC;SG
liputan	охват	liputan	охват	N;SG	N;INAN;NOM;MASC;SG
liputan	охвата	liputan	охват	N;SG	N;INAN;GEN;MASC;SG
filter	фильтр	filter	фильтр	N;SG	N;INAN;NOM;MASC;SG
menghambat	препятствовать	menhambat	препятствовать	V;SG;ACT	V;IPFV;NFIN;ACT
apel	яблоко	apel	яблоко	N;SG	N;INAN;NOM;NEUT;SG
narkoba	препарат	narkoba	препарат	N;SG	N;INAN;NOM;MASC;SG
narkoba	наркотик	narkoba	наркотик	N;SG	N;INAN;NOM;MASC;SG
narkoba	наркотик	narkoba	наркотик	N;SG	N;INAN;NOM;MASC;SG
pencegahan	предотвращение	pencegahan	предотвращение	N;SG	N;INAN;NOM;NEUT;SG
pencegahan	профилактика	pencegahan	профилактика	N;SG	N;INAN;NOM;FEM;SG
pencegahan	предупреждение	pencegahan	предупреждение	N;SG	N;INAN;NOM;NEUT;SG
tumor	опухоль	tumor	опухоль	N;SG	N;INAN;NOM;FEM;SG
tumor	опухоль	tumor	опухоль	N;SG	N;INAN;NOM;FEM;SG
mie	лапша	mie	лапша	N	N;INAN;NOM;FEM;SG
mie	лапшу	mie	лапша	N	N;INAN;ACC;FEM;SG
mie	лапша	mie	лапша	N	N;INAN;NOM;FEM;SG
obyek	предмет	obyek	предмет	N;SG	N;INAN;NOM;MASC;SG
obyek	объект	obyek	объект	N;SG	N;INAN;NOM;MASC;SG
obyek	объекта	obyek	объект	N;SG	N;INAN;GEN;MASC;SG
opini	мнение	opini	мнение	N;SG	N;INAN;NOM;NEUT;SG
opini	мнение	opini	мнение	N;SG	N;INAN;NOM;NEUT;SG
karate	карате	karate	карат	N	N;INAN;NOM;MASC;SG
pegulat	борец	pegulat	борец	N;SG	N;ANIM;NOM;MASC;SG
pengucapan	произношение	penucapan	произношение	N;SG	N;INAN;NOM;NEUT;SG
ranting	сектор	ranting	сектор	N;SG	N;INAN;NOM;MASC;SG
ranting	ветвь	ranting	ветвь	N;SG	N;INAN;NOM;FEM;SG
ranting	филиал	ranting	филиал	N;SG	N;INAN;NOM;MASC;SG
istirahat	перерыв	istirahat	перерыв	N;SG	N;INAN;NOM;MASC;SG
istirahat	отдых	istirahat	отдых	N;SG	N;INAN;NOM;MASC;SG
menyamar	изображать	mensamar	изображать	V;SG;ACT	V;IPFV;NFIN;ACT
menuduh	обвиняет	mentuduh	обвинять	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menuduh	обвиняю	mentuduh	обвинять	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menuduh	обвинять	mentuduh	обвинять	V;SG;ACT	V;IPFV;NFIN;ACT
alternative	альтернатива	alternative	альтернатива	N;SG	N;INAN;NOM;FEM;SG
bijaksana	мудрый	bijaksana	мудрый	ADJ;SG	ADJ;NOM;MASC;SG
bijaksana	мудрое	bijaksana	мудрый	ADJ;SG	ADJ;NOM;NEUT;SG
dukun	шаман	dukun	шаман	N;SG	N;ANIM;NOM;MASC;SG
ekonom	экономист	ekonom	экономист	N;SG	N;ANIM;NOM;MASC;SG
dioksida	диоксида	dioksida	диоксид	N;SG;PASS	N;INAN;GEN;MASC;SG
browser	браузеров	browser	браузер	N	N;INAN;GEN;MASC;PL
browser	браузер	browser	браузер	N	N;INAN;NOM;MASC;SG
parade	парад	parade	парад	N	N;INAN;NOM;MASC;SG
gembala	пастух	gembala	пастух	N;SG	N;ANIM;NOM;MASC;SG
gembala	шепард	gembala	шепард	N;SG	N;ANIM;NOM;MASC;SG
dominika	доминика	dominika	доминика	N	N;ANIM;NOM;MASC;SG
dominika	доминиканцы	dominika	доминиканец	N	N;ANIM;NOM;MASC;PL
terlaris	бестселлер	terlaris	бестселлер	N	N;INAN;NOM;MASC;SG
demo	демонстрация	demo	демонстрация	N;SG	N;INAN;NOM;FEM;SG
panorama	панорама	panorama	панорам	N;SG	N;INAN;NOM;FEM;SG
siluman	стелс	siluman	стелс	N;SG	N;INAN;NOM;MASC;SG
siluman	демон	siluman	демон	N;SG	N;ANIM;NOM;MASC;SG
hormat	респект	hormat	респект	N;SG	N;INAN;NOM;MASC;SG
hormat	уважение	hormat	уважение	N;SG	N;INAN;NOM;NEUT;SG
hormat	приветствие	hormat	приветствие	N;SG	N;INAN;NOM;NEUT;SG
hormat	салют	hormat	салют	N;SG	N;INAN;NOM;MASC;SG
horizontal	горизонтали	horizontal	горизонталь	N	N;INAN;NOM;FEM;PL
layer	слоя	layer	слой	N;SG	N;INAN;GEN;MASC;SG
layer	слой	layer	слой	N;SG	N;INAN;NOM;MASC;SG
fotografer	фотограф	fotografer	фотограф	N;SG	N;ANIM;NOM;MASC;SG
skandal	скандал	skandal	скандал	N;SG	N;INAN;NOM;MASC;SG
pengabdian	преданность	penabdian	преданность	N;SG	N;INAN;NOM;FEM;SG
diperpanjang	расширенный	diperpanjang	расширить	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
diperpanjang	расширенная	diperpanjang	расширить	V;SG;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
diperpanjang	расширенное	diperpanjang	расширить	V;SG;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
diperpanjang	продлен	diperpanjang	продлить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
lebah	пчела	lebah	пчело	N;SG	N;ANIM;NOM;FEM;SG
penyatuan	объединение	pensatuan	объединение	N;SG	N;INAN;NOM;NEUT;SG
penyatuan	унификации	pensatuan	унификация	N;SG	N;INAN;NOM;FEM;SG
menyesuaikan	настроить	mensesuaikan	настроить	V;SG;ACT	V;PFV;NFIN;ACT
menyesuaikan	скорректировать	mensesuaikan	корректировать	V;SG;ACT	V;PFV;NFIN;ACT
buddhis	буддисты	buddhis	буддист	N	N;ANIM;NOM;MASC;PL
berlalu	проходит	berlalu	проходить	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlalu	прошел	berlalu	пройти	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
berlalu	прошло	berlalu	пройти	V;SG;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
berlalu	прошла	berlalu	пройти	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
pemandian	баню	penmandian	баня	N;SG	N;INAN;ACC;FEM;SG
penasehat	советник	pennasehat	советник	N;SG	N;ANIM;NOM;MASC;SG
penasehat	советник	pennasehat	советник	N;SG	N;ANIM;NOM;MASC;SG
ekosistem	экосистем	ekosistem	экосистема	N	N;INAN;GEN;FEM;PL
ekosistem	экосистемы	ekosistem	экосистема	N	N;INAN;NOM;FEM;PL
ekosistem	экосистемы	ekosistem	экосистема	N	N;INAN;NOM;FEM;PL
ekosistem	экосистем	ekosistem	экосистема	N	N;INAN;GEN;FEM;PL
lucu	смешная	lucu	смешной	ADJ;SG	ADJ;NOM;FEM;SG
lucu	забавный	lucu	забавный	ADJ;SG	ADJ;NOM;MASC;SG
lucu	забавно	lucu	забавный	ADJ;SG	ADJ;NEUT;SG
lucu	смешной	lucu	смешной	ADJ;SG	ADJ;NOM;MASC;SG
lucu	смешно	lucu	смешной	ADJ;SG	ADJ;NEUT;SG
lucu	милый	lucu	милый	ADJ;SG	ADJ;NOM;MASC;SG
dibahas	обсуждалось	dibahas	обсуждать	V;SG;PASS	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
pendahulunya	предшественника	pendahulunya	предшественник	N;SG	N;ANIM;ACC;MASC;SG
pendahulunya	предшественник	pendahulunya	предшественник	N;SG	N;ANIM;NOM;MASC;SG
kultur	культура	kultur	культура	N	N;INAN;NOM;FEM;SG
kultur	культур	kultur	культура	N	N;INAN;GEN;FEM;PL
kultur	культуры	kultur	культура	N	N;INAN;NOM;FEM;SG
didistribusikan	распространенный	didistribusikan	распространенный	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
didistribusikan	распространено	didistribusikan	распространить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
reruntuhan	обломков	reruntuhan	обломок	N	N;INAN;GEN;MASC;PL
reruntuhan	обломки	reruntuhan	обломок	N	N;INAN;NOM;MASC;PL
reruntuhan	обломков	reruntuhan	обломок	N	N;INAN;GEN;MASC;PL
reruntuhan	руины	reruntuhan	руина	N	N;INAN;NOM;FEM;PL
kemakmuran	благосостояние	kemakmuran	благосостояние	N;SG	N;INAN;NOM;NEUT;SG
kemakmuran	процветания	kemakmuran	процветание	N;SG	N;INAN;NOM;NEUT;SG
kemakmuran	процветание	kemakmuran	процветание	N;SG	N;INAN;NOM;NEUT;SG
nafsu	похоть	nafsu	похоть	N;SG	N;INAN;NOM;FEM;SG
nafsu	аппетита	nafsu	аппетит	N;SG	N;INAN;GEN;MASC;SG
nafsu	аппетит	nafsu	аппетит	N;SG	N;INAN;NOM;MASC;SG
asuhan	воспитание	asuhan	воспитание	N;SG	N;INAN;NOM;NEUT;SG
etanol	этанола	etanol	этанол	N	N;INAN;GEN;MASC;SG
heading	заголовок	heading	заголовок	N	N;INAN;NOM;MASC;SG
heading	заголовки	heading	заголовок	N	N;INAN;NOM;MASC;PL
esai	эссе	esai	эссе	N;SG;ACT	N;INAN;NOM;NEUT;SG
esai	сочинение	esai	сочинение	N;SG;ACT	N;INAN;NOM;NEUT;SG
esai	эссе	esai	эссе	N;SG;ACT	N;INAN;NOM;NEUT;SG
manik	бусы	manik	бус	N	N;INAN;NOM;MASC;PL
kapas	хлопок	kapas	хлопка	N;SG	N;INAN;NOM;MASC;SG
paten	патент	paten	патент	N;SG	N;INAN;NOM;MASC;SG
paten	патента	paten	патент	N;SG	N;INAN;GEN;MASC;SG
suksesi	наследование	suksesi	наследование	N;SG	N;INAN;NOM;NEUT;SG
suksesi	преемственность	suksesi	преемственность	N;SG	N;INAN;NOM;FEM;SG
elektrik	электрик	elektrik	электрик	N;SG	N;ANIM;NOM;MASC;SG
dorongan	поощрение	dorongan	поощрение	N;SG	N;INAN;NOM;NEUT;SG
dorongan	толчок	dorongan	толчок	N;SG	N;INAN;NOM;MASC;SG
dorongan	направленность	dorongan	направленность	N;SG	N;INAN;NOM;FEM;SG
dorongan	тяга	dorongan	тяга	N;SG	N;INAN;NOM;FEM;SG
penayangan	поставка	pentayangan	поставка	N;SG	N;INAN;NOM;FEM;SG
penayangan	доставка	pentayangan	доставка	N;SG	N;INAN;NOM;FEM;SG
perbudakan	рабство	perbudakan	рабство	N;SG	N;INAN;NOM;NEUT;SG
mengabaikan	игнорируя	menabaikan	игнорировать	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
konversi	преобразование	konversi	преобразование	N;SG	N;INAN;NOM;NEUT;SG
sakramen	таинство	sakramen	таинство	N;SG	N;INAN;NOM;NEUT;SG
botani	ботаника	botani	ботаник	N;SG	N;ANIM;NOM;MASC;SG
pembicara	спикер	penbicara	спикер	N;SG	N;ANIM;NOM;MASC;SG
pembicara	оратор	penbicara	оратор	N;SG	N;ANIM;NOM;MASC;SG
pembicara	диктора	penbicara	диктор	N;SG	N;ANIM;ACC;MASC;SG
intervensi	вмешательство	intervensi	вмешательство	N;SG	N;INAN;NOM;NEUT;SG
kemarau	засуха	kemarau	засух	N;SG	N;INAN;NOM;FEM;SG
didorong	поощряется	didorong	поощрять	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kesaksian	свидетельство	kesaksian	свидетельство	N;SG	N;INAN;NOM;NEUT;SG
mekanika	механика	mekanika	механика	N;SG	N;INAN;NOM;FEM;SG
penutupan	закрытие	pentutupan	закрытие	N;SG	N;INAN;NOM;NEUT;SG
penutupan	закрытие	pentutupan	закрытие	N;SG	N;INAN;NOM;NEUT;SG
keanekaragaman	разнообразие	keanekaragaman	разнообразие	N;SG	N;INAN;NOM;NEUT;SG
keanekaragaman	разнообразия	keanekaragaman	разнообразие	N;SG	N;INAN;GEN;NEUT;SG
keanekaragaman	многообразие	keanekaragaman	многообразие	N;SG	N;INAN;NOM;NEUT;SG
kanji	кандзи	kanji	кандзи	N	N;INAN;NOM;MASC;SG
renovasi	ремонт	renovasi	ремонт	N;SG	N;INAN;NOM;MASC;SG
renovasi	реконструкция	renovasi	реконструкция	N;SG	N;INAN;NOM;FEM;SG
renovasi	реконструкция	renovasi	реконструкция	N;SG	N;INAN;NOM;FEM;SG
renovasi	ремонт	renovasi	ремонт	N;SG	N;INAN;NOM;MASC;SG
investigasi	расследование	investigasi	расследование	N;SG	N;INAN;NOM;NEUT;SG
investigasi	следствие	investigasi	следствие	N;SG	N;INAN;NOM;NEUT;SG
investigasi	расследование	investigasi	расследование	N;SG	N;INAN;NOM;NEUT;SG
deret	серия	deret	серия	N;SG	N;INAN;NOM;FEM;SG
nopember	ноября	nopember	ноябрь	N	N;INAN;GEN;MASC;SG
nopember	ноябрь	nopember	ноябрь	N	N;INAN;NOM;MASC;SG
percepatan	ускорение	percepatan	ускорение	N;SG	N;INAN;NOM;NEUT;SG
nara	нара	nara	нары	N;SG	N;INAN;NOM;FEM;SG
diusir	изгнан	diusir	изгнанный	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
dicari	разыскивается	dicari	разыскивать	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tekstil	текстиль	tekstil	текстиль	N;SG	N;INAN;NOM;MASC;SG
bereaksi	реагирует	berreaksi	реагировать	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bereaksi	отреагировал	berreaksi	отреагировать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
bereaksi	отреагировала	berreaksi	реагировать	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
bereaksi	реагировать	berreaksi	реагировать	V;SG;ACT	V;IPFV;NFIN;ACT
bereaksi	отреагировать	berreaksi	реагировать	V;SG;ACT	V;PFV;NFIN;ACT
berkolaborasi	сотрудничать	berkolaborasi	сотрудничать	V;SG;ACT	V;IPFV;NFIN;ACT
terbalik	перевёрнутый	terbalik	перевернуть	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
pemulihan	оздоровление	penpulihan	оздоровление	N;SG	N;INAN;NOM;NEUT;SG
pemulihan	восстановление	penpulihan	восстановление	N;SG	N;INAN;NOM;NEUT;SG
pemulihan	восстановления	penpulihan	восстановление	N;SG	N;INAN;GEN;NEUT;SG
pemulihan	исцеление	penpulihan	исцеление	N;SG	N;INAN;NOM;NEUT;SG
katalog	каталоги	katalog	каталог	N	N;INAN;NOM;MASC;PL
katalog	каталог	katalog	каталог	N	N;INAN;NOM;MASC;SG
katalog	каталоги	katalog	каталог	N	N;INAN;NOM;MASC;PL
katalog	каталог	katalog	каталог	N	N;INAN;NOM;MASC;SG
artistik	художественная	artistik	художественный	ADJ;SG	ADJ;NOM;FEM;SG
artistik	художественный	artistik	художественный	ADJ;SG	ADJ;NOM;MASC;SG
pemusik	музыкант	penmusik	музыкант	N;SG	N;ANIM;NOM;MASC;SG
diputuskan	решено	diputuskan	решить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
diputuskan	отключен	diputuskan	отключить	V;SG;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kejam	безжалостным	kejam	безжалостный	ADJ;SG	ADJ;INS;NEUT;SG
kejam	жестокий	kejam	жестокий	ADJ;SG	ADJ;NOM;MASC;SG
kejam	жестокого	kejam	жестокий	ADJ;SG	ADJ;GEN;MASC;SG
kejam	жестокое	kejam	жестокий	ADJ;SG	ADJ;NOM;NEUT;SG
mantra	мантра	mantra	мантра	N	N;INAN;NOM;FEM;SG
mantra	заклинание	mantra	заклинание	N	N;INAN;NOM;NEUT;SG
mantra	заклятие	mantra	заклятие	N	N;INAN;NOM;NEUT;SG
kegelapan	темноте	kegelapan	темнота	N;SG	N;INAN;DAT;FEM;SG
kegelapan	тьму	kegelapan	тьма	N;SG	N;INAN;ACC;FEM;SG
kegelapan	темноту	kegelapan	темнота	N;SG	N;INAN;ACC;FEM;SG
kegelapan	тьма	kegelapan	тьма	N;SG	N;INAN;NOM;FEM;SG
kegelapan	темнота	kegelapan	темнота	N;SG	N;INAN;NOM;FEM;SG
kegelapan	мрак	kegelapan	мрак	N;SG	N;INAN;NOM;MASC;SG
kegelapan	темноте	kegelapan	темнота	N;SG	N;INAN;DAT;FEM;SG
reporter	репортер	reporter	репортер	N;SG	N;ANIM;NOM;MASC;SG
reporter	репортёр	reporter	репортёр	N;SG	N;ANIM;NOM;MASC;SG
pengunduran	отставку	penunduran	отставка	N;SG	N;INAN;ACC;FEM;SG
parit	ров	parit	ров	N;SG	N;INAN;NOM;MASC;SG
registrasi	регистрация	registrasi	регистрация	N	N;INAN;NOM;FEM;SG
kemiripan	сходство	kemiripan	сходство	N;SG	N;INAN;NOM;NEUT;SG
kemiripan	сходство	kemiripan	сходство	N;SG	N;INAN;NOM;NEUT;SG
kemiripan	родство	kemiripan	родство	N;SG	N;INAN;NOM;NEUT;SG
kemiripan	близость	kemiripan	близость	N;SG	N;INAN;NOM;FEM;SG
pemancar	передатчик	penpancar	передатчик	N;SG	N;INAN;NOM;MASC;SG
teolog	богослов	teolog	богосл	N;SG	N;ANIM;NOM;MASC;SG
opsi	опция	opsi	опция	N;SG	N;INAN;NOM;FEM;SG
opsi	вариант	opsi	вариант	N;SG	N;INAN;NOM;MASC;SG
altar	алтарь	altar	алтарь	N;SG	N;INAN;NOM;MASC;SG
dimodifikasi	измененный	dimodifikasi	изменить	V;SG;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
dimodifikasi	изменена	dimodifikasi	изменить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
dimodifikasi	изменено	dimodifikasi	изменить	V;SG;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
diperkuat	укреплена	diperkuat	укрепить	V;SG;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
isteri	жене	isteri	жена	N;SG	N;ANIM;DAT;FEM;SG
isteri	жена	isteri	жена	N;SG	N;ANIM;NOM;FEM;SG
akustik	акустика	akustik	акустика	N;SG	N;INAN;NOM;FEM;SG
benediktus	бенедикт	benediktus	бенедикт	N	N;ANIM;NOM;MASC;SG
inisiatif	инициатива	inisiatif	инициатива	N;SG	N;INAN;NOM;FEM;SG
terusan	канал	terusan	канал	N;SG	N;INAN;NOM;MASC;SG
umpan	ленте	umpan	лента	N;SG	N;INAN;DAT;FEM;SG
umpan	лента	umpan	лента	N;SG	N;INAN;NOM;FEM;SG
umpan	корма	umpan	корм	N;SG	N;INAN;GEN;MASC;SG
umpan	ленту	umpan	лента	N;SG	N;INAN;ACC;FEM;SG
umpan	приманку	umpan	приманка	N;SG	N;INAN;ACC;FEM;SG
umpan	приманка	umpan	приманка	N;SG	N;INAN;NOM;FEM;SG
tengkorak	череп	tengkorak	череп	N;SG	N;INAN;NOM;MASC;SG
kemasan	упаковка	kemasan	упаковка	N;SG	N;INAN;NOM;FEM;SG
kemasan	упаковка	kemasan	упаковка	N;SG	N;INAN;NOM;FEM;SG
kemasan	упаковке	kemasan	упаковка	N;SG	N;INAN;DAT;FEM;SG
hayati	биоразнообразие	hayati	биоразнообразие	N;SG	N;INAN;NOM;NEUT;SG
hayati	биоразнообразия	hayati	биоразнообразия	N;SG	N;INAN;NOM;NEUT;SG
selebriti	знаменитости	selebriti	знаменитость	N	N;ANIM;NOM;FEM;PL
selebriti	знаменитость	selebriti	знаменитость	N	N;INAN;NOM;FEM;SG
selebriti	знаменитости	selebriti	знаменитость	N	N;ANIM;NOM;FEM;PL
selebriti	знаменитостей	selebriti	знаменитость	N	N;ANIM;GEN;FEM;PL
bidadari	анхель	bidadari	анхель	N;SG	N;INAN;NOM;MASC;SG
bidadari	ангел	bidadari	ангел	N;SG	N;ANIM;NOM;MASC;SG
bidadari	ангела	bidadari	ангел	N;SG	N;ANIM;NOM;MASC;SG
perhiasan	украшение	perhiasan	украшение	N;SG	N;INAN;NOM;NEUT;SG
topografi	топографии	topografi	топография	N	N;INAN;NOM;FEM;PL
perspektif	перспектива	perspektif	перспектива	N;SG	N;INAN;NOM;FEM;SG
pementasan	постановка	penpentasan	постановка	N;SG	N;INAN;NOM;FEM;SG
progresif	прогрессивное	progresif	прогрессивный	ADJ;SG	ADJ;NOM;NEUT;SG
progresif	прогрессивного	progresif	прогрессивный	ADJ;SG	ADJ;GEN;MASC;SG
penata	стилист	pentata	стилист	N;SG	N;ANIM;NOM;MASC;SG
penanaman	культивирование	pentanaman	культивирование	N;SG	N;INAN;NOM;NEUT;SG
penanaman	выращивание	pentanaman	выращивание	N;SG	N;INAN;NOM;NEUT;SG
dinamika	динамика	dinamika	динамика	N	N;INAN;NOM;FEM;SG
dinamika	динамики	dinamika	динамика	N	N;INAN;NOM;FEM;PL
ronde	раунд	ronde	раунд	N	N;INAN;NOM;MASC;SG
borussia	боруссия	borussia	боруссия	N	N;INAN;NOM;FEM;SG
berkomentar	прокомментировала	berkomentar	комментировать	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
berkomentar	прокомментировал	berkomentar	комментировать	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyertakan	включенные	menyertakan	включить	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
menyertakan	включено	menyertakan	включить	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
menyertakan	включить	menyertakan	включить	V	V;PFV;NFIN;ACT
menyertakan	включать	menyertakan	включать	V	V;IPFV;NFIN;ACT
menyertakan	включает	menyertakan	включать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
wajar	разумная	wajar	разумный	ADJ;SG	ADJ;NOM;FEM;SG
wajar	разумно	wajar	разумный	ADJ;SG	ADJ;NEUT;SG
wajar	разумный	wajar	разумный	ADJ;SG	ADJ;NOM;MASC;SG
wajar	разумное	wajar	разумный	ADJ;SG	ADJ;NOM;NEUT;SG
peralihan	переход	peralihan	переход	N;SG	N;INAN;NOM;MASC;SG
ubah	изменить	ubah	изменить	V;SG;ACT	V;PFV;NFIN;ACT
ubah	изменить	ubah	изменить	V;SG;ACT	V;PFV;NFIN;ACT
ubah	сменить	ubah	сменить	V;SG;ACT	V;PFV;NFIN;ACT
dominasi	господство	dominasi	господство	N;SG	N;INAN;NOM;NEUT;SG
dominasi	господство	dominasi	господство	N;SG	N;INAN;NOM;NEUT;SG
dominasi	доминирование	dominasi	доминирование	N;SG	N;INAN;NOM;NEUT;SG
pemanasan	прелюдия	penpanasan	прелюдия	N;SG	N;INAN;NOM;FEM;SG
pemanasan	отопление	penpanasan	отопление	N;SG	N;INAN;NOM;NEUT;SG
pemanasan	потепление	penpanasan	потепление	N;SG	N;INAN;NOM;NEUT;SG
kawat	провод	kawat	провод	N;SG	N;INAN;NOM;MASC;SG
