voor	priekš	voor	priekš	ADP	ADP
langer	ilgāka	langer	ilga	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
langer	garāks	langer	gars	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
langer	ilgāks	langer	ilgs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
opleiding	apmācību	opleiding	apmācība	N;MASC+FEM;SG	N;ACC;FEM;SG
opleiding	apmācība	opleiding	apmācība	N;MASC+FEM;SG	N;NOM;FEM;SG
studie	pētījums	studie	pētījums	N;MASC+FEM;SG	N;NOM;MASC;SG
studie	izpēte	studie	izpēte	N;MASC+FEM;SG	N;NOM;FEM;SG
studie	pētījuma	studie	pētījums	N;MASC+FEM;SG	N;GEN;MASC;SG
media	mediji	media	medijs	N;PL	N;NOM;MASC;PL
vroeg	agrīna	vroeg	agrīns	ADJ	ADJ;NOM;FEM;SG
trainer	pasniedzējs	trainer	pasniedzējs	N;MASC+FEM;SG	N;NOM;MASC;SG
trainer	treneris	trainer	treneris	N;MASC+FEM;SG	N;NOM;MASC;SG
trainer	treneri	trainer	treneris	N;MASC+FEM;SG	N;ACC;MASC;SG
groet	sveiciens	groet	sveiciens	N;MASC+FEM;SG	N;NOM;MASC;SG
groet	sveiciens	groet	sveiciens	N;MASC+FEM;SG	N;NOM;MASC;SG
groepen	grupām	groep	grupa	N;PL	N;DAT;FEM;PL
groepen	grupas	groep	grupa	N;PL	N;NOM;FEM;PL
georganiseerd	organizētas	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
georganiseerd	organizētā	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
georganiseerd	organizēti	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
georganiseerd	organizēto	organiseren	organizēt	V;V.PTCP	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
georganiseerd	organizēta	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
georganiseerd	organizēts	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
georganiseerd	organizēti	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
georganiseerd	organizēta	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
georganiseerd	organizēts	organiseren	organizēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
georganiseerd	uzņēma	organiseren	uzņemt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
georganiseerd	rīkoja	organiseren	rīkot	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
zag	redzēju	zien	redzēt	V;SG;PST;FIN	V;FH;IND;SG;1;POS;PST;FIN;ACT
zag	redzēja	zien	redzēt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
zag	ieraudzīju	zien	ieraudzīt	V;SG;PST;FIN	V;FH;IND;SG;1;POS;PST;FIN;ACT
gitaar	ģitāra	gitaar	ģitāra	N;MASC+FEM;SG	N;NOM;FEM;SG
liep	izgāja	lopen	iziet	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
liep	gāju	lopen	iet	V;SG;PST;FIN	V;FH;IND;SG;1;POS;PST;FIN;ACT
situatie	situācija	situatie	situācija	N;MASC+FEM;SG	N;NOM;FEM;SG
situatie	stāvoklis	situatie	stāvoklis	N;MASC+FEM;SG	N;NOM;MASC;SG
betekenis	nozīme	betekenis	nozīme	N;MASC+FEM;SG	N;NOM;FEM;SG
betekenis	jēga	betekenis	jēga	N;MASC+FEM;SG	N;NOM;FEM;SG
betekenis	nozīme	betekenis	nozīme	N;MASC+FEM;SG	N;NOM;FEM;SG
betekenis	nozīmība	betekenis	nozīmība	N;MASC+FEM;SG	N;NOM;FEM;SG
hoger	augstāks	hoog	augsts	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
hoger	augstākas	hoog	augsta	ADJ;CMPR	ADJ;NOM;CMPR;FEM;PL
hoger	augstāki	hoog	augsts	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
onafhankelijke	neatkarīgais	onafhankelijk	neatkarīgs	ADJ	ADJ;NOM;MASC;SG
onafhankelijke	neatkarīga	onafhankelijk	neatkarīga	ADJ	ADJ;NOM;FEM;SG
onafhankelijke	neatkarīgs	onafhankelijk	neatkarīgs	ADJ	ADJ;NOM;MASC;SG
onafhankelijke	neatkarīgas	onafhankelijk	neatkarīga	ADJ	ADJ;NOM;FEM;PL
selectie	izvēle	selectie	izvēle	N;MASC+FEM;SG	N;NOM;FEM;SG
selectie	atlase	selectie	atlase	N;MASC+FEM;SG	N;NOM;FEM;SG
selectie	izlase	selectie	izlase	N;MASC+FEM;SG	N;NOM;FEM;SG
parochie	pagasts	parochie	pagasts	N;MASC+FEM;SG	N;NOM;MASC;SG
hield	patika	houden	patikt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
speciale	īpaša	speciaal	īpaša	ADJ	ADJ;NOM;FEM;SG
speciale	īpašais	speciaal	īpašs	ADJ	ADJ;NOM;MASC;SG
speciale	īpašs	speciaal	īpašs	ADJ	ADJ;NOM;MASC;SG
speciale	īpašā	speciaal	īpaša	ADJ	ADJ;NOM;FEM;SG
jong	jauni	jong	jauns	ADJ	ADJ;NOM;MASC;PL
economische	ekonomiskais	economisch	ekonomisks	ADJ	ADJ;NOM;MASC;SG
economische	ekonomiskā	economisch	ekonomiska	ADJ	ADJ;NOM;FEM;SG
economische	ekonomiska	economisch	ekonomiska	ADJ	ADJ;NOM;FEM;SG
ontwerp	dizaina	ontwerp	dizains	N;NEUT;SG	N;NOM;MASC;SG
ontwerp	dizains	ontwerp	dizains	N;NEUT;SG	N;NOM;MASC;SG
ontwerp	projektēšana	ontwerp	projektēšana	N;NEUT;SG	N;NOM;FEM;SG
ontwerp	konstrukcija	ontwerp	konstrukcija	N;NEUT;SG	N;NOM;FEM;SG
bouwen	būvēt	bouwen	būvēt	V;NFIN	V;POS;NFIN
bouwen	veidot	bouwen	veidot	V;NFIN	V;POS;NFIN
locatie	vieta	locatie	vieta	N;MASC+FEM;SG	N;NOM;FEM;SG
locatie	novietojums	locatie	novietojums	N;MASC+FEM;SG	N;NOM;MASC;SG
ontworpen	projektēta	ontwerpen	projektēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ontworpen	projektēts	ontwerpen	projektēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ontworpen	konstruēti	ontwerpen	konstruēti	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
hof	tiesa	hof	tiesa	N;NEUT;SG	N;NOM;FEM;SG
hof	palāta	hof	palātīt	N;NEUT;SG	N;NOM;FEM;SG
lopen	staigā	lopen	staiga	V;NFIN	V;IMP;2;POS;PRS;FIN;ACT
lopen	staigāt	lopen	staigāt	V;NFIN	V;POS;NFIN
lopen	iet	lopen	iet	V;NFIN	V;POS;FIN
lopen	staigā	lopen	staiga	V;NFIN	V;IMP;2;POS;PRS;FIN;ACT
zaak	gadījums	zaak	gadījums	N;MASC+FEM;SG	N;NOM;MASC;SG
zaak	lieta	zaak	lieta	N;MASC+FEM;SG	N;NOM;FEM;SG
lodewijk	luiss	lodewijk	luiss	N;MASC+FEM;SG	N;NOM;MASC;SG
vol	pilnu	vol	pilna	ADJ	ADJ;ACC;MASC;SG
vol	pilnas	vol	pilna	ADJ	ADJ;NOM;FEM;PL
vol	pilns	vol	pilns	ADJ	ADJ;NOM;MASC;SG
vol	pilnā	vol	pilns	ADJ	ADJ;NOM;FEM;SG
vol	pilni	vol	pilns	ADJ	ADJ;NOM;MASC;PL
vol	pilna	vol	pilna	ADJ	ADJ;NOM;FEM;SG
hoop	cerību	hoop	cerība	N;MASC+FEM;SG	N;ACC;FEM;SG
hoop	cerība	hoop	cerība	N;MASC+FEM;SG	N;NOM;FEM;SG
besloten	izlēma	besluiten	izlemt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
besloten	nolēma	besluiten	nolemt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
besloten	nolēmusi	besluiten	nolemt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
besloten	izlemts	besluiten	izlemt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
besloten	nolemts	besluiten	nolemt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bijdragen	iemaksas	bijdrage	iemaksa	N;PL	N;NOM;FEM;PL
aangepast	pielāgots	aanpassen	pielāgot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	koriģēts	aanpassen	koriģēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	koriģēta	aanpassen	koriģēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
aangepast	pielāgots	aanpassen	pielāgot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	pielāgotā	aanpassen	pielāgot	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
aangepast	modificēts	aanpassen	modificēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	pārveidoti	aanpassen	pārveidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
aangepast	pārveidota	aanpassen	pārveidot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
aangepast	mainīts	aanpassen	mainīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	pārveidots	aanpassen	pārveidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangepast	pielāgota	aanpassen	pielāgot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
aangepast	pielāgots	aanpassen	pielāgot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
stierf	nomira	sterven	nomirt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
stierf	mira	sterven	mirt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
jeugd	jaunatne	jeugd	jaunatne	N;MASC+FEM;SG	N;NOM;FEM;SG
jeugd	jaunība	jeugd	jaunība	N;MASC+FEM;SG	N;NOM;FEM;SG
jeugd	bērnība	jeugd	bērnība	N;MASC+FEM;SG	N;NOM;FEM;SG
jeugd	bērnībā	jeugd	bērnība	N;MASC+FEM;SG	N;ESS;FEM;SG
gebouwen	ēkas	gebouw	ēka	N;PL	N;NOM;FEM;PL
gebouwen	celtnes	gebouw	celtne	N;PL	N;NOM;FEM;PL
beweging	kustība	beweging	kustība	N;MASC+FEM;SG	N;NOM;FEM;SG
beweging	priekšlikumu	beweging	priekšlikums	N;MASC+FEM;SG	N;ACC;MASC;SG
beweging	priekšlikums	beweging	priekšlikums	N;MASC+FEM;SG	N;NOM;MASC;SG
beweging	kustība	beweging	kustība	N;MASC+FEM;SG	N;NOM;FEM;SG
beweging	kustību	beweging	kustība	N;MASC+FEM;SG	N;ACC;FEM;SG
overwinning	uzvara	overwinning	uzvara	N;MASC+FEM;SG	N;NOM;FEM;SG
klooster	klostera	klooster	klosteris	N;NEUT;SG	N;GEN;MASC;SG
klooster	klosterī	klooster	klosteris	N;NEUT;SG	N;ESS;MASC;SG
literatuur	literatūra	literatuur	literatūra	N;MASC+FEM;SG	N;NOM;FEM;SG
literatuur	literatūrā	literatuur	literatūra	N;MASC+FEM;SG	N;ESS;FEM;SG
regels	noteikumi	regel	noteikums	N;PL	N;NOM;MASC;PL
goud	zeltā	goud	zelts	N;NEUT;SG	N;ESS;MASC;SG
goud	zelts	goud	zelts	N;NEUT;SG	N;NOM;MASC;SG
uitgezonden	pārraida	uitzenden	pārraidīt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
fort	cietoksnis	fort	cietoksnis	N;NEUT;SG	N;NOM;MASC;SG
fort	fortu	fort	forts	N;NEUT;SG	N;ACC;MASC;SG
cultuur	kultūra	cultuur	kultūra	N;MASC+FEM;SG	N;NOM;FEM;SG
dichter	tuvāka	dichter	tuva	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
formule	formula	formule	formulis	N;MASC+FEM;SG	N;NOM;MASC;SG
gevormd	veidojas	vormen	veidoties	V;V.PTCP	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
gevormd	veidoti	vormen	veidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gevormd	veidots	vormen	veidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vertaling	tulkošana	vertaling	tulkošana	N;MASC+FEM;SG	N;NOM;FEM;SG
vertaling	tulkojums	vertaling	tulkojums	N;MASC+FEM;SG	N;NOM;MASC;SG
voorbeelden	piemērus	voorbeeld	piemērs	N;PL	N;ACC;MASC;PL
voorbeelden	piemēri	voorbeeld	piemērs	N;PL	N;NOM;MASC;PL
seizoenen	sezonas	seizoen	sezona	N;PL	N;NOM;FEM;PL
genomineerd	izvirza	nomineren	izvirzīt	V;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
genomineerd	izvirzīts	nomineren	izvirzīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
online	tiešsaistes	online	tiešsaiste	ADJ	ADJ;NOM;FEM;PL
online	tiešsaistē	online	tiešsaiste	ADJ	ADJ;MASC;SG
ouders	vecāki	ouder	vecāks	N;PL	N;NOM;MASC;PL
ouders	vecākiem	ouder	vecāks	N;PL	N;DAT;MASC;PL
ogen	acīm	oog	acs	N;PL	N;DAT;FEM;PL
ogen	actiņas	oog	actiņa	N;PL	N;NOM;FEM;PL
ogen	acis	oog	acs	N;PL	N;NOM;FEM;PL
ster	zvaigzne	ster	zvaigzne	N;MASC+FEM;SG	N;NOM;FEM;SG
verhalen	pasakas	verhaal	pasaka	N;PL	N;NOM;FEM;PL
verhalen	stāsti	verhaal	stāsts	N;PL	N;NOM;MASC;PL
overheid	valdība	overheid	valdība	N;MASC+FEM;SG	N;NOM;FEM;SG
tegenstelling	pretruna	tegenstelling	pretruna	N;MASC+FEM;SG	N;NOM;FEM;SG
tegenstelling	pretrunu	tegenstelling	pretruna	N;MASC+FEM;SG	N;ACC;FEM;SG
tegenstelling	kontrasts	tegenstelling	kontrasts	N;MASC+FEM;SG	N;NOM;MASC;SG
relatief	relatīvais	relatief	relatīvs	ADJ	ADJ;NOM;MASC;SG
relatief	relatīvā	relatief	relatīva	ADJ	ADJ;NOM;FEM;SG
plant	rūpnīca	plant	rūpnīca	N;MASC+FEM;SG	N;NOM;FEM;SG
plant	iekārta	plant	iekārta	N;MASC+FEM;SG	N;NOM;FEM;SG
plant	augs	plant	augt	N;MASC+FEM;SG	N;NOM;MASC;SG
plant	augu	plant	augs	N;MASC+FEM;SG	N;ACC;MASC;SG
overige	pārējie	overig	pārējs	ADJ	ADJ;NOM;MASC;PL
overige	pārējie	overig	pārējs	ADJ	ADJ;NOM;MASC;PL
resolutie	rezolūcija	resolutie	rezolūcija	N;MASC+FEM;SG	N;NOM;FEM;SG
resolutie	izšķirtspēja	resolutie	izšķirtīpēja	N;MASC+FEM;SG	N;NOM;FEM;SG
motor	dzinējs	motor	dzinējs	N;MASC+FEM;SG	N;NOM;MASC;SG
motor	motors	motor	motors	N;MASC+FEM;SG	N;NOM;MASC;SG
motor	motora	motor	motors	N;MASC+FEM;SG	N;GEN;MASC;SG
motor	motocikls	motor	motocikls	N;MASC+FEM;SG	N;NOM;MASC;SG
motor	motociklu	motor	motocikls	N;MASC+FEM;SG	N;ACC;MASC;SG
motor	motociklu	motor	motocikls	N;MASC+FEM;SG	N;ACC;MASC;SG
denken	domāt	denken	domāt	V;NFIN	V;POS;NFIN
denken	domājat	denken	domāt	V;NFIN	V;FH;IND;PL;2;POS;PRS;FIN;ACT
denken	domā	denken	domāt	V;NFIN	V;FH;IND;SG;2;POS;PRS;FIN;ACT
denken	domāju	denken	domāt	V;NFIN	V;FH;IND;SG;1;POS;PRS;FIN;ACT
denken	domāt	denken	domāt	V;NFIN	V;POS;NFIN
denken	domājam	denken	domāt	V;NFIN	V;FH;IND;PL;1;POS;PRS;FIN;ACT
kracht	stiprums	kracht	stiprums	N;MASC+FEM;SG	N;NOM;MASC;SG
kracht	stiprība	kracht	stiprība	N;MASC+FEM;SG	N;NOM;FEM;SG
kracht	spēka	kracht	spēks	N;MASC+FEM;SG	N;GEN;MASC;SG
kracht	izturība	kracht	izturība	N;MASC+FEM;SG	N;NOM;FEM;SG
kracht	spēks	kracht	spēks	N;MASC+FEM;SG	N;NOM;MASC;SG
kracht	spēkā	kracht	spēks	N;MASC+FEM;SG	N;ESS;MASC;SG
kracht	spēka	kracht	spēks	N;MASC+FEM;SG	N;GEN;MASC;SG
kracht	spēks	kracht	spēks	N;MASC+FEM;SG	N;NOM;MASC;SG
kracht	jauda	kracht	jauda	N;MASC+FEM;SG	N;NOM;FEM;SG
kracht	vara	kracht	vara	N;MASC+FEM;SG	N;NOM;FEM;SG
verschil	starpība	verschil	starpība	N;NEUT;SG	N;NOM;FEM;SG
verschil	atšķirība	verschil	atšķirība	N;NEUT;SG	N;NOM;FEM;SG
clubs	klubi	club	klubi	N;PL	N;NOM;MASC;PL
clubs	klubiem	club	klubs	N;PL	N;DAT;MASC;PL
clubs	klubos	club	klubs	N;PL	N;ESS;MASC;PL
volgen	seko	volgen	sekot	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
volgen	sekot	volgen	sekot	V;NFIN	V;POS;NFIN
merk	zīmols	merk	zīmols	N;NEUT;SG	N;NOM;MASC;SG
merk	zīmola	merk	zīmols	N;NEUT;SG	N;GEN;MASC;SG
zwart	melnā	zwart	melns	ADJ	ADJ;NOM;FEM;SG
zwart	melni	zwart	melns	ADJ	ADJ;NOM;MASC;PL
zwart	melna	zwart	melna	ADJ	ADJ;NOM;FEM;SG
zwart	melnas	zwart	melna	ADJ	ADJ;NOM;FEM;PL
zwart	melns	zwart	melns	ADJ	ADJ;NOM;MASC;SG
bereiken	sasniedzot	bereiken	sasniegt	V;NFIN	V;V.CVB
bereiken	sasniedz	bereiken	sasniegt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
kaart	kartē	kaart	karte	N;MASC+FEM;SG	N;ESS;FEM;SG
kaart	karte	kaart	karte	N;MASC+FEM;SG	N;NOM;FEM;SG
contact	saskarē	contact	saskare	N;NEUT;SG	N;ESS;FEM;SG
contact	kontakts	contact	kontakts	N;NEUT;SG	N;NOM;MASC;SG
maand	mēnesis	maand	mēnesis	N;MASC+FEM;SG	N;NOM;MASC;SG
maand	mēnesi	maand	mēnesis	N;MASC+FEM;SG	N;ACC;MASC;SG
aanval	uzbrukums	aanval	uzbrukums	N;MASC+FEM;SG	N;NOM;MASC;SG
aanval	uzbrukumu	aanval	uzbrukums	N;MASC+FEM;SG	N;ACC;MASC;SG
aanval	uzbrukumā	aanval	uzbrukums	N;MASC+FEM;SG	N;ESS;MASC;SG
aanval	uzbrukums	aanval	uzbrukums	N;MASC+FEM;SG	N;NOM;MASC;SG
walker	vokers	walk	vokers	N;MASC+FEM;SG	N;NOM;MASC;SG
resultaat	rezultāts	resultaat	rezultāts	N;NEUT;SG	N;NOM;MASC;SG
resultaat	iznākums	resultaat	iznākums	N;NEUT;SG	N;NOM;MASC;SG
resultaat	rezultāts	resultaat	rezultāts	N;NEUT;SG	N;NOM;MASC;SG
verspreiding	izplatību	verspreiding	izplatība	N;MASC+FEM;SG	N;ACC;FEM;SG
verspreiding	izplatīšanās	verspreiding	izplatīšanās	N;MASC+FEM;SG	N;NOM;FEM;SG
verspreiding	izplatīšana	verspreiding	izplatīšana	N;MASC+FEM;SG	N;NOM;FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC+FEM;SG	N
teksten	teksti	tekst	teksts	N;PL	N;NOM;MASC;PL
teksten	tekstus	tekst	teksts	N;PL	N;ACC;MASC;PL
teksten	teksti	tekst	teksts	N;PL	N;NOM;MASC;PL
instituut	institūts	instituut	institūts	N;NEUT;SG	N;NOM;MASC;SG
instituut	institūtā	instituut	Institūta	N;NEUT;SG	N;ESS;MASC;SG
beetje	bitu	beetje	bita	N;NEUT;SG	N;ACC;FEM;SG
king	karalis	kingen	karalis	N;MASC+FEM;SG	N;NOM;MASC;SG
king	ķēniņš	kingen	ķēniņš	N;MASC+FEM;SG	N;NOM;MASC;SG
gesproken	runājis	spreken	runāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gesproken	runāja	spreken	runāt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gesproken	runāts	spreken	runāt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
arts	ārsts	arts	ārsts	N;MASC+FEM;SG	N;NOM;MASC;SG
arts	ārstam	arts	ārsts	N;MASC+FEM;SG	N;DAT;MASC;SG
arts	ārsts	arts	ārsts	N;MASC+FEM;SG	N;NOM;MASC;SG
commissie	komisija	commissie	komisija	N;MASC+FEM;SG	N;NOM;FEM;SG
commissie	komiteju	commissie	komiteja	N;MASC+FEM;SG	N;ACC;FEM;SG
commissie	komiteja	commissie	komiteja	N;MASC+FEM;SG	N;NOM;FEM;SG
kruis	krustu	kruis	krustu	N;NEUT;SG	N;ACC;MASC;SG
kruis	krusta	kruis	krusts	N;NEUT;SG	N;NOM;MASC;SG
kruis	krusts	kruis	krusts	N;NEUT;SG	N;NOM;MASC;SG
moeilijk	cieto	moeilijk	cietot	ADJ	ADJ;ACC;MASC;SG
moeilijk	cietās	moeilijk	cieta	ADJ	ADJ;NOM;FEM;PL
moeilijk	cietais	moeilijk	ciets	ADJ	ADJ;NOM;MASC;SG
moeilijk	grūta	moeilijk	grūta	ADJ	ADJ;NOM;FEM;SG
moeilijk	sarežģīta	moeilijk	sarežģīta	ADJ	ADJ;NOM;FEM;SG
jij	tu	jij	tu	PRO;NOM;2	PRO;NOM;SG;2
jij	jūs	jij	jūs	PRO;NOM;2	PRO;NOM;PL;2
verleden	pagātni	verleden	pagātne	N;NEUT;SG	N;ACC;FEM;SG
verleden	pagātne	verleden	pagātne	N;NEUT;SG	N;NOM;FEM;SG
zware	smags	zwaar	smags	ADJ	ADJ;NOM;MASC;SG
zware	smagas	zwaar	smaga	ADJ	ADJ;NOM;FEM;PL
zware	smaga	zwaar	smaga	ADJ	ADJ;NOM;FEM;SG
zware	smagais	zwaar	smags	ADJ	ADJ;NOM;MASC;SG
zware	smago	zwaar	smags	ADJ	ADJ;ACC;MASC;SG
zangeres	dziedātāja	zangeres	dziedātāja	N;MASC+FEM;SG	N;NOM;FEM;SG
zangeres	dziedātājs	zangeres	dziedātājs	N;MASC+FEM;SG	N;NOM;MASC;SG
euro	eiro	euro	eiro	N;MASC+FEM;SG	N
euro	eiro	euro	eiro	N;MASC+FEM;SG	N
bank	banka	bank	banka	N;MASC+FEM;SG	N;NOM;FEM;SG
bank	dīvāna	bank	dīvāns	N;MASC+FEM;SG	N;GEN;MASC;SG
uitgeverij	izdevējs	uitgeverij	izdevējs	N;MASC+FEM;SG	N;NOM;MASC;SG
uitgeverij	publicēšanu	uitgeverij	publicēšana	N;MASC+FEM;SG	N;ACC;FEM;SG
uitgeverij	publicēšana	uitgeverij	publicēšana	N;MASC+FEM;SG	N;NOM;FEM;SG
uitgeverij	izdošana	uitgeverij	izdošana	N;MASC+FEM;SG	N;NOM;FEM;SG
uitgeverij	publikācija	uitgeverij	publikācija	N;MASC+FEM;SG	N;NOM;FEM;SG
winnen	laimē	winnen	laime	V;NFIN	V;IMP;SG;2;POS;PRS;FIN;ACT
winnen	uzvarēt	winnen	uzvarēt	V;NFIN	V;POS;NFIN
naties	nācijas	naties	nācija	N;PL	N;NOM;FEM;PL
sterke	stiprs	sterk	stiprs	ADJ	ADJ;NOM;MASC;SG
sterke	spēcīgs	sterk	spēcīgs	ADJ	ADJ;NOM;MASC;SG
sterke	stipra	sterk	stiprs	ADJ	ADJ;NOM;FEM;SG
sterke	spēcīga	sterk	spēcīga	ADJ	ADJ;NOM;FEM;SG
eigenaar	īpašniece	eigenaar	īpašniece	N;MASC+FEM;SG	N;NOM;FEM;SG
eigenaar	īpašnieks	eigenaar	īpašnieks	N;MASC+FEM;SG	N;NOM;MASC;SG
royal	karaļa	royal	karalis	N;MASC+FEM;SG	N;NOM;MASC;SG
volledige	pilnu	volledig	pilna	ADJ	ADJ;ACC;MASC;SG
volledige	pilnas	volledig	pilna	ADJ	ADJ;NOM;FEM;PL
volledige	pilns	volledig	pilns	ADJ	ADJ;NOM;MASC;SG
volledige	pilnā	volledig	pilns	ADJ	ADJ;NOM;FEM;SG
volledige	pilni	volledig	pilns	ADJ	ADJ;NOM;MASC;PL
volledige	pilna	volledig	pilna	ADJ	ADJ;NOM;FEM;SG
oudere	vecākais	oud	vecs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
oudere	vecāks	oud	vecāks	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
oudere	vecāka	oud	veca	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
bos	mežā	bos	mežs	N;NEUT;SG	N;ESS;MASC;SG
bos	meža	bos	mežs	N;NEUT;SG	N;GEN;MASC;SG
bos	mežs	bos	mežs	N;NEUT;SG	N;NOM;MASC;SG
begraafplaats	kapsētu	begraafplaats	kapsēt	N;MASC+FEM;SG	N;ACC;MASC;SG
zoeken	meklēt	zoeken	meklēt	V;NFIN	V;POS;NFIN
combinatie	kombinācija	combinatie	kombinācija	N;MASC+FEM;SG	N;NOM;FEM;SG
combinatie	apvienojums	combinatie	apvienojums	N;MASC+FEM;SG	N;NOM;MASC;SG
bedrijven	uzņēmējsabiedrības	bedrijf	uzņēmējsabiedrība	N;PL	N;NOM;FEM;PL
bedrijven	kompānijas	bedrijf	kompānija	N;PL	N;NOM;FEM;PL
bedrijven	uzņēmumi	bedrijf	uzņēmums	N;PL	N;NOM;MASC;PL
bedrijven	uzņēmumi	bedrijf	uzņēmums	N;PL	N;NOM;MASC;PL
gemiddelde	vidējais	gemiddeld	vidējs	ADJ	ADJ;NOM;MASC;SG
gemiddelde	vidējā	gemiddeld	vidējs	ADJ	ADJ;NOM;FEM;SG
gemiddelde	vidējais	gemiddeld	vidējs	ADJ	ADJ;NOM;MASC;SG
verschenen	parādījās	verschijnen	parādīties	V;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
verschenen	publicēts	verschijnen	publicēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verschenen	publicēta	verschijnen	publicēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
lezen	lasi	lezen	lasīt	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
lezen	lasīt	lezen	lasīt	V;NFIN	V;POS;NFIN
deelnemers	dalībniecēm	deelnemer	dalībniece	N;PL	N;DAT;FEM;PL
deelnemers	dalībnieki	deelnemer	dalībnieks	N;PL	N;NOM;MASC;PL
deelnemers	dalībnieki	deelnemer	dalībnieks	N;PL	N;NOM;MASC;PL
haven	portu	haven	ports	N;MASC+FEM;SG	N;ACC;MASC;SG
haven	ostā	haven	osta	N;MASC+FEM;SG	N;ESS;FEM;SG
