que	ότι	que	ότι	CONJ	CONJ
letras	γράμματα	letra	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
letras	επιστολές	letra	επιστολή	N;FEM;PL	N;NOM;FEM;PL
letras	γραμματα	letra	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
letras	στίχοι	letra	στίχος	N;FEM;PL	N;NOM;MASC;PL
letras	στίχους	letra	στίχος	N;FEM;PL	N;ACC;MASC;PL
lenguas	γλώσσες	lengua	γλώσσα	N;FEM;PL	N;NOM;FEM;PL
vivo	ζωντανός	vivo	ζωντανός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vivo	ζωντανό	vivo	ζωντανός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vivo	ζωντανή	vivo	ζωντανός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
encuentro	συνάντηση	encuentro	συνάντηση	N;MASC;SG	N;ACC;FEM;SG
encuentro	σύσκεψη	encuentro	σύσκεψη	N;MASC;SG	N;ACC;FEM;SG
encuentro	συνεδρίαση	encuentro	συνεδρίαση	N;MASC;SG	N;NOM;FEM;SG
encuentro	συμπλοκή	encuentro	συμπλοκή	N;MASC;SG	N;NOM;FEM;SG
originalmente	αρχικώς	originalmente	αρχικώς	ADV	ADV
originalmente	αρχικά	originalmente	αρχικά	ADV	ADV
naturaleza	φύση	naturaleza	φύση	N;FEM;SG	N;NOM;FEM;SG
naturaleza	φυση	naturaleza	φυση	N;FEM;SG	N;NOM;FEM;SG
claro	καθαρά	claro	καθερά	ADV	ADV
claro	σίγουρα	claro	σίγουρα	ADV	ADV
existencia	ύπαρξη	existencia	ύπαρξη	N;FEM;SG	N;ACC;FEM;SG
man	άνθρωπος	man	άνθρωπος	N	N;NOM;MASC;SG
juega	παίζει	jugar	παίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rico	νόστιμη	rico	νόστιμος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
rico	νόστιμο	rico	νόστιμο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
rico	πλούσιος	rico	πλούσιος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
rico	πλούσιο	rico	πλούσιο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
rico	πλούσια	rico	πλούσιος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sonido	ήχο	sonido	ήχο	N;MASC;SG	N;ACC;MASC;SG
sonido	ήχος	sonido	ήχος	N;MASC;SG	N;NOM;MASC;SG
mensajes	μηνύματα	mensaje	μήνυμα	N;MASC;PL	N;NOM;NEUT;PL
mesa	πίνακας	mesa	πίνακα	N;FEM;SG	N;NOM;MASC;SG
mesa	πινακας	mesa	πινακα	N;FEM;SG	N;NOM;MASC;SG
mesa	τραπέζι	mesa	τραπέζι	N;FEM;SG	N;NOM;NEUT;SG
granada	ρόδι	granada	ρόδι	N;FEM;SG	N;NOM;NEUT;SG
granada	χειροβομβίδα	granada	χειροβομβίδα	N;FEM;SG	N;NOM;FEM;SG
antiguos	αρχαίους	antiguo	άρχαιος	ADJ;MASC;PL	ADJ;ACC;MASC;PL
antiguos	αρχαίοι	antiguo	αρχαίος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
pasar	περάσει	pasar	περνώ	V;NFIN	V;PFV;NFIN;ACT
objeto	αντικείμενο	objeto	αντικείμενο	N;MASC;SG	N;NOM;NEUT;SG
generales	στρατηγοί	general	στρατηγός	N;MASC;PL	N;NOM;MASC;PL
generales	στρατηγούς	general	στρατηγός	N;MASC;PL	N;ACC;MASC;PL
apertura	διάφραγμα	apertura	διάφραγμα	N;FEM;SG	N;NOM;NEUT;SG
apertura	άνοιγμα	apertura	άνοιγμα	N;FEM;SG	N;NOM;NEUT;SG
geografía	γεωγραφία	geografía	γεωγραφία	N;FEM;SG	N;NOM;FEM;SG
análisis	αναλύσεις	análisis	ανάλυση	N;MASC	N;NOM;FEM;PL
análisis	ανάλυση	análisis	ανάλυση	N;MASC	N;ACC;FEM;SG
protección	προστασία	protección	προστασία	N;FEM;SG	N;ACC;FEM;SG
géneros	γένη	género	γένος	N;MASC;PL	N;NOM;NEUT;PL
naciones	εθνών	nación	εθνό	N;FEM;PL	N;GEN;NEUT;PL
naciones	έθνη	nación	έθνος	N;FEM;PL	N;NOM;NEUT;PL
familias	οικογένειες	familia	οικογένεια	N;FEM;PL	N;NOM;FEM;PL
ferrocarril	σιδηρόδρομος	ferrocarril	σιδηρόδρομος	N;MASC;SG	N;NOM;MASC;SG
ferrocarril	σιδηρόδρομος	ferrocarril	σιδηρόδρομος	N;MASC;SG	N;NOM;MASC;SG
ferrocarril	σιδηρόδρομος	ferrocarril	σιδηρόδρομος	N;MASC;SG	N;NOM;MASC;SG
ferrocarril	σιδηρόδρομο	ferrocarril	σιδηρόδρομος	N;MASC;SG	N;ACC;MASC;SG
notas	νότες	nota	νότος	N;FEM;PL	N;NOM;FEM;PL
notas	σημειώσεις	nota	σημείωση	N;FEM;PL	N;NOM;FEM;PL
proyectos	σχέδια	proyecto	σχέδιο	N;MASC;PL	N;NOM;NEUT;PL
proyectos	έργα	proyecto	έργο	N;MASC;PL	N;NOM;NEUT;PL
proyectos	εργα	proyecto	έργο	N;MASC;PL	N;NOM;NEUT;PL
white	άσπρο	white	άσπρο	N	N;NOM;NEUT;SG
white	λευκό	white	λευκός	N	N;NOM;NEUT;SG
white	λευκά	white	λευκός	N	N;NOM;NEUT;PL
funciones	λειτουργίες	función	λειτουργία	N;FEM;PL	N;NOM;FEM;PL
funciones	χαρακτηριστικά	función	χαρακτηριστικός	N;FEM;PL	N;NOM;NEUT;PL
corona	στέμμα	corona	στέμμα	N;FEM;SG	N;NOM;NEUT;SG
corona	κορόνα	corona	κορόνας	N;FEM;SG	N;NOM;NEUT;SG
corona	κορόνα	corona	κορόνας	N;FEM;SG	N;NOM;NEUT;SG
apareció	εμφανίστηκε	aparecer	εμφανίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
clima	κλίμα	clima	κλίμα	N;MASC;SG	N;NOM;NEUT;SG
clima	καιρός	clima	καιρός	N;MASC;SG	N;NOM;MASC;SG
prensa	τύπου	prensa	τύπος	N;FEM;SG	N;GEN;MASC;SG
prensa	τύπος	prensa	τύπος	N;FEM;SG	N;NOM;MASC;SG
escena	σκηνή	escena	σκηνός	N;FEM;SG	N;ACC;FEM;SG
escena	σκηνη	escena	σκηνός	N;FEM;SG	N;ACC;FEM;SG
provincial	επαρχιακό	provincial	επαρχιακός	ADJ;SG	ADJ;NOM;NEUT;SG
provincial	επαρχιακή	provincial	επαρχιακός	ADJ;SG	ADJ;NOM;FEM;SG
versiones	εκδοχές	versión	εκδοχή	N;FEM;PL	N;NOM;FEM;PL
isabel	ελισάβετ	isabel	ελισάβετ	N;FEM;SG	N
isabel	ελισάβετ	isabel	ελισάβετ	N;FEM;SG	N
numerosas	πολυάριθμες	numeroso	πολύαριθμος	ADJ;FEM;PL	ADJ;NOM;FEM;PL
numerosas	πολυάριθμα	numeroso	πολυάριθμος	ADJ;FEM;PL	ADJ;NOM;NEUT;PL
puerta	θύρα	puerta	θύρα	N;FEM;SG	N;NOM;FEM;SG
puerta	πύλη	puerta	πύλη	N;FEM;SG	N;NOM;FEM;SG
puerta	πορτα	puerta	πορτα	N;FEM;SG	N;NOM;FEM;SG
puerta	πόρτα	puerta	πόρτα	N;FEM;SG	N;ACC;FEM;SG
romano	ρωμαϊκό	romano	ρωμαϊκός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
romano	ρωμαϊκή	romano	ρωμαϊκός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
griego	ελληνίδα	griego	ελληνίδα	N;MASC;SG	N;NOM;FEM;SG
habla	μιλάει	hablar	μιλώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cierto	αληθινή	cierto	αληθινός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
crisis	κρίσεις	crisis	κρίση	N;FEM	N;NOM;FEM;PL
crisis	κρίση	crisis	κρίση	N;FEM	N;NOM;FEM;SG
crisis	κριση	crisis	κριση	N;FEM	N;NOM;FEM;SG
efectos	επιπτώσεις	efecto	επίπτωση	N;MASC;PL	N;NOM;FEM;PL
efectos	επιδράσεις	efecto	επίδραση	N;MASC;PL	N;NOM;FEM;PL
memoria	ανάμνηση	memoria	ανάμνηση	N;FEM;SG	N;ACC;FEM;SG
memoria	μνημη	memoria	μνημη	N;FEM;SG	N;ACC;FEM;SG
memoria	μνήμη	memoria	μνήμη	N;FEM;SG	N;ACC;FEM;SG
orquesta	ορχήστρα	orquesta	ορχήστρα	N;FEM;SG	N;NOM;FEM;SG
creó	δημιουργήθηκε	crear	δημιουργώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
creó	δημιούργησε	crear	δημιουργώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
siglos	αιώνες	siglo	αιώνας	N;MASC;PL	N;NOM;MASC;PL
montaña	βουνό	montaña	βουνό	N;FEM;SG	N;NOM;NEUT;SG
mantener	κρατώντας	mantener	κρατώ	V;NFIN	V;IPFV;V.CVB;ACT
mantener	διατηρήστε	mantener	διατηρώ	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
mantener	διατηρήσει	mantener	διατηρώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
mantener	κρατήστε	mantener	κρατώ	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
mantener	κράτα	mantener	κράτα	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
directamente	ίσια	directamente	ίσιος	ADV	ADV
directamente	κατευθείαν	directamente	κατεύθεια	ADV	ADV
directamente	απευθείας	directamente	απευθείας	ADV	ADV
directamente	άμεσα	directamente	άμεσα	ADV	ADV
directamente	απευθείας	directamente	απευθείας	ADV	ADV
lanzamiento	απελευθέρωση	lanzamiento	απελευθέρωση	N;MASC;SG	N;NOM;FEM;SG
lanzamiento	αποδέσμευση	lanzamiento	αποδέσμευση	N;MASC;SG	N;ACC;FEM;SG
lanzamiento	ελευθέρωση	lanzamiento	ελευθέρωση	N;MASC;SG	N;ACC;FEM;SG
lanzamiento	εκτόξευση	lanzamiento	εκτόξευση	N;MASC;SG	N;ACC;FEM;SG
lanzamiento	εκτόξευση	lanzamiento	εκτόξευση	N;MASC;SG	N;ACC;FEM;SG
comité	επιτροπή	comité	επιτροπή	N;MASC;SG	N;NOM;FEM;SG
comité	επιτροπη	comité	επιτροπος	N;MASC;SG	N;NOM;FEM;SG
capilla	παρεκκλήσι	capilla	παρεκκλήσι	N;FEM;SG	N;NOM;NEUT;SG
capilla	εκκλησάκι	capilla	εκκλησάκι	N;FEM;SG	N;NOM;NEUT;SG
probablemente	πιθανότατα	probablemente	πιθανώς	ADV	ADV;CMPR
probablemente	πιθανόν	probablemente	πιθανώς	ADV	ADV
probablemente	πιθανώς	probablemente	πιθανώς	ADV	ADV
larga	μακρύς	largo	μακρύς	ADJ;FEM;SG	ADJ;NOM;MASC;SG
poeta	ποιητής	poeta	ποιητής	N;MASC;SG	N;NOM;MASC;SG
poeta	ποιητή	poeta	ποιητής	N;MASC;SG	N;ACC;MASC;SG
tradición	παράδοση	tradición	παράδοση	N;FEM;SG	N;ACC;FEM;SG
provincias	επαρχίες	provincia	επαρχία	N;FEM;PL	N;NOM;FEM;PL
produce	παράγει	producir	παράγω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
autónoma	αυτόνομη	autónomo	αυτόνομος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
autónoma	αυτόνομο	autónomo	αυτόνομος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
hojas	φύλλα	hoja	φύλλο	N;FEM;PL	N;NOM;NEUT;PL
hojas	σεντόνια	hoja	σεντόνιο	N;FEM;PL	N;NOM;NEUT;PL
hojas	φύλλα	hoja	φύλλο	N;FEM;PL	N;NOM;NEUT;PL
hojas	λεπίδες	hoja	λεπίδα	N;FEM;PL	N;NOM;FEM;PL
soviética	σοβιετικό	soviético	σοβιετικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
soviética	σοβιετική	soviético	σοβιετικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
tomar	πάρτε	tomar	πάρτε	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
tomar	πάρε	tomar	πάρε	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
necesario	απαραίτητος	necesario	απαραίτητος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
necesario	απαραίτητο	necesario	απαραίτητος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
necesario	αναγκαίος	necesario	αναγκαίος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
necesario	αναγκαίο	necesario	αναγκαίος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
necesario	αναγκαία	necesario	αναγκαίος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
necesario	απαραίτητη	necesario	απαραίτητος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
filosofía	φιλοσοφία	filosofía	φιλοσοφία	N;FEM;SG	N;NOM;FEM;SG
periodista	δημοσιογράφος	periodista	δημοσιογράφος	N;SG	N;NOM;MASC;SG
periodista	δημοσιογράφος	periodista	δημοσιογράφος	N;SG	N;NOM;MASC;SG
periodista	ρεπόρτερ	periodista	ρεπόρτερ	N;SG	N;NOM;FEM;SG
jugar	παίξε	jugar	παίζω	V;NFIN	V;PFV;IND;PL;2;PST;FIN;ACT
jugar	παίξουμε	jugar	παίζω	V;NFIN	V;PFV;IND;PL;1;FIN;ACT
jugar	παίζοντας	jugar	παίζω	V;NFIN	V;IPFV;V.CVB;ACT
jugar	παίζω	jugar	παίζω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
jugar	παίζει	jugar	παίζω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
operación	επιχειρηση	operación	επιχειρηση	N;FEM;SG	N;ACC;FEM;SG
operación	εγχείρηση	operación	εγχείρηση	N;FEM;SG	N;ACC;FEM;SG
operación	λειτουργία	operación	λειτουργία	N;FEM;SG	N;ACC;FEM;SG
operación	επιχείρηση	operación	επιχείρηση	N;FEM;SG	N;ACC;FEM;SG
papa	πάπας	papa	πάπας	N;MASC;SG	N;NOM;MASC;SG
papa	πάπα	papa	πάπα	N;MASC;SG	N;VOC;MASC;SG
papa	πατάτας	papa	πατάτα	N;MASC;SG	N;GEN;FEM;SG
papa	πατάτα	papa	πατάτα	N;MASC;SG	N;NOM;FEM;SG
firma	υπογραφή	firma	υπογραφή	N;FEM;SG	N;ACC;FEM;SG
firma	υπογραφή	firma	υπογραφή	N;FEM;SG	N;ACC;FEM;SG
firma	σημάδι	firma	σημάδι	N;FEM;SG	N;NOM;NEUT;SG
nacionalidad	ιθαγένεια	nacionalidad	ιθαγένεια	N;FEM;SG	N;NOM;FEM;SG
nacionalidad	εθνικότητα	nacionalidad	εθνικότητα	N;FEM;SG	N;ACC;FEM;SG
nacionalidad	υπηκοότητα	nacionalidad	υπηκοότητα	N;FEM;SG	N;ACC;FEM;SG
nacionalidad	ιθαγένεια	nacionalidad	ιθαγένεια	N;FEM;SG	N;NOM;FEM;SG
nacionalidad	υπηκοότητα	nacionalidad	υπηκοότητα	N;FEM;SG	N;ACC;FEM;SG
patrimonio	κτήμα	patrimonio	κτήμα	N;MASC;SG	N;NOM;NEUT;SG
patrimonio	περιουσία	patrimonio	περιουσία	N;MASC;SG	N;ACC;FEM;SG
patrimonio	κληρονομιά	patrimonio	κληρονομιά	N;MASC;SG	N;NOM;FEM;SG
regiones	περιφερειών	región	περιφέρεια	N;FEM;PL	N;GEN;FEM;PL
regiones	περιοχές	región	περιοχή	N;FEM;PL	N;NOM;FEM;PL
regiones	περιφέρειες	región	περιφέρεια	N;FEM;PL	N;NOM;FEM;PL
poesía	ποίηση	poesía	ποίηση	N;FEM;SG	N;NOM;FEM;SG
hermana	αδελφή	hermana	αδελφή	N;FEM;SG	N;NOM;FEM;SG
hermana	αδερφή	hermana	αδερφή	N;FEM;SG	N;NOM;FEM;SG
decide	αποφασίζει	decidir	αποφασίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
decide	αποφασίσει	decidir	αποφασίζω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
alianza	συμμαχία	alianza	συμμαχία	N;FEM;SG	N;NOM;FEM;SG
respuesta	απαντηση	respuesta	απαντηση	N;FEM;SG	N;ACC;FEM;SG
respuesta	απάντηση	respuesta	απάντηση	N;FEM;SG	N;ACC;FEM;SG
respuesta	απαντηση	respuesta	απαντηση	N;FEM;SG	N;ACC;FEM;SG
respuesta	απάντηση	respuesta	απάντηση	N;FEM;SG	N;ACC;FEM;SG
respuesta	ανταπόκριση	respuesta	ανταπόκριση	N;FEM;SG	N;ACC;FEM;SG
respuesta	απόκριση	respuesta	απόκριση	N;FEM;SG	N;ACC;FEM;SG
respuesta	αντίδραση	respuesta	αντίδραση	N;FEM;SG	N;ACC;FEM;SG
pruebas	εξετάσεις	prueba	εξέταση	N;FEM;PL	N;NOM;FEM;PL
pruebas	δοκιμασίες	prueba	δοκιμασία	N;FEM;PL	N;NOM;FEM;PL
pruebas	δοκιμές	prueba	δοκιμή	N;FEM;PL	N;NOM;FEM;PL
pruebas	δοκιμές	prueba	δοκιμή	N;FEM;PL	N;NOM;FEM;PL
pruebas	αποδείξεις	prueba	απόδειξη	N;FEM;PL	N;NOM;FEM;PL
pruebas	αποδείξεις	prueba	απόδειξη	N;FEM;PL	N;NOM;FEM;PL
médico	γιατρός	médico	γιατρός	N;MASC;SG	N;NOM;MASC;SG
médico	ιατρός	médico	ιατρός	N;MASC;SG	N;NOM;MASC;SG
médico	γιατρός	médico	γιατρός	N;MASC;SG	N;NOM;MASC;SG
médico	γιατρό	médico	γιατρός	N;MASC;SG	N;NOM;MASC;SG
metro	μετρό	metro	μετρό	N;MASC;SG	N;NOM;NEUT;SG
metro	μετρο	metro	μετρο	N;MASC;SG	N
metro	μετρό	metro	μετρό	N;MASC;SG	N;NOM;NEUT;SG
marina	πεζοναύτης	marina	πεζοναύτης	N;FEM;SG	N;NOM;MASC;SG
marina	πεζοναύτη	marina	πεζοναύτης	N;FEM;SG	N;NOM;MASC;SG
eventos	γεγονότα	evento	γεγονός	N;MASC;PL	N;NOM;NEUT;PL
eventos	γεγονοτα	evento	γεγονος	N;MASC;PL	N;NOM;NEUT;PL
eventos	συμβάντα	evento	συμβάντα	N;MASC;PL	N;NOM;NEUT;PL
eventos	εκδηλώσεις	evento	εκδήλωση	N;MASC;PL	N;NOM;FEM;PL
exterior	εξωτερική	exterior	εξωτερικός	ADJ;SG	ADJ;NOM;FEM;SG
exterior	εξωτερικός	exterior	εξωτερικός	ADJ;SG	ADJ;NOM;MASC;SG
británica	βρετανικό	británico	βρετανικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
británica	βρετανός	británico	βρετανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
británica	βρετανική	británico	βρετανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
estudió	σπούδασε	estudiar	σπούδασσω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
estudió	μελετήσει	estudiar	μελετώ	V;IND;SG;3;PST;FIN	V;PFV;NFIN;ACT
coronel	συνταγματάρχη	coronel	συνταγματάρχης	N;MASC;SG	N;NOM;MASC;SG
coronel	συνταγματάρχης	coronel	συνταγματάρχης	N;MASC;SG	N;NOM;MASC;SG
parroquia	ενορία	parroquia	ενορία	N;FEM;SG	N;NOM;FEM;SG
física	φυσικής	físico	φυσικός	ADJ;FEM;SG	ADJ;GEN;FEM;SG
física	φυσική	físico	φυσικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
física	σωματική	físico	σωματικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
física	φυσική	físico	φυσικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
física	σωματικό	físico	σωματικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
anteriormente	προηγουμένως	anteriormente	προηγουμένως	ADV	ADV
anteriormente	νωρίτερα	anteriormente	νωρίς	ADV	ADV;CMPR
anteriormente	παλαιότερα	anteriormente	παλιά	ADV	ADV;CMPR
práctica	ιατρείο	práctica	ιατρείο	N;FEM;SG	N;NOM;NEUT;SG
práctica	εξάσκηση	práctica	εξάσκηση	N;FEM;SG	N;ACC;FEM;SG
práctica	προπόνηση	práctica	προπόνηση	N;FEM;SG	N;ACC;FEM;SG
grecia	ελλαδα	grecia	ελλαδα	N;FEM;SG	N;NOM;FEM;SG
exposición	έκθεμα	exposición	έκθεμα	N;FEM;SG	N;NOM;NEUT;SG
exposición	έκθεση	exposición	έκθεση	N;FEM;SG	N;ACC;FEM;SG
exposición	έκθεση	exposición	έκθεση	N;FEM;SG	N;ACC;FEM;SG
exposición	εκθεση	exposición	εκθεση	N;FEM;SG	N;ACC;FEM;SG
industrial	βιομηχανική	industrial	βιομηχανικός	ADJ;SG	ADJ;NOM;FEM;SG
industrial	βιομηχανικό	industrial	βιομηχανικός	ADJ;SG	ADJ;NOM;NEUT;SG
industrial	βιομηχανικός	industrial	βιομηχανικός	ADJ;SG	ADJ;NOM;MASC;SG
cuadro	πίνακας	cuadro	πίνακα	N;MASC;SG	N;NOM;MASC;SG
cuadro	πινακας	cuadro	πινακα	N;MASC;SG	N;NOM;MASC;SG
cuadro	τραπέζι	cuadro	τραπέζι	N;MASC;SG	N;NOM;NEUT;SG
cuadro	πίνακας	cuadro	πίνακα	N;MASC;SG	N;NOM;MASC;SG
cuadro	πίνακα	cuadro	πίνακα	N;MASC;SG	N;ACC;MASC;SG
enfermedad	αρρώστια	enfermedad	αρρώστια	N;FEM;SG	N;NOM;FEM;SG
enfermedad	ασθένεια	enfermedad	ασθένεια	N;FEM;SG	N;NOM;FEM;SG
enfermedad	ασθένεια	enfermedad	ασθένεια	N;FEM;SG	N;NOM;FEM;SG
enfermedad	νόσος	enfermedad	νόσος	N;FEM;SG	N;NOM;MASC;SG
enfermedad	ασθένεια	enfermedad	ασθένεια	N;FEM;SG	N;NOM;FEM;SG
enfermedad	αρρώστια	enfermedad	αρρώστια	N;FEM;SG	N;NOM;FEM;SG
colonia	κολόνια	colonia	κολόνια	N;FEM;SG	N;NOM;NEUT;SG
colonia	αποικία	colonia	αποικία	N;FEM;SG	N;NOM;FEM;SG
pequeñas	μικρές	pequeño	μικρός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
nación	έθνος	nación	έθνος	N;FEM;SG	N;NOM;NEUT;SG
show	εμφάνιση	show	εμφάνιση	N;MASC;SG	N;ACC;FEM;SG
show	παράσταση	show	παράσταση	N;MASC;SG	N;ACC;FEM;SG
national	εθνικός	national	εθνικός	ADJ;SG	ADJ;NOM;MASC;SG
national	εθνικό	national	εθνικός	ADJ;SG	ADJ;NOM;NEUT;SG
national	εθνικη	national	εθνικη	ADJ;SG	ADJ;NOM;FEM;SG
national	εθνική	national	εθνικός	ADJ;SG	ADJ;NOM;FEM;SG
anunció	ανακοίνωσε	anunciar	ανακοινώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
anunció	ανακοινώθηκε	anunciar	ανακοινώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
extensión	επέκταση	extensión	επέκταση	N;FEM;SG	N;ACC;FEM;SG
extensión	παράταση	extensión	παράταση	N;FEM;SG	N;ACC;FEM;SG
régimen	καθεστώς	régimen	καθεστώς	N;MASC;SG	N;ACC;NEUT;SG
régimen	καθεστώς	régimen	καθεστώς	N;MASC;SG	N;ACC;NEUT;SG
dinero	χρήμα	dinero	χρήμα	N;MASC;SG	N;NOM;NEUT;SG
dinero	μετρητά	dinero	μετρητά	N;MASC;SG	N;NOM;NEUT;SG
ahí	εκει	ahí	εκει	ADV	ADV
ahí	εκεί	ahí	εκεί	ADV	ADV
suelo	δάπεδο	suelo	δάπεδο	N;MASC;SG	N;NOM;NEUT;SG
suelo	όροφο	suelo	όροφος	N;MASC;SG	N;ACC;MASC;SG
suelo	πάτωμα	suelo	πάτωμα	N;MASC;SG	N;NOM;NEUT;SG
suelo	όροφος	suelo	όροφος	N;MASC;SG	N;NOM;MASC;SG
suelo	χώμα	suelo	χώμα	N;MASC;SG	N;NOM;NEUT;SG
suelo	έδαφος	suelo	έδαφος	N;MASC;SG	N;NOM;NEUT;SG
operaciones	πράξεις	operación	πράξη	N;FEM;PL	N;NOM;FEM;PL
operaciones	συναλλαγές	operación	συναλλαγή	N;FEM;PL	N;NOM;FEM;PL
concepto	έννοια	concepto	έννοια	N;MASC;SG	N;NOM;FEM;SG
calles	δρόμους	calle	δρόμος	N;FEM;PL	N;ACC;MASC;PL
calles	δρόμοι	calle	δρόμος	N;FEM;PL	N;NOM;MASC;PL
hechos	γεγονότα	hecho	γεγονός	N;MASC;PL	N;NOM;NEUT;PL
hechos	γεγονοτα	hecho	γεγονος	N;MASC;PL	N;NOM;NEUT;PL
ambiente	ατμόσφαιρα	ambiente	ατμόσφαιρα	N;MASC;SG	N;NOM;FEM;SG
ambiente	περιβάλλον	ambiente	περιβάλλον	N;MASC;SG	N;NOM;NEUT;SG
pronto	σύντομα	pronto	σύντομα	ADV	ADV
gestión	διαχείριση	gestión	διαχείριση	N;FEM;SG	N;NOM;FEM;SG
gestión	διοίκηση	gestión	διοίκηση	N;FEM;SG	N;ACC;FEM;SG
gestión	διαχείρισης	gestión	διαχείριση	N;FEM;SG	N;GEN;FEM;SG
gestión	διαχείριση	gestión	διαχείριση	N;FEM;SG	N;NOM;FEM;SG
hall	χωλ	hall	χωλ	N;MASC;SG	N;NOM;NEUT;SG
recibe	λαμβάνει	recibir	λαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
recibe	παραλαμβάνει	recibir	παραλαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
salida	έξοδος	salida	έξοδος	N;FEM;SG	N;NOM;FEM;SG
salida	έξοδος	salida	έξοδος	N;FEM;SG	N;NOM;FEM;SG
salida	έξοδο	salida	έξοδος	N;FEM;SG	N;ACC;FEM;SG
salida	αποχώρηση	salida	αποχώρηση	N;FEM;SG	N;ACC;FEM;SG
salida	διέξοδο	salida	διάξοδος	N;FEM;SG	N;ACC;FEM;SG
capítulo	κεφάλαιο	capítulo	κεφάλαιο	N;MASC;SG	N;NOM;NEUT;SG
italiana	ιταλική	italiano	ιταλικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
italiana	ιταλικό	italiano	ιταλικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
acciones	μερίδια	acción	μερίδιο	N;FEM;PL	N;NOM;NEUT;PL
acciones	μετοχές	acción	μετοχή	N;FEM;PL	N;NOM;FEM;PL
acciones	πράξεις	acción	πράξη	N;FEM;PL	N;NOM;FEM;PL
acciones	δράσεις	acción	δράση	N;FEM;PL	N;NOM;FEM;PL
acciones	ενέργειες	acción	ενέργεια	N;FEM;PL	N;NOM;FEM;PL
acciones	αποθέματα	acción	απόθεμα	N;FEM;PL	N;NOM;NEUT;PL
acciones	μετοχές	acción	μετοχή	N;FEM;PL	N;NOM;FEM;PL
pertenece	ανήκει	pertenecer	ανήκω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
