המשלוח	expediere	המשלוח	expediere	N;MASC;SG	N;INDF;FEM;SG
גבעות	coline	גבעות	colină	N;FEM;PL	N;INDF;FEM;PL
גבעות	dealuri	גבעות	deal	N;FEM;PL	N;INDF;FEM;PL
מתמטיקאים	matematicieni	מתמטיקני	matematician	N;MASC;PL	N;INDF;MASC;PL
מימד	dimensiune	ממד	dimensiune	N;MASC;SG	N;INDF;FEM;SG
מימד	dimensiunea	ממד	dimensiune	N;MASC;SG	N;DEF;FEM;SG
פלישה	invazia	פלישה	invazie	N;FEM;SG	N;DEF;FEM;SG
פלישה	invazie	פלישה	invazie	N;FEM;SG	N;INDF;FEM;SG
שקול	prudentă	שקול	prudentă	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מימוש	implementarea	מימוש	implementare	N;MASC;SG	N;DEF;FEM;SG
מימוש	implementare	מימוש	implementare	N;MASC;SG	N;INDF;FEM;SG
הנחות	reduceri	הנחה	reducere	N;FEM;PL	N;INDF;FEM;PL
הנחות	ipotezele	הנחה	ipoteză	N;FEM;PL	N;DEF;FEM;PL
הנחות	presupuneri	הנחה	presupunere	N;FEM;PL	N;INDF;FEM;PL
הנחות	ipoteze	הנחה	ipota	N;FEM;PL	N;INDF;FEM;PL
נייד	mobil	נייד	mobil	N;MASC;SG	N;INDF;MASC;SG
נייד	mobilă	נייד	mobilă	N;MASC;SG	N;INDF;FEM;SG
חשבונות	facturile	חשבון	fact	N;MASC;PL	N;DEF;FEM;PL
חשבונות	facturi	חשבון	fact	N;MASC;PL	N;INDF;FEM;PL
חשבונות	conturi	חשבון	cont	N;MASC;PL	N;INDF;FEM;PL
חשבונות	conturile	חשבון	cont	N;MASC;PL	N;DEF;FEM;PL
רכיבים	componente	רכיב	componentă	N;MASC;PL	N;INDF;FEM;PL
רכיבים	componentele	רכיב	componentă	N;MASC;PL	N;DEF;FEM;PL
רכיבים	ingrediente	רכיב	ingredient	N;MASC;PL	N;INDF;FEM;PL
רכיבים	ingredientele	רכיב	ingredient	N;MASC;PL	N;DEF;FEM;PL
תפילות	rugăciuni	תפילות	rugăciune	N;FEM;PL	N;INDF;FEM;PL
תפילות	rugăciunile	תפילות	rugăciune	N;FEM;PL	N;DEF;FEM;PL
אמנויות	arte	אמנות	artă	N;FEM;PL	N;INDF;FEM;PL
טכניים	tehnice	טכני	tehnic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
גופות	cadavre	גופה	cadavre	N;FEM;PL	N;INDF;FEM;PL
גופות	organisme	גופה	organism	N;FEM;PL	N;INDF;FEM;PL
גופות	corpuri	גופה	corp	N;FEM;PL	N;INDF;FEM;PL
גופות	trupuri	גופה	trup	N;FEM;PL	N;INDF;FEM;PL
גופות	cadavre	גופה	cadavre	N;FEM;PL	N;INDF;FEM;PL
צמצום	reducere	צמצום	reducere	N;MASC;SG	N;INDF;FEM;SG
צמצום	reducerea	צמצום	reducere	N;MASC;SG	N;DEF;FEM;SG
צמצום	reducerea	צמצום	reducere	N;MASC;SG	N;DEF;FEM;SG
ריגול	spionaj	ריגול	spionaj	N;MASC;SG	N;INDF;MASC;SG
ריגול	spion	ריגול	spion	N;MASC;SG	N;INDF;MASC;SG
ריגול	spionul	ריגול	spion	N;MASC;SG	N;DEF;MASC;SG
ריגול	spionajul	ריגול	spionaj	N;MASC;SG	N;DEF;MASC;SG
ריגול	spionaj	ריגול	spionaj	N;MASC;SG	N;INDF;MASC;SG
עשן	fum	עשן	fum	N;MASC;SG	N;INDF;MASC;SG
סדנאות	ateliere	סדנאות	atelier	N;FEM;PL	N;INDF;FEM;PL
סדנאות	atelierele	סדנאות	atelier	N;FEM;PL	N;DEF;FEM;PL
החלפה	comutator	החלפה	comutator	N;FEM;SG	N;INDF;MASC;SG
החלפה	comutare	החלפה	comutare	N;FEM;SG	N;INDF;FEM;SG
החלפה	schimb	החלפה	schimb	N;FEM;SG	N;INDF;MASC;SG
החלפה	schimbul	החלפה	schimb	N;FEM;SG	N;DEF;MASC;SG
החלפה	schimb	החלפה	schimb	N;FEM;SG	N;INDF;MASC;SG
החלפה	swap	החלפה	swap	N;FEM;SG	N;INDF;MASC;SG
החלפה	comerțul	החלפה	comerț	N;FEM;SG	N;DEF;MASC;SG
החלפה	comerț	החלפה	comerț	N;FEM;SG	N;INDF;MASC;SG
פקודות	comenzi	פקודה	comandă	N;FEM;PL	N;INDF;FEM;PL
פקודות	ordinele	פקודה	ordin	N;FEM;PL	N;DEF;FEM;PL
פקודות	comenzi	פקודה	comandă	N;FEM;PL	N;INDF;FEM;PL
זיקה	afinitate	זיקה	afinitate	N;FEM;SG	N;INDF;FEM;SG
מינימלי	minim	מינימלי	minim	N;MASC;SG	N;INDF;MASC;SG
חימום	caldura	חימום	caldura	N;MASC;SG	N;DEF;FEM;SG
חימום	heat	חימום	heat	N;MASC;SG	N;INDF;MASC;SG
חימום	căldură	חימום	căldură	N;MASC;SG	N;INDF;FEM;SG
חימום	căldura	חימום	căldură	N;MASC;SG	N;DEF;FEM;SG
חימום	incalzire	חימום	incalzire	N;MASC;SG	N;INDF;FEM;SG
חימום	încălzire	חימום	încălzire	N;MASC;SG	N;INDF;FEM;SG
מוכנה	pregătit	מוכן	pregăti	ADJ;FEM;SG	ADJ;INDF;MASC;SG
הקלטה	înregistrare	הקלטה	înregistrare	N;FEM;SG	N;INDF;FEM;SG
הקלטה	înregistrarea	הקלטה	înregistrare	N;FEM;SG	N;DEF;FEM;SG
להתנגד	rezista	התנגד	rezista	V;NFIN	V;IND;SG;3;IPFV;FIN
להתנגד	rezistă	התנגד	rezista	V;NFIN	V;IND;SG;3;PST;FIN
לחסל	elimina	חיסל	elimina	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
יפים	frumoase	יפה	frumos	ADJ;MASC;PL	ADJ;INDF;FEM;PL
קיצונית	radical	קיצוני	radical	ADV	ADV
קיצונית	extrem	קיצוני	extrem	ADV	ADV;RL
מולדת	patria	מולדת	patrie	N;FEM;SG	N;DEF;FEM;SG
מולדת	homeland	מולדת	homeland	N;FEM;SG	N;INDF;MASC;SG
מולדת	patrie	מולדת	patrie	N;FEM;SG	N;INDF;FEM;SG
דתות	religiile	דתה	religie	N;FEM;PL	N;DEF;FEM;PL
דתות	religii	דתה	religie	N;FEM;PL	N;INDF;FEM;PL
אצבעות	degetele	אצבע	deget	N;FEM;PL	N;DEF;FEM;PL
אצבעות	degete	אצבע	deget	N;FEM;PL	N;INDF;FEM;PL
אישורים	aprobări	אישורים	aprobare	N;MASC;PL	N;INDF;FEM;PL
אישורים	aprobările	אישורים	aprobare	N;MASC;PL	N;DEF;FEM;PL
אישורים	confirmări	אישורים	confirmare	N;MASC;PL	N;INDF;FEM;PL
אישורים	permisele	אישורים	permite	N;MASC;PL	N;DEF;FEM;PL
נחיתה	debarcarea	נחיתה	debarcare	N;FEM;SG	N;DEF;FEM;SG
נחיתה	aterizarea	נחיתה	aterizare	N;FEM;SG	N;DEF;FEM;SG
נחיתה	debarcare	נחיתה	debarcare	N;FEM;SG	N;INDF;FEM;SG
נחיתה	aterizare	נחיתה	aterizare	N;FEM;SG	N;INDF;FEM;SG
יוזמה	initiativa	יוזמה	initiativă	N;FEM;SG	N;DEF;FEM;SG
יוזמה	inițiativă	יוזמה	inițiativă	N;FEM;SG	N;INDF;FEM;SG
יוזמה	inițiativa	יוזמה	inițiativă	N;FEM;SG	N;DEF;FEM;SG
ביולוגיה	biografia	None	biografie	N	N;DEF;FEM;SG
ביולוגיה	biografie	None	biografie	N	N;INDF;FEM;SG
ביולוגיה	biologie	None	biologie	N	N;INDF;FEM;SG
ביולוגיה	biologia	None	biologie	N	N;DEF;FEM;SG
אבטחה	securitate	אבטחה	securitate	N;FEM;SG	N;INDF;FEM;SG
אבטחה	securitatea	אבטחה	securitate	N;FEM;SG	N;DEF;FEM;SG
אבטחה	pază	אבטחה	pază	N;FEM;SG	N;INDF;FEM;SG
אבטחה	paza	אבטחה	pază	N;FEM;SG	N;DEF;FEM;SG
נדירה	rară	נדיר	rar	ADJ;FEM;SG	ADJ;INDF;FEM;SG
נדירה	rara	נדיר	rar	ADJ;FEM;SG	ADJ;DEF;FEM;SG
שוד	jaf	שוד	jaf	N;MASC;SG	N;INDF;MASC;SG
שוד	jaful	שוד	jaf	N;MASC;SG	N;DEF;MASC;SG
זן	zen	זן	zen		
ניירות	hârtii	נייר	hârtie	N;MASC;PL	N;INDF;FEM;PL
ניירות	acte	נייר	act	N;MASC;PL	N;INDF;FEM;PL
שנאה	urii	שנאה	ură	N;FEM;SG	N;DEF;FEM;SG
שנאה	ura	שנאה	ură	N;FEM;SG	N;DEF;FEM;SG
שנאה	ură	שנאה	ură	N;FEM;SG	N;INDF;FEM;SG
שנאה	ura	שנאה	ură	N;FEM;SG	N;DEF;FEM;SG
שנאה	ură	שנאה	ură	N;FEM;SG	N;INDF;FEM;SG
סחורות	mărfuri	סחורה	marfă	N;FEM;PL	N;INDF;FEM;PL
סחורות	bunuri	סחורה	bun	N;FEM;PL	N;INDF;FEM;PL
סחורות	marfuri	סחורה	marfă	N;FEM;PL	N;INDF;FEM;PL
סחורות	mărfuri	סחורה	marfă	N;FEM;PL	N;INDF;FEM;PL
עומס	sarcină	עומס	sarcină	N;MASC;SG	N;INDF;FEM;SG
עומס	supraîncărcare	עומס	supraîncărcare	N;MASC;SG	N;INDF;FEM;SG
המחוקקת	legislatură	המחוקק	legislatură	N;FEM;SG	N;INDF;FEM;SG
מעבורת	navetă	מעבורת	navetă	N;FEM;SG	N;INDF;FEM;SG
מעבורת	naveta	מעבורת	naveta	N;FEM;SG	N;DEF;FEM;SG
מעבורת	feribotul	מעבורת	feribot	N;FEM;SG	N;DEF;MASC;SG
מעבורת	feribot	מעבורת	feribot	N;FEM;SG	N;INDF;MASC;SG
אדיר	super	אדיר	super		
עותק	copia	עותק	copie	N;MASC;SG	N;DEF;FEM;SG
עותק	copiere	עותק	copiere	N;MASC;SG	N;INDF;FEM;SG
עותק	copie	עותק	copie	N;MASC;SG	N;INDF;FEM;SG
גופה	body	גופה	body	N;FEM;SG	N;INDF;MASC;SG
גופה	organism	גופה	organism	N;FEM;SG	N;INDF;MASC;SG
גופה	corp	גופה	corp	N;FEM;SG	N;INDF;MASC;SG
גופה	corpul	גופה	corp	N;FEM;SG	N;DEF;MASC;SG
גופה	trup	גופה	trup	N;FEM;SG	N;INDF;MASC;SG
גופה	cadavru	גופה	cadavru	N;FEM;SG	N;INDF;MASC;SG
משקה	băutură	משקה	băutură	N;MASC;SG	N;INDF;FEM;SG
משקה	băutură	משקה	băutură	N;MASC;SG	N;INDF;FEM;SG
אחורה	înapoi	אחורה	înapoi	ADV	ADV
תעסוקה	angajare	תעסוקה	angajare	N;FEM;SG	N;INDF;FEM;SG
הסוגים	tipuri	הסוג	tip	N;MASC;PL	N;INDF;FEM;PL
הסוגים	tipurile	הסוג	tip	N;MASC;PL	N;DEF;FEM;PL
אחרונים	recente	אחרון	recent	ADJ;MASC;PL	ADJ;INDF;FEM;PL
דרשה	predica	דרשה	predica	N;FEM;SG	N;DEF;FEM;SG
דרשה	predică	דרשה	predic	N;FEM;SG	N;INDF;FEM;SG
בוגרת	adult	בוגר	adult	N;FEM;SG	N;INDF;MASC;SG
שייכות	relevanța	שייכות	relevanță	N;FEM;SG	N;DEF;FEM;SG
שייכות	relevanță	שייכות	relevanță	N;FEM;SG	N;INDF;FEM;SG
פאן	pan	פאן	pan		
סעיפים	clauzele	סעיף	clauză	N;MASC;PL	N;DEF;FEM;PL
סעיפים	clauze	סעיף	clauză	N;MASC;PL	N;INDF;FEM;PL
חוט	fir	חוט	fir	N;MASC;SG	N;INDF;MASC;SG
חוט	sârmă	חוט	sârmă	N;MASC;SG	N;INDF;FEM;SG
חוט	sarma	חוט	sarmă	N;MASC;SG	N;DEF;FEM;SG
חוט	fir	חוט	fir	N;MASC;SG	N;INDF;MASC;SG
חוט	firul	חוט	fir	N;MASC;SG	N;DEF;MASC;SG
עיתונאית	ziaristă	עיתונאית	ziaristă	N;FEM;SG	N;INDF;FEM;SG
עיתונאית	jurnalistul	עיתונאית	jurnalist	N;FEM;SG	N;DEF;MASC;SG
עיתונאית	jurnalist	עיתונאית	jurnalist	N;FEM;SG	N;INDF;MASC;SG
עיתונאית	ziarist	עיתונאית	ziarist	N;FEM;SG	N;INDF;MASC;SG
מסוק	elicopter	מסוק	elicopter	N;MASC;SG	N;INDF;MASC;SG
מסוק	elicopterul	מסוק	elicopter	N;MASC;SG	N;DEF;MASC;SG
הרישיון	licență	הרישיון	licență	N;MASC;SG	N;INDF;FEM;SG
הרישיון	licența	הרישיון	licență	N;MASC;SG	N;DEF;FEM;SG
הרישיון	licenta	הרישיון	licentă	N;MASC;SG	N;DEF;FEM;SG
פרידה	frida	פרידה	fridă	N;FEM;SG	N;DEF;FEM;SG
טונות	tone	טונה	tonă	N;FEM;PL	N;INDF;FEM;PL
סטטיסטיקה	statistică	סטטיסטיקה	statistică	N;FEM;SG	N;INDF;FEM;SG
סטטיסטיקה	statistica	סטטיסטיקה	statistică	N;FEM;SG	N;DEF;FEM;SG
סטטיסטיקה	statistica	סטטיסטיקה	statistică	N;FEM;SG	N;DEF;FEM;SG
סטטיסטיקה	statistică	סטטיסטיקה	statistică	N;FEM;SG	N;INDF;FEM;SG
גלוי	vizibilă	גלוי	vizibil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
צירים	balamale	ציר	balamal	N;MASC;PL	N;INDF;FEM;PL
לכפות	impună	None	impune	V;NFIN;ACT	V;SBJV;3;PRS;FIN
לכפות	impun	None	impune	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לכפות	impune	None	impune	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
תצפיות	observații	תצפית	observație	N;FEM;PL	N;INDF;FEM;PL
בפנים	înăuntru	בפנים	înăuntru		
חרדה	anxietatea	חרדה	anxietate	N;FEM;SG	N;DEF;FEM;SG
חרדה	anxietate	חרדה	anxietate	N;FEM;SG	N;INDF;FEM;SG
חרדה	groază	חרדה	groază	N;FEM;SG	N;INDF;FEM;SG
פער	decalaj	פער	decalaj	N;MASC;SG	N;INDF;MASC;SG
פער	gap	פער	gap	N;MASC;SG	N;INDF;MASC;SG
בסיני	sinai	בסין	sinai		
טורים	coloanele	טור	coloană	N;MASC;PL	N;DEF;FEM;PL
טורים	coloane	טור	coloană	N;MASC;PL	N;INDF;FEM;PL
סבב	rotire	סבב	rotire	N;MASC;SG	N;INDF;FEM;SG
סבב	rotație	סבב	rotație	N;MASC;SG	N;INDF;FEM;SG
עמותה	asociația	עמותה	asociație	N;FEM;SG	N;DEF;FEM;SG
עמותה	asociatia	עמותה	asociatie	N;FEM;SG	N;DEF;FEM;SG
עמותה	asociație	עמותה	asociație	N;FEM;SG	N;INDF;FEM;SG
עמותה	asocierea	עמותה	asociere	N;FEM;SG	N;DEF;FEM;SG
עמותה	asociere	עמותה	asociere	N;FEM;SG	N;INDF;FEM;SG
טכניקה	tehnică	טכניקה	tehnică	N;FEM;SG	N;INDF;FEM;SG
טכניקה	tehnica	טכניקה	tehnică	N;FEM;SG	N;DEF;FEM;SG
ארטילריה	artileria	ארטילריה	artilerie	N	N;DEF;FEM;SG
ארטילריה	artilerie	ארטילריה	artilerie	N	N;INDF;FEM;SG
עמיתים	colegi	עמית	coleg	N;MASC;PL	N;INDF;MASC;PL
עמיתים	colegii	עמית	coleg	N;MASC;PL	N;DEF;MASC;PL
עמיתים	colegi	עמית	coleg	N;MASC;PL	N;INDF;MASC;PL
הי	hei	הי	hei		
בסיסים	baze	בסיס	bază	N;MASC;PL	N;INDF;FEM;PL
בסיסים	bazele	בסיס	bază	N;MASC;PL	N;DEF;FEM;PL
חירות	libertate	חירות	libertate	N;FEM;SG	N;INDF;FEM;SG
חירות	libertatea	חירות	libertate	N;FEM;SG	N;DEF;FEM;SG
חירות	freedom	חירות	freedom	N;FEM;SG	N;INDF;MASC;SG
חירות	libertate	חירות	libertate	N;FEM;SG	N;INDF;FEM;SG
חירות	liberty	חירות	liberty	N;FEM;SG	N;INDF;MASC;SG
יונים	ioni	יון	ioni	N;MASC;PL	N;INDF;MASC;PL
יונים	porumbeii	יון	porumbel	N;MASC;PL	N;DEF;MASC;PL
יונים	porumbei	יון	porumbă	N;MASC;PL	N;DEF;MASC;PL
יונים	porumbei	יון	porumbă	N;MASC;PL	N;DEF;MASC;PL
אוסטרים	austrieci	אוסטרי	austriac	N;MASC;PL	N;INDF;MASC;PL
קיטור	abur	קיטור	abur	N;MASC;SG	N;INDF;MASC;SG
ממלכות	tărâmuri	ממלכה	tărâm	N;FEM;PL	N;INDF;FEM;PL
ממלכות	regatele	ממלכה	regat	N;FEM;PL	N;DEF;FEM;PL
ממלכות	regate	ממלכה	regat	N;FEM;PL	N;INDF;FEM;PL
הברכה	binecuvântare	הברכה	binecuvântare	N;FEM;SG	N;INDF;FEM;SG
הברכה	binecuvântarea	הברכה	binecuvântare	N;FEM;SG	N;DEF;FEM;SG
הגבלה	restricție	הגבלה	restricție	N;FEM;SG	N;INDF;FEM;SG
הגבלה	limita	הגבלה	limită	N;FEM;SG	N;DEF;FEM;SG
הגבלה	limită	הגבלה	limită	N;FEM;SG	N;INDF;FEM;SG
בסקי	ski	בסק	ski		
פגיעות	leziuni	פגיעה	leziune	N;FEM;PL	N;INDF;FEM;PL
פגיעות	răni	פגיעה	rană	N;FEM;PL	N;INDF;FEM;PL
רגשית	emoțional	רגשי	emoțional	ADV	ADV
רגשית	emoțional	רגשי	emoțional	ADV	ADV
אופציה	opțiune	אופציה	opțiune	N;FEM;SG	N;INDF;FEM;SG
אופציה	opțiunea	אופציה	opțiune	N;FEM;SG	N;DEF;FEM;SG
ספריות	biblioteci	ספריות	bibliotecă	N;FEM;PL	N;INDF;FEM;PL
דאגה	preocuparea	דאגה	preocupare	N;FEM;SG	N;DEF;FEM;SG
דאגה	îngrijorare	דאגה	îngrijorare	N;FEM;SG	N;INDF;FEM;SG
דאגה	preocupare	דאגה	preocupare	N;FEM;SG	N;INDF;FEM;SG
נופש	resort	נופש	resort	N;MASC;SG	N;INDF;MASC;SG
נופש	statiune	נופש	statiune	N;MASC;SG	N;INDF;FEM;SG
נופש	vacanța	נופש	vacanță	N;MASC;SG	N;DEF;FEM;SG
נופש	vacanta	נופש	vacanta	N;MASC;SG	N;DEF;FEM;SG
נופש	concediu	נופש	concediu	N;MASC;SG	N;INDF;MASC;SG
נופש	vacanță	נופש	vacanță	N;MASC;SG	N;INDF;FEM;SG
אלמנט	elementul	אלמנט	element	N;MASC;SG	N;DEF;MASC;SG
אלמנט	element	אלמנט	element	N;MASC;SG	N;INDF;MASC;SG
הארכיון	arhiva	הארכיון	arhivă	N;MASC;SG	N;DEF;FEM;SG
הארכיון	arhivă	הארכיון	arhivă	N;MASC;SG	N;INDF;FEM;SG
חוזים	contractele	חוזה	contract	N;MASC;PL	N;DEF;FEM;PL
חוזים	contracte	חוזה	contract	N;MASC;PL	N;INDF;FEM;PL
ללבוש	purta	לבש	purta	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
ללבוש	poartă	לבש	purta	V;NFIN;ACT	V;IND;3;PRS;FIN
משגר	lansator	משגר	lansator	N;MASC;SG	N;INDF;MASC;SG
משגר	lansare	משגר	lansare	N;MASC;SG	N;INDF;FEM;SG
משגר	lansarea	משגר	lansare	N;MASC;SG	N;DEF;FEM;SG
אמיתיים	reale	אמיתי	real	ADJ;MASC;PL	ADJ;INDF;FEM;PL
נוב	nob	נוב	nob		
סכסוכים	conflictele	סכסוך	conflict	N;MASC;PL	N;DEF;FEM;PL
סכסוכים	conflicte	סכסוך	conflict	N;MASC;PL	N;INDF;FEM;PL
סכסוכים	disputele	סכסוך	dispută	N;MASC;PL	N;DEF;FEM;PL
סכסוכים	litigii	סכסוך	litigiu	N;MASC;PL	N;INDF;FEM;PL
סכסוכים	litigiile	סכסוך	litigiu	N;MASC;PL	N;DEF;FEM;PL
סכסוכים	dispute	סכסוך	dispută	N;MASC;PL	N;INDF;FEM;PL
אריות	lei	אריה	leu	N;FEM;PL	N;INDF;MASC;PL
אריות	leii	אריה	leu	N;FEM;PL	N;DEF;MASC;PL
ורוד	roz	ורוד	roz		
כפוף	subordonat	כפוף	subordonat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
כפוף	subordonată	כפוף	subordonat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
כפוף	îndoit	כפוף	îndoi	ADJ;MASC;SG	ADJ;INDF;MASC;SG
בעלים	soții	בעלים	soție	N;MASC;PL	N;INDF;FEM;PL
בעלים	sotii	בעלים	sot	N;MASC;PL	N;DEF;MASC;PL
בעלים	proprietarii	בעלים	proprietar	N;MASC;PL	N;DEF;MASC;PL
בעלים	proprietari	בעלים	proprietar	N;MASC;PL	N;INDF;MASC;PL
בעלים	proprietarilor	בעלים	proprietar	N;MASC;PL	N;DEF;MASC;PL
מחמד	pet	מחמד	pet		
סו	sue	סו	sue		
אוטובוסים	autobuze	אוטובוס	autobuz	N;MASC;PL	N;INDF;FEM;PL
אוטובוסים	autobuzele	אוטובוס	autobuz	N;MASC;PL	N;DEF;FEM;PL
תחזוקה	întreținerea	תחזוקה	întreținere	N;FEM;SG	N;DEF;FEM;SG
תחזוקה	intretinere	תחזוקה	intretinere	N;FEM;SG	N;INDF;FEM;SG
תחזוקה	întreținere	תחזוקה	întreținere	N;FEM;SG	N;INDF;FEM;SG
השתלטות	preluare	השתלטות	preluare	N;FEM;SG	N;INDF;FEM;SG
השתלטות	preluarea	השתלטות	preluare	N;FEM;SG	N;DEF;FEM;SG
מעבדה	laboratorul	מעבדה	laborator	N;FEM;SG	N;DEF;MASC;SG
מעבדה	laborator	מעבדה	laborator	N;FEM;SG	N;INDF;MASC;SG
מעבדה	laboratorul	מעבדה	laborator	N;FEM;SG	N;DEF;MASC;SG
מעבדה	laborator	מעבדה	laborator	N;FEM;SG	N;INDF;MASC;SG
מוניטין	reputație	מוניטין	reputație	N;MASC;SG	N;INDF;FEM;SG
מוניטין	reputația	מוניטין	reputație	N;MASC;SG	N;DEF;FEM;SG
מוניטין	reputatie	מוניטין	reputatie	N;MASC;SG	N;INDF;FEM;SG
תינוק	iubire	תינוק	iubire	N;MASC;SG	N;INDF;FEM;SG
תינוק	copil	תינוק	copil	N;MASC;SG	N;INDF;MASC;SG
תינוק	iubito	תינוק	iubito	N;MASC;SG	N;INDF;MASC;SG
שליליות	negative	שלילי	negativ	ADJ;FEM;PL	ADJ;INDF;FEM;PL
צינורות	conducte	צינור	conduct	N;MASC;PL	N;INDF;FEM;PL
צינורות	tevi	צינור	tevi	N;MASC;PL	N;INDF;FEM;PL
צינורות	conducte	צינור	conduct	N;MASC;PL	N;INDF;FEM;PL
צינורות	tuburile	צינור	tub	N;MASC;PL	N;DEF;FEM;PL
צינורות	tuburi	צינור	tub	N;MASC;PL	N;INDF;FEM;PL
האף	nasu	האף	nasu		
בלבול	confuzia	בלבול	confuzie	N;MASC;SG	N;DEF;FEM;SG
בלבול	confuzie	בלבול	confuzie	N;MASC;SG	N;INDF;FEM;SG
בלבול	dezorientare	בלבול	dezorientare	N;MASC;SG	N;INDF;FEM;SG
אכילה	hrănirea	אכילה	hrănire	N;FEM;SG	N;DEF;FEM;SG
אכילה	hrănire	אכילה	hrănire	N;FEM;SG	N;INDF;FEM;SG
אכילה	alimentatie	אכילה	alimentatie	N;FEM;SG	N;INDF;FEM;SG
יצרן	producator	יצרן	producator	N;MASC;SG	N;INDF;MASC;SG
יצרן	producătorul	יצרן	producător	N;MASC;SG	N;DEF;MASC;SG
יצרן	producător	יצרן	producător	N;MASC;SG	N;INDF;MASC;SG
יצרן	producătorului	יצרן	producător	N;MASC;SG	N;DEF;MASC;SG
קופה	copa	קופה	copa	N;FEM;SG	N;SG
קופה	coupe	קופה	coupă	N;FEM;SG	N;INDF;MASC
תחנה	staţie	תחנה	staţie	N;FEM;SG	N;INDF;FEM;SG
תחנה	gara	תחנה	gară	N;FEM;SG	N;DEF;FEM;SG
תחנה	stația	תחנה	stație	N;FEM;SG	N;DEF;FEM;SG
תחנה	statie	תחנה	statie	N;FEM;SG	N;INDF;FEM;SG
תחנה	stație	תחנה	stație	N;FEM;SG	N;INDF;FEM;SG
תחנה	gară	תחנה	gară	N;FEM;SG	N;INDF;FEM;SG
תחנה	park	תחנה	park	N;FEM;SG	N;INDF;MASC;SG
תחנה	parc	תחנה	parc	N;FEM;SG	N;INDF;MASC;SG
תחנה	parcul	תחנה	parc	N;FEM;SG	N;DEF;MASC;SG
פצצת	bomba	פצצה	bombă	N;FEM;SG	N;DEF;FEM;SG
פצצת	bombă	פצצה	bombă	N;FEM;SG	N;INDF;FEM;SG
מקוריים	originale	מקורי	original	ADJ;MASC;PL	ADJ;INDF;FEM;PL
מקוריים	originale	מקורי	original	ADJ;MASC;PL	ADJ;INDF;FEM;PL
מקוריים	originali	מקורי	original	ADJ;MASC;PL	ADJ;INDF;MASC;PL
שרף	serafim	שרף	serafim	N;MASC;SG	N;INDF;MASC;SG
שרף	rășină	שרף	rășină	N;MASC;SG	N;INDF;FEM;SG
לפרט	precizează	פירט	preciza	V;NFIN;ACT	V;IND;3;PRS;FIN
לפרט	specifică	פירט	specifica	V;NFIN;ACT	V;IND;SG;3;PST;FIN
לפרט	precizați	פירט	preciza	V;NFIN;ACT	V;IND;PL;2;IPFV;FIN
לפרט	specificați	פירט	specifica	V;NFIN;ACT	V;IND;PL;2;IPFV;FIN
רצינית	serios	רציני	serios	ADV	ADV
דקר	dekker	דקר	dekker		
הורדת	descărcare	הורדה	descărcare	N;FEM;SG	N;INDF;FEM;SG
הורדת	descărcarea	הורדה	descărcare	N;FEM;SG	N;DEF;FEM;SG
צלילה	scufundare	צלילה	scufundare	N;FEM;SG	N;INDF;FEM;SG
צלילה	scufundare	צלילה	scufundare	N;FEM;SG	N;INDF;FEM;SG
צוותי	echipele	צוות	echipă	N;FEM;PL	N;DEF;FEM;PL
צוותי	echipe	צוות	echipă	N;FEM;PL	N;INDF;FEM;PL
אינדיאנים	indieni	אינדיאני	indian	N;MASC;PL	N;INDF;MASC;PL
אינדיאנים	indienii	אינדיאני	indien	N;MASC;PL	N;DEF;MASC;PL
פופולריים	populare	פופולרי	popular	ADJ;MASC;PL	ADJ;INDF;FEM;PL
מתוקים	dulci	מתוק	dulce	ADJ;MASC;PL	ADJ;INDF;PL
רבייה	reproducție	רבייה	reproducție	N;FEM;SG	N;INDF;FEM;SG
רבייה	reproducere	רבייה	reproducere	N;FEM;SG	N;INDF;FEM;SG
רבייה	procreare	רבייה	procrer	N;FEM;SG	N;INDF;FEM;SG
רבייה	reproducere	רבייה	reproducere	N;FEM;SG	N;INDF;FEM;SG
רבייה	reproducerea	רבייה	reproducere	N;FEM;SG	N;DEF;FEM;SG
הקשיים	dificultățile	הקשיים	dificultate	N	N;DEF;FEM;PL
הקשיים	dificultăți	הקשיים	dificultate	N	N;INDF;FEM;PL
קונגרס	congres	קונגרס	congres	N;MASC;SG	N;INDF;MASC;SG
קונגרס	congresului	קונגרס	congres	N;MASC;SG	N;DEF;MASC;SG
קונגרס	congresul	קונגרס	congres	N;MASC;SG	N;DEF;MASC;SG
איזון	echilibru	איזון	echilibru	N;MASC;SG	N;INDF;MASC;SG
איזון	balanta	איזון	balantă	N;MASC;SG	N;DEF;FEM;SG
איזון	balans	איזון	balans	N;MASC;SG	N;INDF;MASC;SG
איזון	sold	איזון	sold	N;MASC;SG	N;INDF;MASC;SG
איזון	soldul	איזון	sold	N;MASC;SG	N;DEF;MASC;SG
איזון	echilibrare	איזון	echilibrare	N;MASC;SG	N;INDF;FEM;SG
