ve	και	ve	και	CONJ	CONJ
milli	εθνικό	milli	εθνικός	ADJ	ADJ;NOM;NEUT;SG
milli	εθνικη	milli	εθνικη	ADJ	ADJ;NOM;FEM;SG
milli	εθνική	milli	εθνικός	ADJ	ADJ;NOM;FEM;SG
kitap	βιβλιο	kitap	βιβλιός	N;NOM;SG;3	N;NOM;NEUT;SG
kitap	βιβλίο	kitap	βιβλίο	N;NOM;SG;3	N;NOM;NEUT;SG
ödülleri	ανταμοιβές	ödül	ανταμοιβός	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	βραβεία	ödül	βραβείο	N;NOM;PL;3	N;NOM;NEUT;PL
ödülleri	βραβεία	ödül	βραβείο	N;NOM;PL;3	N;NOM;NEUT;PL
güneş	κυρ	güneş	κυρ		
kaldı	έμεινε	kal	μένω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
bakanı	υπουργός	bakan	υπουργός	N;NOM;SG;3	N;NOM;MASC;SG
geçti	πέρασε	geç	περνώ	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
krallık	βασίλειο	krallık	βασίλειο	N;NOM;SG;3	N;NOM;NEUT;SG
doğdu	γεννημένος	doğ	γεννημένος	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;MASC;SG;V.PTCP;PASS
doğdu	γεννήθηκε	doğ	γεννώ	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
başkanlığı	προεδρία	başkanlık	προεδρία	N;NOM;SG;3	N;NOM;FEM;SG
bakanlığı	υπουργείο	bakanlık	υπουργείο	N;NOM;SG;3	N;NOM;NEUT;SG
kurulmuştur	εγκατεστημένος	kur	εγκατεστημένος	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
durumu	όρος	durum	όρος	N;NOM;SG;3	N;NOM;MASC;SG
kırmızı	κόκκινη	kırmızı	κόκκινος	ADJ	ADJ;NOM;FEM;SG
kırmızı	κόκκινα	kırmızı	κόκκινος	ADJ	ADJ;NOM;NEUT;PL
kırmızı	κόκκινος	kırmızı	κόκκινος	ADJ	ADJ;NOM;MASC;SG
oranı	ρυθμός	oran	ρυθμός	N;NOM;SG;3	N;NOM;MASC;SG
oranı	ποσοστό	oran	ποσοστό	N;NOM;SG;3	N;NOM;NEUT;SG
oranı	συντελεστής	oran	συντελεστής	N;NOM;SG;3	N;NOM;MASC;SG
şarkıcı	τραγουδιστής	şarkıcı	τραγουδιστής	N;NOM;SG;3	N;NOM;MASC;SG
şarkıcı	τραγουδίστρια	şarkıcı	τραγουδίστρια	N;NOM;SG;3	N;NOM;FEM;SG
bugün	σημερα	bugün	σημερα	N;NOM;SG;3	N
adam	αδάμ	adam	αδάμ	N;NOM;SG;3	N;NOM;MASC;SG
adam	άνθρωπος	adam	άνθρωπος	N;NOM;SG;3	N;NOM;MASC;SG
hizmet	υπηρεσία	hizmet	υπηρεσία	N;NOM;SG;3	N;NOM;FEM;SG
yolu	διαδρομή	yol	διαδρομή	N;ACC;SG;3	N;ACC;FEM;SG
girdi	εισήλθε	gir	εισάλλω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
yıllar	χρονια	yıl	χρονος	N;NOM;PL;3	N;NOM;NEUT;PL
yıllar	ετη	yıl	εγώ	N;NOM;PL;3	N;NOM;NEUT;PL
yıllar	χρόνια	yıl	χρόνος	N;NOM;PL;3	N;NOM;NEUT;PL
yıllar	έτη	yıl	έτος	N;NOM;PL;3	N;NOM;NEUT;PL
sürekli	συνεχώς	sürekli	συνεχώς	ADV	ADV
belli	ορισμένες	belli	ορισμένος	ADJ	ADJ;NOM;FEM;PL
belli	προφανής	belli	προφανής	ADJ	ADJ;NOM;FEM;SG
belli	φανερό	belli	φανερός	ADJ	ADJ;NOM;NEUT;SG
belli	προφανές	belli	προφανός	ADJ	ADJ;NOM;NEUT;SG
öldü	πέθανε	öl	πεθαίνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
öldü	πεθανε	öl	πεθαίνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
hızlı	ταχύτερη	hızlı	ταχύς	ADJ	ADJ;NOM;CMPR;FEM;SG
hızlı	γρήγορη	hızlı	γρήγορος	ADJ	ADJ;NOM;FEM;SG
hızlı	γρήγορη	hızlı	γρήγορος	ADJ	ADJ;NOM;FEM;SG
oynadı	έπαιξε	oyna	παίζω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
oynadı	παίχτηκε	oyna	παίσταμαι	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
kiralık	ενοικίαση	kiralık	ενοικίαση	N;NOM;SG;3	N;NOM;FEM;SG
kiralık	μίσθωση	kiralık	μίσθωση	N;NOM;SG;3	N;NOM;FEM;SG
kiralık	ενοικίαση	kiralık	ενοικίαση	N;NOM;SG;3	N;NOM;FEM;SG
kiralık	νοίκι	kiralık	νοίκι	N;NOM;SG;3	N;NOM;NEUT;SG
kiralık	ενοικίαση	kiralık	ενοικίαση	N;NOM;SG;3	N;NOM;FEM;SG
kiralık	ενοίκιο	kiralık	ενοίκιο	N;NOM;SG;3	N;NOM;NEUT;SG
aslında	βασικά	aslında	βασικά	ADV	ADV
zaten	ήδη	zaten	ήδη	ADV	ADV
zaten	ηδη	zaten	ηδη	ADV	ADV
madalya	μετάλλιο	madalya	μετάλλιο	N;NOM;SG;3	N;NOM;NEUT;SG
sayfası	σελίδα	sayfa	σελίδα	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	μεταβολή	değişiklik	μεταβολή	N;NOM;SG;3	N;NOM;FEM;SG
maddeler	ουσίες	madde	ουσία	N;NOM;PL;3	N;NOM;FEM;PL
kulübü	λέσχη	kulüb	λέσχω	N;NOM;SG;3	N;NOM;FEM;SG
tanımlar	ορισμοί	tanım	ορισμός	N;NOM;PL;3	N;NOM;MASC;PL
fark	ειδοποίηση	fark	ειδοποίηση	N;NOM;SG;3	N;NOM;FEM;SG
fark	διαφορά	fark	διαφορά	N;NOM;SG;3	N;NOM;FEM;SG
fark	διαφορα	fark	διαφορά	N;NOM;SG;3	N;NOM;FEM;SG
ilçesi	περιφέρεια	ilçe	περιφέρεια	N;NOM;SG;3	N;NOM;FEM;SG
yayınlanan	δημοσιευθεί	yayınla	δημοσιεύω	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NFIN;PASS
yalnızca	μόνον	yalnızca	μόνο	ADV	ADV
yalnızca	μόνο	yalnızca	μόνο	ADV	ADV
yalnızca	μονο	yalnızca	μονο	ADV	ADV
baş	κεφάλι	baş	κεφάλι	N;NOM;SG;3	N;NOM;NEUT;SG
isim	ονομασία	isim	ονομασία	N;NOM;SG;3	N;NOM;FEM;SG
isim	όνομα	isim	όνομα	N;NOM;SG;3	N;NOM;NEUT;SG
isim	ονομα	isim	ονομα	N;NOM;SG;3	N;NOM;NEUT;SG
gece	νυχτα	gece	νυχτα	N;NOM;SG;3	N;NOM;FEM;SG
bilgiler	πληροφορίες	bilgi	πληροφορία	N;NOM;PL;3	N;NOM;FEM;PL
bilgiler	πληροφορίες	bilgi	πληροφορία	N;NOM;PL;3	N;NOM;FEM;PL
site	ιστοσελίδα	sit	ιστοσελίδα	N;NOM;SG;3	N;NOM;FEM;SG
site	ιστότοπος	sit	ιστότοπος	N;NOM;SG;3	N;NOM;MASC;SG
sınıf	τάξη	sınıf	τάξη	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	τάξη	sınıf	τάξη	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	κλάση	sınıf	κλάση	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	μάθημα	sınıf	μάθημα	N;NOM;SG;3	N;NOM;NEUT;SG
dizisi	αλληλουχία	dizi	αλληλουχία	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	ακολουθία	dizi	ακολουθία	N;NOM;SG;3	N;NOM;FEM;SG
seçildi	επιλέχθηκε	seç	επιλέχομαι	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
seçildi	εκλεγμένος	seç	εκλέγω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
seçildi	εξελέγη	seç	εκλέγω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
seçildi	επιλεγμένη	seç	επιλέγω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
seçildi	επιλεγμένο	seç	επιλέγω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
seçildi	επιλέχθηκε	seç	επιλέχομαι	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
yapılmış	φτιαγμένο	yap	φτιαγμένος	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
yapılmış	φτιαγμένη	yap	φτιαγμένος	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
teşekkürler	ευχαριστίες	teşekkür	ευχαριστία	N;NOM;PL;3	N;NOM;FEM;PL
yapıldı	φτιαγμένο	yap	φτιαγμένος	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
yapıldı	φτιαγμένη	yap	φτιαγμένος	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
yapıldı	έγινε	yap	γίνομαι	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
yapıldı	εγινε	yap	εγίνομαι	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
yoğun	μεθ	yoğun	μεθ		
park	πάρκο	park	πάρκο	N;NOM;SG;3	N;NOM;NEUT;SG
park	παρκάρισμα	park	παρκάρισμα	N;NOM;SG;3	N;NOM;NEUT;SG
edebiyat	φιλολογία	edebiyat	φιλολογία	N;NOM;SG;3	N;NOM;FEM;SG
edebiyat	λογοτεχνία	edebiyat	λογοτεχνία	N;NOM;SG;3	N;NOM;FEM;SG
haber	νεα	haber	νέος	N;NOM;SG;3	N;NOM;FEM;SG
annesi	μητέρα	anne	μητέρα	N;NOM;SG;3	N;NOM;FEM;SG
çalıştı	εργάστηκε	çalış	εργάζομαι	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
yönetimi	διαχείριση	yönetim	διαχείριση	N;NOM;SG;3	N;NOM;FEM;SG
bulundu	βρεθηκε	bulun	βρίσκω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
bulundu	βρήκε	bulun	βρίσκω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
bulundu	βρέθηκε	bulun	βρίσκω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
doğum	γέννα	doğum	γέννα	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	ασφάλεια	güvenlik	ασφάλεια	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	ασφάλεια	güvenlik	ασφάλεια	N;NOM;SG;3	N;NOM;FEM;SG
başkenti	κεφάλαιο	başkent	κεφάλαιο	N;NOM;SG;3	N;NOM;NEUT;SG
başkenti	πρωτεύουσα	başkent	πρωτεύουσα	N;NOM;SG;3	N;NOM;FEM;SG
başkenti	κεφαλαίο	başkent	κεφαλαίο	N;NOM;SG;3	N;NOM;NEUT;SG
hala	ακόμη	hala	ακόμα	ADV	ADV
hala	ακομα	hala	ακομα	ADV	ADV
hala	ακόμα	hala	ακόμα	ADV	ADV
camii	τζαμί	camii	τζαμί	N;NOM;SG;3	N;NOM;NEUT;SG
camii	τέμενος	camii	τέμενος	N;NOM;SG;3	N;NOM;NEUT;SG
derneği	ένωση	dernek	ένωση	N;NOM;SG;3	N;NOM;FEM;SG
kuruldu	ιδρύθηκε	kur	ιδρύω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kuruldu	εγκατεστημένος	kur	εγκατεστημένος	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
kuruldu	εγκαταστάθηκε	kur	εγκαθιστώ	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kuruldu	εγκατασταθεί	kur	εγκαθιστώ	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NFIN;PASS
kuruldu	εγκατεστημένο	kur	εγκατεστημένος	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kuruldu	εγκατεστημένη	kur	εγκατεστώ	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
enstitüsü	ινστιτούτο	enstitü	ινστιτούτο	N;NOM;SG;3	N;NOM;NEUT;SG
öğretim	διδασκαλία	öğretim	διδασκαλία	N;NOM;SG;3	N;NOM;FEM;SG
dikkat	προσοχή	dikkat	προσοχή	N;NOM;SG;3	N;NOM;FEM;SG
takip	follow	takip	follow		
kurulmuş	ιδρύθηκε	kur	ιδρύω	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kurulmuş	εγκατεστημένος	kur	εγκατεστημένος	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bilimsel	επιστημονική	bilimsel	επιστημονικός	ADJ	ADJ;NOM;FEM;SG
bilimsel	επιστημονικό	bilimsel	επιστημονικός	ADJ	ADJ;NOM;NEUT;SG
aşk	αγαπη	aşk	αγαπη	N;NOM;SG;3	N;NOM;FEM;SG
aşk	έρωτας	aşk	έρωτο	N;NOM;SG;3	N;NOM;MASC;SG
aşk	αγάπη	aşk	αγάπη	N;NOM;SG;3	N;NOM;FEM;SG
adında	ονόματι	ad	ονόματι	N;ESS;SG;3	N;SG
etkisi	αντίκτυπος	etki	αντίκτυπος	N;NOM;SG;3	N;NOM;MASC;SG
etkisi	σύγκρουση	etki	σύγκρουση	N;NOM;SG;3	N;NOM;FEM;SG
etkisi	πρόσκρουση	etki	πρόσκρουση	N;NOM;SG;3	N;NOM;FEM;SG
müdürlüğü	διεύθυνση	müdürlük	διεύθυνση	N;NOM;SG;3	N;NOM;FEM;SG
yeşil	πράσινη	yeşil	πράσινος	ADJ	ADJ;NOM;FEM;SG
yeşil	πράσινος	yeşil	πράσινος	ADJ	ADJ;NOM;MASC;SG
grand	χιλιάρικο	grand	χιλιάρικο	N;NOM;SG;3	N;NOM;NEUT;SG
ailesi	οικογένεια	aile	οικογένεια	N;NOM;SG;3	N;NOM;FEM;SG
insanlar	ανθρωποι	insan	ανθρώπος	N;NOM;PL;3	N;NOM;MASC;PL
insanlar	άνθρωποι	insan	άνθρωπος	N;NOM;PL;3	N;NOM;MASC;PL
insanlar	ατομα	insan	ατομα	N;NOM;PL;3	N;NOM;NEUT;PL
insanlar	ανθρωποι	insan	ανθρώπος	N;NOM;PL;3	N;NOM;MASC;PL
insanlar	άνθρωποι	insan	άνθρωπος	N;NOM;PL;3	N;NOM;MASC;PL
insanlar	άτομα	insan	άτομο	N;NOM;PL;3	N;NOM;NEUT;PL
parçası	μέρος	parça	μέρος	N;NOM;SG;3	N;NOM;NEUT;SG
parçası	μεροσ	parça	μεροσ	N;NOM;SG;3	N;NOM;NEUT;SG
eğitimi	επιμόρφωση	eğitim	επιμόρφωση	N;ACC;SG;3	N;ACC;FEM;SG
eğitimi	εκπαίδευση	eğitim	εκπαίδευση	N;ACC;SG;3	N;ACC;FEM;SG
eğitimi	κατάρτιση	eğitim	κατάρτιση	N;ACC;SG;3	N;ACC;FEM;SG
eğitimi	προπόνηση	eğitim	προπόνηση	N;ACC;SG;3	N;ACC;FEM;SG
bilgisayar	υπολογιστής	bilgisayar	υπολογιστής	N;NOM;SG;3	N;NOM;MASC;SG
bilgisayar	κομπιούτερ	bilgisayar	κομπιούτερ	N;NOM;SG;3	N;NOM;NEUT;SG
bilgisayar	κομπιούτερ	bilgisayar	κομπιούτερ	N;NOM;SG;3	N;NOM;NEUT;SG
sınırları	όρια	sınır	όριο	N;NOM;PL;3	N;NOM;NEUT;PL
sınırları	σύνορα	sınır	σύνορο	N;NOM;PL;3	N;NOM;NEUT;PL
sınırları	συνορα	sınır	σύνορο	N;NOM;PL;3	N;NOM;NEUT;PL
sınırları	όρια	sınır	όριο	N;NOM;PL;3	N;NOM;NEUT;PL
demokratik	δημοκρατικός	demokratik	δημοκρατικός	ADJ	ADJ;NOM;MASC;SG
demokratik	δημοκρατικό	demokratik	δημοκρατικός	ADJ	ADJ;NOM;NEUT;SG
demokratik	δημοκρατική	demokratik	δημοκρατικός	ADJ	ADJ;NOM;FEM;SG
sistem	συστημα	sistem	συστημα	N;NOM;SG;3	N;NOM;NEUT;SG
sistem	σύστημα	sistem	σύστημα	N;NOM;SG;3	N;NOM;NEUT;SG
şimdi	τώρα	şimdi	τώρα	ADV	ADV
şimdi	τωρα	şimdi	τωρα	ADV	ADV
amacı	σκοπός	amaç	σκοπός	N;NOM;SG;3	N;NOM;MASC;SG
özellikleri	χαρακτηριστικά	özellik	χαρακτηριστικός	N;NOM;PL;3	N;NOM;NEUT;PL
özellikleri	χαρακτηριστικά	özellik	χαρακτηριστικός	N;NOM;PL;3	N;NOM;NEUT;PL
özellikleri	ιδιότητες	özellik	ιδιότητα	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	χαρακτηριστικά	özellik	χαρακτηριστικός	N;NOM;PL;3	N;NOM;NEUT;PL
özellikleri	ιδιότητες	özellik	ιδιότητα	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	ακίνητα	özellik	ακίνητος	N;NOM;PL;3	N;NOM;NEUT;PL
kişilik	αποτύπωμα	kişilik	αποτύπωμα	N;NOM;SG;3	N;NOM;NEUT;SG
boş	κενή	boş	κενός	ADJ	ADJ;NOM;FEM;SG
boş	κενός	boş	κενός	ADJ	ADJ;NOM;MASC;SG
boş	κενή	boş	κενός	ADJ	ADJ;NOM;FEM;SG
adası	νησί	ada	νησί	N;NOM;SG;3	N;NOM;NEUT;SG
adası	νησι	ada	νησι	N;NOM;SG;3	N;NOM;NEUT;SG
federasyonu	ομοσπονδία	federasyon	ομοσπονδία	N;NOM;SG;3	N;NOM;FEM;SG
uyum	αρμονία	uyum	αρμονία	N;NOM;SG;3	N;NOM;FEM;SG
öncesi	πρίν	önce	πρίν	N;NOM;SG;3	N
resimleri	φωτογραφιες	resim	φωτογραφιά	N;NOM;PL;3	N;NOM;FEM;PL
resimleri	φωτογραφίες	resim	φωτογραφία	N;NOM;PL;3	N;NOM;FEM;PL
resimleri	εικόνες	resim	εικόνα	N;NOM;PL;3	N;NOM;FEM;PL
yapısı	δομή	yapı	δομή	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	επικοινωνία	iletiş	επικοινωνία	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	ανακοίνωση	iletiş	ανακοίνωση	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	επαφη	iletiş	επαφη	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	επικοινωνία	iletiş	επικοινωνία	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	επικοινωνία	iletiş	επικοινωνία	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	μαθήτρια	öğrenci	μαθήτρια	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	σπουδαστής	öğrenci	σπουδαστής	N;NOM;SG;3	N;NOM;MASC;SG
öğrenci	μαθητής	öğrenci	μαθητής	N;NOM;SG;3	N;NOM;MASC;SG
öğrenci	φοιτήτρια	öğrenci	φοιτήτρια	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	φοιτητής	öğrenci	φοιτητής	N;NOM;SG;3	N;NOM;MASC;SG
üyeleri	έλη	üye	έλος	N;NOM;PL;3	N;NOM;NEUT;PL
üyeleri	μέλη	üye	μέλος	N;NOM;PL;3	N;NOM;NEUT;PL
üyeleri	μελη	üye	μέλος	N;NOM;PL;3	N;NOM;NEUT;PL
kolay	εύκολη	kolay	εύκολος	ADJ	ADJ;NOM;FEM;SG
kolay	εύκολο	kolay	εύκολος	ADJ	ADJ;NOM;NEUT;SG
yayınlandı	προβλήθηκε	yayınla	προβάλλω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
yayınlandı	δημοσιεύθηκε	yayınla	δημοσιεύω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
yayınlandı	δημοσιευθεί	yayınla	δημοσιεύω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NFIN;PASS
yayınlandı	δημοσιεύτηκε	yayınla	δημοσιεύω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
baba	πατέρας	baba	πατέρα	N;NOM;SG;3	N;NOM;MASC;SG
erkekler	αρσενικά	erkek	αρσενικά	ADJ;NOM;PL;3	ADJ;NOM;NEUT;PL
sonuçlar	αποτελέσματα	sonuç	αποτέλεσμα	N;NOM;PL;3	N;NOM;NEUT;PL
sonuçlar	επιπτώσεις	sonuç	επίπτωση	N;NOM;PL;3	N;NOM;FEM;PL
sonuçlar	συνέπειες	sonuç	συνέπεια	N;NOM;PL;3	N;NOM;FEM;PL
sonuçlar	συμπεράσματα	sonuç	συμπέρασμα	N;NOM;PL;3	N;NOM;NEUT;PL
soğuk	ψυχρή	soğuk	ψυχρή	ADJ	ADJ;NOM;FEM;SG
kültürel	πολιτιστικός	kültürel	πολιτιστικός	ADJ	ADJ;NOM;MASC;SG
kültürel	πολιτιστικό	kültürel	πολιτιστικός	ADJ	ADJ;NOM;NEUT;SG
kültürel	πολιτιστική	kültürel	πολιτιστικός	ADJ	ADJ;NOM;FEM;SG
kurdu	λύκος	kurt	λύκος	N;NOM;SG;3	N;NOM;MASC;SG
birisi	κάποιος	biri	κάποιος	PRO;NOM;SG;3	PRO;NOM;MASC;SG;3
birisi	κάποιος	biri	κάποιος	PRO;NOM;SG;3	PRO;NOM;MASC;SG;3
projesi	έργο	proje	έργο	N;NOM;SG;3	N;NOM;NEUT;SG
projesi	εργο	proje	εργο	N;NOM;SG;3	N;NOM;NEUT;SG
projesi	σχέδιο	proje	σχέδιο	N;NOM;SG;3	N;NOM;NEUT;SG
nedeni	αιτία	neden	αιτία	N;NOM;SG;3	N;NOM;FEM;SG
nedeni	λόγος	neden	λόγος	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	αίτιο	neden	αίτιο	N;NOM;SG;3	N;NOM;NEUT;SG
nedeni	αιτία	neden	αιτία	N;NOM;SG;3	N;NOM;FEM;SG
kararı	αποφαση	karar	αποφαση	N;NOM;SG;3	N;NOM;FEM;SG
kararı	απόφαση	karar	απόφαση	N;NOM;SG;3	N;NOM;FEM;SG
kişiler	ατομα	kişi	ατομα	N;NOM;PL;3	N;NOM;NEUT;PL
kişiler	πρόσωπα	kişi	πρόσωπο	N;NOM;PL;3	N;NOM;NEUT;PL
kişiler	άτομα	kişi	άτομο	N;NOM;PL;3	N;NOM;NEUT;PL
kişiler	ατομα	kişi	ατομα	N;NOM;PL;3	N;NOM;NEUT;PL
kişiler	ανθρωποι	kişi	ανθρώπος	N;NOM;PL;3	N;NOM;MASC;PL
kişiler	άνθρωποι	kişi	άνθρωπος	N;NOM;PL;3	N;NOM;MASC;PL
kişiler	άτομα	kişi	άτομο	N;NOM;PL;3	N;NOM;NEUT;PL
kişiler	επαφές	kişi	επαφή	N;NOM;PL;3	N;NOM;FEM;PL
basit	απλός	basit	απλός	ADJ	ADJ;NOM;MASC;SG
basit	απλή	basit	απλός	ADJ	ADJ;NOM;FEM;SG
basit	απλό	basit	απλός	ADJ	ADJ;NOM;NEUT;SG
kaynaklar	πηγές	kaynak	πηγή	N;NOM;PL;3	N;NOM;FEM;PL
kaynaklar	πηγες	kaynak	πηγα	N;NOM;PL;3	N;NOM;FEM;PL
kaynaklar	πόροι	kaynak	πόρος	N;NOM;PL;3	N;NOM;MASC;PL
alındı	ελήφθη	al	λαμβάνω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
alındı	τραβήχτηκε	al	τραβήχω	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
gitti	έφυγε	git	φεύγω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
gitti	εφυγε	git	φύγω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
boyu	ύψος	boy	ύψος	N;NOM;SG;3	N;NOM;NEUT;SG
boyu	μέγεθος	boy	μέγεθος	N;NOM;SG;3	N;NOM;NEUT;SG
belki	ίσως	belki	ίσως	ADV	ADV
belki	ισως	belki	ισως	ADV	ADV
belki	ίσως	belki	ίσως	ADV	ADV
defans	υπερασπιστής	defans	υπερασπιστής	N;NOM;SG;3	N;NOM;MASC;SG
defans	άμυνα	defans	άμυνα	N;NOM;SG;3	N;NOM;FEM;SG
defans	άμυνα	defans	άμυνα	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	βοηθός	yardımcı	βοηθός	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	αναπληρωτής	yardımcı	αναπληρωτής	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	βοηθός	yardımcı	βοηθός	N;NOM;SG;3	N;NOM;MASC;SG
almanca	γερμανικά	al	γερμανικά	ADV	ADV
çözünürlük	ψήφισμα	çözünürlük	ψήφισμα	N;NOM;SG;3	N;NOM;NEUT;SG
ad	ονομασία	ad	ονομασία	N;NOM;SG;3	N;NOM;FEM;SG
ad	όνομα	ad	όνομα	N;NOM;SG;3	N;NOM;NEUT;SG
ad	ονομα	ad	ονομα	N;NOM;SG;3	N;NOM;NEUT;SG
birden	ξαφνικά	birden	ξαφνικά	ADV	ADV
direktör	διευθύντρια	direk	διευθύντρια	N;NOM;SG;3	N;NOM;FEM;SG
direktör	σκηνοθέτης	direk	σκηνόθετος	N;NOM;SG;3	N;NOM;MASC;SG
direktör	διευθυντής	direk	διευθυντής	N;NOM;SG;3	N;NOM;MASC;SG
anne	μούμια	anne	μούμιο	N;NOM;SG;3	N;NOM;FEM;SG
anne	μανούλα	anne	μανούλα	N;NOM;SG;3	N;NOM;FEM;SG
anne	μαμά	anne	μαμά	N;NOM;SG;3	N;NOM;FEM;SG
anne	μανούλα	anne	μανούλα	N;NOM;SG;3	N;NOM;FEM;SG
anne	μαμά	anne	μαμά	N;NOM;SG;3	N;NOM;FEM;SG
anne	μητέρα	anne	μητέρα	N;NOM;SG;3	N;NOM;FEM;SG
anne	μαμά	anne	μαμά	N;NOM;SG;3	N;NOM;FEM;SG
ansiklopedik	εγκυκλοπαιδική	ansiklopedik	εγκυκλοπαιδικός	ADJ	ADJ;NOM;FEM;SG
değeri	αξία	değer	αξία	N;ACC;SG;3	N;ACC;FEM;SG
akademisi	ακαδημία	akadem	ακαδημία	N;NOM;SG;3	N;NOM;FEM;SG
ince	λεπτή	ince	λεπτό	ADJ	ADJ;NOM;FEM;SG
