پَوڑھنا	descansa	پَوڑھنا	descansar	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تجویز	opinió	تجویز	opinió	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	dictamen	تجویز	dictamen	N;NOM;FEM;SG;3	N;MASC;SG
تجویز	decisió	تجویز	decisió	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	deliberació	تجویز	deliberació	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	suggeriment	تجویز	suggeriment	N;NOM;FEM;SG;3	N;MASC;SG
تجویز	fallada	تجویز	fallada	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	resolució	تجویز	resolució	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	proposta	تجویز	proposta	N;NOM;FEM;SG;3	N;FEM;SG
تجویز	pla	تجویز	pla	N;NOM;FEM;SG;3	N;MASC;SG
تجویزی	determinat	تجویزی	determinat	ADJ	ADJ;MASC;SG;V.PTCP
تجویزی	determinada	تجویزی	determinat	ADJ	ADJ;FEM;SG;V.PTCP
تحاوُر	diàleg	تحاوُر	diàleg	N;NOM;MASC;SG;3	N;MASC;SG
تحاوُر	discurs	تحاوُر	discurs	N;NOM;MASC;SG;3	N;MASC;SG
تحاوُر	conversa	تحاوُر	conversa	N;NOM;MASC;SG;3	N;FEM;SG
تحائف	regals	تحفہ	regal	N;NOM;MASC;PL;3	N;MASC;PL
تحتانی	primari	تحتانی	primari	ADJ;NOM	ADJ;MASC;SG
تحتانی	següents	تحتانی	següent	ADJ;NOM	ADJ;PL
تحدید	limitació	تحدید	limitació	N;NOM;MASC;SG;3	N;FEM;SG
تحدید	limitació	تحدید	limitació	N;NOM;MASC;SG;3	N;FEM;SG
تحدید	restricció	تحدید	restricció	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	composició	تحریر	composició	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	manumissió	تحریر	manumissió	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	llibertat	تحریر	llibertat	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	document	تحریر	document	N;NOM;MASC;SG;3	N;MASC;SG
تحریر	manuscrit	تحریر	manuscrit	N;NOM;MASC;SG;3	N;MASC;SG
تحریر	traceria	تحریر	traceria	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	composició	تحریر	composició	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	manumissió	تحریر	manumissió	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	llibertat	تحریر	llibertat	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	document	تحریر	document	N;NOM;MASC;SG;3	N;MASC;SG
تحریر	escriptura	تحریر	escriptura	N;NOM;MASC;SG;3	N;FEM;SG
تحریر	manuscrit	تحریر	manuscrit	N;NOM;MASC;SG;3	N;MASC;SG
تحریر	traceria	تحریر	traceria	N;NOM;MASC;SG;3	N;FEM;SG
تحریری	escrit	تحریری	escrit	ADJ	ADJ;MASC;SG;V.PTCP
تحریری	documental	تحریری	documental	ADJ	ADJ;SG
تحریفات	canvis	تحریف	canvi	N;NOM;MASC;PL;3	N;MASC;PL
تحریفات	alteracions	تحریف	alteració	N;NOM;MASC;PL;3	N;FEM;PL
تحریفات	desviacions	تحریف	desviació	N;NOM;MASC;PL;3	N;FEM;PL
تحریم	reverència	تحریم	reverència	N;NOM;MASC;SG;3	N;FEM;SG
تحریم	prohibició	تحریم	prohibició	N;NOM;MASC;SG;3	N;FEM;SG
تحسین	ànims	تحسین	ànim	ADJ	ADJ;MASC;PL
تحصیل	aprenentatge	تحصیل	aprenentatge	N;NOM;MASC;SG;3	N;MASC;SG
تحصیل	guany	تحصیل	guany	N;NOM;MASC;SG;3	N;MASC;SG
تحصیل	tehsil	تحصیل	tehsil	N;NOM;MASC;SG;3	N;MASC;SG
تحصیل	erudició	تحصیل	erudició	N;NOM;MASC;SG;3	N;FEM;SG
تحصیل	adquisició	تحصیل	adquisició	N;NOM;MASC;SG;3	N;FEM;SG
تحصیلات	cobraments	تحصیل	cobrament	N;NOM;MASC;PL;3	N;MASC;PL
تحصیلات	adquisicions	تحصیل	adquisició	N;NOM;MASC;PL;3	N;FEM;PL
تحفُّظات	reserves	تحفظ	reserva	N;NOM;MASC;PL;3	N;FEM;PL
تحفُّظاتی	conservador	تحفُّظاتی	conservador	ADJ;NOM	ADJ;MASC;SG
تُحفہ	regal	تُحفہ	regal		
تحقیر	humiliació	تحقیر	humiliació	N;NOM;MASC;SG;3	N;FEM;SG
تحقیرانہ	humiliant	تحقیرانہ	humiliar	ADJ	ADJ;SG
تحقیق	recerca	تحقیق	recerca	N;NOM;MASC;SG;3	N;FEM;SG
تحقیق	investigació	تحقیق	investigació	N;NOM;MASC;SG;3	N;FEM;SG
تحقیق	veritat	تحقیق	veritat	N;NOM;MASC;SG;3	N;FEM;SG
تحقیق	verificació	تحقیق	verificació	N;NOM;MASC;SG;3	N;FEM;SG
تحقیقات	investigacions	تحقیق	investigació	N;NOM;MASC;PL;3	N;FEM;PL
تحقیقی	segur	تحقیقی	segur	ADJ	ADJ;MASC;SG
تحقیقی	certes	تحقیقی	cert	ADJ	ADJ;FEM;PL
تحقیقی	determinats	تحقیقی	determinat	ADJ	ADJ;MASC;PL;V.PTCP
تحلیلی	analítiques	تحلیلی	analítica	ADJ	ADJ;FEM;PL
تحویل	dipòsit	تحویل	dipòsit	N;NOM;MASC;SG;3	N;MASC;SG
تحویل	confiança	تحویل	confiança	N;NOM;MASC;SG;3	N;FEM;SG
تحویل	capital	تحویل	capital	N;NOM;MASC;SG;3	N;MASC;SG
تخالُف	oposició	تخالُف	oposició	N;NOM;MASC;SG;3	N;FEM;SG
تخت	monarquia	تخت	monarquia	N;NOM;MASC;SG;3	N;FEM;SG
تخت	tron	تخت	tron	N;NOM;MASC;SG;3	N;MASC;SG
تختہ	tauler	تختہ	tauler	N;NOM;MASC;SG;3	N;MASC;SG
تختہ	junta	تختہ	junta	N;NOM;MASC;SG;3	N;FEM;SG
تختہ	banca	تختہ	banca	N;NOM;MASC;SG;3	N;FEM;SG
تختی	tauleta	تختی	tauleta	N;NOM;FEM;SG;3	N;FEM;SG
تخریب	destrucció	تخریب	destrucció	N;NOM;MASC;SG;3	N;FEM;SG
تخریب	devastació	تخریب	devastació	N;NOM;MASC;SG;3	N;FEM;SG
تخریبی	destructius	تخریبی	destructiu	ADJ	ADJ;MASC;PL
تخریبی	destructor	تخریبی	destructor	ADJ	ADJ;MASC;SG
تخریبی	violent	تخریبی	violent	ADJ	ADJ;MASC;SG
تخریج	inferència	تخریج	inferència	N;NOM;MASC;SG;3	N;FEM;SG
تخریج	deducció	تخریج	deducció	N;NOM;MASC;SG;3	N;FEM;SG
تخشُّع	humilitat	تخشُّع	humilitat	N;NOM;MASC;SG;3	N;FEM;SG
تخصُّص	especialització	تخصُّص	especialització	N;NOM;MASC;SG;3	N;FEM;SG
تخصیص	especialització	تخصیص	especialització	N;NOM;MASC;SG;3	N;FEM;SG
تخصیص	peculiaritat	تخصیص	peculiaritat	N;NOM;MASC;SG;3	N;FEM;SG
تخصیص	particularitat	تخصیص	particularitat	N;NOM;MASC;SG;3	N;FEM;SG
تخطیط	disseny	تخطیط	disseny	N;NOM;MASC;SG;3	N;MASC;SG
تخطیط	demarcació	تخطیط	demarcació	N;NOM;MASC;SG;3	N;FEM;SG
تخفیف	relleu	تخفیف	relleu	N;NOM;MASC;SG;3	N;MASC;SG
تخفیف	remissió	تخفیف	remissió	N;NOM;MASC;SG;3	N;FEM;SG
تخفیف	reducció	تخفیف	reducció	N;NOM;MASC;SG;3	N;FEM;SG
تخفیف	relleu	تخفیف	relleu	N;NOM;MASC;SG;3	N;MASC;SG
تخفیف	remissió	تخفیف	remissió	N;NOM;MASC;SG;3	N;FEM;SG
تخفیف	reducció	تخفیف	reducció	N;NOM;MASC;SG;3	N;FEM;SG
تخلُّق	adaptabilitat	تخلُّق	adaptabilitat	N;NOM;MASC;SG;3	N;FEM;SG
تخلیص	desant	تخلیص	desant		
تخلیق	invent	تخلیق	invent	N;NOM;MASC;SG;3	N;MASC;SG
تخلیق	producció	تخلیق	producció	N;NOM;MASC;SG;3	N;FEM;SG
تخلیق	invent	تخلیق	invent	N;NOM;MASC;SG;3	N;MASC;SG
تخلیق	producció	تخلیق	producció	N;NOM;MASC;SG;3	N;FEM;SG
تخلیق	creació	تخلیق	creació	N;NOM;MASC;SG;3	N;FEM;SG
تخلیقی	creatius	تخلیقی	creatiu	ADJ	ADJ;MASC;PL
تخلیقی	creativa	تخلیقی	creatiu	ADJ	ADJ;FEM;SG
تخلیقی	creatiu	تخلیقی	creatiu	ADJ	ADJ;MASC;SG
تخلیقی	creatives	تخلیقی	creatiu	ADJ	ADJ;FEM;PL
تُخم	ou	تُخم	ou		
تخمیر	naturalesa	تخمیر	naturalesa	N;NOM;MASC;SG;3	N;FEM;SG
تخمیر	fermentació	تخمیر	fermentació	N;NOM;MASC;SG;3	N;FEM;SG
تخمیناً	aproximadament	تخمیناً	aproximadament	ADV	ADV
تخمینہ	conjectura	تخمینہ	conjectura	N;NOM;MASC;SG;3	N;FEM;SG
تخمینہ	avaluació	تخمینہ	avaluació	N;NOM;MASC;SG;3	N;FEM;SG
تخمینہ	estimació	تخمینہ	estimació	N;NOM;MASC;SG;3	N;FEM;SG
تخمینہ	conjectura	تخمینہ	conjectura	N;NOM;MASC;SG;3	N;FEM;SG
تخمینہ	avaluació	تخمینہ	avaluació	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	opinió	تدبیر	opinió	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	dictamen	تدبیر	dictamen	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	remei	تدبیر	remei	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	gestió	تدبیر	gestió	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	dispositiu	تدبیر	dispositiu	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	pla	تدبیر	pla	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	opinió	تدبیر	opinió	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	dictamen	تدبیر	dictamen	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	remei	تدبیر	remei	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	gestió	تدبیر	gestió	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	dispositiu	تدبیر	dispositiu	N;NOM;MASC;SG;3	N;MASC;SG
تدبیر	tàctica	تدبیر	tàctica	N;NOM;MASC;SG;3	N;FEM;SG
تدبیر	pla	تدبیر	pla	N;NOM;MASC;SG;3	N;MASC;SG
تدریب	costum	تدریب	costum		
تدریجی	progressiu	تدریجی	progressiu	ADJ	ADJ;MASC;SG
تدریجی	progressiva	تدریجی	progressiu	ADJ	ADJ;FEM;SG
تدریجی	progressista	تدریجی	progressista	ADJ	ADJ;SG
تدریجی	gradual	تدریجی	gradual	ADJ	ADJ;SG
تدریس	instrucció	تدریس	instrucció	N;NOM;MASC;SG;3	N;FEM;SG
تدریس	ensenyament	تدریس	ensenyament	N;NOM;MASC;SG;3	N;MASC;SG
تدریس	docència	تدریس	docència	N;NOM;MASC;SG;3	N;FEM;SG
تدریس	educació	تدریس	educació	N;NOM;MASC;SG;3	N;FEM;SG
تدریسی	didàctics	تدریسی	didàctic	ADJ	ADJ;MASC;PL
تدفین	enterrament	تدفین	enterrament	N;NOM;MASC;SG;3	N;MASC;SG
تذلیل	indignitat	تذلیل	indignitat	N;NOM;MASC;SG;3	N;FEM;SG
تذلیل	degradació	تذلیل	degradació	N;NOM;MASC;SG;3	N;FEM;SG
تذلیل	humiliació	تذلیل	humiliació	N;NOM;MASC;SG;3	N;FEM;SG
تذلیل	indignitat	تذلیل	indignitat	N;NOM;MASC;SG;3	N;FEM;SG
تر	fresc	تر	fresc		
ترازو	balanç	ترازو	balanç	N;NOM;MASC;SG;3	N;MASC;SG
ترازو	saldo	ترازو	saldo	N;NOM;MASC;SG;3	N;MASC;SG
ترازو	equilibri	ترازو	equilibri	N;NOM;MASC;SG;3	N;MASC;SG
تراس	temor	تراس	temor		
تراشہ	xip	تراشہ	xip	N;NOM;MASC;SG;3	N;MASC;SG
ترانہ	balada	ترانہ	balada	N;NOM;MASC;SG;3	N;FEM;SG
ترانہ	melodia	ترانہ	melodia	N;NOM;MASC;SG;3	N;FEM;SG
ترانہ	balada	ترانہ	balada	N;NOM;MASC;SG;3	N;FEM;SG
ترانہ	melodia	ترانہ	melodia	N;NOM;MASC;SG;3	N;FEM;SG
تربیّتی	didàctics	تربیّتی	didàctic	ADJ;NOM	ADJ;MASC;PL
ترتیب	desplegament	ترتیب	desplegament	N;NOM;FEM;SG;3	N;MASC;SG
ترتیب	decoració	ترتیب	decoració	N;NOM;FEM;SG;3	N;FEM;SG
ترتیب	classificació	ترتیب	classificació	N;NOM;FEM;SG;3	N;FEM;SG
ترتیب	compilació	ترتیب	compilació	N;NOM;FEM;SG;3	N;FEM;SG
ترتیب	recopilatori	ترتیب	recopilatori	N;NOM;FEM;SG;3	N;MASC;SG
ترتیب	desplegament	ترتیب	desplegament	N;NOM;FEM;SG;3	N;MASC;SG
ترتیب	decoració	ترتیب	decoració	N;NOM;FEM;SG;3	N;FEM;SG
ترتیب	classificació	ترتیب	classificació	N;NOM;FEM;SG;3	N;FEM;SG
ترجمان	representant	ترجمان	representant	N;NOM;MASC;SG;3	N;SG
ترجمان	intèrpret	ترجمان	intèrpret	N;NOM;MASC;SG;3	N;SG
ترجمان	portaveu	ترجمان	portaveu	N;NOM;MASC;SG;3	N;SG
ترجمان	representant	ترجمان	representant	N;NOM;MASC;SG;3	N;SG
ترجمہ	versió	ترجمہ	versió	N;NOM;MASC;SG;3	N;FEM;SG
ترجمہ	traducció	ترجمہ	traducció	N;NOM;MASC;SG;3	N;FEM;SG
ترجمہ	renderització	ترجمہ	renderització	N;NOM;MASC;SG;3	N;FEM;SG
ترجمہ	representació	ترجمہ	representació	N;NOM;MASC;SG;3	N;FEM;SG
ترجمہ	interpretació	ترجمہ	interpretació	N;NOM;MASC;SG;3	N;FEM;SG
ترجیح	prioritat	ترجیح	prioritat	N;NOM;MASC;SG;3	N;FEM;SG
ترجیح	superioritat	ترجیح	superioritat	N;NOM;MASC;SG;3	N;FEM;SG
ترجیح	prioritat	ترجیح	prioritat	N;NOM;MASC;SG;3	N;FEM;SG
ترجیح	superioritat	ترجیح	superioritat	N;NOM;MASC;SG;3	N;FEM;SG
ترجیح	preferència	ترجیح	preferència	N;NOM;MASC;SG;3	N;FEM;SG
ترجیع	retorn	ترجیع	retorn	N;NOM;MASC;SG;3	N;MASC;SG
ترجیع	devolució	ترجیع	devolució	N;NOM;MASC;SG;3	N;FEM;SG
تردید	rebuig	تردید	rebuig	N;NOM;MASC;SG;3	N;MASC;SG
تردید	denegació	تردید	denegació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	negació	تردید	negació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	refutació	تردید	refutació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	rebuig	تردید	rebuig	N;NOM;MASC;SG;3	N;MASC;SG
تردید	denegació	تردید	denegació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	negació	تردید	negació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	refutació	تردید	refutació	N;NOM;MASC;SG;3	N;FEM;SG
تردید	contradicció	تردید	contradicció	N;NOM;MASC;SG;3	N;FEM;SG
ترسا	pagan	ترسا	pagar		
ترسا	christian	ترسا	christian		
ترسیل	enviament	ترسیل	enviament	N;NOM;MASC;SG;3	N;MASC;SG
ترسیل	enviament	ترسیل	enviament	N;NOM;MASC;SG;3	N;MASC;SG
ترسیل	transmissió	ترسیل	transmissió	N;NOM;MASC;SG;3	N;FEM;SG
ترشاترشایا	pelada	ترشاترشایا	pelada	N;NOM;MASC;SG;3	N;FEM;SG
ترُّصد	esperança	ترُّصد	esperança	N;NOM;MASC;SG;3	N;FEM;SG
ترُّصد	expectativa	ترُّصد	expectativa	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	temptació	ترغیب	temptació	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	estimulació	ترغیب	estimulació	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	persuasió	ترغیب	persuasió	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	esquer	ترغیب	esquer	N;NOM;MASC;SG;3	N;MASC;SG
ترغیب	incitació	ترغیب	incitació	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	temptació	ترغیب	temptació	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	estimulació	ترغیب	estimulació	N;NOM;MASC;SG;3	N;FEM;SG
ترُّفع	alçada	ترُّفع	alçada	N;NOM;MASC;SG;3	N;FEM;SG
ترُّفع	alçària	ترُّفع	alçari	N;NOM;MASC;SG;3	N;FEM;SG
ترُّفع	altura	ترُّفع	altura	N;NOM;MASC;SG;3	N;FEM;SG
ترُّفع	eminència	ترُّفع	eminència	N;NOM;MASC;SG;3	N;FEM;SG
ترُّفع	sublimació	ترُّفع	sublimació	N;NOM;MASC;SG;3	N;FEM;SG
ترقّی	increment	ترقّی	increment	N;NOM;MASC;SG;3	N;MASC;SG
ترقّی	augment	ترقّی	augment	N;NOM;MASC;SG;3	N;MASC;SG
ترقّی	progrés	ترقّی	progrés	N;NOM;MASC;SG;3	N;MASC;SG
ترقّی	desenvolupament	ترقّی	desenvolupament	N;NOM;MASC;SG;3	N;MASC;SG
ترقّی	ascens	ترقّی	ascens	N;NOM;MASC;SG;3	N;MASC;SG
ترقّی	promoció	ترقّی	promoció	N;NOM;MASC;SG;3	N;FEM;SG
ترَک	bitàcola	ترَک	bitàcola		
ترکُّز	concentració	ترکُّز	concentració	N;NOM;MASC;SG;3	N;FEM;SG
ترکیب	sistema	ترکیب	sistema	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	modalitat	ترکیب	modalitat	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	mode	ترکیب	mode	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	procediment	ترکیب	procediment	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	mecanisme	ترکیب	mecanisme	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	constitució	ترکیب	constitució	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	solució	ترکیب	solució	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	tàctica	ترکیب	tàctica	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	mètode	ترکیب	mètode	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	pla	ترکیب	pla	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	procés	ترکیب	procés	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	sistema	ترکیب	sistema	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	modalitat	ترکیب	modalitat	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	mode	ترکیب	mode	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	procediment	ترکیب	procediment	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	mecanisme	ترکیب	mecanisme	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	síntesi	ترکیب	síntesi	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	constitució	ترکیب	constitució	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	solució	ترکیب	solució	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	tàctica	ترکیب	tàctica	N;NOM;FEM;SG;3	N;FEM;SG
ترکیب	mètode	ترکیب	mètode	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	pla	ترکیب	pla	N;NOM;FEM;SG;3	N;MASC;SG
ترکیب	procés	ترکیب	procés	N;NOM;FEM;SG;3	N;MASC;SG
ترکیبی	agreujat	ترکیبی	agreujar	ADJ	ADJ;MASC;SG;V.PTCP
ترکیبی	mixta	ترکیبی	mixt	ADJ	ADJ;FEM;SG
ترکیبی	mixt	ترکیبی	mixt	ADJ	ADJ;MASC;SG
ترکیبی	mesclat	ترکیبی	mesclar	ADJ	ADJ;MASC;SG;V.PTCP
تُرم	bugle	تُرم	bugle		
ترمیم	alteració	ترمیم	alteració	N;NOM;FEM;SG;3	N;FEM;SG
ترمیم	alteració	ترمیم	alteració	N;NOM;FEM;SG;3	N;FEM;SG
ترمیم	modificació	ترمیم	modificació	N;NOM;FEM;SG;3	N;FEM;SG
ترُن	fresc	ترُن	fresc		
ترویج	moneda	ترویج	moneda	N;NOM;MASC;SG;3	N;FEM;SG
ترویج	circulació	ترویج	circulació	N;NOM;MASC;SG;3	N;FEM;SG
تری	ocean	تری	ocear		
تری	frescor	تری	frescor		
تِریاقی	addicta	تِریاقی	addictar	ADJ;NOM	ADJ;FEM;SG
تڑپ	salta	تڑپ	saltar	V;ACT	V;IND;SG;3;PRS;FIN
تڑی	penyal	تڑی	penyal		
تُزک	system	تُزک	ser		
تزکیہ	purificació	تزکیہ	purificació	N;NOM;MASC;SG;3	N;FEM;SG
تزئین	decoració	تزئین	decoració	N;NOM;MASC;SG;3	N;FEM;SG
تزئین	decoració	تزئین	decoració	N;NOM;MASC;SG;3	N;FEM;SG
تِس	aixo	تِس	aixo		
تُس	fleck	تُس	fleck		
تُس	crumb	تُس	crumb		
تسبیح	rosari	تسبیح	rosari	N;NOM;MASC;SG;3	N;MASC;SG
تسجیل	matriculació	تسجیل	matriculació	N;NOM;MASC;SG;3	N;FEM;SG
تسجیل	inscripció	تسجیل	inscripció	N;NOM;MASC;SG;3	N;FEM;SG
تسرُّف	erosió	تسرُّف	erosió	N;NOM;MASC;SG;3	N;FEM;SG
تسکین	comoditat	تسکین	comoditat	N;NOM;MASC;SG;3	N;FEM;SG
تسکین	confort	تسکین	confort	N;NOM;MASC;SG;3	N;MASC;SG
تسکین	descans	تسکین	descans	N;NOM;MASC;SG;3	N;MASC;SG
تسکین	comoditat	تسکین	comoditat	N;NOM;MASC;SG;3	N;FEM;SG
تسکین	confort	تسکین	confort	N;NOM;MASC;SG;3	N;MASC;SG
تسکین	descans	تسکین	descans	N;NOM;MASC;SG;3	N;MASC;SG
تسکین	satisfacció	تسکین	satisfacció	N;NOM;MASC;SG;3	N;FEM;SG
تسلُّط	dominació	تسلُّط	dominació	N;NOM;MASC;SG;3	N;FEM;SG
تسلّی	comoditat	تسلّی	comoditat	N;NOM;MASC;SG;3	N;FEM;SG
تسلّی	confort	تسلّی	confort	N;NOM;MASC;SG;3	N;MASC;SG
تسلّی	satisfacció	تسلّی	satisfacció	N;NOM;MASC;SG;3	N;FEM;SG
تسلّی	satisfacció	تسلّی	satisfacció	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	salutació	تسلیم	salutació	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	rendició	تسلیم	rendició	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	admitància	تسلیم	admitància	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	salutació	تسلیم	salutació	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	rendició	تسلیم	rendició	N;NOM;MASC;SG;3	N;FEM;SG
تسلیم	admitància	تسلیم	admitància	N;NOM;MASC;SG;3	N;FEM;SG
تسلیمات	salutacions	تسلیم	salutació	N;NOM;MASC;PL;3	N;FEM;PL
تسیُّر	tour	تسیُّر	tour	N;NOM;MASC;SG;3	N;MASC;SG
تشخُّص	identificació	تشخُّص	identificació	N;NOM;MASC;SG;3	N;FEM;SG
تشخُّص	personalitat	تشخُّص	personalitat	N;NOM;MASC;SG;3	N;FEM;SG
تشخُّص	identitat	تشخُّص	identitat	N;NOM;MASC;SG;3	N;FEM;SG
تشخُّص	discriminació	تشخُّص	discriminació	N;NOM;MASC;SG;3	N;FEM;SG
تشخُّص	consignació	تشخُّص	consignació	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	avaluació	تشخیص	avaluació	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	determinació	تشخیص	determinació	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	diagnosi	تشخیص	diagnosi	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	diagnòstic	تشخیص	diagnòstic	N;NOM;MASC;SG;3	N;MASC;SG
تشخیص	avaluació	تشخیص	avaluació	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	determinació	تشخیص	determinació	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	diagnosi	تشخیص	diagnosi	N;NOM;MASC;SG;3	N;FEM;SG
تشخیص	diagnòstic	تشخیص	diagnòstic	N;NOM;MASC;SG;3	N;MASC;SG
تشدید	geminació	تشدید	geminació	N;NOM;MASC;SG;3	N;FEM;SG
تشریح	explicació	تشریح	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تشریح	esclariment	تشریح	esclariment	N;NOM;MASC;SG;3	N;MASC;SG
تشریح	exegesi	تشریح	exegesi	N;NOM;MASC;SG;3	N;FEM;SG
تشریح	explicació	تشریح	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تشریح	esclariment	تشریح	esclariment	N;NOM;MASC;SG;3	N;MASC;SG
تشریحی	detallat	تشریحی	detallat	ADJ	ADJ;MASC;SG;V.PTCP
تشریحی	detallats	تشریحی	detallat	ADJ	ADJ;MASC;PL;V.PTCP
تشریحی	anatòmiques	تشریحی	anatòmic	ADJ	ADJ;FEM;PL
تشریحی	explicativa	تشریحی	explicatiu	ADJ	ADJ;FEM;SG
تشریحی	explicatius	تشریحی	explicatiu	ADJ	ADJ;MASC;PL
تشریع	xaria	تشریع	xaria	N;NOM;MASC;SG;3	N;FEM;SG
تشفُّع	recomanació	تشفُّع	recomanació	N;NOM;MASC;SG;3	N;FEM;SG
تشکُّر	gràcies	تشکُّر	gràcies	N;NOM;MASC;SG;3	N
تشکیل	emmotllament	تشکیل	emmotllament	N;NOM;MASC;SG;3	N;MASC;SG
تشکیل	edifici	تشکیل	edifici	N;NOM;MASC;SG;3	N;MASC;SG
تشکیل	edificació	تشکیل	edificació	N;NOM;MASC;SG;3	N;FEM;SG
تشویش	ansietat	تشویش	ansietat	N;NOM;MASC;SG;3	N;FEM;SG
تشویش	preocupació	تشویش	preocupació	N;NOM;MASC;SG;3	N;FEM;SG
تشویش	ansietat	تشویش	ansietat	N;NOM;MASC;SG;3	N;FEM;SG
تشہیر	infàmia	تشہیر	infamia	N;NOM;MASC;SG;3	N;FEM;SG
تشہیر	infàmia	تشہیر	infamia	N;NOM;MASC;SG;3	N;FEM;SG
تصحیح	correcció	تصحیح	correcció	N;NOM;MASC;SG;3	N;FEM;SG
تصحیح	rectificació	تصحیح	rectificació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	confirmació	تصدیق	confirmació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	autenticació	تصدیق	autenticació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	afirmació	تصدیق	afirmació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	confirmació	تصدیق	confirmació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	autenticació	تصدیق	autenticació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	verificació	تصدیق	verificació	N;NOM;MASC;SG;3	N;FEM;SG
تصدیق	certificació	تصدیق	certificació	N;NOM;MASC;SG;3	N;FEM;SG
تصریح	explicació	تصریح	explicació	N;NOM;MASC;SG;3	N;FEM;SG
تصریح	esclariment	تصریح	esclariment	N;NOM;MASC;SG;3	N;MASC;SG
تصعید	ascens	تصعید	ascens	N;NOM;MASC;SG;3	N;MASC;SG
