nov	nov	nov	nov		
keterbatasan	limitación	keterbatasan	limitación	N;SG	N;FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubishi	N	N
torpedo	torpedo	torpedo	torpedo	N	N;MASC;SG
torpedo	torpedos	torpedo	torpedo	N	N;MASC;PL
torpedo	torpedos	torpedo	torpedo	N	N;MASC;PL
busur	arc	busur	arc	N;SG	N
busur	arco	busur	arco	N;SG	N;MASC;SG
busur	moño	busur	moño	N;SG	N;MASC;SG
busur	reverencia	busur	reverencia	N;SG	N;FEM;SG
busur	arco	busur	arco	N;SG	N;MASC;SG
busur	proa	busur	proa	N;SG	N;FEM;SG
busur	bow	busur	bow	N;SG	N
luasnya	inmensidad	luas	inmensidad	N;SG	N;FEM;SG
persenjataan	artillería	persenjataan	artillería	N;SG	N;FEM;SG
persenjataan	armamento	persenjataan	armamento	N;SG	N;MASC;SG
persenjataan	arsenal	persenjataan	arsenal	N;SG	N;MASC;SG
persenjataan	armería	persenjataan	armería	N;SG	N;FEM;SG
kantong	pocket	kantong	pocket	N;SG	N
kantong	bolsillo	kantong	bolsillo	N;SG	N;MASC;SG
kantong	bolso	kantong	bolso	N;SG	N;MASC;SG
kantong	bolsa	kantong	bolsa	N;SG	N;FEM;SG
kantong	valija	kantong	valejar	N;SG	N;FEM;SG
kelayakan	elegibilidad	kelayakan	elegibilidad	N;SG	N;FEM;SG
kelayakan	admisibilidad	kelayakan	admisibilidad	N;SG	N;FEM;SG
kelayakan	viabilidad	kelayakan	viabilidad	N;SG	N;FEM;SG
kelayakan	factibilidad	kelayakan	factibilidad	N;SG	N;FEM;SG
robinson	robinson	robinson	robinson	N	N;MASC;SG
depresi	depresión	depresi	depresión	N;SG	N;FEM;SG
pembaruan	renovación	penbaruan	renovación	N;SG	N;FEM;SG
pembaruan	actualización	penbaruan	actualización	N;SG	N;FEM;SG
pengecualian	excepción	pengecualian	excepción	N;SG	N;FEM;SG
pengecualian	exclusión	pengecualian	exclusión	N;SG	N;FEM;SG
butuh	necesitar	butuh	necesitar	V;SG;ACT	V;NFIN
butuh	necesito	butuh	necesitar	V;SG;ACT	V;IND;SG;1;PRS;FIN
butuh	necesita	butuh	necesitar	V;SG;ACT	V;IND;SG;3;PRS;FIN
sintesis	síntesis	sintesis	síntesis	N;SG	N;FEM
keterlibatan	interacción	keterlibatan	interacción	N;SG	N;FEM;SG
keterlibatan	compromiso	keterlibatan	compromiso	N;SG	N;MASC;SG
keterlibatan	implicación	keterlibatan	implicación	N;SG	N;FEM;SG
keterlibatan	participación	keterlibatan	participación	N;SG	N;FEM;SG
keterlibatan	complicidad	keterlibatan	complicidad	N;SG	N;FEM;SG
tendangan	kick	tendangan	kick	N;SG	N;MASC;SG
enak	delicioso	enak	delicioso	ADJ;SG	ADJ;MASC;SG
enak	rico	enak	rico	ADJ;SG	ADJ;MASC;SG
enak	sabroso	enak	sabroso	ADJ;SG	ADJ;MASC;SG
enak	riquísimo	enak	riquísimo	ADJ;SG	ADJ;MASC;SG
kesimpulan	conclusión	kesimpulan	conclusión	N;SG	N;FEM;SG
menyembuhkan	sanar	mensembuhkan	sanar	V;SG;ACT	V;NFIN
menyembuhkan	cure	mensembuhkan	cure	V;SG;ACT	V;IMP;SG;3;FIN
menyembuhkan	curar	mensembuhkan	curar	V;SG;ACT	V;NFIN
menyembuhkan	curar	mensembuhkan	curar	V;SG;ACT	V;NFIN
kebijaksanaan	discrecionalidad	kebijaksanaan	discrecionalidad	N;SG	N;FEM;SG
kebijaksanaan	discreción	kebijaksanaan	discreción	N;SG	N;FEM;SG
kebijaksanaan	sabiduria	kebijaksanaan	sabiduria	N;SG	N;FEM;SG
kebijaksanaan	sabiduría	kebijaksanaan	sabiduría	N;SG	N;FEM;SG
striker	delantero	striker	delantero	N;SG	N;MASC;SG
ringkasan	resumen	ringkasan	resumen	N;SG	N;MASC;SG
ringkasan	síntesis	ringkasan	síntesis	N;SG	N;FEM
ringkasan	sumario	ringkasan	sumario	N;SG	N;MASC;SG
perkemahan	campamentos	perkemahan	campamento	N	N;MASC;PL
perkemahan	camp	perkemahan	camp	N	N;MASC;SG
perkemahan	campamento	perkemahan	campamento	N	N;MASC;SG
perkemahan	campo	perkemahan	campo	N	N;MASC;SG
perkemahan	bandos	perkemahan	bando	N	N;MASC;PL
perkemahan	campos	perkemahan	campo	N	N;MASC;PL
perkemahan	campamentos	perkemahan	campamento	N	N;MASC;PL
maritim	marítimo	maritim	marítimo	N	N;MASC;SG
maritim	marítimos	maritim	marítimo	N	N;MASC;PL
persemakmuran	mancomunidad	persemakmuran	mancomunidad	N	N;FEM;SG
pemujaan	culto	penpujaan	culto	N;SG	N;MASC;SG
pemujaan	secta	penpujaan	secta	N;SG	N;FEM;SG
survey	encuesta	survey	encuesta	N	N;FEM;SG
terganggu	interrumpió	terganggu	interrumpir	V;SG;PASS	V;IND;SG;3;PST;FIN
kutukan	maldición	kutukan	maldición	N;SG	N;FEM;SG
kutukan	condenación	kutukan	condenación	N;SG	N;FEM;SG
perundingan	parley	penrundingan	parley	N;SG	N;MASC;SG
temuan	discovery	temuan	discovery	N;SG	N;MASC;SG
temuan	descubrimiento	temuan	descubrimiento	N;SG	N;MASC;SG
pentas	etapa	pentas	etapa	N	N;FEM;SG
pentas	escenario	pentas	escenario	N	N;MASC;SG
pentas	stage	pentas	stage	N	N
antarmuka	interfase	antarmuka	interfase	N;SG	N;FEM;SG
antarmuka	interface	antarmuka	interface	N;SG	N;FEM;SG
antarmuka	interfaz	antarmuka	interfaz	N;SG	N;FEM;SG
petang	noche	petang	noche	N;SG	N;FEM;SG
petang	velada	petang	velado	N;SG	N;FEM;SG
diagram	diagrama	diagram	diagrama	N;SG	N;MASC;SG
tempuh	emilia	tempuh	emilia	N;SG;ACT	N;FEM;SG
elektro	electro	elektro	electro	N;SG	N;MASC;SG
elektro	electricidad	elektro	electricidad	N;SG	N;FEM;SG
elektro	electrico	elektro	electrico	N;SG	N;MASC;SG
sandi	password	sandi	password	N;SG	N;MASC;SG
sandi	clave	sandi	clave	N;SG	N;FEM;SG
sandi	contraseña	sandi	contraseño	N;SG	N;FEM;SG
administrator	administrador	administrator	administrador	N;SG	N;MASC;SG
mewarisi	hereda	menwarisi	hereda	V;SG;ACT	V;IND;SG;3;PRS;FIN
mewarisi	heredar	menwarisi	heredar	V;SG;ACT	V;NFIN
mewarisi	heredar	menwarisi	heredar	V;SG;ACT	V;NFIN
mewarisi	hereda	menwarisi	hereda	V;SG;ACT	V;IND;SG;3;PRS;FIN
mewarisi	heredó	menwarisi	heredar	V;SG;ACT	V;IND;SG;3;PST;FIN
kental	condensada	kental	condensado	ADJ;SG	ADJ;FEM;SG;V.PTCP
kental	viscoso	kental	viscoso	ADJ;SG	ADJ;MASC;SG
kental	viscosa	kental	viscoso	ADJ;SG	ADJ;FEM;SG
susah	duro	susah	duro	ADJ;SG	ADJ;MASC;SG
susah	difícil	susah	difícil	ADJ;SG	ADJ;SG
susah	dura	susah	duro	ADJ;SG	ADJ;FEM;SG
susah	dificil	susah	dificil	ADJ;SG	ADJ;SG
susah	difícil	susah	difícil	ADJ;SG	ADJ;SG
penomoran	numeración	pennomoran	numeración	N;SG	N;FEM;SG
mediterania	mediterráneo	mediterania	mediterráneo	N;SG	N;MASC;SG
adventure	aventura	adventure	aventura	N	N;FEM;SG
adventure	aventuras	adventure	aventura	N	N;FEM;PL
ketegangan	tensión	ketegangan	tensión	N;SG	N;FEM;SG
ketegangan	suspense	ketegangan	suspense	N;SG	N;MASC;SG
ketegangan	suspenso	ketegangan	suspenso	N;SG	N;MASC;SG
petir	thunder	petir	thunder	N;SG	N;MASC
petir	trueno	petir	trueno	N;SG	N;MASC;SG
petir	relámpago	petir	relámpago	N;SG	N;MASC;SG
petir	lightning	petir	lightning	N;SG	N;MASC;SG
petir	rayo	petir	rayo	N;SG	N;MASC;SG
menantang	desafiando	mentantang	desafiar	V;SG;ACT	V;V.MSDR
menantang	desafió	mentantang	desafiar	V;SG;ACT	V;IND;SG;3;PST;FIN
desainer	diseñadora	desainer	diseñador	N;SG	N;FEM;SG
desainer	diseñador	desainer	diseñador	N;SG	N;MASC;SG
kecerdasan	inteligencia	kecerdasan	inteligencia	N;SG	N;FEM;SG
kecerdasan	intelecto	kecerdasan	intelecto	N;SG	N;MASC;SG
modul	módulo	modul	módulo	N;SG	N;MASC;SG
modul	modulo	modul	modulo	N;SG	N;MASC;SG
kecewa	insatisfecho	kecewa	insatisfecho	ADJ;SG	ADJ;MASC;SG
kecewa	disgustado	kecewa	disgustado	ADJ;SG	ADJ;MASC;SG;V.PTCP
kecewa	molesto	kecewa	molesto	ADJ;SG	ADJ;MASC;SG
kecewa	decepcionado	kecewa	decepcionado	ADJ;SG	ADJ;MASC;SG;V.PTCP
kecewa	decepcionada	kecewa	decepcionado	ADJ;SG	ADJ;FEM;SG;V.PTCP
kecewa	desilusionado	kecewa	desilusionado	ADJ;SG	ADJ;MASC;SG;V.PTCP
kecewa	insatisfecho	kecewa	insatisfecho	ADJ;SG	ADJ;MASC;SG
vandalisme	vandalismo	vandalisme	vandalismo	N;SG	N;MASC;SG
tinju	boxeo	tinju	boxeo	N;SG	N;MASC;SG
tinju	puño	tinju	puño	N;SG	N;MASC;SG
manufaktur	fabricantes	manufaktur	fabricante	N	N;PL
manufaktur	manufactura	manufaktur	manufactura	N	N;FEM;SG
manufaktur	fabricación	manufaktur	fabricación	N	N;FEM;SG
manufaktur	fabricante	manufaktur	fabricante	N	N;SG
manufaktur	fabricantes	manufaktur	fabricante	N	N;PL
potret	retrato	potret	retrato	N;SG	N;MASC;SG
potret	retrato	potret	retrato	N;SG	N;MASC;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;FEM;SG
mempercepat	acelere	menpercepat	aceler	V;SG;ACT	V;IMP;SG;3;FIN
mempercepat	acelerar	menpercepat	acelerar	V;SG;ACT	V;NFIN
mempercepat	acelera	menpercepat	acelera	V;SG;ACT	V;IND;SG;3;PRS;FIN
mempercepat	acelerar	menpercepat	acelerar	V;SG;ACT	V;NFIN
mempercepat	acelerando	menpercepat	acelerar	V;SG;ACT	V;V.MSDR
geng	pandilla	geng	pandilla	N;SG	N;FEM;SG
geng	banda	geng	banda	N;SG	N;FEM;SG
geng	gang	geng	gang	N;SG	N
suster	hermanas	suster	hermana	N	N;FEM;PL
suster	sister	suster	sister	N	N
suster	hermana	suster	hermana	N	N;FEM;SG
suster	enfermera	suster	enfermera	N	N;FEM;SG
suster	enfermero	suster	enfermero	N	N;MASC;SG
memutar	rotar	menputar	rotar	V;SG;ACT	V;NFIN
memutar	rotar	menputar	rotar	V;SG;ACT	V;NFIN
memutar	girar	menputar	girar	V;SG;ACT	V;NFIN
fighter	peleador	fighter	peleador	N	N;MASC;SG
fighter	luchador	fighter	luchador	N	N;MASC;SG
fighter	combatiente	fighter	combatiente	N	N;SG
geometri	geometría	geometri	geometría	N	N;FEM;SG
kelainan	anormalidad	kelainan	anormalidad	N;SG	N;FEM;SG
kelainan	aberración	kelainan	aberración	N;SG	N;FEM;SG
kelainan	trastorno	kelainan	trastorno	N;SG	N;MASC;SG
kelainan	desorden	kelainan	desorden	N;SG	N;MASC;SG
kelainan	deformidad	kelainan	deformidad	N;SG	N;FEM;SG
gaji	salario	gaji	salario	N;SG	N;MASC;SG
gaji	sueldo	gaji	sueldo	N;SG	N;MASC;SG
lada	pimiento	lada	pimiento	N;SG	N;MASC;SG
lada	pimienta	lada	pimienta	N;SG	N;FEM;SG
lada	lada	lada	lada	N;SG	N;MASC;SG
pengurangan	reducción	penkurangan	reducción	N;SG	N;FEM;SG
pengurangan	sustracción	penkurangan	sustracción	N;SG	N;FEM;SG
menyumbangkan	donar	mensumbangkan	donar	V;SG;ACT	V;NFIN
menyumbangkan	contribuya	mensumbangkan	contribuir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyumbangkan	contribuir	mensumbangkan	contribuir	V;SG;ACT	V;NFIN
menyumbangkan	contribuye	mensumbangkan	contribuir	V;SG;ACT	V;IND;SG;3;PRS;FIN
anggun	elegante	anggun	elegante	ADJ;SG	ADJ;SG
inspektur	inspector	inspektur	inspector	N	N;MASC;SG
inspektur	inspectora	inspektur	inspector	N	N;FEM;SG
inspektur	comisario	inspektur	comisario	N	N;MASC;SG
inspektur	superintendente	inspektur	superintendente	N	N;SG
globalisasi	mundialización	globalisasi	mundialización	N	N;FEM;SG
globalisasi	globalización	globalisasi	globalización	N	N;FEM;SG
sedan	sedán	sedan	seden	N;SG	N;MASC;SG
sedan	sedan	sedan	sedar	N;SG	N;MASC;SG
dec	dec	dec	dec		
dec	dic	dec	decir		
identifikasi	identificación	identifikasi	identificación	N;SG	N;FEM;SG
kebahagiaan	bliss	kebahagiaan	bliss	N;SG	N
kebahagiaan	felicidad	kebahagiaan	felicidad	N;SG	N;FEM;SG
pemberdayaan	habilitación	pemberdayaan	habilitación	N;SG	N;FEM;SG
pemberdayaan	empoderamiento	pemberdayaan	empoderamiento	N;SG	N;MASC;SG
pemberdayaan	potenciación	pemberdayaan	potenciación	N;SG	N;FEM;SG
script	guiones	script	guión	N	N;MASC;PL
script	scripts	script	script	N	N;MASC;PL
script	script	script	script	N	N;MASC;SG
script	guion	script	guion	N	N;MASC;SG
script	guión	script	guión	N	N;MASC;SG
komitmen	compromiso	komitmen	compromiso	N;SG	N;MASC;SG
kentang	patata	kentang	patata	N;SG	N;FEM;SG
kentang	papa	kentang	papa	N;SG	N;MASC;SG
kentang	patata	kentang	patata	N;SG	N;FEM;SG
nutrisi	nutrición	nutrisi	nutrición	N;SG	N;FEM;SG
meletus	estalla	menletus	estalla	V;SG;ACT	V;IND;SG;3;PRS;FIN
icao	oaci	icao	oaci	N	N;MASC;SG
jual	venta	jual	venta	N;SG;ACT	N;FEM;SG
jual	venta	jual	venta	N;SG;ACT	N;FEM;SG
fantasi	fantasy	fantasi	fantasy	N	N;MASC
fantasi	fantasia	fantasi	fantasia	N	N;FEM;SG
fantasi	fantasías	fantasi	fantasía	N	N;FEM;PL
fantasi	fantasía	fantasi	fantasía	N	N;FEM;SG
fantasi	fantasías	fantasi	fantasía	N	N;FEM;PL
mengutip	citar	menutip	citar	V;SG;ACT	V;NFIN
mengutip	citando	menutip	citar	V;SG;ACT	V;V.MSDR
mengutip	citando	menutip	citar	V;SG;ACT	V;V.MSDR
mendiami	habita	mendiami	habitar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mendiami	habitar	mendiami	habitar	V;SG;ACT	V;NFIN
haiti	haiti	haiti	haiti	N	N;MASC;SG
haiti	haitianos	haiti	haitiano	N	N;MASC;PL
haiti	haitiano	haiti	haitiano	N	N;MASC;SG
manuskrip	manuscritos	manuskrip	manuscrito	N	N;MASC;PL
manuskrip	manuscrito	manuskrip	manuscrito	N	N;MASC;SG
manuskrip	manuscritos	manuskrip	manuscrito	N	N;MASC;PL
negosiasi	negociaciones	negosiasi	negociación	N	N;FEM;PL
negosiasi	negociación	negosiasi	negociación	N	N;FEM;SG
negosiasi	negociaciones	negosiasi	negociación	N	N;FEM;PL
negosiasi	negociación	negosiasi	negociación	N	N;FEM;SG
negosiasi	negociaciones	negosiasi	negociación	N	N;FEM;PL
ragu	dudosa	ragu	dudoso	ADJ;SG	ADJ;FEM;SG
ragu	dudoso	ragu	dudoso	ADJ;SG	ADJ;MASC;SG
syukur	agradecimiento	syukur	agradecimiento	N;SG	N;MASC;SG
syukur	gratitud	syukur	gratitud	N;SG	N;FEM;SG
menghargai	aprecia	menhargai	apreciar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghargai	apreciar	menhargai	apreciar	V;SG;ACT	V;NFIN
orkestra	orchestra	orkestra	orchestra	N;SG	N;FEM;SG
orkestra	orquesta	orkestra	orquesta	N;SG	N;FEM;SG
suriname	surinam	suriname	surinam	N	N;FEM;SG
suriname	surinam	suriname	surinam	N	N;FEM;SG
kapel	ermita	kapel	ermitir	N	N;FEM;SG
kapel	capilla	kapel	capilla	N	N;FEM;SG
penyuntingan	ediciones	penyuntingan	edición	N	N;FEM;PL
penyuntingan	edición	penyuntingan	edición	N	N;FEM;SG
penyuntingan	montaje	penyuntingan	montaje	N	N;MASC;SG
kotor	asqueroso	kotor	asqueroso	ADJ;SG	ADJ;MASC;SG
kotor	bruto	kotor	bruto	ADJ;SG	ADJ;MASC;SG
kotor	sucia	kotor	sucio	ADJ;SG	ADJ;FEM;SG
kotor	sucio	kotor	sucio	ADJ;SG	ADJ;MASC;SG
kotor	sucio	kotor	sucio	ADJ;SG	ADJ;MASC;SG
kotor	sórdido	kotor	sórdido	ADJ;SG	ADJ;MASC;SG
komet	cometa	komet	cometer	N	N;SG
komet	cometas	komet	cometa	N	N;MASC;PL
impian	soñador	impian	soñador	N;SG	N;MASC;SG
impian	dream	impian	dream	N;SG	N
impian	sueño	impian	sueño	N;SG	N;MASC;SG
impian	dreams	impian	dreams	N;SG	N
semester	semestre	semester	semestre	N	N;MASC;SG
terorisme	terrorismo	terorisme	terrorismo	N;SG	N;MASC;SG
liputan	cobertura	liputan	cobertura	N;SG	N;FEM;SG
filter	filtro	filter	filtro	N;SG	N;MASC;SG
menghambat	dificultar	menhambat	dificultar	V;SG;ACT	V;NFIN
menghambat	obstaculizar	menhambat	obstaculizar	V;SG;ACT	V;NFIN
menghambat	impida	menhambat	impedir	V;SG;ACT	V;SBJV;SG;3;FIN
menghambat	impedir	menhambat	impedir	V;SG;ACT	V;NFIN
apel	manzana	apel	manzana	N;SG	N;FEM;SG
narkoba	droga	narkoba	droga	N;SG	N;FEM;SG
narkoba	fármaco	narkoba	fármaco	N;SG	N;MASC;SG
narkoba	droga	narkoba	droga	N;SG	N;FEM;SG
narkoba	medicamento	narkoba	medicamento	N;SG	N;MASC;SG
pencegahan	precaución	pencegahan	precaución	N;SG	N;FEM;SG
pencegahan	prevención	pencegahan	prevención	N;SG	N;FEM;SG
tumor	tumor	tumor	tumor	N;SG	N;MASC;SG
tumor	tumor	tumor	tumor	N;SG	N;MASC;SG
mie	fideos	mie	fideo	N	N;MASC;PL
mie	tallarines	mie	tallarin	N	N;MASC;PL
mie	fideos	mie	fideo	N	N;MASC;PL
konstitusional	constitucionalidad	konstitusional	constitucionalidad	N	N;FEM;SG
obyek	objeto	obyek	objeto	N;SG	N;MASC;SG
opini	opinion	opini	opinion	N;SG	N;FEM;SG
opini	dictamen	opini	dictamen	N;SG	N;MASC;SG
opini	opinión	opini	opinión	N;SG	N;FEM;SG
karate	karate	karate	karate	N	N;MASC;SG
pegulat	luchador	pegulat	luchador	N;SG	N;MASC;SG
pengucapan	pronunciación	penucapan	pronunciación	N;SG	N;FEM;SG
ranting	ramita	ranting	ramita	N;SG	N;FEM;SG
ranting	ramal	ranting	ramal	N;SG	N;MASC;SG
ranting	rama	ranting	rama	N;SG	N;FEM;SG
ranting	sucursal	ranting	sucursal	N;SG	N;FEM;SG
menanam	plantando	menanam	plantar	V;SG;ACT	V;V.MSDR
menanam	plantar	menanam	plantar	V;SG;ACT	V;NFIN
istirahat	break	istirahat	break	N;SG	N;MASC;SG
istirahat	descanso	istirahat	descanso	N;SG	N;MASC;SG
istirahat	resto	istirahat	resto	N;SG	N;MASC;SG
istirahat	descanso	istirahat	descanso	N;SG	N;MASC;SG
menyamar	disimular	mensamar	disimular	V;SG;ACT	V;NFIN
menyamar	disfrazar	mensamar	disfrazar	V;SG;ACT	V;NFIN
menyamar	simulando	mensamar	simular	V;SG;ACT	V;V.MSDR
menyamar	pretendiendo	mensamar	pretender	V;SG;ACT	V;V.MSDR
menyamar	fingiendo	mensamar	fingir	V;SG;ACT	V;V.MSDR
menyamar	suplantar	mensamar	suplantar	V;SG;ACT	V;NFIN
menuduh	acusando	mentuduh	acusar	V;SG;ACT	V;V.MSDR
menuduh	acusar	mentuduh	acusar	V;SG;ACT	V;NFIN
menuduh	acusar	mentuduh	acusar	V;SG;ACT	V;NFIN
menuduh	acuso	mentuduh	acuso	V;SG;ACT	V;IND;SG;1;PRS;FIN
melintas	cruzando	menlintas	cruzar	V;SG;ACT	V;V.MSDR
melintas	cruzar	menlintas	cruzar	V;SG;ACT	V;NFIN
alternative	alternativa	alternative	alternativa	N;SG	N;FEM;SG
alternative	suplente	alternative	suplente	N;SG	N;SG
alternative	alternativa	alternative	alternativa	N;SG	N;FEM;SG
dukun	chamán	dukun	chamán	N;SG	N;MASC;SG
ekonom	economista	ekonom	economista	N;SG	N;SG
diperintah	gobernó	diperintah	gobernar	V;SG;PASS	V;IND;SG;3;PST;FIN
dioksida	dióxido	dioksida	dióxido	N;SG;PASS	N;MASC;SG
terpengaruh	afectó	terpengaruh	afectar	V;SG;PASS	V;IND;SG;3;PST;FIN
browser	navegadores	browser	navegador	N	N;MASC;PL
browser	explorador	browser	explorador	N	N;MASC;SG
browser	navegador	browser	navegador	N	N;MASC;SG
parade	parade	parade	parade	N	N;SG
parade	desfile	parade	desfile	N	N;MASC;SG
gembala	herder	gembala	herder	N;SG	N;MASC;SG
gembala	pastor	gembala	pastor	N;SG	N;MASC;SG
dominika	dominika	dominika	dominika	N	N;FEM;SG
dominika	dominicano	dominika	dominicano	N	N;MASC;SG
dominika	dominicanos	dominika	dominicano	N	N;MASC;PL
dominika	dominica	dominika	dominicar	N	N;FEM;SG
dominika	dominicanos	dominika	dominicano	N	N;MASC;PL
terlaris	superventas	terlaris	superventa	N	N
terlaris	bestsellers	terlaris	bestseller	N	N;MASC;PL
terlaris	bestseller	terlaris	bestseller	N	N;MASC;SG
demo	demo	demo	demo	N;SG	N;FEM;SG
demo	demostración	demo	demostración	N;SG	N;FEM;SG
panorama	panorama	panorama	panorama	N;SG	N;MASC;SG
menyutradarai	dirigiendo	mensutradarai	dirigir	V;SG;ACT	V;V.MSDR
menyutradarai	dirigir	mensutradarai	dirigir	V;SG;ACT	V;NFIN
siluman	sigilo	siluman	sigilo	N;SG	N;MASC;SG
siluman	demonio	siluman	demonio	N;SG	N;MASC;SG
hormat	respeto	hormat	respeto	N;SG	N;MASC;SG
hormat	saludo	hormat	saludo	N;SG	N;MASC;SG
layer	capa	layer	capa	N;SG	N;FEM;SG
fotografer	fotógrafa	fotografer	fotógrafa	N;SG	N;FEM;SG
fotografer	fotografo	fotografer	fotografo	N;SG	N;MASC;SG
fotografer	fotógrafo	fotografer	fotógrafo	N;SG	N;MASC;SG
skandal	escándalo	skandal	escándalo	N;SG	N;MASC;SG
skandal	escándalo	skandal	escándalo	N;SG	N;MASC;SG
pengabdian	dedicación	penabdian	dedicación	N;SG	N;FEM;SG
pengabdian	devoción	penabdian	devoción	N;SG	N;FEM;SG
lebah	abeja	lebah	abejar	N;SG	N;FEM;SG
lebah	bee	lebah	bee	N;SG	N
penyatuan	unificación	pensatuan	unificación	N;SG	N;FEM;SG
menyesuaikan	personalizar	mensesuaikan	personalizar	V;SG;ACT	V;NFIN
menyesuaikan	personalizar	mensesuaikan	personalizar	V;SG;ACT	V;NFIN
menyesuaikan	personaliza	mensesuaikan	personalizar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyesuaikan	ajustando	mensesuaikan	ajustar	V;SG;ACT	V;V.MSDR
menyesuaikan	ajustar	mensesuaikan	ajustar	V;SG;ACT	V;NFIN
menyesuaikan	ajustarse	mensesuaikan	ajustar	V;SG;ACT	V;SBJV;SG;3;IPFV;FIN
buddhis	budismo	buddhis	budismo	N	N;MASC;SG
buddhis	budistas	buddhis	budista	N	N;PL
buddhis	budistas	buddhis	budista	N	N;PL
berlalu	pasa	berlalu	pasar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berlalu	pasó	berlalu	pasar	V;SG;ACT	V;IND;SG;3;PST;FIN
penasehat	asesoría	pennasehat	asesoría	N;SG	N;FEM;SG
penasehat	asesoramiento	pennasehat	asesoramiento	N;SG	N;MASC;SG
penasehat	consejera	pennasehat	consejera	N;SG	N;FEM;SG
penasehat	asesora	pennasehat	asesora	N;SG	N;FEM;SG
penasehat	asesor	pennasehat	asesor	N;SG	N;MASC;SG
penasehat	consejero	pennasehat	consejero	N;SG	N;MASC;SG
penasehat	consejera	pennasehat	consejera	N;SG	N;FEM;SG
penasehat	consejero	pennasehat	consejero	N;SG	N;MASC;SG
ekosistem	ecosistemas	ekosistem	ecosistema	N	N;MASC;PL
ekosistem	ecosistema	ekosistem	ecosistema	N	N;MASC;SG
ekosistem	ecosistemas	ekosistem	ecosistema	N	N;MASC;PL
ekosistem	ecosistema	ekosistem	ecosistema	N	N;MASC;SG
anatomi	anatomía	anatomi	anatomía	N;SG	N;FEM;SG
diamati	observó	diamati	observar	V;SG;PASS	V;IND;SG;3;PST;FIN
lucu	gracioso	lucu	gracioso	ADJ;SG	ADJ;MASC;SG
lucu	curioso	lucu	curioso	ADJ;SG	ADJ;MASC;SG
lucu	chistoso	lucu	chistoso	ADJ;SG	ADJ;MASC;SG
lucu	divertido	lucu	divertido	ADJ;SG	ADJ;MASC;SG;V.PTCP
lucu	linda	lucu	linda	ADJ;SG	ADJ;FEM;SG
lucu	lindo	lucu	lindo	ADJ;SG	ADJ;MASC;SG
kian	kian	kian	kian		
mendidik	educar	mendidik	educar	V;SG;ACT	V;NFIN
mendidik	educa	mendidik	educa	V;SG;ACT	V;IND;SG;3;PRS;FIN
mendidik	educar	mendidik	educar	V;SG;ACT	V;NFIN
dikutip	citó	dikutip	citar	V;SG;PASS	V;IND;SG;3;PST;FIN
dikutip	citó	dikutip	citar	V;SG;PASS	V;IND;SG;3;PST;FIN
pendahulunya	predecesor	pendahulunya	predecesor	N;SG	N;MASC;SG
pendahulunya	antecesor	pendahulunya	antecesor	N;SG	N;MASC;SG
pendahulunya	predecesora	pendahulunya	predecesora	N;SG	N;FEM;SG
kultur	cultivo	kultur	cultivo	N	N;MASC;SG
kultur	cultura	kultur	cultura	N	N;FEM;SG
kultur	cultivos	kultur	cultivo	N	N;MASC;PL
kultur	culturas	kultur	cultura	N	N;FEM;PL
reproduksi	reproductor	reproduksi	reproductor	N;SG	N;MASC;SG
reproduksi	reproducción	reproduksi	reproducción	N;SG	N;FEM;SG
reruntuhan	escombros	reruntuhan	escombro	N	N;MASC;PL
reruntuhan	ruinas	reruntuhan	ruina	N	N;FEM;PL
kemakmuran	prosperidad	kemakmuran	prosperidad	N;SG	N;FEM;SG
nafsu	lujuria	nafsu	lujuria	N;SG	N;FEM;SG
nafsu	apetito	nafsu	apetito	N;SG	N;MASC;SG
asuhan	crianza	asuhan	crianza	N;SG	N;FEM;SG
sentra	sentra	sentra	sentro	N	N;MASC;SG
etanol	etanol	etanol	etanol	N	N;MASC;SG
heading	rumbo	heading	rumbo	N	N;MASC;SG
heading	partida	heading	partida	N	N;FEM;SG
heading	encabezamiento	heading	encabezamiento	N	N;MASC;SG
heading	rúbrica	heading	rúbrica	N	N;FEM;SG
heading	rúbricas	heading	rúbrica	N	N;FEM;PL
heading	epígrafes	heading	epígraf	N	N;MASC;PL
heading	encabezamientos	heading	encabezamiento	N	N;MASC;PL
esai	ensayo	esai	ensayo	N;SG;ACT	N;MASC;SG
manik	cuentas	manik	cuenta	N	N;FEM;PL
manik	perlas	manik	perla	N	N;FEM;PL
manik	manía	manik	manía	N	N;FEM;SG
manik	beady	manik	beady	N	N;SG
kapas	algodón	kapas	algodón	N;SG	N;MASC;SG
kapas	cotton	kapas	cotton	N;SG	N
paten	patente	paten	patente	N;SG	N;SG
paten	patente	paten	patente	N;SG	N;SG
melukis	pintar	menlukis	pintar	V;SG;ACT	V;NFIN
melukis	pintando	menlukis	pintar	V;SG;ACT	V;V.MSDR
suksesi	sucesión	suksesi	sucesión	N;SG	N;FEM;SG
elektrik	electrico	elektrik	electrico	N;SG	N;MASC;SG
