年	イヤー	年	イヤー	N	N
命令	注文	命令	注文	V	V
結構	構造	結構	構造	N	N
結構	アーキテクチャ	結構	アーキテクチャ	N	N
結構	建築	結構	建築	N	N
結構	構造	結構	構造	N	N
字母	アルファベット	字母	アルファベット	N	N
字母	手紙	字母	手紙	N	N
字母	手紙	字母	手紙	N	N
字母	レター	字母	レター	N	N
大陸	本土	大陸	本土	N	N
大陸	大陸	大陸	大陸	N	N
大陸	大陸	大陸	大陸	N	N
海岸	海岸	海岸	海岸	N	N
水平	水平	水平	水平	N	N
都市	大都市	都市	大都市	N	N
都市	メトロポリス	都市	メトロポリス	N	N
學習	勉強	學習	勉強	V	V
學習	勉強	學習	勉強	V	V
學習	学習	學習	学習	V	V
學習	学習	學習	学習	V	V
學習	学ぶ	學習	学ぶ	V	V
動	ムーブ	動	ムーブ	N	N
樂團	バンド	樂團	バンド	N	N
樂團	オーケストラ	樂團	オーケストラ	N	N
材料	素材	材料	素材	N	N
材料	材料	材料	材料	N	N
材料	マテリアル	材料	マテリアル	N	N
材料	材料	材料	材料	N	N
材料	素材	材料	素材	N	N
以後	後	以後	後	N	N
士兵	兵士	士兵	兵士	N	N
士兵	兵隊	士兵	兵隊	N	N
士兵	兵士	士兵	兵士	N	N
魔法	魔法	魔法	魔法	N	N
魔法	マジック	魔法	マジック	N	N
茶	お茶	茶	お茶	N	N
茶	紅茶	茶	紅茶	N	N
孩子	子供	孩子	子供	N	N
孩子	児童	孩子	児童	N	N
組合	コンビネーション	組合	コンビネーション	N	N
組合	ミックス	組合	ミックス	N	N
正常	ノーマル	正常	ノーマル	N	N
王子	プリンス	王子	プリンス	N	N
模型	モデル	模型	モデル	N	N
模型	モデル	模型	モデル	N	N
夜	ナイト	夜	ナイト	N	N
乘客	乗客	乘客	乗客	N	N
乘客	旅客	乘客	旅客	N	N
乘客	乗客	乘客	乗客	N	N
錦標	選手権	錦標	選手権	N	N
錦標	トーナメント	錦標	トーナメント	N	N
錦標	チャンピオンシップ	錦標	チャンピオンシップ	N	N
錦標	選手権	錦標	選手権	N	N
禁止	禁止	禁止	禁止	V	V
禁止	禁止	禁止	禁止	V	V
重播	再生	重播	再生	V	V
宣傳	広報	宣傳	広報	N	N
宣傳	プロパガンダ	宣傳	プロパガンダ	N	N
巨大	巨大	巨大	巨大	ADJ	ADJ
蛇	ヘビ	蛇	ヘビ	N	N
蛇	ヘビ	蛇	ヘビ	N	N
紫	パープル	紫	パープル	N	N
紫	バイオレット	紫	バイオレット	N	N
週	週間	週	週間	N	N
完整	いっぱい	完整	いっぱい	N	N
完整	フル	完整	フル	N	N
完整	コンプリート	完整	コンプリート	N	N
森林	フォレスト	森林	フォレスト	N	N
森林	森林	森林	森林	N	N
森林	森林	森林	森林	N	N
白色	ホワイト	白色	ホワイト	N	N
晚上	夕方	晚上	夕方	N	N
晚上	ナイト	晚上	ナイト	N	N
國王	国王	國王	国王	N	N
國王	キング	國王	キング	N	N
改變	変更	改變	変更	V	V
改變	変化	改變	変化	V	V
廣場	正方	廣場	正方	N	N
廣場	広場	廣場	広場	N	N
廣場	プラザ	廣場	プラザ	N	N
市民	市民	市民	市民	N	N
市民	市民	市民	市民	N	N
樹	ツリー	樹	ツリー	N	N
樹	樹木	樹	樹木	N	N
聯邦	連邦	聯邦	連邦	N	N
聯邦	連盟	聯邦	連盟	N	N
酸	酸っぱい	酸	酸っぱい	N	N
酸	サワー	酸	サワー	N	N
董事	取締役	董事	取締役	N	N
外交	外交	外交	外交	N	N
公斤	キログラム	公斤	キログラム	N	N
公斤	キログラム	公斤	キログラム	N	N
公斤	キロ	公斤	キロ	N	N
效果	エフェクト	效果	エフェクト	N	N
效果	効果	效果	効果	N	N
效果	エフェクト	效果	エフェクト	N	N
效果	効果	效果	効果	N	N
說明	説明	說明	説明	V	V
說明	解説	說明	解説	V	V
資格	資格	資格	資格	N	N
輪	ホイール	輪	ホイール	N	N
輪	車輪	輪	車輪	N	N
輪	ホイール	輪	ホイール	N	N
輪	車輪	輪	車輪	N	N
輪	ラウンド	輪	ラウンド	N	N
記錄	記録	記錄	記録	V	V
記錄	録音	記錄	録音	V	V
記錄	記録	記錄	記録	V	V
作戰	戦闘	作戰	戦闘	V	V
寫	書き込み	寫	書き込み	V	V
寫	書く	寫	書く	V	V
寫	書き込む	寫	書き込む	V	V
寫	執筆	寫	執筆	V	V
寫	書き込み	寫	書き込み	V	V
鹿	シカ	鹿	シカ	N	N
地理	地理	地理	地理	N	N
最近	最近	最近	最近	N	N
最近	最近	最近	最近	N	N
最近	最近	最近	最近	N	N
網頁	ウェブ	網頁	ウェブ	N	N
變	変更	變	変更	V	V
變	変化	變	変化	V	V
開放	開館	開放	開館	V	V
開放	開く	開放	開く	V	V
主持	主催	主持	主催	V	V
移民	移住	移民	移住	V	V
移民	入国	移民	入国	V	V
移民	移行	移民	移行	V	V
運輸	交通	運輸	交通	N	N
運輸	交通	運輸	交通	N	N
大小	サイズ	大小	サイズ	N	N
大小	サイズ	大小	サイズ	N	N
習性	習慣	習性	習慣	N	N
頂	上部	頂	上部	N	N
頂	トップ	頂	トップ	N	N
今天	今日	今天	今日	N	N
符	お	符	お	N	N
親	接吻	親	接吻	N	N
兒子	息子	兒子	息子	N	N
人口	国勢調査	人口	国勢調査	N	N
戰役	バトル	戰役	バトル	N	N
戰役	合戦	戰役	合戦	N	N
電台	ラジオ	電台	ラジオ	N	N
墓	墓所	墓	墓所	N	N
北方	北方	北方	北方	N	N
活躍	アクティブ	活躍	アクティブ	N	N
星期	月曜日	星期	月曜日	N	N
星期	月曜	星期	月曜	N	N
星期	月曜日	星期	月曜日	N	N
業務	営業	業務	営業	N	N
業務	事業	業務	事業	N	N
業務	ビジネス	業務	ビジネス	N	N
射	シュート	射	シュート	N	N
前身	前身	前身	前身	N	N
前身	前身	前身	前身	N	N
投資	投資	投資	投資	N	N
投資	投資	投資	投資	N	N
投資	投資	投資	投資	N	N
類型	ジャンル	類型	ジャンル	N	N
類型	種類	類型	種類	N	N
類型	タイプ	類型	タイプ	N	N
類型	種類	類型	種類	N	N
機會	チャンス	機會	チャンス	N	N
機會	好機	機會	好機	N	N
機會	機会	機會	機会	N	N
機會	機会	機會	機会	N	N
錯誤	間違い	錯誤	間違い	N	N
錯誤	間違い	錯誤	間違い	N	N
錯誤	エラー	錯誤	エラー	N	N
總部	本社	總部	本社	N	N
總部	司令部	總部	司令部	N	N
健康	ヘルシー	健康	ヘルシー	N	N
股	単位	股	単位	N	N
股	ユニット	股	ユニット	N	N
身高	身長	身高	身長	N	N
空中	空気	空中	空気	N	N
空中	航空	空中	航空	N	N
經常	しばしば	經常	しばしば	ADV	ADV
負	マイナス	負	マイナス		
交易	取引	交易	取引	V	V
交易	取引	交易	取引	V	V
交易	取引	交易	取引	V	V
爆炸	爆発	爆炸	爆発	V	V
警方	警察官	警方	警察官	N	N
警方	警察	警方	警察	N	N
能量	エネルギー	能量	エネルギー	N	N
酒	アルコール	酒	アルコール	N	N
酒	ワイン	酒	ワイン	N	N
地面	表面	地面	表面	N	N
地面	曲面	地面	曲面	N	N
地面	地面	地面	地面	N	N
地面	グラウンド	地面	グラウンド	N	N
鬼	お	鬼	お	N	N
鬼	幽霊	鬼	幽霊	N	N
鬼	ゴースト	鬼	ゴースト	N	N
鼠	ネズミ	鼠	ネズミ	N	N
鼠	ねずみ	鼠	ねずみ	N	N
鼠	マウス	鼠	マウス	N	N
鼠	マウス	鼠	マウス	N	N
小型	スモール	小型	スモール	N	N
退出	辞める	退出	辞める	V	V
退出	終了	退出	終了	V	V
退出	終了	退出	終了	V	V
兒童	子供	兒童	子供	N	N
兒童	子供	兒童	子供	N	N
兒童	児童	兒童	児童	N	N
東部	イースト	東部	イースト	N	N
逐漸	徐々に	逐漸	徐々に	ADV	ADV
博物	美術館	博物	美術館	N	N
博物	博物館	博物	博物館	N	N
博物	美術館	博物	美術館	N	N
博物	博物館	博物	博物館	N	N
對話	スレッド	對話	スレッド	N	N
對話	台詞	對話	台詞	N	N
對話	スレッド	對話	スレッド	N	N
琴	ヴァイオリン	琴	ヴァイオリン	N	N
琴	バイオリン	琴	バイオリン	N	N
階段	フェーズ	階段	フェーズ	N	N
階段	位相	階段	位相	N	N
階段	舞台	階段	舞台	N	N
階段	ステージ	階段	ステージ	N	N
階段	舞台	階段	舞台	N	N
階段	ステージ	階段	ステージ	N	N
游	水泳	游	水泳	N	N
游	ツアー	游	ツアー	N	N
游	スイミング	游	スイミング	N	N
游	競泳	游	競泳	N	N
游	水泳	游	水泳	N	N
病	病気	病	病気	N	N
病	病気	病	病気	N	N
病	疾患	病	疾患	N	N
病	病気	病	病気	N	N
病	疾病	病	疾病	N	N
病	病気	病	病気	N	N
病	病気	病	病気	N	N
維持	整備	維持	整備	V	V
格式	フォーマット	格式	フォーマット	N	N
格式	整形	格式	整形	N	N
格式	フォーマット	格式	フォーマット	N	N
格式	書式	格式	書式	N	N
格式	フォーマット	格式	フォーマット	N	N
格式	書式	格式	書式	N	N
事故	アクシデント	事故	アクシデント	N	N
事故	事故	事故	事故	N	N
事故	事故	事故	事故	N	N
互	相互	互	相互	N	N
藝人	芸能人	藝人	芸能人	N	N
藝人	芸人	藝人	芸人	N	N
藝人	芸術家	藝人	芸術家	N	N
藝人	アーティスト	藝人	アーティスト	N	N
藝人	芸術家	藝人	芸術家	N	N
藝人	アーティスト	藝人	アーティスト	N	N
藝人	タレント	藝人	タレント	N	N
藝人	芸能人	藝人	芸能人	N	N
天使	天使	天使	天使	N	N
天使	エンジェル	天使	エンジェル	N	N
天使	天使	天使	天使	N	N
表面	表面	表面	表面	N	N
表面	曲面	表面	曲面	N	N
池	プール	池	プール	N	N
圖片	画像	圖片	画像	N	N
圖片	写真	圖片	写真	N	N
圖片	画像	圖片	画像	N	N
圖片	イメージ	圖片	イメージ	N	N
圖片	画像	圖片	画像	N	N
圖片	イメージ	圖片	イメージ	N	N
建設	建設	建設	建設	V	V
風暴	ストーム	風暴	ストーム	N	N
步兵	歩兵	步兵	歩兵	N	N
指定	指定	指定	指定	V	V
指定	指定	指定	指定	V	V
解決	解決	解決	解決	V	V
解決	解消	解決	解消	V	V
熊	クマ	熊	クマ	N	N
熊	クマ	熊	クマ	N	N
火箭	ロケット	火箭	ロケット	N	N
騎士	騎士	騎士	騎士	N	N
騎士	ナイト	騎士	ナイト	N	N
騎士	騎士	騎士	騎士	N	N
指揮	指揮	指揮	指揮	V	V
安排	整列	安排	整列	V	V
安排	配置	安排	配置	V	V
明星	スター	明星	スター	N	N
明星	恒星	明星	恒星	N	N
現任	現在	現任	現在	N	N
現任	現在	現任	現在	N	N
現任	プレゼント	現任	プレゼント	N	N
羊	ヒツジ	羊	ヒツジ	N	N
羊	ヤギ	羊	ヤギ	N	N
河流	河川	河流	河川	N	N
河流	河川	河流	河川	N	N
出席	出席	出席	出席	V	V
車輛	乗り物	車輛	乗り物	N	N
車輛	車両	車輛	車両	N	N
車輛	車両	車輛	車両	N	N
車輛	乗り物	車輛	乗り物	N	N
上午	モーニング	上午	モーニング	N	N
機械	マシン	機械	マシン	N	N
機械	マシーン	機械	マシーン	N	N
機械	機械	機械	機械	N	N
機械	機械	機械	機械	N	N
爭議	論争	爭議	論争	N	N
爭議	紛争	爭議	紛争	N	N
發射	打ち上げ	發射	打ち上げる	V	V
發射	起動	發射	起動	V	V
入侵	侵略	入侵	侵略	V	V
入侵	侵攻	入侵	侵攻	V	V
同盟	リーグ	同盟	リーグ	N	N
同盟	アライアンス	同盟	アライアンス	N	N
轉換	変換	轉換	変換	V	V
轉換	コンバート	轉換	コンバート	V	V
轉換	変換	轉換	変換	V	V
轉換	変換	轉換	変換	V	V
轉換	変形	轉換	変形	V	V
轉換	変換	轉換	変換	V	V
血	血液	血	血液	N	N
事情	モノ	事情	モノ	N	N
事情	物事	事情	物事	N	N
事情	もの	事情	もの	N	N
監督	監督	監督	監督	N	N
軌道	トラック	軌道	トラック	N	N
軌道	トラック	軌道	トラック	N	N
軌道	軌道	軌道	軌道	N	N
今日	今日	今日	今日	N	N
部門	部署	部門	部署	N	N
部門	学科	部門	学科	N	N
部門	部門	部門	部門	N	N
部門	セクター	部門	セクター	N	N
綜合	合成	綜合	合成	V	V
廣播	ブロード	廣播	ブロード	N	N
廣播	ブロード	廣播	ブロード	N	N
廣播	ラジオ	廣播	ラジオ	N	N
比例	比率	比例	比率	N	N
比例	比率	比例	比率	N	N
比例	割合	比例	割合	N	N
比例	比例	比例	比例	N	N
偶像	偶像	偶像	偶像	N	N
偶像	アイドル	偶像	アイドル	N	N
側	サイド	側	サイド	N	N
父母	両親	父母	両親	N	N
父母	保護者	父母	保護者	N	N
飛行	飛ぶ	飛行	飛ぶ	V	V
大獎	大当たり	大獎	大当たり	N	N
恢復	復元	恢復	復元	V	V
恢復	修復	恢復	修復	V	V
恢復	復元	恢復	復元	V	V
恢復	回復	恢復	回復	V	V
恢復	回収	恢復	回収	V	V
綠	グリーン	綠	グリーン	N	N
綠	緑色	綠	緑色	N	N
設施	施設	設施	施設	N	N
設施	設備	設施	設備	N	N
設施	設備	設施	設備	N	N
設施	インストール	設施	インストール	N	N
設施	施設	設施	施設	N	N
退役	退職	退役	退職	V	V
退役	引退	退役	引退	V	V
框	ボックス	框	ボックス	N	N
框	フレーム	框	フレーム	N	N
框	フレーム	框	フレーム	N	N
住宅	住居	住宅	住居	N	N
住宅	住宅	住宅	住宅	N	N
住宅	住宅地	住宅	住宅地	N	N
住宅	住居	住宅	住居	N	N
住宅	邸宅	住宅	邸宅	N	N
住宅	住居	住宅	住居	N	N
住宅	居所	住宅	居所	N	N
混合	混ぜる	混合	混ぜる	V	V
山脈	山地	山脈	山地	N	N
山脈	山脈	山脈	山脈	N	N
山脈	範囲	山脈	範囲	N	N
山脈	レンジ	山脈	レンジ	N	N
食品	食べ物	食品	食べ物	N	N
食品	食品	食品	食品	N	N
食品	食材	食品	食材	N	N
王國	王国	王國	王国	N	N
深度	深度	深度	深度	N	N
深度	奥行き	深度	奥行き	N	N
法案	ビル	法案	ビル	N	N
法案	紙幣	法案	紙幣	N	N
學者	学者	學者	学者	N	N
學者	学者	學者	学者	N	N
戰士	兵士	戰士	兵士	N	N
戰士	兵隊	戰士	兵隊	N	N
戰士	戦士	戰士	戦士	N	N
合成	コンポジット	合成	コンポジット	N	N
合成	複合	合成	複合	N	N
四十	四十	四十	四十	NUM	NUM
基因	遺伝子	基因	遺伝子	N	N
基因	遺伝子	基因	遺伝子	N	N
罪	シン	罪	シン	N	N
鳥	鳥類	鳥	鳥類	N	N
鳥	バード	鳥	バード	N	N
鳥	鳥類	鳥	鳥類	N	N
教練	コーチ	教練	コーチ	N	N
槍	ガン	槍	ガン	N	N
讀	読み	讀	読む	V	V
讀	読み込み	讀	読み込み	V	V
讀	読み取り	讀	読み取る	V	V
讀	読む	讀	読む	V	V
讀	読書	讀	読書	V	V
很快	まも	很快	まも	ADV	ADV
很快	もう	很快	もう	ADV	ADV
部落	部族	部落	部族	N	N
教會	教会	教會	教会	N	N
教會	教会堂	教會	教会堂	N	N
教會	教会	教會	教会	N	N
連結	接続	連結	接続	V	V
連結	リンク	連結	リンク	V	V
連結	接続	連結	接続	V	V
設定	設定	設定	設定	V	V
記者	リポーター	記者	リポーター	N	N
記者	ジャーナリスト	記者	ジャーナリスト	N	N
記者	リポーター	記者	リポーター	N	N
記者	レポーター	記者	レポーター	N	N
數量	数量	數量	数量	N	N
數量	数量	數量	数量	N	N
星系	銀河	星系	銀河	N	N
星系	銀河	星系	銀河	N	N
假	虚偽	假	虚偽	N	N
假	フェイク	假	フェイク	N	N
感	センス	感	センス	N	N
感	感覚	感	感覚	N	N
留下	滞在	留下	滞在	V	V
程式	プログラム	程式	プログラム	N	N
程式	演目	程式	演目	N	N
程式	プログラム	程式	プログラム	N	N
校長	校長	校長	校長	N	N
校長	校長	校長	校長	N	N
校長	元本	校長	元本	N	N
步	ステップ	步	ステップ	N	N
解釋	解説	解釋	解説	V	V
解釋	説明	解釋	説明	V	V
解釋	解説	解釋	解説	V	V
解釋	説明	解釋	説明	V	V
刀	ナイフ	刀	ナイフ	N	N
批評	批評	批評	批評	V	V
批評	批判	批評	批判	V	V
批評	批判	批評	批判	V	V
太子	プリンス	太子	プリンス	N	N
檔案	ファイル	檔案	ファイル	N	N
檔案	アーカイブ	檔案	アーカイブ	N	N
檔案	ファイル	檔案	ファイル	N	N
檔案	書庫	檔案	書庫	N	N
檔案	アーカイブ	檔案	アーカイブ	N	N
爵士	ジャズ	爵士	ジャズ	N	N
狗	イヌ	狗	イヌ	N	N
國會	議会	國會	議会	N	N
國會	国会	國會	国会	N	N
病毒	ウィルス	病毒	ウィルス	N	N
病毒	ウイルス	病毒	ウイルス	N	N
病毒	ウィルス	病毒	ウィルス	N	N
病毒	ウイルス	病毒	ウイルス	N	N
計算	計算	計算	計算	V	V
計算	計算	計算	計算	V	V
計算	計算	計算	計算	V	V
計算	算定	計算	算定	V	V
對手	相手	對手	相手	N	N
對手	相手	對手	相手	N	N
湯	スープ	湯	スープ	N	N
艦隊	艦隊	艦隊	艦隊	N	N
錢	お	錢	お	N	N
錢	貨幣	錢	貨幣	N	N
錢	マネー	錢	マネー	N	N
錢	金銭	錢	金銭	N	N
碑	石碑	碑	石碑	N	N
碑	モニュメント	碑	モニュメント	N	N
碑	記念碑	碑	記念碑	N	N
棒球	野球	棒球	野球	N	N
中立	中性	中立	中性	N	N
中立	ニュートラル	中立	ニュートラル	N	N
質量	ミサ	質量	ミサ	N	N
質量	質量	質量	質量	N	N
質量	品質	質量	品質	N	N
質量	クオリティ	質量	クオリティ	N	N
質量	画質	質量	画質	N	N
化石	化石	化石	化石	N	N
化石	化石	化石	化石	N	N
持有	占有	持有	占有	V	V
持有	所持	持有	所持	V	V
理解	理解	理解	理解	V	V
恆星	恒星	恆星	恒星	N	N
恆星	スター	恆星	スター	N	N
恆星	恒星	恆星	恒星	N	N
部長	公使	部長	公使	N	N
部長	大臣	部長	大臣	N	N
挑戰	チャレンジ	挑戰	チャレンジ	V	V
挑戰	挑戦	挑戰	挑戦	V	V
挑戰	チャレンジ	挑戰	チャレンジ	V	V
挑戰	挑戦	挑戰	挑戦	V	V
東方	イースト	東方	イースト	N	N
東方	オリエンタル	東方	オリエンタル	N	N
羽毛	バドミントン	羽毛	バドミントン	N	N
幾乎	ほとんど	幾乎	ほとんど	ADV	ADV
幾乎	ほぼ	幾乎	ほぼ	ADV	ADV
消失	消える	消失	消える	V	V
例子	用例	例子	用例	N	N
例子	実例	例子	実例	N	N
司令	司令官	司令	司令官	N	N
月球	ムーン	月球	ムーン	N	N
地圖	マップ	地圖	マップ	N	N
地圖	マップ	地圖	マップ	N	N
結婚	結婚	結婚	結婚	V	V
結婚	婚姻	結婚	婚姻	V	V
引用	引用	引用	引用	V	V
請求	請求	請求	請求	V	V
原子	原子	原子	原子	N	N
原子	原子	原子	原子	N	N
原子	原子	原子	原子	N	N
觀眾	観客	觀眾	観客	N	N
觀眾	観客	觀眾	観客	N	N
觀眾	オーディエンス	觀眾	オーディエンス	N	N
觀眾	観客	觀眾	観客	N	N
觀眾	オーディエンス	觀眾	オーディエンス	N	N
進攻	攻撃	進攻	攻撃	V	V
貓	ネコ	貓	ネコ	N	N
貓	ネコ	貓	ネコ	N	N
測試	テスト	測試	テスト	N	N
測試	テスト	測試	テスト	N	N
測試	テスト	測試	テスト	N	N
專業	プロフェッショナル	專業	プロフェッショナル	N	N
專業	職業	專業	職業	N	N
專業	特製	專業	特製	N	N
旅遊	ツアー	旅遊	ツアー	N	N
旅遊	観光	旅遊	観光	N	N
旅遊	ツーリスト	旅遊	ツーリスト	N	N
旅遊	観光	旅遊	観光	N	N
石油	石油	石油	石油	N	N
石油	オイル	石油	オイル	N	N
需求	ニーズ	需求	ニーズ	N	N
需求	ニーズ	需求	ニーズ	N	N
需求	需要	需求	需要	N	N
內部	内部	內部	内部	N	N
內部	内装	內部	内装	N	N
內部	内面	內部	内面	N	N
內部	インテリア	內部	インテリア	N	N
內部	インサイド	內部	インサイド	N	N
內部	内部	內部	内部	N	N
方言	方言	方言	方言	N	N
方言	方言	方言	方言	N	N
日文	日本人	日文	日本人	N	N
日文	ジャパニーズ	日文	ジャパニーズ	N	N
日文	日本語	日文	日本語	N	N
犯罪	犯罪	犯罪	犯罪	N	N
君主	君主	君主	君主	N	N
君主	君主	君主	君主	N	N
君主	主権	君主	主権	N	N
公爵	公爵	公爵	公爵	N	N
降低	減らす	降低	減らす	V	V
軟體	ソフトウエア	軟體	ソフトウエア	N	N
軟體	ソフトウェア	軟體	ソフトウェア	N	N
每日	日常	每日	日常	N	N
每日	毎日	每日	毎日	N	N
每日	デイリー	每日	デイリー	N	N
拒絕	辞退	拒絕	辞退	V	V
拒絕	拒否	拒絕	拒否	V	V
拒絕	却下	拒絕	却下	V	V
拒絕	否定	拒絕	否定	V	V
拒絕	拒絶	拒絕	拒絶	V	V
俱樂部	クラブ	俱樂部	クラブ	N	N
俱樂部	クラブ	俱樂部	クラブ	N	N
貿易	貿易	貿易	貿易	N	N
減少	辞退	減少	辞退	V	V
減少	拒否	減少	拒否	V	V
減少	却下	減少	却下	V	V
減少	減らす	減少	減らす	V	V
減少	減らす	減少	減らす	V	V
身體	本文	身體	本文	N	N
身體	身体	身體	身体	N	N
身體	本体	身體	本体	N	N
身體	ボディ	身體	ボディ	N	N
碼頭	ドック	碼頭	ドック	N	N
碼頭	埠頭	碼頭	埠頭	N	N
碼頭	桟橋	碼頭	桟橋	N	N
女	ヒロイン	女	ヒロイン	N	N
女	女優	女	女優	N	N
女	俳優	女	俳優	N	N
恐怖	ホラー	恐怖	ホラー	N	N
肖	ショー	肖	ショー	N	N
園	庭園	園	庭園	N	N
風格	スタイル	風格	スタイル	N	N
風格	スタイル	風格	スタイル	N	N
這裡	ここ	這裡	ここ	PRO	PRO
女王	女王	女王	女王	N	N
天皇	皇帝	天皇	皇帝	N	N
天皇	天皇	天皇	天皇	N	N
邀請	招待	邀請	招待	V	V
邀請	招待	邀請	招待	V	V
邀請	招聘	邀請	招聘	V	V
邀請	招待	邀請	招待	V	V
邀請	招待	邀請	招待	V	V
變化	変更	變化	変更	V	V
舞台	アリーナ	舞台	アリーナ	N	N
舞台	舞台	舞台	舞台	N	N
舞台	ステージ	舞台	ステージ	N	N
食物	食べ物	食物	食べ物	N	N
食物	食品	食物	食品	N	N
延伸	拡張	延伸	拡張	V	V
延伸	延長	延伸	延長	V	V
延伸	延長	延伸	延長	V	V
延伸	延長	延伸	延長	V	V
廠	プラント	廠	プラント	N	N
廠	植物	廠	植物	N	N
廠	工場	廠	工場	N	N
意外	アクシデント	意外	アクシデント	N	N
意外	事故	意外	事故	N	N
羽	羽根	羽	羽根	N	N
羽	羽毛	羽	羽毛	N	N
前鋒	ストライカー	前鋒	ストライカー	N	N
收費	チャージ	收費	チャージ	N	N
收費	充電	收費	充電	N	N
收費	手数	收費	手数	N	N
收費	料金	收費	料金	N	N
收費	チャージ	收費	チャージ	N	N
收費	充電	收費	充電	N	N
收費	手数	收費	手数	N	N
巷	レーン	巷	レーン	N	N
巷	車線	巷	車線	N	N
巷	裏通り	巷	裏通り	N	N
巷	路地	巷	路地	N	N
圖書	図書館	圖書	図書館	N	N
圖書	ライブラリ	圖書	ライブラリ	N	N
圖書	図書館	圖書	図書館	N	N
圖書	ライブラリ	圖書	ライブラリ	N	N
突破	速報	突破	速報	V	V
人生	生命	人生	生命	N	N
人生	人生	人生	人生	N	N
人生	ライフ	人生	ライフ	N	N
修正	改正	修正	改正	V	V
天文	天文学	天文	天文学	N	N
地鐵	地下鉄	地鐵	地下鉄	N	N
地鐵	地下鉄	地鐵	地下鉄	N	N
瓜	メロン	瓜	メロン	N	N
司法	正義	司法	正義	N	N
花園	庭園	花園	庭園	N	N
花園	庭園	花園	庭園	N	N
實驗	実験	實驗	実験	N	N
實驗	実験	實驗	実験	N	N
課程	コース	課程	コース	N	N
課程	カリキュラム	課程	カリキュラム	N	N
課程	コース	課程	コース	N	N
課程	カリキュラム	課程	カリキュラム	N	N
估計	推定	估計	推定	V	V
估計	見積もり	估計	見積もり	V	V
箱	ボックス	箱	ボックス	N	N
後衛	ディフェンダー	後衛	ディフェンダー	N	N
國內	国内	國內	国内	N	N
個	月間	個	月間	N	N
現場	現場	現場	現場	N	N
現場	シーン	現場	シーン	N	N
現場	場面	現場	場面	N	N
尤其	特に	尤其	特に	ADV	ADV
十字	十字	十字	十字	N	N
十字	クロス	十字	クロス	N	N
十字	十字	十字	十字	N	N
信仰	信仰	信仰	信仰	N	N
信仰	信念	信仰	信念	N	N
信仰	フェイス	信仰	フェイス	N	N
信仰	信仰	信仰	信仰	N	N
信仰	信念	信仰	信念	N	N
信仰	信念	信仰	信念	N	N
反應	リアクション	反應	リアクション	N	N
反應	リアクション	反應	リアクション	N	N
反應	リアクション	反應	リアクション	N	N
賞	報酬	賞	報酬	N	N
文明	文明	文明	文明	N	N
價值	バリュー	價值	バリュー	N	N
價值	価額	價值	価額	N	N
本地	地元	本地	地元	N	N
本地	地元	本地	地元	N	N
案件	ケース	案件	ケース	N	N
銷售	販売	銷售	販売	V	V
銷售	販売	銷售	販売	V	V
退休	引退	退休	引退	V	V
退休	退職	退休	退職	V	V
退休	退職	退休	退職	V	V
退休	引退	退休	引退	V	V
步槍	小銃	步槍	小銃	N	N
步槍	小銃	步槍	小銃	N	N
步槍	ライフル	步槍	ライフル	N	N
捷運	地下鉄	捷運	地下鉄	N	N
久	ロング	久	ロング	N	N
機器	マシン	機器	マシン	N	N
機器	マシーン	機器	マシーン	N	N
機器	機械	機器	機械	N	N
機器	機械	機器	機械	N	N
通道	チャネル	通道	チャネル	N	N
通道	チャンネル	通道	チャンネル	N	N
通道	海峡	通道	海峡	N	N
通道	通路	通道	通路	N	N
通道	航路	通道	航路	N	N
墨	インク	墨	インク	N	N
疾病	病気	疾病	病気	N	N
疾病	疾患	疾病	疾患	N	N
疾病	病気	疾病	病気	N	N
疾病	疾病	疾病	疾病	N	N
疾病	病気	疾病	病気	N	N
含有	含む	含有	含む	V	V
逮捕	逮捕	逮捕	逮捕	V	V
逮捕	逮捕	逮捕	逮捕	V	V
英里	マイル	英里	マイル	N	N
心理	メンタル	心理	メンタル	N	N
生成	生成	生成	生成	V	V
投降	降伏	投降	降伏	V	V
蛋白	タンパク	蛋白	タンパク	N	N
蛋白	たんぱく	蛋白	たんぱく	N	N
條件	条件	條件	条件	N	N
條件	条件	條件	条件	N	N
條件	状態	條件	状態	N	N
條件	条件	條件	条件	N	N
下降	辞退	下降	辞退	V	V
下降	拒否	下降	拒否	V	V
下降	却下	下降	却下	V	V
隊長	隊長	隊長	隊長	N	N
戲劇	ドラマ	戲劇	ドラマ	N	N
戲劇	劇場	戲劇	劇場	N	N
戲劇	シアター	戲劇	シアター	N	N
戲劇	演劇	戲劇	演劇	N	N
戲劇	演劇	戲劇	演劇	N	N
戲劇	劇場	戲劇	劇場	N	N
創建	作成	創建	作成	V	V
創建	創造	創建	創造	V	V
創建	作成	創建	作成	V	V
吃	食べる	吃	食べる	V	V
吃	食べる	吃	食べる	V	V
強烈	強い	強烈	強い	ADJ	ADJ
強烈	濃い	強烈	濃い	ADJ	ADJ
女人	女性	女人	女性	N	N
繼承	承継	繼承	承継	V	V
繼承	継承	繼承	継承	V	V
繼承	引継ぎ	繼承	引継ぎ	V	V
繼承	相続	繼承	相続	V	V
繼承	継承	繼承	継承	V	V
資源	リソース	資源	リソース	N	N
資源	資源	資源	資源	N	N
資源	リソース	資源	リソース	N	N
資源	資源	資源	資源	N	N
平面	フラット	平面	フラット	N	N
平面	飛行機	平面	飛行機	N	N
