got	got	got	got	N;MASC+FEM;SG	N;NOM;MASC;SG
ban	ban	ban	ban	N;MASC+FEM;SG	N;NOM;MASC;SG
ban	prepoved	ban	prepoved	N;MASC+FEM;SG	N;NOM;FEM;SG
ban	prepovedi	ban	prepoved	N;MASC+FEM;SG	N;NOM;FEM;SG
schrijf	napiši	schrijf	napisati	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN
schrijf	piši	schrijf	pišati	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
beloften	obljube	belofte	obljuba	N;PL	N;NOM;FEM;PL
beloften	obljub	belofte	obljuba	N;PL	N;GEN;FEM;PL
case	case	case	cas	N;MASC+FEM;SG	N;NOM;MASC;SG
case	zaboj	case	zaboj	N;MASC+FEM;SG	N;NOM;MASC;SG
case	primer	case	primer	N;MASC+FEM;SG	N;NOM;MASC;SG
geschikte	primerna	geschikt	primeren	ADJ	ADJ;NOM;FEM;SG
geschikte	primerno	geschikt	primeren	ADJ	ADJ;NOM;NEUT;SG
geschikte	primerni	geschikt	primeren	ADJ	ADJ;NOM;MASC;PL
geschikte	ustrezna	geschikt	ustrezen	ADJ	ADJ;NOM;FEM;SG
geschikte	primeren	geschikt	primeren	ADJ	ADJ;NOM;INDF;MASC;SG
evenwicht	ravnotežje	evenwicht	ravnotežje	N;NEUT;SG	N;NOM;NEUT;SG
evenwicht	ravnovesje	evenwicht	ravnovesje	N;NEUT;SG	N;NOM;NEUT;SG
evenwicht	tehtnica	evenwicht	tehtnica	N;NEUT;SG	N;NOM;FEM;SG
evenwicht	bilanca	evenwicht	bilanec	N;NEUT;SG	N;NOM;FEM;SG
evenwicht	izravnava	evenwicht	izravnavati	N;NEUT;SG	N;NOM;FEM;SG
evenwicht	ravnotežje	evenwicht	ravnotežje	N;NEUT;SG	N;NOM;NEUT;SG
evenwicht	ravnovesje	evenwicht	ravnovesje	N;NEUT;SG	N;NOM;NEUT;SG
michaël	mihael	michaël	mihati	N;MASC+FEM;SG	N;NOM;MASC;SG
werkgever	delodajalec	werkgever	delodajalec	N;MASC+FEM;SG	N;NOM;MASC;SG
werkgever	delodajalca	werkgever	delodajalec	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
werkgever	delodajalec	werkgever	delodajalec	N;MASC+FEM;SG	N;NOM;MASC;SG
juliana	juliana	juliana	julian	N;MASC+FEM;SG	N;ACC;MASC;SG
verdelen	porazdeli	verdelen	porazdel	V;NFIN	V;PFV;MASC;SG;V.PTCP
verdelen	razdeli	verdelen	razdeti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
concurrent	konkurent	concurrent	konkurent	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrent	tekmec	concurrent	tekmec	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrent	konkurenta	concurrent	konkurent	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrent	tekmovalec	concurrent	tekmovalec	N;MASC+FEM;SG	N;NOM;MASC;SG
villiers	villiers	villier	villiers	N;MASC+FEM;SG	N;NOM;MASC;SG
borg	porok	borg	porok	N;MASC+FEM;SG	N;NOM;MASC;SG
achtervolging	zasledovanje	achtervolging	zasledovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
achtervolging	pregon	achtervolging	pregon	N;MASC+FEM;SG	N;NOM;MASC;SG
achtervolging	pregon	achtervolging	pregon	N;MASC+FEM;SG	N;NOM;MASC;SG
achtervolging	chase	achtervolging	chas	N;MASC+FEM;SG	N;NOM;MASC;SG
precieze	natančen	precies	natančen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
precieze	natančna	precies	natančen	ADJ	ADJ;NOM;FEM;SG
blokken	bloki	blok	blok	N;PL	N;NOM;MASC;PL
blokken	bloke	blok	blok	N;PL	N;ACC;MASC;PL
objectief	objektivno	objectief	objektivno	ADJ	ADJ;NOM;NEUT;SG
scheikunde	kemija	scheikunde	kemija	N;MASC+FEM;SG	N;NOM;FEM;SG
scheikunde	kemijo	scheikunde	kemija	N;MASC+FEM;SG	N;ACC;FEM;SG
symptomen	simptomi	symptoom	simptom	N;PL	N;NOM;MASC;PL
erasmus	erasmus	erasmus	erasmus	N;MASC+FEM;SG	N;NOM;MASC;SG
kiel	keel	kielen	keel	N;NEUT;SG	N;NOM;FEM;SG
tracks	skladbe	tracks	skladba	N;PL	N;NOM;FEM;PL
tracks	tiri	tracks	tirje	N;PL	N;NOM;MASC;PL
dalen	spušča	dalen	spuščati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
wielen	kolesa	wiel	koleso	N;PL	N;NOM;NEUT;PL
raket	raketo	raket	raketa	N;MASC+FEM;SG	N;ACC;FEM;SG
raket	raketa	raket	raketa	N;MASC+FEM;SG	N;NOM;FEM;SG
raket	izstrelek	raket	izstrelek	N;MASC+FEM;SG	N;NOM;MASC;SG
raket	projektil	raket	projektiti	N;MASC+FEM;SG	N;NOM;MASC;SG
raket	raketa	raket	raketa	N;MASC+FEM;SG	N;NOM;FEM;SG
bijeenkomst	seji	bijeenkomst	seja	N;MASC+FEM;SG	N;NOM;FEM;SG
bijeenkomst	srečanje	bijeenkomst	srečanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
bijeenkomst	sestanek	bijeenkomst	sestanek	N;MASC+FEM;SG	N;NOM;MASC;SG
divisies	delitve	divisie	delitev	N;PL	N;NOM;FEM;PL
divisies	divizije	divisie	divizija	N;PL	N;NOM;FEM;PL
divisies	oddelki	divisie	oddelek	N;PL	N;NOM;MASC;PL
beperkingen	omejitve	beperking	omejitev	N;PL	N;NOM;FEM;PL
beperkingen	omejitve	beperking	omejitev	N;PL	N;NOM;FEM;PL
beperkingen	omejitve	beperking	omejitev	N;PL	N;NOM;FEM;PL
beslissingen	odločitve	beslissing	odločitev	N;PL	N;NOM;FEM;PL
beslissingen	odločbe	beslissing	odločba	N;PL	N;NOM;FEM;PL
beslissingen	sklepi	beslissing	sklep	N;PL	N;NOM;MASC;PL
havens	pristanišča	haven	pristanišče	N;PL	N;NOM;NEUT;PL
strepen	črte	strip	črta	N;PL	N;NOM;FEM;PL
strepen	proge	strip	proga	N;PL	N;NOM;FEM;PL
waarnemingen	opažanja	waarneming	opažanje	N;PL	N;NOM;NEUT;PL
waarnemingen	ugotovitve	waarneming	ugotovitev	N;PL	N;NOM;FEM;PL
waarnemingen	pripombe	waarneming	pripomba	N;PL	N;NOM;FEM;PL
waarnemingen	opazovanja	waarneming	opazovanje	N;PL	N;NOM;NEUT;PL
waarnemingen	videnja	waarneming	videnje	N;PL	N;NOM;NEUT;PL
platteland	podeželje	platteland	podeželje	N;NEUT;SG	N;NOM;NEUT;SG
bevoegdheden	privilegije	bevoegdheid	privilegija	N;PL	N;NOM;FEM;PL
bevoegdheden	privilegiji	bevoegdheid	privilegija	N;PL	N;NOM;MASC;PL
bevoegdheden	moči	bevoegdheid	moč	N;PL	N;NOM;FEM;PL
bevoegdheden	pooblastila	bevoegdheid	pooblastilo	N;PL	N;NOM;NEUT;PL
bevoegdheden	pristojnosti	bevoegdheid	pristojnost	N;PL	N;NOM;FEM;PL
bevoegdheden	pristojnosti	bevoegdheid	pristojnost	N;PL	N;NOM;FEM;PL
bevoegdheden	kompetence	bevoegdheid	kompetenec	N;PL	N;NOM;FEM;PL
overleefde	preživela	overleven	preživeti	V;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP
overleefde	preživel	overleven	preživeti	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP
ontvangst	prejem	ontvangst	prejem	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvangst	sprejem	ontvangst	sprejem	N;MASC+FEM;SG	N;NOM;MASC;SG
aspect	vidik	aspect	vidik	N;NEUT;SG	N;NOM;MASC;SG
gloria	gloria	gloria	gloria	N;MASC+FEM;SG	N;NOM;FEM;SG
franken	frankov	frank	frankov	N;PL	N;GEN;MASC;PL
gilles	gilles	gilles	gilles	N;MASC+FEM;SG	N;NOM;MASC;SG
minas	minas	minas	minas	N;MASC+FEM;SG	N;NOM;MASC;SG
kilogram	kilogram	kilogram	kilogram	N;MASC+FEM;SG	N;NOM;MASC;SG
vertegenwoordigt	predstavlja	vertegenwoordigen	predstavljati	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
vertegenwoordigt	zastopa	vertegenwoordigen	zastop	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
statistische	statistična	statistisch	statističen	ADJ	ADJ;NOM;FEM;SG
statistische	statistične	statistisch	statističen	ADJ	ADJ;NOM;FEM;PL
parlementaire	parlamentarna	parlementair	parlamentarna	ADJ	ADJ;NOM;FEM;SG
parlementaire	parlamentarni	parlementair	parlamentaren	ADJ	ADJ;NOM;MASC;SG
muzikaal	glasbeni	muzikaal	glasben	ADJ	ADJ;NOM;MASC;SG
muzikaal	glasbena	muzikaal	glasben	ADJ	ADJ;NOM;FEM;SG
muzikaal	glasbeno	muzikaal	glasben	ADJ	ADJ;NOM;NEUT;SG
monica	monica	monica	monica	N;MASC+FEM;SG	N;NOM;FEM;SG
monica	monico	monica	monica	N;MASC+FEM;SG	N;ACC;FEM;SG
gelijktijdig	sočasne	gelijktijdig	sočasen	ADJ	ADJ;NOM;FEM;PL
gelijktijdig	sočasni	gelijktijdig	sočasen	ADJ	ADJ;NOM;MASC;SG
gelijktijdig	sočasna	gelijktijdig	sočasen	ADJ	ADJ;NOM;FEM;SG
gelijktijdig	sočasne	gelijktijdig	sočasen	ADJ	ADJ;NOM;FEM;PL
gelijktijdig	hkratno	gelijktijdig	hkraten	ADJ	ADJ;NOM;NEUT;SG
verwachting	pričakovanje	verwachting	pričakovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
mooiste	najlepša	mooi	lep	ADJ;RL	ADJ;NOM;RL;FEM;SG
vingers	prste	vinger	prst	N;PL	N;ACC;MASC;PL
vingers	prstov	vinger	prst	N;PL	N;GEN;MASC;PL
vingers	prsti	vinger	prst	N;PL	N;NOM;MASC;PL
benedictus	benedict	benedictus	benedict	N;MASC+FEM;SG	N;NOM;MASC;SG
afzonderlijk	ločeno	afzonderlijk	ločen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
mensheid	človečnost	mensheid	človečnost	N;MASC+FEM;SG	N;NOM;FEM;SG
mensheid	človeštvo	mensheid	človeštvo	N;MASC+FEM;SG	N;NOM;NEUT;SG
mensheid	človeštvo	mensheid	človeštvo	N;MASC+FEM;SG	N;NOM;NEUT;SG
relatieve	relativna	relatief	relativen	ADJ	ADJ;NOM;FEM;SG
room	smetana	room	smetana	N;MASC+FEM;SG	N;NOM;FEM;SG
room	kremo	room	krema	N;MASC+FEM;SG	N;ACC;FEM;SG
room	smetano	room	smetana	N;MASC+FEM;SG	N;ACC;FEM;SG
room	krema	room	krema	N;MASC+FEM;SG	N;NOM;FEM;SG
ede	prisego	eed	prisega	N;MASC+FEM;SG	N;ACC;FEM;SG
ede	edu	eed	ed	N;MASC+FEM;SG	N;NOM;MASC;SG
snavel	kljun	snavel	kljun	N;MASC+FEM;SG	N;NOM;MASC;SG
rembrandt	rembrandt	rembranden	rembrandt	N;MASC+FEM;SG	N;NOM;MASC;SG
binding	druženja	binding	druženje	N;MASC+FEM;SG	N;GEN;NEUT;SG
binding	vezava	binding	vezava	N;MASC+FEM;SG	N;NOM;FEM;SG
binding	vez	binding	vez	N;MASC+FEM;SG	N;NOM;FEM;SG
mengsel	mešanica	mengsel	mešanica	N;NEUT;SG	N;NOM;FEM;SG
mengsel	zmes	mengsel	zmes	N;NEUT;SG	N;NOM;FEM;SG
mengsel	mešanica	mengsel	mešanica	N;NEUT;SG	N;NOM;FEM;SG
religieus	verske	religieus	verski	ADJ	ADJ;NOM;FEM;PL
religieus	verski	religieus	verski	ADJ	ADJ;NOM;MASC;SG
religieus	versko	religieus	versko	ADJ	ADJ;NOM;NEUT;SG
religieus	verska	religieus	verski	ADJ	ADJ;NOM;FEM;SG
religieus	verskega	religieus	verski	ADJ	ADJ;GEN;NEUT;SG
job	zaposlitev	job	zaposlitev	N;MASC+FEM;SG	N;NOM;FEM;SG
job	job	job	job	N;MASC+FEM;SG	N;NOM;MASC;SG
job	opravilo	job	opravilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
job	delo	job	delo	N;MASC+FEM;SG	N;NOM;NEUT;SG
plaatselijk	krajevno	plaatselijk	krajeven	ADJ	ADJ;NOM;NEUT;SG
plaatselijk	krajevna	plaatselijk	krajeven	ADJ	ADJ;NOM;FEM;SG
plaatselijk	krajevni	plaatselijk	krajeven	ADJ	ADJ;NOM;MASC;SG
plaatselijk	lokalni	plaatselijk	lokalen	ADJ	ADJ;NOM;MASC;SG
plaatselijk	krajevno	plaatselijk	krajeven	ADJ	ADJ;NOM;NEUT;SG
neo	neo	neo	neo	N;MASC+FEM;SG	N;NOM;MASC;SG
willekeurig	naključna	willekeurig	naključen	ADJ	ADJ;NOM;FEM;SG
willekeurig	naključni	willekeurig	naključen	ADJ	ADJ;NOM;MASC;SG
willekeurig	naključen	willekeurig	naključen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
willekeurig	samovoljne	willekeurig	samovoljen	ADJ	ADJ;NOM;FEM;PL
plato	platon	plato	platon	N;MASC+FEM;SG	N;NOM;MASC;SG
wallace	wallace	wallace	wallace	N;MASC+FEM;SG	N;NOM;MASC;SG
betrokkenheid	zaroka	betrokkenheid	zarok	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	vključenost	betrokkenheid	vključenost	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	zavezo	betrokkenheid	zaveza	N;MASC+FEM;SG	N;ACC;FEM;SG
betrokkenheid	zaveza	betrokkenheid	zaveza	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	zavezanost	betrokkenheid	zavezanost	N;MASC+FEM;SG	N;NOM;FEM;SG
stalin	stalin	stalin	stalin	N;MASC+FEM;SG	N;NOM;MASC;SG
eis	povpraševanje	eis	povpraševanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
uitbreiden	širi	uitbreiden	šir	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
uitbreiden	razširi	uitbreiden	razšir	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
community	skupnost	community	skupnost	N;MASC+FEM;SG	N;NOM;FEM;SG
bevordering	promocijo	bevordering	promocija	N;MASC+FEM;SG	N;ACC;FEM;SG
bevordering	napredovanje	bevordering	napredovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
bevordering	spodbujanje	bevordering	spodbujanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
bevordering	promocija	bevordering	promocija	N;MASC+FEM;SG	N;NOM;FEM;SG
marx	marx	marx	marx	N;MASC+FEM;SG	N;NOM;MASC;SG
belgrado	beograd	belgrado	beograd	N;NEUT;SG	N;NOM;MASC;SG
bijgedragen	prispeval	bijdragen	prispevati	V;V.PTCP	V;MASC;SG;V.PTCP
bacteriën	bakterije	bacterie	bakterija	N;PL	N;NOM;FEM;PL
bacteriën	bacili	bacterie	baciti	N;PL	N;NOM;NEUT;PL
poorten	pristanišča	poort	pristanišče	N;PL	N;NOM;NEUT;PL
leen	posodi	leen	posoda	N;MASC+FEM;SG	N;NOM;FEM;SG
salzburg	salzburg	salzburg	salzburg	N;MASC+FEM;SG	N;NOM;MASC;SG
sleutel	ključ	sleutel	ključ	N;MASC+FEM;SG	N;NOM;MASC;SG
hol	hol	hol	hol	N;NEUT;SG	N;NOM;MASC;SG
hol	brlog	hol	brlog	N;NEUT;SG	N;NOM;MASC;SG
hol	votlo	hol	votlo	N;NEUT;SG	N;NOM;FEM;SG
marcos	marcos	marcos	marcos	N;MASC+FEM;SG	N;NOM;MASC;SG
hardy	hardy	hardy	hardy	N;MASC+FEM;SG	N;NOM;MASC;SG
fossiele	fosilnih	fossiel	fosilen	ADJ	ADJ;GEN;MASC;PL
mason	masona	mason	mason	N;MASC+FEM;SG	N;NOM;FEM;SG
breuk	razpad	breuk	razpad	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	razhod	breuk	razhod	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	zlom	breuk	zlom	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	prelom	breuk	prelom	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	zlomi	breuk	zlom	N;MASC+FEM;SG	N;NOM;MASC;SG
rassen	dirk	ras	dirka	N;PL	N;GEN;FEM;PL
rassen	dirkah	ras	dirka	N;PL	N;ESS;FEM;PL
rassen	rase	ras	rase	N;PL	N;NOM;FEM;PL
rassen	dirke	ras	dirka	N;PL	N;NOM;FEM;PL
rassen	sort	ras	sorta	N;PL	N;GEN;FEM;PL
rassen	sorte	ras	sorta	N;PL	N;NOM;FEM;PL
rassen	pasem	ras	pasma	N;PL	N;GEN;FEM;PL
rassen	pasme	ras	pasma	N;PL	N;NOM;FEM;PL
concrete	konkretne	concreet	konkreten	ADJ	ADJ;NOM;FEM;PL
concrete	konkreten	concreet	konkreten	ADJ	ADJ;NOM;INDF;MASC;SG
alias	alias	alias	alias	N;MASC+FEM;SG	N;NOM;MASC;SG
mathilde	matilda	mathilde	matilda	N;MASC+FEM;SG	N;NOM;FEM;SG
seks	seks	seks	seks	N;MASC+FEM;SG	N;NOM;MASC;SG
seks	spol	seks	spol	N;MASC+FEM;SG	N;NOM;MASC;SG
seks	sex	seks	sex	N;MASC+FEM;SG	N;NOM;MASC;SG
tempels	templjev	tempel	templji	N;PL	N;GEN;MASC;PL
integratie	povezovanje	integratie	povezovanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
integratie	vključitev	integratie	vključitev	N;MASC+FEM;SG	N;NOM;FEM;SG
integratie	integracija	integratie	integracija	N;MASC+FEM;SG	N;NOM;FEM;SG
integratie	vključevanje	integratie	vključevanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
wagens	vagone	wagen	vagona	N;PL	N;ACC;MASC;PL
wagens	vagoni	wagen	vagona	N;PL	N;NOM;MASC;PL
wagens	vagonov	wagen	vagon	N;PL	N;GEN;MASC;PL
sergej	sergej	sergej	sergej	N;MASC+FEM;SG	N;NOM;MASC;SG
sergej	sergej	sergej	sergej	N;MASC+FEM;SG	N;NOM;MASC;SG
argentijns	argentinska	argentijns	argentinski	ADJ	ADJ;NOM;FEM;SG
driehoek	trikotnik	driehoek	trikotnik	N;MASC+FEM;SG	N;NOM;MASC;SG
driehoek	trikotnika	driehoek	trikotnik	N;MASC+FEM;SG	N;NOM;MASC;SG
arizona	arizono	arizona	arizon	N;NEUT;SG	N;ACC;FEM;SG
beweerde	trdil	beweren	trditi	V;SG;PST;FIN	V;IPFV;MASC;SG;V.PTCP
dana	dana	dana	dan	N;MASC+FEM;SG	N;NOM;FEM;SG
mineralen	mineralov	mineraal	mineral	N;PL	N;GEN;MASC;PL
mineralen	minerali	mineraal	minerati	N;PL	N;NOM;MASC;PL
vaardigheden	veščine	vaardigheid	veščina	N;PL	N;NOM;FEM;PL
vaardigheden	spretnosti	vaardigheid	spretnost	N;PL	N;NOM;FEM;PL
vaardigheden	sposobnosti	vaardigheid	sposobnost	N;PL	N;NOM;FEM;PL
vaardigheden	veščine	vaardigheid	veščina	N;PL	N;NOM;FEM;PL
genoteerd	zabeleži	noteren	zabelež	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
fraser	fraser	fraser	fraser	N;MASC+FEM;SG	N;NOM;MASC;SG
hell	pekel	hell	pečel	N;MASC+FEM;SG	N;NOM;MASC;SG
filosofische	filozofski	filosofisch	filozofski	ADJ	ADJ;NOM;MASC;SG
césar	cesar	césar	cesar	N;MASC+FEM;SG	N;NOM;MASC;SG
césar	césar	césar	casar	N;MASC+FEM;SG	N;NOM;MASC;SG
enterprise	enterprise	enterprise	enterpris	N;MASC+FEM;SG	N;NOM;MASC;SG
enterprise	podjetništvo	enterprise	podjetništvo	N;MASC+FEM;SG	N;NOM;NEUT;SG
finalist	finalist	finalist	finalist	N;MASC+FEM;SG	N;NOM;MASC;SG
duivel	hudič	duivel	hudič	N;MASC+FEM;SG	N;NOM;MASC;SG
duivel	vrag	duivel	vraga	N;MASC+FEM;SG	N;NOM;MASC;SG
duivel	demona	duivel	demona	N;MASC+FEM;SG	N;ACC;MASC;SG
duivel	demon	duivel	demon	N;MASC+FEM;SG	N;NOM;MASC;SG
kanon	top	kanon	top	N;NEUT;SG	N;NOM;MASC;SG
kanon	topa	kanon	top	N;NEUT;SG	N;NOM;MASC;SG
groetjes	pozdrave	groet	pozdrav	N;PL	N;ACC;MASC;PL
lens	lečo	lens	lečo	N;MASC+FEM;SG	N;ACC;FEM;SG
lens	objektiv	lens	objekt	N;MASC+FEM;SG	N;NOM;MASC;SG
lens	leča	lens	leč	N;MASC+FEM;SG	N;NOM;FEM;SG
martín	martín	martín	martín	N;MASC+FEM;SG	N;NOM;MASC;SG
invloedrijke	vplivni	invloedrijk	vpliven	ADJ	ADJ;NOM;MASC;PL
invloedrijke	vpliven	invloedrijk	vpliven	ADJ	ADJ;NOM;INDF;MASC;SG
invloedrijke	vplivna	invloedrijk	vpliven	ADJ	ADJ;NOM;FEM;SG
invloedrijke	vplivne	invloedrijk	vpliven	ADJ	ADJ;NOM;FEM;PL
manuscript	rokopis	manuscript	rokopis	N;NEUT;SG	N;NOM;MASC;SG
zuiver	čisti	zuiver	čist	ADJ	ADJ;NOM;DEF;MASC;SG
zuiver	čista	zuiver	čist	ADJ	ADJ;NOM;FEM;SG
onrust	nemir	onrust	nemir	N;MASC+FEM;SG	N;NOM;MASC;SG
edelman	plemič	edelman	plemič	N;MASC+FEM;SG	N;NOM;MASC;SG
trans	trans	trans	trans	N;MASC+FEM;SG	N;NOM;MASC;SG
miljoenen	milijoni	miljoenen	milijon	N;PL	N;NOM;MASC;PL
voorlopige	začasni	voorlopig	začasen	ADJ	ADJ;NOM;DEF;MASC;SG
voorlopige	začasna	voorlopig	začasen	ADJ	ADJ;NOM;FEM;SG
voorlopige	predhodna	voorlopig	predhoden	ADJ	ADJ;NOM;FEM;SG
voorlopige	predhodni	voorlopig	predhoden	ADJ	ADJ;NOM;MASC;SG
meeting	seji	meeting	seja	N;MASC+FEM;SG	N;NOM;FEM;SG
meeting	srečanje	meeting	srečanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
meeting	sestanek	meeting	sestanek	N;MASC+FEM;SG	N;NOM;MASC;SG
betaling	plačilo	betaling	plačilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
betaling	izplačilo	betaling	izplačilo	N;MASC+FEM;SG	N;NOM;NEUT;SG
grondslag	osnova	grondslag	osnova	N;MASC+FEM;SG	N;NOM;FEM;SG
grondslag	podlaga	grondslag	podlaga	N;MASC+FEM;SG	N;NOM;FEM;SG
interessante	zanimiv	interessant	zanimiv	ADJ	ADJ;NOM;INDF;MASC;SG
interessante	zanimivo	interessant	zanimiv	ADJ	ADJ;NOM;NEUT;SG
interessante	zanimiva	interessant	zanimiv	ADJ	ADJ;NOM;FEM;SG
krachtig	močan	krachtig	močen	ADJ	ADJ;NOM;INDF;MASC;SG
krachtig	močni	krachtig	močen	ADJ	ADJ;NOM;MASC;PL
krachtig	mogočna	krachtig	mogočen	ADJ	ADJ;NOM;FEM;SG
krachtig	močna	krachtig	močen	ADJ	ADJ;NOM;FEM;SG
brouwer	brouwer	brouw	brouwer	N;MASC+FEM;SG	N;NOM;MASC;SG
brouwer	brewer	brouw	brewer	N;MASC+FEM;SG	N;NOM;MASC;SG
uitgevers	založniki	uitgever	založnik	N;PL	N;NOM;MASC;PL
sandra	sandra	sandra	sandra	N;MASC+FEM;SG	N;NOM;FEM;SG
commonwealth	commonwealtha	commonwealth	commonwealth	N;MASC+FEM;SG	N;ACC;MASC;SG
bekken	medenico	bekken	medenica	N;NEUT;SG	N;ACC;FEM;SG
étienne	etienne	étienne	etienna	N;MASC+FEM;SG	N;NOM;MASC;SG
papieren	papirji	papieren	papir	N;PL	N;NOM;MASC;PL
papieren	papirje	papieren	papir	N;PL	N;ACC;MASC;PL
ana	ano	ana	an	N;MASC+FEM;SG	N;ACC;FEM;SG
natte	mokre	nat	mokra	ADJ	ADJ;NOM;FEM;PL
natte	mokra	nat	mokra	ADJ	ADJ;NOM;FEM;SG
natte	mokri	nat	mokri	ADJ	ADJ;NOM;MASC;PL
natte	moker	nat	moker	ADJ	ADJ;NOM;INDF;MASC;SG
bevrijd	osvobodili	bevrijden	osvoboditi	V;V.PTCP	V;PFV;MASC;PL;V.PTCP
bevrijd	osvobodil	bevrijden	osvoboditi	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
herinneringen	spomine	herinnering	spomin	N;PL	N;ACC;MASC;PL
herinneringen	spominov	herinnering	spomin	N;PL	N;GEN;MASC;PL
herinneringen	spomini	herinnering	spomin	N;PL	N;NOM;MASC;PL
herinneringen	spomini	herinnering	spomin	N;PL	N;NOM;MASC;PL
patricia	patricia	patricia	patricia	N;MASC+FEM;SG	N;NOM;FEM;SG
sterkte	jakost	sterkte	jakost	N;MASC+FEM;SG	N;NOM;FEM;SG
sterkte	trdnost	sterkte	trdnost	N;MASC+FEM;SG	N;NOM;FEM;SG
sterkte	moč	sterkte	moč	N;MASC+FEM;SG	N;NOM;FEM;SG
graves	graves	grave	graves	N;MASC+FEM;SG	N;NOM;MASC;SG
essays	eseje	essays	eseja	N;PL	N;ACC;MASC;PL
opslag	skladiščenje	opslag	skladiščenje	N;MASC+FEM;SG	N;NOM;NEUT;SG
opslag	skladišče	opslag	skladišče	N;MASC+FEM;SG	N;NOM;NEUT;SG
opslag	shranjevanje	opslag	shranjevanje	N;MASC+FEM;SG	N;NOM;NEUT;SG
gedoopt	krstili	dopen	krstiti	V;V.PTCP	V;MASC;PL;V.PTCP
farao	faraon	farao	faraon	N;MASC+FEM;SG	N;NOM;MASC;SG
stabiele	stabilni	stabiel	stabilen	ADJ	ADJ;NOM;MASC;PL
stabiele	stabilen	stabiel	stabilen	ADJ	ADJ;NOM;INDF;MASC;SG
stabiele	stabilno	stabiel	stabilen	ADJ	ADJ;NOM;NEUT;SG
turken	turki	turken	turek	N;PL	N;NOM;MASC;PL
legendarische	legendarna	legendarisch	legendaren	ADJ	ADJ;NOM;FEM;SG
legendarische	legendarno	legendarisch	legendaren	ADJ	ADJ;NOM;NEUT;SG
legendarische	legendarni	legendarisch	legendaren	ADJ	ADJ;NOM;MASC;SG
oekraïens	ukrajinski	oekraïen	ukrajinski	ADJ	ADJ;NOM;MASC;SG
fictie	fikcija	fictie	fikcija	N;MASC+FEM;SG	N;NOM;FEM;SG
individu	posameznik	individu	posameznik	N;NEUT;SG	N;NOM;MASC;SG
copyright	avtorske	copyright	avtorski	ADJ	ADJ;NOM;FEM;PL
colombiaanse	kolumbijski	colombiaans	kolumbijski	ADJ	ADJ;NOM;MASC;SG
dubai	dubaju	dubai	dubaj	N;NEUT;SG	N;DAT;MASC;SG
lucius	lucij	lucius	lucija	N;MASC+FEM;SG	N;NOM;MASC;SG
eng	grozljiva	eng	grozljiv	ADJ	ADJ;NOM;FEM;SG
eng	strašljivo	eng	strašljiv	ADJ	ADJ;NOM;NEUT;SG
eng	strašen	eng	strašen	ADJ	ADJ;NOM;INDF;MASC;SG
eng	grozljivo	eng	grozljiv	ADJ	ADJ;NOM;NEUT;SG
eng	strašljivo	eng	strašljiv	ADJ	ADJ;NOM;NEUT;SG
eng	grozljivo	eng	grozljiv	ADJ	ADJ;NOM;NEUT;SG
eng	strašljivo	eng	strašljiv	ADJ	ADJ;NOM;NEUT;SG
eng	srhljivo	eng	srhljiv	ADJ	ADJ;NOM;NEUT;SG
eng	grozljivo	eng	grozljiv	ADJ	ADJ;NOM;NEUT;SG
