ideale	ذہنی	ideal	ذہنی	ADJ;NOM;FEM;SG	ADJ
versehentlich	اتفاقی	versehentlich	اتفاقی	ADJ	ADJ
operative	نافذ	operativ	نافذ	ADJ;NOM;FEM;PL	ADJ
operative	فعال	operativ	فعال	ADJ;NOM;FEM;PL	ADJ
umfangreiches	حاوی	umfangreich	حاوی	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	جامع	umfangreich	جامع	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	محیط	umfangreich	محیط	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	حاوی	umfangreich	حاوی	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	جامع	umfangreich	جامع	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	وسیع	umfangreich	وسیع	ADJ;NOM;NEUT;SG	ADJ
umfangreiches	محیط	umfangreich	محیط	ADJ;NOM;NEUT;SG	ADJ
intensiven	زوردار	intensiv	زوردار	ADJ	ADJ
intensiven	پُرزور	intensiv	پُرزور	ADJ	ADJ
intensiven	قوی	intensiv	قوی	ADJ	ADJ
intensiven	پُرزور	intensiv	پُرزور	ADJ	ADJ
intensiven	قوی	intensiv	قوی	ADJ	ADJ
intensiven	شدید	intensiv	شدید	ADJ	ADJ
blöd	احمقانہ	blöd	احمقانہ	ADJ	ADJ
blöd	احمقانہ	blöd	احمقانہ	ADJ	ADJ
hochhaus	بلند	hochhaus	بلند	ADJ	ADJ
fließend	رواں	fließend	رواں	ADJ	ADJ
fließend	روانی	fließend	روانی	ADJ	ADJ
fließend	رواں	fließend	رواں	ADJ	ADJ
taube	اصم	tauben	اصم		
einzuführen	بلانا	einführen	بلانا	V;NFIN	V;MASC;SG;NFIN;ACT
präsidentschaftswahl	صدارتی	präsidentschaftswahl	صدارتی	ADJ	ADJ;NOM
soft	تیز.	soft	تیز.		
soft	(	soft	(		
soft	(	soft	(		
soft	(	soft	(		
soft	(	soft	(		
soft	تیز.	soft	تیز.		
soft	(	soft	(		
soft	(	soft	(		
soft	(	soft	(		
soft	(	soft	(		
knopf	ٹانکنا-	knopf	ٹانکنا-		
knopf	تکمہ	knopf	تکمہ		
knopf	ٹانکنا-	knopf	ٹانکنا-		
knopf	تکمہ	knopf	تکمہ		
knopf	بٹن	knopf	بٹن		
einmalig	نادر	einmalig	نادر	ADJ	ADJ
einmalig	نادر	einmalig	نادر	ADJ	ADJ
berechnungen	گنتی	berechnung	گنتی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
wertvoll	قیمتی	wertvoll	قیمتی	ADJ	ADJ;NOM
beeinträchtigt	بناوٹی	beeinträchtigen	بناوٹی	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
simulation	نقل	simulation	نقل	N;NOM;SG	N;NOM;MASC;SG;3
dominanz	فوقیت	dominanz	فوقیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dominanz	اقتدار	dominanz	اقتدار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
länglich	مستطیل	länglich	مستطیل	ADJ	ADJ
beschaffung	فراہمی	beschaffung	فراہمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
beschaffung	حصول	beschaffung	حصول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lasten	بوجھ	lasten	بوجھ	V;NFIN	V;ACT
geheim	پوشیدہ	geheim	پوشیدہ	ADJ	ADJ
rotation	چرخ	rotation	چرخ		
pistole	پستول.	pistol	پستول.	ADJ;NOM;SG	ADJ
pistole	پستول.	pistol	پستول.	ADJ;NOM;SG	ADJ
gewohnt	روایتی	gewohnt	روایتی	ADJ	ADJ
gewohnt	مانوس	gewohnt	مانوس	ADJ	ADJ
gewohnt	عمومی	gewohnt	عمومی	ADJ	ADJ
gewohnt	واقف	gewohnt	واقف	ADJ	ADJ
fülle	گمبھیر	füllen	گمبھیر		
enorme	زبردست	enorm	زبردست	ADJ;NOM;FEM;PL	ADJ
enorme	خوفناک.	enorm	خوفناک.	ADJ;NOM;FEM;PL	ADJ
enorme	غیرمعمولی	enorm	غیرمعمولی	ADJ;NOM;FEM;PL	ADJ
reißen	جھپٹنا.	reißen	جھپٹنا.	V;NFIN	V;NFIN;ACT
reißen	ٹوٹنا	reißen	ٹوٹنا	V;NFIN	V;NFIN;ACT
überzeugend	معقول	überzeugend	معقول	ADJ	ADJ
informativ	معلوماتی	informativ	معلوماتی	ADJ	ADJ
provisorischen	عارضی	provisorisch	عارضی	ADJ;NOM	ADJ
mausoleum	قبر	mausoleum	قبر	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
mausoleum	مقبرہ	mausoleum	مقبرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
güte	کرم.	güt	کرم.		
erläutern	سمجھانا	erläutern	سمجھا	V;NFIN	V;MASC;SG;NFIN;ACT
einzigartig	نادر	einzigartig	نادر	ADJ	ADJ
einzigartig	نادر	einzigartig	نادر	ADJ	ADJ
einzigartig	نادر	einzigartig	نادر	ADJ	ADJ
einzigartig	عجیب	einzigartig	عجیب	ADJ	ADJ
sortierung	انداز	sortierung	انداز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sortierung	نوع	sortierung	نوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sortierung	گروہ	sortierung	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sortierung	قسم	sortierung	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sortierung	طریقہ.	sortierung	طریقہ.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fehlerhaft	غلط	fehlerhaft	غلط	ADJ	ADJ
fehlerhaft	ناقص	fehlerhaft	ناقص	ADJ	ADJ
fehlerhaft	پُرخطا	fehlerhaft	پُرخطا	ADJ	ADJ
fehlerhaft	نامکمل	fehlerhaft	نامکمل	ADJ	ADJ
fehlerhaft	ناقص	fehlerhaft	ناقص	ADJ	ADJ
dirigenten	ناظم.	dirigent	ناظم.	ADJ	ADJ
logische	معقول	logisch	معقول	ADJ;NOM;FEM;PL	ADJ
logische	مربوط	logisch	مربوط	ADJ;NOM;FEM;PL	ADJ
logische	صحیح	logisch	صحیح	ADJ;NOM;FEM;PL	ADJ
logische	استدلالی	logisch	استدلالی	ADJ;NOM;FEM;PL	ADJ
logische	منطقی	logisch	منطقی	ADJ;NOM;FEM;PL	ADJ
logische	معقول	logisch	معقول	ADJ;NOM;FEM;PL	ADJ
logische	مربوط	logisch	مربوط	ADJ;NOM;FEM;PL	ADJ
logische	صحیح	logisch	صحیح	ADJ;NOM;FEM;PL	ADJ
logische	استدلالی	logisch	استدلالی	ADJ;NOM;FEM;PL	ADJ
rippen	لگانا.	rippen	لگان	V;NFIN	V;MASC;SG;NFIN;ACT
rippen	جڑنا	rippen	جڑ	V;NFIN	V;MASC;SG;NFIN;ACT
rippen	جھپٹنا.	rippen	جھپٹنا.	V;NFIN	V;NFIN;ACT
rippen	ٹوٹنا	rippen	ٹوٹنا	V;NFIN	V;NFIN;ACT
merkwürdig	متجسس	merkwürdig	متجسس	ADJ	ADJ
merkwürdig	انوکھا	merkwürdig	انوکھا	ADJ	ADJ;NOM;MASC;SG
merkwürdig	متجسس	merkwürdig	متجسس	ADJ	ADJ
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
merkwürdig	طلسماتی	merkwürdig	طلسماتی	ADJ	ADJ
merkwürdig	طلسماتی	merkwürdig	طلسماتی	ADJ	ADJ
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
merkwürdig	غیر	merkwürdig	غیر	ADJ	ADJ
merkwürdig	نامانوس	merkwürdig	نامانوس	ADJ	ADJ
merkwürdig	غیر	merkwürdig	غیر	ADJ	ADJ
merkwürdig	نامانوس	merkwürdig	نامانوس	ADJ	ADJ
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
merkwürdig	ضمنی	merkwürdig	ضمنی	ADJ	ADJ
merkwürdig	ہنگامی	merkwürdig	ہنگامی	ADJ	ADJ
merkwürdig	انوکھا	merkwürdig	انوکھا	ADJ	ADJ;NOM;MASC;SG
merkwürdig	زائد	merkwürdig	زائد	ADJ	ADJ
merkwürdig	اتفاقی	merkwürdig	اتفاقی	ADJ	ADJ
merkwürdig	ضمنی	merkwürdig	ضمنی	ADJ	ADJ
merkwürdig	ہنگامی	merkwürdig	ہنگامی	ADJ	ADJ
merkwürdig	انوکھا	merkwürdig	انوکھا	ADJ	ADJ;NOM;MASC;SG
merkwürdig	زائد	merkwürdig	زائد	ADJ	ADJ
merkwürdig	اتفاقی	merkwürdig	اتفاقی	ADJ	ADJ
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
merkwürdig	انوکھا	merkwürdig	انوکھا	ADJ	ADJ;NOM;MASC;SG
merkwürdig	عجیب	merkwürdig	عجیب	ADJ	ADJ
aktuelles	عصری	aktuell	عصری	ADJ;NOM;NEUT;SG	ADJ
irre	احمقانہ	irre	احمقانہ	ADJ	ADJ
irre	احمقانہ	irre	احمقانہ	ADJ	ADJ
scharfe	ترش	scharf	ترش	ADJ;NOM;FEM;PL	ADJ
scharfe	اشتہا	scharf	اشتہا	ADJ;NOM;FEM;PL	ADJ
scharfe	سخت	scharf	سخت	ADJ;NOM;FEM;PL	ADJ
scharfe	ترش	scharf	ترش	ADJ;NOM;FEM;PL	ADJ
scharfe	اشتہا	scharf	اشتہا	ADJ;NOM;FEM;PL	ADJ
scharfe	تیز	scharf	تیز	ADJ;NOM;FEM;PL	ADJ
scharfe	سخت	scharf	سخت	ADJ;NOM;FEM;PL	ADJ
unterbringung	موافقت	unterbringung	موافقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
schafe	بھیڑ	schaffen	بھیڑ		
verdeckt	مخفی	verdecken	مخفی	ADJ;V.PTCP	ADJ
denk	(	denk	(		
individuum	آدمی	individuum	آدمی	N;SG	N;NOM;MASC;SG;3
individuum	شخص	individuum	شخص	N;SG	N;NOM;MASC;SG;3
layout	تفصیلات.	layout	تفصیلات.	ADJ	ADJ
gitter	جال.	gitter	جال.		
gitter	جنگلہ	gitter	جنگلہ		
gemischt	مخلوط	mischen	مخلوط	ADJ	ADJ
gemischt	متحد	mischen	متحد	ADJ	ADJ
gemischt	آمیزہ	mischen	آمیزہ	ADJ	ADJ
unterbringen	رکھنا	unterbringen	رکھ	V;NFIN	V;MASC;SG;NFIN;ACT
unterbringen	ٹھہرانا	unterbringen	ٹھہرانا	V;NFIN	V;MASC;SG;NFIN;ACT
demokratisch	جمہوری	demokratisch	جمہوری	ADJ	ADJ
hitze	تپ	hitze	تپ		
hitze	غضب.	hitze	غضب.		
hitze	تپ	hitze	تپ		
hitze	غضب.	hitze	غضب.		
übung	رواج	übung	رواج	N;NOM;SG	N;NOM;MASC;SG;3
übung	معمول	übung	معمول	N;NOM;SG	N;NOM;MASC;SG;3
übung	رواج	übung	رواج	N;NOM;SG	N;NOM;MASC;SG;3
übung	معمول	übung	معمول	N;NOM;SG	N;NOM;MASC;SG;3
übung	اثر	übung	اثر	N;NOM;SG	N;NOM;MASC;SG;3
übung	استحقاق	übung	استحقاق	N;NOM;SG	N;NOM;MASC;SG;3
übung	ضبط	übung	ضبط	N;NOM;SG	N;NOM;MASC;SG;3
dunkelheit	ناخواندہ	dunkelheit	ناخواندہ	ADJ	ADJ
dunkelheit	افسردہ	dunkelheit	افسردہ	ADJ	ADJ
dunkelheit	رنجیدہ	dunkelheit	رنجیدہ	ADJ	ADJ
dunkelheit	نامعلوم	dunkelheit	نامعلوم	ADJ	ADJ
dunkelheit	نابلد	dunkelheit	نابلد	ADJ	ADJ
dunkelheit	پراسرار	dunkelheit	پراسرار	ADJ	ADJ
dunkelheit	تاریکی	dunkelheit	تاریکی	ADJ	ADJ
dunkelheit	افسردہ	dunkelheit	افسردہ	ADJ	ADJ
dunkelheit	مایوسی	dunkelheit	مایوسی	ADJ	ADJ
dunkelheit	رنجیدہ	dunkelheit	رنجیدہ	ADJ	ADJ
dunkelheit	تاریکی	dunkelheit	تاریکی	ADJ	ADJ
berühmter	نامور	berühmt	نامور	ADJ	ADJ
konventionellen	روایتی	konventionell	روایتی	ADJ	ADJ
konventionellen	پُرخلوص	konventionell	پُرخلوص	ADJ	ADJ
konventionellen	رسمی	konventionell	رسمی	ADJ	ADJ
rangliste	ترتیب	ranglist	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wundern	کرامات.	wundern	کرام	V;NFIN	V;IPFV;MASC;PL;V.PTCP;ACT
kochen	بگاڑنا	kochen	بگاڑ	V;NFIN	V;NFIN;ACT
kochen	بگاڑنا	kochen	بگاڑ	V;NFIN	V;NFIN;ACT
aufwendig	بھرپور	aufwendig	بھرپور	ADJ	ADJ
aufwendig	زائد	aufwendig	زائد	ADJ	ADJ
aufwendig	پیچیدہ	aufwendig	پیچیدہ	ADJ	ADJ
aufwendig	استیعابی	aufwendig	استیعابی	ADJ	ADJ;NOM
aufwendig	مفصل	aufwendig	مفصل	ADJ	ADJ
aufwendig	تفصیلی	aufwendig	تفصیلی	ADJ	ADJ
aufwendig	مکمل	aufwendig	مکمل	ADJ	ADJ
schwergewicht	بااثر	schwergewicht	بااثر	ADJ	ADJ
restauration	بحالی	Restauration	بحالی	N;NOM;SG	N;NOM;MASC;SG;3
riss	بھرّانا	ressen	بھرّانا	V;IND;SG;3;FIN	V;MASC;SG;NFIN;ACT
riss	چوٹ	ressen	چوٹ	V;IND;SG;3;FIN	V;ACT
riss	ٹکرانا	ressen	ٹکرانا	V;IND;SG;3;FIN	V;MASC;SG;NFIN;ACT
riss	تند	ressen	تند	V;IND;SG;3;FIN	V;MASC;SG;ACT
riss	بھرّانا	ressen	بھرّانا	V;IND;SG;3;FIN	V;MASC;SG;NFIN;ACT
riss	چوٹ	ressen	چوٹ	V;IND;SG;3;FIN	V;ACT
riss	ٹکرانا	ressen	ٹکرانا	V;IND;SG;3;FIN	V;MASC;SG;NFIN;ACT
riss	تند	ressen	تند	V;IND;SG;3;FIN	V;MASC;SG;ACT
hindernis	لکنت	hindernis	لکنت		
hindernis	روک.	hindernis	روک.		
vielfältig	متعدد.	vielfältig	متعدد.	ADJ	ADJ
vielfältig	متنوع	vielfältig	متنوع	ADJ	ADJ
vielfältig	مختلف	vielfältig	مختلف	ADJ	ADJ
vielfältig	متنوع	vielfältig	متنوع	ADJ	ADJ
sofortige	فوری	sofortig	فوری	ADJ;NOM;FEM;PL	ADJ
offenkundig	ظاہری	offenkundig	ظاہری	ADJ	ADJ
auferstehung	بیکار	auferstehung	بیکار		
bezahlung	انعام	Bezahlung	انعام	N;SG	N;NOM;MASC;SG;3
bezahlung	انعام	Bezahlung	انعام	N;SG	N;NOM;MASC;SG;3
bezahlung	تنخواہ	Bezahlung	تنخواہ	N;SG	N;NOM;MASC;SG;3
bezahlung	انعام	Bezahlung	انعام	N;SG	N;NOM;MASC;SG;3
bezahlung	تاوان	Bezahlung	تاوان	N;SG	N;NOM;MASC;SG;3
bezahlung	صلہ	Bezahlung	صلہ	N;SG	N;NOM;MASC;SG;3
ausweitung	اضافہ	ausweitung	اضافہ	N;FEM;SG	N;NOM;MASC;SG;3
ausweitung	وسعت	ausweitung	وسعت	N;FEM;SG	N;NOM;MASC;SG;3
ausweitung	توسیع	ausweitung	توسیع	N;FEM;SG	N;NOM;MASC;SG;3
ausweitung	میدان	ausweitung	میدان	N;FEM;SG	N;NOM;MASC;SG;3
ausweitung	افزائش	ausweitung	افزائش	N;FEM;SG	N;NOM;MASC;SG;3
erwarte	سمجھنا	erwarten	سمجھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
entschädigung	تدارک	Entschädigung	تدارک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entschädigung	تاوان	Entschädigung	تاوان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entschädigung	تحفظ	Entschädigung	تحفظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entschädigung	تحفظ	Entschädigung	تحفظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entschädigung	تلافی	Entschädigung	تلافی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entschädigung	تلافی	Entschädigung	تلافی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pilger	زائر	pilger	زائر		
potentielle	صلاحیت.	potentiell	صلاحیت.	ADJ;NOM;FEM;PL	ADJ
ferne	خفیف	fern	خفیف		
ferne	خفیف	fern	خفیف		
ferne	دُور	fern	دُور		
weltliche	مذہبی	weltlich	مذہبی	ADJ;NOM;FEM;PL	ADJ
weltliche	روحانی	weltlich	روحانی	ADJ;NOM;FEM;PL	ADJ
unüblich	انوکھا	unüblich	انوکھا	ADJ	ADJ;NOM;MASC;SG
unüblich	غیرمعمولی	unüblich	غیرمعمولی	ADJ	ADJ
taktik	تدبیر	taktik	تدبیر	N;SG	N;NOM;MASC;SG;3
einstimmig	متفقہ	einstimmig	متفقہ	ADJ	ADJ
fremder	غیر	fremd	غیر	ADJ	ADJ
fremder	غیر	fremd	غیر	ADJ	ADJ
voraussichtlich	موزوں	voraussichtlich	موزوں	ADJ	ADJ
voraussichtlich	مناسب	voraussichtlich	مناسب	ADJ	ADJ
empirische	اختباری	empirisch	اختباری	ADJ;NOM;FEM;PL	ADJ;NOM
aufhalten	رُکنا	aufhalten	رُک	V;NFIN	V;SG;NFIN;ACT
aufhalten	ہچکچانا	aufhalten	ہچکچا	V;NFIN	V;MASC;SG;NFIN;ACT
aufhalten	جھجکنا	aufhalten	جھجک	V;NFIN	V;SG;NFIN;ACT
aufhalten	رُکنا	aufhalten	رُک	V;NFIN	V;SG;NFIN;ACT
aufhalten	ہچکچانا	aufhalten	ہچکچا	V;NFIN	V;MASC;SG;NFIN;ACT
aufhalten	جھجکنا	aufhalten	جھجک	V;NFIN	V;SG;NFIN;ACT
persönliches	ذاتی	persönlich	ذاتی	ADJ;NOM;NEUT;SG	ADJ
begeisterung	برانگیختگی	begeisterung	برانگیختگی	ADJ	ADJ
angemessene	کافی	angemessen	کافی	ADJ;NOM;FEM;PL	ADJ
moderation	معقول	moderation	معقول	ADJ	ADJ
moderation	معتدل	moderation	معتدل	ADJ	ADJ
haltbar	پائیدار	haltbar	پائیدار	ADJ	ADJ
haltbar	دیرپا	haltbar	دیرپا	ADJ	ADJ
haltbar	پائیدار	haltbar	پائیدار	ADJ	ADJ
einbinden	لگانا.	einbinden	لگان	V;NFIN	V;MASC;SG;NFIN;ACT
einbinden	ٹکانا	einbinden	ٹکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
einbinden	چڑھائی	einbinden	چڑھا	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
beliebter	مقبول	beliebter	مقبول	ADJ	ADJ
moralische	مقولہ	moralisch	مقولہ	ADJ;NOM;FEM;PL	ADJ
stirn	کھڈ	stehen	کھڈ		
stirn	کھڈ	stehen	کھڈ		
taste	ٹانکنا-	tasten	ٹانکنا-		
taste	تکمہ	tasten	تکمہ		
taste	ٹانکنا-	tasten	ٹانکنا-		
taste	تکمہ	tasten	تکمہ		
taste	بٹن	tasten	بٹن		
taste	غوزہ	tasten	غوزہ		
taste	ثمارہ.	tasten	ثمارہ.		
reinigung	تزکیہ	reinigung	تزکیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
präsidentschaft	صدارت	präsidentschaft	صدارت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nachher	پیچھے	nachher	پیچھے	ADV	ADV;NOM;MASC;SG;3
nachher	پیچھے	nachher	پیچھے	ADV	ADV;NOM;MASC;SG;3
natürlicher	ارضی	natürlich	ارضی	ADJ	ADJ
natürlicher	سادہ	natürlich	سادہ	ADJ	ADJ
natürlicher	فطری	natürlich	فطری	ADJ	ADJ
natürlicher	اصلی	natürlich	اصلی	ADJ	ADJ
natürlicher	ارضی	natürlich	ارضی	ADJ	ADJ
natürlicher	سادہ	natürlich	سادہ	ADJ	ADJ
natürlicher	طبعی	natürlich	طبعی	ADJ	ADJ
natürlicher	فطری	natürlich	فطری	ADJ	ADJ
psychologischen	ذہنی	psychologisch	ذہنی	ADJ;ACC;PL	ADJ
fachmann	(	fachmann	(		
quadrat	برابر.	quadrat	برابر.		
quadrat	فربہ	quadrat	فربہ		
quadrat	برابر.	quadrat	برابر.		
quadrat	چوکور	quadrat	چوکور		
quadrat	فربہ	quadrat	فربہ		
fangen	کھینچنا	fangen	کھینچ	V;NFIN	V;MASC;SG;NFIN;ACT
fangen	پھانسنے	fangen	پھانسنے	V;NFIN	V;NFIN;ACT
fangen	روکنے	fangen	روک	V;NFIN	V;ACC;NFIN
krankenhäuser	شفاخانہ	krankenhaus	شفاخانہ	ADJ	ADJ
unterirdisch	تجرباتی	unterirdisch	تجرباتی	ADJ	ADJ;NOM
unterirdisch	پوشیدہ	unterirdisch	پوشیدہ	ADJ	ADJ
weiche	ہلکی	weich	ہلکی	ADJ;NOM;FEM;SG	ADJ;FEM
weiche	آسان	weich	آسان	ADJ;NOM;FEM;SG	ADJ
weiche	کمزور	weich	کمزور	ADJ;NOM;FEM;SG	ADJ
weiche	خوشگوار	weich	خوشگوار	ADJ;NOM;FEM;SG	ADJ
weiche	احمقانہ	weich	احمقانہ	ADJ;NOM;FEM;SG	ADJ
weiche	معتدل	weich	معتدل	ADJ;NOM;FEM;SG	ADJ
weiche	ہلکی	weich	ہلکی	ADJ;NOM;FEM;SG	ADJ;FEM
weiche	آسان	weich	آسان	ADJ;NOM;FEM;SG	ADJ
weiche	کمزور	weich	کمزور	ADJ;NOM;FEM;SG	ADJ
weiche	ہلکا	weich	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
weiche	خوشگوار	weich	خوشگوار	ADJ;NOM;FEM;SG	ADJ
weiche	نرم	weich	نرم	ADJ;NOM;FEM;SG	ADJ
weiche	احمقانہ	weich	احمقانہ	ADJ;NOM;FEM;SG	ADJ
weiche	معتدل	weich	معتدل	ADJ;NOM;FEM;SG	ADJ
markante	نمایاں	markant	نمایاں	ADJ;NOM;FEM;PL	ADJ
affen	دھمس.	affen	دھمس.		
affen	دھمس.	affen	دھمس.		
minimum	اقل	minimum	اقل		
hofe	(	hofen	(		
unerheblich	معمولی	unerheblich	معمولی	ADJ	ADJ
unerheblich	لایعنی	unerheblich	لایعنی	ADJ	ADJ
unerheblich	غیراہم	unerheblich	غیراہم	ADJ	ADJ
subjektive	موضوعی	subjektiv	موضوعی	ADJ;NOM;FEM;PL	ADJ
stabile	قوی	stabil	قوی	ADJ;NOM;FEM;PL	ADJ
stabile	مستحکم	stabil	مستحکم	ADJ;NOM;FEM;PL	ADJ
stabile	فہمیدہ.	stabil	فہمیدہ.	ADJ;NOM;FEM;PL	ADJ
stabile	مضبوط	stabil	مضبوط	ADJ;NOM;FEM;PL	ADJ
ausschreibung	مانوس	ausschreibung	مانوس	ADJ	ADJ
ausschreibung	نازک	ausschreibung	نازک	ADJ	ADJ
ausschreibung	مانوس	ausschreibung	مانوس	ADJ	ADJ
ausschreibung	متوجہ.	ausschreibung	متوجہ.	ADJ	ADJ
ausschreibung	خبردار	ausschreibung	خبردار	ADJ	ADJ
ausschreibung	متوجہ.	ausschreibung	متوجہ.	ADJ	ADJ
ausschreibung	خبردار	ausschreibung	خبردار	ADJ	ADJ
becher	ٹھگ.	becher	ٹھگ.		
becher	دہانہ.	becher	دہانہ.		
seriöse	معزز	seriös	معزز	ADJ;NOM;FEM;PL	ADJ
touch	ذرا	touch	ذرا		
touch	ذرا	touch	ذرا		
neutraler	نامرد	neutral	نامرد	ADJ	ADJ
neutraler	ہلکا	neutral	ہلکا	ADJ	ADJ;NOM;MASC;SG
neutraler	مبہم	neutral	مبہم	ADJ	ADJ
neutraler	پسماندہ	neutral	پسماندہ	ADJ	ADJ
trockene	سادہ	trocken	سادہ	ADJ;NOM;FEM;PL	ADJ
trockene	خشک	trocken	خشک	ADJ;NOM;FEM;PL	ADJ
trockene	سادہ	trocken	سادہ	ADJ;NOM;FEM;PL	ADJ
trockene	خشک	trocken	خشک	ADJ;NOM;FEM;PL	ADJ
eingriffe	مداخلت.	eingriff	مداخلت.	N	N;NOM;MASC;SG;3
bunte	روشن	bunt	روشن	ADJ;NOM;FEM;PL	ADJ
bunte	دلچسپ	bunt	دلچسپ	ADJ;NOM;FEM;PL	ADJ
bunte	روشن	bunt	روشن	ADJ;NOM;FEM;PL	ADJ
bunte	دلچسپ	bunt	دلچسپ	ADJ;NOM;FEM;PL	ADJ
stadtrand	مقامی	stadtrehen	مقامی	ADJ	ADJ
stadtrand	متعصبانہ	stadtrehen	متعصبانہ	ADJ	ADJ
implementierung	فرنیچر	implementierung	فرنیچر	ADJ	ADJ
üben	تدبیرکرنا	üben	تدبیرکرنا	V;NFIN	V;SG;ACT
außergewöhnlich	ممتاز	außergewöhnlich	ممتاز	ADJ	ADJ
außergewöhnlich	انوکھا	außergewöhnlich	انوکھا	ADJ	ADJ;NOM;MASC;SG
außergewöhnlich	غیرمعمولی	außergewöhnlich	غیرمعمولی	ADJ	ADJ
flut	(	flaten	(		
flut	مد	flaten	مد		
gewinne	free	gewinne	free		
gewinne	فتح.	gewinne	فتح.		
merken	یادکرنا	merken	یادکرنا	V;NFIN	V;SG;NFIN;ACT
very	this	very	this		
very	عین	very	عین		
kritischer	مبصّرانہ	kritisch	مبصّرانہ	ADJ	ADJ
betonen	جتانا	betonen	جتا	V;NFIN	V;MASC;SG;NFIN;ACT
inaktiv	پوشیدہ	inaktiv	پوشیدہ	ADJ	ADJ
inaktiv	غیرمستعمل	inaktiv	غیرمستعمل	ADJ	ADJ
inaktiv	ناکارہ	inaktiv	ناکارہ	ADJ	ADJ
inaktiv	متروک	inaktiv	متروک	ADJ	ADJ
inaktiv	خالی	inaktiv	خالی	ADJ	ADJ
inaktiv	غیرمستعمل	inaktiv	غیرمستعمل	ADJ	ADJ
inaktiv	ناکارہ	inaktiv	ناکارہ	ADJ	ADJ
inaktiv	متروک	inaktiv	متروک	ADJ	ADJ
inaktiv	معطل	inaktiv	معطل	ADJ	ADJ
inaktiv	سست	inaktiv	سست	ADJ	ADJ
zulassen	بٹھانا	zulassen	بٹھا	V;NFIN	V;MASC;SG;NFIN;ACT
zulassen	اتارنا	zulassen	اتار	V;NFIN	V;NFIN;ACT
zulassen	سمجھنا	zulassen	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
zulassen	سمجھنا	zulassen	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
zulassen	دینا	zulassen	دے	V;NFIN	V;MASC;SG;NFIN;ACT
starr	سخت	starr	سخت	ADJ	ADJ
starr	سخت	starr	سخت	ADJ	ADJ
ehrung	شرف	ehrung	شرف	N;SG	N;NOM;MASC;SG;3
ehrung	اعتبار	ehrung	اعتبار	N;SG	N;NOM;MASC;SG;3
ehrung	عزت	ehrung	عزت	N;SG	N;NOM;MASC;SG;3
ehrung	بادشاہ	ehrung	بادشاہ	N;SG	N;NOM;MASC;SG;3
ehrung	وقار	ehrung	وقار	N;SG	N;NOM;MASC;SG;3
ehrung	شرف	ehrung	شرف	N;SG	N;NOM;MASC;SG;3
ehrung	اعتبار	ehrung	اعتبار	N;SG	N;NOM;MASC;SG;3
ehrung	عزت	ehrung	عزت	N;SG	N;NOM;MASC;SG;3
ehrung	بادشاہ	ehrung	بادشاہ	N;SG	N;NOM;MASC;SG;3
ehrung	نذر	ehrung	نذر	N;SG	N;NOM;MASC;SG;3
hürde	حائل	herden	حائل	ADJ;NOM;SG	ADJ
alarm	متوجہ.	alarmen	متوجہ.	ADJ	ADJ
alarm	خبردار	alarmen	خبردار	ADJ	ADJ
