com	mit	com	mit	ADP	ADP
madeira	holz	madeira	holz	N;FEM;SG	N;NOM;NEUT;SG
medalha	medaille	medalha	medaill	N;FEM;SG	N;NOM;FEM;SG
trabalhos	bauleistungen	trabalho	bauleistung	N;MASC;PL	N;NOM;FEM;PL
trabalhos	werke	trabalho	werk	N;MASC;PL	N;NOM;NEUT;PL
músicas	lieder	música	lasder	N;FEM;PL	N;NOM;NEUT;PL
músicas	songs	música	songs	N;FEM;PL	N;NOM;MASC;PL
passa	bestanden	passar	bestehen	V;IND;SG;3;PRS;FIN	V;V.PTCP
passa	weitergeben	passar	weitergeben	V;IND;SG;3;PRS;FIN	V;NFIN
passa	übergeben	passar	übergeben	V;IND;SG;3;PRS;FIN	V;V.PTCP
passa	vergehen	passar	vergehen	V;IND;SG;3;PRS;FIN	V;V.PTCP
mulheres	weibchen	mulher	weibchen	N;FEM;PL	N;NOM;FEM;PL
questão	ausgabe	questão	ausgeben	N;FEM;SG	N;NOM;FEM;SG
questão	thema	questão	thema	N;FEM;SG	N;NOM;NEUT;SG
questão	frage	questão	frage	N;FEM;SG	N;NOM;FEM;SG
questão	fragestellung	questão	fragestellung	N;FEM;SG	N;NOM;FEM;SG
globo	welt	globo	welt	N;MASC;SG	N;NOM;FEM;SG
esposa	ehefrau	esposo	ehefrau	N;FEM;SG	N;NOM;FEM;SG
esposa	frau	esposo	frau	N;FEM;SG	N;NOM;FEM;SG
demais	ebenfalls	demais	ebenfalls	ADV	ADV
demais	auch	demais	auch	ADV	ADV
cultural	kultureller	cultural	kulturell	ADJ;MASC;SG	ADJ
cultural	kulturell	cultural	kulturell	ADJ;MASC;SG	ADJ
cultural	kulturellen	cultural	kulturell	ADJ;MASC;SG	ADJ
alguém	jemand	alguém	jemand	PRO;MASC;SG	PRO;NOM;INDF;SG
alguém	jeder	alguém	jed	PRO;MASC;SG	PRO;NOM;INDF;MASC;SG
alguém	jemand	alguém	jemand	PRO;MASC;SG	PRO;NOM;INDF;SG
alguém	jemand	alguém	jemand	PRO;MASC;SG	PRO;NOM;INDF;SG
objetivo	ziel	objetivo	ziel	N;MASC;SG	N;NOM;NEUT;SG
objetivo	ziel	objetivo	ziel	N;MASC;SG	N;NOM;NEUT;SG
verde	grün	verde	grün	ADJ;MASC;SG	ADJ
verde	grünen	verde	grün	ADJ;MASC;SG	ADJ
destaque	hervorhebung	destaque	hervorhebung	N;MASC;SG	N;NOM;FEM;SG
destaque	hervorhebung	destaque	hervorhebung	N;MASC;SG	N;NOM;FEM;SG
pessoal	personalabteilung	pessoal	personalabteilung	N;MASC;SG	N;NOM;FEM;SG
club	club	club	club	N;MASC;SG	N;NOM
club	klub	club	klub	N;MASC;SG	N;NOM;MASC;SG
pequena	kleines	pequeno	klein	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
pequena	kleiner	pequeno	klein	ADJ;FEM;SG	ADJ
pequena	klein	pequeno	klein	ADJ;FEM;SG	ADJ
pequena	kleiner	pequeno	klein	ADJ;FEM;SG	ADJ
pequena	klein	pequeno	klein	ADJ;FEM;SG	ADJ
eventos	veranstaltungen	evento	veranstaltung	N;MASC;PL	N;NOM;FEM;PL
eventos	anlässe	evento	anlassen	N;MASC;PL	N;NOM;FEM;PL
editor	verlag	editor	verliegen	N;MASC;SG	N;NOM;MASC;SG
editor	redaktion	editor	redaktion	N;MASC;SG	N;SG
usar	benutzen	usar	benutzen	V;NFIN	V;NFIN
usar	verwenden	usar	verwenden	V;NFIN	V;NFIN
usar	benutzen	usar	benutzen	V;NFIN	V;NFIN
usar	verwenden	usar	verwenden	V;NFIN	V;NFIN
chefe	chef	chefe	chef	N;MASC;SG	N;NOM;MASC;SG
chefe	chef	chefe	chef	N;MASC;SG	N;NOM;MASC;SG
qualidade	qualität	qualidade	qualität	N;FEM;SG	N
metal	metallverarbeitung	metal	metallverarbeitung	N;MASC;SG	N;NOM;FEM;SG
dizer	sagen	dizer	sagen	V;NFIN	V;NFIN
dizer	sagt	dizer	sagen	V;NFIN	V;IND;SG;3;PRS;FIN
aparece	erscheint	aparecer	erscheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
aparece	scheint	aparecer	scheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ocupação	besetzung	ocupação	Besetzung	N;FEM;SG	N;FEM;SG
ocupação	beruf	ocupação	beruf	N;FEM;SG	N;SG
títulos	papiere	título	papieren	N;MASC;PL	N;NOM;PL
canções	lieder	canção	lasder	N;FEM;PL	N;NOM;NEUT;PL
canções	songs	canção	songs	N;FEM;PL	N;NOM;MASC;PL
empresas	unternehmen	empresa	unternehmen	N;FEM;PL	N;NOM;NEUT;PL
empresas	unternehmen	empresa	unternehmen	N;FEM;PL	N;NOM;NEUT;PL
feminino	weiblich	feminino	weiblich	ADJ;MASC;SG	ADJ
feminino	weiblicher	feminino	weiblich	ADJ;MASC;SG	ADJ
feminino	weiblich	feminino	weiblich	ADJ;MASC;SG	ADJ
padrão	voreinstellung	padrão	voreinstellung	N;MASC;SG	N;NOM;FEM;SG
padrão	standardeinstellung	padrão	standardeinstellung	N;MASC;SG	N;NOM;FEM;SG
dez	zehn	dez	zehn	NUM	NUM
resultados	ergebnisse	resultado	ergebnis	N;MASC;PL	N;NOM;NEUT;PL
resultados	ergebnisse	resultado	ergebnis	N;MASC;PL	N;NOM;NEUT;PL
responsável	verantwortlich	responsável	verantwortlich	ADJ;MASC;SG	ADJ
responsável	verantwortlicher	responsável	verantwortlicher	ADJ;MASC;SG	ADJ
defesa	verteidigung	defesa	verteidigung	N;FEM;SG	N;NOM;FEM;SG
defesa	abwehr	defesa	abwehr	N;FEM;SG	N;SG
defesa	selbstverteidigung	defesa	selbstverteidigung	N;FEM;SG	N;NOM;FEM;SG
defesa	verteidigung	defesa	verteidigung	N;FEM;SG	N;NOM;FEM;SG
defesa	abwehr	defesa	abwehr	N;FEM;SG	N;SG
episódios	episoden	episódio	episod	N;MASC;PL	N;NOM;FEM;PL
episódios	episoden	episódio	episod	N;MASC;PL	N;NOM;FEM;PL
ilhas	inseln	ilha	inseln	N;FEM;PL	N;NOM;FEM;PL
pequeno	kleines	pequeno	klein	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pequeno	kleiner	pequeno	klein	ADJ;MASC;SG	ADJ
pequeno	klein	pequeno	klein	ADJ;MASC;SG	ADJ
pequeno	kleiner	pequeno	klein	ADJ;MASC;SG	ADJ
pequeno	klein	pequeno	klein	ADJ;MASC;SG	ADJ
campanha	kampagne	campanha	kampagne	N;FEM;SG	N;NOM;FEM;SG
gravadora	kennzeichnung	gravadora	kennzeichnung	N;FEM;SG	N;NOM;FEM;SG
imagens	bilder	imagem	Bild	N;FEM;PL	N;NOM;NEUT;PL
imagens	bilder	imagem	Bild	N;FEM;PL	N;NOM;NEUT;PL
segurança	sicherheit	segurança	sicherheit	N;FEM;SG	N;NOM;SG
segurança	sicherheit	segurança	sicherheit	N;FEM;SG	N;NOM;SG
especialmente	besonders	especialmente	besonders	ADV	ADV
especialmente	vorallem	especialmente	vorallem	ADV	ADV
especialmente	insbesondere	especialmente	insbesondere	ADV	ADV
especialmente	besonders	especialmente	besonders	ADV	ADV
equipes	mannschaften	equipe	mannschaften	N;FEM;PL	N;NOM;PL
equipes	teams	equipe	teams	N;FEM;PL	N;NOM;NEUT;PL
jogadores	spielern	jogador	spielern	N;MASC;PL	N;PL
nomeado	genannt	nomear	nennen	V;MASC;SG;V.PTCP	V;V.PTCP
nomeado	benannte	nomear	benennen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
nomeado	benannt	nomear	benennen	V;MASC;SG;V.PTCP	V;V.PTCP
nomeado	ernannt	nomear	ernennen	V;MASC;SG;V.PTCP	V;V.PTCP
nomeado	ernannt	nomear	ernennen	V;MASC;SG;V.PTCP	V;V.PTCP
nomeado	nominiert	nomear	nominieren	V;MASC;SG;V.PTCP	V;V.PTCP
partida	abgang	partida	abgehen	N;FEM;SG	N;SG
realizado	abgehalten	realizar	abhalten	V;MASC;SG;V.PTCP	V;V.PTCP
realizado	gehalten	realizar	halten	V;MASC;SG;V.PTCP	V;V.PTCP
realizado	hielt	realizar	halten	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
realizado	festgehalten	realizar	festhalten	V;MASC;SG;V.PTCP	V;V.PTCP
realizado	durchgeführt	realizar	durchführen	V;MASC;SG;V.PTCP	V;V.PTCP
realizado	ausgeführt	realizar	ausführen	V;MASC;SG;V.PTCP	V;V.PTCP
classificação	wertung	classificação	wertung	N;FEM;SG	N;FEM;SG
global	globalen	global	global	ADJ;MASC;SG	ADJ
global	global	global	global	ADJ;MASC;SG	ADJ
global	weltweit	global	weltweit	ADJ;MASC;SG	ADJ
eliminação	ausscheidung	eliminação	ausscheidung	N;FEM;SG	N;NOM;FEM;SG
eliminação	eliminierung	eliminação	eliminierung	N;FEM;SG	N;NOM;FEM;SG
eliminação	ausschaltung	eliminação	ausschaltung	N;FEM;SG	N;FEM;SG
eliminação	beseitigung	eliminação	Beseitigung	N;FEM;SG	N;NOM;FEM;SG
eliminação	endlagerung	eliminação	endlagerung	N;FEM;SG	N;NOM;FEM;SG
eliminação	entsorgung	eliminação	Entsorgung	N;FEM;SG	N;NOM;SG
eliminação	beseitigung	eliminação	Beseitigung	N;FEM;SG	N;NOM;FEM;SG
eliminação	löschung	eliminação	löschung	N;FEM;SG	N;NOM;FEM;SG
ataque	angriff	ataque	angreifen	N;MASC;SG	N
ataque	anschlag	ataque	anschlagen	N;MASC;SG	N;SG
papa	papst	papa	papst	N;MASC;SG	N;NOM;MASC;SG
missão	aufgabe	missão	aufgaben	N;FEM;SG	N;NOM;FEM;SG
missão	auftrag	missão	auftragen	N;FEM;SG	N;MASC;SG
termos	geschäftsbedingungen	termos	geschäftsbedingung	N;MASC;PL	N;NOM;FEM;PL
palavra	wortes	palavra	wort	N;FEM;SG	N;NOM;NEUT;SG
palavra	wort	palavra	wort	N;FEM;SG	N;NOM;NEUT;SG
artes	künste	arte	künsen	N;FEM;PL	N;PL
concelho	gemeinde	concelho	gemeinde	N;MASC;SG	N;NOM;FEM;SG
concelho	kommune	concelho	kommun	N;MASC;SG	N;NOM;FEM;SG
utilizado	gebraucht	utilizar	brauchen|gebrauchen	V;MASC;SG;V.PTCP	V;V.PTCP
utilizado	benutzt	utilizar	benutzen	V;MASC;SG;V.PTCP	V;V.PTCP
utilizado	verwendete	utilizar	verwenden	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
utilizado	verwendet	utilizar	verwenden	V;MASC;SG;V.PTCP	V;V.PTCP
significa	meint	significar	meinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
significa	bedeutet	significar	bedeuten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
plano	plan	plano	plan	N;MASC;SG	N
interesse	zinssatz	interesse	zinssatz	N;MASC;SG	N;SG
cabo	umhang	cabo	umhang	N;MASC;SG	N
voto	abstimmung	voto	abstimmung	N;MASC;SG	N;NOM;FEM;SG
voto	abstimmung	voto	abstimmung	N;MASC;SG	N;NOM;FEM;SG
economia	ökonomie	economia	ökonomie	N;FEM;SG	N;NOM;FEM;SG
economia	wirtschaftlichkeit	economia	wirtschaftlichkeit	N;FEM;SG	N;NOM;FEM;SG
curso	lehrgang	curso	lehrgang	N;MASC;SG	N
venceu	gewonnen	vencer	gewinnen	V;IND;SG;3;PST;FIN	V;V.PTCP
venceu	gewann	vencer	gewinnen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
armas	pistolen	arma	pistol	N;FEM;PL	N;NOM;PL
armas	gewehre	arma	gewehr	N;FEM;PL	N;NOM;PL
armas	kanonen	arma	kanon	N;FEM;PL	N;NOM;FEM;PL
deixar	verlassen	deixar	verlassen	V;NFIN	V;NFIN
deixar	hinterlassen	deixar	hinterlassen	V;NFIN	V;V.PTCP
deixar	weggehen	deixar	weggehen	V;NFIN	V;NFIN
deixar	verlässt	deixar	verlassen	V;NFIN	V;IND;SG;3;PRS;FIN
deixar	verlassen	deixar	verlassen	V;NFIN	V;NFIN
deixar	weggehen	deixar	weggehen	V;NFIN	V;NFIN
álbuns	alben	álbum	albe	N;MASC;PL	N;NOM;PL
comando	befehl	comando	befehl	N;MASC;SG	N;ACC;MASC;SG
comando	kommando	comando	kommando	N;MASC;SG	N;NOM;NEUT;SG
comando	kommando	comando	kommando	N;MASC;SG	N;NOM;NEUT;SG
produtos	produkte	produto	produkt	N;MASC;PL	N;NOM;NEUT;PL
produtos	erzeugnisse	produto	erzeugnis	N;MASC;PL	N;NOM;PL
produtos	produkt	produto	produkt	N;MASC;PL	N
usa	verwendungen	usar	verwendingen	V;IND;SG;3;PRS;FIN	V;NFIN
usa	verwendet	usar	verwenden	V;IND;SG;3;PRS;FIN	V;V.PTCP
inicialmente	anfangs	inicialmente	anfangs	ADV	ADV
dado	gegeben	dar	geben	V;MASC;SG;V.PTCP	V;V.PTCP
sistemas	systeme	sistema	system	N;MASC;PL	N;NOM
website	website	websitir	websit	N;MASC;SG	N;SG
marca	marke	marca	marken	N;FEM;SG	N;NOM;FEM;SG
marca	tag	marca	tagen	N;FEM;SG	N;NOM;MASC;SG
marca	marke	marca	marken	N;FEM;SG	N;NOM;FEM;SG
volume	menge	volume	mengen	N;MASC;SG	N;NOM;FEM;SG
médio	nahen	médio	nah	ADJ;MASC;SG	ADJ
médio	mittlerer	médio	mittler	ADJ;MASC;SG	ADJ
médio	durchschnittlich	médio	durchschnittlich	ADJ;MASC;SG	ADJ
estudo	studium	estudo	studium	N;MASC;SG	N;NOM;NEUT;SG
estudo	studie	estudo	studie	N;MASC;SG	N;NOM;FEM;SG
faixas	gleise	faixa	gleis	N;FEM;PL	N
vem	komme	vir	kommen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vem	kommt	vir	kommen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vem	kommen	vir	kommen	V;IND;SG;3;PRS;FIN	V;NFIN
prova	nachweise	prova	nachweise	N;FEM;SG	N;NOM;FEM;SG
prova	nachweis	prova	nachweis	N;FEM;SG	N
prova	nachweise	prova	nachweise	N;FEM;SG	N;NOM;FEM;SG
prova	nachweis	prova	nachweis	N;FEM;SG	N
ali	dort	ali	dort	ADV	ADV
ali	dorthin	ali	dorthin	ADV	ADV
ali	da	ali	da	ADV	ADV
relatório	bericht	relatório	berechen	N;MASC;SG	N
predefinição	voreinstellung	predefinição	voreinstellung	N;FEM;SG	N;NOM;FEM;SG
predefinição	standardeinstellung	predefinição	standardeinstellung	N;FEM;SG	N;NOM;FEM;SG
predefinição	voreinstellung	predefinição	voreinstellung	N;FEM;SG	N;NOM;FEM;SG
estrada	schnellstraße	estrada	schnellstraße	N;FEM;SG	N;NOM;FEM;SG
estrada	landstraße	estrada	landstraße	N;FEM;SG	N;NOM;FEM;SG
caminho	trasse	caminho	trassen	N;MASC;SG	N
dirigido	gerichtet	dirigir	richten	V;MASC;SG;V.PTCP	V;V.PTCP
dirigido	gelenkt	dirigir	lenken	V;MASC;SG;V.PTCP	V;V.PTCP
faculdade	hochschule	faculdade	hochschule	N;FEM;SG	N;NOM;FEM;SG
faculdade	fakultät	faculdade	fakultät	N;FEM;SG	N
características	charakteristiken	característica	charakteristiken	N;FEM;PL	N;NOM;FEM;PL
casamento	hochzeit	casamento	hochzeit	N;MASC;SG	N;NOM;FEM;SG
casamento	hochzeit	casamento	hochzeit	N;MASC;SG	N;NOM;FEM;SG
casamento	trauung	casamento	trauung	N;MASC;SG	N;NOM;FEM;SG
mal	kaum	mal	kaum	ADV	ADV
mal	mal	mal	mal	ADV	ADV
mal	übel	mal	übel	ADV	ADV
usando	benutzen	usar	benutzen	V;V.MSDR	V;NFIN
usando	verwenden	usar	verwenden	V;V.MSDR	V;NFIN
formato	dateiformat	formato	dateiformat	N;MASC;SG	N;NOM;NEUT;SG
formato	format	formato	format	N;MASC;SG	N;NOM;NEUT;SG
university	hochschule	university	hochschule	N;MASC;SG	N;NOM;FEM;SG
casou	verheiratete	casar	verheiraten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
ocorreu	aufgetreten	ocorrer	auftreten	V;IND;SG;3;PST;FIN	V;V.PTCP
ocorreu	eingetreten	ocorrer	eintreten	V;IND;SG;3;PST;FIN	V;V.PTCP
unidade	einheit	unidade	einheit	N;FEM;SG	N;NOM;FEM;SG
unidade	einheit	unidade	einheit	N;FEM;SG	N;NOM;FEM;SG
levou	nahm	levar	nehmen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
nascimento	geburt	nascimento	geburen	N;MASC;SG	N;SG
estreia	uraufführung	estreia	uraufführung	N;FEM;SG	N;NOM;FEM;SG
romano	roman	romano	roman	N;MASC;SG	N;NOM;MASC;SG
assunto	thema	assunto	thema	N;MASC;SG	N;NOM;NEUT;SG
opinião	stellungnahme	opinião	stellungnahme	N;FEM;SG	N;NOM;FEM;SG
opinião	meinung	opinião	meinung	N;FEM;SG	N;NOM;FEM;SG
crianças	kinder	criança	kinder	N;FEM;PL	N;NOM;NEUT;PL
crianças	kindern	criança	kindern	N;FEM;PL	N;NOM;NEUT;PL
crianças	kinder	criança	kinder	N;FEM;PL	N;NOM;NEUT;PL
crianças	kindern	criança	kindern	N;FEM;PL	N;NOM;NEUT;PL
claro	sicherlich	claro	sicherlich	ADV	ADV
quarto	zimmer	quarto	zimmer	N;MASC;SG	N
quarto	zimmer	quarto	zimmer	N;MASC;SG	N
espírito	geistes	espírito	geist	N;MASC;SG	N;NOM;NEUT;SG
publicado	veröffentlichte	publicar	veröffentlichen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
publicado	gepostet	publicar	posten	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	geschrieben	publicar	schreiben	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	veröffentlicht	publicar	veröffentlichen	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	gesendet	publicar	senden	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	publiziert	publicar	publizieren	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	veröffentlichte	publicar	veröffentlichen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
publicado	erschienen	publicar	erscheinen	V;MASC;SG;V.PTCP	V;V.PTCP
publicado	veröffentlicht	publicar	veröffentlichen	V;MASC;SG;V.PTCP	V;V.PTCP
baseado	basiert	basear	basieren	V;MASC;SG;V.PTCP	V;V.PTCP
artistas	interpreten	artista	interpreten	N;MASC;PL	N;PL
artistas	künstlerinnen	artista	künstlerinnen	N;MASC;PL	N;NOM;PL
oito	acht	oito	acht	NUM	NUM
lançou	startete	lançar	starten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lançou	lanciert	lançar	lancieren	V;IND;SG;3;PST;FIN	V;V.PTCP
lançou	gestartet	lançar	starten	V;IND;SG;3;PST;FIN	V;V.PTCP
diferente	verschieden	diferente	verschieden	ADJ;MASC;SG	ADJ
diferente	unterschiedlich	diferente	unterschiedlich	ADJ;MASC;SG	ADJ
ficar	bleiben	ficar	bleiben	V;NFIN	V;NFIN
ficar	bleiben	ficar	bleiben	V;NFIN	V;NFIN
fundada	gegründet	fundar	gründen	V;FEM;SG;V.PTCP	V;V.PTCP
fundada	gründete	fundar	gründen	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
academia	akademie	academia	akademie	N;FEM;SG	N;NOM;FEM;SG
usada	gebraucht	usar	brauchen|gebrauchen	V;FEM;SG;V.PTCP	V;V.PTCP
usada	benutzt	usar	benutzen	V;FEM;SG;V.PTCP	V;V.PTCP
usada	verwendete	usar	verwenden	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
usada	verwendet	usar	verwenden	V;FEM;SG;V.PTCP	V;V.PTCP
animais	tiere	animal	tier	N;MASC;PL	N;NOM;NEUT;PL
animais	tiere	animal	tier	N;MASC;PL	N;NOM;NEUT;PL
voltou	kehrte	voltar	kehren	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
voltou	zurückgekehrt	voltar	zurückkehren	V;IND;SG;3;PST;FIN	V;V.PTCP
voltou	zurückgegeben	voltar	zurückgeben	V;IND;SG;3;PST;FIN	V;V.PTCP
voltou	zurückgeschickt	voltar	zurückschicken	V;IND;SG;3;PST;FIN	V;V.PTCP
ficheiro	akten	ficheiro	akt	N;MASC;SG	N
amigo	freundin	amigo	Freundin	N;MASC;SG	N;NOM;FEM;SG
relações	beziehungen	relação	beziehungen	N;FEM;PL	N;NOM;FEM;PL
relações	relationen	relação	relationen	N;FEM;PL	N;NOM;PL
relações	beziehungen	relação	beziehungen	N;FEM;PL	N;NOM;FEM;PL
iniciou	begonnen	iniciar	beginnen	V;IND;SG;3;PST;FIN	V;V.PTCP
iniciou	angefangen	iniciar	anfangen	V;IND;SG;3;PST;FIN	V;V.PTCP
iniciou	begann	iniciar	beginnen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
iniciou	gestartet	iniciar	starten	V;IND;SG;3;PST;FIN	V;V.PTCP
ideia	idee	ideia	idee	N;FEM;SG	N;NOM;FEM;SG
nascido	geboren	nascer	gebären	V;MASC;SG;V.PTCP	V;V.PTCP
nascido	geb	nascer	geb	V;MASC;SG;V.PTCP	V;V.PTCP
praia	strände	praia	strand	N;FEM;SG	N;NOM
praia	strände	praia	strand	N;FEM;SG	N;NOM
necessário	notwendig	necessário	notwendig	ADJ;MASC;SG	ADJ
necessário	erforderlich	necessário	erforderlich	ADJ;MASC;SG	ADJ
necessário	erforderlich	necessário	erforderlich	ADJ;MASC;SG	ADJ
necessário	notwendig	necessário	notwendig	ADJ;MASC;SG	ADJ
necessário	erforderlich	necessário	erforderlich	ADJ;MASC;SG	ADJ
necessário	notwendig	necessário	notwendig	ADJ;MASC;SG	ADJ
necessário	nötig	necessário	nötig	ADJ;MASC;SG	ADJ
idioma	sprache	idioma	sprechen	N;MASC;SG	N;NOM;FEM;SG
últimos	letzten	último	letzt	ADJ;MASC;PL	ADJ;PL
últimos	aktuellste	último	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
últimos	neuesten	último	neu	ADJ;MASC;PL	ADJ
últimos	neueste	último	neu	ADJ;MASC;PL	ADJ;NOM;FEM;PL
últimos	aktuelle	último	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
provavelmente	wohl	provavelmente	wohl	ADV	ADV
romance	roman	romance	roman	N;MASC;SG	N;NOM;MASC;SG
entrou	eingetragen	entrar	eintragen	V;IND;SG;3;PST;FIN	V;V.PTCP
entrou	eingegeben	entrar	eingeben	V;IND;SG;3;PST;FIN	V;V.PTCP
entrou	trat	entrar	treten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
entrou	beigetreten	entrar	beitreten	V;IND;SG;3;PST;FIN	V;V.PTCP
britânico	britisch	britânico	britisch	ADJ;MASC;SG	ADJ
começa	fängt	começar	fängen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
começa	beginnt	começar	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
começa	starten	começar	start	V;IND;SG;3;PRS;FIN	V;NFIN
começa	anfangen	começar	anfangen	V;IND;SG;3;PRS;FIN	V;NFIN
começa	beginnen	começar	beginnen	V;IND;SG;3;PRS;FIN	V;NFIN
começa	startet	começar	starten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
começa	fängt	começar	fängen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
começa	beginnt	começar	beginnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
amigos	freundinnen	amigo	freundinnen	N;MASC;PL	N;NOM;PL
amigos	freunde	amigo	freund	N;MASC;PL	N;NOM;PL
influência	beeinflussung	influência	beeinflussung	N;FEM;SG	N;NOM;FEM;SG
influência	einfluß	influência	einfluß	N;FEM;SG	N
distribuição	verteilung	distribuição	Verteilung	N;FEM;SG	N;NOM;SG
velho	altstadt	velho	altstadt	ADJ;MASC;SG	ADJ
velho	alter	velho	alt	ADJ;MASC;SG	ADJ
velho	alt	velho	alt	ADJ;MASC;SG	ADJ
municípios	gemeinden	município	gemeinden	N;MASC;PL	N;NOM;FEM;PL
municípios	gemeinden	município	gemeinden	N;MASC;PL	N;NOM;FEM;PL
senhor	gott	senhor	gott	N;MASC;SG	N;NOM;MASC;SG
senhor	herr	senhor	herr	N;MASC;SG	N;NOM;MASC;SG
senhor	herrn	senhor	herrn	N;MASC;SG	N;NOM;MASC;SG
senhor	herr	senhor	herr	N;MASC;SG	N;NOM;MASC;SG
senhor	herr	senhor	herr	N;MASC;SG	N;NOM;MASC;SG
crítica	kritik	crítico	kritik	N;FEM;SG	N
crítica	kritik	crítico	kritik	N;FEM;SG	N
aumento	zunahme	aumento	zunahme	N;MASC;SG	N;SG
aumento	erhöhung	aumento	erhöhung	N;MASC;SG	N;NOM;FEM;SG
busca	suche	busca	suchen	N;FEM;SG	N;NOM;FEM;SG
condições	geschäftsbedingungen	condição	geschäftsbedingung	N;FEM;PL	N;NOM;FEM;PL
comunicação	mitteilung	comunicação	mitteilung	N;FEM;SG	N;FEM;SG
jardim	gartens	jardim	gartens	N;MASC;SG	N;NOM;NEUT;SG
sabe	weiß	saber	wissen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sabe	kenn	saber	kenn	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FIN
sabe	wissen	saber	wissen	V;IND;SG;3;PRS;FIN	V;NFIN
sabe	kennen	saber	kennen	V;IND;SG;3;PRS;FIN	V;NFIN
lançada	startete	lançar	starten	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
lançada	lanciert	lançar	lancieren	V;FEM;SG;V.PTCP	V;V.PTCP
lançada	gestartet	lançar	starten	V;FEM;SG;V.PTCP	V;V.PTCP
estimada	geschätzte	estimar	geschätzt	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
estimada	geschätzt	estimar	schätzen	V;FEM;SG;V.PTCP	V;V.PTCP
estimada	schätzungen	estimar	schätzen	V;FEM;SG;V.PTCP	V;NFIN
entrada	eingang	entrada	eingehen	N;FEM;SG	N;SG
entrada	eintrag	entrada	eintrag	N;FEM;SG	N
entrada	eingang	entrada	eingehen	N;FEM;SG	N;SG
entrada	eingang	entrada	eingehen	N;FEM;SG	N;SG
entrada	eingabe	entrada	eingabe	N;FEM;SG	N;FEM;SG
realizada	abgehalten	realizar	abhalten	V;FEM;SG;V.PTCP	V;V.PTCP
realizada	gehalten	realizar	halten	V;FEM;SG;V.PTCP	V;V.PTCP
realizada	hielt	realizar	halten	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
realizada	festgehalten	realizar	festhalten	V;FEM;SG;V.PTCP	V;V.PTCP
realizada	durchgeführt	realizar	durchführen	V;FEM;SG;V.PTCP	V;V.PTCP
realizada	ausgeführt	realizar	ausführen	V;FEM;SG;V.PTCP	V;V.PTCP
terras	länder	terra	land	N;FEM;PL	N;NOM;NEUT;PL
independente	selbständig	independente	selbständig	ADJ;MASC;SG	ADJ
independente	unabhängig	independente	unabhängig	ADJ;MASC;SG	ADJ
independente	unabhängigen	independente	unabhängig	ADJ;MASC;SG	ADJ
independente	selbständig	independente	selbständig	ADJ;MASC;SG	ADJ
independente	selbstständig	independente	selbständig	ADJ;MASC;SG	ADJ
independente	unabhängig	independente	unabhängig	ADJ;MASC;SG	ADJ
técnica	technik	técnica	technik	N;FEM;SG	N;SG
comercial	kommerziellen	comercial	kommerziell	ADJ;MASC;SG	ADJ
