van	din	van	din	ADP	ADP;ACC
ziekenhuis	spitalul	ziekenhuis	spital	N;NEUT;SG	N;DEF;MASC;SG
ziekenhuis	spital	ziekenhuis	spital	N;NEUT;SG	N;INDF;MASC;SG
liefde	iubire	liefde	iubire	N;MASC+FEM;SG	N;INDF;FEM;SG
liefde	iubirea	liefde	iubire	N;MASC+FEM;SG	N;DEF;FEM;SG
liefde	dragoste	liefde	dragoste	N;MASC+FEM;SG	N;INDF;MASC
liefde	dragostea	liefde	dragoste	N;MASC+FEM;SG	N;DEF;FEM;SG
structuur	structura	structuur	structură	N;MASC+FEM;SG	N;DEF;FEM;SG
structuur	structura	structuur	structură	N;MASC+FEM;SG	N;DEF;FEM;SG
structuur	structurii	structuur	structură	N;MASC+FEM;SG	N;DEF;FEM;SG
rgb	rgb	rgb	rgb	N;PL	N
turkse	turcesc	turks	turcesc	ADJ	ADJ;INDF;MASC;SG
turkse	turc	turks	turc	ADJ	ADJ;INDF;MASC;SG
gezin	familie	gezin	familie	N;NEUT;SG	N;INDF;FEM;SG
gezin	familia	gezin	familie	N;NEUT;SG	N;DEF;FEM;SG
populair	popular	populair	popular	ADJ	ADJ;INDF;MASC;SG
populair	populare	populair	popular	ADJ	ADJ;INDF;FEM;PL
proberen	incearca	proberen	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
proberen	incearca	proberen	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
proberen	incerc	proberen	incerc	V;NFIN	V;IND;SG;1;PRS;FIN
handel	comert	handel	comert	N;MASC+FEM;SG	N;INDF;MASC;SG
handel	comert	handel	comert	N;MASC+FEM;SG	N;INDF;MASC;SG
handel	comertul	handel	comert	N;MASC+FEM;SG	N;DEF;MASC;SG
handel	comertul	handel	comert	N;MASC+FEM;SG	N;DEF;MASC;SG
handel	comert	handel	comert	N;MASC+FEM;SG	N;INDF;MASC;SG
label	eticheta	label	etichetă	N;NEUT;SG	N;DEF;FEM;SG
label	eticheta	label	etichetă	N;NEUT;SG	N;DEF;FEM;SG
saksen	saxoni	saksen	saxon	N;PL	N;INDF;MASC;PL
redenen	motive	reden	motiv	N;PL	N;INDF;FEM;PL
redenen	motivele	reden	motiv	N;PL	N;DEF;FEM;PL
openbaar	publice	openbaar	public	ADJ	ADJ;INDF;FEM;PL
openbaar	public	openbaar	public	ADJ	ADJ;INDF;MASC;SG
prinses	printesa	prinses	printesă	N;MASC+FEM;SG	N;DEF;FEM;SG
prinses	printesa	prinses	printesă	N;MASC+FEM;SG	N;DEF;FEM;SG
prinses	printesa	prinses	printesă	N;MASC+FEM;SG	N;DEF;FEM;SG
speciaal	speciala	speciaal	special	ADJ	ADJ;DEF;FEM;SG
speciaal	speciala	speciaal	special	ADJ	ADJ;DEF;FEM;SG
speciaal	speciale	speciaal	special	ADJ	ADJ;INDF;FEM;PL
boom	pom	boom	pom	N;MASC+FEM;SG	N;INDF;MASC;SG
boom	arbore	boom	arbor	N;MASC+FEM;SG	N;INDF;MASC;SG
boom	copac	boom	copac	N;MASC+FEM;SG	N;INDF;MASC;SG
boom	copacul	boom	copac	N;MASC+FEM;SG	N;DEF;MASC;SG
boom	arborele	boom	arbor	N;MASC+FEM;SG	N;DEF;MASC;SG
boom	boom	boom	boom	N;MASC+FEM;SG	N;INDF;MASC;SG
brittannië	britania	brittannië	britanie	N;NEUT;SG	N;DEF;FEM;SG
brittannië	britannia	brittannië	britannia	N;NEUT;SG	N;DEF;FEM;SG
big	big	big	big	N;MASC+FEM;SG	N;INDF;MASC;SG
achtergrond	fundal	achtergrond	fundal	N;MASC+FEM;SG	N;INDF;MASC;SG
achtergrond	fundalul	achtergrond	fundal	N;MASC+FEM;SG	N;DEF;MASC;SG
washington	washingtonul	washington	washington	N;MASC+FEM;SG	N;DEF;MASC;SG
geloof	crede	geloven	crede	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
spreekt	vorbeste	spreken	vorbi	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
titels	titluri	titel	titlu	N;PL	N;INDF;FEM;PL
titels	titlurile	titel	titlu	N;PL	N;DEF;FEM;PL
snelheid	viteza	snelheid	viteză	N;MASC+FEM;SG	N;DEF;FEM;SG
snelheid	viteza	snelheid	viteză	N;MASC+FEM;SG	N;DEF;FEM;SG
snelheid	speed	snelheid	speed	N;MASC+FEM;SG	N;INDF;MASC;SG
snelheid	turatia	snelheid	turatie	N;MASC+FEM;SG	N;DEF;FEM;SG
gerard	gerard	rarden	gerard	N;MASC+FEM;SG	N;INDF;MASC;SG
zet	pune	zetten	pune	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
bekijken	vizualizeaza	bekijken	vizualizează	V;NFIN	V;IND;SG;3;IPFV;FIN
jazz	jazz	jazz	jazz	N;MASC+FEM;SG	N;INDF;MASC;SG
blad	frunza	blad	frunză	N;NEUT;SG	N;DEF;FEM;SG
blad	frunza	blad	frunză	N;NEUT;SG	N;DEF;FEM;SG
winter	iarna	winter	iarnă	N;MASC+FEM;SG	N;DEF;FEM;SG
winter	iarna	winter	iarnă	N;MASC+FEM;SG	N;DEF;FEM;SG
voet	picior	voet	picior	N;MASC+FEM;SG	N;INDF;MASC;SG
abdij	abbey	abdij	abbey	N;MASC+FEM;SG	N;INDF;MASC;SG
groen	verzi	groen	verde	ADJ	ADJ;INDF;PL
kenmerken	caracteristici	kenmerk	caracteristică	N;PL	N;INDF;FEM;PL
kenmerken	caracteristicile	kenmerk	caracteristică	N;PL	N;DEF;FEM;PL
kenmerken	atribute	kenmerk	atribut	N;PL	N;INDF;FEM;PL
kenmerken	caracteristici	kenmerk	caracteristică	N;PL	N;INDF;FEM;PL
kenmerken	trasaturi	kenmerk	trasat	N;PL	N;INDF;FEM;PL
journalist	ziarista	journalist	ziarist	N;MASC+FEM;SG	N;DEF;FEM;SG
journalist	jurnalistul	journalist	jurnalist	N;MASC+FEM;SG	N;DEF;MASC;SG
journalist	jurnalist	journalist	jurnalist	N;MASC+FEM;SG	N;INDF;MASC;SG
journalist	jurnalista	journalist	jurnalist	N;MASC+FEM;SG	N;DEF;FEM;SG
journalist	ziarist	journalist	ziarist	N;MASC+FEM;SG	N;INDF;MASC;SG
journalist	reporterul	journalist	reporter	N;MASC+FEM;SG	N;DEF;MASC;SG
journalist	reporter	journalist	reporter	N;MASC+FEM;SG	N;INDF;MASC;SG
www	www	www	www	N;MASC+FEM;SG	N;INDF;MASC;SG
woonde	trait	wonen	trai	V;SG;PST;FIN	V;MASC;SG;V.PTCP
woonde	trait	wonen	trai	V;SG;PST;FIN	V;MASC;SG;V.PTCP
treinen	trenurile	trein	tren	N;PL	N;DEF;FEM;PL
treinen	trenuri	trein	tren	N;PL	N;INDF;FEM;PL
categorieën	categorii	categorieën	categorie	N;PL	N;INDF;FEM;PL
categorieën	categoriile	categorieën	categorie	N;PL	N;DEF;FEM;PL
meerderheid	majoritate	meerderheid	majoritate	N;MASC+FEM;SG	N;INDF;FEM;SG
meerderheid	majoritatea	meerderheid	majoritate	N;MASC+FEM;SG	N;DEF;FEM;SG
aparte	separat	apart	separat	ADJ	ADJ;INDF;MASC;SG
aparte	separata	apart	separată	ADJ	ADJ;DEF;FEM;SG
aparte	separate	apart	separat	ADJ	ADJ;INDF;FEM;PL
concert	concertul	concert	concert	N;NEUT;SG	N;DEF;MASC;SG
concert	concert	concert	concert	N;NEUT;SG	N;INDF;MASC;SG
kapitein	capitan	kapitein	capitan	N;MASC+FEM;SG	N;INDF;MASC;SG
kapitein	skipper	kapitein	skipper	N;MASC+FEM;SG	N;INDF;MASC;SG
hoek	coltul	hoek	colt	N;MASC+FEM;SG	N;DEF;MASC;SG
hoek	corner	hoek	corner	N;MASC+FEM;SG	N;INDF;MASC;SG
hoek	colt	hoek	colt	N;MASC+FEM;SG	N;INDF;MASC;SG
hoek	colt	hoek	colt	N;MASC+FEM;SG	N;INDF;MASC;SG
hoek	unghi	hoek	unghi	N;MASC+FEM;SG	N;INDF;MASC;SG
hoek	unghiul	hoek	unghi	N;MASC+FEM;SG	N;DEF;MASC;SG
lees	citeste	lezen	citesc	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lees	citeste	lezen	citesc	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
probeerde	incercat	proberen	incerca	V;SG;PST;FIN	V;MASC;SG;V.PTCP
rio	rio	rio	ruo	N;MASC+FEM;SG	N;INDF;MASC;SG
onafhankelijk	independente	onafhankelijk	independent	ADJ	ADJ;INDF;FEM;PL
armen	bratele	arm	brate	N;PL	N;DEF;FEM;PL
elektrische	electrice	elektrisch	electric	ADJ	ADJ;INDF;FEM;PL
elektrische	electric	elektrisch	electric	ADJ	ADJ;INDF;MASC;SG
elektrische	electrice	elektrisch	electric	ADJ	ADJ;INDF;FEM;PL
elektrische	electric	elektrisch	electric	ADJ	ADJ;INDF;MASC;SG
stenen	pietre	steen	piatră	N;PL	N;INDF;FEM;PL
stenen	pietrele	steen	pietru	N;PL	N;DEF;FEM;PL
stenen	caramizi	steen	caramiz	N;PL	N;INDF;FEM;PL
stenen	pietre	steen	piatră	N;PL	N;INDF;FEM;PL
stenen	roci	steen	rocă	N;PL	N;INDF;FEM;PL
mannelijke	masculin	mannelijk	masculin	ADJ	ADJ;INDF;MASC;SG
theorie	teorie	theorie	teorie	N;MASC+FEM;SG	N;INDF;FEM;SG
theorie	teoria	theorie	teorie	N;MASC+FEM;SG	N;DEF;FEM;SG
relevantie	relevanta	relevantie	relevant	N;MASC+FEM;SG	N;DEF;FEM;SG
relevantie	relevanta	relevantie	relevant	N;MASC+FEM;SG	N;DEF;FEM;SG
kabinet	dulap	kabinet	dulap	N;NEUT;SG	N;INDF;MASC;SG
kabinet	cabinetul	kabinet	cabinet	N;NEUT;SG	N;DEF;MASC;SG
kabinet	cabinet	kabinet	cabinet	N;NEUT;SG	N;INDF;MASC;SG
gang	hol	gang	hol	N;MASC+FEM;SG	N;INDF;MASC;SG
gang	coridor	gang	coridor	N;MASC+FEM;SG	N;INDF;MASC;SG
gang	coridorul	gang	coridor	N;MASC+FEM;SG	N;DEF;MASC;SG
trein	train	trein	train	N;MASC+FEM;SG	N;INDF;MASC;SG
trein	trenul	trein	tren	N;MASC+FEM;SG	N;DEF;MASC;SG
trein	tren	trein	tren	N;MASC+FEM;SG	N;INDF;MASC;SG
hard	aspra	hard	aspra	ADJ	ADJ;DEF;FEM;SG
zilver	argint	zilver	argint	N;NEUT;SG	N;INDF;MASC;SG
zilver	silver	zilver	silver	N;NEUT;SG	N;INDF;MASC;SG
zilver	argintiu	zilver	argintiu	N;NEUT;SG	N;INDF;MASC;SG
effect	impact	effect	impact	N;NEUT;SG	N;INDF;MASC;SG
effect	impactul	effect	impact	N;NEUT;SG	N;DEF;MASC;SG
effect	efect	effect	efect	N;NEUT;SG	N;INDF;MASC;SG
effect	efectul	effect	efect	N;NEUT;SG	N;DEF;MASC;SG
turkije	curcan	turkije	curcan	N;NEUT;SG	N;INDF;MASC;SG
twintig	douazeci	twintig	douazeci	NUM	NUM;PL
twintig	douazeci	twintig	douazeci	NUM	NUM;PL
antwoord	raspuns	antwoord	raspuns	N;NEUT;SG	N;INDF;MASC;SG
antwoord	raspuns	antwoord	raspuns	N;NEUT;SG	N;INDF;MASC;SG
advocaat	avocat	advocaat	avocat	N;MASC+FEM;SG	N;INDF;MASC;SG
advocaat	avocata	advocaat	avocata	N;MASC+FEM;SG	N;DEF;FEM;SG
advocaat	avocat	advocaat	avocat	N;MASC+FEM;SG	N;INDF;MASC;SG
advocaat	avocatul	advocaat	avocat	N;MASC+FEM;SG	N;DEF;MASC;SG
producten	produse	product	produs	N;PL	N;INDF;FEM;PL
producten	produsele	product	produs	N;PL	N;DEF;FEM;PL
kiezen	alegeti	kiezen	alegeti	V;NFIN	V;IND;PL;2;PRS;FIN
bevatten	contin	bevatten	contin	V;NFIN	V;IND;PL;3;PRS;FIN
bevatten	contin	bevatten	contin	V;NFIN	V;IND;PL;3;PRS;FIN
wapens	armele	wapen	armă	N;PL	N;DEF;FEM;PL
wapens	arme	wapen	armă	N;PL	N;INDF;FEM;PL
wapens	armele	wapen	armă	N;PL	N;DEF;FEM;PL
wapens	arme	wapen	armă	N;PL	N;INDF;FEM;PL
wapens	bratele	wapen	brate	N;PL	N;DEF;FEM;PL
verwijdering	eliminare	verwijdering	eliminare	N;MASC+FEM;SG	N;INDF;FEM;SG
verwijdering	eliminarea	verwijdering	eliminare	N;MASC+FEM;SG	N;DEF;FEM;SG
verwijdering	stergere	verwijdering	stergere	N;MASC+FEM;SG	N;INDF;FEM;SG
verwijdering	indepartare	verwijdering	indepartare	N;MASC+FEM;SG	N;INDF;FEM;SG
verwijdering	indepartarea	verwijdering	indepartare	N;MASC+FEM;SG	N;DEF;FEM;SG
coach	antrenor	coach	antrenor	N;MASC+FEM;SG	N;INDF;MASC;SG
coach	antrenorul	coach	antrenor	N;MASC+FEM;SG	N;DEF;MASC;SG
grootte	dimensiune	grootte	dimensiune	N;MASC+FEM;SG	N;INDF;FEM;SG
grootte	marime	grootte	marim	N;MASC+FEM;SG	N;INDF;FEM;SG
grootte	dimensiunea	grootte	dimensiune	N;MASC+FEM;SG	N;DEF;FEM;SG
grootte	marimea	grootte	marime	N;MASC+FEM;SG	N;DEF;FEM;SG
grootte	marime	grootte	marim	N;MASC+FEM;SG	N;INDF;FEM;SG
opening	deschiderea	opening	deschidere	N;MASC+FEM;SG	N;DEF;FEM;SG
opening	deschidere	opening	deschidere	N;MASC+FEM;SG	N;INDF;FEM;SG
river	raul	river	raul	N;MASC+FEM;SG	N;DEF;MASC;SG
bad	bad	bad	bad	N;NEUT;SG	N;INDF;MASC;SG
bad	baie	bad	baie	N;NEUT;SG	N;INDF;FEM;SG
bad	bath	bad	bath	N;NEUT;SG	N;INDF;MASC;SG
verboden	interzise	verboden	interzice	V;V.PTCP	V;IND;SG;3;PST;FIN
verboden	interzise	verboden	interzice	V;V.PTCP	V;IND;SG;3;PST;FIN
verslag	raport	verslag	raport	N;NEUT;SG	N;INDF;MASC;SG
verslag	raportul	verslag	raport	N;NEUT;SG	N;DEF;MASC;SG
code	codul	code	cod	N;MASC+FEM;SG	N;DEF;MASC;SG
ernst	gravitate	ernst	gravitate	N;MASC+FEM;SG	N;INDF;FEM;SG
ernst	severitatea	ernst	severitate	N;MASC+FEM;SG	N;DEF;FEM;SG
ernst	severitate	ernst	severitate	N;MASC+FEM;SG	N;INDF;FEM;SG
ernst	seriozitatea	ernst	seriozitate	N;MASC+FEM;SG	N;DEF;FEM;SG
ernst	seriozitate	ernst	seriozitate	N;MASC+FEM;SG	N;INDF;FEM;SG
zichtbaar	vizibila	zichtbaar	vizibil	ADJ	ADJ;DEF;FEM;SG
zichtbaar	vizibile	zichtbaar	vizibil	ADJ	ADJ;INDF;FEM;PL
jongen	flacau	jongen	flacă	N;MASC+FEM;SG	N;DEF;MASC;SG
jongen	baiat	jongen	baiat	N;MASC+FEM;SG	N;INDF;MASC;SG
jongen	baiat	jongen	baiat	N;MASC+FEM;SG	N;INDF;MASC;SG
jongen	kid	jongen	kid	N;MASC+FEM;SG	N;INDF;MASC;SG
luitenant	locotenent	luitenant	locotenent	N;MASC+FEM;SG	N;INDF;MASC;SG
instrumenten	instrumentele	instrument	instrument	N;PL	N;DEF;FEM;PL
instrumenten	instrumente	instrument	instrument	N;PL	N;INDF;FEM;PL
vliegen	zboara	vliegen	zboară	V;NFIN	V;IND;SG;3;IPFV;FIN
vliegen	zboara	vliegen	zboară	V;NFIN	V;IND;SG;3;IPFV;FIN
verslagen	povestiri	verslag	povestire	N;PL	N;INDF;FEM;PL
verslagen	povesti	verslag	povesti	N;PL	N;INDF;FEM;PL
verslagen	povesti	verslag	povesti	N;PL	N;INDF;FEM;PL
verslagen	rapoarte	verslag	raport	N;PL	N;INDF;FEM;PL
verslagen	rapoartele	verslag	raport	N;PL	N;DEF;FEM;PL
voedsel	mancare	voedsel	mancare	N;NEUT;SG	N;INDF;FEM;SG
voedsel	mancare	voedsel	mancare	N;NEUT;SG	N;INDF;FEM;SG
voedsel	alimentare	voedsel	alimentare	N;NEUT;SG	N;INDF;FEM;SG
voedsel	hrana	voedsel	hrană	N;NEUT;SG	N;DEF;FEM;SG
steen	piatra	steen	piatră	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	piatra	steen	piatră	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	piatra	steen	piatră	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	piatra	steen	piatră	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	stanca	steen	stancă	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	stanca	steen	stancă	N;MASC+FEM;SG	N;DEF;FEM;SG
steen	rock	steen	rock	N;MASC+FEM;SG	N;INDF;MASC;SG
bibliotheek	biblioteca	bibliotheek	bibliotecă	N;MASC+FEM;SG	N;DEF;FEM;SG
bibliotheek	biblioteca	bibliotheek	bibliotecă	N;MASC+FEM;SG	N;DEF;FEM;SG
bibliotheek	librarie	bibliotheek	librarie	N;MASC+FEM;SG	N;INDF;FEM;SG
doelpunten	obiectivele	doelpunt	obiectiv	N;PL	N;DEF;FEM;PL
doelpunten	goluri	doelpunt	gol	N;PL	N;INDF;FEM;PL
doelpunten	obiective	doelpunt	obiectiv	N;PL	N;INDF;FEM;PL
mooi	frumoase	mooi	frumos	ADJ	ADJ;INDF;FEM;PL
mooi	frumoasa	mooi	frumos	ADJ	ADJ;DEF;FEM;SG
mooi	frumos	mooi	frumos	ADJ	ADJ;INDF;MASC;SG
mooi	frumoasa	mooi	frumos	ADJ	ADJ;DEF;FEM;SG
mooi	frumusica	mooi	frumusica	ADJ	ADJ;DEF;FEM;SG
mooi	frumos	mooi	frumos	ADJ	ADJ;INDF;MASC;SG
vissen	pescuiesc	vissen	pescui	V;NFIN	V;IND;PL;3;PRS;FIN
blauw	albastru	blauw	albastru	ADJ	ADJ;INDF;MASC;SG
wegen	drumuri	weg	drum	N;PL	N;INDF;FEM;PL
dorpen	sate	dorp	sat	N;PL	N;INDF;FEM;PL
dorpen	satele	dorp	sat	N;PL	N;DEF;FEM;PL
praktijk	practica	praktijk	practică	N;MASC+FEM;SG	N;DEF;FEM;SG
praktijk	practica	praktijk	practică	N;MASC+FEM;SG	N;DEF;FEM;SG
gelegenheid	ocazie	gelegenheid	ocazie	N;MASC+FEM;SG	N;INDF;FEM;SG
gelegenheid	oportunitatea	gelegenheid	oportunitate	N;MASC+FEM;SG	N;DEF;FEM;SG
gelegenheid	ocazie	gelegenheid	ocazie	N;MASC+FEM;SG	N;INDF;FEM;SG
gelegenheid	oportunitate	gelegenheid	oportunitate	N;MASC+FEM;SG	N;INDF;FEM;SG
techniek	inginerie	techniek	inginerie	N;MASC+FEM;SG	N;INDF;FEM;SG
techniek	ingineria	techniek	inginerie	N;MASC+FEM;SG	N;DEF;FEM;SG
techniek	tehnica	techniek	tehnică	N;MASC+FEM;SG	N;DEF;FEM;SG
techniek	tehnica	techniek	tehnică	N;MASC+FEM;SG	N;DEF;FEM;SG
complex	complexul	complex	complex	N;NEUT;SG	N;DEF;MASC;SG
kandidaat	candidata	kandidaat	candidat	N;MASC+FEM;SG	N;DEF;FEM;SG
kandidaat	candidatul	kandidaat	candidat	N;MASC+FEM;SG	N;DEF;MASC;SG
kandidaat	candidat	kandidaat	candidat	N;MASC+FEM;SG	N;INDF;MASC;SG
studies	studii	studie	studiu	N;PL	N;INDF;FEM;PL
studies	studiile	studie	studiu	N;PL	N;DEF;FEM;PL
promotie	promovare	promotie	promovare	N;MASC+FEM;SG	N;INDF;FEM;SG
promotie	promovarea	promotie	promovare	N;MASC+FEM;SG	N;DEF;FEM;SG
functies	functiile	functie	functie	N;PL	N;DEF;FEM;PL
functies	functii	functie	functie	N;PL	N;INDF;FEM;PL
functies	caracteristici	functie	caracteristică	N;PL	N;INDF;FEM;PL
functies	trasaturi	functie	trasat	N;PL	N;INDF;FEM;PL
middenvelder	mijlocas	middenvelder	mijlocas	N;MASC+FEM;SG	N;INDF;MASC;SG
temperatuur	temperatura	temperatuur	temperatură	N;MASC+FEM;SG	N;DEF;FEM;SG
temperatuur	temperatura	temperatuur	temperatură	N;MASC+FEM;SG	N;DEF;FEM;SG
schade	accidentare	schade	accidentare	N;MASC+FEM;SG	N;INDF;FEM;SG
schade	prejudiciu	schade	prejudiciu	N;MASC+FEM;SG	N;INDF;MASC;SG
schade	vatamare	schade	vatamare	N;MASC+FEM;SG	N;INDF;FEM;SG
leeuw	leul	leeuw	leu	N;MASC+FEM;SG	N;DEF;MASC;SG
leeuw	leu	leeuw	leu	N;MASC+FEM;SG	N;INDF;MASC;SG
leeuw	lion	leeuw	lion	N;MASC+FEM;SG	N;INDF;MASC;SG
keuze	alegerea	keuze	alegere	N;MASC+FEM;SG	N;DEF;FEM;SG
keuze	alegere	keuze	alegere	N;MASC+FEM;SG	N;INDF;FEM;SG
krant	ziar	krant	ziar	N;MASC+FEM;SG	N;INDF;MASC;SG
krant	ziarul	krant	ziar	N;MASC+FEM;SG	N;DEF;MASC;SG
ergens	undeva	ergens	undeva	ADV	ADV
onderdelen	piese	onderdeel	piesă	N;PL	N;INDF;FEM;PL
onderdelen	componente	onderdeel	componentă	N;PL	N;INDF;FEM;PL
onderdelen	componentele	onderdeel	componentă	N;PL	N;DEF;FEM;PL
loopbaan	cariera	loopbaan	carieră	N;MASC+FEM;SG	N;DEF;FEM;SG
loopbaan	cariera	loopbaan	carieră	N;MASC+FEM;SG	N;DEF;FEM;SG
hit	hit	hit	hit	N;MASC+FEM;SG	N;INDF;MASC;SG
heren	domnilor	heer	domn	N;PL	N;DEF;MASC;PL
stemming	vot	stemming	vot	N;MASC+FEM;SG	N;INDF;MASC;SG
stemming	votare	stemming	votare	N;MASC+FEM;SG	N;INDF;FEM;SG
stemming	votul	stemming	vot	N;MASC+FEM;SG	N;DEF;MASC;SG
stemming	votarea	stemming	votare	N;MASC+FEM;SG	N;DEF;FEM;SG
stemming	dispozitie	stemming	dispozitie	N;MASC+FEM;SG	N;INDF;FEM;SG
tip	pont	tip	pont	N;MASC+FEM;SG	N;INDF;MASC;SG
tip	sfat	tip	sfat	N;MASC+FEM;SG	N;INDF;MASC;SG
tip	varful	tip	varf	N;MASC+FEM;SG	N;DEF;MASC;SG
uitzondering	exceptie	uitzondering	exceptie	N;MASC+FEM;SG	N;INDF;FEM;SG
uitzondering	exceptie	uitzondering	exceptie	N;MASC+FEM;SG	N;INDF;FEM;SG
portugese	portughez	portugees	portughez	ADJ	ADJ;INDF;MASC;SG
indruk	impresie	indruk	impresie	N;MASC+FEM;SG	N;INDF;FEM;SG
indruk	impresionata	indruk	impresionat	N;MASC+FEM;SG	N;DEF;FEM;SG
joden	evreilor	jood	evreu	N;PL	N;DEF;MASC;PL
joden	evreii	jood	evreu	N;PL	N;DEF;MASC;PL
joden	evrei	jood	evreu	N;PL	N;INDF;MASC;PL
post	mail	post	mail	N;MASC+FEM;SG	N;INDF;MASC;SG
post	posta	post	postă	N;MASC+FEM;SG	N;DEF;FEM;SG
post	posta	post	postă	N;MASC+FEM;SG	N;DEF;FEM;SG
post	post	post	post	N;MASC+FEM;SG	N;INDF;MASC;SG
post	postare	post	postare	N;MASC+FEM;SG	N;INDF;FEM;SG
post	postarea	post	postare	N;MASC+FEM;SG	N;DEF;FEM;SG
zei	spuse	zeggen	spune	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
zei	spus	zeggen	spune	V;SG;PST;FIN	V;MASC;SG;V.PTCP
moord	omucidere	moord	omucidere	N;MASC+FEM;SG	N;INDF;FEM;SG
moord	asasinare	moord	asasinare	N;MASC+FEM;SG	N;INDF;FEM;SG
moord	asasinatul	moord	asasinat	N;MASC+FEM;SG	N;DEF;MASC;SG
moord	asasinarea	moord	asasinare	N;MASC+FEM;SG	N;DEF;FEM;SG
moord	crima	moord	crimă	N;MASC+FEM;SG	N;DEF;FEM;SG
moord	crima	moord	crimă	N;MASC+FEM;SG	N;DEF;FEM;SG
normaal	normale	normaal	normal	ADJ	ADJ;INDF;FEM;PL
normaal	normala	normaal	normal	ADJ	ADJ;DEF;FEM;SG
fabriek	fabrica	fabriek	fabrică	N;MASC+FEM;SG	N;DEF;FEM;SG
fabriek	fabrica	fabriek	fabrică	N;MASC+FEM;SG	N;DEF;FEM;SG
wetenschap	stiinta	wetenschap	stiintă	N;MASC+FEM;SG	N;DEF;FEM;SG
wetenschap	stiinta	wetenschap	stiintă	N;MASC+FEM;SG	N;DEF;FEM;SG
state	stare	state	stare	N;MASC+FEM;SG	N;INDF;FEM;SG
state	stat	state	stat	N;MASC+FEM;SG	N;INDF;MASC;SG
state	statul	state	stat	N;MASC+FEM;SG	N;DEF;MASC;SG
definitie	definitie	definitie	definitie	N;MASC+FEM;SG	N;INDF;FEM;SG
definitie	definirea	definitie	definire	N;MASC+FEM;SG	N;DEF;FEM;SG
definitie	definitia	definitie	definitie	N;MASC+FEM;SG	N;DEF;FEM;SG
software	software	softwaar	software	N;MASC+FEM;SG	N;INDF;MASC;SG
olympisch	olimpice	Olympisch	olimpic	ADJ	ADJ;INDF;FEM;PL
olympisch	olimpic	Olympisch	olimpic	ADJ	ADJ;INDF;MASC;SG
fusie	fuziune	fusie	fuziune	N;MASC+FEM;SG	N;INDF;FEM;SG
fusie	fuziunea	fusie	fuziune	N;MASC+FEM;SG	N;DEF;FEM;SG
fusie	fuziune	fusie	fuziune	N;MASC+FEM;SG	N;INDF;FEM;SG
zon	soare	zon	soare	N;MASC+FEM;SG	N;INDF;MASC;SG
zon	soarele	zon	soare	N;MASC+FEM;SG	N;DEF;MASC;SG
zon	soare	zon	soare	N;MASC+FEM;SG	N;INDF;MASC;SG
zon	sunshine	zon	sunshine	N;MASC+FEM;SG	N;INDF;MASC;SG
methode	metodologie	methode	metodologie	N;MASC+FEM;SG	N;INDF;FEM;SG
methode	metodologia	methode	metodologie	N;MASC+FEM;SG	N;DEF;FEM;SG
methode	metoda	methode	metodă	N;MASC+FEM;SG	N;DEF;FEM;SG
methode	metoda	methode	metodă	N;MASC+FEM;SG	N;DEF;FEM;SG
uitleg	explicatie	uitleg	explicatie	N;MASC+FEM;SG	N;INDF;FEM;SG
uitleg	explicatia	uitleg	explicatie	N;MASC+FEM;SG	N;DEF;FEM;SG
uitleg	explicatie	uitleg	explicatie	N;MASC+FEM;SG	N;INDF;FEM;SG
commons	commons	commons	commons	N;NEUT;SG	N;INDF;MASC;SG
toepassing	aplicarea	toepassing	aplicare	N;MASC+FEM;SG	N;DEF;FEM;SG
toepassing	aplicatie	toepassing	aplicatie	N;MASC+FEM;SG	N;INDF;FEM;SG
toepassing	cerere	toepassing	cerere	N;MASC+FEM;SG	N;INDF;FEM;SG
benaming	desemnarea	benaming	desemnare	N;MASC+FEM;SG	N;DEF;FEM;SG
benaming	desemnare	benaming	desemnare	N;MASC+FEM;SG	N;INDF;FEM;SG
dynastie	dinastia	dynastie	dinastie	N;MASC+FEM;SG	N;DEF;FEM;SG
dynastie	dinastie	dynastie	dinastie	N;MASC+FEM;SG	N;INDF;FEM;SG
dynastie	dinastiei	dynastie	dinastie	N;MASC+FEM;SG	N;DEF;FEM;SG
ajax	ajax	ajax	ajax	N;NEUT;SG	N;INDF;MASC;SG
specifieke	specific	specifiek	specific	ADJ	ADJ;INDF;MASC;SG
specifieke	specifice	specifiek	specific	ADJ	ADJ;INDF;FEM;PL
bier	bere	bier	bere	N;NEUT;SG	N;INDF;FEM;SG
bier	berea	bier	bere	N;NEUT;SG	N;DEF;FEM;SG
viool	vioara	viool	vioară	N;MASC+FEM;SG	N;DEF;FEM;SG
