para	dla	para	dla	ADP	ADP
descoberta	odkrycie	descoberta	odkrycie	N;FEM;SG	N;NOM;NEUT;SG
satélite	satelita	satélite	satelita	N;MASC;SG	N;NOM;MASC;SG
participar	dołącz	participar	dołączyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
participar	uczestniczyć	participar	uczestniczyć	V;NFIN	V;IPFV;NFIN;ACT
botânico	botanik	botânico	botanik	N;MASC;SG	N;NOM;MASC;SG
nacionais	obywatele	nacional	obywatele	N;MASC;PL	N;NOM;MASC;PL
negro	czarna	negro	czarny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
negro	czarne	negro	czarny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
negro	czarny	negro	czarny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
gestão	zarządzanie	gestão	zarządzać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gestão	kierownictwo	gestão	kierownictwo	N;FEM;SG	N;NOM;NEUT;SG
gestão	zarząd	gestão	zarząd	N;FEM;SG	N;NOM;MASC;SG
gestão	zarządzania	gestão	zarządzanie	N;FEM;SG	N;NOM;NEUT;SG
trilha	ścieżka	trilha	ścieżkać	N;FEM;SG	N;NOM;FEM;SG
trilha	utwór	trilha	utwór	N;FEM;SG	N;ACC;MASC;SG
trilha	tor	trilha	tor	N;FEM;SG	N;NOM;MASC;SG
trilha	toru	trilha	tor	N;FEM;SG	N;GEN;MASC;SG
trilha	ślad	trilha	ślad	N;FEM;SG	N;NOM;MASC;SG
trilha	szlak	trilha	szlak	N;FEM;SG	N;NOM;MASC;SG
marcos	znaki	marco	znak	N;MASC;PL	N;NOM;MASC;PL
marcos	ślady	marco	ślad	N;MASC;PL	N;NOM;MASC;PL
marcos	etapy	marco	etap	N;MASC;PL	N;NOM;MASC;PL
luis	ludwik	lui	ludwik	N;MASC;SG	N;NOM;MASC;SG
lago	lago	lago	lago	N;MASC;SG	N;NOM;MASC;SG
lago	jeziora	lago	jezioro	N;MASC;SG	N;ACC;NEUT;SG
lago	jezioro	lago	jezioro	N;MASC;SG	N;NOM;NEUT;SG
atuou	działał	atuar	działać	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
atuou	działała	atuar	działać	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
arena	arenę	arena	arena	N;FEM;SG	N;ACC;FEM;SG
arena	arenie	arena	aren	N;FEM;SG	N;GEN;FEM;SG
comédia	komedia	comédia	komediać	N;FEM;SG	N;NOM;FEM;SG
comédia	komedii	comédia	komedia	N;FEM;SG	N;GEN;FEM;SG
relevante	istotna	relevante	istotny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
relevante	stosowne	relevante	stosowny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sala	sala	sala	sala	N;FEM;SG	N;NOM;FEM;SG
sala	pomieszczenie	sala	pomieszczenie	N;FEM;SG	N;NOM;NEUT;SG
sala	pokój	sala	pokój	N;FEM;SG	N;NOM;MASC;SG
extensão	rozszerzenia	extensão	rozszerzenie	N;FEM;SG	N;NOM;NEUT;SG
extensão	wydłużenie	extensão	wydłużyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
extensão	przedłużenie	extensão	przedłużyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
extensão	rozszerzenie	extensão	rozszerzenie	N;FEM;SG	N;NOM;NEUT;SG
smith	smitha	smith	smith	N;MASC;SG	N;ACC;MASC;SG
números	figury	número	figura	N;MASC;PL	N;ACC;FEM;PL
números	numery	número	numer	N;MASC;PL	N;NOM;MASC;PL
direita	prawo	direita	prawo	N;FEM;SG	N;NOM;NEUT;SG
anteriormente	wcześniej	anteriormente	wcześnie	ADV	ADV;CMPR
anteriormente	poprzednio	anteriormente	poprzednio	ADV	ADV
anteriormente	dawniej	anteriormente	dawno	ADV	ADV;CMPR
completamente	całkowicie	completamente	całkowicie	ADV	ADV
completamente	totalnie	completamente	totalnie	ADV	ADV
completamente	całkowicie	completamente	całkowicie	ADV	ADV
candidato	wnioskodawca	candidato	wnioskodawca	N;MASC;SG	N;NOM;MASC;SG
candidato	wnioskodawcy	candidato	wnioskodawca	N;MASC;SG	N;NOM;MASC;SG
candidato	kandydata	candidato	kandydat	N;MASC;SG	N;ACC;MASC;SG
candidato	kandydat	candidato	kandydat	N;MASC;SG	N;NOM;MASC;SG
morto	zabił	morrer	zabić	V;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
padre	ksiądz	padre	ksiądz	N;MASC;SG	N;NOM;MASC;SG
padre	księdza	padre	ksiądz	N;MASC;SG	N;ACC;MASC;SG
padre	kapłan	padre	kapłan	N;MASC;SG	N;NOM;MASC;SG
padre	ojciec	padre	ojciec	N;MASC;SG	N;NOM;MASC;SG
evitar	unikam	evitar	unikać	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
evitar	unika	evitar	unikać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
evitar	uniknąć	evitar	uniknąć	V;NFIN	V;PFV;NFIN;ACT
evitar	unikać	evitar	unikać	V;NFIN	V;IPFV;NFIN;ACT
evitar	unikaj	evitar	unikać	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
evitar	zapobiegać	evitar	zapobiegać	V;NFIN	V;IPFV;NFIN;ACT
evitar	zapobiec	evitar	zapobiec	V;NFIN	V;PFV;NFIN;ACT
rocha	skała	rocha	skała	N;FEM;SG	N;NOM;FEM;SG
rocha	kamień	rocha	kamień	N;FEM;SG	N;NOM;MASC;SG
objeto	przedmiot	objeto	przedmiot	N;MASC;SG	N;NOM;MASC;SG
objeto	obiekt	objeto	obiekt	N;MASC;SG	N;NOM;MASC;SG
objeto	obiektu	objeto	obiekt	N;MASC;SG	N;GEN;MASC;SG
king	króla	king	król	N;MASC;SG	N;ACC;MASC;SG
king	król	king	król	N;MASC;SG	N;NOM;MASC;SG
continuou	kontynuował	continuar	kontynuować	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
difícil	trudna	difícil	trudny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
difícil	trudny	difícil	trudny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
casas	domy	casa	dom	N;FEM;PL	N;NOM;MASC;PL
assembleia	zgromadzenie	assembleia	zgromadzenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
césar	caesar	césar	caesar	N;MASC;SG	N;NOM;MASC;SG
mudanças	zmiany	mudança	zmiana	N;FEM;PL	N;ACC;FEM;PL
mudanças	zmiany	mudança	zmiana	N;FEM;PL	N;ACC;FEM;PL
fórmula	wzór	fórmula	wzór	N;FEM;SG	N;NOM;MASC;SG
fórmula	formuła	fórmula	formuła	N;FEM;SG	N;NOM;FEM;SG
experiência	eksperyment	experiência	eksperyment	N;FEM;SG	N;ACC;MASC;SG
experiência	doświadczenia	experiência	doświadczenie	N;FEM;SG	N;NOM;NEUT;SG
experiência	doświadczenie	experiência	doświadczenie	N;FEM;SG	N;NOM;NEUT;SG
curta	krótki	curto	krótki	ADJ;FEM;SG	ADJ;NOM;MASC;SG
curta	krótkie	curto	krótki	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
curta	krótka	curto	krótki	ADJ;FEM;SG	ADJ;NOM;FEM;SG
composição	skład	composição	skład	N;FEM;SG	N;NOM;MASC;SG
método	metoda	método	metoda	N;MASC;SG	N;NOM;FEM;SG
publicada	opublikowano	publicar	opublikować	V;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
capaz	zdolne	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
capaz	zdolna	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
capaz	zdolny	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
capaz	zdolne	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
capaz	zdolna	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
capaz	zdolny	capaz	zdolny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
industrial	przemysłowy	industrial	przemysłowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
industrial	przemysłowe	industrial	przemysłowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
semelhante	podobna	semelhante	podobny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
semelhante	podobny	semelhante	podobny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
semelhante	podobne	semelhante	podobny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
expressão	wyrażenia	expressão	wyrażenie	N;FEM;SG	N;NOM;NEUT;SG
expressão	wypowiedzi	expressão	wypowiedź	N;FEM;SG	N;ACC;FEM;SG
expressão	wyrażenie	expressão	wyrażenie	N;FEM;SG	N;NOM;NEUT;SG
templo	świątynia	templo	świątynia	N;MASC;SG	N;NOM;FEM;SG
templo	temple	templo	temple	N;MASC;SG	N;NOM;NEUT;SG
templo	świątyni	templo	świątynia	N;MASC;SG	N;GEN;FEM;SG
tribunal	trybunał	tribunal	trybunał	N;MASC;SG	N;ACC;MASC;SG
tribunal	dwór	tribunal	dwór	N;MASC;SG	N;NOM;MASC;SG
tribunal	sądu	tribunal	sąd	N;MASC;SG	N;GEN;MASC;SG
tribunal	sąd	tribunal	sąd	N;MASC;SG	N;NOM;MASC;SG
tribunal	trybunał	tribunal	trybunał	N;MASC;SG	N;ACC;MASC;SG
escrever	piszcie	escrever	pisać	V;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
escrever	pisać	escrever	pisać	V;NFIN	V;IPFV;NFIN;ACT
escrever	napisać	escrever	napisać	V;NFIN	V;PFV;NFIN;ACT
escrever	napisz	escrever	napisać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
escrever	pisz	escrever	pisać	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
escrever	pisać	escrever	pisać	V;NFIN	V;IPFV;NFIN;ACT
famoso	sławne	famoso	sławny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
famoso	sławny	famoso	sławny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
famoso	sławna	famoso	sławna	ADJ;MASC;SG	ADJ;NOM;FEM;SG
soldados	żołnierzy	soldado	żołnierz	N;MASC;PL	N;ACC;MASC;PL
soldados	żołnierze	soldado	żołnierz	N;MASC;PL	N;NOM;MASC;PL
quarta	czwarty	quarto	czwarty	ADJ;FEM;SG	ADJ;NOM;MASC;SG
quarta	czwartego	quarto	czwarty	ADJ;FEM;SG	ADJ;ACC;MASC;SG
prefeitura	prefektura	prefeitura	prefektura	N;FEM;SG	N;NOM;FEM;SG
continua	trwa	continuar	trwać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
continua	kontynuuje	continuar	kontynuować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
continua	kontynuować	continuar	kontynuować	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
vencedor	zwycięzca	vencedor	zwycięzca	N;MASC;SG	N;NOM;MASC;SG
estrelas	gwiazdy	estrela	gwiazda	N;FEM;PL	N;ACC;FEM;PL
estrelas	gwiazdy	estrela	gwiazda	N;FEM;PL	N;ACC;FEM;PL
famílias	rodziny	família	rodzina	N;FEM;PL	N;NOM;FEM;PL
políticos	politycy	político	polityk	N;MASC;PL	N;NOM;MASC;PL
políticos	polityków	político	polityk	N;MASC;PL	N;ACC;MASC;PL
posto	stopień	posto	stopień	N;MASC;SG	N;NOM;MASC;SG
disponível	dostępny	disponível	dostępny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
disponível	dostępna	disponível	dostępny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
disponível	dostępne	disponível	dostępny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
programação	programowania	programação	programowanie	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
programação	programowanie	programação	programować	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
programação	rozkład	programação	rozkład	N;FEM;SG	N;NOM;MASC;SG
programação	harmonogram	programação	harmonogram	N;FEM;SG	N;NOM;MASC;SG
bandas	zespoły	banda	zespół	N;FEM;PL	N;NOM;MASC;PL
bandas	opaski	banda	opaski	N;FEM;PL	N;ACC;MASC;PL
letra	list	letra	list	N;FEM;SG	N;NOM;MASC;SG
letra	pismo	letra	pismo	N;FEM;SG	N;NOM;NEUT;SG
letra	litera	letra	liter	N;FEM;SG	N;NOM;FEM;SG
software	oprogramowanie	software	oprogramowanie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
software	oprogramowania	software	oprogramowanie	N;MASC;SG	N;GEN;NEUT;SG
tradição	tradycję	tradição	tradycja	N;FEM;SG	N;ACC;FEM;SG
tradição	tradycja	tradição	tradycja	N;FEM;SG	N;NOM;FEM;SG
tradição	tradycji	tradição	tradycja	N;FEM;SG	N;GEN;FEM;SG
grego	grecja	grego	grecja	N;MASC;SG	N;NOM;FEM;SG
decreto	dekret	decreto	dekret	N;MASC;SG	N;NOM;MASC;SG
flores	kwiaty	flor	kwiat	N;FEM;PL	N;NOM;MASC;PL
flores	kwiatki	flor	kwiatek	N;FEM;PL	N;NOM;MASC;PL
star	gwiazdka	star	gwiazdka	N;MASC;SG	N;NOM;FEM;SG
star	gwiazda	star	gwiazda	N;MASC;SG	N;NOM;FEM;SG
encontrada	znaleziono	encontrar	znaleźć	V;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
encontrada	znalazł	encontrar	znaleźć	V;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
autores	autorzy	autor	autor	N;MASC;PL	N;NOM;MASC;PL
autores	autorów	autor	autor	N;MASC;PL	N;GEN;MASC;PL
taxa	stawka	taxa	stawka	N;FEM;SG	N;NOM;FEM;SG
taxa	stopa	taxa	stopa	N;FEM;SG	N;NOM;FEM;SG
taxa	opłata	taxa	opłatać	N;FEM;SG	N;NOM;FEM;SG
taxa	honorarium	taxa	honorarium	N;FEM;SG	N;DAT;NEUT;SG
doença	choroba	doença	choroba	N;FEM;SG	N;NOM;FEM;SG
doença	choroba	doença	choroba	N;FEM;SG	N;NOM;FEM;SG
doença	choroba	doença	choroba	N;FEM;SG	N;NOM;FEM;SG
entrar	wejdź	entrar	wejść	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
quinta	farmie	quinta	farma	N;FEM;SG	N;DAT;FEM;SG
quinta	gospodarstwa	quinta	gospodarstwo	N;FEM;SG	N;NOM;NEUT;SG
quinta	gospodarstwo	quinta	gospodarstwo	N;FEM;SG	N;NOM;NEUT;SG
quinta	quinta	quinta	uuinta	N;FEM;SG	N;NOM;MASC;SG
quinta	czwartek	quinta	czwartek	N;FEM;SG	N;NOM;MASC;SG
navio	statek	navio	statek	N;MASC;SG	N;NOM;MASC;SG
navio	pojemnik	navio	pojemnik	N;MASC;SG	N;NOM;MASC;SG
navio	statku	navio	statek	N;MASC;SG	N;GEN;MASC;SG
navio	naczynie	navio	naczynie	N;MASC;SG	N;NOM;NEUT;SG
navio	statek	navio	statek	N;MASC;SG	N;NOM;MASC;SG
navio	statkiem	navio	statek	N;MASC;SG	N;INS;MASC;SG
navio	okręt	navio	okręt	N;MASC;SG	N;NOM;MASC;SG
princípio	zasada	princípio	zasada	N;MASC;SG	N;NOM;FEM;SG
suficiente	wystarczające	suficiente	wystarczający	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
suficiente	wystarczająca	suficiente	wystarczający	ADJ;MASC;SG	ADJ;NOM;FEM;SG
suficiente	wystarczający	suficiente	wystarczający	ADJ;MASC;SG	ADJ;NOM;MASC;SG
washington	waszyngton	washington	waszyngton	N;MASC;SG	N;NOM;MASC;SG
washington	washington	washington	washington	N;MASC;SG	N;NOM;MASC;SG
washington	waszyngtonie	washington	waszyngton	N;MASC;SG	N;ACC;MASC;SG
washington	waszyngtonu	washington	waszyngton	N;MASC;SG	N;GEN;MASC;SG
comportamento	zachowanie	comportamento	zachować	N;MASC;SG	N;NOM;NEUT;SG
comportamento	zachowania	comportamento	zachowanie	N;MASC;SG	N;NOM;NEUT;SG
comportamento	zachowanie	comportamento	zachować	N;MASC;SG	N;NOM;NEUT;SG
comportamento	zachowania	comportamento	zachowanie	N;MASC;SG	N;NOM;NEUT;SG
perfil	profil	perfil	profil	N;MASC;SG	N;NOM;MASC;SG
perfil	profilu	perfil	profil	N;MASC;SG	N;GEN;MASC;SG
universo	wszechświat	universo	wszechświat	N;MASC;SG	N;NOM;MASC;SG
universo	wszechświata	universo	wszechświatać	N;MASC;SG	N;GEN;MASC;SG
secretário	sekretarza	secretário	sekretarz	N;MASC;SG	N;ACC;MASC;SG
secretário	sekretarz	secretário	sekretarz	N;MASC;SG	N;NOM;MASC;SG
secretário	sekretarza	secretário	sekretarz	N;MASC;SG	N;ACC;MASC;SG
secretário	sekretarz	secretário	sekretarz	N;MASC;SG	N;NOM;MASC;SG
secretário	sekretarka	secretário	sekretarka	N;MASC;SG	N;NOM;FEM;SG
humana	ludzkie	humano	ludzki	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
humana	ludzka	humano	ludzki	ADJ;FEM;SG	ADJ;NOM;FEM;SG
humana	ludzki	humano	ludzki	ADJ;FEM;SG	ADJ;NOM;MASC;SG
piloto	pilocie	piloto	pilot	N;MASC;SG	N;DAT;MASC;SG
piloto	pilot	piloto	pilot	N;MASC;SG	N;NOM;MASC;SG
mãos	ręce	mão	ręka	N;FEM;PL	N;NOM;FEM;PL
mãos	dłonie	mão	dłoń	N;FEM;PL	N;NOM;FEM;PL
descrita	opisano	descrever	opisać	V;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
descrita	opisał	descrever	opisać	V;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
horizonte	horyzoncie	horizonte	horyzont	N;MASC;SG	N;ACC;MASC;SG
horizonte	horyzont	horizonte	horyzont	N;MASC;SG	N;NOM;MASC;SG
tentar	spróbuj	tentar	spróbować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
próxima	następnym	próximo	następny	ADJ;FEM;SG	ADJ;INS;MASC;SG
próxima	następny	próximo	następny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
próxima	następne	próximo	następny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
tropical	tropikalne	tropical	tropikalny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
anunciou	ogłosił	anunciar	ogłosić	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
anunciou	ogłosiła	anunciar	ogłosić	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
contexto	kontekst	contexto	kontekst	N;MASC;SG	N;NOM;MASC;SG
contexto	kontekście	contexto	kontekst	N;MASC;SG	N;GEN;MASC;SG
contexto	kontekstu	contexto	kontekst	N;MASC;SG	N;GEN;MASC;SG
corrida	wyścig	corrida	wyścig	N;FEM;SG	N;NOM;MASC;SG
corrida	rasa	corrida	rasa	N;FEM;SG	N;NOM;FEM;SG
corrida	wyścig	corrida	wyścig	N;FEM;SG	N;NOM;MASC;SG
corrida	ściganie	corrida	ścigać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
linguagem	język	linguagem	język	N;FEM;SG	N;NOM;MASC;SG
linguagem	języku	linguagem	język	N;FEM;SG	N;ACC;MASC;SG
sangue	krew	sangue	krew	N;MASC;SG	N;NOM;FEM;SG
pena	litości	pena	litość	N;FEM;SG	N;GEN;FEM;SG
pena	karne	pena	karny	N;FEM;SG	N;NOM;MASC;SG
pena	kara	pena	kara	N;FEM;SG	N;NOM;FEM;SG
image	obrazek	image	obrazek	N;MASC;SG	N;NOM;MASC;SG
image	obraz	image	obraz	N;MASC;SG	N;NOM;MASC;SG
image	wizerunek	image	wizerunek	N;MASC;SG	N;ACC;MASC;SG
park	park	park	park	N;MASC;SG	N;NOM;MASC;SG
matemática	matematyki	matemática	matematyk	N;FEM;SG	N;GEN;FEM;SG
matemática	matematyka	matemática	matematyka	N;FEM;SG	N;NOM;FEM;SG
matemática	matematykę	matemática	matematyka	N;FEM;SG	N;ACC;FEM;SG
matemática	matematyki	matemática	matematyk	N;FEM;SG	N;GEN;FEM;SG
matemática	matematyka	matemática	matematyka	N;FEM;SG	N;NOM;FEM;SG
matemática	matematyki	matemática	matematyk	N;FEM;SG	N;GEN;FEM;SG
matemática	matematyka	matemática	matematyka	N;FEM;SG	N;NOM;FEM;SG
regime	reżim	regime	reżić	N;MASC;SG	N;NOM;MASC;SG
diretamente	bezpośrednio	diretamente	bezpośrednio	ADV	ADV
conquista	podbój	conquista	podbój	N;FEM;SG	N;NOM;MASC;SG
conquista	zdobycie	conquista	zdobyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
conquista	osiągnięcie	conquista	osiągnięcie	N;FEM;SG	N;NOM;NEUT;SG
conquista	osiągnięcia	conquista	osiągnięcie	N;FEM;SG	N;NOM;NEUT;SG
conquista	osiąganie	conquista	osiągać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
caixa	pole	caixa	pole	N;FEM;SG	N;NOM;NEUT;SG
caixa	pudełko	caixa	pudełko	N;FEM;SG	N;NOM;NEUT;SG
caixa	skrzynia	caixa	skrzyniać	N;FEM;SG	N;NOM;FEM;SG
caixa	ramka	caixa	ramka	N;FEM;SG	N;NOM;FEM;SG
caixa	kasie	caixa	kasa	N;FEM;SG	N;GEN;FEM;SG
moderna	współczesna	moderno	współczesny	N;FEM;SG	N;NOM;FEM;SG
alunos	uczniowie	aluno	uczeń	N;MASC;PL	N;NOM;MASC;PL
alunos	studenci	aluno	student	N;MASC;PL	N;NOM;MASC;PL
alunos	studentów	aluno	student	N;MASC;PL	N;ACC;MASC;PL
alunos	uczniowie	aluno	uczeń	N;MASC;PL	N;NOM;MASC;PL
alunos	źrenice	aluno	źrenica	N;MASC;PL	N;NOM;FEM;PL
alunos	uczniów	aluno	uczeń	N;MASC;PL	N;ACC;MASC;PL
produto	produkt	produto	produkt	N;MASC;SG	N;ACC;MASC;SG
produto	wyrób	produto	wyrób	N;MASC;SG	N;NOM;MASC;SG
produto	produktu	produto	produkt	N;MASC;SG	N;GEN;MASC;SG
gol	gol	gol	gol	N;MASC;SG	N;NOM;MASC;SG
gol	bramka	gol	bramka	N;MASC;SG	N;NOM;FEM;SG
gol	gol	gol	gol	N;MASC;SG	N;NOM;MASC;SG
gol	cel	gol	cel	N;MASC;SG	N;NOM;MASC;SG
atlético	atlético	atlético	atlético	N;MASC;SG	N;NOM;MASC;SG
marido	mąż	marido	mąż	N;MASC;SG	N;NOM;MASC;SG
operações	operacje	operação	operacja	N;FEM;PL	N;NOM;FEM;PL
operações	transakcje	operação	transakcja	N;FEM;PL	N;NOM;FEM;PL
cópias	egzemplarze	cópia	egzemplarz	N;FEM;PL	N;NOM;MASC;PL
temperatura	temperatura	temperatura	temperatura	N;FEM;SG	N;NOM;FEM;SG
temperatura	temperatury	temperatura	temperatura	N;FEM;SG	N;GEN;FEM;SG
plantas	rośliny	planta	roślina	N;FEM;PL	N;ACC;FEM;PL
publicação	post	publicação	post	N;FEM;SG	N;NOM;MASC;SG
publicação	poczta	publicação	poczta	N;FEM;SG	N;NOM;FEM;SG
publicação	publikacja	publicação	publikacja	N;FEM;SG	N;NOM;FEM;SG
publicação	publikacji	publicação	publikacja	N;FEM;SG	N;GEN;FEM;SG
publicação	publikowanie	publicação	publikowanie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
publicação	wydawnictwo	publicação	wydawnictwo	N;FEM;SG	N;NOM;NEUT;SG
publicação	publikacja	publicação	publikacja	N;FEM;SG	N;NOM;FEM;SG
publicação	wydawnictwa	publicação	wydawnictwo	N;FEM;SG	N;NOM;NEUT;SG
publicação	publikowania	publicação	publikowanie	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
publicação	publikowanie	publicação	publikowanie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
quadro	stół	quadro	stół	N;MASC;SG	N;NOM;MASC;SG
quadro	stolik	quadro	stolik	N;MASC;SG	N;NOM;MASC;SG
quadro	tablica	quadro	tablica	N;MASC;SG	N;NOM;FEM;SG
joseph	józefie	joseph	józefia	N;MASC;SG	N;VOC;MASC;SG
transmissão	transmisji	transmissão	transmisja	N;FEM;SG	N;GEN;FEM;SG
transmissão	przesyłanie	transmissão	przesyłać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
transmissão	transmisja	transmissão	transmisja	N;FEM;SG	N;NOM;FEM;SG
transmissão	przekazanie	transmissão	przekazać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transmissão	transmisja	transmissão	transmisja	N;FEM;SG	N;NOM;FEM;SG
transmissão	nadawanie	transmissão	nadawać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
transmissão	transmisji	transmissão	transmisja	N;FEM;SG	N;GEN;FEM;SG
sequência	kontynuacja	sequência	kontynuacja	N;FEM;SG	N;NOM;FEM;SG
sequência	sequel	sequência	sequel	N;FEM;SG	N;NOM;MASC;SG
sequência	sekwencja	sequência	sekwencja	N;FEM;SG	N;NOM;FEM;SG
sequência	ciąg	sequência	ciąg	N;FEM;SG	N;NOM;MASC;SG
sequência	kolejność	sequência	kolejność	N;FEM;SG	N;NOM;FEM;SG
prémio	składka	prémio	składka	N;MASC;SG	N;NOM;FEM;SG
prémio	nagrodę	prémio	nagroda	N;MASC;SG	N;ACC;FEM;SG
prémio	nagroda	prémio	nagroda	N;MASC;SG	N;NOM;FEM;SG
prémio	wyróżnienie	prémio	wyróżnienie	N;MASC;SG	N;NOM;NEUT;SG
prémio	nagrodę	prémio	nagroda	N;MASC;SG	N;ACC;FEM;SG
prémio	nagroda	prémio	nagroda	N;MASC;SG	N;NOM;FEM;SG
night	nocy	night	noc	N;MASC;SG	N;GEN;FEM;SG
night	noc	night	noc	N;MASC;SG	N;NOM;FEM;SG
ataques	ataki	ataque	atak	N;MASC;PL	N;NOM;MASC;PL
ataques	ataków	ataque	atak	N;MASC;PL	N;GEN;MASC;PL
poeta	poeta	poeta	poeta	N;MASC;SG	N;NOM;MASC;SG
poeta	poetą	poeta	poeta	N;MASC;SG	N;INS;MASC;SG
instituição	instytucja	instituição	instytucja	N;FEM;SG	N;NOM;FEM;SG
instituição	instytucji	instituição	instytucja	N;FEM;SG	N;GEN;FEM;SG
objetos	obiekty	objeto	obiekt	N;MASC;PL	N;NOM;MASC;PL
objetos	przedmioty	objeto	przedmiot	N;MASC;PL	N;NOM;MASC;PL
objetos	obiektów	objeto	obiekt	N;MASC;PL	N;GEN;MASC;PL
participantes	uczestników	participante	uczestnik	N;MASC;PL	N;ACC;MASC;PL
participantes	uczestnikom	participante	uczestnik	N;MASC;PL	N;DAT;MASC;PL
participantes	uczestnicy	participante	uczestnik	N;MASC;PL	N;NOM;MASC;PL
participantes	uczestnicy	participante	uczestnik	N;MASC;PL	N;NOM;MASC;PL
reúne	spotyka	reunir	spotykać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reúne	spełnia	reunir	spełnia	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
individual	indywidualny	individual	indywidualny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
