スクロール	свитък	スクロール	свитък	N	N;INDF;MASC;SG
ヒゲ	бради	ヒゲ	брад	N	N;INDF;FEM;PL
浄土宗	ходо	浄土宗	ходо	N	N;INDF;NEUT;SG
変装	маскиран	変装	маскирам	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
軍需	въоръжение	軍需	въоръжение	N	N;INDF;NEUT;SG
シグナル	сигнали	シグナル	сигнал	N	N;INDF;MASC;PL
シグナル	сигнал	シグナル	сигнал	N	N;INDF;MASC;SG
オリーブ	олив	オリーブ	олив	N	N;INDF;FEM;SG
オリーブ	маслини	オリーブ	маслин	N	N;INDF;FEM;PL
面接	интервю	面接	интервю	N	N;INDF;NEUT;SG
ダイエット	диети	ダイエット	диета	N	N;INDF;MASC;PL
ダイエット	диети	ダイエット	диета	N	N;INDF;MASC;PL
ダイエット	диета	ダイエット	диета	N	N;INDF;FEM;SG
信念	вяра	信念	вяра	N	N;INDF;FEM;SG
信念	вярвания	信念	вярван	N	N;INDF;NEUT;PL
信念	убеждения	信念	убеждение	N	N;INDF;NEUT;PL
ワイヤー	тел	ワイヤー	тел	N	N;INDF;FEM;SG
ワイヤー	жици	ワイヤー	жица	N	N;INDF;FEM;PL
ワイヤー	жица	ワイヤー	жиц	N	N;INDF;FEM;SG
ワイヤー	проводници	ワイヤー	проводник	N	N;INDF;MASC;PL
ワイヤー	кабели	ワイヤー	кабел	N	N;INDF;MASC;PL
ワイヤー	жици	ワイヤー	жица	N	N;INDF;FEM;PL
バレル	буре	バレル	буре	N	N;INDF;NEUT;SG
バレル	бъчва	バレル	бъчвам	N	N;INDF;FEM;SG
バレル	цев	バレル	цев	N	N;INDF;MASC;SG
バレル	варел	バレル	варел	N	N;INDF;MASC;SG
碑文	надпис	碑文	надпис	N	N;INDF;MASC;SG
碑文	посвещение	碑文	посвещение	N	N;INDF;NEUT;SG
碑文	надписи	碑文	надпис	N	N;INDF;MASC;PL
審判	рефер	審判	рефер	N	N;INDF;MASC;SG
審判	съдия	審判	съдия	N	N;INDF;MASC;SG
審判	арбитър	審判	арбитър	N	N;INDF;MASC;SG
スレッド	разговор	スレッド	разговор	N	N;INDF;MASC;SG
スレッド	разговори	スレッド	разговор	N	N;INDF;MASC;PL
スレッド	беседа	スレッド	бесед	N	N;INDF;FEM;SG
スレッド	конци	スレッド	конеца	N	N;INDF;MASC;PL
スレッド	нишка	スレッド	нишка	N	N;INDF;FEM;SG
スレッド	конец	スレッド	конец	N	N;INDF;MASC;SG
スレッド	конци	スレッド	конеца	N	N;INDF;MASC;PL
スレッド	разговори	スレッド	разговор	N	N;INDF;MASC;PL
桟橋	кея	桟橋	кей	N	N;DEF;MASC;SG
亜鉛	цинков	亜鉛	цинков	N	N;INDF;MASC;SG
亜鉛	цинк	亜鉛	цинк	N	N;INDF;MASC;SG
語彙	речник	語彙	речник	N	N;INDF;MASC;SG
語彙	речника	語彙	речник	N	N;DEF;MASC;SG
コーディネーター	координатор	コーディネーター	координатор	N	N;INDF;MASC;SG
充電	зареждане	充電	зареждане	N	N;INDF;NEUT;SG
充電	заряд	充電	заряд	N	N;INDF;MASC;SG
充電	зареждане	充電	зареждане	N	N;INDF;NEUT;SG
充電	презареждане	充電	презареждане	N	N;INDF;NEUT;SG
大工	карпентър	大工	карпентър	N	N;INDF;MASC;SG
大工	дърводелец	大工	дърводелец	N	N;INDF;MASC;SG
大工	дърводелци	大工	дърводелец	N	N;INDF;MASC;PL
ワクチン	ваксини	ワクチン	ваксина	N	N;INDF;MASC;PL
ワクチン	ваксините	ワクチン	ваксин	N	N;DEF;MASC;PL
ワクチン	ваксина	ワクチン	ваксина	N	N;INDF;FEM;SG
監獄	затворът	監獄	затвор	N	N;DEF;MASC;SG
監獄	затвор	監獄	затвор	N	N;INDF;MASC;SG
監獄	затвора	監獄	затвор	N	N;DEF;MASC;SG
監獄	затворите	監獄	затвор	N	N;DEF;MASC;PL
売る	продава	売る	продавам	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
破片	отломки	破片	отломка	N	N;INDF;FEM;PL
夜叉	яша	夜叉	яша	N	N;INDF;FEM;SG
買い物	пазар	買い物	пазар	N	N;INDF;MASC;SG
買い物	пазаруване	買い物	пазаруване	N	N;INDF;NEUT;SG
買い物	шопинг	買い物	шопинг	N	N;INDF;MASC;SG
チョーク	тебешир	チョーク	тебешир	N	N;INDF;MASC;SG
チョーク	задушаване	チョーク	задушаване	N	N;INDF;NEUT;SG
四十	четиридесет	四十	четиридесет	NUM	NUM;INDF;PL
エコー	ехо	エコー	ехо	N	N;INDF;NEUT;SG
スイング	суинг	スイング	суинг	N	N;INDF;MASC;SG
スイング	замах	スイング	замах	N	N;INDF;MASC;SG
スイング	люлка	スイング	люлка	N	N;INDF;FEM;SG
トラクター	трактори	トラクター	трактор	N	N;INDF;MASC;PL
トラクター	трактор	トラクター	трактор	N	N;INDF;MASC;SG
トラクター	трактори	トラクター	трактор	N	N;INDF;MASC;PL
トラクター	влекач	トラクター	влекач	N	N;INDF;MASC;SG
カリスマ	харизма	カリスマ	харизъм	N	N;INDF;FEM;SG
下着	бельо	下着	бельо	N	N;INDF;NEUT;SG
分泌	секреция	分泌	секреция	N	N;INDF;FEM;SG
廃墟	разруха	廃墟	разруха	N	N;INDF;FEM;SG
廃墟	развалини	廃墟	разваля-(се)	N	N;INDF;FEM;PL
廃墟	руините	廃墟	руина	N	N;DEF;FEM;PL
廃墟	руини	廃墟	руина	N	N;INDF;FEM;PL
深度	дълбочина	深度	дълбочина	N	N;INDF;FEM;SG
配当	дивиденти	配当	дивидент	N	N;INDF;MASC;PL
配当	дистрибуция	配当	дистрибуция	N	N;INDF;FEM;SG
配当	разпределяне	配当	разпределяне	N	N;INDF;NEUT;SG
配当	разпространение	配当	разпространение	N	N;INDF;NEUT;SG
配当	разпределение	配当	разпределение	N	N;INDF;NEUT;SG
配当	дивиденти	配当	дивидент	N	N;INDF;MASC;PL
預言	пророчество	預言	пророчество	N	N;INDF;NEUT;SG
預言	предсказание	預言	предсказание	N	N;INDF;NEUT;SG
預言	пророчеството	預言	пророчество	N	N;DEF;NEUT;SG
パスポート	паспорти	パスポート	паспорт	N	N;INDF;MASC;PL
パスポート	паспортите	パスポート	паспорт	N	N;DEF;MASC;PL
パスポート	паспорт	パスポート	паспорт	N	N;INDF;MASC;SG
カロリー	калория	カロリー	калория	N	N;INDF;FEM;SG
カロリー	калории	カロリー	калория	N	N;INDF;FEM;PL
ヘビ	змия	ヘビ	змия-се	N	N;INDF;FEM;SG
ヘビ	снейк	ヘビ	снейк	N	N;INDF;MASC;SG
ヘビ	змиите	ヘビ	змия	N	N;DEF;FEM;PL
ヘビ	змии	ヘビ	змия-се	N	N;INDF;FEM;PL
バッジ	значка	バッジ	значка	N	N;INDF;FEM;SG
バッジ	значката	バッジ	значка	N	N;DEF;FEM;SG
バッジ	значки	バッジ	значка	N	N;INDF;FEM;PL
残酷	жесток	残酷	жесток	ADJ	ADJ;INDF;MASC;SG
残酷	жестока	残酷	жесток	ADJ	ADJ;INDF;FEM;SG
残酷	жестоки	残酷	жесток	ADJ	ADJ;INDF;PL
ペナルティ	наказание	ペナルティ	наказание	N	N;INDF;NEUT;SG
ペナルティ	санкция	ペナルティ	санкция	N	N;INDF;FEM;SG
フェンス	ограда	フェンス	ограда	N	N;INDF;FEM;SG
フェンス	огради	フェンス	оградя	N	N;INDF;FEM;PL
フェンス	оградата	フェンス	ограда	N	N;DEF;FEM;SG
船員	моряк	船員	моряк	N	N;INDF;MASC;SG
フォレスト	форест	フォレスト	форест	N	N;INDF;MASC;SG
フォレスト	форест	フォレスト	форест	N	N;INDF;MASC;SG
フォレスト	гора	フォレスト	гора	N	N;INDF;FEM;SG
クラッチ	съединител	クラッチ	съединител	N	N;INDF;MASC;SG
黙示	апокалипсис	黙示	апокалипсис	N	N;INDF;MASC;SG
枢機	кардинале	枢機	кардинале	N	N;INDF;MASC;SG
枢機	кардинал	枢機	кардинал	N	N;INDF;MASC;SG
スギ	сидър	スギ	сидър	N	N;INDF;MASC;SG
賭博	хазарт	賭博	хазарт	N	N;INDF;MASC;SG
賭博	залагане	賭博	залагане	N	N;INDF;NEUT;SG
賭博	хазарта	賭博	хазарт	N	N;DEF;MASC;SG
コップ	чашка	コップ	чашки	N	N;INDF;FEM;SG
コップ	чаша	コップ	чаша	N	N;INDF;FEM;SG
コップ	купа	コップ	купа	N	N;INDF;FEM;SG
コップ	къп	コップ	къп	N	N;INDF;MASC;SG
母国	родино	母国	родино	N	N;INDF;MASC;SG
母国	родината	母国	родина	N	N;DEF;FEM;SG
母国	родина	母国	родина	N	N;INDF;FEM;SG
視界	видимост	視界	видимост	N	N;INDF;FEM;SG
反響	ехо	反響	ехо	N	N;INDF;NEUT;SG
洗浄	пране	洗浄	пране	N	N;INDF;NEUT;SG
洗浄	миене	洗浄	миене	N	N;INDF;NEUT;SG
洗浄	измиване	洗浄	измиване	N	N;INDF;NEUT;SG
洗浄	почистване	洗浄	почистване	N	N;INDF;NEUT;SG
洗浄	чистене	洗浄	чистене	N	N;INDF;NEUT;SG
不祥事	скандали	不祥事	скандал	N	N;INDF;MASC;PL
不祥事	скандал	不祥事	скандал	N	N;INDF;MASC;SG
不祥事	скандали	不祥事	скандал	N	N;INDF;MASC;PL
祭壇	олтар	祭壇	олтар	N	N;INDF;MASC;SG
祭壇	олтара	祭壇	олтар	N	N;DEF;MASC;SG
帰化	натурализация	帰化	натурализация	N	N;INDF;FEM;SG
ヤギ	козе	ヤギ	козе	N	N;INDF;NEUT;SG
ヤギ	козел	ヤギ	козеда	N	N;INDF;MASC;SG
ヤギ	кози	ヤギ	коза	N	N;INDF;FEM;PL
ヤギ	кози	ヤギ	коза	N	N;INDF;FEM;PL
ワークショップ	семинари	ワークショップ	семинар	N	N;INDF;MASC;PL
ワークショップ	работилница	ワークショップ	работилница	N	N;INDF;FEM;SG
ワークショップ	работилницата	ワークショップ	работилница	N	N;DEF;FEM;SG
ワークショップ	семинар	ワークショップ	семинар	N	N;INDF;MASC;SG
金庫	сейф	金庫	сейф	N	N;INDF;FEM;SG
被告人	обвиняем	被告人	обвиняем	N	N;INDF;MASC;SG
被告人	обвиняем	被告人	обвиняем	N	N;INDF;MASC;SG
被告人	ответника	被告人	ответник	N	N;DEF;MASC;SG
被告人	обвиняемият	被告人	обвиняем	N	N;DEF;MASC;SG
被告人	обвиняемия	被告人	обвиняем	N	N;DEF;MASC;SG
バトン	батън	バトン	батън	N	N;INDF;MASC;SG
バトン	палка	バトン	палка	N	N;INDF;FEM;SG
睡眠	сън	睡眠	сън	N	N;INDF;MASC;SG
ツル	жерав	ツル	жерав	N	N;INDF;MASC;SG
ツル	кран	ツル	кран	N	N;INDF;MASC;SG
裏側	гръб	裏側	гръб	N	N;INDF;MASC;SG
レズビアン	лесбийка	レズビアン	лесбийка	N	N;INDF;FEM;SG
レズビアン	лесбийки	レズビアン	лесбийка	N	N;INDF;FEM;PL
レズビアン	лесбийките	レズビアン	лесбийка	N	N;DEF;FEM;PL
レズビアン	лесбийки	レズビアン	лесбийка	N	N;INDF;FEM;PL
芸者	гейша	芸者	гейш	N	N;INDF;FEM;SG
吸気	вдишване	吸気	вдишване	N	N;INDF;NEUT;SG
林	епъл	林	епъл	N	N;INDF;MASC;SG
林	ябълков	林	ябълков	N	N;INDF;MASC;SG
林	ябълка	林	ябълка	N	N;INDF;FEM;SG
視力	зрение	視力	зрение	N	N;INDF;NEUT;SG
ランニング	тичане	ランニング	тичане	N	N;INDF;NEUT;SG
ランニング	бягане	ランニング	бягане	N	N;INDF;NEUT;SG
レスキュー	спасяване	レスキュー	спасяване	N	N;INDF;NEUT;SG
お気に入り	фаворит	お気に入り	фаворит	N	N;INDF;MASC;SG
お気に入り	любимка	お気に入り	любимка	N	N;INDF;FEM;SG
お気に入り	любимци	お気に入り	любимец	N	N;INDF;MASC;PL
ロッカー	рокер	ロッカー	рокер	N	N;INDF;MASC;SG
ロッカー	шкафчета	ロッカー	шкафче	N	N;INDF;NEUT;PL
ロッカー	шкафче	ロッカー	шкафче	N	N;INDF;NEUT;SG
トゥルー	истина	トゥルー	истина	N	N;INDF;FEM;SG
ヨット	яхта	ヨット	яхта	N	N;INDF;FEM;SG
ヨット	яхти	ヨット	яхта	N	N;INDF;FEM;PL
ヨット	яхтата	ヨット	яхта	N	N;DEF;FEM;SG
ヨット	яхти	ヨット	яхта	N	N;INDF;FEM;PL
ダイナミック	динамична	ダイナミック	динамичен	ADJ	ADJ;INDF;FEM;SG
ダイナミック	динамични	ダイナミック	динамичен	ADJ	ADJ;INDF;PL
ダイナミック	динамичен	ダイナミック	динамичен	ADJ	ADJ;INDF;MASC;SG
飛行船	дирижабъл	飛行船	дирижабъл	N	N;INDF;MASC;SG
陶芸	керамика	陶芸	керамика	N	N;INDF;FEM;SG
フットサル	футзал	フットサル	футза	N	N;INDF;MASC;SG
消去	изтрий	消去	изтрий	V	V;PFV;IMP;SG;2;FIN
ストライカー	нападател	ストライカー	нападател	N	N;INDF;MASC;SG
ストライカー	страйкър	ストライカー	страйкър	N	N;INDF;MASC;SG
バイザー	визьора	バイザー	визьор	N	N;DEF;MASC;SG
バイザー	козирката	バイザー	козирка	N	N;DEF;FEM;SG
テント	палатките	テント	палатка	N	N;DEF;FEM;PL
テント	палатки	テント	палатка	N	N;INDF;FEM;PL
テント	шатра	テント	шатра	N	N;INDF;FEM;SG
テント	палатката	テント	палатка	N	N;DEF;FEM;SG
テント	шатрата	テント	шатра	N	N;DEF;FEM;SG
テント	палатка	テント	палатка	N	N;INDF;FEM;SG
リソース	ресурс	リソース	ресурс	N	N;INDF;MASC;SG
リソース	ресурси	リソース	ресурс	N	N;INDF;MASC;PL
リソース	ресурси	リソース	ресурс	N	N;INDF;MASC;PL
粛清	пречистен	粛清	пречистен	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
崇拝	боготворят	崇拝	боготворя	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
値段	цена	値段	цена	N	N;INDF;FEM;SG
快適	удобен	快適	удобен	ADJ	ADJ;INDF;MASC;SG
快適	удобни	快適	удобен	ADJ	ADJ;INDF;PL
快適	удобна	快適	удобен	ADJ	ADJ;INDF;FEM;SG
快適	удобен	快適	удобен	ADJ	ADJ;INDF;MASC;SG
快適	удобни	快適	удобен	ADJ	ADJ;INDF;PL
快適	удобна	快適	удобен	ADJ	ADJ;INDF;FEM;SG
足跡	отпечатък	足跡	отпечатък	N	N;INDF;MASC;SG
獣	ветерани	獣	ветерани	N	N;INDF;MASC;PL
獣	ветеринар	獣	ветеринар	N	N;INDF;MASC;SG
獣	ветеринар	獣	ветеринар	N	N;INDF;MASC;SG
和音	акорд	和音	акорд	N	N;INDF;MASC;SG
帝政	империята	帝政	империя	N	N;DEF;FEM;SG
帝政	емпайър	帝政	емпайър	N	N;INDF;MASC;SG
帝政	империя	帝政	империя	N	N;INDF;FEM;SG
動揺	разстроена	動揺	разстроя-(се)	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
タブレット	таблетка	タブレット	таблетка	N	N;INDF;FEM;SG
タブレット	плоча	タブレット	плоча-(се)	N	N;INDF;FEM;SG
神学校	семинарията	神学校	семинария	N	N;DEF;FEM;SG
麻酔	анестезия	麻酔	анестезия	N	N;INDF;FEM;SG
麻酔	упойка	麻酔	упойка	N	N;INDF;FEM;SG
阿弥陀	амитаба	阿弥陀	амитаб	N	N;DEF;MASC;SG
人魚	русалки	人魚	русалка	N	N;INDF;FEM;PL
人魚	русалка	人魚	русалка	N	N;INDF;FEM;SG
ジュエル	бижу	ジュエル	бижу	N	N;INDF;NEUT;SG
目的	дестинация	目的	дестинация	N	N;INDF;FEM;SG
目的	направление	目的	направление	N	N;INDF;NEUT;SG
目的	местоназначение	目的	местоназначение	N	N;INDF;NEUT;SG
目的	посока	目的	посока	N	N;INDF;FEM;SG
年数	години	年数	година	N	N;INDF;FEM;PL
年数	годините	年数	година	N	N;DEF;FEM;PL
サイコロ	зарове	サイコロ	зарова	N	N;INDF;MASC;PL
サイコロ	заровете	サイコロ	заровя-(се)	N	N;DEF;MASC;PL
コロナ	корона	コロナ	корон	N	N;INDF;FEM;SG
切符	билетите	切符	билет	N	N;DEF;MASC;PL
切符	билети	切符	билет	N	N;INDF;MASC;PL
切符	билет	切符	билет	N	N;INDF;MASC;SG
教義	догма	教義	догма	N	N;INDF;FEM;SG
教義	крийд	教義	крийд	N	N;INDF;MASC;SG
教義	доктрина	教義	доктрина	N	N;INDF;FEM;SG
オメガ	омега	オメガ	омега	N	N;INDF;FEM;SG
富豪	милионери	富豪	милионер	N	N;INDF;MASC;PL
両面	дуплекс	両面	дуплекс	N	N;INDF;MASC;SG
地雷	мините	地雷	мина	N	N;DEF;FEM;PL
地雷	мини	地雷	мина	N	N;INDF;FEM;PL
可愛	сладост	可愛	сладост	N	N;INDF;FEM;SG
可愛	сладур	可愛	сладур	N	N;INDF;MASC;SG
可愛	сладки	可愛	сладък	N	N;INDF;FEM;PL
ホッケー	хокей	ホッケー	хокей	N	N;INDF;MASC;SG
かもめ	чайка	かもめ	чайка	N	N;INDF;FEM;SG
事績	постижения	事績	постижение	N	N;INDF;NEUT;PL
事績	постижение	事績	постижение	N	N;INDF;NEUT;SG
事績	постижения	事績	постижение	N	N;INDF;NEUT;PL
事績	постигането	事績	постигане	N	N;DEF;NEUT;SG
カートリッジ	патрони	カートリッジ	патрон	N	N;INDF;MASC;PL
カートリッジ	касети	カートリッジ	касета	N	N;INDF;FEM;PL
カートリッジ	патроните	カートリッジ	патрон	N	N;DEF;MASC;PL
カートリッジ	патрон	カートリッジ	патрон	N	N;INDF;MASC;SG
カートリッジ	патрона	カートリッジ	патрон	N	N;DEF;MASC;SG
カートリッジ	пълнител	カートリッジ	пълнител	N	N;INDF;MASC;SG
トレイル	пътека	トレイル	пътека	N	N;INDF;FEM;SG
トレイル	следа	トレイル	следа	N	N;INDF;FEM;SG
トレイル	диря	トレイル	диря	N	N;INDF;FEM;SG
臓器	органите	臓器	орган	N	N;DEF;MASC;PL
臓器	органи	臓器	орган	N	N;INDF;MASC;PL
臓器	орган	臓器	орган	N	N;INDF;MASC;SG
水銀	живак	水銀	живак	N	N;INDF;MASC;SG
水銀	меркурий	水銀	меркурий	N	N;INDF;MASC;SG
ホモ	хомо	ホモ	хомо	N	N;INDF;MASC;SG
ユニーク	уникален	ユニーク	уникален	ADJ	ADJ;INDF;MASC;SG
ユニーク	уникални	ユニーク	уникален	ADJ	ADJ;INDF;PL
ユニーク	уникална	ユニーク	уникален	ADJ	ADJ;INDF;FEM;SG
城郭	замъци	城郭	замъкя	N	N;INDF;MASC;PL
浄化	пречисти	浄化	пречист	V	V;PFV;IMP;SG;2;FIN
浄化	пречисти	浄化	пречист	V	V;PFV;IMP;SG;2;FIN
音節	сричка	音節	сричка	N	N;INDF;FEM;SG
音節	срички	音節	сричка	N	N;INDF;FEM;PL
炎	възпаление	炎	възпаление	N	N;INDF;NEUT;SG
摩擦	търкания	摩擦	търкания	N	N;INDF;NEUT;PL
摩擦	триене	摩擦	триене	N	N;INDF;NEUT;SG
芝生	поляна	芝生	поляна	N	N;INDF;FEM;SG
悪役	злодей	悪役	злодей	N	N;INDF;MASC;SG
実効	ефективност	実効	ефективност	N	N;INDF;FEM;SG
イングリッシュ	bulgarian	イングリッシュ	bulgarian	N	N;INDF;MASC;SG
イングリッシュ	англичани	イングリッシュ	англичанин	N	N;INDF;MASC;PL
マッサージ	масажи	マッサージ	масаж	N	N;INDF;MASC;PL
マッサージ	масаж	マッサージ	масаж	N	N;INDF;MASC;SG
マッサージ	масажи	マッサージ	масаж	N	N;INDF;MASC;PL
工具	инструмент	工具	инструмент	N	N;INDF;MASC;SG
オナニー	мастурбация	オナニー	мастурбация	N	N;INDF;FEM;SG
ワタ	speciosa	ワタ	speciosa	N	N;INDF;MASC;SG
ラーマ	лама	ラーマ	лама	N	N;DEF;MASC;SG
ラーマ	рама	ラーマ	рама	N	N;INDF;FEM;SG
浄土	ходо	浄土	ходо	N	N;INDF;NEUT;SG
接着	сцепление	接着	сцепление	N	N;INDF;NEUT;SG
サンプリング	мостра	サンプリング	мостра	N	N;INDF;FEM;SG
サンプリング	проба	サンプリング	проба	N	N;INDF;FEM;SG
サンプリング	извадка	サンプリング	извадка	N	N;INDF;FEM;SG
失効	изтекла	失効	изтекла	V	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
失効	изтекъл	失効	изтека	V	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
失効	изтече	失効	изтека	V	V;PFV;IND;SG;3;PST;FIN;ACT
失効	изтекло	失効	изтекло	V	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
ねずみ	маус	ねずみ	маус	N	N;INDF;MASC;SG
ねずみ	миши	ねずみ	миша	N	N;INDF;FEM;PL
ねずみ	мишки	ねずみ	мишка	N	N;INDF;FEM;PL
ねずみ	мишка	ねずみ	мишка	N	N;INDF;FEM;SG
経典	сутри	経典	сутра	N	N;INDF;MASC;SG
経典	сутра	経典	сутра	N	N;INDF;FEM;SG
大気圏	атмосфера	大気圏	атмосфера	N	N;INDF;FEM;SG
不審	подозрителна	不審	подозрителен	ADJ	ADJ;INDF;FEM;SG
不審	подозрителен	不審	подозрителен	ADJ	ADJ;INDF;MASC;SG
不審	подозрителни	不審	подозрителен	ADJ	ADJ;INDF;PL
リサイクル	рециклиране	リサイクル	рециклиране	N	N;INDF;NEUT;SG
リサイクル	рециклиране	リサイクル	рециклиране	N	N;INDF;NEUT;SG
リサイクル	рециклирането	リサイクル	рециклиране	N	N;DEF;NEUT;SG
グラフィックス	графики	グラフィックス	графика	N	N;INDF;FEM;PL
グラフィックス	графика	グラフィックス	график	N	N;DEF;MASC;SG
カモ	патици	カモ	патик	N	N;INDF;MASC;PL
カモ	дък	カモ	дък	N	N;INDF;MASC;SG
カモ	патка	カモ	патка	N	N;INDF;FEM;SG
カモ	патици	カモ	патик	N	N;INDF;MASC;PL
カモ	пате	カモ	пата	N	N;INDF;NEUT;SG
カモ	патица	カモ	патица	N	N;INDF;FEM;SG
無意味	безсмислен	無意味	безсмислен	ADJ	ADJ;INDF;MASC;SG
ビーズ	перла	ビーズ	пера	N	N;INDF;FEM;SG
ビーズ	мъниста	ビーズ	мъниста	N	N;INDF;NEUT;PL
旋風	вихър	旋風	вихър	N	N;INDF;MASC;SG
旋風	вихрушка	旋風	вихрушка	N	N;INDF;FEM;SG
精製	рафинирани	精製	рафинирам	V	V;PFV;INDF;PL;V.PTCP;PASS
カンパ	кампа	カンパ	кампа	N	N;INDF;FEM;SG
スナック	закуска	スナック	закуска	N	N;INDF;FEM;SG
スナック	закуски	スナック	закуски	N	N;INDF;FEM;PL
スナック	хапване	スナック	хапване	N	N;INDF;NEUT;SG
スナック	закуски	スナック	закуски	N	N;INDF;FEM;PL
グリップ	дръжка	グリップ	дръжка	N	N;INDF;FEM;SG
グリップ	сцепление	グリップ	сцепление	N	N;INDF;NEUT;SG
グリップ	хватката	グリップ	хватка	N	N;DEF;FEM;SG
ペダル	педал	ペダル	педал	N	N;INDF;MASC;SG
ペダル	педала	ペダル	педало	N	N;DEF;MASC;SG
ビザ	виза	ビザ	виза	N	N;INDF;FEM;SG
ビザ	визи	ビザ	виза	N	N;INDF;FEM;PL
満期	зрялост	満期	зрялост	N	N;INDF;FEM;SG
満期	падеж	満期	падеж	N	N;INDF;MASC;SG
隙間	пропуски	隙間	пропуски	N	N;INDF;MASC;PL
ギャンブル	хазарт	ギャンブル	хазарт	N	N;INDF;MASC;SG
ギャンブル	залагане	ギャンブル	залагане	N	N;INDF;NEUT;SG
ギャンブル	хазарта	ギャンブル	хазарт	N	N;DEF;MASC;SG
ギャンブル	хазарт	ギャンブル	хазарт	N	N;INDF;MASC;SG
ギャンブル	гембъл	ギャンブル	гембъл	N	N;INDF;MASC;SG
握手	ръкостискане	握手	ръкостискане	N	N;INDF;NEUT;SG
センチュリー	век	センチュリー	век	N	N;INDF;MASC;SG
センチュリー	века	センチュリー	век	N	N;DEF;MASC;SG
バッグ	сак	バッグ	сак	N	N;INDF;MASC;SG
バッグ	чантата	バッグ	чанта	N	N;DEF;FEM;SG
バッグ	торбичка	バッグ	торбичка	N	N;INDF;FEM;SG
バッグ	чанта	バッグ	чанта	N	N;INDF;FEM;SG
バッグ	торба	バッグ	торба	N	N;INDF;FEM;SG
バッグ	торбички	バッグ	торбичка	N	N;INDF;FEM;PL
バッグ	чанти	バッグ	чанта	N	N;INDF;FEM;PL
バッグ	торби	バッグ	торба	N	N;INDF;FEM;PL
画質	качество	画質	качество	N	N;INDF;NEUT;SG
画質	качеството	画質	качество	N	N;DEF;NEUT;SG
飽和	насищане	飽和	насищане	N	N;INDF;NEUT;SG
福音書	евангелието	福音書	евангелие	N	N;DEF;NEUT;SG
ユニバー	универсиада	ユニバー	универсиада	N	N;INDF;FEM;SG
侮辱	обида	侮辱	обида	N	N;INDF;FEM;SG
侮辱	оскърбление	侮辱	оскърбление	N	N;INDF;NEUT;SG
平衡	равновесието	平衡	равновесие	N	N;DEF;NEUT;SG
平衡	равновесие	平衡	равновесие	N	N;INDF;NEUT;SG
乗馬	езда	乗馬	езда	N	N;INDF;MASC;SG
乗馬	яздене	乗馬	яздене	N	N;INDF;MASC;PL
粘土	глина	粘土	глина	N	N;INDF;FEM;SG
粘土	клей	粘土	клей	N	N;INDF;MASC;SG
肝臓	дроб	肝臓	дроб	N	N;INDF;MASC;SG
ノック	почукване	ノック	почукване	N	N;INDF;NEUT;SG
ノック	чук	ノック	чук	N	N;INDF;MASC;SG
ペイント	боя	ペイント	бой	N	N;INDF;FEM;SG
ペイント	бои	ペイント	бой	N	N;INDF;NEUT;PL
ペイント	боядисване	ペイント	боядисване	N	N;INDF;NEUT;SG
滑らか	гладък	滑らか	гладък	ADJ	ADJ;INDF;MASC;SG
滑らか	гладки	滑らか	гладка	ADJ	ADJ;INDF;PL
完備	завършен	完備	завърша	V	V;PFV;INDF;MASC;SG;V.PTCP;PASS
完備	завършено	完備	завърша	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
白血	левкемия	白血	левкемия	N	N;INDF;FEM;SG
アングル	ъгъл	アングル	ъгъл	N	N;INDF;MASC;SG
アングル	ъгли	アングル	ъгъл	N	N;INDF;FEM;PL
冷たい	студен	冷たい	студен	ADJ	ADJ;INDF;MASC;SG
冷たい	студена	冷たい	студен	ADJ	ADJ;INDF;FEM;SG
ラウンジ	салон	ラウンジ	салон	N	N;INDF;MASC;SG
ディーラー	дилър	ディーラー	дилър	N	N;INDF;MASC;SG
ディーラー	дилъра	ディーラー	дилър	N	N;DEF;MASC;SG
ディーラー	търговец	ディーラー	търговец	N	N;INDF;MASC;SG
信条	крийд	信条	крийд	N	N;INDF;MASC;SG
シルエット	силует	シルエット	силует	N	N;INDF;MASC;SG
中性子	неутрон	中性子	неутрон	N	N;INDF;MASC;SG
処方	предпише	処方	предпиша	V	V;PFV;IND;SG;3;PST;FIN;ACT
パノラマ	панорама	パノラマ	панорама	N	N;INDF;FEM;SG
パノラマ	панорамна	パノラマ	панорамен	N	N;INDF;FEM;SG
反復	повтаряне	反復	повтаряне	N	N;INDF;NEUT;SG
反復	повторение	反復	повторение	N	N;INDF;NEUT;SG
反復	итерация	反復	итерация	N	N;INDF;FEM;SG
共存	съжителстват	共存	съжителствам	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
修道士	монах	修道士	монах	N	N;INDF;MASC;SG
ヴィレッジ	село	ヴィレッジ	село	N	N;INDF;NEUT;SG
受け取り	получено	受け取る	получа	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
