sound	geluid	sound	geluid	N	N;NEUT;SG
duquesa	hertogin	duquesa	hertogin	N;FEM;SG	N;MASC+FEM;SG
delito	misdrijf	delito	misdrijf	N;MASC;SG	N;NEUT;SG
delito	misdrijf	delito	misdrijf	N;MASC;SG	N;NEUT;SG
delito	misdaad	delito	misdaad	N;MASC;SG	N;MASC+FEM;SG
delito	criminaliteit	delito	criminaliteit	N;MASC;SG	N;MASC+FEM;SG
preocupación	bezorgdheid	preocupación	bezorgdheid	N;FEM;SG	N;MASC+FEM;SG
metales	metalen	metal	metalen	N;MASC;PL	N;PL
metales	metalen	metal	metalen	N;MASC;PL	N;PL
sufrir	lijden	sufrir	lijden	V;NFIN	V;NFIN
sufrir	lijd	sufrir	lijden	V;NFIN	V;SG;PRS;FIN
renfe	renfe	renfe	renfe	N;FEM;SG	N;MASC+FEM;SG
creencias	overtuigingen	creencia	overtuiging	N;FEM;PL	N;PL
sucre	sucre	sucre	sucre	N;MASC;SG	N;MASC+FEM;SG
baltimore	baltimore	baltimore	baltimore	N;MASC;SG	N;MASC+FEM;SG
stars	sterren	star	ster	N	N;PL
reputación	reputatie	reputación	reputatie	N;FEM;SG	N;MASC+FEM;SG
party	feest	party	feest	N	N;NEUT;SG
party	partij	party	partij	N	N;MASC+FEM;SG
party	feestje	party	feest	N	N;NEUT;SG
party	party	party	party	N	N;MASC+FEM;SG
norman	norman	normar	norman	N;MASC;SG	N;MASC+FEM;SG
participante	deelnemer	participante	deelnemer	N;SG	N;MASC+FEM;SG
conexiones	connecties	conexión	connectie	N;FEM;PL	N;PL
conexiones	aansluitingen	conexión	aansluiting	N;FEM;PL	N;PL
conexiones	verbindingen	conexión	verbinding	N;FEM;PL	N;PL
cumplimiento	naleving	cumplimiento	naleving	N;MASC;SG	N;MASC+FEM;SG
cumplimiento	compliance	cumplimiento	compliance	N;MASC;SG	N;MASC+FEM;SG
cumplimiento	voldoening	cumplimiento	voldoening	N;MASC;SG	N;MASC+FEM;SG
cumplimiento	vervulling	cumplimiento	vervulling	N;MASC;SG	N;MASC+FEM;SG
aurora	noorderlicht	aurora	noorderlicht	N;FEM;SG	N;NEUT;SG
aurora	aurora	aurora	aurora	N;FEM;SG	N;MASC+FEM;SG
condujo	gereden	conducir	rijden	V;IND;SG;3;PST;FIN	V;V.PTCP
australiana	australisch	australiano	australisch	ADJ;FEM;SG	ADJ
australiana	australische	australiano	australisch	ADJ;FEM;SG	ADJ
ilustración	verlichting	ilustración	verlichting	N;FEM;SG	N;MASC+FEM;SG
ilustración	illustratie	ilustración	illustratie	N;FEM;SG	N;MASC+FEM;SG
potosí	potosi	potosí	potosi	N;MASC;PL	N;PL
efectiva	effectief	efectivo	effectief	ADJ;FEM;SG	ADJ
efectiva	doeltreffend	efectivo	doeltreffend	ADJ;FEM;SG	ADJ
efectiva	effectieve	efectivo	effectief	ADJ;FEM;SG	ADJ
convertir	omzetten	convertir	omzetten	V;NFIN	V;NFIN
convertir	bekeren	convertir	bekeren	V;NFIN	V;NFIN
convertir	converteren	convertir	converteren	V;NFIN	V;NFIN
convertir	converteren	convertir	converteren	V;NFIN	V;NFIN
llanura	vlakte	llanura	vlakken	N;FEM;SG	N;MASC+FEM;SG
llanura	effen	llanura	effen	N;FEM;SG	N;NEUT;SG
llanura	vlakte	llanura	vlakken	N;FEM;SG	N;MASC+FEM;SG
levantamiento	opstand	levantamiento	opstand	N;MASC;SG	N;MASC+FEM;SG
propaganda	propaganda	propaganda	propaganda	N;FEM;SG	N;MASC+FEM;SG
thompson	thompson	thompson	thompson	N;MASC;SG	N;MASC+FEM;SG
secuela	vervolg	secuelo	vervolg	N;FEM;SG	N;NEUT;SG
tributo	eerbetoon	tributo	eerbetoon	N;MASC;SG	N;NEUT;SG
tributo	hulde	tributo	hulde	N;MASC;SG	N;MASC+FEM;SG
placas	borden	placa	bord	N;FEM;PL	N;PL
placas	nummerplaten	placa	nummerplaat	N;FEM;PL	N;PL
placas	platen	placa	plaat	N;FEM;PL	N;PL
placas	penningen	placa	penning	N;FEM;PL	N;PL
placas	insignes	placa	insignes	N;FEM;PL	N;PL
placas	badges	placa	badge	N;FEM;PL	N;PL
estructural	structureel	estructural	structureel	ADJ;SG	ADJ
culpa	schuld	culpa	schuld	N;FEM;SG	N;MASC+FEM;SG
culpa	verwijt	culpa	verwijt	N;FEM;SG	N;NEUT;SG
culpa	schuldgevoel	culpa	schuldgevoel	N;FEM;SG	N;NEUT;SG
culpa	schuld	culpa	schuld	N;FEM;SG	N;MASC+FEM;SG
causar	veroorzaken	causar	veroorzaken	V;NFIN	V;NFIN
concejales	raadsleden	concejal	raadslid	N;MASC;PL	N;PL
singapur	singapore	singapur	singapore	N;MASC;SG	N;MASC+FEM;SG
secreta	geheim	secreto	geheim	ADJ;FEM;SG	ADJ
comerciantes	handelaars	comerciante	handelaar	N;PL	N;PL
comerciantes	handelaren	comerciante	handelaar	N;PL	N;PL
comerciantes	kooplieden	comerciante	kooplied	N;PL	N;PL
comerciantes	handelaren	comerciante	handelaar	N;PL	N;PL
comerciantes	dealers	comerciante	dealer	N;PL	N;PL
comerciantes	handelaren	comerciante	handelaar	N;PL	N;PL
comerciantes	handelaars	comerciante	handelaar	N;PL	N;PL
bank	bank	bank	bank	N	N;MASC+FEM;SG
meseta	ikke	meseta	ikken	N;FEM;SG	N;MASC+FEM;SG
meseta	plateau	meseta	plateau	N;FEM;SG	N;NEUT;SG
hamburgo	hamburg	hamburgo	hamburg	N;MASC;SG	N;NEUT;SG
ordenado	ordelijk	ordenado	ordelijk	ADJ;MASC;SG;V.PTCP	ADJ
ordenado	ordelijke	ordenado	ordelijk	ADJ;MASC;SG;V.PTCP	ADJ
pereira	pereira	pereira	pereira	N;MASC;SG	N;MASC+FEM;SG
proporción	ratio	proporción	ratio	N;FEM;SG	N;MASC+FEM;SG
proporción	verhouding	proporción	verhouding	N;FEM;SG	N;MASC+FEM;SG
proporción	proportie	proporción	proportie	N;FEM;SG	N;MASC+FEM;SG
interfaz	interface	interfaz	interface	N;FEM;SG	N;MASC+FEM;SG
interfaz	raakvlak	interfaz	raakvlak	N;FEM;SG	N;NEUT;SG
correa	correa	correa	correa	N;FEM;SG	N;MASC+FEM;SG
correa	riem	correa	riem	N;FEM;SG	N;MASC+FEM;SG
colaborar	meewerken	colaborar	meewerken	V;NFIN	V;NFIN
colaborar	samenwerken	colaborar	samenwerken	V;NFIN	V;NFIN
colaborar	samenwerkende	colaborar	samenwerken	V;NFIN	V;V.PTCP
arquidiócesis	aartsbisdom	arquidiócesis	aartsbisdom	N;FEM	N;NEUT;SG
episcopal	bisschoppelijke	episcopal	bisschoppelijk	ADJ;SG	ADJ
secretaria	secretaris	secretaria	secretaris	N;FEM;SG	N;MASC+FEM;SG
secretaria	secretaresse	secretaria	secretaresse	N;FEM;SG	N;MASC+FEM;SG
circuitos	circuits	circuito	circuit	N;MASC;PL	N;PL
circuitos	schakelingen	circuito	schakeling	N;MASC;PL	N;PL
distribuye	verdeelt	distribuir	verdelen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
distribuye	uitdelen	distribuir	uitdelen	V;IND;SG;3;PRS;FIN	V;NFIN
distribuye	verdelen	distribuir	verdelen	V;IND;SG;3;PRS;FIN	V;NFIN
distribuye	verspreiden	distribuir	verspreiden	V;IND;SG;3;PRS;FIN	V;NFIN
distribuye	distribueren	distribuir	distribueren	V;IND;SG;3;PRS;FIN	V;NFIN
concacaf	concacaf	concacaf	concacaf	N;FEM;SG	N;MASC+FEM;SG
minería	mijnbouw	minería	mijnbouw	N;FEM;SG	N;MASC+FEM;SG
corteza	schors	corteza	schor	N;FEM;SG	N;MASC+FEM;SG
corteza	bast	corteza	bast	N;FEM;SG	N;MASC+FEM;SG
corteza	korst	corteza	korst	N;FEM;SG	N;MASC+FEM;SG
corteza	aardkorst	corteza	aardkorst	N;FEM;SG	N;MASC+FEM;SG
corteza	cortex	corteza	cortex	N;FEM;SG	N;MASC+FEM;SG
anónimo	anoniem	anónimo	anoniem	ADJ;MASC;SG	ADJ
anónimo	anonieme	anónimo	anoniem	ADJ;MASC;SG	ADJ
auge	boem	auge	boem	N;MASC;SG	N;MASC+FEM;SG
auge	boom	auge	boom	N;MASC;SG	N;MASC+FEM;SG
encargo	orde	encargo	orde	N;MASC;SG	N;MASC+FEM;SG
encargo	order	encargo	order	N;MASC;SG	N;MASC+FEM;SG
encargo	bestelling	encargo	bestelling	N;MASC;SG	N;MASC+FEM;SG
sensación	gevoel	sensación	gevoel	N;FEM;SG	N;NEUT;SG
sensación	gevoel	sensación	gevoel	N;FEM;SG	N;NEUT;SG
sensación	sensatie	sensación	sensatie	N;FEM;SG	N;MASC+FEM;SG
afluentes	zijrivieren	afluente	zijrivier	N;PL	N;PL
suave	soepel	suave	soepel	ADJ;SG	ADJ
suave	gladde	suave	glad	ADJ;SG	ADJ
suave	glad	suave	glad	ADJ;SG	ADJ
suave	zachte	suave	zacht	ADJ;SG	ADJ
suave	zacht	suave	zacht	ADJ;SG	ADJ
suave	mild	suave	mild	ADJ;SG	ADJ
suave	milde	suave	mild	ADJ;SG	ADJ
suave	zachtaardig	suave	zachtaardig	ADJ;SG	ADJ
suave	zacht	suave	zacht	ADJ;SG	ADJ
constantes	constante	constante	constant	ADJ;PL	ADJ
constantes	constant	constante	constant	ADJ;PL	ADJ
viaja	reist	viajar	reizen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
cbs	cbs	cbs	cbs	N;FEM;SG	N;NEUT;SG
jamaica	jamaica	jamaica	jamaica	N;FEM;SG	N;NEUT;SG
sencilla	eenvoudige	sencillo	eenvoudig	ADJ;FEM;SG	ADJ
sencilla	simpel	sencillo	simpel	ADJ;FEM;SG	ADJ
sencilla	eenvoudig	sencillo	eenvoudig	ADJ;FEM;SG	ADJ
sencilla	rustig	sencillo	rustig	ADJ;FEM;SG	ADJ
sencilla	eenvoudig	sencillo	eenvoudig	ADJ;FEM;SG	ADJ
sencilla	makkelijk	sencillo	makkelijk	ADJ;FEM;SG	ADJ
sencilla	gemakkelijk	sencillo	gemakkelijk	ADJ;FEM;SG	ADJ
censura	ongecensureerde	censura	ongecensureren	N;FEM;SG	N;MASC+FEM;SG
censura	censuur	censura	censuur	N;FEM;SG	N;MASC+FEM;SG
rebelde	opstandige	rebelde	opstandig	ADJ;SG	ADJ
rebelde	rebelse	rebelde	rebels	ADJ;SG	ADJ
rebelde	rebels	rebelde	rebel	ADJ;SG	ADJ
rebelde	opstandig	rebelde	opstandig	ADJ;SG	ADJ
roll	rol	roll	rol	N;MASC;SG	N;MASC+FEM;SG
nancy	nancy	nancy	nancy	N;FEM;SG	N;MASC+FEM;SG
marítima	maritiem	marítimo	maritiem	ADJ;FEM;SG	ADJ
gerente	manager	gerente	manager	N;SG	N;MASC+FEM;SG
gerente	bedrijfsleider	gerente	bedrijfsleider	N;SG	N;MASC+FEM;SG
encuesta	enquete	encuesta	enqueten	N;FEM;SG	N;MASC+FEM;SG
encuesta	enquête	encuesta	enquyt	N;FEM;SG	N;MASC+FEM;SG
encuesta	enquête	encuesta	enquyt	N;FEM;SG	N;MASC+FEM;SG
encuesta	poll	encuesta	poll	N;FEM;SG	N;MASC+FEM;SG
encuesta	opiniepeiling	encuesta	opiniepeiling	N;FEM;SG	N;MASC+FEM;SG
encuesta	peiling	encuesta	peiling	N;FEM;SG	N;MASC+FEM;SG
afecta	beïnvloedt	afectar	beïnvloeden	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
afecta	beïnvloeden	afectar	beïnvloeden	V;IND;SG;3;PRS;FIN	V;NFIN
enciclopédico	encyclopedisch	enciclopédico	encyclopedisch	ADJ;MASC;SG	ADJ
pokémon	pokémon	pokémon	pokémon	N;MASC	N;MASC+FEM;SG
libertador	bevrijder	libertador	bevrijder	N;MASC;SG	N;MASC+FEM;SG
libertador	verlosser	libertador	verlosser	N;MASC;SG	N;MASC+FEM;SG
generalidad	generalitat	generalidad	generalitat	N;FEM;SG	N;MASC+FEM;SG
efectivamente	inderdaad	efectivamente	inderdaad	ADV	ADV
virreinato	onderkoninkrijk	virreinato	onderkoninkrijk	N;MASC;SG	N;NEUT;SG
seca	droge	seco	droog	ADJ;FEM;SG	ADJ
seca	droog	seco	droog	ADJ;FEM;SG	ADJ
medir	meten	medir	meten	V;NFIN	V;NFIN
medir	opmeten	medir	opmeten	V;NFIN	V;NFIN
medir	meet	medir	meet	V;NFIN	V;SG;PRS;FIN
medir	meten	medir	meten	V;NFIN	V;NFIN
dieta	dieet	dieta	dieet	N;FEM;SG	N;NEUT;SG
dieta	voeding	dieta	voeding	N;FEM;SG	N;MASC+FEM;SG
aparente	schijnbare	aparente	schijnbaar	ADJ;SG	ADJ
discusiones	discussies	discusión	discussie	N;FEM;PL	N;PL
discusiones	besprekingen	discusión	bespreking	N;FEM;PL	N;PL
discusiones	discussies	discusión	discussie	N;FEM;PL	N;PL
discusiones	argumenten	discusión	argument	N;FEM;PL	N;PL
panorama	panorama	panorama	panorama	N;MASC;SG	N;NEUT;SG
rin	rin	rin	rin	N;MASC;SG	N;MASC+FEM;SG
rin	lin	rin	lin	N;MASC;SG	N;MASC+FEM;SG
rin	rijn	rin	rijn	N;MASC;SG	N;MASC+FEM;SG
animada	geanimeerde	animado	geanimeerd	ADJ;FEM;SG;V.PTCP	ADJ
animada	levendig	animado	levendig	ADJ;FEM;SG;V.PTCP	ADJ
animada	levendige	animado	levendig	ADJ;FEM;SG;V.PTCP	ADJ
nativa	inheemse	nativo	inheems	ADJ;FEM;SG	ADJ
nativa	inheems	nativo	inheems	ADJ;FEM;SG	ADJ
intensa	intensief	intenso	intensief	ADJ;FEM;SG	ADJ
intensa	intens	intenso	intens	ADJ;FEM;SG	ADJ
intensa	heftig	intenso	heftig	ADJ;FEM;SG	ADJ
intensa	intense	intenso	intens	ADJ;FEM;SG	ADJ
duelo	duel	duelo	duel	N;MASC;SG	N;NEUT;SG
duelo	rouw	duelo	rouw	N;MASC;SG	N;MASC+FEM;SG
legend	legende	legend	legende	N	N;MASC+FEM;SG
legend	legend	legend	legend	N	N;MASC+FEM;SG
seattle	seattle	seattle	seattle	N;MASC;SG	N;NEUT;SG
rectangular	rechthoekig	rectangular	rechthoekig	ADJ;SG	ADJ
rectangular	rechthoekige	rectangular	rechthoekig	ADJ;SG	ADJ
acústica	akoestisch	acústicar	akoestisch	ADJ;FEM;SG	ADJ
acústica	akoestische	acústicar	akoestisch	ADJ;FEM;SG	ADJ
innovación	innovatie	innovación	innovatie	N;FEM;SG	N;MASC+FEM;SG
innovación	vernieuwing	innovación	vernieuwing	N;FEM;SG	N;MASC+FEM;SG
hueso	botje	hueso	botje	N;MASC;SG	N;NEUT;SG
administrativas	administratief	administrativo	administratief	ADJ;FEM;PL	ADJ
administrativas	administratieve	administrativo	administratief	ADJ;FEM;PL	ADJ
donald	donald	donald	donald	N;SG	N;MASC+FEM;SG
rincón	corner	rincón	corner	N;MASC;SG	N;MASC+FEM;SG
rincón	hoekje	rincón	hoek	N;MASC;SG	N;NEUT;SG
rincón	hoek	rincón	hoek	N;MASC;SG	N;MASC+FEM;SG
rincón	rincón	rincón	rinct	N;MASC;SG	N;MASC+FEM;SG
ordenador	computer	ordenador	computer	N;MASC;SG	N;MASC+FEM;SG
baño	toilet	baño	toilet	N;MASC;SG	N;NEUT;SG
baño	wc	baño	wc	N;MASC;SG	N;MASC+FEM;SG
baño	badhuis	baño	badhuis	N;MASC;SG	N;NEUT;SG
baño	badkamer	baño	badkamer	N;MASC;SG	N;MASC+FEM;SG
baño	bad	baño	bad	N;MASC;SG	N;NEUT;SG
seguros	verzekeringen	seguro	verzekering	N;MASC;PL	N;PL
correr	rennen	correr	rennen	V;NFIN	V;NFIN
correr	hardlopen	correr	hardlopen	V;NFIN	V;NFIN
correr	rennen	correr	rennen	V;NFIN	V;NFIN
correr	uitvoeren	correr	uitvoeren	V;NFIN	V;NFIN
correr	joggen	correr	joggen	V;NFIN	V;NFIN
hms	hms	hms	hms	N;MASC;SG	N;MASC+FEM;SG
arequipa	arequipa	arequipa	arequipa	N;FEM;SG	N;MASC+FEM;SG
iris	iris	iris	iris	N;MASC;SG	N;MASC+FEM;SG
maldonado	maldonado	maldonar	maldonado	N;MASC;SG	N;MASC+FEM;SG
ocupando	bezetten	ocupar	bezetten	V;V.MSDR	V;NFIN
cantando	zingen	cantar	zingen	V;V.MSDR	V;NFIN
examen	beoordeling	examen	beoordeling	N;MASC;SG	N;MASC+FEM;SG
examen	recensie	examen	recensie	N;MASC;SG	N;MASC+FEM;SG
examen	herziening	examen	herziening	N;MASC;SG	N;MASC+FEM;SG
examen	examen	examen	examen	N;MASC;SG	N;NEUT;SG
depósitos	pakhuizen	depósito	pakhuis	N;MASC;PL	N;PL
depósitos	magazijnen	depósito	magazijn	N;MASC;PL	N;PL
depósitos	reservoirs	depósito	reservoir	N;MASC;PL	N;PL
depósitos	stortingen	depósito	storting	N;MASC;PL	N;PL
homer	homer	homer	homer	N;MASC;SG	N;MASC+FEM;SG
liverpool	liverpool	liverpool	liverpool	N;MASC;SG	N;NEUT;SG
respondió	geantwoord	responder	antwoorden	V;IND;SG;3;PST;FIN	V;V.PTCP
respondió	antwoordde	responder	antwoorden	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
respondió	antwoordde	responder	antwoorden	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
respondió	beantwoord	responder	beantwoorden	V;IND;SG;3;PST;FIN	V;V.PTCP
respondió	beantwoorde	responder	beantwoorden	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
respondió	reageerde	responder	reageren	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
asistir	bijwonen	asistir	bijwonen	V;NFIN	V;NFIN
asistir	assisteren	asistir	assisteren	V;NFIN	V;NFIN
asistir	bijwonen	asistir	bijwonen	V;NFIN	V;NFIN
turistas	toeristen	turista	toerist	N;PL	N;PL
darío	darius	darío	darius	N;MASC;SG	N;MASC+FEM;SG
darío	darío	darío	darío	N;MASC;SG	N;MASC+FEM;SG
imdb	imdb	imdb	imdb	N;FEM;SG	N;MASC+FEM;SG
autobús	bus	autobús	bus	N;MASC;SG	N;MASC+FEM;SG
actuando	acteren	actuar	acteren	V;V.MSDR	V;NFIN
actuando	waarnemend	actuar	waarnemend	V;V.MSDR	V;V.PTCP
anuncia	kondigt	anunciar	kondigen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
anuncia	kondig	anunciar	kondigen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
anuncia	kondigen	anunciar	kondigen	V;IND;SG;3;PRS;FIN	V;NFIN
anuncia	aankondigen	anunciar	aankondigen	V;IND;SG;3;PRS;FIN	V;NFIN
confusión	verwardheid	confusión	verwardheid	N;FEM;SG	N;MASC+FEM;SG
confusión	verwarring	confusión	verwarring	N;FEM;SG	N;MASC+FEM;SG
tendencias	tendensen	tendencia	tendens	N;FEM;PL	N;PL
tendencias	trends	tendencia	trends	N;FEM;PL	N;PL
secretos	geheimen	secreto	geheim	N;MASC;PL	N;PL
probabilidad	waarschijnlijkheid	probabilidad	waarschijnlijkheid	N;FEM;SG	N;MASC+FEM;SG
probabilidad	waarschijnlijkheid	probabilidad	waarschijnlijkheid	N;FEM;SG	N;MASC+FEM;SG
exhibición	tentoonstelling	exhibición	tentoonstelling	N;FEM;SG	N;MASC+FEM;SG
exhibición	bewijsstuk	exhibición	bewijsstuk	N;FEM;SG	N;NEUT;SG
exhibición	tentoonstelling	exhibición	tentoonstelling	N;FEM;SG	N;MASC+FEM;SG
exhibición	expositie	exhibición	expositie	N;FEM;SG	N;MASC+FEM;SG
provinciales	provinciaal	provincial	provinciaal	ADJ;PL	ADJ
provinciales	provinciale	provincial	provinciaal	ADJ;PL	ADJ
amistoso	vriendschappelijk	amistoso	vriendschappelijk	ADJ;MASC;SG	ADJ
amistoso	vriendelijke	amistoso	vriendelijk	ADJ;MASC;SG	ADJ
amistoso	vriendelijk	amistoso	vriendelijk	ADJ;MASC;SG	ADJ
amistoso	vriendschappelijk	amistoso	vriendschappelijk	ADJ;MASC;SG	ADJ
amistoso	minnelijke	amistoso	minnelijk	ADJ;MASC;SG	ADJ
convenio	covenant	convenio	covenant	N;MASC;SG	N;MASC+FEM;SG
convenio	convenant	convenio	convenant	N;MASC;SG	N;NEUT;SG
convenio	conventie	convenio	conventie	N;MASC;SG	N;MASC+FEM;SG
convenio	verdrag	convenio	verdrag	N;MASC;SG	N;NEUT;SG
entretenimiento	vermaak	entretenimiento	vermaak	N;MASC;SG	N;NEUT;SG
entretenimiento	amusement	entretenimiento	amusement	N;MASC;SG	N;NEUT;SG
entretenimiento	entertainment	entretenimiento	entertainment	N;MASC;SG	N;NEUT;SG
euphorbia	euphorbia	euphorbia	euphorbia	N;FEM;SG	N;MASC+FEM;SG
direcciones	richtingen	dirección	richting	N;FEM;PL	N;PL
direcciones	adressen	dirección	adres	N;FEM;PL	N;PL
soprano	soprano	soprano	soprano	N;FEM;SG	N;MASC+FEM;SG
soprano	sopraan	soprano	sopraan	N;FEM;SG	N;MASC+FEM;SG
delitos	misdaden	delito	misdaad	N;MASC;PL	N;PL
delitos	misdrijven	delito	misdrijven	N;MASC;PL	N;PL
delitos	overtredingen	delito	overtreding	N;MASC;PL	N;PL
atletas	atleten	atleta	atleten	N;PL	N;PL
atletas	sporters	atleta	sporter	N;PL	N;PL
sonic	sonic	sonic	sonic	N;MASC;SG	N;MASC+FEM;SG
espectro	spectre	espectro	spectre	N;MASC;SG	N;MASC+FEM;SG
espectro	specter	espectro	specter	N;MASC;SG	N;MASC+FEM;SG
espectro	wraith	espectro	wraith	N;MASC;SG	N;MASC+FEM;SG
espectro	spectrum	espectro	spectrum	N;MASC;SG	N;NEUT;SG
espectro	spectre	espectro	spectre	N;MASC;SG	N;MASC+FEM;SG
serio	ernstig	serio	ernstig	ADJ;MASC;SG	ADJ
serio	ernstige	serio	ernstig	ADJ;MASC;SG	ADJ
serio	serieuze	serio	serieus	ADJ;MASC;SG	ADJ
serio	serieus	serio	serieus	ADJ;MASC;SG	ADJ
conducción	geleiding	conducción	geleiding	N;FEM;SG	N;MASC+FEM;SG
gobernantes	heersers	gobernante	heerser	N;PL	N;PL
capacidades	capaciteiten	capacidad	capaciteit	N;FEM;PL	N;PL
capacidades	capaciteiten	capacidad	capaciteit	N;FEM;PL	N;PL
capacidades	capaciteiten	capacidad	capaciteit	N;FEM;PL	N;PL
inteligente	slimme	inteligente	slim	ADJ;SG	ADJ
inteligente	slim	inteligente	slim	ADJ;SG	ADJ
inteligente	intelligente	inteligente	intelligent	ADJ;SG	ADJ
inteligente	intelligent	inteligente	intelligent	ADJ;SG	ADJ
inteligente	slimme	inteligente	slim	ADJ;SG	ADJ
inteligente	slim	inteligente	slim	ADJ;SG	ADJ
ficticio	fictief	ficticio	fictief	ADJ;MASC;SG	ADJ
ficticio	fictieve	ficticio	fictief	ADJ;MASC;SG	ADJ
ficticio	fictief	ficticio	fictief	ADJ;MASC;SG	ADJ
ficticio	fictieve	ficticio	fictief	ADJ;MASC;SG	ADJ
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	N;MASC+FEM;SG
concursos	competities	concurso	competitie	N;MASC;PL	N;PL
concursos	wedstrijden	concurso	wedstrijd	N;MASC;PL	N;PL
concursos	prijsvragen	concurso	prijsvraag	N;MASC;PL	N;PL
concursos	wedstrijden	concurso	wedstrijd	N;MASC;PL	N;PL
partió	vertrokken	partir	vertrekken	V;IND;SG;3;PST;FIN	V;V.PTCP
cia	cia	cia	cia	N;SG	N;MASC+FEM;SG
cia	cia	cia	cia	N;SG	N;MASC+FEM;SG
cia	cla	cia	cla	N;SG	N;MASC+FEM;SG
abundantes	overvloedige	abundante	overvloedig	ADJ;PL	ADJ
abundantes	overvloedig	abundante	overvloedig	ADJ;PL	ADJ
dosis	doseringen	dosis	dosering	N;FEM	N;PL
dosis	doses	dosis	dose	N;FEM	N;PL
dosis	dosis	dosis	dosis	N;FEM	N;MASC+FEM;SG
dosis	dosering	dosis	dosering	N;FEM	N;MASC+FEM;SG
dosis	dosis	dosis	dosis	N;FEM	N;MASC+FEM;SG
dosis	dosering	dosis	dosering	N;FEM	N;MASC+FEM;SG
cubrir	dekken	cubrir	dekken	V;NFIN	V;NFIN
antártida	antarctica	antártida	antarctica	N;FEM;SG	N;NEUT;SG
antártida	zuidpool	antártida	zuidpool	N;FEM;SG	N;MASC+FEM;SG
antártida	antarctica	antártida	antarctica	N;FEM;SG	N;NEUT;SG
citas	citaten	cita	citaat	N;FEM;PL	N;PL
citas	noteringen	cita	notering	N;FEM;PL	N;PL
citas	aanhalingstekens	cita	aanhalingsteken	N;FEM;PL	N;PL
citas	citaten	cita	citaat	N;FEM;PL	N;PL
citas	benoemingen	cita	benoeming	N;FEM;PL	N;PL
citas	afspraken	cita	afspraak	N;FEM;PL	N;PL
libreto	libretto	libreto	libretto	N;MASC;SG	N;NEUT;SG
filadelfia	philly	filadelfia	philly	N;FEM;SG	N;MASC+FEM;SG
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	N;MASC+FEM;SG
decidido	bepaald	decidido	bepaald	ADJ;MASC;SG;V.PTCP	ADJ
decidido	vastberaden	decidido	vastberaden	ADJ;MASC;SG;V.PTCP	ADJ
falso	vals	falso	vals	ADJ;MASC;SG	ADJ
falso	onwaar	falso	onwaar	ADJ;MASC;SG	ADJ
falso	valse	falso	vals	ADJ;MASC;SG	ADJ
falso	nep	falso	nep	ADJ;MASC;SG	ADJ
falso	fake	falso	fake	ADJ;MASC;SG	ADJ
jesuitas	jezuïeten	jesuita	jezuïet	N;PL	N;PL
enfrenta	confronteert	enfrentar	confronteert	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
humedad	vochtigheid	humedad	vochtigheid	N;FEM;SG	N;MASC+FEM;SG
humedad	vochtgehalte	humedad	vochtgehalte	N;FEM;SG	N;NEUT;SG
humedad	vocht	humedad	vocht	N;FEM;SG	N;NEUT;SG
humedad	vochtigheid	humedad	vochtigheid	N;FEM;SG	N;MASC+FEM;SG
humedad	luchtvochtigheid	humedad	luchtvochtigheid	N;FEM;SG	N;MASC+FEM;SG
atracción	aantrekking	atracción	aantrekking	N;FEM;SG	N;MASC+FEM;SG
atracción	aantrekkingskracht	atracción	aantrekkingskracht	N;FEM;SG	N;MASC+FEM;SG
atracción	attractie	atracción	attractie	N;FEM;SG	N;MASC+FEM;SG
jurídico	legaal	jurídico	legaal	ADJ;MASC;SG	ADJ
jurídico	wettelijk	jurídico	wettelijk	ADJ;MASC;SG	ADJ
jurídico	wettig	jurídico	wettig	ADJ;MASC;SG	ADJ
jurídico	juridische	jurídico	juridisch	ADJ;MASC;SG	ADJ
jurídico	juridisch	jurídico	juridisch	ADJ;MASC;SG	ADJ
tabasco	tabasco	tabasco	tabasco	N;MASC;SG	N;MASC+FEM;SG
formaciones	formaties	formación	formatie	N;FEM;PL	N;PL
testigo	getuige	testigo	getuige	N;MASC;SG	N;MASC+FEM;SG
afluente	zijrivier	afluente	zijrivier	N;MASC;SG	N;MASC+FEM;SG
bros	bros	bros	bros	N;MASC;SG	N;MASC+FEM;SG
kilómetro	mijl	kilómetro	mijl	N;MASC;SG	N;MASC+FEM;SG
kilómetro	mile	kilómetro	mile	N;MASC;SG	N;MASC+FEM;SG
kilómetro	kilometer	kilómetro	kilometer	N;MASC;SG	N;MASC+FEM;SG
lugo	lugo	lugo	lugo	N;MASC;SG	N;MASC+FEM;SG
reptiles	reptielen	reptil	reptiel	N;MASC;PL	N;PL
reptiles	reptielen	reptil	reptiel	N;MASC;PL	N;PL
