この	tento	この	tento	DET	DET;NOM;MASC;SG
再	životopis	再	životopis	N	N;INAN;NOM;MASC;SG;POS
ミニ	mini	ミニ	mini	N	N;INAN;NOM;MASC;SG;POS
機器	zařízení	機器	zařízení	N	N;NOM;NEUT;SG;POS
機器	zařízení	機器	zařízení	N	N;NOM;NEUT;SG;POS
機器	vybavení	機器	vybavení	N	N;NOM;NEUT;SG;POS
機器	výbava	機器	výbava	N	N;NOM;FEM;SG;POS
機器	přístroje	機器	přístroj	N	N;INAN;NOM;MASC;PL;POS
機器	zařízení	機器	zařízení	N	N;NOM;NEUT;SG;POS
プロダクション	produkce	プロダクション	produkce	N	N;NOM;FEM;SG;POS
プロダクション	výroby	プロダクション	výroba	N	N;NOM;FEM;SG;POS
プロダクション	výroba	プロダクション	výroba	N	N;NOM;FEM;SG;POS
スタッフ	personál	スタッフ	personál	N	N;INAN;NOM;MASC;SG;POS
スタッフ	zaměstnanci	スタッフ	zaměstnanec	N	N;ANIM;NOM;MASC;PL;POS
プログラム	program	プログラム	program	N	N;INAN;NOM;MASC;SG;POS
プログラム	programu	プログラム	program	N	N;INAN;GEN;MASC;SG;POS
プログラム	program	プログラム	program	N	N;INAN;NOM;MASC;SG;POS
プログラム	programů	プログラム	program	N	N;INAN;GEN;MASC;PL;POS
プログラム	programy	プログラム	program	N	N;INAN;NOM;MASC;PL;POS
アカデミー	akademii	アカデミー	akademie	N	N;ACC;FEM;SG;POS
アカデミー	akademie	アカデミー	akademie	N	N;NOM;FEM;SG;POS
司会	moderátor	司会	moderátor	N	N;ANIM;NOM;MASC;SG;POS
司会	moderátorka	司会	moderátorka	N	N;NOM;FEM;SG;POS
二	dva	二	dva	NUM	NUM;NOM;MASC;PL
二	dvě	二	dva	NUM	NUM;NOM;PL
改善	vylepšit	改善	vylepšit	V	V;PFV;POS;NFIN
改善	zlepšit	改善	zlepšit	V	V;PFV;POS;NFIN
改善	zlepšovat	改善	zlepšovat	V	V;IPFV;POS;NFIN
文書	dokument	文書	dokument	N	N;INAN;NOM;MASC;SG;POS
文書	dokumentu	文書	dokument	N	N;INAN;GEN;MASC;SG;POS
文書	doklad	文書	doklad	N	N;INAN;NOM;MASC;SG;POS
文書	dokumenty	文書	dokument	N	N;INAN;NOM;MASC;PL;POS
文書	dokumentů	文書	dokument	N	N;INAN;GEN;MASC;PL;POS
文書	doklady	文書	doklad	N	N;INAN;NOM;MASC;PL;POS
世代	generace	世代	generace	N	N;NOM;FEM;SG;POS
世代	generování	世代	generování	N	N;NOM;NEUT;SG;POS
世代	generace	世代	generace	N	N;NOM;FEM;SG;POS
ネットワーク	síť	ネットワーク	síť	N	N;NOM;FEM;SG;POS
ネットワーク	sítě	ネットワーク	síť	N	N;NOM;FEM;PL;POS
ネットワーク	sítě	ネットワーク	síť	N	N;NOM;FEM;PL;POS
審査	recenze	審査	recenze	N	N;NOM;FEM;SG;POS
審査	přezkumu	審査	přezkum	N	N;INAN;GEN;MASC;SG;POS
審査	přezkum	審査	přezkum	N	N;INAN;NOM;MASC;SG;POS
審査	zkoumání	審査	zkoumání	N	N;NOM;NEUT;SG;POS
審査	vyšetření	審査	vyšetření	N	N;NOM;NEUT;SG;POS
重量	závaží	重量	závaží	N	N;NOM;NEUT;SG;POS
重量	hmotnosti	重量	hmotnost	N	N;NOM;FEM;SG;POS
重量	hmotnost	重量	hmotnost	N	N;NOM;FEM;SG;POS
重量	váhy	重量	váha	N	N;NOM;FEM;PL;POS
重量	váha	重量	váha	N	N;NOM;FEM;SG;POS
プレイヤー	hráče	プレイヤー	hráč	N	N;ANIM;ACC;MASC;PL;POS
プレイヤー	hráči	プレイヤー	hráč	N	N;ANIM;NOM;MASC;PL;POS
プレイヤー	přehrávač	プレイヤー	přehrávač	N	N;INAN;NOM;MASC;SG;POS
プレイヤー	hráč	プレイヤー	hráč	N	N;ANIM;NOM;MASC;SG;POS
プレイヤー	hráče	プレイヤー	hráč	N	N;ANIM;ACC;MASC;PL;POS
プレイヤー	hráčů	プレイヤー	hráč	N	N;ANIM;GEN;MASC;PL;POS
プレイヤー	hráči	プレイヤー	hráč	N	N;ANIM;NOM;MASC;PL;POS
プレイヤー	přehrávače	プレイヤー	přehrávač	N	N;INAN;NOM;MASC;PL;POS
河川	řece	河川	řeka	N	N;DAT;FEM;SG;POS
河川	řeka	河川	řeka	N	N;NOM;FEM;SG;POS
河川	řek	河川	řeka	N	N;GEN;FEM;PL;POS
河川	řeky	河川	řeka	N	N;NOM;FEM;PL;POS
クイズ	kvíz	クイズ	kvízt	N	N;INAN;NOM;MASC;SG;POS
巨大	obrovský	巨大	obrovský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
巨大	obrovské	巨大	obrovský	ADJ	ADJ;NOM;NEUT;SG;POS
巨大	obrovská	巨大	obrovský	ADJ	ADJ;NOM;FEM;SG;POS
巨大	obří	巨大	obří	ADJ	ADJ;NOM;MASC;SG;POS
伝統	tradice	伝統	tradice	N	N;NOM;FEM;SG;POS
伝統	tradici	伝統	tradice	N	N;ACC;FEM;SG;POS
伝統	tradice	伝統	tradice	N	N;NOM;FEM;SG;POS
ナイト	rytíři	ナイト	rytíř	N	N;ANIM;NOM;MASC;PL;POS
ナイト	rytíř	ナイト	rytíř	N	N;ANIM;NOM;MASC;SG;POS
ナイト	noci	ナイト	noc	N	N;NOM;FEM;SG;POS
ナイト	noc	ナイト	noc	N	N;NOM;FEM;SG;POS
区分	kategorii	区分	kategorie	N	N;ACC;FEM;SG;POS
区分	kategorie	区分	kategorie	N	N;NOM;FEM;SG;POS
旅行	cestovat	旅行	cestovat	V	V;IPFV;POS;NFIN
後継	nástupci	後継	nástupce	N	N;ANIM;NOM;MASC;PL;POS
比較	porovnávat	比較	porovnávat	V	V;IPFV;POS;NFIN
比較	porovnat	比較	porovnat	V	V;PFV;POS;NFIN
比較	srovnat	比較	srovnat	V	V;PFV;POS;NFIN
貴族	šlechtici	貴族	šlechtice	N	N;ANIM;NOM;MASC;PL;POS
貴族	ušlechtilost	貴族	ušlechtilost	N	N;NOM;FEM;SG;POS
向上	vylepšit	向上	vylepšit	V	V;PFV;POS;NFIN
向上	zlepšit	向上	zlepšit	V	V;PFV;POS;NFIN
向上	zlepšovat	向上	zlepšovat	V	V;IPFV;POS;NFIN
バトル	bitva	バトル	bitva	N	N;NOM;FEM;SG;POS
日曜	neděle	日曜	neděle	N	N;NOM;FEM;SG;POS
ダンス	dance	ダンス	dance	N	N;NOM;FEM;SG;POS
ダンス	tanec	ダンス	tanec	N	N;INAN;NOM;MASC;SG;POS
ダンス	tanec	ダンス	tanec	N	N;INAN;NOM;MASC;SG;POS
資格	kvalifikace	資格	kvalifikace	N	N;NOM;FEM;SG;POS
資格	kvalifikace	資格	kvalifikace	N	N;NOM;FEM;SG;POS
資格	kvalifikaci	資格	kvalifikace	N	N;ACC;FEM;SG;POS
ミサイル	střely	ミサイル	střela	N	N;NOM;FEM;PL;POS
ミサイル	rakety	ミサイル	raketa	N	N;NOM;FEM;PL;POS
ミサイル	střela	ミサイル	střela	N	N;NOM;FEM;SG;POS
ミサイル	raketa	ミサイル	raketa	N	N;NOM;FEM;SG;POS
文章	věta	文章	věta	N	N;NOM;FEM;SG;POS
文章	trest	文章	trest	N	N;INAN;NOM;MASC;SG;POS
文章	rozsudek	文章	rozsudek	N	N;INAN;NOM;MASC;SG;POS
到着	přijíždí	到着	přijíždět	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
平和	mírové	平和	mírový	ADJ	ADJ;NOM;MASC;PL;POS
平和	klidné	平和	klidný	ADJ	ADJ;NOM;NEUT;SG;POS
一度	kdysi	一度	kdysi	ADV	ADV
一度	jednou	一度	jednou	ADV	ADV
今日	dnešek	今日	dnešek	N	N;INAN;NOM;MASC;SG;POS
集合	sada	集合	sada	N	N;NOM;FEM;SG;POS
集合	set	集合	sto	N	N;NOM;NEUT;PL;POS
集合	sady	集合	sada	N	N;NOM;FEM;PL;POS
集合	soupravy	集合	souprava	N	N;NOM;FEM;PL;POS
コンサート	koncert	コンサート	koncert	N	N;INAN;NOM;MASC;SG;POS
コンサート	koncertů	コンサート	koncert	N	N;INAN;GEN;MASC;PL;POS
コンサート	koncerty	コンサート	koncert	N	N;INAN;NOM;MASC;PL;POS
回転	otočit	回転	otočit	V	V;PFV;POS;NFIN
ロボット	robot	ロボット	robot	N	N;INAN;NOM;MASC;SG;POS
ロボット	robota	ロボット	robot	N	N;ANIM;NOM;MASC;SG;POS
ロボット	robotů	ロボット	robot	N	N;ANIM;GEN;MASC;PL;POS
ロボット	roboty	ロボット	robot	N	N;INAN;NOM;MASC;PL;POS
ロボット	roboti	ロボット	robotý	N	N;ANIM;NOM;MASC;PL;POS
歩兵	pěchota	歩兵	pěchota	N	N;NOM;FEM;SG;POS
青年	mládež	青年	mládež	N	N;NOM;FEM;SG;POS
青年	mládí	青年	mládí	N	N;NOM;NEUT;SG;POS
青年	mládeže	青年	mládež	N	N;NOM;FEM;SG;POS
小惑星	asteroidy	小惑星	asteroid	N	N;INAN;NOM;MASC;PL;POS
小惑星	asteroid	小惑星	asteroid	N	N;INAN;NOM;MASC;SG;POS
用語	pojem	用語	pojem	N	N;INAN;NOM;MASC;SG;POS
用語	výraz	用語	výraz	N	N;INAN;NOM;MASC;SG;POS
用語	termín	用語	termín	N	N;INAN;NOM;MASC;SG;POS
用語	podmínkami	用語	podmínka	N	N;INS;FEM;PL;POS
用語	termíny	用語	termín	N	N;INAN;NOM;MASC;PL;POS
用語	výrazy	用語	výraz	N	N;INAN;NOM;MASC;PL;POS
用語	podmínky	用語	podmínka	N	N;NOM;FEM;PL;POS
用語	terminologie	用語	terminologie	N	N;NOM;FEM;SG;POS
前身	předchůdce	前身	předchůdce	N	N;ANIM;NOM;MASC;SG;POS
前身	předchůdci	前身	předchůdce	N	N;ANIM;NOM;MASC;PL;POS
姉妹	sestry	姉妹	sestra	N	N;NOM;FEM;PL;POS
姉妹	sester	姉妹	sestra	N	N;GEN;FEM;PL;POS
姉妹	sestra	姉妹	sestra	N	N;NOM;FEM;SG;POS
小さな	malé	小さな	malý	ADJ	ADJ;NOM;MASC;PL;POS
小さな	malý	小さな	malý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
小さな	malá	小さな	malý	ADJ	ADJ;NOM;FEM;SG;POS
テン	desítka	テン	desítka	N	N;NOM;FEM;SG;POS
一致	odpovídá	一致	odpovídat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
適用	aplikovat	適用	aplikovat	V	V;POS;NFIN
適用	uplatnit	適用	uplatnit	V	V;POS;NFIN
イオン	ionty	イオン	iont	N	N;INAN;NOM;MASC;PL;POS
仲間	soudruhu	仲間	soudruh	N	N;INAN;DAT;MASC;SG;POS
仲間	soudruh	仲間	soudruh	N	N;ANIM;NOM;MASC;SG;POS
ジャック	jacku	ジャック	jakk	N	N;INAN;DAT;MASC;SG;POS
ソロ	sólo	ソロ	sólo	N	N;NOM;NEUT;SG;POS
フィールド	obor	フィールド	obor	N	N;INAN;NOM;MASC;SG;POS
フィールド	pole	フィールド	pole	N	N;NOM;NEUT;SG;POS
フィールド	pole	フィールド	pole	N	N;NOM;NEUT;SG;POS
フィールド	polí	フィールド	pole	N	N;GEN;NEUT;PL;POS
キロ	kilometrů	キロ	kilometr	N	N;INAN;GEN;MASC;PL;POS
キロ	kilometry	キロ	kilometr	N	N;INAN;NOM;MASC;PL;POS
キロ	kilo	キロ	kilo	N	N;NOM;NEUT;SG;POS
論文	teze	論文	teze	N	N;NOM;FEM;PL;POS
休止	pozastavit	休止	pozastavit	V	V;PFV;POS;NFIN
福祉	blahobyt	福祉	blahobyt	N	N;INAN;NOM;MASC;SG;POS
属する	patřit	属する	patřit	V	V;IPFV;POS;NFIN
レポート	zpráva	レポート	zpráva	N	N;NOM;FEM;SG;POS
レポート	report	レポート	report	N	N;INAN;NOM;MASC;SG;POS
レポート	hlášení	レポート	hlášení	N	N;NOM;NEUT;SG;POS
レポート	nahlášení	レポート	nahlášení	N	N;NOM;NEUT;SG;POS
レポート	vykazování	レポート	vykazování	N	N;NOM;NEUT;SG;POS
レポート	hlášení	レポート	hlášení	N	N;NOM;NEUT;SG;POS
レポート	nahlášení	レポート	nahlášení	N	N;NOM;NEUT;SG;POS
レポート	zprávy	レポート	zpráva	N	N;NOM;FEM;PL;POS
レポート	hlášení	レポート	hlášení	N	N;NOM;NEUT;SG;POS
要素	elementy	要素	element	N	N;INAN;NOM;MASC;PL;POS
要素	prvky	要素	prvek	N	N;INAN;NOM;MASC;PL;POS
要素	prvek	要素	prvek	N	N;INAN;NOM;MASC;SG;POS
要素	element	要素	element	N	N;INAN;NOM;MASC;SG;POS
市町村	obce	市町村	obec	N	N;NOM;FEM;PL;POS
市町村	obcí	市町村	obec	N	N;INS;FEM;SG;POS
市町村	obec	市町村	obec	N	N;NOM;FEM;SG;POS
ブラ	podprsenka	ブラ	podprsenka	N	N;NOM;FEM;SG;POS
ブラ	podprsenku	ブラ	podprsenka	N	N;ACC;FEM;SG;POS
ブラ	podprsenky	ブラ	podprsenka	N	N;NOM;FEM;PL;POS
ブリ	bri	ブリ	bri	N	N;NOM;FEM;SG;POS
衛星	družice	衛星	družice	N	N;NOM;FEM;PL;POS
衛星	satelit	衛星	satelit	N	N;INAN;NOM;MASC;SG;POS
性能	představení	性能	představení	N	N;NOM;NEUT;SG;POS
性能	výkony	性能	výkon	N	N;INAN;NOM;MASC;PL;POS
性能	výkon	性能	výkon	N	N;INAN;NOM;MASC;SG;POS
性能	výkonnost	性能	výkonnost	N	N;NOM;FEM;SG;POS
性能	výkonnosti	性能	výkonnost	N	N;NOM;FEM;SG;POS
性能	vystoupení	性能	vystoupení	N	N;NOM;NEUT;SG;POS
カメラ	fotoaparát	カメラ	fotoaparát	N	N;INAN;NOM;MASC;SG;POS
カメラ	foťák	カメラ	foťák	N	N;INAN;NOM;MASC;SG;POS
カメラ	kamera	カメラ	kamera	N	N;NOM;FEM;SG;POS
カメラ	kameru	カメラ	kamera	N	N;ACC;FEM;SG;POS
カメラ	kamery	カメラ	kamera	N	N;NOM;FEM;PL;POS
役割	roli	役割	role	N	N;ACC;FEM;SG;POS
役割	role	役割	role	N	N;NOM;FEM;SG;POS
役割	úloha	役割	úloha	N	N;NOM;FEM;SG;POS
役割	rolí	役割	role	N	N;INS;FEM;SG;POS
役割	role	役割	role	N	N;NOM;FEM;SG;POS
役割	úlohy	役割	úloha	N	N;NOM;FEM;PL;POS
改良	zlepšila	改良	zlepšit	V	V;PFV;POS;PST;V.PTCP;ACT
講師	lektor	講師	lektor	N	N;ANIM;NOM;MASC;SG;POS
講師	instruktoři	講師	instruktor	N	N;ANIM;NOM;MASC;PL;POS
講師	instruktora	講師	instruktor	N	N;ANIM;ACC;MASC;SG;POS
講師	instruktor	講師	instruktor	N	N;ANIM;NOM;MASC;SG;POS
サブ	sub	サブ	sub	N	N;NOM;MASC;SG;POS
サブ	ponorka	サブ	ponorka	N	N;NOM;FEM;SG;POS
読み	přečíst	読む	přečíst	V	V;POS;NFIN
読み	čtěte	読む	číst	V	V;PFV;IMP;PL;2;POS;FIN
読み	číst	読む	číst	V	V;POS;NFIN
コレクション	kolekce	コレクション	kolekce	N	N;NOM;FEM;SG;POS
コレクション	sbírky	コレクション	sbírka	N	N;NOM;FEM;PL;POS
コレクション	sběr	コレクション	sběr	N	N;INAN;NOM;MASC;SG;POS
コレクション	kolekce	コレクション	kolekce	N	N;NOM;FEM;SG;POS
コレクション	sbírky	コレクション	sbírka	N	N;NOM;FEM;PL;POS
コレクション	sbírka	コレクション	sbírka	N	N;NOM;FEM;SG;POS
コレクション	shromažďování	コレクション	shromažďování	N	N;NOM;NEUT;SG;POS
犯罪	zločin	犯罪	zločin	N	N;INAN;NOM;MASC;SG;POS
犯罪	kriminalita	犯罪	kriminalita	N	N;NOM;FEM;SG;POS
大陸	kontinentu	大陸	kontinent	N	N;INAN;GEN;MASC;SG;POS
大陸	kontinent	大陸	kontinent	N	N;INAN;NOM;MASC;SG;POS
大陸	kontinenty	大陸	kontinent	N	N;INAN;NOM;MASC;PL;POS
画面	obrazovka	画面	obrazovka	N	N;NOM;FEM;SG;POS
画面	obrazovku	画面	obrazovka	N	N;ACC;FEM;SG;POS
画面	obrazovce	画面	obrazovka	N	N;DAT;FEM;SG;POS
医師	lékař	医師	lékař	N	N;ANIM;NOM;MASC;SG;POS
医師	doktoři	医師	doktor	N	N;ANIM;NOM;MASC;PL;POS
医師	doktorů	医師	doktor	N	N;ANIM;GEN;MASC;PL;POS
医師	lékaři	医師	lékař	N	N;ANIM;NOM;MASC;PL;POS
医師	lékaře	医師	lékař	N	N;ANIM;ACC;MASC;PL;POS
医師	lékaři	医師	lékař	N	N;ANIM;NOM;MASC;PL;POS
医師	doktore	医師	doktor	N	N;INAN;NOM;MASC;SG;POS
医師	lékař	医師	lékař	N	N;ANIM;NOM;MASC;SG;POS
医師	doktor	医師	doktor	N	N;ANIM;NOM;MASC;SG;POS
医師	doctor	医師	doctor	N	N;INAN;NOM;MASC;SG;POS
国会	parlament	国会	parlament	N	N;INAN;NOM;MASC;SG;POS
国会	parlamentu	国会	parlament	N	N;INAN;DAT;MASC;SG;POS
国会	dieta	国会	dieta	N	N;NOM;FEM;SG;POS
国会	strava	国会	strava	N	N;NOM;FEM;SG;POS
国会	dietu	国会	dieta	N	N;ACC;FEM;SG;POS
インタビュー	interview	インタビュー	interview	N	N;NEUT;POS
インタビュー	pohovor	インタビュー	pohovor	N	N;INAN;NOM;MASC;SG;POS
インタビュー	rozhovor	インタビュー	rozhovor	N	N;INAN;NOM;MASC;SG;POS
インタビュー	výslech	インタビュー	výslech	N	N;INAN;NOM;MASC;SG;POS
インタビュー	rozhovory	インタビュー	rozhovor	N	N;INAN;NOM;MASC;PL;POS
インタビュー	výslechy	インタビュー	výslech	N	N;INAN;NOM;MASC;PL;POS
マガジン	zásobník	マガジン	zásobník	N	N;INAN;NOM;MASC;SG;POS
マガジン	časopis	マガジン	časopis	N	N;INAN;NOM;MASC;SG;POS
マガジン	magazín	マガジン	magazín	N	N;INAN;NOM;MASC;SG;POS
生命	zivot	生命	zivot	N	N;NOM;MASC;SG;POS
生命	život	生命	život	N	N;INAN;NOM;MASC;SG;POS
コミュニティ	obce	コミュニティ	obec	N	N;NOM;FEM;PL;POS
コミュニティ	komunity	コミュニティ	komunita	N	N;NOM;FEM;PL;POS
コミュニティ	komunity	コミュニティ	komunita	N	N;NOM;FEM;PL;POS
コミュニティ	společenství	コミュニティ	společenství	N	N;NOM;NEUT;SG;POS
コミュニティ	komunita	コミュニティ	komunita	N	N;NOM;FEM;SG;POS
コミュニティ	obec	コミュニティ	obec	N	N;NOM;FEM;SG;POS
弁護士	právníci	弁護士	právník	N	N;ANIM;NOM;MASC;PL;POS
弁護士	advokáti	弁護士	advokát	N	N;ANIM;NOM;MASC;PL;POS
弁護士	právníci	弁護士	právník	N	N;ANIM;NOM;MASC;PL;POS
弁護士	právníky	弁護士	právník	N	N;ANIM;ACC;MASC;PL;POS
弁護士	právníků	弁護士	právník	N	N;ANIM;GEN;MASC;PL;POS
弁護士	advokáti	弁護士	advokát	N	N;ANIM;NOM;MASC;PL;POS
弁護士	právnička	弁護士	právnička	N	N;NOM;FEM;SG;POS
弁護士	právník	弁護士	právník	N	N;ANIM;NOM;MASC;SG;POS
弁護士	advokát	弁護士	advokát	N	N;ANIM;NOM;MASC;SG;POS
危険	nebezpečné	危険	bezpečný	ADJ	ADJ;NOM;NEUT;SG;NEG
危険	nebezpečný	危険	bezpečný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
危険	nebezpečná	危険	bezpečný	ADJ	ADJ;NOM;FEM;SG;NEG
健康	zdravý	健康	zdravý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
健康	zdravé	健康	zdravý	ADJ	ADJ;NOM;NEUT;SG;POS
健康	zdravá	健康	zdravý	ADJ	ADJ;NOM;FEM;SG;POS
健康	zdravotní	健康	zdravotní	ADJ	ADJ;NOM;MASC;SG;POS
価格	ceny	価格	cena	N	N;NOM;FEM;PL;POS
価格	cen	価格	cena	N	N;GEN;FEM;PL;POS
価格	ceník	価格	ceník	N	N;INAN;NOM;MASC;SG;POS
価格	ceny	価格	cena	N	N;NOM;FEM;PL;POS
価格	cena	価格	cena	N	N;NOM;FEM;SG;POS
価格	cenu	価格	cena	N	N;ACC;FEM;SG;POS
価格	ceny	価格	cena	N	N;NOM;FEM;PL;POS
価格	oceňování	価格	oceňování	N	N;NOM;NEUT;SG;POS
価格	ceník	価格	ceník	N	N;INAN;NOM;MASC;SG;POS
アニメーション	animace	アニメーション	animace	N	N;NOM;FEM;SG;POS
アニメーション	animace	アニメーション	animace	N	N;NOM;FEM;SG;POS
参考	odkaz	参考	odkaz	N	N;INAN;NOM;MASC;SG;POS
参考	reference	参考	reference	N	N;NOM;FEM;PL;POS
工学	inženýrství	工学	inženýrství	N	N;NOM;NEUT;SG;POS
工学	strojírenství	工学	strojírenství	N	N;NOM;NEUT;SG;POS
母親	matek	母親	matka	N	N;GEN;FEM;PL;POS
母親	matky	母親	matka	N	N;NOM;FEM;PL;POS
母親	matku	母親	matka	N	N;ACC;FEM;SG;POS
母親	matka	母親	matka	N	N;NOM;FEM;SG;POS
専攻	major	専攻	major	N	N;ANIM;NOM;MASC;SG;POS
ドア	dveře	ドア	dveře	N	N;NOM;FEM;PL;POS
ドア	dveře	ドア	dveře	N	N;NOM;FEM;PL;POS
数学	matematiku	数学	matematika	N	N;ACC;FEM;SG;POS
数学	matematiky	数学	matematika	N	N;NOM;FEM;PL;POS
数学	matematika	数学	matematika	N	N;NOM;FEM;SG;POS
数学	matematiku	数学	matematika	N	N;ACC;FEM;SG;POS
数学	matematiky	数学	matematika	N	N;NOM;FEM;PL;POS
数学	matice	数学	matika	N	N;NOM;FEM;SG;POS
数学	matematika	数学	matematika	N	N;NOM;FEM;SG;POS
配給	příděl	配給	příděl	N	N;INAN;NOM;MASC;SG;POS
配給	příděly	配給	příděl	N	N;INAN;NOM;MASC;PL;POS
信号	signály	信号	signál	N	N;INAN;NOM;MASC;PL;POS
信号	signálů	信号	signál	N	N;INAN;GEN;MASC;PL;POS
信号	signál	信号	signál	N	N;INAN;NOM;MASC;SG;POS
ドン	done	ドン	don	N	N;NOM;MASC;SG;POS
ドン	don	ドン	don	N	N;ANIM;NOM;MASC;SG;POS
ダイレクト	direct	ダイレクト	direct	N	N;NOM;MASC;SG;POS
あまり	mírně	あまり	mírně	ADV	ADV;POS
あまり	lehce	あまり	lehce	ADV	ADV;POS
ゴール	cíle	ゴール	cíl	N	N;INAN;NOM;MASC;PL;POS
ゴール	branky	ゴール	branka	N	N;NOM;FEM;PL;POS
ゴール	góly	ゴール	gól	N	N;INAN;NOM;MASC;PL;POS
ゴール	cíl	ゴール	cíl	N	N;INAN;NOM;MASC;SG;POS
ゴール	gól	ゴール	gól	N	N;INAN;NOM;MASC;SG;POS
ゴール	branky	ゴール	branka	N	N;NOM;FEM;PL;POS
金融	financování	金融	financování	N	N;NOM;NEUT;SG;POS
金融	finance	金融	finance	N	N;NOM;FEM;PL;POS
ミス	slečna	ミス	slečna	N	N;NOM;FEM;SG;POS
ミス	slečno	ミス	slečno	N	N;NOM;NEUT;SG;POS
周囲	perimetr	周囲	perimetr	N	N;INAN;NOM;MASC;SG;POS
動画	video	動画	video	N	N;NOM;NEUT;SG;POS
動画	videa	動画	video	N	N;NOM;NEUT;PL;POS
動画	videí	動画	videt	N	N;NOM;NEUT;SG;POS
広告	inzeráty	広告	inzerát	N	N;INAN;NOM;MASC;PL;POS
広告	reklamy	広告	reklama	N	N;NOM;FEM;PL;POS
広告	reklamy	広告	reklama	N	N;NOM;FEM;PL;POS
広告	reklama	広告	reklama	N	N;NOM;FEM;SG;POS
広告	inzerce	広告	inzerce	N	N;NOM;FEM;SG;POS
広告	inzerát	広告	inzerát	N	N;INAN;NOM;MASC;SG;POS
広告	reklama	広告	reklama	N	N;NOM;FEM;SG;POS
幕府	bakufu	幕府	bakuf	N	N;INAN;GEN;MASC;SG;POS
実行	provést	実行	provést	V	V;POS;NFIN
実行	vykonat	実行	vykonat	V	V;PFV;POS;NFIN
実行	popravit	実行	popravit	V	V;PFV;POS;NFIN
始める	začít	始める	začít	V	V;POS;NFIN
始める	spustit	始める	spustit	V	V;PFV;POS;NFIN
始める	začít	始める	začít	V	V;POS;NFIN
始める	začněte	始める	začít	V	V;IMP;PL;2;POS;FIN
入口	vchod	入口	vchod	N	N;INAN;NOM;MASC;SG;POS
入口	vstup	入口	vstup	N	N;INAN;NOM;MASC;SG;POS
チャンピオン	šampion	チャンピオン	šampion	N	N;ANIM;NOM;MASC;SG;POS
チャンピオン	šampión	チャンピオン	šampión	N	N;ANIM;NOM;MASC;SG;POS
チャンピオン	mistři	チャンピオン	mistr	N	N;ANIM;NOM;MASC;PL;POS
チャンピオン	mistrů	チャンピオン	mistr	N	N;ANIM;GEN;MASC;PL;POS
日記	deníky	日記	deník	N	N;INAN;NOM;MASC;PL;POS
日記	časopisy	日記	časopis	N	N;INAN;NOM;MASC;PL;POS
日記	deník	日記	deník	N	N;INAN;NOM;MASC;SG;POS
日記	journal	日記	journal	N	N;INAN;NOM;MASC;SG;POS
日記	věstníku	日記	věstník	N	N;INAN;GEN;MASC;SG;POS
日記	deník	日記	deník	N	N;INAN;NOM;MASC;SG;POS
日記	diář	日記	diář	N	N;INAN;NOM;MASC;SG;POS
日記	deníky	日記	deník	N	N;INAN;NOM;MASC;PL;POS
日記	diáře	日記	diář	N	N;INAN;NOM;MASC;PL;POS
セル	buňky	セル	buňka	N	N;NOM;FEM;PL;POS
セル	buňka	セル	buňka	N	N;NOM;FEM;SG;POS
セル	cela	セル	cela	N	N;NOM;FEM;SG;POS
セル	cely	セル	cela	N	N;NOM;MASC;PL;POS
セル	buňky	セル	buňka	N	N;NOM;FEM;PL;POS
セル	cely	セル	cela	N	N;NOM;MASC;PL;POS
有効	povolené	有効	povolený	ADJ	ADJ;NOM;MASC;PL;POS
有効	povoleno	有効	povolený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
有効	platné	有効	platný	ADJ	ADJ;NOM;NEUT;SG;POS
有効	platná	有効	platný	ADJ	ADJ;NOM;FEM;SG;POS
有効	platný	有効	platný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
歌詞	text	歌詞	text	N	N;INAN;NOM;MASC;SG;POS
歌詞	texty	歌詞	text	N	N;INAN;NOM;MASC;PL;POS
サイ	nosorožce	サイ	nosorožec	N	N;ANIM;ACC;MASC;PL;POS
サイ	nosorožci	サイ	nosorožec	N	N;ANIM;NOM;MASC;PL;POS
サイ	nosorožce	サイ	nosorožec	N	N;ANIM;ACC;MASC;PL;POS
パワー	moc	パワー	moc	N	N;NOM;FEM;SG;POS
パワー	napájení	パワー	napájení	N	N;NOM;NEUT;SG;POS
パワー	výkon	パワー	výkon	N	N;INAN;NOM;MASC;SG;POS
パワー	síla	パワー	síla	N	N;NOM;FEM;SG;POS
アーティスト	umělci	アーティスト	umělec	N	N;ANIM;NOM;MASC;PL;POS
アーティスト	umělců	アーティスト	umělec	N	N;ANIM;GEN;MASC;PL;POS
アーティスト	umělce	アーティスト	umělec	N	N;ANIM;ACC;MASC;PL;POS
アーティスト	umělec	アーティスト	umělec	N	N;ANIM;NOM;MASC;SG;POS
アーティスト	umělkyně	アーティスト	umělkyně	N	N;NOM;FEM;SG;POS
アーティスト	umělce	アーティスト	umělec	N	N;ANIM;ACC;MASC;PL;POS
食品	jídlo	食品	jídlo	N	N;NOM;NEUT;SG;POS
