egy	ένας	egy	ένας	DET;INDF	DET;NOM;INDF;MASC;SG
ágnes	αγνή	ágnes	αγνή	N;NOM;SG	N;NOM;FEM;SG
kiállítás	έκθεμα	kiállítás	έκθεμα	N;NOM;SG	N;NOM;NEUT;SG
kapus	τερματοφύλακας	kapus	τερματοφύλακας	N;NOM;SG	N;NOM;MASC;SG
kapus	τερματοφύλακας	kapus	τερματοφύλακας	N;NOM;SG	N;NOM;MASC;SG
fesztivál	φεστιβάλ	fesztivál	φεστιβάλ	N;NOM;SG	N;NOM;NEUT;SG
családok	οικογένειες	családok	οικογένεια	N;NOM;PL	N;NOM;FEM;PL
magazin	περιοδικό	magazin	περιοδικός	N;NOM;SG	N;NOM;NEUT;SG
esemény	αγώνισμα	esemény	αγώνισμα	N;NOM;SG	N;NOM;NEUT;SG
esemény	γεγονός	esemény	γεγονός	N;NOM;SG	N;NOM;NEUT;SG
esemény	συμβάν	esemény	συμβάν	N;NOM;SG	N;NOM;NEUT;SG
képviselők	εκπροσώπους	képviselő	εκπρόσωπος	N;NOM;PL	N;NOM;MASC;PL
képviselők	αντιπρόσωποι	képviselő	αντιπρόσωπος	N;NOM;PL	N;NOM;MASC;PL
képviselők	εκπρόσωποι	képviselő	εκπρόσωπος	N;NOM;PL	N;NOM;MASC;PL
képviselők	έλη	képviselő	έλος	N;NOM;PL	N;NOM;NEUT;PL
képviselők	μέλη	képviselő	μέλος	N;NOM;PL	N;NOM;NEUT;PL
képviselők	μελη	képviselő	μέλος	N;NOM;PL	N;NOM;NEUT;PL
akarja	θελει	akar	θέλω	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
akarja	θέλει	akar	θέλω	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
határozat	αποφαση	határozat	αποφαση	N;NOM;SG	N;NOM;FEM;SG
határozat	απόφαση	határozat	απόφαση	N;NOM;SG	N;NOM;FEM;SG
határozat	ψήφισμα	határozat	ψήφισμα	N;NOM;SG	N;NOM;NEUT;SG
érték	τιμή	ők	τιμή	N;NOM;SG	N;NOM;FEM;SG
hivatal	γραφείο	hivatal	γραφείο	N;NOM;SG	N;NOM;NEUT;SG
alkalmazni	ισχύουν	alkalmaz	ισχύω	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
táblázat	πίνακας	táblázat	πίνακα	N;NOM;SG	N;NOM;MASC;SG
táblázat	πινακας	táblázat	πινακα	N;NOM;SG	N;NOM;MASC;SG
táblázat	τραπέζι	táblázat	τραπέζι	N;NOM;SG	N;NOM;NEUT;SG
szerelem	αγαπη	szerelem	αγαπη	N;NOM;SG	N;NOM;FEM;SG
szerelem	έρωτας	szerelem	έρωτο	N;NOM;SG	N;NOM;MASC;SG
szerelem	αγάπη	szerelem	αγάπη	N;NOM;SG	N;NOM;FEM;SG
stílus	στυλ	stílus	στυλ	N;NOM;SG	N;NOM;NEUT;SG
stílus	ύφος	stílus	ύφος	N;NOM;SG	N;NOM;NEUT;SG
stílus	στιλ	stílus	στιλ	N;NOM;SG	N;NOM;NEUT;SG
kolostor	μοναστήρι	kolostor	μοναστήρι	N;NOM;SG	N;NOM;NEUT;SG
kolostor	μονή	kolostor	μονή	N;NOM;SG	N;NOM;FEM;SG
kolostor	μοναστήρι	kolostor	μοναστήρι	N;NOM;SG	N;NOM;NEUT;SG
kolostor	μονή	kolostor	μονή	N;NOM;SG	N;NOM;FEM;SG
időszak	περίοδος	időszak	περίοδος	N;NOM;SG	N;NOM;FEM;SG
mondja	λεει	mond	λέγω	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mondja	λέει	mond	λέγω	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
shakespeare	σαίξπηρ	shakespeare	σαίξπηρ	N;NOM;SG	N;NOM;FEM;SG
torony	πύργος	torony	πύργος	N;NOM;SG	N;NOM;MASC;SG
műhely	κατάστημα	műhely	κατάστημα	N;NOM;SG	N;NOM;NEUT;SG
műhely	μαγαζί	műhely	μαγαζί	N;NOM;SG	N;NOM;NEUT;SG
műhely	εργαστήριο	műhely	εργαστήριο	N;NOM;SG	N;NOM;NEUT;SG
műhely	εργαστήρι	műhely	εργαστήρι	N;NOM;SG	N;NOM;NEUT;SG
városok	πόλεις	város	πόλη	N;NOM;PL	N;NOM;FEM;PL
városok	πόλεις	város	πόλη	N;NOM;PL	N;NOM;FEM;PL
színes	χρώμα	színes	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
színes	χρωμα	színes	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
színes	χρώμα	színes	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
színes	χρωμα	színes	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
oktatási	εκπαιδευτική	oktatási	εκπαιδευτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
oktatási	εκπαιδευτικό	oktatási	εκπαιδευτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
alapította	ίδρυσε	alapít	ιδρύω	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
vasút	σιδηρόδρομος	vasút	σιδηρόδρομος	N;NOM;SG	N;NOM;MASC;SG
vasút	σιδηρόδρομος	vasút	σιδηρόδρομος	N;NOM;SG	N;NOM;MASC;SG
vasút	σιδηρόδρομος	vasút	σιδηρόδρομος	N;NOM;SG	N;NOM;MASC;SG
meghatározó	αποφασιστική	meghatározó	αποφασιστικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
meghatározó	αποφασιστικός	meghatározó	αποφασιστικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
meghatározó	αποφασιστικό	meghatározó	αποφασιστικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
meghatározó	καθοριστική	meghatározó	καθοριστικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
meghatározó	καθοριστικό	meghatározó	καθοριστικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
növények	φυτά	növény	φυτώ	N;NOM;PL	N;NOM;NEUT;PL
növények	καλλιέργειες	növény	καλλιέργεια	N;NOM;PL	N;NOM;FEM;PL
növények	σοδειές	növény	σοδειή	N;NOM;PL	N;NOM;FEM;PL
ázsiai	ασιατική	ázsiai	ασιατικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ázsiai	ασιατικό	ázsiai	ασιατικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
csillag	αστέρας	csillag	αστέρα	N;NOM;SG	N;NOM;MASC;SG
csillag	αστέρι	csillag	αστέρι	N;NOM;SG	N;NOM;NEUT;SG
per	περ	per	περ	N;NOM;SG	N
folyamat	διαδικασία	folyamat	διαδικασία	N;NOM;SG	N;NOM;FEM;SG
folyamat	διεργασία	folyamat	διεργασία	N;NOM;SG	N;NOM;FEM;SG
modell	μοντελο	modell	μοντελο	N;NOM;SG	N;NOM;NEUT;SG
modell	υπόδειγμα	modell	υπόδειγμα	N;NOM;SG	N;NOM;NEUT;SG
modell	μοντέλο	modell	μοντέλο	N;NOM;SG	N;NOM;NEUT;SG
modell	πρότυπο	modell	πρότυπο	N;NOM;SG	N;NOM;NEUT;SG
eredményei	αποτελέσματα	eredmény	αποτέλεσμα	N;NOM;PL	N;NOM;NEUT;PL
esik	βρέχει	esik	βρέχω	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
játékosok	παίκτες	játékos	παίκτης	N;NOM;PL	N;NOM;MASC;PL
játékosok	παίχτες	játékos	παίχτης	N;NOM;PL	N;NOM;MASC;PL
játékosok	παίκτες	játékos	παίκτης	N;NOM;PL	N;NOM;MASC;PL
történelme	ιστορία	történelem	ιστορία	N;NOM;SG	N;NOM;FEM;SG
történelme	ιστορια	történelem	ιστορια	N;NOM;SG	N;NOM;FEM;SG
bank	τράπεζα	bank	τράπεζα	N;NOM;SG	N;NOM;FEM;SG
jan	ιαν	jan	ιαν		
vers	ποίημα	vers	ποίημα	N;NOM;SG	N;NOM;NEUT;SG
vers	στίχος	vers	στίχος	N;NOM;SG	N;NOM;MASC;SG
vers	ποίηση	vers	ποίηση	N;NOM;SG	N;NOM;FEM;SG
szerep	ρόλος	szerep	ρόλος	N;NOM;SG	N;NOM;MASC;SG
kezdete	αρχή	kezdet	αρχή	N;NOM;SG	N;NOM;FEM;SG
házastárs	σύζυγος	házastárs	σύζυγος	N;NOM;SG	N;NOM;MASC;SG
forma	σχήμα	forma	σχήμα	N;NOM;SG	N;NOM;NEUT;SG
forma	μορφη	forma	μορφη	N;NOM;SG	N;NOM;FEM;SG
forma	μορφή	forma	μορφή	N;NOM;SG	N;NOM;FEM;SG
forma	έντυπο	forma	έντυπο	N;NOM;SG	N;NOM;NEUT;SG
minisztérium	υπουργείο	minisztérium	υπουργείο	N;NOM;SG	N;NOM;NEUT;SG
kar	μπράτσο	kar	μπράτσο	N;NOM;SG	N;NOM;NEUT;SG
kar	χέρι	kar	χέρι	N;NOM;SG	N;NOM;NEUT;SG
weboldal	ιστοσελίδα	weboldal	ιστοσελίδα	N;NOM;SG	N;NOM;FEM;SG
weboldal	ιστότοπος	weboldal	ιστότοπος	N;NOM;SG	N;NOM;MASC;SG
szerkesztője	συντάκτης	szerkesztő	συντάκτης	N;NOM;SG	N;NOM;MASC;SG
szerkesztője	επεξεργαστής	szerkesztő	επεξεργαστής	N;NOM;SG	N;NOM;MASC;SG
szerkesztője	εκδότης	szerkesztő	εκδότης	N;NOM;SG	N;NOM;MASC;SG
tanított	δίδασκε	tanít	διδίνκω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
tanított	δίδαξε	tanít	διδάζω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
fele	μισό	fél	μισός	N;NOM;SG	N;NOM;NEUT;SG
repülőtér	αεροδρόμιο	repülőtér	αεροδρόμιο	N;NOM;SG	N;NOM;NEUT;SG
repülőtér	αεροδρόμιο	repülőtér	αεροδρόμιο	N;NOM;SG	N;NOM;NEUT;SG
motor	κινητήρας	motor	κινητήρας	N;NOM;SG	N;NOM;MASC;SG
motor	μηχανή	motor	μηχανή	N;NOM;SG	N;NOM;FEM;SG
motor	ποδήλατο	motor	ποδήλατος	N;NOM;SG	N;NOM;NEUT;SG
motor	μηχανάκι	motor	μηχανάκι	N;NOM;SG	N;NOM;NEUT;SG
motor	μοτοσυκλέτα	motor	μοτοσυκλέτα	N;NOM;SG	N;NOM;FEM;SG
motor	μοτοσικλέτα	motor	μοτοσικλέτα	N;NOM;SG	N;NOM;FEM;SG
motor	κινητήρας	motor	κινητήρας	N;NOM;SG	N;NOM;MASC;SG
idősebb	πρεσβύτερος	idős	πρεσβύς	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
idősebb	μεγαλύτερος	idős	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
idősebb	μεγαλύτερη	idős	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
idősebb	μεγαλύτερο	idős	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
idősebb	παλαιότερη	idős	παλιός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
anyagok	υλικά	anyag	υλικά	N;NOM;PL	N;NOM;NEUT;PL
anyagok	υλικά	anyag	υλικά	N;NOM;PL	N;NOM;NEUT;PL
anyagok	ύλες	anyag	ύλος	N;NOM;PL	N;NOM;FEM;PL
anyagok	ουσίες	anyag	ουσία	N;NOM;PL	N;NOM;FEM;PL
háttér	φόντο	háttér	φόντος	N;NOM;SG	N;NOM;NEUT;SG
háttér	υπόβαθρο	háttér	υπόβαθρος	N;NOM;SG	N;NOM;NEUT;SG
autóbusz	λεωφορείο	autóbusz	λεωφορείο	N;NOM;SG	N;NOM;NEUT;SG
fény	φως	fény	φως	N;NOM;SG	N;NOM;NEUT;SG
fény	ελαφρύ	fény	ελαφρύ	N;NOM;SG	N;NOM;NEUT;SG
fény	φώς	fény	φώς	N;NOM;SG	N;NOM;NEUT;SG
módszer	μεθοδολογία	módszer	μεθοδολογία	N;NOM;SG	N;NOM;FEM;SG
módszer	τροπος	módszer	τροπος	N;NOM;SG	N;NOM;MASC;SG
módszer	μέθοδος	módszer	μέθοδος	N;NOM;SG	N;NOM;FEM;SG
férfiak	ανδρες	férfi	άντρας	N;NOM;PL	N;NOM;MASC;PL
férfiak	άντρες	férfi	άντρας	N;NOM;PL	N;NOM;MASC;PL
férfiak	άνδρες	férfi	άντρας	N;NOM;PL	N;NOM;MASC;PL
okozott	προκάλεσε	okoz	προκαλώ	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
dolgozik	δουλεύοντας	dolgozik	δουλεύω	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
bejelentette	ανακοίνωσε	be+jelent	ανακοινώνω	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
törökország	γαλοπούλα	törökország	γαλοπούλα	N;NOM;SG	N;NOM;FEM;SG
főszereplő	πρωταγωνίστρια	főszereplő	πρωταγωνίστρια	N;NOM;SG	N;NOM;FEM;SG
főszereplő	πρωταγωνιστής	főszereplő	πρωταγωνιστής	N;NOM;SG	N;NOM;MASC;SG
tanulmányok	μελέτες	tanulmány	μελέτα	N;NOM;PL	N;NOM;FEM;PL
tanulmányok	σπουδές	tanulmány	σπουδός	N;NOM;PL	N;NOM;FEM;PL
kapcsolat	σύνδεση	kapcsolat	σύνδεση	N;NOM;SG	N;NOM;FEM;SG
kapcsolat	επαφη	kapcsolat	επαφη	N;NOM;SG	N;NOM;FEM;SG
kapcsolat	επικοινωνία	kapcsolat	επικοινωνία	N;NOM;SG	N;NOM;FEM;SG
kapcsolat	σύνδεσμος	kapcsolat	σύνδεσμος	N;NOM;SG	N;NOM;MASC;SG
kapcsolat	λινκ	kapcsolat	λινκ	N;NOM;SG	N;NOM;NEUT;SG
kapcsolat	δεσμός	kapcsolat	δεσμός	N;NOM;SG	N;NOM;MASC;SG
kapcsolat	σύνδεση	kapcsolat	σύνδεση	N;NOM;SG	N;NOM;FEM;SG
társadalom	κοινωνία	társadalom	κοινωνία	N;NOM;SG	N;NOM;FEM;SG
társadalom	κοινωνια	társadalom	κοινωνια	N;NOM;SG	N;NOM;FEM;SG
utazott	ταξίδεψε	utazik	ταξιδεύω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
utazott	ταξίδευε	utazik	ταξιδεύω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
utazott	ταξίδεψε	utazik	ταξιδεύω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
utazott	ταξίδευε	utazik	ταξιδεύω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
szervezetek	οργανώσεις	szervezet	οργάνωση	N;NOM;PL	N;NOM;FEM;PL
szervezetek	οργανισμοί	szervezet	οργανισμός	N;NOM;PL	N;NOM;MASC;PL
szervezetek	οργανισμοί	szervezet	οργανισμός	N;NOM;PL	N;NOM;MASC;PL
szervezetek	οργανώσεις	szervezet	οργάνωση	N;NOM;PL	N;NOM;FEM;PL
szervezetek	οργανισμοί	szervezet	οργανισμός	N;NOM;PL	N;NOM;MASC;PL
szervezetek	οντότητες	szervezet	οντότητα	N;NOM;PL	N;NOM;FEM;PL
visszavonult	υποχώρησε	visszavonult	υποχωρώ	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
világos	σαφής	világos	σαφής	ADJ;NOM;SG	ADJ;NOM;FEM;SG
világos	σαφές	világos	σαφής	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
szín	χρώμα	szín	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
szín	χρωμα	szín	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
szín	χρώμα	szín	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
szín	χρωμα	szín	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
óriási	τεράστια	óriási	τεράστιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
óriási	τεράστιος	óriási	τεράστιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
óriási	τεράστιο	óriási	τεράστιος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
halak	ψάρια	hal	ψάριος	N;NOM;PL	N;NOM;NEUT;PL
olvasható	ευανάγνωστο	olvasható	ευανάγνωστος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
küldött	έστειλε	küld	στέλνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
növény	φυτό	növény	φυτό	N;NOM;SG	N;NOM;NEUT;SG
növény	εργοστάσιο	növény	εργοστάσιο	N;NOM;SG	N;NOM;NEUT;SG
növény	σοδειά	növény	σοδειά	N;NOM;SG	N;NOM;FEM;SG
cél	προορισμός	cél	προορισμός	N;NOM;SG	N;NOM;MASC;SG
cél	σκοπός	cél	σκοπός	N;NOM;SG	N;NOM;MASC;SG
cél	στόχος	cél	στόχος	N;NOM;SG	N;NOM;MASC;SG
cél	στόχος	cél	στόχος	N;NOM;SG	N;NOM;MASC;SG
területi	εδαφική	területi	εδαφικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
megjegyzés	νότα	megjegyzés	νότος	N;NOM;SG	N;NOM;FEM;SG
megjegyzés	σημείωμα	megjegyzés	σημείωμα	N;NOM;SG	N;NOM;NEUT;SG
megjegyzés	σημείωση	megjegyzés	σημείωση	N;NOM;SG	N;NOM;FEM;SG
megjegyzés	σχόλιο	megjegyzés	σχόλιο	N;NOM;SG	N;NOM;NEUT;SG
bizonyult	απέδειξε	bizonyul	αποδεικνύω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kapcsolatok	σχέσεις	kapcsolat	σχέση	N;NOM;PL	N;NOM;FEM;PL
kapcsolatok	δεσμοί	kapcsolat	δεσμός	N;NOM;PL	N;NOM;MASC;PL
kapcsolatok	συνδέσεις	kapcsolat	σύνδεση	N;NOM;PL	N;NOM;FEM;PL
kapcsolatok	επαφές	kapcsolat	επαφή	N;NOM;PL	N;NOM;FEM;PL
kapcsolatok	σχέσεις	kapcsolat	σχέση	N;NOM;PL	N;NOM;FEM;PL
kapcsolatok	συνδέσεις	kapcsolat	σύνδεση	N;NOM;PL	N;NOM;FEM;PL
kapcsolatok	διασυνδέσεις	kapcsolat	διασύνδεση	N;NOM;PL	N;NOM;FEM;PL
nadrág	παντελόνι	nadrág	παντελόνι	N;NOM;SG	N;NOM;NEUT;SG
nadrág	παντελόνι	nadrág	παντελόνι	N;NOM;SG	N;NOM;NEUT;SG
kutató	ερευνήτρια	kutató	ερευνήτρια	N;NOM;SG	N;NOM;FEM;SG
kutató	ερευνητής	kutató	ερευνητής	N;NOM;SG	N;NOM;MASC;SG
valós	πραγματικός	valós	πραγματικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
valós	πραγματικό	valós	πραγματικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
határ	σύνορο	határ	σύνορο	N;NOM;SG	N;NOM;NEUT;SG
határ	όριο	határ	όριο	N;NOM;SG	N;NOM;NEUT;SG
határ	σύνορο	határ	σύνορο	N;NOM;SG	N;NOM;NEUT;SG
elsődleges	πρωτοβάθμια	elsődleges	πρωτοβάθμιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
hatalom	εξουσία	hatalom	εξουσία	N;NOM;SG	N;NOM;FEM;SG
hatalom	ισχύς	hatalom	ισχύς	N;NOM;SG	N;NOM;FEM;SG
eset	υποθεση	eset	υποθεση	N;NOM;SG	N;NOM;FEM;SG
eset	υπόθεση	eset	υπόθεση	N;NOM;SG	N;NOM;FEM;SG
igazgató	διευθύντρια	igazgató	διευθύντρια	N;NOM;SG	N;NOM;FEM;SG
igazgató	σκηνοθέτης	igazgató	σκηνόθετος	N;NOM;SG	N;NOM;MASC;SG
igazgató	διευθυντής	igazgató	διευθυντής	N;NOM;SG	N;NOM;MASC;SG
igazgató	διαχειριστής	igazgató	διαχειριστής	N;NOM;SG	N;NOM;MASC;SG
igazgató	διευθυντής	igazgató	διευθυντής	N;NOM;SG	N;NOM;MASC;SG
internet	διαδίκτυο	inter	διαδίκτυο	N;NOM;SG	N;NOM;NEUT;SG
internet	ιντερνετ	inter	ιντερνετ	N;NOM;SG	N;NOM;NEUT;SG
korona	στέμμα	korona	στέμμα	N;NOM;SG	N;NOM;NEUT;SG
korona	κορόνα	korona	κορόνας	N;NOM;SG	N;NOM;NEUT;SG
elkészült	τελειώσει	elkészült	τελειώνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
eközben	εντωμεταξύ	eközben	εντωμεταξύ	ADV	ADV
szereplők	χαρακτήρες	szereplő	χαρακτήρας	N;NOM;PL	N;NOM;FEM;PL
szereplők	παίκτες	szereplő	παίκτης	N;NOM;PL	N;NOM;MASC;PL
szereplők	παίχτες	szereplő	παίχτης	N;NOM;PL	N;NOM;MASC;PL
szereplők	ηθοποιοί	szereplő	ηθοποιός	N;NOM;PL	N;NOM;MASC;PL
zokni	κάλτσα	zok	κάλτσα	N;NOM;SG	N;NOM;FEM;SG
zokni	κάλτσα	zok	κάλτσα	N;NOM;SG	N;NOM;FEM;SG
eszközök	όργανα	eszköz	όργανο	N;NOM;PL	N;NOM;NEUT;PL
eszközök	εργαλεία	eszköz	εργαλείο	N;NOM;PL	N;NOM;NEUT;PL
eszközök	συσκευές	eszköz	συσκευά	N;NOM;PL	N;NOM;FEM;PL
betegség	αρρώστια	betegség	αρρώστια	N;NOM;SG	N;NOM;FEM;SG
betegség	ασθένεια	betegség	ασθένεια	N;NOM;SG	N;NOM;FEM;SG
betegség	ασθένεια	betegség	ασθένεια	N;NOM;SG	N;NOM;FEM;SG
betegség	νόσος	betegség	νόσος	N;NOM;SG	N;NOM;MASC;SG
betegség	ασθένεια	betegség	ασθένεια	N;NOM;SG	N;NOM;FEM;SG
betegség	αρρώστια	betegség	αρρώστια	N;NOM;SG	N;NOM;FEM;SG
hiba	λάθος	hiba	λάθος	N;NOM;SG	N;NOM;NEUT;SG
hiba	λάθος	hiba	λάθος	N;NOM;SG	N;NOM;NEUT;SG
hiba	σφάλμα	hiba	σφάλμα	N;NOM;SG	N;NOM;NEUT;SG
uralkodók	μονάρχες	uralkodó	μονάρχος	N;NOM;PL	N;NOM;MASC;PL
doktori	διδάκτωρ	doktori	διδάκτωρ	N;NOM;SG	N;NOM;NEUT;SG
doktori	διδακτορικό	doktori	διδακτορικός	N;NOM;SG	N;NOM;NEUT;SG
doktori	διδακτορικό	doktori	διδακτορικός	N;NOM;SG	N;NOM;NEUT;SG
hivatkozás	σύνδεσμος	hivatkozás	σύνδεσμος	N;NOM;SG	N;NOM;MASC;SG
hivatkozás	λινκ	hivatkozás	λινκ	N;NOM;SG	N;NOM;NEUT;SG
hivatkozás	δεσμός	hivatkozás	δεσμός	N;NOM;SG	N;NOM;MASC;SG
hivatkozás	σύνδεση	hivatkozás	σύνδεση	N;NOM;SG	N;NOM;FEM;SG
hivatkozás	παραπομπή	hivatkozás	παραπομπή	N;NOM;SG	N;NOM;FEM;SG
hivatkozás	αναφορά	hivatkozás	αναφορά	N;NOM;SG	N;NOM;FEM;SG
írás	συγγραφή	írás	συγγραφή	N;NOM;SG	N;NOM;FEM;SG
írás	γραφή	írás	γραφή	N;NOM;SG	N;NOM;FEM;SG
írás	γράψιμο	írás	γράψιμο	N;NOM;SG	N;NOM;NEUT;SG
alapítója	ιδρυτής	alapító	ιδρυτός	N;NOM;SG	N;NOM;MASC;SG
vidéki	αγροτική	vidéki	αγροτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vidéki	αγροτικός	vidéki	αγροτικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
kereszt	σταυρός	kereszt	σταυρός	N;NOM;SG	N;NOM;MASC;SG
kereszt	σταυρό	kereszt	σταυρό	N;NOM;SG	N;NOM;NEUT;SG
lakos	κάτοικος	lakos	κάτοικος	N;NOM;SG	N;NOM;MASC;SG
lakos	κάτοικος	lakos	κάτοικος	N;NOM;SG	N;NOM;MASC;SG
tömeg	μάζα	tömeg	μάζα	N;NOM;SG	N;NOM;FEM;SG
tömeg	πλήθος	tömeg	πλήθος	N;NOM;SG	N;NOM;NEUT;SG
parlamenti	κοινοβουλευτική	parlamenti	κοινοβουλευτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
érsek	αρχιεπίσκοπος	érs	αρχιεπίσκοπος	N;NOM;SG	N;NOM;MASC;SG
csillagok	άστρα	csillag	άστρα	N;NOM;PL	N;NOM;NEUT;PL
csillagok	αστέρια	csillag	αστέριος	N;NOM;PL	N;NOM;NEUT;PL
csillagok	αστεράκια	csillag	αστεράκιο	N;NOM;PL	N;NOM;NEUT;PL
dollár	δολλάριο	dollár	δολλάριο	N;NOM;SG	N;NOM;NEUT;SG
dollár	δολάριο	dollár	δολάριο	N;NOM;SG	N;NOM;NEUT;SG
színe	χρώμα	színe	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
színe	χρωμα	színe	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
színe	χρώμα	színe	χρώμα	N;NOM;SG	N;NOM;NEUT;SG
színe	χρωμα	színe	χρωμα	N;NOM;SG	N;NOM;NEUT;SG
elméleti	θεωρητικό	elméleti	θεωρητικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
elméleti	θεωρητική	elméleti	θεωρητικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
elméleti	υποθετική	elméleti	υποθετικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
elméleti	υποθετικό	elméleti	υποθετικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
megszerezte	αποκτήσει	megszerez	αποκτώ	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
követi	ακολουθώντας	követ	ακολουθώ	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
követi	ακολουθεί	követ	ακολουθώ	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
követi	ακολουθεί	követ	ακολουθώ	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
medence	λεκάνη	medence	λεκάνη	N;NOM;SG	N;NOM;FEM;SG
medence	πισίνα	medence	πισίνα	N;NOM;SG	N;NOM;FEM;SG
különbség	διαφορά	különbség	διαφορά	N;NOM;SG	N;NOM;FEM;SG
különbség	διαφορα	különbség	διαφορά	N;NOM;SG	N;NOM;FEM;SG
kezdődik	ξεκινά	kezdődik	ξεκινός	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kezdődik	ξεκινάει	kezdődik	ξεκινώ	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kezdődik	αρχίζει	kezdődik	αρχίζω	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
