رده	trieda	رده	trieda	N;SG	N;NOM;FEM;SG
توزیع	rozdelenie	توزیع	rozdelenie	N;SG	N;NOM;NEUT;SG
برخورد	dosah	برخورد	dosah	N;SG	N;INAN;NOM;MASC;SG
برخورد	vplyv	برخورد	vplyv	N;SG	N;INAN;NOM;MASC;SG
برخورد	náraz	برخورد	náraz	N;SG	N;INAN;NOM;MASC;SG
برخورد	zrážku	برخورد	zrážok	N;SG	N;ACC;FEM;SG
برخورد	zrážka	برخورد	zrážka	N;SG	N;NOM;FEM;SG
برخورد	stret	برخورد	stret	N;SG	N;INAN;NOM;MASC;SG
دلایل	dôvodov	دلیل	dôvod	N;PL	N;INAN;GEN;MASC;PL
دلایل	príčiny	دلیل	príčina	N;PL	N;NOM;FEM;PL
دلایل	dôvody	دلیل	dôvod	N;PL	N;INAN;NOM;MASC;PL
دلایل	tvrdenia	دلیل	tvrdenie	N;PL	N;NOM;NEUT;PL
دلایل	argumentov	دلیل	argument	N;PL	N;INAN;GEN;MASC;PL
دلایل	argumenty	دلیل	argument	N;PL	N;INAN;NOM;MASC;PL
صد	sto	صد	sto	NUM	NUM;NOM;NEUT;SG
پول	money	پول	money	N;SG	N;INAN;NOM;MASC;SG
واشینگتن	washingtonu	واشینگتن	washington	N;SG	N;INAN;GEN;MASC;SG
عرب	arab	عرب	arab	N;SG	N;ANIM;NOM;MASC;SG
پیروزی	víťazstvo	پیروزی	víťazstvo	N;SG	N;NOM;NEUT;SG
پیروزی	víťazstvu	پیروزی	víťazstvo	N;SG	N;DAT;NEUT;SG
پیروزی	triumf	پیروزی	triumf	N;SG	N;INAN;NOM;MASC;SG
صدا	zvuk	صدا	zvuk	N;SG	N;INAN;NOM;MASC;SG
صدا	hlas	صدا	hlas	N;SG	N;INAN;NOM;MASC;SG
صدا	zvuk	صدا	zvuk	N;SG	N;INAN;NOM;MASC;SG
صدا	audio	صدا	audio	N;SG	N;INAN;NOM;MASC;SG
صاحب	majiteľa	صاحب	majiteľ	N;SG	N;ANIM;ACC;MASC;SG
صاحب	vlastníka	صاحب	vlastník	N;SG	N;ANIM;ACC;MASC;SG
صاحب	majiteľ	صاحب	majiteľ	N;SG	N;ANIM;NOM;MASC;SG
صاحب	majiteľka	صاحب	majiteľka	N;SG	N;NOM;FEM;SG
صاحب	vlastník	صاحب	vlastník	N;SG	N;ANIM;NOM;MASC;SG
صاحب	vlastníkom	صاحب	vlastník	N;SG	N;ANIM;INS;MASC;SG
برادر	braček	برادر	braček	N;SG	N;ANIM;NOM;MASC;SG
برادر	bratovi	برادر	brat	N;SG	N;ANIM;DAT;MASC;SG
برادر	braček	برادر	braček	N;SG	N;ANIM;NOM;MASC;SG
برادر	brat	برادر	brat	N;SG	N;ANIM;NOM;MASC;SG
مطالعات	štúdie	مطالعه	štúdia	N;PL	N;NOM;NEUT;PL
مشکلات	ťažkosti	مشکل	ťažkosť	N;PL	N;NOM;FEM;PL
مشکلات	ťažkostí	مشکل	ťažkosť	N;PL	N;GEN;FEM;PL
مشکلات	problémy	مشکل	problém	N;PL	N;INAN;NOM;MASC;PL
مشکلات	problémov	مشکل	problém	N;PL	N;INAN;GEN;MASC;PL
اقیانوس	oceánu	None	oceán	N;SG	N;INAN;GEN;MASC;SG
اقیانوس	oceán	None	oceán	N;SG	N;INAN;NOM;MASC;SG
سریع	rýchlo	سریع	rýchlo	ADV	ADV
سریع	rýchlo	سریع	rýchlo	ADV	ADV
جوان	mlada	جوان	mlada	N;SG	N;NOM;FEM;SG
سرطان	karcinóm	سرطان	karcin	N;SG	N;INAN;NOM;MASC;SG
سرطان	rakovina	سرطان	rakovina	N;SG	N;NOM;FEM;SG
سرطان	rakovinu	سرطان	rakovina	N;SG	N;ACC;FEM;SG
مشابه	podobnej	مشابه	podobný	ADJ	ADJ;GEN;FEM;SG
مشابه	podobné	مشابه	podobný	ADJ	ADJ;NOM;NEUT;SG
مشابه	podobná	مشابه	podobný	ADJ	ADJ;NOM;FEM;SG
مشابه	podobný	مشابه	podobný	ADJ	ADJ;ANIM;NOM;MASC;SG
مشابه	podobnú	مشابه	podobný	ADJ	ADJ;ACC;FEM;SG
دانشمندان	učenci	دانشمند	učenie	N;PL	N;ANIM;NOM;MASC;PL
دانشمندان	vedcami	دانشمند	vedec	N;PL	N;ANIM;INS;MASC;PL
دانشمندان	vedci	دانشمند	vedci	N;PL	N;ANIM;NOM;MASC;PL
دانشمندان	vedcov	دانشمند	vedec	N;PL	N;ANIM;ACC;MASC;PL
جشن	oslava	جشن	oslava	N;SG	N;NOM;FEM;SG
جشن	oslava	جشن	oslava	N;SG	N;NOM;FEM;SG
جشن	strana	جشن	strana	N;SG	N;NOM;FEM;SG
جشن	večierok	جشن	večierko	N;SG	N;INAN;NOM;MASC;SG
جشن	hostina	جشن	hostina	N;SG	N;NOM;FEM;SG
جشن	slávnosť	جشن	slávnosť	N;SG	N;NOM;FEM;SG
جشن	hostinu	جشن	hostina	N;SG	N;ACC;FEM;SG
جشن	oslava	جشن	oslava	N;SG	N;NOM;FEM;SG
جشن	oslavu	جشن	oslava	N;SG	N;ACC;FEM;SG
کلمه	slovo	کلمه	slovo	N;SG	N;NOM;NEUT;SG
کلمه	slovom	کلمه	slovo	N;SG	N;INS;NEUT;SG
آینده	budúca	آینده	budúci	N;SG	N;NOM;FEM;SG
آینده	budúcnosti	آینده	budúcnosť	N;SG	N;DAT;FEM;SG
آینده	budúcnosť	آینده	budúcnosť	N;SG	N;NOM;FEM;SG
آینده	budúce	آینده	budúci	N;SG	N;NOM;NEUT;SG
اسپانیایی	španielčina	اسپانیایی	španielčina	N;SG	N;NOM;FEM;SG
اوکراین	ukrajina	None	ukrajina	N;SG	N;NOM;FEM;SG
اوکراین	ukrajinu	None	ukrajina	N;SG	N;ACC;FEM;SG
قطع	rez	قطع	rez	N;SG	N;INAN;NOM;MASC;SG
قطع	strih	قطع	strih	N;SG	N;INAN;NOM;MASC;SG
رد	červenú	رد	červený	N;SG	N;ACC;FEM;SG
اخیر	posledných	اخیر	posledný	ADJ	ADJ;GEN;MASC;PL
اخیر	posledné	اخیر	posledný	ADJ	ADJ;NOM;NEUT;SG
اخیر	nedávny	اخیر	nedávny	ADJ	ADJ;INAN;NOM;MASC;SG
اخیر	nedávne	اخیر	nedávne	ADJ	ADJ;NOM;NEUT;SG
اخیر	nedávna	اخیر	nedávny	ADJ	ADJ;NOM;FEM;SG
تصاویر	zobrazenia	تصویر	zobrazenie	N;PL	N;NOM;NEUT;PL
تصاویر	obrázkov	تصویر	obrázok	N;PL	N;INAN;GEN;MASC;PL
تصاویر	obrázky	تصویر	obrázok	N;PL	N;INAN;NOM;MASC;PL
تصاویر	obrazy	تصویر	obraz	N;PL	N;INAN;NOM;MASC;PL
تصاویر	obrazy	تصویر	obraz	N;PL	N;INAN;NOM;MASC;PL
تصاویر	fotky	تصویر	fotka	N;PL	N;NOM;FEM;PL
تصاویر	obrázkov	تصویر	obrázok	N;PL	N;INAN;GEN;MASC;PL
تصاویر	obrázky	تصویر	obrázok	N;PL	N;INAN;NOM;MASC;PL
تدوین	úprava	تدوین	úprava	N;SG	N;NOM;FEM;SG
جوانان	mladosti	جوان	mladosť	N;PL	N;NOM;FEM;PL
سرخ	červenú	سرخ	červený	N;SG	N;ACC;FEM;SG
کودک	dieťa	کودک	dieťa	N;SG	N;NOM;NEUT;SG
فرایند	proces	فرایند	proces	N;SG	N;INAN;NOM;MASC;SG
دل	srdce	دل	srdce	N;SG	N;NOM;NEUT;SG
صدای	hlas	صدا	hlas	N;SG	N;INAN;NOM;MASC;SG
رهبر	vodca	رهبر	vodca	N;SG	N;ANIM;NOM;MASC;SG
رهبر	líder	رهبر	líder	N;SG	N;ANIM;NOM;MASC;SG
ناشر	vydavateľ	ناشر	vydavateľ	N;SG	N;ANIM;NOM;MASC;SG
ناشر	vydavateľa	ناشر	vydavateľ	N;SG	N;ANIM;ACC;MASC;SG
ناشر	vydavateľstvo	ناشر	vydavateľstvo	N;SG	N;NOM;NEUT;SG
واقعی	reálny	واقعی	reálny	ADJ	ADJ;INAN;NOM;MASC;SG
واقعی	skutočné	واقعی	skutočný	ADJ	ADJ;NOM;NEUT;SG
واقعی	skutočná	واقعی	skutočný	ADJ	ADJ;NOM;FEM;SG
واقعی	skutočné	واقعی	skutočný	ADJ	ADJ;NOM;NEUT;SG
واقعی	skutočná	واقعی	skutočný	ADJ	ADJ;NOM;FEM;SG
واقعی	skutočný	واقعی	skutočný	ADJ	ADJ;ANIM;NOM;MASC;SG
هواپیمایی	letectvo	هواپیمایی	letectvo	N;SG	N;NOM;NEUT;SG
هواپیمایی	lietadlo	هواپیمایی	lietadlo	N;SG	N;NOM;NEUT;SG
هواپیمایی	rovina	هواپیمایی	rovina	N;SG	N;NOM;FEM;SG
هواپیمایی	lietadlom	هواپیمایی	lietadlo	N;SG	N;INS;NEUT;SG
مشارکت	účasti	مشارکت	účasť	N;SG	N;NOM;FEM;SG
مشارکت	účasť	مشارکت	účasť	N;SG	N;NOM;FEM;SG
شدت	intenzita	شدت	intenzita	N;SG	N;NOM;FEM;SG
شدت	intenzitu	شدت	intenzita	N;SG	N;ACC;FEM;SG
شدت	svietivosť	شدت	svietivosť	N;SG	N;NOM;FEM;SG
شدت	vážnosť	شدت	vážnosť	N;SG	N;NOM;FEM;SG
شدت	závažnosť	شدت	závažnosť	N;SG	N;NOM;FEM;SG
فیلمبرداری	kinematografiu	فیلمبرداری	kinematografia	N;SG	N;ACC;FEM;SG
فیلمبرداری	streľba	فیلمبرداری	streľba	N;SG	N;NOM;FEM;SG
فیلمبرداری	natáčanie	فیلمبرداری	natáčanie	N;SG	N;NOM;NEUT;SG
آورده	priniesla	آورد#آور	priniesť	V;SG;3;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
آورده	priniesol	آورد#آور	priniesť	V;SG;3;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
آورده	prinieslo	آورد#آور	priniesť	V;SG;3;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
جایگزین	alternatívne	جایگزین	alternatívne	ADJ	ADJ;NOM;NEUT;SG
جایگزین	alternatívna	جایگزین	alternatívny	ADJ	ADJ;NOM;FEM;SG
جایگزین	alternatívny	جایگزین	alternatívny	ADJ	ADJ;INAN;NOM;MASC;SG
جایگزین	náhradné	جایگزین	náhradný	ADJ	ADJ;NOM;NEUT;SG
جایگزین	nahradený	جایگزین	nahradený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
جایگزین	nahradená	جایگزین	nahradený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
جایگزین	vymenené	جایگزین	vymenený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
جایگزین	nahradené	جایگزین	nahradený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
حفاظت	zachovanie	حفاظت	zachovanie	N;SG	N;NOM;NEUT;SG
حفاظت	ochranu	حفاظت	ochrana	N;SG	N;ACC;FEM;SG
حفاظت	ochrana	حفاظت	ochrana	N;SG	N;NOM;FEM;SG
معادل	rovnocenné	معادل	rovnocenný	ADJ	ADJ;NOM;NEUT;SG
معادل	rovnocenná	معادل	rovnocenný	ADJ	ADJ;NOM;FEM;SG
معادل	ekvivalentná	معادل	ekvivalentný	ADJ	ADJ;NOM;FEM;SG
معادل	rovnocenný	معادل	rovnocenný	ADJ	ADJ;ANIM;NOM;MASC;SG
معادل	ekvivalentné	معادل	ekvivalentný	ADJ	ADJ;NOM;NEUT;SG
بافت	tkanivo	بافت	tkanivo	N;SG	N;NOM;NEUT;SG
بافت	tkaniva	بافت	tkaniva	N;SG	N;INAN;GEN;MASC;SG
بافت	textúra	بافت	textúra	N;SG	N;NOM;FEM;SG
بافت	štruktúra	بافت	štruktúra	N;SG	N;NOM;FEM;SG
مسائل	problémy	مسأله	problém	N;PL	N;INAN;NOM;MASC;PL
مسائل	problémov	مسأله	problém	N;PL	N;INAN;GEN;MASC;PL
مسائل	záležitosti	مسأله	záležitosť	N;PL	N;NOM;FEM;PL
مسائل	otázky	مسأله	otázka	N;PL	N;NOM;FEM;PL
مسائل	problémy	مسأله	problém	N;PL	N;INAN;NOM;MASC;PL
بهبود	zlepšenie	بهبود	zlepšenie	N;SG	N;NOM;NEUT;SG
بهبود	zlepšovanie	بهبود	zlepšovanie	N;SG	N;NOM;NEUT;SG
بهبود	zlepšenie	بهبود	zlepšenie	N;SG	N;NOM;NEUT;SG
بهبود	zlepšovanie	بهبود	zlepšovanie	N;SG	N;NOM;NEUT;SG
کانزاس	kansase	کانزاس	kansas	N;SG	N;NOM;MASC;SG
داکوتای	dakota	داکوتا	dakota	N;SG	N;NOM;FEM;SG
ایرانیان	iránci	ایرانی	irániť	N;PL	N;ANIM;NOM;MASC;PL
ایرانیان	peržanov	ایرانی	peržan	N;PL	N;ANIM;ACC;MASC;PL
عبدالله	abdullah	عبدالله	abdullah	N;SG	N;ANIM;NOM;MASC;SG
ولایت	provincia	ولایت	provincie	N;SG	N;NOM;FEM;SG
ولایت	provincii	ولایت	provincia	N;SG	N;DAT;FEM;SG
گفتگو	konverzácia	گفتگو	konverzácia	N;SG	N;NOM;FEM;SG
گفتگو	rozhovor	گفتگو	rozhovor	N;SG	N;INAN;NOM;MASC;SG
گفتگو	konverzáciu	گفتگو	konverzácia	N;SG	N;ACC;FEM;SG
رومانی	rumunska	رومانی	rumunsky	N;SG	N;NOM;FEM;SG
استادان	majstri	استاد	majster	N;PL	N;ANIM;NOM;MASC;PL
استادان	kapitánov	استاد	kapitán	N;PL	N;ANIM;ACC;MASC;PL
استادان	majstrov	استاد	majster	N;PL	N;INAN;NOM;MASC;PL
نهایی	konečné	نهایی	konečný	ADJ	ADJ;NOM;NEUT;SG
نهایی	konečná	نهایی	konečný	ADJ	ADJ;NOM;FEM;SG
نهایی	záverečná	نهایی	záverečná	ADJ	ADJ;NOM;FEM;SG
نهایی	konečný	نهایی	konečný	ADJ	ADJ;ANIM;NOM;MASC;SG
نهایی	záverečné	نهایی	záverečný	ADJ	ADJ;NOM;NEUT;SG
نهایی	konečným	نهایی	konečný	ADJ	ADJ;INS;NEUT;SG
سومین	tretia	سومین	tretí	ADJ;RL	ADJ;NOM;FEM;SG
سومین	tretí	سومین	tretí	ADJ;RL	ADJ;ANIM;NOM;MASC;SG
سومین	tretích	سومین	tretí	ADJ;RL	ADJ;ANIM;GEN;MASC;PL
سومین	tretie	سومین	tretí	ADJ;RL	ADJ;NOM;NEUT;SG
کردستان	kurdistan	کردستان	kurdistan	N;SG	N;INAN;NOM;MASC;SG
فلزی	metal	فلزی	metať	N;SG	N;INAN;NOM;MASC;SG
فلزی	kov	فلزی	kov	N;SG	N;INAN;NOM;MASC;SG
هنرهای	umenia	هنر	umenie	N;PL	N;NOM;NEUT;PL
پرچم	zástava	پرچم	zástava	N;SG	N;NOM;FEM;SG
پرچم	príznak	پرچم	príznak	N;SG	N;INAN;NOM;MASC;SG
پرچم	vlajka	پرچم	vlajka	N;SG	N;NOM;FEM;SG
سینمای	kino	سینما	kino	N;SG	N;NOM;NEUT;SG
سینمای	kine	سینما	kino	N;SG	N;NOM;NEUT;SG
کاخ	palazzo	کاخ	palazzo	N;SG	N;INAN;NOM;MASC;SG
کاخ	paláca	کاخ	palác	N;SG	N;INAN;GEN;MASC;SG
کاخ	palace	کاخ	palac	N;SG	N;INAN;NOM;MASC;SG
کاخ	paláci	کاخ	palác	N;SG	N;INAN;ESS;MASC;SG
کاخ	palác	کاخ	palác	N;SG	N;INAN;NOM;MASC;SG
صحنه	scéne	صحنه	scén	N;SG	N;DAT;FEM;SG
صحنه	scéna	صحنه	scéna	N;SG	N;NOM;FEM;SG
صحنه	scénu	صحنه	scén	N;SG	N;ACC;FEM;SG
صحنه	etapa	صحنه	etap	N;SG	N;NOM;FEM;SG
صحنه	javisko	صحنه	javisko	N;SG	N;NOM;NEUT;SG
صحنه	fáze	صحنه	fáza	N;SG	N;DAT;FEM;SG
صحنه	fáza	صحنه	fáza	N;SG	N;NOM;FEM;SG
صحنه	pódium	صحنه	pódium	N;SG	N;NOM;NEUT;SG
صحنه	štádium	صحنه	štádium	N;SG	N;NOM;NEUT;SG
واکنش	reakcia	واکنش	reakcia	N;SG	N;NOM;FEM;SG
واکنش	reakciu	واکنش	reakcia	N;SG	N;ACC;FEM;SG
واکنش	reflex	واکنش	reflex	N;SG	N;INAN;NOM;MASC;SG
واکنش	odpoveď	واکنش	odpoveď	N;SG	N;NOM;FEM;SG
واکنش	odozva	واکنش	odozva	N;SG	N;NOM;FEM;SG
واکنش	reakcia	واکنش	reakcia	N;SG	N;NOM;FEM;SG
عوامل	činitele	عامل	činitel	N;PL	N;INAN;NOM;MASC;PL
عوامل	faktorov	عامل	faktor	N;PL	N;INAN;GEN;MASC;PL
عوامل	faktory	عامل	faktor	N;PL	N;INAN;NOM;MASC;PL
ورودی	vstup	ورودی	vstup	N;SG	N;INAN;NOM;MASC;SG
ورودی	vchod	ورودی	vchod	N;SG	N;INAN;NOM;MASC;SG
ورودی	vstup	ورودی	vstup	N;SG	N;INAN;NOM;MASC;SG
ورودی	nástup	ورودی	nástup	N;SG	N;INAN;NOM;MASC;SG
ورودی	vstup	ورودی	vstup	N;SG	N;INAN;NOM;MASC;SG
روشن	ľahký	روشن	ľahký	ADJ	ADJ;INAN;NOM;MASC;SG
روشن	jasné	روشن	jasný	ADJ	ADJ;NOM;NEUT;SG
رسیدگی	zváženie	رسیدگی	zváženie	N;SG	N;NOM;NEUT;SG
رسیدگی	úvaha	رسیدگی	úvaha	N;SG	N;NOM;FEM;SG
صورتی	ružovú	صورت	ružový	N;SG	N;ACC;FEM;SG
اجرایی	výkonná	اجرایی	výkonný	ADJ	ADJ;NOM;FEM;SG
اجرایی	výkonný	اجرایی	výkonný	ADJ	ADJ;ANIM;NOM;MASC;SG
پست	príspevok	پست	príspevok	N;SG	N;INAN;NOM;MASC;SG
پست	pošta	پست	pošta	N;SG	N;NOM;FEM;SG
پست	príspevku	پست	príspevok	N;SG	N;INAN;GEN;MASC;SG
پست	post	پست	post	N;SG	N;INAN;NOM;MASC;SG
عملکرد	výkonnosť	عملکرد	výkonnosť	N;SG	N;NOM;FEM;SG
عملکرد	predstavenie	عملکرد	predstavenie	N;SG	N;NOM;NEUT;SG
عملکرد	výkon	عملکرد	výkon	N;SG	N;INAN;NOM;MASC;SG
عملکرد	plnenie	عملکرد	plnenie	N;SG	N;NOM;NEUT;SG
عملکرد	vystúpenie	عملکرد	vystúpenie	N;SG	N;NOM;NEUT;SG
بشر	ľudstva	بشر	ľudstvo	N;SG	N;NOM;NEUT;SG
بشر	ľudstvu	بشر	ľudstvo	N;SG	N;DAT;NEUT;SG
بشر	ľudstvo	بشر	ľudstvo	N;SG	N;NOM;NEUT;SG
بشر	ľudskosť	بشر	ľudskosť	N;SG	N;NOM;FEM;SG
بشر	človek	بشر	človek	N;SG	N;ANIM;NOM;MASC;SG
مدار	orbitu	مدار	orbita	N;SG	N;ACC;FEM;SG
مدار	okruh	مدار	okruh	N;SG	N;INAN;NOM;MASC;SG
مدار	obvod	مدار	obvod	N;SG	N;INAN;NOM;MASC;SG
مدار	okruhu	مدار	okruh	N;SG	N;INAN;GEN;MASC;SG
نگهداری	udržiavanie	نگهداری	udržiavanie	N;SG	N;NOM;NEUT;SG
نگهداری	zachovanie	نگهداری	zachovanie	N;SG	N;NOM;NEUT;SG
نگهداری	údržba	نگهداری	údržba	N;SG	N;NOM;FEM;SG
نگهداری	udržiavanie	نگهداری	udržiavanie	N;SG	N;NOM;NEUT;SG
نگهداری	údržbu	نگهداری	údržba	N;SG	N;ACC;FEM;SG
بهره	záujem	بهره	záujem	N;SG	N;INAN;NOM;MASC;SG
بهره	úrok	بهره	úrok	N;SG	N;INAN;NOM;MASC;SG
اروپایی	európan	اروپایی	európan	N;SG	N;ANIM;NOM;MASC;SG
گرمی	teplo	گرمی	teplo	N;SG	N;NOM;NEUT;SG
گرمی	grammy	گرمی	gramma	N;SG	N;NOM;FEM;SG
رفتار	chovanie	رفتار	chovanie	N;SG	N;NOM;NEUT;SG
رفتار	správanie	رفتار	správanie	N;SG	N;NOM;NEUT;SG
رفتار	hranie	رفتار	hranie	N;SG	N;NOM;NEUT;SG
رفتار	chovanie	رفتار	chovanie	N;SG	N;NOM;NEUT;SG
رفتار	správanie	رفتار	správanie	N;SG	N;NOM;NEUT;SG
فرمول	vzorec	None	vzorec	N;SG	N;INAN;NOM;MASC;SG
فرمول	vzorca	None	vzorca	N;SG	N;INAN;GEN;MASC;SG
نوری	svetlo	نوری	svetlo	N;SG	N;NOM;NEUT;SG
زیبا	krásna	زیبا	krásny	ADJ	ADJ;NOM;FEM;SG
زیبا	krásny	زیبا	krásny	ADJ	ADJ;ANIM;NOM;MASC;SG
دانشجویان	študenti	دانشجو	študent	N;PL	N;ANIM;NOM;MASC;PL
دانشجویان	žiaci	دانشجو	žiak	N;PL	N;ANIM;NOM;MASC;PL
دانشجویان	študentky	دانشجو	študentka	N;PL	N;NOM;FEM;PL
دانشجویان	študentov	دانشجو	študent	N;PL	N;ANIM;ACC;MASC;PL
مربیان	správcovia	مربی	správca	N;PL	N;ANIM;NOM;MASC;PL
مربیان	manažéri	مربی	manažér	N;PL	N;ANIM;NOM;MASC;PL
مربیان	manažérov	مربی	manažér	N;PL	N;ANIM;ACC;MASC;PL
محور	nápravu	محور	náprava	N;SG	N;ACC;FEM;SG
محور	náprava	محور	náprava	N;SG	N;NOM;FEM;SG
محور	osi	محور	osi	N;SG	N;NOM;FEM;SG
مخالفت	nesúhlas	مخالفت	nesúhlas	N;SG	N;INAN;NOM;MASC;SG
مخالفت	nesúhlas	مخالفت	nesúhlas	N;SG	N;INAN;NOM;MASC;SG
مخالفت	opozícia	مخالفت	opozícia	N;SG	N;NOM;FEM;SG
حمل	nosenie	حمل	nosenie	N;SG	N;NOM;NEUT;SG
مسلمانان	moslimov	مسلمان	moslim	N;PL	N;ANIM;ACC;MASC;PL
مسلمانان	moslimovia	مسلمان	moslim	N;PL	N;ANIM;NOM;MASC;PL
گورستان	cintorín	گورستان	cintorina	N;SG	N;INAN;NOM;MASC;SG
آهن	železo	آهن	železo	N;SG	N;INAN;NOM;MASC;SG
مقایسه	prirovnanie	مقایسه	prirovnanie	N;SG	N;NOM;NEUT;SG
مقایسه	porovnanie	مقایسه	porovnanie	N;SG	N;NOM;NEUT;SG
مقایسه	porovnávanie	مقایسه	porovnávanie	N;SG	N;NOM;NEUT;SG
مقایسه	porovnanie	مقایسه	porovnanie	N;SG	N;NOM;NEUT;SG
ابزار	nástroja	ابزار	nástroj	N;SG	N;INAN;GEN;MASC;SG
ابزار	nástroj	ابزار	nástroj	N;SG	N;INAN;NOM;MASC;SG
ابزار	náradie	ابزار	náradie	N;SG	N;NOM;NEUT;SG
ابزار	náradie	ابزار	náradie	N;SG	N;NOM;NEUT;SG
مهاجرت	kolonizačnej	مهاجرت	kolonizačný	N;SG	N;GEN;FEM;SG
مهاجرت	prisťahovalectvo	مهاجرت	prisťahovalectvo	N;SG	N;NOM;NEUT;SG
مهاجرت	migráciu	مهاجرت	migrácia	N;SG	N;ACC;FEM;SG
مهاجرت	prechod	مهاجرت	prechod	N;SG	N;INAN;NOM;MASC;SG
مهاجرت	migrácia	مهاجرت	migrácia	N;SG	N;NOM;FEM;SG
اشعار	hymny	شعر	hymny	N;PL	N;NOM;FEM;PL
مقاومت	odolnosť	مقاومت	odolnosť	N;SG	N;NOM;FEM;SG
مقاومت	rezistencia	مقاومت	rezistencia	N;SG	N;NOM;FEM;SG
مقاومت	odpor	مقاومت	odpor	N;SG	N;INAN;NOM;MASC;SG
سینمایی	filmová	سینمایی	filmový	ADJ	ADJ;NOM;FEM;SG
بیمارستان	nemocnici	بیمارستان	nemocnica	N;SG	N;DAT;FEM;SG
بیمارستان	nemocnica	بیمارستان	nemocnica	N;SG	N;NOM;FEM;SG
پا	nohu	پا	noha	N;SG	N;ACC;FEM;SG
پا	noha	پا	noha	N;SG	N;NOM;FEM;SG
پا	chodidlo	پا	chodidlo	N;SG	N;NOM;NEUT;SG
پا	noha	پا	noha	N;SG	N;NOM;FEM;SG
پا	nohe	پا	noha	N;SG	N;DAT;FEM;SG
پا	nohu	پا	noha	N;SG	N;ACC;FEM;SG
اصول	axióm	اصل	axióm	N;PL	N;NOM;FEM;PL
اصول	základy	اصل	základ	N;PL	N;INAN;NOM;MASC;PL
اصول	zásady	اصل	zásada	N;PL	N;NOM;FEM;PL
اصول	princípy	اصل	princíp	N;PL	N;INAN;NOM;MASC;PL
اصول	zásadami	اصل	zásada	N;PL	N;INS;FEM;PL
مجموع	súčet	مجموع	súčet	N;SG	N;INAN;NOM;MASC;SG
مجموع	suma	مجموع	suma	N;SG	N;NOM;FEM;SG
تفاوت	rozdiel	تفاوت	rozdiel	N;SG	N;INAN;NOM;MASC;SG
تفاوت	rozdielu	تفاوت	rozdiel	N;SG	N;INAN;GEN;MASC;SG
نوشتن	písanie	نوشتن	písanie	N;SG	N;NOM;NEUT;SG
اختلاف	nesúhlas	اختلاف	nesúhlas	N;SG	N;INAN;NOM;MASC;SG
اختلاف	nesúhlas	اختلاف	nesúhlas	N;SG	N;INAN;NOM;MASC;SG
لبنان	libanonu	لبنان	libanon	N;SG	N;INAN;GEN;MASC;SG
هشت	osem	هشت	osem	NUM	NUM;NOM;NEUT;SG
هشت	ôsmimi	هشت	osem	NUM	NUM;INS;MASC;PL
هشت	ôsmich	هشت	osem	NUM	NUM;GEN;MASC;PL
شهردار	starostom	شهردار	starosť	N;SG	N;ANIM;INS;MASC;SG
شهردار	starosta	شهردار	starosta	N;SG	N;ANIM;NOM;MASC;SG
شهردار	primátor	شهردار	primátor	N;SG	N;ANIM;NOM;MASC;SG
شهردار	starostu	شهردار	starost	N;SG	N;ANIM;ACC;MASC;SG
بسکتبال	basketbal	بسکتبال	basketbať	N;SG	N;NOM;FEM;SG
سخت	tvrdo	سخت	tvrdo	ADV	ADV
سخت	silno	سخت	silno	ADV	ADV
سخت	ťažko	سخت	ťažko	ADV	ADV
سخت	ťažko	سخت	ťažko	ADV	ADV
سامانه	systém	سامانه	systém	N;SG	N;INAN;NOM;MASC;SG
سامانه	systému	سامانه	systém	N;SG	N;INAN;GEN;MASC;SG
سامانه	sústava	سامانه	sústava	N;SG	N;NOM;FEM;SG
هدایت	sprievodcu	هدایت	sprievodca	N;SG	N;INAN;GEN;MASC;SG
هدایت	príručka	هدایت	príručka	N;SG	N;NOM;FEM;SG
هدایت	sprievodca	هدایت	sprievodca	N;SG	N;INAN;NOM;MASC;SG
هدایت	návod	هدایت	návod	N;SG	N;INAN;NOM;MASC;SG
هدایت	usmernenie	هدایت	usmernenie	N;SG	N;NOM;NEUT;SG
هدایت	návod	هدایت	návod	N;SG	N;INAN;NOM;MASC;SG
تخیلی	výmysel	تخیل	výmysel	N;SG	N;INAN;NOM;MASC;SG
تخیلی	fikcia	تخیل	fikcia	N;SG	N;NOM;FEM;SG
پیام	správu	پیام	správa	N;SG	N;ACC;FEM;SG
پیام	odkaz	پیام	odkaz	N;SG	N;INAN;NOM;MASC;SG
پیام	posolstvo	پیام	posolstvo	N;SG	N;NOM;NEUT;SG
پیام	správa	پیام	správa	N;SG	N;NOM;FEM;SG
گیتار	gitaru	گیتار	gitara	N;SG	N;ACC;FEM;SG
گیتار	gitare	گیتار	gitara	N;SG	N;DAT;FEM;SG
گیتار	gitara	گیتار	gitaer	N;SG	N;NOM;FEM;SG
پلیس	polícia	پلیس	polícia	N;SG	N;NOM;FEM;SG
