цинка	جست	цинк	جست	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
забавно	عجیب	забавный	عجیب	ADJ;NEUT;SG	ADJ
ролл	فرد	ролл	فرد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ролл	دفتر	ролл	دفتر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
проникновение	نفوذ	проникновение	نفوذ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
приближение	مشابہت	приближение	مشابہت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
приближение	قربت	приближение	قربت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
небесный	ربّانی	небесный	ربّانی	ADJ;NOM;MASC;SG	ADJ
небесный	ربّانی	небесный	ربّانی	ADJ;NOM;MASC;SG	ADJ
подключение	نقطہ	подключение	نقطہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	سرا	подключение	سرا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	ساتھی	подключение	ساتھی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	اتصال	подключение	اتصال	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	موضوع	подключение	موضوع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	معاملہ	подключение	معاملہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	نقطہ	подключение	نقطہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	سرا	подключение	سرا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	واسطہ	подключение	واسطہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	ساتھی	подключение	ساتھی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	اتصال	подключение	اتصال	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	موضوع	подключение	موضوع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	میل	подключение	میل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
подключение	معاملہ	подключение	معاملہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
жемчужина	مروارید	жемчужина	مروارید	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	انعام	оплата	انعام	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	انعام	оплата	انعام	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	تنخواہ	оплата	تنخواہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	انعام	оплата	انعام	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	تاوان	оплата	تاوان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
оплата	صلہ	оплата	صلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
толстые	قریبی	толстый	قریبی	ADJ;NOM;PL	ADJ
толстые	قریبی	толстый	قریبی	ADJ;NOM;PL	ADJ
визуальный	عینی.	визуальный	عینی.	ADJ;NOM;MASC;SG	ADJ
визуальный	عینی.	визуальный	عینی.	ADJ;NOM;MASC;SG	ADJ
беспокойство	فکر	беспокойство	فکر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	کاروبار	беспокойство	کاروبار	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	فکر	беспокойство	فکر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	اندیشہ	беспокойство	اندیشہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	کاروبار	беспокойство	کاروبار	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	تشویش	беспокойство	تشویش	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
беспокойство	فکر	беспокойство	فکر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
ухо	سماعت	ухо	سماعت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
неблагоприятных	دشمنانہ.	неблагоприятный	دشمنانہ.	ADJ;GEN;PL	ADJ
неблагоприятных	مخاصمانہ	неблагоприятный	مخاصمانہ	ADJ;GEN;PL	ADJ
неблагоприятных	مخالفانہ.	неблагоприятный	مخالفانہ.	ADJ;GEN;PL	ADJ
неблагоприятных	ناموافق	неблагоприятный	ناموافق	ADJ;GEN;PL	ADJ
потребовать	مانگنا	требовать	مانگ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
воскресение	احیا	воскресение	احیا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
перспектива	تناظر.	перспектива	تناظر.	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
эвакуация	اخراج	эвакуация	اخراج	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
наполнение	خلا	наполнение	خلا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
наполнение	گڑھے	наполнение	گڑھا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
наполнение	ضخامت	наполнение	ضخامت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
трубка	دھات	трубка	دھات	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
трубка	نلکی	трубка	نلکی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
трубка	نلکی	трубка	نلکی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
трубка	نالی	трубка	نالی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
эффективная	لائق	эффективный	لائق	ADJ;NOM;FEM;SG	ADJ
эффективная	نافذ	эффективный	نافذ	ADJ;NOM;FEM;SG	ADJ
множественное	متعدد.	множественный	متعدد.	ADJ;NOM;NEUT;SG	ADJ
верные	وفاداری	верный	وفاداری	ADJ;NOM;PL	ADJ
верные	وفادار	верный	وفادار	ADJ;NOM;PL	ADJ
верные	صحیح	верный	صحیح	ADJ;NOM;PL	ADJ
верные	درست	верный	درست	ADJ;NOM;PL	ADJ
случайный	عارضی	случайный	عارضی	ADJ;NOM;MASC;SG	ADJ
случайный	معمولی	случайный	معمولی	ADJ;NOM;MASC;SG	ADJ
случайный	اتفاقی	случайный	اتفاقی	ADJ;NOM;MASC;SG	ADJ
крах	موقوف	крах	موقوف	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
крах	تعطل	крах	تعطل	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
крах	شکستگی	крах	شکستگی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
имидж	خاکہ	имидж	خاکہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лекарство	تدارک	лекарство	تدارک	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	علاج	лекарство	علاج	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	گوشت	лекарство	گوشت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	پھل	лекарство	پھل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	اصلاح	лекарство	اصلاح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	گوشت	лекарство	گوشت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	دوا	лекарство	دوا	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
лекарство	پھل	лекарство	پھل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
лекарство	اصلاح	лекарство	اصلاح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
прочь	مسلسل	прочь	مسلسل	ADV	ADV
прочь	التزاماً	прочь	التزاماً	ADV	ADV
несчастный	خستہ	несчастный	خستہ	ADJ;NOM;MASC;SG	ADJ
несчастный	بیہودہ	несчастный	بیہودہ	ADJ;NOM;MASC;SG	ADJ
несчастный	ناگوار	несчастный	ناگوار	ADJ;NOM;MASC;SG	ADJ
незначительное	کمزور	незначительный	کمزور	ADJ;NOM;NEUT;SG	ADJ
свежий	ستھرا	свежий	ستھرا	ADJ;NOM;MASC;SG	ADJ
свежий	مستعد	свежий	مستعد	ADJ;NOM;MASC;SG	ADJ
делайте	دیکھنا	делать	دیکھ	V;IPFV;IMP;PL;2;FIN;ACT	V;NFIN
делайте	بچارنا	делать	بچار	V;IPFV;IMP;PL;2;FIN;ACT	V;NFIN;ACT
делайте	دیکھنا	делать	دیکھ	V;IPFV;IMP;PL;2;FIN;ACT	V;NFIN
делайте	بچارنا	делать	بچار	V;IPFV;IMP;PL;2;FIN;ACT	V;NFIN;ACT
торговец	تاجر	торговец	تاجر	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
торговец	تاجر	торговец	تاجر	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
подальше	مسلسل	далеко	مسلسل	ADV;CMPR	ADV
подальше	التزاماً	далеко	التزاماً	ADV;CMPR	ADV
романтическая	غیرحقیقی	романтический	غیرحقیقی	ADJ;NOM;FEM;SG	ADJ
романтическая	تخیئلی	романтический	تخیئلی	ADJ;NOM;FEM;SG	ADJ
романтическая	رومانی	романтический	رومانی	ADJ;NOM;FEM;SG	ADJ
шея	گستاخی	шея	گستاخی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
рычаг	جرثقیل.	рычаг	جرثقیل.	N;INAN;NOM;MASC;SG	N
редкая	طُرفہ.	редкий	طُرفہ.	ADJ;NOM;FEM;SG	ADJ
редкая	غیرمعمولی	редкий	غیرمعمولی	ADJ;NOM;FEM;SG	ADJ
редкая	طُرفہ.	редкий	طُرفہ.	ADJ;NOM;FEM;SG	ADJ
редкая	نایاب	редкий	نایاب	ADJ;NOM;FEM;SG	ADJ
редкая	غیرمعمولی	редкий	غیرمعمولی	ADJ;NOM;FEM;SG	ADJ
скромный	معتدل	скромный	معتدل	ADJ;NOM;MASC;SG	ADJ
скромный	معتدل	скромный	معتدل	ADJ;NOM;MASC;SG	ADJ
скромный	فروتنی	скромный	فروتنی	ADJ;NOM;MASC;SG	ADJ
скромный	معمولی	скромный	معمولی	ADJ;NOM;MASC;SG	ADJ
задержать	سمجھنا	задержать	سمجھ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
задержать	پکڑنا	задержать	پکڑ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
задержать	روکنے	задержать	روک	V;PFV;NFIN;ACT	V;ACC;NFIN
благоприятные	موزوں	благоприятный	موزوں	ADJ;NOM;PL	ADJ
благоприятные	موافق	благоприятный	موافق	ADJ;NOM;PL	ADJ
благоприятные	مثبت	благоприятный	مثبت	ADJ;NOM;PL	ADJ
благоприятные	متفق	благоприятный	متفق	ADJ;NOM;PL	ADJ
частичное	متعصب	частичный	متعصب	ADJ;NOM;NEUT;SG	ADJ
частичное	نامکمل	частичный	نامکمل	ADJ;NOM;NEUT;SG	ADJ
частичное	جانبدار	частичный	جانبدار	ADJ;NOM;NEUT;SG	ADJ
дорогая	پیارا	дорогой	پیارا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
дорогая	پسندیدہ	дорогой	پسندیدہ	ADJ;NOM;FEM;SG	ADJ
дорогая	خوبصورت	дорогой	خوبصورت	ADJ;NOM;FEM;SG	ADJ
дорогая	پسندیدہ	дорогой	پسندیدہ	ADJ;NOM;FEM;SG	ADJ
дорогая	پیارا	дорогой	پیارا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
дорогая	خوبصورت	дорогой	خوبصورت	ADJ;NOM;FEM;SG	ADJ
вечное	غیرمبدّل	вечный	غیرمبدّل	ADJ;NOM;NEUT;SG	ADJ
извлечь	اکھاڑنا	извлечь	اکھاڑنا	V;PFV;NFIN;ACT	V;NFIN;ACT
извлечь	اکھاڑنا	извлечь	اکھاڑنا	V;PFV;NFIN;ACT	V;NFIN;ACT
производная	ماخوذ	производная	ماخوذ	ADJ;NOM;FEM;SG	ADJ
стабильной	مستحکم	стабильный	مستحکم	ADJ;INS;FEM;SG	ADJ
стабильной	فہمیدہ.	стабильный	فہمیدہ.	ADJ;INS;FEM;SG	ADJ
стабильной	مضبوط	стабильный	مضبوط	ADJ;INS;FEM;SG	ADJ
видное	اہم	видный	اہم	ADJ;NOM;NEUT;SG	ADJ
видное	نمایاں	видный	نمایاں	ADJ;NOM;NEUT;SG	ADJ
покровительство	سرپرستی	покровительство	سرپرستی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
демократическое	جمہوری	демократический	جمہوری	ADJ;NOM;NEUT;SG	ADJ
ходатайство	حرکت	ходатайство	حرکت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
аранжировщик	منتظم	аранжировщик	منتظم	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
бросили	جال	бросить	جال	V;PFV;IND;PL;PST;FIN;ACT	V;ACT
здорового	ہمدردانہ.	здоровый	ہمدردانہ.	ADJ;GEN;MASC;SG	ADJ
здорового	مددگار	здоровый	مددگار	ADJ;GEN;MASC;SG	ADJ
записка	پیغام	записка	پیغام	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
записка	نوعیت	записка	نوعیت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
записка	مشاہدہ	записка	مشاہدہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
записка	لہجہ	записка	لہجہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
охранник	نگرانی	охранник	نگرانی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
охранник	چوکسی	охранник	چوکسی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
охранник	محافظ	охранник	محافظ	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
достаточный	کافی	достаточный	کافی	ADJ;NOM;MASC;SG	ADJ
святое	متبرک	святой	متبرک	ADJ;NOM;NEUT;SG	ADJ
уникальность	ندرت	уникальность	ندرت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
обязательство	اصول	обязательство	اصول	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательство	قانون	обязательство	قانون	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательство	فرض	обязательство	فرض	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательство	اصول	обязательство	اصول	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательство	قانون	обязательство	قانون	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
обязательство	عہد	обязательство	عہد	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
дискриминация	تفریق	дискриминация	تفریق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дискриминация	شناخت	дискриминация	شناخت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
дискриминация	تمیز	дискриминация	تمیز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ездить	چھیڑنا.	ездить	چھیڑنا.	V;IPFV;NFIN;ACT	V;NFIN;ACT
ездить	بیٹھنا	ездить	بیٹھ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
бытие	طور	бытие	طور	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
бытие	وجود	бытие	وجود	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
бытие	پیدائش	бытие	پیدائش	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
бытие	پیدائش	бытие	پیدائش	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
бытие	تکوین	бытие	تکوین	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
мелкая	محدود	мелкий	محدود	ADJ;NOM;FEM;SG	ADJ
мелкая	گھٹیا	мелкий	گھٹیا	ADJ;NOM;FEM;SG	ADJ
мелкая	کمتر	мелкий	کمتر	ADJ;NOM;FEM;SG	ADJ
мелкая	چھوٹا	мелкий	چھوٹا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
мелкая	محدود	мелкий	محدود	ADJ;NOM;FEM;SG	ADJ
мелкая	گھٹیا	мелкий	گھٹیا	ADJ;NOM;FEM;SG	ADJ
мелкая	کمتر	мелкий	کمتر	ADJ;NOM;FEM;SG	ADJ
слышу	ماننا	слышать	مان	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;NFIN
ковчег	صندوق	ковчег	صندوق	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
действительность	معقولیت	действительность	معقولیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
законных	درست	законный	درست	ADJ;GEN;PL	ADJ
законных	قانونی	законный	قانونی	ADJ;GEN;PL	ADJ
раздражение	اشتعال	раздражение	اشتعال	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
экономия	بچت	экономия	بچت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
экономия	کفایت	экономия	کفایت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
динамические	فعال	динамический	فعال	ADJ;NOM;PL	ADJ
молчание	رازداری	молчание	رازداری	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
молчание	رازداری	молчание	رازداری	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
молчание	خاموشی	молчание	خاموشی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
семнадцать	17	семнадцать	17	NUM;NOM	NUM
нация	قوم	нация	قوم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
неполной	نامکمل	неполный	نامکمل	ADJ;INS;FEM;SG	ADJ
множественные	مخلوط	множественный	مخلوط	ADJ;NOM;PL	ADJ
множественные	متنوع.	множественный	متنوع.	ADJ;NOM;PL	ADJ
чип	ٹکڑا	чип	ٹکڑا	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
систематические	عادی	систематический	عادی	ADJ;NOM;PL	ADJ
систематические	باقاعدہ	систематический	باقاعدہ	ADJ;NOM;PL	ADJ
исламское	اسلامی	исламский	اسلامی	ADJ;NOM;NEUT;SG	ADJ
флэш	شوخ	флэш	شوخ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
флэш	تازگی	флэш	تازگی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
флэш	توانائی	флэш	توانائی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
баш	دعوت	баш	دعوت	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
баш	تقریب	баш	تقریب	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
баш	کوشش	баш	کوشش	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
фехтование	احاطہ	фехтование	احاطہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
фактическое	موجود	фактический	موجود	ADJ;NOM;NEUT;SG	ADJ
фактическое	اصلی	фактический	اصلی	ADJ;NOM;NEUT;SG	ADJ
фактическое	حاضر	фактический	حاضر	ADJ;NOM;NEUT;SG	ADJ
фактическое	موجود	фактический	موجود	ADJ;NOM;NEUT;SG	ADJ
фактическое	حقیقی	фактический	حقیقی	ADJ;NOM;NEUT;SG	ADJ
фактическое	اصلی	фактический	اصلی	ADJ;NOM;NEUT;SG	ADJ
фактическое	حاضر	фактический	حاضر	ADJ;NOM;NEUT;SG	ADJ
исключительной	مختص.	исключительный	مختص.	ADJ;INS;FEM;SG	ADJ
исключительной	امتیازی	исключительный	امتیازی	ADJ;INS;FEM;SG	ADJ
исключительной	منتخب	исключительный	منتخب	ADJ;INS;FEM;SG	ADJ
исключительной	مخصوص	исключительный	مخصوص	ADJ;INS;FEM;SG	ADJ
розыск	تعاقب	розыск	تعاقب	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
разъяснение	توضیح	разъяснение	توضیح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
разъяснение	وضاحت	разъяснение	وضاحت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
разъяснение	توضیح	разъяснение	توضیح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осуждение	مذمت	осуждение	مذمت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осуждение	ملامت	осуждение	ملامت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
осуждение	ایمان	осуждение	ایمان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
осуждение	عقیدہ	осуждение	عقیدہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
гребень	اون	гребень	اون	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гребень	شانہ	гребень	شانہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
гребень	اون	гребень	اون	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лак	لکڑی	лак	لکڑی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лак	دھات	лак	دھات	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
благородный	عمدہ	благородный	عمدہ	ADJ;NOM;MASC;SG	ADJ
воспаление	سوجن	воспаление	سوجن	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
повесить	گرنے	вешать	گر	V;PFV;NFIN;ACT	V;ACC;NFIN
повесить	جھکانا	вешать	جھکا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
смелый	واضح	смелый	واضح	ADJ;NOM;MASC;SG	ADJ
смелый	نمایاں	смелый	نمایاں	ADJ;NOM;MASC;SG	ADJ
бедный	معمولی	бедный	معمولی	ADJ;NOM;MASC;SG	ADJ
бедный	گھٹیا	бедный	گھٹیا	ADJ;NOM;MASC;SG	ADJ
бедный	نادار	бедный	نادار	ADJ;NOM;MASC;SG	ADJ
бедный	معمولی	бедный	معمولی	ADJ;NOM;MASC;SG	ADJ
бедный	گھٹیا	бедный	گھٹیا	ADJ;NOM;MASC;SG	ADJ
бедный	غریب	бедный	غریب	ADJ;NOM;MASC;SG	ADJ
молодежь	جوش	молодежь	جوش	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
молодежь	توانائی	молодежь	توانائی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
украшение	آرائش	украшение	آرائش	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	تفریح	удовольствие	تفریح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	اطمینان	удовольствие	اطمینان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	ارادہ	удовольствие	ارادہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	تفریح	удовольствие	تفریح	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	اطمینان	удовольствие	اطمینان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	مرضی	удовольствие	مرضی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удовольствия	ارادہ	удовольствие	ارادہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
колонка	ستون	колонка	ستون	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
колонка	ستون	колонка	ستون	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
конверт	غلاف	конверт	غلاف	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лечебных	نافع.	лечебный	نافع.	ADJ;GEN;PL	ADJ
батэ	برہمی	батэ	برہمی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
батэ	طیش	батэ	طیش	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ложное	غیرقانونی	ложный	غیرقانونی	ADJ;NOM;NEUT;SG	ADJ
ложное	جعلی	ложный	جعلی	ADJ;NOM;NEUT;SG	ADJ
ложное	ناجائز	ложный	ناجائز	ADJ;NOM;NEUT;SG	ADJ
ложное	غلط	ложный	غلط	ADJ;NOM;NEUT;SG	ADJ
ложное	غیرقانونی	ложный	غیرقانونی	ADJ;NOM;NEUT;SG	ADJ
ложное	نقلی	ложный	نقلی	ADJ;NOM;NEUT;SG	ADJ
ложное	جعلی	ложный	جعلی	ADJ;NOM;NEUT;SG	ADJ
ложное	ناجائز	ложный	ناجائز	ADJ;NOM;NEUT;SG	ADJ
муха	پرواز	муха	پرواز	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
муха	گھڑی	муха	گھڑی	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
муха	پرواز	муха	پرواز	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;3
муха	گھڑی	муха	گھڑی	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;3
голая	سادہ	голый	سادہ	ADJ;NOM;FEM;SG	ADJ
голая	سادہ	голый	سادہ	ADJ;NOM;FEM;SG	ADJ
голая	عاری	голый	عاری	ADJ;NOM;FEM;SG	ADJ
голая	برہنہ	голый	برہنہ	ADJ;NOM;FEM;SG	ADJ
ежедневная	مستقل	ежедневный	مستقل	ADJ;NOM;FEM;SG	ADJ
ежедневная	متواتر	ежедневный	متواتر	ADJ;NOM;FEM;SG	ADJ
провозглашение	اعلان	провозглашение	اعلان	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
экологический	ماحولیاتی	экологический	ماحولیاتی	ADJ;NOM;MASC;SG	ADJ;NOM
гранит	ارادہ	гранит	ارادہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
преобладание	فوقیت	преобладание	فوقیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
плащ	غلاف	плащ	غلاف	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
плащ	خول	плащ	خول	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
продление	اضافہ	продление	اضافہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
продление	وسعت	продление	وسعت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
продление	توسیع	продление	توسیع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
намёк	شائبہ	намек	شائبہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
намёк	احتمال	намек	احتمال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
любимое	پسندیدہ	любимый	پسندیدہ	ADJ;NOM;NEUT;SG	ADJ
бегун	وصولی	бегун	وصولی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
кооператив	کاروبار	кооператив	کاروبار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
линк	واسطہ	линк	واسطہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
накопление	افزائش	накопление	افزائش	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
накопление	اجماع	накопление	اجماع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
накопление	اضافہ	накопление	اضافہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
предотвращение	تدارک	предотвращение	تدارک	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
частичная	متعصب	частичный	متعصب	ADJ;NOM;FEM;SG	ADJ
частичная	نامکمل	частичный	نامکمل	ADJ;NOM;FEM;SG	ADJ
частичная	جانبدار	частичный	جانبدار	ADJ;NOM;FEM;SG	ADJ
ледникового	برفانی	ледниковый	برفانی	ADJ;GEN;MASC;SG	ADJ
посторонних	ذیلی	посторонний	ذیلی	ADJ;GEN;PL	ADJ
посторонних	غیر.	посторонний	غیر.	ADJ;GEN;PL	ADJ
