nie	ne	nie	ne	PART	PART
intussen	medtem	intussen	medtem	ADV	ADV
elemente	elementi	element	element	N;PL	N;NOM;MASC;PL
koninklike	kraljevi	koninklik	kraljev	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
koninklike	kraljevsko	koninklik	kraljevski	ADJ;NOM	ADJ;NOM;NEUT;SG
koninklike	kraljevo	koninklik	kraljev	ADJ;NOM	ADJ;NOM;NEUT;SG
plante	rastline	plant	rastlina	N;PL	N;NOM;FEM;PL
plante	rastlin	plant	rastlina	N;PL	N;GEN;FEM;PL
toring	stolp	toring	stolp	N;SG	N;NOM;MASC;SG
toring	trdnjavo	toring	trdnjava	N;SG	N;ACC;FEM;SG
toring	trdnjava	toring	trdnjava	N;SG	N;NOM;FEM;SG
rede	razlog	rede	razlog	N;SG	N;NOM;MASC;SG
krag	sila	krag	sila	N;SG	N;NOM;FEM;SG
krag	force	krag	force	N;SG	N;NOM;MASC;SG
krag	silo	krag	sila	N;SG	N;ACC;FEM;SG
krag	power	krag	power	N;SG	N;NOM;MASC;SG
krag	moč	krag	moč	N;SG	N;NOM;FEM;SG
versprei	porazdeli	versprei	porazdel	V;PRS	V;PFV;MASC;SG;V.PTCP
postma	postma	postma	post		
betekenis	pomen	betekenis	pomen	N;SG	N;NOM;MASC;SG
betekenis	pomen	betekenis	pomen	N;SG	N;NOM;MASC;SG
betekenis	pomembnost	betekenis	pomembnost	N;SG	N;NOM;FEM;SG
geniet	uživam	geniet	uživati	V;PRS	V;IPFV;IND;SG;1;PRS;FIN
geniet	uživa	geniet	uživati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
geniet	uživate	geniet	uživati	V;PRS	V;IPFV;IND;PL;2;PRS;FIN
federale	zvezni	federaal	zvezen	ADJ;NOM	ADJ;NOM;MASC;SG
federale	zvezno	federaal	zvezen	ADJ;NOM	ADJ;NOM;NEUT;SG
federale	zvezna	federaal	zvezen	ADJ;NOM	ADJ;NOM;FEM;SG
gesin	druzina	gesin	druzina	N;SG	N;NOM;FEM;SG
gesin	družina	gesin	družina	N;SG	N;NOM;FEM;SG
donker	temna	donker	temen	ADJ;NOM	ADJ;NOM;FEM;SG
donker	temni	donker	temen	ADJ;NOM	ADJ;NOM;MASC;PL
versameling	pobiranje	versameling	pobiranje	N;SG	N;NOM;NEUT;SG
versameling	zbirka	versameling	zbirka	N;SG	N;NOM;FEM;SG
versameling	kolekcija	versameling	kolekcija	N;SG	N;NOM;FEM;SG
versameling	zbirko	versameling	zbirka	N;SG	N;ACC;FEM;SG
versameling	zbiranje	versameling	zbiranje	N;SG	N;NOM;NEUT;SG
nege	devet	neg	devet	NUM	NUM;NOM;PL
richard	richard	richard	richard	N;SG	N;NOM;MASC;SG
uitgewers	založniki	uitwer	založnik	N;PL	N;NOM;MASC;PL
fort	utrdba	fort	utrdba	N;SG	N;NOM;FEM;SG
fort	trdnjava	fort	trdnjava	N;SG	N;NOM;FEM;SG
fort	utrdbo	fort	utrdba	N;SG	N;ACC;FEM;SG
fort	fort	fort	fort	N;SG	N;NOM;MASC;SG
nedersettings	naselja	nedersetting	naselje	N;PL	N;NOM;NEUT;PL
nedersettings	poravnave	nedersetting	poravnava	N;PL	N;NOM;FEM;PL
gewerk	delovalo	werk	delovati	V;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
gewerk	delal	werk	delati	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
probleme	problemi	probleem	problem	N;PL	N;NOM;MASC;PL
probleme	težave	probleem	težava	N;PL	N;NOM;FEM;PL
persoonlike	osebno	persoonlik	oseben	ADJ;NOM	ADJ;NOM;NEUT;SG
persoonlike	osebne	persoonlik	oseben	ADJ;NOM	ADJ;NOM;FEM;PL
persoonlike	osebni	persoonlik	oseben	ADJ;NOM	ADJ;NOM;MASC;SG
persoonlike	osebna	persoonlik	oseben	ADJ;NOM	ADJ;NOM;FEM;SG
burgers	meščani	burger	meščan	N;PL	N;NOM;MASC;PL
burgers	državljane	burger	državljan	N;PL	N;ACC;MASC;PL
burgers	državljani	burger	državljan	N;PL	N;NOM;MASC;PL
vrede	mir	vrede	mir	N;SG	N;NOM;MASC;SG
reis	potovanje	reis	potovanje	N;SG	N;NOM;NEUT;SG
reis	potovanje	reis	potovanje	N;SG	N;NOM;NEUT;SG
burger	burger	burger	burger	N;SG	N;NOM;MASC;SG
burger	hamburger	burger	hamburger	N;SG	N;NOM;MASC;SG
burger	državljan	burger	državljan	N;SG	N;NOM;MASC;SG
burger	meščan	burger	meščan	N;SG	N;NOM;MASC;SG
voet	nogo	voet	noga	N;SG	N;ACC;FEM;SG
voet	noga	voet	nog	N;SG	N;NOM;FEM;SG
voet	stopalo	voet	stopalo	N;SG	N;NOM;NEUT;SG
malan	malan	malan	malan		
moeder	mater	moeder	mati	N;SG	N;NOM;FEM;SG
moeder	mamo	moeder	mama	N;SG	N;ACC;FEM;SG
moeder	mati	moeder	mati	N;SG	N;NOM;FEM;SG
regeer	vladal	regeer	vladati	V;PRS	V;IPFV;MASC;SG;V.PTCP
regeer	odločilo	regeer	odločiti	V;PRS	V;PFV;NEUT;SG;V.PTCP
materiaal	material	materiaal	material	N;SG	N;NOM;MASC;SG
materiaal	gradivo	materiaal	gradivo	N;SG	N;NOM;NEUT;SG
materiaal	material	materiaal	material	N;SG	N;NOM;MASC;SG
aktrise	igralka	aktrise	igralka	N;SG	N;NOM;FEM;SG
afdelings	poglavji	afdeling	poglavje	N;PL	N;NOM;NEUT;PL
afdelings	oddelki	afdeling	oddelek	N;PL	N;NOM;MASC;PL
goud	zlat	goud	zlat	N;SG	N;NOM;MASC;SG
volle	polno	volle	polno	ADV	ADV
bestaande	obstoječa	bestaan	obstoječ	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
bestaande	obstoječo	bestaan	obstoječ	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
bestaande	obstoječe	bestaan	obstoječ	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
bestaande	obstoječi	bestaan	obstoječ	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
chemiese	kemična	chemies	kemičen	ADJ;NOM	ADJ;NOM;FEM;SG
chemiese	kemijsko	chemies	kemijski	ADJ;NOM	ADJ;NOM;NEUT;SG
chemiese	kemično	chemies	kemično	ADJ;NOM	ADJ;NOM;NEUT;SG
gevalle	primeri	geval	primer	N;PL	N;NOM;MASC;PL
gevalle	primerov	geval	primer	N;PL	N;GEN;MASC;PL
skip	ladjo	skip	ladja	N;SG	N;ACC;FEM;SG
skip	ladja	skip	ladja	N;SG	N;NOM;FEM;SG
ver	daleč	ver	daleč	ADV	ADV
behou	držal	behou	držati	V;PRS	V;IPFV;MASC;SG;V.PTCP
behou	potekala	behou	potekati	V;PRS	V;IPFV;FEM;SG;V.PTCP
behou	obdrži	behou	obdržiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
behou	ohrani	behou	ohran	V;PRS	V;PFV;IND;SG;3;PRS;FIN
noorweë	norveško	noorweë	norveški	ADJ;NOM	ADJ;NOM;NEUT;SG
noorweë	norveška	noorweë	norveški	ADJ;NOM	ADJ;NOM;FEM;SG
merwe	merwe	merf	merwa		
versoek	zahteva	versoek	zahtevati	V;PRS	V;IND;SG;3;PRS;FIN
hulp	pomagaj	hulp	pomagaj	N;SG	N;ACC;MASC;SG
hulp	pomoč	hulp	pomoč	N;SG	N;NOM;FEM;SG
dalk	mogoce	dalk	mogoc		
deelgeneem	sodelovala	deelneneem	sodelovati	V;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
deelgeneem	sodeloval	deelneneem	sodelovati	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
deelgeneem	sodelovali	deelneneem	sodelovati	V;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
deelgeneem	sodelovalo	deelneneem	sodelovati	V;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
sukses	uspeh	sukses	uspeh	N;SG	N;NOM;MASC;SG
sukses	uspešnost	sukses	uspešnost	N;SG	N;NOM;FEM;SG
voorwerpe	objekti	voorwerpe	objekt	N;PL	N;NOM;MASC;PL
voorwerpe	predmete	voorwerpe	predmeti	N;PL	N;ACC;MASC;PL
voorwerpe	predmeti	voorwerpe	predmet	N;PL	N;NOM;MASC;PL
voorwerpe	predmetov	voorwerpe	predmet	N;PL	N;GEN;MASC;PL
temperatuur	temperatura	temperatuur	temperatura	N;SG	N;NOM;FEM;SG
temperatuur	temperaturo	temperatuur	temperatura	N;SG	N;ACC;FEM;SG
maan	mesec	maan	mesec	N;SG	N;NOM;MASC;SG
maan	luna	maan	luna	N;SG	N;NOM;FEM;SG
maan	luni	maan	luniti	N;SG	N;NOM;FEM;SG
seisoen	sezono	seisoen	sezona	N;SG	N;ACC;FEM;SG
seisoen	sezona	seisoen	sezona	N;SG	N;NOM;FEM;SG
nasies	narode	nasie	narode	N;PL	N;ACC;MASC;PL
nasies	narodi	nasie	narod	N;PL	N;NOM;MASC;PL
nasies	narodov	nasie	narod	N;PL	N;GEN;MASC;PL
grondwet	ustava	grondwet	ustava	N;SG	N;NOM;FEM;SG
ens	etc	ens	etc		
ens	itd	ens	itd		
kollege	fakulteta	kollege	fakulteta	N;SG	N;NOM;FEM;SG
kollege	kolidž	kollege	kolidž	N;SG	N;NOM;MASC;SG
opleiding	izobrazba	opleiding	izobrazba	N;SG	N;NOM;FEM;SG
opleiding	izobraževanja	opleiding	izobraževanje	N;SG	N;GEN;NEUT;SG
opleiding	izobraževanje	opleiding	izobraževanje	N;SG	N;NOM;NEUT;SG
uitgevoer	usmrtili	uitvoer	usmrtiti	V;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
soortgelyke	podobni	soortgelyk	podoben	ADJ;NOM	ADJ;NOM;MASC;PL
soortgelyke	podoben	soortgelyk	podoben	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
soortgelyke	podobna	soortgelyk	podoben	ADJ;NOM	ADJ;NOM;FEM;SG
soortgelyke	podobne	soortgelyk	podoben	ADJ;NOM	ADJ;NOM;FEM;PL
soortgelyke	podobno	soortgelyk	podoben	ADJ;NOM	ADJ;NOM;NEUT;SG
skiereiland	polotok	skiereiland	polotok	N;SG	N;NOM;MASC;SG
wetenskap	znanost	wetenskap	znanost	N;SG	N;NOM;FEM;SG
wetenskap	znanosti	wetenskap	znanost	N;SG	N;GEN;FEM;SG
tye	časi	tye	čas	N;PL	N;NOM;MASC;PL
hoeksteen	temelj	hoeksteen	temelj	N;SG	N;NOM;MASC;SG
gewild	priljubljeno	gewild	priljubljen	ADV	ADV
gewild	priljubljeno	gewild	priljubljen	ADV	ADV
jaarlikse	letne	jaarliks	leten	ADJ;NOM	ADJ;NOM;FEM;PL
jaarlikse	letna	jaarliks	leten	ADJ;NOM	ADJ;NOM;FEM;SG
jaarlikse	letni	jaarliks	leten	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
nowrap	nowrap	nowrap	nowrap		
vermoor	umorili	vermoor	umoriti	V;PRS	V;PFV;MASC;PL;V.PTCP
teorie	teorija	teorie	teorija	N;SG	N;NOM;FEM;SG
kasteel	castle	kasteel	castla	N;SG	N;NOM;MASC;SG
kasteel	grad	kasteel	grad	N;SG	N;NOM;MASC;SG
kasteel	dvorec	kasteel	dvorec	N;SG	N;NOM;MASC;SG
lyf	truplo	lyf	truplo	N;SG	N;NOM;NEUT;SG
lyf	body	lyf	body	N;SG	N;NOM;MASC;SG
lyf	telo	lyf	telo	N;SG	N;NOM;NEUT;SG
wedstryde	tekme	wedstryde	tekma	N;PL	N;NOM;FEM;PL
wedstryde	igre	wedstryde	igra	N;PL	N;NOM;FEM;PL
wedstryde	igrah	wedstryde	igra	N;PL	N;ESS;FEM;PL
wedstryde	igrice	wedstryde	igrica	N;PL	N;NOM;FEM;PL
wedstryde	iger	wedstryde	igra	N;PL	N;GEN;FEM;PL
totdat	dokler	totdat	dokler	CONJ	CONJ
hawe	harbor	hawe	harbor	N;SG	N;NOM;MASC;SG
hawe	pristanišče	hawe	pristanišče	N;SG	N;NOM;NEUT;SG
hawe	port	hawe	port	N;SG	N;NOM;MASC;SG
plan	načrt	plan	načrt	N;SG	N;NOM;MASC;SG
plan	plan	plan	plan	N;SG	N;NOM;MASC;SG
beelde	podobe	beelde	podoba	N;PL	N;NOM;FEM;PL
beelde	slike	beelde	slika	N;PL	N;NOM;FEM;PL
beelde	slik	beelde	slika	N;PL	N;GEN;FEM;PL
gedigte	pesmi	dig	pesem	N;PL	N;NOM;FEM;PL
ring	prstan	ring	prstan	N;SG	N;NOM;MASC;SG
ring	ring	ring	ring	N;SG	N;NOM;MASC;SG
ring	obroč	ring	obroč	N;SG	N;NOM;MASC;SG
oorwinning	zmaga	oorwinning	zmaga	N;SG	N;NOM;FEM;SG
oorwinning	zmago	oorwinning	zmaga	N;SG	N;ACC;FEM;SG
finansiële	finančno	finansieel	finančen	ADJ;NOM	ADJ;NOM;NEUT;SG
finansiële	finančna	finansieel	finančen	ADJ;NOM	ADJ;NOM;FEM;SG
gevra	vprašal	vra	vprašati	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
gevra	vprašali	vra	vprašati	V;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
gebruikers	uporabniki	gebruiker	uporabnik	N;PL	N;NOM;MASC;PL
vergelyking	enačba	vergelyking	enačba	N;SG	N;NOM;FEM;SG
aangesluit	pridružil	aansluit	pridružiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
lyn	črta	lyn	črta	N;SG	N;NOM;FEM;SG
lyn	vrstica	lyn	vrstica	N;SG	N;NOM;FEM;SG
soorte	tipi	soort	tip	N;PL	N;NOM;MASC;PL
soorte	vrste	soort	vrsta	N;PL	N;NOM;FEM;PL
poging	napora	poging	napor	N;SG	N;GEN;MASC;SG
poging	napor	poging	napor	N;SG	N;NOM;MASC;SG
poging	trud	poging	trud	N;SG	N;NOM;MASC;SG
poging	prizadevanje	poging	prizadevanje	N;SG	N;NOM;NEUT;SG
blare	listi	blaar	list	N;PL	N;NOM;MASC;PL
blare	listov	blaar	list	N;PL	N;GEN;MASC;PL
drama	drama	drama	drama	N;SG	N;NOM;FEM;SG
drama	dramo	drama	drama	N;SG	N;ACC;FEM;SG
hospitaal	bolnišnica	hospitaal	bolnišnica	N;SG	N;NOM;FEM;SG
hospitaal	bolnica	hospitaal	bolnica	N;SG	N;NOM;FEM;SG
onlangse	nedavne	onlangs	nedaven	ADJ;NOM	ADJ;NOM;FEM;PL
onlangse	nedavna	onlangs	nedaven	ADJ;NOM	ADJ;NOM;FEM;SG
weeg	tehta	weeg	tehto	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
departement	oddelek	departement	oddelek	N;SG	N;NOM;MASC;SG
uur	uro	uur	ura	N;SG	N;ACC;FEM;SG
uur	ura	uur	ura	N;SG	N;NOM;FEM;SG
toestand	stanje	toestand	stanje	N;SG	N;NOM;NEUT;SG
toestand	država	toestand	država	N;SG	N;NOM;FEM;SG
koerant	časopis	koerant	časopis	N;SG	N;NOM;MASC;SG
riviere	reke	rivier	reka	N;PL	N;NOM;FEM;PL
letterkunde	literaturo	letterkund	literatura	N;SG	N;ACC;FEM;SG
letterkunde	književnost	letterkund	književnost	N;SG	N;NOM;FEM;SG
letterkunde	literatura	letterkund	literatura	N;SG	N;NOM;FEM;SG
professor	profesorica	professor	profesorica	N;SG	N;NOM;FEM;SG
professor	profesor	professor	profesor	N;SG	N;NOM;MASC;SG
professor	profesorja	professor	profesor	N;SG	N;ANIM;ACC;MASC;SG
wapen	orožje	wapen	orožje	N;SG	N;NOM;NEUT;SG
spanne	ekip	span	ekipa	N;PL	N;GEN;FEM;PL
spanne	ekipe	span	ekipa	N;PL	N;NOM;FEM;PL
spanne	moštva	span	moštvo	N;PL	N;NOM;NEUT;PL
koste	strošek	koste	strošek	N;SG	N;NOM;MASC;SG
ortodokse	pravoslavne	ortodokse	pravoslaven	ADJ;NOM	ADJ;NOM;FEM;PL
nogtans	kakorkoli	nogtans	kakorkoli	ADV	ADV
gebeur	dogaja	gebeur	dogajati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
opstand	upor	opstand	upor	N;SG	N;NOM;MASC;SG
insluit	vključi	insluit	vključiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
simbool	simbol	simbool	simbol	N;SG	N;NOM;MASC;SG
simbool	kipec	simbool	kipec	N;SG	N;NOM;MASC;SG
bewys	dokaz	bewys	dokaz	N;SG	N;NOM;MASC;SG
bewys	dokazilo	bewys	dokazilo	N;SG	N;NOM;NEUT;SG
geskenk	podaril	geskenk	podariti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
feit	dejstvo	feit	dejstvo	N;SG	N;NOM;NEUT;SG
datum	zmenek	datum	zmenek	N;SG	N;NOM;MASC;SG
datum	datum	datum	datum	N;SG	N;NOM;MASC;SG
vertel	povej	vertel	povedati	V;PRS	V;PFV;IMP;SG;2;FIN
maand	mesec	maand	mesec	N;SG	N;NOM;MASC;SG
maand	meseca	maand	mesec	N;SG	N;ACC;MASC;SG
munisipale	državljanska	munisipaal	državljanski	ADJ;NOM	ADJ;NOM;FEM;SG
oog	očesu	oog	oko	N;SG	N;DAT;NEUT;SG
oog	eye	oog	eye	N;SG	N;NOM;MASC;SG
oog	oko	oog	oko	N;SG	N;NOM;NEUT;SG
studies	študij	studie	študij	N;SG	N;NOM;MASC;SG
verspreiding	razdelitev	verspreiding	razdelitev	N;SG	N;NOM;FEM;SG
verspreiding	porazdelitev	verspreiding	porazdelitev	N;SG	N;NOM;FEM;SG
verspreiding	distribucija	verspreiding	distribucija	N;SG	N;NOM;FEM;SG
verspreiding	razdeljevanje	verspreiding	razdeljevanje	N;SG	N;NOM;NEUT;SG
verspreiding	razporeditev	verspreiding	razporeditev	N;SG	N;NOM;FEM;SG
kolonie	kolonijo	kolonie	kolonija	N;SG	N;ACC;FEM;SG
kolonie	kolonija	kolonie	kolonija	N;SG	N;NOM;FEM;SG
struktuur	strukturo	struktuur	struktura	N;SG	N;ACC;FEM;SG
struktuur	zgradba	struktuur	zgradba	N;SG	N;NOM;FEM;SG
struktuur	struktura	struktuur	struktura	N;SG	N;NOM;FEM;SG
struktuur	konstrukcija	struktuur	konstrukcija	N;SG	N;NOM;FEM;SG
kunstenaars	umetniki	kunstenaar	umetnik	N;PL	N;NOM;MASC;PL
kunstenaars	izvajalci	kunstenaar	izvajalec	N;PL	N;NOM;MASC;PL
kunstenaars	izvajalce	kunstenaar	izvajalec	N;PL	N;ACC;MASC;PL
wedstryd	tekmovanje	wedstryd	tekmovanje	N;SG	N;NOM;NEUT;SG
wedstryd	natečaj	wedstryd	natečaj	N;SG	N;NOM;MASC;SG
wedstryd	natečaja	wedstryd	natečaj	N;SG	N;NOM;MASC;SG
liefde	ljubezni	liefde	ljubezen	N;SG	N;GEN;FEM;SG
liefde	love	liefde	lova	N;SG	N;NOM;MASC;SG
liefde	ljubezen	liefde	ljubezen	N;SG	N;NOM;FEM;SG
oblast	oblast	oblast	oblast	N;SG	N;ACC;FEM;SG
standaard	standard	standaard	standard	N;SG	N;NOM;MASC;SG
aanval	napad	aanval	napad	N;SG	N;NOM;MASC;SG
skrywers	pisateljev	skrywer	pisatelj	N;PL	N;GEN;MASC;PL
skrywers	pisatelji	skrywer	pisatelj	N;PL	N;NOM;MASC;PL
skrywers	avtorji	skrywer	avtor	N;PL	N;NOM;MASC;PL
kanadese	kanadska	kanades	kanadski	ADJ;NOM	ADJ;NOM;FEM;SG
kanadese	kanadsko	kanades	kanadski	ADJ;NOM	ADJ;NOM;NEUT;SG
kanadese	kanadski	kanades	kanadski	ADJ;NOM	ADJ;NOM;MASC;SG
stand	lestvici	stand	lestvica	N;SG	N;NOM;FEM;SG
onafhanklik	samostojno	onafhanklik	samostojen	ADV	ADV
onafhanklik	neodvisno	onafhanklik	neodvisen	ADV	ADV
onafhanklik	neodvisno	onafhanklik	neodvisen	ADV	ADV
onafhanklik	samostojno	onafhanklik	samostojen	ADV	ADV
langer	dlje	lank	dolgo	ADV;CMPR	ADV;CMPR
katedraal	katedrala	katedraal	katedrala	N;SG	N;NOM;MASC;SG
katedraal	katedrali	katedraal	katedrala	N;SG	N;NOM;FEM;SG
katedraal	katedralo	katedraal	katedrala	N;SG	N;ACC;FEM;SG
klimaat	podnebje	klimaat	podnebje	N;SG	N;NOM;NEUT;SG
vernietig	uničiti	vernietig	uničiti	V;PRS	V;PFV;NFIN
vernietig	uniči	vernietig	uničiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
skepe	ladje	skeep	ladja	N;PL	N;NOM;FEM;PL
weermag	armada	weermag	armada	N;SG	N;NOM;FEM;SG
weermag	vojska	weermag	vojska	N;SG	N;NOM;FEM;SG
weermag	vojsko	weermag	vojska	N;SG	N;ACC;FEM;SG
kos	hrano	kos	hrana	N;SG	N;ACC;FEM;SG
kos	hrana	kos	hrana	N;SG	N;NOM;FEM;SG
verminder	zmanjšati	verminder	zmanjšati	V;PRS	V;PFV;NFIN
verminder	zmanjšuje	verminder	zmanjševati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
verminder	zmanjša	verminder	zmanjšati	V;PRS	V;PFV;IND;SG;3;PRS;FIN
terugkeer	povratek	terugkeer	povratek	N;SG	N;NOM;MASC;SG
terugkeer	vrnitev	terugkeer	vrnitev	N;SG	N;NOM;FEM;SG
terugkeer	vračanje	terugkeer	vračanje	N;SG	N;NOM;NEUT;SG
afdeling	odsek	afdeling	odsek	N;SG	N;NOM;MASC;SG
afdeling	poglavje	afdeling	poglavje	N;SG	N;NOM;NEUT;SG
afdeling	razdelek	afdeling	razdelek	N;SG	N;NOM;MASC;SG
afdeling	oddelek	afdeling	oddelek	N;SG	N;NOM;MASC;SG
rewolusie	revolucijo	rewolusie	revolucija	N;SG	N;ACC;FEM;SG
rewolusie	revolucija	rewolusie	revolucija	N;SG	N;NOM;FEM;SG
atmosfeer	ozračje	atmosfeer	ozračje	N;SG	N;NOM;NEUT;SG
atmosfeer	atmosfera	atmosfeer	atmosfer	N;SG	N;NOM;FEM;SG
atmosfeer	atmosfero	atmosfeer	atmosfer	N;SG	N;ACC;FEM;SG
atmosfeer	vzdušje	atmosfeer	vzdušje	N;SG	N;NOM;NEUT;SG
plant	rastlina	plant	rastlina	N;SG	N;NOM;FEM;SG
plant	obrat	plant	obrat	N;SG	N;NOM;MASC;SG
ontmoet	spoznaj	ontmoet	spoznaj	V;PRS	V;IND;SG;3;PRS;FIN
terrein	field	terrein	field	N;SG	N;NOM;MASC;SG
terrein	polje	terrein	polje	N;SG	N;NOM;NEUT;SG
feitlik	kritično	feitlik	kritično	ADV	ADV
noem	omenil	noem	omeniti	V;PRS	V;PFV;MASC;SG;V.PTCP
noem	omeni	noem	omeniti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
stuur	pošlji	stuur	pošlja	V;PRS	V;PFV;IND;SG;3;PRS;FIN
stuur	pošljite	stuur	pošlati	V;PRS	V;PFV;IMP;PL;2;FIN
area	območje	area	območje	N;SG	N;NOM;NEUT;SG
area	površina	area	površina	N;SG	N;NOM;FEM;SG
area	področje	area	področje	N;SG	N;NOM;NEUT;SG
deense	dansko	deens	danski	ADJ;NOM	ADJ;NOM;NEUT;SG
deense	danske	deens	danski	ADJ;NOM	ADJ;NOM;FEM;PL
deense	danski	deens	danski	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
aard	narava	aard	narava	N;SG	N;NOM;FEM;SG
veld	field	veld	field	N;SG	N;NOM;MASC;SG
veld	polje	veld	polje	N;SG	N;NOM;NEUT;SG
pogings	napori	poging	napor	N;PL	N;NOM;MASC;PL
pogings	prizadevanja	poging	prizadevanje	N;PL	N;NOM;NEUT;PL
moeilik	trdo	moeilik	trdo	ADV	ADV
vra	vprašajte	vra	vprašati	V;PRS	V;PFV;IMP;PL;2;FIN
hart	srce	hart	srce	N;SG	N;NOM;NEUT;SG
ernstige	resne	ernstig	resen	ADJ;NOM	ADJ;NOM;FEM;PL
ernstige	resna	ernstig	resen	ADJ;NOM	ADJ;NOM;FEM;SG
ernstige	resni	ernstig	resen	ADJ;NOM	ADJ;NOM;MASC;PL
stelsels	sistemi	stelsel	sistem	N;PL	N;NOM;MASC;PL
getalle	številke	getal	številka	N;PL	N;NOM;FEM;PL
politiek	politika	politiek	politika	N;SG	N;NOM;FEM;SG
politiek	politiko	politiek	politika	N;SG	N;ACC;FEM;SG
agtergrond	ozadje	agtergrond	ozadje	N;SG	N;NOM;NEUT;SG
idee	idejo	idee	ideja	N;SG	N;ACC;FEM;SG
idee	ideja	idee	ideja	N;SG	N;NOM;FEM;SG
idee	zamisel	idee	zamisel	N;SG	N;NOM;FEM;SG
provinsies	države	provinsie	država	N;PL	N;NOM;FEM;PL
provinsies	držav	provinsie	država	N;PL	N;GEN;FEM;PL
provinsies	okrožjih	provinsie	okrožje	N;PL	N;ESS;NEUT;PL
wêreldwyd	globalno	wêreldwyd	globalen	ADV	ADV
australiese	avstralski	australies	avstralski	ADJ;NOM	ADJ;NOM;MASC;SG
dekades	desetletji	dekade	desetletje	N;PL	N;NOM;NEUT;PL
dekades	desetletjih	dekade	desetletje	N;PL	N;ESS;NEUT;PL
dekades	desetletij	dekade	desetletje	N;PL	N;GEN;NEUT;PL
dekades	desetletja	dekade	desetletje	N;PL	N;NOM;NEUT;PL
streke	regije	streke	regija	N;PL	N;NOM;FEM;PL
streke	regij	streke	regija	N;PL	N;GEN;FEM;PL
filosofie	filozofija	filosofie	filozofija	N;SG	N;NOM;FEM;SG
filosofie	filozofijo	filosofie	filozofija	N;SG	N;ACC;FEM;SG
godsdienstige	verske	godsdienstig	verski	ADJ;NOM	ADJ;NOM;FEM;PL
godsdienstige	verski	godsdienstig	verski	ADJ;NOM	ADJ;NOM;MASC;SG
godsdienstige	versko	godsdienstig	versko	ADJ;NOM	ADJ;NOM;NEUT;SG
godsdienstige	verska	godsdienstig	verski	ADJ;NOM	ADJ;NOM;FEM;SG
pers	novinarji	pers	novinar	N;PL	N;NOM;MASC;PL
tydskrif	revijo	tydskrif	revija	N;SG	N;ACC;FEM;SG
tydskrif	revija	tydskrif	revija	N;SG	N;NOM;FEM;SG
koop	kupi	koop	kupa	V;PRS	V;PFV;IND;SG;3;PRS;FIN
koop	kupiš	koop	kupiti	V;PRS	V;PFV;IND;SG;2;PRS;FIN
koop	kupil	koop	kupiti	V;PRS	V;PFV;MASC;SG;V.PTCP
voorkoms	videz	voorkoms	videz	N;SG	N;NOM;MASC;SG
voorkoms	pojav	voorkoms	pojav	N;SG	N;NOM;MASC;SG
literêre	literarni	literêre	literaren	ADJ;NOM	ADJ;NOM;MASC;SG
verhuis	preselil	verhuis	preseliti	V;PRS	V;PFV;MASC;SG;V.PTCP
saal	dvorana	saal	dvorana	N;SG	N;NOM;FEM;SG
saal	hodnik	saal	hodnik	N;SG	N;NOM;MASC;SG
spel	igro	spel	igra	N;SG	N;ACC;FEM;SG
spel	tekma	spel	tekma	N;SG	N;NOM;FEM;SG
spel	tekmo	spel	tekma	N;SG	N;ACC;FEM;SG
spel	igra	spel	igra	N;SG	N;NOM;FEM;SG
sokker	nogomet	sokker	nogomet	N;SG	N;NOM;MASC;SG
bydrae	prispevek	bydrae	prispevek	N;SG	N;NOM;MASC;SG
bydrae	prispevanje	bydrae	prispevanje	N;SG	N;NOM;NEUT;SG
brug	most	brug	most	N;SG	N;NOM;MASC;SG
brug	bridge	brug	bridg	N;SG	N;NOM;MASC;SG
vlae	zastave	vlaag	zastava	N;PL	N;NOM;FEM;PL
monument	spomenik	monument	spomenik	N;SG	N;NOM;MASC;SG
