den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
kategorin	قسم	kategori	قسم	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kategorin	درجہ	kategori	درجہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kör	پھیرا	köra	پھیرا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
kör	دوڑنا.	köra	دوڑنا.	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
kör	بھاگنا	köra	بھاگ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
kör	تماشے	köra	تماشہ	V;IMP;FIN;ACT	V;MASC;PL;V.PTCP;ACT
kör	چڑھائی	köra	چڑھا	V;IMP;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
kör	چالو	köra	چالو	V;IMP;FIN;ACT	V;ACT
högt	اونچا	hög	اونچا	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
högt	شدید	hög	شدید	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	خراب	hög	خراب	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	اعلیٰ	hög	اعلیٰ	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	اونچا	hög	اونچا	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
högt	شدید	hög	شدید	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	خراب	hög	خراب	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	اعلیٰ	hög	اعلیٰ	ADJ;NOM;INDF;NEUT;SG	ADJ
högt	اونچا	hög	اونچا	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
högt	تیز	hög	تیز	ADJ;NOM;INDF;NEUT;SG	ADJ
image	خاکہ	image	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stark	حاوی	stark	حاوی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	واضح	stark	واضح	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	متحد	stark	متحد	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	حاوی	stark	حاوی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	واضح	stark	واضح	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	مضبوط	stark	مضبوط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	متحد	stark	متحد	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stark	مضبوط	stark	مضبوط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
katolska	جامع	katolsk	جامع	ADJ;NOM;PL	ADJ
militära	عسکری	militär	عسکری	ADJ;NOM;PL	ADJ
regering	حکومت	regering	حکومت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
regering	حکمرانی.	regering	حکمرانی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
språket	زبان	språk	زبان	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
språket	زبان	språk	زبان	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
rubriken	سرخی	rubrik	سرخی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
spelaren	کھلاڑی.	spelare	کھلاڑی.	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
syster	دوست	syster	دوست	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
syster	دوست	syster	دوست	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
syster	بہن	syster	بہن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
enkelt	معمولی	enkel	معمولی	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	پیچیدہ	enkel	پیچیدہ	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	سہل	enkel	سہل	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	معمولی	enkel	معمولی	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	پیچیدہ	enkel	پیچیدہ	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	سادہ	enkel	سادہ	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	آسودہ	enkel	آسودہ	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	سہل	enkel	سہل	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	آسان	enkel	آسان	ADJ;NOM;INDF;NEUT;SG	ADJ
enkelt	آسودہ	enkel	آسودہ	ADJ;NOM;INDF;NEUT;SG	ADJ
vän	دوست	vän	دوست	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
not	پیغام	not	پیغام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
not	نوعیت	not	نوعیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
not	مشاہدہ	not	مشاہدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
not	لہجہ	not	لہجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
house	پالتو	house	پالتو	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	سوراخ	house	سوراخ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	دارالاصلاح.	house	دارالاصلاح.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	بل	house	بل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	پالتو	house	پالتو	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	گھر	house	گھر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	سوراخ	house	سوراخ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	دارالاصلاح.	house	دارالاصلاح.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
house	بل	house	بل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vit	شفاف	vit	شفاف	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
vit	شفاف	vit	شفاف	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
vit	سفید	vit	سفید	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
syfte	مقصد	syfte	مقصد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
slottet	حصار	slott	حصار	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
slottet	حصار	slott	حصار	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
arbeta	کوٹنا	arbeta	کوٹنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
arbeta	پھڑکنا	arbeta	پھڑک	V;IMP;FIN;ACT	V;SG;NFIN;ACT
arbeta	سنبھالنا	arbeta	سنبھال	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
arbeta	چلانا	arbeta	چلا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
arbeta	کوٹنا	arbeta	کوٹنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
arbeta	پھڑکنا	arbeta	پھڑک	V;IMP;FIN;ACT	V;SG;NFIN;ACT
arbeta	سنبھالنا	arbeta	سنبھال	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
arbeta	چلانا	arbeta	چلا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
arbeta	کارکردگی.	arbeta	کارکردگی.	V;IMP;FIN;ACT	V;SG;FIN;ACT
slätt	معمولی	slätta	معمولی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	صاف	slätta	صاف	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	واضح	slätta	واضح	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	گھریلو	slätta	گھریلو	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	متوازن.	slätta	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	یکساں	slätta	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	معتدل	slätta	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	متوازن.	slätta	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	یکساں	slätta	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	معتدل	slätta	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
slätt	ہموار	slätta	ہموار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
fallet	حادثہ	fall	حادثہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
fallet	واقعہ	fall	واقعہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
fallet	معاملہ	fall	معاملہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
systemet	تنظیم	system	تنظیم	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG;3
systemet	ترتیب	system	ترتیب	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG;3
bank	بینکاری	bank	بینکاری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	گھاٹ	bank	گھاٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	بادل	bank	بادل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	ڈھلان	bank	ڈھلان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rollen	ڈرامے	roll	ڈرامہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
femte	پانچواں	fem	پانچواں	ADJ;NOM	ADJ
ton	وضعدار	ton	وضعدار	N;NOM;INDF;NEUT;SG	N
doktor	استاد	doktor	استاد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	کارروائی	mark	کارروائی	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
marken	میدان	mark	میدان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	مٹی	mark	مٹی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	غرض	mark	غرض	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	کارروائی	mark	کارروائی	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
marken	میدان	mark	میدان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	مٹی	mark	مٹی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
marken	غرض	mark	غرض	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fria	خالی	fri	خالی	ADJ;NOM;PL	ADJ
fri	خالی	fri	خالی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
seger	جیت	sega	جیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
seger	جیت	sega	جیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
höger	استحقاق	höger	استحقاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
höger	استحقاق	höger	استحقاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plan	علم	plan	علم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
plan	قرارداد	plan	قرارداد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
plan	خاکہ	plan	خاکہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
plan	تجویز	plan	تجویز	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
plan	قرارداد	plan	قرارداد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	یوم	day	یوم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	دن	day	دن	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	دور	day	دور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	یوم	day	یوم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	دن	day	دن	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	دور	day	دور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
day	روز	day	روز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vanligtvis	عموماً	vanligtvis	عموماً	ADV	ADV
steg	اندازِپا.	steg	اندازِپا.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	امتیاز	röra	امتیاز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	جانچ	röra	جانچ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	مشق	röra	مشق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	امتحان	röra	امتحان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	امتیاز	röra	امتیاز	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	لمس	röra	لمس	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	جانچ	röra	جانچ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	مشق	röra	مشق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	امتحان	röra	امتحان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	دھات	röra	دھات	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
rör	نلکی	röra	نلکی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
rör	نلکی	röra	نلکی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
rör	نالی	röra	نالی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
status	رسوخ	status	رسوخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
status	رسائی.	status	رسائی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
status	مرتبہ	status	مرتبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
status	رسوخ	status	رسوخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
status	رسائی.	status	رسائی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
status	درجہ	status	درجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
fort	حصار.	fort	حصار.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	روشنی	ljus	روشنی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	پتلا	ljus	پتلا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	چمک	ljus	چمک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	کثافت	ljus	کثافت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	روشنی	ljus	روشنی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	پتلا	ljus	پتلا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	جوت	ljus	جوت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
ljus	چمک	ljus	چمک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	چراغ	ljus	چراغ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ljus	کثافت	ljus	کثافت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
möjlighet	اصلاح	möjlighet	اصلاح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
möjlighet	امکان	möjlighet	امکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
möjlighet	احتمال	möjlighet	احتمال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
make	خاوند	make	خاوند	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
high	کھیل	high	کھیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
high	برفراز.	high	برفراز.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
high	کھیل	high	کھیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
high	برفراز.	high	برفراز.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tillstånd	اجازت	tillstånd	اجازت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tillstånd	رخصت	tillstånd	رخصت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
organisation	سلیقہ	organisation	سلیقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
organisation	صفائی.	organisation	صفائی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	رسوخ	ställning	رسوخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	رسائی.	ställning	رسائی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	مرتبہ	ställning	مرتبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	رسوخ	ställning	رسوخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	رسائی.	ställning	رسائی.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	درجہ	ställning	درجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	مرتبہ	ställning	مرتبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	موقف	ställning	موقف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	ترتیب	ställning	ترتیب	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ställning	روزگار	ställning	روزگار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ställning	کیفیت	ställning	کیفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
saker	معلومات	sak	معلومات	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
projektet	فلم	projekt	فلم	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG;3
motor	انجن	motor	انجن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
motor	مشین	motor	مشین	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
användning	رواج	användning	رواج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
användning	رواج	användning	رواج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
användning	استعمال	användning	استعمال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tecken	شناخت	tecken	شناخت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tecken	انفرادیت	tecken	انفرادیت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tecken	شخص	tecken	شخص	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tecken	علامت	tecken	علامت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tecken	فرد	tecken	فرد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tecken	کردار	tecken	کردار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lägger	پھینکنا	lägga	پھینکنا	V;IND;PRS;FIN;ACT	V;NFIN;ACT
anledning	ہوش	anledning	ہوش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	وجدان	anledning	وجدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	مقصد	anledning	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	منطق	anledning	منطق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	دلیل	anledning	دلیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	فہم	anledning	فہم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	ہوش	anledning	ہوش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	عقل	anledning	عقل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	وجدان	anledning	وجدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	مقصد	anledning	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	منطق	anledning	منطق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	دلیل	anledning	دلیل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anledning	فہم	anledning	فہم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
avsnittet	گروہ	avsnitt	گروہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
avsnittet	طبقہ	avsnitt	طبقہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
personen	فرد	person	فرد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
personen	شخص	person	شخص	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
personen	فرد	person	فرد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
personen	آدمی	person	آدمی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
användaren	تمتع	användare	تمتع	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
nedre	نچلا	nedre	نچل	ADJ;NOM;CMPR	ADJ;NOM;MASC;SG
nedre	نچلا	nedre	نچل	ADJ;NOM;CMPR	ADJ;NOM;MASC;SG
nedre	زیریں	nedre	زیر	ADJ;NOM;CMPR	ADJ
nedre	آخری	nedre	آخری	ADJ;NOM;CMPR	ADJ
nedre	اصل	nedre	اصل	ADJ;NOM;CMPR	ADJ
bil	لفٹ	bil	لفٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bilden	نقش	bild	نقش	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bilden	خاکہ	bild	خاکہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bär	پہنچانا	bära	پہنچ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
bär	اوڑھنا	bära	اوڑھنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
bär	پہناوا	bära	پہناوا	V;IMP;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
bär	اوڑھنا	bära	اوڑھنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
bär	پہناوا	bära	پہناوا	V;IMP;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
bär	پہننا	bära	پہن	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
kapten	سربراہ	kapt	سربراہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapten	کپتان	kapt	کپتان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapten	سربراہ	kapt	سربراہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
röd	اشتراکی	röd	اشتراکی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
röd	سرخ	röd	سرخ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
röd	روسی	röd	روسی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lord	رئیس	lord	رئیس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lord	رئیس	lord	رئیس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
organisationen	سلیقہ	organisation	سلیقہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
organisationen	صفائی.	organisation	صفائی.	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
känner	سوچنا	känna	سوچ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
produktion	نتیجہ	produktion	نتیجہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
produktion	طاقت	produktion	طاقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
omfattning	اطلاق	omfattning	اطلاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omfattning	اثر	omfattning	اثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omfattning	وسعت	omfattning	وسعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omfattning	نفاذ	omfattning	نفاذ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omfattning	مقصد	omfattning	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
internationell	واقع	internationell	واقع	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
internationell	مستعمل	internationell	مستعمل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
förhållande	رشتہ	förhållande	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förhållande	ربط	förhållande	ربط	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förhållande	رشتہ	förhållande	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förhållande	تناسب	förhållande	تناسب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förhållande	تعلق	förhållande	تعلق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förhållande	رشتہ	förhållande	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
romanen	ناول	roman	ناول	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
romanen	ناول	roman	ناول	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
nationalitet	خصوصیت	nationalitet	خصوصیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
post	عہدہ	post	عہدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
post	فہرست	post	فہرست	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sund	ہمدردانہ.	sund	ہمدردانہ.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sund	مددگار	sund	مددگار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sund	جسمانی	sund	جسمانی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sund	محتاط	sund	محتاط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
föremål	مقصد	föremål	مقصد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
föremål	شے	föremål	شے	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
ledande	نمایاں	ledande	نمایاں	ADJ;NOM;PRS;V.PTCP	ADJ
total	قطعی	total	قطعی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lopp	قبیلہ	lopp	قبیلہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	مشین	lopp	مشین	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	گروہ	lopp	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	قبیلہ	lopp	قبیلہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	مشین	lopp	مشین	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	گروہ	lopp	گروہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lopp	خاندان	lopp	خاندان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
linje	ذریعہ	linje	ذریعہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
