per	pentru	per	pentru	ADP	ADP;ACC
breve	scurtă	breve	scurt	ADJ;SG	ADJ;INDF;FEM;SG
spagnolo	spaniol	spagnolo	spaniol	ADJ;MASC;SG	ADJ;INDF;MASC;SG
fronte	front	fronte	front	N;SG	N;INDF;MASC;SG
fronte	față	fronte	față	N;SG	N;INDF;FEM;SG
fronte	fruntea	fronte	frunte	N;SG	N;DEF;FEM;SG
fronte	frunte	fronte	frunte	N;SG	N;INDF;FEM;SG
ovest	vest	ovest	vest	N;MASC;SG	N;INDF;MASC;SG
ovest	occident	ovest	occident	N;MASC;SG	N;INDF;MASC;SG
ovest	vestul	ovest	vest	N;MASC;SG	N;DEF;MASC;SG
andrea	andrea	andrea	andrea	N;MASC;SG	N;DEF;FEM;SG
andrea	andreea	andrea	andree	N;MASC;SG	N;DEF;FEM;SG
dipartimento	departamentul	dipartimento	departament	N;MASC;SG	N;DEF;MASC;SG
dipartimento	departament	dipartimento	departament	N;MASC;SG	N;INDF;MASC;SG
controllo	control	controllo	control	N;MASC;SG	N;INDF;MASC;SG
controllo	controlul	controllo	control	N;MASC;SG	N;DEF;MASC;SG
passato	trecutul	passato	trecut	N;MASC;SG	N;DEF;MASC;SG
caratteristiche	caracteristici	caratteristica	caracteristică	N;FEM;PL	N;INDF;FEM;PL
caratteristiche	caracteristicile	caratteristica	caracteristică	N;FEM;PL	N;DEF;FEM;PL
caratteristiche	caracteristici	caratteristica	caracteristică	N;FEM;PL	N;INDF;FEM;PL
caratteristiche	trăsături	caratteristica	trăsătură	N;FEM;PL	N;INDF;FEM;PL
edizioni	ediţii	edizione	edig	N;FEM;PL	N;INDF;FEM;PL
dire	spune	dire	spune	V;NFIN	V;IND;SG;3;PRS;FIN
guida	ghid	guida	ghid	N;FEM;SG	N;INDF;MASC;SG
guida	ghidul	guida	ghid	N;FEM;SG	N;DEF;MASC;SG
diocesi	eparhie	diocesi	eparhie	N;FEM	N;INDF;FEM;SG
gridcolor	gridcolor	gridcolor	gridcolor	N;MASC;SG	N;INDF;MASC;SG
consiglio	consiliului	consiglio	consiliu	N;MASC;SG	N;DEF;MASC;SG
consiglio	consiliu	consiglio	consiliu	N;MASC;SG	N;INDF;MASC;SG
consiglio	consiliul	consiglio	consiliu	N;MASC;SG	N;DEF;MASC;SG
villa	vilă	villa	vilă	N;FEM;SG	N;INDF;FEM;SG
villa	vila	villa	vilă	N;FEM;SG	N;DEF;FEM;SG
villa	villa	villa	villa	N;FEM;SG	N;DEF;FEM;SG
membri	membrii	membro	membru	N;MASC;PL	N;DEF;MASC;PL
membri	membri	membro	membru	N;MASC;PL	N;INDF;MASC;PL
pari	egali	pari	egal	ADJ	ADJ;INDF;MASC;PL
pari	egal	pari	egal	ADJ	ADJ;INDF;MASC;SG
pari	egală	pari	egal	ADJ	ADJ;INDF;FEM;SG
pari	egale	pari	egal	ADJ	ADJ;INDF;FEM;PL
pari	egala	pari	egală	ADJ	ADJ;DEF;FEM;SG
problemi	necazurile	problema	necaz	N;MASC;PL	N;DEF;FEM;PL
problemi	necazuri	problema	necaz	N;MASC;PL	N;INDF;FEM;PL
problemi	problemele	problema	problemă	N;MASC;PL	N;DEF;FEM;PL
problemi	probleme	problema	problemă	N;MASC;PL	N;INDF;FEM;PL
antica	antică	antico	antic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
antica	antic	antico	antic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
antica	antică	antico	antic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
antica	antic	antico	antic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
problema	problemă	problema	problemă	N;MASC;SG	N;INDF;FEM;SG
problema	problema	problema	problemă	N;MASC;SG	N;DEF;FEM;SG
mano	mînă	mano	mînă	N;FEM;SG	N;INDF;FEM;SG
mano	mana	mano	mană	N;FEM;SG	N;DEF;FEM;SG
mano	mână	mano	mână	N;FEM;SG	N;INDF;FEM;SG
mano	mâna	mano	mână	N;FEM;SG	N;DEF;FEM;SG
parti	părți	parte	parte	N;FEM;PL	N;INDF;FEM;PL
parti	piese	parte	piesă	N;FEM;PL	N;INDF;FEM;PL
parti	părţi	parte	pară	N;FEM;PL	N;INDF;FEM;PL
giornalista	ziaristă	giornalista	ziaristă	N;SG	N;INDF;FEM;SG
giornalista	jurnalistul	giornalista	jurnalist	N;SG	N;DEF;MASC;SG
giornalista	jurnalist	giornalista	jurnalist	N;SG	N;INDF;MASC;SG
giornalista	ziarist	giornalista	ziarist	N;SG	N;INDF;MASC;SG
giornalista	reporterul	giornalista	reporter	N;SG	N;DEF;MASC;SG
giornalista	reporter	giornalista	reporter	N;SG	N;INDF;MASC;SG
festival	festival	festival	festival	N;MASC	N;INDF;MASC;SG
festival	festivalul	festival	festival	N;MASC	N;DEF;MASC;SG
festival	festivalului	festival	festival	N;MASC	N;DEF;MASC;SG
civile	civil	civile	civil	ADJ;SG	ADJ;INDF;MASC;SG
civile	civila	civile	civil	ADJ;SG	ADJ;DEF;FEM;SG
civile	civilă	civile	civil	ADJ;SG	ADJ;INDF;FEM;SG
civile	civil	civile	civil	ADJ;SG	ADJ;INDF;MASC;SG
civile	civilă	civile	civil	ADJ;SG	ADJ;INDF;FEM;SG
evoluzione	evolutia	evoluzione	evolutie	N;FEM;SG	N;DEF;FEM;SG
evoluzione	evoluție	evoluzione	evoluție	N;FEM;SG	N;INDF;FEM;SG
evoluzione	evoluția	evoluzione	evoluție	N;FEM;SG	N;DEF;FEM;SG
evoluzione	evoluţia	evoluzione	evolugie	N;FEM;SG	N;DEF;FEM;SG
valle	valea	valle	vale	N;FEM;SG	N;DEF;FEM;SG
valle	vale	valle	vale	N;FEM;SG	N;INDF;FEM;SG
luce	lumină	luce	lumină	N;FEM;SG	N;INDF;FEM;SG
luce	lumina	luce	lumină	N;FEM;SG	N;DEF;FEM;SG
league	league	leaguo	league	N;FEM	N;INDF;MASC;SG
league	ligii	leaguo	ligă	N;FEM	N;DEF;FEM;SG
league	liga	leaguo	ligă	N;FEM	N;DEF;FEM;SG
league	ligă	leaguo	ligă	N;FEM	N;INDF;FEM;SG
lista	lista	lista	listă	N;FEM;SG	N;DEF;FEM;SG
lista	listă	lista	listă	N;FEM;SG	N;INDF;FEM;SG
compositore	compunere	compositore	compunere	N;MASC;SG	N;INDF;FEM;SG
compositore	compozitor	compositore	compozitor	N;MASC;SG	N;INDF;MASC;SG
compositore	compozitorul	compositore	compozitor	N;MASC;SG	N;DEF;MASC;SG
sezione	sectiune	sezione	sectiune	N;FEM;SG	N;INDF;FEM;SG
sezione	secţiunea	sezione	secgiune	N;FEM;SG	N;DEF;FEM;SG
sezione	secțiune	sezione	secțiune	N;FEM;SG	N;INDF;FEM;SG
sezione	secţiune	sezione	secţiune	N;FEM;SG	N;INDF;FEM;SG
sezione	secțiunea	sezione	secțiune	N;FEM;SG	N;DEF;FEM;SG
attualmente	momentan	attualmente	momentan	ADV	ADV
ore	ore	ora	oră	N;FEM;PL	N;INDF;FEM;PL
ore	orele	ora	oră	N;FEM;PL	N;DEF;FEM;PL
edificio	clădire	edificio	clădire	N;MASC;SG	N;INDF;FEM;SG
edificio	cladire	edificio	cladire	N;MASC;SG	N;INDF;FEM;SG
edificio	clădirea	edificio	clădire	N;MASC;SG	N;DEF;FEM;SG
casi	cazurile	caso	caz	N;MASC;PL	N;DEF;FEM;PL
casi	cazuri	caso	caz	N;MASC;PL	N;INDF;FEM;PL
inizia	începe	iniziare	începe	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sinistra	stâng	sinistra	stâng	N;FEM;SG	N;INDF;MASC;SG
sinistra	stânga	sinistra	stângă	N;FEM;SG	N;DEF;FEM;SG
sinistra	stanga	sinistra	stanga	N;FEM;SG	N;DEF;FEM;SG
sinistra	stînga	sinistra	stângă	N;FEM;SG	N;DEF;FEM;SG
modello	model	modello	model	N;MASC;SG	N;INDF;MASC;SG
modello	modelul	modello	model	N;MASC;SG	N;DEF;MASC;SG
modello	fotomodel	modello	fotomodel	N;MASC;SG	N;INDF;MASC;SG
modello	model	modello	model	N;MASC;SG	N;INDF;MASC;SG
istituto	institut	istituto	institut	N;MASC;SG	N;INDF;MASC;SG
istituto	institutul	istituto	institut	N;MASC;SG	N;DEF;MASC;SG
aeroporto	aeroport	aeroporto	aeroport	N;MASC;SG	N;INDF;MASC;SG
aeroporto	aeroportul	aeroporto	aeroport	N;MASC;SG	N;DEF;MASC;SG
velocità	viteză	velocità	viteză	N;FEM	N;INDF;FEM;SG
velocità	viteza	velocità	viteză	N;FEM	N;DEF;FEM;SG
velocità	speed	velocità	speed	N;FEM	N;INDF;MASC;SG
velocità	turația	velocità	turație	N;FEM	N;DEF;FEM;SG
velocità	viteze	velocità	viteză	N;FEM	N;INDF;FEM;PL
certo	sigur	certo	sigur	ADV	ADV
imperatore	împărat	imperatore	împărat	N;MASC;SG	N;INDF;MASC;SG
imperatore	împăratul	imperatore	împărat	N;MASC;SG	N;DEF;MASC;SG
imperatore	imparat	imperatore	impara	N;MASC;SG	N;INDF;MASC;SG
movimento	mișcarea	movimento	mișcare	N;MASC;SG	N;DEF;FEM;SG
movimento	miscarea	movimento	miscare	N;MASC;SG	N;DEF;FEM;SG
movimento	mişcare	movimento	mişcare	N;MASC;SG	N;INDF;FEM;SG
movimento	miscare	movimento	miscare	N;MASC;SG	N;INDF;FEM;SG
movimento	mişcarea	movimento	mincare	N;MASC;SG	N;DEF;FEM;SG
movimento	mișcare	movimento	mișcare	N;MASC;SG	N;INDF;FEM;SG
motore	motor	motore	motor	N;MASC;SG	N;INDF;MASC;SG
motore	motorul	motore	motor	N;MASC;SG	N;DEF;MASC;SG
motore	motor	motore	motor	N;MASC;SG	N;INDF;MASC;SG
femminile	feminin	femminile	feminin	ADJ;SG	ADJ;INDF;MASC;SG
femminile	feminina	femminile	feminină	ADJ;SG	ADJ;DEF;FEM;SG
femminile	feminină	femminile	feminin	ADJ;SG	ADJ;INDF;FEM;SG
femminile	feminin	femminile	feminin	ADJ;SG	ADJ;INDF;MASC;SG
vero	adevarat	vero	adevarat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
piccola	mic	piccolo	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
piccola	mică	piccolo	mic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
piccola	mic	piccolo	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
style	stil	style	stil	N	N;INDF;MASC;SG
style	stilul	style	stil	N	N;DEF;MASC;SG
valore	valoare	valore	valoare	N;MASC;SG	N;INDF;FEM;SG
valore	valoarea	valore	valoare	N;MASC;SG	N;DEF;FEM;SG
gruppi	grupe	gruppo	grupă	N;MASC;PL	N;INDF;FEM;PL
gruppi	grupuri	gruppo	grup	N;MASC;PL	N;INDF;FEM;PL
gruppi	grupurile	gruppo	grup	N;MASC;PL	N;DEF;FEM;PL
gruppi	grupări	gruppo	grupare	N;MASC;PL	N;INDF;FEM;PL
inizialmente	inițial	inizialmente	inițial	ADV	ADV
love	iubire	love	iubire	N	N;INDF;FEM;SG
love	iubirea	love	iubire	N	N;DEF;FEM;SG
love	dragoste	love	dragoste	N	N;INDF;MASC
love	dragostea	love	dragoste	N	N;DEF;FEM;SG
cultura	cultura	cultura	cultură	N;FEM;SG	N;DEF;FEM;SG
cultura	cultură	cultura	cultură	N;FEM;SG	N;INDF;FEM;SG
spazio	spaţiul	spazio	spagiu	N;MASC;SG	N;DEF;MASC;SG
spazio	spațiu	spazio	spațiu	N;MASC;SG	N;INDF;MASC;SG
spazio	spațiul	spazio	spațiu	N;MASC;SG	N;DEF;MASC;SG
spazio	spatiu	spazio	spatiu	N;MASC;SG	N;INDF;MASC;SG
spazio	spaţiu	spazio	spaţiu	N;MASC;SG	N;INDF;MASC;SG
troppo	prea	troppo	prea	ADV	ADV
amico	colega	amico	colegă	N;MASC;SG	N;DEF;FEM;SG
amico	gagiu	amico	gagiu	N;MASC;SG	N;INDF;MASC;SG
amico	prieten	amico	prieten	N;MASC;SG	N;INDF;MASC;SG
amico	prietenă	amico	prietenă	N;MASC;SG	N;INDF;FEM;SG
membro	membru	membro	membru	N;MASC;SG	N;INDF;MASC;SG
membro	membră	membro	membră	N;MASC;SG	N;INDF;FEM;SG
membro	membrul	membro	membru	N;MASC;SG	N;DEF;MASC;SG
rock	piatră	rock	piatră	N;MASC	N;INDF;FEM;SG
rock	piatra	rock	piatră	N;MASC	N;DEF;FEM;SG
rock	stânca	rock	stâncă	N;MASC	N;DEF;FEM;SG
rock	stâncă	rock	stâncă	N;MASC	N;INDF;FEM;SG
rock	rock	rock	rock	N;MASC	N;INDF;MASC;SG
doppio	dubla	doppio	dublu	ADJ;MASC;SG	ADJ;DEF;FEM;SG
doppio	dublă	doppio	dublu	ADJ;MASC;SG	ADJ;INDF;FEM;SG
doppio	dublu	doppio	dublu	ADJ;MASC;SG	ADJ;INDF;MASC;SG
mezzo	jumătate	mezzo	jumătate	N;MASC;SG	N;INDF;FEM;SG
lunghezza	lungime	lunghezza	lungime	N;FEM;SG	N;INDF;FEM;SG
lunghezza	lungimea	lunghezza	lungime	N;FEM;SG	N;DEF;FEM;SG
essendo	fiind	essere	fi	V;V.MSDR	V;V.MSDR
processo	procedeu	processo	procedeu	N;MASC;SG	N;INDF;MASC;SG
processo	proces	processo	proces	N;MASC;SG	N;INDF;MASC;SG
processo	procesului	processo	proces	N;MASC;SG	N;DEF;MASC;SG
processo	procesul	processo	proces	N;MASC;SG	N;DEF;MASC;SG
processo	proces	processo	proces	N;MASC;SG	N;INDF;MASC;SG
processo	procesul	processo	proces	N;MASC;SG	N;DEF;MASC;SG
attacco	atac	attacco	atac	N;MASC;SG	N;INDF;MASC;SG
giro	giro	giro	giro	N;MASC;SG	N;INDF;MASC;SG
proprietà	proprietate	proprietà	proprietate	N;FEM	N;INDF;FEM;SG
proprietà	proprietatea	proprietà	proprietate	N;FEM	N;DEF;FEM;SG
proprietà	proprietăți	proprietà	proprietate	N;FEM	N;INDF;FEM;PL
proprietà	proprietati	proprietà	proprietati	N;FEM	N;INDF;FEM;PL
proprietà	proprietate	proprietà	proprietate	N;FEM	N;INDF;FEM;SG
proprietà	proprietatea	proprietà	proprietate	N;FEM	N;DEF;FEM;SG
partita	joc	partita	joc	N;FEM;SG	N;INDF;MASC;SG
partita	jocul	partita	joc	N;FEM;SG	N;DEF;MASC;SG
morì	murit	morire	muri	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
titoli	titluri	titolo	titlu	N;MASC;PL	N;INDF;FEM;PL
titoli	titlurile	titolo	titlu	N;MASC;PL	N;DEF;FEM;PL
http	http	http	http	N;MASC	N
colore	culoare	colore	culoare	N;MASC;SG	N;INDF;FEM;SG
colore	culoarea	colore	culoare	N;MASC;SG	N;DEF;FEM;SG
colore	culoare	colore	culoare	N;MASC;SG	N;INDF;FEM;SG
colore	culoarea	colore	culoare	N;MASC;SG	N;DEF;FEM;SG
orientale	oriental	orientale	oriental	ADJ;SG	ADJ;INDF;MASC;SG
orientale	orientală	orientale	oriental	ADJ;SG	ADJ;INDF;FEM;SG
antico	antică	antico	antic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
antico	antic	antico	antic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antico	antică	antico	antic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
antico	antic	antico	antic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antico	bătrân	antico	bătrân	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antico	vechi	antico	vechi	ADJ;MASC;SG	ADJ;INDF;MASC;SG
antico	veche	antico	vechi	ADJ;MASC;SG	ADJ;INDF;FEM;SG
località	localitatea	località	localitate	N;FEM	N;DEF;FEM;SG
località	localitate	località	localitate	N;FEM	N;INDF;FEM;SG
man	bărbat	mano	bărbat	N	N;INDF;MASC;SG
man	om	mano	om	N	N;INDF;MASC;SG
man	omul	mano	om	N	N;DEF;MASC;SG
man	barbat	mano	barbat	N	N;INDF;MASC;SG
principe	prințul	principe	prinț	N;MASC;SG	N;DEF;MASC;SG
principe	prinţul	principe	pring	N;MASC;SG	N;DEF;MASC;SG
principe	prinţ	principe	pringe	N;MASC;SG	N;INDF;MASC;SG
principe	prinț	principe	prințe	N;MASC;SG	N;INDF;MASC;SG
principe	print	principe	print	N;MASC;SG	N;INDF;MASC;SG
principe	prince	principe	prince	N;MASC;SG	N;INDF;MASC;SG
notte	noapte	notte	noapte	N;FEM;SG	N;INDF;FEM;SG
dice	zice	dire	zice	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mese	lună	mese	lună	N;MASC;SG	N;INDF;FEM;SG
mese	luna	mese	lună	N;MASC;SG	N;DEF;FEM;SG
cancellazione	anularea	cancellazione	anulare	N;FEM;SG	N;DEF;FEM;SG
cancellazione	anulare	cancellazione	anulare	N;FEM;SG	N;INDF;FEM;SG
cancellazione	ștergere	cancellazione	ștergere	N;FEM;SG	N;INDF;FEM;SG
batteria	baterie	batteria	baterie	N;FEM;SG	N;INDF;FEM;SG
batteria	bateria	batteria	baterie	N;FEM;SG	N;DEF;FEM;SG
immagini	imagini	immagine	imagine	N;FEM;PL	N;INDF;FEM;PL
immagini	imaginile	immagine	imagine	N;FEM;PL	N;DEF;FEM;PL
immagini	imagini	immagine	imagine	N;FEM;PL	N;INDF;FEM;PL
immagini	poze	immagine	poză	N;FEM;PL	N;INDF;FEM;PL
argento	argint	argento	argint	N;MASC;SG	N;INDF;MASC;SG
argento	silver	argento	silver	N;MASC;SG	N;INDF;MASC;SG
argento	argintiu	argento	argintiu	N;MASC;SG	N;INDF;MASC;SG
poeta	poet	poeta	poet	N;MASC;SG	N;INDF;MASC;SG
poeta	poetul	poeta	poet	N;MASC;SG	N;DEF;MASC;SG
tempi	timpuri	tempo	timp	N;MASC;PL	N;INDF;FEM;PL
tempi	timpurile	tempo	timp	N;MASC;PL	N;DEF;FEM;PL
tempi	vremuri	tempo	vreme	N;MASC;PL	N;INDF;FEM;PL
persona	persoană	persona	persoană	N;FEM;SG	N;INDF;FEM;SG
persona	persoana	persona	persoană	N;FEM;SG	N;DEF;FEM;SG
persona	persona	persona	persona	N;FEM;SG	N;DEF;FEM;SG
massima	maximă	massimo	maxim	ADJ;FEM;SG	ADJ;INDF;FEM;SG
massima	maxim	massimo	maxim	ADJ;FEM;SG	ADJ;INDF;MASC;SG
massima	maxim	massimo	maxim	ADJ;FEM;SG	ADJ;INDF;MASC;SG
russo	rusă	russo	rus	ADJ;MASC;SG	ADJ;INDF;FEM;SG
russo	rus	russo	rus	ADJ;MASC;SG	ADJ;INDF;MASC;SG
occidentale	occidental	occidentale	occidental	ADJ;SG	ADJ;INDF;MASC;SG
comando	comanda	comando	comandă	N;MASC;SG	N;DEF;FEM;SG
comando	comandă	comando	comandă	N;MASC;SG	N;INDF;FEM;SG
bianco	albă	bianco	alb	ADJ;MASC;SG	ADJ;INDF;FEM;SG
bianco	alb	bianco	alb	ADJ;MASC;SG	ADJ;INDF;MASC;SG
licenza	licență	licenza	licență	N;FEM;SG	N;INDF;FEM;SG
licenza	licența	licenza	licență	N;FEM;SG	N;DEF;FEM;SG
licenza	licență	licenza	licență	N;FEM;SG	N;INDF;FEM;SG
licenza	licența	licenza	licență	N;FEM;SG	N;DEF;FEM;SG
licenza	licenta	licenza	licentă	N;FEM;SG	N;DEF;FEM;SG
template	modele	templare	model	N;MASC	N;INDF;FEM;PL
template	model	templare	model	N;MASC	N;INDF;MASC;SG
reti	plase	rete	plasă	N;FEM;PL	N;INDF;FEM;PL
reti	rețele	rete	rețea	N;FEM;PL	N;INDF;FEM;PL
reti	retele	rete	rete	N;FEM;PL	N;INDF;FEM;PL
funzione	funcție	funzione	funcție	N;FEM;SG	N;INDF;FEM;SG
funzione	funcţie	funzione	funcţie	N;FEM;SG	N;INDF;FEM;SG
funzione	funcţia	funzione	funchie	N;FEM;SG	N;DEF;FEM;SG
funzione	funcția	funzione	funcție	N;FEM;SG	N;DEF;FEM;SG
numerose	numeroase	numeroso	numeros	ADJ;FEM;PL	ADJ;INDF;FEM;PL
scena	scena	scena	scenă	N;FEM;SG	N;DEF;FEM;SG
scena	scenă	scena	scenă	N;FEM;SG	N;INDF;FEM;SG
cinema	filme	cinema	film	N;MASC	N;INDF;FEM;PL
cinema	filmele	cinema	filme	N;MASC	N;DEF;FEM;PL
cinema	cinematografe	cinema	cinematograf	N;MASC	N;INDF;FEM;PL
cinema	cinematograf	cinema	cinematograf	N;MASC	N;INDF;MASC;SG
cinema	cinema	cinema	cinema	N;MASC	N;INDF;MASC;SG
associazione	asociația	associazione	asociație	N;FEM;SG	N;DEF;FEM;SG
associazione	asociatia	associazione	asociatie	N;FEM;SG	N;DEF;FEM;SG
associazione	asociație	associazione	asociație	N;FEM;SG	N;INDF;FEM;SG
associazione	asocierea	associazione	asociere	N;FEM;SG	N;DEF;FEM;SG
associazione	asociere	associazione	asociere	N;FEM;SG	N;INDF;FEM;SG
riferimento	referință	riferimento	referință	N;MASC;SG	N;INDF;FEM;SG
riferimento	referința	riferimento	referință	N;MASC;SG	N;DEF;FEM;SG
riferimento	trimitere	riferimento	trimitere	N;MASC;SG	N;INDF;FEM;SG
simile	asemanator	simile	asemanator	ADJ;SG	ADJ;INDF;MASC;SG
simile	similar	simile	similar	ADJ;SG	ADJ;INDF;MASC;SG
simile	asemănător	simile	asemănător	ADJ;SG	ADJ;INDF;MASC;SG
simile	asemănătoare	simile	asemănător	ADJ;SG	ADJ;INDF;FEM
simile	similară	simile	similar	ADJ;SG	ADJ;INDF;FEM;SG
simile	asemănătoare	simile	asemănător	ADJ;SG	ADJ;INDF;FEM
ragazza	fată	ragazza	fată	N;FEM;SG	N;INDF;FEM;SG
ragazza	fata	ragazza	fată	N;FEM;SG	N;DEF;FEM;SG
utenti	utilizatorilor	utente	utilizator	N;PL	N;DEF;MASC;PL
utenti	utilizatori	utente	utilizator	N;PL	N;INDF;MASC;PL
utenti	utilizatorii	utente	utilizator	N;PL	N;DEF;MASC;PL
elementi	elemente	elemento	element	N;MASC;PL	N;INDF;FEM;PL
franco	franc	franco	franc	N;MASC;SG	N;INDF;MASC;SG
arcivescovo	arhiepiscopul	arcivescovo	arhiepiscop	N;MASC;SG	N;DEF;MASC;SG
arcivescovo	arhiepiscop	arcivescovo	arhiepiscop	N;MASC;SG	N;INDF;MASC;SG
enrico	henric	enrico	henric	N;MASC;SG	N;INDF;MASC;SG
torre	turn	torre	turn	N;FEM;SG	N;INDF;MASC;SG
torre	turnul	torre	turn	N;FEM;SG	N;DEF;MASC;SG
reale	real	reale	real	ADJ;SG	ADJ;INDF;MASC;SG
reale	reală	reale	real	ADJ;SG	ADJ;INDF;FEM;SG
reale	regal	reale	regal	ADJ;SG	ADJ;INDF;MASC;SG
reale	regală	reale	regal	ADJ;SG	ADJ;INDF;FEM;SG
corte	corte	corte	corte	N;FEM;SG	N;INDF;MASC;SG
corte	tribunal	corte	tribunal	N;FEM;SG	N;INDF;MASC;SG
corte	curtea	corte	curte	N;FEM;SG	N;DEF;FEM;SG
corte	court	corte	court	N;FEM;SG	N;INDF;MASC;SG
corte	curte	corte	curte	N;FEM;SG	N;INDF;FEM;SG
corte	instanță	corte	instanță	N;FEM;SG	N;INDF;FEM;SG
compagnia	companie	compagnia	companie	N;FEM;SG	N;INDF;FEM;SG
compagnia	compania	compagnia	companie	N;FEM;SG	N;DEF;FEM;SG
der	der	der	der	N;MASC;SG	N;INDF;MASC;SG
produttore	producator	produttore	producator	N;MASC;SG	N;INDF;MASC;SG
produttore	producător	produttore	producător	N;MASC;SG	N;INDF;MASC;SG
produttore	producator	produttore	producator	N;MASC;SG	N;INDF;MASC;SG
produttore	producătorul	produttore	producător	N;MASC;SG	N;DEF;MASC;SG
produttore	producător	produttore	producător	N;MASC;SG	N;INDF;MASC;SG
produttore	producătorului	produttore	producător	N;MASC;SG	N;DEF;MASC;SG
azione	acţiune	azione	acţiune	N;FEM;SG	N;INDF;FEM;SG
azione	actiune	azione	actiune	N;FEM;SG	N;INDF;FEM;SG
azione	acțiune	azione	acțiune	N;FEM;SG	N;INDF;FEM;SG
risultati	rezultate	risultato	rezultat	N;MASC;PL	N;INDF;FEM;PL
risultati	rezultatele	risultato	rezultat	N;MASC;PL	N;DEF;FEM;PL
interesse	interes	interesse	interes	N;MASC;SG	N;INDF;MASC;SG
interesse	dobânda	interesse	dobândă	N;MASC;SG	N;DEF;FEM;SG
interesse	dobândă	interesse	dobândă	N;MASC;SG	N;INDF;FEM;SG
interesse	interesul	interesse	interes	N;MASC;SG	N;DEF;MASC;SG
aggiornato	actualizată	aggiornare	actualiza	ADJ;MASC;SG	ADJ;INDF;FEM;SG
aggiornato	actualizat	aggiornare	actualizat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
campione	eșantionul	campione	eșantion	N;MASC;SG	N;DEF;MASC;SG
campione	mostră	campione	mostru	N;MASC;SG	N;INDF;FEM;SG
campione	proba	campione	proba	N;MASC;SG	N;DEF;FEM;SG
campione	eșantion	campione	eșantion	N;MASC;SG	N;INDF;MASC;SG
campione	probă	campione	probă	N;MASC;SG	N;INDF;FEM;SG
campione	champ	campione	champ	N;MASC;SG	N;INDF;MASC;SG
campione	campion	campione	campion	N;MASC;SG	N;INDF;MASC;SG
campione	campioană	campione	campioană	N;MASC;SG	N;INDF;FEM;SG
campione	campioana	campione	campioană	N;MASC;SG	N;DEF;FEM;SG
campione	campionul	campione	campion	N;MASC;SG	N;DEF;MASC;SG
donne	femeile	donna	femeie	N;FEM;PL	N;DEF;FEM;PL
donne	femei	donna	femeie	N;FEM;PL	N;INDF;FEM;PL
donne	femeilor	donna	femeie	N;FEM;PL	N;DEF;FEM;PL
decide	decide	decidere	decide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
decide	decide	decidere	decide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parla	vorbește	parlare	vorbi	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parla	vorbește	parlare	vorbi	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
truppe	trupele	truppa	trupă	N;FEM;PL	N;DEF;FEM;PL
truppe	trupe	truppa	trupă	N;FEM;PL	N;INDF;FEM;PL
possibilità	posibilități	possibilità	posibilitate	N;FEM	N;INDF;FEM;PL
possibilità	posibilitățile	possibilità	posibilitate	N;FEM	N;DEF;FEM;PL
possibilità	sansa	possibilità	sansa	N;FEM	N;DEF;FEM;SG
possibilità	șanse	possibilità	șansă	N;FEM	N;INDF;FEM;PL
possibilità	șansă	possibilità	șansă	N;FEM	N;INDF;FEM;SG
possibilità	posibilitate	possibilità	posibilitate	N;FEM	N;INDF;FEM;SG
possibilità	posibilitatea	possibilità	posibilitate	N;FEM	N;DEF;FEM;SG
lunga	lung	lungo	lung	ADJ;FEM;SG	ADJ;INDF;MASC;SG
lunga	lungă	lungo	lung	ADJ;FEM;SG	ADJ;INDF;FEM;SG
nero	neagră	nero	negru	ADJ;MASC;SG	ADJ;INDF;FEM;SG
nero	negru	nero	negru	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nero	neagra	nero	negru	ADJ;MASC;SG	ADJ;DEF;FEM;SG
destra	dreapta	destra	dreaptă	N;FEM;SG	N;DEF;FEM;SG
difesa	apărarea	difesa	apărare	N;FEM;SG	N;DEF;FEM;SG
difesa	apărare	difesa	apărare	N;FEM;SG	N;INDF;FEM;SG
difesa	aparare	difesa	aparare	N;FEM;SG	N;INDF;FEM;SG
difesa	apararea	difesa	aparare	N;FEM;SG	N;DEF;FEM;SG
difesa	apărarea	difesa	apărare	N;FEM;SG	N;DEF;FEM;SG
