que	که	que	که	CONJ	CONJ
cantante	خواننده	cantante	خواننده	N;SG	N;SG
referencia	b	referencia	b	N;FEM;SG	N;SG
referencia	محک	referencia	محک	N;FEM;SG	N;SG
referencia	ارجاع	referencia	None	N;FEM;SG	N;SG
referencia	مرجع	referencia	None	N;FEM;SG	N;SG
resto	آرامش	resto	آرامش	N;MASC;SG	N;SG
resto	الباقی	resto	الباقی	N;MASC;SG	N;SG
resto	استراحت	resto	استراحت	N;MASC;SG	N;SG
común	معمولی	común	معمولی	ADJ;SG	ADJ
común	مشترک	común	مشترک	ADJ;SG	ADJ
editorial	ناشر	editorial	ناشر	N;FEM;SG	N;SG
editorial	نشر	editorial	نشر	N;FEM;SG	N;SG
editorial	انتشار	editorial	انتشار	N;FEM;SG	N;SG
editorial	سرمقاله	editorial	سرمقاله	N;FEM;SG	N;SG
deporte	sport	deporte	sport	N;MASC;SG	N;SG
deporte	اسپورت	deporte	اسپورت	N;MASC;SG	N;SG
deporte	ورزش	deporte	ورزش	N;MASC;SG	N;SG
deporte	ورزشی	deporte	ورزشی	N;MASC;SG	N;SG
deporte	ورزشکار	deporte	ورزشکار	N;MASC;SG	N;SG
deporte	اسپرت	deporte	اسپرت	N;MASC;SG	N;SG
deporte	اسپورت	deporte	اسپورت	N;MASC;SG	N;SG
deporte	ورزشی	deporte	ورزشی	N;MASC;SG	N;SG
deporte	ورزش	deporte	ورزش	N;MASC;SG	N;SG
saint	قدیس	saint	قدیس	N;MASC	N;SG
saint	سن	saint	سن	N;MASC	N;SG
espacio	فضای	espacio	فضا	N;MASC;SG	N;SG
espacio	فضا	espacio	فضا	N;MASC;SG	N;SG
espacio	فضایی	espacio	فضا	N;MASC;SG	N;SG
espacio	فاصله	espacio	فاصله	N;MASC;SG	N;SG
asociación	شراکت	asociación	شراکت	N;FEM;SG	N;SG
asociación	همکاری	asociación	همکاری	N;FEM;SG	N;SG
asociación	شرکتی	asociación	None	N;FEM;SG	N;SG
asociación	انجمن	asociación	انجمن	N;FEM;SG	N;SG
hija	دختر	hija	دختر	N;FEM;SG	N;SG
acción	کنش	acción	None	N;FEM;SG	N;SG
acción	اکشن	acción	اکشن	N;FEM;SG	N;SG
acción	اقدام	acción	اقدام	N;FEM;SG	N;SG
acción	عمل	acción	عمل	N;FEM;SG	N;SG
actores	بازیگران	actor	بازیگر	N;MASC;PL	N;PL
hermano	داداشی	hermano	داداشی	N;MASC;SG	N;SG
hermano	داداش	hermano	داداش	N;MASC;SG	N;SG
hermano	برادر	hermano	برادر	N;MASC;SG	N;SG
hermano	برادر	hermano	برادر	N;MASC;SG	N;SG
hermano	داداش	hermano	داداش	N;MASC;SG	N;SG
fundación	پایه	fundación	پایه	N;FEM;SG	N;SG
fundación	بنیاد	fundación	None	N;FEM;SG	N;SG
blanco	سفید	blanco	سفید	ADJ;MASC;SG	ADJ
episodio	قسمت	episodio	قسمت	N;MASC;SG	N;SG
episodio	اپیزود	episodio	اپیزود	N;MASC;SG	N;SG
principios	اصول	principio	اصل	N;MASC;PL	N;PL
imperio	امپراطوری	imperio	امپراطوری	N;MASC;SG	N;SG
imperio	امپایر	imperio	امپایر	N;MASC;SG	N;SG
imperio	امپراتوری	imperio	امپراتوری	N;MASC;SG	N;SG
nunca	هرگز	nunca	هرگز	ADV	ADV;NEG
investigación	تحقیق	investigación	تحقیق	N;FEM;SG	N;SG
investigación	تحقیق	investigación	تحقیق	N;FEM;SG	N;SG
investigación	استعلام	investigación	None	N;FEM;SG	N;SG
investigación	تحقیق	investigación	تحقیق	N;FEM;SG	N;SG
investigación	پژوهش	investigación	پژوهش	N;FEM;SG	N;SG
prefijo	پیشوند	prefegir	پیشوند	N;MASC;SG	N;SG
municipios	شهرهای	municipio	شهر	N;MASC;PL	N;PL
municipios	دهستانهای	municipio	دهستان	N;MASC;PL	N;PL
problemas	مسائلی	problema	مسأله	N;MASC;PL	N;PL
problemas	مسائل	problema	مسأله	N;MASC;PL	N;PL
problemas	مشکلات	problema	مشکل	N;MASC;PL	N;PL
modelo	model	modelo	model	N;MASC;SG	N;SG
modelo	مدل	modelo	مدل	N;MASC;SG	N;SG
svg	svg	svg	svg	N;MASC;SG	N;SG
favor	لطفی	favor	لطفی	N;MASC;SG	N;SG
favor	منت	favor	منت	N;MASC;SG	N;SG
favor	نعمتی	favor	نعمتی	N;MASC;SG	N;SG
favor	نعمت	favor	نعمت	N;MASC;SG	N;SG
actividad	فعالیت	actividad	فعالیت	N;FEM;SG	N;SG
joven	جوان	joven	جوان	N;SG	N;SG
joven	یانگ	joven	یانگ	N;SG	N;SG
joven	جوون	joven	جوون	N;SG	N;SG
joven	یونگ	joven	یونگ	N;SG	N;SG
formación	آموزش	formación	آموزش	N;FEM;SG	N;SG
formación	تمرین	formación	تمرین	N;FEM;SG	N;SG
formación	تعلیم	formación	تعلیم	N;FEM;SG	N;SG
formación	اموزش	formación	اموزش	N;FEM;SG	N;SG
formación	تشکیل	formación	تشکیل	N;FEM;SG	N;SG
lugares	مکانهایی	lugar	مکان	N;MASC;PL	N;PL
lugares	مکانها	lugar	مکان	N;MASC;PL	N;PL
lugares	مساجد	lugar	None	N;MASC;PL	N;PL
lugares	مکانهای	lugar	مکان	N;MASC;PL	N;PL
lugares	مکانها	lugar	مکان	N;MASC;PL	N;PL
lugares	محلهای	lugar	محل	N;MASC;PL	N;PL
planta	گیاهی	planta	گیاهی	N;FEM;SG	N;SG
planta	نیروگاه	planta	نیروگاه	N;FEM;SG	N;SG
planta	پلنت	planta	پلنت	N;FEM;SG	N;SG
planta	گیاه	planta	گیاه	N;FEM;SG	N;SG
planta	کف	planta	کف	N;FEM;SG	N;SG
planta	کفپوش	planta	کفپوش	N;FEM;SG	N;SG
planta	طبقه	planta	طبقه	N;FEM;SG	N;SG
período	دوره	período	دوره	N;MASC;SG	N;SG
período	پریود	período	پریود	N;MASC;SG	N;SG
período	دورۀ	período	دورۀ	N;MASC;SG	N;SG
montañas	کوهها	montaña	کوه	N;FEM;PL	N;PL
ronda	روندا	ronda	روندا	N;FEM;SG	N;SG
clase	رده	clase	رده	N;FEM;SG	N;SG
clase	ردۀ	clase	ردۀ	N;FEM;SG	N;SG
clase	کلاس	clase	کلاس	N;FEM;SG	N;SG
clase	class	clase	class	N;FEM;SG	N;SG
clase	کلاسی	clase	کلاسی	N;FEM;SG	N;SG
especialmente	مخصوصا	especialmente	مخصوصا	ADV	ADV
oficina	اداره	oficina	اداره	N;FEM;SG	N;SG
oficina	دفتر	oficina	دفتر	N;FEM;SG	N;SG
alcalde	شهردار	alcalde	شهردار	N;MASC;SG	N;SG
temas	موضوعات	tema	موضوع	N;MASC;PL	N;PL
temas	موضوعاتی	tema	موضوع	N;MASC;PL	N;PL
temas	مسائل	tema	مسأله	N;MASC;PL	N;PL
políticos	سیاستمداران	político	سیاستمدار	N;MASC;PL	N;PL
arquitectura	architecture	arquitectura	architecture	N;FEM;SG	N;SG
arquitectura	معماری	arquitectura	معماری	N;FEM;SG	N;SG
creación	آفرینش	creación	آفرینش	N;FEM;SG	N;SG
creación	ایجاد	creación	ایجاد	N;FEM;SG	N;SG
creación	خلقت	creación	خلقت	N;FEM;SG	N;SG
creación	ایجاد	creación	ایجاد	N;FEM;SG	N;SG
barrio	همسایه	barrio	همسایه	N;MASC;SG	N;SG
barrio	همسایگی	barrio	همسایگی	N;MASC;SG	N;SG
barrio	محله	barrio	محله	N;MASC;SG	N;SG
barrio	همسایگی	barrio	همسایگی	N;MASC;SG	N;SG
argentino	آرژانتینی	argentino	آرژانتینی	N;MASC;SG	N;SG
argentino	آرژانتین	argentino	آرژانتین	N;MASC;SG	N;SG
argentino	آرژانتینی	argentino	آرژانتینی	N;MASC;SG	N;SG
libros	کتابها	libro	کتاب	N;MASC;PL	N;PL
libros	کتابهای	libro	کتاب	N;MASC;PL	N;PL
novela	رمان	novela	رمان	N;FEM;SG	N;SG
razas	نژادها	raza	نژاد	N;FEM;PL	N;PL
razas	نژادهای	raza	نژاد	N;FEM;PL	N;PL
academia	آکادمی	academia	آکادمی	N;FEM;SG	N;SG
academia	فرهنگستان	academia	فرهنگست	N;FEM;SG	N;SG
jefe	رییس	jefe	رییس	N;MASC;SG	N;SG
jefe	رئیس	jefe	رئیس	N;MASC;SG	N;SG
defensa	دفاعی	defensa	دفاعی	N;SG	N;SG
defensa	دفاع	defensa	دفاع	N;SG	N;SG
defensa	دفاع	defensa	دفاع	N;SG	N;SG
características	مشخصات	característica	مشخصه	N;FEM;PL	N;PL
características	ویژگیها	característica	ویژگی	N;FEM;PL	N;PL
características	ویژگیهای	característica	ویژگی	N;FEM;PL	N;PL
honor	شرافتی	honor	شرافتی	N;MASC;SG	N;SG
honor	عزت	honor	None	N;MASC;SG	N;SG
honor	عزت	honor	None	N;MASC;SG	N;SG
honor	شرافت	honor	شرافت	N;MASC;SG	N;SG
honor	شرف	honor	None	N;MASC;SG	N;SG
honor	افتخار	honor	افتخار	N;MASC;SG	N;SG
amor	amor	amor	amor	N;MASC;SG	N;SG
amor	آمور	amor	آمر	N;MASC;SG	N;SG
amor	دوست	amor	دوست	N;MASC;SG	N;SG
amor	عشق	amor	عشق	N;MASC;SG	N;SG
amor	عشقی	amor	None	N;MASC;SG	N;SG
amor	عاشق	amor	عاشق	N;MASC;SG	N;SG
fuente	مبدأ	fuente	None	N;FEM;SG	N;SG
fuente	متن	fuente	متن	N;FEM;SG	N;SG
fuente	منبع	fuente	منبع	N;FEM;SG	N;SG
fuente	قلم	fuente	قلم	N;FEM;SG	N;SG
fuente	فواره	fuente	فواره	N;FEM;SG	N;SG
fuente	سرچشمه	fuente	سرچشمه	N;FEM;SG	N;SG
fuente	چشمه	fuente	چشمه	N;FEM;SG	N;SG
fuente	فوئنته	fuente	فوئنته	N;FEM;SG	N;SG
nuevos	نو	nuevo	نو	ADJ;MASC;PL	ADJ
nuevos	جدید	nuevo	جدید	ADJ;MASC;PL	ADJ
martín	مارتن	martín	مارتن	N;MASC;SG	N;SG
martín	مارتین	martín	مارتین	N;MASC;SG	N;SG
situación	وضعیت	situación	وضعیت	N;FEM;SG	N;SG
situación	وضعیت	situación	وضعیت	N;FEM;SG	N;SG
situación	موقعیت	situación	موقعیت	N;FEM;SG	N;SG
ellas	ایشان	él	ایشان	PRO;FEM;PL;3	PRO;PL;3
derechos	حقوق	derecho	حق	N;MASC;PL	N;PL
ministro	وزیر	ministro	وزیر	N;MASC;SG	N;SG
ministro	وزیری	ministro	وزیری	N;MASC;SG	N;SG
interés	ربا	interés	ربا	N;MASC;SG	N;SG
interés	علاقه	interés	علاقه	N;MASC;SG	N;SG
interés	بهره	interés	بهره	N;MASC;SG	N;SG
texto	متن	texto	متن	N;MASC;SG	N;SG
actriz	بازیگر	actriz	بازیگر	N;FEM;SG	N;SG
actriz	actress	actriz	actress	N;FEM;SG	N;SG
persona	شخص	persona	شخص	N;FEM;SG	N;SG
capacidad	گشایش	capacidad	گشایش	N;FEM;SG	N;SG
capacidad	قابلیت	capacidad	قابلیت	N;FEM;SG	N;SG
capacidad	ظرفیت	capacidad	ظرفیت	N;FEM;SG	N;SG
capacidad	گنجایش	capacidad	گنجایش	N;FEM;SG	N;SG
capacidad	توانایی	capacidad	توانایی	N;FEM;SG	N;SG
capacidad	قابلیت	capacidad	قابلیت	N;FEM;SG	N;SG
capacidad	قابلیت	capacidad	قابلیت	N;FEM;SG	N;SG
artes	هنرهای	arte	هنر	N;PL	N;PL
cantidad	مقدار	cantidad	مقدار	N;FEM;SG	N;SG
cantidad	مبلغ	cantidad	مبلغ	N;FEM;SG	N;SG
cantidad	کمیت	cantidad	کمیت	N;FEM;SG	N;SG
fuentes	منابع	fuente	منبع	N;FEM;PL	N;PL
luz	سبک	luz	سبک	N;FEM;SG	N;SG
luz	روشنایی	luz	None	N;FEM;SG	N;SG
luz	نور	luz	نور	N;FEM;SG	N;SG
luz	نوری	luz	نوری	N;FEM;SG	N;SG
luz	لوز	luz	لوز	N;FEM;SG	N;SG
baja	باخا	baja	باخا	N;FEM;SG	N;SG
baja	low	baja	low	N;FEM;SG	N;SG
paz	سلامت	paz	سلامت	N;FEM;SG	N;SG
paz	سلام	paz	None	N;FEM;SG	N;SG
paz	صلح	paz	صلح	N;FEM;SG	N;SG
tercer	سومین	tercero	سومین	ADJ;MASC;SG	ADJ;RL
tercer	سوم	tercero	سوم	ADJ;MASC;SG	ADJ
vuelta	بازگشت	vuelta	بازگشت	N;FEM;SG	N;SG
vuelta	vuelta	vuelta	vuelta	N;FEM;SG	N;SG
noche	عصر	noche	عصر	N;FEM;SG	N;SG
noche	غروب	noche	غروب	N;FEM;SG	N;SG
noche	شام	noche	شام	N;FEM;SG	N;SG
noche	شبی	noche	شب	N;FEM;SG	N;SG
noche	شب	noche	شب	N;FEM;SG	N;SG
rusia	روس	rusia	روس	N;FEM;SG	N;SG
rusia	روسیه	rusia	روسیه	N;FEM;SG	N;SG
rusia	روسی	rusia	روسی	N;FEM;SG	N;SG
rusia	روسیه	rusia	روسیه	N;FEM;SG	N;SG
aeropuerto	فرودگاه	aeropuerto	فرودگاه	N;MASC;SG	N;SG
apoyo	پشتیبان	apoyo	پشتیب	N;MASC;SG	N;SG
apoyo	پشتیبانی	apoyo	پشتیبانی	N;MASC;SG	N;SG
apoyo	حمایت	apoyo	حمایت	N;MASC;SG	N;SG
semana	هفته	semana	هفته	N;FEM;SG	N;SG
semana	هفتۀ	semana	هفتۀ	N;FEM;SG	N;SG
palacio	پالاسیو	palacio	پالاسیو	N;MASC;SG	N;SG
palacio	کاخ	palacio	کاخ	N;MASC;SG	N;SG
palacio	قصر	palacio	None	N;MASC;SG	N;SG
escritor	نویسنده	escritor	نویسنده	N;MASC;SG	N;SG
profesor	پروفسور	profesor	پروفسور	N;MASC;SG	N;SG
profesor	پرفسور	profesor	پرفسور	N;MASC;SG	N;SG
profesor	معلم	profesor	معلم	N;MASC;SG	N;SG
profesor	معلمی	profesor	معلم	N;MASC;SG	N;SG
profesor	teacher	profesor	teacher	N;MASC;SG	N;SG
profesor	آموزگار	profesor	آموزگار	N;MASC;SG	N;SG
comuna	کمون	comuna	کمون	N;FEM;SG	N;SG
roma	رُم	roma	رُم	N;SG	N;SG
roma	رم	roma	رم	N;SG	N;SG
roma	roma	roma	roma	N;SG	N;SG
roma	روما	roma	روما	N;SG	N;SG
diseño	دیزاین	diseño	دیزاین	N;MASC;SG	N;SG
diseño	طرح	diseño	طرح	N;MASC;SG	N;SG
diseño	طراحی	diseño	طراحی	N;MASC;SG	N;SG
casos	موارد	caso	مورد	N;MASC;PL	N;PL
negro	سیاه	negro	سیاه	ADJ;MASC;SG	ADJ
camino	راه	camino	راه	N;MASC;SG	N;SG
camino	مسیر	camino	مسیر	N;MASC;SG	N;SG
camino	جاده	camino	جاده	N;MASC;SG	N;SG
camino	راه	camino	راه	N;MASC;SG	N;SG
ayuda	کمک	ayuda	کمک	N;FEM;SG	N;SG
nombres	نامها	nombre	نامه	N;MASC;PL	N;PL
nombres	نامهای	nombre	نامه	N;MASC;PL	N;PL
causa	علت	causa	علت	N;FEM;SG	N;SG
causa	دلیل	causa	دلیل	N;FEM;SG	N;SG
causa	cause	causa	cause	N;FEM;SG	N;SG
causa	موجب	causa	موجب	N;FEM;SG	N;SG
horario	ساعت	horario	ساعت	N;MASC;SG	N;SG
horario	برنامه	horario	برنامه	N;MASC;SG	N;SG
horario	زمانبندی	horario	زمانبندی	N;MASC;SG	N;SG
ciencias	علوم	ciencia	علم	N;FEM;PL	N;PL
ciencias	علوم	ciencia	علم	N;FEM;PL	N;PL
últimos	واپسین	último	واپسین	ADJ;MASC;PL	ADJ;RL
últimos	آخرین	último	آخرین	ADJ;MASC;PL	ADJ;RL
últimos	اخرین	último	اخرین	ADJ;MASC;PL	ADJ;RL
últimos	جدیدترین	último	None	ADJ;MASC;PL	ADJ;RL
últimos	آخرین	último	آخرین	ADJ;MASC;PL	ADJ;RL
tamaño	اندازۀ	tamaño	اندازۀ	N;MASC;SG	N;SG
tamaño	اندازه	tamaño	اندازه	N;MASC;SG	N;SG
principio	اصل	principio	اصل	N;MASC;SG	N;SG
periodo	دوره	periodo	دوره	N;MASC;SG	N;SG
periodo	پریود	periodo	پریود	N;MASC;SG	N;SG
periodo	دورۀ	periodo	دورۀ	N;MASC;SG	N;SG
nacimiento	تولد	nacimiento	تولد	N;MASC;SG	N;SG
nacimiento	ولادت	nacimiento	None	N;MASC;SG	N;SG
etapa	مرحله	etapa	مرحله	N;FEM;SG	N;SG
etapa	فازی	etapa	فازی	N;FEM;SG	N;SG
etapa	فاز	etapa	فاز	N;FEM;SG	N;SG
etapa	مرحله	etapa	مرحله	N;FEM;SG	N;SG
etapa	صحنه	etapa	صحنه	N;FEM;SG	N;SG
etapa	استیج	etapa	استیج	N;FEM;SG	N;SG
actualidad	جریان	actualidad	جریان	N;FEM;SG	N;SG
pequeño	کوچک	pequeño	کوچک	ADJ;MASC;SG	ADJ
pequeño	اندکی	pequeño	اندکی	ADJ;MASC;SG	ADJ
pequeño	کوچک	pequeño	کوچک	ADJ;MASC;SG	ADJ
pequeño	کم	pequeño	کم	ADJ;MASC;SG	ADJ
zonas	نواحی	zona	ناحیه	N;FEM;PL	N;PL
zonas	مناطق	zona	منطقه	N;FEM;PL	N;PL
lópez	لوپز	lópez	لوپز	N;MASC;SG	N;SG
referencias	مراجع	referencia	مراجع	N;FEM;PL	N;PL
presente	حاضر	presente	حاضر	ADJ;SG	ADJ
congreso	کنگره	congreso	کنگره	N;MASC;SG	N;SG
guitarra	گیتار	guitarra	گیتار	N;FEM;SG	N;SG
pablo	پائول	pablo	پائول	N;MASC;SG	N;SG
pablo	پال	pablo	پال	N;MASC;SG	N;SG
pablo	پل	pablo	پل	N;MASC;SG	N;SG
pablo	پاول	pablo	پاول	N;MASC;SG	N;SG
pablo	بارنی	pablo	بارنی	N;MASC;SG	N;SG
pablo	پابلو	pablo	None	N;MASC;SG	N;SG
elementos	عناصری	elemento	عناصر	N;MASC;PL	N;PL
elementos	عناصر	elemento	عنصر	N;MASC;PL	N;PL
relaciones	روابط	relación	رابطه	N;FEM;PL	N;PL
relaciones	روابط	relación	رابطه	N;FEM;PL	N;PL
horas	ساعتها	hora	ساعت	N;FEM;PL	N;PL
horas	ساعتهای	hora	ساعت	N;FEM;PL	N;PL
horas	ساعات	hora	ساعت	N;FEM;PL	N;PL
partes	قطعات	parte	قطعه	N;FEM;PL	N;PL
text	متن	text	متن	N	N;SG
lengua	زبون	lengua	زبون	N;FEM;SG	N;SG
lengua	زبان	lengua	زبان	N;FEM;SG	N;SG
lengua	زبان	lengua	زبان	N;FEM;SG	N;SG
torre	توره	torre	توره	N;FEM;SG	N;SG
torre	تاور	torre	تاور	N;FEM;SG	N;SG
torre	برج	torre	برج	N;FEM;SG	N;SG
actividades	فعالیتها	actividad	فعالیت	N;FEM;PL	N;PL
nacionales	ملی	nacional	ملی	ADJ;PL	ADJ
cantón	گوانگژو	cantón	گوانگژو	N;MASC;SG	N;SG
cantón	کانتون	cantón	کانتون	N;MASC;SG	N;SG
nuevas	نو	nuevo	نو	ADJ;FEM;PL	ADJ
nuevas	جدید	nuevo	جدید	ADJ;FEM;PL	ADJ
sencillo	ساده	sencillo	ساده	ADJ;MASC;SG	ADJ
sencillo	آسان	sencillo	None	ADJ;MASC;SG	ADJ
sencillo	ساده	sencillo	ساده	ADJ;MASC;SG	ADJ
sencillo	راحت	sencillo	راحت	ADJ;MASC;SG	ADJ
participación	گرفتاری	participación	گرفتاری	N;FEM;SG	N;SG
participación	درگیری	participación	درگیری	N;FEM;SG	N;SG
participación	دخالت	participación	دخالت	N;FEM;SG	N;SG
participación	مشارکت	participación	مشارکت	N;FEM;SG	N;SG
fuerte	قوی	fuerte	قوی	ADJ;SG	ADJ
italiano	ایتالیایی	italiano	ایتالیایی	N;MASC;SG	N;SG
italiano	ایتالیا	italiano	ایتالیا	N;MASC;SG	N;SG
primeras	اول	primero	اول	ADJ;FEM;PL	ADJ
primeras	نخستین	primero	نخستین	ADJ;FEM;PL	ADJ;RL
jugadores	بازیکنان	jugador	بازیکن	N;MASC;PL	N;PL
seguridad	امنیتی	seguridad	امنیتی	N;FEM;SG	N;SG
seguridad	حراست	seguridad	حراست	N;FEM;SG	N;SG
seguridad	امنیت	seguridad	امنیت	N;FEM;SG	N;SG
seguridad	سلامت	seguridad	سلامت	N;FEM;SG	N;SG
seguridad	امن	seguridad	None	N;FEM;SG	N;SG
seguridad	امنیت	seguridad	امنیت	N;FEM;SG	N;SG
seguridad	ایمنی	seguridad	ایمنی	N;FEM;SG	N;SG
administración	سرپرست	administración	سرپرست	N;FEM;SG	N;SG
administración	مدیریت	administración	مدیریت	N;FEM;SG	N;SG
empresas	شرکتها	empresa	شرکت	N;FEM;PL	N;PL
empresas	شرکتهای	empresa	شرکت	N;FEM;PL	N;PL
empresas	احزاب	empresa	حزب	N;FEM;PL	N;PL
mercado	مرکادو	mercado	مرکادو	N;MASC;SG	N;SG
mercado	بازار	mercado	بازار	N;MASC;SG	N;SG
mercado	مارکت	mercado	مارکت	N;MASC;SG	N;SG
mercado	بازار	mercado	بازار	N;MASC;SG	N;SG
mercado	مارکیت	mercado	مارکیت	N;MASC;SG	N;SG
mercado	بازاری	mercado	بازاری	N;MASC;SG	N;SG
gonzález	گونزالس	gonzález	گونزالس	N;MASC;SG	N;SG
gonzález	گونزالز	gonzález	گونزالز	N;MASC;SG	N;SG
gonzález	گونزالس	gonzález	گونزالس	N;MASC;SG	N;SG
gonzález	گونزالز	gonzález	گونزالز	N;MASC;SG	N;SG
gonzález	گونزالس	gonzález	گونزالس	N;MASC;SG	N;SG
lucha	کشتی	lucha	کشتی	N;FEM;SG	N;SG
lucha	جنگیدن	lucha	None	N;FEM;SG	N;SG
lucha	دعوا	lucha	None	N;FEM;SG	N;SG
lucha	بجنگ	lucha	بجنگ	N;FEM;SG	N;SG
lucha	جهاد	lucha	جهاد	N;FEM;SG	N;SG
lucha	کشمکش	lucha	کشمکش	N;FEM;SG	N;SG
estructura	ساختار	estructura	ساختار	N;FEM;SG	N;SG
estructura	سازه	estructura	سازه	N;FEM;SG	N;SG
jesús	خسوس	jesú	خسوس	N;MASC;SG	N;SG
jesús	عیسی	jesú	عیسی	N;MASC;SG	N;SG
ocupación	اشغال	ocupación	اشغال	N;FEM;SG	N;SG
nacido	متولد	nacido	متولد	ADJ;MASC;SG;V.PTCP	ADJ
enrique	آنری	enrique	آنری	N;MASC;SG	N;SG
enrique	انریکه	enrique	انریکه	N;MASC;SG	N;SG
enrique	هری	enrique	هری	N;MASC;SG	N;SG
enrique	هنری	enrique	هنری	N;MASC;SG	N;SG
enrique	آنری	enrique	آنری	N;MASC;SG	N;SG
literatura	ادبیات	literatura	ادبیات	N;FEM;SG	N;SG
literatura	literature	literatura	literature	N;FEM;SG	N;SG
armas	بازوها	arma	بازو	N;FEM;PL	N;PL
armas	سلاح	arma	سلاح	N;FEM;PL	N;PL
energía	انرژی	energía	انرژی	N;FEM;SG	N;SG
idioma	زبان	idioma	زبان	N;MASC;SG	N;SG
valencia	والنسیا	valencia	والنسیا	N;FEM;SG	N;SG
cabeza	هد	cabeza	هد	N;FEM;SG	N;SG
cabeza	سر	cabeza	سر	N;FEM;SG	N;SG
cabeza	سر	cabeza	سر	N;FEM;SG	N;SG
gobernador	حاکم	gobernador	حاکم	N;MASC;SG	N;SG
gobernador	فرماندار	gobernador	فرماندار	N;MASC;SG	N;SG
mes	ماه	mes	ماه	N;MASC;SG	N;SG
diferencia	واریانس	diferencia	واریانس	N;FEM;SG	N;SG
diferencia	تفاوت	diferencia	تفاوت	N;FEM;SG	N;SG
diferencia	فرق	diferencia	فرق	N;FEM;SG	N;SG
objetivo	هدف	objetivo	هدف	N;MASC;SG	N;SG
objetivo	هدفگیری	objetivo	هدفگیری	N;MASC;SG	N;SG
objetivo	عینی	objetivo	عینی	N;MASC;SG	N;SG
objetivo	گل	objetivo	گل	N;MASC;SG	N;SG
objetivo	هدف	objetivo	هدف	N;MASC;SG	N;SG
ruta	مسیر	ruta	مسیر	N;FEM;SG	N;SG
economía	اقتصاد	economía	اقتصاد	N;FEM;SG	N;SG
economía	اقتصاد	economía	اقتصاد	N;FEM;SG	N;SG
histórico	تاریخی	histórico	تاریخی	ADJ;MASC;SG	ADJ
histórico	تاریخی	histórico	تاریخی	ADJ;MASC;SG	ADJ
india	سرخپوست	india	سرخپوست	N;FEM;SG	N;SG
india	هندی	india	هندی	N;FEM;SG	N;SG
india	هند	india	هند	N;FEM;SG	N;SG
india	هندوستان	india	هندوستان	N;FEM;SG	N;SG
flores	گلها	flor	گل	N;FEM;PL	N;PL
visita	دیدن	visita	دیدن	N;FEM;SG	N;SG
visita	بازدید	visita	None	N;FEM;SG	N;SG
visita	آباد	visita	آباد	N;FEM;SG	N;SG
visita	ملاقات	visita	ملاقات	N;FEM;SG	N;SG
visita	عیادت	visita	عیادت	N;FEM;SG	N;SG
visita	بازدید	visita	None	N;FEM;SG	N;SG
conde	شمارش	conde	شمارش	N;MASC;SG	N;SG
conde	ارل	conde	ارل	N;MASC;SG	N;SG
fase	مرحله	fase	مرحله	N;FEM;SG	N;SG
fase	فازی	fase	فازی	N;FEM;SG	N;SG
fase	فاز	fase	فاز	N;FEM;SG	N;SG
resultados	نتایج	resultado	نتیجه	N;MASC;PL	N;PL
resultados	نتایجی	resultado	None	N;MASC;PL	N;PL
niños	کودکان	niño	کودک	N;MASC;PL	N;PL
niños	فرزندان	niño	فرزند	N;MASC;PL	N;PL
niños	اطفال	niño	None	N;MASC;PL	N;PL
https	https	http	https	N	N;SG
pequeña	کوچک	pequeño	کوچک	ADJ;FEM;SG	ADJ
pequeña	اندکی	pequeño	اندکی	ADJ;FEM;SG	ADJ
pequeña	کوچک	pequeño	کوچک	ADJ;FEM;SG	ADJ
pequeña	کم	pequeño	کم	ADJ;FEM;SG	ADJ
presenta	میزند	presentar	میزند	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
campaña	لشکرکشی	campaña	لشکرکشی	N;FEM;SG	N;SG
campaña	کمپین	campaña	کمپین	N;FEM;SG	N;SG
dar	بده	dar	داد#ده	V;NFIN	V;IMP;SG;2
colegio	مدرسه	colegio	مدرسه	N;MASC;SG	N;SG
colegio	مکتب	colegio	مکتب	N;MASC;SG	N;SG
colegio	کالج	colegio	None	N;MASC;SG	N;SG
colegio	دانشکده	colegio	دانشکده	N;MASC;SG	N;SG
colegio	دانشگاه	colegio	دانشگاه	N;MASC;SG	N;SG
colegio	دانشگاهی	colegio	دانشگاهی	N;MASC;SG	N;SG
occidental	غربی	occidental	غربی	ADJ;SG	ADJ
occidental	غربی	occidental	غربی	ADJ;SG	ADJ
aproximadamente	حدوداً	aproximadamente	حدوداً	ADV	ADV
tropas	سربازان	tropa	سرباز	N;FEM;PL	N;PL
sección	بخش	sección	بخش	N;FEM;SG	N;SG
presencia	حضورش	presencia	حضورش	N;FEM;SG	N;SG
presencia	حضور	presencia	حضور	N;FEM;SG	N;SG
sentido	عقل	sentido	عقل	N;MASC;SG	N;SG
sentido	حس	sentido	حس	N;MASC;SG	N;SG
ficha	زبانه	ficha	زبانه	N;FEM;SG	N;SG
ficha	تب	ficha	تب	N;FEM;SG	N;SG
animales	جانوران	animal	جانور	N;MASC;PL	N;PL
animales	حیوانات	animal	حیوان	N;MASC;PL	N;PL
animales	حیوانات	animal	حیوان	N;MASC;PL	N;PL
animales	جانوران	animal	جانور	N;MASC;PL	N;PL
esposa	زن	esposa	زن	N;FEM;SG	N;SG
esposa	همسر	esposa	همسر	N;FEM;SG	N;SG
esposa	عیال	esposa	عیال	N;FEM;SG	N;SG
