magyar	унгарски	magyar	унгарски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
oktatási	образователен	oktatási	образователен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
információ	информация	információ	информация	N;NOM;SG	N;INDF;FEM;SG
információ	инфо	információ	инфо	N;NOM;SG	N;INDF;MASC;SG
információ	информация	információ	информация	N;NOM;SG	N;INDF;FEM;SG
információ	информиране	információ	информиране	N;NOM;SG	N;INDF;NEUT;SG
vasút	железница	vasút	железница	N;NOM;SG	N;INDF;FEM;SG
vasút	железница	vasút	железница	N;NOM;SG	N;INDF;FEM;SG
vasút	железница	vasút	железница	N;NOM;SG	N;INDF;FEM;SG
meghatározó	решителен	meghatározó	решителен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
meghatározó	определящ	meghatározó	определям-(се)	ADJ;NOM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
este	довечера	este	довечера	ADV	ADV
este	вечерно	este	вечерен	ADV	ADV
növények	растения	növény	растение	N;NOM;PL	N;INDF;NEUT;PL
növények	заводи	növény	завод	N;NOM;PL	N;INDF;MASC;PL
növények	растенията	növény	растение	N;NOM;PL	N;DEF;NEUT;PL
növények	инсталации	növény	инсталация	N;NOM;PL	N;INDF;FEM;PL
növények	култури	növény	култура	N;NOM;PL	N;INDF;FEM;PL
növények	насаждения	növény	насаждение	N;NOM;PL	N;INDF;NEUT;PL
ázsiai	азиатски	ázsiai	азиатски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
ázsiai	азиатска	ázsiai	азиатски	ADJ;NOM;SG	ADJ;INDF;FEM;SG
csillag	звезда	csillag	звезда	N;NOM;SG	N;INDF;FEM;SG
folyamat	процес	folyamat	процес	N;NOM;SG	N;INDF;MASC;SG
modell	образец	modell	образец	N;NOM;SG	N;INDF;MASC;SG
modell	модел	modell	модел	N;NOM;SG	N;INDF;MASC;SG
eredményei	резултати	eredmény	резултат	N;NOM;PL	N;INDF;MASC;PL
játékosok	играчи	játékos	играч	N;NOM;PL	N;INDF;MASC;PL
játékosok	комарджии	játékos	комарджия	N;NOM;PL	N;INDF;MASC;PL
történelme	историята	történelem	история	N;NOM;SG	N;DEF;FEM;SG
történelme	история	történelem	история	N;NOM;SG	N;INDF;FEM;SG
bank	банк	bank	банк	N;NOM;SG	N;INDF;FEM;SG
bank	банката	bank	банка	N;NOM;SG	N;DEF;FEM;SG
bank	банка	bank	банка	N;NOM;SG	N;INDF;FEM;SG
mester	господар	mester	господар	N;NOM;SG	N;INDF;MASC;SG
mester	майстор	mester	майстор	N;NOM;SG	N;INDF;MASC;SG
vers	стихотворение	vers	стихотворение	N;NOM;SG	N;INDF;NEUT;SG
vers	стих	vers	стих	N;NOM;SG	N;INDF;MASC;SG
vers	поезия	vers	поезия	N;NOM;SG	N;INDF;FEM;SG
vers	поезията	vers	поезия	N;NOM;SG	N;DEF;FEM;SG
digitális	цифров	digitális	цифров	N;NOM;SG	N;INDF;MASC;SG
szerep	роля	szerep	роля	N;NOM;SG	N;INDF;FEM;SG
sikeresen	успешна	sikeres	успешен	ADJ;FRML;SG	ADJ;INDF;FEM;SG
sikeresen	успешен	sikeres	успешен	ADJ;FRML;SG	ADJ;INDF;MASC;SG
mérnök	инжинер	mérnök	инжинер	N;NOM;SG	N;INDF;MASC;SG
mérnök	инженер	mérnök	инженер	N;NOM;SG	N;INDF;MASC;SG
kilométer	пробег	kilométer	пробег	N;NOM;SG	N;INDF;MASC;SG
kilométer	километра	kilométer	километър	N;NOM;SG	N;DEF;MASC;SG
kezdete	начало	kezdet	начало	N;NOM;SG	N;INDF;NEUT;SG
szigeten	острова	sziget	острова	N;ON+ESS;SG	N;DEF;MASC;SG
szigeten	island	sziget	islanа	N;ON+ESS;SG	N;INDF;MASC;SG
szigeten	остров	sziget	остров	N;ON+ESS;SG	N;INDF;MASC;SG
szigeten	островът	sziget	остров	N;ON+ESS;SG	N;DEF;MASC;SG
szigeten	айлънд	sziget	айлънд	N;ON+ESS;SG	N;INDF;MASC;SG
házastárs	съпруг	házastárs	съпруг	N;NOM;SG	N;INDF;MASC;SG
házastárs	съпруга	házastárs	съпруга	N;NOM;SG	N;INDF;FEM;SG
forma	формата	forma	форма	N;NOM;SG	N;DEF;FEM;SG
forma	форма	forma	форма	N;NOM;SG	N;INDF;FEM;SG
forma	формуляр	forma	формуляр	N;NOM;SG	N;INDF;MASC;SG
forma	форма	forma	форма	N;NOM;SG	N;INDF;FEM;SG
minisztérium	министерство	minisztérium	министерство	N;NOM;SG	N;INDF;NEUT;SG
minisztérium	министерството	minisztérium	министерство	N;NOM;SG	N;DEF;NEUT;SG
kar	ръка	kar	ръка	N;NOM;SG	N;INDF;FEM;SG
kar	оръжие	kar	оръжие	N;NOM;SG	N;INDF;NEUT;SG
weboldal	уебсайт	weboldal	уебсайт	N;NOM;SG	N;INDF;MASC;SG
weboldal	сайт	weboldal	сайт	N;NOM;SG	N;INDF;MASC;SG
támadás	атака	támadás	атака	N;NOM;SG	N;INDF;FEM;SG
támadás	нападение	támadás	нападение	N;NOM;SG	N;INDF;NEUT;SG
szerkesztője	редактор	szerkesztő	редактор	N;NOM;SG	N;INDF;MASC;SG
tanított	преподавал	tanít	преподавам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
fele	половината	fél	половина	N;NOM;SG	N;DEF;FEM;SG
repülőtér	летището	repülőtér	летище	N;NOM;SG	N;DEF;NEUT;SG
repülőtér	летище	repülőtér	летище	N;NOM;SG	N;INDF;NEUT;SG
repülőtér	летище	repülőtér	летище	N;NOM;SG	N;INDF;NEUT;SG
motor	двигател	motor	двигател	N;NOM;SG	N;INDF;MASC;SG
motor	велосипед	motor	велосипед	N;NOM;SG	N;INDF;MASC;SG
motor	мотор	motor	мотор	N;NOM;SG	N;INDF;MASC;SG
motor	мотора	motor	мотор	N;NOM;SG	N;DEF;MASC;SG
motor	колело	motor	колело	N;NOM;SG	N;INDF;NEUT;SG
motor	колелото	motor	колело	N;NOM;SG	N;DEF;NEUT;SG
motor	мотор	motor	мотор	N;NOM;SG	N;INDF;MASC;SG
motor	мотоциклет	motor	мотоциклет	N;NOM;SG	N;INDF;MASC;SG
motor	двигател	motor	двигател	N;NOM;SG	N;INDF;MASC;SG
motor	мотор	motor	мотор	N;NOM;SG	N;INDF;MASC;SG
televízió	телевизия	televízió	телевизия	N;NOM;SG	N;INDF;FEM;SG
televízió	телевизията	televízió	телевизия	N;NOM;SG	N;DEF;FEM;SG
televízió	телевизор	televízió	телевизор	N;NOM;SG	N;INDF;MASC;SG
anyagok	материали	anyag	материал	N;NOM;PL	N;INDF;MASC;PL
anyagok	материалите	anyag	материал	N;NOM;PL	N;DEF;MASC;PL
anyagok	материали	anyag	материал	N;NOM;PL	N;INDF;MASC;PL
anyagok	веществата	anyag	вещество	N;NOM;PL	N;DEF;NEUT;PL
anyagok	вещества	anyag	вещество	N;NOM;PL	N;INDF;NEUT;PL
anyagok	субстанции	anyag	субстанция	N;NOM;PL	N;INDF;FEM;PL
manchester	манчестър	manchester	манчестър	N;NOM;SG	N;INDF;MASC;SG
háttér	фон	háttér	фон	N;NOM;SG	N;INDF;MASC;SG
háttér	контекст	háttér	контекст	N;NOM;SG	N;INDF;MASC;SG
autóbusz	автобусът	autóbusz	автобус	N;NOM;SG	N;DEF;MASC;SG
autóbusz	автобус	autóbusz	автобус	N;NOM;SG	N;INDF;MASC;SG
autóbusz	бус	autóbusz	бус	N;NOM;SG	N;INDF;MASC;SG
fény	светлина	fény	светлина	N;NOM;SG	N;INDF;FEM;SG
fény	светлината	fény	светлина	N;NOM;SG	N;DEF;FEM;SG
módszer	методология	módszer	методология	N;NOM;SG	N;INDF;FEM;SG
módszer	методика	módszer	методика	N;NOM;SG	N;INDF;FEM;SG
módszer	метод	módszer	метод	N;NOM;SG	N;INDF;MASC;SG
férfiak	мъжете	férfi	мъж	N;NOM;PL	N;DEF;MASC;PL
férfiak	мъже	férfi	мъж	N;NOM;PL	N;INDF;MASC;PL
korszak	епоха	korsz	епоха	N;NOM;SG	N;INDF;FEM;SG
korszak	епоха	korsz	епоха	N;NOM;SG	N;INDF;FEM;SG
korszak	ерата	korsz	ера	N;NOM;SG	N;DEF;FEM;SG
korszak	ера	korsz	ера	N;NOM;SG	N;INDF;FEM;SG
bejelentette	обяви	be+jelent	обявя-(се)	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
törökország	пуйка	törökország	пуйка	N;NOM;SG	N;INDF;FEM;SG
tanulmányok	изследвания	tanulmány	изследване	N;NOM;PL	N;INDF;NEUT;PL
tanulmányok	проучвания	tanulmány	проучване	N;NOM;PL	N;INDF;NEUT;PL
törökök	турците	török	турчин	N;NOM;PL	N;DEF;MASC;PL
törökök	турци	török	турчин	N;NOM;PL	N;INDF;MASC;PL
kapcsolat	свързване	kapcsolat	свързване	N;NOM;SG	N;INDF;NEUT;SG
kapcsolat	връзка	kapcsolat	връзка	N;NOM;SG	N;INDF;FEM;SG
kapcsolat	връзката	kapcsolat	връзка	N;NOM;SG	N;DEF;FEM;SG
kapcsolat	контакт	kapcsolat	контакт	N;NOM;SG	N;INDF;MASC;SG
kapcsolat	връзка	kapcsolat	връзка	N;NOM;SG	N;INDF;FEM;SG
kapcsolat	линк	kapcsolat	линк	N;NOM;SG	N;INDF;MASC;SG
kapcsolat	връзка	kapcsolat	връзка	N;NOM;SG	N;INDF;FEM;SG
társadalom	общество	társadalom	общество	N;NOM;SG	N;INDF;NEUT;SG
társadalom	обществото	társadalom	общество	N;NOM;SG	N;DEF;NEUT;SG
utazott	пътувал	utazik	пътувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
utazott	пътувал	utazik	пътувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
státusz	статус	státusz	статус	N;NOM;SG	N;INDF;MASC;SG
státusz	състояние	státusz	състояние	N;NOM;SG	N;INDF;NEUT;SG
státusz	положение	státusz	положение	N;NOM;SG	N;INDF;NEUT;SG
státusz	статут	státusz	статут	N;NOM;SG	N;INDF;MASC;SG
szervezetek	организации	szervezet	организация	N;NOM;PL	N;INDF;FEM;PL
szervezetek	организми	szervezet	организъм	N;NOM;PL	N;INDF;MASC;PL
szervezetek	организации	szervezet	организация	N;NOM;PL	N;INDF;FEM;PL
szervezetek	образувания	szervezet	образувам	N;NOM;PL	N;INDF;NEUT;PL
szervezetek	субекти	szervezet	субект	N;NOM;PL	N;INDF;MASC;PL
szín	цвят	szín	цвят	N;NOM;SG	N;INDF;MASC;SG
szín	цвят	szín	цвят	N;NOM;SG	N;INDF;MASC;SG
óriási	огромен	óriási	огромен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
óriási	огромна	óriási	огромен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
adat	дейта	adat	дейт	N;NOM;SG	N;INDF;MASC;SG
vol	vol	vol	vol	N;NOM;SG	N;INDF;MASC;SG
vol	об	vol	об	N;NOM;SG	N;INDF;MASC;SG
football	футбол	football	футбол	N;IN+ESS;SG	N;INDF;MASC;SG
halak	риби	hal	риба	N;NOM;PL	N;INDF;FEM;PL
halak	риби	hal	риба	N;NOM;PL	N;INDF;FEM;PL
növény	растение	növény	растение	N;NOM;SG	N;INDF;NEUT;SG
növény	завод	növény	завод	N;NOM;SG	N;INDF;MASC;SG
növény	реколта	növény	реколта	N;NOM;SG	N;INDF;FEM;SG
cél	цел	cél	цел	N;NOM;SG	N;INDF;FEM;SG
cél	гол	cél	гол	N;NOM;SG	N;INDF;MASC;SG
cél	дестинация	cél	дестинация	N;NOM;SG	N;INDF;FEM;SG
cél	направление	cél	направление	N;NOM;SG	N;INDF;NEUT;SG
cél	местоназначение	cél	местоназначение	N;NOM;SG	N;INDF;NEUT;SG
cél	посока	cél	посока	N;NOM;SG	N;INDF;FEM;SG
cél	цел	cél	цел	N;NOM;SG	N;INDF;FEM;SG
cél	предназначение	cél	предназначение	N;NOM;SG	N;INDF;NEUT;SG
cél	цел	cél	цел	N;NOM;SG	N;INDF;FEM;SG
cél	цел	cél	цел	N;NOM;SG	N;INDF;FEM;SG
cél	цел	cél	цел	N;NOM;SG	N;INDF;FEM;SG
cél	целта	cél	цел	N;NOM;SG	N;DEF;FEM;SG
reneszánsz	ренесанса	reneszánsz	ренесанс	N;NOM;SG	N;DEF;MASC;SG
reneszánsz	възраждане	reneszánsz	възраждане	N;NOM;SG	N;INDF;NEUT;SG
reneszánsz	ренесанс	reneszánsz	ренесанс	N;NOM;SG	N;INDF;MASC;SG
területi	териториална	területi	териториален	ADJ;NOM;SG	ADJ;INDF;FEM;SG
megjegyzés	забележка	megjegyzés	забележка	N;NOM;SG	N;INDF;FEM;SG
megjegyzés	бележка	megjegyzés	бележка	N;NOM;SG	N;INDF;FEM;SG
megjegyzés	коментар	megjegyzés	коментар	N;NOM;SG	N;INDF;MASC;SG
megjegyzés	мнение	megjegyzés	мнение	N;NOM;SG	N;INDF;NEUT;SG
kapcsolatok	връзки	kapcsolat	връзка	N;NOM;PL	N;INDF;FEM;PL
kapcsolatok	взаимоотношения	kapcsolat	взаимоотношение	N;NOM;PL	N;INDF;NEUT;PL
kapcsolatok	връзките	kapcsolat	връзка	N;NOM;PL	N;DEF;FEM;PL
kapcsolatok	отношения	kapcsolat	отношение	N;NOM;PL	N;INDF;NEUT;PL
kapcsolatok	връзки	kapcsolat	връзка	N;NOM;PL	N;INDF;FEM;PL
kapcsolatok	контакти	kapcsolat	контакт	N;NOM;PL	N;INDF;MASC;PL
kapcsolatok	взаимоотношения	kapcsolat	взаимоотношение	N;NOM;PL	N;INDF;NEUT;PL
kapcsolatok	отношения	kapcsolat	отношение	N;NOM;PL	N;INDF;NEUT;PL
kapcsolatok	връзки	kapcsolat	връзка	N;NOM;PL	N;INDF;FEM;PL
nadrág	панталон	nadrág	панталон	N;NOM;SG	N;INDF;MASC;SG
nadrág	панталон	nadrág	панталон	N;NOM;SG	N;INDF;MASC;SG
kutató	изследовател	kutató	изследовател	N;NOM;SG	N;INDF;MASC;SG
valós	истинска	valós	истински	ADJ;NOM;SG	ADJ;INDF;FEM;SG
valós	истински	valós	истински	ADJ;NOM;SG	ADJ;INDF;MASC;SG
változó	променлива	változó	променлив	ADJ;NOM;SG	ADJ;INDF;FEM;SG
változó	променлив	változó	променлив	ADJ;NOM;SG	ADJ;INDF;MASC;SG
határ	граница	határ	граница	N;NOM;SG	N;INDF;FEM;SG
határ	лимит	határ	лимит	N;NOM;SG	N;INDF;MASC;SG
határ	граница	határ	граница	N;NOM;SG	N;INDF;FEM;SG
határ	ограничаване	határ	ограничаване	N;NOM;SG	N;INDF;NEUT;SG
határ	ограничение	határ	ограничение	N;NOM;SG	N;INDF;NEUT;SG
határ	граница	határ	граница	N;NOM;SG	N;INDF;FEM;SG
határ	границата	határ	граница	N;NOM;SG	N;DEF;FEM;SG
határ	граница	határ	граница	N;NOM;SG	N;INDF;FEM;SG
elsődleges	първична	elsődleges	първичен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
elsődleges	първичен	elsődleges	първичен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hatalom	мощност	hatalom	мощност	N;NOM;SG	N;INDF;FEM;SG
hatalom	сила	hatalom	сила	N;NOM;SG	N;INDF;FEM;SG
hatalom	власт	hatalom	власт	N;NOM;SG	N;INDF;FEM;SG
hatalom	мощ	hatalom	мощ	N;NOM;SG	N;INDF;FEM;SG
eset	случай	eset	случай	N;NOM;SG	N;INDF;MASC;SG
eset	дело	eset	дело	N;NOM;SG	N;INDF;NEUT;SG
eset	кейс	eset	кейс	N;NOM;SG	N;INDF;MASC;SG
eset	случаят	eset	случай	N;NOM;SG	N;DEF;MASC;SG
eset	каса	eset	каса	N;NOM;SG	N;INDF;FEM;SG
eset	eset	eset	eset	N;NOM;SG	N;INDF;MASC;SG
igazgató	директорът	igazgató	директор	N;NOM;SG	N;DEF;MASC;SG
igazgató	режисьор	igazgató	режисьор	N;NOM;SG	N;INDF;MASC;SG
igazgató	директор	igazgató	директор	N;NOM;SG	N;INDF;MASC;SG
igazgató	управител	igazgató	управител	N;NOM;SG	N;INDF;MASC;SG
igazgató	мениджър	igazgató	мениджър	N;NOM;SG	N;INDF;MASC;SG
igazgató	директор	igazgató	директор	N;NOM;SG	N;INDF;MASC;SG
internet	интернет	inter	интернет	N;NOM;SG	N;INDF;MASC;SG
korona	краун	korona	краун	N;NOM;SG	N;INDF;MASC;SG
korona	корона	korona	корон	N;NOM;SG	N;INDF;FEM;SG
korona	короната	korona	корона	N;NOM;SG	N;DEF;FEM;SG
szerbia	сърбин	szerbia	сърбин	N;NOM;SG	N;INDF;MASC;SG
eközben	междувременно	eközben	междувременно	ADV	ADV
judit	джудит	judi	джудит	N;NOM;SG	N;INDF;FEM;SG
szereplők	знаци	szereplő	знак	N;NOM;PL	N;INDF;MASC;PL
szereplők	герои	szereplő	герой	N;NOM;PL	N;INDF;MASC;PL
szereplők	символи	szereplő	символя	N;NOM;PL	N;INDF;MASC;PL
szereplők	играчи	szereplő	играч	N;NOM;PL	N;INDF;MASC;PL
szereplők	актьори	szereplő	актьор	N;NOM;PL	N;INDF;MASC;PL
szereplők	актьорите	szereplő	актьор	N;NOM;PL	N;DEF;MASC;PL
zokni	чорап	zok	чорап	N;NOM;SG	N;INDF;MASC;SG
zokni	сок	zok	сок	N;NOM;SG	N;INDF;MASC;SG
eszközök	инструменти	eszköz	инструмент	N;NOM;PL	N;INDF;MASC;PL
eszközök	инструментите	eszköz	инструмент	N;NOM;PL	N;DEF;MASC;PL
eszközök	инструменти	eszköz	инструмент	N;NOM;PL	N;INDF;MASC;PL
eszközök	инструментите	eszköz	инструмент	N;NOM;PL	N;DEF;MASC;PL
eszközök	активи	eszköz	актив	N;NOM;PL	N;INDF;MASC;PL
eszközök	устройствата	eszköz	устройство	N;NOM;PL	N;DEF;NEUT;PL
eszközök	устройства	eszköz	устройство	N;NOM;PL	N;INDF;NEUT;PL
bíróság	съдът	bíróság	съд	N;NOM;SG	N;DEF;MASC;SG
bíróság	съд	bíróság	съд	N;NOM;SG	N;INDF;MASC;SG
bíróság	корт	bíróság	корт	N;NOM;SG	N;INDF;MASC;SG
betegség	болест	betegség	болест	N;NOM;SG	N;INDF;FEM;SG
betegség	заболяване	betegség	заболяване	N;NOM;SG	N;INDF;NEUT;SG
betegség	болест	betegség	болест	N;NOM;SG	N;INDF;FEM;SG
betegség	заболяване	betegség	заболяване	N;NOM;SG	N;INDF;NEUT;SG
betegség	болест	betegség	болест	N;NOM;SG	N;INDF;FEM;SG
hiba	грешка	hiba	грешка	N;NOM;SG	N;INDF;FEM;SG
hiba	грешка	hiba	грешка	N;NOM;SG	N;INDF;FEM;SG
grafikus	графика	grafikus	график	N;NOM;SG	N;DEF;MASC;SG
uralkodók	монарси	uralkodó	монарх	N;NOM;PL	N;INDF;MASC;PL
doktori	докторат	doktori	доктор	N;NOM;SG	N;INDF;FEM;SG
statisztikai	статистически	statisztikai	статистически	ADJ;NOM;SG	ADJ;INDF;MASC;SG
statisztikai	статистическа	statisztikai	статистически	ADJ;NOM;SG	ADJ;INDF;FEM;SG
zenész	музикант	zenész	музикант	N;NOM;SG	N;INDF;MASC;SG
hivatkozás	връзка	hivatkozás	връзка	N;NOM;SG	N;INDF;FEM;SG
hivatkozás	линк	hivatkozás	линк	N;NOM;SG	N;INDF;MASC;SG
hivatkozás	препратка	hivatkozás	препратка	N;NOM;SG	N;INDF;FEM;SG
hivatkozás	позоваване	hivatkozás	позоваване	N;NOM;SG	N;INDF;NEUT;SG
írás	тура	írás	тур	N;NOM;SG	N;DEF;MASC;SG
írás	писане	írás	писане	N;NOM;SG	N;INDF;NEUT;SG
alapítója	създател	alapító	създател	N;NOM;SG	N;INDF;MASC;SG
alapítója	основателят	alapító	основател	N;NOM;SG	N;DEF;MASC;SG
alapítója	основател	alapító	основател	N;NOM;SG	N;INDF;MASC;SG
vidéki	селски	vidéki	селски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
vidéki	селска	vidéki	селски	ADJ;NOM;SG	ADJ;INDF;FEM;SG
hagyomány	традицията	hagyomány	традиция	N;NOM;SG	N;DEF;FEM;SG
hagyomány	традиция	hagyomány	традиция	N;NOM;SG	N;INDF;FEM;SG
hozzáférés	достъп	hozzáférés	достъп	N;NOM;SG	N;INDF;MASC;SG
kereszt	кръст	kereszt	кръст	N;NOM;SG	N;INDF;MASC;SG
kereszt	кръста	kereszt	кръст	N;NOM;SG	N;DEF;MASC;SG
lakos	специализант	lakos	специализант	N;NOM;SG	N;INDF;MASC;SG
lakos	жител	lakos	жител	N;NOM;SG	N;INDF;MASC;SG
lakos	обитател	lakos	обитател	N;NOM;SG	N;INDF;MASC;SG
lakos	жител	lakos	жител	N;NOM;SG	N;INDF;MASC;SG
lakos	обитател	lakos	обитател	N;NOM;SG	N;INDF;MASC;SG
tömeg	маса	tömeg	маса	N;NOM;SG	N;INDF;FEM;SG
tömeg	литургия	tömeg	литургия	N;NOM;SG	N;INDF;FEM;SG
tömeg	тегло	tömeg	тегло	N;NOM;SG	N;INDF;NEUT;SG
tömeg	тежест	tömeg	тежест	N;NOM;SG	N;INDF;FEM;SG
tömeg	тълпа	tömeg	тълпа	N;NOM;SG	N;INDF;FEM;SG
tömeg	тълпата	tömeg	тълпа	N;NOM;SG	N;DEF;FEM;SG
parlamenti	парламентарна	parlamenti	парламентарен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
érsek	архиепископ	érs	архиепископ	N;NOM;SG	N;INDF;MASC;SG
csillagok	звездички	csillag	звездичка	N;NOM;PL	N;INDF;FEM;PL
csillagok	звездите	csillag	звезда	N;NOM;PL	N;DEF;FEM;PL
csillagok	звезди	csillag	звезда	N;NOM;PL	N;INDF;FEM;PL
dollár	долар	dollár	долар	N;NOM;SG	N;INDF;MASC;SG
színe	цвят	színe	цвят	N;NOM;SG	N;INDF;MASC;SG
színe	цвят	színe	цвят	N;NOM;SG	N;INDF;MASC;SG
elméleti	теоретична	elméleti	теоретичен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
elméleti	хипотетичен	elméleti	хипотетичен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
követi	следва	követ	следва	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hetedik	седмо	hetedik	седми	ADJ;NOM;SG	ADJ;INDF;NEUT;SG
hetedik	седма	hetedik	седми	ADJ;NOM;SG	ADJ;INDF;FEM;SG
hetedik	седми	hetedik	седми	ADJ;NOM;SG	ADJ;INDF;MASC;SG
párhuzamosan	паралелна	párhuzamos	паралелен	ADJ;FRML;SG	ADJ;INDF;FEM;SG
medence	таза	medence	таза	N;NOM;SG	N;DEF;MASC;SG
medence	басейн	medence	басейн	N;NOM;SG	N;INDF;MASC;SG
medence	пул	medence	пул	N;NOM;SG	N;INDF;MASC;SG
medence	билярд	medence	билярд	N;NOM;SG	N;INDF;MASC;SG
különbség	разликата	különbség	разлика	N;NOM;SG	N;DEF;FEM;SG
különbség	разлика	különbség	разлика	N;NOM;SG	N;INDF;FEM;SG
törölve	изтрит	törölve	изтрия	N;NOM;SG	N;INDF;MASC;SG
kezdődik	започва	kezdődik	започвам-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kezdődik	започва	kezdődik	започвам-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uralom	царуването	uralom	царуване	N;NOM;SG	N;DEF;NEUT;SG
főváros	столица	főváros	столица	N;NOM;SG	N;INDF;FEM;SG
főváros	капитал	főváros	капитал	N;NOM;SG	N;INDF;MASC;SG
főváros	столицата	főváros	столица	N;NOM;SG	N;DEF;FEM;SG
közönség	аудитория	közönség	аудитория	N;NOM;SG	N;INDF;FEM;SG
közönség	публика	közönség	публика	N;NOM;SG	N;INDF;FEM;SG
rendszerek	системи	rendszer	система	N;NOM;PL	N;INDF;FEM;PL
találkozott	срещна	találkozik	срещна-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
asszony	жената	asszony	жена	N;NOM;SG	N;DEF;FEM;SG
asszony	жена	asszony	жена	N;NOM;SG	N;INDF;FEM;SG
létezett	съществувал	létezik	съществувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
elemek	позиции	elem	позиция	N;NOM;PL	N;INDF;FEM;PL
elemek	артикули	elem	артикул	N;NOM;PL	N;INDF;MASC;PL
elemek	предмети	elem	предмет	N;NOM;PL	N;INDF;MASC;PL
elemek	елементи	elem	елемент	N;NOM;PL	N;INDF;MASC;PL
elemek	акумулатори	elem	акумулатор	N;NOM;PL	N;INDF;MASC;PL
elemek	батерии	elem	батерия	N;NOM;PL	N;INDF;FEM;PL
elemek	батериите	elem	батерия	N;NOM;PL	N;DEF;FEM;PL
elemek	елементи	elem	елемент	N;NOM;PL	N;INDF;MASC;PL
temető	гробището	temető	гробище	N;NOM;SG	N;DEF;NEUT;SG
temető	гробище	temető	гробище	N;NOM;SG	N;INDF;NEUT;SG
temető	гробището	temető	гробище	N;NOM;SG	N;DEF;NEUT;SG
temető	гробище	temető	гробище	N;NOM;SG	N;INDF;NEUT;SG
üzenetet	послание	üzenet	послание	N;ACC;SG	N;INDF;NEUT;SG
üzenetet	съобщение	üzenet	съобщение	N;ACC;SG	N;INDF;NEUT;SG
üzenetet	съобщението	üzenet	съобщение	N;ACC;SG	N;DEF;NEUT;SG
parlament	парламента	parlament	парламент	N;NOM;SG	N;DEF;MASC;SG
parlament	парламентът	parlament	парламент	N;NOM;SG	N;DEF;MASC;SG
parlament	парламент	parlament	парламент	N;NOM;SG	N;INDF;MASC;SG
éjszaka	вечер	éjszaka	вечер	N;NOM;SG	N;INDF;FEM;SG
éjszaka	нощ	éjszaka	нощ	N;NOM;SG	N;INDF;FEM;SG
éjszaka	нощта	éjszaka	нощ	N;NOM;SG	N;DEF;FEM;SG
romantikus	романтична	romantikus	романтичен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
romantikus	романтичен	romantikus	романтичен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
fizikus	физик	fizikus	физик	N;NOM;SG	N;INDF;MASC;SG
argentin	аржентински	argent	аржентински	ADJ;NOM;SG	ADJ;INDF;MASC;SG
népek	народите	nép	народ	N;NOM;PL	N;DEF;MASC;PL
népek	народи	nép	народ	N;NOM;PL	N;INDF;MASC;PL
jegyzetek	забележки	jegyzet	забележка	N;NOM;PL	N;INDF;FEM;PL
jegyzetek	записки	jegyzet	записка	N;NOM;PL	N;INDF;FEM;PL
jegyzetek	бележки	jegyzet	бележка	N;NOM;PL	N;INDF;FEM;PL
jegyzetek	ноти	jegyzet	нот	N;NOM;PL	N;INDF;FEM;PL
újság	списание	újság	списание	N;NOM;SG	N;INDF;NEUT;SG
újság	вестник	újság	вестник	N;NOM;SG	N;INDF;MASC;SG
mtv	mtv	mtv	mtv	N;NOM;SG	N;INDF;MASC;SG
szabadság	свобода	szabadság	свобода	N;NOM;SG	N;INDF;FEM;SG
szabadság	либърти	szabadság	либърт	N;NOM;SG	N;INDF;MASC;SG
szabadság	свобода	szabadság	свобода	N;NOM;SG	N;INDF;FEM;SG
függvény	функция	függvény	функция	N;NOM;SG	N;INDF;FEM;SG
függvény	длъжност	függvény	длъжност	N;NOM;SG	N;INDF;FEM;SG
