експлуатація	exploatering	експлуатація	exploatering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
міцність	hållfasthet	міцність	hållfasthet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
міцність	styrka	міцність	styrka	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
товщина	bredd	товщина	bredd	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
товщина	tjocklek	товщина	tjocklek	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
піч	spis	піч	spis	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
піч	ugn	піч	ugn	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
піч	ugn	піч	ugn	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
піч	ugnen	піч	ugn	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
вказана	specificerat	вказаний	specificerad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вказана	angiven	вказаний	ange	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вказана	specificerad	вказаний	specificerad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вказана	angivet	вказаний	ange	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
валюти	valutor	валюти	valutor	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
валюти	valutorna	валюти	valutar	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
випустили	släppts	випустити	släppa	V;PFV;IND;PL;PST;FIN	V;V.CVB;PASS
відмовилися	övergav	відмовитися	övergav	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
відмовилися	avböjde	відмовитися	avböja	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
відмовилися	vägrade	відмовитися	vägra	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
зелене	grön	зелений	grön	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
зелене	grönt	зелений	grön	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
гнізда	slots	гніздо	slots	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
експозиція	exponeringen	експозиція	exponering	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
експозиція	exponering	експозиція	exponering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
повстанці	rebeller	повстанець	rebell	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
повстанці	rebellerna	повстанець	rebell	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
низька	lågt	низький	låg	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
марш	marche	марш	marche	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
марш	marsh	марш	marsh	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розробники	utvecklare	розробник	utvecklare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
розробники	utvecklarna	розробник	utvecklare	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
розвиватися	utvecklas	розвиватися	utveckla	V;IPFV;NFIN	V;IND;FIN;PASS
порода	släkte	порода	släkte	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
порода	ras	порода	ras	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
порода	nötboskap	порода	nötboskap	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
порода	nötkreatur	порода	nötkreatur	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
порода	boskap	порода	boskap	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
порти	portar	порт	porta	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
додає	tillfogar	додавати	tillfoga	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
недавно	nyligen	недавно	nyligen	ADV	ADV
раптом	plötsligt	раптом	plötslig	ADV	ADV
більшовики	bolsjevikerna	більшовик	bolsjeviker	N;ANIM;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
вокаліст	sångare	вокаліст	sång	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
найближчі	närmaste	найближчий	nära	ADJ;NOM;RL;PL	ADJ;NOM;DEF;RL
найближчі	närmsta	найближчий	nära	ADJ;NOM;RL;PL	ADJ;NOM;DEF;RL
дозволено	tillåts	дозволити	tillåta	V;PFV;IND;0;FIN	V;IND;PRS;FIN;PASS
виділено	betonade	виділити	betona	V;PFV;IND;0;FIN	V;NOM;PL;PST;V.PTCP;ACT
виділено	markerade	виділити	markera	V;PFV;IND;0;FIN	V;NOM;PL;PST;V.PTCP
виділено	tilldelade	виділити	tilldela	V;PFV;IND;0;FIN	V;NOM;PL;PST;V.PTCP
злочин	kriminalitet	злочин	kriminalitet	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
злочин	brottslighet	злочин	brottslighet	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
злочин	brott	злочин	brott	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
злочин	crime	злочин	crime	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
полотно	duk	полотно	duk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
переворот	kupp	переворот	kupp	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
переворот	kuppen	переворот	kupp	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
переворот	statskupp	переворот	statskupp	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
допомагають	hjälper	допомагати	hjälpa	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
рукопис	manuskriptet	рукопис	manuskript	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
рукопис	manus	рукопис	manus	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
рукопис	manuskript	рукопис	manuskript	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
комерційний	kommersiellt	комерційний	kommersiell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
гарнізон	garnisonen	гарнізон	garnison	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
сьєрра	sierra	сьєрра	sierr	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оператори	operatörer	оператор	operatör	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
оператори	aktörer	оператор	aktör	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
оператори	operatorer	оператор	operator	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
прикраси	smycken	прикраса	smyck	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
прикраси	smycken	прикраса	smyck	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
починаються	startar	починатися	starta	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
починаються	börjar	починатися	börja	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
екран	bildskärm	екран	bildskärm	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
екран	skärmen	екран	skärm	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
екран	skärm	екран	skärm	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
стратегія	strategin	стратегія	strategi	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
стратегія	strategi	стратегія	strategi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
економічне	ekonomiskt	економічний	ekonomisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
економічне	ekonomisk	економічний	ekonomisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
економічне	ekonomiskt	економічний	ekonomisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
економічне	sparsam	економічний	sparsam	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
альманах	almanacka	альманах	almanacka	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мама	morsan	мама	morsan	N;ANIM;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
мама	mamma	мама	mamma	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мама	morsan	мама	morsan	N;ANIM;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
мама	mamma	мама	mamma	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мама	mom	мама	mom	N;ANIM;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
мама	mama	мама	mama	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мама	mamma	мама	mamma	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
богиня	gudinna	богиня	gudinn	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
богиня	gudinnan	богиня	gudinna	N;ANIM;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
публічно	offentligt	публічно	offentlig	ADV	ADV
псевдо	pseudo	псевдо	pseudo	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
арешт	gripande	арешт	gripande	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
арешт	arrest	арешт	arrest	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
арешт	grip	арешт	grip	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
арешт	arrestering	арешт	arrestering	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
носити	bära	носити	bära	V;IPFV;NFIN	V;IMP;FIN;ACT
носити	bär	носити	bära	V;IPFV;NFIN	V;IMP;FIN;ACT
розширити	bredda	розширити	bredd	V;PFV;NFIN	V;V.PTCP;ACT
розширити	vidga	розширити	vidga	V;PFV;NFIN	V;IMP;FIN;ACT
розширити	utvidga	розширити	utvidga	V;PFV;NFIN	V;IMP;FIN;ACT
розширити	utöka	розширити	utöka	V;PFV;NFIN	V;IMP;FIN;ACT
розширити	expandera	розширити	expandera	V;PFV;NFIN	V;IMP;FIN;ACT
підземні	underjordiska	підземний	underjordisk	ADJ;NOM;PL	ADJ;NOM;PL
індустрії	branscher	індустрія	bransch	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
індустрії	industrier	індустрія	industri	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
поїздки	resor	поїздка	resa	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
маяк	fyr	маяк	fyr	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
маяк	fyren	маяк	fyr	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
магістр	magister	магістр	magist	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
магістр	husse	магістр	husse	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
магістр	master	магістр	mast	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
магістр	mästare	магістр	mäst	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
демонстрації	demos	демонстрація	demoa	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
демонстрації	demonstrationerna	демонстрація	demonstration	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
демонстрації	demonstrationer	демонстрація	demonstration	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
приватний	privat	приватний	privat	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
бактерії	bakterier	бактерія	bakterie	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
хроніка	chronicle	хронік	chronicle	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
хроніка	krönika	хронік	krönik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
високе	hög	високий	hög	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
високе	högt	високий	hög	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
космічні	kosmiska	космічний	kosmisk	ADJ;NOM;PL	ADJ;NOM;PL
торф	torv	торф	torv	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розвідка	intelligens	розвідка	intelligens	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
розвідка	underrättelse	розвідка	underrättelse	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
розвідка	underrättelsetjänst	розвідка	underrättelsetjänst	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
розвідка	spaning	розвідка	spaning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
волокна	fibrer	волокно	fibra	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
волокна	fibrer	волокно	fibra	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
волокна	fibrerna	волокно	fibr	N;INAN;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
перегляд	förhandsgranskning	перегляд	förhandsgranskning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
перегляд	förhandsvisning	перегляд	förhandsvisning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
перегляд	utsikt	перегляд	utsikt	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
перегляд	vy	перегляд	vy	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
приєдналися	anslöt	приєднатися	anslöta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
процедура	förfarandet	процедура	förfarande	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
процедура	procedur	процедура	procedur	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
процедура	förfarande	процедура	förfarande	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
гамма	gamma	гамма	gamma	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
воїни	krigare	воїн	krig	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
важка	jobbigt	важка	jobbig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
важка	hård	важка	hård	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
важка	svårt	важка	svår	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
норма	norm	норма	norm	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ввести	ange	ввести	ange	V;PFV;NFIN	V;IMP;FIN;ACT
салон	salong	салон	salong	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дівчинка	flicka	дівчинка	flicka	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дівчинка	tjej	дівчинка	tjej	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
спадок	arv	спадок	arv	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
виготовлено	tillverkas	виготовити	tillverka	V;PFV;IND;0;FIN	V;IND;PRS;FIN;PASS
незалежна	självständig	незалежний	självständig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
незалежна	oberoende	незалежний	oberoende	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
незалежна	självständigt	незалежний	självständig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
незалежна	fristående	незалежний	fristående	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
впав	föll	впасти	föll	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
впав	trillade	впасти	trilla	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
впав	ramlade	впасти	ramla	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
шведська	svenskt	шведський	svensk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
онук	barnbarnet	онук	barnbarn	N;ANIM;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
онук	sonson	онук	sonson	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
точність	noggrannhet	точність	noggrannhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	precision	точність	precision	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	bråkdel	точність	bråkdel	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	fraktionen	точність	fraktion	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
точність	fraktion	точність	fraktion	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	noggrannhet	точність	noggrannhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	exakthet	точність	exakthet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	riktighet	точність	riktighet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
точність	precision	точність	precision	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
зникає	försvinner	зникати	försvinna	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
вірмени	armenier	вірмен	armeni	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сприяти	underlätta	сприяти	underlätta	V;IPFV;NFIN	V;IMP;FIN;ACT
експерименти	experiment	експеримент	experiment	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
поглинання	anskaffning	поглинання	anskaffning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
поглинання	förvärv	поглинання	förvärv	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
поглинання	övertagande	поглинання	övertagande	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
поглинання	övertagandet	поглинання	övertagande	N;INAN;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
покажчик	förteckning	покажчик	förteckning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
покажчик	index	покажчик	index	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
давній	uråldrig	давній	uråldrig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
давній	forntida	давній	forntida	ADJ;NOM;MASC;SG	ADJ;NOM
спробувати	testa	спробувати	testa	V;PFV;NFIN	V;IMP;FIN;ACT
спробувати	prova	спробувати	prova	V;PFV;NFIN	V;IMP;FIN;ACT
спробувати	pröva	спробувати	pröva	V;PFV;NFIN	V;IMP;FIN;ACT
індійський	indisk	індійський	indisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
індійський	indiskt	індійський	indisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
вузли	likar	вузти	lika	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вузли	jämlikar	вузти	jämlik	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вузли	värdar	вузти	värda	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вузли	noder	вузти	noder	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вузли	knutpunkter	вузти	knutpunkt	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
організована	organiserat	організований	organiserad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
організована	organiserad	організований	organiserad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обкладинка	omslag	обкладинка	omslag	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
збирати	samlas	збирати	samla	V;IPFV;NFIN	V;IND;NFIN;PASS
збирати	samla	збирати	samla	V;IPFV;NFIN	V;IMP;FIN;ACT
збирати	samla	збирати	samla	V;IPFV;NFIN	V;IMP;FIN;ACT
бурі	stormar	буря	stor	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сірі	gråa	сіра	gråa	ADJ;NOM;PL	ADJ;NOM;PL
різниці	skillnad	різник	skillnad	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
різниці	skillnaden	різник	skillnad	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
розпочати	börja	розпочати	börja	V;PFV;NFIN	V;IMP;FIN;ACT
розпочати	startar	розпочати	starta	V;PFV;NFIN	V;IND;PRS;FIN;ACT
розпочати	starta	розпочати	starta	V;PFV;NFIN	V;IMP;NFIN;ACT
розпочати	initiera	розпочати	initiera	V;PFV;NFIN	V;IMP;FIN;ACT
розпочати	påbörja	розпочати	påbörja	V;PFV;NFIN	V;IMP;FIN;ACT
страх	fruktan	страх	fruktan	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
страх	skräck	страх	skräck	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
страх	rädsla	страх	rädsla	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
детектив	kriminalinspektör	детектив	kriminalinspektör	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
детектив	detektiv	детектив	detektiv	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
географічний	geografisk	географічний	geografisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
звільнити	torka	звільнити	torka	V;PFV;NFIN	V;IMP;FIN;ACT
словники	ordböcker	словник	ordböck	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
гине	avlider	гинати	avlida	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
орла	eagle	орлий	eagle	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
орла	örn	орлий	örn	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
орла	örnen	орлий	örn	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
класична	klassisk	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
класична	klassiskt	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
класична	klassisk	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
класична	klassiskt	класичний	klassisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
помирає	avlider	помирати	avlida	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
кроки	trappsteg	крок	trappsteg	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
поради	råd	порада	råd	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
поради	spetsar	порада	spetsa	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
живі	levande	живий	levande	ADJ;NOM;PL	ADJ;NOM;PRS;V.PTCP
лиман	liman	лиман	liman	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лиман	flodmynning	лиман	flodmynning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
винищувач	kämpe	винищувач	kämpe	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
винищувач	fighter	винищувач	fight	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
землеробства	odling	землеробство	odling	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
землеробства	jordbruk	землеробство	jordbruk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
землеробства	lantbruk	землеробство	lantbruk	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
тертя	friktion	тертя	friktion	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
накопичення	ansamling	накопичення	ansamling	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
осінь	hösten	осінь	höst	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
осінь	höst	осінь	höst	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
осінь	hösten	осінь	höst	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
осінь	fall	осінь	fall	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
осінь	höst	осінь	höst	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рекомендується	rekommenderas	рекомендуватися	rekommendera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;NFIN;PASS
душа	soul	душа	soul	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
душа	själ	душа	själ	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ефір	programföretaget	ефір	programföretag	N;INAN;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
алгоритми	algoritmer	алгоритм	algoritm	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
виклик	utmaningen	виклик	utmaning	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
виклик	challenge	виклик	challenge	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
виклик	utmaning	виклик	utmaning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
виклик	call	виклик	call	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
виклик	samtal	виклик	samtal	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
виклик	defiance	виклик	defiance	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
австралійський	australisk	австралійський	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
реформування	reformering	реформування	reformering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
реформування	reform	реформування	reform	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
вклад	bidrag	вклад	bidrag	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
мозок	hjärna	мозок	hjärna	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мозок	hjärnan	мозок	hjärna	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
мозок	brain	мозок	brain	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
