από	من	από	مِن	ADP	ADP
λύση	الحل	λύση	حَلّ	N;NOM;FEM;SG	N;NOM;DEF;SG
φυσικό	الطبيعية	φυσικός	طَبِيعِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
φυσικό	الطبيعي	φυσικός	طَبِيعِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
φυσικό	طبيعي	φυσικός	طَبِيعِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
φυσικό	طبيعية	φυσικός	طَبِيعِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
συνθέτης	الملحن	συνθέτης	مَلحَن	N;NOM;MASC;SG	N;NOM;DEF;SG
τρέχουσα	الحالي	τρέχων	حَالِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
κώδικα	شفرة	κώδικας	شَفرَة	N	N;NOM;INDF;SG
κώδικα	الكود	κώδικας	الكود	N	N;NOM;DEF;SG
κώδικα	رمز	κώδικας	رَمز	N	N;NOM;INDF;SG
κώδικα	الرمز	κώδικας	رَمز	N	N;NOM;DEF;SG
δήλωσε	اعلنت	δηλώνω	أَعلَن	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
ακαδημία	اكاديمية	ακαδημία	أَكَادِيمِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
κτίριο	البناء	κτίριο	بِنَاء	N;NOM;NEUT;SG	N;NOM;DEF;SG
κτίριο	المبنى	κτίριο	مَبنَى	N;NOM;NEUT;SG	N;NOM;DEF;SG
κτίριο	مبنى	κτίριο	مَبنَى	N;NOM;NEUT;SG	N;NOM;INDF;SG
κτίριο	البناية	κτίριο	بِنَايَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
προσωπικό	شخصية	προσωπικό	شَخصِيَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
επαρχίες	محافظات	επαρχία	مُحَافِظَة	N;NOM;FEM;PL	N;NOM;INDF;PL
επαρχίες	المحافظات	επαρχία	مُحَافِظَة	N;NOM;FEM;PL	N;NOM;DEF;PL
επαρχίες	المقاطعات	επαρχία	مُقَاطَعَة	N;NOM;FEM;PL	N;NOM;DEF;PL
παίκτης	مشغل	παίκτης	مُشَغِّل	N;NOM;MASC;SG	N;NOM;INDF;SG
παίκτης	اللاعب	παίκτης	لَاعِب	N;NOM;MASC;SG	N;NOM;DEF;SG
παίκτης	لاعب	παίκτης	لَاعِب	N;NOM;MASC;SG	N;NOM;INDF;SG
κοινωνική	اجتماعية	κοινωνικός	اِجتِمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
κοινωνική	الاجتماعية	κοινωνικός	اِجتِمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
κοινωνική	الاجتماعي	κοινωνικός	اِجتِمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
κοινωνική	اجتماعي	κοινωνικός	اِجتِمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
φεβρουάριο	فبراير	φεβρουάριο	فِبرَايِر	N	N;GEN;INDF;SG
φεβρουάριο	شباط	φεβρουάριο	شُبَاط	N	N;NOM;INDF;SG
μυθιστόρημα	رواية	μυθιστόρημα	رِوَايَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μυθιστόρημα	الخيال	μυθιστόρημα	خِيَال	N;NOM;NEUT;SG	N;NOM;DEF;SG
μυθιστόρημα	خيال	μυθιστόρημα	خيال	N;NOM;NEUT;SG	N;NOM;INDF;SG
αεροδρόμιο	مطار	αεροδρόμιο	مَطَار	N;NOM;NEUT;SG	N;NOM;INDF;SG
αεροδρόμιο	المطار	αεροδρόμιο	مَطَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
αμερικανική	امريكية	αμερικάνικος	أَمرِيكِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
αμερικανική	امريكي	αμερικάνικος	أَمرِيكِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
λεξικό	المعجم	λεξικός	مُعجِم	N;NOM;NEUT;SG	N;NOM;DEF;SG
λεξικό	قاموس	λεξικός	قَامُوس	N;NOM;NEUT;SG	N;NOM;INDF;SG
λεξικό	القاموس	λεξικός	قَامُوس	N;NOM;NEUT;SG	N;NOM;DEF;SG
πλειοψηφία	الاغلبية	πλειοψηφία	أَغلَبِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
πλειοψηφία	اغلبية	πλειοψηφία	أَغلَبِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
πλειοψηφία	الغالبية	πλειοψηφία	غَالِبِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
ζώα	حيوانات	ζώο	حيوانات	N;NOM;NEUT;PL	N;NOM;INDF;PL
ζώα	الحيوانات	ζώο	حَيَوَان	N;NOM;NEUT;PL	N;NOM;DEF;PL
ζώα	المواشي	ζώο	مَوشِي	N;NOM;NEUT;PL	N;NOM;DEF;PL
συμβόλαιο	تعاقد	συμβόλαιο	تَعَاقُد	N;NOM;NEUT;SG	N;NOM;INDF;SG
συμβόλαιο	التعاقد	συμβόλαιο	تَعَاقُد	N;NOM;NEUT;SG	N;NOM;DEF;SG
συμβόλαιο	العقد	συμβόλαιο	عَقد	N;NOM;NEUT;SG	N;NOM;DEF;SG
σενάριο	سيناريو	σενάριο	سِينَارِيُو	N;NOM;NEUT;SG	N;NOM;INDF;SG
σενάριο	سيناريو	σενάριο	سِينَارِيُو	N;NOM;NEUT;SG	N;NOM;INDF;SG
σενάριο	سيناريو	σενάριο	سِينَارِيُو	N;NOM;NEUT;SG	N;NOM;INDF;SG
σενάριο	نص	σενάριο	نَصّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
σενάριο	النص	σενάριο	نَصّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
μπλε	الازرق	μπλε	أَزرَق	N	N;NOM;DEF;SG
μπλε	زرقاء	μπλε	زَرِيق	N	N;NOM;INDF;PL
εργασίες	الوظائف	εργασία	وَظِيفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
εργασίες	وظائف	εργασία	وَظِيفَة	N;NOM;FEM;PL	N;NOM;INDF;PL
δήμαρχος	العمدة	δήμαρχος	العمدة	N;NOM;MASC;SG	N;NOM;DEF;SG
επίσημο	رسمي	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
επίσημο	الرسمي	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
επίσημο	رسمية	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
επίσημο	رسمي	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
επίσημο	الرسمي	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
επίσημο	رسمية	επίσημος	رَسمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
οικονομία	اقتصاد	οικονομία	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;INDF;SG
οικονομία	الاقتصاد	οικονομία	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
οικονομία	اقتصاد	οικονομία	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;INDF;SG
οικονομία	الاقتصاد	οικονομία	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
πλήρη	الكامل	πλήρης	كَامِل	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
πλήρη	كامل	πλήρης	كَامِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
πλήρη	كاملة	πλήρης	كَامِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
πλήρη	كامل	πλήρης	كَامِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
πλήρη	كاملة	πλήρης	كَامِل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
λεζάντα	الشرح	λεζάντα	شَرح	N;NOM;FEM;SG	N;NOM;DEF;SG
προϊόντα	منتجات	προϊόν	مُنتَج	N;NOM;NEUT;PL	N;NOM;INDF;PL
προϊόντα	المنتجات	προϊόν	مُنتَج	N;NOM;NEUT;PL	N;NOM;DEF;PL
σημειώσεις	الملاحظات	σημείωση	مُلَاحَظَة	N;NOM;FEM;PL	N;NOM;DEF;PL
σημειώσεις	ملاحظات	σημείωση	مُلَاحَظَة	N;NOM;FEM;PL	N;NOM;INDF;PL
καλλιτέχνες	للفنانين	καλλιτέχνα	لِ	N;NOM;MASC;PL	N;NOM;DEF;PL
καλλιτέχνες	الفنانين	καλλιτέχνα	فَنَّان	N;NOM;MASC;PL	N;NOM;DEF;PL
ισχύει	ينطبق	ισχύω	اِنطَبَق	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ισχύει	يسري	ισχύω	يسري	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
οδηγεί	يقود	οδηγώ	قَاد	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
πλήθος	الحشد	πλήθος	حَشد	N;NOM;NEUT;SG	N;NOM;DEF;SG
πλήθος	جمهور	πλήθος	جُمهُور	N;NOM;NEUT;SG	N;NOM;INDF;SG
πλήθος	حشد	πλήθος	حَشد	N;NOM;NEUT;SG	N;NOM;INDF;SG
μάζα	الكتلة	μάζα	كُتلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
μάζα	كتلة	μάζα	كُتلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
μάζα	قداس	μάζα	قداس	N;NOM;FEM;SG	N;NOM;INDF;SG
μάζα	القداس	μάζα	قِدَاس	N;NOM;FEM;SG	N;NOM;DEF;SG
ειρήνη	سلام	ειρήνη	سَلَام	N;NOM;FEM;SG	N;NOM;INDF;SG
ειρήνη	السلام	ειρήνη	سَلَام	N;NOM;FEM;SG	N;NOM;DEF;SG
οικογένειες	العائلات	οικογένεια	عَائِلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
οικογένειες	الاسر	οικογένεια	أُسرَة	N;NOM;FEM;PL	N;NOM;DEF;PL
οικογένειες	العوائل	οικογένεια	عَائِلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
οικογένειες	عائلات	οικογένεια	عَائِلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
γάμο	الزواج	γάμος	زَوَاج	N;NOM;NEUT;SG	N;NOM;DEF;SG
γάμο	زواج	γάμος	زَوَاج	N;NOM;NEUT;SG	N;NOM;INDF;SG
γάμο	العرس	γάμος	عَرس	N;NOM;NEUT;SG	N;NOM;DEF;SG
γάμο	زفاف	γάμος	زِفَاف	N;NOM;NEUT;SG	N;NOM;INDF;SG
γάμο	عرس	γάμος	عَرس	N;NOM;NEUT;SG	N;NOM;INDF;SG
γάμο	زواج	γάμος	زَوَاج	N;NOM;NEUT;SG	N;NOM;INDF;SG
θρησκεία	الدين	θρησκεία	دِين	N;NOM;FEM;SG	N;NOM;DEF;SG
θρησκεία	ديانة	θρησκεία	دِيَانَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θρησκεία	الديانة	θρησκεία	دِيَانَة	N;NOM;FEM;SG	N;NOM;DEF;SG
επιτρέπει	تسمح	επιτρέπω	سَمَح	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
επιτρέπει	يسمح	επιτρέπω	سَمَح	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
παρέχει	توفر	παρέχω	وَفَّر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
παρέχει	يوفر	παρέχω	وَفَّر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
παρέχει	يزود	παρέχω	زَاد	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ζήτησε	سالت	ζητώ	سَال	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
σοβιετική	السوفييتية	σοβιετικός	سُوفيِيتِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
σοβιετική	السوفياتي	σοβιετικός	سُوفيَاتِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
αντιδράσεις	التفاعلات	αντίδραση	تَفَاعُل	N;NOM;FEM;PL	N;NOM;DEF;PL
βασικό	اساسي	βασικός	أَسَاسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
βασικό	اساسية	βασικός	أَسَاسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
βασικό	الاساسية	βασικός	أَسَاسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
προσπάθειες	المحاولات	προσπάθεια	مُحَاوَلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
προσπάθειες	محاولات	προσπάθεια	مُحَاوَلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
προσπάθειες	الجهود	προσπάθεια	جَهد	N;NOM;FEM;PL	N;NOM;DEF;PL
κρίση	الحكم	κρίση	حُكم	N;NOM;FEM;SG	N;NOM;DEF;SG
κρίση	الازمة	κρίση	أَزمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
κρίση	ازمة	κρίση	أَزمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
περιγραφή	الوصف	περιγραφή	وَصف	N;NOM;FEM;SG	N;NOM;DEF;SG
πύλη	البوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
πύλη	بوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
πύλη	البوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
πύλη	بوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
πύλη	البوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
πύλη	بوابة	πύλη	بَوَّابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ανακοίνωσε	اعلن	ανακοινώνω	أَعلَن	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
ανακοίνωσε	اعلن	ανακοινώνω	أَعلَن	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
ανακοίνωσε	اعلنت	ανακοινώνω	أَعلَن	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
μήνυμα	الرسالة	μήνυμα	رِسَالَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
μήνυμα	رسالة	μήνυμα	رِسَالَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
προκάλεσε	سببت	προκαλώ	سَبَب	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
μεγαλύτερος	اضخم	μεγάλος	ضَخم	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;INDF;MASC;SG
γεννημένος	ولدت	γεννημένος	وَلَد	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
μοναστήρι	الدير	μοναστήρι	دَير	N;NOM;NEUT;SG	N;NOM;DEF;SG
δραστηριότητες	النشاطات	δραστηριότητα	نَشَاط	N;NOM;FEM;PL	N;NOM;DEF;PL
δραστηριότητες	انشطة	δραστηριότητα	نَشَاط	N;NOM;FEM;PL	N;NOM;INDF;PL
γραμματέας	سكرتيرة	γραμματέας	سِكرِتِيرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
γραμματέας	الامين	γραμματέας	أَمِين	N;NOM;MASC;SG	N;NOM;DEF;SG
γραμματέας	سكرتير	γραμματέας	سِكرِتِير	N;NOM;MASC;SG	N;NOM;INDF;SG
γραμματέας	السكرتير	γραμματέας	سِكرِتِير	N;NOM;MASC;SG	N;NOM;DEF;SG
ελευθερία	حرية	ελευθερία	حُرِّيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
ελευθερία	الحرية	ελευθερία	حُرِّيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
ταξίδι	سفر	ταξίδι	سَفَر	N;NOM;NEUT;SG	N;NOM;INDF;SG
ταξίδι	السفر	ταξίδι	سَفَر	N;NOM;NEUT;SG	N;NOM;DEF;SG
ταξίδι	الرحلة	ταξίδι	رِحلَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ταξίδι	رحلة	ταξίδι	رِحلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
ταξίδι	الرحلة	ταξίδι	رِحلَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ταξίδι	سفرة	ταξίδι	سِفرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
ταξίδι	رحلة	ταξίδι	رِحلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μοναδική	فريدة	μοναδικός	فَرِيد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ακτή	الساحل	ακτός	سَاحِل	N;NOM;FEM;SG	N;NOM;DEF;SG
μελέτες	الدراسات	μελέτα	دِرَاسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
μελέτες	دراسات	μελέτα	دِرَاسَة	N;NOM;FEM;PL	N;NOM;INDF;PL
χέρι	ذراع	χέρι	ذِرَاع	N;NOM;NEUT;SG	N;NOM;INDF;SG
χέρι	الذراع	χέρι	ذِرَاع	N;NOM;NEUT;SG	N;NOM;DEF;SG
χέρι	اليد	χέρι	يَد	N;NOM;NEUT;SG	N;NOM;DEF;SG
χέρι	يد	χέρι	يَد	N;NOM;NEUT;SG	N;NOM;INDF;SG
μέθοδος	طريقة	μέθοδος	طَرِيقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
μέθοδος	الطريقة	μέθοδος	طَرِيقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
μέθοδος	اسلوب	μέθοδος	أُسلُوب	N;NOM;FEM;SG	N;NOM;INDF;SG
μέθοδος	الاسلوب	μέθοδος	أُسلُوب	N;NOM;FEM;SG	N;NOM;DEF;SG
στρατεύματα	قوات	στράτευμα	قُوَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
στρατεύματα	القوات	στράτευμα	قُوَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
στούντιο	الاستديو	στούντιος	اِستَديُو	N;NOM;NEUT;SG	N;NOM;DEF;SG
στούντιο	استوديو	στούντιος	استوديو	N;NOM;NEUT;SG	N;NOM;INDF;SG
στούντιο	استديو	στούντιος	اِستَدَاو	N;NOM;NEUT;SG	N;NOM;INDF;SG
επιστημονική	علمية	επιστημονικός	عِلمِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
μέτωπο	واجهة	μέτωπο	وَاجِهَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μέτωπο	جبهة	μέτωπο	جَبهَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μέτωπο	الجبهة	μέτωπο	جَبهَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
μέτωπο	جبهة	μέτωπο	جَبهَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μέτωπο	الجبهة	μέτωπο	جَبهَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ουσία	مادة	ουσία	مَادَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
ρεύμα	التيار	ρεύμα	تَيَّار	N;NOM;NEUT;SG	N;NOM;DEF;SG
ρεύμα	تيار	ρεύμα	تَيَّار	N;NOM;NEUT;SG	N;NOM;INDF;SG
δίκαιο	القانون	δίκαιο	قَانُون	N;NOM;NEUT;SG	N;NOM;DEF;SG
δίκαιο	قانون	δίκαιο	قَانُون	N;NOM;NEUT;SG	N;NOM;INDF;SG
εταιρία	شركة	εταιρία	شَرِكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
εταιρία	الشركة	εταιρία	شَرِكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εταιρία	رفقة	εταιρία	رِفقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
ναυτικό	بحرية	ναυτικός	بَحرِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ανεξαρτησία	استقلال	ανεξαρτησία	اِستِقلَال	N;NOM;FEM;SG	N;NOM;INDF;SG
ανεξαρτησία	الاستقلال	ανεξαρτησία	اِستِقلَال	N;NOM;FEM;SG	N;NOM;DEF;SG
επιστήμη	العلم	επιστήμα	عِلم	N;NOM;FEM;SG	N;NOM;DEF;SG
θεραπεία	علاج	θεραπείο	عِلَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
θεραπεία	العلاج	θεραπείο	عِلَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
θεραπεία	علاج	θεραπείο	عِلَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
θεραπεία	معاملة	θεραπείο	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θεραπεία	معالجة	θεραπείο	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θεραπεία	العلاج	θεραπείο	عِلَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
θεραπεία	المعاملة	θεραπείο	مُعَامَلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
θεραπεία	علاج	θεραπείο	عِلَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
θεραπεία	المعالجة	θεραπείο	مُعَالَجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
θεραπεία	تعامل	θεραπείο	تَعَامُل	N;NOM;FEM;SG	N;NOM;INDF;SG
μόνος	وحيدة	μόνος	وَحِيد	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
στάση	موقف	στάση	مَوقِف	N;NOM;FEM;SG	N;NOM;INDF;SG
στάση	السلوك	στάση	سُلُوك	N;NOM;FEM;SG	N;NOM;DEF;SG
στάση	سلوك	στάση	سُلُوك	N;NOM;FEM;SG	N;NOM;INDF;SG
στάση	الموقف	στάση	مَوقِف	N;NOM;FEM;SG	N;NOM;DEF;SG
χάρτης	خارطة	χάρτης	خَارِطَة	N;NOM;MASC;SG	N;NOM;INDF;SG
χάρτης	الخريطة	χάρτης	خَرِيطَة	N;NOM;MASC;SG	N;NOM;DEF;SG
χάρτης	خريطة	χάρτης	خَرِيطَة	N;NOM;MASC;SG	N;NOM;INDF;SG
μοντέλα	النماذج	μοντέλα	نَمَاذَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
μοντέλα	نماذج	μοντέλα	نَمُوذَج	N;NOM;NEUT;PL	N;NOM;INDF;PL
μοντέλα	الموديلات	μοντέλα	مُودِيلَات	N;NOM;NEUT;PL	N;NOM;DEF;PL
σχόλιο	التعليق	σχόλιο	تَعلِيق	N;NOM;NEUT;SG	N;NOM;DEF;SG
σχόλιο	تعليق	σχόλιο	تَعلِيق	N;NOM;NEUT;SG	N;NOM;INDF;SG
μόνη	وحيدة	μόνος	وَحِيد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
απελευθέρωση	الافراج	απελευθέρωση	إِفرَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
απελευθέρωση	التحرر	απελευθέρωση	تَحَرُّر	N;NOM;FEM;SG	N;NOM;DEF;SG
απελευθέρωση	التحرير	απελευθέρωση	تَحرِير	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	الاثر	σύγκρουση	أَثَر	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	تاثير	σύγκρουση	تَأثِير	N;NOM;FEM;SG	N;NOM;INDF;SG
σύγκρουση	التاثير	σύγκρουση	تَاثِير	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	الاصطدام	σύγκρουση	اِصطِدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	اصطدام	σύγκρουση	اِصطِدَام	N;NOM;FEM;SG	N;NOM;INDF;SG
σύγκρουση	الاصطدام	σύγκρουση	اِصطِدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	تصادم	σύγκρουση	تَصَادَم	N;NOM;FEM;SG	N;NOM;INDF;SG
σύγκρουση	نزاع	σύγκρουση	نِزَاع	N;NOM;FEM;SG	N;NOM;INDF;SG
σύγκρουση	الصراع	σύγκρουση	صِرَاع	N;NOM;FEM;SG	N;NOM;DEF;SG
σύγκρουση	صراع	σύγκρουση	صِرَاع	N;NOM;FEM;SG	N;NOM;INDF;SG
σύγκρουση	النزاع	σύγκρουση	نِزَاع	N;NOM;FEM;SG	N;NOM;DEF;SG
μαθητές	طلاب	μαθητής	طَالِب	N;NOM;MASC;PL	N;NOM;INDF;PL
μαθητές	التلاميذ	μαθητής	تِلمِيذ	N;NOM;MASC;PL	N;NOM;DEF;PL
μαθητές	الطلاب	μαθητής	طَالِب	N;NOM;MASC;PL	N;NOM;DEF;PL
μαθητές	طلبة	μαθητής	طَالِب	N;NOM;MASC;PL	N;NOM;INDF;PL
μαθητές	الطلبة	μαθητής	طَالِب	N;NOM;MASC;PL	N;NOM;DEF;PL
μαθητές	التلاميذ	μαθητής	تِلمِيذ	N;NOM;MASC;PL	N;NOM;DEF;PL
μαθητές	تلاميذ	μαθητής	تِلمِيذ	N;NOM;MASC;PL	N;NOM;INDF;PL
σούπερ	السوبر	σούπερ	سُوبِر	N;FEM;SG	N;NOM;DEF;SG
τραγουδιστής	مغني	τραγουδιστής	مَغِين	N;NOM;MASC;SG	N;NOM;INDF;SG
τραγουδιστής	المغني	τραγουδιστής	مَغَنِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
παίζει	يلعب	παίζω	لَعِب	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
παίζει	يلعب	παίζω	لَعِب	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
θεός	اللهم	θεός	لُهِمّ	N;NOM;MASC;SG	N;NOM;DEF;SG
θεός	الله	θεός	اَللّٰه	N;NOM;MASC;SG	N;NOM;DEF;SG
ινστιτούτο	المعهد	ινστιτούτο	مَعهَد	N;NOM;NEUT;SG	N;NOM;DEF;SG
ινστιτούτο	معهد	ινστιτούτο	مَعهَد	N;NOM;NEUT;SG	N;NOM;INDF;SG
τάση	اتجاه	τάση	اِتِّجَاه	N;NOM;FEM;SG	N;NOM;INDF;SG
τάση	الاتجاه	τάση	اِتِّجَاه	N;NOM;FEM;SG	N;NOM;DEF;SG
τάση	الجهد	τάση	جَهد	N;NOM;FEM;SG	N;NOM;DEF;SG
τάση	جهد	τάση	جَهد	N;NOM;FEM;SG	N;NOM;INDF;SG
ειδική	الخاص	ειδικός	خَاصّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ειδική	خاص	ειδικός	خَاصّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ειδική	مميز	ειδικός	مُمَيَّز	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
παίρνει	ياخذ	παίρνω	أَخَذ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
