त्रिज्या	radius	त्रिज्या	radius	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सदिश	vektor	सदिश	vektor	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्थगित	udsatte	स्थगित	udsat	ADJ	ADJ;PL
गिरोह	slænget	गिरोह	slænge	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
गिरोह	banden	गिरोह	band	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
गिरोह	bande	गिरोह	bande	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
दायित्वों	pligter	दायित्व	pligt	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
दायित्वों	forpligtelser	दायित्व	forpligtelse	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
मर्यादा	værdighed	मर्यादा	værdighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शर्ट	trøjen	शर्ट	trøj	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
शर्ट	trøje	शर्ट	trøje	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शर्ट	skjorte	शर्ट	skjort	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शर्ट	bluse	शर्ट	bluse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
शर्ट	shirt	शर्ट	shirt	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
शर्ट	shirts	शर्ट	shirts	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
न्यायाधीशों	dommere	न्यायाधीश	dommer	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
न्यायाधीशों	dommerne	न्यायाधीश	dom	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
सेंसर	sensor	सेंसर	sensor	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सेंसर	sensoren	सेंसर	sensor	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
स्टैंड	stand	स्टैंड	stand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्टैंड	støtteben	स्टैंड	støtteb	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बहुवचन	flertal	बहुवचन	flertal	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
एकाधिकार	monopolet	एकाधिकार	monopol	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
एकाधिकार	monopol	एकाधिकार	monopol	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
एकाधिकार	matador	एकाधिकार	matador	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
विनाशकारी	katastrofalt	विनाशकारी	katastrofalt	ADJ	ADJ;INDF;NEUT;SG
विनाशकारी	katastrofale	विनाशकारी	katastrofal	ADJ	ADJ;PL
विनाशकारी	katastrofal	विनाशकारी	katastrofal	ADJ	ADJ;INDF;MASC+FEM;SG
विनाशकारी	ødelæggende	विनाशकारी	ødelæggende	ADJ	ADJ
शुभारंभ	opsendelse	शुभारंभ	opsendelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शुभारंभ	igangsætning	शुभारंभ	igangsætning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शुभारंभ	lancering	शुभारंभ	lancering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शुभारंभ	udsætning	शुभारंभ	udsætning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शुभारंभ	iværksættelse	शुभारंभ	iværksættelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जादूगर	guiden	जादूगर	guid	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
जादूगर	troldmanden	जादूगर	troldmand	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
जादूगर	troldmand	जादूगर	troldmand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जादूगर	guide	जादूगर	guide	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जादूगर	tryllekunstner	जादूगर	tryllekunstner	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रतिमान	mønsteret	प्रतिमान	mønstere	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
प्रतिमान	mønster	प्रतिमान	mønster	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्रतिमान	paradigme	प्रतिमान	paradig	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
अमोनिया	ammoniak	अमोनिया	ammoniak	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्रतिबद्धता	tilsagn	प्रतिबद्धता	tilsagn	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
प्रतिबद्धता	engagement	प्रतिबद्धता	engagement	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
प्रतिबद्धता	forpligtelse	प्रतिबद्धता	forpligtelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
विधायिका	valgperiode	विधायिका	valgperiode	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कॉफ़ी	kaffen	कॉफ़ी	kaffe	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
कॉफ़ी	kaffe	कॉफ़ी	kaffe	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
किराए	leje	किराया	leje	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
किराए	husleje	किराया	husleje	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
न्यायालयों	retter	न्यायालय	ret	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
न्यायालयों	domstolene	न्यायालय	domstol	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
न्यायालयों	domstole	न्यायालय	domstol	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
मांसपेशी	muskel	मांसपेशी	muskel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मांसपेशी	musklen	मांसपेशी	muskel	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
तूफ़ान	stormvejr	तूफ़ान	stormvejr	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
तूफ़ान	uvejr	तूफ़ान	uvejr	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
तूफ़ान	tyfon	तूफ़ान	tyfon	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
तूफ़ान	stormen	तूफ़ान	stor	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
तूफ़ान	stormvejr	तूफ़ान	stormvejr	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
तूफ़ान	storm	तूफ़ान	storm	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
तूफ़ान	uvejr	तूफ़ान	uvejr	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कड़ा	stram	कड़ा	stram	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
कड़ा	svært	कड़ा	svær	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
कड़ा	hård	कड़ा	hård	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
कड़ा	hårdt	कड़ा	hård	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
कड़ा	svær	कड़ा	svær	ADJ;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
पड़ाव	milepæl	पड़ाव	milepæl	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एंजाइम	enzym	एंजाइम	enzym	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
एंजाइम	enzymet	एंजाइम	enzym	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
कॉमर्स	commerce	कॉमर्स	commerce	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कॉमर्स	handel	कॉमर्स	handel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कॉमर्स	handelen	कॉमर्स	handel	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
जीप	jeep	जीप	jeep	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	bedstemor	दादी	bedstemor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	farmor	दादी	farmor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	mormor	दादी	mormor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	bedstemor	दादी	bedstemor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	farmor	दादी	farmor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दादी	mormor	दादी	mormor	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कमिश्नर	kommissær	कमिश्नर	kommissær	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पहाड़ियाँ	bakkerne	पहाड़ी	bakke	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
गंधक	svovl	गंधक	svovl	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
गंधक	svovl	गंधक	svovl	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
षड्यंत्र	komplot	षड्यंत्र	komplot	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
षड्यंत्र	sammensværgelse	षड्यंत्र	sammensværgelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
षड्यंत्र	konspiration	षड्यंत्र	konspiration	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रीडर	læseren	रीडर	læser	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
प्रशिक्षक	træner	प्रशिक्षक	træne	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रशिक्षक	instruktør	प्रशिक्षक	instruktør	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नास्तिक	ateisme	नास्तिक	ateisme	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नास्तिक	ateist	नास्तिक	ateist	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जासूसी	spionage	जासूसी	spionag	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फसलें	kulturer	फसल	kultur	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
फसलें	afgrøder	फसल	afgrøde	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
डायोड	diode	डायोड	diode	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आत्मसमर्पण	overgivelse	आत्मसमर्पण	overgivelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एथलेटिक्स	atletik	एथलेटिक्स	atletik	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
तैराकी	svømning	तैराकी	svømning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चिट्ठा	blog	चिट्ठा	blog	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चिट्ठा	blogger	चिट्ठा	blogge	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चिट्ठा	bloggen	चिट्ठा	blog	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
ठंड	kulde	ठंड	kulde	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दरार	revne	दरार	revne	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दरार	sprække	दरार	sprække	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
दरार	knæk	दरार	knæk	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
दार्शनिकों	filosoffer	दार्शनिक	filosof	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
संवेदना	medfølelse	संवेदना	medfølelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सॉफ़्टवेयर	softwaren	सॉफ़्टवेयर	softwar	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सॉफ़्टवेयर	programmel	सॉफ़्टवेयर	programmel	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
सॉफ़्टवेयर	software	सॉफ़्टवेयर	softwar	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परवाह	omsorg	परवाह	omsorg	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
परवाह	pleje	परवाह	pleje	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
परवाह	pasning	परवाह	pasning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
परवाह	care	परवाह	care	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बमबारी	bombardement	बमबारी	bombardement	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बमबारी	bombe	बमबारी	bombe	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बमबारी	bomben	बमबारी	bombe	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
कीड़े	ormene	कीड़ा	orm	N;NOM;MASC;PL;3	N;DEF;NEUT;PL
कीड़े	orme	कीड़ा	orme	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;PL
ग्रीनहाउस	drivhus	ग्रीनहाउस	drivhus	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
ग्रीनहाउस	drivhuset	ग्रीनहाउस	drivhus	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
कैम्प	lejren	कैम्प	lejr	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कैम्प	lejr	कैम्प	lejr	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
किस्में	tråde	कौन्म	tråde	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
किस्में	sorter	कौन्म	sort	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
विषाक्तता	forgiftning	विषाक्तता	forgiftning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सम्मेलनों	konferencerne	सम्मेलन	konference	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
सम्मेलनों	konferencer	सम्मेलन	konference	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
चिंतित	ivrig	चिंतित	ivrig	ADJ	ADJ;INDF;MASC+FEM;SG
चिंतित	ængstelig	चिंतित	ængstelig	ADJ	ADJ;INDF;MASC+FEM;SG
चिंतित	ængstelige	चिंतित	ængstelig	ADJ	ADJ;PL
चिंतित	urolig	चिंतित	urolig	ADJ	ADJ;INDF;MASC+FEM;SG
स्टारबक्स	starbucks	स्टारबक्स	starbucks	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
असुरक्षित	usikre	असुरक्षित	usikre	ADJ;NOM	ADJ;PL
असुरक्षित	usikkert	असुरक्षित	usikker	ADJ;NOM	ADJ;INDF;NEUT;SG
असुरक्षित	utryg	असुरक्षित	utryg	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
असुरक्षित	usikker	असुरक्षित	usikker	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
असुरक्षित	usikre	असुरक्षित	usikre	ADJ;NOM	ADJ;PL
असुरक्षित	usikkert	असुरक्षित	usikker	ADJ;NOM	ADJ;INDF;NEUT;SG
असुरक्षित	usikker	असुरक्षित	usikker	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
शहद	skat	शहद	skat	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शहद	honning	शहद	honning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ऑपरेटर	operatør	ऑपरेटर	operatør	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ऑपरेटर	operatøren	ऑपरेटर	operatør	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
ऑपरेटर	driftsleder	ऑपरेटर	driftsleder	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रेसीडेंसी	formandskabet	प्रेसीडेंसी	formandskab	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
प्रेसीडेंसी	formandskab	प्रेसीडेंसी	formandskab	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
नारा	slogan	नारा	slogan	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
नारा	sloganet	नारा	slogan	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
चढ़	ruster	चढ	ruste	V;ACT	V;IND;PRS;FIN;ACT
सेक्टर	sektor	सेक्टर	sektor	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सेक्टर	sektoren	सेक्टर	sektor	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
बैठकों	samlinger	बैठक	samling	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
बैठकों	retsmøder	बैठक	retsmøde	N;ACC;FEM;PL;3	N;INDF;NEUT;PL
भट्ठी	ovn	भट्ठी	ovn	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कारें	biler	कार	bil	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
विकलांगता	handicap	विकलांगता	handicap	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
विकलांगता	invaliditet	विकलांगता	invaliditet	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
धर्मशास्त्र	teologi	धर्मशास्त्र	teologi	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सीखा	lærte	सीख	lære	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
सीखा	lært	सीख	lære	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
एक्यूपंक्चर	akupunktur	एक्यूपंक्चर	akupunktur	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्लूटो	pluto	प्लूटो	pluto	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
थोक	engros	थोक	engros	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
थोक	engrossalg	थोक	engrossalg	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कामयाबी	succes	कामयाबी	succes	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
प्रोटोटाइप	prototypen	प्रोटोटाइप	prototyp	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
प्रोटोटाइप	prototype	प्रोटोटाइप	prototype	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
दुग्ध	mejeri	दुग्ध	mejeri	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
दुग्ध	malkekvæg	दुग्ध	malkekvæg	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
भयभीत	bange	भयभीत	bange	ADJ	ADJ
भयभीत	bange	भयभीत	bange	ADJ	ADJ
वसूली	genopretning	वसूली	genopretning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वसूली	inddrivelse	वसूली	inddrivelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वसूली	tilbagebetaling	वसूली	tilbagebetaling	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
डिप्लोमा	eksamensbevis	डिप्लोमा	eksamensbevis	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
डिप्लोमा	diplom	डिप्लोमा	diplom	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पॉइंट	point	पॉइंट	point	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पॉइंट	punkt	पॉइंट	punkt	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पॉइंट	point	पॉइंट	point	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
त्वरण	acceleration	त्वरण	acceleration	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्केल	målestok	स्केल	målestok	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
साम्राज्यवाद	imperialisme	साम्राज्यवाद	imperialisme	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
वैधता	lovlighed	वैधता	lovlighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वैधता	lovligheden	वैधता	lovlighed	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
वैधता	gyldighed	वैधता	gyldighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सीना	cena	सीना	cena	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मिथक	myte	मिथक	myte	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मिथक	myten	मिथक	myte	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
श्रृंगार	sminke	श्रृंगार	sminke	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
श्रृंगार	makeup	श्रृंगार	makeup	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रावधानों	hensættelser	प्रावधान	hensættelse	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
प्रावधानों	bestemmelser	प्रावधान	bestemmelse	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
नतीजा	nedfald	नतीजा	nedfald	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
अर्ल	jarl	अर्ल	jarl	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
निर्देशिका	mappe	निर्देशिका	mappe	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
निर्देशिका	mappen	निर्देशिका	map	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
निर्देशिका	indeks	निर्देशिका	indeks	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बेरोजगारी	arbejdsløsheden	बेरोजगारी	arbejdsløshed	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
बेरोजगारी	arbejdsløshed	बेरोजगारी	arbejdsløshed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बेरोजगारी	ledighed	बेरोजगारी	ledighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
लत	afhængighed	लत	afhængighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
जुर्माना	bøde	जुर्माना	bøde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पूर्णता	udfyldelse	पूर्णता	udfyldelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पूर्णता	afslutning	पूर्णता	afslutning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पूर्णता	færdiggørelse	पूर्णता	færdiggørelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पूर्णता	fuldførelse	पूर्णता	fuldførelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पूर्णता	perfektion	पूर्णता	perfektion	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मार्केटिंग	marketing	मार्केटिंग	marketing	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मार्केटिंग	markedsføring	मार्केटिंग	markedsføring	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मार्केटिंग	afsætning	मार्केटिंग	afsætning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पीड़ितों	ofre	पीड़ित	offer	N;ACC;MASC;PL;3	N;INDF;NEUT;PL
पीड़ितों	ofrene	पीड़ित	offer	N;ACC;MASC;PL;3	N;DEF;NEUT;PL
शक्तियां	kræfter	शक्ति	kraft	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
शक्तियां	beføjelser	शक्ति	beføjelse	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
शक्तियां	styrkerne	शक्ति	styrke	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
शक्तियां	styrker	शक्ति	styrke	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
शक्तियां	kræfter	शक्ति	kraft	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
बादलों	skyerne	बादल	sky	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
बादलों	skyer	बादल	sky	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
चीता	gepard	चीत	gepard	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चीता	leopard	चीत	leopard	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रतिभाशाली	geni	प्रतिभाशाली	geni	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्रतिभाशाली	genialitet	प्रतिभाशाली	genialitet	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रतिभाशाली	talent	प्रतिभाशाली	talent	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पनीर	cheese	पनीर	cheese	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पनीर	ost	पनीर	ost	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नियोक्ता	arbejdsgiveren	नियोक्ता	arbejdsgiver	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
नियोक्ता	arbejdsgiver	नियोक्ता	arbejdsgive	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नियोक्ता	arbejdsgiveren	नियोक्ता	arbejdsgiver	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
पश्तो	pashto	पश्तो	pashto	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
नाड़ी	pulsen	नाड़ी	puls	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
नाड़ी	impuls	नाड़ी	impuls	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
नाड़ी	puls	नाड़ी	puls	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
स्पीकर	højtaler	स्पीकर	højtale	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्पीकर	højttaler	स्पीकर	højttale	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गैसें	gasser	गैस	gasse	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
गैसें	luftarter	गैस	luftart	N;NOM;FEM;PL;3	N;INDF;NEUT;PL
सहभागिता	engagement	सहभागिता	engagement	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
सहभागिता	interaktion	सहभागिता	interaktion	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सहभागिता	forlovelse	सहभागिता	forlovelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सहभागिता	vekselvirkning	सहभागिता	vekselvirkning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सहभागिता	interaktion	सहभागिता	interaktion	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सहभागिता	samspil	सहभागिता	samspil	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
गतिविधियाँ	aktiviteterne	गतिविधि	aktivitet	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
गतिविधियाँ	aktiviteter	गतिविधि	aktivitet	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
ब्राउजर	browseren	ब्राउजर	browser	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
ब्राउजर	browser	ब्राउजर	browse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गुदा	anus	गुदा	anus	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
गुदा	analsex	गुदा	analsex	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
टीकाकरण	vaccination	टीकाकरण	vaccination	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
टीकाकरण	vaccinationen	टीकाकरण	vaccination	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
मूर्तिकला	skulptur	मूर्तिकला	skulptur	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
किरणें	stråler	किरण	stråle	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
वैश्वीकरण	internationalisering	वैश्वीकरण	internationalisering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
वैश्वीकरण	globalisering	वैश्वीकरण	globalisering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
वैश्वीकरण	globaliseringen	वैश्वीकरण	globalisering	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
