tudi	بھی	tudi	بھی	PART	PART
prisotnost	موجودگی	prisotnost	موجودگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
band	پٹی	band	پٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
plošča	طشتری	plošča	طشتری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	وراثت	kri	وراثت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	تعلق	kri	تعلق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	خون	kri	خون	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	جذبہ	kri	جذبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	نسل	kri	نسل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kri	رشتہ	kri	رشتہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	حکمت	filozofija	حکمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	بردباری	filozofija	بردباری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	تحمل	filozofija	تحمل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	حکمت	filozofija	حکمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	بردباری	filozofija	بردباری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofija	تحمل	filozofija	تحمل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ureditev	ہدایت	ureditev	ہدایت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ureditev	انعقاد	ureditev	انعقاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ureditev	تنظیم	ureditev	تنظیم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ureditev	ترتیب	ureditev	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ureditev	انعقاد	ureditev	انعقاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zaposlen	مشغول	zaposlen	مشغول	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
stotnik	سربراہ	stotnik	سربراہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stotnik	کپتان	stotnik	کپتان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stotnik	سربراہ	stotnik	سربراہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pristop	رسائی	pristop	رسائی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
proga	آدمی	proga	آدمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
proga	ٹینک	proga	ٹینک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kompleks	عمارت	kompleks	عمارت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kompleks	عمارت	kompleks	عمارت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
odziv	اُتار	odziv	اُتار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
boljše	پسندیدہ	dober	پسندیدہ	ADJ;NOM;CMPR;NEUT;SG	ADJ
soli	نشتریت	sol	نشتریت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
soli	نشتریت	sol	نشتریت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
soli	شور	sol	شور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sekretar	معتمد	sekretar	معتمد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
guverner	آجر	guverner	آجر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
guverner	آجر	guverner	آجر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
podoba	خاکہ	podoba	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
izvajanje	تعمیل	izvajanje	تعمیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
izvajanje	تکمیل	izvajanje	تکمیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sestavljeno	مخلوط	sestavljen	مخلوط	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
sestavljeno	مخلوط.	sestavljen	مخلوط.	ADJ;NOM;NEUT;SG;V.PTCP	ADJ
združenje	تنظیم.	združenje	تنظیم.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
združenje	جمعیت	združenje	جمعیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
združenje	تنظیم.	združenje	تنظیم.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
združenje	جمعیت	združenje	جمعیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
združenje	رفاقت	združenje	رفاقت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bel	معصوم	bel	معصوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bel	معصوم	bel	معصوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
množice	ناظرین	množica	ناظر	N;NOM;FEM;PL	N;NOM;MASC;PL;3
množice	ناظرین	množica	ناظر	N;NOM;FEM;PL	N;NOM;MASC;PL;3
simulacija	نقل	simulacija	نقل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
naredi	دیکھنا	narediti	دیکھ	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
naredi	بچارنا	narediti	بچار	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
naredi	پکانا	narediti	پکانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
naredi	بخشنا	narediti	بخشنا	V;PFV;IND;SG;3;PRS;FIN	V;SG;ACT
naredi	سنوارنا	narediti	سنوار	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
naredi	کارروائی.	narediti	کارروائی.	V;PFV;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
naredi	دیکھنا	narediti	دیکھ	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
naredi	بچارنا	narediti	بچار	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
naredi	پکانا	narediti	پکانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
naredi	بخشنا	narediti	بخشنا	V;PFV;IND;SG;3;PRS;FIN	V;SG;ACT
naredi	کرنا	narediti	کر	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
naredi	سنوارنا	narediti	سنوار	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
naredi	کارروائی.	narediti	کارروائی.	V;PFV;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
naredi	پکانا	narediti	پکانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
naredi	سمجھنا	narediti	سمجھ	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
naredi	پکانا	narediti	پکانا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
naredi	سمجھنا	narediti	سمجھ	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
naredi	بنانا	narediti	بنا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
zanimivo	دلچسپ	zanimiv	دلچسپ	ADJ;NOM;NEUT;SG	ADJ
zanimivo	پُرکشش	zanimiv	پُرکشش	ADJ;NOM;NEUT;SG	ADJ
partizan	طرفدار.	partizan	طرفدار.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
peto	ذلیل	peti	ذلیل	ADJ;ACC;NEUT;SG	ADJ
peto	پانچواں	peti	پانچواں	ADJ;ACC;NEUT;SG	ADJ
roj	ازدحام.	roj	ازدحام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
roj	ہجوم	roj	ہجوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grb	چوٹی	grb	چوٹی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
grb	پہاڑ	grb	پہاڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kupil	خریدنا	kupiti	خرید	V;PFV;MASC;SG;V.PTCP	V;SG;NFIN;ACT
ples	رقص	ples	رقص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisec	کلرک	pisec	کلرک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisec	کاتب	pisec	کاتب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisec	ادیب	pisec	ادیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisec	کلرک	pisec	کلرک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisec	کاتب	pisec	کاتب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zoper	خلاف	zoper	خلاف	ADP;ACC	ADP
zastava	پرچم	zastava	پرچم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osnova	نیچ	osnova	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osnova	مادّہ	osnova	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osnova	نیچ	osnova	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osnova	مادّہ	osnova	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
house	گھرکا	hous	گھرکا		
house	گھرکا	hous	گھرکا		
zaporedje	سلسلہ	zaporedje	سلسلہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaporedje	تسلسل	zaporedje	تسلسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
urad	مہربانی	urad	مہربانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urad	عہدہ	urad	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urad	مہربانی	urad	مہربانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urad	دفتر	urad	دفتر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urad	عہدہ	urad	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
eagle	عقاب	eagel	عقاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tveganje	خطرہ	tveganje	خطرہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dogaja	وقوعہ	dogajati	وقوعہ	V;IPFV;IND;SG;3;PRS;FIN	V;ACT
dogaja	وقوعہ	dogajati	وقوعہ	V;IPFV;IND;SG;3;PRS;FIN	V;ACT
zgodnji	مقررہ	zgodnji	مقررہ	ADJ;NOM;DEF;MASC;SG	ADJ
drži	پانا	držati	پانا	V;IPFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
drži	ماننا.	držati	ماننا.	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
drži	پانا	držati	پانا	V;IPFV;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
drži	ماننا.	držati	ماننا.	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
drži	سنبھالنا	držati	سنبھال	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
britansko	برطانوی	britanski	برطانوی	ADJ;NOM;NEUT;SG	ADJ
razumevanje	مفاہمت	razumevanje	مفاہمت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
razumevanje	معاہدہ	razumevanje	معاہدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
praksi	رواج	praksa	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praksi	معمول	praksa	معمول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praksi	رواج	praksa	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasti	بڑھنا	rasti	بڑھ	V;IPFV;NFIN	V;MASC;SG;NFIN;ACT
svetloba	روشنی	svetloba	روشنی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	پتلا	svetloba	پتلا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	چمک	svetloba	چمک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	کثافت	svetloba	کثافت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	روشنی	svetloba	روشنی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	پتلا	svetloba	پتلا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	جوت	svetloba	جوت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
svetloba	چمک	svetloba	چمک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	چراغ	svetloba	چراغ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svetloba	کثافت	svetloba	کثافت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
priložnost	خدشہ	priložnost	خدشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
priložnost	موقع	priložnost	موقع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
priložnost	مہلت	priložnost	مہلت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
priložnost	قسمت	priložnost	قسمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
priložnost	توقع	priložnost	توقع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
priložnost	تقدیر	priložnost	تقدیر	N;NOM;FEM;SG	N;NOM;FEM;SG;3
portret	خاکہ	portret	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rezervat	نشست	rezervat	نشست	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vozilo	خیال	vozilo	خیال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vozilo	مرکب	vozilo	مرکب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vozilo	گاڑی	vozilo	گاڑی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
vozilo	خیال	vozilo	خیال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vozilo	سواری	vozilo	سواری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
vozilo	مرکب	vozilo	مرکب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poglavje	گروہ	poglavje	گروہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poglavje	طبقہ	poglavje	طبقہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
posest	عملداری.	posest	عملداریؤ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	جائیداد	posest	جائیداد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	دولت	posest	دولت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
posest	اثاثہ	posest	اثاثہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	عملداری.	posest	عملداریؤ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	قبضہ	posest	قبضہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	جائیداد	posest	جائیداد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	دولت	posest	دولت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
posest	اثاثہ	posest	اثاثہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	چائے	posest	چائے	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posest	ربڑ	posest	ربڑ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospod	رئیس	gospod	رئیس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gospod	رئیس	gospod	رئیس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
korak	اندازِپا.	korak	اندازِپا.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzdrževanje	استقرار.	vzdrževanje	استقرار.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vzdrževanje	پرورش	vzdrževanje	پرورش	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
postavi	پھینکنا	postaviti	پھینکنا	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
poslanec	ٹکڑا	poslanec	ٹکڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisanje	مضمون	pisanje	مضمون	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisanje	علامت	pisanje	علامت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisanje	متن	pisanje	متن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisanje	کتاب	pisanje	کتاب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisanje	تحریر	pisanje	تحریر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisanje	کتاب	pisanje	کتاب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
orodje	اوزار	orodje	اوزار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
baza	نیچ	baza	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	مادّہ	baza	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	نیچ	baza	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	مادّہ	baza	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pravilo	وضع	pravilo	وضع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pravilo	حکومت	pravilo	حکومت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ideja	مقصد	ideja	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ideja	ارادہ	ideja	ارادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ideja	نقشہ	ideja	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ustvarjanje	نسل	ustvarjanje	نسل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustvarjanje	اختراع	ustvarjanje	اختراع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustvarjanje	ایجاد	ustvarjanje	ایجاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustvarjanje	ایجاد	ustvarjanje	ایجاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustvarjanje	ایجاد	ustvarjanje	ایجاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ustvarjanje	تخلیق	ustvarjanje	تخلیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nacionalni	قومی	nacionalen	قومی	ADJ;NOM;MASC;SG	ADJ
potencial	امکان	potencial	امکان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obramba	حمایت	obramba	حمایت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obramba	مدافعت	obramba	مدافعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obramba	تائید	obramba	تائید	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dvorani	خانہ	dvorana	خانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ustvari	جھگڑنا.	ustvariti	جھگڑنا.	V;PFV;IND;SG;3;PRS;FIN	V;SG;FIN;ACT
ustvari	بنانا	ustvariti	بنا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
večer	شام	večer	شام	N;NOM;MASC;SG	N;NOM;FEM;SG;3
para	بخار	par	بخار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
neposredni	اصلی	neposreden	اصلی	ADJ;NOM;MASC;SG	ADJ
neposredni	مستقیم	neposreden	مستقیم	ADJ;NOM;MASC;SG	ADJ
neposredni	واضح	neposreden	واضح	ADJ;NOM;MASC;SG	ADJ
vzorec	ترتیب	vzorec	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
vzorec	قالب	vzorec	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	معیار	vzorec	معیار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	تنظیم	vzorec	تنظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
vzorec	کپڑے	vzorec	کپڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	ترتیب	vzorec	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
vzorec	قالب	vzorec	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	معیار	vzorec	معیار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	تنظیم	vzorec	تنظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
vzorec	کپڑے	vzorec	کپڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	وضع	vzorec	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	نقشہ	vzorec	نقشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vzorec	مٹی	vzorec	مٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nadaljevanje	ناول	nadaljevanje	ناول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nadaljevanje	انجام	nadaljevanje	انجام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gol	مقصد	gol	مقصد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gol	ہدف	gol	ہدف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gol	نشانہ	gol	نشانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zelena	ہلکا	zelen	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zelena	نیا	zelen	نیا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zelena	ہلکا	zelen	ہلکا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zelena	نیا	zelen	نیا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zelena	تازہ	zelen	تازہ	ADJ;NOM;FEM;SG	ADJ
pritisk	زور	pritisk	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tekma	تفریح	tekma	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	تدبیر	tekma	تدبیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	توانا	tekma	توانا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	کھیل	tekma	کھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	ہدف	tekma	ہدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	اپاہج	tekma	اپاہج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	تفریح	tekma	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	تدبیر	tekma	تدبیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	توانا	tekma	توانا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	کھیل	tekma	کھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	ہدف	tekma	ہدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	اپاہج	tekma	اپاہج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tekma	بازی	tekma	بازی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
povečanje	آبادی	povečanje	آبادی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
povečanje	اضافہ	povečanje	اضافہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	بڑھوتری	povečanje	بڑھوتری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	خوبی	povečanje	خوبی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	ترقی	povečanje	ترقی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
povečanje	نفری	povečanje	نفری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	جسامت	povečanje	جسامت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	آبادی	povečanje	آبادی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
povečanje	اضافہ	povečanje	اضافہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	بڑھوتری	povečanje	بڑھوتری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	خوبی	povečanje	خوبی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	ترقی	povečanje	ترقی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
povečanje	نفری	povečanje	نفری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
povečanje	جسامت	povečanje	جسامت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
veter	موڑ	veter	موڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
veter	سانس	veter	سانس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napis	تصویر	napis	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sedanji	عصری	sedanji	عصری	ADJ;NOM;MASC;SG	ADJ
razlaga	توضیح	razlagati	توضیح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razlaga	وضاحت	razlagati	وضاحت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razlaga	توضیح	razlagati	توضیح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razlaga	تشریح	razlagati	تشریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
razlaga	تعبیر	razlagati	تعبیر	N;NOM;FEM;SG	N;NOM;FEM;SG;3
podobnih	مثنٰی	podoben	مثنٰی	ADJ;GEN;MASC;PL	ADJ
kmetijstvo	کاشتکاری	kmetijstvo	کاشتکاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kmetijstvo	زراعت	kmetijstvo	زراعت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kmetijstvo	کاشتکاری	kmetijstvo	کاشتکاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
katoliški	جامع	katoliški	جامع	ADJ;NOM;MASC;SG	ADJ
urban	شہری	urban	شہری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
narod	قوم	narod	قوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zdravilo	تدارک	zdravilo	تدارک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	علاج	zdravilo	علاج	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	گوشت	zdravilo	گوشت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	پھل	zdravilo	پھل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	اصلاح	zdravilo	اصلاح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	گوشت	zdravilo	گوشت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	دوا	zdravilo	دوا	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdravilo	پھل	zdravilo	پھل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	اصلاح	zdravilo	اصلاح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdravilo	دوا	zdravilo	دوا	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
aktiven	مشغول	aktiven	مشغول	ADJ;NOM;INDF;MASC;SG	ADJ
aktiven	فعال	aktiven	فعال	ADJ;NOM;INDF;MASC;SG	ADJ
aktiven	بانی	aktiven	بانی	ADJ;NOM;INDF;MASC;SG	ADJ
aktiven	مستعد	aktiven	مستعد	ADJ;NOM;INDF;MASC;SG	ADJ
vodilni	نمایاں	vodilen	نمایاں	ADJ;NOM;MASC;PL	ADJ
domneva	گستاخی	domneva	گستاخی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
domneva	قیاس	domneva	قیاس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
verske	محتاط	verski	محتاط	ADJ;NOM;FEM;PL	ADJ
verske	متقی	verski	متقی	ADJ;NOM;FEM;PL	ADJ
tehnika	تکنیک	tehnika	تکنیک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospodarski	معاشی	gospodarski	معاشی	ADJ;NOM;MASC;SG	ADJ
gospodarski	عملی	gospodarski	عملی	ADJ;NOM;MASC;SG	ADJ
gospodarski	کاروباری	gospodarski	کاروباری	ADJ;NOM;MASC;SG	ADJ
kombinacija	ترکیب	kombinacija	ترکیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kombinacija	اتحاد	kombinacija	اتحاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kombinacija	میل	kombinacija	میل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
