एक	ühe	एक	üks	NUM	NUM;GEN;SG
चक्र	rool	चक्र	rool	N;NOM;MASC;SG;3	N;NOM;SG
चक्र	tsükkel	चक्र	tsükkel	N;NOM;MASC;SG;3	N;NOM;SG
गुण	atribuut	गुण	atribuut	N;NOM;MASC;SG;3	N;NOM;SG
गुण	omadus	गुण	omadus	N;NOM;MASC;SG;3	N;NOM;SG
गुण	omand	गुण	omand	N;NOM;MASC;SG;3	N;NOM;SG
ग्रह	planet	ग्रह	planet	N;NOM;MASC;SG;3	N;NOM;SG
ग्रह	planeet	ग्रह	planeet	N;NOM;MASC;SG;3	N;NOM;SG
महल	palee	महल	palee	N;NOM;MASC;SG;3	N;NOM;SG
महल	palace	महल	palace	N;NOM;MASC;SG;3	N;NOM;SG
निधन	surm	निधन	surm	N;NOM;MASC;SG;3	N;NOM;SG
मिनट	minut	मिनट	minut	N;NOM;MASC;SG;3	N;NOM;SG
मिनट	min	मिनट	min	N;NOM;MASC;SG;3	N
व्यवसाय	elukutse	व्यवसाय	elu_kutse	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसाय	kutseala	व्यवसाय	kutse_ala	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसाय	äri	व्यवसाय	äri	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसाय	äritegevus	व्यवसाय	äri_tegevus	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षण	säilitamine	संरक्षण	säilitamine	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षण	looduskaitse	संरक्षण	loodus_kaitse	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षण	säilitamine	संरक्षण	säilitamine	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षण	säilimine	संरक्षण	säilimine	N;NOM;MASC;SG;3	N;NOM;SG
संरक्षण	kaitse	संरक्षण	kaitse	N;NOM;MASC;SG;3	N;NOM;SG
शो	näitamine	शो	näitamine	N;NOM;MASC;SG;3	N;NOM;SG
शो	etendus	शो	etendus	N;NOM;MASC;SG;3	N;NOM;SG
शो	show	शो	show	N;NOM;MASC;SG;3	N;NOM;SG
प्रस्ताव	ettepanek	प्रस्ताव	ette_panek	N;NOM;MASC;SG;3	N;NOM;SG
प्रस्ताव	pakkumine	प्रस्ताव	pakkumine	N;NOM;MASC;SG;3	N;NOM;SG
रिपोर्ट	aruanne	रिपोर्ट	aru_anne	N;NOM;FEM;SG;3	N;NOM;SG
रिपोर्ट	raport	रिपोर्ट	raport	N;NOM;FEM;SG;3	N;NOM;SG
रिपोर्ट	ettekanne	रिपोर्ट	ette_kanne	N;NOM;FEM;SG;3	N;NOM;SG
अंग	organ	अंग	orgama	N;NOM;MASC;SG;3	N;NOM;SG
हिस्से	murdosa	हिस्सा	murd_osa	N;NOM;MASC;SG;3	N;NOM;SG
हिस्से	fraktsioon	हिस्सा	fraktsioon	N;NOM;MASC;SG;3	N;NOM;SG
मुस्लिम	moslem	मुस्लिम	moslem	N;NOM;MASC;SG;3	N;NOM;SG
मुस्लिम	moslemi	मुस्लिम	moslem	N;NOM;MASC;SG;3	N;NOM;SG
रिकॉर्ड	rekord	रिकॉर्ड	rekord	N;NOM;MASC;SG;3	N;NOM;SG
रिकॉर्ड	kirje	रिकॉर्ड	kirje	N;NOM;MASC;SG;3	N;NOM;SG
रिकॉर्ड	records	रिकॉर्ड	records	N;NOM;MASC;SG;3	N;NOM;SG
धातु	metall	धातु	metall	N;NOM;MASC;SG;3	N;NOM;SG
धातु	metal	धातु	meta	N;NOM;MASC;SG;3	N;NOM;SG
परिषद	nõukogu	परिषद	nõu_kogu	N;NOM;FEM;SG;3	N;NOM;SG
परिषद	konföderatsioon	परिषद	konföderatsioon	N;NOM;FEM;SG;3	N;NOM;SG
संघर्ष	antagonism	संघर्ष	antagonism	N;NOM;MASC;SG;3	N;NOM;SG
संघर्ष	võitlus	संघर्ष	võitlus	N;NOM;MASC;SG;3	N;NOM;SG
संघर्ष	konflikt	संघर्ष	konflikt	N;NOM;MASC;SG;3	N;NOM;SG
तकनीक	tech	तकनीक	tech	N;NOM;FEM;SG;3	N;NOM;SG
तकनीक	tehnika	तकनीक	tehnika	N;NOM;FEM;SG;3	N;NOM;SG
तकनीक	tehnoloogia	तकनीक	tehnoloogia	N;NOM;FEM;SG;3	N;NOM;SG
फल	vili	फल	vili	N;NOM;MASC;SG;3	N;NOM;SG
फल	puuvili	फल	puu_vili	N;NOM;MASC;SG;3	N;NOM;SG
विवरण	kirjeldus	विवरण	kirjeldus	N;NOM;MASC;SG;3	N;NOM;SG
विवरण	detail	विवरण	detail	N;NOM;MASC;SG;3	N;NOM;SG
शादी	abielu	शादी	abi_elu	N;NOM;FEM;SG;3	N;NOM;SG
शादी	pulm	शादी	pulm	N;NOM;FEM;SG;3	N;NOM;SG
शादी	laulatus	शादी	laulatus	N;NOM;FEM;SG;3	N;NOM;SG
पात्र	konteiner	पात्र	konteiner	N;NOM;MASC;SG;3	N;NOM;SG
पात्र	mahuti	पात्र	mahtuma	N;NOM;MASC;SG;3	N;NOM;SG
संसद	parlament	संसद	parlament	N;NOM;FEM;SG;3	N;NOM;SG
सन्दर्भ	viide	संदर्भ	viide	N;NOM;MASC;SG;3	N;NOM;SG
सन्दर्भ	kontekst	संदर्भ	kontekst	N;NOM;MASC;SG;3	N;NOM;SG
सन्दर्भ	taust	संदर्भ	taust	N;NOM;MASC;SG;3	N;NOM;SG
परमाणु	tuumaenergia	परमाणु	tuumaenergia	N;NOM;MASC;SG;3	N;NOM;SG
परमाणु	aatom	परमाणु	aatom	N;NOM;MASC;SG;3	N;NOM;SG
परमाणु	aatomi	परमाणु	aatom	N;NOM;MASC;SG;3	N;NOM;SG
परमाणु	aatom	परमाणु	aatom	N;NOM;MASC;SG;3	N;NOM;SG
आक्रमण	sissetung	आक्रमण	sissetung	N;NOM;MASC;SG;3	N;NOM;SG
आक्रमण	rünnak	आक्रमण	rünnak	N;NOM;MASC;SG;3	N;NOM;SG
कार	auto	कार	auto	N;NOM;FEM;SG;3	N;NOM;SG
कार	car	कार	car	N;NOM;FEM;SG;3	N;NOM;SG
जांच	sond	जांच	sond	N;NOM;FEM;SG;3	N;NOM;SG
जांच	uurimine	जांच	uurimine	N;NOM;FEM;SG;3	N;NOM;SG
जांच	test	जांच	test	N;NOM;FEM;SG;3	N;NOM;SG
जांच	katse	जांच	katse	N;NOM;FEM;SG;3	N;NOM;SG
आठ	kaheksa	आठ	kaheksa	NUM	NUM;NOM;SG
अकादमी	akadeemia	अकादमी	akadeemia	N;NOM;FEM;SG;3	N;NOM;SG
सतह	pind	सतह	pind	N;NOM;FEM;SG;3	N;NOM;SG
अभियान	kampaania	अभियान	kampaania	N;NOM;MASC;SG;3	N;NOM;SG
घोषित	deklareeritud	घोषित	deklareerima	ADJ	ADJ;PST;V.PTCP;PASS
लिखी	kirjutanud	लिख	kirjutama	V;PFV;FEM;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
सिस्टम	süsteem	सिस्टम	süsteem	N;NOM;MASC;SG;3	N;NOM;SG
सिस्टम	system	सिस्टम	system	N;NOM;MASC;SG;3	N;NOM;SG
किनारे	serv	किनारा	serv	N;NOM;MASC;SG;3	N;NOM;SG
किनारे	edge	किनारा	edge	N;NOM;MASC;SG;3	N;NOM;SG
कार्बन	süsinik	कार्बन	süsinik	N;NOM;MASC;SG;3	N;NOM;SG
प्रतिक्रिया	reaktsioon	प्रतिक्रिया	reaktsioon	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिक्रिया	tagasiside	प्रतिक्रिया	tagasi_side	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिक्रिया	vastus	प्रतिक्रिया	vastus	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिक्रिया	reageering	प्रतिक्रिया	reageering	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिक्रिया	reageerimine	प्रतिक्रिया	reageerimine	N;NOM;FEM;SG;3	N;NOM;SG
मौत	surm	मौत	surm	N;NOM;FEM;SG;3	N;NOM;SG
विवाद	vaidlus	विवाद	vaidlus	N;NOM;MASC;SG;3	N;NOM;SG
विवाद	vaidlus	विवाद	vaidlus	N;NOM;MASC;SG;3	N;NOM;SG
ग्रहण	varjutus	ग्रहण	varjutus	N;NOM;MASC;SG;3	N;NOM;SG
मैदान	plain	मैदान	plain	N;NOM;MASC;SG;3	N;NOM;SG
मैदान	maastik	मैदान	maastik	N;NOM;MASC;SG;3	N;NOM;SG
मैदान	maapind	मैदान	maa_pind	N;NOM;MASC;SG;3	N;NOM;SG
विमान	lennundus	विमान	lennundus	N;NOM;MASC;SG;3	N;NOM;SG
विमान	õhusõiduk	विमान	õhu_sõiduk	N;NOM;MASC;SG;3	N;NOM;SG
विमान	lennuk	विमान	lennuk	N;NOM;MASC;SG;3	N;NOM;SG
सक्षम	lubatud	सक्षम	lubatud	ADJ	ADJ;PST;V.PTCP;PASS
सक्षम	võimeline	सक्षम	võimeline	ADJ	ADJ;NOM;SG
वातावरण	keskkond	वातावरण	keskkond	N;NOM;MASC;SG;3	N;NOM;SG
वातावरण	atmosfäär	वातावरण	atmo_sfäär	N;NOM;MASC;SG;3	N;NOM;SG
लागत	kulu	लागत	kulu	N;NOM;FEM;SG;3	N;NOM;SG
लागत	maksumus	लागत	maksumus	N;NOM;FEM;SG;3	N;NOM;SG
सीधे	otse	सीधे	otse	ADV	ADV
सीधे	otseselt	सीधे	otseselt	ADV	ADV
प्रेस	press	प्रेस	press	N;NOM;FEM;SG;3	N;NOM;SG
प्रेस	ajakirjandus	प्रेस	aja_kirjandus	N;NOM;FEM;SG;3	N;NOM;SG
प्रेस	pressi	प्रेस	press	N;NOM;FEM;SG;3	N;NOM;SG
मील	miil	मील	miil	N;NOM;MASC;SG;3	N;NOM;SG
मील	miles	मील	milema	N;NOM;MASC;SG;3	N;NOM;SG
लोकसभा	parlament	लोकसभा	parlament	N;NOM;FEM;SG;3	N;NOM;SG
अज्ञात	tundmatu	अज्ञात	tundmatu	ADJ	ADJ;NOM;SG
अज्ञात	anonüümne	अज्ञात	anonüümne	ADJ	ADJ;NOM;SG
रेखा	liin	रेखा	liin	N;NOM;FEM;SG;3	N;NOM;SG
रेखा	joon	रेखा	joon	N;NOM;FEM;SG;3	N;NOM;SG
रेखा	rida	रेखा	rida	N;NOM;FEM;SG;3	N;NOM;SG
पार	rist	पार	rist	N;NOM;MASC;SG;3	N;NOM;SG
पार	cross	पार	cross	N;NOM;MASC;SG;3	N;NOM;SG
बोली	pakkumine	बोली	pakkumine	N;NOM;FEM;SG;3	N;NOM;SG
परंपरा	traditsioon	परंपरा	traditsioon	N;NOM;FEM;SG;3	N;NOM;SG
राशि	kogus	राशि	kogus	N;NOM;FEM;SG;3	N;NOM;SG
राशि	summa	राशि	summa	N;NOM;FEM;SG;3	N;NOM;SG
दृष्टिकोण	lähenemine	दृष्टिकोण	lähenemine	N;NOM;MASC;SG;3	N;NOM;SG
दृष्टिकोण	lähenemisviis	दृष्टिकोण	lähenemis_viis	N;NOM;MASC;SG;3	N;NOM;SG
भाव	žest	भाव	žest	N;NOM;MASC;SG;3	N;NOM;SG
हवा	tuul	हवा	tuul	N;NOM;FEM;SG;3	N;NOM;SG
पाठ	tekst	पाठ	tekst	N;NOM;MASC;SG;3	N;NOM;SG
गठन	kaader	गठन	kaader	N;NOM;MASC;SG;3	N;NOM;SG
गठन	raam	गठन	raam	N;NOM;MASC;SG;3	N;NOM;SG
गठन	moodustamine	गठन	moodustamine	N;NOM;MASC;SG;3	N;NOM;SG
नागरिक	civic	नागरिक	civic	N;NOM;MASC;SG;3	N;NOM;SG
नागरिक	kodanik	नागरिक	kodanik	N;NOM;MASC;SG;3	N;NOM;SG
अस्तित्व	olemasolu	अस्तित्व	olemas_olu	N;NOM;MASC;SG;3	N;NOM;SG
अस्तित्व	ellujäämine	अस्तित्व	ellu_jäämine	N;NOM;MASC;SG;3	N;NOM;SG
गंभीर	tõsised	गंभीर	tõsine	ADJ	ADJ;NOM;PL
गंभीर	tõsine	गंभीर	tõsine	ADJ	ADJ;NOM;SG
गंभीर	kriitiline	गंभीर	kriitiline	ADJ	ADJ;NOM;SG
गंभीर	kriitilised	गंभीर	kriitiline	ADJ	ADJ;NOM;PL
समझ	mõista	समझ	mõistma	V;ACT	V;NFIN
प्रशासन	administratsioon	प्रशासन	administratsioon	N;NOM;MASC;SG;3	N;NOM;SG
प्रशासन	haldus	प्रशासन	haldus	N;NOM;MASC;SG;3	N;NOM;SG
प्रशासन	manustamine	प्रशासन	manusta=mine	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	mandaat	आदेश	mandaat	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	volitus	आदेश	volitus	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	tellimus	आदेश	tellimus	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	järjekord	आदेश	järje_kord	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	korraldus	आदेश	korraldus	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	ordu	आदेश	ordu	N;NOM;MASC;SG;3	N;NOM;SG
सैन्य	sõjaväe	सैन्य	sõja_vägi	N;NOM;MASC;SG;3	N;NOM;SG
सैन्य	sõjavägi	सैन्य	sõja_vägi	N;NOM;MASC;SG;3	N;NOM;SG
अंदर	sees	अंदर	sees	ADV;NOM;MASC;SG;3	ADV
छह	kuus	छह	kuus	NUM	NUM;NOM;SG
भाषाएँ	keeled	भाषा	keel	N;NOM;FEM;PL;3	N;NOM;PL
भुगतान	tasumine	भुगतान	tasumine	N;NOM;MASC;SG;3	N;NOM;SG
भुगतान	maksmine	भुगतान	maksmine	N;NOM;MASC;SG;3	N;NOM;SG
ध्वनि	heli	ध्वनि	heli	N;NOM;FEM;SG;3	N;NOM;SG
निवास	elukoht	निवास	elu_koht	N;NOM;MASC;SG;3	N;NOM;SG
निवास	elamine	निवास	elamine	N;NOM;MASC;SG;3	N;NOM;SG
हत्या	mõrvamine	हत्या	mõrvamine	N;NOM;FEM;SG;3	N;NOM;SG
हत्या	mõrv	हत्या	mõrv	N;NOM;FEM;SG;3	N;NOM;SG
हत्या	tapmine	हत्या	tapmine	N;NOM;FEM;SG;3	N;NOM;SG
दिखाया	näitas	दिखा	näitama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
पवित्र	püha	पवित्र	püha	ADJ	ADJ;NOM;SG
विभाजित	jagatud	विभाजित	jaga=tud	ADJ	ADJ;PST;V.PTCP;PASS
इकाई	ühik	इकाई	ühik	N;NOM;FEM;SG;3	N;NOM;SG
इकाई	ühik	इकाई	ühik	N;NOM;FEM;SG;3	N;NOM;SG
इकाई	üksus	इकाई	üksus	N;NOM;FEM;SG;3	N;NOM;SG
अम्ल	hape	अम्ल	hape	N;NOM;MASC;SG;3	N;NOM;SG
अम्ल	happe	अम्ल	happ	N;NOM;MASC;SG;3	N;NOM;SG
प्रबंधक	manager	प्रबंधक	manager	N;NOM;MASC;SG;3	N;NOM;SG
प्रबंधक	juhataja	प्रबंधक	juhataja	N;NOM;MASC;SG;3	N;NOM;SG
प्रबंधक	haldur	प्रबंधक	haldur	N;NOM;MASC;SG;3	N;NOM;SG
संग्रहालय	muuseum	संग्रहालय	muuseum	N;NOM;MASC;SG;3	N;NOM;SG
जीता	võidab	जीत	võitma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
जीता	võitis	जीत	võitma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
मुद्रा	valuuta	मुद्रा	valuuta	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	rahaühik	मुद्रा	raha_ühik	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	vääring	मुद्रा	vääring	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	poos	मुद्रा	poos	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	raha	मुद्रा	raha	N;NOM;FEM;SG;3	N;NOM;SG
युवा	noorus	युवा	noorus	N;NOM;MASC;SG;3	N;NOM;SG
युवा	young	युवा	young	N;NOM;MASC;SG;3	N;NOM;SG
अंतरिक्ष	kosmos	अंतरिक्ष	kosmos	N;NOM;MASC;SG;3	N;NOM;SG
अंतरिक्ष	ruum	अंतरिक्ष	ruum	N;NOM;MASC;SG;3	N;NOM;SG
संचार	teatis	संचार	teatma	N;NOM;MASC;SG;3	N;NOM;SG
संचार	suhtlemine	संचार	suhtlemine	N;NOM;MASC;SG;3	N;NOM;SG
संचार	kommunikatsioon	संचार	kommunikatsioon	N;NOM;MASC;SG;3	N;NOM;SG
संचार	side	संचार	side	N;NOM;MASC;SG;3	N;NOM;SG
संचार	kommunikatsioon	संचार	kommunikatsioon	N;NOM;MASC;SG;3	N;NOM;SG
संचार	side	संचार	side	N;NOM;MASC;SG;3	N;NOM;SG
प्रसारण	ülekanne	प्रसारण	üle_kanne	N;NOM;MASC;SG;3	N;NOM;SG
प्रसारण	ringhäälingu	प्रसारण	ring_hääling	N;NOM;MASC;SG;3	N;NOM;SG
फुटबॉल	jalgpall	फुटबॉल	jalg_pall	N;NOM;MASC;SG;3	N;NOM;SG
नियमित	korrapärane	नियमित	korra_pärane	ADJ;NOM	ADJ;NOM;SG
नियमित	regulaarsed	नियमित	regulaarne	ADJ;NOM	ADJ;NOM;PL
नियमित	tavaline	नियमित	tavaline	ADJ;NOM	ADJ;NOM;SG
नियमित	korrapärased	नियमित	korra_pärane	ADJ;NOM	ADJ;NOM;PL
नियमित	regulaarne	नियमित	regulaarne	ADJ;NOM	ADJ;NOM;SG
व्याख्या	noot	व्याख्या	noot	N;NOM;FEM;SG;3	N;NOM;SG
व्याख्या	märkus	व्याख्या	märkus	N;NOM;FEM;SG;3	N;NOM;SG
व्याख्या	tõlgendus	व्याख्या	tõlgendus	N;NOM;FEM;SG;3	N;NOM;SG
व्याख्या	tõlgendamine	व्याख्या	tõlgendamine	N;NOM;FEM;SG;3	N;NOM;SG
व्याख्या	seletus	व्याख्या	seletus	N;NOM;FEM;SG;3	N;NOM;SG
व्याख्या	selgitus	व्याख्या	selgitus	N;NOM;FEM;SG;3	N;NOM;SG
दावा	nõue	दावा	nõue	N;NOM;MASC;SG;3	N;NOM;SG
दावा	väide	दावा	väide	N;NOM;MASC;SG;3	N;NOM;SG
मोबाइल	mobiil	मोबाइल	mobiil	N;NOM;MASC;SG;3	N;NOM;SG
संभावना	tõenäosus	संभावना	tõe_näosus	N;NOM;FEM;SG;3	N;NOM;SG
दिवस	päev	दिवस	päev	N;NOM;MASC;SG;3	N;NOM;SG
तर्क	argument	तर्क	argument	N;NOM;MASC;SG;3	N;NOM;SG
तर्क	loogika	तर्क	loogika	N;NOM;MASC;SG;3	N;NOM;SG
परीक्षा	test	परीक्षा	test	N;NOM;FEM;SG;3	N;NOM;SG
परीक्षा	katse	परीक्षा	katse	N;NOM;FEM;SG;3	N;NOM;SG
परीक्षा	läbivaatus	परीक्षा	läbi_vaatus	N;NOM;FEM;SG;3	N;NOM;SG
परीक्षा	eksam	परीक्षा	eksam	N;NOM;FEM;SG;3	N;NOM;SG
परीक्षा	eksami	परीक्षा	eksam	N;NOM;FEM;SG;3	N;NOM;SG
परीक्षा	eksam	परीक्षा	eksam	N;NOM;FEM;SG;3	N;NOM;SG
भविष्य	tulevik	भविष्य	tulevik	N;NOM;MASC;SG;3	N;NOM;SG
बिक्री	müük	बिक्री	müük	N;NOM;FEM;SG;3	N;NOM;SG
बिक्री	müük	बिक्री	müük	N;NOM;FEM;SG;3	N;NOM;SG
इंटरनेट	internet	इंटरनेट	internet	N;NOM;MASC;SG;3	N;NOM;SG
सम्मेलन	konverents	सम्मेलन	konverents	N;NOM;MASC;SG;3	N;NOM;SG
सम्मेलन	konventsioon	सम्मेलन	konventsioon	N;NOM;MASC;SG;3	N;NOM;SG
रानी	kuninganna	रानी	kuninganna	N;NOM;FEM;SG;3	N;NOM;SG
रानी	queen	रानी	queen	N;NOM;FEM;SG;3	N;NOM;SG
सिटी	linn	सिटी	linn	N;NOM;FEM;SG;3	N;NOM;SG
सिटी	city	सिटी	city	N;NOM;FEM;SG;3	N;NOM;SG
सिर	pea	सिर	pea	N;NOM;MASC;SG;3	N;NOM;SG
दबाव	surve	दबाव	surve	N;NOM;MASC;SG;3	N;NOM;SG
दबाव	rõhk	दबाव	rõhk	N;NOM;MASC;SG;3	N;NOM;SG
बोर्ड	juhatus	बोर्ड	juhatus	N;NOM;MASC;SG;3	N;NOM;SG
संसार	maailm	संसार	maa_ilm	N;NOM;MASC;SG;3	N;NOM;SG
प्रतिनिधित्व	esindus	प्रतिनिधित्व	esindus	N;NOM;MASC;SG;3	N;NOM;SG
प्रतिनिधित्व	esindatus	प्रतिनिधित्व	esindatus	N;NOM;MASC;SG;3	N;NOM;SG
प्रेरित	inspireeritud	प्रेरित	inspireeritud	ADJ	ADJ;PST;V.PTCP;PASS
प्रेरित	motiveeritud	प्रेरित	motiveeritud	ADJ	ADJ;PST;V.PTCP;PASS
समारोह	tseremoonia	समारोह	tseremoonia	N;NOM;MASC;SG;3	N;NOM;SG
मस्तिष्क	aju	मस्तिष्क	aju	N;NOM;MASC;SG;3	N;NOM;SG
घरेलू	riigisisesed	घरेलू	riigi_sisene	ADJ;NOM	ADJ;NOM;PL
घरेलू	kodumaine	घरेलू	kodu_maine	ADJ;NOM	ADJ;NOM;SG
प्रायः	tavaliselt	प्रायः	tavaliselt	ADV	ADV
प्रायः	sageli	प्रायः	sageli	ADV	ADV
प्रायः	tihtipeale	प्रायः	tihti_peale	ADV	ADV
प्रायः	tihti	प्रायः	tihti	ADV	ADV
मौसम	ilm	मौसम	ilm	N;NOM;MASC;SG;3	N;NOM;SG
मौसम	hooaeg	मौसम	hoo_aeg	N;NOM;MASC;SG;3	N;NOM;SG
भावना	emotsioon	भावना	emotsioon	N;NOM;FEM;SG;3	N;NOM;SG
भावना	tunne	भावना	tunne	N;NOM;FEM;SG;3	N;NOM;SG
भावना	vaim	भावना	vaim	N;NOM;FEM;SG;3	N;NOM;SG
गुणवत्ता	kvaliteet	गुणवत्ता	kvaliteet	N;NOM;FEM;SG;3	N;NOM;SG
खाना	toit	खाना	toit	N;NOM;MASC;SG;3	N;NOM;SG
खाना	söök	खाना	söök	N;NOM;MASC;SG;3	N;NOM;SG
मिले	leidis	मिल	leidma	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
मिले	kohtasin	मिल	kohtama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PST;FIN;ACT
मिले	kohtunud	मिल	kohtuma	V;PFV;MASC;SG;V.PTCP;ACT	V;PST;V.PTCP;ACT
सिद्धान्त	teooria	सिद्धान्त	teooria	N;NOM;MASC;SG;3	N;NOM;SG
विरोधी	vaenulik	विरोधी	vaenulik	ADJ	ADJ;NOM;SG
विरोधी	vaenulikud	विरोधी	vaenulik	ADJ	ADJ;NOM;PL
राजवंश	dünastia	राजवंश	dünastia	N;NOM;MASC;SG;3	N;NOM;SG
संक्रमण	ülemineku	संक्रमण	üle_minek	N;NOM;MASC;SG;3	N;NOM;SG
संक्रमण	üleminek	संक्रमण	üle_minek	N;NOM;MASC;SG;3	N;NOM;SG
संक्रमण	infektsioon	संक्रमण	infektsioon	N;NOM;MASC;SG;3	N;NOM;SG
संक्रमण	nakkus	संक्रमण	nakkus	N;NOM;MASC;SG;3	N;NOM;SG
घाटी	org	घाटी	org	N;NOM;FEM;SG;3	N;NOM;SG
घाटी	oru	घाटी	oru	N;NOM;FEM;SG;3	N;NOM;SG
घाटी	valley	घाटी	valley	N;NOM;FEM;SG;3	N;NOM;SG
नियंत्रित	kontrollitud	नियंत्रित	kontrolli=tud	ADJ	ADJ;PST;V.PTCP;PASS
नियंत्रित	kontrollitav	नियंत्रित	kontrollitav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
विकल्प	variant	विकल्प	variant	N;NOM;MASC;SG;3	N;NOM;SG
विकल्प	võimalus	विकल्प	võimalus	N;NOM;MASC;SG;3	N;NOM;SG
विकल्प	valik	विकल्प	valik	N;NOM;MASC;SG;3	N;NOM;SG
उद्यान	pargi	उद्यान	park	N;NOM;MASC;SG;3	N;NOM;SG
उद्यान	park	उद्यान	park	N;NOM;MASC;SG;3	N;NOM;SG
पशु	looma	पशु	loom	N;NOM;MASC;SG;3	N;NOM;SG
पशु	loom	पशु	loom	N;NOM;MASC;SG;3	N;NOM;SG
प्रमाण	tõendusmaterjal	प्रमाण	tõendus_materjal	N;NOM;MASC;SG;3	N;NOM;SG
प्रमाण	asitõend	प्रमाण	asi_tõend	N;NOM;MASC;SG;3	N;NOM;SG
प्रमाण	tõestus	प्रमाण	tõestus	N;NOM;MASC;SG;3	N;NOM;SG
मानसिक	selgeltnägija	मानसिक	selgelt_nägija	N;NOM;MASC;SG;3	N;NOM;SG
रसायन	kemikaal	रसायन	kemikaal	N;NOM;MASC;SG;3	N;NOM;SG
रसायन	keemia	रसायन	keemia	N;NOM;MASC;SG;3	N;NOM;SG
क्षेत्रफल	pindala	क्षेत्रफल	pind_ala	N;NOM;MASC;SG;3	N;NOM;SG
क्षेत्रफल	valdkond	क्षेत्रफल	valdkond	N;NOM;MASC;SG;3	N;NOM;SG
क्षेत्रफल	piirkond	क्षेत्रफल	piirkond	N;NOM;MASC;SG;3	N;NOM;SG
क्षेत्रफल	ala	क्षेत्रफल	ala	N;NOM;MASC;SG;3	N;NOM;SG
प्रभावी	efektiivne	प्रभावी	efektiivne	ADJ	ADJ;NOM;SG
प्रभावी	tulemuslik	प्रभावी	tulemuslik	ADJ	ADJ;NOM;SG
प्रभावी	tõhus	प्रभावी	tõhus	ADJ	ADJ;NOM;SG
प्रभावी	tõhusad	प्रभावी	tõhus	ADJ	ADJ;NOM;PL
विज्ञापन	reklaam	विज्ञापन	reklaam	N;NOM;MASC;SG;3	N;NOM;SG
शिकार	jahi	शिकार	jaht	N;NOM;MASC;SG;3	N;NOM;SG
शिकार	jaht	शिकार	jaht	N;NOM;MASC;SG;3	N;NOM;SG
शिकार	ohver	शिकार	ohver	N;NOM;MASC;SG;3	N;NOM;SG
शिकार	kannatanu	शिकार	kannatanu	N;NOM;MASC;SG;3	N;NOM;SG
रोगी	patsient	रोगी	patsient	N;NOM;MASC;SG;3	N;NOM;SG
क्रांति	revolutsioon	क्रांति	revolutsioon	N;NOM;FEM;SG;3	N;NOM;SG
मंडल	mandala	मंडल	mandal	N;NOM;MASC;SG;3	N;NOM;SG
हृदय	süda	हृदय	süda	N;NOM;MASC;SG;3	N;NOM;SG
आयोग	komisjon	आयोग	komisjon	N;NOM;MASC;SG;3	N;NOM;SG
चर्च	kiriku	चर्च	kirik	N;NOM;MASC;SG;3	N;NOM;SG
चर्च	kirik	चर्च	kirik	N;NOM;MASC;SG;3	N;NOM;SG
कार्यालय	töö	कार्यालय	töö	N;NOM;MASC;SG;3	N;NOM;SG
कार्यालय	kontor	कार्यालय	kontor	N;NOM;MASC;SG;3	N;NOM;SG
कार्यालय	büroo	कार्यालय	büroo	N;NOM;MASC;SG;3	N;NOM;SG
कार्यालय	kabinet	कार्यालय	kabinet	N;NOM;MASC;SG;3	N;NOM;SG
परिवहन	transport	परिवहन	transport	N;NOM;MASC;SG;3	N;NOM;SG
परिवहन	vedu	परिवहन	vedu	N;NOM;MASC;SG;3	N;NOM;SG
परिवहन	transport	परिवहन	transport	N;NOM;MASC;SG;3	N;NOM;SG
स्टार	täht	स्टार	täht	N;NOM;MASC;SG;3	N;NOM;SG
स्टार	staar	स्टार	staar	N;NOM;MASC;SG;3	N;NOM;SG
