tradución	تقریر	tradución	تقریر	N	N;NOM;FEM;SG;3
seguise	چُننا	seguir	چُن	V	V;MASC;SG;NFIN;ACT
seguise	آزمانا	seguir	آزما	V	V;SG;ACT
seguise	ڈالنا	seguir	ڈال	V	V;MASC;SG;NFIN;ACT
seguise	کمانا	seguir	کمانا	V	V;MASC;SG;NFIN;ACT
seguise	چاہنا	seguir	چاہ	V	V;MASC;SG;NFIN;ACT
coñecedes	سیکھا	coñecede	سیکھ	V	V;PFV;MASC;SG;V.PTCP;ACT
coñecedes	سیکھا	coñecede	سیکھ	V	V;PFV;MASC;SG;V.PTCP;ACT
coñecedes	جاننا	coñecede	جان	V	V;MASC;SG;NFIN;ACT
coñecedes	پہننا	coñecede	پہن	V	V;MASC;SG;NFIN;ACT
táboa	مفلس	táboa	مفلس	N	N;NOM;MASC;SG;3
táboa	شفقت	táboa	شفقت	N	N;NOM;FEM;SG;3
táboa	محبت	táboa	محبت	N	N;NOM;FEM;SG;3
errada	نامناسب	errada	نامناسب	ADJ	ADJ
errada	خراب	errada	خراب	ADJ	ADJ
errada	غلط	errada	غلط	ADJ	ADJ
errada	نامناسب	errada	نامناسب	ADJ	ADJ
errada	خراب	errada	خراب	ADJ	ADJ
peculiar	عجیب	peculiar	عجیب	ADJ	ADJ
peculiar	انوکھا	peculiar	انوکھا	ADJ	ADJ;NOM;MASC;SG
peculiar	عجیب	peculiar	عجیب	ADJ	ADJ
competición	آزمائش	competición	آزمائش	N	N;NOM;MASC;SG;3
fainos	اصلیت	faino	اصلیت	N	N;NOM;MASC;SG;3
fainos	شناخت	faino	شناخت	N	N;NOM;MASC;SG;3
fainos	قانون	faino	قانون	N	N;NOM;MASC;SG;3
fainos	اعزاز	faino	اعزاز	N	N;NOM;MASC;SG;3
fainos	وضع	faino	وضع	N	N;NOM;MASC;SG;3
fainos	اصلیت	faino	اصلیت	N	N;NOM;MASC;SG;3
fainos	شناخت	faino	شناخت	N	N;NOM;MASC;SG;3
fainos	قانون	faino	قانون	N	N;NOM;MASC;SG;3
fainos	اعزاز	faino	اعزاز	N	N;NOM;MASC;SG;3
tenden	رکھوالی	tender	رکھ	V	V;PFV;FEM;SG;V.PTCP;ACT
aplicar	چلانا	aplicar	چلا	V	V;MASC;SG;NFIN;ACT
fagades	دیکھنا	fagade	دیکھ	V	V;NFIN
fagades	بچارنا	fagade	بچار	V	V;NFIN;ACT
fagades	پکانا	fagade	پکانا	V	V;MASC;SG;V.PTCP;ACT
fagades	بخشنا	fagade	بخشنا	V	V;SG;ACT
fagades	سنوارنا	fagade	سنوار	V	V;MASC;SG;NFIN;ACT
fagades	کارروائی.	fagade	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
fagades	دیکھنا	fagade	دیکھ	V	V;NFIN
fagades	بچارنا	fagade	بچار	V	V;NFIN;ACT
fagades	پکانا	fagade	پکانا	V	V;MASC;SG;V.PTCP;ACT
fagades	بخشنا	fagade	بخشنا	V	V;SG;ACT
fagades	کرنا	fagade	کر	V	V;MASC;SG;NFIN;ACT
fagades	سنوارنا	fagade	سنوار	V	V;MASC;SG;NFIN;ACT
fagades	کارروائی.	fagade	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
positiva	ظاہر	positivo	ظاہر	ADJ	ADJ
positiva	بامقصد	positivo	بامقصد	ADJ	ADJ
positiva	تعمیری	positivo	تعمیری	ADJ	ADJ
positiva	مثبت	positivo	مثبت	ADJ	ADJ
positiva	زائد	positivo	زائد	ADJ	ADJ
positiva	قطعی	positivo	قطعی	ADJ	ADJ
positiva	حقیقی	positivo	حقیقی	ADJ	ADJ
ecuación	مساوی	ecuación	مساوی	N	N;NOM;MASC;SG;3
ecuación	مقابلہ	ecuación	مقابلہ	N	N;NOM;MASC;SG;3
axudas	ملازمین	axuda	ملازم	N	N;ACC;MASC;PL;3
axudas	علاج	axuda	علاج	N	N;NOM;MASC;SG;3
axudas	مدد	axuda	مدد	N	N;NOM;MASC;SG;3
axudas	ملازمین	axuda	ملازم	N	N;ACC;MASC;PL;3
axudas	علاج	axuda	علاج	N	N;NOM;MASC;SG;3
típica	مثالی	típico	مثالی	ADJ	ADJ
deixara	بٹھانا	deixar	بٹھا	V	V;MASC;SG;NFIN;ACT
deixara	اتارنا	deixar	اتار	V	V;NFIN;ACT
rematan	بڑھانا	rematar	بڑھا	V	V;MASC;SG;NFIN;ACT
racial	نسلی	racial	نسلی	ADJ	ADJ
atrapar	کھینچنا	atrapar	کھینچ	V	V;MASC;SG;NFIN;ACT
atrapar	پھانسنے	atrapar	پھانسنے	V	V;NFIN;ACT
atrapar	روکنے	atrapar	روک	V	V;ACC;NFIN
debuxar	پہنچنا	debuxar	پہنچ	V	V;MASC;SG;NFIN;ACT
debuxar	بڑھنا	debuxar	بڑھ	V	V;MASC;SG;NFIN;ACT
debuxar	چلنا	debuxar	چل	V	V;MASC;SG;NFIN;ACT
debuxar	لکھنا	debuxar	لکھ	V	V;MASC;SG;NFIN;ACT
debuxar	کھینچنے	debuxar	کھینچ	V	V;NFIN
abren	برملا	abren	برملا	V	V;MASC;SG;ACT
abren	کُھلا	abren	کھھلا	V	V;PFV;MASC;SG;V.PTCP;ACT
abren	کھولنا	abren	کھول	V	V;NFIN
variedade	تنوع	variedade	تنوع	N	N;NOM;MASC;SG;3
recuperación	بازیابی	recuperación	بازیابی	N	N;NOM;FEM;SG;3
minte	ڈھونگ	minte	ڈھونگ	V	V;SG;ACT
minte	مکر	minte	مکر	V	V;ACT
atopen	خزانے	atopar	خزانہ	V	V;FIN;ACT
atopen	لانا	atopar	لا	V	V;MASC;SG;NFIN;ACT
fundación	سطح	fundación	سطح	N	N;NOM;MASC;SG;3
construir	جوڑنا	construir	جوڑ	V	V;MASC;SG;NFIN;ACT
construir	بڑھانا	construir	بڑھا	V	V;MASC;SG;NFIN;ACT
construir	جوڑنا	construir	جوڑ	V	V;MASC;SG;NFIN;ACT
construir	بڑھانا	construir	بڑھا	V	V;MASC;SG;NFIN;ACT
construir	بنانا	construir	بنا	V	V;MASC;SG;NFIN;ACT
traballaban	کارکردگی.	traballar	کارکردگی.	V	V;SG;FIN;ACT
medran	بڑھنا	medrar	بڑھ	V	V;MASC;SG;NFIN;ACT
medran	بڑھانا	medrar	بڑھا	V	V;MASC;SG;NFIN;ACT
cadela	گرفت	cadela	گرفت	N	N;NOM;MASC;SG;3
encantaríame	چاہنا	encantaríame	چاہ	V	V;MASC;SG;NFIN;ACT
virtude	اچھائی	virtude	اچھائی	N	N;NOM;FEM;SG;3
virtude	صفت	virtude	صفت	N	N;NOM;MASC;SG;3
virtude	خوبی	virtude	خوبی	N	N;NOM;MASC;SG;3
virtude	وصف	virtude	وصف	N	N;NOM;MASC;SG;3
virtude	اچھائی	virtude	اچھائی	N	N;NOM;FEM;SG;3
virtude	صفت	virtude	صفت	N	N;NOM;MASC;SG;3
virtude	خوبی	virtude	خوبی	N	N;NOM;MASC;SG;3
lembrades	تحویل	lembrade	تحویل	N	N;NOM;MASC;SG;3
lembrades	واقعہ	lembrade	واقعہ	N	N;NOM;MASC;SG;3
lembrades	تبدیل	lembrade	تبدیل	N	N;NOM;MASC;SG;3
lembrades	دھوکا	lembrade	دھوکا	N	N;NOM;MASC;SG;3
lembrades	ماضی	lembrade	ماضی	N	N;NOM;MASC;SG;3
lembrades	تحویل	lembrade	تحویل	N	N;NOM;MASC;SG;3
lembrades	واقعہ	lembrade	واقعہ	N	N;NOM;MASC;SG;3
lembrades	تبدیل	lembrade	تبدیل	N	N;NOM;MASC;SG;3
lembrades	دھوکا	lembrade	دھوکا	N	N;NOM;MASC;SG;3
lembrades	ماضی	lembrade	ماضی	N	N;NOM;MASC;SG;3
herbas	بانس	herba	بانس	N	N;NOM;MASC;SG;3
golpear	پانا	golpear	پانا	V	V;SG;NFIN;ACT
golpear	ٹکرانا	golpear	ٹکرانا	V	V;MASC;SG;NFIN;ACT
contactar	ملنے	contactar	مل	V	V;NFIN;ACT
manexar	چلانا.	manexar	چلاناؤ	V	V;MASC;SG;NFIN;ACT
manexar	ہلانا	manexar	ہلا	V	V;MASC;SG;NFIN;ACT
xogador	کھلاڑی.	xogador	کھلاڑی.	N	N;NOM;MASC;SG;3
élle	پہننا	élle	پہن	V	V;MASC;SG;NFIN;ACT
entren	سیکھنا	entren	سیکھ	V	V;SG;NFIN;ACT
entren	سمجھنا	entren	سمجھ	V	V;MASC;SG;NFIN;ACT
entren	کمانا	entren	کمانا	V	V;MASC;SG;NFIN;ACT
entren	پانا	entren	پانا	V	V;SG;NFIN;ACT
entren	سیکھنا	entren	سیکھ	V	V;SG;NFIN;ACT
entren	سمجھنا	entren	سمجھ	V	V;MASC;SG;NFIN;ACT
entren	کمانا	entren	کمانا	V	V;MASC;SG;NFIN;ACT
entren	چالو	entren	چالو	V	V;ACT
entren	چالو	entren	چالو	V	V;ACT
estupidez	حماقت	estupidez	حماقت	N	N;NOM;MASC;SG;3
deitados	برسرعمل-	deitado	برسرعمل-	N	N
deitados	محور	deitado	محور	N	N;NOM;MASC;SG;3
deitados	برسرعمل-	deitado	برسرعمل-	N	N
deitados	محور	deitado	محور	N	N;NOM;MASC;SG;3
razas	بارش	raza	بارش	N	N;NOM;FEM;SG;3
detectar	بھانپنا	detectar	بھانپنا	V	V;SG;NFIN;ACT
cambiará	چاہنا	cambiar	چاہ	V	V;MASC;SG;NFIN;ACT
cambiará	بدلنا	cambiar	بدل	V	V;MASC;SG;NFIN;ACT
ombro	پہاڑ	ombro	پہاڑ	N	N;NOM;MASC;SG;3
ombro	پہاڑ	ombro	پہاڑ	N	N;NOM;MASC;SG;3
superar	لیٹنے	superar	لیٹ	V	V;ACC;NFIN
convén	بننے	convir	بن	V	V;NFIN
cambiamos	بدلنا	cambiar	بدل	V	V;MASC;SG;NFIN;ACT
terminou	بڑھانا	terminar	بڑھا	V	V;MASC;SG;NFIN;ACT
terminou	لیٹنے	terminar	لیٹ	V	V;ACC;NFIN
hoxendía	آج	hoxender	آج	N	N;NOM;MASC;SG;3
eficiente	لائق	eficiente	لائق	ADJ	ADJ
nenez	بچپن	nenez	بچپن	N	N;NOM;MASC;SG;3
naturais	ارضی	natural	ارضی	ADJ	ADJ
naturais	سادہ	natural	سادہ	ADJ	ADJ
naturais	فطری	natural	فطری	ADJ	ADJ
naturais	اصلی	natural	اصلی	ADJ	ADJ
naturais	ارضی	natural	ارضی	ADJ	ADJ
naturais	سادہ	natural	سادہ	ADJ	ADJ
naturais	طبعی	natural	طبعی	ADJ	ADJ
naturais	فطری	natural	فطری	ADJ	ADJ
valioso	قیمتی	valioso	قیمتی	ADJ	ADJ;NOM
lavadora	کل	lavador	کل	N	N;NOM;MASC;SG;3
lavadora	مشین	lavador	مشین	N	N;NOM;MASC;SG;3
deixará	بچنا.	deixar	بچنا.	V	V;MASC;SG;ACT
deixará	سدھارنا	deixar	سدھار	V	V;MASC;SG;NFIN;ACT
deixará	رخصت.	deixar	رخصت.	V	V;SG;V.PTCP;ACT
deixará	چھوڑنا	deixar	چھوڑ	V	V;NFIN
deixará	بچنا.	deixar	بچنا.	V	V;MASC;SG;ACT
deixará	سدھارنا	deixar	سدھار	V	V;MASC;SG;NFIN;ACT
deixará	رخصت.	deixar	رخصت.	V	V;SG;V.PTCP;ACT
xeada	سرد	xeada	سرد	N	N;NOM;MASC;SG;3
fadas	حکایت	facer	حکایت	N	N;NOM;MASC;SG;3
fadas	حکایت	facer	حکایت	N	N;NOM;MASC;SG;3
fadas	کہانی	facer	کہانی	N	N;NOM;FEM;SG;3
gobernamental	حکومت	gobernamental	حکومت	N	N;NOM;FEM;SG;3
gobernamental	حکمرانی.	gobernamental	حکمرانی.	N	N;NOM;MASC;SG;3
rematara	لیٹنے	rematar	لیٹ	V	V;ACC;NFIN
saíches	ڈانٹ	saíches	ڈانٹ	N	N;NOM;MASC;SG;3
saíches	دور	saíches	دور	N	N;NOM;MASC;SG;3
saíches	ڈانٹ	saíches	ڈانٹ	N	N;NOM;MASC;SG;3
saíches	دور	saíches	دور	N	N;NOM;MASC;SG;3
inmensa	زبردست	inmenso	زبردست	ADJ	ADJ
quererías	خصوصیت	querería	خصوصیت	N	N;NOM;MASC;SG;3
quererías	جواب	querería	جواب	N	N;NOM;MASC;SG;3
quererías	طور	querería	طور	N	N;NOM;MASC;SG;3
quererías	خصوصیت	querería	خصوصیت	N	N;NOM;MASC;SG;3
quererías	جواب	querería	جواب	N	N;NOM;MASC;SG;3
quererías	طور	querería	طور	N	N;NOM;MASC;SG;3
quererías	طرح	querería	طرح	N	N;NOM;MASC;SG;3
vistas	دیکھنا	vista	دیکھ	V	V;NFIN
vistas	دیکھنا	vista	دیکھ	V	V;NFIN
unir	باندھنا	unir	باندھنا	V	V;NFIN;ACT
vicio	فسق	vicio	فسق	N	N;NOM;MASC;SG;3
vicio	عیب	vicio	عیب	N	N;NOM;MASC;SG;3
gordos	چربی	gordo	چربی	N	N;NOM;FEM;SG;3
firmes	آشنائی	firme	آشنائی	ADJ	ADJ
misterioso	مخفی	misterioso	مخفی	ADJ	ADJ
facémolo	دیکھنا	facémolo	دیکھ	V	V;NFIN
facémolo	بچارنا	facémolo	بچار	V	V;NFIN;ACT
facémolo	پکانا	facémolo	پکانا	V	V;MASC;SG;V.PTCP;ACT
facémolo	بخشنا	facémolo	بخشنا	V	V;SG;ACT
facémolo	سنوارنا	facémolo	سنوار	V	V;MASC;SG;NFIN;ACT
facémolo	کارروائی.	facémolo	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
facémolo	دیکھنا	facémolo	دیکھ	V	V;NFIN
facémolo	بچارنا	facémolo	بچار	V	V;NFIN;ACT
facémolo	پکانا	facémolo	پکانا	V	V;MASC;SG;V.PTCP;ACT
facémolo	بخشنا	facémolo	بخشنا	V	V;SG;ACT
facémolo	کرنا	facémolo	کر	V	V;MASC;SG;NFIN;ACT
facémolo	سنوارنا	facémolo	سنوار	V	V;MASC;SG;NFIN;ACT
facémolo	کارروائی.	facémolo	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
conseguen	سیکھنا	conseguir	سیکھ	V	V;SG;NFIN;ACT
conseguen	سمجھنا	conseguir	سمجھ	V	V;MASC;SG;NFIN;ACT
conseguen	کمانا	conseguir	کمانا	V	V;MASC;SG;NFIN;ACT
conseguen	پانا	conseguir	پانا	V	V;SG;NFIN;ACT
conseguen	سیکھنا	conseguir	سیکھ	V	V;SG;NFIN;ACT
conseguen	سمجھنا	conseguir	سمجھ	V	V;MASC;SG;NFIN;ACT
conseguen	کمانا	conseguir	کمانا	V	V;MASC;SG;NFIN;ACT
levaría	پانا	levar	پانا	V	V;SG;NFIN;ACT
levaría	کھانا	levar	کھا	V	V;MASC;SG;NFIN;ACT
levaría	سمجھنا	levar	سمجھ	V	V;MASC;SG;NFIN;ACT
levaría	پکڑنا	levar	پکڑ	V	V;MASC;SG;NFIN;ACT
levaría	چُننا	levar	چُن	V	V;MASC;SG;NFIN;ACT
levaría	آزمانا	levar	آزما	V	V;SG;ACT
levaría	ڈالنا	levar	ڈال	V	V;MASC;SG;NFIN;ACT
levaría	کمانا	levar	کمانا	V	V;MASC;SG;NFIN;ACT
levaría	چاہنا	levar	چاہ	V	V;MASC;SG;NFIN;ACT
miserable	خستہ	miserable	خستہ	ADJ	ADJ
atractiva	دلفریب	atractivo	دلفریب	ADJ	ADJ
atractiva	دلچسپ	atractivo	دلچسپ	ADJ	ADJ
atractiva	پُرکشش	atractivo	پُرکشش	ADJ	ADJ
atractiva	دلفریب	atractivo	دلفریب	ADJ	ADJ
atractiva	دلچسپ	atractivo	دلچسپ	ADJ	ADJ
atractiva	پُرکشش	atractivo	پُرکشش	ADJ	ADJ
apuntar	کنارا	apuntar	کنارا	V	V;PFV;MASC;SG;V.PTCP;ACT
apuntar	کنارا	apuntar	کنارا	V	V;PFV;MASC;SG;V.PTCP;ACT
anónimos	مجہول	anónir	مجہول	N	N;NOM;MASC;SG;3
caixeiro	کل	caixeiro	کل	N	N;NOM;MASC;SG;3
caixeiro	مشین	caixeiro	مشین	N	N;NOM;MASC;SG;3
custos	قیمت	custo	قیمت	N	N;NOM;FEM;SG;3
custos	نقصان	custo	نقصان	N	N;NOM;MASC;SG;3
custos	قربانی	custo	قربانی	N	N;NOM;MASC;SG;3
custos	قیمت	custo	قیمت	N	N;NOM;FEM;SG;3
custos	نقصان	custo	نقصان	N	N;NOM;MASC;SG;3
custos	قربانی	custo	قربانی	N	N;NOM;MASC;SG;3
metín	پھینکنا	metín	پھینکنا	V	V;NFIN;ACT
metín	چالو	metín	چالو	V	V;ACT
metín	چالو	metín	چالو	V	V;ACT
consolo	تسلی	consolo	تسلی	N	N;NOM;FEM;SG;3
consolo	تشفی	consolo	تشفی	N	N;NOM;MASC;SG;3
consolo	دلاسا؛تسکین	consolo	دلاسا؛تسکین	N	N;NOM;MASC;SG;3
consolo	دلجوئی	consolo	دلجوئی	N	N;NOM;MASC;SG;3
vapor	بخار	vapor	بخار	N	N;NOM;MASC;SG;3
tolear	گزرنا	tolear	گزر	V	V;MASC;SG;NFIN;ACT
tolear	چالو	tolear	چالو	V	V;ACT
encanto	افسوں	encanto	افسا	N	N;ACC;MASC;PL;3
louco	فاترالعقل.	louco	فاترالعقل.	N	N;SG
louco	فدا	louco	فدا	N	N;NOM;MASC;SG;3
gravata	تعلق	gravatar	تعلق	N	N;NOM;MASC;SG;3
probe	آزمانا.	probar	آزمانا.	V	V;PL;FIN;ACT
volvese	دھکیلنا	volver	دھکیل	V	V;NFIN;ACT
volvese	دھکیلنا	volver	دھکیل	V	V;NFIN;ACT
volvese	آنا	volver	آ	V	V;MASC;SG;NFIN;ACT
olle	طالب	olle	طالب	N	N;NOM;MASC;SG;3
olle	تحقیق	olle	تحقیق	N	N;NOM;MASC;SG;3
olle	تفتیش	olle	تفتیش	N	N;NOM;FEM;SG;3
olle	رنگ	olle	رنگ	N	N;NOM;MASC;SG;3
olle	نظر	olle	نظر	N	N;NOM;MASC;SG;3
olle	طالب	olle	طالب	N	N;NOM;MASC;SG;3
olle	تحقیق	olle	تحقیق	N	N;NOM;MASC;SG;3
olle	تفتیش	olle	تفتیش	N	N;NOM;FEM;SG;3
xogas	عمل	xoga	عمل	N	N;NOM;MASC;SG;3
xogas	سرگرمی	xoga	سرگرم	N	N;NOM;MASC;SG;3
xogas	کھیل	xoga	کھیل	N	N;NOM;MASC;SG;3
xogas	عمل	xoga	عمل	N	N;NOM;MASC;SG;3
xogas	سرگرمی	xoga	سرگرم	N	N;NOM;MASC;SG;3
regresou	دھکیلنا	regresar	دھکیل	V	V;NFIN;ACT
regresou	دھکیلنا	regresar	دھکیل	V	V;NFIN;ACT
fartos	بس	facer	بس	N	N;NOM;MASC;SG;3
fartos	مخاصمت	facer	مخاصمت	N	N;NOM;MASC;SG;3
fartos	وصف	facer	وصف	N	N;NOM;MASC;SG;3
fartos	مخاصمت	facer	مخاصمت	N	N;NOM;MASC;SG;3
fartos	وصف	facer	وصف	N	N;NOM;MASC;SG;3
berro	انوروں	berro	انور	N	N;ACC;MASC;PL;3
berro	انوروں	berro	انور	N	N;ACC;MASC;PL;3
berro	خوف	berro	خوف	N	N;NOM;MASC;SG;3
berro	غصہ	berro	غصہ	N	N;NOM;MASC;SG;3
desorde	انتشار	desorde	انتشار	N	N;NOM;MASC;SG;3
desorde	ترتیب	desorde	ترتیب	N	N;NOM;FEM;SG;3
comerciante	تاجر	comerciante	تاجر	N	N;NOM;MASC;SG;3
comerciante	تاجر	comerciante	تاجر	N	N;NOM;MASC;SG;3
perfume	عطریات	perfumir	عطریہ	N	N;NOM;MASC;PL;3
direicho	ظاہر	direicho	ظاہر	ADJ	ADJ
direicho	ظاہر	direicho	ظاہر	ADJ	ADJ
saiamos	سیکھنا	saiar	سیکھ	V	V;SG;NFIN;ACT
saiamos	سمجھنا	saiar	سمجھ	V	V;MASC;SG;NFIN;ACT
saiamos	کمانا	saiar	کمانا	V	V;MASC;SG;NFIN;ACT
saiamos	پانا	saiar	پانا	V	V;SG;NFIN;ACT
saiamos	سیکھنا	saiar	سیکھ	V	V;SG;NFIN;ACT
saiamos	سمجھنا	saiar	سمجھ	V	V;MASC;SG;NFIN;ACT
saiamos	کمانا	saiar	کمانا	V	V;MASC;SG;NFIN;ACT
téxtil	واحد	téxtil	واحد	ADJ	ADJ
téxtil	واحد	téxtil	واحد	ADJ	ADJ
castrón	قبیلے	castrón	قبیلہ	N	N;NOM;MASC;SG;3
castrón	بیٹا	castrón	بیٹا	N	N;NOM;MASC;SG;3
castrón	قبیلے	castrón	قبیلہ	N	N;NOM;MASC;SG;3
castrón	تعلق	castrón	تعلق	N	N;NOM;MASC;SG;3
castrón	جدائی	castrón	جدا	N	N;NOM;MASC;SG;3
castrón	بیان	castrón	بیان	N	N;NOM;MASC;SG;3
castrón	تفصیل	castrón	تفصیل	N	N;NOM;MASC;SG;3
castrón	نسبت	castrón	نسبت	N	N;NOM;MASC;SG;3
castrón	فاصلہ	castrón	فاصلہ	N	N;NOM;MASC;SG;3
castrón	حوالہ	castrón	حوالہ	N	N;NOM;MASC;SG;3
castrón	ملکیت	castrón	ملکیت	N	N;NOM;MASC;SG;3
castrón	دوری	castrón	دوری	N	N;NOM;FEM;SG;3
castrón	تقسیم	castrón	تقسیم	N	N;NOM;FEM;SG;3
arranxalo	شکنجہ	arranxalo	شکنجہ	N	N;NOM;MASC;SG;3
arranxalo	شکنجہ	arranxalo	شکنجہ	N	N;NOM;MASC;SG;3
arranxalo	موقع	arranxalo	موقع	N	N;NOM;MASC;SG;3
arranxalo	موقع	arranxalo	موقع	N	N;NOM;MASC;SG;3
balón	تفریح	balón	تفریح	N	N;NOM;MASC;SG;3
voltamos	دھکیلنا	voltar	دھکیل	V	V;NFIN;ACT
voltamos	دھکیلنا	voltar	دھکیل	V	V;NFIN;ACT
dispararlle	تیزی	dispararlle	تیزی	N	N;NOM;MASC;SG;3
dispararlle	گولی	dispararlle	گولی	N	N;NOM;FEM;SG;3
dispararlle	استعمال	dispararlle	استعمال	N	N;NOM;MASC;SG;3
baleiros	خالی	baleiro	خالی	ADJ	ADJ
enxeñeiro	انجینئر	enxeñeiro	انجینئر	N	N;NOM;MASC;SG;3
subiu	غرق	subiu	غرق	V	V;ACT
subiu	بڑھانا	subiu	بڑھا	V	V;MASC;SG;NFIN;ACT
arrestar	روکنا	arrestar	روک	V	V;NFIN
quizá	شاید	quizá	شاید	ADV	ADV
coñecerte	جُڑنا	coñecerter	جُڑ	V	V;SG;NFIN;ACT
coñecerte	بھڑنا.	coñecerter	بھڑنا.	V	V;SG;NFIN;ACT
coñecerte	ملنا	coñecerter	مل	V	V;MASC;SG;NFIN;ACT
chegarás	چاہنا	chegar	چاہ	V	V;MASC;SG;NFIN;ACT
pó	فساد	pó	فساد	N	N;NOM;MASC;SG;3
pó	انتشار	pó	انتشار	N	N;NOM;MASC;SG;3
pó	غبار	pó	غبار	N	N;NOM;MASC;SG;3
pó	زمین	pó	زمین	N	N;NOM;FEM;SG;3
envíe	چالو	enviar	چالو	V	V;ACT
envíe	چالو	enviar	چالو	V	V;ACT
troco	منڈی	troco	منڈی	N	N;NOM;FEM;SG;3
troco	فرق	troco	فرق	N	N;ACC;MASC;SG;3
troco	منڈی	troco	منڈی	N	N;NOM;FEM;SG;3
troco	فرق	troco	فرق	N	N;ACC;MASC;SG;3
guindar	پھینکنے	guindar	پھینک	V	V;ACC;NFIN
guindar	جھاڑنا.	guindar	جھاڑن	V	V;SG;NFIN;ACT
guindar	پھینکنے	guindar	پھینک	V	V;ACC;NFIN
guindar	جھاڑنا.	guindar	جھاڑن	V	V;SG;NFIN;ACT
guindar	پھینکنا	guindar	پھینکنا	V	V;NFIN;ACT
lar	جگہ	lar	جگہ	N	N;NOM;MASC;SG;3
mula	خچر	mulo	خچر	N	N;NOM;MASC;SG;3
banal	معمولی	banal	معمولی	ADJ	ADJ
bombardear	دھوئیں	bombardear	دھو	V	V;MASC;PL;FIN;ACT
preguntarche	پوچھنا	preguntarche	پوچھ	V	V;MASC;SG;NFIN;ACT
cicatriz	خراش	cicatriz	خراش	N	N;NOM;MASC;SG;3
cicatriz	دھاری	cicatriz	دھاری	N	N;NOM;FEM;SG;3
cicatriz	داغ	cicatriz	داغ	N	N;NOM;MASC;SG;3
cicatriz	خراش	cicatriz	خراش	N	N;NOM;MASC;SG;3
cicatriz	دھاری	cicatriz	دھاری	N	N;NOM;FEM;SG;3
sela	زین	sel	زین	N	N;NOM;MASC;SG;3
empezas	اضطراری	empeza	اضطراری	N	N;NOM;MASC;SG;3
empezas	حیرت	empeza	حیرت	N	N;NOM;MASC;SG;3
agulla	پینا	agulla	پی	N	N;NOM;MASC;SG;3
agulla	گھنٹے	agulla	گھنٹہ	N	N;NOM;MASC;PL;3
agulla	پینا	agulla	پی	N	N;NOM;MASC;SG;3
agulla	گھنٹے	agulla	گھنٹہ	N	N;NOM;MASC;PL;3
agulla	سوزن	agulla	سوزن	N	N;NOM;MASC;SG;3
acento	بل	acento	بل	N	N;NOM;MASC;SG;3
acento	رجحان	acento	رجحان	N	N;NOM;MASC;SG;3
acento	بل	acento	بل	N	N;NOM;MASC;SG;3
acento	رجحان	acento	رجحان	N	N;NOM;MASC;SG;3
rancor	بغض	rancor	بغض	N	N;NOM;MASC;SG;3
fición	اختراع	fición	اختراع	N	N;NOM;MASC;SG;3
fición	بیان	fición	بیان	N	N;NOM;MASC;SG;3
fición	افسانہ	fición	افسانہ	N	N;NOM;MASC;SG;3
fición	ایجاد	fición	ایجاد	N	N;NOM;MASC;SG;3
nosoutros	لوگ	nosoutro	لوگ	N	N;NOM;MASC;SG;3
actualidade	آج	actualidade	آج	N	N;NOM;MASC;SG;3
excepción	استثنا	excepción	استثنا	N	N;NOM;MASC;SG;3
sinalar	کنارا	sinalar	کنارا	V	V;PFV;MASC;SG;V.PTCP;ACT
sinalar	کنارا	sinalar	کنارا	V	V;PFV;MASC;SG;V.PTCP;ACT
curación	گوشت	curación	گوشت	N	N;NOM;MASC;SG;3
curación	پھل	curación	پھل	N	N;NOM;MASC;SG;3
curación	اصلاح	curación	اصلاح	N	N;NOM;MASC;SG;3
curación	گوشت	curación	گوشت	N	N;NOM;MASC;SG;3
curación	دوا	curación	دوا	N	N;NOM;FEM;SG;3
curación	پھل	curación	پھل	N	N;NOM;MASC;SG;3
curación	اصلاح	curación	اصلاح	N	N;NOM;MASC;SG;3
curación	عرصے	curación	عرصہ	N	N;NOM;MASC;SG;3
curación	حدود	curación	حد	N	N;NOM;MASC;SG;3
curación	مکان	curación	مکان	N	N;NOM;MASC;SG;3
curación	ترتیب	curación	ترتیب	N	N;NOM;FEM;SG;3
curación	داخل	curación	داخل	N	N;NOM;MASC;SG;3
curación	ذیل	curación	ذیل	N	N;NOM;MASC;SG;3
curación	گاڑی	curación	گاڑی	N	N;NOM;FEM;SG;3
curación	ذات	curación	ذات	N	N;NOM;FEM;SG;3
curación	عرصے	curación	عرصہ	N	N;NOM;MASC;SG;3
curación	حدود	curación	حد	N	N;NOM;MASC;SG;3
curación	مکان	curación	مکان	N	N;NOM;MASC;SG;3
curación	ترتیب	curación	ترتیب	N	N;NOM;FEM;SG;3
curación	داخل	curación	داخل	N	N;NOM;MASC;SG;3
curación	ذیل	curación	ذیل	N	N;NOM;MASC;SG;3
curación	گاڑی	curación	گاڑی	N	N;NOM;FEM;SG;3
curación	ذات	curación	ذات	N	N;NOM;FEM;SG;3
sentirme	سوچنا	sentirme	سوچ	V	V;MASC;SG;NFIN;ACT
orgánico	منظم	orgánico	منظم	ADJ	ADJ
orgánico	موروثی	orgánico	موروثی	ADJ	ADJ
