oldalakon	頁	oldal	頁	N;ON+ESS;PL	N
fejlődtek	進化	fejlődik	進化	V;INDF;IND;PL;3;PST;FIN;ACT	V
váljon	成	váljon	成	V;DEF;IMP;SG;3;PRS;FIN;ACT	V
ásványok	礦	ásvány	礦	N;NOM;PL	N
ásványok	礦物	ásvány	礦物	N;NOM;PL	N
ásványok	礦	ásvány	礦	N;NOM;PL	N
copyright	版權	copyright	版權	N;NOM;SG	N
titok	秘密	titok	秘密	N;NOM;SG	N
scooter	機車	scooter	機車	N;NOM;SG	N
baktérium	病菌	baktérium	病菌	N;NOM;SG	N
baktérium	細菌	baktérium	細菌	N;NOM;SG	N
foltos	斑點	foltos	斑點	N;NOM;SG	N
foltos	斑點	foltos	斑點	N;NOM;SG	N
haj	頭髮	haj	頭髮	N;NOM;SG	N
haj	髮型	haj	髮型	N;NOM;SG	N
haj	發	haj	發	N;NOM;SG	N
szaturnusz	土星	szaturnusz	土星	N;NOM;SG	N
tárca	錢	tárca	錢	N;NOM;SG	N
tárca	皮夾	tárca	皮夾	N;NOM;SG	N
esküt	誓言	esküt	誓言	N;ACC;SG	N
felszerelés	裝備	felszerelés	裝備	N;NOM;SG	N
felszerelés	裝備	felszerelés	裝備	N;NOM;SG	N
felszerelés	齒輪	felszerelés	齒輪	N;NOM;SG	N
kifejezéseket	片語	kifejezés	片語	N;ACC;PL	N
mechanika	力學	mechanika	力學	N;NOM;SG	N
végrehajtás	處	végrehajtás	處	N;NOM;SG	N
szivárvány	彩虹	szivárvány	彩虹	N;NOM;SG	N
bariton	男中	bariton	男中	N;NOM;SG	N
pohár	玻璃	pohár	玻璃	N;NOM;SG	N
pohár	盃	pohár	盃	N;NOM;SG	N
pohár	杯	pohár	杯	N;NOM;SG	N
pohár	杯子	pohár	杯子	N;NOM;SG	N
kényelmes	舒服	kényelmes	舒服	ADJ;NOM;SG	ADJ
kényelmes	舒適	kényelmes	舒適	ADJ;NOM;SG	ADJ
kényelmes	舒服	kényelmes	舒服	ADJ;NOM;SG	ADJ
kényelmes	舒適	kényelmes	舒適	ADJ;NOM;SG	ADJ
utakon	公路	út	公路	N;ON+ESS;PL	N
utakon	道路	út	道路	N;ON+ESS;PL	N
igényelt	認領	igényelt	認領	V;INDF;IND;SG;3;PST;FIN;ACT	V
igényelt	聲稱	igényelt	聲稱	V;INDF;IND;SG;3;PST;FIN;ACT	V
barlangot	山洞	barlangot	山洞	N;ACC;SG	N
barlangot	洞穴	barlangot	洞穴	N;ACC;SG	N
evezés	划船	evezés	划船	N;NOM;SG	N
taekwondo	跆	taekwondo	跆	N;NOM;SG	N
megsértése	違約	megsértés	違約	N;NOM;SG	N
háztartási	家用	háztartási	家用	N;NOM;SG	N
háztartási	住戶	háztartási	住戶	N;NOM;SG	N
tej	乳	tej	乳	N;NOM;SG	N
tej	牛奶	tej	牛奶	N;NOM;SG	N
tej	奶	tej	奶	N;NOM;SG	N
beruházás	投資	beruházás	投資	N;NOM;SG	N
beruházás	投資	beruházás	投資	N;NOM;SG	N
beruházás	投資	beruházás	投資	N;NOM;SG	N
magok	種子	magok	種子	N;NOM;PL	N
magok	籽	magok	籽	N;NOM;PL	N
realizmus	現實	realizmus	現實	N;NOM;SG	N
száműzték	流亡	száműzik	流亡	V;DEF;IND;PL;3;PST;FIN;ACT	V
száműzték	流放	száműzik	流放	V;DEF;IND;PL;3;PST;FIN;ACT	V
profit	盈利	profit	盈利	N;NOM;SG	N
profit	營利	profit	營利	N;NOM;SG	N
hivatalnok	書記	hivatal	書記	N;NOM;SG	N
hivatalnok	職員	hivatal	職員	N;NOM;SG	N
összegyűlt	聚集	összegyűlt	聚集	V;INDF;IND;SG;3;PST;FIN;ACT	V
munkaerő	勞工	munkaerő	勞工	N;NOM;SG	N
gombot	按鍵	gomb	按鍵	N;ACC;SG	N
egyenlőség	平等	egyenlőség	平等	N;NOM;SG	N
egzotikus	奇異	egzotikus	奇異	ADJ;NOM;SG	ADJ
gyulladás	炎症	gyulladás	炎症	N;NOM;SG	N
jelleg	自然	jelleg	自然	N;NOM;SG	N
jelleg	性質	jelleg	性質	N;NOM;SG	N
elektronika	電子	elektronika	電子	N;NOM;SG	N
külföldiek	外國	külföldi	外國	N;NOM;PL	N
külföldiek	外籍	külföldi	外籍	N;NOM;PL	N
külföldiek	外國	külföldi	外國	N;NOM;PL	N
külföldiek	外籍	külföldi	外籍	N;NOM;PL	N
megtalált	找到	meg+talál	找到	V;INDF;IND;SG;3;PST;FIN;ACT	V
megtalált	發現	meg+talál	發現	V;INDF;IND;SG;3;PST;FIN;ACT	V
szövet	組織	szövet	組織	N;NOM;SG	N
szövet	紙巾	szövet	紙巾	N;NOM;SG	N
szövet	布料	szövet	布料	N;NOM;SG	N
szövet	纖維	szövet	纖維	N;NOM;SG	N
szövet	織物	szövet	織物	N;NOM;SG	N
szövet	布料	szövet	布料	N;NOM;SG	N
szövet	織物	szövet	織物	N;NOM;SG	N
útvonalak	路線	útvonal	路線	N;NOM;PL	N
megkülönböztetés	區分	megkülönböztetés	區分	N;NOM;SG	N
megkülönböztetés	區別	megkülönböztetés	區別	N;NOM;SG	N
legnehezebb	最難	nagy	最難	ADJ;NOM;RL;SG	ADJ
démonok	妖	démon	妖	N;NOM;PL	N
lendületet	勢頭	lendület	勢頭	N;ACC;SG	N
ellenségei	仇人	ellenség	仇人	N;NOM;PL	N
kerékpár	單車	kerékpár	單車	N;NOM;SG	N
kerékpár	單車	kerékpár	單車	N;NOM;SG	N
kerékpár	腳踏	kerékpár	腳踏	N;NOM;SG	N
kerékpár	單車	kerékpár	單車	N;NOM;SG	N
kerékpár	腳踏	kerékpár	腳踏	N;NOM;SG	N
antenna	空中	ant	空中	N;NOM;SG	N
antenna	觸角	ant	觸角	N;NOM;SG	N
antenna	天線	ant	天線	N;NOM;SG	N
antenna	天線	ant	天線	N;NOM;SG	N
bölcsek	明智	bölcs	明智	N;NOM;PL	N
cink	鋅	cink	鋅	N;NOM;SG	N
gazdálkodó	農民	gazdálkodó	農民	N;NOM;SG	N
gazdálkodó	農夫	gazdálkodó	農夫	N;NOM;SG	N
whisky	威士忌	whisky	威士忌	N;NOM;SG	N
whisky	威士忌	whisky	威士忌	N;NOM;SG	N
cenzúra	審查	cenzúra	審查	N;NOM;SG	N
érvelés	推理	érvelés	推理	N;NOM;SG	N
érvelés	論證	érvelés	論證	N;NOM;SG	N
érvelés	論據	érvelés	論據	N;NOM;SG	N
érvelés	論點	érvelés	論點	N;NOM;SG	N
hitet	信仰	hít	信仰	N;ACC;SG	N
hitet	信心	hít	信心	N;ACC;SG	N
hitet	信念	hít	信念	N;ACC;SG	N
sisak	頭盔	sisak	頭盔	N;NOM;SG	N
sisak	盔	sisak	盔	N;NOM;SG	N
sisak	頭盔	sisak	頭盔	N;NOM;SG	N
plaza	廣場	plaza	廣場	N;NOM;SG	N
felhők	雲	fél	雲	N;NOM;PL	N
felhők	雲彩	fél	雲彩	N;NOM;PL	N
szár	莖	szár	莖	N;NOM;SG	N
adag	用量	adag	用量	N;NOM;SG	N
adag	劑量	adag	劑量	N;NOM;SG	N
adag	劑量	adag	劑量	N;NOM;SG	N
csat	扣	csat	扣	N;NOM;SG	N
benyomást	印象	benyomás	印象	N;ACC;SG	N
lovaglás	騎馬	lovaglás	騎馬	N;NOM;SG	N
lovaglás	騎	lovaglás	騎	N;NOM;SG	N
lovaglás	馬術	lovaglás	馬術	N;NOM;SG	N
alkatrészek	部件	alkatrész	部件	N;NOM;PL	N
alkatrészek	元件	alkatrész	元件	N;NOM;PL	N
izzó	燈泡	izzó	燈泡	N;NOM;SG	N
érdeklődni	詢問	érdeklődik	詢問	V;NFIN;ACT	V
rizs	大米	rizs	大米	N;NOM;SG	N
rizs	米	rizs	米	N;NOM;SG	N
rizs	米飯	rizs	米飯	N;NOM;SG	N
rizs	飯	rizs	飯	N;NOM;SG	N
lámpa	燈	lámpa	燈	N;NOM;SG	N
lámpa	電燈	lámpa	電燈	N;NOM;SG	N
lámpa	燈具	lámpa	燈具	N;NOM;SG	N
ellenőr	督察	ellenőr	督察	N;NOM;SG	N
válaszok	答案	válasz	答案	N;NOM;PL	N
látás	視力	látás	視力	N;NOM;SG	N
látás	視覺	látás	視覺	N;NOM;SG	N
látás	願景	látás	願景	N;NOM;SG	N
látás	展望	látás	展望	N;NOM;SG	N
idézetek	引號	idézet	引號	N;NOM;PL	N
idézetek	引文	idézet	引文	N;NOM;PL	N
idézetek	引文	idézet	引文	N;NOM;PL	N
idézetek	語錄	idézet	語錄	N;NOM;PL	N
sült	炸	sült	炸	N;NOM;SG	N
sült	炒	sült	炒	N;NOM;SG	N
sült	烘	sült	烘	N;NOM;SG	N
tömegek	人群	tömeg	人群	N;NOM;PL	N
túra	游	túra	游	N;NOM;SG	N
túra	導覽	túra	導覽	N;NOM;SG	N
túra	旅遊	túra	旅遊	N;NOM;SG	N
túra	遠足	túra	遠足	N;NOM;SG	N
túra	登山	túra	登山	N;NOM;SG	N
bunker	碉堡	bunker	碉堡	N;NOM;SG	N
bunker	地堡	bunker	地堡	N;NOM;SG	N
keresztesek	十字	keresztes	十字	N;NOM;PL	N
estét	晚間	est	晚間	N;ACC;SG	N
estét	晚上	est	晚上	N;ACC;SG	N
estét	傍晚	est	傍晚	N;ACC;SG	N
jövedelem	收益	jövedel	收益	N;NOM;SG	N
jövedelem	收入	jövedel	收入	N;NOM;SG	N
jövedelem	收入	jövedel	收入	N;NOM;SG	N
órákban	小時	óra	小時	N;IN+ESS;PL	N
százalék	百分	százalék	百分	N;NOM;SG	N
százalék	百分	százalék	百分	N;NOM;SG	N
expressz	快車	expressz	快車	N;NOM;SG	N
expressz	特快	expressz	特快	N;NOM;SG	N
felelősség	責任	felelősség	責任	N;NOM;SG	N
felelősség	負債	felelősség	負債	N;NOM;SG	N
felelősség	責任	felelősség	責任	N;NOM;SG	N
felelősség	責任	felelősség	責任	N;NOM;SG	N
szervezők	主機	szervező	主機	N;NOM;PL	N
vámpír	吸血	vámpír	吸血	N;NOM;SG	N
céh	公會	céh	公會	N;NOM;SG	N
videót	視訊	videó	視訊	N;ACC;SG	N
videót	影片	videó	影片	N;ACC;SG	N
osztályozás	分類	osztályozás	分類	N;NOM;SG	N
osztályozás	分流	osztályozás	分流	N;NOM;SG	N
osztályozás	分類	osztályozás	分類	N;NOM;SG	N
osztályozás	分級	osztályozás	分級	N;NOM;SG	N
gének	基因	gé	基因	N;NOM;PL	N
jóga	瑜伽	jóga	瑜伽	N;NOM;SG	N
jóga	瑜珈	jóga	瑜珈	N;NOM;SG	N
tünetei	症狀	tünet	症狀	N;NOM;PL	N
fészket	窩	fészket	窩	N;ACC;SG	N
fészket	巢穴	fészket	巢穴	N;ACC;SG	N
fészket	巢	fészket	巢	N;ACC;SG	N
szomszédok	鄰	szomszéd	鄰	N;NOM;PL	N
szomszédok	鄰居	szomszéd	鄰居	N;NOM;PL	N
szomszédok	鄰國	szomszéd	鄰國	N;NOM;PL	N
szomszédok	鄰居	szomszéd	鄰居	N;NOM;PL	N
szomszédok	鄰居	szomszéd	鄰居	N;NOM;PL	N
vádak	收費	vád	收費	N;NOM;PL	N
akut	急性	akut	急性	N;NOM;SG	N
táblák	板	táblák	板	N;NOM;PL	N
táblák	跡象	táblák	跡象	N;NOM;PL	N
táblák	標誌	táblák	標誌	N;NOM;PL	N
ülés	座位	ülés	座位	N;NOM;SG	N
ülés	席位	ülés	席位	N;NOM;SG	N
ülés	座位	ülés	座位	N;NOM;SG	N
majmok	人猿	majm	人猿	N;NOM;PL	N
majmok	類	majm	類	N;NOM;PL	N
majmok	猿	majm	猿	N;NOM;PL	N
majmok	猿猴	majm	猿猴	N;NOM;PL	N
halhatatlan	不朽	halhatatlan	不朽	N;NOM;SG	N
ízületi	關節	ízületi	關節	N;NOM;SG	N
elnökség	主席	elnökség	主席	N;NOM;SG	N
dombok	丘陵	domb	丘陵	N;NOM;PL	N
elszigetelt	孤立	elszigetelt	孤立	V;INDF;IND;SG;3;PST;FIN;ACT	V
ver	跳動	ver	跳動	V;INDF;IND;SG;3;PRS;FIN;ACT	V
részleg	部門	részleg	部門	N;NOM;SG	N
részleg	組織	részleg	組織	N;NOM;SG	N
akkumulátor	電池	akkumulátor	電池	N;NOM;SG	N
akkumulátor	電量	akkumulátor	電量	N;NOM;SG	N
felépítés	結構	felépítés	結構	N;NOM;SG	N
felépítés	架構	felépítés	架構	N;NOM;SG	N
felépítés	建築	felépítés	建築	N;NOM;SG	N
felépítés	結構	felépítés	結構	N;NOM;SG	N
házakat	房屋	ház	房屋	N;ACC;PL	N
házakat	房子	ház	房子	N;ACC;PL	N
csillagos	星星	csillagos	星星	N;NOM;SG	N
csillagos	恆星	csillagos	恆星	N;NOM;SG	N
csillagos	星	csillagos	星	N;NOM;SG	N
csillagos	明星	csillagos	明星	N;NOM;SG	N
textil	紡織	textil	紡織	N;NOM;SG	N
textil	紡織	textil	紡織	N;NOM;SG	N
letelepedett	定居	letelepedik	定居	V;INDF;IND;SG;3;PST;FIN;ACT	V
bűnözés	犯罪	bűnözés	犯罪	N;NOM;SG	N
hardver	硬體	hardver	硬體	N;NOM;SG	N
panasz	申訴	panasz	申訴	N;NOM;SG	N
panasz	申訴	panasz	申訴	N;NOM;SG	N
nézőpont	透視	nézőpont	透視	N;NOM;SG	N
nézőpont	視角	nézőpont	視角	N;NOM;SG	N
akadály	障礙	akadály	障礙	N;NOM;SG	N
akadály	屏障	akadály	屏障	N;NOM;SG	N
akadály	障礙	akadály	障礙	N;NOM;SG	N
szektor	部門	szektor	部門	N;NOM;SG	N
szerelvények	配件	szerelvény	配件	N;NOM;PL	N
gyilkosságok	暗殺	gyilkosság	暗殺	N;NOM;PL	N
import	進口	import	進口	N;NOM;SG	N
import	進口	import	進口	N;NOM;SG	N
import	進口	import	進口	N;NOM;SG	N
ballisztikus	彈道	ballisztikus	彈道	N;NOM;SG	N
aktivitás	動態	aktivitás	動態	N;NOM;SG	N
aktivitás	活動	aktivitás	活動	N;NOM;SG	N
lencse	鏡頭	lencs	鏡頭	N;NOM;SG	N
lencse	鏡片	lencs	鏡片	N;NOM;SG	N
lencse	透鏡	lencs	透鏡	N;NOM;SG	N
lencse	扁豆	lencs	扁豆	N;NOM;SG	N
lencse	鏡片	lencs	鏡片	N;NOM;SG	N
lárvák	幼蟲	lárvák	幼蟲	N;NOM;PL	N
szónok	議長	szó	議長	N;NOM;SG	N
államokat	國家	állam	國家	N;ACC;PL	N
célpont	目標	célpont	目標	N;NOM;SG	N
bűnözők	罪犯	bűnöző	罪犯	N;NOM;PL	N
billentyű	閥	billentyű	閥	N;NOM;SG	N
billentyű	閥門	billentyű	閥門	N;NOM;SG	N
oldat	溶液	oldat	溶液	N;NOM;SG	N
balesetek	事故	baleset	事故	N;NOM;PL	N
gratulálok	祝	gratulál	祝	V;INDF;IND;SG;1;PRS;FIN;ACT	V
gratulálok	祝	gratulál	祝	V;INDF;IND;SG;1;PRS;FIN;ACT	V
méz	蜂蜜	méz	蜂蜜	N;NOM;SG	N
messzire	遠	messzire	遠		
foglalkoztatott	受雇	foglalkozik	受雇	V;INDF;IND;SG;3;PST;FIN;ACT	V
gyárt	製成	gyárt	製成	V;INDF;IND;SG;3;PST;FIN;ACT	V
biztonságban	安全	biztonság	安全	N;IN+ESS;SG	N
ajándék	禮物	ajándék	禮物	N;NOM;SG	N
ajándék	禮品	ajándék	禮品	N;NOM;SG	N
ajándék	現任	ajándék	現任	N;NOM;SG	N
ajándék	禮物	ajándék	禮物	N;NOM;SG	N
ajándék	禮品	ajándék	禮品	N;NOM;SG	N
ajándék	天賦	ajándék	天賦	N;NOM;SG	N
szőrös	毛	szőrös	毛	N;NOM;SG	N
kazán	爐	kazán	爐	N;NOM;SG	N
kazán	火爐	kazán	火爐	N;NOM;SG	N
kazán	熔爐	kazán	熔爐	N;NOM;SG	N
kazán	鍋爐	kazán	鍋爐	N;NOM;SG	N
kazán	鍋爐	kazán	鍋爐	N;NOM;SG	N
weboldalak	網站	peboldal	網站	N;NOM;PL	N
helyőrség	前	helyőrség	前	N;NOM;SG	N
helyőrség	前	helyőrség	前	N;NOM;SG	N
tulajdonosok	業	tulajdonos	業	N;NOM;PL	N
turbina	渦輪	turbina	渦輪	N;NOM;SG	N
felsorolás	列舉	felsorolás	列舉	N;NOM;SG	N
biztosítottak	投保	biztosít	投保	V;INDF;IND;PL;3;PST;FIN;ACT	V
utódok	後代	utód	後代	N;NOM;PL	N
mérföld	英里	mérföld	英里	N;NOM;SG	N
biokémiai	生物	biokémiai	生物	N;NOM;SG	N
megérkeztek	抵達	meg+érkezik	抵達	V;INDF;IND;PL;3;PST;FIN;ACT	V
megérkeztek	到	meg+érkezik	到	V;INDF;IND;PL;3;PST;FIN;ACT	V
védjegy	商標	védjegy	商標	N;NOM;SG	N
gyöngy	明珠	gyöngy	明珠	N;NOM;SG	N
gyöngy	珍珠	gyöngy	珍珠	N;NOM;SG	N
gyöngy	珍珠	gyöngy	珍珠	N;NOM;SG	N
képernyőn	螢幕	képernyő	螢幕	N;ON+ESS;SG	N
fotós	攝影	fotós	攝影	N;NOM;SG	N
életkor	年紀	életkor	年紀	N;NOM;SG	N
életkor	年齡	életkor	年齡	N;NOM;SG	N
mocsár	沼澤	mocsár	沼澤	N;NOM;SG	N
mocsár	沼澤	mocsár	沼澤	N;NOM;SG	N
mocsár	沼澤	mocsár	沼澤	N;NOM;SG	N
mocsár	沼澤	mocsár	沼澤	N;NOM;SG	N
bálna	鯨魚	bálna	鯨魚	N;NOM;SG	N
bálna	鯨	bálna	鯨	N;NOM;SG	N
párok	夫妻	párok	夫妻	N;NOM;PL	N
párok	情侶	párok	情侶	N;NOM;PL	N
párok	夫婦	párok	夫婦	N;NOM;PL	N
állatkertben	動物	állatkert	動物	N;IN+ESS;SG	N
gyógynövények	藥草	gyógynövény	藥草	N;NOM;PL	N
gyógynövények	草藥	gyógynövény	草藥	N;NOM;PL	N
ajtók	門	ajtó	門	N;NOM;PL	N
készülékek	電器	készülék	電器	N;NOM;PL	N
készülékek	裝置	készülék	裝置	N;NOM;PL	N
készülékek	儀器	készülék	儀器	N;NOM;PL	N
készülékek	器械	készülék	器械	N;NOM;PL	N
maffia	暴徒	maffia	暴徒	N;NOM;SG	N
maffia	暴民	maffia	暴民	N;NOM;SG	N
maffia	黑手	maffia	黑手	N;NOM;SG	N
mérleg	天秤	mérleg	天秤	N;NOM;SG	N
mérleg	平衡	mérleg	平衡	N;NOM;SG	N
mérleg	結餘	mérleg	結餘	N;NOM;SG	N
mérleg	均衡	mérleg	均衡	N;NOM;SG	N
mérleg	餘額	mérleg	餘額	N;NOM;SG	N
mérleg	比例尺	mérleg	比例尺	N;NOM;SG	N
mérleg	規模	mérleg	規模	N;NOM;SG	N
mérleg	天平	mérleg	天平	N;NOM;SG	N
mérleg	尺度	mérleg	尺度	N;NOM;SG	N
mérleg	秤	mérleg	秤	N;NOM;SG	N
juh	羊	juh	羊	N;NOM;SG	N
juh	綿羊	juh	綿羊	N;NOM;SG	N
központok	中心	központ	中心	N;NOM;PL	N
kísért	困擾	kís	困擾	V;INDF;IND;SG;3;PST;FIN;ACT	V
érmék	硬幣	érmék	硬幣	N;NOM;PL	N
érmék	錢幣	érmék	錢幣	N;NOM;PL	N
acer	槭	acer	槭	N;NOM;SG	N
kocsma	客棧	kocsma	客棧	N;NOM;SG	N
kocsma	酒館	kocsma	酒館	N;NOM;SG	N
kocsma	酒吧	kocsma	酒吧	N;NOM;SG	N
kocsma	酒館	kocsma	酒館	N;NOM;SG	N
vastagsága	厚度	vastagság	厚度	N;NOM;SG	N
italok	飲料	ital	飲料	N;NOM;PL	N
bűnöző	罪犯	bűnöző	罪犯	N;NOM;SG	N
megígérte	允諾	meg+ígér	允諾	V;DEF;IND;SG;3;PST;FIN;ACT	V
előzmények	歷史	előzmény	歷史	N;NOM;PL	N
generált	生成	generál	生成	V;INDF;IND;SG;3;PST;FIN;ACT	V
rokonok	親屬	rokon	親屬	N;NOM;PL	N
rokonok	親戚	rokon	親戚	N;NOM;PL	N
régens	攝政	régens	攝政	N;NOM;SG	N
lakások	公寓	lakás	公寓	N;NOM;PL	N
küldöttség	代表	küldöttség	代表	N;NOM;SG	N
bál	舞會	bál	舞會	N;NOM;SG	N
bál	球	bál	球	N;NOM;SG	N
kolostorok	寺院	kolostorok	寺院	N;NOM;PL	N
csődbe	破產	csőd	破產	N;IN+ALL;SG	N
eladni	銷售	elad	銷售	V;NFIN;ACT	V
eladni	賣	elad	賣	V;NFIN;ACT	V
kocsit	手	kocsi	手	N;ACC;SG	N
rezsim	政權	rezsim	政權	N;NOM;SG	N
rezsim	制度	rezsim	制度	N;NOM;SG	N
égbolt	天空	égbol	天空	N;NOM;SG	N
égbolt	天空	égbol	天空	N;NOM;SG	N
gyógyászati	藥用	gyógyászati	藥用	N;NOM;SG	N
átok	咒	át	咒	N;NOM;SG	N
kalapács	錘	kalapács	錘	N;NOM;SG	N
kalapács	錘子	kalapács	錘子	N;NOM;SG	N
kalapács	槌	kalapács	槌	N;NOM;SG	N
brutális	殘酷	brutális	殘酷	ADJ;NOM;SG	ADJ
kvázi	准	kvázi	准		
vektor	載體	vektor	載體	N;NOM;SG	N
vektor	向量	vektor	向量	N;NOM;SG	N
izmok	肌肉	izmok	肌肉	N;NOM;PL	N
izmok	肌	izmok	肌	N;NOM;PL	N
izmok	肌肉	izmok	肌肉	N;NOM;PL	N
munkatárs	僱員	munkatárs	僱員	N;NOM;SG	N
munkatárs	員工	munkatárs	員工	N;NOM;SG	N
munkatárs	職工	munkatárs	職工	N;NOM;SG	N
munkatárs	同事	munkatárs	同事	N;NOM;SG	N
munkatárs	同事	munkatárs	同事	N;NOM;SG	N
munkatárs	協理	munkatárs	協理	N;NOM;SG	N
táplálkozás	營養	táplálkozás	營養	N;NOM;SG	N
táplálkozás	營養	táplálkozás	營養	N;NOM;SG	N
elsöprő	橫掃	elsöprő	橫掃		
elsöprő	掃	elsöprő	掃		
sirály	海鷗	sirály	海鷗	N;NOM;SG	N
sirály	海鷗	sirály	海鷗	N;NOM;SG	N
sirály	鷗	sirály	鷗	N;NOM;SG	N
stressz	壓力	stressz	壓力	N;NOM;SG	N
stressz	應力	stressz	應力	N;NOM;SG	N
gleccser	冰川	gleccser	冰川	N;NOM;SG	N
idősek	長者	idős	長者	N;NOM;PL	N
idősek	老人	idős	老人	N;NOM;PL	N
idősek	老年	idős	老年	N;NOM;PL	N
irányelveket	指令	irányelv	指令	N;ACC;PL	N
pillangó	蝴蝶	pillangó	蝴蝶	N;NOM;SG	N
igazságszolgáltatás	正義	igazságszolgáltatás	正義	N;NOM;SG	N
igazságszolgáltatás	司法	igazságszolgáltatás	司法	N;NOM;SG	N
esélyt	機會	esély	機會	N;ACC;SG	N
előírások	規格	előírás	規格	N;NOM;PL	N
előírások	規格	előírás	規格	N;NOM;PL	N
előírások	標準	előírás	標準	N;NOM;PL	N
meghatározás	定義	meghatározás	定義	N;NOM;SG	N
meghatározás	決心	meghatározás	決心	N;NOM;SG	N
eskü	誓	eskü	誓	N;NOM;SG	N
eskü	誓言	eskü	誓言	N;NOM;SG	N
eskü	誓詞	eskü	誓詞	N;NOM;SG	N
eskü	誓	eskü	誓	N;NOM;SG	N
eskü	誓言	eskü	誓言	N;NOM;SG	N
eskü	誓詞	eskü	誓詞	N;NOM;SG	N
eskü	誓言	eskü	誓言	N;NOM;SG	N
eskü	誓言	eskü	誓言	N;NOM;SG	N
eskü	誓詞	eskü	誓詞	N;NOM;SG	N
mezők	田間	mező	田間	N;NOM;PL	N
mezők	田地	mező	田地	N;NOM;PL	N
mezők	欄位	mező	欄位	N;NOM;PL	N
mezők	田野	mező	田野	N;NOM;PL	N
gipsz	投	gipsz	投	N;NOM;SG	N
gipsz	演員	gipsz	演員	N;NOM;SG	N
élettartam	壽命	élettartam	壽命	N;NOM;SG	N
élettartam	長壽	élettartam	長壽	N;NOM;SG	N
élettartam	終身	élettartam	終身	N;NOM;SG	N
vitás	爭端	vitás	爭端	N;NOM;SG	N
vitás	糾紛	vitás	糾紛	N;NOM;SG	N
vitás	爭議	vitás	爭議	N;NOM;SG	N
tartózkodási	住宅	tartózkodási	住宅	N;NOM;SG	N
tartózkodási	居所	tartózkodási	居所	N;NOM;SG	N
csontváz	骨骼	csontváz	骨骼	N;NOM;SG	N
csontváz	骷髏	csontváz	骷髏	N;NOM;SG	N
csontváz	骨架	csontváz	骨架	N;NOM;SG	N
csontváz	骨骼	csontváz	骨骼	N;NOM;SG	N
értékelt	評分	értékel	評分	V;INDF;IND;SG;3;PST;FIN;ACT	V
tanú	證人	tanú	證人	N;NOM;SG	N
szavazók	選民	szavazó	選民	N;NOM;PL	N
okirat	地契	okirat	地契	N;NOM;SG	N
okirat	契約	okirat	契約	N;NOM;SG	N
tündér	神仙	tündér	神仙	N;NOM;SG	N
tündér	仙女	tündér	仙女	N;NOM;SG	N
tündér	仙子	tündér	仙子	N;NOM;SG	N
öntött	石膏	öntött	石膏		
szakszervezetek	工會	szakszervezet	工會	N;NOM;PL	N
vásárolni	買東	vásárol	買東	V;NFIN;ACT	V
kényes	敏感	kényes	敏感	ADJ;NOM;SG	ADJ
kényes	敏感	kényes	敏感	ADJ;NOM;SG	ADJ
kényes	細膩	kényes	細膩	ADJ;NOM;SG	ADJ
kényes	精緻	kényes	精緻	ADJ;NOM;SG	ADJ
véletlenszerű	隨機	véletlenszerű	隨機	ADJ;NOM;SG	ADJ
hadihajó	戰艦	hadihajó	戰艦	N;NOM;SG	N
hadihajó	軍艦	hadihajó	軍艦	N;NOM;SG	N
hadihajó	戰艦	hadihajó	戰艦	N;NOM;SG	N
hadihajó	軍艦	hadihajó	軍艦	N;NOM;SG	N
hadihajó	戰艦	hadihajó	戰艦	N;NOM;SG	N
rózsák	玫瑰	rózsa	玫瑰	N;NOM;PL	N
rózsák	玫瑰	rózsa	玫瑰	N;NOM;PL	N
hetek	星期	het	星期	N;NOM;SG	N
hetek	週數	het	週數	N;NOM;SG	N
lemondani	取消	le+mond	取消	V;NFIN;ACT	V
határidő	限期	határidő	限期	N;NOM;SG	N
határidő	期限	határidő	期限	N;NOM;SG	N
teknős	海龜	teknős	海龜	N;NOM;SG	N
teknős	烏龜	teknős	烏龜	N;NOM;SG	N
teknős	龜	teknős	龜	N;NOM;SG	N
teknős	烏龜	teknős	烏龜	N;NOM;SG	N
teknős	龜	teknős	龜	N;NOM;SG	N
szószék	講壇	szószék	講壇	N;NOM;SG	N
átmérő	直徑	átmérő	直徑	N;NOM;SG	N
valószínűsége	可能	valószínűség	可能	N;NOM;SG	N
valószínűsége	概率	valószínűség	概率	N;NOM;SG	N
valószínűsége	可能	valószínűség	可能	N;NOM;SG	N
csillagközi	星際	csillagközi	星際	N;NOM;SG	N
középszerű	平庸	középszerű	平庸	ADJ;NOM;SG	ADJ
áru	商品	áru	商品	N;NOM;SG	N
áru	貨物	áru	貨物	N;NOM;SG	N
áru	商品	áru	商品	N;NOM;SG	N
tájak	景觀	tájak	景觀	N;NOM;PL	N
dallamok	曲調	dallam	曲調	N;NOM;PL	N
szabványok	標準	szabvány	標準	N;NOM;PL	N
sejtés	猜想	sejtés	猜想	N;NOM;SG	N
paprika	辣椒	paprika	辣椒	N;NOM;SG	N
nikkel	鎳	nikkel	鎳	N;NOM;SG	N
terhelés	負載	terhelés	負載	N;NOM;SG	N
dzsungel	叢林	dzsungel	叢林	N;NOM;SG	N
szimbólumok	符號	szimbólum	符號	N;NOM;PL	N
bírók	法官	bíró	法官	N;NOM;PL	N
toll	羽毛	toll	羽毛	N;NOM;SG	N
