egy	een	egy	een	DET;INDF	DET;INDF
dalt	lied	dalt	lied	N;ACC;SG	N;NEUT;SG
dalt	liedje	dalt	liedje	N;ACC;SG	N;NEUT;SG
választotta	koos	választ	kiezen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
lakói	inwoners	lakó	inwoner	N;NOM;PL	N;PL
lakói	bewoners	lakó	bewoner	N;NOM;PL	N;PL
lakói	inwoners	lakó	inwoner	N;NOM;PL	N;PL
lakói	bewoners	lakó	bewoner	N;NOM;PL	N;PL
lakói	ingezetenen	lakó	inzitten	N;NOM;PL	N;PL
költők	dichters	köl	dichter	N;NOM;PL	N;PL
szavazás	stemming	szavazás	stemming	N;NOM;SG	N;MASC+FEM;SG
szavazás	stem	szavazás	stem	N;NOM;SG	N;MASC+FEM;SG
szavazás	enquête	szavazás	enquyt	N;NOM;SG	N;MASC+FEM;SG
szavazás	poll	szavazás	poll	N;NOM;SG	N;MASC+FEM;SG
szavazás	opiniepeiling	szavazás	opiniepeiling	N;NOM;SG	N;MASC+FEM;SG
szavazás	peiling	szavazás	peiling	N;NOM;SG	N;MASC+FEM;SG
szavazás	stemming	szavazás	stemming	N;NOM;SG	N;MASC+FEM;SG
felfedezés	exploratie	felfedezés	exploratie	N;NOM;SG	N;MASC+FEM;SG
felfedezés	verkenning	felfedezés	verkenning	N;NOM;SG	N;MASC+FEM;SG
felfedezés	ontdekking	felfedezés	ontdekking	N;NOM;SG	N;MASC+FEM;SG
felfedezés	discovery	felfedezés	discovery	N;NOM;SG	N;MASC+FEM;SG
nappal	daglicht	nap	daglicht	N;INS;SG	N;NEUT;SG
nappal	dag	nap	dag	N;INS;SG	N;MASC+FEM;SG
nappal	dagje	nap	dag	N;INS;SG	N;NEUT;SG
kattints	klik	kattints	klik	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
kattints	klikken	kattints	klikken	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
mondta	zei	mond	zeggen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
mondta	gezegd	mond	zeggen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
diagram	diagram	diagram	diagram	N;NOM;SG	N;NEUT;SG
diagram	grafiek	diagram	grafiek	N;NOM;SG	N;MASC+FEM;SG
hossza	lengte	hosszú	lengte	N;NOM;SG	N;MASC+FEM;SG
jog	wet	jog	wet	N;NOM;SG	N;MASC+FEM;SG
nemzetek	naties	nemzet	naties	N;NOM;PL	N;PL
számít	telt	számít	tellen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
számít	tellen	számít	tellen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
villamos	tram	villamos	tram	N;NOM;SG	N;MASC+FEM;SG
villamos	tram	villamos	tram	N;NOM;SG	N;MASC+FEM;SG
villamos	tram	villamos	tram	N;NOM;SG	N;MASC+FEM;SG
villamos	tram	villamos	tram	N;NOM;SG	N;MASC+FEM;SG
dezső	dezső	dezső	dezső		
pálya	track	pálya	track	N;NOM;SG	N;MASC+FEM;SG
pálya	spoor	pálya	spoor	N;NOM;SG	N;NEUT;SG
repülőgép	vliegtuig	repülőgép	vliegtuig	N;NOM;SG	N;NEUT;SG
repülőgép	luchtvaartuig	repülőgép	luchtvaartuig	N;NOM;SG	N;NEUT;SG
repülőgép	vliegtuig	repülőgép	vliegtuig	N;NOM;SG	N;NEUT;SG
repülőgép	vliegtuig	repülőgép	vliegtuig	N;NOM;SG	N;NEUT;SG
repülőgép	vliegtuig	repülőgép	vliegtuig	N;NOM;SG	N;NEUT;SG
filmet	filmpje	film	filmp	N;ACC;SG	N;NEUT;SG
filmet	film	film	film	N;ACC;SG	N;MASC+FEM;SG
róbert	robert	róber	robert	N;NOM;SG	N;MASC+FEM;SG
zárt	gesloten	zárt	sluiten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
zárt	afgesloten	zárt	afsluiten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
epizód	episode	epizód	episode	N;NOM;SG	N;MASC+FEM;SG
epizód	aflevering	epizód	aflevering	N;NOM;SG	N;MASC+FEM;SG
veszi	neemt	vesz	nemen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
szülei	ouders	szül	ouder	N;NOM;PL	N;PL
színészek	acteurs	színész	acteur	N;NOM;PL	N;PL
színészek	actoren	színész	actor	N;NOM;PL	N;PL
kettős	dubbel	kettős	dubbel	ADJ;NOM;SG	ADJ
kettős	dubbele	kettős	dubbel	ADJ;NOM;SG	ADJ
kettős	dubbele	kettős	dubbel	ADJ;NOM;SG	ADJ
kettős	duale	kettős	duaal	ADJ;NOM;SG	ADJ
hozta	gebracht	hoz	brengen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozta	meegebracht	hoz	meebrengen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozta	bracht	hoz	brengen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
értéke	waarde	érték	waarde	N;NOM;SG	N;MASC+FEM;SG
kapitány	captain	kapitány	captain	N;NOM;SG	N;MASC+FEM;SG
kapitány	kapitein	kapitány	kapitein	N;NOM;SG	N;MASC+FEM;SG
kapitány	gezagvoerder	kapitány	gezagvoerder	N;NOM;SG	N;MASC+FEM;SG
kapitány	kapitein	kapitány	kapitein	N;NOM;SG	N;MASC+FEM;SG
kapitány	schipper	kapitány	schipper	N;NOM;SG	N;MASC+FEM;SG
kapitány	skipper	kapitány	skipper	N;NOM;SG	N;MASC+FEM;SG
lelkész	dominee	lelkész	dominee	N;NOM;SG	N;MASC+FEM;SG
lelkész	dominee	lelkész	dominee	N;NOM;SG	N;MASC+FEM;SG
lelkész	pastor	lelkész	pastor	N;NOM;SG	N;MASC+FEM;SG
lelkész	predikant	lelkész	predikant	N;NOM;SG	N;MASC+FEM;SG
lelkész	pastoor	lelkész	pastoor	N;NOM;SG	N;MASC+FEM;SG
lelkész	kapelaan	lelkész	kapelaan	N;NOM;SG	N;MASC+FEM;SG
interneten	internet	internet	internet	N;ON+ESS;SG	N;NEUT;SG
állomás	station	állomás	station	N;NOM;SG	N;NEUT;SG
jézus	jezus	jézus	jezus	N;NOM;SG	N;MASC+FEM;SG
jézus	jesus	jézus	jesus	N;NOM;SG	N;MASC+FEM;SG
németek	duitsers	német	duitser	N;NOM;PL	N;PL
kifejezés	zin	kifejezés	zin	N;NOM;SG	N;MASC+FEM;SG
kifejezés	term	kifejezés	term	N;NOM;SG	N;MASC+FEM;SG
kifejezés	uitdrukking	kifejezés	uitdrukking	N;NOM;SG	N;MASC+FEM;SG
kifejezés	expressie	kifejezés	expressie	N;NOM;SG	N;MASC+FEM;SG
lehetőséget	gelegenheid	lehetőség	gelegenheid	N;ACC;SG	N;MASC+FEM;SG
lehetőséget	kans	lehetőség	kans	N;ACC;SG	N;MASC+FEM;SG
ausztrália	australiër	ausztrália	australiër	N;NOM;SG	N;MASC+FEM;SG
bemutatott	introduceerde	bemutatott	introduceren	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
bemutatott	ingevoerd	bemutatott	invoeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	geïntroduceerd	bemutatott	introduceren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	gepresenteerde	bemutatott	presenteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	aangeboden	bemutatott	aanbieden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
bemutatott	gepresenteerd	bemutatott	presenteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
intézmény	instituut	intézmény	instituut	N;NOM;SG	N;NEUT;SG
intézmény	instelling	intézmény	instelling	N;NOM;SG	N;MASC+FEM;SG
értem	begrijpen	ér	begrijpen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
értem	begrijp	ér	begrijpen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
alapító	oprichting	alapító	oprichting	N;NOM;SG	N;MASC+FEM;SG
alapító	stichter	alapító	stichter	N;NOM;SG	N;MASC+FEM;SG
alapító	oprichter	alapító	oprichter	N;NOM;SG	N;MASC+FEM;SG
szavak	woorden	szó	woord	N;NOM;PL	N;PL
jön	komt	jön	komen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
jön	komen	jön	komen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
elérhető	beschikbare	elérhető	beschikbaar	ADJ;NOM;SG	ADJ
elérhető	verkrijgbaar	elérhető	verkrijgbaar	ADJ;NOM;SG	ADJ
elérhető	beschikbaar	elérhető	beschikbaar	ADJ;NOM;SG	ADJ
elérhető	bereikbaar	elérhető	bereikbaar	ADJ;NOM;SG	ADJ
elérhető	toegankelijke	elérhető	toegankelijk	ADJ;NOM;SG	ADJ
elérhető	toegankelijk	elérhető	toegankelijk	ADJ;NOM;SG	ADJ
venni	kopen	vesz	kopen	V;NFIN;ACT	V;NFIN
venni	kopen	vesz	kopen	V;NFIN;ACT	V;NFIN
kápolna	kapel	kápol	kapel	N;NOM;SG	N;MASC+FEM;SG
matematikai	wiskunde	matematikai	wiskunde	N;NOM;SG	N;MASC+FEM;SG
matematikai	wiskunde	matematikai	wiskunde	N;NOM;SG	N;MASC+FEM;SG
említett	vermeld	említett	vermelden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
említett	genoemd	említett	noemen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
említett	vermeldde	említett	vermelden	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
említett	doorverwezen	említett	doorverwezen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kutatási	onderzoek	kutatási	onderzoek	N;NOM;SG	N;NEUT;SG
kutatási	research	kutatási	research	N;NOM;SG	N;MASC+FEM;SG
dalok	nummers	dalok	nummer	N;NOM;PL	N;PL
dalok	liederen	dalok	lied	N;NOM;PL	N;PL
dalok	songs	dalok	songs	N;NOM;PL	N;PL
dalok	liedjes	dalok	lied	N;NOM;PL	N;PL
hangja	voice	hang	voic	N;NOM;SG	N;MASC+FEM;SG
hangja	stem	hang	stem	N;NOM;SG	N;MASC+FEM;SG
megmaradt	overgebleven	meg+marad	overblijven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megmaradt	resterend	meg+marad	resteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megmaradt	resterende	meg+marad	resteren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
könyvek	boeken	könyv	boek	N;NOM;PL	N;PL
jel	signaal	jel	signaal	N;NOM;SG	N;NEUT;SG
hónap	maandje	hónap	maand	N;NOM;SG	N;NEUT;SG
hónap	maand	hónap	maand	N;NOM;SG	N;MASC+FEM;SG
miniszter	minister	miniszter	minister	N;NOM;SG	N;MASC+FEM;SG
erők	krachten	erő	kracht	N;NOM;PL	N;PL
eredmények	prestaties	eredmény	prestatie	N;NOM;PL	N;PL
eredmények	verwezenlijkingen	eredmény	verwezenlijking	N;NOM;PL	N;PL
eredmények	uitslagen	eredmény	uitslag	N;NOM;PL	N;PL
eredmények	resultaten	eredmény	resultaat	N;NOM;PL	N;PL
fölött	boven	fölött	boven	ADP	ADP
állat	dier	állat	dier	N;NOM;SG	N;NEUT;SG
művészet	kunst	művészet	kunst	N;NOM;SG	N;MASC+FEM;SG
művészet	kunst	művészet	kunst	N;NOM;SG	N;MASC+FEM;SG
albumok	albums	album	album	N;NOM;PL	N;PL
szobor	beeld	szobor	beeld	N;NOM;SG	N;NEUT;SG
szobor	beeldhouwwerk	szobor	beeldhouwwerk	N;NOM;SG	N;NEUT;SG
szobor	sculptuur	szobor	sculptuur	N;NOM;SG	N;MASC+FEM;SG
szobor	beeldje	szobor	beeldje	N;NOM;SG	N;NEUT;SG
szobor	standbeeld	szobor	standbeeld	N;NOM;SG	N;NEUT;SG
tevékenység	activiteit	tevékenység	activiteit	N;NOM;SG	N;MASC+FEM;SG
tevékenység	activiteit	tevékenység	activiteit	N;NOM;SG	N;MASC+FEM;SG
előadó	entertainer	előadó	entertainer	N;NOM;SG	N;MASC+FEM;SG
előadó	docent	előadó	docent	N;NOM;SG	N;MASC+FEM;SG
előadó	rapporteur	előadó	rapporteur	N;NOM;SG	N;MASC+FEM;SG
előadó	kunstenares	előadó	kunstenares	N;NOM;SG	N;MASC+FEM;SG
előadó	artiest	előadó	artiest	N;NOM;SG	N;MASC+FEM;SG
előadó	kunstenaar	előadó	kunstenaar	N;NOM;SG	N;MASC+FEM;SG
előadó	artist	előadó	artist	N;NOM;SG	N;MASC+FEM;SG
használható	bruikbaar	használható	bruikbaar	ADJ;NOM;SG	ADJ
használható	bruikbare	használható	bruikbaar	ADJ;NOM;SG	ADJ
játszik	speelt	játszik	spelen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
játszik	spelen	játszik	spelen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
monarchia	monarchie	monarchia	monarchie	N;NOM;SG	N;MASC+FEM;SG
összetett	samengesteld	összetett	samenstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
összetett	samengestelde	összetett	samenstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
formájában	vorm	forma	vorm	N;IN+ESS;SG	N;MASC+FEM;SG
formájában	formulier	forma	formulier	N;IN+ESS;SG	N;NEUT;SG
globe	aardbol	globe	aardbol	N;NOM;SG	N;MASC+FEM;SG
globe	globe	globe	globe	N;NOM;SG	N;MASC+FEM;SG
megoldás	oplossing	megoldás	oplossing	N;NOM;SG	N;MASC+FEM;SG
gyermeke	kind	gyermeke	kind	N;NOM;SG	N;NEUT;SG
gyermeke	kindje	gyermeke	kind	N;NOM;SG	N;NEUT;SG
királynő	koningin	királynő	koningin	N;NOM;SG	N;MASC+FEM;SG
királynő	queen	királynő	queen	N;NOM;SG	N;MASC+FEM;SG
pozitív	positief	pozitív	positief	ADJ;NOM;SG	ADJ
pozitív	positieve	pozitív	positief	ADJ;NOM;SG	ADJ
buddhista	boeddhist	buddhista	boeddhist	N;NOM;SG	N;MASC+FEM;SG
vesz	koopt	vesz	kopen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
megrendezett	geënsceneerd	megrendezett	ensceneren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tudomány	wetenschap	tudomány	wetenschap	N;NOM;SG	N;MASC+FEM;SG
körülmények	omstandigheden	körülmény	omstandigheid	N;NOM;PL	N;PL
körülmények	omstandigheden	körülmény	omstandigheid	N;NOM;PL	N;PL
vezet	leiden	vezet	leiden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	loden	vezet	lood	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vezet	rijden	vezet	rijden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	rijdend	vezet	rijden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
vezet	autorijden	vezet	autorijd	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
vezet	rijdt	vezet	rijden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
vezet	leidt	vezet	leiden	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
legfőbb	opperste	fő	opperst	ADJ;NOM;RL;SG	ADJ;RL
hang	geluid	hang	geluid	N;NOM;SG	N;NEUT;SG
hang	voice	hang	voic	N;NOM;SG	N;MASC+FEM;SG
hang	stem	hang	stem	N;NOM;SG	N;MASC+FEM;SG
hang	audio	hang	audio	N;NOM;SG	N;MASC+FEM;SG
hang	geluid	hang	geluid	N;NOM;SG	N;NEUT;SG
habsburg	habsburg	habsburg	habsburg	N;NOM;SG	N;NEUT;SG
téma	topic	téma	topic	N;NOM;SG	N;NEUT;SG
téma	onderwerp	téma	onderwerp	N;NOM;SG	N;NEUT;SG
téma	thema	téma	thema	N;NOM;SG	N;NEUT;SG
eredete	herkomst	eredet	herkomst	N;NOM;SG	N;MASC+FEM;SG
eredete	oorsprong	eredet	oorsprong	N;NOM;SG	N;MASC+FEM;SG
eljárás	proces	eljárás	proces	N;NOM;SG	N;NEUT;SG
eljárás	procedure	eljárás	procedure	N;NOM;SG	N;MASC+FEM;SG
műfaj	genre	műfaj	genre	N;NOM;SG	N;NEUT;SG
vallás	religie	vallás	religie	N;NOM;SG	N;MASC+FEM;SG
vallás	godsdienst	vallás	godsdienst	N;NOM;SG	N;MASC+FEM;SG
keletre	oosten	keletr	oosten	N;ON+ALL;SG	N;NEUT;SG
keletre	oost	keletr	oost	N;ON+ALL;SG	N;MASC+FEM;SG
építész	bouwer	építész	bouwer	N;NOM;SG	N;MASC+FEM;SG
építész	architect	építész	architect	N;NOM;SG	N;MASC+FEM;SG
cigány	zigeuner	cigány	zigeun	N;NOM;SG	N;MASC+FEM;SG
cigány	gipsy	cigány	gipsy	N;NOM;SG	N;MASC+FEM;SG
pénzügyi	financieel	pénzügyi	financieel	ADJ;NOM;SG	ADJ
előfordul	gebeurt	előfordul	gebeuren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
pap	priester	pap	priester	N;NOM;SG	N;MASC+FEM;SG
régió	regio	régió	regio	N;NOM;SG	N;MASC+FEM;SG
keletkezett	gegenereerd	keletkezett	ererereren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
keletkezett	aangemaakt	keletkezett	aanmaken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
keletkezett	gegenereerde	keletkezett	enerereren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	gedefinieerd	meghatározott	definiëren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	omschreven	meghatározott	omschrijven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	gedefinieerde	meghatározott	definiëren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	vastbesloten	meghatározott	vastbesloten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	gespecificeerde	meghatározott	specificeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	opgegeven	meghatározott	opgeven	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meghatározott	gespecificeerd	meghatározott	specificeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
átlagos	gemiddelde	átlagos	gemiddeld	ADJ;NOM;SG	ADJ
átlagos	gemiddeld	átlagos	gemiddeld	ADJ;NOM;SG	ADJ
történész	historicus	történész	historicus	N;NOM;SG	N;MASC+FEM;SG
ágnes	agnes	ágnes	agne	N;NOM;SG	N;MASC+FEM;SG
barátja	vriendje	barát	vriend	N;NOM;SG	N;NEUT;SG
lassan	langzame	lassú	langzaam	ADJ;FRML;SG	ADJ
lassan	traag	lassú	traag	ADJ;FRML;SG	ADJ
lassan	langzaam	lassú	langzaam	ADJ;FRML;SG	ADJ
lassan	traag	lassú	traag	ADJ;FRML;SG	ADJ
lassan	langzaam	lassú	langzaam	ADJ;FRML;SG	ADJ
versenyző	deelnemer	versenyző	deelnemer	N;NOM;SG	N;MASC+FEM;SG
versenyző	racer	versenyző	racer	N;NOM;SG	N;MASC+FEM;SG
kiállítás	tentoonstelling	kiállítás	tentoonstelling	N;NOM;SG	N;MASC+FEM;SG
kiállítás	bewijsstuk	kiállítás	bewijsstuk	N;NOM;SG	N;NEUT;SG
kiállítás	tentoonstelling	kiállítás	tentoonstelling	N;NOM;SG	N;MASC+FEM;SG
kiállítás	expositie	kiállítás	expositie	N;NOM;SG	N;MASC+FEM;SG
kapus	keeper	kapus	keeper	N;NOM;SG	N;MASC+FEM;SG
kapus	doelman	kapus	doelman	N;NOM;SG	N;MASC+FEM;SG
kapus	keeper	kapus	keeper	N;NOM;SG	N;MASC+FEM;SG
fesztivál	festival	fesztivál	festival	N;NOM;SG	N;NEUT;SG
családok	families	családok	familie	N;NOM;PL	N;PL
családok	gezinnen	családok	gezin	N;NOM;PL	N;PL
nőtt	groeide	nő	groeien	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
nőtt	toegenomen	nő	toenemen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nőtt	verhoogd	nő	verhogen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nőtt	verhoogde	nő	verhogen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
hatodik	zesde	hatodik	zes	ADJ;NOM;SG	ADJ
magazin	tijdschrift	magazin	tijdschrift	N;NOM;SG	N;NEUT;SG
magazin	magazine	magazin	magazine	N;NOM;SG	N;NEUT;SG
esemény	gebeurtenis	esemény	gebeurtenis	N;NOM;SG	N;MASC+FEM;SG
esemény	evenement	esemény	evenement	N;NOM;SG	N;NEUT;SG
esemény	event	esemény	event	N;NOM;SG	N;NEUT;SG
képviselők	vertegenwoordigers	képviselő	vertegenwoordiger	N;NOM;PL	N;PL
képviselők	leden	képviselő	lid	N;NOM;PL	N;PL
képviselők	congresleden	képviselő	congreslid	N;NOM;PL	N;PL
akarja	wil	akar	willen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
határozat	besluit	határozat	besluit	N;NOM;SG	N;NEUT;SG
határozat	beslissing	határozat	beslissing	N;NOM;SG	N;MASC+FEM;SG
határozat	resolutie	határozat	resolutie	N;NOM;SG	N;MASC+FEM;SG
kialakult	gevormde	kialakult	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
kialakult	gevormd	kialakult	vormen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
érték	waarde	ők	waarde	N;NOM;SG	N;MASC+FEM;SG
hivatal	bureau	hivatal	bureau	N;NOM;SG	N;NEUT;SG
hivatal	kantoor	hivatal	kantoor	N;NOM;SG	N;NEUT;SG
alkalmazni	solliciteren	alkalmaz	solliciteren	V;NFIN;ACT	V;NFIN
alkalmazni	toepassen	alkalmaz	toepassen	V;NFIN;ACT	V;NFIN
sopron	sopron	sopron	sopron	N;NOM;SG	N;MASC+FEM;SG
táblázat	tafel	táblázat	tafel	N;NOM;SG	N;MASC+FEM;SG
táblázat	tafeltje	táblázat	tafel	N;NOM;SG	N;NEUT;SG
táblázat	tabel	táblázat	tabel	N;NOM;SG	N;MASC+FEM;SG
org	org	org	org	N;NOM;SG	N;MASC+FEM;SG
szerelem	liefde	szerelem	liefde	N;NOM;SG	N;MASC+FEM;SG
stílus	stijl	stílus	stijl	N;NOM;SG	N;MASC+FEM;SG
kolostor	klooster	kolostor	klooster	N;NOM;SG	N;NEUT;SG
kolostor	klooster	kolostor	klooster	N;NOM;SG	N;NEUT;SG
időszak	tijdvak	időszak	tijdvak	N;NOM;SG	N;NEUT;SG
időszak	periode	időszak	periode	N;NOM;SG	N;MASC+FEM;SG
kath	kath	kath	kath	N;NOM;SG	N;MASC+FEM;SG
dob	gooien	dob	gooien	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
dob	gooi	dob	gooi	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
számított	berekende	számított	berekenen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
számított	berekend	számított	berekenen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
mondja	zegt	mond	zeggen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
shakespeare	shakespeare	shakespeare	shakespeaar	N;NOM;SG	N;MASC+FEM;SG
torony	tower	torony	tower	N;NOM;SG	N;MASC+FEM;SG
torony	toren	torony	toren	N;NOM;SG	N;MASC+FEM;SG
írtam	schreef	ír	schrijven	V;INDF;IND;SG;1;PST;FIN;ACT	V;SG;PST;FIN
műhely	winkel	műhely	winkel	N;NOM;SG	N;MASC+FEM;SG
műhely	werkplaats	műhely	werkplaats	N;NOM;SG	N;MASC+FEM;SG
műhely	workshop	műhely	workshop	N;NOM;SG	N;MASC+FEM;SG
városok	steden	város	stad	N;NOM;PL	N;PL
színes	kleur	színes	kleur	N;NOM;SG	N;MASC+FEM;SG
színes	kleur	színes	kleur	N;NOM;SG	N;MASC+FEM;SG
évfordulók	jubilea	évforduló	jubilea	N;NOM;PL	N;PL
oktatási	leerzaam	oktatási	leerzaam	ADJ;NOM;SG	ADJ
oktatási	educatief	oktatási	educatief	ADJ;NOM;SG	ADJ
alapította	gegrond	alapít	gronden	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alapította	opgericht	alapít	oprichten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alapította	gesticht	alapít	stichten	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
információ	info	információ	info	N;NOM;SG	N;MASC+FEM;SG
információ	informatie	információ	informatie	N;NOM;SG	N;MASC+FEM;SG
szervezett	georganiseerd	szervezett	organiseren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szervezett	georganiseerde	szervezett	organiseren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szervezett	georganiseerd	szervezett	organiseren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szervezett	georganiseerde	szervezett	organiseren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vasút	spoorweg	vasút	spoorweg	N;NOM;SG	N;MASC+FEM;SG
vasút	spoor	vasút	spoor	N;NOM;SG	N;NEUT;SG
vasút	spoorweg	vasút	spoorweg	N;NOM;SG	N;MASC+FEM;SG
meghatározó	doorslaggevend	meghatározó	doorslaggevend	ADJ;NOM;SG	ADJ
fokozatosan	geleidelijk	fokozatos	geleidelijk	ADJ;FRML;SG	ADJ
fokozatosan	geleidelijke	fokozatos	geleidelijk	ADJ;FRML;SG	ADJ
fokozatosan	geleidelijk	fokozatos	geleidelijk	ADJ;FRML;SG	ADJ
maradtak	verbleven	marad	verblijven	V;INDF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
este	vanavond	este	vanavond	ADV	ADV
este	vannacht	este	vannacht	ADV	ADV
növények	planten	növény	plant	N;NOM;PL	N;PL
növények	plantjes	növény	plant	N;NOM;PL	N;PL
ázsiai	aziatische	ázsiai	aziatisch	ADJ;NOM;SG	ADJ
ázsiai	aziatisch	ázsiai	aziatisch	ADJ;NOM;SG	ADJ
csillag	ster	csillag	ster	N;NOM;SG	N;MASC+FEM;SG
csillag	star	csillag	star	N;NOM;SG	N;MASC+FEM;SG
folyamat	proces	folyamat	proces	N;NOM;SG	N;NEUT;SG
modell	model	modell	model	N;NOM;SG	N;NEUT;SG
függetlenül	zelfstandig	független	zelfstandig	ADJ;FRML;SG	ADJ
függetlenül	onafhankelijk	független	onafhankelijk	ADJ;FRML;SG	ADJ
eredményei	uitslagen	eredmény	uitslag	N;NOM;PL	N;PL
eredményei	resultaten	eredmény	resultaat	N;NOM;PL	N;PL
játékosok	spelers	játékos	speler	N;NOM;PL	N;PL
játékosok	gamers	játékos	gamer	N;NOM;PL	N;PL
játékosok	gokkers	játékos	gokker	N;NOM;PL	N;PL
fordult	draaide	fordul	draaien	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
fordult	gedraaid	fordul	draaien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
