com	con	com	con	ADP	ADP
meses	meses	mês	mes	N;MASC;PL	N;MASC;PL
estúdio	estudio	estúdio	estudio	N;MASC;SG	N;MASC;SG
estúdio	studio	estúdio	studio	N;MASC;SG	N;MASC;SG
código	code	código	coder	N;MASC;SG	N
código	codigo	código	codigo	N;MASC;SG	N;MASC;SG
código	código	código	código	N;MASC;SG	N;MASC;SG
momento	momento	momento	momento	N;MASC;SG	N;MASC;SG
instituto	institute	instituto	institute	N;MASC;SG	N;MASC;SG
instituto	instituto	instituto	instituto	N;MASC;SG	N;MASC;SG
autor	autor	autor	autor	N;MASC;SG	N;MASC;SG
autor	autora	autor	autora	N;MASC;SG	N;FEM;SG
chegou	llegado	chegar	llegar	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
chegou	llegó	chegar	llegar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
forte	fuerte	forte	fuerte	ADJ;MASC;SG	ADJ;SG
forte	fuerte	forte	fuerte	ADJ;MASC;SG	ADJ;SG
única	único	único	único	ADJ;FEM;SG	ADJ;MASC;SG
única	única	único	único	ADJ;FEM;SG	ADJ;FEM;SG
amor	amor	amor	amor	N;MASC;SG	N;MASC;SG
amor	love	amor	love	N;MASC;SG	N
terceiro	tercera	terceiro	tercero	ADJ;MASC;SG	ADJ;FEM;SG
terceiro	tercer	terceiro	tercero	ADJ;MASC;SG	ADJ;MASC;SG
terceiro	tercero	terceiro	tercero	ADJ;MASC;SG	ADJ;MASC;SG
espécies	especies	espécie	especie	N;FEM;PL	N;FEM;PL
descoberto	descubierto	descobrir	descubrir	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
descoberto	descubrió	descobrir	descubrir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
descoberto	descubierto	descobrir	descubrir	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
termo	término	termo	término	N;MASC;SG	N;MASC;SG
termo	termo	termo	termo	N;MASC;SG	N;MASC;SG
geralmente	habitualmente	geralmente	habitualmente	ADV	ADV
geralmente	normalmente	geralmente	normalmente	ADV	ADV
geralmente	generalmente	geralmente	generalmente	ADV	ADV
geralmente	usualmente	geralmente	usualmente	ADV	ADV
geralmente	generalmente	geralmente	generalmente	ADV	ADV
san	san	san	san	N;MASC;SG	N;MASC;SG
mulher	mujer	mulher	mujer	N;FEM;SG	N;FEM;SG
mulher	mujer	mulher	mujer	N;FEM;SG	N;FEM;SG
mulher	hembra	mulher	hembra	N;FEM;SG	N;FEM;SG
mulher	esposa	mulher	esposa	N;FEM;SG	N;FEM;SG
mulher	mujer	mulher	mujer	N;FEM;SG	N;FEM;SG
parece	parece	parecer	parecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
parece	parece	parecer	parecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
densidade	densidad	densidade	densidad	N;FEM;SG	N;FEM;SG
luís	luis	luís	luis	N;MASC;SG	N;MASC;SG
luís	luis	luís	luis	N;MASC;SG	N;MASC;SG
luís	luis	luís	luis	N;MASC;SG	N;MASC;SG
edições	ediciones	edição	edición	N;FEM;PL	N;FEM;PL
edições	ediciones	edição	edición	N;FEM;PL	N;FEM;PL
irmão	hermano	irmão	hermano	N;MASC;SG	N;MASC;SG
irmão	brother	irmão	brother	N;MASC;SG	N
conteúdo	contenido	conteúdo	contenido	N;MASC;SG	N;MASC;SG
conteúdo	contenido	conteúdo	contenido	N;MASC;SG	N;MASC;SG
causa	causa	causa	causa	N;FEM;SG	N;FEM;SG
causa	causa	causa	causa	N;FEM;SG	N;FEM;SG
elenco	reparto	elenco	reparto	N;MASC;SG	N;MASC;SG
elenco	elenco	elenco	elenco	N;MASC;SG	N;MASC;SG
elenco	fundición	elenco	fundición	N;MASC;SG	N;FEM;SG
elenco	colada	elenco	colada	N;MASC;SG	N;FEM;SG
elenco	casting	elenco	casting	N;MASC;SG	N;MASC;SG
japão	japón	japão	japón	N;MASC;SG	N;MASC;SG
japão	japonés	japão	japonés	N;MASC;SG	N;MASC;SG
terceira	tercera	terceiro	tercero	ADJ;FEM;SG	ADJ;FEM;SG
terceira	tercer	terceiro	tercero	ADJ;FEM;SG	ADJ;MASC;SG
terceira	tercero	terceiro	tercero	ADJ;FEM;SG	ADJ;MASC;SG
personagens	caracteres	personagem	carácter	N;MASC;PL	N;MASC;PL
personagens	personajes	personagem	personaje	N;MASC;PL	N;MASC;PL
formação	formación	formação	formación	N;FEM;SG	N;FEM;SG
formação	adiestramiento	formação	adiestramiento	N;FEM;SG	N;MASC;SG
formação	entrenamiento	formação	entrenamiento	N;FEM;SG	N;MASC;SG
formação	capacitación	formação	capacitación	N;FEM;SG	N;FEM;SG
formação	formación	formação	formación	N;FEM;SG	N;FEM;SG
rua	calle	rua	calle	N;FEM;SG	N;FEM;SG
rua	callejero	rua	callejero	N;FEM;SG	N;MASC;SG
rua	street	rua	street	N;FEM;SG	N
rua	rua	rua	rua	N;FEM;SG	N;SG
apoio	apoyo	apoio	apoyo	N;MASC;SG	N;MASC;SG
apoio	soporte	apoio	soporte	N;MASC;SG	N;MASC;SG
rádio	radio	rádio	radio	N;MASC;SG	N;FEM;SG
favor	favor	favor	favor	N;MASC;SG	N;MASC;SG
favor	favor	favor	favor	N;MASC;SG	N;MASC;SG
torneio	torneo	torneio	torneo	N;MASC;SG	N;MASC;SG
organização	organizacion	organização	organizacion	N;FEM;SG	N;FEM;SG
organização	organización	organização	organización	N;FEM;SG	N;FEM;SG
organização	organizacion	organização	organizacion	N;FEM;SG	N;FEM;SG
organização	organización	organização	organización	N;FEM;SG	N;FEM;SG
museu	museo	museu	museo	N;MASC;SG	N;MASC;SG
educação	educación	educação	educación	N;FEM;SG	N;FEM;SG
educação	educación	educação	educación	N;FEM;SG	N;FEM;SG
educação	enseñanza	educação	enseñanza	N;FEM;SG	N;FEM;SG
educação	educacion	educação	educacion	N;FEM;SG	N;FEM;SG
histórico	historico	histórico	historico	ADJ;MASC;SG	ADJ;MASC;SG
histórico	histórico	histórico	histórico	ADJ;MASC;SG	ADJ;MASC;SG
histórico	histórica	histórico	histórico	ADJ;MASC;SG	ADJ;FEM;SG
histórico	histórica	histórico	histórico	ADJ;MASC;SG	ADJ;FEM;SG
histórico	historico	histórico	historico	ADJ;MASC;SG	ADJ;MASC;SG
histórico	histórico	histórico	histórico	ADJ;MASC;SG	ADJ;MASC;SG
comum	frecuente	comum	frecuente	ADJ;MASC;SG	ADJ;SG
comum	común	comum	común	ADJ;MASC;SG	ADJ;SG
peso	peso	peso	peso	N;MASC;SG	N;MASC;SG
peso	peso	peso	peso	N;MASC;SG	N;MASC;SG
alta	high	alta	high	N;FEM;SG	N
informação	información	informação	información	N;FEM;SG	N;FEM;SG
informação	informacion	informação	informacion	N;FEM;SG	N;FEM;SG
participou	participó	participar	participar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
áreas	áreas	área	área	N;FEM;PL	N;FEM;PL
áreas	zonas	área	zona	N;FEM;PL	N;FEM;PL
áreas	areas	área	area	N;FEM;PL	N;FEM;PL
homens	men	homem	men	N;MASC;PL	N
homens	hombres	homem	hombre	N;MASC;PL	N;MASC;PL
valor	value	valor	valar	N;MASC;SG	N
valor	valor	valor	valor	N;MASC;SG	N;MASC;SG
velocidade	velocidad	velocidade	velocidad	N;FEM;SG	N;FEM;SG
velocidade	rapidez	velocidade	rapidez	N;FEM;SG	N;FEM;SG
velocidade	celeridad	velocidade	celeridad	N;FEM;SG	N;FEM;SG
velocidade	speed	velocidade	speed	N;FEM;SG	N
velocidade	velocidad	velocidade	velocidad	N;FEM;SG	N;FEM;SG
profissional	profesionalidad	profissional	profesionalidad	N;MASC;SG	N;FEM;SG
problema	problemática	problema	problemática	N;MASC;SG	N;FEM;SG
problema	problema	problema	problema	N;MASC;SG	N;MASC;SG
jovem	jóven	jovem	jóven	ADJ;MASC;SG	ADJ;SG
forças	fuerzas	força	fuerza	N;FEM;PL	N;FEM;PL
forças	forces	força	force	N;FEM;PL	N;FEM
livre	libre	livre	libre	ADJ;MASC;SG	ADJ;SG
livre	gratuito	livre	gratuito	ADJ;MASC;SG	ADJ;MASC;SG
tema	temática	tema	temática	N;MASC;SG	N;FEM;SG
tema	tema	tema	tema	N;MASC;SG	N;MASC;SG
novos	nuevas	novo	nuevo	ADJ;MASC;PL	ADJ;FEM;PL
novos	nuevos	novo	nuevo	ADJ;MASC;PL	ADJ;MASC;PL
associação	asociación	associação	asociación	N;FEM;SG	N;FEM;SG
associação	association	associação	association	N;FEM;SG	N;FEM;SG
vivo	viva	vivo	viva	N;MASC;SG	N;FEM;SG
vivo	alive	vivo	alive	N;MASC;SG	N
minas	minas	mina	mina	N;FEM;PL	N;FEM;PL
minas	minas	mina	mina	N;FEM;PL	N;FEM;PL
natural	natural	natural	natural	ADJ;MASC;SG	ADJ;SG
sete	siete	sete	siete	NUM	NUM;PL
tenha	tener	ter	tener	V;SBJV;SG;3;PRS;FIN	V;NFIN
estudos	estudios	estudo	estudio	N;MASC;PL	N;MASC;PL
cantora	cantor	cantora	cantor	N;FEM;SG	N;MASC;SG
cantora	cantante	cantora	cantante	N;FEM;SG	N;SG
consenso	consenso	consenso	consenso	N;MASC;SG	N;MASC;SG
zona	zona	zona	zona	N;FEM;SG	N;FEM;SG
zona	zone	zona	zone	N;FEM;SG	N
votos	votos	voto	voto	N;MASC;PL	N;MASC;PL
votos	votaciones	voto	votación	N;MASC;PL	N;FEM;PL
ganhou	ganó	ganhar	ganar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
criar	crear	criar	crear	V;NFIN	V;NFIN
criar	crea	criar	creer	V;NFIN	V;SBJV;SG;3;FIN
criar	crean	criar	crear	V;NFIN	V;IND;PL;3;PRS;FIN
criar	crear	criar	crear	V;NFIN	V;NFIN
criar	creando	criar	crear	V;NFIN	V;V.MSDR
parque	parque	parque	parque	N;MASC;SG	N;MASC;SG
castelo	castillo	castelo	castillo	N;MASC;SG	N;MASC;SG
castelo	castelo	castelo	castelo	N;MASC;SG	N;MASC;SG
representa	representa	representar	representar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
próximo	cerca	próximo	cerca	ADV	ADV
sentido	sentido	sentido	sentido	N;MASC;SG	N;MASC;SG
função	función	função	función	N;FEM;SG	N;FEM;SG
editora	editor	editora	editor	N;FEM;SG	N;MASC;SG
editora	editorial	editora	editorial	N;FEM;SG	N;FEM;SG
editora	redactor	editora	redactor	N;FEM;SG	N;MASC;SG
editora	editor	editora	editor	N;FEM;SG	N;MASC;SG
editora	editora	editora	editora	N;FEM;SG	N;FEM;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
género	genero	género	genero	N;MASC;SG	N;MASC;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
género	genero	género	genero	N;MASC;SG	N;MASC;SG
género	sexo	género	sexo	N;MASC;SG	N;MASC;SG
género	género	género	género	N;MASC;SG	N;MASC;SG
câmara	recámara	câmara	recámar	N;FEM;SG	N;FEM;SG
câmara	cámara	câmara	cámara	N;FEM;SG	N;FEM;SG
câmara	camera	câmara	camera	N;FEM;SG	N;FEM;SG
câmara	cámara	câmara	cámara	N;FEM;SG	N;FEM;SG
câmara	camara	câmara	camara	N;FEM;SG	N;FEM;SG
algo	algo	algo	algo	PRO;MASC;SG	PRO;SG
jornal	periódico	jornal	periódico	N;MASC;SG	N;MASC;SG
jornal	periodico	jornal	periodico	N;MASC;SG	N;MASC;SG
jornal	diario	jornal	diario	N;MASC;SG	N;MASC;SG
jornal	journal	jornal	journal	N;MASC;SG	N;SG
jornal	revista	jornal	revista	N;MASC;SG	N;FEM;SG
jornal	prensa	jornal	prensa	N;MASC;SG	N;FEM;SG
james	santiago	jame	santiago	N;MASC;SG	N;MASC;SG
james	jacobo	jame	jacobo	N;MASC;SG	N;MASC;SG
show	espectáculo	show	espectáculo	N;MASC;SG	N;MASC;SG
show	show	show	show	N;MASC;SG	N;MASC;SG
life	vida	life	vida	N;MASC;SG	N;FEM;SG
life	life	life	life	N;MASC;SG	N
branco	white	branco	white	N;MASC;SG	N
acesso	acceso	acesso	acceso	N;MASC;SG	N;MASC;SG
acesso	access	acesso	acces	N;MASC;SG	N;MASC
fernando	fernando	fernando	fernar	V;V.MSDR	V;V.MSDR
fernando	fernando	fernando	fernar	V;V.MSDR	V;V.MSDR
posteriormente	posteriormente	posteriormente	posteriormente	ADV	ADV
conselho	asesoramiento	conselho	asesoramiento	N;MASC;SG	N;MASC;SG
conselho	consejo	conselho	consejo	N;MASC;SG	N;MASC;SG
conselho	concilio	conselho	concilio	N;MASC;SG	N;MASC;SG
conselho	consejo	conselho	consejo	N;MASC;SG	N;MASC;SG
conselho	concejo	conselho	concejo	N;MASC;SG	N;MASC;SG
guitarra	guitarra	guitarra	guitarra	N;FEM;SG	N;FEM;SG
roma	roma	roma	roma	N;FEM;SG	N;SG
roma	romaní	roma	romaní	N;FEM;SG	N;MASC;SG
roma	roma	roma	roma	N;FEM;SG	N;SG
manter	mantener	manter	mantener	V;NFIN	V;NFIN
manter	manteniendo	manter	mantener	V;NFIN	V;V.MSDR
manter	mantener	manter	mantener	V;NFIN	V;NFIN
manter	mantengan	manter	mantener	V;NFIN	V;IMP;PL;3;FIN
manter	mantenga	manter	mantener	V;NFIN	V;SBJV;SG;3;FIN
manter	mantener	manter	mantener	V;NFIN	V;NFIN
manter	conservar	manter	conservar	V;NFIN	V;NFIN
interior	interior	interior	interior	N;MASC;SG	N;MASC;SG
interior	interior	interior	interior	N;MASC;SG	N;MASC;SG
dar	dandole	dar	dandole	V;NFIN	V;V.MSDR
dar	regalando	dar	regalar	V;NFIN	V;V.MSDR
dar	dando	dar	dar	V;NFIN	V;V.MSDR
dar	dar	dar	dar	V;NFIN	V;NFIN
dar	dar	dar	dar	V;NFIN	V;NFIN
livros	libros	livro	libro	N;MASC;PL	N;MASC;PL
love	amor	love	amor	N;MASC;SG	N;MASC;SG
love	love	love	love	N;MASC;SG	N
asteróide	asteroide	asteróide	asteroide	N;MASC;SG	N;MASC;SG
anterior	anterior	anterior	anterior	ADJ;MASC;SG	ADJ;SG
anterior	anterior	anterior	anterior	ADJ;MASC;SG	ADJ;SG
anterior	previo	anterior	previo	ADJ;MASC;SG	ADJ;MASC;SG
classe	clase	classe	clase	N;FEM;SG	N;FEM;SG
classe	class	classe	clas	N;FEM;SG	N;FEM;SG
fazendo	haciendo	fazer	hacer	V;V.MSDR	V;V.MSDR
fazendo	hacer	fazer	hacer	V;V.MSDR	V;NFIN
fazendo	haciendo	fazer	hacer	V;V.MSDR	V;V.MSDR
importantes	importantes	importante	importante	ADJ;MASC;PL	ADJ;PL
evento	acontecimiento	evento	acontecimiento	N;MASC;SG	N;MASC;SG
evento	evento	evento	evento	N;MASC;SG	N;MASC;SG
companhia	compañia	companhia	compañia	N;FEM;SG	N;FEM;SG
companhia	empresa	companhia	empresa	N;FEM;SG	N;FEM;SG
companhia	compañía	companhia	compañía	N;FEM;SG	N;FEM;SG
companhia	companía	companhia	companía	N;FEM;SG	N;FEM;SG
united	united	united	united	N;MASC;SG	N;SG
capacidade	capacidad	capacidade	capacidad	N;FEM;SG	N;FEM;SG
capacidade	capacidad	capacidade	capacidad	N;FEM;SG	N;FEM;SG
capacidade	capacidad	capacidade	capacidad	N;FEM;SG	N;FEM;SG
capacidade	habilidad	capacidade	habilidad	N;FEM;SG	N;FEM;SG
novas	nuevas	novo	nuevo	ADJ;FEM;PL	ADJ;FEM;PL
novas	nuevos	novo	nuevo	ADJ;FEM;PL	ADJ;MASC;PL
governador	gobernadora	governador	gobernador	N;MASC;SG	N;FEM;SG
governador	gobernador	governador	gobernador	N;MASC;SG	N;MASC;SG
leste	oriente	leste	oriente	N;MASC;SG	N;MASC;SG
leste	east	leste	east	N;MASC;SG	N;MASC;SG
leste	eastern	leste	eastern	N;MASC;SG	N;MASC;SG
noite	noche	noite	noche	N;FEM;SG	N;FEM;SG
noite	velada	noite	velado	N;FEM;SG	N;FEM;SG
noite	noche	noite	noche	N;FEM;SG	N;FEM;SG
noite	night	noite	night	N;FEM;SG	N
energia	energia	energia	energia	N;FEM;SG	N;FEM;SG
energia	energía	energia	energía	N;FEM;SG	N;FEM;SG
energia	potencia	energia	potencia	N;FEM;SG	N;FEM;SG
energia	power	energia	power	N;FEM;SG	N
casos	estuches	caso	estuche	N;MASC;PL	N;MASC;PL
casos	cases	caso	case	N;MASC;PL	N
casos	casos	caso	caso	N;MASC;PL	N;MASC;PL
contém	contiene	conter	contener	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;FEM;SG
senhora	señora	senhora	señora	N;FEM;SG	N;FEM;SG
senhora	madame	senhora	madame	N;FEM;SG	N;FEM;SG
senhora	madam	senhora	madam	N;FEM;SG	N;SG
senhora	señora	senhora	señora	N;FEM;SG	N;FEM;SG
senhora	dama	senhora	dama	N;FEM;SG	N;FEM;SG
senhora	senora	senhora	senoro	N;FEM;SG	N;FEM;SG
aproximadamente	aproximadamente	aproximadamente	aproximadamente	ADV	ADV
nomes	nombres	nome	nombre	N;MASC;PL	N;MASC;PL
ministro	ministro	ministro	ministro	N;MASC;SG	N;MASC;SG
ministro	pastor	ministro	pastor	N;MASC;SG	N;MASC;SG
ministro	ministra	ministro	ministra	N;MASC;SG	N;FEM;SG
simples	simple	simples	simple	ADJ;MASC;SG	ADJ;SG
simples	sencilla	simples	sencillo	ADJ;MASC;SG	ADJ;FEM;SG
simples	sencillo	simples	sencillo	ADJ;MASC;SG	ADJ;MASC;SG
simples	llano	simples	llano	ADJ;MASC;SG	ADJ;MASC;SG
fala	habla	falar	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fala	hablar	falar	hablar	V;IND;SG;3;PRS;FIN	V;NFIN
fala	habla	falar	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fala	hablar	falar	hablar	V;IND;SG;3;PRS;FIN	V;NFIN
fala	habla	falar	hablar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
luz	light	luz	light	N;FEM;SG	N
luz	luz	luz	luz	N;FEM;SG	N;FEM;SG
luz	luz	luz	luz	N;FEM;SG	N;FEM;SG
horas	horarios	hora	horario	N;FEM;PL	N;MASC;PL
horas	horas	hora	hora	N;FEM;PL	N;FEM;PL
imperador	emperador	imperador	emperador	N;MASC;SG	N;MASC;SG
trata	trata	tratar	tratar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
gerais	generalidades	geral	generalidad	N;MASC;PL	N;FEM;PL
gerais	generales	geral	general	N;MASC;PL	N;MASC;PL
freguesia	parroquia	freguesia	parroquia	N;FEM;SG	N;FEM;SG
competição	concurso	competição	concurso	N;FEM;SG	N;MASC;SG
competição	competición	competição	competición	N;FEM;SG	N;FEM;SG
competição	competencia	competição	competencia	N;FEM;SG	N;FEM;SG
competição	concurso	competição	concurso	N;FEM;SG	N;MASC;SG
competição	certamen	competição	certamen	N;FEM;SG	N;MASC;SG
príncipe	principe	príncipe	principe	N;MASC;SG	N;MASC;SG
príncipe	prince	príncipe	prince	N;MASC;SG	N
príncipe	príncipe	príncipe	príncipe	N;MASC;SG	N;MASC;SG
william	guillermo	williar	guillermo	N;MASC;SG	N;MASC;SG
serviços	servicios	serviço	servicio	N;MASC;PL	N;MASC;PL
vale	vale	valer	valer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ação	action	ação	action	N;FEM;SG	N;SG
ação	acción	ação	acción	N;FEM;SG	N;FEM;SG
ação	accion	ação	accionar	N;FEM;SG	N;FEM;SG
escreveu	escribió	escrever	escribir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
futebolista	futbolista	futebolista	futbolista	N;MASC;SG	N;SG
apresenta	presenta	apresentar	presentar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
paul	pablo	paul	pablo	N;MASC;SG	N;MASC;SG
michael	michael	michael	michael	N;MASC;SG	N;MASC;SG
controle	control	controle	control	N;MASC;SG	N;MASC;SG
controle	controlador	controle	controlador	N;MASC;SG	N;MASC;SG
vídeo	vídeo	vídeo	vídeo	N;MASC;SG	N;MASC;SG
vídeo	video	vídeo	video	N;MASC;SG	N;MASC;SG
estavam	estaban	estar	estar	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
saúde	sanidad	saúde	sanidad	N;FEM;SG	N;FEM;SG
saúde	salud	saúde	salud	N;FEM;SG	N;FEM;SG
produtor	productor	produtor	productor	N;MASC;SG	N;MASC;SG
produtor	productora	produtor	productora	N;MASC;SG	N;FEM;SG
atividade	actividad	atividade	actividad	N;FEM;SG	N;FEM;SG
fundação	fundación	fundação	fundación	N;FEM;SG	N;FEM;SG
faixa	pista	faixa	pista	N;FEM;SG	N;FEM;SG
faixa	track	faixa	track	N;FEM;SG	N;SG
faixa	atletismo	faixa	atletismo	N;FEM;SG	N;MASC;SG
faixa	pancarta	faixa	pancarta	N;FEM;SG	N;FEM;SG
faixa	estandarte	faixa	estandarte	N;FEM;SG	N;MASC;SG
faixa	bandera	faixa	bandera	N;FEM;SG	N;FEM;SG
faixa	banner	faixa	banner	N;FEM;SG	N;MASC;SG
verdade	true	verdade	true	N;FEM;SG	N
verdade	verdad	verdade	verdad	N;FEM;SG	N;FEM;SG
verdade	verdad	verdade	verdad	N;FEM;SG	N;FEM;SG
verdade	truth	verdade	truth	N;FEM;SG	N
estas	éstas	este	este	PRO;FEM;PL	PRO;FEM;PL
estas	estos	este	este	PRO;FEM;PL	PRO;MASC;PL
estas	estas	este	este	PRO;FEM;PL	PRO;FEM;PL
estas	éstos	este	este	PRO;FEM;PL	PRO;MASC;PL
criada	creó	criar	crear	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
melhores	mejores	bom	mejor	ADJ;MASC;PL	ADJ;PL
melhores	mejores	bom	mejor	ADJ;MASC;PL	ADJ;PL
menor	menor	pequeno	menor	ADJ;MASC;SG	ADJ;SG
menor	menor	pequeno	menor	ADJ;MASC;SG	ADJ;SG
internet	internet	internet	internet	N;FEM;SG	N;SG
antônio	antonio	antônio	antonio	N;MASC;SG	N;MASC;SG
antônio	antonio	antônio	antonio	N;MASC;SG	N;MASC;SG
antônio	antônio	antônio	antônio	N;MASC;SG	N;MASC;SG
antônio	antonio	antônio	antonio	N;MASC;SG	N;MASC;SG
decisão	decision	decisão	decisionr	N;FEM;SG	N;FEM;SG
decisão	decisión	decisão	decisión	N;FEM;SG	N;FEM;SG
elas	ellos	ele	él	PRO;NOM;FEM;PL;3	PRO;MASC;PL;3
elas	ellas	ele	él	PRO;NOM;FEM;PL;3	PRO;FEM;PL;3
estrutura	estructura	estrutura	estructura	N;FEM;SG	N;FEM;SG
abaixo	debajo	abaixo	debajo	ADV	ADV
abaixo	abajo	abaixo	abajo	ADV	ADV
conde	conde	conde	conde	N;MASC;SG	N;MASC;SG
conde	recuento	conde	recuento	N;MASC;SG	N;MASC;SG
conde	earl	conde	earl	N;MASC;SG	N;MASC;SG
conde	conde	conde	conde	N;MASC;SG	N;MASC;SG
conde	conde	conde	conde	N;MASC;SG	N;MASC;SG
ajuda	ayuda	ajuda	ayuda	N;FEM;SG	N;FEM;SG
ajuda	ayuda	ajuda	ayuda	N;FEM;SG	N;FEM;SG
bandeira	flag	bandeira	flag	N;FEM;SG	N;SG
bandeira	bandera	bandeira	bandera	N;FEM;SG	N;FEM;SG
bandeira	pancarta	bandeira	pancarta	N;FEM;SG	N;FEM;SG
bandeira	estandarte	bandeira	estandarte	N;FEM;SG	N;MASC;SG
bandeira	bandera	bandeira	bandera	N;FEM;SG	N;FEM;SG
bandeira	banner	bandeira	banner	N;FEM;SG	N;MASC;SG
ensino	docencia	ensino	docencia	N;MASC;SG	N;FEM;SG
ensino	enseñanza	ensino	enseñanza	N;MASC;SG	N;FEM;SG
ensino	educación	ensino	educación	N;MASC;SG	N;FEM;SG
ensino	enseñanza	ensino	enseñanza	N;MASC;SG	N;FEM;SG
ensino	educacion	ensino	educacion	N;MASC;SG	N;FEM;SG
inclinação	ladera	inclinação	ladera	N;FEM;SG	N;FEM;SG
inclinação	inclinación	inclinação	inclinación	N;FEM;SG	N;FEM;SG
inclinação	inclinación	inclinação	inclinación	N;FEM;SG	N;FEM;SG
inclinação	inclinación	inclinação	inclinación	N;FEM;SG	N;FEM;SG
coisa	thing	coisa	thing	N;FEM;SG	N
coisa	cosa	coisa	cosa	N;FEM;SG	N;FEM;SG
music	music	music	music	N;MASC;SG	N
music	música	music	música	N;MASC;SG	N;FEM;SG
music	musica	music	musica	N;MASC;SG	N;FEM;SG
escritor	escritora	escritor	escritora	N;MASC;SG	N;FEM;SG
escritor	escritor	escritor	escritor	N;MASC;SG	N;MASC;SG
escritor	writer	escritor	writer	N;MASC;SG	N;MASC;SG
falta	carencia	falta	carencia	N;FEM;SG	N;FEM;SG
falta	falta	falta	falta	N;FEM;SG	N;FEM;SG
falta	falta	falta	falta	N;FEM;SG	N;FEM;SG
entretanto	entretanto	entretanto	entretanto	ADV	ADV
ngc	ngc	ngc	ngc	N;FEM;SG	N;SG
pedido	petición	pedido	petición	N;MASC;SG	N;FEM;SG
pedido	solicitud	pedido	solicitud	N;MASC;SG	N;FEM;SG
morreu	murió	morrer	morir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
semana	week	semana	week	N;FEM;SG	N;FEM;SG
semana	semana	semana	semana	N;FEM;SG	N;FEM;SG
pesquisa	busqueda	pesquisa	busqueda	N;FEM;SG	N;FEM;SG
pesquisa	búsqueda	pesquisa	búsqueda	N;FEM;SG	N;FEM;SG
pesquisa	buscador	pesquisa	buscador	N;FEM;SG	N;MASC;SG
pesquisa	investigación	pesquisa	investigación	N;FEM;SG	N;FEM;SG
pesquisa	investigacion	pesquisa	investigacion	N;FEM;SG	N;FEM;SG
excentricidade	excentricidad	excentricidade	excentricidad	N;FEM;SG	N;FEM;SG
teoria	teoría	teoria	teoría	N;FEM;SG	N;FEM;SG
teoria	teoria	teoria	teoria	N;FEM;SG	N;FEM;SG
méxico	méjico	méxico	méjico	N;MASC;SG	N;MASC;SG
méxico	méxico	méxico	méxico	N;MASC;SG	N;MASC;SG
jesus	jesús	jesus	jesú	N;MASC;SG	N;MASC;SG
jesus	jesus	jesus	jesus	N;MASC;SG	N
robert	roberto	robert	roberto	N;MASC;SG	N;MASC;SG
locais	lugareños	local	lugareño	N;MASC;PL	N;MASC;PL
locais	localizaciones	local	localización	N;MASC;PL	N;FEM;PL
locais	ubicaciones	local	ubicación	N;MASC;PL	N;FEM;PL
locais	lugares	local	lugar	N;MASC;PL	N;MASC;PL
locais	localidades	local	localidad	N;MASC;PL	N;FEM;PL
locais	sitios	local	sitio	N;MASC;PL	N;MASC;PL
locais	lugares	local	lugar	N;MASC;PL	N;MASC;PL
locais	localidades	local	localidad	N;MASC;PL	N;FEM;PL
locais	plazas	local	plaza	N;MASC;PL	N;FEM;PL
bloqueio	bloqueo	bloqueio	bloqueo	N;MASC;SG	N;MASC;SG
bloqueio	bloqueo	bloqueio	bloqueo	N;MASC;SG	N;MASC;SG
bloqueio	bloque	bloqueio	bloque	N;MASC;SG	N;MASC;SG
bloqueio	bloqueo	bloqueio	bloqueo	N;MASC;SG	N;MASC;SG
bloqueio	cuadra	bloqueio	cuadra	N;MASC;SG	N;FEM;SG
acabou	terminó	acabar	terminar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
oliveira	aceituna	oliveira	aceituna	N;MASC;SG	N;FEM;SG
