for	для	for	для	ADP	ADP;GEN
kirker	церквах	kirke	церква	N;INDF;MASC+FEM;PL	N;INAN;ESS;FEM;PL
kirker	храми	kirke	храм	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
kirker	церков	kirke	церков	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
indhold	контент	indhold	контент	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
indhold	вміст	indhold	вміст	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
indhold	зміст	indhold	зміст	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
indhold	вміст	indhold	вміст	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
indhold	зміст	indhold	зміст	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
maler	фарба	male	фарба	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
maler	малювання	male	малювання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
maler	картина	male	картина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
maler	живопис	male	живопис	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
maler	маляр	male	маляр	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
maler	вазописець	male	вазописець	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
maler	художник	male	художник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
timer	годин	time	година	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
timer	години	time	година	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
personlige	особисті	personlig	особистий	ADJ;PL	ADJ;NOM;PL
sidder	сидить	sidde	сидіти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
sidder	сидячи	sidde	сидіти	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
sidder	сиджу	sidde	сидіти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
sidder	сидить	sidde	сидіти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
stå	стоїмо	stå	стояти	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
virksomheder	підприємцям	virksomhed	підприємець	N;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
virksomheder	компаніями	virksomhed	компанія	N;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
virksomheder	витівок	virksomhed	витівка	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
virksomheder	компанії	virksomhed	компанія	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
virksomheder	компаній	virksomhed	компанія	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
virksomheder	компаніями	virksomhed	компанія	N;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
virksomheder	підприємств	virksomhed	підприємство	N;INDF;MASC+FEM;PL	N;INAN;GEN;NEUT;PL
virksomheder	підприємства	virksomhed	підприємство	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;PL
umiddelbart	негайно	umiddelbart	негайно	ADV	ADV
umiddelbart	одразу	umiddelbart	одразу	ADV	ADV
umiddelbart	відразу	umiddelbart	відразу	ADV	ADV
umiddelbart	негайно	umiddelbart	негайно	ADV	ADV
etape	стадія	etape	стадія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
olympiske	олімпійські	olympisk	олімпійський	ADJ;PL	ADJ;NOM;PL
forening	асоціація	forening	асоціація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
opgave	призначення	opgave	призначення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
opgave	присвоєння	opgave	присвоєння	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
opgave	задачу	opgave	задача	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
opgave	завдання	opgave	завдання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
oprindelse	джерело	oprindelse	джерело	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
oprindelse	походження	oprindelse	походження	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
universitetet	університет	universitet	університет	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
ung	молода	ung	молодий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ung	молодою	ung	молодий	ADJ;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
ung	молодий	ung	молодий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ung	молодим	ung	молодий	ADJ;INDF;MASC+FEM;SG	ADJ;INS;NEUT;SG
genre	жанр	genre	жанр	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mit	моє	min	мій	DET;NEUT;SG;1	DET;NOM;NEUT;SG;1
mit	мій	min	мій	DET;NEUT;SG;1	DET;NOM;MASC;SG;1
flyttet	переїхала	flytte	переїхати	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
flyttet	переїхав	flytte	переїхати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
student	студентка	student	студентка	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
student	студент	student	студент	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vært	вузол	være	вузол	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bestående	складаються	bestå	складатися	V;PRS;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
praksis	вправа	praksis	вправа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
praksis	практика	praksis	практика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
kirkegård	кладовище	kirkegård	кладовище	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kirkegård	цвинтар	kirkegård	цвинтар	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kirkegård	кладовище	kirkegård	кладовище	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kirkegård	цвинтар	kirkegård	цвинтар	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
placering	розміщення	placering	розміщення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
placering	розташування	placering	розташування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
placering	розміщення	placering	розміщення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
placering	місцезнаходження	placering	місцезнаходження	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
placering	локація	placering	локація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
placering	місце	placering	місце	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
placering	розташування	placering	розташування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tro	вірити	tro	вірити	V;NFIN;ACT	V;IPFV;NFIN
tro	вірю	tro	вір	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
tro	віримо	tro	вірити	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
håndbold	гандбол	håndbold	гандбол	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
håndbold	гандболу	håndbold	гандбол	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
hovedstaden	капітал	hovedstad	капітал	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hovedstaden	столиця	hovedstad	столиця	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fordel	користь	fordel	користь	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
fordel	перевагу	fordel	перевага	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
fordel	перевага	fordel	перевага	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fordel	перевагою	fordel	перевага	N;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
stykke	шматок	stykke	шматок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stykke	інсталяція	stykke	інсталяція	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
stykke	фігуру	stykke	фігура	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
punkt	елемент	punkt	елемент	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
punkt	точка	punkt	точка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
punkt	точку	punkt	точка	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
projektet	проект	projekt	проект	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
foråret	весна	forår	весна	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
motor	рушій	motor	рушія	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
motor	двигун	motor	двигун	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
motor	мотор	motor	мотор	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sophie	софія	sophie	софія	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
operation	дія	operation	дія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
operation	операція	operation	операція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
operation	хірургія	operation	хірургія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
udelukkende	виключно	udelukkende	виключно	ADV	ADV
hørte	почув	høre	почути	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
hørte	чув	høre	чути	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
hørte	почула	høre	почути	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
hørte	чули	høre	чути	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
hørte	чула	høre	чути	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
skabelon	шаблон	skabelon	шаблон	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
brød	хліба	brød	хліб	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
brød	хліб	brød	хліб	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
din	твій	din	твій	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;2
din	твоя	din	твій	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;2
din	твоє	din	твій	DET;MASC+FEM;SG;2	DET;ACC;NEUT;SG;2
din	ваша	din	ваш	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;2
din	твій	din	твій	DET;MASC+FEM;SG;2	DET;NOM;MASC;SG;2
din	твоя	din	твій	DET;MASC+FEM;SG;2	DET;NOM;FEM;SG;2
din	твоє	din	твій	DET;MASC+FEM;SG;2	DET;ACC;NEUT;SG;2
mødte	зустрілись	møde	зустрітися	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
mødte	зустрілися	møde	зустрітися	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
mødte	зустріли	møde	зустріти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
award	нагорода	award	нагорода	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
økonomi	економіка	økonomi	економіка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
økonomi	господарство	økonomi	господарство	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
økonomi	економіка	økonomi	економіка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
økonomi	економія	økonomi	економія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
månen	місяця	mån	місяць	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
månen	місяць	mån	місяць	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
månen	супутник	mån	супутник	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
resultater	результати	resultat	результат	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
delt	поширив	delt	поширити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
delt	розділити	delt	розділити	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
bred	широкий	bred	широкий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
bred	широка	bred	широка	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bred	широке	bred	широке	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tegnet	намальовано	tegne	намальовано	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
emner	теми	emne	тема	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
emner	тем	emne	тема	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
emner	теми	emne	тема	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
emner	тем	emne	тема	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
emner	питань	emne	питання	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
emner	проблеми	emne	проблема	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
udvidet	збільшено	udvide	збільшити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
udvidet	збільшив	udvide	збільшити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
design	проектування	design	проектування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
design	дизайн	design	дизайн	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
design	розробка	design	розробка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
kone	дружині	kone	дружина	N;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
kone	дружина	kone	дружина	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
fejl	помилки	fejl	помилка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
fejl	помилки	fejl	помилка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
sølv	срібла	sølv	срібло	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
sølv	срібло	sølv	срібло	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
kontrol	контроль	kontrol	контроль	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kontrol	керування	kontrol	керування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
særlige	особливі	særlig	особливий	ADJ;PL	ADJ;NOM;PL
særlige	спеціальні	særlig	спеціальний	ADJ;PL	ADJ;NOM;PL
championship	чемпіонат	championship	чемпіонат	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
prinsesse	принцеса	prinsesse	принцес	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
niveau	рівень	niveau	рівень	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ben	ніжки	ben	ніжка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
ben	ноги	ben	нога	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
vores	наше	vores	наш	DET;1	DET;NOM;NEUT;SG;1
vores	наша	vores	наш	DET;1	DET;NOM;FEM;SG;1
vores	наші	vores	наш	DET;1	DET;NOM;PL;1
vores	наш	vores	наш	DET;1	DET;NOM;MASC;SG;1
vores	наші	vores	наш	DET;1	DET;NOM;PL;1
træ	деревина	træ	деревина	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
træ	дерево	træ	дерево	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
borgmester	мер	borgmester	мер.	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
borgmester	мера	borgmester	мера	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
borgmester	майор	borgmester	майор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
karakter	характер	karakter	характер	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
karakter	персонаж	karakter	персонаж	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
karakter	символ	karakter	символ	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hjælpe	допомагати	hjælpe	допомагати	V;NFIN;ACT	V;IPFV;NFIN
hjælpe	допомагають	hjælpe	допомагати	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
hjælpe	допоможіть	hjælpe	допомогти	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
hjælpe	допомогти	hjælpe	допомогти	V;NFIN;ACT	V;PFV;NFIN
sætte	додаю	sætte	додати	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
sætte	ставимо	sætte	ставити	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
sætte	класти	sætte	класти	V;NFIN;ACT	V;IPFV;NFIN
sætte	поставити	sætte	поставити	V;NFIN;ACT	V;PFV;NFIN
udviklingen	розвитку	udvikling	розвиток	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
udviklingen	розвиток	udvikling	розвиток	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
udviklingen	розробка	udvikling	розробка	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
udviklingen	еволюція	udvikling	еволюція	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
officer	наглядач	officer	наглядач	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
officer	офіцер	officer	офіцер	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
øer	острови	øe	острів	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
start	старт	start	старт	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
start	початок	start	початок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
start	початок	start	початок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
start	запуск	start	запуск	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mistede	програв	miste	програти	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
tidligt	рано	tidligt	рано	ADV	ADV
taler	говоримо	tale	говорити	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
taler	розмовляє	tale	розмовляти	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
taler	говорить	tale	говорити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
taler	говорячи	tale	говорити	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
oversat	перекладено	oversat	перекласти	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afgørende	рішучий	afgørende	рішучий	ADJ	ADJ;NOM;MASC;SG
afgørende	ключовий	afgørende	ключовий	ADJ	ADJ;NOM;MASC;SG
afgørende	необхідних	afgørende	необхідний	ADJ	ADJ;GEN;PL
afgørende	необхідного	afgørende	необхідний	ADJ	ADJ;GEN;NEUT;SG
afgørende	необхідний	afgørende	необхідний	ADJ	ADJ;NOM;MASC;SG
standard	стандарт	standard	стандарт	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
musiker	музикант	musiker	музикант	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
dækker	охоплює	dække	охоплювати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
populære	популярні	populær	популярний	ADJ;PL	ADJ;NOM;PL
populære	актуальні	populær	актуальний	ADJ;PL	ADJ;NOM;PL
populære	популярні	populær	популярний	ADJ;PL	ADJ;NOM;PL
uefa	уєфа	uefa	увфа	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
bank	банк	bank	банк	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ven	другові	ven	друг	N;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
ven	другом	ven	друг	N;INDF;MASC+FEM;SG	N;ANIM;INS;MASC;SG
ven	друг	ven	друг	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ven	подруга	ven	подруга	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
ven	друга	ven	друг	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
pris	ціна	pris	ціна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
pris	вартість	pris	вартість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
school	школа	school	школа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
school	училище	school	училище	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
ægteskab	шлюб	ægteskab	шлюб	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stærk	сильним	stærk	сильний	ADJ;INDF;MASC+FEM;SG	ADJ;INS;NEUT;SG
stærk	сильною	stærk	сильний	ADJ;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
stærk	сильний	stærk	сильний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
stærk	сильна	stærk	сильний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bibliotek	бібліотеку	bibliotek	бібліотека	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
bibliotek	бібліотека	bibliotek	бібліотека	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
uger	тижні	uge	тиждень	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
uger	тижнів	uge	тиждень	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
vokal	піднесення	vokal	піднесення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
ændringer	поправки	ændringe	поправка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
ændringer	зміни	ændringe	зміна	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
ændringer	зміни	ændringe	зміна	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
problem	задача	problem	задача	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
problem	проблему	problem	проблема	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
problem	проблема	problem	проблема	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
institut	інститут	institut	інститут	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
institut	фундамент	institut	фундамент	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
institut	фонд	institut	фонд	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
institut	інститут	institut	інститут	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bidrag	вклад	bidrag	вклад	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bidrag	внесок	bidrag	внесок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bidrag	внесок	bidrag	внесок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
profil	профілю	profil	профіль	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
profil	профіль	profil	профіль	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hotel	готель	hotel	готель	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skib	судно	skib	судно	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
skib	судно	skib	судно	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
skib	корабель	skib	корабель	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kritik	критика	kritik	критика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mester	майстер	mester	майстер	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mester	магістр	mester	магістр	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mester	вчителю	mester	вчитель	N;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
mester	чемпіон	mester	чемпіон	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tilknyttet	долучено	tilknytte	долучити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
søen	озеро	søe	озеро	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
post	пошта	post	пошта	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
post	поштою	post	пошта	N;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
post	допис	post	допис	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
post	допису	post	допис	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
greve	кількість	grev	кількість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
greve	відлік	grev	відлік	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
emnet	темою	emne	тема	N;DEF;NEUT;SG	N;INAN;INS;FEM;SG
emnet	тему	emne	тема	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
emnet	тема	emne	тема	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
emnet	темою	emne	тема	N;DEF;NEUT;SG	N;INAN;INS;FEM;SG
emnet	тема	emne	тема	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
emnet	предмет	emne	предмет	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
alias	псевдонім	alias	псевдонім	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
nævnt	згадала	nævnt	згадати	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
nævnt	згадав	nævnt	згадати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
nævnt	згадував	nævnt	згадувати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
trommer	барабани	tromme	барабан	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
uge	тиждень	uge	тиждень	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
regler	правила	regel	правило	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;PL
adam	адам	adam	адам	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
program	програма	program	програма	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
program	програма	program	програма	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
sendte	надіслано	sende	надіслати	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
landsby	село	landsby	село	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
museet	музей	museum	музей	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
virker	працює	virke	працювати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
typer	типи	type	тип	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
japansk	японська	japansk	японський	ADJ;INDF;SG	ADJ;NOM;FEM;SG
japansk	японський	japansk	японський	ADJ;INDF;SG	ADJ;NOM;MASC;SG
modstand	опору	modstand	опорий	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
modstand	опір	modstand	опір	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
modstand	протистояння	modstand	протистояння	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
projekt	проект	projekt	проект	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
militær	військовий	militær	військовий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
søgte	шукали	søge	шукати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
knyttet	долучено	knytte	долучити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
udenfor	ззовні	udenfor	ззовні	ADV	ADV
udenfor	надворі	udenfor	надворі	ADV	ADV
udenfor	зовні	udenfor	зовний	ADV	ADV
