was	бе	be	съм	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
tour	тур	tour	тур	N;SG	N;INDF;MASC;SG
sea	море	sea	море	N;SG	N;INDF;NEUT;SG
sea	морето	sea	море	N;SG	N;DEF;NEUT;SG
actually	всъщност	actually	всъщност	ADV	ADV
cross	кръст	cross	кръст	N;SG	N;INDF;MASC;SG
cross	кръста	cross	кръст	N;SG	N;DEF;MASC;SG
playing	играе	play	играя	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
playing	играят	play	играя	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;ACT
health	здраве	health	здраве	N;SG	N;INDF;NEUT;SG
health	здравеопазване	health	здравеопазване	N;SG	N;INDF;NEUT;SG
health	здравето	health	здраве	N;SG	N;DEF;NEUT;SG
institute	институт	institute	институт	N;SG	N;INDF;MASC;SG
institute	института	institute	институт	N;SG	N;DEF;MASC;SG
caps	шапки	cap	шапка	N;PL	N;INDF;FEM;PL
caps	капачки	cap	капачка	N;PL	N;INDF;FEM;PL
forces	сили	force	сила	N;PL	N;INDF;FEM;PL
rights	права	rights	право	N;PL	N;INDF;NEUT;PL
evidence	доказателство	evidence	доказателство	N;SG	N;INDF;NEUT;SG
originally	първоначално	originally	първоначално	ADV	ADV
aircraft	вс	aircraft	вс	N;SG	N;INDF;MASC;SG
arts	изкуства	art	изкуство	N;PL	N;INDF;NEUT;PL
arts	изкуствата	art	изкуство	N;PL	N;DEF;NEUT;PL
range	диапазон	range	диапазон	N;SG	N;INDF;MASC;SG
range	обхват	range	обхват	N;SG	N;INDF;MASC;SG
range	обсег	range	обсег	N;SG	N;INDF;MASC;SG
probably	вероятно	probably	вероятно	ADV	ADV
consensus	консенсус	consensus	консенсус	N;SG	N;INDF;MASC;SG
consensus	единодушие	consensus	единодушие	N;SG	N;INDF;NEUT;SG
bar	бар	bar	бар	N;SG	N;INDF;MASC;SG
bar	барът	bar	бар	N;SG	N;DEF;MASC;SG
problem	проблем	problem	проблем	N;SG	N;INDF;MASC;SG
look	виж	look	видя-(се)	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
issues	въпроси	issue	въпрос	N;PL	N;INDF;MASC;PL
issues	проблеми	issue	проблем	N;PL	N;INDF;MASC;PL
alumni	възпитаници	alumnus	възпитаник	N;PL	N;INDF;MASC;PL
average	среден	average	среден	ADJ	ADJ;INDF;MASC;SG
network	мрежа	network	мрежа	N;SG	N;INDF;FEM;SG
network	мрежата	network	мрежа	N;SG	N;DEF;FEM;SG
wife	жена	wife	жена	N;SG	N;INDF;FEM;SG
wife	съпруга	wife	съпруга	N;SG	N;INDF;FEM;SG
wife	съпругата	wife	съпруга	N;SG	N;DEF;FEM;SG
returned	върнато	return	върна-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
returned	върнати	return	върна-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
returned	върната	return	върна-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
night	вечер	night	вечер	N;SG	N;INDF;FEM;SG
night	нощ	night	нощ	N;SG	N;INDF;FEM;SG
night	нощта	night	нощ	N;SG	N;DEF;FEM;SG
magazine	списание	magazine	списание	N;SG	N;INDF;NEUT;SG
centre	център	centre	център	N;SG	N;INDF;MASC;SG
usually	обикновенно	usually	обикновенно	ADV	ADV
usually	обикновено	usually	обикновено	ADV	ADV
completed	завършена	complete	завърша	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
completed	завършени	complete	завърша	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
completed	завършен	complete	завърша	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
completed	завършено	complete	завърша	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
significant	значителен	significant	значителен	ADJ	ADJ;INDF;MASC;SG
significant	значителни	significant	значителен	ADJ	ADJ;INDF;PL
significant	значим	significant	значим	ADJ	ADJ;INDF;MASC;SG
significant	значителна	significant	значителен	ADJ	ADJ;INDF;FEM;SG
stage	стадий	stage	стадий	N;SG	N;INDF;MASC;SG
stage	сцена	stage	сцена	N;SG	N;INDF;FEM;SG
stage	етап	stage	етап	N;SG	N;INDF;MASC;SG
stage	сцената	stage	сцена	N;SG	N;DEF;FEM;SG
addition	добавка	addition	добавка	N;SG	N;INDF;FEM;SG
addition	добавяне	addition	добавяне	N;SG	N;INDF;NEUT;SG
addition	допълнение	addition	допълнение	N;SG	N;INDF;NEUT;SG
academy	академията	academy	академия	N;SG	N;DEF;FEM;SG
academy	академия	academy	академия	N;SG	N;INDF;FEM;SG
continued	продължи	continue	продължа	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
continued	продължил	continue	продължа	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
stations	станции	station	станция	N;PL	N;INDF;FEM;PL
mother	майка	mother	майка	N;SG	N;INDF;FEM;SG
culture	култура	culture	култура	N;SG	N;INDF;FEM;SG
spanish	испанска	spanish	испански	ADJ	ADJ;INDF;FEM;SG
spanish	испански	spanish	испански	ADJ	ADJ;INDF;MASC;SG
committee	комитет	committee	комитет	N;SG	N;INDF;MASC;SG
committee	комисия	committee	комисия	N;SG	N;INDF;FEM;SG
fire	огън	fire	огън	N;SG	N;INDF;MASC;SG
fire	пожар	fire	пожар	N;SG	N;INDF;MASC;SG
changed	променена	change	променя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
changed	променени	change	променя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
changed	променен	change	променя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
changed	променено	change	променя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
gold	злато	gold	злато	N;SG	N;INDF;NEUT;SG
female	жена	female	жена	N;SG	N;INDF;FEM;SG
directed	насочено	direct	насоча-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
directed	насочени	direct	насоча-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
months	месеци	month	месец	N;PL	N;INDF;MASC;PL
months	месеците	month	месец	N;PL	N;DEF;MASC;PL
chinese	китайци	chinese	китаец	N;PL	N;INDF;MASC;PL
previous	предишна	previous	предишен	ADJ	ADJ;INDF;FEM;SG
previous	предишни	previous	предишен	ADJ	ADJ;INDF;PL
previous	предишен	previous	предишен	ADJ	ADJ;INDF;MASC;SG
developed	разработена	develop	разработя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
developed	разработени	develop	разработя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
developed	разработен	develop	разработя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
developed	развита	develop	развитам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
size	големина	size	големина	N;SG	N;INDF;FEM;SG
size	размер	size	размер	N;SG	N;INDF;MASC;SG
mentioned	спомената	mention	спомена	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mentioned	споменато	mention	спомена	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mentioned	споменат	mention	спомена	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
add	добавете	add	добавя	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
festival	фестивала	festival	фестивал	N;SG	N;DEF;MASC;SG
festival	фестивал	festival	фестивал	N;SG	N;INDF;MASC;SG
festival	фестивалът	festival	фестивал	N;SG	N;DEF;MASC;SG
basketball	баскетбол	basketball	баскетбол	N;SG	N;INDF;MASC;SG
basketball	баскетбола	basketball	баскетбол	N;SG	N;DEF;MASC;SG
move	преместване	move	преместване	N;SG	N;INDF;NEUT;SG
move	движение	move	движение	N;SG	N;INDF;NEUT;SG
performance	изпълнение	performance	изпълнение	N;SG	N;INDF;NEUT;SG
performance	ефективност	performance	ефективност	N;SG	N;INDF;FEM;SG
standard	стандартна	standard	стандартен	ADJ	ADJ;INDF;FEM;SG
standard	стандартни	standard	стандартен	ADJ	ADJ;INDF;PL
standard	стандартен	standard	стандартен	ADJ	ADJ;INDF;MASC;SG
means	означава	mean	означавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
give	дай	give	дам-(се)	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
training	обучение	training	обучение	N;SG	N;INDF;NEUT;SG
training	тренировка	training	тренировка	N;SG	N;INDF;FEM;SG
artist	изпълнител	artist	изпълнител	N;SG	N;INDF;MASC;SG
artist	художничка	artist	художничка	N;SG	N;INDF;FEM;SG
artist	художник	artist	художник	N;SG	N;INDF;MASC;SG
artist	артист	artist	артист	N;SG	N;INDF;MASC;SG
artist	творец	artist	творец	N;SG	N;INDF;MASC;SG
word	дума	word	дума	N;SG	N;INDF;FEM;SG
blue	сини	blue	син	ADJ	ADJ;INDF;PL
blue	синя	blue	син	ADJ	ADJ;INDF;FEM;SG
primary	първична	primary	първичен	ADJ	ADJ;INDF;FEM;SG
primary	първични	primary	първичен	ADJ	ADJ;INDF;PL
primary	първичен	primary	първичен	ADJ	ADJ;INDF;MASC;SG
announced	обявена	announce	обявя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
announced	обявен	announce	обявя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
announced	обяви	announce	обявя-(се)	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
announced	обявени	announce	обявя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
announced	обявено	announce	обявя-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
value	стойност	value	стойност	N;SG	N;INDF;FEM;SG
private	частни	private	частен	ADJ	ADJ;INDF;PL
private	частна	private	частен	ADJ	ADJ;INDF;FEM;SG
private	личен	private	личен	ADJ	ADJ;INDF;MASC;SG
private	частен	private	частен	ADJ	ADJ;INDF;MASC;SG
catholic	католическа	catholic	католически	ADJ	ADJ;INDF;FEM;SG
artists	творци	artist	творец	N;PL	N;INDF;MASC;PL
artists	художници	artist	художник	N;PL	N;INDF;MASC;PL
artists	изпълнители	artist	изпълнител	N;PL	N;INDF;MASC;PL
artists	артисти	artist	артист	N;PL	N;INDF;MASC;PL
includes	включва	include	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
view	изглед	view	изглед	N;SG	N;INDF;MASC;SG
view	гледка	view	гледка	N;SG	N;INDF;FEM;SG
view	оглед	view	оглед	N;SG	N;INDF;MASC;SG
view	преглед	view	преглед	N;SG	N;INDF;MASC;SG
almost	почти	almost	почти	ADV	ADV
baseball	бейзбол	baseball	бейзбол	N;SG	N;INDF;MASC;SG
baseball	бейзбола	baseball	бейзбол	N;SG	N;DEF;MASC;SG
baseball	бейзболът	baseball	бейзбол	N;SG	N;DEF;MASC;SG
seven	седем	seven	седем	NUM	NUM;INDF;PL
ever	някога	ever	някога	ADV	ADV
technology	технология	technology	технология	N;SG	N;INDF;FEM;SG
future	бъдеще	future	бъдеще	N;SG	N;INDF;NEUT;SG
future	бъдещето	future	бъдеще	N;SG	N;DEF;NEUT;SG
census	преброяването	census	преброяване	N;SG	N;DEF;NEUT;SG
census	преброяване	census	преброяване	N;SG	N;INDF;NEUT;SG
images	изображения	image	изображение	N;PL	N;INDF;NEUT;PL
images	образи	image	образ	N;PL	N;INDF;FEM;PL
results	резултати	result	резултат	N;PL	N;INDF;MASC;PL
return	връщане	return	връщане	N;SG	N;INDF;NEUT;SG
return	завръщане	return	завръщане	N;SG	N;INDF;NEUT;SG
quality	качество	quality	качество	N;SG	N;INDF;NEUT;SG
quality	качеството	quality	качество	N;SG	N;DEF;NEUT;SG
construction	изграждане	construction	изграждане	N;SG	N;INDF;NEUT;SG
construction	строеж	construction	строеж	N;SG	N;INDF;MASC;SG
construction	конструкция	construction	конструкция	N;SG	N;INDF;FEM;SG
construction	строителство	construction	строителство	N;SG	N;INDF;NEUT;SG
front	фронт	front	фронт	N;SG	N;INDF;MASC;SG
cover	прикритие	cover	прикритие	N;SG	N;INDF;NEUT;SG
cover	корица	cover	корица	N;SG	N;INDF;FEM;SG
cover	покритие	cover	покритие	N;SG	N;INDF;NEUT;SG
cover	покриване	cover	покриване	N;SG	N;INDF;NEUT;SG
model	образец	model	образец	N;SG	N;INDF;MASC;SG
model	модел	model	модел	N;SG	N;INDF;MASC;SG
read	четете	read	чета	V;IMP;FIN	V;IPFV;IMP;PL;2;FIN
read	прочетете	read	прочета	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
read	прочети	read	прочета	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
material	материал	material	материал	N;SG	N;INDF;MASC;SG
strong	силни	strong	силен	ADJ	ADJ;INDF;PL
strong	силен	strong	силен	ADJ	ADJ;INDF;MASC;SG
strong	силна	strong	силен	ADJ	ADJ;INDF;FEM;SG
coach	треньор	coach	треньор	N;SG	N;INDF;MASC;SG
coach	треньорът	coach	треньор	N;SG	N;DEF;MASC;SG
footballers	футболисти	footballer	футболист	N;PL	N;INDF;MASC;PL
footballers	футболистите	footballer	футболист	N;PL	N;DEF;MASC;PL
organization	организация	organization	организация	N;SG	N;INDF;FEM;SG
studies	изследвания	study	изследване	N;PL	N;INDF;NEUT;PL
studies	проучвания	study	проучване	N;PL	N;INDF;NEUT;PL
federal	федерален	federal	федерален	ADJ	ADJ;INDF;MASC;SG
federal	федерална	federal	федерален	ADJ	ADJ;INDF;FEM;SG
html	html	html	html	N;SG	N;INDF;MASC;SG
car	автомобил	car	автомобил	N;SG	N;INDF;MASC;SG
car	кола	car	кола	N;SG	N;INDF;FEM;SG
car	колата	car	кола	N;SG	N;DEF;FEM;SG
attack	атака	attack	атака	N;SG	N;INDF;FEM;SG
conference	конференция	conference	конференция	N;SG	N;INDF;FEM;SG
outside	отвън	outside	отвън	ADV	ADV
outside	навън	outside	навън	ADV	ADV
study	учене	study	учене	N;SG	N;INDF;NEUT;SG
study	проучване	study	проучване	N;SG	N;INDF;NEUT;SG
study	изучаване	study	изучаване	N;SG	N;INDF;NEUT;SG
study	изследване	study	изследване	N;SG	N;INDF;NEUT;SG
brother	братко	brother	братко	N;SG	N;INDF;MASC;SG
brother	брат	brother	брат	N;SG	N;INDF;MASC;SG
names	наименования	name	наименование	N;PL	N;INDF;NEUT;PL
names	имената	name	име	N;PL	N;DEF;NEUT;PL
names	имена	name	име	N;PL	N;INDF;NEUT;PL
writer	писателка	writer	писателка	N;SG	N;INDF;FEM;SG
writer	сценарист	writer	сценарист	N;SG	N;INDF;MASC;SG
writer	писател	writer	писател	N;SG	N;INDF;MASC;SG
characters	знаци	character	знак	N;PL	N;INDF;MASC;PL
characters	герои	character	герой	N;PL	N;INDF;MASC;PL
characters	символи	character	символя	N;PL	N;INDF;MASC;PL
musical	музикален	musical	музикален	ADJ	ADJ;INDF;MASC;SG
musical	музикална	musical	музикален	ADJ	ADJ;INDF;FEM;SG
nothing	нищо	nothing	никой	PRO;SG	PRO;NOM;INDF;NEUT;SG
border	границата	border	граница	N;SG	N;DEF;FEM;SG
border	граница	border	граница	N;SG	N;INDF;FEM;SG
medical	медицински	medical	медицински	ADJ	ADJ;INDF;MASC;SG
medical	медицинска	medical	медицински	ADJ	ADJ;INDF;FEM;SG
countries	държави	country	държава	N;PL	N;INDF;FEM;PL
countries	страни	country	страна	N;PL	N;INDF;FEM;PL
past	минало	past	минало	N;SG	N;INDF;NEUT;SG
writing	писане	writing	писане	N;SG	N;INDF;NEUT;SG
interest	интерес	interest	интерес	N;SG	N;INDF;MASC;SG
interest	лихва	interest	лихва	N;SG	N;INDF;FEM;SG
provided	предоставено	provide	предоставя	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
provided	предоставен	provide	предоставя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
provided	предоставени	provide	предоставя	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
provided	осигурени	provide	осигуря	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
provided	предоставена	provide	предоставя	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
killed	убита	kill	убия	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
killed	убити	kill	убия	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
killed	убит	kill	убия	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
medal	медал	medal	медал	N;SG	N;INDF;MASC;SG
signed	подписано	sign	подпиша-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
signed	подписан	sign	подпиша-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
signed	подписани	sign	подпиша-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
label	етикет	label	етикет	N;SG	N;INDF;MASC;SG
fair	справедлив	fair	справедлив	ADJ	ADJ;INDF;MASC;SG
fair	справедлива	fair	справедлив	ADJ	ADJ;INDF;FEM;SG
search	търсене	search	търсене	N;SG	N;INDF;NEUT;SG
reference	препратка	reference	препратка	N;SG	N;INDF;FEM;SG
reference	позоваване	reference	позоваване	N;SG	N;INDF;NEUT;SG
especially	особено	especially	особено	ADV	ADV
removed	премахната	remove	премахен	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
removed	премахнато	remove	премахна	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
removed	премахнати	remove	премахна	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
removed	отстранени	remove	отстраня-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
library	библиотеката	library	библиотека	N;SG	N;DEF;FEM;SG
library	библиотека	library	библиотека	N;SG	N;INDF;FEM;SG
management	мениджмънт	management	мениджмънт	N;SG	N;INDF;MASC;SG
management	управление	management	управление	N;SG	N;INDF;NEUT;SG
references	препратки	reference	препратка	N;PL	N;INDF;FEM;PL
references	препоръки	reference	препоръка	N;PL	N;INDF;FEM;PL
references	позовавания	reference	позовавам-(се)	N;PL	N;INDF;NEUT;PL
features	черти	feature	черта	N;PL	N;INDF;FEM;PL
features	особености	feature	особеност	N;PL	N;INDF;FEM;PL
features	характеристики	feature	характеристика	N;PL	N;INDF;FEM;PL
navy	флот	navy	флот	N;SG	N;INDF;MASC;SG
historical	историческа	historical	исторически	ADJ	ADJ;INDF;FEM;SG
historical	исторически	historical	исторически	ADJ	ADJ;INDF;MASC;SG
daughter	дъще	daughter	дъще	N;SG	N;INDF;FEM;SG
daughter	дъщеря	daughter	дъщеря	N;SG	N;INDF;FEM;SG
appointed	назначени	appoint	назнача	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
appointed	назначена	appoint	назнача	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
appointed	назначен	appoint	назнача	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reading	четенето	reading	четене	N;SG	N;DEF;NEUT;SG
reading	четене	reading	четене	N;SG	N;INDF;NEUT;SG
systems	системи	system	система	N;PL	N;INDF;FEM;PL
debut	дебют	debut	дебют	N;SG	N;INDF;MASC;SG
movement	придвижване	movement	придвижване	N;SG	N;INDF;NEUT;SG
movement	движение	movement	движение	N;SG	N;INDF;NEUT;SG
specific	конкретни	specific	конкретен	ADJ	ADJ;INDF;PL
specific	специфичен	specific	специфичен	ADJ	ADJ;INDF;MASC;SG
specific	специфична	specific	специфичен	ADJ	ADJ;INDF;FEM;SG
specific	специфични	specific	специфичен	ADJ	ADJ;INDF;PL
always	винаги	always	винаги	ADV	ADV
actor	актьор	actor	актьор	N;SG	N;INDF;MASC;SG
natural	натурални	natural	натурален	ADJ	ADJ;INDF;PL
natural	естествени	natural	естествен	ADJ	ADJ;INDF;PL
natural	естествена	natural	естествен	ADJ	ADJ;INDF;FEM;SG
natural	естествен	natural	естествен	ADJ	ADJ;INDF;MASC;SG
coast	крайбрежие	coast	крайбрежие	N;SG	N;INDF;NEUT;SG
coast	бряг	coast	бряг	N;SG	N;INDF;MASC;SG
ten	десет	ten	десет	NUM	NUM;INDF;PL
performed	извършен	perform	извърша	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
performed	проведено	perform	проведа	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
performed	извършено	perform	извърша	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
performed	извърши	perform	извърша	V;PST;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
performed	извършена	perform	извърша	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
individual	индивид	individual	индивид	N;SG	N;INDF;MASC;SG
designed	проектирано	design	проектирам	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
designed	проектирана	design	проектирам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
designed	проектиран	design	проектирам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
designed	проектирани	design	проектирам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
rule	правилото	rule	правило	N;SG	N;DEF;NEUT;SG
rule	правило	rule	правило	N;SG	N;INDF;NEUT;SG
lists	списъци	list	списък	N;PL	N;INDF;MASC;PL
hand	ръка	hand	ръка	N;SG	N;INDF;FEM;SG
hand	ръката	hand	ръка	N;SG	N;DEF;FEM;SG
needs	нужди	need	нужда	N;PL	N;INDF;FEM;PL
reliable	надежден	reliable	надеждя-(се)	ADJ	ADJ;INDF;MASC;SG
reliable	надеждни	reliable	надежден	ADJ	ADJ;INDF;PL
reliable	надеждна	reliable	надежден	ADJ	ADJ;INDF;FEM;SG
base	основа	base	основа	N;SG	N;INDF;FEM;SG
base	база	base	база	N;SG	N;INDF;FEM;SG
sometimes	понякога	sometimes	някога	ADV	ADV
capital	столица	capital	столица	N;SG	N;INDF;FEM;SG
capital	капитал	capital	капитал	N;SG	N;INDF;MASC;SG
capital	столицата	capital	столица	N;SG	N;DEF;FEM;SG
valley	долината	valley	долина	N;SG	N;DEF;FEM;SG
valley	долина	valley	долина	N;SG	N;INDF;FEM;SG
bank	банк	bank	банк	N;SG	N;INDF;FEM;SG
bank	банката	bank	банка	N;SG	N;DEF;FEM;SG
bank	банка	bank	банка	N;SG	N;INDF;FEM;SG
gave	дала	give	дала	V;IND;PST;FIN	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
ground	земя	ground	земя	N;SG	N;INDF;FEM;SG
reached	постигнато	reach	постигна	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reached	достигната	reach	достигна	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
energy	енергия	energy	енергия	N;SG	N;INDF;FEM;SG
energy	енергетика	energy	енергетика	N;SG	N;INDF;FEM;SG
believe	вярвай	believe	вярвам	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN
leader	лидер	leader	лидер	N;SG	N;INDF;MASC;SG
leader	водач	leader	водач	N;SG	N;INDF;MASC;SG
active	активна	active	активна	ADJ	ADJ;INDF;FEM;SG
active	активни	active	активен	ADJ	ADJ;INDF;PL
active	активен	active	активен	ADJ	ADJ;INDF;MASC;SG
block	блокиране	block	блокиране	N;SG	N;INDF;NEUT;SG
block	блок	block	блок	N;SG	N;INDF;MASC;SG
bridge	мостик	bridge	мостик	N;SG	N;INDF;MASC;SG
bridge	мост	bridge	мост	N;SG	N;INDF;MASC;SG
bridge	бридж	bridge	бридж	N;SG	N;INDF;MASC;SG
families	фамилии	family	фамилия	N;PL	N;INDF;FEM;PL
families	семейства	family	семейство	N;PL	N;INDF;NEUT;PL
changes	промени	change	промяна	N;PL	N;INDF;FEM;PL
changes	промените	change	промяна	N;PL	N;DEF;FEM;PL
changes	изменения	change	изменение	N;PL	N;INDF;NEUT;PL
industry	промишлеността	industry	промишленост	N;SG	N;DEF;FEM;SG
industry	индустрия	industry	индустрия	N;SG	N;INDF;FEM;SG
industry	промишленост	industry	промишленост	N;SG	N;INDF;FEM;SG
collection	събиране	collection	събиране	N;SG	N;INDF;NEUT;SG
collection	колекция	collection	колекция	N;SG	N;INDF;FEM;SG
request	заявка	request	заявка	N;SG	N;INDF;FEM;SG
request	молба	request	молба	N;SG	N;INDF;FEM;SG
request	искане	request	искане	N;SG	N;INDF;NEUT;SG
soon	скоро	soon	скоро	ADV	ADV
olympic	олимпик	olympic	олимпик	N;SG	N;INDF;MASC;SG
sold	продаден	sell	продам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sold	продадена	sell	продам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sold	продадено	sell	продам	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
sold	продадени	sell	продам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
writers	писатели	writer	писател	N;PL	N;INDF;MASC;PL
writers	писателите	writer	писател	N;PL	N;DEF;MASC;PL
writers	сценаристи	writer	сценарист	N;PL	N;INDF;MASC;PL
professor	професор	professor	професор	N;SG	N;INDF;MASC;SG
studio	ателие	studio	ателие	N;SG	N;INDF;NEUT;SG
studio	студио	studio	студио	N;SG	N;INDF;NEUT;SG
competition	конкуренция	competition	конкуренция	N;SG	N;INDF;FEM;SG
competition	конкурс	competition	конкурс	N;SG	N;INDF;MASC;SG
competition	състезание	competition	състезание	N;SG	N;INDF;NEUT;SG
campaign	кампанията	campaign	кампания	N;SG	N;DEF;FEM;SG
campaign	кампания	campaign	кампания	N;SG	N;INDF;FEM;SG
org	org	org	org	N;SG	N;INDF;NEUT;SG
theatre	театър	theatre	театър	N;SG	N;INDF;MASC;SG
empire	империята	empire	империя	N;SG	N;DEF;FEM;SG
empire	емпайър	empire	емпайър	N;SG	N;INDF;MASC;SG
empire	империя	empire	империя	N;SG	N;INDF;FEM;SG
length	дължина	length	дължина	N;SG	N;INDF;FEM;SG
islands	острови	island	островя-(се)	N;PL	N;INDF;FEM;PL
islands	островите	island	остров	N;PL	N;DEF;FEM;PL
singer	певецът	singer	певец	N;SG	N;DEF;MASC;SG
singer	певица	singer	певица	N;SG	N;INDF;FEM;SG
singer	сингър	singer	сингър	N;SG	N;INDF;MASC;SG
singer	певец	singer	певец	N;SG	N;INDF;MASC;SG
create	създайте	create	създам	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
additional	допълнителни	additional	допълнителен	ADJ	ADJ;INDF;PL
additional	допълнителна	additional	допълнителен	ADJ	ADJ;INDF;FEM;SG
additional	допълнителен	additional	допълнителен	ADJ	ADJ;INDF;MASC;SG
market	пазар	market	пазар	N;SG	N;INDF;MASC;SG
words	думите	word	дума	N;PL	N;DEF;FEM;PL
words	думи	word	дума	N;PL	N;INDF;FEM;PL
producer	продуцент	producer	продуцент	N;SG	N;INDF;MASC;SG
producer	производител	producer	производител	N;SG	N;INDF;MASC;SG
notes	забележки	note	забележка	N;PL	N;INDF;FEM;PL
notes	записки	note	записка	N;PL	N;INDF;FEM;PL
