mac	maca	mac	maca	N;NOM;MASC;SG	N;NOM;FEM;SG
lisica	líška	lisica	líška	N;NOM;FEM;SG	N;NOM;FEM;SG
napetosti	napätia	napetost	napätia	N;NOM;FEM;PL	N;NOM;NEUT;PL
najmanja	najmenšia	najmanja	malý	ADJ;NOM;DEF;RL;FEM;SG	ADJ;NOM;RL;FEM;SG
najmanja	najmenší	najmanja	malý	ADJ;NOM;DEF;RL;FEM;SG	ADJ;ANIM;NOM;RL;MASC;SG
lazar	lazarus	lazar	lazarus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
lazar	lazar	lazar	lazar	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
litara	litrov	litar	liter	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
prepoznati	rozoznať	poznat	rozoznať	V;NFIN	V;PFV;POS;NFIN
prepoznati	spoznal	poznat	spoznať	V;NFIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
prepoznati	rozpoznať	poznat	rozpoznať	V;NFIN	V;PFV;POS;NFIN
prepoznati	uznávať	poznat	uznávať	V;NFIN	V;IPFV;POS;NFIN
prepoznati	rozpoznať	poznat	rozpoznať	V;NFIN	V;PFV;POS;NFIN
prepoznati	uznať	poznat	uznať	V;NFIN	V;PFV;POS;NFIN
tvrtko	tvrtko	tvrtko	tvrtko	N;NOM;MASC;SG	N;NOM;MASC;SG
milorad	milorad	milorad	milorad	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nezadovoljstvo	nespokojnosť	nezadovoljstvo	nespokojnosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
nezadovoljstvo	nespokojnosť	nezadovoljstvo	nespokojnosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
definirana	definovaný	definirati	definovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
definirana	vymedzená	definirati	vymedzený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
definirana	definované	definirati	definovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
definirana	definovaná	definirati	definovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nebeski	nebeské	nebeski	nebeský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
nebeski	nebeský	nebeski	nebeský	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
okrunjen	korunovaný	okruniti	korunovaný	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
udaljeno	vzdialené	udaljiti	vzdialený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udaljeno	vzdialený	udaljiti	vzdialený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
udaljeno	vzdialená	udaljiti	vzdialený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
udaljeno	diaľkové	udaljiti	diaľkový	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
udaljeno	vzdialený	udaljiti	vzdialený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
udaljeno	vzdialené	udaljiti	vzdialený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fernández	fernández	fernández	fernández	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
izborni	volebné	izboran	volebný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
izborni	volebná	izboran	volebný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
izborni	volebný	izboran	volebný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
smanjen	znížená	smanjiti	znížený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
smanjen	znížené	smanjiti	znížený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
smanjen	znížený	smanjiti	znížený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
evolucija	evolúcia	evolucija	evolúcia	N;NOM;FEM;SG	N;NOM;FEM;SG
evolucija	vývoj	evolucija	vývoj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
prijateljstvo	priateľstvo	prijateljstvo	priateľstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
poletio	letel	poletiti	letieť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
poletio	letela	poletiti	letieť	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
poletio	lietal	poletiti	lietať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ulmus	ulmus	ulmus	ulmus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tehnološki	technologicky	tehnološki	technologicky	ADV	ADV
neuspjeh	zlyhanie	neuspjeh	zlyhanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
neuspjeh	neúspech	neuspjeh	neúspech	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
savršeno	perfektný	savršeno	perfektný	ADJ;NOM;DEF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
savršeno	perfektné	savršeno	perfektný	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
savršeno	dokonalá	savršeno	dokonalý	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;FEM;SG
savršeno	perfektná	savršeno	perfektný	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;FEM;SG
carska	cisársky	carska	cisársky	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
ram	ram	ram	ram	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nedjelja	nedeľa	nedjelja	nedeľa	N;NOM;FEM;SG	N;NOM;FEM;SG
željka	željko	željka	željko	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bjelokosti	slonoviny	bjelokost	slonovina	N;NOM;FEM;PL	N;NOM;FEM;PL
doktorat	doktorát	doktorat	doktorát	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
psa	psíka	pas	psík	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
koeficijent	koeficient	koeficijent	koeficient	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
proslave	oslavy	proslava	oslava	N;NOM;FEM;PL	N;NOM;FEM;PL
ubijena	zavraždená	ubiti	zavraždený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ubijena	zavraždený	ubiti	zavraždený	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mlijeka	mlieko	mlijeko	mlieko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
motiva	motív	motiv	motív	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
snijeg	snehulienka	snijeg	snehulienka	N;NOM;MASC;SG	N;NOM;FEM;SG
snijeg	sneh	snijeg	sneh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
snijeg	sneženie	snijeg	sneženie	N;NOM;MASC;SG	N;NOM;NEUT;SG
ravna	ploché	ravan	plochý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
ravna	plochá	ravan	plochý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
domovina	vlasť	domovina	vlasť	N;NOM;FEM;SG	N;NOM;FEM;SG
domovina	štát	domovina	štát	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
domovina	krajina	domovina	krajina	N;NOM;FEM;SG	N;NOM;FEM;SG
domovina	vlasť	domovina	vlasť	N;NOM;FEM;SG	N;NOM;FEM;SG
objavljivanje	uverejnenie	objavljivanje	uverejnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	uverejňovanie	objavljivanje	uverejňovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	publikácia	objavljivanje	publikácia	N;NOM;NEUT;SG	N;NOM;FEM;SG
objavljivanje	zverejnenie	objavljivanje	zverejnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	zverejňovanie	objavljivanje	zverejňovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	uverejňovanie	objavljivanje	uverejňovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	posielanie	objavljivanje	posielanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	vydávanie	objavljivanje	vydávanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	publikovanie	objavljivanje	publikovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	zverejnenie	objavljivanje	zverejnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	uverejňovanie	objavljivanje	uverejňovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
objavljivanje	vydavateľstvo	objavljivanje	vydavateľstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
nadvojvoda	arcivojvoda	nadvojvod	arcivojvod	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bratstva	bratstvá	bratstvo	bratstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
bratstva	bratstva	bratstvo	bratstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
bratstva	bratstva	bratstvo	bratstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
diktature	diktatúry	diktatura	diktatúra	N;NOM;FEM;PL	N;NOM;FEM;PL
poštovanje	dodržiavanie	poštovanje	dodržiavanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
poštovanje	rešpekt	poštovanje	rešpekt	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
nude	ponúkajú	nuditi	ponúkať	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
obična	obyčajná	običan	obyčajný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
obična	obyčajné	običan	obyčajný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
obična	bežný	običan	bežný	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
obična	obyčajný	običan	obyčajný	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
imanje	panstvo	imanje	panstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
imanje	majetok	imanje	majetok	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
zatvara	zavrie	zatvarati	zavrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
zatvara	uzatvára	zatvarati	uzatvár	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
zatvara	zatvára	zatvarati	zatvárať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
ferrari	ferrari	ferrara	ferrari	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
povod	príležitosť	povod	príležitosť	N;NOM;MASC;SG	N;NOM;FEM;SG
reagira	reaguje	reagirati	reagovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reagira	zareaguje	reagirati	zareagovať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
reagira	reaguje	reagirati	reagovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reagira	odpovedá	reagirati	odpovedať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reagira	zareaguje	reagirati	zareagovať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
reagira	reaguje	reagirati	reagovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
barnard	barnard	barnard	barnard	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dokazuje	preukáže	dokazivati	preukázať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
dokazuje	dokazuje	dokazivati	dokazovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
goveda	dobytok	goved	dobytok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
argentinski	argentínska	argentinski	argentínsky	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
obećao	sľúbila	obećati	sľúbiť	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
obećao	sľúbil	obećati	sľúbiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
izbjegao	predišlo	izbjeći	predísť	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
izbjegao	vyhnúť	izbjeći	vyhnúť	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;POS;NFIN
izbjegao	zabránilo	izbjeći	zabrániť	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
izbjegao	vyhol	izbjeći	vyhnúť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
opcija	opcia	opcija	opcia	N;NOM;FEM;SG	N;NOM;FEM;SG
opcija	možnosť	opcija	možnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
opcija	možnost	opcija	možnost	N;NOM;FEM;SG	N;NOM;FEM;SG
opcija	voľba	opcija	voľba	N;NOM;FEM;SG	N;NOM;FEM;SG
temeljni	zásadný	temeljan	zásadný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
temeljni	zásadná	temeljan	zásadný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
ovisnost	závislosť	ovisnost	závislosť	N;NOM;FEM;SG	N;NOM;FEM;SG
ovisnost	závislosť	ovisnost	závislosť	N;NOM;FEM;SG	N;NOM;FEM;SG
plinovi	plyny	plin	plyn	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
čuvanje	stráženie	čuvanje	stráženie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
čuvanje	udržiavanie	čuvanje	udržiavanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
bor	pine	bor	pin	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
položio	prešiel	položiti	prejsť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
položio	prešlo	položiti	prejsť	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
financija	financie	financije	financie	N;NOM;FEM;PL	N;NOM;FEM;PL
obljetnica	výročie	obljetnica	výročie	N;NOM;FEM;SG	N;NOM;NEUT;SG
apsolutno	úplne	apsolutno	úplne	ADV	ADV
apsolutno	absolútne	apsolutno	absolútny	ADV	ADV
građanin	občan	građanin	občan	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vjerovali	uverili	vjerovati	uveriť	V;MASC;PL;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
vjerovali	verili	vjerovati	veriť	V;MASC;PL;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
zenica	zenica	zenica	zenica	N;NOM;FEM;SG	N;NOM;FEM;SG
radno	pracovné	radni	pracovný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
radno	pracovná	radni	pracovný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
radno	pracovné	radni	pracovný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
preživjelih	preživších	preživjeti	preživý	ADJ;GEN;DEF;MASC;PL	ADJ;ANIM;GEN;MASC;PL
opisana	popísaný	opisati	popísaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
opisana	opísané	opisati	opísaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opisana	popísané	opisati	popísaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opisana	opísaná	opisati	opísaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
okružuje	obklopuje	okruživati	obklopovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
zrakom	vzduchom	zrak	vzduch	N;INS;MASC;SG	N;INAN;INS;MASC;SG
naučiti	učiť	naučiti	učiť	V;NFIN	V;IPFV;POS;NFIN
balada	balada	balada	balada	N;NOM;FEM;SG	N;NOM;FEM;SG
aerodrom	letisko	aerodar	letisko	N;NOM;MASC;SG	N;NOM;NEUT;SG
virovitica	virovitica	virovitica	virovitica	N;NOM;FEM;SG	N;NOM;FEM;SG
din	dekan	din	dekan	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
slavenski	slovanská	slavenski	slovanský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
zastupnici	poslanci	zastupnik	poslanec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
zastupnici	zástupcovia	zastupnik	zástupca	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
atom	atom	atom	ato	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
leopard	leopard	leopard	leopard	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
lijep	pekný	lijep	pekný	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
lijep	pekná	lijep	pekný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
lijep	pekné	lijep	pekný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
pijesak	piesok	pijesak	piesok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
armenski	arménska	armenski	arménsky	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
konstantno	plynule	konstantno	plynule	ADV	ADV
konstantno	nepretržite	konstantno	nepretržite	ADV	ADV
konstantno	priebežne	konstantno	priebežne	ADV	ADV
konstantno	neprestajne	konstantno	neprestajne	ADV	ADV
konstantno	neustále	konstantno	ustále	ADV	ADV
konstantno	neustále	konstantno	ustále	ADV	ADV
raja	raja	raj	raj	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
raja	neba	raj	nebo	N;GEN;MASC;SG	N;GEN;NEUT;SG
raja	raja	raj	raj	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
full	plný	full	plný	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
povećan	zvýšený	povećati	zvýšený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
povećan	zvýšená	povećati	zvýšený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
povećan	zvýšené	povećati	zvýšený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prefektura	prefektúre	prefektura	prefektúra	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
opisati	popísať	opisati	popísať	V;NFIN	V;PFV;POS;NFIN
opisati	opísať	opisati	opísať	V;NFIN	V;PFV;POS;NFIN
misu	omšu	misa	ono	N;ACC;FEM;SG	N;ACC;FEM;SG
autonomna	autonómna	autonoman	autonómny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
autonomna	samostatná	autonoman	samostatný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
autonomna	autonómne	autonoman	autonómny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
spremnik	nádrž	spremnik	nádrž	N;NOM;MASC;SG	N;NOM;FEM;SG
spremnik	tank	spremnik	tank	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
spremnik	nádoba	spremnik	nádob	N;NOM;MASC;SG	N;NOM;FEM;SG
spremnik	kontajner	spremnik	kontajner	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
efekti	efekty	efekt	efekt	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
efekti	účinky	efekt	účinka	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
efekti	vplyvy	efekt	vplyv	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
povjerenstvo	komisia	povjerenstvo	komisia	N;NOM;NEUT;SG	N;NOM;FEM;SG
povjerenstvo	komisii	povjerenstvo	komisia	N;NOM;NEUT;SG	N;NOM;FEM;SG
atmosfera	atmosféra	atmosfera	atmosféra	N;NOM;FEM;SG	N;NOM;FEM;SG
abraham	abraham	abraham	abraham	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zvezda	hviezda	zvezda	hviezda	N;NOM;FEM;SG	N;NOM;FEM;SG
zvezda	hviezdička	zvezda	hviezdička	N;NOM;FEM;SG	N;NOM;FEM;SG
ice	ľad	ice	ľad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
atrakcija	príťažlivosť	atrakcija	príťažlivosť	N;NOM;FEM;SG	N;NOM;FEM;SG
izjave	vyhlásenia	izjava	vyhlásenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
izjave	výkazy	izjava	výkaz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
liang	liang	liang	liang	N;NOM;MASC;SG	N;NOM;FEM;SG
staklo	pohár	staklo	pohár	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
staklo	sklo	staklo	sklo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
staklo	pohárik	staklo	pohárik	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
negativno	negatívne	negativno	negatívne	ADV	ADV
biljni	rastlinné	biljan	rastlinný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
biljni	rastlinný	biljan	rastlinný	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
zapošljava	zamestnáva	zapošljavati	zamestnávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
leća	šošovky	leće	šošovka	N;NOM;NEUT;PL	N;NOM;FEM;PL
leća	šošovky	leće	šošovka	N;NOM;NEUT;PL	N;NOM;FEM;PL
skladišta	sklady	skladište	sklad	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
ikona	ikona	ikona	ikona	N;NOM;FEM;SG	N;NOM;FEM;SG
pueblo	pueblo	pueblo	pueblo	N;NOM;MASC;SG	N;NOM;NEUT;SG
velebit	velebit	velebit	velebit	N;NOM;MASC;SG	N;NOM;FEM;SG
usmjerena	cielený	usmjeriti	cielený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
usmjerena	namierené	usmjeriti	namierený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prikazivanje	zobrazovanie	prikazivanje	zobrazovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zaključuje	uzatvára	zaključivati	uzatvár	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
pećina	jaskyňa	pećina	jaskyňa	N;NOM;FEM;SG	N;NOM;FEM;SG
preci	predkovia	prek	predovieť	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
dres	dres	dres	dres	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dres	drese	dres	dres	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
voyager	voyager	voyager	voyager	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
mještani	miestni	mještanin	miesto	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
lubanja	lebka	lubanje	lebka	N;NOM;NEUT;SG	N;NOM;FEM;SG
proze	prózy	proza	próza	N;NOM;FEM;PL	N;NOM;FEM;PL
mare	mare	mare	mare	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
projekcija	projekcia	projekcija	projekcia	N;NOM;FEM;SG	N;NOM;FEM;SG
projekcija	prognóza	projekcija	prognóza	N;NOM;FEM;SG	N;NOM;FEM;SG
projekcija	premietanie	projekcija	premietanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
dominik	dominik	dominik	dominik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dominik	dominik	dominik	dominik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kraći	kratšia	krat	kratý	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
kraći	kratší	krat	kratý	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
primirje	prímerie	primirje	prímerie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
primirje	prímerie	primirje	prímerie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
studiji	štúdiá	studij	štúdium	N;NOM;MASC;PL	N;NOM;NEUT;PL
obnavlja	obnovuje	obnavljati	obnovovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
obnavlja	obnoví	obnavljati	obnovie	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
kljun	zobák	kljun	zobák	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
neprijatelji	nepriatelia	neprijatelj	nepriateľ	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
izložen	odhalený	izložiti	odhalený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
izložen	vystavená	izložiti	vystavený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
izložen	odhalené	izložiti	odhalený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
izložen	vystavený	izložiti	vystavený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
izložen	vystavené	izložiti	vystavený	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
luna	luna	luna	luna	N;NOM;FEM;SG	N;NOM;FEM;SG
zvjezdana	hviezdna	zvjezdan	hviezdny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
zvjezdana	hviezdny	zvjezdan	hviezdny	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
zabrane	zákazy	zabrana	zákaz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
fotograf	fotograf	fotograf	fotograf	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
fotograf	fotografka	fotograf	fotografka	N;NOM;MASC;SG	N;NOM;FEM;SG
greben	útes	greben	útes	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
