през	keresztül	през	keresztül	ADP	ADP
министерство	minisztérium	министерство	minisztérium	N;INDF;NEUT;SG	N;NOM;SG
освобождението	felszabadítási	освобождение	felszabadítási	N;DEF;NEUT;SG	N;NOM;SG
дърво	fát	дърво	fát	N;INDF;NEUT;SG	N;ACC;SG
дърво	fája	дърво	fája	N;INDF;NEUT;SG	N;NOM;SG
граждани	állampolgárok	гражданин	állampolgár	N;INDF;MASC;PL	N;NOM;PL
граждани	polgárok	гражданин	polgár	N;INDF;MASC;PL	N;NOM;PL
граждани	állampolgárok	гражданин	állampolgár	N;INDF;MASC;PL	N;NOM;PL
поредица	sorozat	поредица	sorozat	N;INDF;FEM;SG	N;NOM;SG
поредица	szekvencia	поредица	szekvencia	N;INDF;FEM;SG	N;NOM;SG
поредица	sorrend	поредица	sorrend	N;INDF;FEM;SG	N;NOM;SG
членовете	tagjai	член	tag	N;DEF;MASC;PL	N;NOM;PL
членовете	tagok	член	tag	N;DEF;MASC;PL	N;NOM;PL
членовете	tagoknak	член	tag	N;DEF;MASC;PL	N;DAT;PL
членовете	képviselők	член	képviselő	N;DEF;MASC;PL	N;NOM;PL
фаза	szakasz	фаза	szakasz	N;INDF;FEM;SG	N;NOM;SG
фаза	fázis	фаза	fázis	N;INDF;FEM;SG	N;NOM;SG
документи	papírokat	документ	papír	N;INDF;MASC;PL	N;ACC;PL
документи	papírok	документ	papír	N;INDF;MASC;PL	N;NOM;PL
документи	iratok	документ	irat	N;INDF;MASC;PL	N;NOM;PL
документи	dokumentumok	документ	dokumentum	N;INDF;MASC;PL	N;NOM;PL
документи	okmányok	документ	okmány	N;INDF;MASC;PL	N;NOM;PL
храна	étel	храна	étel	N;INDF;FEM;SG	N;NOM;SG
храна	élelem	храна	élel	N;INDF;FEM;SG	N;NOM;SG
храна	táplálék	храна	táplálék	N;INDF;FEM;SG	N;NOM;SG
храна	élelmiszer	храна	élelmiszer	N;INDF;FEM;SG	N;NOM;SG
храна	étkezés	храна	étkezés	N;INDF;FEM;SG	N;NOM;SG
храна	étel	храна	étel	N;INDF;FEM;SG	N;NOM;SG
имената	nevek	име	név	N;DEF;NEUT;PL	N;NOM;PL
имената	neveket	име	nevék	N;DEF;NEUT;PL	N;ACC;PL
вашингтон	washingtonban	вашингтон	washingtonban	N;INDF;MASC;SG	N;IN+ESS;SG
глобус	globe	глобус	globe	N;INDF;MASC;SG	N;NOM;SG
хан	kán	хан	kán	N;INDF;MASC;SG	N;NOM;SG
босна	boszniai	босна	boszniai	ADJ;INDF;FEM;SG	ADJ;NOM;SG
библиография	bibliográfia	библиография	bibliográfia	N;INDF;FEM;SG	N;NOM;SG
бригада	brigád	бригада	brigád	N;INDF;FEM;SG	N;NOM;SG
изследователи	kutatói	изследовател	kutató	N;INDF;MASC;PL	N;NOM;PL
изследователи	kutatók	изследовател	kutató	N;INDF;MASC;PL	N;NOM;PL
езера	tavak	езер	tavak	N;INDF;NEUT;PL	N;NOM;PL
принцип	alapelv	принцип	alapelv	N;INDF;MASC;SG	N;NOM;SG
проекти	projektek	проект	projek	N;INDF;MASC;PL	N;NOM;PL
медицина	orvosság	медицина	orvosság	N;INDF;FEM;SG	N;NOM;SG
медицина	gyógyszert	медицина	gyógyszert	N;INDF;FEM;SG	N;ACC;SG
медицина	gyógyszer	медицина	gyógyszer	N;INDF;FEM;SG	N;NOM;SG
медицина	orvostudomány	медицина	orvostudomány	N;INDF;FEM;SG	N;NOM;SG
участници	résztvevőknek	участник	résztvevő	N;INDF;MASC;PL	N;DAT;PL
участници	résztvevők	участник	résztvevő	N;INDF;MASC;PL	N;NOM;PL
участници	résztvevők	участник	résztvevő	N;INDF;MASC;PL	N;NOM;PL
приятел	barát	приятел	bara	N;INDF;MASC;SG	N;NOM;SG
приятел	barátom	приятел	barát	N;INDF;MASC;SG	N;NOM;SG
наследник	utódja	наследник	utód	N;INDF;MASC;SG	N;NOM;SG
поезия	vers	поезия	vers	N;INDF;FEM;SG	N;NOM;SG
поезия	költészet	поезия	költészet	N;INDF;FEM;SG	N;NOM;SG
функции	funkciók	функция	funkció	N;INDF;FEM;PL	N;NOM;PL
функции	feladatok	функция	feladat	N;INDF;FEM;PL	N;NOM;PL
герб	címere	герб	címer	N;INDF;MASC;SG	N;NOM;SG
герб	jelkép	герб	jelkép	N;INDF;MASC;SG	N;NOM;SG
герб	címere	герб	címer	N;INDF;MASC;SG	N;NOM;SG
герб	embléma	герб	embléma	N;INDF;MASC;SG	N;NOM;SG
племена	törzsek	племя	törzs	N;INDF;NEUT;PL	N;NOM;PL
журналист	újságíró	журналист	újságíró	N;INDF;MASC;SG	N;NOM;SG
дворец	palota	дворец	palota	N;INDF;MASC;SG	N;NOM;SG
географски	földrajzi	географски	földrajz	ADJ;INDF;MASC;SG	ADJ;NOM;SG
географски	földrajzi	географски	földrajz	ADJ;INDF;MASC;SG	ADJ;NOM;SG
зала	terem	зала	terem	N;INDF;FEM;SG	N;NOM;SG
зала	csarnok	зала	csarnok	N;INDF;FEM;SG	N;NOM;SG
пътища	utakon	път	út	N;INDF;MASC;PL	N;ON+ESS;PL
пътища	utak	път	út	N;INDF;MASC;PL	N;NOM;PL
пътища	útvonalakon	път	útvonal	N;INDF;MASC;PL	N;ON+ESS;PL
пътища	útvonalak	път	útvonal	N;INDF;MASC;PL	N;NOM;PL
мост	híd	мост	híd	N;INDF;MASC;SG	N;NOM;SG
активност	tevékenység	активност	tevékenység	N;INDF;FEM;SG	N;NOM;SG
активност	aktivitás	активност	aktivitás	N;INDF;FEM;SG	N;NOM;SG
епизод	epizód	епизод	epizód	N;INDF;MASC;SG	N;NOM;SG
епизод	rész	епизод	rész	N;INDF;MASC;SG	N;NOM;SG
деление	hadosztály	деление	hadosztály	N;INDF;NEUT;SG	N;NOM;SG
деление	körzet	деление	körzet	N;INDF;NEUT;SG	N;NOM;SG
деление	részleg	деление	részleg	N;INDF;NEUT;SG	N;NOM;SG
деление	divízió	деление	divízió	N;INDF;NEUT;SG	N;NOM;SG
есента	esés	есен	esés	N;DEF;FEM;SG	N;NOM;SG
есента	zuhanás	есен	zuhanás	N;DEF;FEM;SG	N;NOM;SG
революционери	forradalmárok	революционер	forradalmár	N;INDF;MASC;PL	N;NOM;PL
фестивал	fesztivál	фестивал	fesztivál	N;INDF;MASC;SG	N;NOM;SG
управител	menedzser	управител	menedzser	N;INDF;MASC;SG	N;NOM;SG
управител	igazgató	управител	igazgató	N;INDF;MASC;SG	N;NOM;SG
важна	fontos	важен	fontos	ADJ;INDF;FEM;SG	ADJ;NOM;SG
пилот	pilóta	пилот	pilóta	N;INDF;MASC;SG	N;NOM;SG
двигател	hajtómű	двигател	hajtómű	N;INDF;MASC;SG	N;NOM;SG
двигател	motor	двигател	motor	N;INDF;MASC;SG	N;NOM;SG
двигател	motor	двигател	motor	N;INDF;MASC;SG	N;NOM;SG
събор	gyülekezet	събор	gyülekezet	N;INDF;MASC;SG	N;NOM;SG
музиканти	zenészek	музикант	zenész	N;INDF;MASC;PL	N;NOM;PL
бизнес	üzleti	бизнес	üzlet	N;INDF;MASC;SG	N;NOM;SG
бизнес	üzlet	бизнес	üzlet	N;INDF;MASC;SG	N;NOM;SG
орган	hatóság	орган	hatóság	N;INDF;MASC;SG	N;NOM;SG
интервю	interjú	интервю	interjú	N;INDF;NEUT;SG	N;NOM;SG
пролетта	tavasz	пролет	tavasz	N;DEF;FEM;SG	N;NOM;SG
планини	hegyek	планина	hegy	N;INDF;FEM;PL	N;NOM;PL
сравнение	összehasonlítása	сравнение	összehasonlítás	N;INDF;NEUT;SG	N;NOM;SG
сравнение	összehasonlítása	сравнение	összehasonlítás	N;INDF;NEUT;SG	N;NOM;SG
бира	sör	бира	sör	N;INDF;FEM;SG	N;NOM;SG
бира	sört	бира	sört	N;INDF;FEM;SG	N;ACC;SG
позиции	pozíciók	позиция	pozíció	N;INDF;FEM;PL	N;NOM;PL
позиции	tárgyak	позиция	tárgy	N;INDF;FEM;PL	N;NOM;PL
позиции	tételek	позиция	tétel	N;INDF;FEM;PL	N;NOM;PL
позиции	elemek	позиция	elem	N;INDF;FEM;PL	N;NOM;PL
сътрудничество	együttműködés	сътрудничество	együttműködés	N;INDF;NEUT;SG	N;NOM;SG
сътрудничество	együttműködés	сътрудничество	együttműködés	N;INDF;NEUT;SG	N;NOM;SG
щаб	főhadiszállás	щаб	főhadiszállás	N;INDF;MASC;SG	N;NOM;SG
щаб	székhely	щаб	székhely	N;INDF;MASC;SG	N;NOM;SG
ръка	kar	ръка	kar	N;INDF;FEM;SG	N;NOM;SG
ръка	karját	ръка	kar	N;INDF;FEM;SG	N;ACC;SG
ръка	kezét	ръка	kéz	N;INDF;FEM;SG	N;ACC;SG
ръка	kéz	ръка	kéz	N;INDF;FEM;SG	N;NOM;SG
ричард	richárd	ричард	richárd	N;INDF;MASC;SG	N;NOM;SG
турци	törökök	турчин	török	N;INDF;MASC;PL	N;NOM;PL
песните	dalok	песен	dalok	N;DEF;FEM;PL	N;NOM;PL
песните	dalokat	песен	dalok	N;DEF;FEM;PL	N;ACC;PL
защитава	megvédi	защитавам	megvédi	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
защитава	védi	защитавам	védi	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
защитава	véd	защитавам	véd	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
текстове	szövegek	текст	szöveg	N;INDF;MASC;PL	N;NOM;PL
текстове	szövegek	текст	szöveg	N;INDF;MASC;PL	N;NOM;PL
седмици	hetekig	седмица	het	N;INDF;FEM;PL	N;PL
драма	dráma	драма	dráma	N;INDF;FEM;SG	N;NOM;SG
архитектура	felépítés	архитектура	felépítés	N;INDF;FEM;SG	N;NOM;SG
архитектура	építészet	архитектура	építészet	N;INDF;FEM;SG	N;NOM;SG
владетел	uralkodó	владетел	uralkodó	N;INDF;MASC;SG	N;NOM;SG
власти	hatóságok	власт	hatóság	N;INDF;FEM;PL	N;NOM;PL
повод	alkalom	повод	alkalom	N;INDF;MASC;SG	N;NOM;SG
годишен	éves	годишен	éves	ADJ;INDF;MASC;SG	ADJ;NOM;SG
тегло	súlya	тегло	súly	N;INDF;NEUT;SG	N;NOM;SG
тегло	súly	тегло	súly	N;INDF;NEUT;SG	N;NOM;SG
тегло	testtömeg	тегло	testtömeg	N;INDF;NEUT;SG	N;NOM;SG
тегло	testsúly	тегло	testsúly	N;INDF;NEUT;SG	N;NOM;SG
тегло	tömeg	тегло	tömeg	N;INDF;NEUT;SG	N;NOM;SG
тома	tamás	том	tamás	N;DEF;MASC;SG	N;NOM;SG
глас	hangja	глас	hang	N;INDF;MASC;SG	N;NOM;SG
глас	hang	глас	hang	N;INDF;MASC;SG	N;NOM;SG
учен	tudós	учен	tudós	N;INDF;MASC;SG	N;NOM;SG
учен	tudós	учен	tudós	N;INDF;MASC;SG	N;NOM;SG
крайбрежие	tengerpart	крайбрежие	tengerpart	N;INDF;NEUT;SG	N;NOM;SG
певец	énekes	певец	énekes	N;INDF;MASC;SG	N;NOM;SG
търговия	kereskedelem	търговия	kereskedelem	N;INDF;FEM;SG	N;NOM;SG
търговия	kereskedés	търговия	kereskedés	N;INDF;FEM;SG	N;NOM;SG
търговия	kereskedés	търговия	kereskedés	N;INDF;FEM;SG	N;NOM;SG
търговия	csere	търговия	csere	N;INDF;FEM;SG	N;NOM;SG
търговия	kereskedelem	търговия	kereskedelem	N;INDF;FEM;SG	N;NOM;SG
кара	vezet	карам-се	vezet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
турците	törökök	турчин	török	N;DEF;MASC;PL	N;NOM;PL
елемент	tárgy	елемент	tárgy	N;INDF;MASC;SG	N;NOM;SG
елемент	tétel	елемент	tétel	N;INDF;MASC;SG	N;NOM;SG
елемент	elem	елемент	elem	N;INDF;MASC;SG	N;NOM;SG
елемент	alkatrész	елемент	alkatrész	N;INDF;MASC;SG	N;NOM;SG
елемент	összetevő	елемент	összetevő	N;INDF;MASC;SG	N;NOM;SG
елемент	komponens	елемент	komponens	N;INDF;MASC;SG	N;NOM;SG
елемент	alkotóelem	елемент	alkotóelem	N;INDF;MASC;SG	N;NOM;SG
елемент	elemet	елемент	elem	N;INDF;MASC;SG	N;ACC;SG
елемент	elem	елемент	elem	N;INDF;MASC;SG	N;NOM;SG
програми	programok	програма	program	N;INDF;FEM;PL	N;NOM;PL
програми	programok	програма	program	N;INDF;FEM;PL	N;NOM;PL
конфликт	ütközés	конфликт	ütközés	N;INDF;MASC;SG	N;NOM;SG
конфликт	konfliktus	конфликт	konfliktus	N;INDF;MASC;SG	N;NOM;SG
преподава	tanít	преподавам	tanít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
преподава	tanítja	преподавам	tanít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
мнение	véleményt	мнение	vélemény	N;INDF;NEUT;SG	N;ACC;SG
мнение	megjegyzés	мнение	megjegyzés	N;INDF;NEUT;SG	N;NOM;SG
метод	módszer	метод	módszer	N;INDF;MASC;SG	N;NOM;SG
династията	dinasztia	династия	dinasztia	N;DEF;FEM;SG	N;NOM;SG
институции	intézmények	институция	intézmény	N;INDF;FEM;PL	N;NOM;PL
резултати	eredmények	резултат	eredmény	N;INDF;MASC;PL	N;NOM;PL
резултати	eredményei	резултат	eredmény	N;INDF;MASC;PL	N;NOM;PL
къщата	ház	къща	ház	N;DEF;FEM;SG	N;NOM;SG
празник	vakáció	празник	vakáció	N;INDF;MASC;SG	N;NOM;SG
празник	ünnep	празник	ünnep	N;INDF;MASC;SG	N;NOM;SG
празник	ünnepi	празник	ünnepi	N;INDF;MASC;SG	N;NOM;SG
празник	nyaralás	празник	nyaralás	N;INDF;MASC;SG	N;NOM;SG
празник	lakoma	празник	lakom	N;INDF;MASC;SG	N;NOM;SG
празник	ünnep	празник	ünnep	N;INDF;MASC;SG	N;NOM;SG
празник	ünneplés	празник	ünneplés	N;INDF;MASC;SG	N;NOM;SG
празник	ünnepség	празник	ünnepség	N;INDF;MASC;SG	N;NOM;SG
княжество	hercegség	княжество	hercegség	N;INDF;NEUT;SG	N;NOM;SG
империята	birodalom	империя	birodalom	N;DEF;FEM;SG	N;NOM;SG
устройство	berendezés	устройство	berendezés	N;INDF;NEUT;SG	N;NOM;SG
устройство	szerkezet	устройство	szerkezet	N;INDF;NEUT;SG	N;NOM;SG
устройство	eszköz	устройство	eszköz	N;INDF;NEUT;SG	N;NOM;SG
устройство	készülék	устройство	készülék	N;INDF;NEUT;SG	N;NOM;SG
символ	jelkép	символ	jelkép	N;INDF;MASC;SG	N;NOM;SG
символ	szimbólum	символ	szimbólum	N;INDF;MASC;SG	N;IN+ABL;SG
прекарва	tölti	прекарвам-(се)	tölt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
прекарва	költ	прекарвам-(се)	költ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
отдел	részleg	отдел	részleg	N;INDF;MASC;SG	N;NOM;SG
фауна	fauna	фауна	fauna	N;INDF;FEM;SG	N;NOM;SG
свобода	szabadság	свобода	szabadság	N;INDF;FEM;SG	N;NOM;SG
свобода	szabadság	свобода	szabadság	N;INDF;FEM;SG	N;NOM;SG
градовете	városok	град	város	N;DEF;MASC;PL	N;NOM;PL
градовете	városok	град	város	N;DEF;MASC;PL	N;NOM;PL
градовете	városokat	град	város	N;DEF;MASC;PL	N;ACC;PL
представляват	képviselni	представлявам	képvisel	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN;ACT
евро	eur	евро	eur	N;INDF;NEUT;SG	N;NOM;SG
евро	euró	евро	euró	N;INDF;NEUT;SG	N;NOM;SG
евро	euró	евро	euró	N;INDF;NEUT;SG	N;NOM;SG
евро	euróban	евро	euró	N;INDF;NEUT;SG	N;IN+ESS;SG
обновяване	frissítés	обновяване	frissítés	N;INDF;NEUT;SG	N;NOM;SG
обновяване	frissítés	обновяване	frissítés	N;INDF;NEUT;SG	N;NOM;SG
обновяване	frissítése	обновяване	frissítés	N;INDF;NEUT;SG	N;NOM;SG
обновяване	frissítés	обновяване	frissítés	N;INDF;NEUT;SG	N;NOM;SG
обновяване	felújítás	обновяване	felújítás	N;INDF;NEUT;SG	N;NOM;SG
дял	partíció	дял	partíció	N;INDF;MASC;SG	N;NOM;SG
дял	vágás	дял	vágás	N;INDF;MASC;SG	N;NOM;SG
дял	részesedése	дял	részesedés	N;INDF;MASC;SG	N;NOM;SG
дял	részesedés	дял	részesedés	N;INDF;MASC;SG	N;NOM;SG
дял	cím	дял	cím	N;INDF;MASC;SG	N;NOM;SG
дял	címe	дял	cím	N;INDF;MASC;SG	N;NOM;SG
дял	beosztás	дял	beosztás	N;INDF;MASC;SG	N;NOM;SG
самолети	repülők	самолет	repülő	N;INDF;MASC;PL	N;NOM;PL
самолети	repülőket	самолет	repülő	N;INDF;MASC;PL	N;ACC;PL
самолети	repülőgépek	самолет	repülőgép	N;INDF;MASC;PL	N;NOM;PL
самолети	repülőgépek	самолет	repülőgép	N;INDF;MASC;PL	N;NOM;PL
самолети	repülők	самолет	repülő	N;INDF;MASC;PL	N;NOM;PL
самолети	repülőgépek	самолет	repülőgép	N;INDF;MASC;PL	N;NOM;PL
значимост	jelentősége	значимост	jelentőség	N;INDF;FEM;SG	N;NOM;SG
значимост	jelentősége	значимост	jelentőség	N;INDF;FEM;SG	N;NOM;SG
физика	fizika	физика	fizika	N;INDF;FEM;SG	N;NOM;SG
големина	mérete	големина	méret	N;INDF;FEM;SG	N;NOM;SG
големина	méret	големина	méret	N;INDF;FEM;SG	N;NOM;SG
историк	történész	историк	történész	N;INDF;MASC;SG	N;NOM;SG
парламент	parlament	парламент	parlament	N;INDF;MASC;SG	N;NOM;SG
философ	filozófus	философ	filozófus	N;INDF;MASC;SG	N;NOM;SG
каза	mondta	кажа	mond	V;PFV;IND;SG;3;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
асоциация	társulás	асоциация	társulás	N;INDF;FEM;SG	N;NOM;SG
асоциация	társulási	асоциация	társulási	N;INDF;FEM;SG	N;NOM;SG
асоциация	szövetség	асоциация	szövetség	N;INDF;FEM;SG	N;NOM;SG
асоциация	egyesület	асоциация	egyesület	N;INDF;FEM;SG	N;NOM;SG
музикант	zenész	музикант	zenész	N;INDF;MASC;SG	N;NOM;SG
памет	memória	памет	memória	N;INDF;FEM;SG	N;NOM;SG
памет	emlék	памет	emlék	N;INDF;FEM;SG	N;NOM;SG
памет	emlékezet	памет	emlékezet	N;INDF;FEM;SG	N;NOM;SG
музикален	zenei	музикален	zenei	ADJ;INDF;MASC;SG	ADJ;NOM;SG
култури	növények	култура	növény	N;INDF;FEM;PL	N;NOM;PL
култури	kultúrák	култура	kultúra	N;INDF;FEM;PL	N;NOM;PL
пазар	piac	пазар	piac	N;INDF;MASC;SG	N;NOM;SG
пазар	piactéren	пазар	piactér	N;INDF;MASC;SG	N;ON+ESS;SG
пазар	vásárlás	пазар	vásárlás	N;INDF;MASC;SG	N;NOM;SG
пазар	piac	пазар	piac	N;INDF;MASC;SG	N;NOM;SG
пазар	piaci	пазар	piaci	N;INDF;MASC;SG	N;NOM;SG
пазар	market	пазар	mark	N;INDF;MASC;SG	N;NOM;SG
уеб	háló	уеб	háló	N;INDF;MASC;SG	N;NOM;SG
уеб	webes	уеб	webes	N;INDF;MASC;SG	N;NOM;SG
работил	bevált	работя	bevált	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
работил	dolgozott	работя	dolgozik	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
работил	működött	работя	működik	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
религия	vallás	религия	vallás	N;INDF;FEM;SG	N;NOM;SG
веднъж	egyszer	веднъж	egyszer	ADV	ADV
поход	hadjárat	поход	hadjárat	N;INDF;MASC;SG	N;NOM;SG
банка	bank	банка	bank	N;INDF;FEM;SG	N;NOM;SG
експедиция	expedíció	експедиция	expedíció	N;INDF;FEM;SG	N;NOM;SG
станция	állomás	станция	állomás	N;INDF;FEM;SG	N;NOM;SG
станция	pályaudvar	станция	pályaudvar	N;INDF;FEM;SG	N;NOM;SG
достъп	hozzáférést	достъп	hozzáférés	N;INDF;MASC;SG	N;ACC;SG
достъп	hozzáférés	достъп	hozzáférés	N;INDF;MASC;SG	N;NOM;SG
родителите	szülei	родител	szül	N;DEF;MASC;PL	N;NOM;PL
родителите	szülők	родител	szülő	N;DEF;MASC;PL	N;NOM;PL
родителите	szüleim	родител	szül	N;DEF;MASC;PL	N;NOM;PL
народи	népek	народ	nép	N;INDF;MASC;PL	N;NOM;PL
народи	nemzetek	народ	nemzet	N;INDF;MASC;PL	N;NOM;PL
идея	ötletem	идея	ötlet	N;INDF;FEM;SG	N;NOM;SG
идея	ötlet	идея	ötlet	N;INDF;FEM;SG	N;NOM;SG
мисия	misszió	мисия	misszió	N;INDF;FEM;SG	N;NOM;SG
мисия	feladat	мисия	feladat	N;INDF;FEM;SG	N;NOM;SG
мисия	küldetés	мисия	küldetés	N;INDF;FEM;SG	N;NOM;SG
гражданство	állampolgársága	гражданство	állampolgárság	N;INDF;NEUT;SG	N;NOM;SG
гражданство	állampolgárság	гражданство	állampolgárság	N;INDF;NEUT;SG	N;NOM;SG
гражданство	polgárság	гражданство	polgárság	N;INDF;NEUT;SG	N;NOM;SG
гражданство	állampolgárság	гражданство	állampolgárság	N;INDF;NEUT;SG	N;NOM;SG
подготовка	elkészítése	подготовка	elkészítés	N;INDF;FEM;SG	N;NOM;SG
подготовка	előkészítés	подготовка	előkészítés	N;INDF;FEM;SG	N;NOM;SG
подготовка	felkészülés	подготовка	felkészülés	N;INDF;FEM;SG	N;NOM;SG
подготовка	készítmény	подготовка	készítmény	N;INDF;FEM;SG	N;NOM;SG
подготовка	előkészítése	подготовка	előkészítés	N;INDF;FEM;SG	N;NOM;SG
подготовка	felkészülés	подготовка	felkészülés	N;INDF;FEM;SG	N;NOM;SG
подготовка	felkészülés	подготовка	felkészülés	N;INDF;FEM;SG	N;NOM;SG
категории	kategóriák	категория	kategória	N;INDF;FEM;PL	N;NOM;PL
политиката	szabályzat	политика	szabályzat	N;DEF;FEM;SG	N;NOM;SG
политиката	politika	политика	politika	N;DEF;FEM;SG	N;NOM;SG
политиката	politika	политика	politika	N;DEF;FEM;SG	N;NOM;SG
отговор	válasz	отговор	válasz	N;INDF;MASC;SG	N;NOM;SG
отговор	válasz	отговор	válasz	N;INDF;MASC;SG	N;NOM;SG
отговор	reagálás	отговор	reagálás	N;INDF;MASC;SG	N;NOM;SG
отговор	reakció	отговор	reakció	N;INDF;MASC;SG	N;NOM;SG
отговор	válasz	отговор	válasz	N;INDF;MASC;SG	N;NOM;SG
технологии	technológiák	технология	technológia	N;INDF;FEM;PL	N;NOM;PL
времена	időpontok	време	időpont	N;INDF;NEUT;PL	N;NOM;PL
досега	korábban	досега	korán	ADV	ADV
вещества	anyagokra	вещество	anyag	N;INDF;NEUT;PL	N;ON+ALL;PL
вещества	anyagok	вещество	anyag	N;INDF;NEUT;PL	N;NOM;PL
вещества	hatóanyagok	вещество	hatóanyag	N;INDF;NEUT;PL	N;NOM;PL
основател	alapítója	основател	alapító	N;INDF;MASC;SG	N;NOM;SG
основател	alapító	основател	alapító	N;INDF;MASC;SG	N;NOM;SG
поведение	magatartás	поведение	magatartás	N;INDF;NEUT;SG	N;NOM;SG
поведение	viselkedés	поведение	viselkedés	N;INDF;NEUT;SG	N;NOM;SG
поведение	magatartás	поведение	magatartás	N;INDF;NEUT;SG	N;NOM;SG
поведение	hozzáállás	поведение	hozzáállás	N;INDF;NEUT;SG	N;NOM;SG
поведение	viselkedése	поведение	viselkedés	N;INDF;NEUT;SG	N;NOM;SG
поведение	magatartás	поведение	magatartás	N;INDF;NEUT;SG	N;NOM;SG
поведение	viselkedés	поведение	viselkedés	N;INDF;NEUT;SG	N;NOM;SG
поведение	magatartás	поведение	magatartás	N;INDF;NEUT;SG	N;NOM;SG
енциклопедия	enciklopédia	енциклопедия	enciklopédia	N;INDF;FEM;SG	N;NOM;SG
функция	függvény	функция	függvény	N;INDF;FEM;SG	N;NOM;SG
функция	funkció	функция	funkció	N;INDF;FEM;SG	N;NOM;SG
преподавател	előadó	преподавател	előadó	N;INDF;MASC;SG	N;NOM;SG
етап	szakasz	етап	szakasz	N;INDF;MASC;SG	N;NOM;SG
етап	fázis	етап	fázis	N;INDF;MASC;SG	N;NOM;SG
етап	színpad	етап	színpad	N;INDF;MASC;SG	N;NOM;SG
етап	színpadon	етап	színpad	N;INDF;MASC;SG	N;ON+ESS;SG
офицери	tisztek	офицер	tiszt	N;INDF;MASC;PL	N;NOM;PL
института	intézet	институт	intézet	N;DEF;MASC;SG	N;NOM;SG
института	intézmény	институт	intézmény	N;DEF;MASC;SG	N;NOM;SG
писмо	levélben	писмо	levél	N;INDF;NEUT;SG	N;IN+ESS;SG
писмо	betű	писмо	betű	N;INDF;NEUT;SG	N;NOM;SG
писмо	levél	писмо	levél	N;INDF;NEUT;SG	N;NOM;SG
писмо	levelet	писмо	levél	N;INDF;NEUT;SG	N;ACC;SG
писмо	levele	писмо	levél	N;INDF;NEUT;SG	N;NOM;SG
склонове	lejtőkön	склон	lejtő	N;INDF;MASC;PL	N;ON+ESS;PL
състезания	versenyek	състезание	verseny	N;INDF;NEUT;PL	N;NOM;PL
състезания	versenyek	състезание	verseny	N;INDF;NEUT;PL	N;NOM;PL
характеристики	mutatók	характеристика	mutató	N;INDF;FEM;PL	N;NOM;PL
характеристики	jellemzők	характеристика	jellemző	N;INDF;FEM;PL	N;NOM;PL
характеристики	jellemzői	характеристика	jellemző	N;INDF;FEM;PL	N;NOM;PL
характеристики	tulajdonságok	характеристика	tulajdonság	N;INDF;FEM;PL	N;NOM;PL
характеристики	funkciók	характеристика	funkció	N;INDF;FEM;PL	N;NOM;PL
характеристики	jellemzők	характеристика	jellemző	N;INDF;FEM;PL	N;NOM;PL
характеристики	jellemzői	характеристика	jellemző	N;INDF;FEM;PL	N;NOM;PL
зимата	tél	зима	tél	N;DEF;FEM;SG	N;NOM;SG
загуба	veszteség	загуба	veszteség	N;INDF;FEM;SG	N;NOM;SG
певци	énekesek	певци	énekes	N;INDF;MASC;PL	N;NOM;PL
домакинства	háztartások	домакинство	háztartás	N;INDF;NEUT;PL	N;NOM;PL
кула	torony	кула	torony	N;INDF;FEM;SG	N;NOM;SG
формат	formátuma	формат	formátum	N;INDF;MASC;SG	N;NOM;SG
формат	formátum	формат	formátum	N;INDF;MASC;SG	N;NOM;SG
анализ	elemzés	анализ	elemzés	N;INDF;MASC;SG	N;NOM;SG
анализ	analízis	анализ	analízis	N;INDF;MASC;SG	N;NOM;SG
събира	gyűjt	събирам-(се)	gyűjt	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
събира	összegyűjti	събирам-(се)	összegyűjti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
събира	gyűjti	събирам-(се)	gyűjti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
