categoría	kategooria	categoría	kategooria	N;FEM;SG	N;NOM;SG
diseño	disain	diseño	disain	N;MASC;SG	N;NOM;SG
diseño	kavandamine	diseño	kavandamine	N;MASC;SG	N;NOM;SG
diseño	kujundus	diseño	kujundus	N;MASC;SG	N;NOM;SG
casos	juhud	caso	juht	N;MASC;PL	N;NOM;PL
casos	juhtumid	caso	juhtum	N;MASC;PL	N;NOM;PL
negro	musta	negro	must	ADJ;MASC;SG	ADJ;NOM;SG
negro	must	negro	must	ADJ;MASC;SG	ADJ;NOM;SG
camino	asukoht	camino	asu_koht	N;MASC;SG	N;NOM;SG
camino	rada	camino	rada	N;MASC;SG	N;PRT;SG
camino	maantee	camino	maan_tee	N;MASC;SG	N;NOM;SG
camino	tee	camino	tee	N;MASC;SG	N;NOM;SG
camino	road	camino	road	N;MASC;SG	N;NOM;SG
camino	way	camino	way	N;MASC;SG	N;NOM;SG
camino	camino	camino	camino	N;MASC;SG	N;NOM;SG
ayuda	abi	ayuda	abi	N;FEM;SG	N;PRT;SG
ayuda	appi	ayuda	abi	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
ayuda	abi	ayuda	abi	N;FEM;SG	N;PRT;SG
nombres	nimetused	nombre	nimetus	N;MASC;PL	N;NOM;PL
nombres	nimed	nombre	nimi	N;MASC;PL	N;NOM;PL
podría	võiks	poder	võima	V;COND;SG;3;FIN	V;COND;PRS;FIN;ACT
causa	põhjus	causa	põhjus	N;FEM;SG	N;NOM;SG
horario	ajakava	horario	aja_kava	N;MASC;SG	N;NOM;SG
horario	tunde	horario	tund	N;MASC;SG	N;PRT;SG
horario	tundi	horario	tund	N;MASC;SG	N;PRT;SG
horario	päevakava	horario	päeva_kava	N;MASC;SG	N;NOM;SG
horario	ajakava	horario	aja_kava	N;MASC;SG	N;NOM;SG
tamaño	suurus	tamaño	suurus	N;MASC;SG	N;NOM;SG
principio	põhimõte	principio	põhi_mõte	N;MASC;SG	N;NOM;SG
periodo	periood	periodo	periood	N;MASC;SG	N;NOM;SG
periodo	perioodi	periodo	periood	N;MASC;SG	N;PRT;SG
periodo	ajavahemik	periodo	aja_vahemik	N;MASC;SG	N;NOM;SG
nacimiento	sünd	nacimiento	sünd	N;MASC;SG	N;NOM;SG
nacimiento	sünni	nacimiento	sünd	N;MASC;SG	N;NOM;SG
nada	midagi	nada	miski	PRO;SG	PRO;PRT;SG
etapa	etapp	etapa	etapp	N;FEM;SG	N;NOM;SG
etapa	faasi	etapa	faas	N;FEM;SG	N;PRT;SG
etapa	faas	etapa	faas	N;FEM;SG	N;NOM;SG
etapa	lava	etapa	lava	N;FEM;SG	N;NOM;SG
etapa	staadium	etapa	staadium	N;FEM;SG	N;NOM;SG
etapa	etapp	etapa	etapp	N;FEM;SG	N;NOM;SG
pequeño	väike	pequeño	väike	ADJ;MASC;SG	ADJ;NOM;SG
pequeño	väike	pequeño	väike	ADJ;MASC;SG	ADJ;NOM;SG
pequeño	pisike	pequeño	pisike	ADJ;MASC;SG	ADJ;NOM;SG
pequeño	tilluke	pequeño	tilluke	ADJ;MASC;SG	ADJ;NOM;SG
zonas	tsoonid	zona	tsoon	N;FEM;PL	N;NOM;PL
zonas	tsoonide	zona	tsoon	N;FEM;PL	N;GEN;PL
zonas	alad	zona	ala	N;FEM;PL	N;NOM;PL
zonas	valdkonnad	zona	valdkond	N;FEM;PL	N;NOM;PL
zonas	piirkonnad	zona	piirkond	N;FEM;PL	N;NOM;PL
lópez	lópez	lópez	lópez	N;MASC;SG	N;NOM;SG
lópez	lopez	lópez	lopez	N;MASC;SG	N;NOM;SG
referencias	viited	referencia	viide	N;FEM;PL	N;NOM;PL
única	kordumatu	único	kordumatu	ADJ;FEM;SG	ADJ;NOM;SG
única	ainulaadne	único	ainu_laadne	ADJ;FEM;SG	ADJ;NOM;SG
única	unikaalne	único	unikaalne	ADJ;FEM;SG	ADJ;NOM;SG
debut	debüüt	debut	debüüt	N;MASC;SG	N;NOM;SG
congreso	kongress	congreso	kongress	N;MASC;SG	N;NOM;SG
guitarra	kitarr	guitarra	kitarr	N;FEM;SG	N;NOM;SG
australia	austraalia	australia	austraalia	N;FEM;SG	N;NOM;SG
pablo	paul	pablo	paul	N;MASC;SG	N;NOM;SG
pablo	barney	pablo	barney	N;MASC;SG	N;NOM;SG
pablo	pablo	pablo	pablo	N;MASC;SG	N;NOM;SG
elementos	elemendid	elemento	element	N;MASC;PL	N;NOM;PL
relaciones	suhted	relación	suhe	N;FEM;PL	N;NOM;PL
relaciones	suhted	relación	suhe	N;FEM;PL	N;NOM;PL
relaciones	suhted	relación	suhe	N;FEM;PL	N;NOM;PL
horas	tundides	hora	tund	N;FEM;PL	N;IN+ESS;PL
horas	tunnid	hora	tund	N;FEM;PL	N;NOM;PL
partes	osi	parte	osa	N;FEM;PL	N;PRT;PL
partes	osad	parte	osa	N;FEM;PL	N;NOM;PL
text	tekst	text	tekst	N	N;NOM;SG
text	teksti	text	tekst	N	N;PRT;SG
lengua	keele	lengua	keel	N;FEM;SG	N;GEN;SG
lengua	keel	lengua	keel	N;FEM;SG	N;NOM;SG
lengua	keele	lengua	keel	N;FEM;SG	N;GEN;SG
diversos	mitmesugused	diverso	mitme_sugune	PRO;MASC;PL	PRO;NOM;PL
torre	torre	torre	torn	N;FEM;SG	N;NOM;SG
torre	tower	torre	tower	N;FEM;SG	N;NOM;SG
torre	torn	torre	torn	N;FEM;SG	N;NOM;SG
torre	vanker	torre	vanker	N;FEM;SG	N;NOM;SG
actividades	tegevused	actividad	tegevus	N;FEM;PL	N;NOM;PL
actividades	tegevusalad	actividad	tegevus_ala	N;FEM;PL	N;NOM;PL
nacionales	siseriiklikud	nacional	sise_riiklik	ADJ;PL	ADJ;NOM;PL
nacionales	riiklikud	nacional	riiklik	ADJ;PL	ADJ;NOM;PL
cantón	guangzhou	cantón	guangzhou	N;MASC;SG	N;NOM;SG
cantón	canton	cantón	canton	N;MASC;SG	N;NOM;SG
nuevas	uued	nuevo	uus	ADJ;FEM;PL	ADJ;NOM;PL
sencillo	lihtne	sencillo	lihtne	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	üksik	sencillo	üksik	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	ühtne	sencillo	ühtne	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	ühtse	sencillo	ühtne	ADJ;MASC;SG	ADJ;GEN;SG
sencillo	ühekordne	sencillo	ühe_kordne	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	vallaline	sencillo	vallaline	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	lihtne	sencillo	lihtne	ADJ;MASC;SG	ADJ;NOM;SG
sencillo	kerge	sencillo	kerge	ADJ;MASC;SG	ADJ;NOM;SG
federal	föderaalne	federal	föderaalne	ADJ;SG	ADJ;NOM;SG
participación	kaasamine	participación	kaasamine	N;FEM;SG	N;NOM;SG
participación	kaasatus	participación	kaasatus	N;FEM;SG	N;NOM;SG
participación	osalus	participación	osalus	N;FEM;SG	N;NOM;SG
participación	osalemine	participación	osalemine	N;FEM;SG	N;NOM;SG
fuerte	tugev	fuerte	tugev	ADJ;SG	ADJ;NOM;SG
posee	omab	poseer	omama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
jugadores	mängijad	jugador	mängija	N;MASC;PL	N;NOM;PL
jugadores	mängurid	jugador	mängur	N;MASC;PL	N;NOM;PL
lleva	kannab	llevar	kandma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
seguridad	turvalisus	seguridad	turvalisus	N;FEM;SG	N;NOM;SG
seguridad	julgeolek	seguridad	julge_olek	N;FEM;SG	N;NOM;SG
seguridad	turva	seguridad	turva	N;FEM;SG	N;NOM;SG
seguridad	julgeoleku	seguridad	julge_olek	N;FEM;SG	N;NOM;SG
seguridad	turvalisus	seguridad	turvalisus	N;FEM;SG	N;NOM;SG
seguridad	ohutus	seguridad	ohutus	N;FEM;SG	N;NOM;SG
administración	admin	administración	admin	N;FEM;SG	N;NOM;SG
administración	administraatori	administración	administraator	N;FEM;SG	N;PRT;SG
administración	administraator	administración	administraator	N;FEM;SG	N;NOM;SG
administración	haldus	administración	haldus	N;FEM;SG	N;NOM;SG
administración	juhtkond	administración	juhtkond	N;FEM;SG	N;NOM;SG
administración	juhtimine	administración	juhtimine	N;FEM;SG	N;NOM;SG
administración	haldamine	administración	haldamine	N;FEM;SG	N;NOM;SG
administración	administratsioon	administración	administratsioon	N;FEM;SG	N;NOM;SG
administración	haldus	administración	haldus	N;FEM;SG	N;NOM;SG
administración	manustamine	administración	manusta=mine	N;FEM;SG	N;NOM;SG
empresas	ettevõtted	empresa	ette_võte	N;FEM;PL	N;NOM;PL
empresas	äriühingud	empresa	äri_ühing	N;FEM;PL	N;NOM;PL
empresas	firmad	empresa	firma	N;FEM;PL	N;NOM;PL
empresas	ettevõtted	empresa	ette_võte	N;FEM;PL	N;NOM;PL
empresas	ettevõtted	empresa	ette_võte	N;FEM;PL	N;NOM;PL
mercado	mercado	mercado	mercado	N;MASC;SG	N;NOM;SG
mercado	turgu	mercado	turg	N;MASC;SG	N;PRT;SG
mercado	turu	mercado	turg	N;MASC;SG	N;GEN;SG
mercado	turg	mercado	turg	N;MASC;SG	N;NOM;SG
gonzález	gonzalez	gonzález	gonzalez	N;MASC;SG	N;NOM;SG
gonzález	gonzales	gonzález	gonzales	N;MASC;SG	N;NOM;SG
gonzález	gonzález	gonzález	gonzález	N;MASC;SG	N;NOM;SG
lucha	maadlus	lucha	maadlus	N;FEM;SG	N;NOM;SG
lucha	võitlemine	lucha	võitlemine	N;FEM;SG	N;NOM;SG
lucha	võitlus	lucha	võitlus	N;FEM;SG	N;NOM;SG
lucha	võitle	lucha	võitlema	N;FEM;SG	N;NOM;SG
lucha	võitlus	lucha	võitlus	N;FEM;SG	N;NOM;SG
lucha	võitlus	lucha	võitlus	N;FEM;SG	N;NOM;SG
estructura	struktuur	estructura	struktuur	N;FEM;SG	N;NOM;SG
estructura	ülesehitus	estructura	üle_sehitus	N;FEM;SG	N;NOM;SG
jesús	jeesus	jesú	jeesus	N;MASC;SG	N;NOM;SG
ocupación	okupatsiooni	ocupación	okupatsioon	N;FEM;SG	N;PRT;SG
ocupación	amet	ocupación	amet	N;FEM;SG	N;NOM;SG
enrique	henri	enrique	henr	N;MASC;SG	N;NOM;SG
enrique	enrique	enrique	enrique	N;MASC;SG	N;NOM;SG
enrique	harry	enrique	harry	N;MASC;SG	N;NOM;SG
enrique	henry	enrique	henry	N;MASC;SG	N;NOM;SG
literatura	kirjandus	literatura	kirjandus	N;FEM;SG	N;NOM;SG
armas	relvad	arma	relv	N;FEM;PL	N;NOM;PL
armas	käed	arma	käsi	N;FEM;PL	N;NOM;PL
armas	relvad	arma	relv	N;FEM;PL	N;NOM;PL
armas	tulirelvade	arma	tuli_relv	N;FEM;PL	N;GEN;PL
armas	tulirelvad	arma	tuli_relv	N;FEM;PL	N;NOM;PL
armas	püssid	arma	püss	N;FEM;PL	N;NOM;PL
armas	relvad	arma	relv	N;FEM;PL	N;NOM;PL
energía	energiat	energía	energia	N;FEM;SG	N;PRT;SG
energía	energia	energía	energia	N;FEM;SG	N;NOM;SG
energía	energeetika	energía	energeetika	N;FEM;SG	N;NOM;SG
idioma	keel	idioma	keel	N;MASC;SG	N;NOM;SG
idioma	keele	idioma	keel	N;MASC;SG	N;GEN;SG
valencia	valencia	valencia	valencia	N;FEM;SG	N;NOM;SG
valencia	valence	valencia	valence	N;FEM;SG	N;NOM;SG
cabeza	pea	cabeza	pea	N;FEM;SG	N;NOM;SG
cabeza	pead	cabeza	pea	N;FEM;SG	N;PRT;SG
gobernador	kuberner	gobernador	kuberner	N;MASC;SG	N;NOM;SG
geográfica	geograafiline	geográfico	geo_graafiline	ADJ;FEM;SG	ADJ;NOM;SG
geográfica	geograafiline	geográfico	geo_graafiline	ADJ;FEM;SG	ADJ;NOM;SG
mes	kuu	mes	kuu	N;MASC;SG	N;NOM;SG
diferencia	dispersiooni	diferencia	dispersioon	N;FEM;SG	N;PRT;SG
diferencia	hälve	diferencia	hälv	N;FEM;SG	N;NOM;SG
diferencia	vahe	diferencia	vahe	N;FEM;SG	N;NOM;SG
diferencia	erinevus	diferencia	erinevus	N;FEM;SG	N;NOM;SG
objetivo	eesmärk	objetivo	ees_märk	N;MASC;SG	N;NOM;SG
objetivo	siht	objetivo	siht	N;MASC;SG	N;NOM;SG
objetivo	märklaud	objetivo	märk_laud	N;MASC;SG	N;NOM;SG
objetivo	target	objetivo	targe	N;MASC;SG	N;NOM;SG
objetivo	sihtmärk	objetivo	siht_märk	N;MASC;SG	N;NOM;SG
objetivo	eesmärk	objetivo	ees_märk	N;MASC;SG	N;NOM;SG
objetivo	eesmärk	objetivo	ees_märk	N;MASC;SG	N;NOM;SG
ruta	marsruut	ruta	marsruut	N;FEM;SG	N;NOM;SG
ruta	ruta	ruta	rutt	N;FEM;SG	N;NOM;SG
economía	majandus	economía	majandus	N;FEM;SG	N;NOM;SG
economía	majandus	economía	majandus	N;FEM;SG	N;NOM;SG
histórico	ajalooline	histórico	aja_looline	ADJ;MASC;SG	ADJ;NOM;SG
histórico	ajalooline	histórico	aja_looline	ADJ;MASC;SG	ADJ;NOM;SG
india	indiaanlane	india	indiaanlane	N;FEM;SG	N;NOM;SG
flores	lilli	flor	lill	N;FEM;PL	N;PRT;PL
flores	lilled	flor	lill	N;FEM;PL	N;NOM;PL
visita	külas	visita	küla	N;FEM;SG	N;IN+ESS;SG
visita	külla	visita	küla	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
visita	külastus	visita	külastus	N;FEM;SG	N;NOM;SG
visita	visiit	visita	visiit	N;FEM;SG	N;NOM;SG
conde	krahv	conde	krahv	N;MASC;SG	N;NOM;SG
conde	earl	conde	earl	N;MASC;SG	N;NOM;SG
conde	jarl	conde	jarl	N;MASC;SG	N;NOM;SG
conde	conde	conde	conde	N;MASC;SG	N;NOM;SG
fase	etapp	fase	etapp	N;FEM;SG	N;NOM;SG
fase	faasi	fase	faas	N;FEM;SG	N;PRT;SG
fase	faas	fase	faas	N;FEM;SG	N;NOM;SG
resultados	tulemused	resultado	tulemus	N;MASC;PL	N;NOM;PL
niños	lapsed	niño	laps	N;MASC;PL	N;NOM;PL
niños	lapsed	niño	laps	N;MASC;PL	N;NOM;PL
https	https	http	https	N	N;NOM;SG
pequeña	väike	pequeño	väike	ADJ;FEM;SG	ADJ;NOM;SG
pequeña	väike	pequeño	väike	ADJ;FEM;SG	ADJ;NOM;SG
presenta	esitleb	presentar	esitlema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
campaña	kampaania	campaña	kampaania	N;FEM;SG	N;NOM;SG
dar	anda	dar	andma	V;NFIN	V;NFIN
dar	anna	dar	andma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
colegio	kooli	colegio	kool	N;MASC;SG	N;PRT;SG
colegio	koolis	colegio	kool	N;MASC;SG	N;IN+ESS;SG
colegio	kool	colegio	kool	N;MASC;SG	N;NOM;SG
colegio	kolleegium	colegio	kolleegium	N;MASC;SG	N;NOM;SG
colegio	kolledž	colegio	kolledž	N;MASC;SG	N;NOM;SG
aproximadamente	ligikaudu	aproximadamente	ligi_kaudu	ADV	ADV
aproximadamente	jämedalt	aproximadamente	jämedalt	ADV	ADV
tropas	väed	tropa	vägi	N;FEM;PL	N;NOM;PL
sección	lõik	sección	lõik	N;FEM;SG	N;NOM;SG
sección	sektsioon	sección	sektsioon	N;FEM;SG	N;NOM;SG
sección	jagu	sección	jagu	N;FEM;SG	N;PRT;SG
presencia	kohalolek	presencia	kohal_olek	N;FEM;SG	N;NOM;SG
presencia	kohalolu	presencia	kohal_olu	N;FEM;SG	N;PRT;SG
permite	lubab	permitir	lubama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
permite	võimaldab	permitir	võimaldama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
ficha	kaart	ficha	kaart	N;FEM;SG	N;NOM;SG
ficha	tab	ficha	taba	N;FEM;SG	N;NOM;SG
animales	loomi	animal	loom	N;MASC;PL	N;PRT;PL
animales	loomad	animal	loom	N;MASC;PL	N;NOM;PL
animales	lemmikloomad	animal	lemmik_loom	N;MASC;PL	N;NOM;PL
esposa	naise	esposa	naine	N;FEM;SG	N;GEN;SG
esposa	naine	esposa	naine	N;FEM;SG	N;NOM;SG
ríos	jõed	río	jõgi	N;MASC;PL	N;NOM;PL
catalina	katherine	catalina	katherine	N;FEM;SG	N;NOM;SG
catalina	catalina	catalina	catalina	N;FEM;SG	N;FRML;SG
catalina	catherine	catalina	catherine	N;FEM;SG	N;NOM;SG
catalina	katariina	catalina	katariina	N;FEM;SG	N;NOM;SG
murió	suri	morir	surema	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
bar	baar	bar	baar	N;MASC;SG	N;NOM;SG
bar	bar	bar	bar	N;MASC;SG	N;NOM;SG
bar	baari	bar	baar	N;MASC;SG	N;PRT;SG
medalla	medal	medalla	medal	N;FEM;SG	N;NOM;SG
función	funktsiooni	función	funktsioon	N;FEM;SG	N;PRT;SG
función	funktsioon	función	funktsioon	N;FEM;SG	N;NOM;SG
usuarios	kasutajad	usuario	kasutaja	N;MASC;PL	N;NOM;PL
programas	programmid	programa	programm	N;MASC;PL	N;NOM;PL
programas	programmid	programa	programm	N;MASC;PL	N;NOM;PL
calidad	kvaliteet	calidad	kvaliteet	N;FEM;SG	N;NOM;SG
artistas	esitajad	artista	esitaja	N;PL	N;NOM;PL
artistas	esitajad	artista	esitaja	N;PL	N;NOM;PL
artistas	kunstnikud	artista	kunstnik	N;PL	N;NOM;PL
similar	sarnane	similar	sarnane	ADJ;SG	ADJ;NOM;SG
independencia	iseseisvus	independencia	ise_seisvus	N;FEM;SG	N;NOM;SG
independencia	sõltumatus	independencia	sõltumatus	N;FEM;SG	N;NOM;SG
buena	tubli	buen	tubli	ADJ;FEM;SG	ADJ;NOM;SG
buena	hea	buen	hea	ADJ;FEM;SG	ADJ;NOM;SG
sistemas	süsteemid	sistema	süsteem	N;MASC;PL	N;NOM;PL
significa	tähendab	significar	tähendama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
virgen	neitsi	virgen	neitsi	N;FEM;SG	N;NOM;SG
virgen	madonna	virgen	madonna	N;FEM;SG	N;NOM;SG
transporte	transport	transporte	transport	N;MASC;SG	N;NOM;SG
transporte	vedu	transporte	vedu	N;MASC;SG	N;NOM;SG
transporte	transport	transporte	transport	N;MASC;SG	N;NOM;SG
pueblos	linnad	pueblo	linn	N;MASC;PL	N;NOM;PL
pueblos	külad	pueblo	küla	N;MASC;PL	N;NOM;PL
pueblos	külasid	pueblo	küla	N;MASC;PL	N;PRT;PL
pueblos	rahvaste	pueblo	rahvas	N;MASC;PL	N;GEN;PL
pueblos	rahvad	pueblo	rahvas	N;MASC;PL	N;NOM;PL
rodríguez	rodriguez	rodríguez	rodriguez	N;SG	N;NOM;SG
rodríguez	rodríguez	rodríguez	rodraguez	N;SG	N;NOM;SG
coordenadas	koordinaadid	coordenada	koordinaad	N;FEM;PL	N;NOM;PL
valor	julgus	valor	julgus	N;MASC;SG	N;NOM;SG
valor	julgust	valor	julgus	N;MASC;SG	N;PRT;SG
valor	vaprus	valor	vaprus	N;MASC;SG	N;NOM;SG
valor	väärtus	valor	väärtus	N;MASC;SG	N;NOM;SG
valor	vaprus	valor	vaprus	N;MASC;SG	N;NOM;SG
internacionales	rahvusvahelised	internacional	rahvus_vaheline	ADJ;PL	ADJ;NOM;PL
unidad	ühtsus	unidad	ühtsus	N;FEM;SG	N;NOM;SG
unidad	ühtsuse	unidad	ühtsus	N;FEM;SG	N;GEN;SG
unidad	ühik	unidad	ühik	N;FEM;SG	N;NOM;SG
unidad	üksus	unidad	üksus	N;FEM;SG	N;NOM;SG
crear	luua	crear	looma	V;NFIN	V;NFIN
imágenes	pildid	imagen	pilt	N;FEM;PL	N;NOM;PL
imágenes	pilte	imagen	pilt	N;FEM;PL	N;PRT;PL
imágenes	piltide	imagen	pilt	N;FEM;PL	N;GEN;PL
imágenes	pildid	imagen	pilt	N;FEM;PL	N;NOM;PL
inicio	kodu	inicio	kodu	N;MASC;SG	N;NOM;SG
inicio	koju	inicio	kodu	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
inicio	kodus	inicio	kodu	N;MASC;SG	N;IN+ESS;SG
inicio	algus	inicio	algus	N;MASC;SG	N;NOM;SG
inicio	start	inicio	start	N;MASC;SG	N;NOM;SG
salud	terviseks	salud	tervis	N;FEM;SG	N;TRANS;SG
salud	tervist	salud	tervis	N;FEM;SG	N;PRT;SG
salud	tervishoid	salud	tervis_hoid	N;FEM;SG	N;NOM;SG
salud	tervis	salud	tervis	N;FEM;SG	N;NOM;SG
contiene	sisaldab	contener	sisaldama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sierra	sierra	sierra	sierra	N;FEM;SG	N;NOM;SG
idea	idee	idea	idee	N;FEM;SG	N;NOM;SG
idea	mõte	idea	mõte	N;FEM;SG	N;NOM;SG
llevó	juhtis	llevar	juhtima	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
llevó	juhitud	llevar	juhtima	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
minutos	minutid	minuto	minut	N;MASC;PL	N;NOM;PL
minutos	min	minuto	min	N;MASC;PL	N
verano	suvel	verano	suvi	N;MASC;SG	N;AT+ESS
;SG
verano	suvi	verano	suvi	N;MASC;SG	N;NOM;SG
verano	suve	verano	suvi	N;MASC;SG	N;PRT;SG
sol	päikest	sol	päike	N;MASC;SG	N;PRT;SG
sol	päike	sol	päike	N;MASC;SG	N;NOM;SG
sol	päikesepaiste	sol	päikese_paiste	N;MASC;SG	N;NOM;SG
sol	päikesekiir	sol	päikese_kiir	N;MASC;SG	N;NOM;SG
sol	päikest	sol	päike	N;MASC;SG	N;PRT;SG
sol	sol	sol	sol	N;MASC;SG	N;NOM;SG
teoría	teooria	teoría	teooria	N;FEM;SG	N;NOM;SG
revolución	revolutsioon	revolución	revolutsioon	N;FEM;SG	N;NOM;SG
entrada	kirje	entrada	kirje	N;FEM;SG	N;NOM;SG
entrada	sissekanne	entrada	sisse_kanne	N;FEM;SG	N;NOM;SG
entrada	sisenemine	entrada	sisenemine	N;FEM;SG	N;NOM;SG
entrada	sissepääs	entrada	sisse_pääs	N;FEM;SG	N;NOM;SG
entrada	sisenemine	entrada	sisenemine	N;FEM;SG	N;NOM;SG
entrada	sisendi	entrada	sisend	N;FEM;SG	N;GEN;SG
entrada	sisend	entrada	sisend	N;FEM;SG	N;NOM;SG
mejores	paremad	mejor	parem	ADJ;PL	ADJ;NOM;CMPR;PL
mejores	parimad	mejor	parim	ADJ;PL	ADJ;NOM;RL;PL
mando	käsk	mando	käsk	N;MASC;SG	N;NOM;SG
mando	käsu	mando	käsk	N;MASC;SG	N;GEN;SG
decidió	otsustas	decidir	otsustama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
decidió	otsustanud	decidir	otsustama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
decidió	otsustatud	decidir	otsustama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
ciencia	teadus	ciencia	teadus	N;FEM;SG	N;NOM;SG
ciencia	teadust	ciencia	teadus	N;FEM;SG	N;PRT;SG
records	records	records	records	N;MASC	N;NOM;SG
aire	õhu	aire	õhk	N;MASC;SG	N;NOM;SG
aire	õhku	aire	õhk	N;MASC;SG	N;PRT;SG
aire	õhk	aire	õhk	N;MASC;SG	N;NOM;SG
aire	air	aire	air	N;MASC;SG	N;NOM;SG
sector	sektor	sector	sektor	N;MASC;SG	N;NOM;SG
importancia	olulisus	importancia	olulisus	N;FEM;SG	N;NOM;SG
importancia	tähtsus	importancia	tähtsus	N;FEM;SG	N;NOM;SG
importancia	olulisus	importancia	olulisus	N;FEM;SG	N;NOM;SG
ataque	rünnak	ataque	rünnak	N;MASC;SG	N;NOM;SG
flora	flora	flora	flora	N;FEM;SG	N;NOM;SG
comunicación	teatis	comunicación	teatma	N;FEM;SG	N;NOM;SG
comunicación	suhtlemine	comunicación	suhtlemine	N;FEM;SG	N;NOM;SG
comunicación	kommunikatsioon	comunicación	kommunikatsioon	N;FEM;SG	N;NOM;SG
comunicación	side	comunicación	side	N;FEM;SG	N;NOM;SG
comunicación	kommunikatsioon	comunicación	kommunikatsioon	N;FEM;SG	N;NOM;SG
comunicación	side	comunicación	side	N;FEM;SG	N;NOM;SG
puente	sild	puente	sild	N;MASC;SG	N;NOM;SG
matrimonio	abielu	matrimonio	abi_elu	N;MASC;SG	N;NOM;SG
material	materjal	material	materjal	N;MASC;SG	N;NOM;SG
humanos	inimesed	humanos	inimene	N	N;NOM;PL
humanos	inimestel	humanos	inimene	N	N;AT+ESS
;PL
humanos	inimene	humanos	inimene	N	N;NOM;SG
realidad	tegelikkus	realidad	tegelikkus	N;FEM;SG	N;NOM;SG
realidad	reaalsus	realidad	reaalsus	N;FEM;SG	N;NOM;SG
gente	rahvas	gente	rahvas	N;FEM;SG	N;NOM;SG
gente	people	gente	peo_plema	N;FEM;SG	N;NOM;SG
cámara	kamber	cámara	kamber	N;FEM;SG	N;NOM;SG
cámara	koda	cámara	koda	N;FEM;SG	N;NOM;SG
cámara	kaamera	cámara	kaamera	N;FEM;SG	N;NOM;SG
escudo	kilp	escudo	kilp	N;MASC;SG	N;NOM;SG
pérez	perez	pérez	perez	N;MASC;SG	N;NOM;SG
pérez	pérez	pérez	pérez	N;MASC;SG	N;NOM;SG
aguas	veed	agua	vesi	N;FEM;PL	N;NOM;PL
acceso	juurdepääs	acceso	juurde_pääs	N;MASC;SG	N;NOM;SG
acceso	ligipääs	acceso	ligi_pääs	N;MASC;SG	N;NOM;SG
clasificación	hinnang	clasificación	hinnang	N;FEM;SG	N;NOM;SG
clasificación	reiting	clasificación	reiting	N;FEM;SG	N;NOM;SG
clasificación	sorteerimine	clasificación	sorteerimine	N;FEM;SG	N;NOM;SG
clasificación	liigitamine	clasificación	liigitamine	N;FEM;SG	N;NOM;SG
clasificación	klassifitseerimine	clasificación	klassifitseeri=mine	N;FEM;SG	N;NOM;SG
clasificación	klassifikatsioon	clasificación	klassifikatsioon	N;FEM;SG	N;NOM;SG
clasificación	liigitus	clasificación	liigitus	N;FEM;SG	N;NOM;SG
clasificación	järjestus	clasificación	järjestus	N;FEM;SG	N;NOM;SG
mano	mano	mano	mano	N;FEM;SG	N;NOM;SG
mano	kätt	mano	käsi	N;FEM;SG	N;PRT;SG
mano	käe	mano	käsi	N;FEM;SG	N;GEN;SG
mano	käega	mano	käsi	N;FEM;SG	N;COM;SG
sociales	sotsiaalsed	social	sotsiaalne	ADJ;PL	ADJ;NOM;PL
problema	probleem	problema	probleem	N;MASC;SG	N;NOM;SG
problema	probleemi	problema	probleem	N;MASC;SG	N;PRT;SG
problema	probleemiks	problema	probleem	N;MASC;SG	N;TRANS;SG
trabajos	töökohad	trabajo	töö_koht	N;MASC;PL	N;NOM;PL
elegido	valitud	elegido	valitud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
independiente	iseseisev	independiente	ise_seisev	ADJ;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
independiente	sõltumatu	independiente	sõltumatu	ADJ;SG	ADJ;NOM;SG
independiente	vabakutseline	independiente	vaba_kutseline	ADJ;SG	ADJ;NOM;SG
futbolista	jalgpallur	futbolista	jalg_pallur	N;SG	N;NOM;SG
