melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
pemberdayaan	emanciparea	pemberdayaan	emancipare	N;SG	N;DEF;FEM;SG
script	scripturi	script	script	N	N;INDF;FEM;PL
script	scenariul	script	scenariu	N	N;DEF;MASC;SG
script	scenariu	script	scenariu	N	N;INDF;MASC;SG
script	script	script	script	N	N;INDF;MASC;SG
komitmen	angajament	komitmen	angajament	N;SG	N;INDF;MASC;SG
komitmen	angajamentul	komitmen	angajament	N;SG	N;DEF;MASC;SG
kentang	cartoful	kentang	cartof	N;SG	N;DEF;MASC;SG
kentang	cartof	kentang	cartof	N;SG	N;INDF;MASC;SG
fantasi	fantasy	fantasi	fantasy	N	N;INDF;MASC;SG
fantasi	fantezii	fantasi	fantezie	N	N;INDF;FEM;PL
fantasi	fantezia	fantasi	fantezie	N	N;DEF;FEM;SG
fantasi	fantezie	fantasi	fantezie	N	N;INDF;FEM;SG
fantasi	fanteziile	fantasi	fantezie	N	N;DEF;FEM;PL
fantasi	fantezii	fantasi	fantezie	N	N;INDF;FEM;PL
mengutip	citând	menutip	cita	V;SG;ACT	V;V.MSDR
mengutip	citând	menutip	cita	V;SG;ACT	V;V.MSDR
mengutip	invocând	menutip	invoca	V;SG;ACT	V;V.MSDR
haiti	haitian	haiti	haitian	N	N;INDF;MASC;SG
manuskrip	manuscrise	manuskrip	manuscris	N	N;INDF;FEM;PL
manuskrip	manuscris	manuskrip	manuscris	N	N;INDF;MASC;SG
manuskrip	manuscrisul	manuskrip	manuscris	N	N;DEF;MASC;SG
negosiasi	negocieri	negosiasi	negociere	N	N;INDF;FEM;PL
negosiasi	negocierea	negosiasi	negociere	N	N;DEF;FEM;SG
negosiasi	negociere	negosiasi	negociere	N	N;INDF;FEM;SG
negosiasi	negocierea	negosiasi	negociere	N	N;DEF;FEM;SG
negosiasi	negocieri	negosiasi	negociere	N	N;INDF;FEM;PL
negosiasi	negocierile	negosiasi	negociere	N	N;DEF;FEM;PL
feb	feb	feb	feb		
traktat	tratat	traktat	tratat	N	N;INDF;MASC;SG
traktat	tratatul	traktat	tratat	N	N;DEF;MASC;SG
ragu	indoiala	ragu	indoială	ADJ;SG	ADJ;DEF;FEM;SG
menghargai	apreciez	menhargai	aprecia	V;SG;ACT	V;IND;SG;1;PRS;FIN
menghargai	aprecia	menhargai	aprecia	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menghargai	apreciază	menhargai	aprecia	V;SG;ACT	V;IND;3;PRS;FIN
orkestra	orchestra	orkestra	orchestră	N;SG	N;DEF;FEM;SG
orkestra	orchestră	orkestra	orchestră	N;SG	N;INDF;FEM;SG
kapel	capelă	kapel	capelă	N	N;INDF;FEM;SG
kapel	capela	kapel	capela	N	N;DEF;FEM;SG
hara	hara	hara	hară	N	N;DEF;FEM;SG
penyuntingan	editări	penyuntingan	editare	N	N;INDF;FEM;PL
penyuntingan	montajul	penyuntingan	montaj	N	N;DEF;MASC;SG
penyuntingan	editare	penyuntingan	editare	N	N;INDF;FEM;SG
penyuntingan	editarea	penyuntingan	editare	N	N;DEF;FEM;SG
kotor	brută	kotor	brut	ADJ;SG	ADJ;INDF;FEM;SG
kotor	brut	kotor	brut	ADJ;SG	ADJ;INDF;MASC;SG
kotor	murdară	kotor	murdar	ADJ;SG	ADJ;INDF;FEM;SG
kotor	murdar	kotor	murdar	ADJ;SG	ADJ;INDF;MASC;SG
kotor	sordid	kotor	sordid	ADJ;SG	ADJ;INDF;MASC;SG
ramayana	ramayana	ramayana	ramayana	N;SG	N;DEF;FEM;SG
komet	cometă	komet	cometa	N	N;INDF;FEM;SG
komet	cometa	komet	cometa	N	N;DEF;FEM;SG
komet	comete	komet	cometă	N	N;INDF;FEM;PL
impian	visul	impian	vis	N;SG	N;DEF;MASC;SG
impian	vis	impian	vis	N;SG	N;INDF;MASC;SG
impian	dreams	impian	dreams	N;SG	N;INDF;MASC;SG
semester	semestru	semester	semestru	N	N;INDF;MASC;SG
semester	semestrul	semester	semestru	N	N;DEF;MASC;SG
terorisme	terorismul	terorisme	terorism	N;SG	N;DEF;MASC;SG
terorisme	terorism	terorisme	terorism	N;SG	N;INDF;MASC;SG
liputan	acoperire	liputan	acoperire	N;SG	N;INDF;FEM;SG
liputan	acoperirea	liputan	acoperire	N;SG	N;DEF;FEM;SG
filter	filtru	filter	filtru	N;SG	N;INDF;MASC;SG
filter	filtrare	filter	filtrare	N;SG	N;INDF;FEM;SG
filter	filtrul	filter	filtru	N;SG	N;DEF;MASC;SG
apel	măr	apel	măr	N;SG	N;INDF;MASC;SG
apel	apple	apel	appla	N;SG	N;INDF
narkoba	drog	narkoba	drog	N;SG	N;INDF;MASC;SG
narkoba	drogul	narkoba	drog	N;SG	N;DEF;MASC;SG
narkoba	medicament	narkoba	medicament	N;SG	N;INDF;MASC;SG
pencegahan	precauție	pencegahan	precauție	N;SG	N;INDF;FEM;SG
pencegahan	prevenire	pencegahan	prevenire	N;SG	N;INDF;FEM;SG
pencegahan	prevenirea	pencegahan	prevenire	N;SG	N;DEF;FEM;SG
tumor	tumora	tumor	tumoră	N;SG	N;DEF;FEM;SG
tumor	tumoare	tumor	tumoare	N;SG	N;INDF;FEM;SG
tumor	tumoră	tumor	tumoră	N;SG	N;INDF;FEM;SG
tumor	tumoare	tumor	tumoare	N;SG	N;INDF;FEM;SG
tumor	tumorii	tumor	tumoare	N;SG	N;DEF;FEM;SG
tumor	tumoră	tumor	tumoră	N;SG	N;INDF;FEM;SG
obyek	obiect	obyek	obiect	N;SG	N;INDF;MASC;SG
obyek	obiectul	obyek	obiect	N;SG	N;DEF;MASC;SG
opini	părere	opini	părere	N;SG	N;INDF;FEM;SG
opini	aviz	opini	aviz	N;SG	N;INDF;MASC;SG
opini	opinie	opini	opinie	N;SG	N;INDF;FEM;SG
pegulat	luptătorul	pegulat	luptător	N;SG	N;DEF;MASC;SG
pegulat	luptător	pegulat	luptător	N;SG	N;INDF;MASC;SG
pengucapan	pronunție	penucapan	pronunție	N;SG	N;INDF;FEM;SG
ranting	creangă	ranting	creange	N;SG	N;INDF;FEM;SG
ranting	ramură	ranting	ramură	N;SG	N;INDF;FEM;SG
ranting	filială	ranting	filial	N;SG	N;INDF;FEM;SG
ranting	sucursala	ranting	sucursală	N;SG	N;DEF;FEM;SG
istirahat	break	istirahat	break	N;SG	N;INDF;MASC;SG
istirahat	pauza	istirahat	pauză	N;SG	N;DEF;FEM;SG
istirahat	pauză	istirahat	pauză	N;SG	N;INDF;FEM;SG
istirahat	odihnă	istirahat	odihnă	N;SG	N;INDF;FEM;SG
istirahat	odihna	istirahat	odihnă	N;SG	N;DEF;FEM;SG
menuduh	acuză	mentuduh	acuză	V;SG;ACT	V;IND;SG;3;PST;FIN
menuduh	acuza	mentuduh	acuza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
alternative	alternativa	alternative	alternativă	N;SG	N;DEF;FEM;SG
alternative	supleant	alternative	supleant	N;SG	N;INDF;MASC;SG
bijaksana	înțelept	bijaksana	înțelept	ADJ;SG	ADJ;INDF;MASC;SG
ekonom	economist	ekonom	economist	N;SG	N;INDF;MASC;SG
dioksida	dioxid	dioksida	dioxid	N;SG;PASS	N;INDF;MASC;SG
browser	browsere	browser	browseră	N	N;INDF;FEM;PL
browser	navigator	browser	navigator	N	N;INDF;MASC;SG
browser	browserul	browser	browser	N	N;DEF;MASC;SG
browser	browser	browser	browser	N	N;INDF;MASC;SG
parade	parada	parade	paradă	N	N;DEF;FEM;SG
parade	paradă	parade	paradă	N	N;INDF;FEM;SG
parade	defilare	parade	defilare	N	N;INDF;FEM;SG
gembala	herder	gembala	herder	N;SG	N;INDF;MASC;SG
gembala	ciobănesc	gembala	ciobănesc	N;SG	N;INDF;MASC;SG
gembala	cioban	gembala	cioban	N;SG	N;INDF;MASC;SG
gembala	păstor	gembala	păstor	N;SG	N;INDF;MASC;SG
dominika	dominicană	dominika	dominican	N	N;INDF;FEM;SG
dominika	dominica	dominika	dominica	N	N;DEF;FEM;SG
terlaris	bestseller	terlaris	bestseller	N	N;INDF;MASC;SG
demo	demo	demo	demo	N;SG	N;INDF;MASC;SG
demo	demonstrație	demo	demonstrație	N;SG	N;INDF;FEM;SG
demo	demos	demo	demos	N;SG	N;INDF;MASC
panorama	panorama	panorama	panoramă	N;SG	N;DEF;FEM;SG
panorama	panoramă	panorama	panoramă	N;SG	N;INDF;FEM;SG
siluman	stealth	siluman	stealth	N;SG	N;INDF;MASC;SG
siluman	demonul	siluman	demon	N;SG	N;DEF;MASC;SG
siluman	demon	siluman	demon	N;SG	N;INDF;MASC;SG
hormat	respectul	hormat	respect	N;SG	N;DEF;MASC;SG
hormat	respect	hormat	respect	N;SG	N;INDF;MASC;SG
layer	strat	layer	strat	N;SG	N;INDF;MASC;SG
layer	stratul	layer	strat	N;SG	N;DEF;MASC;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;INDF;MASC;SG
skandal	scandalul	skandal	scandal	N;SG	N;DEF;MASC;SG
skandal	scandal	skandal	scandal	N;SG	N;INDF;MASC;SG
pengabdian	devotamentul	penabdian	devotament	N;SG	N;DEF;MASC;SG
pengabdian	devotament	penabdian	devotament	N;SG	N;INDF;MASC;SG
lebah	albina	lebah	albină	N;SG	N;DEF;FEM;SG
lebah	albină	lebah	albină	N;SG	N;INDF;FEM;SG
lebah	bee	lebah	bea	N;SG	N;INDF;MASC;SG
penyatuan	unificarea	pensatuan	unificare	N;SG	N;DEF;FEM;SG
penyatuan	unificare	pensatuan	unificare	N;SG	N;INDF;FEM;SG
menyesuaikan	personaliza	mensesuaikan	personaliza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyesuaikan	personaliza	mensesuaikan	personaliza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyesuaikan	ajustează	mensesuaikan	ajusta	V;SG;ACT	V;IND;3;PRS;FIN
menyesuaikan	ajusta	mensesuaikan	ajusta	V;SG;ACT	V;IND;SG;3;IPFV;FIN
berlalu	trece	berlalu	trece	V;SG;ACT	V;IND;SG;3;PRS;FIN
penasehat	consilier	pennasehat	consilier	N;SG	N;INDF;MASC;SG
penasehat	consilier	pennasehat	consilier	N;SG	N;INDF;MASC;SG
ekosistem	ecosistemului	ekosistem	ecosistem	N	N;DEF;MASC;SG
ekosistem	ecosistem	ekosistem	ecosiste	N	N;INDF;MASC;SG
ekosistem	ecosistemelor	ekosistem	ecosistemă	N	N;DEF;FEM;PL
anatomi	anatomie	anatomi	anatomie	N;SG	N;INDF;FEM;SG
anatomi	anatomia	anatomi	anatomie	N;SG	N;DEF;FEM;SG
lucu	amuzant	lucu	amuzant	ADJ;SG	ADJ;INDF;MASC;SG
lucu	haios	lucu	haios	ADJ;SG	ADJ;INDF;MASC;SG
lucu	drăguță	lucu	drăguț	ADJ;SG	ADJ;INDF;FEM;SG
lucu	dragut	lucu	dragut	ADJ;SG	ADJ;INDF;MASC;SG
mendidik	educa	mendidik	educa	V;SG;ACT	V;IND;SG;3;IPFV;FIN
pendahulunya	predecesorul	pendahulunya	predecesor	N;SG	N;DEF;MASC;SG
kultur	cultura	kultur	cultură	N	N;DEF;FEM;SG
kultur	cultură	kultur	cultură	N	N;INDF;FEM;SG
kultur	culturile	kultur	cultură	N	N;DEF;FEM;PL
kultur	culturi	kultur	cultură	N	N;INDF;FEM;PL
reproduksi	reproducere	reproduksi	reproducere	N;SG	N;INDF;FEM;SG
reproduksi	reproducerea	reproduksi	reproducere	N;SG	N;DEF;FEM;SG
reruntuhan	moloz	reruntuhan	moloz	N	N;INDF;MASC;SG
reruntuhan	epava	reruntuhan	epavă	N	N;DEF;FEM;SG
reruntuhan	ruinele	reruntuhan	ruină	N	N;DEF;FEM;PL
reruntuhan	ruine	reruntuhan	ruină	N	N;INDF;FEM;PL
reruntuhan	ruină	reruntuhan	ruină	N	N;INDF;FEM;SG
unicode	unicode	unicode	unicod	N	N;INDF;MASC;SG
kemakmuran	prosperitatea	kemakmuran	prosperitate	N;SG	N;DEF;FEM;SG
kemakmuran	prosperitate	kemakmuran	prosperitate	N;SG	N;INDF;FEM;SG
nafsu	poftă	nafsu	poftă	N;SG	N;INDF;FEM;SG
nafsu	pofta	nafsu	poftă	N;SG	N;DEF;FEM;SG
nafsu	apetit	nafsu	apetit	N;SG	N;INDF;MASC;SG
nafsu	pofta	nafsu	poftă	N;SG	N;DEF;FEM;SG
etanol	etanol	etanol	etanol	N	N;INDF;MASC;SG
heading	poziția	heading	poziție	N	N;DEF;FEM;SG
heading	rubrici	heading	rubrică	N	N;INDF;FEM;PL
esai	eseu	esai	eseu	N;SG;ACT	N;INDF;MASC;SG
manik	mărgele	manik	mărge	N	N;DEF;FEM;PL
manik	maniac	manik	maniac	N	N;INDF;MASC;SG
kapas	bumbac	kapas	bumbac	N;SG	N;INDF;MASC;SG
kapas	bumbacul	kapas	bumbac	N;SG	N;DEF;MASC;SG
paten	brevet	paten	brevet	N;SG	N;INDF;MASC;SG
paten	brevetul	paten	brevet	N;SG	N;DEF;MASC;SG
suksesi	succesiune	suksesi	succesiune	N;SG	N;INDF;FEM;SG
suksesi	succesiunea	suksesi	succesiune	N;SG	N;DEF;FEM;SG
dorongan	îndemn	dorongan	îndemn	N;SG	N;INDF;MASC;SG
dorongan	încurajare	dorongan	încurajare	N;SG	N;INDF;FEM;SG
dorongan	încurajarea	dorongan	încurajare	N;SG	N;DEF;FEM;SG
dorongan	împingere	dorongan	împingere	N;SG	N;INDF;FEM;SG
penayangan	livrarea	pentayangan	livrare	N;SG	N;DEF;FEM;SG
penayangan	livrare	pentayangan	livrare	N;SG	N;INDF;FEM;SG
ulangan	deuteronom	ulangan	deuteronom	N;SG	N;INDF;MASC;SG
batin	interior	batin	interior	N;SG	N;INDF;MASC;SG
perbudakan	sclavie	perbudakan	sclavie	N;SG	N;INDF;FEM;SG
perbudakan	sclavie	perbudakan	sclavie	N;SG	N;INDF;FEM;SG
perbudakan	sclavia	perbudakan	sclavia	N;SG	N;DEF;FEM;SG
mengabaikan	ignorând	menabaikan	ignora	V;SG;ACT	V;V.MSDR
konversi	conversie	konversi	conversie	N;SG	N;INDF;FEM;SG
konversi	conversia	konversi	conversie	N;SG	N;DEF;FEM;SG
konversi	conversie	konversi	conversie	N;SG	N;INDF;FEM;SG
sakramen	sacrament	sakramen	sacrament	N;SG	N;INDF;MASC;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
botani	botanica	botani	botanică	N;SG	N;DEF;FEM;SG
pembicara	difuzor	penbicara	difuzor	N;SG	N;INDF;MASC;SG
pembicara	orator	penbicara	orator	N;SG	N;INDF;MASC;SG
pembicara	speaker	penbicara	speaker	N;SG	N;INDF;MASC;SG
intervensi	intervenție	intervensi	intervenție	N;SG	N;INDF;FEM;SG
intervensi	intervenția	intervensi	intervenție	N;SG	N;DEF;FEM;SG
kemarau	secetă	kemarau	secetă	N;SG	N;INDF;FEM;SG
kemarau	seceta	kemarau	seceta	N;SG	N;DEF;FEM;SG
kesaksian	mărturie	kesaksian	mărturie	N;SG	N;INDF;FEM;SG
kesaksian	marturie	kesaksian	marturie	N;SG	N;INDF;FEM;SG
kesaksian	marturia	kesaksian	marturia	N;SG	N;DEF;FEM;SG
kesaksian	mărturia	kesaksian	mărturie	N;SG	N;DEF;FEM;SG
kuantum	cuantică	kuantum	cuantic	N;SG	N;INDF;FEM;SG
mekanika	mecanica	mekanika	mecanică	N;SG	N;DEF;FEM;SG
penutupan	închidere	pentutupan	închidere	N;SG	N;INDF;FEM;SG
penutupan	încheiere	pentutupan	încheiere	N;SG	N;INDF;FEM;SG
penutupan	închiderea	pentutupan	închidere	N;SG	N;DEF;FEM;SG
penutupan	închidere	pentutupan	închidere	N;SG	N;INDF;FEM;SG
penutupan	inchidere	pentutupan	inchidere	N;SG	N;INDF;FEM;SG
keanekaragaman	diversitatea	keanekaragaman	diversitate	N;SG	N;DEF;FEM;SG
keanekaragaman	diversitate	keanekaragaman	diversitate	N;SG	N;INDF;FEM;SG
renovasi	renovare	renovasi	renovare	N;SG	N;INDF;FEM;SG
renovasi	remodelare	renovasi	remodelare	N;SG	N;INDF;FEM;SG
renovasi	renovarea	renovasi	renovare	N;SG	N;DEF;FEM;SG
renovasi	renovare	renovasi	renovare	N;SG	N;INDF;FEM;SG
investigasi	anchetă	investigasi	anchetă	N;SG	N;INDF;FEM;SG
investigasi	ancheta	investigasi	anchetă	N;SG	N;DEF;FEM;SG
investigasi	investigație	investigasi	investigație	N;SG	N;INDF;FEM;SG
deret	catena	deret	catenă	N;SG	N;DEF;FEM;SG
deret	serie	deret	serie	N;SG	N;INDF;FEM;SG
deret	seria	deret	serie	N;SG	N;DEF;FEM;SG
nopember	november	nopember	november	N	N;INDF;MASC;SG
nopember	noiembrie	nopember	noiembrie	N	N;INDF;MASC;SG
percepatan	accelerarea	percepatan	accelerare	N;SG	N;DEF;FEM;SG
percepatan	accelerare	percepatan	accelerare	N;SG	N;INDF;FEM;SG
nara	nara	nara	nară	N;SG	N;DEF;FEM;SG
dicari	vrut	dicari	vrea	V;SG;PASS	V;MASC;SG;V.PTCP
tekstil	textil	tekstil	textil	N;SG	N;INDF;MASC;SG
pemilih	electoratul	penpilih	electorat	N;SG	N;DEF;MASC;SG
berkolaborasi	colaborează	berkolaborasi	colabora	V;SG;ACT	V;IND;3;PRS;FIN
terbalik	inversează	terbalik	inversa	V;SG;PASS	V;IND;3;PRS;FIN
diidentifikasi	identifică	diidentifikasi	identifica	V;SG;PASS	V;IND;SG;3;PST;FIN
pemulihan	recuperarea	penpulihan	recuperare	N;SG	N;DEF;FEM;SG
pemulihan	redresare	penpulihan	redresare	N;SG	N;INDF;FEM;SG
pemulihan	redresarea	penpulihan	redresare	N;SG	N;DEF;FEM;SG
pemulihan	recuperare	penpulihan	recuperare	N;SG	N;INDF;FEM;SG
pemulihan	vindecare	penpulihan	vindecare	N;SG	N;INDF;FEM;SG
pemulihan	vindecarea	penpulihan	vindecare	N;SG	N;DEF;FEM;SG
katalog	cataloagele	katalog	cataloagă	N	N;DEF;FEM;PL
katalog	cataloage	katalog	catalog	N	N;INDF;FEM;PL
katalog	catalog	katalog	catalog	N	N;INDF;MASC;SG
katalog	catalogul	katalog	catalog	N	N;DEF;MASC;SG
katalog	cataloage	katalog	catalog	N	N;INDF;FEM;PL
katalog	catalog	katalog	catalog	N	N;INDF;MASC;SG
katalog	catalogul	katalog	catalog	N	N;DEF;MASC;SG
artistik	artistic	artistik	artistic	ADJ;SG	ADJ;INDF;MASC;SG
artistik	artistică	artistik	artistic	ADJ;SG	ADJ;INDF;FEM;SG
pemusik	muzician	penmusik	muzician	N;SG	N;INDF;MASC;SG
kejam	nemilos	kejam	nemilos	ADJ;SG	ADJ;INDF;MASC;SG
kejam	crud	kejam	crud	ADJ;SG	ADJ;INDF;MASC;SG
kejam	crudă	kejam	crud	ADJ;SG	ADJ;INDF;FEM;SG
mantra	mantra	mantra	mantru	N	N;DEF;FEM;SG
mantra	vrajă	mantra	vrajă	N	N;INDF;FEM;SG
mantra	vraja	mantra	vrajă	N	N;DEF;FEM;SG
logistik	logistică	logistik	logistică	N	N;INDF;FEM;SG
logistik	logistica	logistik	logistică	N	N;DEF;FEM;SG
kegelapan	dark	kegelapan	dark	N;SG	N;INDF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
kegelapan	întunericul	kegelapan	întuneric	N;SG	N;DEF;MASC;SG
kegelapan	intuneric	kegelapan	intuneric	N;SG	N;INDF;MASC;SG
reporter	reporterul	reporter	reporter	N;SG	N;DEF;MASC;SG
reporter	reporter	reporter	reporter	N;SG	N;INDF;MASC;SG
pengunduran	demisia	penunduran	demisie	N;SG	N;DEF;FEM;SG
pengunduran	demisie	penunduran	demisie	N;SG	N;INDF;FEM;SG
parit	trench	parit	trench	N;SG	N;INDF;MASC;SG
registrasi	înregistrare	registrasi	înregistrare	N	N;INDF;FEM;SG
registrasi	inregistrare	registrasi	inregistrare	N	N;INDF;FEM;SG
debat	dezbatere	debat	dezbatere	N;SG	N;INDF;FEM;SG
debat	dezbaterea	debat	dezbatere	N;SG	N;DEF;FEM;SG
motogp	motogp	motogp	motogp	N;SG	N;INDF;MASC;SG
kemiripan	asemănare	kemiripan	asemănare	N;SG	N;INDF;FEM;SG
kemiripan	asemănare	kemiripan	asemănare	N;SG	N;INDF;FEM;SG
kemiripan	similitudine	kemiripan	similitudine	N;SG	N;INDF;FEM;SG
kemiripan	afinitate	kemiripan	afinitate	N;SG	N;INDF;FEM;SG
kemiripan	asemănare	kemiripan	asemănare	N;SG	N;INDF;FEM;SG
teolog	teolog	teolog	teolog	N;SG	N;INDF;MASC;SG
opsi	opțiune	opsi	opțiune	N;SG	N;INDF;FEM;SG
opsi	opțiunea	opsi	opțiune	N;SG	N;DEF;FEM;SG
altar	altarul	altar	altar	N;SG	N;DEF;MASC;SG
altar	altar	altar	altar	N;SG	N;INDF;MASC;SG
isteri	sotie	isteri	sotie	N;SG	N;INDF;FEM;SG
isteri	soția	isteri	soție	N;SG	N;DEF;FEM;SG
isteri	soţia	isteri	soţia	N;SG	N;DEF;FEM;SG
isteri	soție	isteri	soție	N;SG	N;INDF;FEM;SG
isteri	nevasta	isteri	nevastă	N;SG	N;DEF;FEM;SG
akustik	acustică	akustik	acustic	N;SG	N;INDF;FEM;SG
akustik	acustică	akustik	acustic	N;SG	N;INDF;FEM;SG
benediktus	benedict	benediktus	benedict	N	N;INDF;MASC;SG
inisiatif	initiativa	inisiatif	initiativă	N;SG	N;DEF;FEM;SG
inisiatif	inițiativă	inisiatif	inițiativă	N;SG	N;INDF;FEM;SG
inisiatif	inițiativa	inisiatif	inițiativă	N;SG	N;DEF;FEM;SG
terusan	canal	terusan	canal	N;SG	N;INDF;MASC;SG
umpan	feed	umpan	feede	N;SG	N;INDF;MASC;SG
umpan	flux	umpan	flux	N;SG	N;INDF;MASC;SG
umpan	momeala	umpan	momeală	N;SG	N;DEF;FEM;SG
umpan	momeală	umpan	momeală	N;SG	N;INDF;FEM;SG
tengkorak	craniu	tengkorak	craniu	N;SG	N;INDF;MASC;SG
tengkorak	craniu	tengkorak	craniu	N;SG	N;INDF;MASC;SG
tengkorak	skull	tengkorak	skull	N;SG	N;INDF;MASC;SG
tengkorak	craniul	tengkorak	craniu	N;SG	N;DEF;MASC;SG
kemasan	ambalajul	kemasan	ambalaj	N;SG	N;DEF;MASC;SG
kemasan	ambalaj	kemasan	ambalaj	N;SG	N;INDF;MASC;SG
kemasan	ambalarea	kemasan	ambalare	N;SG	N;DEF;FEM;SG
kemasan	ambalare	kemasan	ambalare	N;SG	N;INDF;FEM;SG
kemasan	ambalare	kemasan	ambalare	N;SG	N;INDF;FEM;SG
hayati	biodiversitate	hayati	biodiversitate	N;SG	N;INDF;FEM;SG
hayati	biodiversitatea	hayati	biodiversitate	N;SG	N;DEF;FEM;SG
selebriti	celebritate	selebriti	celebritate	N	N;INDF;FEM;SG
selebriti	celebritatea	selebriti	celebritate	N	N;DEF;FEM;SG
selebriti	vedete	selebriti	vedet	N	N;INDF;FEM;PL
bidadari	inger	bidadari	inger	N;SG	N;INDF;MASC;SG
bidadari	înger	bidadari	înger	N;SG	N;INDF;MASC;SG
bidadari	angel	bidadari	angel	N;SG	N;INDF;MASC;SG
perhiasan	bijuterie	perhiasan	bijuterie	N;SG	N;INDF;FEM;SG
perhiasan	bijuterie	perhiasan	bijuterie	N;SG	N;INDF;FEM;SG
dikurangi	deduse	dikurangi	deduce	V;SG;PASS	V;IND;SG;3;PST;FIN
topografi	topografie	topografi	topografie	N	N;INDF;FEM;SG
perspektif	perspectiva	perspektif	perspectivă	N;SG	N;DEF;FEM;SG
perspektif	perspectivă	perspektif	perspectivă	N;SG	N;INDF;FEM;SG
progresif	progresivă	progresif	progresiv	ADJ;SG	ADJ;INDF;FEM;SG
perkusi	percuție	perkusi	percuție	N	N;INDF;FEM;SG
penata	stilist	pentata	stilist	N;SG	N;INDF;MASC;SG
oct	oct	oct	oct		
penanaman	plantarea	pentanaman	plantare	N;SG	N;DEF;FEM;SG
penanaman	plantare	pentanaman	plantare	N;SG	N;INDF;FEM;SG
penanaman	cultivare	pentanaman	cultivare	N;SG	N;INDF;FEM;SG
penanaman	cultivarea	pentanaman	cultivare	N;SG	N;DEF;FEM;SG
dinamika	dinamica	dinamika	dinamică	N	N;DEF;FEM;SG
dinamika	dynamics	dinamika	dynamics	N	N;INDF;MASC;SG
ronde	rundă	ronde	rund	N	N;INDF;FEM;SG
ronde	runda	ronde	runda	N	N;DEF;FEM;SG
bak	cadă	bak	cădea	N;SG	N;INDF;FEM;SG
borussia	borussia	borussia	borussie	N	N;DEF;FEM;SG
mengindikasikan	indică	menindikasikan	indica	V;SG;ACT	V;IND;SG;3;PST;FIN
mengindikasikan	indică	menindikasikan	indica	V;SG;ACT	V;IND;SG;3;PST;FIN
menyertakan	include	menyertakan	include	V	V;IND;SG;3;PRS;FIN
menyertakan	includ	menyertakan	include	V	V;IND;PL;3;PRS;FIN
menyertakan	include	menyertakan	include	V	V;IND;SG;3;PRS;FIN
wajar	rezonabilă	wajar	rezonabil	ADJ;SG	ADJ;INDF;FEM;SG
akademis	academic	akademis	academic	ADJ;SG	ADJ;INDF;MASC;SG
akademis	academică	akademis	academic	ADJ;SG	ADJ;INDF;FEM;SG
peralihan	tranziție	peralihan	tranziție	N;SG	N;INDF;FEM;SG
peralihan	tranziția	peralihan	tranziție	N;SG	N;DEF;FEM;SG
pengeluaran	cheltuială	penkeluaran	cheltuială	N;SG	N;INDF;FEM;SG
pengeluaran	cheltuiala	penkeluaran	cheltuială	N;SG	N;DEF;FEM;SG
ubah	modifică	ubah	modifica	V;SG;ACT	V;IND;SG;3;PST;FIN
ubah	schimba	ubah	schimba	V;SG;ACT	V;IND;SG;3;IPFV;FIN
ubah	schimbă	ubah	schimba	V;SG;ACT	V;IND;SG;3;PST;FIN
pemanasan	preludiu	penpanasan	preludiu	N;SG	N;INDF;MASC;SG
pemanasan	preludiul	penpanasan	preludiu	N;SG	N;DEF;MASC;SG
pemanasan	incalzire	penpanasan	incalzire	N;SG	N;INDF;FEM;SG
pemanasan	încălzire	penpanasan	încălzire	N;SG	N;INDF;FEM;SG
kontributor	contribuitor	kontributor	contribuitor	N;SG	N;INDF;MASC;SG
kontributor	colaborator	kontributor	colaborator	N;SG	N;INDF;MASC;SG
kawat	fire	kawat	fire	N;SG	N;INDF;FEM;SG
kawat	fir	kawat	fir	N;SG	N;INDF;MASC;SG
kawat	sârmă	kawat	sârmă	N;SG	N;INDF;FEM;SG
kawat	sarma	kawat	sarmă	N;SG	N;DEF;FEM;SG
rongga	cavitatea	rongga	cavitate	N;SG	N;DEF;FEM;SG
akta	fapta	akta	faptă	N;SG	N;DEF;FEM;SG
akta	faptă	akta	faptă	N;SG	N;INDF;FEM;SG
kaset	casetă	kaset	casetă	N	N;INDF;FEM;SG
kaset	caseta	kaset	caseta	N	N;DEF;FEM;SG
kaset	benzi	kaset	bandă	N	N;INDF;FEM;PL
kaset	casete	kaset	caset	N	N;INDF;FEM;PL
kaset	casetele	kaset	caset	N	N;DEF;FEM;PL
biarawan	calugar	biarawan	calugar	N	N;INDF;MASC;SG
biarawan	călugăr	biarawan	călugăr	N	N;INDF;MASC;SG
biarawan	călugărul	biarawan	călugăr	N	N;DEF;MASC;SG
biarawan	călugări	biarawan	călugare	N	N;INDF;MASC;PL
biarawan	călugării	biarawan	călugare	N	N;DEF;FEM;SG
pemberi	dătător	penberi	dătător	N;SG	N;INDF;MASC;SG
memulihkan	reface	menpulihkan	reface	V;SG;ACT	V;IND;SG;3;PRS;FIN
