que	que	que	que	CONJ	CONJ
análisis	analyses	análisis	analyse	N;MASC	N;FEM;PL
análisis	analyse	análisis	analyse	N;MASC	N;FEM;SG
protección	protection	protección	protection	N;FEM;SG	N;FEM;SG
géneros	genres	género	genre	N;MASC;PL	N;MASC;PL
géneros	genres	género	genre	N;MASC;PL	N;MASC;PL
naciones	nations	nación	nation	N;FEM;PL	N;FEM;PL
familias	familles	familia	famille	N;FEM;PL	N;FEM;PL
ferrocarril	rail	ferrocarril	rail	N;MASC;SG	N;MASC;SG
notas	remarques	nota	remarque	N;FEM;PL	N;FEM;PL
notas	notes	nota	note	N;FEM;PL	N;FEM;PL
proyectos	projets	proyecto	projet	N;MASC;PL	N;MASC;PL
white	blanc	white	blanc	N	N;MASC;SG
funciones	fonctions	función	fonction	N;FEM;PL	N;FEM;PL
funciones	fonctions	función	fonction	N;FEM;PL	N;FEM;PL
funciones	fonctionnalités	función	fonctionnalité	N;FEM;PL	N;FEM;PL
corona	couronne	corona	couronne	N;FEM;SG	N;FEM;SG
apareció	apparu	aparecer	apparaître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
apareció	apparut	aparecer	apparaître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
apareció	paru	aparecer	paraître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
apareció	parut	aparecer	paraître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
clima	climat	clima	climat	N;MASC;SG	N;MASC;SG
clima	temps	clima	temps	N;MASC;SG	N;MASC;SG
clima	météorologie	clima	météorologie	N;MASC;SG	N;FEM;SG
clima	météo	clima	météo	N;MASC;SG	N;FEM;SG
clima	climat	clima	climat	N;MASC;SG	N;MASC;SG
prensa	presse	prensa	presse	N;FEM;SG	N;FEM;SG
escena	scène	escena	scène	N;FEM;SG	N;FEM;SG
provincial	provincial	provincial	provincial	ADJ;SG	ADJ;MASC;SG
provincial	provinciale	provincial	provincial	ADJ;SG	ADJ;FEM;SG
versiones	versions	versión	version	N;FEM;PL	N;FEM;PL
isabel	isabelle	isabel	isabelle	N;FEM;SG	N;FEM;SG
isabel	élisabeth	isabel	élisabeth	N;FEM;SG	N;FEM;SG
isabel	isabelle	isabel	isabelle	N;FEM;SG	N;FEM;SG
isabel	élisabeth	isabel	élisabeth	N;FEM;SG	N;FEM;SG
isabel	elisabeth	isabel	elisabeth	N;FEM;SG	N;FEM;SG
isabel	isabel	isabel	isabel	N;FEM;SG	N;FEM;SG
isabel	isabelle	isabel	isabelle	N;FEM;SG	N;FEM;SG
isabel	isobel	isabel	isobel	N;FEM;SG	N;FEM;SG
isabel	isabelle	isabel	isabelle	N;FEM;SG	N;FEM;SG
numerosas	nombreux	numeroso	nombreux	ADJ;FEM;PL	ADJ;MASC;PL
numerosas	nombreuses	numeroso	nombreux	ADJ;FEM;PL	ADJ;FEM;PL
puerta	porte	puerta	porte	N;FEM;SG	N;FEM;SG
puerta	porte	puerta	porte	N;FEM;SG	N;FEM;SG
romano	romain	romano	romain	ADJ;MASC;SG	ADJ;MASC;SG
romano	romaine	romano	romain	ADJ;MASC;SG	ADJ;FEM;SG
habla	parler	hablar	parler	V;IND;SG;3;PRS;FIN	V;NFIN
habla	parle	hablar	parler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
habla	parle	hablar	parler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
habla	parler	hablar	parler	V;IND;SG;3;PRS;FIN	V;NFIN
habla	parle	hablar	parler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cierto	vraie	cierto	vrai	ADJ;MASC;SG	ADJ;FEM;SG
cierto	vrai	cierto	vrai	ADJ;MASC;SG	ADJ;MASC;SG
cierto	véritable	cierto	véritable	ADJ;MASC;SG	ADJ;MASC;SG
crisis	crises	crisis	crise	N;FEM	N;FEM;PL
crisis	crise	crisis	crise	N;FEM	N;FEM;SG
efectos	effets	efecto	effet	N;MASC;PL	N;MASC;PL
memoria	mémoire	memoria	mémoire	N;FEM;SG	N;FEM;SG
orquesta	orchestre	orquesta	orchestre	N;FEM;SG	N;MASC;SG
creó	créée	crear	créer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
creó	créé	crear	créer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
creó	crée	crear	créer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
siglos	siècles	siglo	siècle	N;MASC;PL	N;MASC;PL
montaña	montagne	montaña	montagne	N;FEM;SG	N;FEM;SG
montaña	montagne	montaña	montagne	N;FEM;SG	N;FEM;SG
mantener	maintenir	mantener	maintenir	V;NFIN	V;NFIN
mantener	maintenir	mantener	maintenir	V;NFIN	V;NFIN
mantener	garder	mantener	garder	V;NFIN	V;NFIN
mantener	conserver	mantener	conserver	V;NFIN	V;NFIN
llama	appeler	llamar	appeler	V;IND;SG;3;PRS;FIN	V;NFIN
llama	appelle	llamar	appeler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
directamente	directement	directamente	directement	ADV	ADV
directamente	directement	directamente	directement	ADV	ADV
lanzamiento	release	lanzamiento	releaser	N;MASC;SG	N;FEM;SG
lanzamiento	libération	lanzamiento	libération	N;MASC;SG	N;FEM;SG
lanzamiento	lancement	lanzamiento	lancement	N;MASC;SG	N;MASC;SG
lanzamiento	lancement	lanzamiento	lancement	N;MASC;SG	N;MASC;SG
comité	comité	comité	comité	N;MASC;SG	N;MASC;SG
capilla	chapelle	capilla	chapelle	N;FEM;SG	N;FEM;SG
probablemente	surement	probablemente	surement	ADV	ADV
probablemente	probablement	probablemente	probablement	ADV	ADV
probablemente	sûrement	probablemente	sûrement	ADV	ADV
probablemente	probablement	probablemente	probablement	ADV	ADV
larga	longue	largo	long	ADJ;FEM;SG	ADJ;FEM;SG
larga	long	largo	long	ADJ;FEM;SG	ADJ;MASC;SG
poeta	poète	poeta	poète	N;MASC;SG	N;MASC;SG
tradición	tradition	tradición	tradition	N;FEM;SG	N;FEM;SG
podía	pouvait	poder	pouvoir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
provincias	provinces	provincia	province	N;FEM;PL	N;FEM;PL
autónoma	autonome	autónomo	autonome	ADJ;FEM;SG	ADJ;MASC;SG
hojas	feuilles	hoja	feuille	N;FEM;PL	N;FEM;PL
hojas	feuilles	hoja	feuille	N;FEM;PL	N;FEM;PL
hojas	feuilles	hoja	feuille	N;FEM;PL	N;FEM;PL
hojas	draps	hoja	drap	N;FEM;PL	N;MASC;PL
hojas	pales	hoja	pale	N;FEM;PL	N;FEM;PL
hojas	lames	hoja	lame	N;FEM;PL	N;FEM;PL
soviética	soviétique	soviético	soviétique	ADJ;FEM;SG	ADJ;MASC;SG
tomar	prend	tomar	prendre	V;NFIN	V;IND;SG;3;PRS;FIN
tomar	prendre	tomar	prendre	V;NFIN	V;NFIN
tomar	prenez	tomar	prendre	V;NFIN	V;IMP;PL;2;PRS;FIN
tomar	prends	tomar	prendre	V;NFIN	V;IND;SG;1;PRS;FIN
necesario	nécessaire	necesario	nécessaire	ADJ;MASC;SG	ADJ;MASC;SG
filosofía	philosophie	filosofía	philosophie	N;FEM;SG	N;FEM;SG
periodista	journaliste	periodista	journaliste	N;SG	N;MASC;SG
periodista	journaliste	periodista	journaliste	N;SG	N;MASC;SG
jugar	jouer	jugar	jouer	V;NFIN	V;NFIN
jugar	jouez	jugar	jouer	V;NFIN	V;IMP;PL;2;PRS;FIN
jugar	jouer	jugar	jouer	V;NFIN	V;NFIN
jugar	jouant	jugar	jouer	V;NFIN	V;PRS;V.PTCP
operación	fonctionnement	operación	fonctionnement	N;FEM;SG	N;MASC;SG
operación	opération	operación	opération	N;FEM;SG	N;FEM;SG
papa	papa	papa	papa	N;MASC;SG	N;MASC;SG
papa	père	papa	père	N;MASC;SG	N;MASC;SG
papa	pape	papa	pape	N;MASC;SG	N;MASC;SG
papa	patate	papa	patate	N;MASC;SG	N;FEM;SG
papa	papa	papa	papa	N;MASC;SG	N;MASC;SG
firma	signature	firma	signature	N;FEM;SG	N;FEM;SG
firma	signature	firma	signature	N;FEM;SG	N;FEM;SG
firma	signe	firma	signe	N;FEM;SG	N;MASC;SG
firma	panneau	firma	panneau	N;FEM;SG	N;MASC;SG
nacionalidad	nationalité	nacionalidad	nationalité	N;FEM;SG	N;FEM;SG
nacionalidad	nationalité	nacionalidad	nationalité	N;FEM;SG	N;FEM;SG
nacionalidad	citoyenneté	nacionalidad	citoyenneté	N;FEM;SG	N;FEM;SG
patrimonio	patrimoine	patrimonio	patrimoine	N;MASC;SG	N;MASC;SG
patrimonio	héritage	patrimonio	héritage	N;MASC;SG	N;MASC;SG
patrimonio	patrimoine	patrimonio	patrimoine	N;MASC;SG	N;MASC;SG
regiones	régions	región	région	N;FEM;PL	N;FEM;PL
poesía	poésie	poesía	poésie	N;FEM;SG	N;FEM;SG
hermana	soeur	hermana	soeur	N;FEM;SG	N;FEM;SG
hermana	sœur	hermana	sœur	N;FEM;SG	N;FEM;SG
decide	décide	decidir	décider	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
decide	décider	decidir	décider	V;IND;SG;3;PRS;FIN	V;NFIN
decide	décide	decidir	décider	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
alianza	alliance	alianza	alliance	N;FEM;SG	N;FEM;SG
respuesta	réponse	respuesta	réponse	N;FEM;SG	N;FEM;SG
respuesta	reponse	respuesta	reponser	N;FEM;SG	N;FEM;SG
respuesta	réponse	respuesta	réponse	N;FEM;SG	N;FEM;SG
respuesta	réplique	respuesta	réplique	N;FEM;SG	N;FEM;SG
respuesta	reponse	respuesta	reponser	N;FEM;SG	N;FEM;SG
respuesta	réponse	respuesta	réponse	N;FEM;SG	N;FEM;SG
respuesta	réaction	respuesta	réaction	N;FEM;SG	N;FEM;SG
google	google	google	google	N;MASC;SG	N;MASC;SG
pruebas	essais	prueba	essai	N;FEM;PL	N;MASC;PL
pruebas	tests	prueba	test	N;FEM;PL	N;MASC;PL
pruebas	épreuves	prueba	épreuve	N;FEM;PL	N;FEM;PL
pruebas	essais	prueba	essai	N;FEM;PL	N;MASC;PL
pruebas	tests	prueba	test	N;FEM;PL	N;MASC;PL
pruebas	preuves	prueba	preuve	N;FEM;PL	N;FEM;PL
pruebas	preuves	prueba	preuve	N;FEM;PL	N;FEM;PL
médico	médecin	médico	médecin	N;MASC;SG	N;MASC;SG
médico	physicien	médico	physicien	N;MASC;SG	N;MASC;SG
médico	médecin	médico	médecin	N;MASC;SG	N;MASC;SG
médico	docteur	médico	docteur	N;MASC;SG	N;MASC;SG
metro	métro	metro	métro	N;MASC;SG	N;MASC;SG
metro	métro	metro	métro	N;MASC;SG	N;MASC;SG
metro	metro	metro	metro	N;MASC;SG	N;MASC;SG
marina	navy	marina	navy	N;FEM;SG	N;FEM;SG
marina	marine	marina	marine	N;FEM;SG	N;FEM;SG
marina	marin	marina	marin	N;FEM;SG	N;MASC;SG
marina	marine	marina	marine	N;FEM;SG	N;FEM;SG
eventos	évènements	evento	évènement	N;MASC;PL	N;MASC;PL
eventos	evénements	evento	evénement	N;MASC;PL	N;MASC;PL
eventos	evenements	evento	evenement	N;MASC;PL	N;MASC;PL
eventos	événements	evento	événement	N;MASC;PL	N;MASC;PL
exterior	extérieure	exterior	extérieur	ADJ;SG	ADJ;FEM;SG
exterior	exterieur	exterior	exterieur	ADJ;SG	ADJ;MASC;SG
exterior	externe	exterior	externe	ADJ;SG	ADJ;MASC;SG
exterior	extérieure	exterior	extérieur	ADJ;SG	ADJ;FEM;SG
exterior	exterieur	exterior	exterieur	ADJ;SG	ADJ;MASC;SG
exterior	extérieure	exterior	extérieur	ADJ;SG	ADJ;FEM;SG
músicos	musiciens	músico	musicien	N;MASC;PL	N;MASC;PL
británica	britannique	británico	britannique	ADJ;FEM;SG	ADJ;MASC;SG
estudió	étudié	estudiar	étudier	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
estudió	étudiée	estudiar	étudier	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
aquellos	ceux	aquel	celui	PRO;MASC;PL	PRO;MASC;PL
coronel	colonel	coronel	colonel	N;MASC;SG	N;MASC;SG
parroquia	paroisse	parroquia	paroisse	N;FEM;SG	N;FEM;SG
física	physique	físico	physique	ADJ;FEM;SG	ADJ;MASC;SG
física	physique	físico	physique	ADJ;FEM;SG	ADJ;MASC;SG
presentó	déposé	presentar	déposer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
presentó	classé	presentar	classer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
anteriormente	auparavant	anteriormente	auparavant	ADV	ADV
anteriormente	précédemment	anteriormente	précédemment	ADV	ADV
anteriormente	anciennement	anteriormente	anciennement	ADV	ADV
anteriormente	jadis	anteriormente	jadis	ADV	ADV
anteriormente	auparavant	anteriormente	auparavant	ADV	ADV
anteriormente	autrefois	anteriormente	autrefois	ADV	ADV
grecia	grèce	grecia	grèce	N;FEM;SG	N;FEM;SG
zaragoza	saragosse	zaragoza	saragosse	N;MASC;SG	N;FEM;SG
exposición	exposition	exposición	exposition	N;FEM;SG	N;FEM;SG
exposición	exposition	exposición	exposition	N;FEM;SG	N;FEM;SG
exposición	exposition	exposición	exposition	N;FEM;SG	N;FEM;SG
industrial	industrielle	industrial	industriel	ADJ;SG	ADJ;FEM;SG
industrial	industriel	industrial	industriel	ADJ;SG	ADJ;MASC;SG
asiáticos	asiatiques	asiático	asiatique	ADJ;MASC;PL	ADJ;MASC;PL
asiáticos	asiatiques	asiático	asiatique	ADJ;MASC;PL	ADJ;MASC;PL
cuadro	table	cuadro	table	N;MASC;SG	N;FEM;SG
cuadro	tableau	cuadro	tableau	N;MASC;SG	N;MASC;SG
cuadro	peinture	cuadro	peinture	N;MASC;SG	N;FEM;SG
enfermedad	maladie	enfermedad	maladie	N;FEM;SG	N;FEM;SG
enfermedad	maladie	enfermedad	maladie	N;FEM;SG	N;FEM;SG
enfermedad	maladie	enfermedad	maladie	N;FEM;SG	N;FEM;SG
nba	nba	nba	nba	N;FEM;SG	N;MASC;SG
colonia	colonie	colonia	colonie	N;FEM;SG	N;FEM;SG
pequeñas	petits	pequeño	petit	ADJ;FEM;PL	ADJ;MASC;PL
pequeñas	petites	pequeño	petit	ADJ;FEM;PL	ADJ;FEM;PL
nación	nation	nación	nation	N;FEM;SG	N;FEM;SG
show	spectacle	show	spectacle	N;MASC;SG	N;MASC;SG
national	national	national	national	ADJ;SG	ADJ;MASC;SG
national	nationale	national	national	ADJ;SG	ADJ;FEM;SG
anunció	annoncé	anunciar	annoncer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
anunció	annoncée	anunciar	annoncer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
extensión	prolongement	extensión	prolongement	N;FEM;SG	N;MASC;SG
extensión	prolongation	extensión	prolongation	N;FEM;SG	N;FEM;SG
extensión	extension	extensión	extension	N;FEM;SG	N;FEM;SG
extensión	vulgarisation	extensión	vulgarisation	N;FEM;SG	N;FEM;SG
régimen	régime	régimen	régime	N;MASC;SG	N;MASC;SG
dinero	monnaie	dinero	monnaie	N;MASC;SG	N;FEM;SG
dinero	argent	dinero	argent	N;MASC;SG	N;MASC;SG
dinero	argent	dinero	argent	N;MASC;SG	N;MASC;SG
ahí	là	ahí	là	ADV	ADV
suelo	etage	suelo	etage	N;MASC;SG	N;MASC;SG
suelo	étage	suelo	étage	N;MASC;SG	N;MASC;SG
suelo	sol	suelo	sol	N;MASC;SG	N;MASC;SG
suelo	plancher	suelo	plancher	N;MASC;SG	N;MASC;SG
suelo	terre	suelo	terre	N;MASC;SG	N;FEM;SG
suelo	sol	suelo	sol	N;MASC;SG	N;MASC;SG
aparición	apparition	aparición	apparition	N;FEM;SG	N;FEM;SG
aparición	émergence	aparición	émergence	N;FEM;SG	N;FEM;SG
aparición	apparence	aparición	apparence	N;FEM;SG	N;FEM;SG
aparición	apparition	aparición	apparition	N;FEM;SG	N;FEM;SG
aparición	aspect	aparición	aspect	N;FEM;SG	N;MASC;SG
operaciones	opérations	operación	opération	N;FEM;PL	N;FEM;PL
operaciones	opérations	operación	opération	N;FEM;PL	N;FEM;PL
operaciones	transactions	operación	transaction	N;FEM;PL	N;FEM;PL
concepto	concept	concepto	concept	N;MASC;SG	N;MASC;SG
calles	rues	calle	rue	N;FEM;PL	N;FEM;PL
calles	rues	calle	rue	N;FEM;PL	N;FEM;PL
ambiente	atmosphère	ambiente	atmosphère	N;MASC;SG	N;FEM;SG
ambiente	ambiance	ambiente	ambiance	N;MASC;SG	N;FEM;SG
ambiente	ambiance	ambiente	ambiance	N;MASC;SG	N;FEM;SG
ambiente	environnement	ambiente	environnement	N;MASC;SG	N;MASC;SG
ambiente	ambiance	ambiente	ambiance	N;MASC;SG	N;FEM;SG
ambiente	ambiance	ambiente	ambiance	N;MASC;SG	N;FEM;SG
pronto	bientôt	pronto	bientôt	ADV	ADV
pronto	prochainement	pronto	prochainement	ADV	ADV
gestión	management	gestión	management	N;FEM;SG	N;MASC;SG
gestión	gestion	gestión	gestion	N;FEM;SG	N;FEM;SG
hall	hall	hall	hall	N;MASC;SG	N;MASC;SG
recibe	recevoir	recibir	recevoir	V;IND;SG;3;PRS;FIN	V;NFIN
recibe	reçoit	recibir	recevoir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
salida	départ	salida	départ	N;FEM;SG	N;MASC;SG
salida	depart	salida	depart	N;FEM;SG	N;MASC;SG
capítulo	chapitre	capítulo	chapitre	N;MASC;SG	N;MASC;SG
italiana	italienne	italiano	italien	ADJ;FEM;SG	ADJ;FEM;SG
italiana	italien	italiano	italien	ADJ;FEM;SG	ADJ;MASC;SG
acciones	parts	acción	part	N;FEM;PL	N;FEM;PL
acciones	actions	acción	action	N;FEM;PL	N;FEM;PL
acciones	partages	acción	partage	N;FEM;PL	N;MASC;PL
acciones	actions	acción	action	N;FEM;PL	N;FEM;PL
acciones	stocks	acción	stock	N;FEM;PL	N;MASC;PL
acciones	encours	acción	encours	N;FEM;PL	N;MASC;PL
pertenece	appartient	pertenecer	appartenir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cristo	christ	cristo	christ	N;MASC;SG	N;MASC;SG
medicina	médecine	medicina	médecine	N;FEM;SG	N;FEM;SG
medicina	médicament	medicina	médicament	N;FEM;SG	N;MASC;SG
evolución	evolution	evolución	evolution	N;FEM;SG	N;FEM;SG
evolución	évolution	evolución	évolution	N;FEM;SG	N;FEM;SG
alcanzó	culminé	alcanzar	culminer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
alcanzó	atteint	alcanzar	atteindre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
modelos	maquettes	modelo	maquette	N;MASC;PL	N;FEM;PL
modelos	modèles	modelo	modèle	N;MASC;PL	N;MASC;PL
venta	vente	venta	vente	N;FEM;SG	N;FEM;SG
venta	vente	venta	vente	N;FEM;SG	N;FEM;SG
tomó	pris	tomar	prendre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
tomó	prit	tomar	prendre	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fundador	fondateur	fundador	fondateur	N;MASC;SG	N;MASC;SG
piano	piano	piano	piano	N;MASC;SG	N;MASC;SG
procedencia	origine	procedencia	origine	N;FEM;SG	N;FEM;SG
procedencia	source	procedencia	source	N;FEM;SG	N;FEM;SG
procedencia	provenance	procedencia	provenance	N;FEM;SG	N;FEM;SG
roberto	robert	roberto	robert	N;MASC;SG	N;MASC;SG
roberto	roberto	roberto	roberto	N;MASC;SG	N;MASC;SG
ganar	gagnez	ganar	gagner	V;NFIN	V;IMP;PL;2;PRS;FIN
ganar	gagner	ganar	gagner	V;NFIN	V;NFIN
ganar	gagnant	ganar	gagner	V;NFIN	V;PRS;V.PTCP
ganar	gagner	ganar	gagner	V;NFIN	V;NFIN
ganar	gagnant	ganar	gagner	V;NFIN	V;PRS;V.PTCP
pintor	peintre	pintor	peintre	N;MASC;SG	N;MASC;SG
evento	évènement	evento	évènement	N;MASC;SG	N;MASC;SG
evento	événement	evento	événement	N;MASC;SG	N;MASC;SG
evento	evénement	evento	evénement	N;MASC;SG	N;MASC;SG
campeonatos	championnats	campeonato	championnat	N;MASC;PL	N;MASC;PL
alemana	allemande	alemán	allemand	ADJ;FEM;SG	ADJ;FEM;SG
rosario	chapelet	rosario	chapelet	N;MASC;SG	N;MASC;SG
rosario	rosaire	rosario	rosaire	N;MASC;SG	N;MASC;SG
menores	mineures	menor	mineur	ADJ;PL	ADJ;FEM;PL
menores	mineures	menor	mineur	ADJ;PL	ADJ;FEM;PL
solamente	uniquement	solamente	uniquement	ADV	ADV
solamente	seulement	solamente	seulement	ADV	ADV
pertenecían	appartenaient	pertenecer	appartenir	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
conocimiento	connaissance	conocimiento	connaissance	N;MASC;SG	N;FEM;SG
conocer	rencontrez	conocer	rencontrer	V;NFIN	V;IMP;PL;2;PRS;FIN
conocer	rencontrer	conocer	rencontrer	V;NFIN	V;NFIN
términos	termes	término	terme	N;MASC;PL	N;MASC;PL
generación	génération	generación	génération	N;FEM;SG	N;FEM;SG
bronce	cuivre	bronce	cuivre	N;MASC;SG	N;MASC;SG
bronce	laiton	bronce	laiton	N;MASC;SG	N;MASC;SG
bronce	bronze	bronce	bronze	N;MASC;SG	N;MASC;SG
tabla	table	tabla	table	N;FEM;SG	N;FEM;SG
tabla	tableau	tabla	tableau	N;FEM;SG	N;MASC;SG
tabla	planche	tabla	planche	N;FEM;SG	N;FEM;SG
pareja	couple	pareja	couple	N;FEM;SG	N;MASC;SG
pareja	pair	pareja	pair	N;FEM;SG	N;MASC;SG
pareja	paire	pareja	paire	N;FEM;SG	N;FEM;SG
pareja	partenaire	pareja	partenaire	N;FEM;SG	N;MASC;SG
territorios	territoires	territorio	territoire	N;MASC;PL	N;MASC;PL
gol	objectif	gol	objectif	N;MASC;SG	N;MASC;SG
gol	but	gol	but	N;MASC;SG	N;MASC;SG
institución	institution	institución	institution	N;FEM;SG	N;FEM;SG
ingeniero	ingénieur	ingeniero	ingénieur	N;MASC;SG	N;MASC;SG
luna	lune	luna	lune	N;FEM;SG	N;FEM;SG
reconocimiento	attribution	reconocimiento	attribution	N;MASC;SG	N;FEM;SG
reconocimiento	paternité	reconocimiento	paternité	N;MASC;SG	N;FEM;SG
reconocimiento	reconnaissance	reconocimiento	reconnaissance	N;MASC;SG	N;FEM;SG
reconocimiento	recon	reconocimiento	recon	N;MASC;SG	N;MASC;SG
reconocimiento	reconnaissance	reconocimiento	reconnaissance	N;MASC;SG	N;FEM;SG
reconocimiento	reconnaissance	reconocimiento	reconnaissance	N;MASC;SG	N;FEM;SG
reconocimiento	reconnaissance	reconocimiento	reconnaissance	N;MASC;SG	N;FEM;SG
península	péninsule	península	péninsule	N;FEM;SG	N;FEM;SG
organizaciones	organismes	organización	organisme	N;FEM;PL	N;MASC;PL
organizaciones	organisations	organización	organisation	N;FEM;PL	N;FEM;PL
organizaciones	organisations	organización	organisation	N;FEM;PL	N;FEM;PL
bahía	baie	bahía	baie	N;FEM;SG	N;FEM;SG
asamblea	assemblée	asamblea	assemblée	N;FEM;SG	N;FEM;SG
asamblea	assemblage	asamblea	assemblage	N;FEM;SG	N;MASC;SG
cerro	colline	cerro	colline	N;MASC;SG	N;FEM;SG
enlace	liaison	enlace	liaison	N;MASC;SG	N;FEM;SG
enlace	lien	enlace	lien	N;MASC;SG	N;MASC;SG
traducción	traduction	traducción	traduction	N;FEM;SG	N;FEM;SG
traducción	traduction	traducción	traduction	N;FEM;SG	N;FEM;SG
máxima	maximale	máximo	maximal	ADJ;FEM;SG	ADJ;FEM;SG
máxima	maximal	máximo	maximal	ADJ;FEM;SG	ADJ;MASC;SG
máxima	maximum	máximo	maximum	ADJ;FEM;SG	ADJ;MASC;SG
alguien	quiconque	alguien	quiconque	PRO;SG	PRO
ganador	vainqueur	ganador	vainqueur	N;MASC;SG	N;MASC;SG
ganador	lauréat	ganador	lauréat	N;MASC;SG	N;MASC;SG
estrellas	etoiles	estrella	etoile	N;PL	N;FEM;PL
estrellas	vedettes	estrella	vedette	N;PL	N;FEM;PL
estrellas	étoiles	estrella	étoile	N;PL	N;FEM;PL
sangre	sang	sangre	sang	N;FEM;SG	N;MASC;SG
resistencia	endurance	resistencia	endurance	N;FEM;SG	N;FEM;SG
resistencia	endurance	resistencia	endurance	N;FEM;SG	N;FEM;SG
resistencia	résistance	resistencia	résistance	N;FEM;SG	N;FEM;SG
resistencia	resistance	resistencia	resistance	N;FEM;SG	N;FEM;SG
resistencia	résilience	resistencia	résilience	N;FEM;SG	N;FEM;SG
continuación	continuation	continuación	continuation	N;FEM;SG	N;FEM;SG
conflicto	conflit	conflicto	conflit	N;MASC;SG	N;MASC;SG
conflicto	conflit	conflicto	conflit	N;MASC;SG	N;MASC;SG
software	logiciel	software	logiciel	N;MASC;SG	N;MASC;SG
volumen	volume	volumen	volume	N;MASC;SG	N;MASC;SG
xxi	xxie	xxi	xxie	N	N;MASC;SG
aérea	aérien	aéreo	aérien	ADJ;FEM;SG	ADJ;MASC;SG
aérea	aérienne	aéreo	aérien	ADJ;FEM;SG	ADJ;FEM;SG
técnico	technicien	técnico	technicien	N;MASC;SG	N;MASC;SG
humano	humaine	humano	humain	ADJ;MASC;SG	ADJ;FEM;SG
humano	humain	humano	humain	ADJ;MASC;SG	ADJ;MASC;SG
consecuencia	conséquence	consecuencia	conséquence	N;FEM;SG	N;FEM;SG
colaboración	collaboration	colaboración	collaboration	N;FEM;SG	N;FEM;SG
aparecen	apparaître	aparecer	apparaître	V;IND;PL;3;PRS;FIN	V;NFIN
aparecen	apparaissent	aparecer	apparaître	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
colores	colorants	color	colorant	N;MASC;PL	N;MASC;PL
colores	coloris	color	coloris	N;MASC;PL	N;MASC;PL
colores	couleurs	color	couleur	N;MASC;PL	N;FEM;PL
colores	teintes	color	teinte	N;MASC;PL	N;FEM;PL
colores	coloris	color	coloris	N;MASC;PL	N;MASC;PL
colores	couleurs	color	couleur	N;MASC;PL	N;FEM;PL
materiales	matériaux	material	matériau	N;MASC;PL	N;MASC;PL
materiales	matières	material	matière	N;MASC;PL	N;FEM;PL
materiales	matériaux	material	matériau	N;MASC;PL	N;MASC;PL
materiales	materiaux	material	materiau	N;MASC;PL	N;MASC;PL
carta	affrètement	carta	affrètement	N;FEM;SG	N;MASC;SG
carta	charter	carta	charter	N;FEM;SG	N;MASC;SG
carta	charte	carta	charte	N;FEM;SG	N;FEM;SG
carta	lettre	carta	lettre	N;FEM;SG	N;FEM;SG
centros	centres	centro	centre	N;MASC;PL	N;MASC;PL
centros	centres	centro	centre	N;MASC;PL	N;MASC;PL
categorías	catégories	categoría	catégorie	N;FEM;PL	N;FEM;PL
curso	cours	curso	cours	N;MASC;SG	N;MASC;SG
fiestas	festivités	fiesta	festivité	N;FEM;PL	N;FEM;PL
fiestas	fêtes	fiesta	fête	N;FEM;PL	N;FEM;PL
fiestas	parties	fiesta	partie	N;FEM;PL	N;FEM;PL
fiestas	festivals	fiesta	festival	N;FEM;PL	N;MASC;PL
fiestas	fêtes	fiesta	fête	N;FEM;PL	N;FEM;PL
fiestas	vacances	fiesta	vacance	N;FEM;PL	N;FEM;PL
simplemente	simplement	simplemente	simplement	ADV	ADV
