agir	konať	agir	konať	V;NFIN	V;IPFV;POS;NFIN
pianista	klavirista	pianista	klavirista	N;MASC;SG	N;ANIM;NOM;MASC;SG
postura	postoj	postura	postoj	N;FEM;SG	N;INAN;NOM;MASC;SG
postura	postoj	postura	postoj	N;FEM;SG	N;INAN;NOM;MASC;SG
melbourne	melbourne	melbourne	melbourne	N;MASC;SG	N;INS;FEM;SG
melhorias	zlepšenia	melhoria	zlepšenie	N;FEM;PL	N;NOM;NEUT;PL
melhorias	vylepšenia	melhoria	vylepšenie	N;FEM;PL	N;NOM;NEUT;PL
melhorias	vylepšenia	melhoria	vylepšenie	N;FEM;PL	N;NOM;NEUT;PL
melhorias	zlepšenia	melhoria	zlepšenie	N;FEM;PL	N;NOM;NEUT;PL
exige	vyžaduje	exigir	vyžadovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
referenciado	odkazuje	referenciar	odkazovať	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
java	java	java	java	N;MASC;SG	N;INAN;NOM;MASC;SG
controlo	kontrola	controlo	kontrola	N;MASC;SG	N;NOM;FEM;SG
controlo	ovládanie	controlo	ovládanie	N;MASC;SG	N;NOM;NEUT;SG
eficiência	efektívnosť	eficiência	efektívnosť	N;FEM;SG	N;NOM;FEM;SG
eficiência	účinnosť	eficiência	účinnosť	N;FEM;SG	N;NOM;FEM;SG
eficiência	efektivita	eficiência	efektivita	N;FEM;SG	N;NOM;FEM;SG
eficiência	efektívnosť	eficiência	efektívnosť	N;FEM;SG	N;NOM;FEM;SG
eficiência	účinnosť	eficiência	účinnosť	N;FEM;SG	N;NOM;FEM;SG
rebelde	rebel	rebelde	rebieť	N;MASC;SG	N;INAN;NOM;MASC;SG
proibido	zakázať	proibir	zakázať	V;MASC;SG;V.PTCP	V;PFV;POS;NFIN
voivodia	vojvodstvo	voivodia	vojvodstvo	N;FEM;SG	N;NOM;NEUT;SG
auge	pinnacle	auge	pinnacle	N;MASC;SG	N;INAN;NOM;MASC;SG
marine	mariňák	marine	mariňák	N;MASC;SG	N;ANIM;NOM;MASC;SG
marine	námorník	marine	námorník	N;MASC;SG	N;ANIM;NOM;MASC;SG
marine	marine	marine	marin	N;MASC;SG	N;NOM;FEM;SG
grace	pôvab	grace	pôvab	N;FEM;SG	N;INAN;NOM;MASC;SG
grace	milosť	grace	milosť	N;FEM;SG	N;NOM;FEM;SG
culinária	kuchyňa	culinário	kuchyňa	N;FEM;SG	N;NOM;FEM;SG
culinária	kuchyne	culinário	kuchyňa	N;FEM;SG	N;GEN;FEM;SG
culinária	varenie	culinário	varenie	N;FEM;SG	N;NOM;NEUT;SG
mito	mýtus	mito	mýtus	N;MASC;SG	N;INAN;NOM;MASC;SG
químicos	chemici	químico	chemica	N;MASC;PL	N;ANIM;NOM;MASC;PL
químicos	chemikálie	químico	chemikáliť	N;MASC;PL	N;NOM;FEM;PL
avó	babička	avó	babička	N;FEM;SG	N;NOM;FEM;SG
avó	babička	avó	babička	N;FEM;SG	N;NOM;FEM;SG
avó	babka	avó	babka	N;FEM;SG	N;NOM;FEM;SG
avó	babička	avó	babička	N;FEM;SG	N;NOM;FEM;SG
avó	babka	avó	babka	N;FEM;SG	N;NOM;FEM;SG
ênfase	zdôraznenie	ênfase	zdôraznenie	N;FEM;SG	N;NOM;NEUT;SG
ênfase	dôraz	ênfase	dôraz	N;FEM;SG	N;INAN;NOM;MASC;SG
consulta	dotaz	consulta	dotaz	N;FEM;SG	N;INAN;NOM;MASC;SG
consulta	konzultácia	consulta	konzultácia	N;FEM;SG	N;NOM;FEM;SG
análises	analýz	análise	analýza	N;FEM;PL	N;GEN;FEM;PL
análises	analýzy	análise	analýza	N;FEM;PL	N;NOM;FEM;PL
análises	analýzy	análise	analýza	N;FEM;PL	N;NOM;FEM;PL
reverter	vrátiť	reverter	vrátiť	V;NFIN	V;PFV;POS;NFIN
aula	trieda	aula	trieda	N;FEM;SG	N;NOM;FEM;SG
filmado	natočil	filmar	natočiť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
matando	zabíjať	matar	zabíjať	V;V.MSDR	V;IPFV;POS;NFIN
padres	kňazi	padre	kňaz	N;MASC;PL	N;ANIM;NOM;MASC;PL
padres	kňazov	padre	kňaz	N;MASC;PL	N;ANIM;ACC;MASC;PL
ferrovia	železnica	ferrovia	železnica	N;FEM;SG	N;NOM;FEM;SG
ferrovia	železnica	ferrovia	železnica	N;FEM;SG	N;NOM;FEM;SG
fique	zostať	ficar	zostať	V;SBJV;SG;3;PRS;FIN	V;PFV;POS;NFIN
fique	ostať	ficar	ostať	V;SBJV;SG;3;PRS;FIN	V;PFV;POS;NFIN
segmentos	segmenty	segmento	segment	N;MASC;PL	N;INAN;NOM;MASC;PL
segmentos	segmentov	segmento	segment	N;MASC;PL	N;INAN;GEN;MASC;PL
aplica	uplatňuje	aplicar	uplatňovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
aplica	platí	aplicar	platiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
arábia	arábia	arábia	arábiť	N;FEM;SG	N;NOM;FEM;SG
traços	stopy	traço	stopa	N;MASC;PL	N;NOM;FEM;PL
traços	stôp	traço	stôp	N;MASC;PL	N;GEN;FEM;PL
judeu	žid	judeu	žid	N;MASC;SG	N;ANIM;NOM;MASC;SG
judeu	žid	judeu	žid	N;MASC;SG	N;ANIM;NOM;MASC;SG
bruxelas	bruseli	bruxela	brusieť	N;FEM;PL	N;NOM;NEUT;PL
bank	banku	bank	banka	N;MASC;SG	N;ACC;FEM;SG
bank	banka	bank	banka	N;MASC;SG	N;NOM;FEM;SG
divulgar	prezradiť	divulgar	prezradiť	V;NFIN	V;PFV;POS;NFIN
vegetais	zeleniny	vegetal	zelenina	N;MASC;PL	N;NOM;FEM;PL
alimento	jedlo	alimento	jedlo	N;MASC;SG	N;NOM;NEUT;SG
elétrons	elektróny	elétron	elektrón	N;MASC;PL	N;INAN;NOM;MASC;PL
observatório	observatórium	observatório	observatórium	N;MASC;SG	N;NOM;NEUT;SG
esboços	kresby	esboço	kresb	N;MASC;PL	N;NOM;FEM;PL
regresso	comeback	regresso	comeback	N;MASC;SG	N;INAN;NOM;MASC;SG
regresso	návrat	regresso	návrat	N;MASC;SG	N;INAN;NOM;MASC;SG
regresso	vrátenie	regresso	vrátenie	N;MASC;SG	N;NOM;NEUT;SG
regresso	návratnosť	regresso	návratnosť	N;MASC;SG	N;NOM;FEM;SG
regresso	návrat	regresso	návrat	N;MASC;SG	N;INAN;NOM;MASC;SG
automóvel	auto	automóvel	auto	N;MASC;SG	N;NOM;NEUT;SG
automóvel	autom	automóvel	auto	N;MASC;SG	N;INS;NEUT;SG
automóvel	automobil	automóvel	automobiť	N;MASC;SG	N;INAN;NOM;MASC;SG
automóvel	automobile	automóvel	automobiť	N;MASC;SG	N;INAN;ESS;MASC;SG
cana	palica	cana	palica	N;FEM;SG	N;NOM;FEM;SG
cana	paličku	cana	palička	N;FEM;SG	N;ACC;FEM;SG
cana	palicu	cana	palica	N;FEM;SG	N;ACC;FEM;SG
cana	rod	cana	rod	N;FEM;SG	N;ANIM;NOM;MASC;SG
cana	cana	cana	cana	N;FEM;SG	N;NOM;FEM;SG
emma	emmu	emma	emm	N;FEM;SG	N;ACC;FEM;SG
asiático	ázijské	asiático	ázijský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cinquenta	päťdesiat	cinquenta	päťdesiat	NUM	NUM;NOM;NEUT;SG
couto	couto	couto	cato	N;MASC;SG	N;NOM;MASC;SG
profundamente	hlboko	profundamente	hlboko	ADV	ADV
estética	estetika	estética	estetika	N;FEM;SG	N;NOM;FEM;SG
gradualmente	postupne	gradualmente	postupne	ADV	ADV
dores	bolesti	dor	bolesť	N;FEM;PL	N;NOM;FEM;PL
dores	bolesti	dor	bolesť	N;FEM;PL	N;NOM;FEM;PL
centre	centrum	centre	centrum	N;MASC;SG	N;NOM;NEUT;SG
centre	centre	centre	centrum	N;MASC;SG	N;NOM;NEUT;SG
centre	stredisko	centre	stredisko	N;MASC;SG	N;NOM;NEUT;SG
centre	stred	centre	stred	N;MASC;SG	N;INAN;NOM;MASC;SG
augusta	augusta	augusta	augusta	N;FEM;SG	N;INAN;GEN;MASC;SG
multi	multi	multi	mult	N;MASC;SG	N;NOM;MASC;SG
massas	cestoviny	massa	cestovina	N;FEM;PL	N;NOM;FEM;PL
massas	hmotností	massa	hmotnosť	N;FEM;PL	N;NOM;FEM;PL
massas	hmotnosti	massa	hmotnosť	N;FEM;PL	N;NOM;FEM;PL
massas	masy	massa	masy	N;FEM;PL	N;NOM;FEM;PL
massas	rezance	massa	rezanec	N;FEM;PL	N;INAN;NOM;MASC;PL
marta	marta	marta	marta	N;FEM;SG	N;NOM;FEM;SG
marta	marta	marta	marta	N;FEM;SG	N;NOM;FEM;SG
marta	martha	marta	martha	N;FEM;SG	N;NOM;FEM;SG
gospel	evanjelium	gospel	evanjelium	N;MASC;SG	N;NOM;NEUT;SG
assegurar	zaistiť	assegurar	zaistiť	V;NFIN	V;PFV;POS;NFIN
assegurar	zabezpečiť	assegurar	zabezpečiť	V;NFIN	V;PFV;POS;NFIN
provocou	vyprovokoval	provocar	vyprovokovať	V;IND;SG;3;PST;FIN	V;ANIM;MASC;SG;POS;PST;V.PTCP
provocou	vyvolala	provocar	vyvolať	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
legais	právne	legal	právny	ADJ;MASC;PL	ADJ;NOM;NEUT;PL
mineira	banská	mineira	banský	N;FEM;SG	N;NOM;FEM;SG
mineira	ťažbu	mineira	ťažba	N;FEM;SG	N;ACC;FEM;SG
mineira	ťažba	mineira	ťažba	N;FEM;SG	N;NOM;FEM;SG
naturalmente	prirodzene	naturalmente	prirodzene	ADV	ADV
horta	záhrade	horta	záhrada	N;FEM;SG	N;DAT;FEM;SG
horta	záhrada	horta	záhrada	N;FEM;SG	N;NOM;FEM;SG
madrugada	úsvitu	madrugada	úsvit	N;FEM;SG	N;INAN;GEN;MASC;SG
madrugada	úsvit	madrugada	úsvit	N;FEM;SG	N;INAN;NOM;MASC;SG
amostra	vzorku	amostra	vzork	N;FEM;SG	N;ACC;FEM;SG
amostra	vzorka	amostra	vzorka	N;FEM;SG	N;NOM;FEM;SG
amostra	ukážka	amostra	ukážka	N;FEM;SG	N;NOM;FEM;SG
vegetal	rastlinné	vegetal	rastlinný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vegetal	rastlinného	vegetal	rastlinný	ADJ;MASC;SG	ADJ;GEN;NEUT;SG
vegetal	zeleninové	vegetal	zeleninový	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
estabelecimentos	prevádzky	estabelecimento	prevádzka	N;MASC;PL	N;NOM;FEM;PL
correr	spustiť	correr	spustiť	V;NFIN	V;PFV;POS;NFIN
empregado	zamestnanec	empregado	zamestnanec	N;MASC;SG	N;ANIM;NOM;MASC;SG
empregado	zamestnanca	empregado	zamestnanec	N;MASC;SG	N;ANIM;ACC;MASC;SG
empregado	čašník	empregado	čašník	N;MASC;SG	N;ANIM;NOM;MASC;SG
funk	funk	funk	funk	N;MASC;SG	N;INAN;NOM;MASC;SG
estabilidade	stabilita	estabilidade	stabilita	N;FEM;SG	N;NOM;FEM;SG
estabilidade	stabilitu	estabilidade	stabilita	N;FEM;SG	N;ACC;FEM;SG
estabilidade	stálosť	estabilidade	stálosť	N;FEM;SG	N;NOM;FEM;SG
escultor	sochár	escultor	sochár	N;MASC;SG	N;ANIM;NOM;MASC;SG
horizontal	horizontálny	horizontal	horizontálny	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
horizontal	horizontálna	horizontal	horizontálny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
magic	mágia	magic	mágia	N;MASC;SG	N;NOM;FEM;SG
magic	kúzlo	magic	kúzlo	N;MASC;SG	N;NOM;NEUT;SG
sensação	pocit	sensação	pocit	N;FEM;SG	N;INAN;NOM;MASC;SG
sensação	cítenie	sensação	cítenie	N;FEM;SG	N;NOM;NEUT;SG
permanecendo	zostať	permanecer	zostať	V;V.MSDR	V;PFV;POS;NFIN
permanecendo	zostáva	permanecer	zostávať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
poetas	básnici	poeta	básnik	N;MASC;PL	N;ANIM;NOM;MASC;PL
efetivamente	efektívne	efetivamente	efektívny	ADV	ADV
efetivamente	účinne	efetivamente	účinne	ADV	ADV
samurai	samuraj	samurai	samuraj	N;MASC;SG	N;ANIM;NOM;MASC;SG
espectro	prízrak	espectro	prízrak	N;MASC;SG	N;INAN;NOM;MASC;SG
espectro	spektrum	espectro	spektrum	N;MASC;SG	N;INAN;NOM;MASC;SG
anunciada	oznámil	anunciar	oznámiť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anunciada	oznámila	anunciar	oznámiť	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
fósseis	fosílie	fóssil	fosílie	N;MASC;PL	N;NOM;FEM;PL
sra	pani	sra	pani	N;FEM;SG	N;NOM;FEM;SG
catalunha	katalánsku	catalunha	katalánsky	N;FEM;SG	N;ACC;FEM;SG
puro	čistú	puro	čistý	ADJ;MASC;SG	ADJ;ACC;FEM;SG
puro	čistá	puro	čistý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
puro	čistý	puro	čistý	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
puro	čisté	puro	čistý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
iugoslávia	juhosláviu	iugoslávia	juhoslávia	N;FEM;SG	N;ACC;FEM;SG
conquistado	zvíťazil	conquistar	zvíťaziť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
cuidados	starostlivosti	cuidado	starostlivosť	N;MASC;PL	N;NOM;FEM;PL
barras	bary	barra	bara	N;FEM;PL	N;NOM;FEM;PL
barras	mreže	barra	mreže	N;FEM;PL	N;INAN;NOM;MASC;PL
barras	tyčinky	barra	tyčinka	N;FEM;PL	N;NOM;FEM;PL
barras	tyče	barra	tyče	N;FEM;PL	N;NOM;FEM;PL
slam	slam	slam	slam	N;MASC;SG	N;INAN;NOM;MASC;SG
tive	malo	ter	mať	V;IND;SG;1;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
tive	nemal	ter	mať	V;IND;SG;1;PST;FIN	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
tive	mal	ter	mať	V;IND;SG;1;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tive	mala	ter	mať	V;IND;SG;1;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
núcleos	jadrá	núcleo	jadrý	N;MASC;PL	N;NOM;NEUT;PL
mudando	mením	mudar	meniť	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN
mudando	menia	mudar	meniť	V;V.MSDR	V;IPFV;IND;PL;3;POS;PRS;FIN
arsenal	arsenal	arsenal	arsenať	N;MASC;SG	N;INAN;NOM;MASC;SG
turcos	turci	turco	turec	N;MASC;PL	N;ANIM;NOM;MASC;PL
colina	kopci	colina	kopec	N;FEM;SG	N;INAN;ESS;MASC;SG
colina	kopca	colina	kopec	N;FEM;SG	N;INAN;GEN;MASC;SG
colina	kopec	colina	kopec	N;FEM;SG	N;INAN;NOM;MASC;SG
farol	majáku	farol	maják	N;MASC;SG	N;INAN;GEN;MASC;SG
farol	maják	farol	maják	N;MASC;SG	N;INAN;NOM;MASC;SG
farol	svetlomet	farol	svetlomet	N;MASC;SG	N;NOM;NEUT;SG
farol	svetlometu	farol	svetlomet	N;MASC;SG	N;NOM;NEUT;SG
farol	maják	farol	maják	N;MASC;SG	N;INAN;NOM;MASC;SG
conselhos	rady	conselho	rada	N;MASC;PL	N;NOM;FEM;PL
parou	prestalo	parar	prestať	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;POS;PST;V.PTCP
bombas	čerpadiel	bomba	čerpadlo	N;FEM;PL	N;GEN;NEUT;PL
bombas	pumpy	bomba	pumpa	N;FEM;PL	N;NOM;FEM;PL
bombas	čerpadlá	bomba	čerpadlo	N;FEM;PL	N;NOM;NEUT;PL
bombas	bomby	bomba	bomba	N;FEM;PL	N;NOM;FEM;PL
equipas	tímov	equipa	tím	N;FEM;PL	N;INAN;GEN;MASC;PL
equipas	tímy	equipa	tím	N;FEM;PL	N;INAN;NOM;MASC;PL
escocês	škótska	escocês	škótsky	N;MASC;SG	N;NOM;FEM;SG
debates	debaty	debate	debata	N;MASC;PL	N;NOM;FEM;PL
debates	rozpravy	debate	rozprava	N;MASC;PL	N;NOM;FEM;PL
debates	diskusie	debate	diskusie	N;MASC;PL	N;NOM;FEM;PL
acusação	obvinenie	acusação	obvinenie	N;FEM;SG	N;NOM;NEUT;SG
acusação	obžaloba	acusação	obžaloba	N;FEM;SG	N;NOM;FEM;SG
acusação	žaloba	acusação	žaloba	N;FEM;SG	N;NOM;FEM;SG
acusação	obvinenie	acusação	obvinenie	N;FEM;SG	N;NOM;NEUT;SG
acusação	obžaloba	acusação	obžaloba	N;FEM;SG	N;NOM;FEM;SG
acusação	stíhanie	acusação	stíhanie	N;FEM;SG	N;NOM;NEUT;SG
acusação	žaloba	acusação	žaloba	N;FEM;SG	N;NOM;FEM;SG
investigações	vyšetrovania	investigação	vyšetrovanie	N;FEM;PL	N;NOM;NEUT;PL
investigações	vyšetrenia	investigação	vyšetrenie	N;FEM;PL	N;NOM;NEUT;PL
adequada	riadna	adequado	riaden	ADJ;FEM;SG	ADJ;NOM;FEM;SG
adequada	riadny	adequado	riadny	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
adequada	primeraný	adequado	primeraný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
adequada	primeraná	adequado	primeraný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
adequada	primerané	adequado	primeraný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
adequada	vhodný	adequado	vhodný	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
adequada	vhodné	adequado	vhodný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
adequada	vhodná	adequado	vhodný	ADJ;FEM;SG	ADJ;NOM;FEM;SG
adequada	vhodnú	adequado	vhodný	ADJ;FEM;SG	ADJ;ACC;FEM;SG
misericórdia	zľutovanie	misericórdia	zľutovanie	N;FEM;SG	N;NOM;NEUT;SG
misericórdia	milosrdenstvo	misericórdia	milosrdenstvo	N;FEM;SG	N;NOM;NEUT;SG
misericórdia	milosť	misericórdia	milosť	N;FEM;SG	N;NOM;FEM;SG
mínimos	minimá	mínimo	minimý	N;MASC;PL	N;INAN;NOM;MASC;PL
guiana	guyana	guiana	guyan	N;FEM;SG	N;NOM;FEM;SG
make	make	make	maka	N;FEM;SG	N;VOC;FEM;SG
esquadrão	letka	esquadrão	letka	N;MASC;SG	N;NOM;FEM;SG
esquadrão	oddiel	esquadrão	oddlieť	N;MASC;SG	N;INAN;NOM;MASC;SG
esquadrão	jednotka	esquadrão	jednotka	N;MASC;SG	N;NOM;FEM;SG
esquadrão	squad	esquadrão	squad	N;MASC;SG	N;INAN;NOM;MASC;SG
esquadrão	čata	esquadrão	čata	N;MASC;SG	N;NOM;FEM;SG
esquadrão	komando	esquadrão	komando	N;MASC;SG	N;NOM;NEUT;SG
esquadrão	družstvo	esquadrão	družstvo	N;MASC;SG	N;NOM;NEUT;SG
registo	register	registo	register	N;MASC;SG	N;INAN;NOM;MASC;SG
registo	registrácia	registo	registrácia	N;MASC;SG	N;NOM;FEM;SG
registo	register	registo	register	N;MASC;SG	N;INAN;NOM;MASC;SG
registo	registrácia	registo	registrácia	N;MASC;SG	N;NOM;FEM;SG
registo	registráciu	registo	registrácia	N;MASC;SG	N;ACC;FEM;SG
governante	vládca	governante	vládca	N;MASC;SG	N;ANIM;NOM;MASC;SG
governante	vládcu	governante	vládca	N;MASC;SG	N;ANIM;ACC;MASC;SG
piratas	piráti	pirata	pirát	N;MASC;PL	N;ANIM;NOM;MASC;PL
piratas	pirátov	pirata	pirát	N;MASC;PL	N;ANIM;ACC;MASC;PL
corredor	bežec	corredor	bežec	N;MASC;SG	N;ANIM;NOM;MASC;SG
corredor	chodba	corredor	chodba	N;MASC;SG	N;NOM;FEM;SG
corredor	chodbe	corredor	chodba	N;MASC;SG	N;DAT;FEM;SG
corredor	chodbu	corredor	chodba	N;MASC;SG	N;ACC;FEM;SG
corredor	chodba	corredor	chodba	N;MASC;SG	N;NOM;FEM;SG
corredor	koridor	corredor	koridor	N;MASC;SG	N;INAN;NOM;MASC;SG
corredor	ulička	corredor	ulička	N;MASC;SG	N;NOM;FEM;SG
corredor	uličke	corredor	ulička	N;MASC;SG	N;DAT;FEM;SG
kingdom	kráľovstvo	kingdom	kráľovstvo	N;MASC;SG	N;NOM;NEUT;SG
vizinho	sused	vizinho	sused	N;MASC;SG	N;ANIM;NOM;MASC;SG
vizinho	suseda	vizinho	sused	N;MASC;SG	N;ANIM;ACC;MASC;SG
vizinho	susedka	vizinho	susedka	N;MASC;SG	N;NOM;FEM;SG
vizinho	sused	vizinho	sused	N;MASC;SG	N;ANIM;NOM;MASC;SG
vizinho	susedka	vizinho	susedka	N;MASC;SG	N;NOM;FEM;SG
vizinho	suseda	vizinho	sused	N;MASC;SG	N;ANIM;ACC;MASC;SG
vestígios	stopy	vestígio	stopa	N;MASC;PL	N;NOM;FEM;PL
vestígios	stôp	vestígio	stôp	N;MASC;PL	N;GEN;FEM;PL
vestígios	stopy	vestígio	stopa	N;MASC;PL	N;NOM;FEM;PL
sandra	sandra	sandra	sandra	N;FEM;SG	N;NOM;FEM;SG
profundo	hlboké	profundo	hlboký	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
clipes	svorky	clipe	svorka	N;MASC;PL	N;NOM;FEM;PL
clipes	klipy	clipe	klipa	N;MASC;PL	N;INAN;NOM;MASC;PL
tanques	nádrže	tanque	nádrža	N;MASC;PL	N;NOM;FEM;PL
tanques	tanky	tanque	tanka	N;MASC;PL	N;INAN;NOM;MASC;PL
tanques	cisterny	tanque	cisterny	N;MASC;PL	N;NOM;FEM;PL
gerente	vedúci	gerente	vedúci	N;MASC;SG	N;ANIM;NOM;MASC;SG
gerente	manažér	gerente	manažér	N;MASC;SG	N;ANIM;NOM;MASC;SG
gerente	správca	gerente	správca	N;MASC;SG	N;ANIM;NOM;MASC;SG
reconhecer	rozoznať	reconhecer	rozoznať	V;NFIN	V;PFV;POS;NFIN
reconhecer	spoznal	reconhecer	spoznať	V;NFIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
reconhecer	rozpoznať	reconhecer	rozpoznať	V;NFIN	V;PFV;POS;NFIN
reconhecer	uznávať	reconhecer	uznávať	V;NFIN	V;IPFV;POS;NFIN
reconhecer	rozpoznať	reconhecer	rozpoznať	V;NFIN	V;PFV;POS;NFIN
reconhecer	uznať	reconhecer	uznať	V;NFIN	V;PFV;POS;NFIN
reconhecer	priznať	reconhecer	priznať	V;NFIN	V;PFV;POS;NFIN
reconhecer	uznať	reconhecer	uznať	V;NFIN	V;PFV;POS;NFIN
atrações	atrakcie	atração	atrakcia	N;FEM;PL	N;NOM;FEM;PL
atrações	zaujímavosti	atração	zaujímavosť	N;FEM;PL	N;NOM;FEM;PL
prazer	potešenie	prazer	potešenie	N;MASC;SG	N;NOM;NEUT;SG
prazer	radosť	prazer	radosť	N;MASC;SG	N;NOM;FEM;SG
avisado	varovala	avisar	varovať	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
avisado	varoval	avisar	varovať	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
actor	herec	actor	herec	N;MASC;SG	N;ANIM;NOM;MASC;SG
actor	herca	actor	herec	N;MASC;SG	N;ANIM;ACC;MASC;SG
assinar	odoberať	assinar	odoberať	V;NFIN	V;IPFV;POS;NFIN
assinar	prihlásiť	assinar	prihlásiť	V;NFIN	V;PFV;POS;NFIN
assinar	podpísať	assinar	podpísať	V;NFIN	V;PFV;POS;NFIN
ofereceu	ponúkol	oferecer	ponúknuť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
intelectuais	intelektuálov	intelectual	intelektuál	N;MASC;PL	N;INAN;GEN;MASC;PL
caridade	charitu	caridade	charita	N;FEM;SG	N;ACC;FEM;SG
caridade	charita	caridade	charita	N;FEM;SG	N;NOM;FEM;SG
pistas	dráhy	pista	dráha	N;FEM;PL	N;NOM;FEM;PL
pistas	svahoch	pista	svah	N;FEM;PL	N;INAN;INS;MASC;PL
pistas	stopy	pista	stopa	N;FEM;PL	N;NOM;FEM;PL
pistas	indície	pista	indícia	N;FEM;PL	N;NOM;FEM;PL
cordilheira	rozsah	cordilheira	rozsah	N;FEM;SG	N;INAN;NOM;MASC;SG
cordilheira	rozpätie	cordilheira	rozpätie	N;FEM;SG	N;NOM;NEUT;SG
cordilheira	rozsahu	cordilheira	rozsah	N;FEM;SG	N;INAN;GEN;MASC;SG
cordilheira	cordillera	cordilheira	cordillera	N;FEM;SG	N;INAN;GEN;MASC;SG
presa	zasekol	presa	zaseknúť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
presa	uviazol	presa	uviaznuť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
internacionalmente	medzinárodne	internacionalmente	medzinárodne	ADV	ADV
noites	noci	noite	noc	N;FEM;PL	N;NOM;FEM;PL
noites	nocí	noite	noc	N;FEM;PL	N;NOM;FEM;PL
noites	večery	noite	večer	N;FEM;PL	N;INAN;NOM;MASC;PL
departamentos	oddelenia	departamento	oddelenie	N;MASC;PL	N;NOM;NEUT;PL
departamentos	útvary	departamento	útvar	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	člny	barco	člna	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	člnov	barco	čln	N;MASC;PL	N;INAN;GEN;MASC;PL
barcos	lode	barco	loď	N;MASC;PL	N;NOM;FEM;PL
arredores	okolia	arredores	okolie	N;MASC;PL	N;NOM;NEUT;PL
malta	malta	malta	malta	N;FEM;SG	N;NOM;FEM;SG
oponente	súper	oponente	súper	N;MASC;SG	N;INAN;NOM;MASC;SG
oponente	protivník	oponente	protivník	N;MASC;SG	N;ANIM;NOM;MASC;SG
dublagem	dabing	dublagem	dabing	N;FEM;SG	N;INAN;NOM;MASC;SG
hunter	hunter	hunter	hunter	N;MASC;SG	N;INAN;NOM;MASC;SG
hunter	lovec	hunter	lovec	N;MASC;SG	N;ANIM;NOM;MASC;SG
iniciando	začína	iniciar	začínať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
iniciando	začíname	iniciar	začínať	V;V.MSDR	V;IPFV;IND;PL;1;POS;PRS;FIN
forest	les	forest	les	N;MASC;SG	N;INAN;NOM;MASC;SG
consideração	zváženie	consideração	zváženie	N;FEM;SG	N;NOM;NEUT;SG
consideração	úvaha	consideração	úvaha	N;FEM;SG	N;NOM;FEM;SG
visitou	navštívil	visitar	navštíviť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
visitou	navštívila	visitar	navštíviť	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
