kategória	kategori	kategória	kategori	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
družstiev	kooperativer	družstvo	kooperativ	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
dôležité	vigtig	dôležitý	vigtig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
dôležité	vigtigt	dôležitý	vigtig	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
charakter	tegn	charakter	tegn	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
charakter	karakter	charakter	karakter	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
charakter	natur	charakter	natur	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
charakter	naturen	charakter	natur	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
charakter	art	charakter	art	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
spočiatku	oprindeligt	spočiatku	oprindeligt	ADV	ADV
spočiatku	oprindelig	spočiatku	oprindelig	ADV	ADV
geografia	geografi	geografia	geografi	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kraja	herredet	kraj	herredet	N;INAN;GEN;MASC;SG	N;DEF;NEUT;SG
osoby	personer	osoba	person	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
motory	motorer	motor	motor	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
motory	motorerne	motor	motor	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
motory	motorer	motor	motor	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
typy	typerne	typ	type	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
typy	typer	typ	type	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
provence	provence	provenec	provence	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
body	punkterne	boda	punkt	N;NOM;FEM;PL	N;DEF;NEUT;PL
body	pointer	boda	pointer	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
body	punkter	boda	punkt	N;NOM;FEM;PL	N;INDF;NEUT;PL
starý	gammelt	starý	gammel	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
starý	gammel	starý	gammel	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
krátky	kort	krátky	kort	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;SG
krátky	kortfattet	krátky	kortfattet	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;SG
otvorená	åbent	otvorený	åben	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;NEUT;SG
otvorená	åben	otvorený	åben	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;MASC+FEM;SG
záujem	rente	záujem	rente	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
záujem	interesse	záujem	interesse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
talianska	italiener	taliansky	italiener	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
grécky	græsk	grécky	græsk	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;SG
postavenie	status	postavenie	status	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
postavenie	statussen	postavenie	statusse	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
postavenie	position	postavenie	position	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
postavenie	stilling	postavenie	stilling	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
postavenie	holdning	postavenie	holdning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
colspan	colspan	colspan	colspan	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hautes	hautes	hautes	haute	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vytvoriť	opretter	vytvoriť	oprette	V;PFV;POS;NFIN	V;IND;PRS;FIN;ACT
vytvoriť	oprette	vytvoriť	oprette	V;PFV;POS;NFIN	V;NFIN;ACT
vytvoriť	opret	vytvoriť	opre	V;PFV;POS;NFIN	V;IMP
vytvoriť	konstruere	vytvoriť	konstruere	V;PFV;POS;NFIN	V;NFIN;ACT
riešenie	løsning	riešenie	løsning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
riešenie	opløsning	riešenie	opløsning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
držitelia	indehavere	držiteľ	indehaver	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
windows	windows	windows	windows	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kláštor	klostret	kláštor	klostret	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
kláštor	kloster	kláštor	kloste	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
kláštor	klosteret	kláštor	klostere	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
kláštor	kloster	kláštor	kloste	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
kláštor	kloster	kláštor	kloste	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
jazyku	sprog	jazyk	sprog	N;INAN;DAT;MASC;SG	N;INDF;NEUT;SG
jazyku	sproget	jazyk	sprog	N;INAN;DAT;MASC;SG	N;DEF;NEUT;SG
útok	angrebet	útok	angreb	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
útok	angriber	útok	angriber	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
útok	angreb	útok	angreb	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
útok	overgreb	útok	overgreb	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
útok	overfald	útok	overfald	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
útok	angreb	útok	angreb	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
web	website	web	website	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
web	hjemmeside	web	hjemmeside	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
web	webside	web	webside	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
web	hjemmesiden	web	hjemmeside	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
web	websted	web	websted	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
web	web	web	web	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
web	www	web	www	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
web	spind	web	spind	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
rakúska	østriger	rakúska	østrig	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
noci	aftener	noc	aften	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
noci	nætter	noc	nætte	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
súvislosti	sammenhæng	súvislosť	sammenhæng	N;NOM;FEM;PL	N;INDF
krát	tidspunkter	krát	tidspunkt	N;NOM;MASC;PL	N;INDF;NEUT;PL
krát	gange	krát	gang	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
krát	tiderne	krát	tid	N;NOM;MASC;PL	N;DEF;MASC+FEM;PL
krát	tider	krát	tid	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
zmluvy	kontrakter	zmluva	kontrakt	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zmluvy	aftaler	zmluva	aftale	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zmluvy	traktater	zmluva	traktat	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zmluvy	traktaterne	zmluva	traktat	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
úrovni	niveau	úroveň	niveau	N;DAT;FEM;SG	N;INDF;NEUT;SG
úrovni	plan	úroveň	plan	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
úrovni	level	úroveň	level	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
tvorbe	dannelse	tvorba	dannelse	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
tvorbe	formation	tvorba	formation	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
tvorbe	stiftelse	tvorba	stiftelse	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
veda	naturvidenskab	veda	naturvidenskab	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
veda	videnskab	veda	videnskab	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dlho	længe	dlho	længe	ADV	ADV
posádky	besætningerne	posádka	besætning	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
posádky	besætninger	posádka	besætning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
kalifornia	californien	kalifornie	californi	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
metal	metal	metať	metal	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
menšie	mindre	malý	mindre	ADV;CMPR	ADV;CMPR
menšie	mindre	malý	mindre	ADV;CMPR	ADV;CMPR
patril	tilhørt	patriť	tilhøre	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
patril	tilhørte	patriť	tilhøre	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
sedem	syv	sedem	syv	NUM;NOM;NEUT;SG	NUM
kilometrov	kilometer	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
kilometrov	kilometer	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
ocenenia	tildelinger	ocenenie	tildeling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ocenenia	præmier	ocenenie	præmie	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ocenenia	vurderinger	ocenenie	vurdering	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
tímy	holdene	tím	holde	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
tímy	teams	tím	teams	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
tvorba	skabelse	tvorba	skabelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tvorba	oprettelse	tvorba	oprettelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tvorba	dannelse	tvorba	dannelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tvorba	formation	tvorba	formation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tvorba	stiftelse	tvorba	stiftelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
názory	meninger	názor	mening	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
názory	udtalelser	názor	udtalelse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
názory	visninger	názor	visning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
názory	synspunkter	názor	synspunkt	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
republike	republik	republika	republik	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
republike	republikken	republika	republik	N;DAT;FEM;SG	N;DEF;MASC+FEM;SG
septembri	september	september	september	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kultúrne	kulturel	kultúrny	kulturel	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
lietadla	luftfartøjer	lietadlo	luftfartøje	N;NOM;NEUT;PL	N;INDF;NEUT;PL
januári	januar	január	januar	N;INAN;ESS;MASC;SG	N;INDF;MASC+FEM;SG
rodine	familien	rodina	familie	N;DAT;FEM;SG	N;DEF;MASC+FEM;SG
rodine	familie	rodina	familie	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
majster	mester	majster	mester	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
majster	herre	majster	herre	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
priemer	diameter	priemer	diameter	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
priemer	gennemsnit	priemer	gennemsnit	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
priemer	middelværdi	priemer	middelværdi	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
dolina	dal	dolina	dal	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dolina	valley	dolina	valley	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dolina	dalen	dolina	dal	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
dolina	dolina	dolina	dolina	N;NOM;FEM;SG	N;INDF;NEUT;SG
rakety	missiler	raketa	missil	N;NOM;FEM;PL	N;INDF;NEUT;PL
rakety	raketter	raketa	raket	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
rakety	raketterne	raketa	raket	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
nálezy	undersøgelsesresultater	nález	undersøgelsesresultat	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
hora	bjerget	hora	bjerge	N;NOM;FEM;SG	N;DEF;NEUT;SG
hora	bjerg	hora	bjerg	N;NOM;FEM;SG	N;INDF;NEUT;SG
práv	rettigheder	právo	rettighed	N;GEN;NEUT;PL	N;INDF;MASC+FEM;PL
súvisiace	tilhørende	súvisiaci	tilhørende	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ
auguste	august	augusta	august	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
konkrétne	specifik	konkrétny	specifik	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
konkrétne	konkret	konkrétny	konkret	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
hory	bjergene	hory	bjerg	N;NOM;FEM;PL	N;DEF;NEUT;PL
hory	bjerge	hory	bjerg	N;NOM;FEM;PL	N;INDF;NEUT;PL
nemecká	tysk	nemecko	tysk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
trón	tronen	trón	trone	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
trón	trone	trón	trone	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
link	link	link	link	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
link	linket	link	linke	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
ochranu	beskyttelse	ochrana	beskyttelse	N;ACC;FEM;SG	N;INDF;MASC+FEM;SG
pôvodný	originalt	pôvodný	originalt	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
pôvodný	original	pôvodný	original	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
vojsk	tropperne	vojsko	trop	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
vojsk	tropper	vojsko	troppe	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
sonda	sonde	sonda	sonde	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
sonda	sonden	sonda	sond	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
objavili	opdagede	objaviť	opdage	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
divízie	divisioner	divízia	division	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
divízie	afdelinger	divízia	afdeling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
symbol	symbol	symbol	symbol	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
symbol	symbolet	symbol	symbol	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
spája	forener	spáj	forene	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
posádka	besætningen	posádka	besætning	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
posádka	mandskab	posádka	mandskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
posádka	besætning	posádka	besætning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
materiál	materiale	materiál	materiale	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
materiál	materiel	materiál	materiel	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
materiál	materiale	materiál	materiale	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
amerike	amerika	amerika	amerika	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
rukou	hånd	ruka	hånd	N;INS;FEM;SG	N;INDF;MASC+FEM;SG
marci	marts	marec	marts	N;INAN;ESS;MASC;SG	N;INDF;MASC+FEM;SG
marci	march	marec	march	N;INAN;ESS;MASC;SG	N;INDF;MASC+FEM;SG
forma	formular	forma	formular	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
forma	blanket	forma	blanke	N;NOM;FEM;SG	N;INDF;NEUT;SG
forma	form	forma	form	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
forma	formen	forma	formen	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
kariéra	karriere	kariéra	karriere	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kariéra	karrieren	kariéra	karriere	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
kariéra	karriere	kariéra	karriere	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kariéra	karriereforløb	kariéra	karriereforløb	N;NOM;FEM;SG	N;INDF;NEUT;SG
severnom	nordlig	severný	nordlig	ADJ;ESS;NEUT;SG	ADJ;INDF;MASC+FEM;SG
slovakia	slovakiet	slovakie	slovakium	N;NOM;NEUT;SG	N;DEF;NEUT;SG
texty	tekster	text	tekster	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
texty	tekster	text	tekster	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
dni	dage	deň	dag	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
sondy	sonder	sonda	sond	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
známi	bekendte	známy	bekendt	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
známi	bekendtskaber	známy	bekendtskab	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;PL
choroby	sygdomme	choroba	sygdom	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
choroby	sygdomme	choroba	sygdom	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
siete	redskaber	sieť	redskab	N;NOM;FEM;PL	N;INDF;NEUT;PL
siete	netværker	sieť	netværke	N;NOM;FEM;PL	N;INDF;NEUT;PL
jadro	kernen	jadro	kerne	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
jadro	kerne	jadro	kerne	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
jadro	kerne	jadro	kerne	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
jadro	kernen	jadro	kerne	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
jadro	kerne	jadro	kerne	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	anordning	zariadenie	anordning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	apparat	zariadenie	apparat	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zariadenie	enhed	zariadenie	enhed	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	udstyr	zariadenie	udstyr	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zariadenie	montering	zariadenie	montering	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	installering	zariadenie	installering	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	installation	zariadenie	installation	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	anlæg	zariadenie	anlæg	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zariadenie	facilitet	zariadenie	facilitet	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zariadenie	faciliteten	zariadenie	facilitet	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
okruhu	kredsløbet	okruh	kredsløb	N;INAN;GEN;MASC;SG	N;DEF;NEUT;SG
okruhu	kredsløb	okruh	kredsløb	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
nezávislosť	uafhængighed	nezávislosť	uafhængighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
nezávislosť	selvstændighed	nezávislosť	selvstændighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
nezávislosť	uafhængigheden	nezávislosť	uafhængighed	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
federácia	forbund	federácia	forbund	N;NOM;FEM;SG	N;INDF;NEUT;SG
federácia	føderation	federácia	føderation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
federácia	federation	federácia	federation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
federácia	føderationen	federácia	føderation	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ciest	veje	ciesto	vej	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
prípadoch	sager	prípad	sag	N;INAN;INS;MASC;PL	N;INDF;MASC+FEM;PL
decembri	december	december	december	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
voľby	muligheder	voľba	mulighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
voľby	indstillinger	voľba	indstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
voľby	valgmuligheder	voľba	valgmulighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
možnosti	muligheder	možnosť	mulighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
možnosti	mulighederne	možnosť	mulighed	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
možnosti	muligheder	možnosť	mulighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
možnosti	indstillinger	možnosť	indstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
možnosti	valgmuligheder	možnosť	valgmulighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
prečo	hvorfor	prečo	hvorfor	ADV	ADV
medzinárodných	internationale	medzinárodný	international	ADJ;GEN;MASC;PL	ADJ;PL
zápis	notation	zápis	notation	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zápis	alarm	zápis	alarm	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zápis	varsling	zápis	varsling	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zápis	indberetning	zápis	indberetning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
filmov	film	film	film	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
obyvateľstvo	befolkningen	obyvateľstvo	befolkning	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
obyvateľstvo	indbyggertal	obyvateľstvo	indbyggertal	N;NOM;NEUT;SG	N;INDF;NEUT;SG
obyvateľstvo	befolkning	obyvateľstvo	befolkning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
riaditeľ	direktør	riaditeľ	direktør	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
riaditeľ	instruktør	riaditeľ	instruktør	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
riaditeľ	direktøren	riaditeľ	direktør	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
riaditeľ	bestyrelsesmedlem	riaditeľ	bestyrelsesmedlem	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
riaditeľ	hovedstol	riaditeľ	hovedstol	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
riaditeľ	hovedstolen	riaditeľ	hovedstol	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
riaditeľ	rektor	riaditeľ	rektor	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
sieť	net	sieť	ne	N;NOM;FEM;SG	N;INDF;NEUT;SG
sieť	gitter	sieť	gitter	N;NOM;FEM;SG	N;INDF;NEUT;SG
sieť	nettet	sieť	net	N;NOM;FEM;SG	N;DEF;NEUT;SG
sieť	net	sieť	ne	N;NOM;FEM;SG	N;INDF;NEUT;SG
sieť	netværket	sieť	netværk	N;NOM;FEM;SG	N;DEF;NEUT;SG
sieť	netværk	sieť	netværk	N;NOM;FEM;SG	N;INDF;NEUT;SG
zakladateľ	grundlægger	zakladateľ	grundlægge	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rastliny	planter	rastlina	planter	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
line	streg	lina	strige	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
line	linje	lina	linje	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
line	linie	lina	linie	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
pokračoval	fortsatte	pokračovať	fortsætte	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PST;V.PTCP
pozície	stillinger	pozícia	stilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
pozície	positioner	pozícia	position	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
pozície	holdninger	pozícia	holdning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
spomína	omtaler	spomínať	omtale	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
spomína	nævner	spomínať	nævne	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
vety	vendinger	veta	vending	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vety	sætninger	veta	sætning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vety	sætninger	veta	sætning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
veže	tårnene	veža	tå	N;NOM;FEM;PL	N;DEF;NEUT;PL
veže	tårne	veža	tå	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
novembri	november	november	november	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kusov	stykker	kus	stykke	N;INAN;GEN;MASC;PL	N;INDF;NEUT;PL
kusov	brikker	kus	brik	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
kusov	stumper	kus	stump	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
hlasov	afstemninger	hlas	afstemning	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
hlasov	stemmer	hlas	stemme	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
hlasov	stemmer	hlas	stemme	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
olympijské	olympisk	olympijský	olympisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
manželky	koner	manželka	kone	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
manželky	hustruer	manželka	hustrue	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
firma	firma	firm	firma	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	selskab	firm	selskab	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	firma	firm	firma	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	kompagni	firm	kompagni	N;NOM;FEM;SG	N;INDF;NEUT;SG
firma	virksomhed	firm	virksomhed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
štart	start	štart	start	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štart	opstart	štart	opstart	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štart	opsendelse	štart	opsendelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štart	lancering	štart	lancering	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
štart	affyring	štart	affyring	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
stanici	station	stanica	station	N;DAT;FEM;SG	N;INDF;MASC+FEM;SG
stanici	stationen	stanica	station	N;DAT;FEM;SG	N;DEF;MASC+FEM;SG
časopisu	bladet	časopis	blad	N;INAN;GEN;MASC;SG	N;DEF;NEUT;SG
