som	wie	som	wie	ADP	ADP
listen	aufstellung	list	aufstellingen	N;DEF;MASC;SG	N;NOM;FEM;SG
dyr	tier	dyr	Tier	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hjem	haus	hjem	haus	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hjem	heimat	hjem	heimat	N;INDF;NEUT;SG	N;FEM;SG
historisk	historisches	historisk	historisch	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
historisk	altstadt	historisk	altstadt	ADJ;INDF;NEUT;SG	ADJ
historisk	historischen	historisk	historisch	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
historisk	geschichtlich	historisk	geschichtlich	ADJ;INDF;NEUT;SG	ADJ
historisk	historisch	historisk	historisch	ADJ;INDF;NEUT;SG	ADJ
historisk	historisches	historisk	historisch	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
historisk	historischen	historisk	historisch	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
vestlige	westlich	vestlig	westlich	ADJ;PL	ADJ
vestlige	westliche	vestlig	westlich	ADJ;PL	ADJ;NOM;FEM;PL
system	system	system	system	N;INDF;NEUT;SG	N;NOM;NEUT;SG
system	systeme	system	system	N;INDF;NEUT;SG	N;NOM
system	system	system	system	N;INDF;NEUT;SG	N;NOM;NEUT;SG
offentlig	öffentlicher	offentlig	öffentlich	ADJ;INDF;NEUT;SG	ADJ
offentlig	öffentlichkeit	offentlig	öffentlichkeit	ADJ;INDF;NEUT;SG	ADJ
offentlig	öffentlich	offentlig	öffentlich	ADJ;INDF;NEUT;SG	ADJ
offentlig	öffentlich	offentlig	öffentlich	ADJ;INDF;NEUT;SG	ADJ
huset	haus	hus	haus	N;DEF;NEUT;SG	N;NOM;NEUT;SG
årlig	jährlich	årlig	jährlich	ADJ;INDF;NEUT;SG	ADJ
årlig	jährlich	årlig	jährlich	ADJ;INDF;NEUT;SG	ADJ
årlig	jährlichen	årlig	jährlich	ADJ;INDF;NEUT;SG	ADJ
trenger	benötigen	trenger	benötigen	V;IND;PRS;FIN	V;NFIN
trenger	benötigt	trenger	benötigen	V;IND;PRS;FIN	V;V.PTCP
trenger	brauchen	trenger	brauchen	V;IND;PRS;FIN	V;NFIN
trenger	brauch	trenger	brauch	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
enda	noch	enda	noch	ADV	ADV
enda	doch	enda	doch	ADV	ADV
enda	trotzdem	enda	trotzdem	ADV	ADV
enda	dennoch	enda	dennoch	ADV	ADV
faktisk	genaugenommen	faktisk	genaugenommen	ADJ;INDF;NEUT;SG	ADJ;V.PTCP
faktisk	tatsächlich	faktisk	tatsächlich	ADJ;INDF;NEUT;SG	ADJ
hæren	armee	hær	arme	N;DEF;MASC;SG	N;NOM;FEM;SG
vokste	wuchs	vokst	wachsen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
utvalg	auswahl	utvalg	auswahl	N;INDF;NEUT;SG	N;NOM;SG
utvalg	auswahl	utvalg	auswahl	N;INDF;NEUT;SG	N;NOM;SG
fjell	gebirge	fjell	gebirge	N;INDF;NEUT;SG	N
fjell	gebirge	fjell	gebirge	N;INDF;NEUT;SG	N
måneder	monaten	måned	Monat	N;INDF;MASC;PL	N;DAT;MASC;PL
nettsted	website	nettsted	websit	N;INDF;NEUT;SG	N;SG
nettsted	website	nettsted	websit	N;INDF;NEUT;SG	N;SG
nettsted	seite	nettsted	seit	N;INDF;NEUT;SG	N
gått	gegangen	gå	gehen	V;V.PTCP	V;V.PTCP
gått	verschwunden	gå	verschwinden	V;V.PTCP	V;V.PTCP
gått	gelaufen	gå	laufen	V;V.PTCP	V;V.PTCP
gått	ging	gå	gehen	V;V.PTCP	V;IND;SG;3;PST;FIN
gått	lief	gå	laufen	V;V.PTCP	V;IND;SG;3;PST;FIN
prosent	%	prosent	%	N;INDF;MASC;PL	N;NOM;NEUT;PL
dro	gingen	dro	gehen	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
dro	gegangen	dro	gehen	V;IND;PST;FIN	V;V.PTCP
dro	ging	dro	gehen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
offisielt	beamter	offisiell	beamt	ADJ;INDF;NEUT;SG	ADJ
offisielt	offizielles	offisiell	offiziell	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
offisielt	offizieller	offisiell	offiziell	ADJ;INDF;NEUT;SG	ADJ
offisielt	offiziellen	offisiell	offiziell	ADJ;INDF;NEUT;SG	ADJ
offisielt	amtlich	offisiell	amtlich	ADJ;INDF;NEUT;SG	ADJ
offisielt	offiziell	offisiell	offiziell	ADJ;INDF;NEUT;SG	ADJ
offentlige	öffentlicher	offentlige	öffentlich	ADJ;PL	ADJ
offentlige	öffentlichkeit	offentlige	öffentlichkeit	ADJ;PL	ADJ
offentlige	öffentlichen	offentlige	öffentlich	ADJ;PL	ADJ;NOM;PL
offentlige	öffentliche	offentlige	öffentlich	ADJ;PL	ADJ;NOM;FEM;PL
offentlige	öffentlich	offentlige	öffentlich	ADJ;PL	ADJ
svarte	schwarzer	svart	schwarz	ADJ;PL	ADJ
svarte	schwarze	svart	schwarz	ADJ;PL	ADJ;NOM;FEM;PL
svarte	schwarz	svart	schwarz	ADJ;PL	ADJ
svarte	schwarzen	svart	schwarz	ADJ;PL	ADJ
delvis	teilweiser	delvis	teilweiser	ADJ;INDF;NEUT;SG	ADJ
delvis	partiellen	delvis	partiell	ADJ;INDF;NEUT;SG	ADJ
tour	besichtigung	tour	Besichtigung	N;INDF;SG	N;NOM;FEM;SG
forskning	forschung	forsking	forschung	N;INDF;FEM;SG	N;NOM;FEM;SG
produksjon	fertigung	produksjon	Fertigung	N;INDF;MASC;SG	N;NOM;FEM;SG
produksjon	herstellung	produksjon	herstellung	N;INDF;MASC;SG	N;NOM;FEM;SG
produksjon	fertigung	produksjon	Fertigung	N;INDF;MASC;SG	N;NOM;FEM;SG
produksjon	herstellung	produksjon	herstellung	N;INDF;MASC;SG	N;NOM;FEM;SG
produksjon	erzeugung	produksjon	erzeugung	N;INDF;MASC;SG	N;SG
produksjon	fertigung	produksjon	Fertigung	N;INDF;MASC;SG	N;NOM;FEM;SG
produksjon	herstellung	produksjon	herstellung	N;INDF;MASC;SG	N;NOM;FEM;SG
linje	linie	linje	linie	N;INDF;FEM;SG	N
linje	strecke	linje	strecken	N;INDF;FEM;SG	N;SG
begynner	fängt	begynne	fängen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
begynner	beginnt	begynne	beginnen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
begynner	startet	begynne	starten	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
begynner	fängt	begynne	fängen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
begynner	beginnt	begynne	beginnen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
begynner	starten	begynne	start	V;IND;PRS;FIN	V;NFIN
begynner	angefangen	begynne	anfangen	V;IND;PRS;FIN	V;V.PTCP
redaktør	redaktion	redaktør	redaktion	N;INDF;MASC;SG	N;SG
stasjon	bahnhof	stasjon	bahnhof	N;INDF;MASC;SG	N;NOM;MASC;SG
kunst	kunst	kunst	kunst	N;INDF;FEM;SG	N;NOM;FEM;SG
universitet	hochschule	universitet	hochschule	N;INDF;NEUT;SG	N;NOM;FEM;SG
skjedde	passierte	skje	passieren	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
skjedde	geschah	skje	geschehen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
skjedde	geschehen	skje	geschehen	V;IND;PST;FIN	V;V.PTCP
direktør	geschäftsführung	direktør	geschäftsführung	N;INDF;MASC;SG	N;NOM;FEM;SG
direktør	vorstand	direktør	vorstehen	N;INDF;MASC;SG	N;SG
grupper	gruppen	gruppe	grappen	N;INDF;FEM;PL	N;NOM;FEM;PL
reiste	gereist	reise	reisen	V;IND;PST;FIN	V;V.PTCP
reiste	reiste	reise	reisen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
reiste	verreist	reise	verreisen	V;IND;PST;FIN	V;V.PTCP
møtte	getroffen	møte	treffen|triefen	V;IND;PST;FIN	V;V.PTCP
møtte	traf	møte	treffen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
møtte	erfüllt	møte	erfüllen	V;IND;PST;FIN	V;V.PTCP
bra	guten	bra	gut	ADJ;INDF;NEUT;SG	ADJ;SG
bra	gute	bra	gut	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
bra	guter	bra	gut	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC
bra	gutes	bra	gut	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bra	gut	bra	gut	ADJ;INDF;NEUT;SG	ADJ
rike	reich	rik	reich	ADJ;PL	ADJ
rike	wohlhabende	rik	wohlhabend	ADJ;PL	ADJ;NOM;FEM;PL
rike	wohlhabend	rik	wohlhabend	ADJ;PL	ADJ
trakk	gezogen	trekkje	ziehen	V;IND;PST;FIN	V;V.PTCP
trakk	zog	trekkje	ziehen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
trakk	zeichnete	trekkje	zeichnen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
trakk	zog	trekkje	ziehen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
tilfeller	fälle	tilfelle	fallen	N;INDF;FEM;PL	N;NOM;MASC;PL
tilfeller	fallbeispiele	tilfelle	fallbeispiele	N;INDF;FEM;PL	N;NOM;PL
italienske	italienischer	italiensk	italienisch	ADJ;PL	ADJ
italienske	italienischen	italiensk	italienisch	ADJ;PL	ADJ;NOM;MASC;PL
italienske	italienisch	italiensk	italienisch	ADJ;PL	ADJ
italienske	italienische	italiensk	italienisch	ADJ;PL	ADJ;NOM;FEM;PL
bidrag	beitrag	bidrag	beitregen	N;INDF;NEUT;SG	N;SG
lenke	link	lenke	link	N;INDF;MASC;SG	N;SG
lenke	verknüpfung	lenke	verknüpfang	N;INDF;MASC;SG	N;SG
journalist	journalisten	journalist	journalist	N;INDF;MASC;SG	N
utgave	ausgabe	utgave	ausgeben	N;INDF;MASC;SG	N;NOM;FEM;SG
kraftig	schwerer	kraftig	schwer	ADJ;INDF;NEUT;SG	ADJ
kraftig	schwer	kraftig	schwer	ADJ;INDF;NEUT;SG	ADJ
kraftig	schweren	kraftig	schwer	ADJ;INDF;NEUT;SG	ADJ;SG
kraftig	schwer	kraftig	schwer	ADJ;INDF;NEUT;SG	ADJ
kraftig	schwerwiegend	kraftig	schwerwiegend	ADJ;INDF;NEUT;SG	ADJ
kraftig	schweren	kraftig	schwer	ADJ;INDF;NEUT;SG	ADJ;SG
kraftig	mächtig	kraftig	mächtig	ADJ;INDF;NEUT;SG	ADJ
kraftig	kraftvoll	kraftig	kraftvoll	ADJ;INDF;NEUT;SG	ADJ
kraftig	mächtigen	kraftig	mächtig	ADJ;INDF;NEUT;SG	ADJ
kategorien	kategorie	kategori	kategorie	N;DEF;MASC;SG	N;NOM;FEM;SG
fører	führt	føre	führen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
økonomisk	wirtschaftlich	økonomisk	wirtschaftlich	ADJ;INDF;NEUT;SG	ADJ
økonomisk	finanziell	økonomisk	finanziell	ADJ;INDF;NEUT;SG	ADJ
økonomisk	finanziellen	økonomisk	finanziell	ADJ;INDF;NEUT;SG	ADJ
styrke	kräfte	styrke	krafen	N;INDF;MASC;SG	N
styrke	festigkeit	styrke	Festigkeit	N;INDF;MASC;SG	N;NOM;FEM;SG
sentral	zentral	sentral	zentral	ADJ;INDF;SG	ADJ
air	luft	air	lüfen	N	N;NOM;FEM;SG
økonomiske	finanziell	økonomisk	finanziell	ADJ;PL	ADJ
økonomiske	finanzielle	økonomisk	finanziell	ADJ;PL	ADJ;NOM;FEM;PL
økonomiske	finanziellen	økonomisk	finanziell	ADJ;PL	ADJ
etablerte	gegründet	etablere	gründen	V;IND;PST;FIN	V;V.PTCP
etablerte	eingerichtet	etablere	einrichten	V;IND;PST;FIN	V;V.PTCP
etablerte	etablierte	etablere	etablieren	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
etablerte	etabliert	etablere	etablieren	V;IND;PST;FIN	V;V.PTCP
aktive	aktive	aktiv	aktiv	ADJ;PL	ADJ;NOM;FEM;PL
aktive	aktiven	aktiv	aktiv	ADJ;PL	ADJ
aktive	aktiv	aktiv	aktiv	ADJ;PL	ADJ
aktive	aktiver	aktiv	aktiv	ADJ;PL	ADJ
music	musik	music	musik	N;INDF;MASC;SG	N;NOM;FEM;SG
distriktet	landkreis	distrikt	landkreis	N;DEF;NEUT;SG	N
stemmer	abstimmungen	stemme	abstimmung	N;INDF;FEM;PL	N;NOM;FEM;PL
stemmer	abstimmungen	stemme	abstimmung	N;INDF;FEM;PL	N;NOM;FEM;PL
college	hochschule	colleg	hochschule	N;INDF;NEUT;SG	N;NOM;FEM;SG
forening	assoziation	forening	assoziation	N;INDF;FEM;SG	N;NOM;FEM;SG
forening	vereinigung	forening	vereinigung	N;INDF;FEM;SG	N;NOM;FEM;SG
spørsmål	frage	spørsmål	frage	N;INDF;NEUT;SG	N;NOM;FEM;SG
spørsmål	fragestellung	spørsmål	fragestellung	N;INDF;NEUT;SG	N;NOM;FEM;SG
sterk	stark	sterk	stark	ADJ;INDF;SG	ADJ
svart	schwarzer	svart	schwarz	ADJ;INDF;NEUT;SG	ADJ
svart	schwarz	svart	schwarz	ADJ;INDF;NEUT;SG	ADJ
svart	schwarzen	svart	schwarz	ADJ;INDF;NEUT;SG	ADJ
tilgjengelig	vorhanden	tilgjengelig	vorhanden	ADJ;INDF;NEUT;SG	ADJ
tilgjengelig	verfügbar	tilgjengelig	verfügbar	ADJ;INDF;NEUT;SG	ADJ
tilgjengelig	erhältlich	tilgjengelig	erhältlich	ADJ;INDF;NEUT;SG	ADJ
tilgjengelig	zugänglich	tilgjengelig	zugänglich	ADJ;INDF;NEUT;SG	ADJ
tilgjengelig	erreichbar	tilgjengelig	erreichbar	ADJ;INDF;NEUT;SG	ADJ
mottok	eingegangen	motta	eingehen	V;IND;PST;FIN	V;V.PTCP
mottok	empfangen	motta	empfangen	V;IND;PST;FIN	V;V.PTCP
mottok	erhielt	motta	erhalten	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
øvre	oberen	øvre	ober	ADJ;CMPR	ADJ;NOM;PL
øvre	oberer	øvre	ober	ADJ;CMPR	ADJ
øvre	obere	øvre	ober	ADJ;CMPR	ADJ;NOM;FEM;PL
les	lesen	lese	lesen	V;IMP;FIN	V;NFIN
les	gelesen	lese	lesen	V;IMP;FIN	V;V.PTCP
endringer	bearbeitungen	endring	bearbeitungen	N;INDF;FEM;PL	N;NOM;FEM;PL
lærer	lehren	lære	lehren	V;IND;PRS;FIN	V;NFIN
lærer	unterrichten	lære	unterrichten	V;IND;PRS;FIN	V;NFIN
lærer	erlernen	lære	erlernen	V;IND;PRS;FIN	V;NFIN
lærer	lernen	lære	lernen	V;IND;PRS;FIN	V;NFIN
pave	papst	pave	papst	N;INDF;MASC;SG	N;NOM;MASC;SG
kart	stadtplan	kart	stadtplan	N;INDF;NEUT;SG	N
kart	stadtplan	kart	stadtplan	N;INDF;NEUT;SG	N
virker	scheint	virke	scheinen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
kongelige	königlich	kongelig	königlich	ADJ;PL	ADJ
kongelige	königliche	kongelig	königlich	ADJ;PL	ADJ;NOM;FEM;PL
kongelige	königlichen	kongelig	königlich	ADJ;PL	ADJ;NOM;PL
kongelige	königlich	kongelig	königlich	ADJ;PL	ADJ
valg	auswahl	valg	auswahl	N;INDF;NEUT;SG	N;NOM;SG
ytre	äußere	ytre	äußer	ADJ;CMPR	ADJ;NOM;FEM;PL
ytre	äußeren	ytre	äußer	ADJ;CMPR	ADJ
ytre	außenseite	ytre	außenseite	ADJ;CMPR	ADJ
kategori	kategorie	kategori	kategorie	N;INDF;MASC;SG	N;NOM;FEM;SG
skjer	passiert	skje	passieren	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjer	geschieht	skje	geschehen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjer	geschehen	skje	geschehen	V;IND;PRS;FIN	V;V.PTCP
skjer	passiert	skje	passieren	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
mistet	verlorene	miste	verloren	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
dikt	gedichte	dikt	gedicht	N;INDF;NEUT;PL	N;NOM;NEUT;PL
interesse	zinssatz	interesse	zinssatz	N;INDF;FEM;SG	N;SG
cup	pokal	cup	pokal	N;INDF;NEUT;SG	N;NOM;MASC;SG
ledelse	anleitung	ledelse	anleitung	N;INDF;MASC;SG	N;NOM;FEM;SG
ledelse	geschäftsführung	ledelse	geschäftsführung	N;INDF;MASC;SG	N;NOM;FEM;SG
ledelse	unternehmensführung	ledelse	unternehmensführung	N;INDF;MASC;SG	N;NOM;FEM;SG
fjellet	gebirge	fjell	gebirge	N;DEF;NEUT;SG	N
plassering	arbeitsvermittlung	plassering	arbeitsvermittlung	N;INDF;FEM;SG	N;NOM;FEM;SG
plassering	platzierung	plassering	plazierung	N;INDF;FEM;SG	N;NOM;FEM;SG
plassering	ort	plassering	ort	N;INDF;FEM;SG	N;NOM;MASC;SG
plassering	standorte	plassering	standort	N;INDF;FEM;SG	N;NOM
nådde	erreicht	nå	erreichen	V;IND;PST;FIN	V;V.PTCP
nådde	erreichte	nå	erreichen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
nådde	erreichten	nå	erreichen	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
ukjent	unbekanntes	ukjend	unbekannt	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
ukjent	unbekannter	ukjend	unbekannt	ADJ;INDF;NEUT;SG	ADJ
ukjent	unbekannt	ukjend	unbekannt	ADJ;INDF;NEUT;SG	ADJ
mangler	fehlt	mangle	fehlen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
mangler	fehlen	mangle	fehlen	V;IND;PRS;FIN	V;NFIN
mangler	vermisst	mangle	vermissen	V;IND;PRS;FIN	V;V.PTCP
spor	gleise	spor	gleis	N;INDF;NEUT;PL	N
generelt	allgemeines	generell	allgemein	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
generelt	allgemein	generell	allgemein	ADJ;INDF;NEUT;SG	ADJ
generelt	allgemeinen	generell	allgemein	ADJ;INDF;NEUT;SG	ADJ
forsøkte	versuchte	forsøkje	versuchen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
forsøkte	versucht	forsøkje	versuchen	V;IND;PST;FIN	V;V.PTCP
forsøkte	versuchten	forsøkje	versuchen	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
forsøkte	versuchte	forsøkje	versuchen	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
forsøkte	versuchten	forsøkje	versuchen	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
forsøkte	versucht	forsøkje	versuchen	V;IND;PST;FIN	V;V.PTCP
forsøkte	ausprobiert	forsøkje	ausprobieren	V;IND;PST;FIN	V;V.PTCP
praksis	übung	praksis	übung	N;INDF;MASC;SG	N;NOM;SG
praksis	praxis	praksis	praxis	N;INDF;MASC;SG	N;NOM;SG
priser	auszeichnungen	prise	auszeichnangen	N;INDF;FEM;PL	N;NOM;FEM;PL
priser	prämien	prise	prämien	N;INDF;FEM;PL	N;NOM
mark	marke	mark	marken	N;INDF;NEUT;SG	N;NOM;FEM;SG
klar	bereit	klar	bereit	ADJ;INDF;SG	ADJ
klar	fertig	klar	fertig	ADJ;INDF;SG	ADJ
fort	rasch	fort	rasch	ADJ;INDF;NEUT;SG	ADJ
fort	schneller	fort	schnell	ADJ;INDF;NEUT;SG	ADJ
fort	schnell	fort	schnell	ADJ;INDF;NEUT;SG	ADJ
fort	schnellen	fort	schnell	ADJ;INDF;NEUT;SG	ADJ
fort	rasch	fort	rasch	ADJ;INDF;NEUT;SG	ADJ
fort	schnell	fort	schnell	ADJ;INDF;NEUT;SG	ADJ
metal	metallverarbeitung	metal	metallverarbeitung	N;INDF;MASC;SG	N;NOM;FEM;SG
tjeneste	dienstleistung	tjeneste	dienstleistung	N;INDF;FEM;SG	N;NOM;FEM;SG
teater	kino	teater	kino	N;INDF;NEUT;SG	N;NOM;NEUT;SG
teater	theater	teater	theat	N;INDF;NEUT;SG	N;NOM;SG
teater	theater	teater	theat	N;INDF;NEUT;SG	N;NOM;SG
tall	anzahl	tall	anzahl	N;INDF;NEUT;SG	N;SG
tall	zahl	tall	zahl	N;INDF;NEUT;SG	N;NOM;FEM;SG
tall	nummern	tall	nummern	N;INDF;NEUT;SG	N
renner	rennt	renne	rennen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
renner	läuft	renne	laufen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
avdeling	kader	avdeling	kader	N;INDF;FEM;SG	N;NOM;MASC;SG
avdeling	einheit	avdeling	einheit	N;INDF;FEM;SG	N;NOM;FEM;SG
korte	kurze	kort	kurz	ADJ;PL	ADJ;NOM;FEM;PL
korte	kurzer	kort	kurz	ADJ;PL	ADJ
korte	kurz	kort	kurz	ADJ;PL	ADJ
systemet	system	system	system	N;DEF;NEUT;SG	N;NOM;NEUT;SG
internasjonal	international	internasjonal	international	ADJ;INDF;SG	ADJ
internasjonal	internationaler	internasjonal	international	ADJ;INDF;SG	ADJ
forslag	empfehlung	forslag	empfehlung	N;INDF;NEUT;SG	N;NOM;FEM;SG
møte	tagung	møte	tagung	N;INDF;NEUT;SG	N;NOM;FEM;SG
møte	besprechung	møte	besprechung	N;INDF;NEUT;SG	N;SG
møte	sitzung	møte	sitzung	N;INDF;NEUT;SG	N;SG
personlig	persönlichen	personlig	persönlich	ADJ;INDF;NEUT;SG	ADJ;ACC;MASC;SG
personlig	persönliches	personlig	persönlich	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
personlig	persönlicher	personlig	persönlich	ADJ;INDF;NEUT;SG	ADJ
personlig	persönlich	personlig	persönlich	ADJ;INDF;NEUT;SG	ADJ
personlig	persönlich	personlig	persönlich	ADJ;INDF;NEUT;SG	ADJ
legger	fügt	legg	fügen	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
legger	verlegen	legg	verlegen	V;IND;PRS;FIN	V;NFIN
legger	setzen	legg	setzen	V;IND;PRS;FIN	V;NFIN
legger	legen	legg	legen	V;IND;PRS;FIN	V;NFIN
yngre	jünger	ung	jung	ADJ;CMPR	ADJ
yngre	jüngere	ung	jung	ADJ;CMPR	ADJ;NOM;FEM;PL
yngre	jüngeren	ung	jung	ADJ;CMPR	ADJ
uansett	jedenfalls	uansett	jedenfalls	ADV	ADV
uansett	egal	uansett	egal	ADV	ADV
uansett	trotzdem	uansett	trotzdem	ADV	ADV
uansett	ohnehin	uansett	ohnehin	ADV	ADV
uansett	sowieso	uansett	sowieso	ADV	ADV
makt	leistung	makt	leistung	N;INDF;FEM;SG	N;NOM;FEM;SG
makt	stromversorgung	makt	stromversorgung	N;INDF;FEM;SG	N;NOM;FEM;SG
uavhengig	selbständig	uavhengig	selbständig	ADJ;INDF;NEUT;SG	ADJ
uavhengig	unabhängig	uavhengig	unabhängig	ADJ;INDF;NEUT;SG	ADJ
uavhengig	unabhängigen	uavhengig	unabhängig	ADJ;INDF;NEUT;SG	ADJ
konkurrerer	konkurriert	konkurrere	konkurrieren	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
konkurrerer	konkurrieren	konkurrere	konkurrieren	V;IND;PRS;FIN	V;NFIN
konkurrerer	konkurrieren	konkurrere	konkurrieren	V;IND;PRS;FIN	V;NFIN
angrepet	angriff	angrep	angreifen	N;DEF;NEUT;SG	N
angrepet	anschlag	angrep	anschlagen	N;DEF;NEUT;SG	N;SG
sendte	verschickt	sende	verschicken	V;IND;PST;FIN	V;V.PTCP
sendte	geschickt	sende	schicken	V;IND;PST;FIN	V;V.PTCP
sendte	versendet	sende	versenden	V;IND;PST;FIN	V;V.PTCP
sendte	gesendet	sende	senden	V;IND;PST;FIN	V;V.PTCP
sendte	versandt	sende	versandt	V;IND;PST;FIN	V;V.PTCP
kor	chor	kor	chor	ADV	ADV
gud	gottes	gud	gott	N;INDF;MASC;SG	N;NOM;NEUT;SG
gud	gott	gud	gott	N;INDF;MASC;SG	N;NOM;MASC;SG
riktig	zutreffend	riktig	zutreffend	ADJ;INDF;NEUT;SG	ADJ
riktig	korrekt	riktig	korrekt	ADJ;INDF;NEUT;SG	ADJ
full	voll	full	voll	ADJ;INDF;SG	ADJ
full	vollständig	full	vollständig	ADJ;INDF;SG	ADJ
full	betrunken	full	betrunken	ADJ;INDF;SG	ADJ
full	besoffen	full	besiffen	ADJ;INDF;SG	ADJ
utført	vollbracht	utføre	vollbrachen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;V.PTCP
personlige	persönliche	personlig	persönlich	ADJ;PL	ADJ;NOM;FEM;PL
personlige	persönlicher	personlig	persönlich	ADJ;PL	ADJ
personlige	persönlich	personlig	persönlich	ADJ;PL	ADJ
kraft	leistung	kraft	leistung	N;INDF;FEM;SG	N;NOM;FEM;SG
kraft	stromversorgung	kraft	stromversorgung	N;INDF;FEM;SG	N;NOM;FEM;SG
stå	stehen	stå	stehen	V;NFIN	V;NFIN
stå	stand	stå	stehen	V;NFIN	V;IND;SG;3;PST;FIN
kvinne	frau	kvinne	frau	N;INDF;FEM;SG	N;NOM;FEM;SG
offisiell	beamter	offisiell	beamt	ADJ;INDF;SG	ADJ
offisiell	offizielles	offisiell	offiziell	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
offisiell	offizieller	offisiell	offiziell	ADJ;INDF;SG	ADJ
offisiell	offiziellen	offisiell	offiziell	ADJ;INDF;SG	ADJ
normalt	normaler	normal	normal	ADJ;INDF;NEUT;SG	ADJ
normalt	normalen	normal	normal	ADJ;INDF;NEUT;SG	ADJ
normalt	normales	normal	normal	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
normalt	normal	normal	normal	ADJ;INDF;NEUT;SG	ADJ
leksikon	enzyklopädie	leksikon	enzyklopädie	N;INDF;NEUT;SG	N;NOM;FEM;SG
ute	außerhalb	ute	außerhalb	ADP	ADP
ute	aus	ute	aus	ADP	ADP
fullstendig	vollständig	fullstendig	vollständig	ADJ;INDF;NEUT;SG	ADJ
fullstendig	komplett	fullstendig	komplett	ADJ;INDF;NEUT;SG	ADJ
fullstendig	vollkommen	fullstendig	vollkommen	ADJ;INDF;NEUT;SG	ADJ
fullstendig	völlig	fullstendig	völlig	ADJ;INDF;NEUT;SG	ADJ
fullstendig	total	fullstendig	total	ADJ;INDF;NEUT;SG	ADJ
fullstendig	völlig	fullstendig	völlig	ADJ;INDF;NEUT;SG	ADJ
registrert	registrierte	registrere	registriert	ADJ;INDF;SG;V.PTCP	ADJ;SG
typer	arten	type	arten	N;INDF;MASC;PL	N;PL
typer	typen	type	typen	N;INDF;MASC;PL	N;NOM;PL
naturlig	natürlichen	naturlig	natürlich	ADJ;INDF;NEUT;SG	ADJ
naturlig	natürliches	naturlig	natürlich	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
naturlig	natürlicher	naturlig	natürlich	ADJ;INDF;NEUT;SG	ADJ
naturlig	naturgemäß	naturlig	naturgemäß	ADJ;INDF;NEUT;SG	ADJ
naturlig	natürlich	naturlig	natürlich	ADJ;INDF;NEUT;SG	ADJ
naturlig	selbstverständlich	naturlig	selbstverständlich	ADJ;INDF;NEUT;SG	ADJ
hellige	heilig	hellige	heilig	ADJ;PL	ADJ
