על	について	על	について	ADP	ADP
סיבה	理性	סיבה	理性	N;FEM;SG	N
סיבה	原因	סיבה	原因	N;FEM;SG	N
גודל	サイズ	גודל	サイズ	N;MASC;SG	N
ספק	サプライヤー	ספק	サプライヤー	N;MASC;SG	N
ספק	プロバイダ	ספק	プロバイダ	N;MASC;SG	N
ספק	プロバイダー	ספק	プロバイダー	N;MASC;SG	N
נושאים	テーマ	נושא	テーマ	N;MASC;PL	N
נושאים	トピック	נושא	トピック	N;MASC;PL	N
נושאים	科目	נושא	科目	N;MASC;PL	N
נושאים	問題	נושא	問題	N;MASC;PL	N
בטוח	セーフ	None	セーフ		
נפוץ	共通	נפוץ	共通	V;MASC;SG;V.PTCP;MID	V
יסוד	要素	יסוד	要素	N;MASC;SG	N
יסוד	元素	יסוד	元素	N;MASC;SG	N
יסוד	エレメント	יסוד	エレメント	N;MASC;SG	N
צעירים	ヤング	צעיר	ヤング	N;MASC;PL	N
שיתוף	シェア	שיתוף	シェア	N;MASC;SG	N
שיתוף	シェア	שיתוף	シェア	N;MASC;SG	N
מסכים	同意	הסכים	同意	V;MASC;SG;V.PTCP;ACT	V
מסכים	合意	הסכים	合意	V;MASC;SG;V.PTCP;ACT	V
כיבוש	職業	כיבוש	職業	N;MASC;SG	N
מכיל	含む	הכיל	含む	V;MASC;SG;V.PTCP	V
תוכן	コンテンツ	תוכן	コンテンツ	N;MASC;SG	N
תוכן	内容	תוכן	内容	N;MASC;SG	N
תוכן	内容	תוכן	内容	N;MASC;SG	N
אורח	ビジター	אורח	ビジター	N;MASC;SG	N
שבועות	週間	שבוע	週間	N;MASC;PL	N
קטנות	小さな	קטן	小さな	ADJ;FEM;PL	ADJ
קטנות	小さい	קטן	小さい	ADJ;FEM;PL	ADJ
מקבל	受信	קיבל	受信	V;MASC;SG;V.PTCP;ACT	V
התבנית	テンプレート	התבנית	テンプレート	N;FEM;SG	N
דרכים	道路	דרך	道路	N;FEM;PL	N
פרסום	出版物	פרסום	出版物	N;MASC;SG	N
פרסום	広告	פרסום	広告	N;MASC;SG	N
פרסום	パブリッシング	פרסום	パブリッシング	N;MASC;SG	N
אהבה	ラブ	אהבה	ラブ	N;FEM;SG	N
עסקים	ビジネス	עסק	ビジネス	N;MASC;PL	N
עסקים	営業	עסק	営業	N;MASC;PL	N
עסקים	事業	עסק	事業	N;MASC;PL	N
עסקים	ビジネス	עסק	ビジネス	N;MASC;PL	N
מדליית	メダル	מדליה	メダル	N;PSSD;FEM;SG	N
שבוע	週間	שבוע	週間	N;MASC;SG	N
מדוע	なぜ	מדוע	なぜ	ADV	ADV
שותף	パートナー	שותף	パートナー	N;MASC;SG	N
רעיון	アイデア	רעיון	アイデア	N;MASC;SG	N
רעיון	観念	רעיון	観念	N;MASC;SG	N
רעיון	アイディア	רעיון	アイディア	N;MASC;SG	N
אנרגיה	エネルギー	אנרגיה	エネルギー	N;FEM;SG	N
הרשות	権威	הרשה	権威	N;FEM;PL	N
הרשות	権限	הרשה	権限	N;FEM;PL	N
הרשות	職権	הרשה	職権	N;FEM;PL	N
פיקוד	コマンド	פיקוד	コマンド	N;MASC;SG	N
מדבר	トーキング	מדבר	トーキング	N;MASC;SG	N
מדבר	デザート	מדבר	デザート	N;MASC;SG	N
מדבר	砂漠	מדבר	砂漠	N;MASC;SG	N
מגוון	品種	מגוון	品種		
מתאים	合う	התאים	合う	V;MASC;SG;V.PTCP;ACT	V
נקודת	ポイント	נקודה	ポイント	N;FEM;SG	N
יחס	関係	יחס	関係	N;MASC;SG	N
יחס	姿勢	יחס	姿勢	N;MASC;SG	N
יחס	態度	יחס	態度	N;MASC;SG	N
יחס	比率	יחס	比率	N;MASC;SG	N
מבוסס	設立	None	設立	V;MASC;SG;V.PTCP	V
ניהול	マネジメント	ניהול	マネジメント	N;MASC;SG	N
ניהול	マネージメント	ניהול	マネージメント	N;MASC;SG	N
עיצוב	デザイン	עיצוב	デザイン	N;MASC;SG	N
עיצוב	意匠	עיצוב	意匠	N;MASC;SG	N
משתנה	変更	השתנה	変更	V;MASC;SG;V.PTCP	V
נשאר	滞在	נשאר	滞在	V;MASC;SG;3;PST;MID	V
ציור	絵画	ציור	絵画	N;MASC;SG	N
ציור	図面	ציור	図面	N;MASC;SG	N
ציור	ドローイング	ציור	ドローイング	N;MASC;SG	N
נמוכה	低い	נמוך	低い	ADJ;FEM;SG	ADJ
מוסדות	機関	מוסד	機関	N;MASC;PL	N
סיפורים	記事	סיפור	記事	N;MASC;PL	N
סיפורים	ストーリー	סיפור	ストーリー	N;MASC;PL	N
להגן	保護	הגן	保護	V;NFIN;ACT	V
להגן	擁護	הגן	擁護	V;NFIN;ACT	V
טבע	溺死	טבע	溺死		
גבול	リミット	גבול	リミット	N;MASC;SG	N
גבול	限界	גבול	限界	N;MASC;SG	N
גבול	ボーダー	גבול	ボーダー	N;MASC;SG	N
גבול	国境	גבול	国境	N;MASC;SG	N
התנגדות	野党	התנגדות	野党	N;FEM;SG	N
מקרים	事例	מקרה	事例	N;MASC;PL	N
מקרים	ケース	מקרה	ケース	N;MASC;PL	N
אתרים	サイト	אתר	サイト	N;MASC;PL	N
אתרים	ウェブ	אתר	ウェブ	N;MASC;PL	N
לילה	ナイト	לילה	ナイト	N;MASC;SG	N
לחימה	ファイティング	לחימה	ファイティング	N;FEM;SG	N
יחסים	リレーション	יחסים	リレーション	N;MASC;PL	N
יחסים	リレーション	יחסים	リレーション	N;MASC;PL	N
יחסים	関係	יחסים	関係	N;MASC;PL	N
יחסים	リレーション	יחסים	リレーション	N;MASC;PL	N
אדמה	土壌	אדמה	土壌	N;FEM;SG	N
אדמה	ランド	אדמה	ランド	N;FEM;SG	N
אדמה	土地	אדמה	土地	N;FEM;SG	N
אדמה	地球	אדמה	地球	N;FEM;SG	N
אדמה	アース	אדמה	アース	N;FEM;SG	N
מורה	教員	מורה	教員	N;MASC;SG	N
מורה	教師	מורה	教師	N;MASC;SG	N
מורה	先生	מורה	先生	N;MASC;SG	N
שניים	二	שניים	二	NUM;MASC;PL	NUM
שניים	二	שניים	二	NUM;MASC;PL	NUM
דוגמאות	用例	דוגמה	用例	N;FEM;PL	N
דוגמאות	実例	דוגמה	実例	N;FEM;PL	N
למחוק	削除	מחק	削除	V;NFIN;ACT	V
מפתח	キー	מפתח	キー	N;MASC;SG	N
מפתח	デベロッパー	מפתח	デベロッパー	N;MASC;SG	N
עמדה	ポジション	עמדה	ポジション	N;FEM;SG	N
עמדה	役職	עמדה	役職	N;FEM;SG	N
אמנים	芸術家	אמן	芸術家	N;MASC;PL	N
אמנים	アーティスト	אמן	アーティスト	N;MASC;PL	N
מילה	ワード	מילה	ワード	N;FEM;SG	N
מילה	言葉	מילה	言葉	N;FEM;SG	N
מילה	単語	מילה	単語	N;FEM;SG	N
מפעיל	走る	מפעיל	走る	V;MASC;SG;V.PTCP;ACT	V
עבודות	ジョブ	עבודה	ジョブ	N;FEM;PL	N
עבודות	求人	עבודה	求人	N;FEM;PL	N
הגישה	アクセス	הגיש	アクセス	V;FEM;SG;3;PST;ACT	V
ילד	男	ילד	男	N;MASC;SG	N
ילד	少年	ילד	少年	N;MASC;SG	N
ילד	ボーイ	ילד	ボーイ	N;MASC;SG	N
ילד	子供	ילד	子供	N;MASC;SG	N
ילד	児童	ילד	児童	N;MASC;SG	N
ענף	支店	ענף	支店	N;MASC;SG	N
ענף	支社	ענף	支社	N;MASC;SG	N
ענף	ブランチ	ענף	ブランチ	N;MASC;SG	N
ענף	支部	ענף	支部	N;MASC;SG	N
מוסד	研究所	מוסד	研究所	N;MASC;SG	N
מוסד	制度	מוסד	制度	N;MASC;SG	N
מוסד	施設	מוסד	施設	N;MASC;SG	N
מוסד	機関	מוסד	機関	N;MASC;SG	N
טבעי	自然	טבעי	自然	ADJ;MASC;SG	ADJ
נפתח	開く	נפתח	開く	V;MASC;SG;PST;MID	V
לשלב	組み合わせ	שילב	組み合わせる	V;NFIN;ACT	V
המשיכה	続き	המשיך	続く	V;FEM;SG;3;PST;ACT	V
המשיכה	継続	המשיך	継続	V;FEM;SG;3;PST;ACT	V
מנהיג	リーダー	מנהיג	リーダー	N;MASC;SG	N
מטה	本社	מטה	本社	N;MASC;SG	N
מטה	司令部	מטה	司令部	N;MASC;SG	N
משך	期間	משך	期間	N;MASC;SG	N
לפתוח	開館	פתח	開館	V;NFIN;ACT	V
לפתוח	開く	פתח	開く	V;NFIN;ACT	V
התחרות	コンテスト	התחרה	コンテスト	N;FEM;PL	N
מושג	概念	מושג	概念	N;MASC;SG	N
מושג	コンセプト	מושג	コンセプト	N;MASC;SG	N
מושג	アイデア	מושג	アイデア	N;MASC;SG	N
מושג	観念	מושג	観念	N;MASC;SG	N
מושג	アイディア	מושג	アイディア	N;MASC;SG	N
שניהם	両方	שניים	両方		
מצליח	成功	הצליח	成功	V;MASC;SG;V.PTCP;ACT	V
צורת	図形	צורה	図形	N;FEM;SG	N
צורת	形状	צורה	形状	N;FEM;SG	N
צורת	シェイプ	צורה	シェイプ	N;FEM;SG	N
צורת	形式	צורה	形式	N;FEM;SG	N
חומרים	材料	חומר	材料	N;MASC;PL	N
חומרים	素材	חומר	素材	N;MASC;PL	N
קריירה	経歴	קריירה	経歴	N;FEM;SG	N
קריירה	キャリア	קריירה	キャリア	N;FEM;SG	N
קריירה	キャリア	קריירה	キャリア	N;FEM;SG	N
קריירה	求人	קריירה	求人	N;FEM;SG	N
מידה	サイズ	מידה	サイズ	N;FEM;SG	N
אוניות	艦船	אונייה	艦船	N;FEM;PL	N
אוניות	船舶	אונייה	船舶	N;FEM;PL	N
שחקנית	女優	שחקן	女優	N;FEM;SG	N
שחקנית	俳優	שחקן	俳優	N;FEM;SG	N
פועל	動詞	פועל	動詞	N;MASC;SG	N
פועל	作品	פועל	作品	N;MASC;SG	N
הצטרפו	参加	הצטרף	参加	V;PL;3;PST	V
ציבור	公衆	ציבור	公衆	N;MASC;SG	N
ציבור	パブリック	ציבור	パブリック	N;MASC;SG	N
פגיעה	インパクト	פגיעה	インパクト	N;FEM;SG	N
פגיעה	衝撃	פגיעה	衝撃	N;FEM;SG	N
אזרחים	市民	אזרח	市民	N;MASC;PL	N
לגמרי	絶対	לגמרי	絶対	ADV	ADV
רוחב	緯度	רוחב	緯度	N;MASC;SG	N
קטע	セグメント	קטע	セグメント	N;MASC;SG	N
טרור	テロリズム	טרור	テロリズム	N;MASC;SG	N
טרור	テロ	טרור	テロ	N;MASC;SG	N
טרור	テロリスト	טרור	テロリスト	N;MASC;SG	N
המחלקה	部署	המחלק	部署	N;FEM;SG	N
המחלקה	学科	המחלק	学科	N;FEM;SG	N
המחלקה	部門	המחלק	部門	N;FEM;SG	N
יישוב	決済	יישוב	決済	N;MASC;SG	N
יישוב	集落	יישוב	集落	N;MASC;SG	N
איחוד	ユニオン	None	ユニオン	N;MASC;SG	N
איחוד	統一	None	統一	N;MASC;SG	N
סעיף	セクション	סעיף	セクション	N;MASC;SG	N
ליגה	リーグ	ליגה	リーグ	N;FEM;SG	N
פתרון	ソリューション	פתרון	ソリューション	N;MASC;SG	N
פתרון	溶液	פתרון	溶液	N;MASC;SG	N
חדר	部屋	חדר	部屋	N;MASC;SG	N
חדר	ルーム	חדר	ルーム	N;MASC;SG	N
מנוע	エンジン	מנוע	エンジン	N;MASC;SG	N
מנוע	モーター	מנוע	モーター	N;MASC;SG	N
שיטה	方法	שיטה	方法	N;FEM;SG	N
עדיף	ベター	עדיף	ベター	ADJ;MASC;SG	ADJ
הכניסה	入学	הכניס	入学	V;FEM;SG;3;PST;ACT	V
הכניסה	入り	הכניס	入る	V;FEM;SG;3;PST;ACT	V
תרומות	募金	תרומה	募金	N;FEM;PL	N
פרסים	懸賞	פרס	懸賞	N;MASC;PL	N
פרסים	賞品	פרס	賞品	N;MASC;PL	N
מועמד	候補	מועמד	候補	N;MASC;SG	N
מועמד	候補	מועמד	候補	N;MASC;SG	N
נפש	メンタル	נפש	メンタル	N;FEM;SG	N
פסטיבל	フェスティバル	פסטיבל	フェスティバル	N;MASC;SG	N
פסטיבל	祭事	פסטיבל	祭事	N;MASC;SG	N
פסטיבל	祭り	פסטיבל	祭り	N;MASC;SG	N
פסטיבל	お	פסטיבל	お	N;MASC;SG	N
ייצור	製造	ייצור	製造	N;MASC;SG	N
ייצור	プロダクション	ייצור	プロダクション	N;MASC;SG	N
ייצור	製造	ייצור	製造	N;MASC;SG	N
לפנות	避難	None	避難	V;NFIN	V
קורות	再	קורה	再	N;FEM;PL	N
ארוכה	長い	ארוך	長い	ADJ;FEM;SG	ADJ
תחרויות	コンテスト	תחרות	コンテスト	N;FEM;PL	N
מרחב	スペース	מרחב	スペース	N;MASC;SG	N
מרחב	空間	מרחב	空間	N;MASC;SG	N
תעופה	航空	תעופה	航空	N;FEM;SG	N
שלח	送信	שלח	送信	V;MASC;SG;3;PST	V
שלח	提出	שלח	提出	V;MASC;SG;3;PST	V
שלח	送信	שלח	送信	V;MASC;SG;3;PST	V
שלח	送る	שלח	送る	V;MASC;SG;3;PST	V
איכות	品質	איכות	品質	N;FEM;SG	N
איכות	クオリティ	איכות	クオリティ	N;FEM;SG	N
איכות	画質	איכות	画質	N;FEM;SG	N
סוגים	種類	סוג	種類	N;MASC;PL	N
עמק	谷間	עמק	谷間		
ההצעה	オファー	ההצעה	オファー	N;FEM;SG	N
ההצעה	クーポン	ההצעה	クーポン	N;FEM;SG	N
מחנה	キャンプ	מחנה	キャンプ	N;MASC;SG	N
הצלחה	サクセス	הצלחה	サクセス	N;FEM;SG	N
חיות	動物	חיה	動物	N;FEM;PL	N
בתים	家屋	בית	家屋	N;MASC;PL	N
בתים	住宅	בית	住宅	N;MASC;PL	N
דעות	意見	דעה	意見	N;FEM;PL	N
חוקרים	研究者	חוקר	研究者	N;MASC;PL	N
רגיל	普通	רגיל	普通	ADJ;MASC;SG	ADJ
רגיל	普通	רגיל	普通	ADJ;MASC;SG	ADJ
מודל	モデル	מודל	モデル	N;MASC;SG	N
מזכיר	秘書	מזכיר	秘書	N;MASC;SG	N
מספרים	数字	מספר	数字	N;MASC;PL	N
מספרים	数値	מספר	数値	N;MASC;PL	N
ארגונים	団体	ארגון	団体	N;MASC;PL	N
שושלת	王朝	שושלת	王朝	N;FEM;SG	N
נזק	被害	נזק	被害	N;MASC;SG	N
נזק	ダメージ	נזק	ダメージ	N;MASC;SG	N
נזק	損害	נזק	損害	N;MASC;SG	N
מגורים	住居	מגורים	住居	N;MASC;PL	N
מגורים	居所	מגורים	居所	N;MASC;PL	N
מגורים	住居	מגורים	住居	N;MASC;PL	N
מגורים	宿泊	מגורים	宿泊	N;MASC;PL	N
מגורים	住宅	מגורים	住宅	N;MASC;PL	N
מגורים	住宅地	מגורים	住宅地	N;MASC;PL	N
סיבוב	ラウンド	סיבוב	ラウンド	N;MASC;SG	N
כלים	ツール	כלי	ツール	N;MASC;PL	N
כלים	道具	כלי	道具	N;MASC;PL	N
אירוע	イベント	אירוע	イベント	N;MASC;SG	N
אירוע	行事	אירוע	行事	N;MASC;SG	N
בנק	銀行	בנק	銀行	N;MASC;SG	N
בנק	バンク	בנק	バンク	N;MASC;SG	N
בנק	銀行	בנק	銀行	N;MASC;SG	N
מועדונים	クラブ	מועדון	クラブ	N;MASC;PL	N
חזק	パワフル	חזק	パワフル	ADJ;MASC;SG	ADJ
חזק	きつい	חזק	きつい	ADJ;MASC;SG	ADJ
חזק	強い	חזק	強い	ADJ;MASC;SG	ADJ
חזק	濃い	חזק	濃い	ADJ;MASC;SG	ADJ
מיקום	所在	מיקום	所在	N;MASC;SG	N
מיקום	ロケーション	מיקום	ロケーション	N;MASC;SG	N
מיקום	場所	מיקום	場所	N;MASC;SG	N
ממשיך	継続	המשיך	継続	V;MASC;SG;V.PTCP;ACT	V
מאמן	トレーナー	מאמן	トレーナー	N;MASC;SG	N
מאמן	コーチ	מאמן	コーチ	N;MASC;SG	N
טקסט	テキスト	טקסט	テキスト	N;MASC;SG	N
קרבות	合戦	קרב	合戦	N;MASC;PL	N
קרא	読み	קרא	読む	V;MASC;SG;3;PST;ACT	V
קרא	読み込み	קרא	読み込み	V;MASC;SG;3;PST;ACT	V
קרא	読み取り	קרא	読み取る	V;MASC;SG;3;PST;ACT	V
קרא	読む	קרא	読む	V;MASC;SG;3;PST;ACT	V
הסדר	決済	הסדר	決済	N;MASC;SG	N
הסדר	集落	הסדר	集落	N;MASC;SG	N
הסדר	オーダー	הסדר	オーダー	N;MASC;SG	N
הסדר	編曲	הסדר	編曲	N;MASC;SG	N
אוכל	食べ物	אוכל	食べ物	N;MASC;SG	N
אוכל	食品	אוכל	食品	N;MASC;SG	N
שמן	石油	שמן	石油	N;MASC;SG	N
שמן	オイル	שמן	オイル	N;MASC;SG	N
שמן	脂肪	שמן	脂肪	N;MASC;SG	N
הצעה	おすすめ	הצעה	おすすめ	N;FEM;SG	N
הצעה	オファー	הצעה	オファー	N;FEM;SG	N
הצעה	クーポン	הצעה	クーポン	N;FEM;SG	N
זהות	アイデンティティー	זהות	アイデンティティー	N;FEM;SG	N
זהות	アイデンティティ	זהות	アイデンティティ	N;FEM;SG	N
ביטחון	自信	ביטחון	自信	N;MASC;SG	N
ביטחון	セキュリティ	ביטחון	セキュリティ	N;MASC;SG	N
ביטחון	セキュリティー	ביטחון	セキュリティー	N;MASC;SG	N
הכיבוש	占領	הכיבוש	占領	V;PL;3;PST;ACT	V
ממשלה	政府	ממשלה	政府	N;FEM;SG	N
חשובים	重要	חשוב	重要	ADJ;MASC;PL	ADJ
אמת	トゥルー	אמת	トゥルー	N;FEM;SG	N
אמת	本当	אמת	本当	N;FEM;SG	N
אמת	真理	אמת	真理	N;FEM;SG	N
תוכנה	プログラム	תוכנה	プログラム	N;FEM;SG	N
תוכנה	ソフトウエア	תוכנה	ソフトウエア	N;FEM;SG	N
תוכנה	ソフトウェア	תוכנה	ソフトウェア	N;FEM;SG	N
התזמורת	オーケストラ	התזמורת	オーケストラ	N	N
זוגות	カップル	זוג	カップル	N;MASC;PL	N
זוגות	ペア	זוג	ペア	N;MASC;PL	N
הביאו	持ち込み	הביא	持ち込み	V;PL;3;PST;ACT	V
הוצאה	費用	הוצאה	費用	N;FEM;SG	N
הוצאה	経費	הוצאה	経費	N;FEM;SG	N
לפעמים	時々	לפעמים	時々	ADV	ADV
צלב	十字	צלב	十字	N;MASC;SG	N
צלב	クロス	צלב	クロス	N;MASC;SG	N
צלב	十字	צלב	十字	N;MASC;SG	N
סיוע	扶助	סיוע	扶助	N;MASC;SG	N
הגרסה	バージョン	הגרסה	バージョン	N;FEM;SG	N
ישיבה	ミーティング	ישיבה	ミーティング	N;FEM;SG	N
ישיבה	会議	ישיבה	会議	N;FEM;SG	N
תלמידים	生徒	תלמיד	生徒	N;MASC;PL	N
תלמידים	学生	תלמיד	学生	N;MASC;PL	N
חלל	スペース	חלל	スペース	N;MASC;SG	N
חלל	空間	חלל	空間	N;MASC;SG	N
תכונות	機能	תכונה	機能	N;FEM;PL	N
תכונות	特徴	תכונה	特徴	N;FEM;PL	N
תכונות	属性	תכונה	属性	N;FEM;PL	N
תכונות	プロパティ	תכונה	プロパティ	N;FEM;PL	N
תכונות	属性	תכונה	属性	N;FEM;PL	N
טווח	範囲	טווח	範囲	N;MASC;SG	N
טווח	レンジ	טווח	レンジ	N;MASC;SG	N
מציג	提示	הציג	提示	V;MASC;SG;V.PTCP;ACT	V
מחלוקת	論争	מחלוקת	論争	N;FEM;SG	N
עותקים	部数	עותק	部数	N;MASC;PL	N
חזקה	強い	חזק	強い	ADJ;FEM;SG	ADJ
חזקה	濃い	חזק	濃い	ADJ;FEM;SG	ADJ
חזקה	パワフル	חזק	パワフル	ADJ;FEM;SG	ADJ
צדק	正義	צדק	正義	N;MASC;SG	N
צדק	木星	צדק	木星	N;MASC;SG	N
שיעור	教訓	שיעור	教訓	N;MASC;SG	N
שיעור	レッスン	שיעור	レッスン	N;MASC;SG	N
שיעור	授業	שיעור	授業	N;MASC;SG	N
שיעור	レート	שיעור	レート	N;MASC;SG	N
מבקש	たず	ביקש	たず	V;MASC;SG;V.PTCP;ACT	V
טקס	儀式	טקס	儀式	N;MASC;SG	N
טקס	式典	טקס	式典	N;MASC;SG	N
טקס	儀式	טקס	儀式	N;MASC;SG	N
התנהגות	挙動	התנהגות	挙動	N;FEM;SG	N
התנהגות	挙動	התנהגות	挙動	N;FEM;SG	N
לתקן	修正	תיקן	修正	V;NFIN;ACT	V
תכנון	計画	תכנון	計画	N;MASC;SG	N
תכנון	企画	תכנון	企画	N;MASC;SG	N
תכנון	プランニング	תכנון	プランニング	N;MASC;SG	N
לספק	届け	סיפק	届ける	V;NFIN;ACT	V
מרד	蜂起	מרד	蜂起	N;MASC;SG	N
מרד	反乱	מרד	反乱	N;MASC;SG	N
מרד	反乱	מרד	反乱	N;MASC;SG	N
עצמאי	独立	עצמאי	独立	ADJ;MASC;SG	ADJ
מטרות	目的	מטרה	目的	N;FEM;PL	N
מטרות	ターゲット	מטרה	ターゲット	N;FEM;PL	N
מטרות	ゴール	מטרה	ゴール	N;FEM;PL	N
מטרות	目標	מטרה	目標	N;FEM;PL	N
נקודה	期間	נקודה	期間	N;FEM;SG	N
נקודה	ピリオド	נקודה	ピリオド	N;FEM;SG	N
נקודה	ドット	נקודה	ドット	N;FEM;SG	N
נקודה	ポイント	נקודה	ポイント	N;FEM;SG	N
ענק	ジャイアント	ענק	ジャイアント	N;MASC;SG	N
ארגוני	団体	ארגון	団体	N;MASC;PL	N
נוסעים	乗客	נוסע	乗客	N;MASC;PL	N
בחירות	選挙	בחירות	選挙	N;FEM;PL	N
בחירות	選挙	בחירות	選挙	N;FEM;PL	N
בחירות	選択	בחירות	選択	N;FEM;PL	N
זרם	現在	זרם	現在	N;MASC;SG	N
זרם	ストリーム	זרם	ストリーム	N;MASC;SG	N
זרם	渓流	זרם	渓流	N;MASC;SG	N
מלון	メロン	מלון	メロン	N;MASC;SG	N
מלון	ホテル	מלון	ホテル	N;MASC;SG	N
עיטור	メダル	עיטור	メダル	N;MASC;SG	N
עמודים	ページ	עמוד	ページ	N;MASC;PL	N
עמודים	カラム	עמוד	カラム	N;MASC;PL	N
קרקע	土壌	קרקע	土壌	N;FEM;SG	N
קרקע	ランド	קרקע	ランド	N;FEM;SG	N
קרקע	土地	קרקע	土地	N;FEM;SG	N
קרקע	地面	קרקע	地面	N;FEM;SG	N
קרקע	グラウンド	קרקע	グラウンド	N;FEM;SG	N
מעניין	おもしろい	מעניין	おもしろい	ADJ;MASC;SG	ADJ
מעניין	面白い	מעניין	面白い	ADJ;MASC;SG	ADJ
צורה	図形	צורה	図形	N;FEM;SG	N
צורה	形状	צורה	形状	N;FEM;SG	N
צורה	シェイプ	צורה	シェイプ	N;FEM;SG	N
צורה	形式	צורה	形式	N;FEM;SG	N
הצלב	十字	הצלב	十字	N;MASC;SG	N
הצלב	クロス	הצלב	クロス	N;MASC;SG	N
הצלב	十字	הצלב	十字	N;MASC;SG	N
חשובה	重要	חשוב	重要	ADJ;FEM;SG	ADJ
ציוד	道具	ציוד	道具	N;MASC;SG	N
ציוד	機器	ציוד	機器	N;MASC;SG	N
ציוד	機材	ציוד	機材	N;MASC;SG	N
ציוד	歯車	ציוד	歯車	N;MASC;SG	N
ציוד	ギア	ציוד	ギア	N;MASC;SG	N
עיתון	新聞紙	עיתון	新聞紙	N;MASC;SG	N
עיתון	新聞	עיתון	新聞	N;MASC;SG	N
עיתון	用紙	עיתון	用紙	N;MASC;SG	N
עיתון	ペーパー	עיתון	ペーパー	N;MASC;SG	N
אופי	文字	אופי	文字	N;MASC;SG	N
אופי	性格	אופי	性格	N;MASC;SG	N
אופי	キャラクター	אופי	キャラクター	N;MASC;SG	N
להקות	バンド	הקה	バンド	N;FEM;PL	N
דגם	モデル	דגם	モデル	N;MASC;SG	N
טעם	味覚	טעם	味覚	N;MASC;SG	N
טעם	フレーバー	טעם	フレーバー	N;MASC;SG	N
שכר	給料	שכר	給料	N;MASC;SG	N
שכר	俸給	שכר	俸給	N;MASC;SG	N
שכר	給与	שכר	給与	N;MASC;SG	N
שכר	賃金	שכר	賃金	N;MASC;SG	N
שכר	賃金	שכר	賃金	N;MASC;SG	N
חשבון	口座	חשבון	口座	N;MASC;SG	N
חשבון	アカウント	חשבון	アカウント	N;MASC;SG	N
חשבון	算術	חשבון	算術	N;MASC;SG	N
קהילה	コミュニティ	קהילה	コミュニティ	N;FEM;SG	N
תנועות	母音	תנועה	母音	N;FEM;PL	N
תנועות	動き	תנועה	動き	N;FEM;PL	N
טנקים	戦車	טנק	戦車	N;MASC;PL	N
אזורים	リージョン	אזור	リージョン	N;MASC;PL	N
אזורים	地域	אזור	地域	N;MASC;PL	N
אזורים	ゾーン	אזור	ゾーン	N;MASC;PL	N
פעילים	アクティブ	פעיל	アクティブ	N;MASC;PL	N
קהילות	コミュニティ	קהילה	コミュニティ	N;FEM;PL	N
בהחלט	絶対	בהחלט	絶対	ADV	ADV
איגוד	ユニオン	איגוד	ユニオン	N;MASC;SG	N
איגוד	社団	איגוד	社団	N;MASC;SG	N
איגוד	協会	איגוד	協会	N;MASC;SG	N
איגוד	アソシエーション	איגוד	アソシエーション	N;MASC;SG	N
תשובה	返信	תשובה	返信	N;FEM;SG	N
תשובה	レスポンス	תשובה	レスポンス	N;FEM;SG	N
צרפתים	フレンチ	צרפתי	フレンチ	N;MASC;PL	N
סכום	合計	סכום	合計	N;MASC;SG	N
סכום	総和	סכום	総和	N;MASC;SG	N
סכום	金額	סכום	金額	N;MASC;SG	N
גבוהים	高い	גבוה	高い	ADJ;MASC;PL	ADJ
למדה	学習	למד	学習	V;FEM;SG;3;PST	V
נהג	運転	נהג	運転	N;MASC;SG	N
נהג	ドライバ	נהג	ドライバ	N;MASC;SG	N
נהג	ドライバー	נהג	ドライバー	N;MASC;SG	N
קשור	関連	קשר	関連	V;MASC;SG;V.PTCP;ACT	V
גיטרה	ギター	גיטרה	ギター	N;FEM;SG	N
בחר	選択	בחר	選択	V;MASC;SG;3;PST;ACT	V
בחר	選択	בחר	選択	V;MASC;SG;3;PST;ACT	V
לבנים	白目	לבן	白目	N;MASC;PL	N
לבנים	れん	לבן	れん	N;MASC;PL	N
לבנים	レンガ	לבן	レンガ	N;MASC;PL	N
קשרים	ノット	קשר	ノット	N;MASC;PL	N
קורס	コース	קורס	コース	N;MASC;SG	N
מדגם	サンプリング	מדגם	サンプリング	N;MASC;SG	N
מדגם	サンプル	מדגם	サンプル	N;MASC;SG	N
רצון	欲望	רצון	欲望	N;MASC;SG	N
להצטרף	参加	הצטרף	参加	V;NFIN	V
שוק	マーケット	שוק	マーケット	N;MASC;SG	N
שוק	マーケット	שוק	マーケット	N;MASC;SG	N
שוק	市場	שוק	市場	N;MASC;SG	N
שוק	マーケット	שוק	マーケット	N;MASC;SG	N
שילוב	コンビネーション	שילוב	コンビネーション	N;MASC;SG	N
חשמל	電力	חשמל	電力	N;MASC;SG	N
חשמל	電気	חשמל	電気	N;MASC;SG	N
התעשייה	業界	התעשייה	業界	N;FEM;SG	N
התעשייה	産業	התעשייה	産業	N;FEM;SG	N
ראיון	面接	ראיון	面接	N;MASC;SG	N
ראיון	インタビュー	ראיון	インタビュー	N;MASC;SG	N
חובה	義務	חובה	義務	N;FEM;SG	N
חובה	必須	חובה	必須	N;FEM;SG	N
קטגוריות	カテゴリー	קטגוריה	カテゴリー	N;FEM;PL	N
קטגוריות	カテゴリ	קטגוריה	カテゴリ	N;FEM;PL	N
לגלות	発見	None	発見	V;NFIN	V
הודעה	お	הודעה	お	N;FEM;SG	N
הודעה	メッセージ	הודעה	メッセージ	N;FEM;SG	N
