les	die	le	die	DET;DEF;PL	DET;DEF
activités	aktiwiteite	activité	aktiwiteit	N;FEM;PL	N;PL
réalisateur	direkteur	réalisateur	direkteur	N;MASC;SG	N;SG
réalisateur	filmmaker	réalisateur	filmmaker	N;MASC;SG	N;SG
monument	monument	monument	monument	N;MASC;SG	N;SG
sciences	wetenskappe	science	wetenskap	N;FEM;PL	N;PL
classe	klaskamer	classe	klaskamer	N;FEM;SG	N;SG
classe	klas	classe	klas	N;FEM;SG	N;SG
droite	regterkant	droite	regterkant	N;FEM;SG	N;SG
lieux	liggings	lieu	ligging	N;MASC;PL	N;PL
lieux	plekke	lieu	plek	N;MASC;PL	N;PL
espace	spasie	espace	spasie	N;MASC;SG	N;SG
villes	stede	ville	stede	N;FEM;PL	N;PL
fer	yster	fer	yster	N;MASC;SG	N;SG
activité	aktiwiteit	activité	aktiwiteit	N;FEM;SG	N;SG
sélection	seleksie	sélection	seleksie	N;FEM;SG	N;SG
institut	instituut	institut	instituut	N;MASC;SG	N;SG
internationale	internasionale	international	internasionaal	ADJ;FEM;SG	ADJ;NOM
sept	sewe	sept	sewe	NUM	NUM
différentes	verskillende	différent	verskil	ADJ;FEM;PL	ADJ;NOM
évêque	loper	évêque	loper	N;MASC;SG	N;SG
cour	hof	cour	hof	N;FEM;SG	N;SG
résultats	resultate	résultat	resultate	N;MASC;PL	N;PL
résultats	uitslae	résultat	uitslag	N;MASC;PL	N;PL
hors	af	hors	af	ADP	ADP
nature	aard	nature	aard	N;FEM;SG	N;SG
nature	prent	nature	prent	N;FEM;SG	N;SG
nature	natuur	nature	natuur	N;FEM;SG	N;SG
vol	diefstal	vol	diefstal	N;MASC;SG	N;SG
port	hawe	port	hawe	N;MASC;SG	N;SG
port	poort	port	poort	N;MASC;SG	N;SG
premières	eerste	premier	eerste	ADJ;FEM;PL	ADJ;NOM
donné	gegee	donner	gee	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
donné	geskenk	donner	geskenk	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
discussion	bespreking	discussion	bespreking	N;FEM;SG	N;SG
épouse	bruid	épouse	bruid	N;FEM;SG	N;SG
épouse	eggenoot	épouse	eggenoot	N;FEM;SG	N;SG
épouse	vrou	épouse	vrou	N;FEM;SG	N;SG
historiques	historiese	historique	histories	ADJ;MASC;PL	ADJ;NOM
historiques	geskiedkundige	historique	geskiedkundig	ADJ;MASC;PL	ADJ;NOM
historiques	historiese	historique	histories	ADJ;MASC;PL	ADJ;NOM
mesure	meting	mesure	meting	N;FEM;SG	N;SG
mesure	mate	mesure	mate	N;FEM;SG	N;SG
prendre	vat	prendre	vat	V;NFIN	V;PRS
prendre	neem	prendre	neem	V;NFIN	V;PRS
prendre	tree	prendre	tree	V;NFIN	V;PRS
prendre	vat	prendre	vat	V;NFIN	V;PRS
important	belangrike	important	belangrik	ADJ;MASC;SG	ADJ;NOM
force	krag	force	krag	N;FEM;SG	N;SG
couleur	deursigtigheid	couleur	deursigtigheid	N;FEM;SG	N;SG
collection	versameling	collection	versameling	N;FEM;SG	N;SG
actrice	aktrise	acteur	aktrise	N;FEM;SG	N;SG
régiment	regiment	régiment	regiment	N;MASC;SG	N;SG
station	stasie	station	stasie	N;FEM;SG	N;SG
bande	musiekgroep	bande	musiekgroep	N;FEM;SG	N;SG
bande	tape	bande	taap	N;FEM;SG	N;SG
bande	bende	bande	bende	N;FEM;SG	N;SG
capitale	hoofstad	capitale	hoofstad	N;FEM;SG	N;SG
côte	rib	côte	rib	N;FEM;SG	N;SG
côte	kus	côte	kus	N;FEM;SG	N;SG
côte	kuslyn	côte	kuslyn	N;FEM;SG	N;SG
façon	manier	façon	manier	N;FEM;SG	N;SG
étape	stap	étape	stap	N;FEM;SG	N;SG
étape	stadium	étape	stadium	N;FEM;SG	N;SG
étape	etage	étape	etag	N;FEM;SG	N;SG
créée	geskep	créer	skep	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
combat	slag	combat	slag	N;MASC;SG	N;SG
combat	veldslag	combat	veldslag	N;MASC;SG	N;SG
combat	bakleiery	combat	bakleiery	N;MASC;SG	N;SG
footballeur	sokkerspeler	footballeur	sokkerspeler	N;MASC;SG	N;SG
forces	magte	force	mag	N;FEM;PL	N;PL
royal	koninklike	royal	koninklik	ADJ;MASC;SG	ADJ;NOM
académie	akademie	académie	akademie	N;FEM;SG	N;SG
construit	opgerig	construire	opgerig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tournoi	toernooi	tournoi	toernooi	N;MASC;SG	N;SG
épisodes	episodes	épisode	episode	N;MASC;PL	N;PL
revue	tydskrif	revue	tydskrif	N;FEM;SG	N;SG
revue	resensie	revue	resensie	N;FEM;SG	N;SG
revue	hersiening	revue	hersiening	N;FEM;SG	N;SG
revue	oorsig	revue	oorsig	N;FEM;SG	N;SG
présence	bywoning	présence	bywoning	N;FEM;SG	N;SG
présence	teenwoordigheid	présence	teenwoordigheid	N;FEM;SG	N;SG
course	ras	course	ras	N;FEM;SG	N;SG
ceinture	gordel	ceinture	gordel	N;FEM;SG	N;SG
tableau	tabel	tableau	tabel	N;MASC;SG	N;SG
heures	ure	heure	uut	N;FEM;PL	N;PL
maître	meester	maître	meester	N;MASC;SG	N;SG
services	dienste	service	diens	N;MASC;PL	N;PL
marque	handelsmerk	marque	handelsmerk	N;FEM;SG	N;SG
marque	handelsmerk	marque	handelsmerk	N;FEM;SG	N;SG
marque	markus	marque	markus	N;FEM;SG	N;SG
marque	mark	marque	mark	N;FEM;SG	N;SG
appelé	geroep	appeler	roep	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
appelé	gebel	appeler	gebel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
locales	plaaslike	local	plaaslik	ADJ;FEM;PL	ADJ;NOM
olympique	olimpiese	olympique	olimpies	ADJ;MASC;SG	ADJ;NOM
qualité	kwaliteit	qualité	kwaliteit	N;FEM;SG	N;SG
qualité	gehalte	qualité	gehalte	N;FEM;SG	N;SG
langues	tale	langue	taal	N;FEM;PL	N;PL
propre	eie	propre	eie	ADJ;MASC;SG	ADJ;NOM
lettres	briewe	lettre	brief	N;FEM;PL	N;PL
lettres	letters	lettre	letters	N;FEM;PL	N;PL
patrimoine	erfenis	patrimoine	erfenis	N;MASC;SG	N;SG
évolution	evolusie	évolution	evolusie	N;FEM;SG	N;SG
tours	torings	tour	toring	N;MASC;PL	N;PL
tours	toere	tour	toer	N;MASC;PL	N;PL
compositeur	komponis	compositeur	komponis	N;MASC;SG	N;SG
joueurs	spelers	joueur	speler	N;MASC;PL	N;PL
mal	sleg	mal	sleg	ADV	ADV
rock	rock	rock	rock	N;MASC;SG	N;SG
nuit	aand	nuit	aand	N;FEM;SG	N;SG
principalement	hoofsaaklik	principalement	hoofsaaklik	ADV	ADV
prise	geneem	prendre	neem	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
clubs	klubs	club	klubs	N;MASC;PL	N;PL
vitesse	snelheid	vitesse	snelheid	N;FEM;SG	N;SG
vitesse	spoed	vitesse	spoed	N;FEM;SG	N;SG
scénario	draaiboek	scénario	draaiboek	N;MASC;SG	N;SG
chemin	pad	chemin	pad	N;MASC;SG	N;SG
réalisation	verwesenliking	réalisation	verwesenliking	N;FEM;SG	N;SG
groupes	orkeste	groupe	orkes	N;MASC;PL	N;PL
avis	opinie	avis	opinie	N;MASC;SG	N;SG
avis	mening	avis	mening	N;MASC;SG	N;SG
avis	kennisgewing	avis	kennisgewing	N;MASC;SG	N;SG
éléments	elemente	élément	element	N;MASC;PL	N;PL
salle	kamer	salle	kamer	N;FEM;SG	N;SG
carte	kaart	carte	kaart	N;FEM;SG	N;SG
sociale	maatskaplike	social	maatskaplik	ADJ;FEM;SG	ADJ;NOM
sociale	sosiale	social	sosiaal	ADJ;FEM;SG	ADJ;NOM
valeur	waarde	valeur	waarde	N;FEM;SG	N;SG
situation	situasie	situation	situasie	N;FEM;SG	N;SG
droits	regte	droit	reg	N;MASC;PL	N;PL
vallée	vallei	vallée	vallei	N;FEM;SG	N;SG
comité	komitee	comité	komitee	N;MASC;SG	N;SG
anciens	antieke	ancien	antiek	ADJ;MASC;PL	ADJ;NOM
cité	aangehaal	citer	aanhaal	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
total	totale	total	totaal	N;MASC;SG	N;SG
nationalité	nasionaliteit	nationalité	nasionaliteit	N;FEM;SG	N;SG
nationalité	burgerskap	nationalité	burgerskap	N;FEM;SG	N;SG
chambre	kamer	chambre	kamer	N;FEM;SG	N;SG
chambre	slaapkamer	chambre	slaapkamer	N;FEM;SG	N;SG
nouveaux	nuwe	nouveau	nuut	ADJ;MASC;PL	ADJ;NOM
savoir	ken	savoir	ken	V;NFIN	V;PRS
savoir	weet	savoir	weet	V;NFIN	V;PRS
glace	ys	glace	ys	N;FEM;SG	N;SG
originale	oorspronklike	original	oorspronklik	ADJ;FEM;SG	ADJ;NOM
mot	woord	mot	woord	N;MASC;SG	N;SG
main	hand	main	hand	N;FEM;SG	N;SG
huit	agt	huit	agt	NUM	NUM
assemblée	gemeente	assemblée	gemeent	N;FEM;SG	N;SG
critique	kritieke	critique	kritiek	ADJ;MASC;SG	ADJ;NOM
critique	kritiese	critique	krities	ADJ;MASC;SG	ADJ;NOM
publication	plasing	publication	plasing	N;FEM;SG	N;SG
publication	publisering	publication	publisering	N;FEM;SG	N;SG
dieu	god	dieu	god	N;MASC;SG	N;SG
japonais	japannese	japonais	japannees	ADJ;MASC;SG	ADJ;NOM
hôtel	hotel	hôtel	hotel	N;MASC;SG	N;SG
catholique	katolieke	catholique	katoliek	ADJ;MASC;SG	ADJ;NOM
mission	missie	mission	missie	N;FEM;SG	N;SG
accord	koord	accord	koord	N;MASC;SG	N;SG
accord	ooreenkoms	accord	ooreenkoms	N;MASC;SG	N;SG
campagne	veldtog	campagne	veldtog	N;FEM;SG	N;SG
départ	vertrek	départ	vertrek	N;MASC;SG	N;SG
étude	studie	étude	studie	N;FEM;SG	N;SG
importante	belangrike	important	belangrik	ADJ;FEM;SG	ADJ;NOM
choix	seleksie	choix	seleksie	N;MASC;SG	N;SG
coup	skoot	coup	skoot	N;MASC;SG	N;SG
enfant	kind	enfant	kind	N;MASC;SG	N;SG
information	informasie	information	informasie	N;FEM;SG	N;SG
information	inligting	information	inligting	N;FEM;SG	N;SG
mieux	beter	mieux	goed	ADV	ADV;CMPR
défense	verdediging	défense	verdediging	N;FEM;SG	N;SG
défense	verdediging	défense	verdediging	N;FEM;SG	N;SG
fondation	fondament	fondation	fondament	N;FEM;SG	N;SG
européenne	europese	européen	europees	ADJ;FEM;SG	ADJ;NOM
file	tou	file	tou	N;FEM;SG	N;SG
cœur	hart	cœur	hart	N;MASC;SG	N;SG
cœur	hartjie	cœur	hartjig	N;MASC;SG	N;SG
cœur	harte	cœur	hart	N;MASC;SG	N;SG
îles	eilande	île	eilande	N;FEM;PL	N;PL
pris	geneem	prendre	neem	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
marine	vloot	marine	vloot	N;FEM;SG	N;SG
juste	slegs	juste	slegs	ADV	ADV
juste	net	juste	net	ADV	ADV
fondé	gestig	fonder	stig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
amour	liefde	amour	liefde	N;MASC;SG	N;SG
mont	mont	mont	mont	N;MASC;SG	N;SG
statistiques	statistieke	statistique	statistiek	N;FEM;PL	N;PL
statistiques	statistieke	statistique	statistiek	N;FEM;PL	N;PL
science	wetenskap	science	wetenskap	N;FEM;SG	N;SG
personnages	karakters	personnage	karakter	N;MASC;PL	N;PL
altitude	vergelyking	altitude	vergelyking	N;FEM;SG	N;SG
économique	ekonomiese	économique	ekonomies	ADJ;MASC;SG	ADJ;NOM
unité	eenheid	unité	eenheid	N;FEM;SG	N;SG
particulièrement	veral	particulièrement	veral	ADV	ADV
lignes	rye	ligne	rye	N;FEM;PL	N;PL
lignes	reëls	ligne	reël	N;FEM;PL	N;PL
montre	waarneem	montrer	waarneem	V;IND;SG;3;PRS;FIN	V;PRS
montre	kyk	montrer	kyk	V;IND;SG;3;PRS;FIN	V;PRS
montre	dophou	montrer	dophou	V;IND;SG;3;PRS;FIN	V;PRS
montre	wys	montrer	wys	V;IND;SG;3;PRS;FIN	V;PRS
idée	idee	idée	idee	N;FEM;SG	N;SG
éditeur	redakteur	éditeur	redakteur	N;MASC;SG	N;SG
littérature	letterkunde	littérature	letterkund	N;FEM;SG	N;SG
littérature	literatuur	littérature	literatuur	N;FEM;SG	N;SG
attaque	beroerte	attaque	beroerte	N;FEM;SG	N;SG
attaque	aanval	attaque	aanval	N;FEM;SG	N;SG
records	rekords	record	rekord	N;MASC;PL	N;PL
sol	grond	sol	grond	N;MASC;SG	N;SG
chaîne	ketting	chaîne	ketting	N;FEM;SG	N;SG
chaîne	kanaal	chaîne	kanaal	N;FEM;SG	N;SG
fondée	gestig	fonder	stig	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
actuellement	tans	actuellement	tans	ADV	ADV
fond	bodem	fond	bodem	N;MASC;SG	N;SG
fond	agtergrond	fond	agtergrond	N;MASC;SG	N;SG
mode	mode	mode	mode	N;FEM;SG	N;SG
mode	modus	mode	modus	N;FEM;SG	N;SG
original	oorspronklike	original	oorspronklik	ADJ;MASC;SG	ADJ;NOM
espagnol	spaanse	espagnol	spaans	ADJ;MASC;SG	ADJ;NOM
producteur	vervaardiger	producteur	vervaardiger	N;MASC;SG	N;SG
artiste	kunstenaar	artiste	kunstenaar	N;MASC;SG	N;SG
créer	skep	créer	skep	V;NFIN	V;PRS
composition	samestelling	composition	samestelling	N;FEM;SG	N;SG
composition	komposisie	composition	komposisie	N;FEM;SG	N;SG
décide	besluit	décider	besluit	V;IND;SG;3;PRS;FIN	V;PRS
décide	besluit	décider	besluit	V;IND;SG;3;PRS;FIN	V;PRS
sécurité	sekuriteit	sécurité	sekuriteit	N;FEM;SG	N;SG
sécurité	veiligheid	sécurité	veiligheid	N;FEM;SG	N;SG
fédération	federasie	fédération	federasie	N;FEM;SG	N;SG
quatrième	vierde	quatrième	vierde	ADJ;MASC;SG	ADJ;NOM
police	polisie	police	polisie	N;FEM;SG	N;SG
comédie	komedie	comédie	komedie	N;FEM;SG	N;SG
infanterie	infanterie	infanterie	infanterie	N;FEM;SG	N;SG
ministère	ministerie	ministère	ministerie	N;MASC;SG	N;SG
ministère	hoofgebou	ministère	hoofbou	N;MASC;SG	N;SG
rejoint	aangesluit	rejoindre	aansluit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chevalier	ridder	chevalier	ridder	N;MASC;SG	N;SG
chevalier	ruiter	chevalier	ruiter	N;MASC;SG	N;SG
armes	arms	arme	arms	N;FEM;PL	N;PL
armes	wapens	arme	wapens	N;FEM;PL	N;PL
armes	vuurwapens	arme	vuurwapens	N;FEM;PL	N;PL
armes	vuurwapens	arme	vuurwapens	N;FEM;PL	N;PL
livres	boeke	livre	boeke	N;MASC;PL	N;PL
livres	livres	livre	livres	N;MASC;PL	N;PL
personnalités	persoonlikhede	personnalité	persoonlikheid	N;FEM;PL	N;PL
unique	unieke	unique	uniek	ADJ;MASC;SG	ADJ;NOM
capitaine	kaptein	capitaine	kaptein	N;MASC;SG	N;SG
commission	kommissie	commission	kommissie	N;FEM;SG	N;SG
demandé	aangevra	demander	aanvra	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
demandé	gevra	demander	vra	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
divers	verskeie	divers	verskeie	ADJ;MASC;PL	ADJ;NOM
divers	diverse	divers	divers	ADJ;MASC;PL	ADJ;NOM
divers	verskeie	divers	verskeie	ADJ;MASC;PL	ADJ;NOM
mandat	mandaat	mandat	mandaat	N;MASC;SG	N;SG
taux	tarief	taux	tarief	N;MASC;SG	N;SG
surface	oppervlak	surface	oppervlak	N;FEM;SG	N;SG
architecture	argitektuur	architecture	argitektuur	N;FEM;SG	N;SG
inscrit	geregistreer	inscrire	registreer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
astéroïde	asteroïde	astéroïde	astero	N;MASC;SG	N;SG
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	N;SG
annonce	aankondiging	annonce	aankondiging	N;FEM;SG	N;SG
pièce	muntstuk	pièce	muntstuk	N;FEM;SG	N;SG
pratique	gerieflike	pratique	gerieflik	ADJ;FEM;SG	ADJ;NOM
pratique	praktiese	pratique	prakties	ADJ;FEM;SG	ADJ;NOM
conseiller	konsultant	conseiller	konsultant	N;MASC;SG	N;SG
portail	portal	portail	portal	N;MASC;SG	N;SG
terrain	grond	terrain	grond	N;MASC;SG	N;SG
secrétaire	sekretaris	secrétaire	sekretaris	N;MASC;SG	N;SG
donner	skenk	donner	skenk	V;NFIN	V;PRS
donner	gee	donner	gee	V;NFIN	V;PRS
pièces	munte	pièce	munt	N;FEM;PL	N;PL
pièces	muntstukke	pièce	muntstuk	N;FEM;PL	N;PL
pièces	dele	pièce	deel	N;FEM;PL	N;PL
fonctions	kenmerke	fonction	kenmerk	N;FEM;PL	N;PL
fonctions	eienskappe	fonction	eienskap	N;FEM;PL	N;PL
fonctions	pligte	fonction	plig	N;FEM;PL	N;PL
accès	toegang	accès	toegang	N;MASC;SG	N;SG
charge	lading	charge	lading	N;FEM;SG	N;SG
sites	webwerwe	site	webwerwe	N;MASC;PL	N;PL
sites	tuistes	site	tuiste	N;MASC;PL	N;PL
sites	werwe	site	werf	N;MASC;PL	N;PL
sites	terreine	site	terrein	N;MASC;PL	N;PL
sites	webwerwe	site	webwerwe	N;MASC;PL	N;PL
basket	basketball	basket	basketball	N;MASC;SG	N;SG
utiliser	gebruik	utiliser	gebruik	V;NFIN	V;PRS
économie	ekonomie	économie	ekonomie	N;FEM;SG	N;SG
économie	ekonomie	économie	ekonomie	N;FEM;SG	N;SG
longueur	tydsduur	longueur	tydsduur	N;FEM;SG	N;SG
longueur	lengte	longueur	lengte	N;FEM;SG	N;SG
légende	legende	légende	leg	N;FEM;SG	N;SG
vingt	twintig	vingt	twintig	NUM	NUM
conditions	voorwaardes	condition	voorwaarde	N;FEM;PL	N;PL
conditions	toestande	condition	toestande	N;FEM;PL	N;PL
élection	verkiesing	élection	verkiesing	N;FEM;SG	N;SG
protection	beskerming	protection	beskerming	N;FEM;SG	N;SG
scénariste	skrywer	scénariste	skrywer	N;MASC;SG	N;SG
scénariste	outeur	scénariste	outeur	N;MASC;SG	N;SG
énergie	energie	énergie	energie	N;FEM;SG	N;SG
publique	openbare	public	openbaar	ADJ;FEM;SG	ADJ;NOM
parties	dele	partie	deel	N;FEM;PL	N;PL
parties	partytjies	partie	partytjie	N;FEM;PL	N;PL
parties	partye	partie	party	N;FEM;PL	N;PL
fiction	fiksie	fiction	fiksie	N;FEM;SG	N;SG
intérêt	belangstelling	intérêt	belangstelling	N;MASC;SG	N;SG
intérêt	rente	intérêt	rente	N;MASC;SG	N;SG
structure	struktuur	structure	struktuur	N;FEM;SG	N;SG
kilomètres	myle	kilomètre	myle	N;MASC;PL	N;PL
kilomètres	kilometers	kilomètre	kilometer	N;MASC;PL	N;PL
jeunesse	jeug	jeunesse	jeug	N;FEM;SG	N;SG
régions	streke	région	streke	N;FEM;PL	N;PL
majorité	meerderheid	majorité	meerderheid	N;FEM;SG	N;SG
passer	deurkom	passer	deurkom	V;NFIN	V;PRS
passer	aangee	passer	aangee	V;NFIN	V;PST;V.PTCP
enseignement	opvoeding	enseignement	opvoeding	N;MASC;SG	N;SG
enseignement	onderwys	enseignement	onderwys	N;MASC;SG	N;SG
enseignement	opleiding	enseignement	opleiding	N;MASC;SG	N;SG
enseignement	onderrig	enseignement	onderrig	N;MASC;SG	N;SG
exposition	uitstalling	exposition	uitstalling	N;FEM;SG	N;SG
exposition	blootstelling	exposition	blootstelling	N;FEM;SG	N;SG
poids	gewig	poids	gewig	N;MASC;SG	N;SG
santé	hoera	santé	hoera	N;FEM;SG	N;SG
santé	gesondheid	santé	gesondheid	N;FEM;SG	N;SG
heure	vakansie	heure	vakansie	N;FEM;SG	N;SG
heure	uur	heure	uur	N;FEM;SG	N;SG
heure	tyd	heure	tyd	N;FEM;SG	N;SG
heure	tydstip	heure	tydstip	N;FEM;SG	N;SG
feu	vuur	feu	vuur	N;MASC;SG	N;SG
italienne	italiaanse	italien	italiaans	ADJ;FEM;SG	ADJ;NOM
profession	beroep	profession	beroep	N;FEM;SG	N;SG
profession	besetting	profession	besetting	N;FEM;SG	N;SG
trouver	vind	trouver	vind	V;NFIN	V;PRS
voyage	reis	voyage	reis	N;MASC;SG	N;SG
supérieur	hoër	supérieur	hoog	ADJ;MASC;SG	ADJ;NOM;CMPR
logo	logo	logo	logo	N;MASC;SG	N;SG
localité	ligging	localité	ligging	N;FEM;SG	N;SG
arrière	agterkant	arrière	agterkant	N;MASC;SG	N;SG
régime	diet	régime	diet	N;MASC;SG	N;SG
résultat	uitslag	résultat	uitslag	N;MASC;SG	N;SG
résultat	resultaat	résultat	resultaat	N;MASC;SG	N;SG
nations	nasies	nation	nasie	N;FEM;PL	N;PL
orchestre	musiekgroep	orchestre	musiekgroep	N;MASC;SG	N;SG
concours	wedstryd	concours	wedstryd	N;MASC;SG	N;SG
concours	kompetisie	concours	kompetisie	N;MASC;SG	N;SG
concours	kompetisie	concours	kompetisie	N;MASC;SG	N;SG
phase	fase	phase	fase	N;FEM;SG	N;SG
problèmes	probleme	problème	probleem	N;MASC;PL	N;PL
problèmes	kwessies	problème	kwessie	N;MASC;PL	N;PL
journaliste	joernalis	journaliste	joernalis	N;MASC;SG	N;SG
journaliste	verslaggewer	journaliste	verslaggewer	N;MASC;SG	N;SG
record	rekord	record	rekord	N;MASC;SG	N;SG
célèbre	bekende	célèbre	bekend	ADJ;MASC;SG	ADJ;NOM
mariage	huwelik	mariage	huwelik	N;MASC;SG	N;SG
mariage	troue	mariage	trou	N;MASC;SG	N;SG
svg	svg	svg	svg	N;MASC;SG	N;SG
mêmes	dieselfde	même	dieselfde	ADJ;MASC;PL	ADJ;NOM
artistes	kunstenaars	artiste	kunstenaar	N;MASC;PL	N;PL
constitution	grondwet	constitution	grondwet	N;FEM;SG	N;SG
affaire	geval	affaire	geval	N;FEM;SG	N;SG
esprit	gees	esprit	gees	N;MASC;SG	N;SG
moteur	masjien	moteur	masjien	N;MASC;SG	N;SG
moteur	enjin	moteur	enjin	N;MASC;SG	N;SG
moteur	motor	moteur	motor	N;MASC;SG	N;SG
relations	verhoudings	relation	verhouding	N;FEM;PL	N;PL
relations	verhoudinge	relation	verhouding	N;FEM;PL	N;PL
relations	betrekkinge	relation	betrekking	N;FEM;PL	N;PL
ouverture	ope	ouverture	ope	N;FEM;SG	N;SG
désormais	nou	désormais	nou	ADV	ADV
désormais	tans	désormais	tans	ADV	ADV
galerie	galery	galerie	galery	N;FEM;SG	N;SG
parlement	parlement	parlement	parlement	N;MASC;SG	N;SG
étudiant	student	étudiant	student	N;MASC;SG	N;SG
techniques	tegniese	technique	tegnies	ADJ;MASC;PL	ADJ;NOM
théorie	teorie	théorie	teorie	N;FEM;SG	N;SG
suppression	verwydering	suppression	verwydering	N;FEM;SG	N;SG
mémoire	geheue	mémoire	heue	N;FEM;SG	N;SG
mémoire	herinnering	mémoire	herinnering	N;FEM;SG	N;SG
ami	vriend	ami	vriend	N;MASC;SG	N;SG
super	wonderlik	super	wonderlik	ADV	ADV
super	wonderlik	super	wonderlik	ADV	ADV
françaises	franse	français	frans	ADJ;FEM;PL	ADJ;NOM
arrive	arriveer	arriver	arriveer	V;IND;SG;3;PRS;FIN	V;PRS
images	prente	image	prent	N;FEM;PL	N;PL
images	beelde	image	beelde	N;FEM;PL	N;PL
images	prente	image	prent	N;FEM;PL	N;PL
images	prentjies	image	prentjies	N;FEM;PL	N;PL
éducation	opvoeding	éducation	opvoeding	N;FEM;SG	N;SG
éducation	onderwys	éducation	onderwys	N;FEM;SG	N;SG
éducation	opleiding	éducation	opleiding	N;FEM;SG	N;SG
éducation	onderrig	éducation	onderrig	N;FEM;SG	N;SG
magazine	tydskrif	magazine	tydskrif	N;MASC;SG	N;SG
don	skenking	don	skenking	N;MASC;SG	N;SG
officier	beampte	officier	beampte	N;MASC;SG	N;SG
note	voetnota	note	voetnota	N;FEM;SG	N;SG
hauteur	hoogte	hauteur	hoogte	N;FEM;SG	N;SG
secteur	sektor	secteur	sektor	N;MASC;SG	N;SG
social	maatskaplike	social	maatskaplik	ADJ;MASC;SG	ADJ;NOM
social	sosiale	social	sosiaal	ADJ;MASC;SG	ADJ;NOM
représentant	verteenwoordiger	représentant	verteenwoordiger	N;MASC;SG	N;SG
saisons	seisoene	saison	seisoen	N;FEM;PL	N;PL
temple	tempel	temple	tempel	N;MASC;SG	N;SG
forêt	woud	forêt	woud	N;FEM;SG	N;SG
importance	betekenis	importance	betekenis	N;FEM;SG	N;SG
maintenant	nou	maintenant	nou	ADV	ADV
maintenant	tans	maintenant	tans	ADV	ADV
conflit	konflik	conflit	konflik	N;MASC;SG	N;SG
conflit	dispuut	conflit	dispuut	N;MASC;SG	N;SG
commandant	majoor	commandant	majoor	N;MASC;SG	N;SG
commandant	hoofvak	commandant	hoofvak	N;MASC;SG	N;SG
docteur	dokter	docteur	dokter	N;MASC;SG	N;SG
gouverneur	goewerneur	gouverneur	goewerneur	N;MASC;SG	N;SG
artistique	artistieke	artistique	artistiek	ADJ;MASC;SG	ADJ;NOM
loin	ver	loin	ver	ADV	ADV
collège	kollege	collège	kollege	N;MASC;SG	N;SG
utilise	gebruik	utiliser	gebruik	V;IND;SG;3;PRS;FIN	V;PRS
bassin	pelvis	bassin	pelvis	N;MASC;SG	N;SG
victoires	oorwinnings	victoire	oorwinning	N;FEM;PL	N;PL
bureau	kantoor	bureau	kantoor	N;MASC;SG	N;SG
bureau	werkskerm	bureau	werkskerm	N;MASC;SG	N;SG
contrat	kontrak	contrat	kontrak	N;MASC;SG	N;SG
professionnel	professionele	professionnel	professioneel	ADJ;MASC;SG	ADJ;NOM
arbitre	skeidsregter	arbitre	skeidsregter	N;MASC;SG	N;SG
justice	geregtigheid	justice	geregtigheid	N;FEM;SG	N;SG
justice	justisie	justice	justisie	N;FEM;SG	N;SG
appel	appèl	appel	appèl	N;MASC;SG	N;SG
semaine	week	semaine	week	N;FEM;SG	N;SG
semaine	vakansie	semaine	vakansie	N;FEM;SG	N;SG
pied	voet	pied	voet	N;MASC;SG	N;SG
you	julle	you	julle	PRO;SG;2	PRO;SG;2
you	jy	you	jy	PRO;SG;2	PRO;NOM;SG;2
chanteur	sangeres	chanteur	sangere	N;MASC;SG	N;SG
neuf	nege	neuf	neg	NUM	NUM
européen	europese	européen	europees	ADJ;MASC;SG	ADJ;NOM
photographie	fotografie	photographie	fotografie	N;FEM;SG	N;SG
distribution	verspreiding	distribution	verspreiding	N;FEM;SG	N;SG
environnement	omgewing	environnement	omgewing	N;MASC;SG	N;SG
canadien	kanadese	canadien	kanades	ADJ;MASC;SG	ADJ;NOM
entreprises	maatskappye	entreprise	maatskappy	N;FEM;PL	N;PL
entreprises	ondernemings	entreprise	onderneming	N;FEM;PL	N;PL
entreprises	besighede	entreprise	besigheid	N;FEM;PL	N;PL
frères	broers	frère	broers	N;MASC;PL	N;PL
train	trein	train	trein	N;MASC;SG	N;SG
lieutenant	luitenant	lieutenant	luitenant	N;MASC;SG	N;SG
textes	tekste	texte	teks	N;MASC;PL	N;PL
royale	koninklike	royal	koninklik	ADJ;FEM;SG	ADJ;NOM
pilote	aandrywer	pilote	aandrywer	N;MASC;SG	N;SG
studio	ateljee	studio	ateljee	N;MASC;SG	N;SG
