βοηθώντας	helpen	βοηθώ	helpen	V;IPFV;V.CVB;ACT	V;NFIN
μέλισσα	bee	μέλισσα	bee	N;NOM;FEM;SG	N;MASC+FEM;SG
ποικίλλει	varieert	ποικίλλω	variëren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
πορτογαλική	portugese	πορτογαλικός	portugees	ADJ;NOM;FEM;SG	ADJ
πορτογαλική	portugees	πορτογαλικός	portugees	ADJ;NOM;FEM;SG	ADJ
κινηματογράφους	bioscopen	κινηματογράφος	bioscoop	N;ACC;MASC;PL	N;PL
αντεπίθεση	tegenaanval	αντεπίθεση	tegenaanval	N;ACC;FEM;SG	N;MASC+FEM;SG
βλάβες	laesies	βλάβη	laesie	N;NOM;FEM;PL	N;PL
βλάβες	letsels	βλάβη	letsel	N;NOM;FEM;PL	N;PL
γλωσσολογία	taalkunde	γλωσσολογία	taalkunde	N;NOM;FEM;SG	N;MASC+FEM;SG
λουίζα	louisa	λουίζα	louisa	N;NOM;FEM;SG	N;MASC+FEM;SG
λουίζα	luisa	λουίζα	luisa	N;NOM;FEM;SG	N;MASC+FEM;SG
μοτίβο	patroon	μοτίβο	patroon	N;NOM;NEUT;SG	N;NEUT;SG
ισοτιμία	pariteit	ισοτιμία	pariteit	N;NOM;FEM;SG	N;MASC+FEM;SG
ισοτιμία	equivalentie	ισοτιμία	equivalentie	N;NOM;FEM;SG	N;MASC+FEM;SG
ισοτιμία	gelijkwaardigheid	ισοτιμία	gelijkwaardigheid	N;NOM;FEM;SG	N;MASC+FEM;SG
μεταφραστής	tolk	μεταφραστής	tolk	N;NOM;MASC;SG	N;MASC+FEM;SG
μεταφραστής	vertaler	μεταφραστής	vertaler	N;NOM;MASC;SG	N;MASC+FEM;SG
πες	zeg	πες	zeggen	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
πες	zeggen	πες	zeggen	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN
πες	vertel	πες	vertel	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
θάλασσες	zeeën	θάλασσα	zeeën	N;NOM;FEM;PL	N;PL
προγραμματισμός	planning	προγραμματισμός	planning	N;NOM;MASC;SG	N;MASC+FEM;SG
προγραμματισμός	planning	προγραμματισμός	planning	N;NOM;MASC;SG	N;MASC+FEM;SG
προγραμματισμός	programmering	προγραμματισμός	programmering	N;NOM;MASC;SG	N;MASC+FEM;SG
προγραμματισμός	planning	προγραμματισμός	planning	N;NOM;MASC;SG	N;MASC+FEM;SG
προγραμματισμός	tijdschema	προγραμματισμός	tijdschema	N;NOM;MASC;SG	N;NEUT;SG
προγραμματισμός	schema	προγραμματισμός	schema	N;NOM;MASC;SG	N;NEUT;SG
αρένα	arena	αρένας	arena	N;ACC;FEM;SG	N;MASC+FEM;SG
κίνητρα	prikkels	κίνητρο	prikkel	N;NOM;NEUT;PL	N;PL
κίνητρα	motieven	κίνητρο	motief	N;NOM;NEUT;PL	N;PL
δεσμοί	dassen	δεσμός	dassen	N;NOM;MASC;PL	N;PL
δεσμοί	obligaties	δεσμός	obligatie	N;NOM;MASC;PL	N;PL
δεσμοί	bindingen	δεσμός	binding	N;NOM;MASC;PL	N;PL
δαχτυλίδι	ring	δαχτυλίδι	ring	N;NOM;NEUT;SG	N;MASC+FEM;SG
ολοκληρωμένο	geïntegreerde	ολοκληρώνω	integreren	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;SG;PST;FIN
ολοκληρωμένο	geïntegreerd	ολοκληρώνω	integreren	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;V.PTCP
νύχτες	nachten	νύχτης	nachten	N;NOM;FEM;PL	N;PL
νύχτες	overnachtingen	νύχτης	overnachting	N;NOM;FEM;PL	N;PL
ανακωχή	wapenstilstand	ανακωχή	wapenstilstand	N;ACC;FEM;SG	N;MASC+FEM;SG
ανακωχή	wapenstilstand	ανακωχή	wapenstilstand	N;ACC;FEM;SG	N;MASC+FEM;SG
διαλύματα	oplossingen	διάλυμα	oplossing	N;NOM;NEUT;PL	N;PL
διαλύματα	solutions	διάλυμα	solution	N;NOM;NEUT;PL	N;PL
ανιψιός	neef	ανιψιός	neef	N;NOM;MASC;SG	N;MASC+FEM;SG
ανιψιός	neefje	ανιψιός	neefje	N;NOM;MASC;SG	N;NEUT;SG
κλήση	oproep	κλήση	oproep	N;NOM;FEM;SG	N;MASC+FEM;SG
κλήση	roeping	κλήση	roeping	N;NOM;FEM;SG	N;MASC+FEM;SG
πρόνοιας	welzijn	πρόνοια	welzijn	N;GEN;FEM;SG	N;NEUT;SG
έπαυλη	herenhuis	έπαυλος	herenhuis	N;NOM;FEM;SG	N;NEUT;SG
παντρεμένη	gehuwd	παντρένω	huwen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
παντρεμένη	getrouwd	παντρένω	trouwen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
ενδοχώρα	binnenland	ενδοχώρας	binnenland	N;NOM;FEM;SG	N;NEUT;SG
ενδοχώρα	achterland	ενδοχώρας	achterland	N;NOM;FEM;SG	N;NEUT;SG
ενδοχώρα	vasteland	ενδοχώρας	vasteland	N;NOM;FEM;SG	N;NEUT;SG
χιόνι	sneeuw	χιόνι	sneeuw	N;NOM;NEUT;SG	N;MASC+FEM;SG
μοναχούς	monniken	μοναχός	monniken	N;ACC;MASC;PL	N;PL
τοπωνύμιο	toponiem	τοπωνύμιο	toponiem	N;NOM;NEUT;SG	N;NEUT;SG
ανατομία	anatomie	ανατομία	anatomie	N;NOM;FEM;SG	N;MASC+FEM;SG
σχεδιασμένο	ontworpen	σχεδιάζω	ontwerpen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;V.PTCP
σχεδιασμένο	gepland	σχεδιάζω	plannen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;V.PTCP
σχεδιασμένο	geplande	σχεδιάζω	plannen	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;V.PTCP
δαπάνες	uitgaven	δαπάνη	uitgave	N;NOM;FEM;PL	N;PL
γένη	geslachten	γένος	slachten	N;NOM;NEUT;PL	N;PL
δίδασκε	onderwezen	διδίνκω	onderwezen	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
δίδασκε	onderwees	διδίνκω	onderwees	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
έτοιμος	gereed	έτοιμος	gereed	ADJ;NOM;MASC;SG	ADJ
έτοιμος	klaar	έτοιμος	klaar	ADJ;NOM;MASC;SG	ADJ
επικίνδυνο	gevaarlijke	επικίνδυνος	gevaarlijk	ADJ;NOM;NEUT;SG	ADJ
επικίνδυνο	gevaarlijk	επικίνδυνος	gevaarlijk	ADJ;NOM;NEUT;SG	ADJ
επικίνδυνο	gevaarlijke	επικίνδυνος	gevaarlijk	ADJ;NOM;NEUT;SG	ADJ
επικίνδυνο	gevaarlijk	επικίνδυνος	gevaarlijk	ADJ;NOM;NEUT;SG	ADJ
υπέφερε	leed	υποφέρω	lijden	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
επιπλοκές	complicaties	επιπλοκή	complicatie	N;NOM;FEM;PL	N;PL
επιπλοκές	verwikkelingen	επιπλοκή	verwikkeling	N;NOM;FEM;PL	N;PL
δρομολόγια	routes	δρομολόγιο	route	N;NOM;NEUT;PL	N;PL
όρκο	gelofte	όρκο	gelofte	N;ACC;MASC;SG	N;MASC+FEM;SG
όρκο	eed	όρκο	eed	N;ACC;MASC;SG	N;MASC+FEM;SG
όρκο	eed	όρκο	eed	N;ACC;MASC;SG	N;MASC+FEM;SG
όρκο	ede	όρκο	eed	N;ACC;MASC;SG	N;MASC+FEM;SG
προειδοποίηση	waarschuwing	προειδοποίηση	waarschuwing	N;ACC;FEM;SG	N;MASC+FEM;SG
λύρα	lyra	λύρα	lyra	N;NOM;FEM;SG	N;MASC+FEM;SG
νοημοσύνη	inlichtingendienst	νοημοσύνη	inlichtingendienst	N;NOM;FEM;SG	N;MASC+FEM;SG
νοημοσύνη	intelligentie	νοημοσύνη	intelligentie	N;NOM;FEM;SG	N;MASC+FEM;SG
νοημοσύνη	intellect	νοημοσύνη	intellect	N;NOM;FEM;SG	N;NEUT;SG
ανησυχία	rusteloosheid	ανησυχία	rusteloosheid	N;NOM;FEM;SG	N;MASC+FEM;SG
ανησυχία	bezorgdheid	ανησυχία	bezorgdheid	N;NOM;FEM;SG	N;MASC+FEM;SG
ιστούς	webben	ιστός	webben	N;NOM;MASC;PL	N;PL
ιστούς	weefsels	ιστός	weefsel	N;NOM;MASC;PL	N;PL
επιλέγει	selecteert	επιλέγω	selecteren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
επιλέγει	kiest	επιλέγω	kiezen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
επιλέγει	kiest	επιλέγω	kiezen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
πάχος	dikte	πάχος	dik	N;NOM;NEUT;SG	N;MASC+FEM;SG
θάρρος	moed	θάρρος	moed	N;NOM;NEUT;SG	N;MASC+FEM;SG
ενεργός	actieve	ενεργός	actief	ADJ;NOM;MASC;SG	ADJ
ενεργός	actief	ενεργός	actief	ADJ;NOM;MASC;SG	ADJ
αδύνατη	onmogelijke	αδύνατος	onmogelijk	ADJ;NOM;FEM;SG	ADJ
αδύνατη	onmogelijk	αδύνατος	onmogelijk	ADJ;NOM;FEM;SG	ADJ
προσάρτηση	annexatie	προσάρτηση	annexatie	N;ACC;FEM;SG	N;MASC+FEM;SG
δεσμός	affaire	δεσμός	affaire	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	binding	δεσμός	binding	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	link	δεσμός	link	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	koppeling	δεσμός	koppeling	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	binding	δεσμός	binding	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	obligatie	δεσμός	obligatie	N;NOM;MASC;SG	N;MASC+FEM;SG
δεσμός	bond	δεσμός	bond	N;NOM;MASC;SG	N;MASC+FEM;SG
περιοδείες	rondreizen	περιοδείο	rondreizen	N;NOM;FEM;PL	N;PL
περιοδείες	tours	περιοδείο	tours	N;NOM;FEM;PL	N;PL
άλφα	alpha	άλφος	alpha	N	N;MASC+FEM;SG
άλφα	alfa	άλφος	alfa	N	N;MASC+FEM;SG
άλφα	alfa	άλφος	alfa	N	N;MASC+FEM;SG
εχθρός	vijand	εχθρός	vijand	N;NOM;MASC;SG	N;MASC+FEM;SG
εχθρός	vijand	εχθρός	vijand	N;NOM;MASC;SG	N;MASC+FEM;SG
νεολιθική	neolithische	νεολιθικός	neolithisch	ADJ;NOM;FEM;SG	ADJ
πρόοδος	progress	πρόοδος	progress	N;NOM;FEM;SG	N;MASC+FEM;SG
πρόοδος	vooruitgang	πρόοδος	vooruitgang	N;NOM;FEM;SG	N;MASC+FEM;SG
πρόοδος	voortgang	πρόοδος	voortgang	N;NOM;FEM;SG	N;MASC+FEM;SG
λογοκρισία	ongecensureerde	λογοκρισία	ongecensureren	N;NOM;FEM;SG	N;MASC+FEM;SG
λογοκρισία	censuur	λογοκρισία	censuur	N;NOM;FEM;SG	N;MASC+FEM;SG
μικτή	mixed	μικτός	mixed	ADJ;NOM;FEM;SG	ADJ
οφέλη	voordelen	όφελος	voordeel	N;NOM;NEUT;PL	N;PL
οφέλη	uitkeringen	όφελος	uitkering	N;NOM;NEUT;PL	N;PL
ημι	semi	ημι	semi	N;NOM;NEUT;SG	N;MASC+FEM;SG
εξετάζει	onderzoekt	εξετάζω	onderzoeken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
κανονισμούς	verordeningen	κανονισμός	verordening	N;ACC;MASC;PL	N;PL
κανονισμούς	reglementen	κανονισμός	reglement	N;ACC;MASC;PL	N;PL
κέντρων	centra	κέντρο	centrum	N;GEN;NEUT;PL	N;PL
αναστολή	vering	αναστολή	vering	N;ACC;FEM;SG	N;MASC+FEM;SG
αναστολή	suspensie	αναστολή	suspensie	N;ACC;FEM;SG	N;MASC+FEM;SG
αναστολή	schorsing	αναστολή	schorsing	N;ACC;FEM;SG	N;MASC+FEM;SG
αναστολή	opschorting	αναστολή	opschorting	N;ACC;FEM;SG	N;MASC+FEM;SG
αναστολή	remming	αναστολή	remming	N;ACC;FEM;SG	N;MASC+FEM;SG
ομιλίες	speeches	ομιλία	speech	N;NOM;FEM;PL	N;PL
ομιλίες	redevoeringen	ομιλία	redevoering	N;NOM;FEM;PL	N;PL
ομιλίες	toespraken	ομιλία	toespraak	N;NOM;FEM;PL	N;PL
διέκοψε	onderbroken	διακόπτω	onderbreken	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
συνεργάτη	partner	συνεργάτης	partner	N;NOM;NEUT;SG	N;MASC+FEM;SG
αμυντική	defensief	αμυντικός	defensief	ADJ;NOM;FEM;SG	ADJ
αμυντική	defensieve	αμυντικός	defensief	ADJ;NOM;FEM;SG	ADJ
κίνητρο	motief	κίνητρο	motief	N;ACC;NEUT;SG	N;NEUT;SG
κίνητρο	motivatie	κίνητρο	motivatie	N;ACC;NEUT;SG	N;MASC+FEM;SG
κίνητρο	prikkel	κίνητρο	prikkel	N;ACC;NEUT;SG	N;MASC+FEM;SG
κίνητρο	stimulans	κίνητρο	stimulans	N;ACC;NEUT;SG	N;MASC+FEM;SG
απέδωσε	toegeschreven	αποδίδω	toeschrijven	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
απέδωσε	toegerekend	αποδίδω	toerkeken	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
αλάτι	zout	αλάτι	zout	N;NOM;NEUT;SG	N;NEUT;SG
σιτάρι	tarwe	σιτάρι	tarw	N;NOM;NEUT;SG	N;MASC+FEM;SG
άστρο	astro	άστρο	astro	N;NOM;NEUT;SG	N;MASC+FEM;SG
διάσωση	redding	διάσωση	redding	N;ACC;FEM;SG	N;MASC+FEM;SG
διάσωση	reddingsteam	διάσωση	reddingsteam	N;ACC;FEM;SG	N;NEUT;SG
διάσωση	rescue	διάσωση	rescue	N;ACC;FEM;SG	N;MASC+FEM;SG
πινακίδες	borden	πινακίδα	bord	N;NOM;FEM;PL	N;PL
πινακίδες	nummerplaten	πινακίδα	nummerplaat	N;NOM;FEM;PL	N;PL
πινακίδες	platen	πινακίδα	plaat	N;NOM;FEM;PL	N;PL
πινακίδες	borden	πινακίδα	bord	N;NOM;FEM;PL	N;PL
πινακίδες	bordjes	πινακίδα	bord	N;NOM;FEM;PL	N;PL
πινακίδες	tekens	πινακίδα	teken	N;NOM;FEM;PL	N;PL
μονάρχης	monarch	μονάρχης	monarch	N;NOM;MASC;SG	N;MASC+FEM;SG
δούλευε	werkte	δούλεύω	werken	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
δούλευε	gewerkt	δούλεύω	werken	V;IPFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
μελωδία	melody	μελωδία	melody	N;NOM;FEM;SG	N;MASC+FEM;SG
μελωδία	melodie	μελωδία	melodie	N;NOM;FEM;SG	N;MASC+FEM;SG
μελωδία	deuntje	μελωδία	deun	N;NOM;FEM;SG	N;NEUT;SG
μελωδία	tune	μελωδία	tune	N;NOM;FEM;SG	N;MASC+FEM;SG
μυστήριο	mysterie	μυστήριο	mysterie	N;NOM;NEUT;SG	N;NEUT;SG
μυστήριο	mystery	μυστήριο	mystery	N;NOM;NEUT;SG	N;MASC+FEM;SG
μάνα	moeder	μάνας	moeder	N;ACC;FEM;SG	N;MASC+FEM;SG
μάνα	moedertje	μάνας	moeder	N;ACC;FEM;SG	N;NEUT;SG
τοιχογραφία	fresco	τοιχογραφία	fresco	N;NOM;FEM;SG	N;MASC+FEM;SG
τοιχογραφία	muurschildering	τοιχογραφία	muurschildering	N;NOM;FEM;SG	N;MASC+FEM;SG
γλωσσική	taalkundige	γλωσσικός	taalkundig	ADJ;NOM;FEM;SG	ADJ
τιμά	eert	τιμά	eert	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
μειώσει	verminderen	μειώνω	verminderen	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
μειώσει	reduceren	μειώνω	reduceren	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
μειώσει	verkleinen	μειώνω	verkleinen	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
μόλυνση	verontreiniging	μόλυνση	verontreiniging	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	vervuiling	μόλυνση	vervuiling	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	infectie	μόλυνση	infectie	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	besmetting	μόλυνση	besmetting	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	verontreiniging	μόλυνση	verontreiniging	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	contaminatie	μόλυνση	contaminatie	N;NOM;FEM;SG	N;MASC+FEM;SG
μόλυνση	besmetting	μόλυνση	besmetting	N;NOM;FEM;SG	N;MASC+FEM;SG
δημοσιότητα	publiciteit	δημοσιότητα	publiciteit	N;ACC;FEM;SG	N;MASC+FEM;SG
ιατρικό	medische	ιατρικός	medisch	ADJ;NOM;NEUT;SG	ADJ
ιατρικό	medisch	ιατρικός	medisch	ADJ;NOM;NEUT;SG	ADJ
προθέσεις	intenties	πρόθεση	intentie	N;NOM;FEM;PL	N;PL
προθέσεις	bedoelingen	πρόθεση	bedoeling	N;NOM;FEM;PL	N;PL
προθέσεις	voornemens	πρόθεση	voornemen	N;NOM;FEM;PL	N;PL
ταυτόχρονη	gelijktijdige	ταυτόχρονος	gelijktijdig	ADJ;NOM;FEM;SG	ADJ
ταυτόχρονη	gelijktijdig	ταυτόχρονος	gelijktijdig	ADJ;NOM;FEM;SG	ADJ
ταυτόχρονη	gelijktijdige	ταυτόχρονος	gelijktijdig	ADJ;NOM;FEM;SG	ADJ
ταυτόχρονη	gelijktijdig	ταυτόχρονος	gelijktijdig	ADJ;NOM;FEM;SG	ADJ
λιθίου	lithium	λίθιο	lithium	N;GEN;NEUT;SG	N;MASC+FEM;SG
τυχαίο	willekeurige	τυχαίος	willekeurig	ADJ;NOM;NEUT;SG	ADJ
τυχαίο	willekeurig	τυχαίος	willekeurig	ADJ;NOM;NEUT;SG	ADJ
τυχαίο	toevallige	τυχαίος	toevallig	ADJ;NOM;NEUT;SG	ADJ
πολιτισμούς	cultures	πολιτισμός	culture	N;ACC;MASC;PL	N;PL
πολιτισμούς	culturen	πολιτισμός	cultuur	N;ACC;MASC;PL	N;PL
λεωνίδα	leonidas	λεωνίδα	leonidas	N;VOC;MASC;SG	N;MASC+FEM;SG
επιθετική	agressieve	επιθετικός	agressief	ADJ;NOM;FEM;SG	ADJ
επιθετική	agressief	επιθετικός	agressief	ADJ;NOM;FEM;SG	ADJ
σιδηροδρόμων	spoorwegen	σιδηρόδρομα	spoorwegen	N;GEN;MASC;PL	N;PL
σιδηροδρόμων	spoorlijnen	σιδηρόδρομα	spoorlijn	N;GEN;MASC;PL	N;PL
σιδηροδρόμων	spoorwegen	σιδηρόδρομα	spoorwegen	N;GEN;MASC;PL	N;PL
αφρικανική	afrikaanse	αφρικάνικος	afrikaans	ADJ;NOM;FEM;SG	ADJ
αφρικανική	afrikaans	αφρικάνικος	afrikaans	ADJ;NOM;FEM;SG	ADJ
σπουδαιότητα	belangrijkheid	σπουδαιότητα	belangrijkheid	N;ACC;FEM;SG	N;MASC+FEM;SG
σπουδαιότητα	belang	σπουδαιότητα	belang	N;ACC;FEM;SG	N;NEUT;SG
παρατηρητές	waarnemers	παρατηρητής	waarnemer	N;NOM;MASC;PL	N;PL
παρατηρητές	watchers	παρατηρητής	watcher	N;NOM;MASC;PL	N;PL
κέλυφος	granaat	κέλυφος	granaat	N;NOM;NEUT;SG	N;MASC+FEM;SG
κέλυφος	shell	κέλυφος	shell	N;NOM;NEUT;SG	N;MASC+FEM;SG
κέλυφος	schelp	κέλυφος	schelp	N;NOM;NEUT;SG	N;MASC+FEM;SG
κέλυφος	omhulsel	κέλυφος	omhulsel	N;NOM;NEUT;SG	N;NEUT;SG
πορτρέτα	portretten	πορτρέτα	portret	N;NOM;NEUT;PL	N;PL
πληρώσει	betaal	πληρώνω	betaal	V;PFV;NFIN;ACT	V;SG;PRS;FIN
πληρώσει	betalen	πληρώνω	betalen	V;PFV;NFIN;ACT	V;NFIN
ελίτ	elite	ελίτ	elite	N;NOM;FEM;SG	N;MASC+FEM;SG
μύτη	neus	μύτος	neus	N;NOM;FEM;SG	N;MASC+FEM;SG
ναυτικός	nautische	ναυτικός	nautisch	ADJ;NOM;MASC;SG	ADJ
ναυτικός	zeevarende	ναυτικός	zeevarend	ADJ;NOM;MASC;SG	ADJ
ιερή	heilig	ιερός	heilig	ADJ;NOM;FEM;SG	ADJ
ιερή	heilige	ιερός	heilige	ADJ;NOM;FEM;SG	ADJ
απολιθώματα	fossielen	απολίθωμα	fossiel	N;NOM;NEUT;PL	N;PL
βασιλεύς	konings	βασιλής	koning	N;NOM;MASC;SG	N;SG
βασιλεύς	king	βασιλής	kingen	N;NOM;MASC;SG	N;MASC+FEM;SG
βασιλεύς	koning	βασιλής	koning	N;NOM;MASC;SG	N;MASC+FEM;SG
μορφοποίησης	opmaak	μορφοποίηση	opmaak	N;GEN;FEM;SG	N;MASC+FEM;SG
ουράς	staart	ουρός	staart	N;GEN;FEM;SG	N;MASC+FEM;SG
ιός	virus	ιός	virus	N;NOM;MASC;SG	N;NEUT;SG
ενώνει	verenigt	ενώνω	verenigen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
όντα	wezens	όντα	wezen	N;NOM;NEUT;PL	N;PL
γιατρό	arts	γιατρός	arts	N;NOM;MASC;SG	N;MASC+FEM;SG
γιατρό	doktor	γιατρός	doktor	N;NOM;MASC;SG	N;MASC+FEM;SG
γιατρό	dokter	γιατρός	dokter	N;NOM;MASC;SG	N;MASC+FEM;SG
γιατρό	doctor	γιατρός	doctor	N;NOM;MASC;SG	N;MASC+FEM;SG
τοπικός	lokale	τοπικός	lokaal	ADJ;NOM;MASC;SG	ADJ
τοπικός	plaatselijk	τοπικός	plaatselijk	ADJ;NOM;MASC;SG	ADJ
τοπικός	lokaal	τοπικός	lokaal	ADJ;NOM;MASC;SG	ADJ
προκλήθηκε	veroorzaakte	προκαλώ	veroorzaken	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
προκλήθηκε	veroorzaakt	προκαλώ	veroorzaken	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
επηρεάζεται	beïnvloed	επηρεάζω	beïnvloeden	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
επηρεάζεται	getroffen	επηρεάζω	treffen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
επηρεάζεται	beïnvloed	επηρεάζω	beïnvloeden	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
πρώιμο	prematuur	πρώιμο	prematuur	ADJ;NOM;NEUT;SG	ADJ
πρώιμο	voortijdig	πρώιμο	voortijdig	ADJ;NOM;NEUT;SG	ADJ
πρώιμο	voorbarig	πρώιμο	voorbarig	ADJ;NOM;NEUT;SG	ADJ
αποθήκη	entrepot	αποθήκη	entrepot	N;NOM;FEM;SG	N;MASC+FEM;SG
αποθήκη	warenhuis	αποθήκη	warenhuis	N;NOM;FEM;SG	N;NEUT;SG
αποθήκη	magazijn	αποθήκη	magazijn	N;NOM;FEM;SG	N;NEUT;SG
αποθήκη	pakhuis	αποθήκη	pakhuis	N;NOM;FEM;SG	N;NEUT;SG
αποθήκη	opslag	αποθήκη	opslag	N;NOM;FEM;SG	N;MASC+FEM;SG
εντέρου	darm	έντερος	darm	N;GEN;NEUT;SG	N;MASC+FEM;SG
ζωές	levens	ζωή	levens	N;NOM;FEM;PL	N;PL
σημάδι	teken	σημάδι	teken	N;NOM;NEUT;SG	N;NEUT;SG
μοριακό	moleculair	μοριακός	moleculair	ADJ;NOM;NEUT;SG	ADJ
μοριακό	moleculaire	μοριακός	moleculair	ADJ;NOM;NEUT;SG	ADJ
ψήφισμα	resolutie	ψήφισμα	resolutie	N;NOM;NEUT;SG	N;MASC+FEM;SG
υπουργών	ministers	υπουργός	minister	N;GEN;MASC;PL	N;PL
συνταγματαρχών	kolonels	συνταγματάρχης	kolonel	N;GEN;FEM;PL	N;PL
αποφευχθεί	vermijd	αποφεύγω	vermijden	V;PFV;NFIN;PASS	V;SG;PRS;FIN
αποφευχθεί	voorkom	αποφεύγω	voorkom	V;PFV;NFIN;PASS	V;SG;PRS;FIN
αποφευχθεί	vermijdt	αποφεύγω	vermijden	V;PFV;NFIN;PASS	V;SG;PRS;FIN
αποφευχθεί	vermijden	αποφεύγω	vermijden	V;PFV;NFIN;PASS	V;NFIN
αποφευχθεί	vermeden	αποφεύγω	vermijden	V;PFV;NFIN;PASS	V;V.PTCP
αποφευχθεί	vermeed	αποφεύγω	vermeed	V;PFV;NFIN;PASS	V;SG;PST;FIN
βρύση	tap	βρύση	tap	N;NOM;FEM;SG	N;MASC+FEM;SG
ενδιαφέρεται	geïnteresseerd	ενδιαφέρω	interesseren	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
ώθηση	stuwkracht	ώθηση	stuwkracht	N;ACC;FEM;SG	N;MASC+FEM;SG
ώθηση	boost	ώθηση	boost	N;ACC;FEM;SG	N;MASC+FEM;SG
βικτώρια	victoria	βικτώριο	victoria	N;NOM;FEM;SG	N;MASC+FEM;SG
πλέγμα	maas	πλέγμα	maas	N;NOM;NEUT;SG	N;MASC+FEM;SG
πλέγμα	raster	πλέγμα	raster	N;NOM;NEUT;SG	N;NEUT;SG
πλέγμα	grid	πλέγμα	grid	N;NOM;NEUT;SG	N;MASC+FEM;SG
απεικονίζονται	afgebeeld	απεικονίζω	afbeelden	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.PTCP
πρώτον	eerst	πρώτον	eerst	ADV	ADV
δημοσιογραφία	journalistiek	δημοσιογραφία	journalistiek	N;NOM;FEM;SG	N;MASC+FEM;SG
ρυθμίσεις	arrangementen	ρύθμιση	arrangement	N;NOM;FEM;PL	N;PL
ρυθμίσεις	regelingen	ρύθμιση	regeling	N;NOM;FEM;PL	N;PL
ρυθμίσεις	instellingen	ρύθμιση	instelling	N;NOM;FEM;PL	N;PL
δένδρα	bomen	δένδρος	boom	N;NOM;NEUT;PL	N;PL
συντρόφους	metgezellen	σύντροφος	metgezel	N;ACC;MASC;PL	N;PL
υπερβαίνει	overschrijdt	υπερβαίνω	overschrijden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
υπερβαίνει	overtreft	υπερβαίνω	overtreffen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
ανέβηκαν	geüpload	αναβέκω	plloeden	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
ανέβηκαν	geupload	αναβέκω	vloeden	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
καλοκαίρια	summers	καλοκαίριο	summer	N;NOM;NEUT;PL	N;PL
δουλεία	slavernij	δουλείο	slavernij	N;NOM;FEM;SG	N;MASC+FEM;SG
δουλεία	slavernij	δουλείο	slavernij	N;NOM;FEM;SG	N;MASC+FEM;SG
