ralf	ralf	ralf	ralf	PROPN;NOM;SG	PROPN;NOM;MASC;SG
saavutettu	doseženo	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
saavutettu	dosežene	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
saavutettu	doseženo	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
saavutettu	dosežene	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
saavutettu	dosežen	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
saavutettu	dosežena	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
saavutettu	doseženo	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
saavutettu	doseženi	saavuttaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
ska	ska	ska	ska	PROPN;NOM;SG	N;NOM;MASC;SG
hevoset	konje	hevonen	konj	N;NOM;PL	N;ACC;MASC;PL
hevoset	konjev	hevonen	konj	N;NOM;PL	N;GEN;MASC;PL
myönnetään	podeljena	myöntää	podeljen	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
myönnetään	odobreno	myöntää	odobreno	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG
piireissä	krogi	piireä	krog	N;IN+ESS;PL	N;NOM;MASC;PL
piireissä	kroge	piireä	krog	N;IN+ESS;PL	N;ACC;MASC;PL
piireissä	krogov	piireä	krog	N;IN+ESS;PL	N;GEN;MASC;PL
aston	aston	asto	aston	N;GEN;SG	N;NOM;MASC;SG
tuotettu	proizvedena	tuottaa	proizveden	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
tuotettu	proizvedeno	tuottaa	proizveden	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
tuotettu	proizveden	tuottaa	proizveden	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
tuotettu	ustvarjene	tuottaa	ustvarjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
tuotettu	ustvarjen	tuottaa	ustvarjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
tuotettu	ustvarjena	tuottaa	ustvarjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
dokumentin	dokumentarec	dokumentti	dokumentarec	N;GEN;SG	N;NOM;MASC;SG
pysyvän	stoji	pysyvä	stati	ADJ;GEN;SG	V;IPFV;IND;SG;3;PRS;FIN
horn	roga	horn	rog	N;NOM;SG	N;GEN;MASC;SG
horn	horn	horn	horen	N;NOM;SG	
sankarit	heroje	sankari	heroja	N;NOM;PL	N;ACC;MASC;PL
sankarit	junake	sankari	junak	N;NOM;PL	N;ACC;MASC;PL
sankarit	junakov	sankari	junak	N;NOM;PL	N;GEN;MASC;PL
notre	notre	notre	notreti		PROPN;NOM;MASC;SG
erin	erin	erin	erin	N;NOM;SG	PROPN;NOM;FEM;SG
tarinoiden	zgodbice	tarina	zgodbica	N;GEN;PL	N;NOM;FEM;PL
tarinoiden	zgodbe	tarina	zgodba	N;GEN;PL	N;NOM;FEM;PL
päivien	dnevi	päivä	dan	N;GEN;PL	N;NOM;MASC;PL
päivien	dni	päivä	dan	N;GEN;PL	N;ACC;MASC;PL
päivien	dneve	päivä	dan	N;GEN;PL	N;ACC;MASC;PL
yksityisen	zasebno	yksityinen	zaseben	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
yksityisen	privat	yksityinen	privati	ADJ;GEN;SG	
yksityisen	zasebna	yksityinen	zaseben	ADJ;GEN;SG	ADJ;NOM;FEM;SG
yksityisen	zasebni	yksityinen	zaseben	ADJ;GEN;SG	ADJ;NOM;MASC;SG
lucy	lucija	lucy	lucija	PROPN;NOM;SG	N;NOM;FEM;SG
lucy	lucy	lucy	lucy	PROPN;NOM;SG	PROPN;NOM;FEM;SG
sophie	sophie	sophi	sophia	N;NOM;SG	PROPN;NOM;MASC;SG
uno	uno	uno	una	N;NOM;SG	
akselin	os	akseli	os	N;GEN;SG	N;NOM;MASC;SG
akselin	osi	akseli	osi	N;GEN;SG	N;NOM;MASC;SG
akselin	os	akseli	os	N;GEN;SG	N;NOM;MASC;SG
venezuelan	venezuelski	vene#zuela	venezuelski	N;GEN;SG	ADJ;NOM;MASC;SG
venezuelan	venezueli	vene#zuela	venezuel	N;GEN;SG	N;NOM;FEM;SG
erilliset	ločena	erillinen	ločen	ADJ;NOM;PL	ADJ;NOM;FEM;SG;V.PTCP
erilliset	ločeno	erillinen	ločen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;V.PTCP
kirjeitä	pisma	kirje	pismo	N;PRT;PL	N;NOM;NEUT;PL
kirjeitä	črke	kirje	črka	N;PRT;PL	N;NOM;FEM;PL
kirjeitä	pisem	kirje	pisem	N;PRT;PL	N;GEN;FEM;PL
tulevaisuuteen	prihodnje	tulevaisuus	prihodnji	N;IN+ALL;SG	ADJ;NOM;NEUT;SG
tulevaisuuteen	bodoči	tulevaisuus	bodoč	N;IN+ALL;SG	ADJ;NOM;MASC;PL
tulevaisuuteen	bodočnost	tulevaisuus	bodočnost	N;IN+ALL;SG	N;NOM;FEM;SG
tulevaisuuteen	prihodnosti	tulevaisuus	prihodnost	N;IN+ALL;SG	N;GEN;FEM;SG
tulevaisuuteen	prihodnost	tulevaisuus	prihodnost	N;IN+ALL;SG	N;NOM;FEM;SG
mitata	ukrep	mitata	ukrep	V;SG;NFIN;ACT	N;NOM;MASC;SG
mitata	merilo	mitata	merilo	V;SG;NFIN;ACT	N;NOM;NEUT;SG
ohjauksen	krmiljenje	ohjaus	krmiljenje	N;GEN;SG	N;NOM;NEUT;SG
ohjauksen	usmerjevalni	ohjaus	usmerjevalen	N;GEN;SG	ADJ;NOM;MASC;PL
kesäkuu	june	kesäkuu	juna	N;NOM;SG	
kesäkuu	junija	kesäkuu	junij	N;NOM;SG	N;GEN;MASC;SG
davies	davies	davies	davies	N;NOM;SG	PROPN;NOM;MASC;SG
kunnia	častno	kunnia	časten	N;NOM;SG	ADJ;NOM;NEUT;SG
kunnia	časti	kunnia	čast	N;NOM;SG	N;NOM;FEM;PL
kunnia	počaščen	kunnia	počaščen	N;NOM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
kunnia	počaščena	kunnia	počaščen	N;NOM;SG	ADJ;NOM;FEM;SG;V.PTCP
kunnia	častno	kunnia	časten	N;NOM;SG	ADJ;NOM;NEUT;SG
kunnia	časti	kunnia	čast	N;NOM;SG	N;NOM;FEM;PL
kunnia	častna	kunnia	časten	N;NOM;SG	ADJ;NOM;FEM;SG
kunnia	slavi	kunnia	slaviti	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN
kunnia	slavo	kunnia	slava	N;NOM;SG	N;ACC;FEM;SG
vaikuttava	impresivno	vaikuttaa	impresiven	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
ansaitsi	zasluženo	ansaita	zasluženo	V;IND;SG;3;PST;FIN;ACT	ADV
osuu	zadetkov	osua	zadetek	V;IND;SG;3;PRS;FIN;ACT	N;GEN;MASC;PL
osuu	zadetek	osua	zadetek	V;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG
osuu	hit	osua	hit	V;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG
linjat	vrstic	linja	vrstica	N;NOM;PL	N;GEN;FEM;PL
vastapäätä	nasprotno	vasta#pää	nasproten	N;PRT;SG	ADJ;NOM;NEUT;SG
vastapäätä	nasproti	vasta#pää	nasproti	N;PRT;SG	
vastapäätä	nasprotje	vasta#pää	nasprotje	N;PRT;SG	N;NOM;NEUT;SG
jeanne	jeanne	jeanne	jeanen		ADJ;NOM;FEM;SG
kitaran	kitara	kitara	kitara	N;GEN;SG	N;NOM;FEM;SG
kitaran	kitare	kitara	kitara	N;GEN;SG	N;NOM;FEM;PL
kitaran	kitaro	kitara	kitara	N;GEN;SG	N;ACC;FEM;SG
spartan	spartan	sparta	spartan	N;GEN;SG	N;NOM;MASC;SG
esineet	predmete	esine	predmeti	N;NOM;PL	N;ACC;MASC;PL
esineet	predmetov	esine	predmet	N;NOM;PL	N;GEN;MASC;PL
rannan	plaža	ranta	plaža	N;GEN;SG	N;NOM;FEM;SG
rannan	plažo	ranta	plaža	N;GEN;SG	N;ACC;FEM;SG
rannan	obala	ranta	obala	N;GEN;SG	N;NOM;FEM;SG
rannan	beach	ranta	beach	N;GEN;SG	N;NOM;MASC;SG
nimitetty	imenovan	nimittää	imenovan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
nimitetty	imenovani	nimittää	imenovan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
tehtaat	tovarn	tehdas	tovarna	N;NOM;PL	N;GEN;FEM;PL
tehtaat	mills	tehdas	mills	N;NOM;PL	N;NOM;MASC;SG
duncan	duncan	duncan	duncan	PROPN;NOM;SG	N;NOM;MASC;SG
hollannissa	nizozemsko	hollanti	nizozemski	N;IN+ESS;SG	ADJ;NOM;NEUT;SG
hollannissa	holland	hollanti	holland	N;IN+ESS;SG	N;NOM;MASC;SG
hollannissa	nizozemska	hollanti	nizozemski	N;IN+ESS;SG	ADJ;NOM;FEM;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;SG	PROPN;NOM;MASC;SG
kilon	kilogram	kilo	kilogram	N;GEN;SG	N;NOM;MASC;SG
kilon	kilo	kilo	kilo	N;GEN;SG	N;ACC;FEM;SG
kaappasi	ugrabljena	kaapata	ugrabljen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
felipe	felipe	felipe	felip	PROPN;NOM;SG	N;NOM;MASC;SG
jokia	rek	joki	reka	N;PRT;PL	N;NOM;MASC;SG
jokia	reke	joki	reka	N;PRT;PL	N;NOM;FEM;PL
suunnitteilla	načrtovan	suunnitteilla	načrtovan	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
suunnitteilla	načrtovani	suunnitteilla	načrtovan	ADV	ADJ;NOM;MASC;SG;V.PTCP
suunnitteilla	načrtovana	suunnitteilla	načrtovan	ADV	ADJ;NOM;FEM;SG;V.PTCP
suunnitteilla	načrtovano	suunnitteilla	načrtovan	ADV	ADJ;NOM;NEUT;SG;V.PTCP
suunnitteilla	načrtovane	suunnitteilla	načrtovan	ADV	ADJ;NOM;FEM;PL;V.PTCP
rajattu	omejena	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
rajattu	omejene	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
rajattu	omejen	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
rajattu	omejeno	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
rajattu	omejeni	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
rajattu	omejen	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
rajattu	omejena	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
rajattu	omejeno	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
rajattu	omejeni	rajata	omejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
rajattu	obrezana	rajata	obrezan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
citroën	citroën	citroën	citroën		N;NOM;MASC;SG
julkaistut	objavljene	julkaista	objavljen	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
julkaistut	objavljena	julkaista	objavljen	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
julkaistut	objavljeno	julkaista	objavljen	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
julkaistut	objavljeni	julkaista	objavljen	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
julkaistut	objavljen	julkaista	objavljen	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
matkustaja	potniški	matkustaja	potniški	N;NOM;SG	ADJ;NOM;MASC;SG
matkustaja	potnika	matkustaja	potnik	N;NOM;SG	N;ANIM;ACC;MASC;SG
matkustaja	popotnika	matkustaja	popotnika	N;NOM;SG	N;ANIM;ACC;MASC;SG
romanttinen	romantično	romanttinen	romantičen	ADJ;NOM;SG	ADV
tulevaisuus	prihodnje	tulevaisuus	prihodnji	N;NOM;SG	ADJ;NOM;NEUT;SG
tulevaisuus	bodoči	tulevaisuus	bodoč	N;NOM;SG	ADJ;NOM;MASC;PL
tulevaisuus	prihodnosti	tulevaisuus	prihodnost	N;NOM;SG	N;GEN;FEM;SG
hautausmaan	pokopališču	hautaus#maa	pokopališče	N;GEN;SG	N;DAT;NEUT;SG
hautausmaan	pokopališče	hautaus#maa	pokopališče	N;GEN;SG	N;NOM;NEUT;SG
madridissa	madrid	madridi	madrid	N;IN+ESS;SG	N;NOM;MASC;SG
pyyntö	zahteva	pyyntö	zahtevati	N;NOM;SG	V;IND;SG;3;PRS;FIN
rinta	prsi	rinta	prsi	N;NOM;SG	N;NOM;FEM;PL
rinta	prsi	rinta	prsi	N;NOM;SG	N;NOM;FEM;PL
balkanin	balkan	balkan	balkan	N;GEN;SG	N;NOM;MASC;SG
balkanin	balkan	balkan	balkan	N;GEN;SG	N;NOM;MASC;SG
spider	pajka	spider	pajk		N;NOM;MASC;SG
spider	pajek	spider	pajek		N;NOM;MASC;SG
spider	spider	spider	spider		N;NOM;MASC;SG
näkökulma	perspektive	näkö#kulma	perspektiva	N;NOM;SG	N;NOM;FEM;PL
näkökulma	perspektivo	näkö#kulma	perspektiva	N;NOM;SG	N;ACC;FEM;SG
riippuvainen	odvisni	riippuvainen	odvisen	ADJ;NOM;SG	ADJ;NOM;MASC;PL
sieni	glivice	sieni	glivica	N;NOM;SG	N;NOM;FEM;PL
sieni	gobo	sieni	goba	N;NOM;SG	N;ACC;FEM;SG
sieni	glivičnih	sieni	glivičen	N;NOM;SG	ADJ;GEN;MASC;PL
sieni	gobe	sieni	goba	N;NOM;SG	N;NOM;FEM;PL
suuruus	veličino	suuruus	veličina	N;NOM;SG	N;ACC;FEM;SG
alkoholia	alkohol	alkoholi	alkohol	N;PRT;SG	N;NOM;MASC;SG
alkoholia	alkohola	alkoholi	alkohol	N;PRT;SG	N;GEN;MASC;SG
wwf	wwf	wwf	wwf	N;NOM;SG	PROPN;NOM;MASC;SG
leirin	taborišče	leiri	taborišče	N;GEN;SG	N;NOM;NEUT;SG
leirin	kamp	leiri	kamp	N;GEN;SG	N;NOM;MASC;SG
leirin	camp	leiri	camp	N;GEN;SG	N;NOM;MASC;SG
leirin	tabor	leiri	tabor	N;GEN;SG	N;NOM;MASC;SG
konsertteja	koncerte	konsertti	koncert	N;PRT;PL	N;ACC;MASC;PL
konsertteja	koncertov	konsertti	koncert	N;PRT;PL	N;GEN;MASC;PL
omega	omega	omega	om	N;NOM;SG	
työkaluja	orodja	työ#kalu	orodje	N;PRT;PL	N;NOM;NEUT;PL
työkaluja	orodje	työ#kalu	orodje	N;PRT;PL	N;NOM;NEUT;SG
liikkeeseen	kroženje	liike	kroženje	N;IN+ALL;SG	N;NOM;NEUT;SG
liikkeeseen	obtok	liike	obtok	N;IN+ALL;SG	N;NOM;MASC;SG
liikkeeseen	obtoku	liike	obtok	N;IN+ALL;SG	N;ESS;MASC;SG
liikkeeseen	izdajanje	liike	izdajanje	N;IN+ALL;SG	N;NOM;NEUT;SG
liikkeeseen	izdaja	liike	izdajati	N;IN+ALL;SG	N;NOM;FEM;SG
sotia	vojne	sota	vojna	N;PRT;PL	N;NOM;FEM;PL
sotia	vojn	sota	vojna	N;PRT;PL	N;GEN;FEM;PL
kilpailivat	tekmoval	kilpailla	tekmovati	V;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
kilpailivat	tekmovala	kilpailla	tekmovati	V;IND;PL;3;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
simpson	simpson	simpso	simpson	N;NOM;SG	PROPN;NOM;MASC;SG
heinz	heinz	heinz	heinz	PROPN;NOM;SG	PROPN;NOM;MASC;SG
vaihtoehtoja	alternative	vaihto#ehto	alternativa	N;PRT;PL	N;NOM;FEM;PL
vaihtoehtoja	možnosti	vaihto#ehto	možnost	N;PRT;PL	N;NOM;FEM;PL
ylimääräinen	presežek	yli#määräinen	presežek	ADJ;NOM;SG	N;NOM;MASC;SG
ylimääräinen	dodatno	yli#määräinen	dodatno	ADJ;NOM;SG	ADV
ylimääräinen	ekstra	yli#määräinen	ekstra	ADJ;NOM;SG	
ylimääräinen	extra	yli#määräinen	extra	ADJ;NOM;SG	
saku	saku	saku	sak	N;NOM;SG	
saku	švab	saku	švab	N;NOM;SG	PROPN;NOM;MASC;SG
willie	willie	willie	willeti	PROPN;NOM;SG	
kalojen	ribe	kala	riba	N;GEN;PL	N;NOM;FEM;PL
kalojen	ribice	kala	ribica	N;GEN;PL	N;NOM;FEM;PL
audi	audi	audi	audi	PROPN;NOM;SG	N;NOM;MASC;SG
katja	katja	katja	katje	PROPN;NOM;SG	PROPN;NOM;FEM;SG
katja	katja	katja	katje	PROPN;NOM;SG	PROPN;NOM;FEM;SG
videoita	videi	video	videi	N;PRT;PL	N;NOM;MASC;PL
videoita	videe	video	videe	N;PRT;PL	N;ACC;MASC;PL
verrata	primerjava	verrata	primerjati	V;SG;NFIN;ACT	N;NOM;FEM;SG
oltu	bil	olla	biti	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
oltu	bila	olla	biti	V;NOM;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
ajax	ajaxa	ajax	ajax		N;GEN;MASC;SG
shakespearen	shakespeare	shake#speari	shakespeara	N;GEN;SG	N;NOM;MASC;SG
tilojen	gospodarstva	tila	gospodarstvo	N;GEN;PL	N;GEN;NEUT;SG
tilojen	imetja	tila	imetje	N;GEN;PL	N;NOM;NEUT;PL
tilojen	deleži	tila	delež	N;GEN;PL	N;NOM;MASC;PL
rannikko	obalno	rannikko	obalno	N;NOM;SG	ADV
rannikko	obalna	rannikko	obalen	N;NOM;SG	ADJ;NOM;FEM;SG
rannikko	obalnih	rannikko	obalen	N;NOM;SG	ADJ;GEN;MASC;PL
rannikko	obalo	rannikko	obala	N;NOM;SG	N;ACC;FEM;SG
teiden	ceste	tie	cesta	N;GEN;PL	N;NOM;FEM;PL
itsenäisyyttä	samostojnost	itsenäisyys	samostojnost	N;PRT;SG	N;NOM;FEM;SG
itsenäisyyttä	neodvisnost	itsenäisyys	neodvisnost	N;PRT;SG	N;NOM;FEM;SG
som	som	som	biti	INTJ	N;NOM;MASC;SG
kansalaisia	meščani	kansa#lainen	meščan	N;PRT;PL	N;NOM;MASC;PL
kansalaisia	državljane	kansa#lainen	državljan	N;PRT;PL	N;ACC;MASC;PL
kansalaisia	državljani	kansa#lainen	državljan	N;PRT;PL	N;NOM;MASC;PL
ladata	nalaganje	ladata	nalaganje	V;SG;NFIN;ACT	N;NOM;NEUT;SG
ladata	prenos	ladata	prenos	V;SG;NFIN;ACT	N;NOM;MASC;SG
käsitteitä	pojmi	käsite	pojem	N;PRT;PL	N;NOM;MASC;PL
käsitteitä	koncepti	käsite	koncept	N;PRT;PL	N;NOM;MASC;PL
kaksikymmentä	twenty	kaksi#kymmenen	twenty	NUM;PRT;SG	N;NOM;MASC;SG
kaksikymmentä	dvajset	kaksi#kymmenen	dvajset	NUM;PRT;SG	NUM;NOM;PL
metsään	gozdovi	metsä	gozd	N;IN+ALL;SG	N;NOM;MASC;PL
metsään	gozda	metsä	gozd	N;IN+ALL;SG	N;GEN;MASC;SG
metsään	woods	metsä	woods	N;IN+ALL;SG	PROPN;NOM;MASC;SG
metsään	gozd	metsä	gozd	N;IN+ALL;SG	N;NOM;MASC;SG
piirretty	risanko	piirtää	risanka	V;NOM;SG;V.PTCP;PASS	N;ACC;FEM;SG
piirretty	risanka	piirtää	risanka	V;NOM;SG;V.PTCP;PASS	N;NOM;FEM;SG
ricardo	ricardo	ricardo	ricarda	N;NOM;SG	PROPN;NOM;MASC;SG
massaa	maso	massa	masa	N;PRT;SG	N;ACC;FEM;SG
massaa	mase	massa	masa	N;PRT;SG	N;NOM;FEM;PL
massaa	mass	massa	mass	N;PRT;SG	N;NOM;MASC;SG
massaa	masa	massa	mas	N;PRT;SG	N;NOM;FEM;SG
microsoftin	microsoft	microsoft	microsoft	N;GEN;SG	N;NOM;MASC;SG
harryn	harry	harry	harry	N;GEN;SG	
quest	pohod	quest	pohod		N;NOM;MASC;SG
quest	iskanje	quest	iskanje		N;NOM;NEUT;SG
päätöksiä	odločitve	päätös	odločitev	N;PRT;PL	N;NOM;FEM;PL
päätöksiä	odločbe	päätös	odločba	N;PRT;PL	N;NOM;FEM;PL
päätöksiä	sklepi	päätös	sklep	N;PRT;PL	N;NOM;MASC;PL
islamilaisen	islamske	islamilainen	islamski	N;GEN;SG	ADJ;NOM;FEM;PL
islamilaisen	islamski	islamilainen	islamski	N;GEN;SG	ADJ;NOM;MASC;SG
vatsa	trebušne	vatsa	trebušen	N;NOM;SG	ADJ;NOM;FEM;PL
vatsa	trebuha	vatsa	trebuh	N;NOM;SG	N;GEN;MASC;SG
aukko	luknjo	aukko	luknja	N;NOM;SG	N;ACC;FEM;SG
päätä	glavo	pää	glava	N;PRT;SG	N;ACC;FEM;SG
päätä	glava	pää	glava	N;PRT;SG	N;NOM;FEM;SG
päätä	head	pää	heada	N;PRT;SG	
päätä	odločite	pää	odločiti	N;PRT;SG	V;PFV;IND;PL;2;PRS;FIN
päätä	odloči	pää	odločiti	N;PRT;SG	V;PFV;IND;SG;3;PRS;FIN
aloilla	sektorji	ala	sektor	N;AT+ESS
;PL	N;NOM;MASC;PL
aloilla	sektorje	ala	sektor	N;AT+ESS
;PL	N;ACC;MASC;PL
ohjataan	preusmerjanje	ohjata	preusmerjanje	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
tasainen	ravna	tasainen	raven	ADJ;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN
tasainen	stanovanje	tasainen	stanovanje	ADJ;NOM;SG	N;NOM;NEUT;SG
curtis	curtis	curtis	curtis	PROPN;NOM;SG	PROPN;NOM;MASC;SG
arvioita	ocene	arvio	ocena	N;PRT;PL	N;NOM;FEM;PL
arvioita	ocen	arvio	ocena	N;PRT;PL	N;GEN;FEM;PL
tykit	topove	tykki	top	N;NOM;PL	N;ACC;MASC;PL
tykit	topov	tykki	top	N;NOM;PL	N;GEN;MASC;PL
tykit	orožje	tykki	orožje	N;NOM;PL	N;NOM;NEUT;SG
tykit	top	tykki	top	N;NOM;PL	N;NOM;MASC;SG
tykit	topa	tykki	top	N;NOM;PL	N;NOM;MASC;SG
islamilainen	islamske	islamilainen	islamski	ADJ;NOM;SG	ADJ;NOM;FEM;PL
jyp	jyp	jyp	jyp	PROPN;NOM;SG	
puuttuminen	odsotnosti	puuttuminen	odsotnost	N;NOM;SG	N;GEN;FEM;SG
kiinteää	trdna	kiinteä	trden	ADJ;PRT;SG	ADJ;NOM;FEM;SG
kiinteää	trdni	kiinteä	trden	ADJ;PRT;SG	ADJ;NOM;MASC;PL
kiinteää	trdne	kiinteä	trden	ADJ;PRT;SG	ADJ;NOM;FEM;PL
kiinteää	trden	kiinteä	trden	ADJ;PRT;SG	ADJ;NOM;INDF;MASC;SG
kiinteää	trdno	kiinteä	trdno	ADJ;PRT;SG	ADV
bosnian	bosanski	bosnia	bosanski	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
asunnon	stanovanje	asunto	stanovanje	N;GEN;SG	N;NOM;NEUT;SG
halo	halo	halo	halo		N;NOM;MASC;SG
lewisin	lewis	lewisin	lewis	ADJ;GEN;SG	PROPN;NOM;MASC;SG
montana	montana	monta	montana	PRO;NOM;SG	N;NOM;FEM;SG
vuosikymmenten	desetletji	vuosi#kymmen	desetletje	N;GEN;PL	N;NOM;NEUT;PL
vuosikymmenten	desetletjih	vuosi#kymmen	desetletje	N;GEN;PL	N;ESS;NEUT;PL
vuosikymmenten	desetletja	vuosi#kymmen	desetletje	N;GEN;PL	N;NOM;NEUT;PL
pelaamisen	igralni	pelaaminen	igralen	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
dei	dei	dei	dei		N;NOM;MASC;SG
temple	svetišče	temple	svetišče		N;NOM;NEUT;SG
temple	tempelj	temple	tempelj		N;NOM;MASC;SG
temple	hram	temple	hrama		N;NOM;MASC;SG
temple	temple	temple	temple		
jalkaa	nogo	jalka	noga	N;PRT;SG	N;ACC;FEM;SG
jalkaa	noga	jalka	nog	N;PRT;SG	N;NOM;FEM;SG
jalkaa	stopalo	jalka	stopalo	N;PRT;SG	N;NOM;NEUT;SG
jalkaa	nogo	jalka	noga	N;PRT;SG	N;ACC;FEM;SG
jalkaa	noga	jalka	nog	N;PRT;SG	N;NOM;FEM;SG
jalkaa	nogi	jalka	noga	N;PRT;SG	N;NOM;FEM;DU
huvila	vilo	huvila	vila	N;NOM;SG	N;ACC;FEM;SG
today	danes	today	danes		ADV
norjalaiset	norvežani	norjalainen	norvežan	N;NOM;PL	ADJ;NOM;MASC;PL
opel	opel	opel	opel	PROPN;NOM;SG	N;NOM;MASC;SG
tuodaan	uvožena	tuoda	uvožen	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
tuodaan	uvoženi	tuoda	uvožen	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
tuodaan	uvoženo	tuoda	uvožen	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
tuodaan	uvožene	tuoda	uvožen	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
luoja	stvarnika	luoja	stvarnik	N;NOM;SG	N;ANIM;ACC;MASC;SG
mongolian	mongolski	mongolia	mongolski	N;GEN;SG	ADJ;NOM;MASC;SG
mongolian	mongoliji	mongolia	mongolija	N;GEN;SG	N;NOM;FEM;SG
kirkkoja	cerkva	kirkko	cerkva	N;PRT;PL	N;GEN;FEM;SG
kirkkoja	cerkve	kirkko	cerkev	N;PRT;PL	N;NOM;FEM;PL
mccartney	mccartney	mccartney	mccartney	PROPN;NOM;SG	ADJ;NOM;FEM;SG
karen	karen	karen	karen	N;NOM;SG	PROPN;NOM;FEM;SG
milton	milton	milton	milton	PROPN;NOM;SG	PROPN;NOM;MASC;SG
brysselin	bruselj	brysseli	bruselj	N;GEN;SG	PROPN;NOM;MASC;SG
ella	ella	ella	ello	N;NOM;SG	PROPN;NOM;FEM;SG
toukokuu	maj	toukokuu	maj	N;NOM;SG	
toukokuu	maja	toukokuu	maj	N;NOM;SG	N;GEN;MASC;SG
teorioita	teorije	teoria	teorija	N;PRT;PL	N;NOM;FEM;PL
teorioita	teorij	teoria	teorija	N;PRT;PL	N;GEN;FEM;PL
