til	за	til	за	ADV	ADP
lignende	подобни	ligne	подобен	V;PRS;V.PTCP	ADJ;INDF;PL
radio	radio	radio	radio	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
radio	радиото	radio	радио	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
holland	нидерландия	holland	нидерланд		N;INDF;FEM;SG
holland	нидерландски	holland	нидерландски		ADJ;INDF;MASC;SG
holland	холандия	holland	холандия		PROPN;INDF;FEM;SG
holland	холандия	holland	холандия		PROPN;INDF;FEM;SG
holland	холанд	holland	холанд		N;INDF;MASC;SG
opnåede	получено	opnå	получа	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opnåede	получена	opnå	получа	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opnåede	получен	opnå	получа	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
opnåede	получени	opnå	получа	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
opnåede	заслужил	opnå	заслужил	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
opnåede	спечелени	opnå	спечеля	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
opnåede	заслужено	opnå	заслужа	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opnåede	постигнато	opnå	постигна	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opnåede	постигната	opnå	постигна	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opnåede	постигнати	opnå	постигна	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
opnåede	постигнат	opnå	постигна	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
officielt	официален	officielt	официален	ADV	ADJ;INDF;MASC;SG
officielt	официална	officielt	официален	ADV	ADJ;INDF;FEM;SG
finalen	финали	finale	финал	N;DEF;MASC+FEM;SG	N;INDF;MASC;PL
finalen	финалите	finale	финал	N;DEF;MASC+FEM;SG	N;DEF;MASC;PL
finalen	изпити	finale	изпит	N;DEF;MASC+FEM;SG	N;INDF;MASC;PL
politik	политиката	politik	политика	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
politik	политици	politik	политик	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
politik	политиката	politik	политика	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
politik	полици	politik	полица	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
politik	политики	politik	политика	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
hvem	кой	hvem	кой	PRO;MASC+FEM	PRO;NOM;MASC;SG
offentlige	публично	offentlig	публично	ADJ;PL	ADV
offentlige	публична	offentlig	публичен	ADJ;PL	ADJ;INDF;FEM;SG
offentlige	обществено	offentlig	обществен	ADJ;PL	ADV
offentlige	публичен	offentlig	публичен	ADJ;PL	ADJ;INDF;MASC;SG
høje	висок	høj	висок	ADJ;PL	ADJ;INDF;MASC;SG
høje	висока	høj	висок	ADJ;PL	ADJ;INDF;FEM;SG
høje	високо	høj	високо	ADJ;PL	ADV
høje	висок	høj	висок	ADJ;PL	ADJ;INDF;MASC;SG
høje	висока	høj	висок	ADJ;PL	ADJ;INDF;FEM;SG
tjeneste	услуги	tjen	услуга	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
vinder	победи	vinde	победа	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
vinder	спечели	vinde	спечеля	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
vinder	победа	vinde	победа	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
vinder	победител	vinde	победител	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
vinder	печеливш	vinde	печеливш	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
die	умри	die	умра		INTJ
die	умирай	die	умирам		V;IPFV;IMP;SG;2;FIN
afholdt	държани	afholde	държа-(се)	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
uddannelse	тренировки	uddannelse	тренировка	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
lever	дроб	leve	дроб	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
single	необвързан	single	необвързан	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
single	единична	single	единичен	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
single	необвързана	single	побвържа	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
single	единичен	single	единичен	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
club	club	club	club	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
club	клубът	club	клуб	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
richard	ричард	richard	ричард		N;INDF;MASC;SG
økonomiske	икономическа	økonomisk	икономически	ADJ;PL	ADJ;INDF;FEM;SG
økonomiske	икономическо	økonomisk	икономически	ADJ;PL	ADV
økonomiske	икономически	økonomisk	икономически	ADJ;PL	ADJ;INDF;MASC;SG
point	точки	point	точка	N;INDF;NEUT;SG	N;INDF;FEM;PL
hvilken	което	hvilken	който	PRO;MASC+FEM;SG	PRO;NOM;NEUT;SG
hvilken	която	hvilken	който	PRO;MASC+FEM;SG	PRO;NOM;FEM;SG
manuskript	сценарии	manuskript	сценарий	N;INDF;NEUT;SG	N;INDF;MASC;PL
japanske	японско	japansk	японски	ADJ;PL	ADV
japanske	японска	japansk	японски	ADJ;PL	ADJ;INDF;FEM;SG
japanske	японци	japansk	японец	ADJ;PL	N;INDF;MASC;PL
japanske	японец	japansk	японец	ADJ;PL	N;INDF;MASC;SG
japanske	японски	japansk	японски	ADJ;PL	ADJ;INDF;MASC;SG
følger	следвайте	følge	следвам	V;IND;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
følger	последовател	følge	последовател	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
virksomhed	дейности	virksomhed	дейност	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
virksomhed	занимания	virksomhed	занимание	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
virksomhed	company	virksomhed	company	N;INDF;MASC+FEM;SG	NUM;INDF;PL
virksomhed	enterprise	virksomhed	enterprise	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
brugte	използвано	bruge	използвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
brugte	използван	bruge	използвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
brugte	използвани	bruge	използвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
brugte	използвана	bruge	използвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
brugte	изразходвани	bruge	изразходвам	V;IND;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
brugte	похарчени	bruge	похарча	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
skolen	школа	skole	школа	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skolen	училище	skole	училище	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
uddannet	образовани	uddanne	образовам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
uddannet	обучени	uddanne	обуча	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
udnævnt	назначени	udnævne	назнача	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
bestemt	определено	bestemt	определено	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bestemt	определени	bestemt	определя-(се)	ADV	V;PFV;INDF;PL;V.PTCP;PASS
bestemt	решителна	bestemt	решителен	ADV	ADJ;INDF;FEM;SG
bestemt	решени	bestemt	реша	ADV	V;PFV;INDF;PL;V.PTCP;PASS
bestemt	решителен	bestemt	решителен	ADV	ADJ;INDF;MASC;SG
bestemt	решено	bestemt	реша	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nationale	национална	national	национален	ADJ;PL	ADJ;INDF;FEM;SG
nationale	национален	national	национален	ADJ;PL	ADJ;INDF;MASC;SG
nationale	национално	national	национален	ADJ;PL	ADV
boede	живели	bo	живея	V;IND;PST;FIN;ACT	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
søren	сьорен	søren	сьорен	N;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
slesvig	шлезвиг	slesvig	шлезвиг		N;INDF;MASC;SG
anvendt	приложени	anvende	приложа	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
anvendt	използвани	anvende	използвам	V;INDF;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
spil	играта	spil	игра	N;INDF;NEUT;SG	N;DEF;FEM;SG
spil	игри	spil	игра	N;INDF;NEUT;SG	N;INDF;FEM;PL
spil	играе	spil	играя	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
spil	играй	spil	играй	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN
spil	свири	spil	свиря	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
almindelige	обща	almindelig	общ	ADJ;PL	ADJ;INDF;FEM;SG
almindelige	общ	almindelig	общ	ADJ;PL	ADJ;INDF;MASC;SG
almindelige	чести	almindelig	честя-(се)	ADJ;PL	N;INDF;FEM;PL
fulgte	последва	følge	последвам	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
prins	принс	prins	принс	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
prins	принцът	prins	принц	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
anne	ане	anne	ане		PROPN;INDF;MASC;SG
anne	анн	anne	анн		PROPN;INDF;FEM;SG
anne	ан	anne	ан		PROPN;INDF;FEM;SG
møller	милс	mølle	милс	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
møller	мелници	mølle	мелница	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
forlag	издателите	forlag	издател	N;INDF;NEUT;SG	N;DEF;MASC;PL
forlag	издатели	forlag	издател	N;INDF;NEUT;SG	N;INDF;MASC;PL
mark	марк	mark	марк	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
produceret	произведени	producere	произведа	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
produceret	произведени	producere	произведа	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
dronning	кралицата	dronning	кралица	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
poul	пол	poul	пол	PROPN	N;INDF;MASC;SG
poul	паул	poul	паул	PROPN	PROPN;INDF;MASC;SG
britisk	британско	britisk	британски	ADJ;INDF;SG	ADV
britisk	британци	britisk	британец	ADJ;INDF;SG	N;INDF;MASC;PL
britisk	британец	britisk	британец	ADJ;INDF;SG	N;INDF;MASC;SG
sovjetunionen	ссср	sovjetunion	ссср	N;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
heller	хелър	heller	хелър	ADV	N;INDF;MASC;SG
omfattende	изчерпателно	omfattende	изчерпателно	ADJ	ADV
omfattende	обширно	omfattende	обширно	ADJ	ADV
polen	полша	pole	полша	PROPN	PROPN;INDF;FEM;SG
etableret	установени	etablere	установя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
alene	сама	alene	сама	ADV	ADJ;INDF;FEM;SG
alene	сам	alene	сам	ADV	N;INDF;MASC;SG
rasmussen	расмусен	rasmussen	расмусен	PROPN	PROPN;INDF;MASC;SG
hustru	съпругата	hustru	съпруга	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
turneringen	турнир	turnering	турнир	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hovedstad	капитали	hovedstad	капитал	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
hovedstad	столицата	hovedstad	столица	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
dyr	животни	dyr	животно	N;INDF;NEUT;SG	N;INDF;NEUT;PL
dyr	животните	dyr	животно	N;INDF;NEUT;SG	N;DEF;NEUT;PL
dyr	животното	dyr	животно	N;INDF;NEUT;SG	N;DEF;NEUT;SG
dyr	животни	dyr	животно	N;INDF;NEUT;SG	N;INDF;NEUT;PL
dyr	животинска	dyr	животински	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
dyr	животински	dyr	животински	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
stemme	гласувайте	stemme	гласувам	N;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
stemme	гласът	stemme	глас	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
nordisk	скандинавската	nordisk	скандинавски	ADJ;INDF;SG	ADJ;DEF;FEM;SG
nordisk	nordisk	nordisk	nordisk	ADJ;INDF;SG	N;INDF;MASC;SG
mar	мар	mar	мар		N;INDF;FEM;SG
historien	приказка	historie	приказка	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
historien	история	historie	история	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
charles	чарлс	charles	чарлс	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
charles	шарл	charles	шарл	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
livet	живот	liv	живот	N;DEF;NEUT;SG	N;INDF;MASC;SG
livet	life	liv	life	N;DEF;NEUT;SG	PROPN;INDF;MASC;SG
livet	лайф	liv	лайф	N;DEF;NEUT;SG	N;INDF;MASC;SG
stockholm	стокхолм	stockholm	стокхолм	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
canada	канада	canada	канад		N;INDF;FEM;SG
mente	означаваше	mene	означавам	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
længe	дълги	længe	дълъг	ADV	ADJ;INDF;PL
længe	дълъг	længe	дълъг	ADV	ADJ;INDF;MASC;SG
længe	лонг	længe	лонг	ADV	PROPN;INDF;MASC;SG
sanger	певецът	sang	певец	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bane	лейн	bane	лейн	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
bane	траекторията	bane	траектория	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
iii	ііі	iii	ііі	NUM	ADJ;INDF;MASC;SG
iii	iii	iii	iii	NUM	ADJ;INDF;MASC;SG
petersen	петерсен	peterse	петерсен	PROPN	N;INDF;MASC;SG
petersen	питърсън	peterse	питърсъ	PROPN	PROPN;INDF;MASC;SG
oslo	осло	oslo	осло	PROPN	PROPN;INDF;MASC;SG
solgt	продадени	sælge	продам	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
san	сан	san	сан		PROPN;INDF;MASC;SG
interesse	лихви	interesse	лихва	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
otto	ото	otto	ото	PROPN	PROPN;INDF;MASC;SG
endelig	финал	endelig	финал	ADV	N;INDF;MASC;SG
endelig	краен	endelig	краен	ADV	ADJ;INDF;MASC;SG
music	music	music	music		PROPN;INDF;MASC;SG
music	музиката	music	музика		N;DEF;FEM;SG
music	музика	music	музика		N;INDF;FEM;SG
kejser	императорът	kejse	император	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kejser	императора	kejse	император	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
link	връзки	link	връзка	N;INDF;NEUT;SG	N;INDF;FEM;PL
royal	роял	royal	роя-(се)	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
royal	кралско	royal	кралски	ADJ;INDF;MASC+FEM;SG	ADV
royal	royal	royal	royal	ADJ;INDF;MASC+FEM;SG	N
christensen	кристенсен	christens	кристенсен	PROPN	ADJ;INDF;MASC;SG
soldater	войниците	soldat	войник	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
løb	ран	løb	ран	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
løb	бягай	løb	бягам	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN
skabe	шкафове	skabe	шкаф	V;NFIN;ACT	N;INDF;MASC;PL
skabe	шкафове	skabe	шкаф	V;NFIN;ACT	N;INDF;MASC;PL
udtryk	термини	udtryk	термин	N;INDF;NEUT;SG	N;INDF;MASC;PL
udtryk	условия	udtryk	условие	N;INDF;NEUT;SG	N;INDF;NEUT;PL
udtryk	изрази	udtryk	изразя-(се)	N;INDF;NEUT;SG	V;PFV;IMP;SG;3;PST;FIN;ACT
fri	свободно	fri	свободно	ADJ;INDF;MASC+FEM;SG	ADV
fri	свободни	fri	свободен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
fri	безплатни	fri	безплатен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
fri	безплатно	fri	безплатно	ADJ;INDF;MASC+FEM;SG	ADV
ende	край	ende	край	N;INDF;MASC+FEM;SG	ADP
instruktør	директорът	instruktør	директор	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
siger	казвайки	sige	казвам-(се)	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
vinde	победи	vinde	победа	V;NFIN;ACT	N;INDF;FEM;PL
vinde	победа	vinde	победа	V;NFIN;ACT	N;INDF;FEM;SG
blå	блу	blå	блу	ADJ;PL	N;INDF;MASC;SG
blå	синьо	blå	син	ADJ;PL	ADV
blå	син	blå	син	ADJ;PL	N;INDF;MASC;SG
blå	синя	blå	син	ADJ;PL	ADJ;INDF;FEM;SG
krav	твърди	krav	твърдя	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
krav	искове	krav	иск	N;INDF;NEUT;SG	N;INDF;MASC;PL
krav	твърдения	krav	твърдение	N;INDF;NEUT;SG	N;INDF;NEUT;PL
krav	вземания	krav	вземание	N;INDF;NEUT;SG	N;INDF;NEUT;PL
krav	претенции	krav	претенция	N;INDF;NEUT;SG	N;INDF;FEM;PL
krav	изисквания	krav	изискване	N;INDF;NEUT;SG	N;INDF;NEUT;PL
lærer	учителка	lære	учителка	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
lærer	учител	lære	учител	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
lærer	учене	lære	учене	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
local	локална	local	локален		ADJ;INDF;FEM;SG
local	местна	local	местен		ADJ;INDF;FEM;SG
local	локално	local	локално		ADV
local	местно	local	местен		ADV
local	местни	local	местен		ADJ;INDF;PL
local	местен	local	местя-(се)		V;IPFV;INDF;MASC;SG;V.PTCP;PASS
dræbt	убити	dræbe	убия	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
grænser	предел	grænse	предел	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
lagt	положени	lægge	положа	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
jacob	джейкъб	jacob	джейкъб		PROPN;INDF;MASC;SG
jacob	якоб	jacob	якоб		PROPN;INDF;MASC;SG
jacob	яков	jacob	яков		PROPN;INDF;MASC;SG
italienske	италианска	italiensk	италиански	ADJ;PL	ADJ;INDF;FEM;SG
italienske	италианец	italiensk	италианец	ADJ;PL	N;INDF;MASC;SG
italienske	италиански	italiensk	италиански	ADJ;PL	ADJ;INDF;MASC;SG
italienske	италианско	italiensk	италиански	ADJ;PL	ADV
valg	избори	valg	избор	N;INDF;NEUT;SG	N;INDF;MASC;PL
valg	изборите	valg	избор	N;INDF;NEUT;SG	N;DEF;MASC;PL
valg	избори	valg	избор	N;INDF;NEUT;SG	N;INDF;MASC;PL
træk	дърпай	træk	дърпам-(се)	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN
træk	тегли	træk	тегля-(се)	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN
rejse	пътувания	rejse	пътуване	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
rejse	пътувам	rejse	пътувам	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
rejse	пътуват	rejse	пътувам	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
rejse	пътешествия	rejse	пътешествие	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
ønskede	желан	ønske	желан	V;PL;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
ønskede	желана	ønske	желая	V;PL;PST;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
ønskede	издирван	ønske	издирвам	V;PL;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
ønskede	търсен	ønske	търсен	V;PL;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
ønskede	пожелала	ønske	пожелая	V;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
pedersen	педерсен	peders	педерсен	PROPN	PROPN;INDF;MASC;SG
knud	кнуд	knud	кнуд		PROPN;INDF;MASC;SG
militære	военно	militær	военен	ADJ;PL	ADV
militære	военен	militær	военен	ADJ;PL	ADJ;INDF;MASC;SG
militære	военна	militær	военен	ADJ;PL	ADJ;INDF;FEM;SG
delstat	държавно	delstat	държавен	N;INDF;MASC+FEM;SG	ADV
chef	шефе	chef	шефе	N;INDF;MASC+FEM;SG	ADV
chef	шефе	chef	шефе	N;INDF;MASC+FEM;SG	ADV
russisk	руснак	russisk	руснак	ADJ;INDF;SG	N;INDF;MASC;SG
russisk	руснаци	russisk	руснак	ADJ;INDF;SG	N;INDF;MASC;PL
russisk	руско	russisk	руско	ADJ;INDF;SG	ADV
grand	бона	grand	бона		N;INDF;MASC;SG
grand	гранд	grand	гранд		N;INDF;MASC;SG
prisen	цена	pris	цена	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
selskab	company	selskab	company	N;INDF;NEUT;SG	NUM;INDF;PL
slået	ритъм	slå	ритъм	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
slået	победи	slå	победа	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;PL
slået	бит	slå	бия-(се)	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
slået	пребит	slå	пребит	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
slået	бита	slå	бия-(се)	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;PL
slået	победени	slå	победя	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
foran	преден	foran	преден	ADV	ADJ;INDF;MASC;SG
foran	предни	foran	преден	ADV	ADJ;INDF;PL
foran	фронт	foran	фронт	ADV	N;INDF;MASC;SG
foran	предна	foran	преден	ADV	ADJ;INDF;FEM;SG
handler	сделките	handle	сделка	V;IND;PRS;FIN;ACT	N;DEF;FEM;PL
handler	сделки	handle	сделка	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
led	ставите	led	става	N;INDF;NEUT;SG	N;DEF;FEM;PL
led	стави	led	ставя-(се)	N;INDF;NEUT;SG	N;INDF;FEM;PL
ludvig	louis	ludvig	louis	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
ludvig	луис	ludvig	луис	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
sikre	сигурна	sikre	сигурен	V;NFIN;ACT	ADJ;INDF;FEM;SG
sikre	безопасно	sikre	безопасен	V;NFIN;ACT	ADV
sikre	безопасен	sikre	безопасен	V;NFIN;ACT	ADJ;INDF;MASC;SG
sikre	сейф	sikre	сейф	V;NFIN;ACT	N;INDF;FEM;SG
sikre	гарантиране	sikre	гарантиране	V;NFIN;ACT	N;INDF;NEUT;SG
deltagelse	присъствието	deltagelse	присъствие	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
deltagelse	участието	deltagelse	участие	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
randers	ранерс	rande	ранерс	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
samfund	общности	samfund	общност	N;INDF;NEUT;SG	N;INDF;FEM;PL
samfund	общностите	samfund	общност	N;INDF;NEUT;SG	N;DEF;FEM;PL
samfund	обществото	samfund	общество	N;INDF;NEUT;SG	N;DEF;NEUT;SG
samfund	общества	samfund	общество	N;INDF;NEUT;SG	N;INDF;NEUT;PL
records	архиви	records	архив	N;INDF;NEUT;SG	N;INDF;MASC;PL
records	плочи	records	плоча-(се)	N;INDF;NEUT;SG	N;INDF;FEM;PL
records	записи	records	запис	N;INDF;NEUT;SG	N;INDF;MASC;PL
records	регистри	records	регистър	N;INDF;NEUT;SG	N;INDF;MASC;PL
faldt	намален	falde	намаля	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
faldt	понижен	falde	понижен	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
faldt	намалено	falde	намаля	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
faldt	намалена	falde	намаля	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
klasse	класа	klasse	клас	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
økonomisk	икономическа	økonomisk	икономически	ADV	ADJ;INDF;FEM;SG
økonomisk	икономически	økonomisk	икономически	ADV	ADJ;INDF;MASC;SG
økonomisk	финансов	økonomisk	финансов	ADV	ADJ;INDF;MASC;SG
økonomisk	финансова	økonomisk	финансов	ADV	ADJ;INDF;FEM;SG
økonomisk	финансови	økonomisk	финансов	ADV	ADJ;INDF;PL
økonomisk	икономически	økonomisk	икономически	ADV	ADJ;INDF;MASC;SG
sort	черни	sort	черен	ADJ;INDF;SG	ADJ;INDF;PL
sort	черно	sort	черен	ADJ;INDF;SG	ADV
sort	разнообразие	sort	разнообразие	ADJ;INDF;SG	N;INDF;NEUT;SG
sort	сорт	sort	сорт	ADJ;INDF;SG	N;INDF;MASC;SG
sort	разновидност	sort	разновидност	ADJ;INDF;SG	N;INDF;FEM;SG
vis	покажи	vis	покажа-(се)	N;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
generelt	обща	generel	общ	ADV	ADJ;INDF;FEM;SG
generelt	общи	generel	общ	ADV	ADJ;INDF;PL
generelt	генерал	generel	генерал	ADV	N;INDF;MASC;SG
romerske	римски	romersk	римски	ADJ;PL	ADJ;INDF;MASC;SG
romerske	римлянин	romersk	римлянин	ADJ;PL	N;INDF;MASC;SG
romerske	роман	romersk	роман	ADJ;PL	N;INDF;MASC;SG
romerske	римска	romersk	римски	ADJ;PL	ADJ;INDF;FEM;SG
skibet	кораб	skib	кораб	N;DEF;NEUT;SG	N;INDF;MASC;SG
befolkningen	популация	befolkning	популация	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
befolkningen	население	befolkning	население	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
olsen	олсън	olse	олсън	PROPN	PROPN;INDF;MASC;SG
dagen	ден	dag	ден	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
skov	уудс	skov	уудс	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
skov	горски	skov	горски	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
skov	гори	skov	гора	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
skov	горите	skov	гора	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
forslag	предложенията	forslag	предложение	N;INDF;NEUT;PL	N;DEF;NEUT;PL
