rob	rob	rob	rob	PROPN	
destruida	elpusztította	destruido	elpusztít	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
seguida	követett	seguido	követ	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
seguida	követte	seguido	követ	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
bobby	bobby	bobby	bobby	PROPN	
lugo	lugo	lugo	lugo	N;MASC;SG	
reptiles	hüllő	reptil	hüllő	N;MASC;PL	N;NOM;SG
turística	turisták	turístico	turista	ADJ;FEM;SG	N;NOM;PL
turística	turista	turístico	turista	ADJ;FEM;SG	N;NOM;SG
holandés	holland	holandés	holland	N;MASC;SG	
holandés	dutch	holandés	dutch	N;MASC;SG	
plus	plus	plus	plus	N	
plus	plussz	plus	plussz	N	
plus	plusz	plus	plusz	N	
estocolmo	stockholmi	estocolmo	stockholmi	N;MASC;SG	
viendo	látván	ver	látván	V;V.MSDR	
viendo	látva	ver	látva	V;V.MSDR	ADV;V.CVB
mercurio	mercury	mercurio	mercury	N;MASC;SG	
gilbert	gilbert	gilbert	gilber	PROPN	
escobar	escobar	escobar	escobar	PROPN	N;NOM;SG
regulación	előírás	regulación	előírás	N;FEM;SG	
regulación	rendelet	regulación	rendelet	N;FEM;SG	
regulación	szabályozási	regulación	szabályozási	N;FEM;SG	ADJ;NOM;SG
alturas	heights	altura	heights	N;FEM;PL	
campbell	campbell	campbell	campbell	N;SG	
danny	danny	danny	danny	N;MASC;SG	
martes	kedd	martes	kedd	N	
pretendía	tervezett	pretender	tervezett	V;IND;SG;3;IPFV;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
pretendía	szándékolt	pretender	szándékolt	V;IND;SG;3;IPFV;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
arsenal	fegyverraktár	arsenal	fegyverraktár	N;MASC;SG	
nigeria	nigéria	nigeria	nigéria	N;FEM;SG	
constantinopla	konstantinápoly	constantinopla	konstantinápoly	ADJ;FEM;SG	N;NOM;SG
extrema	extrém	extremo	extrém	ADJ;FEM;SG	
gibraltar	gibraltár	gibraltar	gibraltár	V;NFIN	N;NOM;SG
sentimiento	érzés	sentimiento	érzés	N;MASC;SG	
sentimiento	érzem	sentimiento	érez	N;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
sentimiento	érezni	sentimiento	érez	N;MASC;SG	V;NFIN;ACT
cargas	vádemelés	carga	vádemelés	N;FEM;PL	N;NOM;SG
cargas	vád	carga	vád	N;FEM;PL	
trato	alku	trato	alku	N;MASC;SG	
trato	egyezség	trato	egyezség	N;MASC;SG	
trato	alku	trato	alku	N;MASC;SG	
suficientes	elég	suficiente	elég	ADJ;PL	
suficientes	elégséges	suficiente	elégséges	ADJ;PL	ADJ;NOM;SG
suficientes	elegendő	suficiente	elegendő	ADJ;PL	
when	mikor	when	mikor	N	ADV
when	amikor	when	amikor	N	ADV
márquez	marquez	márquez	marquez	PROPN	N;NOM;SG
flash	flash	flash	flash	N;MASC;SG	
fuga	megszökni	fuga	meg+szök	N;FEM;SG	V;NFIN;ACT
cleveland	cleveland	cleveland	cleveland	N;MASC;SG	
dorada	golden	dorado	golden	ADJ;FEM;SG;V.PTCP	
dorada	arany	dorado	arany	ADJ;FEM;SG;V.PTCP	
dorada	arany	dorado	arany	ADJ;FEM;SG;V.PTCP	
abuela	nagymama	abuela	nagymam	N;FEM;SG	
abuela	nagymama	abuela	nagymam	N;FEM;SG	
experto	szakértő	experto	szakértő	N;MASC;SG	
frontal	front	frontal	front	ADJ;SG	
frontal	eleje	frontal	eleje	ADJ;SG	N;NOM;SG
frontal	frontális	frontal	frontális	ADJ;SG	N;NOM;SG
considerablemente	jelentősen	considerablemente	jelentős	ADV	ADJ;FRML;SG
borgoña	burgundy	borgoña	burgundy	N;FEM;SG	
huevo	tojások	huevo	tojás	N;MASC;SG	N;NOM;PL
tragedia	tragikus	tragedia	tragikus	N;FEM;SG	
beta	béta	beta	béta	N;FEM;SG	
charlotte	charlotte	charlotte	charl	N;MASC;SG	
azteca	azték	azteca	az	N;SG	
patrones	minta	patrón	minta	N;MASC;PL	N;NOM;SG
patrones	munkáltató	patrón	munkáltató	N;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
how	hogyan	how	hogyan	PROPN	ADV
aliado	szövetségesek	aliado	szövetséges	ADJ;MASC;SG;V.PTCP	N;NOM;PL
aliado	ally	aliado	ally	ADJ;MASC;SG;V.PTCP	
literarios	irodalmi	literario	irodalmi	N;MASC;PL	
viejos	idős	viejo	idős	ADJ;MASC;PL	
viejos	régit	viejo	régit	ADJ;MASC;PL	N;ACC;SG
viejos	régi	viejo	régi	ADJ;MASC;PL	
viejos	öreg	viejo	öreg	ADJ;MASC;PL	
viejos	régiek	viejo	régiek	ADJ;MASC;PL	N;NOM;PL
mediodía	dél	mediodía	dél	N;MASC;SG	
traducciones	fordítás	traducción	fordítás	N;FEM;PL	N;NOM;SG
traducciones	fordítás	traducción	fordítás	N;FEM;PL	N;NOM;SG
pulgadas	hüvelyk	pulgado	hüvely	N;FEM;PL	N;NOM;SG
pulgadas	centi	pulgado	cent	N;FEM;PL	N;NOM;SG
pulgadas	hüvelyk	pulgado	hüvely	N;FEM;PL	N;NOM;SG
arnold	arnold	arnold	arnold	PROPN	
ladrillo	brick	ladrillo	brick	N;MASC;SG	
calvo	kopasz	calvo	kopasz	N;MASC;SG	
calvo	calvo	calvo	calvo	N;MASC;SG	
barbara	barbara	barbar	barbara	N;FEM;SG	
compartir	megosztás	compartir	megosztás	V;NFIN	
compartir	részesedése	compartir	részesedés	V;NFIN	N;NOM;SG
compartir	megosztás	compartir	megosztás	V;NFIN	
compartir	részesedés	compartir	részesedés	V;NFIN	N;NOM;SG
probar	vizsgálati	probar	vizsgálati	V;NFIN	N;NOM;SG
probar	vizsgálat	probar	vizsgálat	V;NFIN	N;NOM;SG
probar	próba	probar	pró	V;NFIN	N;NOM;SG
probar	teszt	probar	tesz	V;NFIN	N;NOM;SG
mónica	monica	mónico	monica	N;FEM;SG	
arroyos	brooks	arroyo	brooks	N;MASC;PL	
volante	szórólap	volante	szórólap	N;MASC;SG	ADJ;NOM;SG
sabio	sage	sabio	sag	N;MASC;SG	
sabio	bölcsek	sabio	bölcs	N;MASC;SG	N;NOM;PL
sabio	bölcs	sabio	bölcs	N;MASC;SG	
budapest	budapest	budapest	budapest	N;MASC;SG	PROPN;NOM;SG
budapest	budapesti	budapest	budapesti	N;MASC;SG	ADJ;NOM;SG
beca	ösztöndíjas	beca	ösztöndíjas	N;FEM;SG	ADJ;NOM;SG
madison	madison	madison	madison	N;MASC;SG	
caridad	jótékony	caridad	jótékony	N;FEM;SG	
llave	kulcsfontosságú	llave	kulcsfontosságú	N;FEM;SG	ADJ;NOM;SG
llave	key	llave	key	N;FEM;SG	
exclusiva	exkluzív	exclusivo	exkluzív	ADJ;FEM;SG	
estero	estero	estero	estero	N;MASC;SG	
armados	felfegyverkezve	armado	felfegyverkezve	ADJ;MASC;PL;V.PTCP	ADV;V.CVB
armados	fegyveres	armado	fegyveres	ADJ;MASC;PL;V.PTCP	N;NOM;SG
manuscritos	kéziratot	manuscrito	kézirat	N;MASC;PL	N;ACC;SG
manuscritos	kézirat	manuscrito	kézirat	N;MASC;PL	N;NOM;SG
rivas	rivas	riva	rivas	N;FEM;PL	
necesariamente	szükségszerűen	necesariamente	szükségszerű	ADV	ADJ;FRML;SG
necesariamente	feltétlenül	necesariamente	feltétlen	ADV	ADJ;FRML;SG
demonio	ördög	demonio	ördög	N;MASC;SG	
demonio	démonok	demonio	démon	N;MASC;SG	N;NOM;PL
emitida	kibocsátott	emitido	kibocsátott	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
carrillo	carrillo	carrillo	carrillo	N;MASC;SG	
nazis	náci	nazi	náci	N;PL	
luisiana	louisiana	luisiano	louisiana	ADJ;FEM;SG	
malo	bad	malo	bad	ADJ;MASC;SG	
malo	rosz	malo	rosz	ADJ;MASC;SG	
malo	rossz	malo	rossz	ADJ;MASC;SG	
urbanas	városi	urbano	városi	ADJ;FEM;PL	ADJ;NOM;SG
básicas	alap	básico	alap	ADJ;FEM;PL	
básicas	alapvető	básico	alapvető	ADJ;FEM;PL	
gases	benzin	gas	benzin	N;MASC;PL	N;NOM;SG
gases	gáz	gas	gáz	N;MASC;PL	N;NOM;SG
ferroviario	vasútvonal	ferroviario	vasútvonal	ADJ;MASC;SG	N;NOM;SG
ferroviario	vasút	ferroviario	vasút	ADJ;MASC;SG	N;NOM;SG
ferroviario	vasúti	ferroviario	vasúti	ADJ;MASC;SG	N;NOM;SG
potencias	powers	potencia	powers	N;FEM;PL	
potencias	hatáskör	potencia	hatáskör	N;FEM;PL	N;NOM;SG
ejemplar	másolat	ejemplar	másolat	V;NFIN	N;NOM;SG
ejemplar	másolatot	ejemplar	másolat	V;NFIN	N;ACC;SG
ejemplar	példás	ejemplar	példás	V;NFIN	
ejemplar	példamutató	ejemplar	példamutató	V;NFIN	
separadas	külön	separado	kül	ADJ;FEM;PL;V.PTCP	
express	express	express	express	N;MASC	
portugueses	portugália	portugués	portugália	N;MASC;PL	N;NOM;SG
portugueses	portugál	portugués	portugál	N;MASC;PL	
normales	szokásos	normal	szokásos	ADJ;PL	ADJ;NOM;SG
normales	normális	normal	normális	ADJ;PL	
normales	normál	normal	normál	ADJ;PL	
basket	kosár	basket	kosár	N;MASC;SG	
estelar	csillagos	estelar	csillagos	ADJ;SG	N;NOM;SG
estelar	csillag	estelar	csillag	ADJ;SG	N;NOM;SG
estelar	sztár	estelar	sztár	ADJ;SG	N;NOM;SG
montaje	szerkesztés	montaje	szerkesztés	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
montaje	vágó	montaje	vágó	N;MASC;SG	
demo	bemutató	demo	bemutató	N;FEM;SG	
demo	demó	demo	demó	N;FEM;SG	
considerando	tekintve	considerar	tekintve	V;V.MSDR	
enviados	elküldött	enviar	elküldött	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
enviados	elküldve	enviar	elküldve	ADJ;MASC;PL;V.PTCP	N;NOM;SG
enviados	küldött	enviar	küld	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
enviados	hírnökök	enviar	hír	ADJ;MASC;PL;V.PTCP	N;NOM;PL
kent	kent	kent	ken	N;MASC;SG	
larry	larry	larry	larry	PROPN	
asesinados	meggyilkolták	asesinado	meggyilkolta	ADJ;MASC;PL;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
asesinados	megölte	asesinado	megöl	ADJ;MASC;PL;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
asesinados	meggyilkolt	asesinado	meggyilkolt	ADJ;MASC;PL;V.PTCP	
asesinados	megölt	asesinado	megölt	ADJ;MASC;PL;V.PTCP	
asesinados	megölte	asesinado	megöl	ADJ;MASC;PL;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
prince	prince	prince	prince	N	
activamente	aktívan	activamente	aktívan	ADV	
giuseppe	giuseppe	giuseppe	giusep	PROPN	
pura	pura	puro	pura	ADJ;FEM;SG	
pura	puszta	puro	puszta	ADJ;FEM;SG	
pura	tisztán	puro	tiszta	ADJ;FEM;SG	
pura	tiszta	puro	tiszta	ADJ;FEM;SG	
forestal	erdei	forestal	erdei	ADJ;SG	
forestal	erdő	forestal	erdő	ADJ;SG	
forestal	erdők	forestal	erdő	ADJ;SG	N;NOM;PL
viola	ibolya	violar	ibolya	V;IND;SG;3;PRS;FIN	
viola	viola	violar	viola	V;IND;SG;3;PRS;FIN	
track	nyomon	track	nyomon	N;SG	
loira	loire	loira	loire	N;MASC;SG	PROPN;NOM;SG
esfera	gömb	esfera	gömb	N;FEM;SG	
esfera	gömb	esfera	gömb	N;FEM;SG	
muertes	haláleset	muerte	haláleset	N;FEM;PL	N;NOM;SG
román	római	román	római	N;MASC;SG	ADJ;NOM;SG
román	roman	román	roman	N;MASC;SG	
intenso	intenzív	intenso	intenzív	ADJ;MASC;SG	
intenso	heves	intenso	heves	ADJ;MASC;SG	
intenso	intenzív	intenso	intenzív	ADJ;MASC;SG	
vaya	wow	ir	wow	V;SBJV;SG;3;PRS;FIN	
vaya	hű	ir	hű	V;SBJV;SG;3;PRS;FIN	
vaya	hűha	ir	hűha	V;SBJV;SG;3;PRS;FIN	
alvarado	alvarado	alvarado	alvarado	N;MASC;SG	
ibáñez	ibáñez	ibáñez	ibáñez	N;MASC;SG	
litros	gallon	litro	gallon	N;MASC;PL	N;NOM;SG
litros	literes	litro	literes	N;MASC;PL	N;NOM;SG
litros	liter	litro	liter	N;MASC;PL	N;NOM;SG
litros	literes	litro	literes	N;MASC;PL	N;NOM;SG
litros	liter	litro	liter	N;MASC;PL	N;NOM;SG
penales	bűnöző	penal	bűnöző	ADJ;PL	N;NOM;SG
penales	bűnözői	penal	bűnöző	ADJ;PL	N;NOM;PL
shows	mutatja	show	mutat	N;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
constituido	kialakult	constituido	kialakult	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
constituido	alakított	constituido	alakított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
constituido	alakult	constituido	alakul	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ingresar	belépés	ingresar	belépés	V;NFIN	
ingresar	bejelentkezés	ingresar	bejelentkezés	V;NFIN	N;NOM;SG
autorización	engedély	autorización	engedély	N;FEM;SG	
autorización	engedély	autorización	engedély	N;FEM;SG	
autorización	engedély	autorización	engedély	N;FEM;SG	
próximos	közelgő	próximo	közelgő	ADJ;MASC;PL	ADJ;NOM;SG
editada	szerkesztett	editado	szerkesztett	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
rangers	rangers	rangers	rangers	N;MASC;PL	N;NOM;SG
esquí	sí	esquí	sí	N;MASC;SG	
esquí	síelni	esquí	síel	N;MASC;SG	V;NFIN;ACT
prisionero	rab	prisionero	rab	N;MASC;SG	
prisionero	elítélt	prisionero	elítélt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
disparo	lőtt	disparo	lőtt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
disparo	lő	disparo	lő	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
disparo	lőtt	disparo	lőtt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
disparo	lelőtték	disparo	lelőt	N;MASC;SG	V;DEF;IND;PL;3;PST;FIN;ACT
extenso	kiterjedt	extenso	kiterjedik	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
golpes	stroke	golpe	stroke	N;MASC;PL	N;NOM;SG
golpes	fúj	golpe	fúj	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
mega	mega	mega	mega	N;SG	
atacó	megtámadtak	atacar	meg+támad	V;IND;SG;3;PST;FIN	V;INDF;IND;PL;3;PST;FIN;ACT
herbert	herbert	herbert	herber	PROPN	
dinosaurios	dinoszaurusz	dinosaurio	dinoszaurusz	N;MASC;PL	N;NOM;SG
brevemente	röviden	brevemente	röviden	ADV	
extranjera	kül	extranjero	kül	ADJ;FEM;SG	
extranjera	külföldiek	extranjero	külföldi	ADJ;FEM;SG	N;NOM;PL
caña	reed	caña	reed	N;FEM;SG	
caña	cane	caña	cane	N;FEM;SG	
caña	rod	caña	rod	N;FEM;SG	
ética	etikus	ética	etikus	N;FEM;SG	
ética	etikai	ética	etikai	N;FEM;SG	
ética	etikai	ética	etikai	N;FEM;SG	
arquitectónico	építészet	arquitectónico	építészet	ADJ;MASC;SG	N;NOM;SG
encontrados	megtalált	encontrado	meg+talál	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
encontrados	megtaláltam	encontrado	meg+talál	ADJ;MASC;PL;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
encontrados	talált	encontrado	talál	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
correspondencia	mail	correspondencia	mail	N;FEM;SG	
correspondencia	levelek	correspondencia	levél	N;FEM;SG	N;NOM;PL
correspondencia	posta	correspondencia	posta	N;FEM;SG	
formatos	formázás	formato	formázás	N;MASC;PL	N;NOM;SG
vaticano	vatikáni	vaticano	vatikáni	N;MASC;SG	
vaticano	vatikán	vaticano	vatikán	N;MASC;SG	
cooper	cooper	cooper	cooper	PROPN	
duero	douro	duero	douro	N;MASC;SG	
duero	duero	duero	duero	N;MASC;SG	
august	augusztusban	augusto	augusztus	PROPN	N;IN+ESS;SG
august	august	augusto	augus	PROPN	
august	augusztus	augusto	augusztus	PROPN	N;NOM;SG
típicos	jellemző	típico	jellemző	ADJ;MASC;PL	ADJ;NOM;SG
típicos	tipikus	típico	tipikus	ADJ;MASC;PL	
típicos	jellegzetes	típico	jellegzetes	ADJ;MASC;PL	
lento	lassú	lento	lassú	ADJ;MASC;SG	
summer	summer	summer	summer	N	
summer	nyári	summer	nyári	N	
summer	nyár	summer	nyár	N	
apoyado	támogatott	apoyar	támogat	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
independientemente	önállóan	independientemente	önálló	ADV	ADJ;FRML;SG
independientemente	függetlenül	independientemente	független	ADV	ADJ;FRML;SG
col	káposzta	col	káposz		N;NOM;SG
ludwig	ludwig	ludwig	lud	PROPN	
velázquez	velasquez	velázquez	velasquez	N;MASC;SG	
líbano	libanoni	líbano	libanoni	N;MASC;SG	V;NFIN;ACT
líbano	libanon	líbano	liban	N;MASC;SG	
líbano	libanoni	líbano	libanoni	N;MASC;SG	V;NFIN;ACT
túnez	tunéziai	túnez	tunéziai	N;MASC;SG	ADJ;NOM;SG
four	négy	four	négy	N	NUM;NOM;SG
pescado	halak	pescado	hal	N;MASC;SG	N;NOM;PL
republicanos	republikánus	republicano	republikánus	N;MASC;PL	N;NOM;SG
magic	magic	magic	magic	N	
lujo	deluxe	lujo	delux	N;MASC;SG	
lujo	luxus	lujo	luxus	N;MASC;SG	
electrones	elektron	electrón	elektron	N;MASC;PL	N;NOM;SG
wood	fa	wood	fa	N	
wood	wood	wood	wood	N	
wood	erdő	wood	erdő	N	
avances	előleg	avance	előleg	N;MASC;PL	N;NOM;SG
avances	előrehaladás	avance	előrehaladás	N;MASC;PL	N;NOM;SG
avances	előrelépés	avance	előrelépés	N;MASC;PL	N;NOM;SG
avances	fejlődés	avance	fejlődés	N;MASC;PL	N;NOM;SG
avances	haladás	avance	haladás	N;MASC;PL	N;NOM;SG
vacaciones	vakáció	vacaciones	vakáció	N;FEM;PL	N;NOM;SG
vacaciones	ünnep	vacaciones	ünnep	N;FEM;PL	N;NOM;SG
vacaciones	ünnepi	vacaciones	ünnepi	N;FEM;PL	N;NOM;SG
vacaciones	nyaralás	vacaciones	nyaralás	N;FEM;PL	N;NOM;SG
vacaciones	vakáció	vacaciones	vakáció	N;FEM;PL	N;NOM;SG
vacaciones	nyaralás	vacaciones	nyaralás	N;FEM;PL	N;NOM;SG
murallas	wall	muralla	wall	N;FEM;PL	
murallas	fali	muralla	fali	N;FEM;PL	N;NOM;SG
murallas	falat	muralla	fal	N;FEM;PL	
murallas	fal	muralla	fal	N;FEM;PL	N;NOM;SG
sainte	sainte	sainte	sainte	N;FEM;SG	
cóndor	kondor	cóndor	kondor	N;MASC;SG	
reduce	csökkentése	reducir	csökkentés	V;IND;SG;3;PRS;FIN	N;NOM;SG
reduce	csökkentik	reducir	csökkent	V;IND;SG;3;PRS;FIN	V;DEF;IND;PL;3;PRS;FIN;ACT
coronado	koronás	coronado	koronás	ADJ;MASC;SG;V.PTCP	
coronado	coronado	coronado	coronado	ADJ;MASC;SG;V.PTCP	
esperando	várakozás	esperar	várakozás	V;V.MSDR	N;NOM;SG
específicas	specifikus	especifico	specifikus	ADJ;FEM;PL	ADJ;NOM;SG
específicas	konkrét	especifico	konkrét	ADJ;FEM;PL	
manifestación	bemutató	manifestación	bemutató	N;FEM;SG	
manifestación	demonstrációs	manifestación	demonstrációs	N;FEM;SG	ADJ;NOM;SG
robles	oaks	roble	oaks	N;MASC;PL	
robles	robles	roble	robles	N;MASC;PL	
trajo	hozták	traer	hoz	V;IND;SG;3;PST;FIN	V;DEF;IND;PL;3;PST;FIN;ACT
trajo	hoztam	traer	hoz	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
bienestar	jóléti	bienestar	jóléti	N;MASC;SG	ADJ;NOM;SG
mansión	manor	mansión	manor	N;FEM;SG	
suplente	alternatív	suplente	alternatív	N;SG	
suplente	beugró	suplente	beugró	N;SG	
suplente	helyettesítő	suplente	helyettesítő	N;SG	ADJ;NOM;SG
sueca	svéd	sueca	svéd	N;FEM;SG	
convencional	hagyományos	convencional	hagyományos	ADJ;SG	
philippe	philippe	philippe	philippe	PROPN	
asesinatos	merénylet	asesinato	merénylet	N;MASC;PL	N;NOM;SG
asesinatos	gyilkosság	asesinato	gyilkosság	N;MASC;PL	N;NOM;SG
fieles	hű	fiel	hű	N;PL	
fieles	lojális	fiel	lojális	N;PL	ADJ;NOM;SG
fieles	hűségesek	fiel	hűséges	N;PL	ADJ;NOM;PL
fieles	hűséges	fiel	hűséges	N;PL	ADJ;NOM;SG
fieles	hűségesek	fiel	hűséges	N;PL	ADJ;NOM;PL
fieles	hűséges	fiel	hűséges	N;PL	ADJ;NOM;SG
southern	dél	southern	dél	N	
southern	déli	southern	déli	N	
concha	concha	concha	concha	N;FEM;SG	
concha	shell	concha	shell	N;FEM;SG	
concha	kagyló	concha	kagyló	N;FEM;SG	
implementación	végrehajtási	implementación	végrehajtási	N;FEM;SG	ADJ;NOM;SG
correctamente	megfelelően	correctamente	meg+felelő	ADV	ADJ;FRML;SG
correctamente	rendesen	correctamente	rendes	ADV	ADJ;FRML;SG
correctamente	helyesen	correctamente	helyes	ADV	ADJ;FRML;SG
perdida	veszteségek	perdido	veszteség	ADJ;FEM;SG;V.PTCP	N;NOM;PL
perdida	veszteség	perdido	veszteség	ADJ;FEM;SG;V.PTCP	N;NOM;SG
perdida	vesztett	perdido	veszt	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
perdida	elveszett	perdido	elveszett	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
perdida	lost	perdido	lost	ADJ;FEM;SG;V.PTCP	
significativo	érdemi	significativo	érdemi	ADJ;MASC;SG	
significativo	tartalmas	significativo	tartalmas	ADJ;MASC;SG	
significativo	jelentős	significativo	jelentős	ADJ;MASC;SG	
significativo	szignifikáns	significativo	szignifikáns	ADJ;MASC;SG	N;ON+ESS;SG
warren	warren	warren	warren	PROPN	
elías	elijah	elía	elijah	N;FEM;PL	N;NOM;SG
elías	elias	elía	elias	N;FEM;PL	PROPN;NOM;SG
identificado	azonosított	identificado	azonosított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
identificado	azonosítva	identificado	azonosítva	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
ejecutar	futás	ejecutar	futás	V;NFIN	N;NOM;SG
studio	studio	studio	studio	N;MASC;SG	
calificación	minősítési	calificación	minősítési	N;FEM;SG	ADJ;NOM;SG
calificación	minősítési	calificación	minősítési	N;FEM;SG	ADJ;NOM;SG
dramática	dráma	dramático	dráma	ADJ;FEM;SG	N;NOM;SG
dramática	drama	dramático	drama	ADJ;FEM;SG	
antoine	antoine	antoinar	antoi	N;MASC;SG	
espaciales	térbeli	espacial	térbeli	ADJ;PL	ADJ;NOM;SG
espaciales	űr	espacial	űr	ADJ;PL	N;NOM;SG
espaciales	tér	espacial	tér	ADJ;PL	N;NOM;SG
dedicados	elkötelezett	dedicado	elkötelezett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bebé	bébi	bebé	bébi	N;MASC;SG	
hits	találat	hit	találat	N;MASC;PL	N;NOM;SG
tenor	tenor	tenor	tenor		N;NOM;SG
mortal	halálos	mortal	halálos	ADJ;SG	
mortal	halálos	mortal	halálos	ADJ;SG	
mortal	végzetes	mortal	végzetes	ADJ;SG	
mortal	halandó	mortal	halandó	ADJ;SG	
reconocimientos	felderítés	reconocimiento	felderítés	N;MASC;PL	N;NOM;SG
reconocimientos	felderítő	reconocimiento	felderítő	N;MASC;PL	ADJ;NOM;SG
reconocimientos	megjelenítés	reconocimiento	megjelenítés	N;MASC;PL	N;NOM;SG
reconocimientos	elismerés	reconocimiento	elismerés	N;MASC;PL	N;NOM;SG
reconocimientos	felismerés	reconocimiento	felismerés	N;MASC;PL	N;NOM;SG
casino	casino	casino	casino	N;MASC;SG	
casino	kaszinó	casino	kaszinó	N;MASC;SG	
vencedor	győztes	vencedor	győztes	N;MASC;SG	
vencedor	nyertes	vencedor	nyertes	N;MASC;SG	
vencedor	victor	vencedor	victor	N;MASC;SG	
vencedor	viktor	vencedor	viktor	N;MASC;SG	
leipzig	lipcsei	leipzig	lipcsei	PROPN	
delegado	megbízott	delegado	meg+bízik	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
adoptado	elfogadva	adoptar	elfogadva	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
adoptado	elfogadott	adoptar	el+fogadott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
colinas	hills	colina	hills	N;FEM;PL	
extranjeras	külföldi	extranjero	külföldi	ADJ;FEM;PL	ADJ;NOM;SG
extranjeras	kül	extranjero	kül	ADJ;FEM;PL	
extranjeras	külföldiek	extranjero	külföldi	ADJ;FEM;PL	N;NOM;PL
apolo	apollo	apolo	apollo	N;FEM;SG	
apolo	apolló	apolo	apolló	N;FEM;SG	
membrana	membránok	membrana	membrán	N;FEM;SG	N;NOM;PL
ricos	gazdag	rico	gazdag	N;MASC;PL	
ricos	rich	rico	rich	N;MASC;PL	
wagner	wagner	wagner	wagner	PROPN	
quieren	akarsz	querer	akarsz	V;IND;PL;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
quieren	akar	querer	akar	V;IND;PL;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
quieren	akarod	querer	akarod	V;IND;PL;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
quieren	akarom	querer	akarom	V;IND;PL;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
teatros	színház	teatro	színház	N;MASC;PL	N;NOM;SG
añadido	hozzáadott	añadido	hozzáad	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
añadido	felvéve	añadido	félvev	ADJ;MASC;SG;V.PTCP	
fabricantes	gyártó	fabricante	gyártó	N;PL	ADJ;NOM;SG
finca	farm	finca	farm	N;FEM;SG	
edwards	edwards	edwards	edwards	PROPN	
fábricas	mills	fábrica	mills	N;FEM;PL	
fábricas	gyár	fábrica	gyár	N;FEM;PL	N;NOM;SG
fábricas	gyári	fábrica	gyári	N;FEM;PL	
fábricas	üzem	fábrica	üz	N;FEM;PL	N;NOM;SG
fábricas	gyárban	fábrica	gyár	N;FEM;PL	N;IN+ESS;SG
roman	római	romar	római	N	ADJ;NOM;SG
roman	roman	romar	roman	N	
oliva	olive	oliva	olive	N;FEM;SG	
oliva	oliva	oliva	oliva	N;FEM;SG	
conservadores	konzervatív	conservador	konzervatív	N;MASC;PL	
secos	szárazon	seco	száraz	ADJ;MASC;PL	
