偵查	prieskumné	偵查	prieskumný	N	ADJ;NOM;NEUT;SG
彈性	elastické	彈性	elastický	N	ADJ;NOM;NEUT;SG
彈性	flex	彈性	flex	N	
長老	starší	長老	starý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
長老	starší	長老	starý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
長老	staršími	長老	starý	N	ADJ;ANIM;INS;CMPR;MASC;PL
野牛	buffalo	野牛	buffať	N	PROPN;ANIM;NOM;MASC;SG
走私	prepašoval	走私	prepašovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
走私	prepašovať	走私	prepašovať	N	V;IPFV;POS;NFIN
紀念	memorial	紀念	memoriať	N	PROPN;ANIM;NOM;MASC;SG
戒指	ring	戒指	ring	N	PROPN;ANIM;NOM;MASC;SG
酒井	sakai	酒井	sakai	PROPN	PROPN;ANIM;NOM;MASC;SG
繪圖	grafické	繪圖	grafický	N	ADJ;NOM;NEUT;SG
調任	preradenie	調任	preradenie	V	N;NOM;NEUT;SG
大	masaker	大	masaker	PART	N;INAN;NOM;MASC;SG
大	holokaust	大	holokaust	PART	N;INAN;NOM;MASC;SG
食堂	jedálni	食堂	jedálňa	N	ADV
食堂	jedálne	食堂	jedálny	N	ADV
食堂	jedálni	食堂	jedálňa	N	ADV
劫持	únos	劫持	únos	V	N;INAN;NOM;MASC;SG
基	podstavec	基	podstavec	V	N;INAN;NOM;MASC;SG
損壞	poškodený	損壞	poškodený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
損壞	poškodená	損壞	poškodený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
損壞	poškodené	損壞	poškodený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
損壞	poškodený	損壞	poškodený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
損壞	poškodená	損壞	poškodený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
損壞	poškodené	損壞	poškodený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
損壞	poškodzuje	損壞	poškodzovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
損壞	odškodné	損壞	odškodný	N	ADJ;NOM;NEUT;SG
羅素	russell	羅素	russell	PROPN	PROPN;ANIM;NOM;MASC;SG
更	korekcie	更	korekcia	ADV	N;NOM;FEM;PL
更	opravy	更	oprava	ADV	N;NOM;FEM;PL
更	nápravy	更	náprava	ADV	N;NOM;FEM;PL
更	opráv	更	opráva	ADV	N;GEN;FEM;PL
更	oprava	更	oprava	ADV	N;NOM;FEM;SG
更	opravný	更	opravný	ADV	ADJ;INAN;NOM;MASC;SG
更	korekcia	更	korekcia	ADV	N;NOM;FEM;SG
更	náprava	更	náprava	ADV	N;NOM;FEM;SG
特種	swat	特種	swat	ADJ	N;INAN;NOM;MASC;SG
叻	lat	叻	lat	PROPN	
密西西比	mississippi	密西西比	mississippi	PROPN	PROPN;ANIM;NOM;MASC;SG
雙	bilaterálne	雙	bilaterálne	NUM	ADJ;NOM;NEUT;SG
雙	bilaterálne	雙	bilaterálne	NUM	ADJ;NOM;NEUT;SG
雙	dvojstranné	雙	dvojstranný	NUM	ADJ;NOM;NEUT;SG
迷失	stratená	迷失	stratený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
迷失	stratené	迷失	stratený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
迷失	stratený	迷失	stratený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
迷失	stratení	迷失	stratený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
警務	policajný	警務	policajný	N	ADJ;ANIM;NOM;MASC;SG
橘子	oranžová	橘子	oranžový	N	ADJ;NOM;FEM;SG
橘子	oranžový	橘子	oranžový	N	ADJ;ANIM;NOM;MASC;SG
橘子	oranžové	橘子	oranžový	N	ADJ;NOM;NEUT;SG
死亡	úmrtnosť	死亡	úmrtnosť	V	N;NOM;FEM;SG
死亡	úmrtnosti	死亡	úmrtnosť	V	N;DAT;FEM;SG
死亡	mortalita	死亡	mortalita	V	N;NOM;FEM;SG
散射	rozptyl	散射	rozptyť	V	N;INAN;NOM;MASC;SG
散射	rozptylom	散射	rozptyl	V	N;INS;NEUT;SG
布加勒斯特	bukurešti	布加勒斯特	bukurešt	PROPN	N;GEN;FEM;SG
存款	depozit	存款	depozit	V	N;INAN;NOM;MASC;SG
存款	vkladov	存款	vklad	V	N;INAN;GEN;MASC;PL
存款	vklad	存款	vklad	V	N;INAN;NOM;MASC;SG
存款	vklady	存款	vklad	V	N;INAN;NOM;MASC;PL
獨裁	diktátorské	獨裁	diktátorský	N	ADJ;NOM;NEUT;SG
朝倉	asakura	朝倉	asakura	PROPN	N;ANIM;NOM;MASC;SG
想象	predstav	想象	predstava	N	
想象	predstaviť	想象	predstaviť	N	V;PFV;POS;NFIN
祈	pros	祈	pros	V	PROPN;ANIM;VOC;MASC;SG
祈	modlitbu	祈	modlitba	V	N;ACC;FEM;SG
祈	modlitbe	祈	modlitba	V	N;DAT;FEM;SG
祈	modlitba	祈	modlitba	V	N;NOM;FEM;SG
祈	teme	祈	ty	V	N;NOM;FEM;SG
祈	modlitby	祈	modlitba	V	N;NOM;FEM;PL
相容	kompatibilné	相容	kompatibilný	N	ADJ;NOM;NEUT;SG
相容	zlučiteľné	相容	zlučiteľný	N	ADJ;NOM;NEUT;SG
相容	kompatibilný	相容	kompatibilný	N	ADJ;ANIM;NOM;MASC;SG
廚師	šéfkuchár	廚師	šéfkuchár	N	ADJ;ANIM;NOM;MASC;SG
廚師	cook	廚師	cook	N	PROPN;ANIM;NOM;MASC;SG
廚師	variť	廚師	variť	N	V;IPFV;POS;NFIN
天王	uran	天王	uran	N	PROPN;ANIM;NOM;MASC;SG
王	korunu	王	koruna	PROPN	N;ACC;FEM;SG
王	koruny	王	koruna	PROPN	N;NOM;FEM;PL
王	koruna	王	koruna	PROPN	N;NOM;FEM;SG
王	koruny	王	koruna	PROPN	N;NOM;FEM;PL
王	korún	王	korún	PROPN	N;GEN;FEM;PL
營養	výživové	營養	výživový	N	ADJ;NOM;NEUT;SG
營養	nutričné	營養	nutričný	N	ADJ;NOM;NEUT;SG
凝聚	súdržnosti	凝聚	súdržnosť	V	N;NOM;FEM;PL
凝聚	súdržnosť	凝聚	súdržnosť	V	N;NOM;FEM;SG
教義	creed	教義	creed	N	PROPN;NOM;MASC;SG
扳機	spúšťacie	扳機	spúšťacie	N	ADJ;NOM;NEUT;SG
探險	expedície	探險	expedícia	V	N;NOM;FEM;PL
探險	expedícia	探險	expedícia	V	N;NOM;FEM;SG
探險	dobrodružstvo	探險	dobrodružstvo	V	N;NOM;NEUT;SG
探險	expedícia	探險	expedícia	V	N;NOM;FEM;SG
區塊	blokuje	區塊	blokovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
區塊	blokovať	區塊	blokovať	N	V;IPFV;POS;NFIN
區塊	zablokovať	區塊	zablokovať	N	V;PFV;POS;NFIN
亞熱帶	subtropické	亞熱帶	subtropický	PROPN	ADJ;NOM;NEUT;SG
所	solomon	所	solomon	N	PROPN;ANIM;NOM;MASC;SG
附上	uzavretý	附上	uzavretý	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
附上	uzatvorené	附上	uzatvorený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
附上	priložené	附上	priložený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
附上	uzavreté	附上	uzavretý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
附上	uzavretá	附上	uzavretý	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
聲援	solidaritu	聲援	solidarita	V	N;ACC;FEM;SG
聲援	solidarity	聲援	solidarita	V	N;NOM;FEM;PL
聲援	solidarita	聲援	solidarita	V	N;NOM;FEM;SG
核子	jadrová	核子	jadrový	N	ADJ;NOM;FEM;SG
核子	jadrové	核子	jadrový	N	ADJ;NOM;NEUT;SG
核子	jadrovej	核子	jadrový	N	ADJ;GEN;FEM;SG
核子	jadrový	核子	jadrový	N	ADJ;ANIM;NOM;MASC;SG
莖	kmeňových	莖	kmeňový	N	ADJ;GEN;MASC;PL
莖	kmeňové	莖	kmeňový	N	ADJ;NOM;NEUT;SG
廢棄	opustenie	廢棄	opustenie	V	N;NOM;NEUT;SG
廢棄	opustenia	廢棄	opustenie	V	N;NOM;NEUT;PL
廢棄	opustené	廢棄	opustený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
廢棄	opustenej	廢棄	opustený	V	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
廢棄	opustený	廢棄	opustený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
廢棄	opustená	廢棄	opustený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
檢視	pozeranie	檢視	pozeranie	V	N;NOM;NEUT;SG
檢視	výhľad	檢視	výhľad	V	N;INAN;NOM;MASC;SG
檢視	pohľad	檢視	pohľad	V	N;INAN;NOM;MASC;SG
檢視	zobrazenie	檢視	zobrazenie	V	N;NOM;NEUT;SG
大	čelo	大	čelo	PART	N;NOM;NEUT;SG
加熱	tepla	加熱	tepnúť	V	N;NOM;NEUT;SG
加熱	teplo	加熱	teplo	V	N;NOM;NEUT;SG
加熱	horúčavy	加熱	horúčava	V	N;NOM;FEM;PL
加熱	vykurovanie	加熱	vykurovanie	V	N;NOM;NEUT;SG
加熱	vykurovacie	加熱	vykurovacie	V	ADJ;NOM;NEUT;PL
加熱	kúrenie	加熱	kúrenie	V	N;NOM;NEUT;SG
加熱	vyhrievané	加熱	vyhrievaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
還	obnoviť	還	obnoviť	ADV	V;PFV;POS;NFIN
還	vrátiť	還	vrátiť	ADV	V;PFV;POS;NFIN
暴風	storm	暴風	storý	N	PROPN;ANIM;NOM;MASC;SG
巴頓	patton	巴頓	patton	PROPN	PROPN;ANIM;NOM;MASC;SG
華沙	varšave	華沙	varšav	PROPN	ADV
掃	snímanie	掃	snímanie	V	N;NOM;NEUT;SG
掃	skenovanie	掃	skenovanie	V	N;NOM;NEUT;SG
掃	sken	掃	sken	V	N;INAN;NOM;MASC;SG
掃	skenovanie	掃	skenovanie	V	N;NOM;NEUT;SG
升降	výťahy	升降	výťah	V	N;INAN;NOM;MASC;PL
升降	výťahom	升降	výťah	V	N;INAN;INS;MASC;SG
升降	výťahu	升降	výťah	V	N;INAN;GEN;MASC;SG
升降	výťah	升降	výťah	V	N;INAN;NOM;MASC;SG
機密	dôverný	機密	dôverný	N	ADJ;ANIM;NOM;MASC;SG
機密	dôverné	機密	dôverný	N	ADJ;NOM;NEUT;SG
諾曼	norman	諾曼	norman	PROPN	N;NOM;FEM;SG
散布	rozptylom	散布	rozptyl	V	N;INS;NEUT;SG
斐濟	fidži	斐濟	fidža	PROPN	N;INAN;NOM;MASC;SG
潛在	potenciál	潛在	potenciál	V	N;INAN;NOM;MASC;SG
潛在	potenciálne	潛在	potenciálne	V	ADV
潛在	potenciálu	潛在	potenciál	V	N;INAN;GEN;MASC;SG
呼叫	hovor	呼叫	hovor	V	ADV
呼叫	volanie	呼叫	volanie	V	N;NOM;NEUT;SG
嵌	vložené	嵌	vložený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
嵌	vložená	嵌	vložený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
嵌	vložený	嵌	vložený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
嵌	vloženie	嵌	vloženie	V	N;NOM;NEUT;SG
嵌	vkladanie	嵌	vkladanie	V	N;NOM;NEUT;SG
出血	krvácanie	出血	krvácanie	V	N;NOM;NEUT;SG
出血	krvácania	出血	krvácanie	V	N;NOM;NEUT;PL
烤	pečené	烤	pečený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
口腔	orálne	口腔	orálny	N	ADV
口腔	perorálne	口腔	perorálne	N	ADV
口腔	ústne	口腔	ústne	N	ADV
港灣	harbor	港灣	harbor	PROPN	N;INAN;NOM;MASC;SG
港灣	prístav	港灣	prístava	PROPN	N;INAN;NOM;MASC;SG
港灣	prístavov	港灣	prístav	PROPN	N;INAN;GEN;MASC;PL
港灣	prístav	港灣	prístava	PROPN	N;INAN;NOM;MASC;SG
港灣	harbour	港灣	harbour	PROPN	N;INS;FEM;SG
港灣	prístavu	港灣	prístava	PROPN	N;INAN;GEN;MASC;SG
港灣	prístavné	港灣	prístavný	PROPN	ADJ;NOM;NEUT;SG
牽引	trakčné	牽引	trakčný	V	ADJ;NOM;NEUT;SG
牽引	pohon	牽引	pohon	V	N;INAN;NOM;MASC;SG
牽引	hnacie	牽引	hnacie	V	ADJ;NOM;NEUT;PL
左邊	ľavá	左邊	ľavý	N	ADJ;NOM;FEM;SG
左邊	vľavo	左邊	vľavo	N	ADV
左邊	ľavé	左邊	ľavý	N	ADJ;NOM;NEUT;SG
左邊	ľavý	左邊	ľavý	N	ADJ;ANIM;NOM;MASC;SG
左邊	doľava	左邊	doľava	N	ADV
絕望	zúfalý	絕望	zúfalý	N	ADJ;ANIM;NOM;MASC;SG
絕望	zúfalo	絕望	zúfalo	N	ADV
絕望	zúfalá	絕望	zúfalý	N	ADJ;NOM;FEM;SG
摩納哥	monaco	摩納哥	monaco	PROPN	N;INAN;NOM;MASC;SG
伏特	volt	伏特	volt	N	
敵對	nepriateľstvo	敵對	nepriateľstvo	V	N;NOM;NEUT;SG
敵對	nepriateľ	敵對	nepriateľ	V	N;ANIM;NOM;MASC;SG
敵對	nepriateľské	敵對	nepriateľský	V	ADJ;NOM;NEUT;SG
敵對	nepriateľský	敵對	nepriateľský	V	ADJ;ANIM;NOM;MASC;SG
出處	pôvod	出處	pôvod	V	N;INAN;NOM;MASC;SG
電磁	elektromagnetických	電磁	elektromagnetický	N	ADJ;GEN;MASC;PL
電磁	elektromagnetickej	電磁	elektromagnetický	N	ADJ;GEN;FEM;SG
電磁	elektromagnetické	電磁	elektromagnetický	N	ADJ;NOM;NEUT;SG
瘋	crazy	瘋	crazy		PROPN;NOM;FEM;SG
瘋	šialené	瘋	šialený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
瘋	blázon	瘋	blázon		N;ANIM;NOM;MASC;SG
瘋	šialenstvo	瘋	šialenstvo		N;NOM;NEUT;SG
金子	zlato	金子	zlato	PROPN	N;NOM;NEUT;SG
金子	zlate	金子	zlat	PROPN	N;NOM;NEUT;PL
金子	zlatá	金子	zlatý	PROPN	ADJ;NOM;FEM;SG
金子	gold	金子	gold	PROPN	
金子	zlata	金子	zlato	PROPN	N;NOM;NEUT;PL
贏	výhra	贏	výhra	V	N;NOM;FEM;SG
開除	prepustenie	開除	prepustenie	V	N;NOM;NEUT;SG
持久	trvalý	持久	trvalý	V	ADJ;INAN;NOM;MASC;SG
持久	trvalé	持久	trvalý	V	ADJ;NOM;NEUT;SG
持久	trvalý	持久	trvalý	V	ADJ;INAN;NOM;MASC;SG
持久	trvalé	持久	trvalý	V	ADJ;NOM;NEUT;SG
永久	stálosť	永久	stálosť	ADJ	N;NOM;FEM;SG
捐助	darcovstvo	捐助	darcovstvo	V	N;NOM;NEUT;SG
捐助	dary	捐助	dar	V	N;INAN;NOM;MASC;PL
捐助	príspevky	捐助	príspevok	V	N;INAN;NOM;MASC;PL
東正	ortodoxný	東正	ortodoxný	PROPN	ADJ;ANIM;NOM;MASC;SG
燕子	lastovičky	燕子	lastovička	PROPN	N;NOM;FEM;PL
鄰居	susedné	鄰居	susedný	N	ADJ;NOM;NEUT;SG
橢	oválne	橢	oválny	N	ADJ;NOM;NEUT;SG
追逐	prenasledovanie	追逐	prenasledovanie	V	N;NOM;NEUT;SG
追逐	prenasledovania	追逐	prenasledovanie	V	N;NOM;NEUT;PL
追逐	chase	追逐	chas	V	PROPN;ANIM;NOM;MASC;SG
君士坦丁	constantine	君士坦丁	constantina	PROPN	N;NOM;FEM;SG
美式	futbalový	美式	futbalový	N	ADJ;ANIM;NOM;MASC;SG
美式	futbalové	美式	futbalový	N	ADJ;NOM;NEUT;SG
天然	plynu	天然	plyn	ADJ	N;INAN;GEN;MASC;SG
天然	benzin	天然	benzin	ADJ	N;INAN;NOM;MASC;SG
天然	plyn	天然	plyn	ADJ	N;INAN;NOM;MASC;SG
方塊	štvorcový	方塊	štvorcový	N	ADJ;INAN;NOM;MASC;SG
方塊	štvorcových	方塊	štvorcový	N	ADJ;GEN;MASC;PL
均衡	vyvážený	均衡	vyvážený	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
均衡	vyvážená	均衡	vyvážený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
均衡	vyvážené	均衡	vyvážený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
均衡	vyrovnaný	均衡	vyrovnaný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
均衡	rovnovážny	均衡	rovnovážny	N	ADJ;INAN;NOM;MASC;SG
藏	tibetských	藏	tibetský	PROPN	ADJ;GEN;MASC;PL
保管	väzba	保管	väzba	V	N;NOM;FEM;SG
保管	väzbe	保管	väzba	V	N;DAT;FEM;SG
省長	guvernér	省長	guvernér	N	ADJ;ANIM;NOM;MASC;SG
粗糙	drsný	粗糙	drsný	N	ADJ;ANIM;NOM;MASC;SG
粗糙	drsne	粗糙	drsň	N	ADV
激情	vášnivá	激情	vášnivý	N	ADJ;NOM;FEM;SG
激情	vášnivý	激情	vášnivý	N	ADJ;ANIM;NOM;MASC;SG
珍貴	vzácne	珍貴	vzácne	N	ADV
珍貴	vzácny	珍貴	vzácny	N	ADJ;ANIM;NOM;MASC;SG
珍貴	vzácna	珍貴	vzácny	N	ADJ;NOM;FEM;SG
嚴厲	tvrdé	嚴厲	tvrdý	N	ADJ;NOM;NEUT;SG
嚴厲	kruté	嚴厲	krutý	N	ADJ;NOM;NEUT;SG
通航	splavné	通航	splavný	V	ADJ;NOM;NEUT;SG
俄亥俄	ohio	俄亥俄	ohio	PROPN	PROPN;ANIM;NOM;MASC;SG
獅子	lea	獅子	lea	N	PROPN;NOM;FEM;SG
獅子	leo	獅子	leo	N	PROPN;ANIM;NOM;MASC;SG
夔	kui	夔	kum	PROPN	PROPN;ANIM;NOM;MASC;SG
約瑟	jozef	約瑟	jozef	PROPN	PROPN;ANIM;NOM;MASC;SG
約瑟	joseph	約瑟	joseph	PROPN	PROPN;ANIM;NOM;MASC;SG
約瑟	jozefa	約瑟	jozef	PROPN	PROPN;ANIM;ACC;MASC;SG
愛心	starostlivý	愛心	starostlivý	N	ADJ;ANIM;NOM;MASC;SG
約旦	jordánsko	約旦	jordánsko	PROPN	N;NOM;NEUT;SG
約旦	jordan	約旦	jordan	PROPN	PROPN;ANIM;NOM;MASC;SG
昨天	včera	昨天	včera	N	ADV
昨天	vcera	昨天	vcera	N	INTJ
詳情	detailné	詳情	detailný	N	ADJ;NOM;NEUT;SG
生殖	reprodukčné	生殖	reprodukčný	N	ADJ;NOM;NEUT;SG
十	desiatej	十	desiaty	NUM	ADJ;GEN;FEM;SG
交配	mate	交配	mate	V	INTJ
交配	párenia	交配	párenie	V	N;NOM;NEUT;PL
交配	párenie	交配	párenie	V	N;NOM;NEUT;SG
小川	ogawa	小川	ogawa	PROPN	N;INAN;NOM;MASC;SG
投射	projekcia	投射	projekcia	V	N;NOM;FEM;SG
投射	prognóza	投射	prognóza	V	N;NOM;FEM;SG
投射	projekcie	投射	projekcia	V	N;NOM;FEM;PL
投射	premietanie	投射	premietanie	V	N;NOM;NEUT;SG
漢	soule	漢	souľa	PROPN	N;NOM;FEM;SG
漢	soul	漢	soul	PROPN	PROPN;ANIM;NOM;MASC;SG
藥用	liečivé	藥用	liečivý	N	ADJ;NOM;NEUT;SG
酸性	kyslých	酸性	kyslý	N	ADJ;ANIM;GEN;MASC;PL
酸性	kyslé	酸性	kyslý	N	ADJ;NOM;NEUT;SG
酸性	kyslý	酸性	kyslý	N	ADJ;INAN;NOM;MASC;SG
酸性	kyslý	酸性	kyslý	N	ADJ;INAN;NOM;MASC;SG
多明尼加	dominikánskej	多明尼加	dominikánsky	PROPN	ADJ;GEN;FEM;SG
抬	zdvihnúť	抬	zdvihnúť	ADP	V;PFV;POS;NFIN
抬	výťah	抬	výťah	ADP	N;INAN;NOM;MASC;SG
可	dôveryhodné	可	dôveryhodný	V	ADJ;NOM;NEUT;SG
可	dôveryhodný	可	dôveryhodný	V	ADJ;ANIM;NOM;MASC;SG
歐文	owen	歐文	owen	PROPN	PROPN;ANIM;NOM;MASC;SG
歐文	irving	歐文	irving	PROPN	PROPN;ANIM;NOM;MASC;SG
俄	ruské	俄	ruský	PROPN	ADJ;NOM;NEUT;SG
俄	ruská	俄	ruský	PROPN	ADJ;NOM;FEM;SG
俄	ruskej	俄	ruský	PROPN	ADJ;GEN;FEM;SG
俄	rusky	俄	rusky	PROPN	ADV
俄	ruský	俄	ruský	PROPN	ADJ;ANIM;NOM;MASC;SG
俄	rus	俄	rus	PROPN	PROPN;ANIM;NOM;MASC;SG
反駁	vyvrátenie	反駁	vyvrátenie	V	N;NOM;NEUT;SG
前景	nadobudnuté	前景	nadobudnutý	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
妄想	paranoidný	妄想	paranoidný	N	ADJ;ANIM;NOM;MASC;SG
成年	dospelý	成年	dospelý	V	ADJ;ANIM;NOM;MASC;SG
成年	dospelých	成年	dospelý	V	N;ANIM;GEN;MASC;PL
成年	dospelé	成年	dospelý	V	ADJ;NOM;NEUT;SG
成年	dospelí	成年	dospeliť	V	ADJ;ANIM;NOM;MASC;PL
成年	dospelí	成年	dospeliť	V	ADJ;ANIM;NOM;MASC;PL
成年	dospelé	成年	dospelý	V	ADJ;NOM;NEUT;SG
成年	dospelý	成年	dospelý	V	ADJ;ANIM;NOM;MASC;SG
冬青	holly	冬青	holly	PROPN	PROPN;NOM;FEM;SG
冬青	holy	冬青	hola	PROPN	PROPN;ANIM;NOM;MASC;SG
明智	múdre	明智	múdry	N	ADJ;NOM;NEUT;SG
明智	múdro	明智	múdro	N	ADV
明智	múdry	明智	múdry	N	ADJ;ANIM;NOM;MASC;SG
明智	múdri	明智	múdry	N	ADJ;ANIM;NOM;MASC;PL
明智	múdra	明智	múdry	N	ADJ;NOM;FEM;SG
聖人	svätá	聖人	svätý	N	ADJ;NOM;FEM;SG
聖人	svätý	聖人	svätý	N	ADJ;ANIM;NOM;MASC;SG
聖人	saint	聖人	saint	N	PROPN;ANIM;NOM;MASC;SG
阿瑟	artuša	阿瑟	artuša	PROPN	N;ANIM;ACC;MASC;SG
阿瑟	arthur	阿瑟	arthur	PROPN	N;ANIM;NOM;MASC;SG
阿瑟	artuš	阿瑟	artuš	PROPN	N;ANIM;NOM;MASC;SG
捕獲	zachytenie	捕獲	zachytenie	V	N;NOM;NEUT;SG
捕獲	zachytávanie	捕獲	zachytávanie	V	N;NOM;NEUT;SG
優點	zasluhuje	優點	zasluhovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
思維	myslel	思維	myslieť	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
思維	premýšľa	思維	premýšľa	N	V;IPFV;IND;SG;3;POS;PRS;FIN
布魯塞爾	bruselu	布魯塞爾	brusel	PROPN	N;DAT;NEUT;SG
布魯塞爾	brusel	布魯塞爾	brusel	PROPN	N;INAN;NOM;MASC;SG
布魯塞爾	bruseli	布魯塞爾	brusieť	PROPN	N;NOM;NEUT;PL
歸還	reštitúcii	歸還	reštitúcia	V	N;DAT;FEM;SG
失業	nezamestnaných	失業	zamestnaný	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
失業	nezamestnaní	失業	zamestnať	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
失業	nezamestnaný	失業	nezamestnaný	V	ADJ;ANIM;NOM;MASC;SG
失業	nezamestnanosti	失業	nezamestnanosť	V	N;NOM;FEM;PL
失業	nezamestnanosť	失業	nezamestnanosť	V	N;NOM;FEM;SG
野生	wildlife	野生	wildlifa	ADJ	N;INAN;NOM;MASC;SG
昂貴	draho	昂貴	draho	N	ADV
昂貴	drahý	昂貴	drahý	N	ADJ;ANIM;NOM;MASC;SG
昂貴	drahé	昂貴	drahý	N	ADJ;NOM;NEUT;SG
大	marihuana	大	marihuan	PART	N;NOM;FEM;SG
大	tráva	大	tráva	PART	N;NOM;FEM;SG
大	trávu	大	tráva	PART	N;ACC;FEM;SG
大	trávy	大	tráva	PART	N;NOM;FEM;PL
可	podozrivo	可	podozrivo	V	ADV
可	podozrivý	可	podozrivý	V	ADJ;ANIM;NOM;MASC;SG
可	podozrivé	可	podozrivý	V	ADJ;NOM;NEUT;SG
抗	antibiotiká	抗	antibiotika	V	N;NOM;NEUT;PL
抗	antibiotík	抗	antibiotík	V	N;GEN;FEM;PL
抗	antibiotikum	抗	antibiotikum	V	N;NOM;NEUT;SG
抗	antibiotikami	抗	antibiotika	V	N;INS;FEM;PL
抗	antibiotiká	抗	antibiotika	V	N;NOM;NEUT;PL
抗	antibiotikum	抗	antibiotikum	V	N;NOM;NEUT;SG
專營	koncesie	專營	koncesi	V	N;NOM;FEM;PL
字面	doslovný	字面	doslovný	N	ADJ;ANIM;NOM;MASC;SG
自轉	rotácia	自轉	rotácia	V	N;NOM;FEM;SG
自轉	striedanie	自轉	striedanie	V	N;NOM;NEUT;SG
自轉	rotácie	自轉	rotácia	V	N;NOM;FEM;PL
大通	naháňať	大通	naháňať	PROPN	V;IPFV;POS;NFIN
大通	chase	大通	chas	PROPN	PROPN;ANIM;NOM;MASC;SG
破碎	pokazená	破碎	pokazený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
破碎	zlomený	破碎	zlomený	N	ADJ;ANIM;NOM;MASC;SG
破碎	zlomená	破碎	zlomenať	N	ADJ;NOM;FEM;SG
破碎	zničený	破碎	zničený	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
老年	starší	老年	starý	N	ADJ;ANIM;NOM;CMPR;MASC;SG
老年	staršia	老年	starý	N	ADJ;NOM;CMPR;FEM;SG
老年	staršie	老年	staro	N	ADV;CMPR
老年	staršieho	老年	starý	N	ADJ;GEN;CMPR;MASC;SG
隔離	izolovaná	隔離	izolovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
隔離	izolované	隔離	izolovaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
隔離	izolovaný	隔離	izolovaný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
砸	rozbiť	砸	rozbiť	ADP	V;PFV;POS;NFIN
生病	chorý	生病	chorý	V	ADJ;ANIM;NOM;MASC;SG
生病	chorá	生病	chorý	V	ADJ;NOM;FEM;SG
生病	chorý	生病	chorý	V	ADJ;ANIM;NOM;MASC;SG
生病	chorí	生病	choriť	V	ADJ;ANIM;NOM;MASC;PL
生病	chorá	生病	chorý	V	ADJ;NOM;FEM;SG
生病	choré	生病	chorý	V	ADJ;NOM;NEUT;SG
摔	zápasiť	摔	zápasiť	N	V;IPFV;POS;NFIN
高爾夫	golfové	高爾夫	golfový	N	ADJ;NOM;NEUT;SG
山脊	ridge	山脊	ridga	N	PROPN;ANIM;NOM;MASC;SG
拳擊	box	拳擊	box	N	
高	efektívne	高	efektívny	ADJ	ADV
高	efektívne	高	efektívny	ADJ	ADV
高	účinne	高	účinne	ADJ	ADV
探險	explorer	探險	explorer	V	N;NOM;MASC;SG
探險	prieskumníci	探險	prieskumník	V	N;ANIM;NOM;MASC;PL
