페르시아어	персийски	페르시아어	персийски	PROPN	ADJ;INDF;MASC;SG
레지던트	пребиваване	레지던트	пребиваване		N;INDF;NEUT;SG
레지던트	специализация	레지던트	специализация		N;INDF;FEM;SG
파라오	фараони	파라오	фараон		N;INDF;MASC;PL
파라오	фараонът	파라오	фараон		N;DEF;MASC;SG
파라오	фараон	파라오	фараон		N;INDF;MASC;SG
파라오	фараона	파라오	фараон		N;DEF;MASC;SG
공백	интервали	공백	интервам	N	V;IPFV;INDF;PL;PST;V.PTCP;ACT
레슬리	лесли	레슬리	лесля		PROPN;INDF;MASC;SG
레슬리	лесли	레슬리	лесля		PROPN;INDF;MASC;SG
올림포스	олимп	올림포스	олимп	PROPN	N;INDF;MASC;SG
에리크	ерик	에리크	ерик	PROPN	PROPN;INDF;MASC;SG
에리크	ерик	에리크	ерик	PROPN	PROPN;INDF;MASC;SG
퍼레이드	парад	퍼레이드	парад		N;INDF;MASC;SG
퍼레이드	паради	퍼레이드	паради		N;INDF;FEM;PL
리버티	либърти	리버티	либърт		N;INDF;MASC;SG
리버티	свобода	리버티	свобода		N;INDF;FEM;SG
로크	лок	로크	лок		N;INDF;MASC;SG
투르크메니스탄	туркменистан	투르크메니스탄	туркменистан	PROPN	N;INDF;MASC;SG
코카콜라	кокаин	코카콜라	кокаин		N;INDF;MASC;SG
흐른	хрема	흐르+ㄴ	хрема		N;INDF;FEM;SG
오스트레일리아인	австралийци	오스트레일리아인	австралиец	V	N;INDF;MASC;PL
화합	хармъни	화합	хармън		N;INDF;MASC;SG
화합	хармония	화합	хармония		N;INDF;FEM;SG
포탈	портали	포탈	портал		N;INDF;MASC;PL
포탈	портал	포탈	портал		N;INDF;MASC;SG
히브리	иврит	히브리	иврит		N;INDF;MASC;SG
히브리	еврейски	히브리	еврейски		ADJ;INDF;MASC;SG
맥도날드	макдоналд	맥도날드	макдоналд		N;INDF;MASC;SG
맥도날드	макдоналдс	맥도날드	макдоналдс		N;INDF;MASC;SG
맥도날드	макдоналд	맥도날드	макдоналд		N;INDF;MASC;SG
맥도날드	макдоналдс	맥도날드	макдоналдс		N;INDF;MASC;SG
브레스트	брест	브레스트	брест	PROPN	N;INDF;MASC;SG
낚시	риболовен	낚시	риболовен	N	ADJ;INDF;MASC;SG
밀리미터	милиметри	밀리미터	милиметър		N;INDF;MASC;PL
밀리미터	милиметра	밀리미터	милиметър		N;DEF;MASC;SG
밀리미터	милиметров	밀리미터	милиметров		ADJ;INDF;MASC;SG
밀리미터	милиметър	밀리미터	милиметър		N;INDF;MASC;SG
밀리미터	милиметър	밀리미터	милиметър		N;INDF;MASC;SG
밀리미터	сантиметър	밀리미터	сантиметър		N;INDF;MASC;SG
밀리미터	милиметър	밀리미터	милиметър		N;INDF;MASC;SG
밀리미터	милиметра	밀리미터	милиметър		N;DEF;MASC;SG
노퍽	норфолк	노퍽	норфолк		N;INDF;MASC;SG
기울여	наклон	기울이+어	наклон	V	N;INDF;MASC;SG
커스텀	потребителски	커스텀	потребителски		ADJ;INDF;MASC;SG
커스텀	обичай	커스텀	обичам		V;IPFV;IMP;SG;2;FIN
비참한	нещастен	비참+하+ㄴ	нещастен	V	ADJ;INDF;MASC;SG
비참한	нещастна	비참+하+ㄴ	нещастен	V	ADJ;INDF;FEM;SG
디랙	дирак	디랙	дирак		N;INDF;MASC;SG
수마트라	суматрански	수마트+이+라	суматрански		ADJ;INDF;MASC;SG
수마트라	суматра	수마트+이+라	суматра		N;INDF;FEM;SG
전망	перспектива	전망	перспектива		N;INDF;FEM;SG
전망	перспективи	전망	перспектива		N;INDF;FEM;PL
전망	изгледи	전망	изглед		N;INDF;MASC;PL
전망	перспективи	전망	перспектива		N;INDF;FEM;PL
전망	перспектива	전망	перспектива		N;INDF;FEM;SG
전망	перспективи	전망	перспектива		N;INDF;FEM;PL
메콩	меконг	메콩	меконг	PROPN	N;INDF;MASC;SG
앨릭스	алекс	앨릭스	алекс		N;INDF;MASC;SG
보나파르트	бонапарт	보나파르트	бонапарт		N;DEF;MASC;SG
선덜랜드	съндърланд	선덜랜드	съндърланд	PROPN	N;INDF;MASC;SG
동정	симпатия	동정	симпатия		N;INDF;FEM;SG
동정	съчувствие	동정	съчувствие		N;INDF;NEUT;SG
동정	състрадание	동정	състрадание		N;INDF;NEUT;SG
동정	състраданието	동정	състрадание		N;DEF;NEUT;SG
동정	съчувствие	동정	съчувствие		N;INDF;NEUT;SG
칼리아리	каляри	칼리아리	каляра	PROPN	N;INDF;MASC;SG
검토하기	преглед	검토+하+기	преглед	V	N;INDF;MASC;SG
검토하기	преразглеждане	검토+하+기	преразглеждане	V	N;INDF;NEUT;SG
랠프	ралф	랠프	ралф	PROPN	PROPN;INDF;MASC;SG
아이오딘	йод	아이오딘	йод		N;INDF;MASC;SG
데이지	дейзи	데이지	дейза	N	PROPN;INDF;FEM;SG
토리	тори	토리	тори		V;IPFV;IMP;SG;3;FIN
토리	тори	토리	тори		V;IPFV;IMP;SG;3;FIN
실험실	лабораторен	실험실	лабораторен	N	ADJ;INDF;MASC;SG
실험실	лабораторно	실험실	лабораторен	N	ADV
실험실	лабораторна	실험실	лабораторен	N	ADJ;INDF;FEM;SG
홈즈	холмс	홈즈	холмс		N;INDF;MASC;SG
튀르크	тюркските	튀르크	тюркски		ADJ;DEF;PL
페레스	перес	페레스	перес		PROPN;INDF;MASC;SG
간지	канджи	간지	канджи		N;INDF;MASC;PL
플랑드르	фламандски	플랑드르	фламандски	PROPN	ADJ;INDF;MASC;SG
지우	ясно	지우	ясно		ADV
지우	изчистване	지우	изчистване		N;INDF;NEUT;SG
지우	изтрий	지우	изтрий		V;PFV;IMP;SG;2;FIN
반대편	обратното	반대편	обратен		ADJ;DEF;NEUT;SG
프로그래머	програмисти	프로그래머	програмист		N;INDF;MASC;PL
프로그래머	програмист	프로그래머	програмист		N;INDF;MASC;SG
관광객	туристическа	관광객	туристически	N	ADJ;INDF;FEM;SG
관광객	туристически	관광객	туристически	N	ADJ;INDF;MASC;SG
제럴드	джералд	제럴드	джералд	PROPN	N;INDF;MASC;SG
습작	влажно	습작	влажен	N	ADV
월리스	уолас	월리스	уолас	PROPN	N;INDF;MASC;SG
월리스	уолъс	월리스	уолъс	PROPN	PROPN;INDF;MASC;SG
둘레	периметър	둘레	периметър		N;INDF;MASC;SG
상업용	търговско	상업용	търговски	N	ADV
상업용	търговска	상업용	търговски	N	ADJ;INDF;FEM;SG
상업용	търговски	상업용	търговски	N	ADJ;INDF;MASC;SG
수영장	басейни	수영장	басеен	N	ADJ;INDF;PL
환영	заповядайте	환영	заповядам		V;PFV;IMP;PL;2;FIN
데이먼	деймън	데이먼	деймън	PROPN	PROPN;INDF;MASC;SG
자발적	доброволни	자발+적	доброволен	N	ADJ;INDF;PL
자발적	доброволен	자발+적	доброволен	N	ADJ;INDF;MASC;SG
자발적	доброволна	자발+적	доброволен	N	ADJ;INDF;FEM;SG
자발적	доброволно	자발+적	доброволно	N	ADV
황소	бик	황소	бика		N;INDF;MASC;SG
황소	бул	황소	бул		N;INDF;MASC;SG
화랑	галерия	화랑	галерия		N;INDF;FEM;SG
큐슈	кюшу	큐슈	кюшу		ADJ
에픽	епично	에픽	епично		ADV
에픽	епична	에픽	епичен		ADJ;INDF;FEM;SG
블로거	блогър	블로거	блогър		N;INDF;MASC;SG
블로거	блогъри	블로거	блогър		N;INDF;MASC;PL
친구들이	friends	친구+들+이	friends	N	PROPN;INDF;MASC;SG
파인	пайн	파인	пайн		PROPN;INDF;MASC;SG
파인	бор	파인	бор		N;INDF;MASC;SG
재무	финансов	재무	финансов	N	ADJ;INDF;MASC;SG
재무	финансова	재무	финансов	N	ADJ;INDF;FEM;SG
재무	финансово	재무	финансово	N	ADV
재무	финансови	재무	финансов	N	ADJ;INDF;PL
치과	зъболекар	치+과	зъболекар		N;INDF;MASC;SG
치과	зъболекари	치+과	зъболекар		N;INDF;MASC;PL
치과	зъболекарски	치+과	зъболекарски		ADJ;INDF;MASC;SG
치과	зъболекар	치+과	зъболекар		N;INDF;MASC;SG
치과	стоматология	치+과	стоматология		N;INDF;FEM;SG
알렌	алън	알렌	алън		PROPN;INDF;MASC;SG
몰리	моли	몰리	моля-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
몰리	морли	몰리	мора		N;INDF;MASC;SG
트루	тру	트루	тру		PROPN;INDF;FEM;SG
섹션	раздели	섹션	разделя-(се)	N	V;PFV;IMP;SG;2;FIN
햄릿	хамлет	햄릿	хамлет	PROPN	N;INDF;MASC;SG
요시노부	йошинобу	요시노부	йошинобу	PROPN	N;INDF;MASC;SG
그린란드	гренландия	그린란드	гренланди		N;INDF;FEM;SG
루브르	лувъра	루브르	лувър	PROPN	N;DEF;MASC;SG
무시	изхвърляне	무시	изхвърляне		N;INDF;NEUT;SG
무시	игнорира	무시	игнорирам		V;IPFV;IND;SG;3;PRS;FIN;ACT
땅콩	фъстъчено	땅콩	фъстъча	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
닐스	нилс	닐스	нилс	PROPN	PROPN;INDF;MASC;SG
대표자	представителна	대표자	представителен	N	ADJ;INDF;FEM;SG
대표자	представителен	대표자	представителен	N	ADJ;INDF;MASC;SG
대표자	представително	대표자	представително	N	ADV
대표자	представителни	대표자	представителен	N	ADJ;INDF;PL
가끔은	понякога	가끔+은	някога		ADV
미러	огледала	미+러	огледам-(се)		N;INDF;NEUT;PL
미러	огледалата	미+러	огледам-(се)		N;DEF;FEM;SG
미러	огледалото	미+러	огледало		N;DEF;NEUT;SG
미러	огледалце	미+러	огледалце		N;INDF;NEUT;SG
미러	огледало	미+러	огледало		N;INDF;NEUT;SG
결제	плащам	결제	плащам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
결제	плати	결제	платя	N	V;PFV;IND;SG;3;PST;FIN;ACT
트럼프	коз	트럼프	коз		N;INDF;MASC;SG
트럼프	тръмп	트럼프	тръмп		N;INDF;MASC;SG
브룩	брук	브룩	брук	PROPN	PROPN;INDF;FEM;SG
브룩	брук	브룩	брук	PROPN	PROPN;INDF;FEM;SG
카이사르	цезар	카이사르	цезар		N;INDF;MASC;SG
아름답다	красиво	아름답+다	красиво	ADJ	ADV
불행한	нещастно	불행+하+ㄴ	нещастен	V	ADV
불행한	нещастен	불행+하+ㄴ	нещастен	V	ADJ;INDF;MASC;SG
불행한	нещастни	불행+하+ㄴ	нещастен	V	ADJ;INDF;PL
불행한	нещастна	불행+하+ㄴ	нещастен	V	ADJ;INDF;FEM;SG
안도라	андора	안도+라	андор	PROPN	N;INDF;FEM;SG
마리야	мари	말리+아야	мара		N;INDF;FEM;SG
띄어쓰기	отстояние	띄+어+가+기	отстояние	V	N;INDF;NEUT;SG
허가서	лиценз	허가+서	лиценз		N;INDF;MASC;SG
허가서	книжка	허가+서	книжка		N;INDF;FEM;SG
허가서	книжката	허가+서	книжка		N;DEF;FEM;SG
어린시절	детство	어린차절	детство		N;INDF;NEUT;SG
어린시절	детството	어린차절	детство		N;DEF;NEUT;SG
어메이징	невероятна	어메이+징	невероятен		ADJ;INDF;FEM;SG
어메이징	удивително	어메이+징	удивително		ADV
어메이징	изумително	어메이+징	изумително		ADV
어메이징	невероятен	어메이+징	невероятен		ADJ;INDF;MASC;SG
어메이징	невероятно	어메이+징	невероятно		ADV
브렛	брет	브렛	брет	PROPN	PROPN;INDF;MASC;SG
알토	алто	알토	алто		PROPN;INDF;MASC;SG
올리비아	оливия	올리비아	олив	PROPN	N;DEF;MASC;SG
칼데라	калдера	칼데라	калдер		N;INDF;FEM;SG
급한	спешна	급하+ㄴ	спешен		ADJ;INDF;FEM;SG
급한	спешно	급하+ㄴ	спешно		ADV
솔리드	твърда	솔리드	твърд		ADJ;INDF;FEM;SG
솔리드	солиден	솔리드	солиден		ADJ;INDF;MASC;SG
솔리드	твърдо	솔리드	твърдо		ADV
솔리드	твърд	솔리드	твърд		ADJ;INDF;MASC;SG
외할아버지	дядо	외할아버지	дядо		N;INDF;MASC;SG
캐머런	камерън	캐머렇+ㄴ	камерън	PROPN	N;INDF;MASC;SG
넓이	широко	넓이	широко		ADV
넓이	широки	넓이	широк		ADJ;INDF;PL
넓이	широк	넓이	широк		ADJ;INDF;MASC;SG
넓이	широка	넓이	широк		ADJ;INDF;FEM;SG
베스	бет	베스	бет		PROPN;INDF;FEM;SG
임상	клинична	임상	клиничен	N	ADJ;INDF;FEM;SG
임상	клинични	임상	клиничен	N	ADJ;INDF;PL
임상	клинично	임상	клинично	N	ADV
몽키	маймунка	몽키	маймунка		N;INDF;FEM;SG
몽키	маймуни	몽키	маймун		N;INDF;FEM;PL
몽키	маймуна	몽키	маймуна		N;INDF;FEM;SG
시에라	сиера	시+이+라	сиера		N;INDF;FEM;SG
로건	логън	로건	логън		N;INDF;MASC;SG
로건	лоугън	로건	лоугън		PROPN;INDF;MASC;SG
로건	лоуган	로건	лоуган		N;INDF;MASC;SG
로건	логан	로건	логан		N;INDF;MASC;SG
소원	желание	소원	желание		N;INDF;NEUT;SG
소원	пожелание	소원	пожелание		N;INDF;NEUT;SG
소원	пожелания	소원	пожелание		N;INDF;NEUT;PL
소원	желания	소원	желание		N;INDF;NEUT;PL
소원	желанията	소원	желание		N;DEF;NEUT;PL
비례	пропорционална	비례	пропорционален		ADJ;INDF;FEM;SG
비례	пропорционални	비례	пропорционален		ADJ;INDF;PL
비례	пропорционално	비례	пропорционално		ADV
비례	пропорционалност	비례	пропорционалност		N;INDF;FEM;SG
비례	съотношение	비례	съотношение		N;INDF;NEUT;SG
반박	опровергае	반박	опровергая	N	V;PFV;IND;SG;3;PST;FIN;ACT
베스트셀러	бестселър	베스트셀러	бестселър		N;INDF;MASC;SG
베스트셀러	бестселъри	베스트셀러	бестселър		N;INDF;MASC;PL
모니터링	наблюдаван	모니터링	наблюдавам		V;IPFV;INDF;MASC;SG;V.PTCP;PASS
모니터링	наблюдавани	모니터링	наблюдавам		V;IPFV;INDF;PL;V.PTCP;PASS
모니터링	следене	모니터링	следене		N;INDF;NEUT;SG
모니터링	наблюдение	모니터링	наблюдение		N;INDF;NEUT;SG
모니터링	мониторинг	모니터링	мониторинг		N;INDF;MASC;SG
모니터링	монитор	모니터링	монитор		N;INDF;MASC;SG
모니터링	следене	모니터링	следене		N;INDF;NEUT;SG
오크	орк	오크	орк		N;INDF;MASC;SG
엣지	ръба	짙+지	ръб		N;DEF;MASC;SG
엣지	ръб	짙+지	ръб		N;INDF;MASC;SG
파이썬	питон	파이썬	питон		N;INDF;MASC;SG
쓸데없는	безполезно	쓸데없+는	безполезно	ADJ	ADV
난이도	затруднено	난이+도	затрудня-(се)	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
난이도	затруднения	난이+도	затруднение	ADV	N;INDF;NEUT;PL
난이도	трудност	난이+도	трудност	ADV	N;INDF;FEM;SG
난이도	трудности	난이+도	трудност	ADV	N;INDF;FEM;PL
난이도	затруднение	난이+도	затруднение	ADV	N;INDF;NEUT;SG
브룩스	брук	브룩스	брук		PROPN;INDF;FEM;SG
브룩스	брукс	브룩스	брукс		PROPN;INDF;MASC;SG
나뭇잎	оставя	나뭇잎	оставям-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
현관	верандата	현관	веранда		N;DEF;FEM;SG
현관	веранда	현관	веранда		N;INDF;FEM;SG
미니애폴리스	минеаполис	미니애폴리스	минеаполис	PROPN	N;INDF;MASC;SG
스바루	субару	스바루	субару		N;INDF;NEUT;SG
사담	саддам	사담	саддам-(се)	PROPN	N;INDF;MASC;SG
사담	садам	사담	садам	PROPN	N;INDF;MASC;SG
파라	фарах	파르+아	фарах		N;INDF;MASC;SG
아이디어	идеи	아이디어	идея		N;INDF;FEM;PL
아이디어	идея	아이디어	идея		N;INDF;FEM;SG
관습	митническа	관습	митнически	N	ADJ;INDF;FEM;SG
관습	митническо	관습	митнически	N	ADV
관습	митнически	관습	митнически	N	ADJ;INDF;MASC;SG
캐롤라이나	каролина	캐롤라이나	каролина		N;INDF;FEM;SG
인터랙티브	интерактивни	인터랙티브	интерактивен		ADJ;INDF;PL
페널티	наказателни	페널티	наказателен	N	ADJ;INDF;PL
페널티	наказателен	페널티	наказателен	N	ADJ;INDF;MASC;SG
케이시	кейси	케이시	кейс		PROPN;INDF;MASC;SG
퍼거슨	фъргюсън	퍼거슨	фъргюсън		PROPN;INDF;MASC;SG
수사관	разследващи	수사관	разследвам	N	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
드레이크	дрейк	드레이크	дрейк		PROPN;INDF;MASC;SG
애니멀	животното	애니멀	животно		N;DEF;NEUT;SG
애니멀	животно	애니멀	животно		N;INDF;NEUT;SG
애니멀	животни	애니멀	животно		N;INDF;NEUT;PL
애니멀	животинска	애니멀	животински		ADJ;INDF;FEM;SG
애니멀	животински	애니멀	животински		ADJ;INDF;MASC;SG
훔볼트	хумболт	훔볼트	хумболт		N;INDF;MASC;SG
맬컴	малкълм	맬컴	малкълм	N	PROPN;INDF;MASC;SG
푸틴	путин	푸틴	путин		PROPN;INDF;MASC;SG
아카기	акаги	아카기	акаги		N;INDF;MASC;SG
다카기	такаги	다카기	такаги		PROPN;INDF;MASC;SG
프리덤	свобода	프리덤	свобода		N;INDF;FEM;SG
요시키	йошики	요시키	йошика		N;INDF;FEM;PL
동지	слънцестоене	동지	слънцестоене		N;INDF;NEUT;SG
동지	другари	동지	другар		N;INDF;MASC;PL
메이슨	мейсън	메이슨	мейсън		PROPN;INDF;MASC;SG
침묵	тиха	침묵	тих	N	ADJ;INDF;FEM;SG
침묵	тих	침묵	тих	N	ADJ;INDF;MASC;SG
중성	неутрални	중성	неутрален	N	ADJ;INDF;PL
중성	неутрално	중성	неутрално	N	ADV
중성	неутрална	중성	неутрален	N	ADJ;INDF;FEM;SG
중성	неутрален	중성	неутрален	N	ADJ;INDF;MASC;SG
헌트	хънт	헌트	хънт		PROPN;INDF;MASC;SG
헌트	лов	헌트	лов		N;INDF;MASC;SG
괴산	отвлечени	괴산	отвлека-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
괴산	отвлечена	괴산	отвлека-(се)	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
괴산	отвлечен	괴산	отвлека-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
벵골	бенгали	벵골	бенгал	PROPN	N;INDF;MASC;SG
벵골	бенгалски	벵골	бенгалски	PROPN	ADJ;INDF;MASC;SG
융합	стопен	융합	стопен	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
니코	нико	니코	никой		PROPN;INDF;MASC;SG
니코	нико	니코	никой		PROPN;INDF;MASC;SG
스나이퍼	снайперист	스나이퍼	снайперист		N;INDF;MASC;SG
스나이퍼	снайпер	스나이퍼	снайпер		N;INDF;MASC;SG
버팔로	бизон	버팔+로	бизон		N;INDF;MASC;SG
버팔로	бивол	버팔+로	бивол		N;INDF;MASC;SG
버팔로	бъфало	버팔+로	бъфало		N;INDF;MASC;SG
버팔로	бизони	버팔+로	бизон		N;INDF;MASC;PL
커리어	кариера	커리어	кариера		N;INDF;FEM;SG
커리어	кариери	커리어	кариера		N;INDF;FEM;PL
커리어	кариера	커리어	кариера		N;INDF;FEM;SG
프로스트	фрост	프로스트	фрост		N;INDF;MASC;SG
셰인	шейн	셰인	шейн		PROPN;INDF;MASC;SG
크릭	крик	크릭	крик		N;INDF;MASC;SG
둥지	гнездо	둥+지	гнездо		N;INDF;NEUT;SG
둥지	гнездото	둥+지	гнездо		N;DEF;NEUT;SG
둥지	гнезда	둥+지	гнезда		N;INDF;NEUT;PL
일시적	временно	일시+적	временно	N	ADV
일시적	временна	일시+적	временен	N	ADJ;INDF;FEM;SG
일시적	временни	일시+적	временен	N	ADJ;INDF;PL
일시적	временен	일시+적	временя-(се)	N	ADJ;INDF;MASC;SG
일시적	временно	일시+적	временно	N	ADV
절벽	скали	절벽	скала		N;INDF;FEM;PL
절벽	скала	절벽	скала		N;INDF;FEM;SG
절벽	клиф	절벽	клиф		PROPN;INDF;MASC;SG
박쥐	бат	박쥐	бат		N;INDF;MASC;SG
박쥐	прилеп	박쥐	прилеп		N;INDF;MASC;SG
박쥐	бухалка	박쥐	бухалка		N;INDF;FEM;SG
박쥐	прилепи	박쥐	прилепя-(се)		N;INDF;FEM;PL
박쥐	бухалки	박쥐	бухалка		N;INDF;FEM;PL
올림푸스	олимп	올림푸스	олимп		N;INDF;MASC;SG
스타킹	чорапите	스타킹	чорап		N;DEF;MASC;PL
스타킹	чорапи	스타킹	чорап		N;INDF;MASC;PL
스타킹	чорап	스타킹	чорап		N;INDF;MASC;SG
발광	светлинен	발광	светлинен	N	ADJ;INDF;MASC;SG
콤플렉스	комплекс	콤플렉스	комплекс		N;INDF;MASC;SG
콤플렉스	комплексно	콤플렉스	комплексно		ADV
콤플렉스	сложни	콤플렉스	сложен		ADJ;INDF;PL
콤플렉스	сложна	콤플렉스	сложен		ADJ;INDF;FEM;SG
럭셔리	лукс	럭셔리	лукс		N;INDF;MASC;SG
럭셔리	разкош	럭셔리	разкош		N;INDF;MASC;SG
보츠와나	ботсуана	보츠+와+나	ботсуан	CONJ	N;INDF;FEM;SG
무늬	шарени	무늬	шаря-(се)	N	ADJ;INDF;PL
물결	вълната	물결	вълна		N;DEF;FEM;SG
물결	вълна	물결	вълна		N;INDF;FEM;SG
이탈리아인	италианците	이탈리아인	италианец	V	N;DEF;MASC;PL
이탈리아인	италианци	이탈리아인	италианец	V	N;INDF;MASC;PL
이탈리아인	италианска	이탈리아인	италиански	V	ADJ;INDF;FEM;SG
이탈리아인	италианец	이탈리아인	италианец	V	N;INDF;MASC;SG
이탈리아인	италиански	이탈리아인	италиански	V	ADJ;INDF;MASC;SG
이탈리아인	италианско	이탈리아인	италиански	V	ADV
홀리	холи	홀리	холи		N;INDF;FEM;SG
로체스터	рочестър	로체스터	рочестър	PROPN	N;INDF;MASC;SG
무작위	случайна	무작위	случаен	N	ADJ;INDF;FEM;SG
무작위	случайни	무작위	случаен	N	ADJ;INDF;PL
무작위	случаен	무작위	случаен	N	ADJ;INDF;MASC;SG
무작위	произволно	무작위	произволен	N	ADV
발렌타인	валентин	발렌타인	валентин		N;INDF;MASC;SG
발렌타인	валънтайн	발렌타인	валънтайн		N;INDF;MASC;SG
처칠	чърчил	처칠	чърчя		N;INDF;MASC;SG
랜스	ланс	랜스	ланс		PROPN;INDF;MASC;SG
엑셀	excel	걸+셀	excel		N;INDF;MASC;SG
스킨	кожата	스킨	кожа		N;DEF;FEM;SG
스킨	кожа	스킨	кожа		N;INDF;FEM;SG
지배자	доминираща	지배자	доминирам	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
헬레나	хелена	헬레+나	хеля-(се)	PROPN	ADJ;INDF;FEM;SG
헬레나	елена	헬레+나	елен	PROPN	PROPN;INDF;FEM;SG
이사벨라	изабела	이사벨+이+라	изабела	PROPN	N;INDF;FEM;SG
도망자	беглецът	도망자	беглец		N;DEF;MASC;SG
도망자	беглец	도망자	беглец		N;INDF;MASC;SG
파이트	боеве	파이트	боеве		N;INDF;MASC;PL
파이트	сбивания	파이트	сбиване		N;INDF;NEUT;PL
파이트	битки	파이트	битка		N;INDF;FEM;PL
토네이도	торнадо	토네이도	торнадо		ADV
열쇠	клавиши	열쇠	клавиш		N;INDF;FEM;PL
열쇠	ключове	열쇠	ключ		N;INDF;MASC;PL
열쇠	ключовете	열쇠	ключ		N;DEF;MASC;PL
시리얼	серийни	시리얼	сериен		ADJ;INDF;PL
시리얼	сериен	시리얼	сериен		N;INDF;MASC;SG
예언	предсказания	예언	предсказание		N;INDF;NEUT;PL
예언	пророчества	예언	пророчество		N;INDF;NEUT;PL
예언	пророци	예언	пророк		N;INDF;MASC;PL
예언	пророците	예언	пророк		N;DEF;MASC;PL
예언	пророчество	예언	пророчество		N;INDF;NEUT;SG
예언	предсказание	예언	предсказание		N;INDF;NEUT;SG
예언	пророчеството	예언	пророчество		N;DEF;NEUT;SG
프레스	преса	프레스	преса		N;INDF;FEM;SG
프레스	натиснете	프레스	натисна		V;PFV;IMP;PL;2;FIN
프레스	натисни	프레스	натисен		V;PFV;IMP;SG;2;FIN
프레스	пресата	프레스	преса		N;DEF;FEM;SG
토양	почва	토양	почвам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
레이첼	рейчъл	레이첼	рейчъл		PROPN;INDF;FEM;SG
아론	аарон	아론	аарон		PROPN;INDF;MASC;SG
아론	арон	아론	арон		PROPN;INDF;MASC;SG
아론	аарън	아론	аарън		PROPN;INDF;MASC;SG
아론	арън	아론	арън		PROPN;INDF;MASC;SG
아론	арон	아론	арон		PROPN;INDF;MASC;SG
아론	арън	아론	арън		PROPN;INDF;MASC;SG
신념	фейт	신념	фейт	N	PROPN;INDF;MASC;SG
얼티밋	крайната	얼티밋	краен		ADJ;DEF;FEM;SG
플라즈마	плазмена	플라즈마	плазмен		N;INDF;FEM;SG
플라즈마	плазмен	플라즈마	плазмен		N;INDF;MASC;SG
플라즈마	плазма	플라즈마	плазма		N;INDF;FEM;SG
플라즈마	плазмените	플라즈마	плазмя		N;DEF;MASC;PL
플라즈마	плазмата	플라즈마	плазма		N;DEF;FEM;SG
조앤	джоун	조앤	джоун	N	PROPN;INDF;MASC;SG
오리온자리	орион	오리온자리	орион		N;INDF;MASC;SG
소수점	десетична	소수점	десетичен	N	ADJ;INDF;FEM;SG
타악기	ударно	타악기	ударен	N	ADV
썬더	гръм	썬더	гръм		N;INDF;MASC;SG
썬더	гръмотевица	썬더	гръмотевица		N;INDF;FEM;SG
썬더	гръмотевици	썬더	гръмотевица		N;INDF;FEM;PL
마샬	маршал	마샬	маршал		N;INDF;MASC;SG
마샬	маршъл	마샬	маршъл		N;INDF;MASC;SG
라이징	изгряваща	라이징	изгрявам		ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
셰이크	шейх	셰이크	шейх	PROPN	PROPN;INDF;MASC;SG
셰이크	шейх	셰이크	шейх	PROPN	PROPN;INDF;MASC;SG
창문	прозореца	창문	прозорец		N;DEF;MASC;SG
창문	прозорецът	창문	прозорец		N;DEF;MASC;SG
창문	прозорец	창문	прозорец		N;INDF;MASC;SG
댄싱	танци	댄싱	танци		N;INDF;MASC;PL
댄싱	танцуващи	댄싱	танцувам		ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
댄싱	танцуване	댄싱	танцуване		N;INDF;NEUT;SG
슈가	захар	슈+가	захар		N;INDF;FEM;SG
불쾌한	неприятни	불쾌+하+ㄴ	неприятен	V	ADJ;INDF;PL
불쾌한	неприятен	불쾌+하+ㄴ	неприятен	V	ADJ;INDF;MASC;SG
불쾌한	неприятно	불쾌+하+ㄴ	неприятно	V	ADV
불쾌한	неприятна	불쾌+하+ㄴ	неприятен	V	ADJ;INDF;FEM;SG
피사	пиза	피사	пиза	PROPN	N;INDF;FEM;SG
체스터	честър	체스터	честър	PROPN	N;INDF;MASC;SG
리오넬	лайнъл	리오넬	лайнъл	PROPN	N;INDF;MASC;SG
리오넬	лионел	리오넬	лионел	PROPN	N;INDF;MASC;SG
리오넬	лайънъл	리오넬	лайънъл	PROPN	PROPN;INDF;MASC;SG
판도라	пандора	판도+라	пандор		N;DEF;MASC;SG
인터럽트	прекъсва	인터럽트	прекъсвам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
매스	масов	매스	масов		ADJ;INDF;MASC;SG
매스	меса	매스	месо		N;INDF;NEUT;PL
매스	маса	매스	маса		N;INDF;FEM;SG
매스	литургия	매스	литургия		N;INDF;FEM;SG
매스	масово	매스	масово		ADV
주님	лорд	주님	лорд		N;INDF;MASC;SG
