ve	और	ve	और	CONJ	
tur	tur	i	tur	V;PFV;SG;3;PRS	
tur	भ्रमण	i	भ्रमण	V;PFV;SG;3;PRS	N;NOM;MASC;SG;3
tur	टूर	i	टूर	V;PFV;SG;3;PRS	N;NOM;MASC;SG;3
tur	दौरे	i	दौरा	V;PFV;SG;3;PRS	N;NOM;MASC;SG;3
japon	जापानी	japon	जापानी		N;NOM;MASC;SG;3
dili	जीभ	dili	जीभ		N;NOM;FEM;SG;3
dili	भाषा	dili	भाषा		N;NOM;FEM;SG;3
yüzey	सतहों	yüzey	सतह		N;ACC;FEM;PL;3
yüzey	सतह	yüzey	सतह		N;NOM;FEM;SG;3
başkan	प्रदेशाध्यक्ष	başkan	प्रदेशाध्यक्ष		N;NOM;MASC;SG;3
başkan	राष्ट्रपति	başkan	राष्ट्रपति		PROPN;NOM;MASC;SG;3
başkan	अध्यक्ष	başkan	अध्यक्ष		N;NOM;MASC;SG;3
başkan	चेयरमैन	başkan	चेयरमैन		N;NOM;MASC;SG;3
başkan	अध्यक्ष	başkan	अध्यक्ष		N;NOM;MASC;SG;3
ek	अलावा	ek	अलावा		ADP
ek	जोड़	ek	जोड़		V;SG;FIN;ACT
ek	अतिरिक्त	ek	अतिरिक्त		N;NOM;MASC;SG;3
konusu	विषय	konu	विषय		N;NOM;MASC;SG;3
metal	धातु	metal	धातु		N;NOM;MASC;SG;3
metal	मेटल	metal	मेटल		N;NOM;MASC;SG;3
metal	धातु	metal	धातु		N;NOM;MASC;SG;3
metal	धातुओं	metal	धातुा		N;ACC;MASC;PL;3
metal	धात्विक	metal	धात्विक		N;NOM;MASC;SG;3
yaygın	फैली	yaygın	फैल		V;PFV;FEM;SG;V.PTCP;ACT
yaygın	सामान्य	yaygın	सामान्य		N;NOM;MASC;SG;3
yaygın	आम	yaygın	आम		ADJ
kulübü	क्लबों	kulüb	क्लब	N;NOM;SG;3	N;ACC;MASC;PL;3
fark	फर्क	fark	फर्क	N;NOM;SG;3	
fark	अंतर	fark	अंतर	N;NOM;SG;3	
şampiyon	चैम्पियन	şampiyon	चैम्पियन		N;NOM;MASC;SG;3
şampiyon	चैम्पियन	şampiyon	चैम्पियन		N;NOM;MASC;SG;3
şampiyon	चैंपियन	şampiyon	चैंपियन		N;NOM;MASC;SG;3
şampiyon	चैंपियंस	şampiyon	चैंपियंस		N;NOM;MASC;SG;3
şampiyon	champions	şampiyon	champions		N;NOM;MASC;SG;3
yunanistan	यूनानी	yunanistan	यूनानी	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
yunanistan	ग्रीस	yunanistan	ग्रीस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
yunanistan	यूनान	yunanistan	यूनान	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
yunanistan	यूनानियों	yunanistan	यूनानी	PROPN;NOM;SG;3	N;ACC;MASC;PL;3
ölüm	निधन	ölüm	निधन		N;NOM;MASC;SG;3
ölüm	मृत्यु	ölüm	मृत्यु		N;NOM;FEM;SG;3
ölüm	मौत	ölüm	मौत		N;NOM;FEM;SG;3
bizans	byzantium	bizans	ओुुूआी		N;NOM;MASC;SG;3
bizans	बीज़ान्टिन	bizans	बीज़ान्टिन		PROPN;NOM;MASC;SG;3
radyo	रेडियो	radyo	रेडियो		N;NOM;MASC;SG;3
hasan	हसन	hasan	हसन		PROPN;NOM;MASC;SG;3
hasan	हसन	hasan	हसन		PROPN;NOM;MASC;SG;3
bölgede	क्षेत्र	bölge	क्षेत्र	N;ESS;SG;3	N;NOM;MASC;SG;3
bölgede	प्रदेश	bölge	प्रदेश	N;ESS;SG;3	N;NOM;MASC;SG;3
kanada	कनाडा	kana	कनाडा	N;ESS;SG;3	PROPN;NOM;MASC;SG;3
ilçesi	जिलाध्यक्ष	ilçe	जिलाध्यक्ष	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
gitar	गिटार	gitar	गिटार		N;NOM;MASC;SG;3
yayınlanan	प्रकाशित	yayınla	प्रकाशित	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ
arap	अरब	arap	अरब		PROPN;NOM;MASC;SG;3
arap	अरबी	arap	अरबी		PROPN;NOM;FEM;SG;3
posta	डाक	posta	डाक		N;NOM;FEM;SG;3
posta	मेल	posta	मेल		N;NOM;FEM;SG;3
posta	डाक	posta	डाक		N;NOM;FEM;SG;3
yalnızca	सिर्फ	yalnızca	सिर्फ	ADV	PART
yalnızca	केवल	yalnızca	केवल	ADV	PART
yalnızca	तभी	yalnızca	तभी	ADV	PRO;NOM
yapı	संरचना	yapı	संरचना		N;NOM;FEM;SG;3
yapı	अवसंरचना	yapı	अवसंरचना		N;NOM;FEM;SG;3
yapı	स्ट्रक्चर	yapı	स्ट्रक्चर		N;NOM;MASC;SG;3
yapı	ढांचा	yapı	ढांचा		N;NOM;MASC;SG;3
eyalet	अवस्था	eyalet	अवस्था		N;NOM;FEM;SG;3
eyalet	स्टेट	eyalet	स्टेट		N;NOM;MASC;SG;3
eyalet	स्थिति	eyalet	स्थिति		N;NOM;FEM;SG;3
eyalet	राज्य	eyalet	राज्य		N;NOM;MASC;SG;3
not	व्याख्या	not	व्याख्या		N;NOM;FEM;SG;3
not	नोट	not	नोट		N;NOM;MASC;SG;3
not	नोट्स	not	नोट्स		N;NOM;MASC;SG;3
not	नोट	not	नोट		N;NOM;MASC;SG;3
not	टिप्पणी	not	टिप्पणी		N;NOM;FEM;SG;3
güncelleme	अपडेट	güncelle	अपडेट	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
güncelleme	अद्यतन	güncelle	अद्यतन	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
hüseyin	हुसैन	hüsey	हुसैन		PROPN;NOM;MASC;SG;3
sanatçı	कलाकार	sanatçı	कलाकार		N;NOM;MASC;SG;3
sanatçı	कलाकारों	sanatçı	कलाकार		N;ACC;MASC;PL;3
sanatçı	कलाकार	sanatçı	कलाकार		N;NOM;MASC;SG;3
tartışma	चर्चाएँ	tartış	चर्चा	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL;3
tartışma	परिचर्चा	tartış	परिचर्चा	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG;3
tartışma	चर्चा	tartış	चर्चा	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG;3
tartışma	विवाद	tartış	विवाद	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
tartışma	तर्क	tartış	तर्क	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
tartışma	बहस	tartış	बहस	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG;3
kapak	ढक्कन	kapak	ढक्कन		N;NOM;MASC;SG;3
kapak	आवरण	kapak	आवरण		N;NOM;MASC;SG;3
paul	पॉल	paul	पॉल		PROPN;NOM;MASC;SG;3
barış	शांति	barış	शान्ति		N;NOM;FEM;SG;3
black	काले	black	काला		ADJ;NOM;MASC;PL
black	काला	black	काला		ADJ;NOM;MASC;SG
ibrahim	इब्राहिम	ibrahim	इब्राहिम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ibrahim	इबराहीम	ibrahim	इबराहीम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ibrahim	इब्राहीम	ibrahim	इब्राहीम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ibrahim	अब्राहम	ibrahim	अब्राहम	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
mevcuttur	उपलब्ध	mevcut	उपलब्ध		ADJ
mevcuttur	उपलब्धियाँ	mevcut	उपलब्धि		N;NOM;FEM;PL;3
kanal	नहर	kanal	नहर		N;NOM;FEM;SG;3
kanal	नहरों	kanal	नहर		N;ACC;FEM;PL;3
kanal	नहरें	kanal	नहर		N;NOM;FEM;PL;3
kanal	चैनल	kanal	चैनल		N;NOM;MASC;SG;3
kanal	चैनलों	kanal	चैनल		N;ACC;MASC;PL;3
kanal	चैनल्स	kanal	चैनल		N;NOM;MASC;PL;3
kanal	चैनल	kanal	चैनल		N;NOM;MASC;SG;3
para	मुद्रा	para	मुद्रा		N;NOM;FEM;SG;3
para	पैसा	para	पैसा		N;NOM;MASC;SG;3
para	पैसे	para	पैसा		N;NOM;MASC;PL;3
para	धन	para	धन		N;NOM;MASC;SG;3
para	सिक्के	para	सिक्का		N;NOM;MASC;PL;3
para	आटा	para	आटा		N;NOM;MASC;SG;3
para	सिक्का	para	सिक्का		N;NOM;MASC;SG;3
kötü	खराब	kötü	खराब		ADJ
kötü	ख़राब	kötü	ख़राब		PROPN;NOM;MASC;SG;3
kötü	तकलीफ़	kötü	तकलीफ़		N;NOM;FEM;SG;3
kötü	बुरा	kötü	बुरा		ADJ;NOM;MASC;SG
kötü	बुराई	kötü	बुराई		N;NOM;FEM;SG;3
kötü	दुष्ट	kötü	दुष्ट		PROPN;NOM;MASC;SG;3
kötü	दुष्ट	kötü	दुष्ट		PROPN;NOM;MASC;SG;3
geçmişi	पृष्ठभूमि	geçmiş	पृष्ठभूमि		N;NOM;FEM;SG;3
kızı	बेटी	kız	बेटी	ADJ;NOM;SG;3	N;NOM;FEM;SG;3
genelde	प्रायः	genelde	प्रायः		ADV
festivali	त्यौहार	festivali	त्यौहार	N;ACC;SG;3	N;NOM;MASC;SG;3
festivali	त्योहार	festivali	त्योहार	N;ACC;SG;3	N;NOM;MASC;SG;3
festivali	उत्सव	festivali	उत्सव	N;ACC;SG;3	N;NOM;MASC;SG;3
festivali	फ़ेस्टिवल	festivali	फ़ेस्टिवल	N;ACC;SG;3	PROPN;NOM;MASC;SG;3
festivali	पर्व	festivali	पर्व	N;ACC;SG;3	N;NOM;MASC;SG;3
festivali	फेस्ट	festivali	फेस्ट	N;ACC;SG;3	N;NOM;MASC;SG;3
yahudi	यहूदी	yahudi	यहूदी		N;NOM;MASC;SG;3
yahudi	यहूदी	yahudi	यहूदी		N;NOM;MASC;SG;3
yahudi	यहूदियों	yahudi	यहूदी		N;ACC;MASC;PL;3
çalışmaları	अध्ययन	çalış	अध्ययन	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
normal	रेगुलर	normal	रेगुलर		PROPN;NOM;MASC;SG;3
normal	नियमित	normal	नियमित		ADJ;NOM
normal	सामान्य	normal	सामान्य		N;NOM;MASC;SG;3
han	ख़ान	han	ख़ान		PROPN;NOM;MASC;SG;3
han	khan	han	ओप		PROPN;NOM;MASC;SG;3
han	खां	han	खाँ		PROPN;NOM;MASC;SG;3
han	खान	han	खान		PROPN;NOM;MASC;SG;3
sayfa	पृष्ठ	sayf	पृष्ठ		N;NOM;MASC;SG;3
sayfa	पेज	sayf	पेज		N;NOM;MASC;SG;3
karşısında	आरपार	karşı	आरपार	ADJ;ESS;SG;3	PROPN;NOM;MASC;SG;3
uzay	अंतरिक्ष	uzay	अंतरिक्ष		N;NOM;MASC;SG;3
uzay	जगह	uzay	जगह		N;NOM;FEM;SG;3
uzay	स्पेस	uzay	स्पेस		N;NOM;MASC;SG;3
pop	चबूतरे	pop	चबूतरा		N;NOM;MASC;PL;3
pop	पॉप	pop	पॉप		PROPN;NOM;MASC;SG;3
sonrası	बाद	sonra	बाद		ADV;NOM;MASC;SG;3
mezun	स्नातक	mezun	स्नातक		N;NOM;MASC;SG;3
mezun	ग्रैजुएट	mezun	ग्रैजुएट		N;NOM;MASC;SG;3
mezun	स्नातक	mezun	स्नातक		N;NOM;MASC;SG;3
mezun	स्नातक	mezun	स्नातक		N;NOM;MASC;SG;3
mezun	ग्रेजुएट	mezun	ग्रेजुएट		PROPN;NOM;MASC;SG;3
mezun	ग्रैजुएट	mezun	ग्रैजुएट		N;NOM;MASC;SG;3
berlin	बर्लिन	berlin	बर्लिन	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
george	जॉर्ज	george	जॉर्ज		PROPN;NOM;MASC;SG;3
george	जार्ज	george	जार्ज		PROPN;NOM;MASC;SG;3
jean	जां	jean	जा		V;SG;FIN;ACT
derece	डिग्री	derece	डिग्री		N;NOM;FEM;SG;3
derece	डिग्री	derece	डिग्री		N;NOM;FEM;SG;3
derece	उपाधि	derece	उपाधि		N;NOM;FEM;SG;3
emin	आत्मविश्वास	emin	आत्मविश्वास	ADJ	N;NOM;MASC;SG;3
united	यूनाइटेड	united	यूनाइटेड		PROPN;NOM;MASC;SG;3
united	संयुक्त	united	संयुक्त		PROPN;NOM;MASC;SG;3
kent	केंट	kent	केंट		PROPN;NOM;MASC;SG;3
charles	चार्ल्स	charles	चार्ल्स	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
muhammed	मुहम्मद	muhammed	मुहम्मद		PROPN;NOM;MASC;SG;3
muhammed	मुहम्मद	muhammed	मुहम्मद		PROPN;NOM;MASC;SG;3
muhammed	मोहम्मद	muhammed	मोहम्मद		PROPN;NOM;MASC;SG;3
bilgiler	जानकारी	bilgi	जानकारी	N;NOM;PL;3	N;NOM;FEM;SG;3
bilgiler	सूचना	bilgi	सूचना	N;NOM;PL;3	N;NOM;FEM;SG;3
bilgiler	सुचना	bilgi	सुचना	N;NOM;PL;3	N;NOM;FEM;SG;3
bilgiler	एनोटेशन	bilgi	एनोटेशन	N;NOM;PL;3	N;NOM;MASC;SG;3
bilgiler	जानकारी	bilgi	जानकारी	N;NOM;PL;3	N;NOM;FEM;SG;3
bilgiler	सूचना	bilgi	सूचना	N;NOM;PL;3	N;NOM;FEM;SG;3
von	वॉन	von	वॉन		PROPN;NOM;MASC;SG;3
von	वोन	von	वोन		PROPN;NOM;MASC;SG;3
herschel	हर्शेल	herschel	हर्शेल	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
çift	जोड़ी	çift	जोड़ी		V;PFV;FEM;SG;V.PTCP;ACT
çift	दोहरा	çift	दोहरा		ADJ;NOM;MASC;SG
çift	दोगुना	çift	दोगुना		NUM
çift	जोड़ा	çift	जोड़		V;PFV;MASC;SG;V.PTCP;ACT
çift	जोड़ी	çift	जोड़ी		V;PFV;FEM;SG;V.PTCP;ACT
çift	युगल	çift	युगल		PROPN;NOM;MASC;SG;3
olay	घटना	olay	घटना		N;NOM;FEM;SG;3
olay	ईवेंट	olay	ईवेंट		N;NOM;MASC;SG;3
olay	घटना	olay	घटना		N;NOM;FEM;SG;3
olay	कार्यक्रम	olay	कार्यक्रम		N;NOM;MASC;SG;3
olay	इवेंट	olay	इवेंट		N;NOM;MASC;SG;3
çalışan	कर्मचारी	çalış	कर्मचारी		N;NOM;MASC;PL;3
çalışan	कर्मचारियों	çalış	कर्मचारी		N;ACC;MASC;PL;3
çalışan	कर्मचारी	çalış	कर्मचारी		N;NOM;MASC;PL;3
peter	पीटर	peter	पीटर		PROPN;NOM;MASC;SG;3
suriye	सीरिया	suri	सीरिया		PROPN;NOM;MASC;SG;3
suriye	सीरियाई	suri	सीरियाई		N;NOM;MASC;SG;3
sonuç	परिणामों	sonuç	परिणाम		N;ACC;MASC;PL;3
sonuç	रिजल्ट	sonuç	रिजल्ट		N;NOM;MASC;SG;3
sonuç	परिणाम	sonuç	परिणाम		N;NOM;MASC;PL;3
sonuç	रिजल्ट	sonuç	रिजल्ट		N;NOM;MASC;SG;3
sonuç	परिणाम	sonuç	परिणाम		N;NOM;MASC;PL;3
sonuç	निष्कर्ष	sonuç	निष्कर्ष		N;NOM;MASC;PL;3
kişisel	पर्सनल	kişisel	पर्सनल		N;NOM;MASC;SG;3
kişisel	व्यक्तिगत	kişisel	व्यक्तिगत		ADJ
kişisel	निजी	kişisel	निजी		ADJ;NOM
yüzde	प्रतिशत	yüz	प्रतिशत		N;NOM;MASC;SG;3
yüzde	प्रतिशत	yüz	प्रतिशत		N;NOM;MASC;SG;3
site	साइटें	sit	साइट	N;NOM;SG;3	N;NOM;FEM;PL;3
sınıf	क्लास	sınıf	क्लास	N;NOM;SG;3	
seçildi	चुनी	seç	चुन	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;V.PTCP;ACT
seçildi	चुनी	seç	चुन	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;V.PTCP;ACT
seçildi	निर्वाचित	seç	निर्वाचित	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
seçildi	चयनित	seç	चयनित	V;PFV;IND;SG;3;POS;PST;PASS	PROPN;NOM;MASC;SG;3
yapılmış	बनाया	yap	बना	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
yapılmış	बना	yap	बन	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
oyunları	गेम्स	oyun	गेम्स	N;ACC;PL;3	N;NOM;MASC;SG;3
oyunları	गेम	oyun	गेम	N;ACC;PL;3	N;NOM;MASC;SG;3
oyunları	खेल	oyun	खेल	N;ACC;PL;3	N;NOM;MASC;SG;3
general	जनरल	general	जनरल		N;NOM;MASC;SG;3
general	साधारण	general	साधारण		PROPN;NOM;MASC;SG;3
general	सामान्य	general	सामान्य		N;NOM;MASC;SG;3
antik	प्राचीन	antik	प्राचीन		ADJ;NOM
yukarıda	अरदास	yukarı	अरदास	ADJ;ESS;SG;3	
yukarıda	ऊपर	yukarı	ऊपर	ADJ;ESS;SG;3	ADV;NOM;MASC;SG;3
teşekkürler	धन्यबाद	teşekkür	धन्यबाद	N;NOM;PL;3	
teşekkürler	शुक्रिया	teşekkür	शुक्रिया	N;NOM;PL;3	PROPN;NOM;MASC;SG;3
teşekkürler	धन्यवाद	teşekkür	धन्यवाद	N;NOM;PL;3	
hollanda	एम्सटर्डम	hollan	एम्सटर्डम		PROPN;NOM;MASC;SG;3
hollanda	नीदरलैंड	hollan	नीदरलैंड		PROPN;NOM;MASC;SG;3
hollanda	नीदरलैंड्स	hollan	नीदरलैंड्स		PROPN;NOM;MASC;SG;3
hollanda	हॉलैंड	hollan	हॉलैंड		PROPN;NOM;MASC;SG;3
yana	याना	yan	याना		PROPN;NOM;FEM;SG;3
yana	तरफ	yan	तरफ		ADV;NOM;FEM;SG;3
yana	पक्ष	yan	पक्ष		N;NOM;MASC;SG;3
kategori	वर्ग	kategori	वर्ग		N;NOM;MASC;SG;3
kategori	श्रेणी	kategori	श्रेणी		N;NOM;FEM;SG;3
geleneksel	पारम्परिक	geleneksel	पारम्परिक		PROPN;NOM;MASC;SG;3
geleneksel	पारंपरिक	geleneksel	पारंपरिक		PROPN;NOM;SG;3
geleneksel	परंपरागत	geleneksel	परंपरागत		ADJ
altına	तहत	alt	तहत	ADJ;DAT;SG;3	CONJ
altına	अधीन	alt	अधीन	ADJ;DAT;SG;3	
altına	अंतर्गत	alt	अंतर्गत	ADJ;DAT;SG;3	CONJ
kazanan	विजेता	kazan	विजेता	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;MASC;SG;3
savunma	रक्षा	savun	रक्षा		N;NOM;FEM;SG;3
savunma	रक्षा	savun	रक्षा		N;NOM;FEM;SG;3
savunma	रक्षात्मक	savun	रक्षात्मक		ADJ
savunma	वकालत	savun	वकालत		N;NOM;FEM;SG;3
yedi	सात	yedi	सात		NUM
yedi	एट	yedi	एट		PROPN;NOM;MASC;SG;3
yedi	खाया	yedi	खा		V;PFV;MASC;SG;V.PTCP;ACT
yedi	खायी	yedi	खा		V;PFV;FEM;SG;V.PTCP;ACT
belediyesi	नगरपालिका	belediye	नगरपालिका		N;NOM;FEM;SG;3
polonya	पोलैंड	polon	पोलैंड	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
polonya	कैंडल	polon	कैंडल	PROPN;NOM;SG;3	
los	लॉस	los	लॉस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
yaş	उम्र	yaş	उम्र		N;NOM;FEM;SG;3
yaş	आयु	yaş	आयु		N;NOM;FEM;SG;3
yapıldı	बनाया	yap	बना	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP;ACT
yapıldı	बना	yap	बन	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP;ACT
yapıldı	सम्पन्न	yap	संपन्न	V;PFV;IND;SG;3;POS;PST;PASS	
yapıldı	किया	yap	कर	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP;ACT
bilinir	ज्ञात	bil	ज्ञात	V;IPFV;IND;SG;3;POS;PASS	
yoğun	व्यस्त	yoğun	व्यस्त		ADJ
yoğun	घना	yoğun	घना		ADJ;NOM;MASC;SG
isveç	स्वीडिश	isveç	स्वीडिश		PROPN;NOM;MASC;SG;3
isveç	स्वीडन	isveç	स्वीडन		PROPN;NOM;MASC;SG;3
siyasetçi	राजनेता	siyasetçi	राजनेता	N;NOM;SG;3	N;NOM;MASC;PL;3
müzesi	संग्रहालय	müze	संग्रहालय	N;ACC;SG;3	N;NOM;MASC;SG;3
et	माँस	et	माँस		N;NOM;MASC;SG;3
et	मांस	et	माँस		N;NOM;MASC;SG;3
et	गोमांस	et	गोमांस		PROPN;NOM;MASC;SG;3
et	बीफ	et	बीफ		PROPN;NOM;MASC;SG;3
haber	न्यूज़	haber	न्यूज़	N;NOM;SG;3	
tarihli	दिनाँक	tarihli	दिनाँक		PROPN;NOM;MASC;SG;3
annesi	maa	anne	maa	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
annesi	माँ	anne	माँ	N;NOM;SG;3	
all	सभी	all	सब		PRO;NOM;3
all	सब	all	सब		N;NOM;MASC;SG;3
kupa	ट्रॉफी	kupa	ट्रॉफी		N;NOM;FEM;SG;3
kupa	कप	kupa	कप		PROPN;NOM;MASC;SG;3
verildi	दी	ver	दे	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;V.PTCP;ACT
verildi	दिया	ver	दे	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP;ACT
verildi	दिए	ver	दे	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;PL;V.PTCP;ACT
klasik	विंटेज	klasik	विंटेज		N;NOM;MASC;SG;3
klasik	क्लासिको	klasik	क्लासिको		PROPN;NOM;MASC;SG;3
klasik	क्लासिक	klasik	क्लासिक		PROPN;NOM;MASC;SG;3
klasik	शास्त्रीय	klasik	शास्त्रीय		PROPN;NOM;SG;3
klasik	क्लासिक	klasik	क्लासिक		PROPN;NOM;MASC;SG;3
doğan	जन्म	doğ	जन्म		N;NOM;MASC;SG;3
doğan	जन्मे	doğ	जन्मा		V;MASC;IND;SG;3;FIN;ACT
doğan	born	doğ	born		PROPN;NOM;MASC;SG;3
bulundu	पाये	bulun	पा	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;PL;V.PTCP;ACT
bulundu	mile	bulun	mile	V;PFV;IND;SG;3;POS;PST	
sağ	सही	sağ	सही		ADJ
dakika	मिनट	dakika	मिनट		N;NOM;MASC;SG;3
dakika	मिनट	dakika	मिनट		N;NOM;MASC;SG;3
dakika	मिनट्स	dakika	मिनट्स		N;NOM;MASC;PL;3
dakika	मिनिट	dakika	मिनिट		N;NOM;MASC;SG;3
dakika	मिनट	dakika	मिनट		N;NOM;MASC;SG;3
toprak	मृदा	toprak	मृदा		N;NOM;MASC;SG;3
toprak	भूमि	toprak	भूमि		N;NOM;FEM;SG;3
toprak	जमीन	toprak	जमीन		N;NOM;FEM;SG;3
toprak	पृथ्वी	toprak	पृथ्वी		PROPN;NOM;FEM;SG;3
toprak	धरती	toprak	धरती		N;NOM;FEM;SG;3
brezilya	ब्राजील	brezilya	ब्राजील	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
brezilya	ब्राज़ील	brezilya	ब्राज़ील	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
brezilya	ब्राज़ीलियाई	brezilya	ब्राज़ीलियाई	PROPN;NOM;SG;3	PROPN;NOM;SG;3
nba	एनबीए	nba	एनबीए		PROPN;NOM;MASC;SG;3
irak	इराकी	irak	इराकी	PROPN;NOM;SG;3	N;NOM;MASC;SG;3
irak	इराक	irak	इराक	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
irak	इराक़	irak	इराका	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
irak	ईराक	irak	ईराक	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
irak	इराकी	irak	इराकी	PROPN;NOM;SG;3	N;NOM;MASC;SG;3
siyah	काले	siyah	काला		ADJ;NOM;MASC;PL
siyah	काला	siyah	काला		ADJ;NOM;MASC;SG
iddia	दावा	iddia	दावा		N;NOM;MASC;SG;3
iddia	अर्जी	iddia	अर्जी		N;NOM;FEM;SG;3
iddia	दावे	iddia	दावा		N;NOM;MASC;SG;3
iddia	दावा	iddia	दावा		N;NOM;MASC;SG;3
okul	विद्यालय	okul	विद्यालय		N;NOM;MASC;SG;3
okul	school	okul	school		N;NOM;MASC;SG;3
okul	स्कूल	okul	स्कूल		N;NOM;MASC;SG;3
doğum	जनम	doğum	जनम	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
doğum	मातृत्व	doğum	मातृत्व	N;NOM;SG;3	
kore	कोरियाई	kore	कोरियाई		PROPN;NOM;MASC;SG;3
kore	कोरिया	kore	कोरिया		PROPN;NOM;MASC;SG;3
kore	कोरियाई	kore	कोरियाई		PROPN;NOM;MASC;SG;3
portekiz	पुर्तगाल	portekiz	पुर्तगाल	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
tamamı	सम्पूर्ण	tamam	संपूर्ण		PROPN;NOM;SG;3
tamamı	सभी	tamam	सब		PRO;NOM;3
tamamı	सब	tamam	सब		N;NOM;MASC;SG;3
tamamı	पूरी	tamam	पूरा		ADJ;NOM;FEM;SG
tamamı	पूरा	tamam	पूरा		ADJ;NOM;MASC;SG
tamamı	पूरे	tamam	पूरा		ADJ;MASC;PL
hala	हाला	hala	हाला	ADV	
hala	चाची	hala	चाची	ADV	N;NOM;FEM;SG;3
hala	मौसी	hala	मौसा	ADV	N;NOM;FEM;SG;3
hala	बुआ	hala	बुआ	ADV	PROPN;NOM;FEM;SG;3
hala	स्टिल	hala	स्टिल	ADV	
orada	वहाँ	ora	वहाँ	N;ESS;SG;3	PRO;NOM
orada	वहां	ora	वहाँ	N;ESS;SG;3	PRO;NOM
orada	वहा	ora	वह	N;ESS;SG;3	
orada	वहीँ	ora	वहीँ	N;ESS;SG;3	
osman	उस्मान	osman	उस्मान		PROPN;NOM;MASC;SG;3
giriş	प्रस्तावना	giriş	प्रस्तावना		N;NOM;FEM;SG;3
giriş	भूमिका	giriş	भूमिका		N;NOM;FEM;SG;3
giriş	परिचय	giriş	परिचय		N;NOM;MASC;SG;3
giriş	एन्ट्री	giriş	एन्ट्री		N;NOM;MASC;SG;3
giriş	एंट्री	giriş	एंट्री		N;NOM;FEM;SG;3
giriş	प्रविष्टि	giriş	प्रविष्टि		N;NOM;FEM;SG;3
giriş	लॉगिन	giriş	लॉगिन		N;NOM;MASC;SG;3
giriş	परिचय	giriş	परिचय		N;NOM;MASC;SG;3
giriş	इनपुट	giriş	इनपुट		N;NOM;MASC;SG;3
camii	मस्जिदों	camii	मस्जिद	N;NOM;SG;3	N;ACC;FEM;PL;3
kuruldu	स्थापित	kur	स्थापित	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
kuruldu	संस्थापित	kur	संस्थापित	V;PFV;IND;SG;3;POS;PST;PASS	PROPN;NOM;SG;3
kuruldu	स्थापित	kur	स्थापित	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
