oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
venna	αδερφός	vend	αδερφός	N;GEN;SG	N;NOM;MASC;SG
venna	αδερφέ	vend	αδερφή	N;GEN;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
venna	αδελφέ	vend	αδελφή	N;GEN;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
venna	αδελφός	vend	αδελφός	N;GEN;SG	N;NOM;MASC;SG
kagu	νοτιοανατολικά	kagu	νοτιοανατολικά	N;NOM;SG	ADV
kagu	νοτιοανατολική	kagu	νοτιοανατολικός	N;NOM;SG	ADJ;NOM;FEM;SG
rna	rna	rna	rna	N;NOM;SG	
iraani	ιράν	iraan	ιράν	ADJ	
lapse	τέκνο	laps	τέκνο	N;GEN;SG	N;NOM;NEUT;SG
lapse	παιδι	laps	παιδι	N;GEN;SG	N;NOM;NEUT;SG
lapse	παιδί	laps	παιδί	N;GEN;SG	N;NOM;NEUT;SG
pank	bank	pank	bank	N;NOM;SG	
maailm	world	maa_ilm	world	N;NOM;SG	
maailm	κόσμο	maa_ilm	κόσμος	N;NOM;SG	N;ACC;MASC;SG
kanti	καντ	kanti	καντ	ADV	DET;NOM;DEF;MASC;SG
kohalik	τοπικά	kohalik	τοπικά	ADJ;NOM;SG	ADV
kohalik	τοπικές	kohalik	τοπικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
avalik	δημόσιες	avalik	δημόσιος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
boriss	μπόρις	boriss	μπόρις	N;NOM;SG	
vara	νωρίς	vara	νωρίς	N;NOM;SG	ADV
keeldus	αρνήθηκε	keelduma	αρνιέμαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
saadi	έλαβε	saama	λαμβάνω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tüüp	τύπου	tüüp	τύπος	N;NOM;SG	N;GEN;MASC;SG
tüüp	type	tüüp	type	N;NOM;SG	
rebane	φοξ	rebane	φοξ	N;NOM;SG	
rebane	fox	rebane	fox	N;NOM;SG	
konrad	konrad	kond	konrad	N;NOM;SG	
jagatud	κοινοποίησε	jaga=tud	κοινοποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
jagatud	κοινοποιήθηκε	jaga=tud	κοινοποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
jagatud	διαιρεμένη	jaga=tud	διαιρέμω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
jagatud	διχασμένη	jaga=tud	διχάζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
jagatud	διαιρείται	jaga=tud	διαιρώ	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
osalesid	συμμετείχε	osalema	συμμετέχω	V;IND;PL;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
osalesid	συμμετείχα	osalema	συμμετέχω	V;IND;PL;3;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
versiooni	έκδοση	versioon	έκδοση	N;PRT;SG	N;ACC;FEM;SG
versiooni	εκδοχή	versioon	εκδοχή	N;PRT;SG	N;ACC;FEM;SG
torn	πύργο	torn	πύργος	N;NOM;SG	N;ACC;MASC;SG
hääl	φωνή	hääl	φωνή	N;NOM;SG	N;ACC;FEM;SG
rakkude	κύτταρο	rakk	κύτταρο	N;GEN;PL	N;NOM;NEUT;SG
rakkude	κελί	rakk	κελί	N;GEN;PL	N;NOM;NEUT;SG
kollane	κίτρινα	kollane	κίτρινος	ADJ;NOM;SG	N;NOM;NEUT;PL
kollane	κίτρινο	kollane	κίτρινος	ADJ;NOM;SG	N;NOM;NEUT;SG
köide	όγκο	köis	όγκος	N;NOM;SG	N;ACC;MASC;SG
ehitus	ναυπήγηση	ehitus	ναυπήγηση	N;NOM;SG	N;ACC;FEM;SG
ehitus	κατασκευές	ehitus	κατασκευή	N;NOM;SG	N;NOM;FEM;PL
väidetavalt	υποτίθεται	väidetavalt	υποτίθεμαι	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
atlandi	atlantic	atland	atlantic	N;PRT;SG	
atlandi	ατλαντικού	atland	ατλαντικός	N;PRT;SG	ADJ;GEN;NEUT;SG
atlandi	ατλάντικ	atland	ατλάντικ	N;PRT;SG	
atlandi	ατλαντικός	atland	ατλαντικός	N;PRT;SG	ADJ;NOM;MASC;SG
atlandi	ατλαντικό	atland	ατλαντικός	N;PRT;SG	N;NOM;MASC;SG
pianist	πιανίστα	pian	πιανίστα	N;IN+ABL;SG	N;VOC;MASC;SG
pianist	πιανίστας	pian	πιανίστας	N;IN+ABL;SG	N;NOM;MASC;SG
raud	σιδήρου	rau	σίδηρος	N;NOM;SG	N;GEN;NEUT;SG
keelatud	απαγορεύεται	keelama	απαγορεύω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
keelatud	αναπηρία	keelama	αναπηρία	V;PST;V.PTCP;PASS	N;NOM;NEUT;PL
keelatud	ανάπηροι	keelama	ανάπηρος	V;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL
keelatud	ανάπηρος	keelama	ανάπηρος	V;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG
keelatud	απαγορεύονται	keelama	απαγορεύω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
keelatud	απαγορεύεται	keelama	απαγορεύω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
keelatud	απορρίπτεται	keelama	απορρίπτω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
art	art	art	art	N;NOM;SG	
art	αρτ	art	αρτ	N;NOM;SG	
võidu	νικη	võit	νικη	N;GEN;SG	N;NOM;FEM;SG
võidu	νίκη	võit	νίκη	N;GEN;SG	N;ACC;FEM;SG
apple	apple	apple	apple	N;NOM;SG	
kongo	κονγκό	kongo	κονγκός	N;NOM;SG	PROPN;NOM;NEUT;SG
kongo	κογκό	kongo	κογκός	N;NOM;SG	PROPN;NOM;NEUT;SG
kongo	κονγκό	kongo	κονγκός	N;NOM;SG	PROPN;NOM;NEUT;SG
leping	συμφωνία	leping	συμφωνία	N;NOM;SG	N;ACC;FEM;SG
leping	σύμβαση	leping	σύμβαση	N;NOM;SG	N;ACC;FEM;SG
läänemere	βαλτική	lääne_meri	βαλτικός	N;NOM;SG	ADJ;NOM;FEM;SG
läänemere	βαλτικής	lääne_meri	βαλτικός	N;NOM;SG	ADJ;GEN;FEM;SG
tehnika	τεχνική	tehnika	τεχνικός	N;NOM;SG	ADJ;NOM;FEM;SG
turu	turku	turg	turku	N;GEN;SG	
turu	τούρκου	turg	τούρκος	N;GEN;SG	PROPN;NOM;NEUT;SG
turu	αγορα	turg	αγορά	N;GEN;SG	N;NOM;FEM;SG
turu	αγορά	turg	αγορά	N;GEN;SG	N;ACC;FEM;SG
toodetud	παραγόμενα	tootma	παραγόμενος	V;PST;V.PTCP;PASS	ADV
toodetud	παράγεται	tootma	παράγω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
toodetud	κατασκευάζεται	tootma	κατασκευάζω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
toodetud	παρασκευάζεται	tootma	παρασκευάζω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
toodetud	κατασκευάζονται	tootma	κατασκευάζω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
georgi	γκεόργκι	georg	γκεόργκι	N;NOM;SG	
keskmise	μέτρια	keskmine	μέτρι	ADJ;GEN;SG	N;NOM;FEM;SG
keskmise	μεσαία	keskmine	μεσαίος	ADJ;GEN;SG	ADV
keskmise	μεσαίο	keskmine	μεσαίος	ADJ;GEN;SG	N;NOM;NEUT;SG
keskmise	μέσο	keskmine	μέσος	ADJ;GEN;SG	N;ACC;NEUT;SG
carlos	κάρλος	carlos	κάρλος	N;NOM;SG	PROPN;NOM;MASC;SG
carlos	carlos	carlos	carlos	N;NOM;SG	
holland	ολλανδία	holland	ολλανδία	N;NOM;SG	PROPN;ACC;FEM;SG
holland	χόλαντ	holland	χόλαντ	N;NOM;SG	
holland	holland	holland	holland	N;NOM;SG	
loo	δημιουργήστε	lugu	δημιουργώ	N;GEN;SG	V;PFV;IMP;PL;2;FIN;ACT
loo	δημιουργία	lugu	δημιουργία	N;GEN;SG	N;ACC;FEM;SG
ümbruses	περιβάλλοντα	ümbrus	περιβάλλον	N;IN+ESS;SG	N;NOM;NEUT;PL
tapeti	σκότωσε	tapma	σκοτώνω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
erakond	party	erakond	party	N;NOM;SG	
pius	πίος	pius	πίος	N;NOM;SG	PROPN;NOM;MASC;SG
zur	zur	zur	zur	N;NOM;SG	
surm	θάνατο	surm	θάνατος	N;NOM;SG	N;ACC;MASC;SG
orden	orden	orden	orden	N;NOM;SG	
side	επικοινωνιών	side	επικοινωνία	N;NOM;SG	N;GEN;FEM;PL
side	επικοινωνίες	side	επικοινωνία	N;NOM;SG	N;NOM;FEM;PL
side	μποντ	side	μποντ	N;NOM;SG	
side	bond	side	bond	N;NOM;SG	
kilomeetrit	χιλιόμετρα	kilo_meeter	χιλιόμετρο	N;PRT;SG	N;NOM;NEUT;PL
kilomeetrit	χιλιόμετρα	kilo_meeter	χιλιόμετρο	N;PRT;SG	N;NOM;NEUT;PL
american	αμερικανική	american	αμερικάνικος	N;NOM;SG	ADJ;NOM;FEM;SG
american	αμερικάνικα	american	αμερικάνικος	N;NOM;SG	ADV
american	αμερικανός	american	Αμερικανός	N;NOM;SG	ADJ;NOM;MASC;SG
american	αμερικάνος	american	αμερικάνος	N;NOM;SG	ADJ;NOM;MASC;SG
american	αμερικάνικο	american	Αμερικάνικος	N;NOM;SG	ADJ;NOM;NEUT;SG
american	αμερικανοί	american	Αμερικανός	N;NOM;SG	PROPN;NOM;MASC;PL
jacques	ζακ	jacques	ζακ	N;NOM;SG	PROPN;NOM;MASC;SG
jacques	jacques	jacques	jacques	N;NOM;SG	
muutis	άλλαξα	muutma	άλλαξα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
kroonika	χρονικά	kroonika	χρονικά	N;NOM;SG	ADV
albrecht	άλμπρεχτ	albrecht	άλμπρεχτ	N;NOM;SG	
sadam	πορτ	sadam	πορτ	N;NOM;SG	
sadam	harbour	sadam	harbour	N;NOM;SG	
juan	juan	juan	juan	N;NOM;SG	
juan	χουάν	juan	χουάν	N;NOM;SG	
alus	βάση	alus	βάση	N;NOM;SG	N;ACC;FEM;SG
alus	βάση	alus	βάση	N;NOM;SG	N;ACC;FEM;SG
link	σύνδεσμο	link	σύνδεσμο	N;NOM;SG	N;ACC;MASC;SG
link	lin	link	lin	N;NOM;SG	
käe	μπράτσο	käsi	μπράτσο	N;GEN;SG	N;NOM;NEUT;SG
käe	χέρι	käsi	χέρι	N;GEN;SG	N;NOM;NEUT;SG
käe	βραχίονα	käsi	βραχίονα	N;GEN;SG	N;ACC;NEUT;SG
käe	χέρι	käsi	χέρι	N;GEN;SG	N;NOM;NEUT;SG
kadunud	χάθηκε	kadunud	χάνω	ADJ;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kadunud	χαμένος	kadunud	χαμένος	ADJ;PST;V.PTCP;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
kadunud	χάσαμε	kadunud	χάνω	ADJ;PST;V.PTCP;ACT	V;PFV;IND;PL;1;PST;FIN;ACT
kadunud	χαμένη	kadunud	χαμένος	ADJ;PST;V.PTCP;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
kadunud	χάσει	kadunud	χάνω	ADJ;PST;V.PTCP;ACT	V;PFV;NFIN;ACT
kadunud	χαμένοι	kadunud	χάνω	ADJ;PST;V.PTCP;ACT	V;PFV;NOM;MASC;PL;V.PTCP;PASS
kadunud	λείπουν	kadunud	λείπω	ADJ;PST;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
kadunud	λείπει	kadunud	λείπω	ADJ;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kadunud	αγνοείται	kadunud	αγνοώ	ADJ;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
kukk	κόκορα	kukk	κόκορα	N;NOM;SG	N;ACC;MASC;SG
henrik	χένρικ	henrik	χένρικ	N;NOM;SG	
novgorodi	νόβγκοροντ	novgorod	νόβγκοροντ	ADJ	PROPN;NOM;MASC;SG
till	ντιλ	till	ντιλ	N;NOM;SG	
kiri	γράμματα	kiri	γράμμα	N;NOM;SG	N;NOM;NEUT;PL
kiri	ουρές	kiri	ουρός	N;NOM;SG	N;NOM;FEM;PL
kiri	επιστολή	kiri	επιστολή	N;NOM;SG	N;ACC;FEM;SG
müüdi	μύθο	müüma	μύθος	V;IND;PST;FIN;PASS	N;NOM;MASC;SG
müüdi	μύθος	müüma	μύθος	V;IND;PST;FIN;PASS	N;NOM;MASC;SG
kõigepealt	πρώτο	kõige_pealt	πρώτος	ADV	NUM;NOM;NEUT;SG
kõigepealt	πρώτη	kõige_pealt	πρώτος	ADV	NUM;NOM;FEM;SG
kõigepealt	πρώτος	kõige_pealt	πρώτος	ADV	NUM;NOM;MASC;SG
elanikke	κάτοικοι	elanik	κάτοικος	N;PRT;PL	N;NOM;MASC;PL
elanikke	κατοίκους	elanik	κάτοικος	N;PRT;PL	N;ACC;MASC;PL
osariik	πολιτεία	osa_riik	πολιτεία	N;NOM;SG	N;ACC;FEM;SG
osariik	state	osa_riik	state	N;NOM;SG	
wikipedia	wikipedia	wikipedia	wikipedia	N;NOM;SG	
kerge	φως	kerge	φως	ADJ;NOM;SG	N;NOM;NEUT;SG
kerge	light	kerge	light	ADJ;NOM;SG	
kerge	ελαφρύ	kerge	ελαφρύ	ADJ;NOM;SG	N;NOM;NEUT;SG
kerge	φώς	kerge	φώς	ADJ;NOM;SG	N;NOM;NEUT;SG
kerge	ήπιες	kerge	ήπιος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
linda	λίντα	linda	λίντα	N;NOM;SG	PROPN;NOM;FEM;SG
kaitsja	αμυντικός	kaitsja	αμυντικός	N;NOM;SG	ADJ;NOM;MASC;SG
kaitsja	προστάτη	kaitsja	προστάτης	N;NOM;SG	N;ACC;MASC;SG
kaitsja	φύλακα	kaitsja	φύλακα	N;NOM;SG	N;ACC;MASC;SG
signaali	σινιάλο	signaal	σινιάλος	N;PRT;SG	N;NOM;NEUT;SG
signaali	σήμα	signaal	σήμα	N;PRT;SG	N;NOM;NEUT;SG
signaali	σημα	signaal	σημα	N;PRT;SG	N;NOM;NEUT;SG
sügavus	βάθος	sügavus	βάθος	N;NOM;SG	N;ACC;NEUT;SG
viies	πέμπτη	viies	πέμπτη	NUM;NOM;SG	N;ACC;FEM;SG
viies	πέμπτος	viies	πέμπτος	NUM;NOM;SG	ADJ;NOM;MASC;SG
viies	πέμπτο	viies	πέμπτος	NUM;NOM;SG	NUM;NOM;NEUT;SG
kabel	τσάπελ	kabel	τσάπελ	N;NOM;SG	
kaotati	καταργείται	kaotama	καταργώ	V;IND;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
man	φίλε	man	φίλομαι	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
man	φιλε	man	φίλομαι	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
süüria	συρία	süüria	συρία	N;NOM;SG	PROPN;ACC;FEM;SG
süüria	συρίας	süüria	συρία	N;NOM;SG	PROPN;GEN;FEM;SG
süüria	συρίας	süüria	συρία	N;NOM;SG	PROPN;GEN;FEM;SG
vastas	απάντησαν	vastama	απαντώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
liigub	κινήσεις	liikuma	κίνηση	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
liigub	μετακόμιση	liikuma	μετακόμιση	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
liigub	μετακίνηση	liikuma	μετακίνηση	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
liigub	κινείται	liikuma	κινώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
tom	τομ	tom	τομ	N;NOM;SG	
tom	tom	tom	tom	N;NOM;SG	
vanaisa	παππού	vana_isa	παππού	N;NOM;SG	N;ACC;MASC;SG
vanaisa	παππού	vana_isa	παππού	N;NOM;SG	N;ACC;MASC;SG
kohalikud	τοπικός	kohalik	τοπικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
kohalikud	τοπική	kohalik	τοπικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kohalikud	τοπικά	kohalik	τοπικά	ADJ;NOM;PL	ADV
kohalikud	τοπικό	kohalik	τοπικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
sepp	σιδερά	sepp	σιδερά	N;NOM;SG	PROPN;NOM;MASC;SG
toetab	στηρίγματα	toetama	στήριγμα	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
vajab	χρειαζεται	vajama	χρειάζομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vajab	χρειάζεται	vajama	χρειάζομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vajab	ανάγκες	vajama	ανάγκη	V;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
hooaeg	εποχή	hoo_aeg	εποχή	N;NOM;SG	N;ACC;FEM;SG
hooaeg	σεζον	hoo_aeg	σεζον	N;NOM;SG	
hooaeg	σεζόν	hoo_aeg	σεζόν	N;NOM;SG	N;ACC;FEM;SG
šoti	σκωτίας	šott	σκωτία	N;NOM;SG	PROPN;GEN;FEM;SG
piir	όρια	piir	όριο	N;NOM;SG	N;NOM;NEUT;PL
piir	σύνορα	piir	σύνορο	N;NOM;SG	N;NOM;NEUT;PL
piir	συνορα	piir	σύνορο	N;NOM;SG	N;NOM;NEUT;PL
toodi	έφερε	tooma	φέρω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
föderatsiooni	ομοσπονδίας	föderatsioon	ομοσπονδία	N;PRT;SG	N;GEN;FEM;SG
föderatsiooni	ομοσπονδία	föderatsioon	ομοσπονδία	N;PRT;SG	N;NOM;FEM;SG
elanikud	κατοίκους	elanik	κάτοικος	N;NOM;PL	N;ACC;MASC;PL
elanikud	κατοίκους	elanik	κάτοικος	N;NOM;PL	N;ACC;MASC;PL
kasutamiseks	χρήση	kasutamine	χρήση	N;TRANS;SG	N;ACC;FEM;SG
kasutamiseks	χρησιμοποίηση	kasutamine	χρησιμοποίηση	N;TRANS;SG	N;ACC;FEM;SG
okupatsiooni	κατοχή	okupatsioon	κατοχή	N;PRT;SG	N;ACC;FEM;SG
okupatsiooni	επάγγελμα	okupatsioon	επάγγελμα	N;PRT;SG	N;NOM;NEUT;SG
lause	ποινή	lause	ποινή	N;NOM;SG	N;ACC;FEM;SG
eristada	διακεκριμένη	eristama	διακεκριμένος	V;NFIN	ADJ;NOM;FEM;SG
eristada	διακεκριμένο	eristama	διακεκριμένος	V;NFIN	ADJ;NOM;NEUT;SG
eristada	διακεκριμένος	eristama	διακεκριμένος	V;NFIN	ADJ;NOM;MASC;SG
kohus	κορτ	kohus	κορτ	N;NOM;SG	
vormi	μορφη	vorm	μορφη	N;PRT;SG	N;NOM;FEM;SG
vormi	μορφή	vorm	μορφή	N;PRT;SG	N;NOM;FEM;SG
vormi	έντυπο	vorm	έντυπο	N;PRT;SG	N;NOM;NEUT;SG
vormi	φόρμα	vorm	φόρμα	N;PRT;SG	N;ACC;FEM;SG
intervjuu	συνέντευξη	intervjuu	συνέντευξη	N;NOM;SG	N;ACC;FEM;SG
väljaanne	έκδοση	välja_anne	έκδοση	N;NOM;SG	N;ACC;FEM;SG
pakkus	προσφέρθηκαν	pakkuma	προσφέρω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
pakkus	προσφέρεται	pakkuma	προσφέρω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
pakkus	προσφέρθηκε	pakkuma	προσφέρω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
pakkus	προσφέρονται	pakkuma	προσφέρω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
kirjeldas	περιγράφεται	kirjeldama	περιγράφω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
kirjeldas	περιγράφηκε	kirjeldama	περιγράφω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
allium	allium	allium	allium	N;NOM;SG	
jugoslaavia	γιουγκοσλαβία	jugo_slaavia	γιουγκοσλαβία	ADJ	PROPN;ACC;FEM;SG
jugoslaavia	γιουγκοσλαβίας	jugo_slaavia	γιουγκοσλαβία	ADJ	PROPN;GEN;FEM;SG
väitis	ισχυρίστηκε	väitma	ισχυρίζομαι	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
tootmine	παραγωγής	tootmine	παραγωγή	N;NOM;SG	N;GEN;FEM;SG
alumine	χαμηλότερο	alumine	χαμηλός	ADJ;NOM;SG	ADJ;NOM;CMPR;NEUT;SG
alumine	κάτω	alumine	κάτω	ADJ;NOM;SG	ADV
alumine	κατώτερη	alumine	κατώς	ADJ;NOM;SG	N;NOM;FEM;SG
alumine	χαμηλότερα	alumine	χαμηλά	ADJ;NOM;SG	ADV;CMPR
rida	line	rida	line	N;NOM;SG	
rida	σειρά	rida	σειρά	N;NOM;SG	N;ACC;FEM;SG
rida	ρόου	rida	ρόος	N;NOM;SG	N;VOC;MASC;SG
perioodi	περίοδος	periood	περίοδος	N;PRT;SG	N;NOM;FEM;SG
perioodi	περίοδο	periood	περίοδος	N;PRT;SG	N;ACC;FEM;SG
bosnia	βοσνία	bosnia	βοσνία	ADJ	PROPN;ACC;FEM;SG
burgundia	βουργουνδίας	burgundia	βουργουνδία	N;NOM;SG	N;GEN;FEM;SG
burgundia	μπορντό	burgundia	μπορντό	N;NOM;SG	PROPN;NOM;NEUT;SG
langenud	πεσμένο	langema	πεσμένο	V;PST;V.PTCP;ACT	ADJ;NOM;NEUT;SG
iseloomulik	χαρακτηριστικό	ise_loomulik	χαρακτηριστικός	ADJ;NOM;SG	N;NOM;NEUT;SG
edaspidi	εφεξής	edas_pidi	εφεξής	ADV	N;GEN;FEM;SG
edaspidi	εφεξής	edas_pidi	εφεξής	ADV	N;GEN;FEM;SG
tšehhoslovakkia	τσεχοσλοβακία	tšehho_slovakkia	τσεχοσλοβακία	N;NOM;SG	PROPN;NOM;FEM;SG
temperatuuri	θερμοκρασία	temperatuur	θερμοκρασία	N;PRT;SG	N;NOM;FEM;SG
korpus	corpus	korpus	corpus	N;NOM;SG	
kaal	βάρος	kaal	βάρος	N;NOM;SG	N;ACC;NEUT;SG
pinge	ένταση	pinge	ένταση	N;NOM;SG	N;ACC;FEM;SG
pinge	τάσης	pinge	τάση	N;NOM;SG	N;GEN;FEM;SG
funktsiooni	συνάρτηση	funktsioon	συνάρτηση	N;PRT;SG	N;ACC;FEM;SG
funktsiooni	λειτουργία	funktsioon	λειτουργία	N;PRT;SG	N;ACC;FEM;SG
tasuta	δωρεάν	tasu	δωρεάν	N;PRIV;SG	
tasuta	free	tasu	free	N;PRIV;SG	
tasuta	ελεύθερος	tasu	ελεύθερος	N;PRIV;SG	ADJ;NOM;MASC;SG
tasuta	ελεύθερη	tasu	ελεύθερος	N;PRIV;SG	ADJ;NOM;FEM;SG
noored	νέων	noor	νέος	N;NOM;PL	ADJ;GEN;FEM;PL
noored	νέοι	noor	νέος	N;NOM;PL	ADJ;NOM;MASC;PL
noored	νιότη	noor	νιότης	N;NOM;PL	N;ACC;FEM;SG
noored	νεολαία	noor	νεολαία	N;NOM;PL	N;NOM;FEM;SG
noored	νεότητα	noor	νεότητα	N;NOM;PL	N;NOM;FEM;SG
noored	νεαρός	noor	νεαρός	N;NOM;PL	N;NOM;MASC;SG
noored	νέος	noor	νέος	N;NOM;PL	ADJ;NOM;MASC;SG
madala	χαμηλά	madal	χαμηλός	ADJ;GEN;SG	ADV
madala	χαμηλό	madal	χαμηλός	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
madala	χαμηλή	madal	χαμηλός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
madala	χαμηλός	madal	χαμηλός	ADJ;GEN;SG	ADJ;NOM;MASC;SG
jevgeni	γιεβγκένι	jevgen	γιεβγκένι	N;SG	N;NOM
impeeriumi	αυτοκρατορία	impeerium	αυτοκρατορία	N;PRT;SG	N;NOM;FEM;SG
impeeriumi	empire	impeerium	empire	N;PRT;SG	
pikad	μακρύς	pikk	μακρύς	ADJ;NOM;PL	ADJ;NOM;MASC;SG
pikad	μακρύ	pikk	μακρύς	ADJ;NOM;PL	N;NOM;NEUT;SG
pikad	λονγκ	pikk	λονγκ	ADJ;NOM;PL	
pikad	long	pikk	long	ADJ;NOM;PL	
mets	μετς	mets	μετς	N;NOM;SG	PROPN;NOM;FEM;SG
mets	γουντς	mets	γουντς	N;NOM;SG	
mets	δάση	mets	δάσος	N;NOM;SG	N;NOM;NEUT;PL
jää	πάγο	jää	πάγος	N;NOM;SG	ADV
jää	ice	jää	ice	N;NOM;SG	
energiat	ενέργειας	energia	ενέργεια	N;PRT;SG	N;GEN;FEM;SG
energiat	ενέργεια	energia	ενέργεια	N;PRT;SG	N;NOM;FEM;SG
united	united	united	united	N;NOM;SG	
united	ενωμένη	united	ενώνω	N;NOM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
united	ενωμένοι	united	ενωμένος	N;NOM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
united	ηνωμένο	united	ηνωμένος	N;NOM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
elizabeth	ελίζαμπεθ	elizabeth	ελίζαμπεθ	N;NOM;SG	
elizabeth	elizabeth	elizabeth	elizabeth	N;NOM;SG	
pärsia	περσία	pärsia	περσία	ADJ	PROPN;NOM;FEM;SG
eurot	ευρώ	euro	ευρώ	N;PRT;SG	N;ACC;NEUT;SG
eurot	ευρώ	euro	ευρώ	N;PRT;SG	N;ACC;NEUT;SG
eurot	eur	euro	eur	N;PRT;SG	
sitsiilia	σικελίας	sitsiilia	σικελία	ADJ	PROPN;GEN;FEM;SG
sitsiilia	σικελία	sitsiilia	σικελία	ADJ	PROPN;ACC;FEM;SG
siberi	σιβηρίας	siber	σιβηρία	N;NOM;SG	N;GEN;FEM;SG
siberi	σιβηρία	siber	σιβηρία	N;NOM;SG	N;ACC;FEM;SG
juhib	οδηγούς	juhtima	οδηγός	V;IND;SG;3;PRS;FIN;ACT	N;ACC;MASC;PL
juhib	οδηγοί	juhtima	οδηγός	V;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
francesco	φραντσέσκο	francesco	φραντσέσκο	N;NOM;SG	
