propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
hang	pendre	hang	pendre	N	V;NFIN
hang	accrocher	hang	accrocher	N	V;NFIN
stadtmauer	murs	stadtmau	mur		N;MASC;PL
stadtmauer	remparts	stadtmau	rempart		N;MASC;PL
labor	laboratoires	labor	laboratoire		N;MASC;PL
labor	labos	labor	labo		N;MASC;PL
labor	laboratoire	labor	laboratoire		N;MASC;SG
labor	laboratoires	labor	laboratoire		N;MASC;PL
labor	laboratoire	labor	laboratoire		N;MASC;SG
labor	labo	labor	labo		N;MASC;SG
labor	lab	labor	lab		N;MASC;SG
samstag	samedi	samstag	samedi	ADV	N;MASC;SG
samstag	saturday	samstag	saturday	ADV	PROPN
samstag	samedis	samstag	samedi	ADV	N;MASC;PL
lehmann	lehmann	lehmann	lehmann	PROPN;NOM;SG	PROPN
classic	classic	classic	classic	PROPN	N;MASC;SG
classic	classique	classic	classique	PROPN	ADJ;MASC;SG
classic	classiques	classic	classique	PROPN	ADJ;MASC;PL
wirtschafts	économique	wirtschafts	économique	PROPN	ADJ;MASC;SG
wirtschafts	economiques	wirtschafts	economique	PROPN	ADJ;MASC;PL
wirtschafts	economique	wirtschafts	economique	PROPN	ADJ;MASC;SG
herausragende	éminent	herausragend	éminent	ADJ;NOM;FEM;PL	ADJ;MASC;SG
herausragende	éminents	herausragend	éminent	ADJ;NOM;FEM;PL	N;MASC;PL
herausragende	remarquable	herausragend	remarquable	ADJ;NOM;FEM;PL	ADJ;MASC;SG
med	med	med	med		
oberste	supreme	ober	supreme	ADJ;NOM	N;MASC;SG
schwäbisch	schwäbisch	schwäbisch	schwäbisch	ADJ	PROPN
berühmt	célébrités	berühmt	célébrité	ADJ	N;FEM;PL
berühmt	célébrité	berühmt	célébrité	ADJ	N;FEM;SG
berühmt	célébrité	berühmt	célébrité	ADJ	N;FEM;SG
berühmt	renommée	berühmt	renommer	ADJ	V;FEM;SG;PST;V.PTCP
berühmt	gloire	berühmt	gloire	ADJ	N;FEM;SG
berühmt	fame	berühmt	fame	ADJ	N;MASC;SG
berühmt	renommée	berühmt	renommer	ADJ	V;FEM;SG;PST;V.PTCP
berühmt	renommés	berühmt	renommé	ADJ	V;MASC;PL;PST;V.PTCP
berühmt	renommé	berühmt	renommer	ADJ	V;MASC;SG;PST;V.PTCP
restaurierung	rénovations	restaurierung	rénovation	N;NOM;FEM;SG	N;FEM;PL
restaurierung	restaurer	restaurierung	restaurer	N;NOM;FEM;SG	V;NFIN
restaurierung	restaurations	restaurierung	restauration	N;NOM;FEM;SG	N;FEM;PL
jonas	jonas	jonas	jonas	PROPN;NOM;MASC;SG	PROPN
jonas	jonas	jonas	jonas	PROPN;NOM;MASC;SG	PROPN
jonas	jonah	jonas	jonah	PROPN;NOM;MASC;SG	PROPN
umzug	bouger	umzugen	bouger	N;SG	V;NFIN
umzug	déménager	umzugen	déménager	N;SG	V;NFIN
umzug	défilé	umzugen	défilé	N;SG	V;MASC;SG;PST;V.PTCP
ski	skis	ski	ski		N;MASC;SG
ski	ski	ski	ski		N;MASC;SG
ski	skier	ski	skier		V;NFIN
weichen	interrupteurs	weichen	interrupteur	V;NFIN	N;MASC;PL
weichen	commutateurs	weichen	commutateur	V;NFIN	N;MASC;PL
ansprechen	réponse	ansprechen	réponse	V;NFIN	N;FEM;SG
ansprechen	réaction	ansprechen	réaction	V;NFIN	N;FEM;SG
gezielt	ciblée	gezielt	cibler	ADJ	V;FEM;SG;PST;V.PTCP
gezielt	ciblés	gezielt	cibler	ADJ	V;MASC;PL;PST;V.PTCP
gezielt	ciblé	gezielt	cibler	ADJ	V;MASC;SG;PST;V.PTCP
gezielt	ciblées	gezielt	ciblé	ADJ	V;FEM;PL;PST;V.PTCP
held	héro	held	héro	PROPN;SG	N;MASC;SG
held	héros	held	héros	PROPN;SG	N;MASC;SG
held	hero	held	hero	PROPN;SG	N;MASC;SG
erhöhung	augmenter	erhöhung	augmenter	N;NOM;FEM;SG	V;NFIN
erhöhung	accroître	erhöhung	accroître	N;NOM;FEM;SG	V;NFIN
silbernen	argenté	silbern	argenté	ADJ	V;MASC;SG;PST;V.PTCP
kfz	automobile	kfz	automobile		ADJ;MASC;SG
wüste	désert	wüst	désert		N;MASC;SG
wüste	désertique	wüst	désertique		ADJ;MASC;SG
wüste	sauvage	wüst	sauvage		ADJ;MASC;SG
wüste	déserts	wüst	désert		N;MASC;PL
verkauften	vendue	verkaufen	vendre	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
verkauften	vendu	verkaufen	vendre	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
adolph	adolph	adolph	adolph	PROPN;NOM;MASC;SG	PROPN
adolph	adolphe	adolph	adolphe	PROPN;NOM;MASC;SG	N;MASC;SG
polizisten	policière	polizist	policier	N;PL	ADJ;FEM;SG
polizisten	police	polizist	police	N;PL	N;FEM;SG
polizisten	policier	polizist	policier	N;PL	N;MASC;SG
polizisten	gendarme	polizist	gendarme	N;PL	N;MASC;SG
polizisten	policier	polizist	policier	N;PL	N;MASC;SG
mhz	mhz	mhz	mhz		N;MASC;PL
uci	uci	uci	uci	PROPN;NOM;SG	N;MASC;SG
carter	carter	carter	carter	PROPN;NOM;SG	N;MASC;SG
princeton	princeton	princeton	princeton	PROPN;NOM;SG	PROPN
latein	latin	latein	latin	ADJ	N;MASC;SG
tschechische	tchèque	tschechisch	tchèque	ADJ;NOM;FEM;PL	N;MASC;SG
atlanta	atlanta	atlanta	atlanta	PROPN	PROPN
hip	hip	hip	hip	ADJ	N;MASC;SG
hip	hanches	hip	hanche	ADJ	N;FEM;PL
hip	branché	hip	branché	ADJ	V;MASC;SG;PST;V.PTCP
hip	hanche	hip	hanche	ADJ	N;FEM;SG
antwerpen	anvers	antwerpen	anvers		PROPN
kaiserslautern	kaiserslautern	kaiserslaut	kaiserslautern	PROPN;NOM;SG	PROPN
bks	bks	bks	bks	;SG	PROPN
invasion	envahir	invasion	envahir		V;NFIN
invasion	invasion	invasion	invasion		N;FEM;SG
invasion	invasions	invasion	invasion		N;FEM;PL
invasion	envahir	invasion	envahir		V;NFIN
invasion	envahissent	invasion	envahir		V;IND;PL;3;PRS;FIN
invasion	envahit	invasion	envahir		V;IND;SG;3;PRS;FIN
antonius	anthony	antonius	anthony	PROPN;NOM;MASC;SG	PROPN
antonius	antoine	antonius	antoine	PROPN;NOM;MASC;SG	N;MASC;SG
antonius	antony	antonius	antony	PROPN;NOM;MASC;SG	PROPN
antonius	antoine	antonius	antoine	PROPN;NOM;MASC;SG	N;MASC;SG
antonius	antonius	antonius	antonius	PROPN;NOM;MASC;SG	PROPN
muhammad	muhammad	muhammad	muhammad	PROPN;NOM;SG	PROPN
muhammad	mahomet	muhammad	mahomet	PROPN;NOM;SG	N;MASC;SG
gegenwärtig	actuellement	gegenwärtig	actuellement	ADJ	ADV
gegenwärtig	présentement	gegenwärtig	présentement	ADJ	ADV
gegenwärtig	présentement	gegenwärtig	présentement	ADJ	ADV
northern	septentrionale	northern	septentrional	PROPN	ADJ;FEM;SG
northern	nordique	northern	nordique	PROPN	ADJ;MASC;SG
northern	septentrional	northern	septentrional	PROPN	ADJ;MASC;SG
northern	northern	northern	northern	PROPN	PROPN
northern	nord	northern	nord	PROPN	N;MASC;SG
julian	julian	julian	julian	PROPN;NOM;MASC;SG	PROPN
julian	julien	julian	julien	PROPN;NOM;MASC;SG	PROPN
nil	néant	nil	néant	PROPN;NOM;MASC;SG	N;MASC;SG
nil	nil	nil	nil	PROPN;NOM;MASC;SG	N;MASC;SG
nil	nil	nil	nil	PROPN;NOM;MASC;SG	N;MASC;SG
selbständige	indépendant	selbständig	indépendant	ADJ;NOM;FEM;PL	ADJ;MASC;SG
selbständige	indépendante	selbständig	indépendant	ADJ;NOM;FEM;PL	ADJ;FEM;SG
güterverkehr	marchandises	güterverkehr	marchandise	ADJ	N;FEM;PL
güterverkehr	fret	güterverkehr	fret	ADJ	N;MASC;SG
sant	sant	senen	santir	PROPN	PROPN
abc	abc	abc	abc		PROPN
herrscht	règne	herrschen	règne	V;IND;SG;3;PRS;FIN	N;MASC;SG
kiew	kiev	keißen	kiev		PROPN
kiew	kiev	keißen	kiev		PROPN
hard	difficiles	hard	difficile	PROPN	ADJ;MASC;PL
hard	dur	hard	dur	PROPN	ADJ;MASC;SG
hard	hard	hard	hard	PROPN	N;MASC;SG
hard	difficile	hard	difficile	PROPN	ADJ;MASC;SG
hard	dure	hard	dur	PROPN	ADJ;FEM;SG
wiedergänger	revenant	wiedergänger	revenir	ADJ	V;PRS;V.PTCP
faust	faust	fausen	faust		PROPN
faust	poing	fausen	poing		N;MASC;SG
faust	poings	fausen	poing		N;MASC;PL
faust	fist	fausen	fist		N;MASC;SG
vita	vita	vita	vita		N;FEM;SG
unverändert	inchangée	unverändert	inchanger	ADJ	V;FEM;SG;PST;V.PTCP
unverändert	inchangés	unverändert	inchangé	ADJ	V;MASC;PL;PST;V.PTCP
unverändert	inchangé	unverändert	inchangé	ADJ	V;MASC;SG;PST;V.PTCP
unverändert	inchangées	unverändert	inchangé	ADJ	V;FEM;PL;PST;V.PTCP
evans	evans	evans	evans	PROPN;NOM;MASC;SG	PROPN
anlehnung	appartenance	anlehnung	appartenance	ADJ	N;FEM;SG
anlehnung	affiliation	anlehnung	affiliation	ADJ	N;FEM;SG
interessante	intéressante	interessant	intéressant	ADJ;NOM;FEM;PL	ADJ;FEM;SG
interessante	intéressant	interessant	intéressant	ADJ;NOM;FEM;PL	ADJ;MASC;SG
holding	holding	holding	holding		N;FEM;SG
apple	pommier	applen	pommier		N;MASC;SG
apple	pommes	applen	pomme		N;FEM;PL
apple	apple	applen	apple		PROPN
apple	pomme	applen	pomme		N;FEM;SG
schlage	suggérez	schlage	suggérer	V;SG;FIN	V;IMP;PL;2;PRS;FIN
schwanz	dick	schwanzen	dick	N	PROPN
fisch	poissons	fisch	poisson		N;MASC;PL
fisch	poisson	fisch	poisson		N;MASC;SG
fisch	poissons	fisch	poisson		N;MASC;PL
fisch	pêcher	fisch	pêcher		V;NFIN
fisch	poisson	fisch	poisson		N;MASC;SG
thron	trône	thron	trône		N;MASC;SG
rapper	rappeurs	rapper	rappeur		N;MASC;PL
rapper	rappeur	rapper	rappeur		N;MASC;SG
ozean	océanique	ozean	océanique		ADJ;MASC;SG
ozean	océaniques	ozean	océanique		ADJ;MASC;PL
ozean	océans	ozean	océan		N;MASC;PL
ozean	océan	ozean	océan		N;MASC;SG
konservatorium	véranda	konservatorium	véranda	PROPN	N;FEM;SG
konservatorium	conservatoire	konservatorium	conservatoire	PROPN	N;MASC;SG
konservatorium	conservatoire	konservatorium	conservatoire	PROPN	N;MASC;SG
untergrund	underground	untergrund	underground	ADJ	N;MASC;SG
untergrund	souterrain	untergrund	souterrain	ADJ	N;MASC;SG
untergrund	souterrains	untergrund	souterrain	ADJ	N;MASC;PL
untergrund	substrat	untergrund	substrat	ADJ	N;MASC;SG
untergrund	substrats	untergrund	substrat	ADJ	N;MASC;PL
redundanz	redondant	redundanz	redonder	N	ADJ;MASC;SG
senior	seniors	senior	senior	PROPN;NOM;SG	ADJ;MASC;PL
senior	aîné	senior	aîné	PROPN;NOM;SG	ADJ;MASC;SG
senior	senior	senior	senior	PROPN;NOM;SG	N;MASC;SG
cooper	cooper	cooper	cooper	PROPN;NOM;SG	PROPN
rechner	calculatrice	rechner	calculateur		N;FEM;SG
rechner	calculateur	rechner	calculateur		N;MASC;SG
rechner	informatique	rechner	informatique		ADJ;MASC;SG
rechner	ordinateurs	rechner	ordinateur		N;MASC;PL
rechner	hôte	rechner	hôte		N;MASC;SG
rechner	ordinateurs	rechner	ordinateur		N;MASC;PL
rechner	ordinateur	rechner	ordinateur		N;MASC;SG
rechner	hôtes	rechner	hôte		N;MASC;PL
rechner	calculatrices	rechner	calculateur		N;FEM;PL
rechner	calculateurs	rechner	calculateur		N;MASC;PL
ulmer	ulmer	ulm	ulmer		PROPN
schubert	schubert	schubern	schubert		N;MASC;SG
brigitte	brigitte	brigitt	brigitte	PROPN;NOM;FEM;SG	N;FEM;SG
barry	barry	barry	barry	PROPN;SG	PROPN
neuauflage	réédité	neuauflage	rééditer	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
brüdern	freres	brüdern	frer		N;MASC;PL
brüdern	frères	brüdern	frère		N;MASC;PL
brüdern	brothers	brüdern	brother		PROPN
patent	brevets	patent	brevet	PROPN	N;MASC;PL
patent	brevet	patent	brevet	PROPN	N;MASC;SG
patent	brevets	patent	brevet	PROPN	N;MASC;PL
webseiten	site	webseiten	site	V;NFIN	N;MASC;SG
webseiten	web	webseiten	web	V;NFIN	N;MASC;SG
webseiten	enchaînement	webseiten	enchaînement	V;NFIN	N;MASC;SG
webseiten	sites	webseiten	site	V;NFIN	N;MASC;PL
webseiten	sites	webseiten	site	V;NFIN	N;MASC;PL
knochen	bones	knochen	bone	V;NFIN	PROPN
knochen	os	knochen	os	V;NFIN	N;MASC;SG
knochen	osseuse	knochen	osseux	V;NFIN	ADJ;FEM;SG
knochen	osseux	knochen	osseux	V;NFIN	ADJ;MASC;SG
knochen	os	knochen	os	V;NFIN	N;MASC;SG
knochen	bone	knochen	bone	V;NFIN	PROPN
ack	ack	ack	ack		N;MASC;SG
veb	veb	veb	veb	PROPN	N;MASC;SG
posen	poznan	pos	poznan	PROPN	PROPN
posen	poznań	pos	poznań	PROPN	PROPN
posen	poses	pos	pose	PROPN	N;FEM;PL
posen	pose	pos	pose	PROPN	N;FEM;SG
posen	posen	pos	posen	PROPN	N;MASC;SG
rechtlich	juridiquement	rechtlich	juridiquement	ADJ	ADV
rechtlich	légalement	rechtlich	légalement	ADJ	ADV
wenzel	wenzel	wenzel	wenzel		PROPN
wenzel	wenceslas	wenzel	wenceslas		PROPN
pionier	pionnier	pionier	pionnier	ADJ	N;MASC;SG
pionier	pionnier	pionier	pionnier	ADJ	N;MASC;SG
pionier	pioneer	pionier	pioneer	ADJ	N;MASC;SG
pionier	pionniers	pionier	pionnier	ADJ	N;MASC;PL
pionier	pionniers	pionier	pionnier	ADJ	N;MASC;PL
type	taper	type	taper		V;NFIN
type	type	type	type		N;MASC;SG
type	tapez	type	tape		V;IMP;PL;2;PRS;FIN
blütezeit	floraison	blütezeit	floraison	ADJ	N;FEM;SG
blütezeit	fleurir	blütezeit	fleurir	ADJ	V;NFIN
blütezeit	floraison	blütezeit	floraison	ADJ	N;FEM;SG
blütezeit	bloom	blütezeit	bloom	ADJ	PROPN
metz	metz	metz	metz	PROPN;NOM;MASC;SG	PROPN
harold	harold	harold	harold	PROPN;NOM;MASC;SG	PROPN
brothers	freres	brothers	frer	PROPN;NOM;SG	N;MASC;PL
brothers	frères	brothers	frère	PROPN;NOM;SG	N;MASC;PL
brothers	brothers	brothers	brother	PROPN;NOM;SG	PROPN
tests	tester	tests	tester	N	V;NFIN
entfernten	distants	entfernt	distant	V;IND;PL;3;PST;FIN	ADJ;MASC;PL
entfernten	lointain	entfernt	lointain	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
entfernten	distante	entfernt	distant	V;IND;PL;3;PST;FIN	ADJ;FEM;SG
ausgehen	discothèques	ausgehen	discothèque	V;NFIN	N;FEM;PL
ausgehen	rencontres	ausgehen	rencontre	V;NFIN	N;FEM;PL
ausgehen	dehors	ausgehen	dehors	V;NFIN	ADV
ausgehen	out	ausgehen	out	V;NFIN	PROPN
lebenslauf	reprend	lebenslauf	reprendre		V;IND;SG;3;PRS;FIN
lebenslauf	biographie	lebenslauf	biographie		N;FEM;SG
lebenslauf	biographiques	lebenslauf	biographique		ADJ;MASC;PL
lebenslauf	reprenez	lebenslauf	reprendre		V;IMP;PL;2;PRS;FIN
lebenslauf	reprendre	lebenslauf	reprendre		V;NFIN
lebenslauf	cv	lebenslauf	cv		N;MASC;SG
lebenslauf	reprise	lebenslauf	reprendre		V;FEM;SG;PST;V.PTCP
alkohol	alcools	alkohol	alcool		N;MASC;PL
alkohol	alcool	alkohol	alcool		N;MASC;SG
gene	gènes	gen	gène		N;MASC;PL
gene	gène	gen	gène		N;MASC;SG
gene	gene	gen	gene		PROPN
gene	gènes	gen	gène		N;MASC;PL
rechnen	arithmétique	rechnen	arithmétique	V;NFIN	ADJ;MASC;SG
rechnen	maths	rechnen	math	V;NFIN	N;MASC;PL
rechnen	mathématique	rechnen	mathématique	V;NFIN	ADJ;MASC;SG
rechnen	mathématiques	rechnen	mathématique	V;NFIN	N;FEM;PL
silva	silva	silva	silva	PROPN	PROPN
bemerkenswert	remarquablement	bemerkenswert	remarquablement	ADJ	ADV
menschheit	humanité	menschheit	humanité		N;FEM;SG
ehre	honneur	ehr	honneur		N;MASC;SG
ehre	honneur	ehr	honneur		N;MASC;SG
ehre	honorer	ehr	honorer		V;NFIN
ehre	glorieux	ehr	glorieux		ADJ;MASC;SG
ehre	gloire	ehr	gloire		N;FEM;SG
ehre	glory	ehr	glory		PROPN
toll	super	toll	super	ADJ	ADV
toll	péage	toll	péage	ADJ	N;MASC;SG
toll	péages	toll	péage	ADJ	N;MASC;PL
christ	chrétiens	christ	chrétien	PROPN	N;MASC;PL
christ	christianisme	christ	christianisme	PROPN	N;MASC;SG
christ	chrétienne	christ	chrétien	PROPN	ADJ;FEM;SG
christ	christian	christ	christian	PROPN	PROPN
christ	chrétien	christ	chrétien	PROPN	ADJ;MASC;SG
christ	christ	christ	christ	PROPN	N;MASC;SG
vorwort	préambule	vorworen	préambuler		N;MASC;SG
vorwort	préface	vorworen	préface		N;FEM;SG
vorwort	préface	vorworen	préface		N;FEM;SG
miami	miami	miami	miami	PROPN;NOM;MASC;SG	PROPN
shanghai	shanghai	shanghai	shanghai	PROPN;NOM;MASC;SG	PROPN
mexico	mexique	mexico	mexique	PROPN;NOM;SG	ADJ;MASC;SG
bischofs	évêques	bischofs	évêque		N;MASC;PL
bischofs	évêque	bischofs	évêque		N;MASC;SG
bischofs	bishop	bischofs	bishop		PROPN
vertretung	rép	vertretung	rép	N;FEM;SG	
fauna	faune	fauna	faune		N;FEM;SG
fauna	faune	fauna	faune		N;FEM;SG
protokoll	minutes	protokoll	minute	ADJ	N;FEM;PL
protokoll	transcription	protokoll	transcription	ADJ	N;FEM;SG
protokoll	protocole	protokoll	protocole	ADJ	N;MASC;SG
protokoll	protocol	protokoll	protocole	ADJ	N;MASC;SG
protokoll	bûche	protokoll	bûche	ADJ	N;FEM;SG
protokoll	grumes	protokoll	grume	ADJ	N;FEM;PL
athleten	athlètes	athlet	athlète	V;IND;PL;3;PST;FIN	N;MASC;PL
athleten	athlète	athlet	athlète	V;IND;PL;3;PST;FIN	N;MASC;SG
athleten	athlètes	athlet	athlète	V;IND;PL;3;PST;FIN	N;MASC;PL
athleten	sportifs	athlet	sportif	V;IND;PL;3;PST;FIN	ADJ;MASC;PL
lahn	lahn	lahn	lahn	PROPN;NOM;SG	PROPN
teilnehmern	participants	teilnehmern	participant	V;NFIN	N;MASC;PL
teilnehmern	participants	teilnehmern	participant	V;NFIN	N;MASC;PL
baker	boulanger	bak	boulanger	PROPN	N;MASC;SG
baker	baker	bak	baker	PROPN	PROPN
ethnischen	ethnique	ethnisch	ethnique	ADJ;PL	ADJ;MASC;SG
copa	copa	copa	copa	PROPN;NOM;SG	PROPN
udo	udo	udo	udo	PROPN;NOM;MASC;SG	PROPN
steuerung	contrôler	steuerung	contrôler	ADJ	V;NFIN
steuerung	contrôle	steuerung	contrôle	ADJ	N;MASC;SG
steuerung	manette	steuerung	manette	ADJ	N;FEM;SG
steuerung	contrôleur	steuerung	contrôleur	ADJ	N;MASC;SG
steuerung	contrôler	steuerung	contrôler	ADJ	V;NFIN
steuerung	contrôlant	steuerung	contrôler	ADJ	V;PRS;V.PTCP
steuerung	gouvernance	steuerung	gouvernance	ADJ	N;FEM;SG
steuerung	contrôles	steuerung	contrôle	ADJ	N;MASC;PL
steuerung	commandes	steuerung	commande	ADJ	N;FEM;PL
vortrag	parler	vortragen	parler	N;SG	V;NFIN
vortrag	parle	vortragen	parler	N;SG	V;IND;SG;3;PRS;FIN
vortrag	talk	vortragen	talk	N;SG	PROPN
vortrag	parlez	vortragen	parler	N;SG	V;IMP;PL;2;PRS;FIN
prinzipien	principes	prinzip	principe	V;NFIN	N;MASC;PL
comedy	comédie	comedy	comédie	PROPN	N;FEM;SG
comedy	comique	comedy	comique	PROPN	N;MASC;SG
basketballspieler	basket	basketballspieler	basket	ADJ	N;MASC;SG
basketballspieler	basketball	basketballspieler	basketball	ADJ	N;MASC;SG
hansen	hansen	hansen	hansen	PROPN;NOM;SG	PROPN
catherine	catherine	catherine	catherine	PROPN;NOM;SG	N;FEM;SG
aufteilung	allocation	aufteilung	allocation	ADJ;SG	N;FEM;SG
aufteilung	affectation	aufteilung	affectation	ADJ;SG	N;FEM;SG
aufteilung	dotation	aufteilung	dotation	ADJ;SG	N;FEM;SG
aufteilung	attribution	aufteilung	attribution	ADJ;SG	N;FEM;SG
aufteilung	répartition	aufteilung	répartition	ADJ;SG	N;FEM;SG
aufteilung	décomposition	aufteilung	décomposition	ADJ;SG	N;FEM;SG
aufteilung	ventilation	aufteilung	ventilation	ADJ;SG	N;FEM;SG
aufteilung	répartition	aufteilung	répartition	ADJ;SG	N;FEM;SG
aufteilung	distribution	aufteilung	distribution	ADJ;SG	N;FEM;SG
aufteilung	fractionnement	aufteilung	fractionnement	ADJ;SG	N;MASC;SG
aufteilung	scission	aufteilung	scission	ADJ;SG	N;FEM;SG
böhmischen	bohème	böhmisch	bohème	ADJ;NOM;PL	ADJ;MASC;SG
böhmischen	bohême	böhmisch	bohême	ADJ;NOM;PL	ADJ;MASC;SG
erwachsene	adultes	erwachsen	adulte	ADJ;NOM;FEM;PL	N;MASC;PL
erwachsene	adulte	erwachsen	adulte	ADJ;NOM;FEM;PL	ADJ;MASC;SG
erwachsene	adulte	erwachsen	adulte	ADJ;NOM;FEM;PL	ADJ;MASC;SG
erwachsene	adultes	erwachsen	adulte	ADJ;NOM;FEM;PL	N;MASC;PL
werfen	plâtre	werfen	plâtre	V;NFIN	N;MASC;SG
mexikanischen	mexicaine	mexikanisch	mexicain	ADJ;NOM;MASC;PL	ADJ;FEM;SG
mexikanischen	mexicain	mexikanisch	mexicain	ADJ;NOM;MASC;PL	ADJ;MASC;SG
philosophen	philosophes	philosophen	philosophe		N;MASC;PL
philosophen	philosophes	philosophen	philosophe		N;MASC;PL
philosophen	philosophe	philosophen	philosophe		N;MASC;SG
frag	demander	frag	demander		V;NFIN
frag	demandez	frag	demander		V;IMP;PL;2;PRS;FIN
frag	demande	frag	demande		N;FEM;SG
dicke	épaisse	dick	épais	N;NOM;FEM;PL	ADJ;FEM;SG
dicke	épais	dick	épais	N;NOM;FEM;PL	ADJ;MASC;SG
dicke	épaisses	dick	épais	N;NOM;FEM;PL	ADJ;FEM;PL
dicke	épaisseur	dick	épaisseur	N;NOM;FEM;PL	N;FEM;SG
bodensee	bodensee	bodensee	bodensee	PROPN;NOM;NEUT;SG	N;MASC;SG
irischen	irlandaise	irisch	irlandais		ADJ;FEM;SG
irischen	irlandais	irisch	irlandais		ADJ;MASC;SG
han	han	han	han		PROPN
wettbewerbe	concours	wettbewerb	concours	N;NOM;PL	N;MASC;SG
wettbewerbe	concours	wettbewerb	concours	N;NOM;PL	N;MASC;SG
wettbewerbe	concours	wettbewerb	concours	N;NOM;PL	N;MASC;SG
rowohlt	rowohlt	rowohlt	rowohlt	PROPN	PROPN
heiraten	mariage	heiraten	mariage	V;NFIN	N;MASC;SG
heiraten	mariage	heiraten	mariage	V;NFIN	N;MASC;SG
heiraten	noces	heiraten	noce	V;NFIN	N;FEM;PL
heiraten	mariages	heiraten	mariage	V;NFIN	N;MASC;PL
murray	murray	murray	murray	PROPN;NOM;SG	PROPN
archäologe	archéologue	archäologe	archéologue		N;MASC;SG
austin	austin	austin	austin	PROPN;NOM;MASC;SG	PROPN
zelle	cell	zellen	cell		PROPN
zelle	cellules	zellen	cellule		N;FEM;PL
zelle	cellule	zellen	cellule		N;FEM;SG
zelle	cellules	zellen	cellule		N;FEM;PL
wälder	woods	wald	wood		PROPN
wälder	boisé	wald	boisé		ADJ;MASC;SG
wälder	forêts	wald	forêt		N;FEM;PL
wälder	forêt	wald	forêt		N;FEM;SG
wälder	forestier	wald	forestier		N;MASC;SG
wälder	forêts	wald	forêt		N;FEM;PL
wälder	forêt	wald	forêt		N;FEM;SG
wälder	foret	wald	foret		N;FEM;SG
schließung	bouclage	schließung	bouclage	ADJ	N;MASC;SG
schließung	clôture	schließung	clôture	ADJ	N;FEM;SG
schließung	fermeture	schließung	fermeture	ADJ	N;FEM;SG
schließung	fermer	schließung	fermer	ADJ	V;NFIN
schließung	clôture	schließung	clôture	ADJ	N;FEM;SG
schließung	fermeture	schließung	fermeture	ADJ	N;FEM;SG
hierher	voilà	hierher	voilà	ADV	V
hierher	voici	hierher	voici	ADV	V
maßnahme	action	maßnahmen	action	ADJ	N;FEM;SG
maßnahme	mesurer	maßnahmen	mesurer	ADJ	V;NFIN
maßnahme	mesure	maßnahmen	mesure	ADJ	N;FEM;SG
chief	chef	chief	chef	PROPN	N;MASC;SG
echo	écho	echo	écho		N;MASC;SG
echo	échos	echo	écho		N;MASC;PL
echo	echo	echo	echo		N;MASC;SG
grundlegende	bases	grundlegend	base	ADJ;NOM;FEM;PL	N;FEM;PL
grundlegende	basique	grundlegend	basique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
grundlegende	fondements	grundlegend	fondement	ADJ;NOM;FEM;PL	N;MASC;PL
grundlegende	fondamentale	grundlegend	fondamental	ADJ;NOM;FEM;PL	ADJ;FEM;SG
grundlegende	fondamental	grundlegend	fondamental	ADJ;NOM;FEM;PL	ADJ;MASC;SG
grundlegende	élémentaire	grundlegend	élémentaire	ADJ;NOM;FEM;PL	ADJ;MASC;SG
grundlegende	basique	grundlegend	basique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
grundlegende	basic	grundlegend	basic	ADJ;NOM;FEM;PL	N;MASC;SG
rüdiger	rüdiger	rüdiger	rüdiger	ADJ	PROPN
geschmack	goûter	geschmack	goûter	ADJ	V;NFIN
geschmack	saveur	geschmack	saveur	ADJ	N;FEM;SG
geschmack	gouter	geschmack	gouter	ADJ	V;NFIN
geschmack	goût	geschmack	goût	ADJ	N;MASC;SG
geschmack	saveur	geschmack	saveur	ADJ	N;FEM;SG
geschmack	arôme	geschmack	arôme	ADJ	N;MASC;SG
geschmack	saveur	geschmack	saveur	ADJ	N;FEM;SG
geschmack	goût	geschmack	goût	ADJ	N;MASC;SG
geschmack	goûts	geschmack	goût	ADJ	N;MASC;PL
porto	affranchissement	porto	affranchissement	PROPN;SG	N;MASC;SG
porto	porto	porto	porto	PROPN;SG	N;MASC;SG
konzentration	concentrations	konzentration	concentration	ADJ	N;FEM;PL
konzentration	concentration	konzentration	concentration	ADJ	N;FEM;SG
interviews	entretiens	interviews	entretien		N;MASC;PL
interviews	entrevues	interviews	entrevue		V;FEM;PL;PST;V.PTCP
interviews	interviews	interviews	interview		N;FEM;PL
ansprüche	réclamations	ansprechen	réclamation		N;FEM;PL
ansprüche	créances	ansprechen	créance		N;FEM;PL
ansprüche	allégations	ansprechen	allégation		N;FEM;PL
ansprüche	revendications	ansprechen	revendication		N;FEM;PL
wiedervereinigung	réunir	wiedervereinigung	réunir	ADJ	V;NFIN
wiedervereinigung	réunification	wiedervereinigung	réunification	ADJ	N;FEM;SG
wiedervereinigung	réunion	wiedervereinigung	réunion	ADJ	N;FEM;SG
wiedervereinigung	reunion	wiedervereinigung	reunion	ADJ	N;FEM;SG
