яно	jana	яно	jană		N;DEF;FEM;SG
фінанси	financiar	фінанса	financiar	N;INAN;NOM;MASC;PL	ADV
фінанси	financial	фінанса	financial	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
фінанси	financiara	фінанса	financiară	N;INAN;NOM;MASC;PL	ADJ;DEF;FEM;SG
фінанси	financiare	фінанса	financiar	N;INAN;NOM;MASC;PL	ADJ;INDF;FEM;PL
фінанси	finante	фінанса	finante	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
фінанси	finanțare	фінанса	finanțare	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
фінанси	finanţe	фінанса	finanţe	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
фінанси	finanţe	фінанса	finanţe	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
шахи	sah	шахи	sah	N;INAN;NOM	
шахи	șah	шахи	șah	N;INAN;NOM	
шахи	şah	шахи	şah	N;INAN;NOM	N;INDF;MASC;SG
темні	dark	темний	dark	ADJ;NOM;PL	N;INDF;MASC;SG
темні	întuneric	темний	întuneric	ADJ;NOM;PL	ADV
темні	intuneric	темний	intuneric	ADJ;NOM;PL	N;INDF;MASC;SG
темні	întunecat	темний	întuneca	ADJ;NOM;PL	ADJ;INDF;MASC;SG
інженери	tehnicienii	інженер	tehnicienie	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
інженери	inginerii	інженер	inginer	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
вюртемберг	württemberg	вюртемберг	württemberg	N;INAN;NOM;MASC;SG	PROPN
вивести	ieșire	вивести	ieșire	V;PFV;NFIN	N;INDF;FEM;SG
вивести	iesire	вивести	iesire	V;PFV;NFIN	N;INDF;FEM;SG
стандартна	standardul	стандартний	standard	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
ізраїлі	israel	ізраїль	israel	PROPN;INAN;DAT;MASC;SG	PROPN
ізраїлі	israelului	ізраїль	israel	PROPN;INAN;DAT;MASC;SG	N;DEF;MASC;SG
ізраїлі	israelul	ізраїль	israel	PROPN;INAN;DAT;MASC;SG	N;DEF;MASC;SG
куба	cuba	кубий	cubă		PROPN
соціологія	sociologie	соціологія	sociologie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
ясси	iași	ясс	iași	PROPN;INAN;NOM;MASC;SG	PROPN
флоренція	florenţa	флоренція	floreng	N;INAN;NOM;FEM;SG	PROPN
флоренція	florența	флоренція	florență	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
флоренція	florence	флоренція	florenc	N;INAN;NOM;FEM;SG	PROPN
флоренція	florenta	флоренція	florent	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
шкіра	piele	шкіра	piele	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
шкіра	piele	шкіра	piele	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
шкіра	pielea	шкіра	piele	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
життєпис	cronologie	життєпис	cronologie	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
життєпис	cronologia	життєпис	cronologie	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
записано	scrisa	записати	scrisa	V;PFV;IND;0;FIN	ADJ;DEF;FEM;SG
записано	scris	записати	scris	V;PFV;IND;0;FIN	N;INDF;MASC;SG
записано	scrise	записати	scrie	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN
записано	scrisă	записати	scris	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
записано	înregistrate	записати	înregistra	V;PFV;IND;0;FIN	ADJ;INDF;FEM;PL
записано	înregistrată	записати	înregistrat	V;PFV;IND;0;FIN	ADJ;INDF;FEM;SG
записано	înregistrat	записати	înregistrat	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
записано	inregistrat	записати	inregistra	V;PFV;IND;0;FIN	ADJ;INDF;MASC;SG
визначений	definite	визначений	definit	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
визначений	definită	визначений	definit	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
поклоніння	venera	поклоніння	venera	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
щоденник	jurnalul	щоденник	jurnal	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
щоденник	jurnalul	щоденник	jurnal	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
документальні	documentare	документальний	documentare	ADJ;NOM;PL	N;INDF;FEM;PL
делі	delhi	делі	delhi	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
сочі	soci	сочі	soc	PROPN;INAN;NOM;FEM;SG	
джорджія	giorgia	джорджія	giorgie	PROPN;INAN;NOM;FEM;SG	N;DEF;FEM;SG
промислова	industriala	промисловий	industrial	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
промислова	industrială	промисловий	industrial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
промислова	industriale	промисловий	industrial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
вимогою	cerința	вимога	cerință	N;INAN;INS;FEM;SG	N;DEF;FEM;SG
вимогою	cerință	вимога	cerință	N;INAN;INS;FEM;SG	N;INDF;FEM;SG
схожість	asemănare	схожість	asemănare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
міллер	miller	міллер	miller	PROPN;ANIM;NOM;MASC;SG	PROPN
спільна	comune	спільний	comun	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
спільна	joint	спільний	joint	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
бідності	sărăcie	бідність	sărăcie	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
бідності	saracie	бідність	saracie	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
бідності	sărăciei	бідність	sărăcie	N;INAN;GEN;FEM;SG	N;DEF;FEM;SG
бідності	sărăcia	бідність	sărăcie	N;INAN;GEN;FEM;SG	N;DEF;FEM;SG
правова	juridice	правовий	juridic	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;PL
правова	legale	правовий	legal	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;PL
правова	juridic	правовий	juridic	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
правова	legală	правовий	legal	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
правова	legal	правовий	legal	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
феномен	fenomenul	феномен	fenomen	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
турецький	otomană	турецький	otoman	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
турецький	otoman	турецький	otoman	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
турецький	turci	турецький	turc	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
турецький	turcă	турецький	turc	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
союзники	aliații	союзник	aliație	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
союзники	aliati	союзник	aliati	N;ANIM;NOM;MASC;PL	
моріс	maurice	моріс	mauric	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
сіра	grey	сіра	grey	N;INAN;NOM;FEM;SG	PROPN
сіра	gri	сіра	gri	N;INAN;NOM;FEM;SG	
симптоми	simptomele	симптом	simptom	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
індіанці	indienii	індіанець	indien	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
необхідне	obligatoriu	необхідне	obligatoriu	ADJ;NOM;NEUT;SG	ADV
необхідне	necesare	необхідне	necesar	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
необхідне	necesară	необхідне	necesar	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
необхідне	necesar	необхідне	necesar	ADJ;NOM;NEUT;SG	ADV
галактик	galaxiile	галактика	galaxie	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
власна	self	власний	self	ADJ;NOM;FEM;SG	
любителів	aprecierea	любитель	apreciere	N;ANIM;ACC;MASC;PL	N;DEF;FEM;SG
любителів	apreciere	любитель	apreciere	N;ANIM;ACC;MASC;PL	N;INDF;FEM;SG
вінніпег	winnipeg	вінніпег	winnipeg	N;INAN;NOM;MASC;SG	PROPN
попов	popov	попов	popov	PROPN;ANIM;NOM;MASC;SG	PROPN
вікон	windows	вікно	windows	N;INAN;GEN;NEUT;PL	PROPN
вікон	ferestrele	вікно	fereastră	N;INAN;GEN;NEUT;PL	N;DEF;FEM;PL
хребетних	zoologie	хребетний	zoologie	ADJ;ANIM;ACC;PL	N;INDF;FEM;SG
старша	elder	старша	elder	ADJ;NOM;CMPR;FEM;SG	N;INDF;MASC;SG
стани	statele	стан	stat	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
казав	said	казати	said	V;IPFV;MASC;IND;SG;PST;FIN	
казав	spusă	казати	spune	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
штурм	sturm	штурма	sturm	N;INAN;NOM;MASC;SG	PROPN
замінили	înlocuit	замінити	înlocui	V;PFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
замінили	înlocuită	замінити	înlocui	V;PFV;IND;PL;PST;FIN	ADJ;INDF;FEM;SG
замінили	înlocuite	замінити	înlocuit	V;PFV;IND;PL;PST;FIN	ADJ;INDF;FEM;PL
роберто	roberto	роберто	roberto	PROPN;ANIM;NOM;FEM;SG	PROPN
максимальний	maximă	максимальний	maxim	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
максимальний	maxima	максимальний	maxim	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
максимальний	maximum	максимальний	maximum	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
площ	retail	площа	retail	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
нахил	înclină	нахила	înclina	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
нахил	înclina	нахила	înclina	N;INAN;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
нахил	înclinare	нахила	înclinare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
легкі	ușor	легкий	ușor	ADJ;NOM;PL	ADV
легкі	usor	легкий	usor	ADJ;NOM;PL	ADV
діалект	dialectul	діалект	dialect	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
афганістан	afganistan	афганістан	afganistan	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
афганістан	afghanistan	афганістан	afghanistan	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
афганістан	afganistanul	афганістан	afganistan	PROPN;INAN;NOM;MASC;SG	N;DEF;MASC;SG
хіп	hip	хіп	hip		
хіп	sold	хіп	sold		N;INDF;MASC;SG
хіп	soldul	хіп	sold		N;DEF;MASC;SG
блог	blogul	блог	blog	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
термінології	terminologia	термінологія	terminologie	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
термінології	terminologie	термінологія	terminologie	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
проголосували	votat	проголосувати	vota	V;PFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
проголосували	votată	проголосувати	vota	V;PFV;IND;PL;PST;FIN	ADJ;INDF;FEM;SG
роджер	roger	роджер	roger	PROPN;ANIM;NOM;MASC;SG	PROPN
інструкції	instrucțiunile	інструкція	instrucțiune	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
фантастика	fantastică	фантастика	fantastic	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
фантастика	fantastic	фантастика	fantastic	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
фантастика	fictiv	фантастика	fictiv	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
фантастика	fictiune	фантастика	fictiune	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сорти	varietate	сорт	varietate	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
сорти	soi	сорт	sou	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
сорти	varietatea	сорт	varietate	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
виконавці	resursele	виконавець	resursă	N;ANIM;NOM;MASC;PL	N;DEF;FEM;PL
бульвар	boulevard	бульвар	boulevard	N;INAN;NOM;MASC;SG	PROPN
бульвар	bulevardul	бульвар	bulevard	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
євангеліє	evanghelia	євангеліє	evanghelie	PROPN;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
борець	luptătorul	борець	luptător	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
самиць	femelele	самиця	femelă	N;ANIM;ACC;FEM;PL	N;DEF;FEM;PL
величин	cantitățile	величина	cantitate	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
профспілок	sindicatelor	профспілка	sindicat	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
профспілок	sindicatele	профспілка	sindicat	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
польську	poloneze	польський	polonez	ADJ;ACC;FEM;SG	ADJ;INDF;FEM;PL
польську	poloneză	польський	polonez	ADJ;ACC;FEM;SG	ADJ;INDF;FEM;SG
негативні	negativă	негативний	negativ	ADJ;NOM;PL	ADJ;INDF;FEM;SG
негативні	negativ	негативний	negativ	ADJ;NOM;PL	ADV
сіро	ciro	сіро	ciro		PROPN
луцій	lucius	луцій	lucius	PROPN;ANIM;NOM;MASC;SG	PROPN
загроза	amenințare	загроза	amenințare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
загроза	amenintare	загроза	amenintare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
духовна	liturgice	духовний	liturgic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
духовна	teologice	духовний	teologic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
перегони	rasa	перегона	rasă	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
перегони	cursa	перегона	cursă	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
перегони	rasă	перегона	rasă	N;INAN;NOM;MASC;PL	ADJ;INDF;FEM;SG
перегони	race	перегона	race	N;INAN;NOM;MASC;PL	
перегони	cursă	перегона	cursă	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
глосарій	glosar	глосарія	glosar	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
молодим	tânără	молодий	tânăr	ADJ;INS;NEUT;SG	ADJ;INDF;FEM;SG
молодим	tinere	молодий	tânăr	ADJ;INS;NEUT;SG	ADJ;INDF;FEM;PL
молодим	young	молодий	young	ADJ;INS;NEUT;SG	PROPN
молодим	tineri	молодий	tânăr	ADJ;INS;NEUT;SG	N;INDF;MASC;PL
регулярні	periodic	регулярний	periodic	ADJ;NOM;PL	ADV
монету	monede	монет	monede	N;INAN;ACC;FEM;SG	N;INDF;FEM;PL
монету	moneda	монет	moneda	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
монету	monedă	монет	monedă	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
кімната	cameră	кімната	cameră	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
кімната	camera	кімната	cameră	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
альянс	alianta	альянс	aliantă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
альянс	alianță	альянс	alianță	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
альянс	alianța	альянс	alianță	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
штук	blocat	штук	bloca	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
мок	mok	мок	mok	INTJ	PROPN
кінь	calul	кінь	cal	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
кінь	horse	кінь	horsă	N;ANIM;NOM;MASC;SG	
сенат	senatul	сенат	senat	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
сенат	senatului	сенат	senat	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
батьківщина	patria	батьківщина	patrie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
батьківщина	patriei	батьківщина	patrie	N;INAN;NOM;FEM;SG	PROPN;DEF;FEM;SG
батьківщина	patrie	батьківщина	patrie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
батьківщина	patria	батьківщина	patrie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
батьківщина	patrie	батьківщина	patrie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
коробка	căsuța	коробка	căsuță	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
коробка	cutie	коробка	cutie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
коробка	cutia	коробка	cutie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
твердість	duritate	твердість	duritate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
ланка	lanka	ланка	lankă	N;INAN;NOM;FEM;SG	PROPN
запалення	inflamarea	запалення	inflamare	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
гази	gazele	газ	gaz	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
гази	gaza	газ	gază	N;INAN;NOM;MASC;PL	PROPN
оцінювання	marcând	оцінювання	marca	N;INAN;NOM;NEUT;SG	V;V.MSDR
оцінювання	evaluarea	оцінювання	evaluare	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
оцінювання	evaluare	оцінювання	evaluare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
важливість	importanța	важливість	importanță	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
важливість	importanta	важливість	important	N;INAN;NOM;FEM;SG	ADJ;DEF;FEM;SG
важливість	importanță	важливість	importanță	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
важливість	gravitate	важливість	gravitate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
важливість	severitatea	важливість	severitate	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
важливість	severitate	важливість	severitate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
важливість	urgenta	важливість	urgent	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
важливість	urgență	важливість	urgență	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
виживання	supraviețuire	виживання	supraviețuire	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
виживання	supravietuire	виживання	supravietuire	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
дизель	motorină	дизель	motorină	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
дизель	motorina	дизель	motorină	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
написала	scria	написати	scrie	V;PFV;FEM;IND;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
багатство	averi	багатство	aver	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
багатство	averea	багатство	avere	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
багатство	avere	багатство	avere	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
багатство	bunăstare	багатство	bunăstare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
винограду	struguri	виноград	strug	N;INAN;GEN;MASC;SG	N;INDF;FEM;PL
винограду	struguri	виноград	strug	N;INAN;GEN;MASC;SG	N;INDF;FEM;PL
винограду	strugurii	виноград	strugură	N;INAN;GEN;MASC;SG	N;DEF;MASC;PL
судану	sudan	суданий	sudan	PROPN;INAN;GEN;MASC;SG	N;INDF;MASC;SG
судану	sudanului	суданий	sudan	PROPN;INAN;GEN;MASC;SG	N;DEF;MASC;SG
судану	sudanul	суданий	sudan	PROPN;INAN;GEN;MASC;SG	N;DEF;MASC;SG
загреб	zagreb	загребти	zagreb	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
остап	ostap	остап	ostap	PROPN;ANIM;NOM;MASC;SG	PROPN
сидить	ședința	сидіти	ședință	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
персонал	personal	персонал	personal	N;INAN;NOM;MASC;SG	ADV
персонал	personalul	персонал	personal	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
обмежені	limited	обмежений	limited	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;INDF;MASC;SG
обмежені	limitat	обмежений	limita	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
обмежені	limitată	обмежений	limitat	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
мухаммед	mohammad	мухаммед	mohammad	N;ANIM;NOM;MASC;SG	PROPN
мухаммед	muhammad	мухаммед	muhammad	N;ANIM;NOM;MASC;SG	PROPN
мухаммед	mohammed	мухаммед	mohammed	N;ANIM;NOM;MASC;SG	PROPN
мухаммед	mohammed	мухаммед	mohammed	N;ANIM;NOM;MASC;SG	PROPN
мухаммед	muhammed	мухаммед	muhammed	N;ANIM;NOM;MASC;SG	PROPN
вищому	premier	вищий	premier	ADJ;DAT;RL;NEUT;SG	N;INDF;MASC;SG
вищому	premierul	вищий	premier	ADJ;DAT;RL;NEUT;SG	N;DEF;MASC;SG
обрані	recomandate	обран	recomandat	N;ANIM;NOM;MASC;PL	ADJ;INDF;FEM;PL
обрані	selectate	обран	selecta	N;ANIM;NOM;MASC;PL	ADJ;INDF;FEM;PL
обрані	selectată	обран	selecta	N;ANIM;NOM;MASC;PL	ADJ;INDF;FEM;SG
обрані	selectat	обран	selectat	N;ANIM;NOM;MASC;PL	ADJ;INDF;MASC;SG
нафта	petrolul	нафта	petrol	N;INAN;NOM;FEM;SG	N;DEF;MASC;SG
сигнали	semnalele	сигнал	semnal	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
розділити	furcă	розділити	furcă	V;PFV;NFIN	N;INDF;FEM;SG
розділити	împărțit	розділити	împărți	V;PFV;NFIN	ADJ;INDF;MASC;SG
розділити	divizat	розділити	diviza	V;PFV;NFIN	ADJ;INDF;MASC;SG
розділити	split	розділити	split	V;PFV;NFIN	N;INDF;MASC;SG
сибір	siberia	сибір	siberie	PROPN;INAN;NOM;FEM;SG	N;DEF;FEM;SG
міркувань	raționament	міркування	raționament	N;INAN;GEN;NEUT;PL	N;INDF;MASC;SG
міссісіпі	mississippi	міссісіп	mississipp	PROPN;INAN;NOM;MASC;SG	PROPN
конрад	konrad	конрад	konrad	PROPN;ANIM;NOM;MASC;SG	PROPN
конрад	conrad	конрад	conrad	PROPN;ANIM;NOM;MASC;SG	PROPN
род	tija	родати	tija		N;DEF;FEM;SG
род	rod	родати	rod		
род	dic	родати	dic		
арсенал	arsenalul	арсенал	arsenal	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
абсолютна	absolută	абсолютний	absolut	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
маргарет	margaret	маргарет	margaret	PROPN;ANIM;NOM;FEM;SG	N;INDF;MASC;SG
маргарет	margareta	маргарет	margaretă	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
сицилії	sicilia	сицилія	sicilie	PROPN;INAN;NOM;FEM;SG	PROPN
технічно	tehnic	технічно	tehnic	ADV	ADJ;INDF;MASC;SG
попередня	anterior	попередній	anterior	ADJ;NOM;FEM;SG	ADV
попередня	precedentă	попередній	precedent	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
попередня	anterioare	попередній	anterior	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
попередня	precedent	попередній	precedent	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
адм	adm	адм	adm		
мазепа	mazeppa	мазепа	mazeppa	PROPN;ANIM;NOM;MASC;SG	
мазепа	mazepa	мазепа	mazepă	PROPN;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
спереду	front	спереду	front	ADV	N;INDF;MASC;SG
спереду	față	спереду	față	ADV	N;INDF;FEM;SG
кандидатуру	candidatura	кандидатура	candidatură	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
інженерних	inginerie	інженерний	inginerie	ADJ;GEN;PL	N;INDF;FEM;SG
інженерних	ingineria	інженерний	inginerie	ADJ;GEN;PL	N;DEF;FEM;SG
крус	cruz	крус	cruz	PROPN;ANIM;NOM;FEM;SG	PROPN
крус	kroes	крус	kroes	PROPN;ANIM;NOM;FEM;SG	PROPN
поховали	îngropa	поховати	îngropa	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
поховали	îngroapă	поховати	îngropa	V;PFV;IND;PL;PST;FIN	V;IND;3;PRS;FIN
суцвіття	inflorescență	суцвіття	inflorescență	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
проведених	cârma	проведений	cârmă	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;DEF;FEM;SG
проведених	helm	проведений	helm	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;INDF;MASC;SG
підряд	consecutive	підряд	consecutiv		ADJ;INDF;FEM;PL
підряд	consecutiv	підряд	consecutiv		ADJ;INDF;MASC;SG
ратуша	hall	ратуша	hall	N;INAN;NOM;FEM;SG	PROPN
міра	myra	міра	myra	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
міра	mira	міра	mira	PROPN;ANIM;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
міра	măsura	міра	măsură	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
міра	măsură	міра	măsură	PROPN;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
міра	măsoară	міра	măsura	PROPN;ANIM;NOM;FEM;SG	V;IND;3;PRS;FIN
міра	masura	міра	masură	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
військах	forţele	військо	forgă	N;INAN;ESS;NEUT;PL	N;DEF;FEM;PL
військах	forțele	військо	forță	N;INAN;ESS;NEUT;PL	N;DEF;FEM;PL
виробляють	produce	виробляти	produce	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
впевнений	sigur	впевнений	sigur	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADV
математичні	matematică	математичний	matematică	ADJ;NOM;PL	N;INDF;FEM;SG
математичні	matematic	математичний	matematic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
математичні	mate	математичний	mate	ADJ;NOM;PL	
математичні	matematică	математичний	matematică	ADJ;NOM;PL	N;INDF;FEM;SG
математичні	matematica	математичний	matematică	ADJ;NOM;PL	N;DEF;FEM;SG
луїза	luiza	луїза	luiză	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
луїза	louisa	луїза	louisă	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
луїза	luisa	луїза	luisă	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
луїза	louise	луїза	loui	PROPN;ANIM;NOM;FEM;SG	V;IND;SG;3;PST+PRF;FIN
броні	armură	брон	armură	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
броні	armura	брон	armură	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
запитів	cererile	запит	cerere	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
механічний	mecanice	механічний	mecanic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
механічний	mecanică	механічний	mecanic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
кераміка	ceramica	кераміка	ceramică	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
кераміка	ceramică	кераміка	ceramic	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
кераміка	ware	кераміка	ware	N;INAN;NOM;FEM;SG	PROPN
кераміка	ceramice	кераміка	ceramic	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
