של	shel	של	shel	PART;GEN	
הליגה	ligi	הליגה	liga		N;ACC;FEM;SG
לבן	biał	לבן	biać		PROPN;NOM;MASC;SG
לבן	biała	לבן	biały		ADJ;NOM;FEM;SG
מת	zmarł	מת	zemrzeć	ADJ;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
מת	martwa	מת	martwy	ADJ;MASC;SG	N;NOM;FEM;SG
מת	martwe	מת	martwy	ADJ;MASC;SG	
מת	dead	מת	dead	ADJ;MASC;SG	
סגל	personelu	סגל	personel	PROPN	N;GEN;MASC;SG
סגל	personel	סגל	personel	PROPN	N;NOM;MASC;SG
סגל	personelu	סגל	personel	PROPN	N;GEN;MASC;SG
סגל	personel	סגל	personel	PROPN	N;NOM;MASC;SG
סגל	pracownicy	סגל	pracownik	PROPN	N;NOM;MASC;PL
סגל	kadra	סגל	kadra	PROPN	N;NOM;FEM;SG
סגל	kadry	סגל	kadry	PROPN	N;ACC;MASC;SG
סגל	wydział	סגל	wydział	PROPN	N;NOM;MASC;SG
סגל	kadra	סגל	kadra	PROPN	N;NOM;FEM;SG
יו	hugh	יו	hugh		PROPN;NOM;MASC;SG
מסע	podróże	מסע	podróż	N;MASC;SG	N;ACC;FEM;PL
בעיות	kwestii	בעיה	kwestia	N;FEM;PL	N;GEN;FEM;SG
מערב	zachodnia	מערב	zachodni	N;MASC;SG	
מערב	west	מערב	wysta	N;MASC;SG	
מערב	zachodnia	מערב	zachodni	N;MASC;SG	
מערב	zachodnie	מערב	zachodnie	N;MASC;SG	ADJ;NOM;NEUT;SG
מערב	western	מערב	western	N;MASC;SG	
שום	czosnek	שום	czosnek	DET;PSSD	N;NOM;MASC;SG
שום	czosnku	שום	czosnek	DET;PSSD	N;GEN;MASC;SG
עברה	przeniesiony	עבר	przenieść	V;FEM;SG;3;PST	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
עברה	przeniesiona	עבר	przenieść	V;FEM;SG;3;PST	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
עברה	przeniesione	עבר	przenieść	V;FEM;SG;3;PST	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
עברה	przeniesiono	עבר	przenieść	V;FEM;SG;3;PST	V;PFV;IND;0;PST;FIN;ACT
לוח	tablicy	לוח	tablica		N;GEN;FEM;SG
לוח	tablica	לוח	tablica		N;NOM;FEM;SG
לוח	pokładzie	לוח	pokład		N;ACC;MASC;SG
לוח	zarząd	לוח	zarząd		N;NOM;MASC;SG
לוח	wyżywienie	לוח	wyżywienie		N;NOM;NEUT;SG
לוח	deska	לוח	deska		N;NOM;FEM;SG
לוח	tablica	לוח	tablica		N;NOM;FEM;SG
לוח	tabletka	לוח	tabletka		N;NOM;FEM;SG
לוח	tabletki	לוח	tabletka		N;ACC;FEM;PL
לוח	tabliczka	לוח	tabliczka		N;NOM;FEM;SG
לוח	panelu	לוח	panel		N;GEN;MASC;SG
לוח	panel	לוח	panel		N;NOM;MASC;SG
חושב	myślenia	חשב	myślenie	V;MASC;SG;V.PTCP;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
חושב	myślenie	חשב	myślenie	V;MASC;SG;V.PTCP;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
חושב	myśli	חשב	myśleć	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
חושב	pomyśl	חשב	pomyśleć	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN;ACT
חושב	myśl	חשב	myśleć	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN;ACT
תחילת	wczesny	תחילה	wczesny	N;PSSD;FEM;SG	ADJ;NOM;MASC;SG
תחילת	wczesna	תחילה	wczesny	N;PSSD;FEM;SG	
תחילת	wcześnie	תחילה	wcześnie	N;PSSD;FEM;SG	ADV
תחילת	wczesne	תחילה	wczesny	N;PSSD;FEM;SG	
הבינלאומי	international	הבינלאומי	international	PROPN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
הבינלאומי	międzynarodowe	הבינלאומי	międzynarodowy	PROPN	ADJ;NOM;NEUT;SG
הבינלאומי	międzynarodowy	הבינלאומי	międzynarodowy	PROPN	ADJ;NOM;MASC;SG
הבינלאומי	międzynarodowych	הבינלאומי	międzynarodowy	PROPN	ADJ;GEN;MASC;PL
הבינלאומי	międzynarodowa	הבינלאומי	międzynarodowy	PROPN	ADJ;NOM;FEM;SG
בדיוק	dokladnie	בדיוק	dokladnie	ADV	
מאות	mouth	מאות	mouth	NUM;FEM;PL	
מאות	usta	מאות	usta	NUM;FEM;PL	N;NOM;NEUT;PL
מאות	gęba	מאות	gęba	NUM;FEM;PL	N;NOM;FEM;SG
מאות	wieków	מאות	wiek	NUM;FEM;PL	N;GEN;MASC;PL
מאות	wieki	מאות	wiek	NUM;FEM;PL	N;ACC;MASC;PL
מאות	stulecia	מאות	stulecie	NUM;FEM;PL	N;NOM;NEUT;SG
מאות	setki	מאות	setka	NUM;FEM;PL	
הצעיר	najmłodszych	הצעיר	mody	V;MASC;SG;3;PST;ACT	ADJ;ACC;CMPR;MASC;PL
הצעיר	najmłodsza	הצעיר	młody	V;MASC;SG;3;PST;ACT	ADJ;NOM;CMPR;FEM;SG
הצעיר	najmłodszy	הצעיר	młody	V;MASC;SG;3;PST;ACT	ADJ;NOM;CMPR;MASC;SG
הצטרף	dołącz	הצטרף	dołączyć	V;MASC;SG;3;PST	V;PFV;IMP;SG;2;FIN;ACT
הצטרף	połączone	הצטרף	połączyć	V;MASC;SG;3;PST	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
הצטרף	dołączenie	הצטרף	dołączenie	V;MASC;SG;3;PST	N;NOM;NEUT;SG;V.MSDR
נכתב	napisane	נכתב	napisać	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
נכתב	pisemne	נכתב	pisemny	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG
נכתב	napisano	נכתב	napisać	V;MASC;SG;3;PST;MID	V;PFV;IND;0;PST;FIN;ACT
נכתב	zapisane	נכתב	zapisać	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
השאר	wypoczynek	השאר	wypoczynek		N;ACC;FEM;SG
השאר	odpoczynek	השאר	odpoczynek		N;ACC;MASC;SG
מאשר	niz	מאשר	niz	CONJ	V;IPFV;SG;NFIN;ACT
מאשר	niż	מאשר	niż	CONJ	ADV
דרור	dror	דרור	dror	PROPN	
דרור	wróbel	דרור	wróbel	PROPN	PROPN;NOM;MASC;SG
דרור	sparrow	דרור	sparry	PROPN	
ממש	naprawdę	ממש	naprawdę	ADV	PART
האוניברסיטה	uniwersytety	האוניברסיטה	uniwersytet	N;FEM;SG	N;NOM;MASC;PL
האוניברסיטה	university	האוניברסיטה	universit	N;FEM;SG	
אמר	said	אמר	said	V;MASC;SG;3;PST;ACT	PROPN;NOM;MASC;SG
עובד	pracownik	עובד	pracownik	PROPN	N;NOM;MASC;SG
עובד	pracownika	עובד	pracownik	PROPN	N;ACC;MASC;SG
עובד	działa	עובד	działać	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
עובד	prace	עובד	praca	PROPN	N;NOM;FEM;PL
עובד	dziala	עובד	dzialać	PROPN	V;IPFV;IND;SG;PST;FIN;ACT
עובד	robotnik	עובד	robotnik	PROPN	N;NOM;MASC;SG
עובד	pracownik	עובד	pracownik	PROPN	N;NOM;MASC;SG
עובד	pracownika	עובד	pracownik	PROPN	N;ACC;MASC;SG
עובד	pracujący	עובד	pracować	PROPN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
עובד	pracujemy	עובד	pracować	PROPN	V;IPFV;IND;PL;1;PRS;FIN;ACT
פולין	poland	פולין	poland	PROPN	
פולין	polsce	פולין	polska	PROPN	ADV
פולין	polski	פולין	polski	PROPN	ADJ;NOM;MASC;SG
פולין	polska	פולין	polski	PROPN	ADJ;NOM;FEM;SG
מכבי	maccabi	מכבי	maccaby	PROPN	N;ACC;MASC;SG
אנגליה	anglia	אנגליה	anglia	PROPN	
אנגליה	anglii	אנגליה	anglia	PROPN	
אנגליה	england	אנגליה	england	PROPN	
התמונה	obrazek	התמונה	obrazek	V;FEM;SG;3;PST	N;NOM;MASC;SG
התמונה	obraz	התמונה	obraz	V;FEM;SG;3;PST	N;NOM;MASC;SG
התמונה	wizerunek	התמונה	wizerunek	V;FEM;SG;3;PST	N;ACC;MASC;SG
התמונה	rysunek	התמונה	rysunek	V;FEM;SG;3;PST	N;NOM;MASC;SG
התמונה	obrazek	התמונה	obrazek	V;FEM;SG;3;PST	N;NOM;MASC;SG
התמונה	obraz	התמונה	obraz	V;FEM;SG;3;PST	N;NOM;MASC;SG
התמונה	zdjęcie	התמונה	zdjęcie	V;FEM;SG;3;PST	N;NOM;NEUT;SG
הימים	days	הימה	days	N;MASC;PL	
חדשות	news	חדשות	news	N;FEM;PL	
סיפור	story	סיפור	stora	N;MASC;SG	
הנוער	młodzież	הנוער	młodzież		N;NOM;FEM;SG
הנוער	młodości	הנוער	młodość		N;GEN;FEM;SG
הנוער	młodość	הנוער	młodość		N;NOM;FEM;SG
אנג	ange	אנג	ange	PROPN	
תרגום	tłumacz	תרגום	tłumacz	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
תרגום	tłumaczenia	תרגום	tłumaczyć	N;MASC;SG	N;NOM;NEUT;PL
פרסם	post	פרסם	post	V;MASC;SG;3;PST;ACT	N;NOM;MASC;SG
פרסם	poczta	פרסם	poczta	V;MASC;SG;3;PST;ACT	N;NOM;FEM;SG
פרסם	wysłany	פרסם	wysłać	V;MASC;SG;3;PST;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
פרסם	opublikowane	פרסם	opublikować	V;MASC;SG;3;PST;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
פרסם	opublikowano	פרסם	opublikować	V;MASC;SG;3;PST;ACT	V;PFV;IND;0;PST;FIN;ACT
פרסם	zamieszczone	פרסם	zamieścić	V;MASC;SG;3;PST;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
פרסם	publikowanie	פרסם	publikowanie	V;MASC;SG;3;PST;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
פרסם	opublikowane	פרסם	opublikować	V;MASC;SG;3;PST;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
פרסם	opublikowany	פרסם	opublikować	V;MASC;SG;3;PST;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
פרסם	opublikowano	פרסם	opublikować	V;MASC;SG;3;PST;ACT	V;PFV;IND;0;PST;FIN;ACT
פרסם	publikacja	פרסם	publikacja	V;MASC;SG;3;PST;ACT	N;NOM;FEM;SG
פרסם	publikowane	פרסם	publikować	V;MASC;SG;3;PST;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
לבסוף	wreszcie	לבסוף	wreszcie	ADV	
לבסוף	nareszcie	לבסוף	nareszcie	ADV	
מישהו	ktokolwiek	מישהו	ktokolwiek	N;MASC;SG	PRO;NOM;MASC;SG
מישהו	każdy	מישהו	każdy	N;MASC;SG	DET;NOM;MASC;SG
מישהו	ktoś	מישהו	ktoś	N;MASC;SG	PRO;NOM;MASC;SG
מישהו	ktoś	מישהו	ktoś	N;MASC;SG	PRO;NOM;MASC;SG
מישהו	ktokolwiek	מישהו	ktokolwiek	N;MASC;SG	PRO;NOM;MASC;SG
קרן	foundation	קרן	foundation	N;FEM;SG	
קרן	karen	קרן	karen	N;FEM;SG	PROPN;NOM;FEM;SG
קרן	keren	קרן	keren	N;FEM;SG	
קרן	fundusze	קרן	fundusz	N;FEM;SG	N;NOM;MASC;PL
הסכם	traktaty	הסכם	traktaty	N;MASC;SG	N;NOM;MASC;PL
מלא	pełna	מלא	pełny		ADJ;NOM;FEM;SG
מלא	pełen	מלא	pełen		N;NOM;MASC;SG
מלא	pełny	מלא	pełny		ADJ;NOM;MASC;SG
גוף	body	גוף	bód	N;MASC;SG	
גוף	nadwozia	גוף	nadwóziać	N;MASC;SG	
גוף	ciał	גוף	ciało	N;MASC;SG	
לוי	levi	לוי	levi	PROPN	PROPN;NOM;MASC;SG
לוי	opłata	לוי	opłatać	PROPN	N;NOM;FEM;SG
רואה	patrz	ראה	patrzeć	V;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN;ACT
רואה	zobacz	ראה	zobaczyć	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN;ACT
קיימים	istnieją	קיים	istnieć	ADJ;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
קיימים	istniejące	קיים	istnieć	ADJ;MASC;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
קיימים	istniejąca	קיים	istnieć	ADJ;MASC;PL	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
קיימים	istniejący	קיים	istnieć	ADJ;MASC;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ערב	wieczór	ערב	wieczór		N;NOM;MASC;SG
ערב	wieczorem	ערב	wieczór		N;INS;MASC;SG
ערב	wieczorny	ערב	wieczorny		ADJ;NOM;MASC;SG
לונדון	londynu	לונדון	londyn	PROPN	N;GEN;MASC;SG
לונדון	london	לונדון	london	PROPN	
לונדון	londynie	לונדון	londynąć	PROPN	N;DAT;MASC;SG
לונדון	londyn	לונדון	londyn	PROPN	
קול	dźwięki	קול	dźwięk		N;NOM;MASC;PL
קול	dźwięk	קול	dźwięk		N;ACC;MASC;SG
קול	głos	קול	głos		N;NOM;MASC;SG
קול	glos	קול	glos		V;IPFV;IND;SG;PST;FIN;ACT
קול	głosu	קול	głos		N;GEN;MASC;SG
מעמד	zajęcia	מעמד	zajęcia	N;MASC;SG	N;NOM;NEUT;PL
מעמד	klasa	מעמד	klasa	N;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
יהדות	żydowskie	יהדות	żydowski	N;FEM;SG	ADJ;NOM;NEUT;SG
יהדות	żydowska	יהדות	żydowski	N;FEM;SG	ADJ;NOM;FEM;SG
יהדות	żydzi	יהדות	żydzić	N;FEM;SG	N;NOM;MASC;PL
יהדות	żydowski	יהדות	żydowski	N;FEM;SG	ADJ;NOM;MASC;SG
יהדות	żydów	יהדות	żyd	N;FEM;SG	N;GEN;MASC;PL
יהדות	żydzi	יהדות	żydzić	N;FEM;SG	N;NOM;MASC;PL
המועצה	council	המועצה	council	PROPN	
המועצה	rady	המועצה	rada	PROPN	N;GEN;FEM;SG
המועצה	rada	המועצה	rada	PROPN	N;NOM;FEM;SG
המועצה	radzie	המועצה	rada	PROPN	N;DAT;FEM;SG
סופר	autor	סופר	autor	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
סופר	super	סופר	super	N;MASC;SG	
סופר	autor	סופר	autor	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
סופר	autora	סופר	autor	N;MASC;SG	
דוגמה	przykładowy	דוגמה	przykładowy	N;FEM;SG	ADJ;ACC;MASC;SG
דוגמה	przykładowe	דוגמה	przykładowy	N;FEM;SG	ADJ;NOM;NEUT;SG
עץ	wood	עץ	wood	N;MASC;SG	
עץ	drewna	עץ	drewna	N;MASC;SG	
עץ	drzewa	עץ	drzewo	N;MASC;SG	N;NOM;NEUT;PL
חזרה	próba	None	próba	ADV	N;NOM;FEM;SG
חזרה	próbę	None	próba	ADV	N;ACC;FEM;SG
חזרה	powtórzenia	None	powtórzyć	ADV	N;NOM;NEUT;SG
חזרה	powtarzanie	None	powtarzać	ADV	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
חזרה	back	None	back	ADV	
חזרה	wstecz	None	wstecz	ADV	
חזרה	powrót	None	powrót	ADV	
הציבור	publiczne	הציבור	publiczny		ADJ;NOM;NEUT;SG
הציבור	publiczna	הציבור	publiczny		ADJ;NOM;FEM;SG
הציבור	społeczeństwo	הציבור	społeczeństwo		N;NOM;NEUT;SG
הציבור	publiczny	הציבור	publiczny		ADJ;NOM;MASC;SG
הרפובליקה	republiki	הרפובליקה	republika	N;FEM;SG	
אירועים	zdarzenia	אירוע	zdarzenie	N;MASC;PL	N;NOM;NEUT;SG
אירועים	imprezy	אירוע	impreza	N;MASC;PL	
אירועים	imprez	אירוע	impreza	N;MASC;PL	
יחידות	agregaty	יחידה	agregat	N;FEM;PL	N;NOM;MASC;SG
אלף	alf	אלף	alf	NUM;MASC;SG	PROPN;NOM;MASC;SG
אלף	tysiąc	אלף	tysiąc	NUM;MASC;SG	
אלף	tysięcy	אלף	tysiąc	NUM;MASC;SG	N;ACC;MASC;PL
אלף	tys	אלף	tys	NUM;MASC;SG	
מנהל	executive	מנהל	executiv	N;MASC;SG	
מנהל	wykonawczy	מנהל	wykonawczy	N;MASC;SG	ADJ;ACC;MASC;SG
מפה	mapa	מפה	mapa	N;FEM;SG	
נתן	nathan	נתן	nathan	PROPN	PROPN;NOM;MASC;SG
נתן	dały	נתן	dać	PROPN	V;PFV;FEM;IND;PL;PST;FIN;ACT
נתן	dał	נתן	dać	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
דמויות	liczby	דמות	liczba	N;FEM;PL	N;ACC;FEM;SG
דמויות	postaci	דמות	postać	N;FEM;PL	
דמויות	postać	דמות	postać	N;FEM;PL	N;NOM;FEM;SG
אריה	lwa	אריה	lwa	PROPN	N;ACC;MASC;SG
אריה	lew	אריה	lew	PROPN	N;NOM;MASC;SG
אריה	aria	אריה	aria	PROPN	
בראשית	genesis	בראשית	genesis	ADV	
קטנה	małych	קטן	mały	ADJ;FEM;SG	N;GEN;MASC;PL
קטנה	mał	קטן	mała	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
קטנה	mała	קטן	mały	ADJ;FEM;SG	
קטנה	male	קטן	male	ADJ;FEM;SG	
קטנה	mał	קטן	mała	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
קטנה	little	קטן	littl	ADJ;FEM;SG	
קטנה	mało	קטן	mało	ADJ;FEM;SG	ADV
קטנה	mała	קטן	mały	ADJ;FEM;SG	
סן	sen	סן	sen	PROPN	N;ACC;MASC;SG
סן	san	סן	san	PROPN	PROPN;NOM;MASC;SG
יוני	czerwca	יוני	czerwiec	PROPN	N;GEN;MASC;SG
יוני	june	יוני	juny	PROPN	
יוני	czerwiec	יוני	czerwiec	PROPN	
מוזיאון	muzea	מוזיאון	muzea	N;MASC;SG	N;NOM;NEUT;PL
מוזיאון	museum	מוזיאון	museum	N;MASC;SG	
כנסת	synagoga	כנסת	synagoga	PROPN	N;NOM;FEM;SG
יחסי	względne	יחסים	względny	N;PSSD;MASC;PL	ADJ;NOM;NEUT;SG
יחסי	krewny	יחסים	krewny	N;PSSD;MASC;PL	N;NOM;MASC;SG
יחסי	względna	יחסים	względny	N;PSSD;MASC;PL	ADJ;NOM;FEM;SG
יחסי	relacji	יחסים	relacja	N;PSSD;MASC;PL	N;GEN;FEM;SG
יכולת	mógł	יכולת	móc	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
תורה	tora	תורה	tora	N;FEM;SG	
תורה	tory	תורה	tor	N;FEM;SG	N;NOM;MASC;PL
הגיעה	dotarły	הגיע	dotrzeć	V;FEM;SG;3;PST;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
הגיעה	przybyli	הגיע	przybyć	V;FEM;SG;3;PST;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
רחוב	street	רחוב	street	N;MASC;SG	
גברים	samców	גבר	samc	N;MASC;PL	
גברים	samce	גבר	samka	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
גברים	męskie	גבר	męski	N;MASC;PL	ADJ;NOM;NEUT;SG
גברים	men	גבר	men	N;MASC;PL	
דן	dan	דן	dana	PROPN	
השואה	holokaustu	השואה	holokaust	PROPN	N;GEN;MASC;SG
הגוף	ciało	הגוף	ciało		N;NOM;NEUT;SG
הגוף	ciała	הגוף	ciało		N;GEN;NEUT;SG
אדום	czerwień	אדום	czerwień	ADJ;MASC;SG	
קבע	ustaw	קבע	ustawa	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
קבע	set	קבע	set	N;MASC;SG	
חד	ostre	חד	ostry	ADV	
חד	sharp	חד	sharp	ADV	
חד	ostry	חד	ostry	ADV	
חד	ostra	חד	ostry	ADV	
אומר	powiedzenie	אמר	powiedzenie	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
אומר	mówi	אמר	mówić	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
המערכת	układ	המערך	układ		N;NOM;MASC;SG
המערכת	systemu	המערך	system		N;GEN;MASC;SG
המערכת	system	המערך	system		N;ACC;MASC;SG
המערכת	systemowe	המערך	systemowy		ADJ;NOM;NEUT;SG
עברית	hebrajski	עברית	hebrajski	PROPN	ADJ;NOM;MASC;SG
כולם	każdy	None	każdy	N;MASC;PL	DET;NOM;MASC;SG
כולם	wszyscy	None	wszyscy	N;MASC;PL	PRO;NOM;MASC;PL
כולם	wszystkie	None	wszystek	N;MASC;PL	DET;NOM;MASC;PL
כולם	wszystko	None	wszystko	N;MASC;PL	PRO;NOM;NEUT;SG
כולם	all	None	all	N;MASC;PL	
כולם	wszyscy	None	wszyscy	N;MASC;PL	PRO;NOM;MASC;PL
כולם	każdy	None	każdy	N;MASC;PL	DET;NOM;MASC;SG
כולם	wszyscy	None	wszyscy	N;MASC;PL	PRO;NOM;MASC;PL
קטנים	małych	קטן	mały	ADJ;MASC;PL	N;GEN;MASC;PL
קטנים	mały	קטן	mały	ADJ;MASC;PL	ADJ;NOM;MASC;SG
קטנים	mał	קטן	mała	ADJ;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
קטנים	niewielkie	קטן	niewielki	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
קטנים	mała	קטן	mały	ADJ;MASC;PL	
קטנים	male	קטן	male	ADJ;MASC;PL	
אפשרות	mozliwosc	אפשרות	mozliwosc	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
נוצר	utworzona	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
נוצר	utworzony	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
נוצר	utworzono	נוצר	utworzyć	V;MASC;SG;3;PST;MID	V;PFV;IND;0;PST;FIN;ACT
נוצר	stworzył	נוצר	stworzyć	V;MASC;SG;3;PST;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
נוצר	utworzone	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
נוצר	utworzony	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
נוצר	utworzona	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
נוצר	utworzone	נוצר	utworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
נוצר	wytwarzane	נוצר	wytwarzać	V;MASC;SG;3;PST;MID	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
נוצר	wytworzone	נוצר	wytworzyć	V;MASC;SG;3;PST;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
נוצר	generowane	נוצר	generować	V;MASC;SG;3;PST;MID	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
עצמם	same	עצמו	sam	PRO;MASC;PL;3;REFL	V;IPFV;IND;SG;FIN;ACT
מקורות	pochodzenie	מקור	pochodzenie	N;MASC;PL	N;NOM;NEUT;SG
בפועל	rzeczywista	בפועל	rzeczywista	ADV	ADJ;NOM;FEM;SG
בפועל	rzeczywisty	בפועל	rzeczywisty	ADV	ADJ;NOM;MASC;SG
בפועל	faktyczny	בפועל	faktyczny	ADV	ADJ;NOM;MASC;SG
בפועל	rzeczywiste	בפועל	rzeczywisty	ADV	ADJ;NOM;NEUT;SG
בפועל	faktyczne	בפועל	faktyczny	ADV	ADJ;NOM;NEUT;SG
ספרות	cyfr	ספרות	cyfra	N;FEM;SG	
ספרות	cyfry	ספרות	cyfra	N;FEM;SG	
קבוע	stał	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
קבוע	stała	קבוע	stać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
קבוע	trwał	קבוע	trwać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
קבוע	stały	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
קבוע	stał	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
קבוע	stały	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
קבוע	stała	קבוע	stać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
קבוע	regularnie	קבוע	regularnie	ADJ;MASC;SG	ADV
קבוע	stał	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
קבוע	stały	קבוע	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
קבוע	stała	קבוע	stać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
תפקידים	role	תפקיד	role	N;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
עולה	koszty	עולה	koszt	N;MASC;SG	N;NOM;MASC;PL
עולה	rośnie	עולה	rosnąć	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
מפלגת	imprezy	מפלגה	impreza	N;FEM;SG	
מקרה	case	מקרה	cas	N;MASC;SG	
ויליאם	william	ויליאם	williać	PROPN	PROPN;NOM;MASC;SG
ויליאם	williamie	ויליאם	williamia	PROPN	N;DAT;FEM;SG
ויליאם	wilhelm	ויליאם	wilhelm	PROPN	PROPN;NOM;MASC;SG
ויליאם	williama	ויליאם	williem	PROPN	N;NOM;FEM;SG
ברק	błyskawica	ברק	błyskawica	PROPN	N;NOM;FEM;SG
ברק	barak	ברק	barak	PROPN	N;NOM;MASC;SG
ברק	błyskawica	ברק	błyskawica	PROPN	N;NOM;FEM;SG
ברק	piorun	ברק	piorun	PROPN	
פנים	wnętrze	פנים	wnętrze	N;MASC;PL	N;NOM;NEUT;SG
פנים	wnętrz	פנים	wnętrz	N;MASC;PL	
פנים	wnętrza	פנים	wnętrze	N;MASC;PL	N;NOM;NEUT;SG
פנים	wewnętrzne	פנים	wewnętrzny	N;MASC;PL	ADJ;NOM;NEUT;SG
פנים	twarz	פנים	twarz	N;MASC;PL	N;NOM;FEM;SG
פנים	face	פנים	faka	N;MASC;PL	
מגיע	przyjdzie	הגיע	przyjść	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
צבאי	wojsko	צבאי	wojsko	ADJ;MASC;SG	N;NOM;NEUT;SG
צבאי	wojska	צבאי	wojsko	ADJ;MASC;SG	N;NOM;NEUT;SG
סין	china	סין	chiny	PROPN	
סין	chin	סין	chuna	PROPN	PROPN;NOM;MASC;SG
סין	chiny	סין	chiny	PROPN	
